context: I'm going to separate Takeo-kun and Yamato-san. response:	You should tell him how you feel.
context: It'll run into me!\It's gonna hit her!\Um, Takeo...\This is just 3D.\Right!\I might have embarrassed her.\I've always been like this.\Oops... response:	Mommy!
context: It's gonna hit her!\Um, Takeo...\This is just 3D.\Right!\I might have embarrassed her.\I've always been like this.\Oops...\Mommy! response:	Where are you, Mommy?
context: Um, Takeo...\This is just 3D.\Right!\I might have embarrassed her.\I've always been like this.\Oops...\Mommy!\Where are you, Mommy? response:	Mommy!
context: This is just 3D.\Right!\I might have embarrassed her.\I've always been like this.\Oops...\Mommy!\Where are you, Mommy?\Mommy! response:	Tarou!
context: Right!\I might have embarrassed her.\I've always been like this.\Oops...\Mommy!\Where are you, Mommy?\Mommy!\Tarou! response:	Thank god...
context: I might have embarrassed her.\I've always been like this.\Oops...\Mommy!\Where are you, Mommy?\Mommy!\Tarou!\Thank god... response:	You used to be the one getting lost all the time,
context: I've always been like this.\Oops...\Mommy!\Where are you, Mommy?\Mommy!\Tarou!\Thank god...\You used to be the one getting lost all the time, response:	and now you're the one saving them.
context: Oops...\Mommy!\Where are you, Mommy?\Mommy!\Tarou!\Thank god...\You used to be the one getting lost all the time,\and now you're the one saving them. response:	You've grown, Takeo.
context: Mommy!\Where are you, Mommy?\Mommy!\Tarou!\Thank god...\You used to be the one getting lost all the time,\and now you're the one saving them.\You've grown, Takeo. response:	Do you remember how...
context: Where are you, Mommy?\Mommy!\Tarou!\Thank god...\You used to be the one getting lost all the time,\and now you're the one saving them.\You've grown, Takeo.\Do you remember how... response:	When you were in elementary school,
context: Mommy!\Tarou!\Thank god...\You used to be the one getting lost all the time,\and now you're the one saving them.\You've grown, Takeo.\Do you remember how...\When you were in elementary school, response:	you said I look like a flower from a flower shop?
context: Tarou!\Thank god...\You used to be the one getting lost all the time,\and now you're the one saving them.\You've grown, Takeo.\Do you remember how...\When you were in elementary school,\you said I look like a flower from a flower shop? response:	Flower?
context: Thank god...\You used to be the one getting lost all the time,\and now you're the one saving them.\You've grown, Takeo.\Do you remember how...\When you were in elementary school,\you said I look like a flower from a flower shop?\Flower? response:	I said something like that?
context: You used to be the one getting lost all the time,\and now you're the one saving them.\You've grown, Takeo.\Do you remember how...\When you were in elementary school,\you said I look like a flower from a flower shop?\Flower?\I said something like that? response:	Yeah... Right, you don't remember!
context: and now you're the one saving them.\You've grown, Takeo.\Do you remember how...\When you were in elementary school,\you said I look like a flower from a flower shop?\Flower?\I said something like that?\Yeah... Right, you don't remember! response:	Okay, let's go look for Yamato-san!
context: You've grown, Takeo.\Do you remember how...\When you were in elementary school,\you said I look like a flower from a flower shop?\Flower?\I said something like that?\Yeah... Right, you don't remember!\Okay, let's go look for Yamato-san! response:	I'm all rested up now.
context: Do you remember how...\When you were in elementary school,\you said I look like a flower from a flower shop?\Flower?\I said something like that?\Yeah... Right, you don't remember!\Okay, let's go look for Yamato-san!\I'm all rested up now. response:	Okay, tell me if you get tired.
context: When you were in elementary school,\you said I look like a flower from a flower shop?\Flower?\I said something like that?\Yeah... Right, you don't remember!\Okay, let's go look for Yamato-san!\I'm all rested up now.\Okay, tell me if you get tired. response:	Unless you tell me, I won't get it.
context: you said I look like a flower from a flower shop?\Flower?\I said something like that?\Yeah... Right, you don't remember!\Okay, let's go look for Yamato-san!\I'm all rested up now.\Okay, tell me if you get tired.\Unless you tell me, I won't get it. response:	I know.
context: Flower?\I said something like that?\Yeah... Right, you don't remember!\Okay, let's go look for Yamato-san!\I'm all rested up now.\Okay, tell me if you get tired.\Unless you tell me, I won't get it.\I know. response:	A flower, huh?
context: I said something like that?\Yeah... Right, you don't remember!\Okay, let's go look for Yamato-san!\I'm all rested up now.\Okay, tell me if you get tired.\Unless you tell me, I won't get it.\I know.\A flower, huh? response:	I don't remember what I said back when I was a kid,
context: Yeah... Right, you don't remember!\Okay, let's go look for Yamato-san!\I'm all rested up now.\Okay, tell me if you get tired.\Unless you tell me, I won't get it.\I know.\A flower, huh?\I don't remember what I said back when I was a kid, response:	but I think you look like that flower,
context: Okay, let's go look for Yamato-san!\I'm all rested up now.\Okay, tell me if you get tired.\Unless you tell me, I won't get it.\I know.\A flower, huh?\I don't remember what I said back when I was a kid,\but I think you look like that flower, response:	the white one in the middle.
context: I'm all rested up now.\Okay, tell me if you get tired.\Unless you tell me, I won't get it.\I know.\A flower, huh?\I don't remember what I said back when I was a kid,\but I think you look like that flower,\the white one in the middle. response:	That's the one!
context: Okay, tell me if you get tired.\Unless you tell me, I won't get it.\I know.\A flower, huh?\I don't remember what I said back when I was a kid,\but I think you look like that flower,\the white one in the middle.\That's the one! response:	You haven't changed, Takeo...
context: Unless you tell me, I won't get it.\I know.\A flower, huh?\I don't remember what I said back when I was a kid,\but I think you look like that flower,\the white one in the middle.\That's the one!\You haven't changed, Takeo... response:	Takeo-kun's been treating you like a big sister
context: I know.\A flower, huh?\I don't remember what I said back when I was a kid,\but I think you look like that flower,\the white one in the middle.\That's the one!\You haven't changed, Takeo...\Takeo-kun's been treating you like a big sister response:	because he has no idea how you feel.
context: A flower, huh?\I don't remember what I said back when I was a kid,\but I think you look like that flower,\the white one in the middle.\That's the one!\You haven't changed, Takeo...\Takeo-kun's been treating you like a big sister\because he has no idea how you feel. response:	You don't know how he'll react once he knows.
context: I don't remember what I said back when I was a kid,\but I think you look like that flower,\the white one in the middle.\That's the one!\You haven't changed, Takeo...\Takeo-kun's been treating you like a big sister\because he has no idea how you feel.\You don't know how he'll react once he knows. response:	Don't you want to know?
context: but I think you look like that flower,\the white one in the middle.\That's the one!\You haven't changed, Takeo...\Takeo-kun's been treating you like a big sister\because he has no idea how you feel.\You don't know how he'll react once he knows.\Don't you want to know? response:	Takeo...
context: the white one in the middle.\That's the one!\You haven't changed, Takeo...\Takeo-kun's been treating you like a big sister\because he has no idea how you feel.\You don't know how he'll react once he knows.\Don't you want to know?\Takeo... response:	No New Messages
context: That's the one!\You haven't changed, Takeo...\Takeo-kun's been treating you like a big sister\because he has no idea how you feel.\You don't know how he'll react once he knows.\Don't you want to know?\Takeo...\No New Messages response:	There's no response from Sunakawa-san...
context: You haven't changed, Takeo...\Takeo-kun's been treating you like a big sister\because he has no idea how you feel.\You don't know how he'll react once he knows.\Don't you want to know?\Takeo...\No New Messages\There's no response from Sunakawa-san... response:	Eh?
context: Takeo-kun's been treating you like a big sister\because he has no idea how you feel.\You don't know how he'll react once he knows.\Don't you want to know?\Takeo...\No New Messages\There's no response from Sunakawa-san...\Eh? response:	Did she really tell him?
context: because he has no idea how you feel.\You don't know how he'll react once he knows.\Don't you want to know?\Takeo...\No New Messages\There's no response from Sunakawa-san...\Eh?\Did she really tell him? response:	Let's split up and look for them!
context: You don't know how he'll react once he knows.\Don't you want to know?\Takeo...\No New Messages\There's no response from Sunakawa-san...\Eh?\Did she really tell him?\Let's split up and look for them! response:	Yamato-san and Sunakawa-kun,
context: Don't you want to know?\Takeo...\No New Messages\There's no response from Sunakawa-san...\Eh?\Did she really tell him?\Let's split up and look for them!\Yamato-san and Sunakawa-kun, response:	can you go look in the Marchen Zone?
context: Takeo...\No New Messages\There's no response from Sunakawa-san...\Eh?\Did she really tell him?\Let's split up and look for them!\Yamato-san and Sunakawa-kun,\can you go look in the Marchen Zone? response:	Oh, sure.
context: No New Messages\There's no response from Sunakawa-san...\Eh?\Did she really tell him?\Let's split up and look for them!\Yamato-san and Sunakawa-kun,\can you go look in the Marchen Zone?\Oh, sure. response:	This is crap.
context: There's no response from Sunakawa-san...\Eh?\Did she really tell him?\Let's split up and look for them!\Yamato-san and Sunakawa-kun,\can you go look in the Marchen Zone?\Oh, sure.\This is crap. response:	Like hell anyone would be hypnotized.
context: Eh?\Did she really tell him?\Let's split up and look for them!\Yamato-san and Sunakawa-kun,\can you go look in the Marchen Zone?\Oh, sure.\This is crap.\Like hell anyone would be hypnotized. response:	space cadet
context: Did she really tell him?\Let's split up and look for them!\Yamato-san and Sunakawa-kun,\can you go look in the Marchen Zone?\Oh, sure.\This is crap.\Like hell anyone would be hypnotized.\space cadet response:	Wait, Ai-chan, are you under?
context: Let's split up and look for them!\Yamato-san and Sunakawa-kun,\can you go look in the Marchen Zone?\Oh, sure.\This is crap.\Like hell anyone would be hypnotized.\space cadet\Wait, Ai-chan, are you under? response:	No way!
context: Yamato-san and Sunakawa-kun,\can you go look in the Marchen Zone?\Oh, sure.\This is crap.\Like hell anyone would be hypnotized.\space cadet\Wait, Ai-chan, are you under?\No way! response:	Do you see the person you have feelings for?
context: can you go look in the Marchen Zone?\Oh, sure.\This is crap.\Like hell anyone would be hypnotized.\space cadet\Wait, Ai-chan, are you under?\No way!\Do you see the person you have feelings for? response:	Yes.
context: Oh, sure.\This is crap.\Like hell anyone would be hypnotized.\space cadet\Wait, Ai-chan, are you under?\No way!\Do you see the person you have feelings for?\Yes. response:	Say the person's name!
context: This is crap.\Like hell anyone would be hypnotized.\space cadet\Wait, Ai-chan, are you under?\No way!\Do you see the person you have feelings for?\Yes.\Say the person's name! response:	Takeo.
context: Like hell anyone would be hypnotized.\space cadet\Wait, Ai-chan, are you under?\No way!\Do you see the person you have feelings for?\Yes.\Say the person's name!\Takeo. response:	Takeo?
context: space cadet\Wait, Ai-chan, are you under?\No way!\Do you see the person you have feelings for?\Yes.\Say the person's name!\Takeo.\Takeo? response:	Takeo-kun?
context: Wait, Ai-chan, are you under?\No way!\Do you see the person you have feelings for?\Yes.\Say the person's name!\Takeo.\Takeo?\Takeo-kun? response:	Gouda Takeo.
context: No way!\Do you see the person you have feelings for?\Yes.\Say the person's name!\Takeo.\Takeo?\Takeo-kun?\Gouda Takeo. response:	Is he your boyfriend?!
context: Do you see the person you have feelings for?\Yes.\Say the person's name!\Takeo.\Takeo?\Takeo-kun?\Gouda Takeo.\Is he your boyfriend?! response:	Not a boyfriend.
context: Yes.\Say the person's name!\Takeo.\Takeo?\Takeo-kun?\Gouda Takeo.\Is he your boyfriend?!\Not a boyfriend. response:	He has a girlfriend called Yamato-san now
context: Say the person's name!\Takeo.\Takeo?\Takeo-kun?\Gouda Takeo.\Is he your boyfriend?!\Not a boyfriend.\He has a girlfriend called Yamato-san now response:	Okay, that's enough!
context: Takeo.\Takeo?\Takeo-kun?\Gouda Takeo.\Is he your boyfriend?!\Not a boyfriend.\He has a girlfriend called Yamato-san now\Okay, that's enough! response:	You guys are going too far.
context: Takeo?\Takeo-kun?\Gouda Takeo.\Is he your boyfriend?!\Not a boyfriend.\He has a girlfriend called Yamato-san now\Okay, that's enough!\You guys are going too far. response:	Huh?
context: Takeo-kun?\Gouda Takeo.\Is he your boyfriend?!\Not a boyfriend.\He has a girlfriend called Yamato-san now\Okay, that's enough!\You guys are going too far.\Huh? response:	But we're just getting to the good part.
context: Gouda Takeo.\Is he your boyfriend?!\Not a boyfriend.\He has a girlfriend called Yamato-san now\Okay, that's enough!\You guys are going too far.\Huh?\But we're just getting to the good part. response:	Hey! Sunakawa-san!
context: Is he your boyfriend?!\Not a boyfriend.\He has a girlfriend called Yamato-san now\Okay, that's enough!\You guys are going too far.\Huh?\But we're just getting to the good part.\Hey! Sunakawa-san! response:	Takeo...
context: Not a boyfriend.\He has a girlfriend called Yamato-san now\Okay, that's enough!\You guys are going too far.\Huh?\But we're just getting to the good part.\Hey! Sunakawa-san!\Takeo... response:	What?
context: He has a girlfriend called Yamato-san now\Okay, that's enough!\You guys are going too far.\Huh?\But we're just getting to the good part.\Hey! Sunakawa-san!\Takeo...\What? response:	Huh?
context: Okay, that's enough!\You guys are going too far.\Huh?\But we're just getting to the good part.\Hey! Sunakawa-san!\Takeo...\What?\Huh? response:	What the...
context: You guys are going too far.\Huh?\But we're just getting to the good part.\Hey! Sunakawa-san!\Takeo...\What?\Huh?\What the... response:	Takeo, I... I
context: Huh?\But we're just getting to the good part.\Hey! Sunakawa-san!\Takeo...\What?\Huh?\What the...\Takeo, I... I response:	The Sparkly Parade will start in thirty minutes.
context: But we're just getting to the good part.\Hey! Sunakawa-san!\Takeo...\What?\Huh?\What the...\Takeo, I... I\The Sparkly Parade will start in thirty minutes. response:	Please follow park attendants' instructions regarding parade route and observation spots.
context: Hey! Sunakawa-san!\Takeo...\What?\Huh?\What the...\Takeo, I... I\The Sparkly Parade will start in thirty minutes.\Please follow park attendants' instructions regarding parade route and observation spots. response:	Takeo! The Parade!
context: Takeo...\What?\Huh?\What the...\Takeo, I... I\The Sparkly Parade will start in thirty minutes.\Please follow park attendants' instructions regarding parade route and observation spots.\Takeo! The Parade! response:	You have to watch it with Yamato-san!
context: What?\Huh?\What the...\Takeo, I... I\The Sparkly Parade will start in thirty minutes.\Please follow park attendants' instructions regarding parade route and observation spots.\Takeo! The Parade!\You have to watch it with Yamato-san! response:	Right!
context: Huh?\What the...\Takeo, I... I\The Sparkly Parade will start in thirty minutes.\Please follow park attendants' instructions regarding parade route and observation spots.\Takeo! The Parade!\You have to watch it with Yamato-san!\Right! response:	Oh, but my cell...
context: What the...\Takeo, I... I\The Sparkly Parade will start in thirty minutes.\Please follow park attendants' instructions regarding parade route and observation spots.\Takeo! The Parade!\You have to watch it with Yamato-san!\Right!\Oh, but my cell... response:	You have to go look for her yourself!
context: Takeo, I... I\The Sparkly Parade will start in thirty minutes.\Please follow park attendants' instructions regarding parade route and observation spots.\Takeo! The Parade!\You have to watch it with Yamato-san!\Right!\Oh, but my cell...\You have to go look for her yourself! response:	Right.
context: The Sparkly Parade will start in thirty minutes.\Please follow park attendants' instructions regarding parade route and observation spots.\Takeo! The Parade!\You have to watch it with Yamato-san!\Right!\Oh, but my cell...\You have to go look for her yourself!\Right. response:	Thanks!
context: Please follow park attendants' instructions regarding parade route and observation spots.\Takeo! The Parade!\You have to watch it with Yamato-san!\Right!\Oh, but my cell...\You have to go look for her yourself!\Right.\Thanks! response:	I'll go look for her!
context: Takeo! The Parade!\You have to watch it with Yamato-san!\Right!\Oh, but my cell...\You have to go look for her yourself!\Right.\Thanks!\I'll go look for her! response:	Takeo...
context: You have to watch it with Yamato-san!\Right!\Oh, but my cell...\You have to go look for her yourself!\Right.\Thanks!\I'll go look for her!\Takeo... response:	Don't cheat on her!
context: Right!\Oh, but my cell...\You have to go look for her yourself!\Right.\Thanks!\I'll go look for her!\Takeo...\Don't cheat on her! response:	Yeah!
context: Oh, but my cell...\You have to go look for her yourself!\Right.\Thanks!\I'll go look for her!\Takeo...\Don't cheat on her!\Yeah! response:	I found them.
context: You have to go look for her yourself!\Right.\Thanks!\I'll go look for her!\Takeo...\Don't cheat on her!\Yeah!\I found them. response:	They're right in front of White Castle.
context: Right.\Thanks!\I'll go look for her!\Takeo...\Don't cheat on her!\Yeah!\I found them.\They're right in front of White Castle. response:	Yep, I'll be here.
context: Thanks!\I'll go look for her!\Takeo...\Don't cheat on her!\Yeah!\I found them.\They're right in front of White Castle.\Yep, I'll be here. response:	See you soon.
context: I'll go look for her!\Takeo...\Don't cheat on her!\Yeah!\I found them.\They're right in front of White Castle.\Yep, I'll be here.\See you soon. response:	Don't cheat on her?
context: Takeo...\Don't cheat on her!\Yeah!\I found them.\They're right in front of White Castle.\Yep, I'll be here.\See you soon.\Don't cheat on her? response:	What's with that?
context: Don't cheat on her!\Yeah!\I found them.\They're right in front of White Castle.\Yep, I'll be here.\See you soon.\Don't cheat on her?\What's with that? response:	He totally sprinted off, too.
context: Yeah!\I found them.\They're right in front of White Castle.\Yep, I'll be here.\See you soon.\Don't cheat on her?\What's with that?\He totally sprinted off, too. response:	Oda,
context: I found them.\They're right in front of White Castle.\Yep, I'll be here.\See you soon.\Don't cheat on her?\What's with that?\He totally sprinted off, too.\Oda, response:	I'll never tell Takeo, not for the rest of my life.
context: They're right in front of White Castle.\Yep, I'll be here.\See you soon.\Don't cheat on her?\What's with that?\He totally sprinted off, too.\Oda,\I'll never tell Takeo, not for the rest of my life. response:	I like how he laughs like an idiot, and thinks of me as his sister.
context: Yep, I'll be here.\See you soon.\Don't cheat on her?\What's with that?\He totally sprinted off, too.\Oda,\I'll never tell Takeo, not for the rest of my life.\I like how he laughs like an idiot, and thinks of me as his sister. response:	Ai-san! Oda-san!
context: See you soon.\Don't cheat on her?\What's with that?\He totally sprinted off, too.\Oda,\I'll never tell Takeo, not for the rest of my life.\I like how he laughs like an idiot, and thinks of me as his sister.\Ai-san! Oda-san! response:	Where's Takeo-kun?
context: Don't cheat on her?\What's with that?\He totally sprinted off, too.\Oda,\I'll never tell Takeo, not for the rest of my life.\I like how he laughs like an idiot, and thinks of me as his sister.\Ai-san! Oda-san!\Where's Takeo-kun? response:	Huh?
context: What's with that?\He totally sprinted off, too.\Oda,\I'll never tell Takeo, not for the rest of my life.\I like how he laughs like an idiot, and thinks of me as his sister.\Ai-san! Oda-san!\Where's Takeo-kun?\Huh? response:	He went to look for you.
context: He totally sprinted off, too.\Oda,\I'll never tell Takeo, not for the rest of my life.\I like how he laughs like an idiot, and thinks of me as his sister.\Ai-san! Oda-san!\Where's Takeo-kun?\Huh?\He went to look for you. response:	Huh?
context: Oda,\I'll never tell Takeo, not for the rest of my life.\I like how he laughs like an idiot, and thinks of me as his sister.\Ai-san! Oda-san!\Where's Takeo-kun?\Huh?\He went to look for you.\Huh? response:	He ran off that way.
context: I'll never tell Takeo, not for the rest of my life.\I like how he laughs like an idiot, and thinks of me as his sister.\Ai-san! Oda-san!\Where's Takeo-kun?\Huh?\He went to look for you.\Huh?\He ran off that way. response:	Go after him!
context: I like how he laughs like an idiot, and thinks of me as his sister.\Ai-san! Oda-san!\Where's Takeo-kun?\Huh?\He went to look for you.\Huh?\He ran off that way.\Go after him! response:	Oh, okay.
context: Ai-san! Oda-san!\Where's Takeo-kun?\Huh?\He went to look for you.\Huh?\He ran off that way.\Go after him!\Oh, okay. response:	Oh, but if I see the parade with just him,
context: Where's Takeo-kun?\Huh?\He went to look for you.\Huh?\He ran off that way.\Go after him!\Oh, okay.\Oh, but if I see the parade with just him, response:	there's that jinx...
context: Huh?\He went to look for you.\Huh?\He ran off that way.\Go after him!\Oh, okay.\Oh, but if I see the parade with just him,\there's that jinx... response:	Forget about the jinx!
context: He went to look for you.\Huh?\He ran off that way.\Go after him!\Oh, okay.\Oh, but if I see the parade with just him,\there's that jinx...\Forget about the jinx! response:	Have faith in Takeo!
context: Huh?\He ran off that way.\Go after him!\Oh, okay.\Oh, but if I see the parade with just him,\there's that jinx...\Forget about the jinx!\Have faith in Takeo! response:	It'll be fine!
context: He ran off that way.\Go after him!\Oh, okay.\Oh, but if I see the parade with just him,\there's that jinx...\Forget about the jinx!\Have faith in Takeo!\It'll be fine! response:	You're right... Yeah.
context: Go after him!\Oh, okay.\Oh, but if I see the parade with just him,\there's that jinx...\Forget about the jinx!\Have faith in Takeo!\It'll be fine!\You're right... Yeah. response:	I should just trust Takeo-kun.
context: Oh, okay.\Oh, but if I see the parade with just him,\there's that jinx...\Forget about the jinx!\Have faith in Takeo!\It'll be fine!\You're right... Yeah.\I should just trust Takeo-kun. response:	I think you told me something similar before to cheer me up, too.
context: Oh, but if I see the parade with just him,\there's that jinx...\Forget about the jinx!\Have faith in Takeo!\It'll be fine!\You're right... Yeah.\I should just trust Takeo-kun.\I think you told me something similar before to cheer me up, too. response:	Ugh, I'm so bad!
context: there's that jinx...\Forget about the jinx!\Have faith in Takeo!\It'll be fine!\You're right... Yeah.\I should just trust Takeo-kun.\I think you told me something similar before to cheer me up, too.\Ugh, I'm so bad! response:	It's fine, just go!
context: Forget about the jinx!\Have faith in Takeo!\It'll be fine!\You're right... Yeah.\I should just trust Takeo-kun.\I think you told me something similar before to cheer me up, too.\Ugh, I'm so bad!\It's fine, just go! response:	Oh!
context: Have faith in Takeo!\It'll be fine!\You're right... Yeah.\I should just trust Takeo-kun.\I think you told me something similar before to cheer me up, too.\Ugh, I'm so bad!\It's fine, just go!\Oh! response:	What?
context: It'll be fine!\You're right... Yeah.\I should just trust Takeo-kun.\I think you told me something similar before to cheer me up, too.\Ugh, I'm so bad!\It's fine, just go!\Oh!\What? response:	What's wrong?
context: You're right... Yeah.\I should just trust Takeo-kun.\I think you told me something similar before to cheer me up, too.\Ugh, I'm so bad!\It's fine, just go!\Oh!\What?\What's wrong? response:	I wanted to give you this.
context: I should just trust Takeo-kun.\I think you told me something similar before to cheer me up, too.\Ugh, I'm so bad!\It's fine, just go!\Oh!\What?\What's wrong?\I wanted to give you this. response:	You helped me out a lot, so here's a coffee chiffon cake.
context: I think you told me something similar before to cheer me up, too.\Ugh, I'm so bad!\It's fine, just go!\Oh!\What?\What's wrong?\I wanted to give you this.\You helped me out a lot, so here's a coffee chiffon cake. response:	I'll go find Takeo-kun, then!
context: Ugh, I'm so bad!\It's fine, just go!\Oh!\What?\What's wrong?\I wanted to give you this.\You helped me out a lot, so here's a coffee chiffon cake.\I'll go find Takeo-kun, then! response:	Wow, she's amazing.
context: It's fine, just go!\Oh!\What?\What's wrong?\I wanted to give you this.\You helped me out a lot, so here's a coffee chiffon cake.\I'll go find Takeo-kun, then!\Wow, she's amazing. response:	She bakes cakes, too.
context: Oh!\What?\What's wrong?\I wanted to give you this.\You helped me out a lot, so here's a coffee chiffon cake.\I'll go find Takeo-kun, then!\Wow, she's amazing.\She bakes cakes, too. response:	She does...
context: What?\What's wrong?\I wanted to give you this.\You helped me out a lot, so here's a coffee chiffon cake.\I'll go find Takeo-kun, then!\Wow, she's amazing.\She bakes cakes, too.\She does... response:	Let's eat!
context: What's wrong?\I wanted to give you this.\You helped me out a lot, so here's a coffee chiffon cake.\I'll go find Takeo-kun, then!\Wow, she's amazing.\She bakes cakes, too.\She does...\Let's eat! response:	Oh, I understand.
context: I wanted to give you this.\You helped me out a lot, so here's a coffee chiffon cake.\I'll go find Takeo-kun, then!\Wow, she's amazing.\She bakes cakes, too.\She does...\Let's eat!\Oh, I understand. response:	It's made with you in mind.
context: You helped me out a lot, so here's a coffee chiffon cake.\I'll go find Takeo-kun, then!\Wow, she's amazing.\She bakes cakes, too.\She does...\Let's eat!\Oh, I understand.\It's made with you in mind. response:	It's coffee flavored, so it's slightly bitter,
context: I'll go find Takeo-kun, then!\Wow, she's amazing.\She bakes cakes, too.\She does...\Let's eat!\Oh, I understand.\It's made with you in mind.\It's coffee flavored, so it's slightly bitter, response:	but its sweetness gives it a gentle taste.
context: Wow, she's amazing.\She bakes cakes, too.\She does...\Let's eat!\Oh, I understand.\It's made with you in mind.\It's coffee flavored, so it's slightly bitter,\but its sweetness gives it a gentle taste. response:	This cake...
context: She bakes cakes, too.\She does...\Let's eat!\Oh, I understand.\It's made with you in mind.\It's coffee flavored, so it's slightly bitter,\but its sweetness gives it a gentle taste.\This cake... response:	Being told I look like a beautiful flower twice.
context: She does...\Let's eat!\Oh, I understand.\It's made with you in mind.\It's coffee flavored, so it's slightly bitter,\but its sweetness gives it a gentle taste.\This cake...\Being told I look like a beautiful flower twice. response:	I think that's all I need.
context: Let's eat!\Oh, I understand.\It's made with you in mind.\It's coffee flavored, so it's slightly bitter,\but its sweetness gives it a gentle taste.\This cake...\Being told I look like a beautiful flower twice.\I think that's all I need. response:	I wonder if they'll find each other...
context: Oh, I understand.\It's made with you in mind.\It's coffee flavored, so it's slightly bitter,\but its sweetness gives it a gentle taste.\This cake...\Being told I look like a beautiful flower twice.\I think that's all I need.\I wonder if they'll find each other... response:	I'm missing my hat!! You're already wearing it!
context: It's made with you in mind.\It's coffee flavored, so it's slightly bitter,\but its sweetness gives it a gentle taste.\This cake...\Being told I look like a beautiful flower twice.\I think that's all I need.\I wonder if they'll find each other...\I'm missing my hat!! You're already wearing it! response:	I'm missing a sock!! You have both on the same foot!
context: It's coffee flavored, so it's slightly bitter,\but its sweetness gives it a gentle taste.\This cake...\Being told I look like a beautiful flower twice.\I think that's all I need.\I wonder if they'll find each other...\I'm missing my hat!! You're already wearing it!\I'm missing a sock!! You have both on the same foot! response:	Takeo's always sucked at finding things.
context: but its sweetness gives it a gentle taste.\This cake...\Being told I look like a beautiful flower twice.\I think that's all I need.\I wonder if they'll find each other...\I'm missing my hat!! You're already wearing it!\I'm missing a sock!! You have both on the same foot!\Takeo's always sucked at finding things. response:	I'm sure it'll work out.
context: This cake...\Being told I look like a beautiful flower twice.\I think that's all I need.\I wonder if they'll find each other...\I'm missing my hat!! You're already wearing it!\I'm missing a sock!! You have both on the same foot!\Takeo's always sucked at finding things.\I'm sure it'll work out. response:	The really important things
context: Being told I look like a beautiful flower twice.\I think that's all I need.\I wonder if they'll find each other...\I'm missing my hat!! You're already wearing it!\I'm missing a sock!! You have both on the same foot!\Takeo's always sucked at finding things.\I'm sure it'll work out.\The really important things response:	will be found over and over again, for some reason.
context: I think that's all I need.\I wonder if they'll find each other...\I'm missing my hat!! You're already wearing it!\I'm missing a sock!! You have both on the same foot!\Takeo's always sucked at finding things.\I'm sure it'll work out.\The really important things\will be found over and over again, for some reason. response:	Takeo-kun's not the only one searching.
context: I wonder if they'll find each other...\I'm missing my hat!! You're already wearing it!\I'm missing a sock!! You have both on the same foot!\Takeo's always sucked at finding things.\I'm sure it'll work out.\The really important things\will be found over and over again, for some reason.\Takeo-kun's not the only one searching. response:	People...
context: I'm missing my hat!! You're already wearing it!\I'm missing a sock!! You have both on the same foot!\Takeo's always sucked at finding things.\I'm sure it'll work out.\The really important things\will be found over and over again, for some reason.\Takeo-kun's not the only one searching.\People... response:	People...
context: I'm missing a sock!! You have both on the same foot!\Takeo's always sucked at finding things.\I'm sure it'll work out.\The really important things\will be found over and over again, for some reason.\Takeo-kun's not the only one searching.\People...\People... response:	People...
context: Takeo's always sucked at finding things.\I'm sure it'll work out.\The really important things\will be found over and over again, for some reason.\Takeo-kun's not the only one searching.\People...\People...\People... response:	Yamato!
context: I'm sure it'll work out.\The really important things\will be found over and over again, for some reason.\Takeo-kun's not the only one searching.\People...\People...\People...\Yamato! response:	Yamato...
context: The really important things\will be found over and over again, for some reason.\Takeo-kun's not the only one searching.\People...\People...\People...\Yamato!\Yamato... response:	Yamato!
context: will be found over and over again, for some reason.\Takeo-kun's not the only one searching.\People...\People...\People...\Yamato!\Yamato...\Yamato! response:	I found you because you're so huge.
context: Takeo-kun's not the only one searching.\People...\People...\People...\Yamato!\Yamato...\Yamato!\I found you because you're so huge. response:	I see. Then I'm glad I'm huge.
context: People...\People...\People...\Yamato!\Yamato...\Yamato!\I found you because you're so huge.\I see. Then I'm glad I'm huge. response:	But I knew I'd see you, anyway.
context: People...\People...\Yamato!\Yamato...\Yamato!\I found you because you're so huge.\I see. Then I'm glad I'm huge.\But I knew I'd see you, anyway. response:	We can, as long as we think we can!
context: People...\Yamato!\Yamato...\Yamato!\I found you because you're so huge.\I see. Then I'm glad I'm huge.\But I knew I'd see you, anyway.\We can, as long as we think we can! response:	Yeah!
context: Yamato!\Yamato...\Yamato!\I found you because you're so huge.\I see. Then I'm glad I'm huge.\But I knew I'd see you, anyway.\We can, as long as we think we can!\Yeah! response:	I wanted to find you,
context: Yamato...\Yamato!\I found you because you're so huge.\I see. Then I'm glad I'm huge.\But I knew I'd see you, anyway.\We can, as long as we think we can!\Yeah!\I wanted to find you, response:	because I wanted to watch the parade together.
context: Yamato!\I found you because you're so huge.\I see. Then I'm glad I'm huge.\But I knew I'd see you, anyway.\We can, as long as we think we can!\Yeah!\I wanted to find you,\because I wanted to watch the parade together. response:	Right.
context: I found you because you're so huge.\I see. Then I'm glad I'm huge.\But I knew I'd see you, anyway.\We can, as long as we think we can!\Yeah!\I wanted to find you,\because I wanted to watch the parade together.\Right. response:	It's okay for us to watch it together, just the two of us?
