context: Hey! Come one, come all! response:	Cigarettes
context: There!\Usin' this, you can catch'em before they let off stink.\You guys sure know some dicey underhanded tricks.\It came in real handy here, so don't call it dicey.\I'm sick of this!\I wanna go home!\Anyhow, you really should leave for today.\The stink'll be attractin' other bugs. response:	Well then, I'll be back tomorrow.
context: Usin' this, you can catch'em before they let off stink.\You guys sure know some dicey underhanded tricks.\It came in real handy here, so don't call it dicey.\I'm sick of this!\I wanna go home!\Anyhow, you really should leave for today.\The stink'll be attractin' other bugs.\Well then, I'll be back tomorrow. response:	Sure. I'll be waiting.
context: You guys sure know some dicey underhanded tricks.\It came in real handy here, so don't call it dicey.\I'm sick of this!\I wanna go home!\Anyhow, you really should leave for today.\The stink'll be attractin' other bugs.\Well then, I'll be back tomorrow.\Sure. I'll be waiting. response:	Oh, Handa-san.
context: It came in real handy here, so don't call it dicey.\I'm sick of this!\I wanna go home!\Anyhow, you really should leave for today.\The stink'll be attractin' other bugs.\Well then, I'll be back tomorrow.\Sure. I'll be waiting.\Oh, Handa-san. response:	Can I... call you Sensei, too?
context: I'm sick of this!\I wanna go home!\Anyhow, you really should leave for today.\The stink'll be attractin' other bugs.\Well then, I'll be back tomorrow.\Sure. I'll be waiting.\Oh, Handa-san.\Can I... call you Sensei, too? response:	Sure, if you want.
context: I wanna go home!\Anyhow, you really should leave for today.\The stink'll be attractin' other bugs.\Well then, I'll be back tomorrow.\Sure. I'll be waiting.\Oh, Handa-san.\Can I... call you Sensei, too?\Sure, if you want. response:	Crisis averted!
context: Anyhow, you really should leave for today.\The stink'll be attractin' other bugs.\Well then, I'll be back tomorrow.\Sure. I'll be waiting.\Oh, Handa-san.\Can I... call you Sensei, too?\Sure, if you want.\Crisis averted! response:	So that was Kanzaki Kousuke...
context: The stink'll be attractin' other bugs.\Well then, I'll be back tomorrow.\Sure. I'll be waiting.\Oh, Handa-san.\Can I... call you Sensei, too?\Sure, if you want.\Crisis averted!\So that was Kanzaki Kousuke... response:	He doesn't look at all like a calligrapher.
context: Well then, I'll be back tomorrow.\Sure. I'll be waiting.\Oh, Handa-san.\Can I... call you Sensei, too?\Sure, if you want.\Crisis averted!\So that was Kanzaki Kousuke...\He doesn't look at all like a calligrapher. response:	But his nasty side kinda shows through.
context: Sure. I'll be waiting.\Oh, Handa-san.\Can I... call you Sensei, too?\Sure, if you want.\Crisis averted!\So that was Kanzaki Kousuke...\He doesn't look at all like a calligrapher.\But his nasty side kinda shows through. response:	Hang on a minute!
context: Oh, Handa-san.\Can I... call you Sensei, too?\Sure, if you want.\Crisis averted!\So that was Kanzaki Kousuke...\He doesn't look at all like a calligrapher.\But his nasty side kinda shows through.\Hang on a minute! response:	Hang on!
context: Can I... call you Sensei, too?\Sure, if you want.\Crisis averted!\So that was Kanzaki Kousuke...\He doesn't look at all like a calligrapher.\But his nasty side kinda shows through.\Hang on a minute!\Hang on! response:	You knew who he was?!
context: Sure, if you want.\Crisis averted!\So that was Kanzaki Kousuke...\He doesn't look at all like a calligrapher.\But his nasty side kinda shows through.\Hang on a minute!\Hang on!\You knew who he was?! response:	From: Kawafuji Sub: Answer your phone!
context: Crisis averted!\So that was Kanzaki Kousuke...\He doesn't look at all like a calligrapher.\But his nasty side kinda shows through.\Hang on a minute!\Hang on!\You knew who he was?!\From: Kawafuji Sub: Answer your phone! response:	We're not acquainted,
context: So that was Kanzaki Kousuke...\He doesn't look at all like a calligrapher.\But his nasty side kinda shows through.\Hang on a minute!\Hang on!\You knew who he was?!\From: Kawafuji Sub: Answer your phone!\We're not acquainted, response:	but Kawafuji sent me a text.
context: He doesn't look at all like a calligrapher.\But his nasty side kinda shows through.\Hang on a minute!\Hang on!\You knew who he was?!\From: Kawafuji Sub: Answer your phone!\We're not acquainted,\but Kawafuji sent me a text. response:	I'm bringing Kanzaki Kousuke, the kid who won grand prize in the calligraphy competition.
context: But his nasty side kinda shows through.\Hang on a minute!\Hang on!\You knew who he was?!\From: Kawafuji Sub: Answer your phone!\We're not acquainted,\but Kawafuji sent me a text.\I'm bringing Kanzaki Kousuke, the kid who won grand prize in the calligraphy competition. response:	He's a bit quirky, so be ready.
context: Hang on a minute!\Hang on!\You knew who he was?!\From: Kawafuji Sub: Answer your phone!\We're not acquainted,\but Kawafuji sent me a text.\I'm bringing Kanzaki Kousuke, the kid who won grand prize in the calligraphy competition.\He's a bit quirky, so be ready. response:	See?
context: Hang on!\You knew who he was?!\From: Kawafuji Sub: Answer your phone!\We're not acquainted,\but Kawafuji sent me a text.\I'm bringing Kanzaki Kousuke, the kid who won grand prize in the calligraphy competition.\He's a bit quirky, so be ready.\See? response:	See, nothing!
context: You knew who he was?!\From: Kawafuji Sub: Answer your phone!\We're not acquainted,\but Kawafuji sent me a text.\I'm bringing Kanzaki Kousuke, the kid who won grand prize in the calligraphy competition.\He's a bit quirky, so be ready.\See?\See, nothing! response:	We were thinkin' you'd be all upset about it!
context: From: Kawafuji Sub: Answer your phone!\We're not acquainted,\but Kawafuji sent me a text.\I'm bringing Kanzaki Kousuke, the kid who won grand prize in the calligraphy competition.\He's a bit quirky, so be ready.\See?\See, nothing!\We were thinkin' you'd be all upset about it! response:	Oh, is that right?
context: We're not acquainted,\but Kawafuji sent me a text.\I'm bringing Kanzaki Kousuke, the kid who won grand prize in the calligraphy competition.\He's a bit quirky, so be ready.\See?\See, nothing!\We were thinkin' you'd be all upset about it!\Oh, is that right? response:	Well, it's not as if I'm unbothered by it.
context: but Kawafuji sent me a text.\I'm bringing Kanzaki Kousuke, the kid who won grand prize in the calligraphy competition.\He's a bit quirky, so be ready.\See?\See, nothing!\We were thinkin' you'd be all upset about it!\Oh, is that right?\Well, it's not as if I'm unbothered by it. response:	I do have some envy, too.
context: I'm bringing Kanzaki Kousuke, the kid who won grand prize in the calligraphy competition.\He's a bit quirky, so be ready.\See?\See, nothing!\We were thinkin' you'd be all upset about it!\Oh, is that right?\Well, it's not as if I'm unbothered by it.\I do have some envy, too. response:	But I feel more at ease somehow.
context: He's a bit quirky, so be ready.\See?\See, nothing!\We were thinkin' you'd be all upset about it!\Oh, is that right?\Well, it's not as if I'm unbothered by it.\I do have some envy, too.\But I feel more at ease somehow. response:	Sensei...
context: See?\See, nothing!\We were thinkin' you'd be all upset about it!\Oh, is that right?\Well, it's not as if I'm unbothered by it.\I do have some envy, too.\But I feel more at ease somehow.\Sensei... response:	Now, let's go catch the rest of the shield bugs.
context: See, nothing!\We were thinkin' you'd be all upset about it!\Oh, is that right?\Well, it's not as if I'm unbothered by it.\I do have some envy, too.\But I feel more at ease somehow.\Sensei...\Now, let's go catch the rest of the shield bugs. response:	Ayup!
context: We were thinkin' you'd be all upset about it!\Oh, is that right?\Well, it's not as if I'm unbothered by it.\I do have some envy, too.\But I feel more at ease somehow.\Sensei...\Now, let's go catch the rest of the shield bugs.\Ayup! response:	I'm lost.
context: Oh, is that right?\Well, it's not as if I'm unbothered by it.\I do have some envy, too.\But I feel more at ease somehow.\Sensei...\Now, let's go catch the rest of the shield bugs.\Ayup!\I'm lost. response:	Sorry to barge in again today.
context: Well, it's not as if I'm unbothered by it.\I do have some envy, too.\But I feel more at ease somehow.\Sensei...\Now, let's go catch the rest of the shield bugs.\Ayup!\I'm lost.\Sorry to barge in again today. response:	You okay with tea?
context: I do have some envy, too.\But I feel more at ease somehow.\Sensei...\Now, let's go catch the rest of the shield bugs.\Ayup!\I'm lost.\Sorry to barge in again today.\You okay with tea? response:	Oh, don't trouble yourself.
context: But I feel more at ease somehow.\Sensei...\Now, let's go catch the rest of the shield bugs.\Ayup!\I'm lost.\Sorry to barge in again today.\You okay with tea?\Oh, don't trouble yourself. response:	Kawafuji didn't come today?
context: Sensei...\Now, let's go catch the rest of the shield bugs.\Ayup!\I'm lost.\Sorry to barge in again today.\You okay with tea?\Oh, don't trouble yourself.\Kawafuji didn't come today? response:	Bright Camping Village
context: Now, let's go catch the rest of the shield bugs.\Ayup!\I'm lost.\Sorry to barge in again today.\You okay with tea?\Oh, don't trouble yourself.\Kawafuji didn't come today?\Bright Camping Village response:	He has a terrible hangover and can't stand up.
context: Ayup!\I'm lost.\Sorry to barge in again today.\You okay with tea?\Oh, don't trouble yourself.\Kawafuji didn't come today?\Bright Camping Village\He has a terrible hangover and can't stand up. response:	Well, that's the thing about that guy.
context: I'm lost.\Sorry to barge in again today.\You okay with tea?\Oh, don't trouble yourself.\Kawafuji didn't come today?\Bright Camping Village\He has a terrible hangover and can't stand up.\Well, that's the thing about that guy. response:	In whatever he does, he has bad timing.
context: Sorry to barge in again today.\You okay with tea?\Oh, don't trouble yourself.\Kawafuji didn't come today?\Bright Camping Village\He has a terrible hangover and can't stand up.\Well, that's the thing about that guy.\In whatever he does, he has bad timing. response:	Drinking tea in this heat?
context: You okay with tea?\Oh, don't trouble yourself.\Kawafuji didn't come today?\Bright Camping Village\He has a terrible hangover and can't stand up.\Well, that's the thing about that guy.\In whatever he does, he has bad timing.\Drinking tea in this heat? response:	Black soy tea really is the best.
context: Oh, don't trouble yourself.\Kawafuji didn't come today?\Bright Camping Village\He has a terrible hangover and can't stand up.\Well, that's the thing about that guy.\In whatever he does, he has bad timing.\Drinking tea in this heat?\Black soy tea really is the best. response:	Did Kawafuji-san tell you anything about me?
context: Kawafuji didn't come today?\Bright Camping Village\He has a terrible hangover and can't stand up.\Well, that's the thing about that guy.\In whatever he does, he has bad timing.\Drinking tea in this heat?\Black soy tea really is the best.\Did Kawafuji-san tell you anything about me? response:	Like how you won a grand prize and let it go to your head?
context: Bright Camping Village\He has a terrible hangover and can't stand up.\Well, that's the thing about that guy.\In whatever he does, he has bad timing.\Drinking tea in this heat?\Black soy tea really is the best.\Did Kawafuji-san tell you anything about me?\Like how you won a grand prize and let it go to your head? response:	What a mean thing to say.
context: He has a terrible hangover and can't stand up.\Well, that's the thing about that guy.\In whatever he does, he has bad timing.\Drinking tea in this heat?\Black soy tea really is the best.\Did Kawafuji-san tell you anything about me?\Like how you won a grand prize and let it go to your head?\What a mean thing to say. response:	I truly admire you, Handa-sensei.
context: Well, that's the thing about that guy.\In whatever he does, he has bad timing.\Drinking tea in this heat?\Black soy tea really is the best.\Did Kawafuji-san tell you anything about me?\Like how you won a grand prize and let it go to your head?\What a mean thing to say.\I truly admire you, Handa-sensei. response:	Here, take a look at my collection.
context: In whatever he does, he has bad timing.\Drinking tea in this heat?\Black soy tea really is the best.\Did Kawafuji-san tell you anything about me?\Like how you won a grand prize and let it go to your head?\What a mean thing to say.\I truly admire you, Handa-sensei.\Here, take a look at my collection. response:	Introduction to Calligraphy
context: Drinking tea in this heat?\Black soy tea really is the best.\Did Kawafuji-san tell you anything about me?\Like how you won a grand prize and let it go to your head?\What a mean thing to say.\I truly admire you, Handa-sensei.\Here, take a look at my collection.\Introduction to Calligraphy response:	Quiet Movement Calming the Mind
context: Black soy tea really is the best.\Did Kawafuji-san tell you anything about me?\Like how you won a grand prize and let it go to your head?\What a mean thing to say.\I truly admire you, Handa-sensei.\Here, take a look at my collection.\Introduction to Calligraphy\Quiet Movement Calming the Mind response:	Modern Culture
context: Did Kawafuji-san tell you anything about me?\Like how you won a grand prize and let it go to your head?\What a mean thing to say.\I truly admire you, Handa-sensei.\Here, take a look at my collection.\Introduction to Calligraphy\Quiet Movement Calming the Mind\Modern Culture response:	Guide to Calligraphy Heart of Calligraphy
context: Like how you won a grand prize and let it go to your head?\What a mean thing to say.\I truly admire you, Handa-sensei.\Here, take a look at my collection.\Introduction to Calligraphy\Quiet Movement Calming the Mind\Modern Culture\Guide to Calligraphy Heart of Calligraphy response:	I picked up every book I could find that had you in it.
context: What a mean thing to say.\I truly admire you, Handa-sensei.\Here, take a look at my collection.\Introduction to Calligraphy\Quiet Movement Calming the Mind\Modern Culture\Guide to Calligraphy Heart of Calligraphy\I picked up every book I could find that had you in it. response:	Introduction to Calligraphy
context: I truly admire you, Handa-sensei.\Here, take a look at my collection.\Introduction to Calligraphy\Quiet Movement Calming the Mind\Modern Culture\Guide to Calligraphy Heart of Calligraphy\I picked up every book I could find that had you in it.\Introduction to Calligraphy response:	Guide to Calligraphy
context: Here, take a look at my collection.\Introduction to Calligraphy\Quiet Movement Calming the Mind\Modern Culture\Guide to Calligraphy Heart of Calligraphy\I picked up every book I could find that had you in it.\Introduction to Calligraphy\Guide to Calligraphy response:	Quiet Movement Calming the Mind
context: Introduction to Calligraphy\Quiet Movement Calming the Mind\Modern Culture\Guide to Calligraphy Heart of Calligraphy\I picked up every book I could find that had you in it.\Introduction to Calligraphy\Guide to Calligraphy\Quiet Movement Calming the Mind response:	You're a genius calligrapher with a calligraphy expert as your father.
context: Quiet Movement Calming the Mind\Modern Culture\Guide to Calligraphy Heart of Calligraphy\I picked up every book I could find that had you in it.\Introduction to Calligraphy\Guide to Calligraphy\Quiet Movement Calming the Mind\You're a genius calligrapher with a calligraphy expert as your father. response:	Cloud Magazine
context: Modern Culture\Guide to Calligraphy Heart of Calligraphy\I picked up every book I could find that had you in it.\Introduction to Calligraphy\Guide to Calligraphy\Quiet Movement Calming the Mind\You're a genius calligrapher with a calligraphy expert as your father.\Cloud Magazine response:	In every single book, your calligraphy is considered beautiful and faithful to the fundamentals.
context: Guide to Calligraphy Heart of Calligraphy\I picked up every book I could find that had you in it.\Introduction to Calligraphy\Guide to Calligraphy\Quiet Movement Calming the Mind\You're a genius calligrapher with a calligraphy expert as your father.\Cloud Magazine\In every single book, your calligraphy is considered beautiful and faithful to the fundamentals. response:	See your smug face in this pin-up?
context: I picked up every book I could find that had you in it.\Introduction to Calligraphy\Guide to Calligraphy\Quiet Movement Calming the Mind\You're a genius calligrapher with a calligraphy expert as your father.\Cloud Magazine\In every single book, your calligraphy is considered beautiful and faithful to the fundamentals.\See your smug face in this pin-up? response:	Calligrapher Handa Seishuu
context: Introduction to Calligraphy\Guide to Calligraphy\Quiet Movement Calming the Mind\You're a genius calligrapher with a calligraphy expert as your father.\Cloud Magazine\In every single book, your calligraphy is considered beautiful and faithful to the fundamentals.\See your smug face in this pin-up?\Calligrapher Handa Seishuu response:	You couldn't make an expression like that without self-confidence!
context: Guide to Calligraphy\Quiet Movement Calming the Mind\You're a genius calligrapher with a calligraphy expert as your father.\Cloud Magazine\In every single book, your calligraphy is considered beautiful and faithful to the fundamentals.\See your smug face in this pin-up?\Calligrapher Handa Seishuu\You couldn't make an expression like that without self-confidence! response:	And here's one of you in a suit.
context: Quiet Movement Calming the Mind\You're a genius calligrapher with a calligraphy expert as your father.\Cloud Magazine\In every single book, your calligraphy is considered beautiful and faithful to the fundamentals.\See your smug face in this pin-up?\Calligrapher Handa Seishuu\You couldn't make an expression like that without self-confidence!\And here's one of you in a suit. response:	Were you going for the impression of black ink?
context: You're a genius calligrapher with a calligraphy expert as your father.\Cloud Magazine\In every single book, your calligraphy is considered beautiful and faithful to the fundamentals.\See your smug face in this pin-up?\Calligrapher Handa Seishuu\You couldn't make an expression like that without self-confidence!\And here's one of you in a suit.\Were you going for the impression of black ink? response:	Handa Seishuu
context: Cloud Magazine\In every single book, your calligraphy is considered beautiful and faithful to the fundamentals.\See your smug face in this pin-up?\Calligrapher Handa Seishuu\You couldn't make an expression like that without self-confidence!\And here's one of you in a suit.\Were you going for the impression of black ink?\Handa Seishuu response:	What is this?
context: In every single book, your calligraphy is considered beautiful and faithful to the fundamentals.\See your smug face in this pin-up?\Calligrapher Handa Seishuu\You couldn't make an expression like that without self-confidence!\And here's one of you in a suit.\Were you going for the impression of black ink?\Handa Seishuu\What is this? response:	It's extremely embarrassing...
context: See your smug face in this pin-up?\Calligrapher Handa Seishuu\You couldn't make an expression like that without self-confidence!\And here's one of you in a suit.\Were you going for the impression of black ink?\Handa Seishuu\What is this?\It's extremely embarrassing... response:	Do you see now?!
context: Calligrapher Handa Seishuu\You couldn't make an expression like that without self-confidence!\And here's one of you in a suit.\Were you going for the impression of black ink?\Handa Seishuu\What is this?\It's extremely embarrassing...\Do you see now?! response:	You are who I aspire to be.
context: You couldn't make an expression like that without self-confidence!\And here's one of you in a suit.\Were you going for the impression of black ink?\Handa Seishuu\What is this?\It's extremely embarrassing...\Do you see now?!\You are who I aspire to be. response:	I especially treasure the comments that you made.
context: And here's one of you in a suit.\Were you going for the impression of black ink?\Handa Seishuu\What is this?\It's extremely embarrassing...\Do you see now?!\You are who I aspire to be.\I especially treasure the comments that you made. response:	Cloud Spring Sky
context: Were you going for the impression of black ink?\Handa Seishuu\What is this?\It's extremely embarrassing...\Do you see now?!\You are who I aspire to be.\I especially treasure the comments that you made.\Cloud Spring Sky response:	As I inhale deeply of the refined air, I address my paper and brush,
context: Handa Seishuu\What is this?\It's extremely embarrassing...\Do you see now?!\You are who I aspire to be.\I especially treasure the comments that you made.\Cloud Spring Sky\As I inhale deeply of the refined air, I address my paper and brush, response:	and they respond to me, affirmingly.
context: What is this?\It's extremely embarrassing...\Do you see now?!\You are who I aspire to be.\I especially treasure the comments that you made.\Cloud Spring Sky\As I inhale deeply of the refined air, I address my paper and brush,\and they respond to me, affirmingly. response:	Stop!
context: It's extremely embarrassing...\Do you see now?!\You are who I aspire to be.\I especially treasure the comments that you made.\Cloud Spring Sky\As I inhale deeply of the refined air, I address my paper and brush,\and they respond to me, affirmingly.\Stop! response:	Don't read that out loud!
context: Do you see now?!\You are who I aspire to be.\I especially treasure the comments that you made.\Cloud Spring Sky\As I inhale deeply of the refined air, I address my paper and brush,\and they respond to me, affirmingly.\Stop!\Don't read that out loud! response:	To me, calligraphy is
context: You are who I aspire to be.\I especially treasure the comments that you made.\Cloud Spring Sky\As I inhale deeply of the refined air, I address my paper and brush,\and they respond to me, affirmingly.\Stop!\Don't read that out loud!\To me, calligraphy is response:	the act of luring myself into catharsis...
context: I especially treasure the comments that you made.\Cloud Spring Sky\As I inhale deeply of the refined air, I address my paper and brush,\and they respond to me, affirmingly.\Stop!\Don't read that out loud!\To me, calligraphy is\the act of luring myself into catharsis... response:	What's karta-sushi?
context: Cloud Spring Sky\As I inhale deeply of the refined air, I address my paper and brush,\and they respond to me, affirmingly.\Stop!\Don't read that out loud!\To me, calligraphy is\the act of luring myself into catharsis...\What's karta-sushi? response:	Karta
context: As I inhale deeply of the refined air, I address my paper and brush,\and they respond to me, affirmingly.\Stop!\Don't read that out loud!\To me, calligraphy is\the act of luring myself into catharsis...\What's karta-sushi?\Karta response:	Karta Sushi
context: and they respond to me, affirmingly.\Stop!\Don't read that out loud!\To me, calligraphy is\the act of luring myself into catharsis...\What's karta-sushi?\Karta\Karta Sushi response:	Shut up.
context: Stop!\Don't read that out loud!\To me, calligraphy is\the act of luring myself into catharsis...\What's karta-sushi?\Karta\Karta Sushi\Shut up. response:	Don't console me wordlessly!
context: Don't read that out loud!\To me, calligraphy is\the act of luring myself into catharsis...\What's karta-sushi?\Karta\Karta Sushi\Shut up.\Don't console me wordlessly! response:	This one's even lovelier.
context: To me, calligraphy is\the act of luring myself into catharsis...\What's karta-sushi?\Karta\Karta Sushi\Shut up.\Don't console me wordlessly!\This one's even lovelier. response:	Stop The Humiliation!
context: the act of luring myself into catharsis...\What's karta-sushi?\Karta\Karta Sushi\Shut up.\Don't console me wordlessly!\This one's even lovelier.\Stop The Humiliation! response:	Here's what I'll do!
context: What's karta-sushi?\Karta\Karta Sushi\Shut up.\Don't console me wordlessly!\This one's even lovelier.\Stop The Humiliation!\Here's what I'll do! response:	That's mean!
context: Karta\Karta Sushi\Shut up.\Don't console me wordlessly!\This one's even lovelier.\Stop The Humiliation!\Here's what I'll do!\That's mean! response:	Who's being mean?!
context: Karta Sushi\Shut up.\Don't console me wordlessly!\This one's even lovelier.\Stop The Humiliation!\Here's what I'll do!\That's mean!\Who's being mean?! response:	You came to laugh at me, didn't you?!
context: Shut up.\Don't console me wordlessly!\This one's even lovelier.\Stop The Humiliation!\Here's what I'll do!\That's mean!\Who's being mean?!\You came to laugh at me, didn't you?! response:	N-No, I did not!
context: Don't console me wordlessly!\This one's even lovelier.\Stop The Humiliation!\Here's what I'll do!\That's mean!\Who's being mean?!\You came to laugh at me, didn't you?!\N-No, I did not! response:	I wanted to hear your famous lines live.
context: This one's even lovelier.\Stop The Humiliation!\Here's what I'll do!\That's mean!\Who's being mean?!\You came to laugh at me, didn't you?!\N-No, I did not!\I wanted to hear your famous lines live. response:	I even brought a voice recorder!
context: Stop The Humiliation!\Here's what I'll do!\That's mean!\Who's being mean?!\You came to laugh at me, didn't you?!\N-No, I did not!\I wanted to hear your famous lines live.\I even brought a voice recorder! response:	Are you a maniac?!
context: Here's what I'll do!\That's mean!\Who's being mean?!\You came to laugh at me, didn't you?!\N-No, I did not!\I wanted to hear your famous lines live.\I even brought a voice recorder!\Are you a maniac?! response:	And after seeing your entry at the Kasho Exhibition, I knew I had to meet you.
context: That's mean!\Who's being mean?!\You came to laugh at me, didn't you?!\N-No, I did not!\I wanted to hear your famous lines live.\I even brought a voice recorder!\Are you a maniac?!\And after seeing your entry at the Kasho Exhibition, I knew I had to meet you. response:	What are you doing out here in the country?
context: Who's being mean?!\You came to laugh at me, didn't you?!\N-No, I did not!\I wanted to hear your famous lines live.\I even brought a voice recorder!\Are you a maniac?!\And after seeing your entry at the Kasho Exhibition, I knew I had to meet you.\What are you doing out here in the country? response:	Isn't the calligraphy you submitted to the exhibition
context: You came to laugh at me, didn't you?!\N-No, I did not!\I wanted to hear your famous lines live.\I even brought a voice recorder!\Are you a maniac?!\And after seeing your entry at the Kasho Exhibition, I knew I had to meet you.\What are you doing out here in the country?\Isn't the calligraphy you submitted to the exhibition response:	one that you wrote after coming to the island?
context: N-No, I did not!\I wanted to hear your famous lines live.\I even brought a voice recorder!\Are you a maniac?!\And after seeing your entry at the Kasho Exhibition, I knew I had to meet you.\What are you doing out here in the country?\Isn't the calligraphy you submitted to the exhibition\one that you wrote after coming to the island? response:	Sensei...
context: I wanted to hear your famous lines live.\I even brought a voice recorder!\Are you a maniac?!\And after seeing your entry at the Kasho Exhibition, I knew I had to meet you.\What are you doing out here in the country?\Isn't the calligraphy you submitted to the exhibition\one that you wrote after coming to the island?\Sensei... response:	Come back to Tokyo with us.
context: I even brought a voice recorder!\Are you a maniac?!\And after seeing your entry at the Kasho Exhibition, I knew I had to meet you.\What are you doing out here in the country?\Isn't the calligraphy you submitted to the exhibition\one that you wrote after coming to the island?\Sensei...\Come back to Tokyo with us. response:	Man, my head hurts.
context: Are you a maniac?!\And after seeing your entry at the Kasho Exhibition, I knew I had to meet you.\What are you doing out here in the country?\Isn't the calligraphy you submitted to the exhibition\one that you wrote after coming to the island?\Sensei...\Come back to Tokyo with us.\Man, my head hurts. response:	Hey, what're you guys up to?
context: And after seeing your entry at the Kasho Exhibition, I knew I had to meet you.\What are you doing out here in the country?\Isn't the calligraphy you submitted to the exhibition\one that you wrote after coming to the island?\Sensei...\Come back to Tokyo with us.\Man, my head hurts.\Hey, what're you guys up to? response:	Sorry'bout yesterday.
context: What are you doing out here in the country?\Isn't the calligraphy you submitted to the exhibition\one that you wrote after coming to the island?\Sensei...\Come back to Tokyo with us.\Man, my head hurts.\Hey, what're you guys up to?\Sorry'bout yesterday. response:	We came to see Kanzaki-kun...
context: Isn't the calligraphy you submitted to the exhibition\one that you wrote after coming to the island?\Sensei...\Come back to Tokyo with us.\Man, my head hurts.\Hey, what're you guys up to?\Sorry'bout yesterday.\We came to see Kanzaki-kun... response:	He'round?
context: one that you wrote after coming to the island?\Sensei...\Come back to Tokyo with us.\Man, my head hurts.\Hey, what're you guys up to?\Sorry'bout yesterday.\We came to see Kanzaki-kun...\He'round? response:	Oh, he went to Handa's place.
context: Sensei...\Come back to Tokyo with us.\Man, my head hurts.\Hey, what're you guys up to?\Sorry'bout yesterday.\We came to see Kanzaki-kun...\He'round?\Oh, he went to Handa's place. response:	What, already?!
context: Come back to Tokyo with us.\Man, my head hurts.\Hey, what're you guys up to?\Sorry'bout yesterday.\We came to see Kanzaki-kun...\He'round?\Oh, he went to Handa's place.\What, already?! response:	What about it?
context: Man, my head hurts.\Hey, what're you guys up to?\Sorry'bout yesterday.\We came to see Kanzaki-kun...\He'round?\Oh, he went to Handa's place.\What, already?!\What about it? response:	Did you come to warn him not to say anything unnecessary to Handa?
context: Hey, what're you guys up to?\Sorry'bout yesterday.\We came to see Kanzaki-kun...\He'round?\Oh, he went to Handa's place.\What, already?!\What about it?\Did you come to warn him not to say anything unnecessary to Handa? response:	Well, yeah, we did.
context: Sorry'bout yesterday.\We came to see Kanzaki-kun...\He'round?\Oh, he went to Handa's place.\What, already?!\What about it?\Did you come to warn him not to say anything unnecessary to Handa?\Well, yeah, we did. response:	You're going to a lot of trouble.
context: We came to see Kanzaki-kun...\He'round?\Oh, he went to Handa's place.\What, already?!\What about it?\Did you come to warn him not to say anything unnecessary to Handa?\Well, yeah, we did.\You're going to a lot of trouble. response:	It's no fun looking after an adult, is it?
context: He'round?\Oh, he went to Handa's place.\What, already?!\What about it?\Did you come to warn him not to say anything unnecessary to Handa?\Well, yeah, we did.\You're going to a lot of trouble.\It's no fun looking after an adult, is it? response:	We ain't particularly lookin' after him!
context: Oh, he went to Handa's place.\What, already?!\What about it?\Did you come to warn him not to say anything unnecessary to Handa?\Well, yeah, we did.\You're going to a lot of trouble.\It's no fun looking after an adult, is it?\We ain't particularly lookin' after him! response:	Say no more.
context: What, already?!\What about it?\Did you come to warn him not to say anything unnecessary to Handa?\Well, yeah, we did.\You're going to a lot of trouble.\It's no fun looking after an adult, is it?\We ain't particularly lookin' after him!\Say no more. response:	I know that feeling well.
context: What about it?\Did you come to warn him not to say anything unnecessary to Handa?\Well, yeah, we did.\You're going to a lot of trouble.\It's no fun looking after an adult, is it?\We ain't particularly lookin' after him!\Say no more.\I know that feeling well. response:	Despite appearances, the guy's a real handful.
context: Did you come to warn him not to say anything unnecessary to Handa?\Well, yeah, we did.\You're going to a lot of trouble.\It's no fun looking after an adult, is it?\We ain't particularly lookin' after him!\Say no more.\I know that feeling well.\Despite appearances, the guy's a real handful. response:	He's no good without somebody supporting him from the shadows.
context: Well, yeah, we did.\You're going to a lot of trouble.\It's no fun looking after an adult, is it?\We ain't particularly lookin' after him!\Say no more.\I know that feeling well.\Despite appearances, the guy's a real handful.\He's no good without somebody supporting him from the shadows. response:	Handa and I have been friends since middle school.
context: You're going to a lot of trouble.\It's no fun looking after an adult, is it?\We ain't particularly lookin' after him!\Say no more.\I know that feeling well.\Despite appearances, the guy's a real handful.\He's no good without somebody supporting him from the shadows.\Handa and I have been friends since middle school. response:	He's always been bad at social interactions.
context: It's no fun looking after an adult, is it?\We ain't particularly lookin' after him!\Say no more.\I know that feeling well.\Despite appearances, the guy's a real handful.\He's no good without somebody supporting him from the shadows.\Handa and I have been friends since middle school.\He's always been bad at social interactions. response:	Are you some kind of idiot?
context: We ain't particularly lookin' after him!\Say no more.\I know that feeling well.\Despite appearances, the guy's a real handful.\He's no good without somebody supporting him from the shadows.\Handa and I have been friends since middle school.\He's always been bad at social interactions.\Are you some kind of idiot? response:	Anytime he opened his mouth, he'd say something high-handed.
context: Say no more.\I know that feeling well.\Despite appearances, the guy's a real handful.\He's no good without somebody supporting him from the shadows.\Handa and I have been friends since middle school.\He's always been bad at social interactions.\Are you some kind of idiot?\Anytime he opened his mouth, he'd say something high-handed. response:	I'm just so...
context: I know that feeling well.\Despite appearances, the guy's a real handful.\He's no good without somebody supporting him from the shadows.\Handa and I have been friends since middle school.\He's always been bad at social interactions.\Are you some kind of idiot?\Anytime he opened his mouth, he'd say something high-handed.\I'm just so... response:	He'd get depressed easily, and wall himself off.
