context: I can't take any more... I'm at my limit... response:	Let me off...
context: We've stopped!\What are we gonna do, Boss?!\Did you really think I hadn't planned for this?!\With our muscles, there isn't anything we can't... do...\So then...\We're gonna rely on my leg muscles!\Boss!\Ow!! response:	Are you all right?!
context: What are we gonna do, Boss?!\Did you really think I hadn't planned for this?!\With our muscles, there isn't anything we can't... do...\So then...\We're gonna rely on my leg muscles!\Boss!\Ow!!\Are you all right?! response:	Do I look all right?!
context: Did you really think I hadn't planned for this?!\With our muscles, there isn't anything we can't... do...\So then...\We're gonna rely on my leg muscles!\Boss!\Ow!!\Are you all right?!\Do I look all right?! response:	In that case...
context: With our muscles, there isn't anything we can't... do...\So then...\We're gonna rely on my leg muscles!\Boss!\Ow!!\Are you all right?!\Do I look all right?!\In that case... response:	Miss...
context: So then...\We're gonna rely on my leg muscles!\Boss!\Ow!!\Are you all right?!\Do I look all right?!\In that case...\Miss... response:	Healing Magic is my specialty.
context: We're gonna rely on my leg muscles!\Boss!\Ow!!\Are you all right?!\Do I look all right?!\In that case...\Miss...\Healing Magic is my specialty. response:	I just hope it relieves at least a little of your pain...
context: Boss!\Ow!!\Are you all right?!\Do I look all right?!\In that case...\Miss...\Healing Magic is my specialty.\I just hope it relieves at least a little of your pain... response:	Boss, how do you feel?
context: Ow!!\Are you all right?!\Do I look all right?!\In that case...\Miss...\Healing Magic is my specialty.\I just hope it relieves at least a little of your pain...\Boss, how do you feel? response:	Oh... All of a sudden, the pain disappearing!
context: Are you all right?!\Do I look all right?!\In that case...\Miss...\Healing Magic is my specialty.\I just hope it relieves at least a little of your pain...\Boss, how do you feel?\Oh... All of a sudden, the pain disappearing! response:	This girl is no ordinary girl, huh?
context: Do I look all right?!\In that case...\Miss...\Healing Magic is my specialty.\I just hope it relieves at least a little of your pain...\Boss, how do you feel?\Oh... All of a sudden, the pain disappearing!\This girl is no ordinary girl, huh? response:	Thanks, little lady. That's much better.
context: In that case...\Miss...\Healing Magic is my specialty.\I just hope it relieves at least a little of your pain...\Boss, how do you feel?\Oh... All of a sudden, the pain disappearing!\This girl is no ordinary girl, huh?\Thanks, little lady. That's much better. response:	Thank goodness...
context: Miss...\Healing Magic is my specialty.\I just hope it relieves at least a little of your pain...\Boss, how do you feel?\Oh... All of a sudden, the pain disappearing!\This girl is no ordinary girl, huh?\Thanks, little lady. That's much better.\Thank goodness... response:	But y'know, if you've got that kinda power, you oughta use it on him, too.
context: Healing Magic is my specialty.\I just hope it relieves at least a little of your pain...\Boss, how do you feel?\Oh... All of a sudden, the pain disappearing!\This girl is no ordinary girl, huh?\Thanks, little lady. That's much better.\Thank goodness...\But y'know, if you've got that kinda power, you oughta use it on him, too. response:	I would if I could.
context: I just hope it relieves at least a little of your pain...\Boss, how do you feel?\Oh... All of a sudden, the pain disappearing!\This girl is no ordinary girl, huh?\Thanks, little lady. That's much better.\Thank goodness...\But y'know, if you've got that kinda power, you oughta use it on him, too.\I would if I could. response:	I do have a spell for motion sickness,
context: Boss, how do you feel?\Oh... All of a sudden, the pain disappearing!\This girl is no ordinary girl, huh?\Thanks, little lady. That's much better.\Thank goodness...\But y'know, if you've got that kinda power, you oughta use it on him, too.\I would if I could.\I do have a spell for motion sickness, response:	but I used it so much on him that it's stopped working altogether...
context: Oh... All of a sudden, the pain disappearing!\This girl is no ordinary girl, huh?\Thanks, little lady. That's much better.\Thank goodness...\But y'know, if you've got that kinda power, you oughta use it on him, too.\I would if I could.\I do have a spell for motion sickness,\but I used it so much on him that it's stopped working altogether... response:	I've got to become a higher-level wizard...
context: This girl is no ordinary girl, huh?\Thanks, little lady. That's much better.\Thank goodness...\But y'know, if you've got that kinda power, you oughta use it on him, too.\I would if I could.\I do have a spell for motion sickness,\but I used it so much on him that it's stopped working altogether...\I've got to become a higher-level wizard... response:	You've got it rough, huh, Miss?
context: Thanks, little lady. That's much better.\Thank goodness...\But y'know, if you've got that kinda power, you oughta use it on him, too.\I would if I could.\I do have a spell for motion sickness,\but I used it so much on him that it's stopped working altogether...\I've got to become a higher-level wizard...\You've got it rough, huh, Miss? response:	No, I don't, really.
context: Thank goodness...\But y'know, if you've got that kinda power, you oughta use it on him, too.\I would if I could.\I do have a spell for motion sickness,\but I used it so much on him that it's stopped working altogether...\I've got to become a higher-level wizard...\You've got it rough, huh, Miss?\No, I don't, really. response:	Everyone in Fairy Tail is really nice.
context: But y'know, if you've got that kinda power, you oughta use it on him, too.\I would if I could.\I do have a spell for motion sickness,\but I used it so much on him that it's stopped working altogether...\I've got to become a higher-level wizard...\You've got it rough, huh, Miss?\No, I don't, really.\Everyone in Fairy Tail is really nice. response:	I'm happy that I joined the guild.
context: I would if I could.\I do have a spell for motion sickness,\but I used it so much on him that it's stopped working altogether...\I've got to become a higher-level wizard...\You've got it rough, huh, Miss?\No, I don't, really.\Everyone in Fairy Tail is really nice.\I'm happy that I joined the guild. response:	She's bravely holding back her tears!
context: I do have a spell for motion sickness,\but I used it so much on him that it's stopped working altogether...\I've got to become a higher-level wizard...\You've got it rough, huh, Miss?\No, I don't, really.\Everyone in Fairy Tail is really nice.\I'm happy that I joined the guild.\She's bravely holding back her tears! response:	You know, I don't really see you as being all that bad.
context: but I used it so much on him that it's stopped working altogether...\I've got to become a higher-level wizard...\You've got it rough, huh, Miss?\No, I don't, really.\Everyone in Fairy Tail is really nice.\I'm happy that I joined the guild.\She's bravely holding back her tears!\You know, I don't really see you as being all that bad. response:	Hold it right there! You helped me and all,
context: I've got to become a higher-level wizard...\You've got it rough, huh, Miss?\No, I don't, really.\Everyone in Fairy Tail is really nice.\I'm happy that I joined the guild.\She's bravely holding back her tears!\You know, I don't really see you as being all that bad.\Hold it right there! You helped me and all, response:	but there's no worse insult than saying those words to the truly evil!
context: You've got it rough, huh, Miss?\No, I don't, really.\Everyone in Fairy Tail is really nice.\I'm happy that I joined the guild.\She's bravely holding back her tears!\You know, I don't really see you as being all that bad.\Hold it right there! You helped me and all,\but there's no worse insult than saying those words to the truly evil! response:	Listen, when you're truly evil...
context: No, I don't, really.\Everyone in Fairy Tail is really nice.\I'm happy that I joined the guild.\She's bravely holding back her tears!\You know, I don't really see you as being all that bad.\Hold it right there! You helped me and all,\but there's no worse insult than saying those words to the truly evil!\Listen, when you're truly evil... response:	Isn't it more important for you to figure out how to carry the cargo away?
context: Everyone in Fairy Tail is really nice.\I'm happy that I joined the guild.\She's bravely holding back her tears!\You know, I don't really see you as being all that bad.\Hold it right there! You helped me and all,\but there's no worse insult than saying those words to the truly evil!\Listen, when you're truly evil...\Isn't it more important for you to figure out how to carry the cargo away? response:	The girl has a good point.
context: I'm happy that I joined the guild.\She's bravely holding back her tears!\You know, I don't really see you as being all that bad.\Hold it right there! You helped me and all,\but there's no worse insult than saying those words to the truly evil!\Listen, when you're truly evil...\Isn't it more important for you to figure out how to carry the cargo away?\The girl has a good point. response:	How are we gonna carry the gold?
context: She's bravely holding back her tears!\You know, I don't really see you as being all that bad.\Hold it right there! You helped me and all,\but there's no worse insult than saying those words to the truly evil!\Listen, when you're truly evil...\Isn't it more important for you to figure out how to carry the cargo away?\The girl has a good point.\How are we gonna carry the gold? response:	Lackeys, assemble!
context: You know, I don't really see you as being all that bad.\Hold it right there! You helped me and all,\but there's no worse insult than saying those words to the truly evil!\Listen, when you're truly evil...\Isn't it more important for you to figure out how to carry the cargo away?\The girl has a good point.\How are we gonna carry the gold?\Lackeys, assemble! response:	Yes, sir!
context: Hold it right there! You helped me and all,\but there's no worse insult than saying those words to the truly evil!\Listen, when you're truly evil...\Isn't it more important for you to figure out how to carry the cargo away?\The girl has a good point.\How are we gonna carry the gold?\Lackeys, assemble!\Yes, sir! response:	Recently, my butt's starting to sag...
context: but there's no worse insult than saying those words to the truly evil!\Listen, when you're truly evil...\Isn't it more important for you to figure out how to carry the cargo away?\The girl has a good point.\How are we gonna carry the gold?\Lackeys, assemble!\Yes, sir!\Recently, my butt's starting to sag... response:	I have to be sharp here...
context: Listen, when you're truly evil...\Isn't it more important for you to figure out how to carry the cargo away?\The girl has a good point.\How are we gonna carry the gold?\Lackeys, assemble!\Yes, sir!\Recently, my butt's starting to sag...\I have to be sharp here... response:	What would Natsu-san and Lucy-san do at a time like this?
context: Isn't it more important for you to figure out how to carry the cargo away?\The girl has a good point.\How are we gonna carry the gold?\Lackeys, assemble!\Yes, sir!\Recently, my butt's starting to sag...\I have to be sharp here...\What would Natsu-san and Lucy-san do at a time like this? response:	That's it!
context: The girl has a good point.\How are we gonna carry the gold?\Lackeys, assemble!\Yes, sir!\Recently, my butt's starting to sag...\I have to be sharp here...\What would Natsu-san and Lucy-san do at a time like this?\That's it! response:	Excuse me, everyone!
context: How are we gonna carry the gold?\Lackeys, assemble!\Yes, sir!\Recently, my butt's starting to sag...\I have to be sharp here...\What would Natsu-san and Lucy-san do at a time like this?\That's it!\Excuse me, everyone! response:	What?!
context: Lackeys, assemble!\Yes, sir!\Recently, my butt's starting to sag...\I have to be sharp here...\What would Natsu-san and Lucy-san do at a time like this?\That's it!\Excuse me, everyone!\What?! response:	You scared me!
context: Yes, sir!\Recently, my butt's starting to sag...\I have to be sharp here...\What would Natsu-san and Lucy-san do at a time like this?\That's it!\Excuse me, everyone!\What?!\You scared me! response:	If you really want gold that badly,
context: Recently, my butt's starting to sag...\I have to be sharp here...\What would Natsu-san and Lucy-san do at a time like this?\That's it!\Excuse me, everyone!\What?!\You scared me!\If you really want gold that badly, response:	I'll negotiate on your behalf with our client
context: I have to be sharp here...\What would Natsu-san and Lucy-san do at a time like this?\That's it!\Excuse me, everyone!\What?!\You scared me!\If you really want gold that badly,\I'll negotiate on your behalf with our client response:	to try to get him to share a little bit with you.
context: What would Natsu-san and Lucy-san do at a time like this?\That's it!\Excuse me, everyone!\What?!\You scared me!\If you really want gold that badly,\I'll negotiate on your behalf with our client\to try to get him to share a little bit with you. response:	You would do that?!
context: That's it!\Excuse me, everyone!\What?!\You scared me!\If you really want gold that badly,\I'll negotiate on your behalf with our client\to try to get him to share a little bit with you.\You would do that?! response:	In exchange, I want you to make a promise.
context: Excuse me, everyone!\What?!\You scared me!\If you really want gold that badly,\I'll negotiate on your behalf with our client\to try to get him to share a little bit with you.\You would do that?!\In exchange, I want you to make a promise. response:	That you'll never do something bad like this again...
context: What?!\You scared me!\If you really want gold that badly,\I'll negotiate on your behalf with our client\to try to get him to share a little bit with you.\You would do that?!\In exchange, I want you to make a promise.\That you'll never do something bad like this again... response:	That's kind of a tall order...
context: You scared me!\If you really want gold that badly,\I'll negotiate on your behalf with our client\to try to get him to share a little bit with you.\You would do that?!\In exchange, I want you to make a promise.\That you'll never do something bad like this again...\That's kind of a tall order... response:	Fine, then give up on the gold.
context: If you really want gold that badly,\I'll negotiate on your behalf with our client\to try to get him to share a little bit with you.\You would do that?!\In exchange, I want you to make a promise.\That you'll never do something bad like this again...\That's kind of a tall order...\Fine, then give up on the gold. response:	Don't be like that!
context: I'll negotiate on your behalf with our client\to try to get him to share a little bit with you.\You would do that?!\In exchange, I want you to make a promise.\That you'll never do something bad like this again...\That's kind of a tall order...\Fine, then give up on the gold.\Don't be like that! response:	If you make me that promise, I'll get this freight car moving.
context: to try to get him to share a little bit with you.\You would do that?!\In exchange, I want you to make a promise.\That you'll never do something bad like this again...\That's kind of a tall order...\Fine, then give up on the gold.\Don't be like that!\If you make me that promise, I'll get this freight car moving. response:	You're able to do that?!
context: You would do that?!\In exchange, I want you to make a promise.\That you'll never do something bad like this again...\That's kind of a tall order...\Fine, then give up on the gold.\Don't be like that!\If you make me that promise, I'll get this freight car moving.\You're able to do that?! response:	Yes! Seeing your gas propulsion method gave me an idea.
context: In exchange, I want you to make a promise.\That you'll never do something bad like this again...\That's kind of a tall order...\Fine, then give up on the gold.\Don't be like that!\If you make me that promise, I'll get this freight car moving.\You're able to do that?!\Yes! Seeing your gas propulsion method gave me an idea. response:	You're gonna do Gas-Butt Ecstasy?!
context: That you'll never do something bad like this again...\That's kind of a tall order...\Fine, then give up on the gold.\Don't be like that!\If you make me that promise, I'll get this freight car moving.\You're able to do that?!\Yes! Seeing your gas propulsion method gave me an idea.\You're gonna do Gas-Butt Ecstasy?! response:	No!
context: That's kind of a tall order...\Fine, then give up on the gold.\Don't be like that!\If you make me that promise, I'll get this freight car moving.\You're able to do that?!\Yes! Seeing your gas propulsion method gave me an idea.\You're gonna do Gas-Butt Ecstasy?!\No! response:	Alright, we'll go along with your idea, young lady.
context: Fine, then give up on the gold.\Don't be like that!\If you make me that promise, I'll get this freight car moving.\You're able to do that?!\Yes! Seeing your gas propulsion method gave me an idea.\You're gonna do Gas-Butt Ecstasy?!\No!\Alright, we'll go along with your idea, young lady. response:	Lackeys, assemble!
context: Don't be like that!\If you make me that promise, I'll get this freight car moving.\You're able to do that?!\Yes! Seeing your gas propulsion method gave me an idea.\You're gonna do Gas-Butt Ecstasy?!\No!\Alright, we'll go along with your idea, young lady.\Lackeys, assemble! response:	Listen, we'll just pretend to cooperate with her.
context: If you make me that promise, I'll get this freight car moving.\You're able to do that?!\Yes! Seeing your gas propulsion method gave me an idea.\You're gonna do Gas-Butt Ecstasy?!\No!\Alright, we'll go along with your idea, young lady.\Lackeys, assemble!\Listen, we'll just pretend to cooperate with her. response:	The truly evil can't be satisfied with just a smidgen of gold!
context: You're able to do that?!\Yes! Seeing your gas propulsion method gave me an idea.\You're gonna do Gas-Butt Ecstasy?!\No!\Alright, we'll go along with your idea, young lady.\Lackeys, assemble!\Listen, we'll just pretend to cooperate with her.\The truly evil can't be satisfied with just a smidgen of gold! response:	We'll put her at ease and then, as soon as we have our chance,
context: Yes! Seeing your gas propulsion method gave me an idea.\You're gonna do Gas-Butt Ecstasy?!\No!\Alright, we'll go along with your idea, young lady.\Lackeys, assemble!\Listen, we'll just pretend to cooperate with her.\The truly evil can't be satisfied with just a smidgen of gold!\We'll put her at ease and then, as soon as we have our chance, response:	we'll take it all!
context: You're gonna do Gas-Butt Ecstasy?!\No!\Alright, we'll go along with your idea, young lady.\Lackeys, assemble!\Listen, we'll just pretend to cooperate with her.\The truly evil can't be satisfied with just a smidgen of gold!\We'll put her at ease and then, as soon as we have our chance,\we'll take it all! response:	You're a genius, Boss!
context: No!\Alright, we'll go along with your idea, young lady.\Lackeys, assemble!\Listen, we'll just pretend to cooperate with her.\The truly evil can't be satisfied with just a smidgen of gold!\We'll put her at ease and then, as soon as we have our chance,\we'll take it all!\You're a genius, Boss! response:	The truly evil don't think like the common herd, huh?
context: Alright, we'll go along with your idea, young lady.\Lackeys, assemble!\Listen, we'll just pretend to cooperate with her.\The truly evil can't be satisfied with just a smidgen of gold!\We'll put her at ease and then, as soon as we have our chance,\we'll take it all!\You're a genius, Boss!\The truly evil don't think like the common herd, huh? response:	Okay, young lady, would you get this train going?
context: Lackeys, assemble!\Listen, we'll just pretend to cooperate with her.\The truly evil can't be satisfied with just a smidgen of gold!\We'll put her at ease and then, as soon as we have our chance,\we'll take it all!\You're a genius, Boss!\The truly evil don't think like the common herd, huh?\Okay, young lady, would you get this train going? response:	How's she gonna do it without using Gas-Butt?
context: Listen, we'll just pretend to cooperate with her.\The truly evil can't be satisfied with just a smidgen of gold!\We'll put her at ease and then, as soon as we have our chance,\we'll take it all!\You're a genius, Boss!\The truly evil don't think like the common herd, huh?\Okay, young lady, would you get this train going?\How's she gonna do it without using Gas-Butt? response:	You got me... But little as she is, she's a wizard with a guild mark.
context: The truly evil can't be satisfied with just a smidgen of gold!\We'll put her at ease and then, as soon as we have our chance,\we'll take it all!\You're a genius, Boss!\The truly evil don't think like the common herd, huh?\Okay, young lady, would you get this train going?\How's she gonna do it without using Gas-Butt?\You got me... But little as she is, she's a wizard with a guild mark. response:	She can probably let loose with powerful magic...
context: We'll put her at ease and then, as soon as we have our chance,\we'll take it all!\You're a genius, Boss!\The truly evil don't think like the common herd, huh?\Okay, young lady, would you get this train going?\How's she gonna do it without using Gas-Butt?\You got me... But little as she is, she's a wizard with a guild mark.\She can probably let loose with powerful magic... response:	Show us what you've got.
context: we'll take it all!\You're a genius, Boss!\The truly evil don't think like the common herd, huh?\Okay, young lady, would you get this train going?\How's she gonna do it without using Gas-Butt?\You got me... But little as she is, she's a wizard with a guild mark.\She can probably let loose with powerful magic...\Show us what you've got. response:	Okay, here I go!
context: You're a genius, Boss!\The truly evil don't think like the common herd, huh?\Okay, young lady, would you get this train going?\How's she gonna do it without using Gas-Butt?\You got me... But little as she is, she's a wizard with a guild mark.\She can probably let loose with powerful magic...\Show us what you've got.\Okay, here I go! response:	Roar of the Sky Dragon!
context: The truly evil don't think like the common herd, huh?\Okay, young lady, would you get this train going?\How's she gonna do it without using Gas-Butt?\You got me... But little as she is, she's a wizard with a guild mark.\She can probably let loose with powerful magic...\Show us what you've got.\Okay, here I go!\Roar of the Sky Dragon! response:	Incredible!
context: Okay, young lady, would you get this train going?\How's she gonna do it without using Gas-Butt?\You got me... But little as she is, she's a wizard with a guild mark.\She can probably let loose with powerful magic...\Show us what you've got.\Okay, here I go!\Roar of the Sky Dragon!\Incredible! response:	What is this?!
context: How's she gonna do it without using Gas-Butt?\You got me... But little as she is, she's a wizard with a guild mark.\She can probably let loose with powerful magic...\Show us what you've got.\Okay, here I go!\Roar of the Sky Dragon!\Incredible!\What is this?! response:	That magic...
context: You got me... But little as she is, she's a wizard with a guild mark.\She can probably let loose with powerful magic...\Show us what you've got.\Okay, here I go!\Roar of the Sky Dragon!\Incredible!\What is this?!\That magic... response:	It's Wendy's!
context: She can probably let loose with powerful magic...\Show us what you've got.\Okay, here I go!\Roar of the Sky Dragon!\Incredible!\What is this?!\That magic...\It's Wendy's! response:	Happy, hurry!
context: Show us what you've got.\Okay, here I go!\Roar of the Sky Dragon!\Incredible!\What is this?!\That magic...\It's Wendy's!\Happy, hurry! response:	Aye, sir!
context: Okay, here I go!\Roar of the Sky Dragon!\Incredible!\What is this?!\That magic...\It's Wendy's!\Happy, hurry!\Aye, sir! response:	How's this? I think we'll be able to make up for lost time in one shot.
context: Roar of the Sky Dragon!\Incredible!\What is this?!\That magic...\It's Wendy's!\Happy, hurry!\Aye, sir!\How's this? I think we'll be able to make up for lost time in one shot. response:	Miss, do you happen to be... one of them Dragon Slayers?
context: Incredible!\What is this?!\That magic...\It's Wendy's!\Happy, hurry!\Aye, sir!\How's this? I think we'll be able to make up for lost time in one shot.\Miss, do you happen to be... one of them Dragon Slayers? response:	Yes, actually...
context: What is this?!\That magic...\It's Wendy's!\Happy, hurry!\Aye, sir!\How's this? I think we'll be able to make up for lost time in one shot.\Miss, do you happen to be... one of them Dragon Slayers?\Yes, actually... response:	Please let us call you Lady Boss!
context: That magic...\It's Wendy's!\Happy, hurry!\Aye, sir!\How's this? I think we'll be able to make up for lost time in one shot.\Miss, do you happen to be... one of them Dragon Slayers?\Yes, actually...\Please let us call you Lady Boss! response:	It's the first time we've ever met someone with this much power!
context: It's Wendy's!\Happy, hurry!\Aye, sir!\How's this? I think we'll be able to make up for lost time in one shot.\Miss, do you happen to be... one of them Dragon Slayers?\Yes, actually...\Please let us call you Lady Boss!\It's the first time we've ever met someone with this much power! response:	Please join the Jiggle Butt Gang... No, let us call you our goddess!
context: Happy, hurry!\Aye, sir!\How's this? I think we'll be able to make up for lost time in one shot.\Miss, do you happen to be... one of them Dragon Slayers?\Yes, actually...\Please let us call you Lady Boss!\It's the first time we've ever met someone with this much power!\Please join the Jiggle Butt Gang... No, let us call you our goddess! response:	And then...
context: Aye, sir!\How's this? I think we'll be able to make up for lost time in one shot.\Miss, do you happen to be... one of them Dragon Slayers?\Yes, actually...\Please let us call you Lady Boss!\It's the first time we've ever met someone with this much power!\Please join the Jiggle Butt Gang... No, let us call you our goddess!\And then... response:	After that, we'll follow you anywhere!
context: How's this? I think we'll be able to make up for lost time in one shot.\Miss, do you happen to be... one of them Dragon Slayers?\Yes, actually...\Please let us call you Lady Boss!\It's the first time we've ever met someone with this much power!\Please join the Jiggle Butt Gang... No, let us call you our goddess!\And then...\After that, we'll follow you anywhere! response:	I'm the one who should say, Ehhh!
context: Miss, do you happen to be... one of them Dragon Slayers?\Yes, actually...\Please let us call you Lady Boss!\It's the first time we've ever met someone with this much power!\Please join the Jiggle Butt Gang... No, let us call you our goddess!\And then...\After that, we'll follow you anywhere!\I'm the one who should say, Ehhh! response:	Lackeys, assemble!
context: Yes, actually...\Please let us call you Lady Boss!\It's the first time we've ever met someone with this much power!\Please join the Jiggle Butt Gang... No, let us call you our goddess!\And then...\After that, we'll follow you anywhere!\I'm the one who should say, Ehhh!\Lackeys, assemble! response:	Are you serious about making her our goddess?!
context: Please let us call you Lady Boss!\It's the first time we've ever met someone with this much power!\Please join the Jiggle Butt Gang... No, let us call you our goddess!\And then...\After that, we'll follow you anywhere!\I'm the one who should say, Ehhh!\Lackeys, assemble!\Are you serious about making her our goddess?! response:	I'm as serious as serious can get... As if!
context: It's the first time we've ever met someone with this much power!\Please join the Jiggle Butt Gang... No, let us call you our goddess!\And then...\After that, we'll follow you anywhere!\I'm the one who should say, Ehhh!\Lackeys, assemble!\Are you serious about making her our goddess?!\I'm as serious as serious can get... As if! response:	Look, with the powerful magic she can wield,
context: Please join the Jiggle Butt Gang... No, let us call you our goddess!\And then...\After that, we'll follow you anywhere!\I'm the one who should say, Ehhh!\Lackeys, assemble!\Are you serious about making her our goddess?!\I'm as serious as serious can get... As if!\Look, with the powerful magic she can wield, response:	the best thing for us to do is get her on our side!
context: And then...\After that, we'll follow you anywhere!\I'm the one who should say, Ehhh!\Lackeys, assemble!\Are you serious about making her our goddess?!\I'm as serious as serious can get... As if!\Look, with the powerful magic she can wield,\the best thing for us to do is get her on our side! response:	We'll use this golden opportunity to gain a strong ally!
context: After that, we'll follow you anywhere!\I'm the one who should say, Ehhh!\Lackeys, assemble!\Are you serious about making her our goddess?!\I'm as serious as serious can get... As if!\Look, with the powerful magic she can wield,\the best thing for us to do is get her on our side!\We'll use this golden opportunity to gain a strong ally! response:	You're a genius, Boss!
context: I'm the one who should say, Ehhh!\Lackeys, assemble!\Are you serious about making her our goddess?!\I'm as serious as serious can get... As if!\Look, with the powerful magic she can wield,\the best thing for us to do is get her on our side!\We'll use this golden opportunity to gain a strong ally!\You're a genius, Boss! response:	What should I do?
context: Lackeys, assemble!\Are you serious about making her our goddess?!\I'm as serious as serious can get... As if!\Look, with the powerful magic she can wield,\the best thing for us to do is get her on our side!\We'll use this golden opportunity to gain a strong ally!\You're a genius, Boss!\What should I do? response:	I guess I have no choice but pretend to be on their side for now...
context: Are you serious about making her our goddess?!\I'm as serious as serious can get... As if!\Look, with the powerful magic she can wield,\the best thing for us to do is get her on our side!\We'll use this golden opportunity to gain a strong ally!\You're a genius, Boss!\What should I do?\I guess I have no choice but pretend to be on their side for now... response:	I have to do my best here!
context: I'm as serious as serious can get... As if!\Look, with the powerful magic she can wield,\the best thing for us to do is get her on our side!\We'll use this golden opportunity to gain a strong ally!\You're a genius, Boss!\What should I do?\I guess I have no choice but pretend to be on their side for now...\I have to do my best here! response:	I'm the only one who can protect the gold!
context: Look, with the powerful magic she can wield,\the best thing for us to do is get her on our side!\We'll use this golden opportunity to gain a strong ally!\You're a genius, Boss!\What should I do?\I guess I have no choice but pretend to be on their side for now...\I have to do my best here!\I'm the only one who can protect the gold! response:	In other words, our plan is gonna be to...
context: the best thing for us to do is get her on our side!\We'll use this golden opportunity to gain a strong ally!\You're a genius, Boss!\What should I do?\I guess I have no choice but pretend to be on their side for now...\I have to do my best here!\I'm the only one who can protect the gold!\In other words, our plan is gonna be to... response:	Excuse me...
context: We'll use this golden opportunity to gain a strong ally!\You're a genius, Boss!\What should I do?\I guess I have no choice but pretend to be on their side for now...\I have to do my best here!\I'm the only one who can protect the gold!\In other words, our plan is gonna be to...\Excuse me... response:	C-Cute...
context: You're a genius, Boss!\What should I do?\I guess I have no choice but pretend to be on their side for now...\I have to do my best here!\I'm the only one who can protect the gold!\In other words, our plan is gonna be to...\Excuse me...\C-Cute... response:	Wonderful! This is my finest moment of being with the Jiggle Butt Gang!
context: What should I do?\I guess I have no choice but pretend to be on their side for now...\I have to do my best here!\I'm the only one who can protect the gold!\In other words, our plan is gonna be to...\Excuse me...\C-Cute...\Wonderful! This is my finest moment of being with the Jiggle Butt Gang! response:	Then you've agreed to become our goddess?!
context: I guess I have no choice but pretend to be on their side for now...\I have to do my best here!\I'm the only one who can protect the gold!\In other words, our plan is gonna be to...\Excuse me...\C-Cute...\Wonderful! This is my finest moment of being with the Jiggle Butt Gang!\Then you've agreed to become our goddess?! response:	Yes...
context: I have to do my best here!\I'm the only one who can protect the gold!\In other words, our plan is gonna be to...\Excuse me...\C-Cute...\Wonderful! This is my finest moment of being with the Jiggle Butt Gang!\Then you've agreed to become our goddess?!\Yes... response:	In that case, we start with this pose!
context: I'm the only one who can protect the gold!\In other words, our plan is gonna be to...\Excuse me...\C-Cute...\Wonderful! This is my finest moment of being with the Jiggle Butt Gang!\Then you've agreed to become our goddess?!\Yes...\In that case, we start with this pose! response:	We're the notorious robbers...
context: In other words, our plan is gonna be to...\Excuse me...\C-Cute...\Wonderful! This is my finest moment of being with the Jiggle Butt Gang!\Then you've agreed to become our goddess?!\Yes...\In that case, we start with this pose!\We're the notorious robbers... response:	The Jiggle Butt Gang!
context: Excuse me...\C-Cute...\Wonderful! This is my finest moment of being with the Jiggle Butt Gang!\Then you've agreed to become our goddess?!\Yes...\In that case, we start with this pose!\We're the notorious robbers...\The Jiggle Butt Gang! response:	The train's stopped!
context: C-Cute...\Wonderful! This is my finest moment of being with the Jiggle Butt Gang!\Then you've agreed to become our goddess?!\Yes...\In that case, we start with this pose!\We're the notorious robbers...\The Jiggle Butt Gang!\The train's stopped! response:	Goddess! If you would...
context: Wonderful! This is my finest moment of being with the Jiggle Butt Gang!\Then you've agreed to become our goddess?!\Yes...\In that case, we start with this pose!\We're the notorious robbers...\The Jiggle Butt Gang!\The train's stopped!\Goddess! If you would... response:	Certainly!
context: Then you've agreed to become our goddess?!\Yes...\In that case, we start with this pose!\We're the notorious robbers...\The Jiggle Butt Gang!\The train's stopped!\Goddess! If you would...\Certainly! response:	Roar of the...
context: Yes...\In that case, we start with this pose!\We're the notorious robbers...\The Jiggle Butt Gang!\The train's stopped!\Goddess! If you would...\Certainly!\Roar of the... response:	Hold it!
context: In that case, we start with this pose!\We're the notorious robbers...\The Jiggle Butt Gang!\The train's stopped!\Goddess! If you would...\Certainly!\Roar of the...\Hold it! response:	What?!
context: We're the notorious robbers...\The Jiggle Butt Gang!\The train's stopped!\Goddess! If you would...\Certainly!\Roar of the...\Hold it!\What?! response:	Natsu-san is in there!
context: The Jiggle Butt Gang!\The train's stopped!\Goddess! If you would...\Certainly!\Roar of the...\Hold it!\What?!\Natsu-san is in there! response:	Okay...
context: The train's stopped!\Goddess! If you would...\Certainly!\Roar of the...\Hold it!\What?!\Natsu-san is in there!\Okay... response:	What kind of cosplay is that?
context: Goddess! If you would...\Certainly!\Roar of the...\Hold it!\What?!\Natsu-san is in there!\Okay...\What kind of cosplay is that? response:	Wendy... What's the story with that outfit?
context: Certainly!\Roar of the...\Hold it!\What?!\Natsu-san is in there!\Okay...\What kind of cosplay is that?\Wendy... What's the story with that outfit? response:	Oh, this is, uh...
context: Roar of the...\Hold it!\What?!\Natsu-san is in there!\Okay...\What kind of cosplay is that?\Wendy... What's the story with that outfit?\Oh, this is, uh... response:	Natsu! Wake up!
context: Hold it!\What?!\Natsu-san is in there!\Okay...\What kind of cosplay is that?\Wendy... What's the story with that outfit?\Oh, this is, uh...\Natsu! Wake up! response:	Are you up? Are you alright now?
