context: Auw! response:	eye catch
context: Yukko!\Sorry, sorry.\Come to think of it, I forgot to do my homework.\It beat me!\So that means, I'm taking my notebook back.\Sorry.\Eh?\What? response:	See, there's no point in looking...
context: Sorry, sorry.\Come to think of it, I forgot to do my homework.\It beat me!\So that means, I'm taking my notebook back.\Sorry.\Eh?\What?\See, there's no point in looking... response:	Again?
context: Come to think of it, I forgot to do my homework.\It beat me!\So that means, I'm taking my notebook back.\Sorry.\Eh?\What?\See, there's no point in looking...\Again? response:	Don't say that.
context: It beat me!\So that means, I'm taking my notebook back.\Sorry.\Eh?\What?\See, there's no point in looking...\Again?\Don't say that. response:	You said you'd lend it to me.
context: So that means, I'm taking my notebook back.\Sorry.\Eh?\What?\See, there's no point in looking...\Again?\Don't say that.\You said you'd lend it to me. response:	I'm off.
context: Sorry.\Eh?\What?\See, there's no point in looking...\Again?\Don't say that.\You said you'd lend it to me.\I'm off. response:	Sorry, I'm back now.
context: Eh?\What?\See, there's no point in looking...\Again?\Don't say that.\You said you'd lend it to me.\I'm off.\Sorry, I'm back now. response:	This is bad.
context: What?\See, there's no point in looking...\Again?\Don't say that.\You said you'd lend it to me.\I'm off.\Sorry, I'm back now.\This is bad. response:	This is very bad.
context: See, there's no point in looking...\Again?\Don't say that.\You said you'd lend it to me.\I'm off.\Sorry, I'm back now.\This is bad.\This is very bad. response:	If she sees that, she'll definitely think I'm weird.
context: Again?\Don't say that.\You said you'd lend it to me.\I'm off.\Sorry, I'm back now.\This is bad.\This is very bad.\If she sees that, she'll definitely think I'm weird. response:	Not to mention, if she sees that...
context: Don't say that.\You said you'd lend it to me.\I'm off.\Sorry, I'm back now.\This is bad.\This is very bad.\If she sees that, she'll definitely think I'm weird.\Not to mention, if she sees that... response:	Especially if it's Yukko, she'll definitely tell...
context: You said you'd lend it to me.\I'm off.\Sorry, I'm back now.\This is bad.\This is very bad.\If she sees that, she'll definitely think I'm weird.\Not to mention, if she sees that...\Especially if it's Yukko, she'll definitely tell... response:	Yukko!
context: I'm off.\Sorry, I'm back now.\This is bad.\This is very bad.\If she sees that, she'll definitely think I'm weird.\Not to mention, if she sees that...\Especially if it's Yukko, she'll definitely tell...\Yukko! response:	T-That's my Japanese notebook.
context: Sorry, I'm back now.\This is bad.\This is very bad.\If she sees that, she'll definitely think I'm weird.\Not to mention, if she sees that...\Especially if it's Yukko, she'll definitely tell...\Yukko!\T-That's my Japanese notebook. response:	This one's my maths notebook.
context: This is bad.\This is very bad.\If she sees that, she'll definitely think I'm weird.\Not to mention, if she sees that...\Especially if it's Yukko, she'll definitely tell...\Yukko!\T-That's my Japanese notebook.\This one's my maths notebook. response:	But this one's got Maths written on it.
context: This is very bad.\If she sees that, she'll definitely think I'm weird.\Not to mention, if she sees that...\Especially if it's Yukko, she'll definitely tell...\Yukko!\T-That's my Japanese notebook.\This one's my maths notebook.\But this one's got Maths written on it. response:	You're wrong!
context: If she sees that, she'll definitely think I'm weird.\Not to mention, if she sees that...\Especially if it's Yukko, she'll definitely tell...\Yukko!\T-That's my Japanese notebook.\This one's my maths notebook.\But this one's got Maths written on it.\You're wrong! response:	It hurt... my stomach hurt!
context: Not to mention, if she sees that...\Especially if it's Yukko, she'll definitely tell...\Yukko!\T-That's my Japanese notebook.\This one's my maths notebook.\But this one's got Maths written on it.\You're wrong!\It hurt... my stomach hurt! response:	Okay.
context: Especially if it's Yukko, she'll definitely tell...\Yukko!\T-That's my Japanese notebook.\This one's my maths notebook.\But this one's got Maths written on it.\You're wrong!\It hurt... my stomach hurt!\Okay. response:	Oh no.
context: Yukko!\T-That's my Japanese notebook.\This one's my maths notebook.\But this one's got Maths written on it.\You're wrong!\It hurt... my stomach hurt!\Okay.\Oh no. response:	I'll copy it right away.
context: T-That's my Japanese notebook.\This one's my maths notebook.\But this one's got Maths written on it.\You're wrong!\It hurt... my stomach hurt!\Okay.\Oh no.\I'll copy it right away. response:	Hold on for a bit.
context: This one's my maths notebook.\But this one's got Maths written on it.\You're wrong!\It hurt... my stomach hurt!\Okay.\Oh no.\I'll copy it right away.\Hold on for a bit. response:	Oh no.
context: But this one's got Maths written on it.\You're wrong!\It hurt... my stomach hurt!\Okay.\Oh no.\I'll copy it right away.\Hold on for a bit.\Oh no. response:	If she sees it now...
context: You're wrong!\It hurt... my stomach hurt!\Okay.\Oh no.\I'll copy it right away.\Hold on for a bit.\Oh no.\If she sees it now... response:	My high school life will be...
context: It hurt... my stomach hurt!\Okay.\Oh no.\I'll copy it right away.\Hold on for a bit.\Oh no.\If she sees it now...\My high school life will be... response:	Yukko.
context: Okay.\Oh no.\I'll copy it right away.\Hold on for a bit.\Oh no.\If she sees it now...\My high school life will be...\Yukko. response:	That notebook... I'll buy it from you for 1000 yen!
context: Oh no.\I'll copy it right away.\Hold on for a bit.\Oh no.\If she sees it now...\My high school life will be...\Yukko.\That notebook... I'll buy it from you for 1000 yen! response:	Why are you running away?!
context: I'll copy it right away.\Hold on for a bit.\Oh no.\If she sees it now...\My high school life will be...\Yukko.\That notebook... I'll buy it from you for 1000 yen!\Why are you running away?! response:	Yukko!
context: Hold on for a bit.\Oh no.\If she sees it now...\My high school life will be...\Yukko.\That notebook... I'll buy it from you for 1000 yen!\Why are you running away?!\Yukko! response:	You've got it all wrong.
context: Oh no.\If she sees it now...\My high school life will be...\Yukko.\That notebook... I'll buy it from you for 1000 yen!\Why are you running away?!\Yukko!\You've got it all wrong. response:	That notebook is... That notebook is...
context: If she sees it now...\My high school life will be...\Yukko.\That notebook... I'll buy it from you for 1000 yen!\Why are you running away?!\Yukko!\You've got it all wrong.\That notebook is... That notebook is... response:	It's useless.
context: My high school life will be...\Yukko.\That notebook... I'll buy it from you for 1000 yen!\Why are you running away?!\Yukko!\You've got it all wrong.\That notebook is... That notebook is...\It's useless. response:	There's no way I can chase down the running Yukko.
context: Yukko.\That notebook... I'll buy it from you for 1000 yen!\Why are you running away?!\Yukko!\You've got it all wrong.\That notebook is... That notebook is...\It's useless.\There's no way I can chase down the running Yukko. response:	It's over.
context: That notebook... I'll buy it from you for 1000 yen!\Why are you running away?!\Yukko!\You've got it all wrong.\That notebook is... That notebook is...\It's useless.\There's no way I can chase down the running Yukko.\It's over. response:	My life is...
context: Why are you running away?!\Yukko!\You've got it all wrong.\That notebook is... That notebook is...\It's useless.\There's no way I can chase down the running Yukko.\It's over.\My life is... response:	Thank you, my life.
context: Yukko!\You've got it all wrong.\That notebook is... That notebook is...\It's useless.\There's no way I can chase down the running Yukko.\It's over.\My life is...\Thank you, my life. response:	Up until now it has been fun.
context: You've got it all wrong.\That notebook is... That notebook is...\It's useless.\There's no way I can chase down the running Yukko.\It's over.\My life is...\Thank you, my life.\Up until now it has been fun. response:	There were a few bad things, but it was a happy life.
context: That notebook is... That notebook is...\It's useless.\There's no way I can chase down the running Yukko.\It's over.\My life is...\Thank you, my life.\Up until now it has been fun.\There were a few bad things, but it was a happy life. response:	But now it's over.
context: It's useless.\There's no way I can chase down the running Yukko.\It's over.\My life is...\Thank you, my life.\Up until now it has been fun.\There were a few bad things, but it was a happy life.\But now it's over. response:	My life is over...
context: There's no way I can chase down the running Yukko.\It's over.\My life is...\Thank you, my life.\Up until now it has been fun.\There were a few bad things, but it was a happy life.\But now it's over.\My life is over... response:	It's over.
context: It's over.\My life is...\Thank you, my life.\Up until now it has been fun.\There were a few bad things, but it was a happy life.\But now it's over.\My life is over...\It's over. response:	Like. Hell. I'd. Let. It. Be. Over!
context: My life is...\Thank you, my life.\Up until now it has been fun.\There were a few bad things, but it was a happy life.\But now it's over.\My life is over...\It's over.\Like. Hell. I'd. Let. It. Be. Over! response:	My life is blazing!
context: Thank you, my life.\Up until now it has been fun.\There were a few bad things, but it was a happy life.\But now it's over.\My life is over...\It's over.\Like. Hell. I'd. Let. It. Be. Over!\My life is blazing! response:	Even so, I still can't reach her.
context: Up until now it has been fun.\There were a few bad things, but it was a happy life.\But now it's over.\My life is over...\It's over.\Like. Hell. I'd. Let. It. Be. Over!\My life is blazing!\Even so, I still can't reach her. response:	Yukko!
context: There were a few bad things, but it was a happy life.\But now it's over.\My life is over...\It's over.\Like. Hell. I'd. Let. It. Be. Over!\My life is blazing!\Even so, I still can't reach her.\Yukko! response:	Don't... run in the hallway!
context: But now it's over.\My life is over...\It's over.\Like. Hell. I'd. Let. It. Be. Over!\My life is blazing!\Even so, I still can't reach her.\Yukko!\Don't... run in the hallway! response:	Are... Are you all ri -
context: My life is over...\It's over.\Like. Hell. I'd. Let. It. Be. Over!\My life is blazing!\Even so, I still can't reach her.\Yukko!\Don't... run in the hallway!\Are... Are you all ri - response:	Here.
context: It's over.\Like. Hell. I'd. Let. It. Be. Over!\My life is blazing!\Even so, I still can't reach her.\Yukko!\Don't... run in the hallway!\Are... Are you all ri -\Here. response:	Okay, hand your notes in from the back.
context: Like. Hell. I'd. Let. It. Be. Over!\My life is blazing!\Even so, I still can't reach her.\Yukko!\Don't... run in the hallway!\Are... Are you all ri -\Here.\Okay, hand your notes in from the back. response:	After that, those who didn't do their homework, own up quickly.
context: My life is blazing!\Even so, I still can't reach her.\Yukko!\Don't... run in the hallway!\Are... Are you all ri -\Here.\Okay, hand your notes in from the back.\After that, those who didn't do their homework, own up quickly. response:	An hour ago, I was wondering how I'd go on,
context: Even so, I still can't reach her.\Yukko!\Don't... run in the hallway!\Are... Are you all ri -\Here.\Okay, hand your notes in from the back.\After that, those who didn't do their homework, own up quickly.\An hour ago, I was wondering how I'd go on, response:	but it looks like I managed to survive just fine.
context: Yukko!\Don't... run in the hallway!\Are... Are you all ri -\Here.\Okay, hand your notes in from the back.\After that, those who didn't do their homework, own up quickly.\An hour ago, I was wondering how I'd go on,\but it looks like I managed to survive just fine. response:	With this, my everyday life has returned...
context: Don't... run in the hallway!\Are... Are you all ri -\Here.\Okay, hand your notes in from the back.\After that, those who didn't do their homework, own up quickly.\An hour ago, I was wondering how I'd go on,\but it looks like I managed to survive just fine.\With this, my everyday life has returned... response:	Ah!
context: Are... Are you all ri -\Here.\Okay, hand your notes in from the back.\After that, those who didn't do their homework, own up quickly.\An hour ago, I was wondering how I'd go on,\but it looks like I managed to survive just fine.\With this, my everyday life has returned...\Ah! response:	I didn't erase it!
context: Here.\Okay, hand your notes in from the back.\After that, those who didn't do their homework, own up quickly.\An hour ago, I was wondering how I'd go on,\but it looks like I managed to survive just fine.\With this, my everyday life has returned...\Ah!\I didn't erase it! response:	What is it, Naganohara?
context: Okay, hand your notes in from the back.\After that, those who didn't do their homework, own up quickly.\An hour ago, I was wondering how I'd go on,\but it looks like I managed to survive just fine.\With this, my everyday life has returned...\Ah!\I didn't erase it!\What is it, Naganohara? response:	Sensei!
context: After that, those who didn't do their homework, own up quickly.\An hour ago, I was wondering how I'd go on,\but it looks like I managed to survive just fine.\With this, my everyday life has returned...\Ah!\I didn't erase it!\What is it, Naganohara?\Sensei! response:	I forgot to do my homework!
context: An hour ago, I was wondering how I'd go on,\but it looks like I managed to survive just fine.\With this, my everyday life has returned...\Ah!\I didn't erase it!\What is it, Naganohara?\Sensei!\I forgot to do my homework! response:	Professor, can you help me clean up some of the mess in this room?
context: but it looks like I managed to survive just fine.\With this, my everyday life has returned...\Ah!\I didn't erase it!\What is it, Naganohara?\Sensei!\I forgot to do my homework!\Professor, can you help me clean up some of the mess in this room? response:	It might be a bit soon for the Professor.
context: With this, my everyday life has returned...\Ah!\I didn't erase it!\What is it, Naganohara?\Sensei!\I forgot to do my homework!\Professor, can you help me clean up some of the mess in this room?\It might be a bit soon for the Professor. response:	I'm going to go play.
context: Ah!\I didn't erase it!\What is it, Naganohara?\Sensei!\I forgot to do my homework!\Professor, can you help me clean up some of the mess in this room?\It might be a bit soon for the Professor.\I'm going to go play. response:	Um...
context: I didn't erase it!\What is it, Naganohara?\Sensei!\I forgot to do my homework!\Professor, can you help me clean up some of the mess in this room?\It might be a bit soon for the Professor.\I'm going to go play.\Um... response:	I said to that guy...
context: What is it, Naganohara?\Sensei!\I forgot to do my homework!\Professor, can you help me clean up some of the mess in this room?\It might be a bit soon for the Professor.\I'm going to go play.\Um...\I said to that guy... response:	Um, excuse me.
context: Sensei!\I forgot to do my homework!\Professor, can you help me clean up some of the mess in this room?\It might be a bit soon for the Professor.\I'm going to go play.\Um...\I said to that guy...\Um, excuse me. response:	Annaka-san, can I have a moment?
context: I forgot to do my homework!\Professor, can you help me clean up some of the mess in this room?\It might be a bit soon for the Professor.\I'm going to go play.\Um...\I said to that guy...\Um, excuse me.\Annaka-san, can I have a moment? response:	Yes?
context: Professor, can you help me clean up some of the mess in this room?\It might be a bit soon for the Professor.\I'm going to go play.\Um...\I said to that guy...\Um, excuse me.\Annaka-san, can I have a moment?\Yes? response:	It's just for a moment.
context: It might be a bit soon for the Professor.\I'm going to go play.\Um...\I said to that guy...\Um, excuse me.\Annaka-san, can I have a moment?\Yes?\It's just for a moment. response:	That ribbon, I wonder if it's a bit too big...
context: I'm going to go play.\Um...\I said to that guy...\Um, excuse me.\Annaka-san, can I have a moment?\Yes?\It's just for a moment.\That ribbon, I wonder if it's a bit too big... response:	Pyon
context: Um...\I said to that guy...\Um, excuse me.\Annaka-san, can I have a moment?\Yes?\It's just for a moment.\That ribbon, I wonder if it's a bit too big...\Pyon response:	Sweet buns are delicious, aren't they?
context: I said to that guy...\Um, excuse me.\Annaka-san, can I have a moment?\Yes?\It's just for a moment.\That ribbon, I wonder if it's a bit too big...\Pyon\Sweet buns are delicious, aren't they? response:	Indeed they are.
context: Um, excuse me.\Annaka-san, can I have a moment?\Yes?\It's just for a moment.\That ribbon, I wonder if it's a bit too big...\Pyon\Sweet buns are delicious, aren't they?\Indeed they are. response:	Sasahara, do you have any sense of responsibility as a Cultural Festival Executive Committee member?
context: Annaka-san, can I have a moment?\Yes?\It's just for a moment.\That ribbon, I wonder if it's a bit too big...\Pyon\Sweet buns are delicious, aren't they?\Indeed they are.\Sasahara, do you have any sense of responsibility as a Cultural Festival Executive Committee member? response:	You need to think seriously about it.
context: Yes?\It's just for a moment.\That ribbon, I wonder if it's a bit too big...\Pyon\Sweet buns are delicious, aren't they?\Indeed they are.\Sasahara, do you have any sense of responsibility as a Cultural Festival Executive Committee member?\You need to think seriously about it. response:	I am utterly diligent.
context: It's just for a moment.\That ribbon, I wonder if it's a bit too big...\Pyon\Sweet buns are delicious, aren't they?\Indeed they are.\Sasahara, do you have any sense of responsibility as a Cultural Festival Executive Committee member?\You need to think seriously about it.\I am utterly diligent. response:	I'm the President of the Drama Club, so I'm always like that.
context: That ribbon, I wonder if it's a bit too big...\Pyon\Sweet buns are delicious, aren't they?\Indeed they are.\Sasahara, do you have any sense of responsibility as a Cultural Festival Executive Committee member?\You need to think seriously about it.\I am utterly diligent.\I'm the President of the Drama Club, so I'm always like that. response:	Do you not even understand that, Tachibana Misato?
context: Pyon\Sweet buns are delicious, aren't they?\Indeed they are.\Sasahara, do you have any sense of responsibility as a Cultural Festival Executive Committee member?\You need to think seriously about it.\I am utterly diligent.\I'm the President of the Drama Club, so I'm always like that.\Do you not even understand that, Tachibana Misato? response:	No, I don't understand it!
context: Sweet buns are delicious, aren't they?\Indeed they are.\Sasahara, do you have any sense of responsibility as a Cultural Festival Executive Committee member?\You need to think seriously about it.\I am utterly diligent.\I'm the President of the Drama Club, so I'm always like that.\Do you not even understand that, Tachibana Misato?\No, I don't understand it! response:	Sweet.
context: Indeed they are.\Sasahara, do you have any sense of responsibility as a Cultural Festival Executive Committee member?\You need to think seriously about it.\I am utterly diligent.\I'm the President of the Drama Club, so I'm always like that.\Do you not even understand that, Tachibana Misato?\No, I don't understand it!\Sweet. response:	Listen to me!
context: Sasahara, do you have any sense of responsibility as a Cultural Festival Executive Committee member?\You need to think seriously about it.\I am utterly diligent.\I'm the President of the Drama Club, so I'm always like that.\Do you not even understand that, Tachibana Misato?\No, I don't understand it!\Sweet.\Listen to me! response:	Besides, we're here to decide on the program for the cultural festival.
context: You need to think seriously about it.\I am utterly diligent.\I'm the President of the Drama Club, so I'm always like that.\Do you not even understand that, Tachibana Misato?\No, I don't understand it!\Sweet.\Listen to me!\Besides, we're here to decide on the program for the cultural festival. response:	Your Drama Club has nothing to do with it!
context: I am utterly diligent.\I'm the President of the Drama Club, so I'm always like that.\Do you not even understand that, Tachibana Misato?\No, I don't understand it!\Sweet.\Listen to me!\Besides, we're here to decide on the program for the cultural festival.\Your Drama Club has nothing to do with it! response:	The brand has changed?
context: I'm the President of the Drama Club, so I'm always like that.\Do you not even understand that, Tachibana Misato?\No, I don't understand it!\Sweet.\Listen to me!\Besides, we're here to decide on the program for the cultural festival.\Your Drama Club has nothing to do with it!\The brand has changed? response:	Why did I end up paired together with this guy?
context: Do you not even understand that, Tachibana Misato?\No, I don't understand it!\Sweet.\Listen to me!\Besides, we're here to decide on the program for the cultural festival.\Your Drama Club has nothing to do with it!\The brand has changed?\Why did I end up paired together with this guy? response:	It's delicious.
context: No, I don't understand it!\Sweet.\Listen to me!\Besides, we're here to decide on the program for the cultural festival.\Your Drama Club has nothing to do with it!\The brand has changed?\Why did I end up paired together with this guy?\It's delicious. response:	Even I've got a tournament coming up in the Kendo Club...
context: Sweet.\Listen to me!\Besides, we're here to decide on the program for the cultural festival.\Your Drama Club has nothing to do with it!\The brand has changed?\Why did I end up paired together with this guy?\It's delicious.\Even I've got a tournament coming up in the Kendo Club... response:	Geez.
context: Listen to me!\Besides, we're here to decide on the program for the cultural festival.\Your Drama Club has nothing to do with it!\The brand has changed?\Why did I end up paired together with this guy?\It's delicious.\Even I've got a tournament coming up in the Kendo Club...\Geez. response:	I shouldn't have joined the Cultural Festival Executive Committee.
context: Besides, we're here to decide on the program for the cultural festival.\Your Drama Club has nothing to do with it!\The brand has changed?\Why did I end up paired together with this guy?\It's delicious.\Even I've got a tournament coming up in the Kendo Club...\Geez.\I shouldn't have joined the Cultural Festival Executive Committee. response:	Hey, you!
context: Your Drama Club has nothing to do with it!\The brand has changed?\Why did I end up paired together with this guy?\It's delicious.\Even I've got a tournament coming up in the Kendo Club...\Geez.\I shouldn't have joined the Cultural Festival Executive Committee.\Hey, you! response:	Why are you reading manga?
context: The brand has changed?\Why did I end up paired together with this guy?\It's delicious.\Even I've got a tournament coming up in the Kendo Club...\Geez.\I shouldn't have joined the Cultural Festival Executive Committee.\Hey, you!\Why are you reading manga? response:	If we don't come up with something quickly,
context: Why did I end up paired together with this guy?\It's delicious.\Even I've got a tournament coming up in the Kendo Club...\Geez.\I shouldn't have joined the Cultural Festival Executive Committee.\Hey, you!\Why are you reading manga?\If we don't come up with something quickly, response:	we wont be able to return home.
context: It's delicious.\Even I've got a tournament coming up in the Kendo Club...\Geez.\I shouldn't have joined the Cultural Festival Executive Committee.\Hey, you!\Why are you reading manga?\If we don't come up with something quickly,\we wont be able to return home. response:	Sorry.
context: Even I've got a tournament coming up in the Kendo Club...\Geez.\I shouldn't have joined the Cultural Festival Executive Committee.\Hey, you!\Why are you reading manga?\If we don't come up with something quickly,\we wont be able to return home.\Sorry. response:	It's a new release.
context: Geez.\I shouldn't have joined the Cultural Festival Executive Committee.\Hey, you!\Why are you reading manga?\If we don't come up with something quickly,\we wont be able to return home.\Sorry.\It's a new release. response:	Don't you even have one idea?
context: I shouldn't have joined the Cultural Festival Executive Committee.\Hey, you!\Why are you reading manga?\If we don't come up with something quickly,\we wont be able to return home.\Sorry.\It's a new release.\Don't you even have one idea? response:	Was the wine tasting championship idea I gave you earlier really not any good?
context: Hey, you!\Why are you reading manga?\If we don't come up with something quickly,\we wont be able to return home.\Sorry.\It's a new release.\Don't you even have one idea?\Was the wine tasting championship idea I gave you earlier really not any good? response:	Obviously, it wasn't any good.
context: Why are you reading manga?\If we don't come up with something quickly,\we wont be able to return home.\Sorry.\It's a new release.\Don't you even have one idea?\Was the wine tasting championship idea I gave you earlier really not any good?\Obviously, it wasn't any good. response:	Rejected. Rejected! Absolutely rejected!
context: If we don't come up with something quickly,\we wont be able to return home.\Sorry.\It's a new release.\Don't you even have one idea?\Was the wine tasting championship idea I gave you earlier really not any good?\Obviously, it wasn't any good.\Rejected. Rejected! Absolutely rejected! response:	Hey, Sasahara?
context: we wont be able to return home.\Sorry.\It's a new release.\Don't you even have one idea?\Was the wine tasting championship idea I gave you earlier really not any good?\Obviously, it wasn't any good.\Rejected. Rejected! Absolutely rejected!\Hey, Sasahara? response:	You!
context: Sorry.\It's a new release.\Don't you even have one idea?\Was the wine tasting championship idea I gave you earlier really not any good?\Obviously, it wasn't any good.\Rejected. Rejected! Absolutely rejected!\Hey, Sasahara?\You! response:	What have you been doing since earlier?
context: It's a new release.\Don't you even have one idea?\Was the wine tasting championship idea I gave you earlier really not any good?\Obviously, it wasn't any good.\Rejected. Rejected! Absolutely rejected!\Hey, Sasahara?\You!\What have you been doing since earlier? response:	Sorry, had some piled up stuff.
context: Don't you even have one idea?\Was the wine tasting championship idea I gave you earlier really not any good?\Obviously, it wasn't any good.\Rejected. Rejected! Absolutely rejected!\Hey, Sasahara?\You!\What have you been doing since earlier?\Sorry, had some piled up stuff. response:	Analog signal...
context: Was the wine tasting championship idea I gave you earlier really not any good?\Obviously, it wasn't any good.\Rejected. Rejected! Absolutely rejected!\Hey, Sasahara?\You!\What have you been doing since earlier?\Sorry, had some piled up stuff.\Analog signal... response:	Sasahara, running away, huh?
context: Obviously, it wasn't any good.\Rejected. Rejected! Absolutely rejected!\Hey, Sasahara?\You!\What have you been doing since earlier?\Sorry, had some piled up stuff.\Analog signal...\Sasahara, running away, huh? response:	I'm going to make a brief trip to the toilet.
context: Rejected. Rejected! Absolutely rejected!\Hey, Sasahara?\You!\What have you been doing since earlier?\Sorry, had some piled up stuff.\Analog signal...\Sasahara, running away, huh?\I'm going to make a brief trip to the toilet. response:	Honestly...
context: Hey, Sasahara?\You!\What have you been doing since earlier?\Sorry, had some piled up stuff.\Analog signal...\Sasahara, running away, huh?\I'm going to make a brief trip to the toilet.\Honestly... response:	It looks like she's in a really bad mood today.
context: You!\What have you been doing since earlier?\Sorry, had some piled up stuff.\Analog signal...\Sasahara, running away, huh?\I'm going to make a brief trip to the toilet.\Honestly...\It looks like she's in a really bad mood today. response:	As far as it concerns me,
context: What have you been doing since earlier?\Sorry, had some piled up stuff.\Analog signal...\Sasahara, running away, huh?\I'm going to make a brief trip to the toilet.\Honestly...\It looks like she's in a really bad mood today.\As far as it concerns me, response:	the wine tasting championship would have been more than enough.
context: Sorry, had some piled up stuff.\Analog signal...\Sasahara, running away, huh?\I'm going to make a brief trip to the toilet.\Honestly...\It looks like she's in a really bad mood today.\As far as it concerns me,\the wine tasting championship would have been more than enough. response:	Nevertheless, she didn't bring up any ideas of her own.
context: Analog signal...\Sasahara, running away, huh?\I'm going to make a brief trip to the toilet.\Honestly...\It looks like she's in a really bad mood today.\As far as it concerns me,\the wine tasting championship would have been more than enough.\Nevertheless, she didn't bring up any ideas of her own. response:	If I tell her that, this time she may even take my life.
context: Sasahara, running away, huh?\I'm going to make a brief trip to the toilet.\Honestly...\It looks like she's in a really bad mood today.\As far as it concerns me,\the wine tasting championship would have been more than enough.\Nevertheless, she didn't bring up any ideas of her own.\If I tell her that, this time she may even take my life. response:	In other words,
context: I'm going to make a brief trip to the toilet.\Honestly...\It looks like she's in a really bad mood today.\As far as it concerns me,\the wine tasting championship would have been more than enough.\Nevertheless, she didn't bring up any ideas of her own.\If I tell her that, this time she may even take my life.\In other words, response:	if I don't come up with something it seems I won't be able to go home.
context: Honestly...\It looks like she's in a really bad mood today.\As far as it concerns me,\the wine tasting championship would have been more than enough.\Nevertheless, she didn't bring up any ideas of her own.\If I tell her that, this time she may even take my life.\In other words,\if I don't come up with something it seems I won't be able to go home. response:	However, can my way of thinking drop to the level of a commoner?
context: It looks like she's in a really bad mood today.\As far as it concerns me,\the wine tasting championship would have been more than enough.\Nevertheless, she didn't bring up any ideas of her own.\If I tell her that, this time she may even take my life.\In other words,\if I don't come up with something it seems I won't be able to go home.\However, can my way of thinking drop to the level of a commoner? response:	Maybe I should try thinking seriously about it.
context: As far as it concerns me,\the wine tasting championship would have been more than enough.\Nevertheless, she didn't bring up any ideas of her own.\If I tell her that, this time she may even take my life.\In other words,\if I don't come up with something it seems I won't be able to go home.\However, can my way of thinking drop to the level of a commoner?\Maybe I should try thinking seriously about it. response:	I-It's not like I have feelings towards you.
context: the wine tasting championship would have been more than enough.\Nevertheless, she didn't bring up any ideas of her own.\If I tell her that, this time she may even take my life.\In other words,\if I don't come up with something it seems I won't be able to go home.\However, can my way of thinking drop to the level of a commoner?\Maybe I should try thinking seriously about it.\I-It's not like I have feelings towards you. response:	Asian innocence.
context: Nevertheless, she didn't bring up any ideas of her own.\If I tell her that, this time she may even take my life.\In other words,\if I don't come up with something it seems I won't be able to go home.\However, can my way of thinking drop to the level of a commoner?\Maybe I should try thinking seriously about it.\I-It's not like I have feelings towards you.\Asian innocence. response:	This is a sweet bun.
context: If I tell her that, this time she may even take my life.\In other words,\if I don't come up with something it seems I won't be able to go home.\However, can my way of thinking drop to the level of a commoner?\Maybe I should try thinking seriously about it.\I-It's not like I have feelings towards you.\Asian innocence.\This is a sweet bun. response:	In Kansai, there seem to be many people who don't know whether to read it as Amashoku or Kamshoku
context: In other words,\if I don't come up with something it seems I won't be able to go home.\However, can my way of thinking drop to the level of a commoner?\Maybe I should try thinking seriously about it.\I-It's not like I have feelings towards you.\Asian innocence.\This is a sweet bun.\In Kansai, there seem to be many people who don't know whether to read it as Amashoku or Kamshoku response:	Next week's Nichijou is the third one.
context: if I don't come up with something it seems I won't be able to go home.\However, can my way of thinking drop to the level of a commoner?\Maybe I should try thinking seriously about it.\I-It's not like I have feelings towards you.\Asian innocence.\This is a sweet bun.\In Kansai, there seem to be many people who don't know whether to read it as Amashoku or Kamshoku\Next week's Nichijou is the third one. response:	Look forward to it.
