context: Heroes are powerful. response:	Heroes are lonely...
context: That small back. So tiny, she looks like she'll crumble away at my touch.\All right.\Let's do this.\What made you turn to the piano?\One day in April,\I met a really weird violinist.\Totally outrageous. Self-righteous.\But the smile she shows to people she likes is angelic. response:	When I got onstage after she kicked, punched, and dragged me up there...
context: All right.\Let's do this.\What made you turn to the piano?\One day in April,\I met a really weird violinist.\Totally outrageous. Self-righteous.\But the smile she shows to people she likes is angelic.\When I got onstage after she kicked, punched, and dragged me up there... response:	On that familiar stage, I saw a sight that I'd never seen before.
context: Let's do this.\What made you turn to the piano?\One day in April,\I met a really weird violinist.\Totally outrageous. Self-righteous.\But the smile she shows to people she likes is angelic.\When I got onstage after she kicked, punched, and dragged me up there...\On that familiar stage, I saw a sight that I'd never seen before. response:	I want to see that sight again with my own eyes one more time.
context: What made you turn to the piano?\One day in April,\I met a really weird violinist.\Totally outrageous. Self-righteous.\But the smile she shows to people she likes is angelic.\When I got onstage after she kicked, punched, and dragged me up there...\On that familiar stage, I saw a sight that I'd never seen before.\I want to see that sight again with my own eyes one more time. response:	That's what made me think...
context: One day in April,\I met a really weird violinist.\Totally outrageous. Self-righteous.\But the smile she shows to people she likes is angelic.\When I got onstage after she kicked, punched, and dragged me up there...\On that familiar stage, I saw a sight that I'd never seen before.\I want to see that sight again with my own eyes one more time.\That's what made me think... response:	That I'd like to become a really weird pianist!
context: I met a really weird violinist.\Totally outrageous. Self-righteous.\But the smile she shows to people she likes is angelic.\When I got onstage after she kicked, punched, and dragged me up there...\On that familiar stage, I saw a sight that I'd never seen before.\I want to see that sight again with my own eyes one more time.\That's what made me think...\That I'd like to become a really weird pianist! response:	I see.
context: Totally outrageous. Self-righteous.\But the smile she shows to people she likes is angelic.\When I got onstage after she kicked, punched, and dragged me up there...\On that familiar stage, I saw a sight that I'd never seen before.\I want to see that sight again with my own eyes one more time.\That's what made me think...\That I'd like to become a really weird pianist!\I see. response:	Ouch. Ouch...!
context: But the smile she shows to people she likes is angelic.\When I got onstage after she kicked, punched, and dragged me up there...\On that familiar stage, I saw a sight that I'd never seen before.\I want to see that sight again with my own eyes one more time.\That's what made me think...\That I'd like to become a really weird pianist!\I see.\Ouch. Ouch...! response:	Then who else but me to serve as your guardian?
context: When I got onstage after she kicked, punched, and dragged me up there...\On that familiar stage, I saw a sight that I'd never seen before.\I want to see that sight again with my own eyes one more time.\That's what made me think...\That I'd like to become a really weird pianist!\I see.\Ouch. Ouch...!\Then who else but me to serve as your guardian? response:	Hey, what's with that horrified reaction?
context: On that familiar stage, I saw a sight that I'd never seen before.\I want to see that sight again with my own eyes one more time.\That's what made me think...\That I'd like to become a really weird pianist!\I see.\Ouch. Ouch...!\Then who else but me to serve as your guardian?\Hey, what's with that horrified reaction? response:	No, no...
context: I want to see that sight again with my own eyes one more time.\That's what made me think...\That I'd like to become a really weird pianist!\I see.\Ouch. Ouch...!\Then who else but me to serve as your guardian?\Hey, what's with that horrified reaction?\No, no... response:	Please. Teach me to play the piano.
context: That's what made me think...\That I'd like to become a really weird pianist!\I see.\Ouch. Ouch...!\Then who else but me to serve as your guardian?\Hey, what's with that horrified reaction?\No, no...\Please. Teach me to play the piano. response:	Doryo Bridge
context: That I'd like to become a really weird pianist!\I see.\Ouch. Ouch...!\Then who else but me to serve as your guardian?\Hey, what's with that horrified reaction?\No, no...\Please. Teach me to play the piano.\Doryo Bridge response:	Come on,
context: I see.\Ouch. Ouch...!\Then who else but me to serve as your guardian?\Hey, what's with that horrified reaction?\No, no...\Please. Teach me to play the piano.\Doryo Bridge\Come on, response:	will you start taking this seriously?
context: Ouch. Ouch...!\Then who else but me to serve as your guardian?\Hey, what's with that horrified reaction?\No, no...\Please. Teach me to play the piano.\Doryo Bridge\Come on,\will you start taking this seriously? response:	I am. We played together for the first time. That's about what you should expect.
context: Then who else but me to serve as your guardian?\Hey, what's with that horrified reaction?\No, no...\Please. Teach me to play the piano.\Doryo Bridge\Come on,\will you start taking this seriously?\I am. We played together for the first time. That's about what you should expect. response:	Are you really into...
context: Hey, what's with that horrified reaction?\No, no...\Please. Teach me to play the piano.\Doryo Bridge\Come on,\will you start taking this seriously?\I am. We played together for the first time. That's about what you should expect.\Are you really into... response:	Look, look!
context: No, no...\Please. Teach me to play the piano.\Doryo Bridge\Come on,\will you start taking this seriously?\I am. We played together for the first time. That's about what you should expect.\Are you really into...\Look, look! response:	They're pretty, huh?
context: Please. Teach me to play the piano.\Doryo Bridge\Come on,\will you start taking this seriously?\I am. We played together for the first time. That's about what you should expect.\Are you really into...\Look, look!\They're pretty, huh? response:	Did you squash it?
context: Doryo Bridge\Come on,\will you start taking this seriously?\I am. We played together for the first time. That's about what you should expect.\Are you really into...\Look, look!\They're pretty, huh?\Did you squash it? response:	So ephemeral and weak. But it's shining with all its might.
context: Come on,\will you start taking this seriously?\I am. We played together for the first time. That's about what you should expect.\Are you really into...\Look, look!\They're pretty, huh?\Did you squash it?\So ephemeral and weak. But it's shining with all its might. response:	Thump, thump, like a heartbeat.
context: will you start taking this seriously?\I am. We played together for the first time. That's about what you should expect.\Are you really into...\Look, look!\They're pretty, huh?\Did you squash it?\So ephemeral and weak. But it's shining with all its might.\Thump, thump, like a heartbeat. response:	This is the light of life.
context: I am. We played together for the first time. That's about what you should expect.\Are you really into...\Look, look!\They're pretty, huh?\Did you squash it?\So ephemeral and weak. But it's shining with all its might.\Thump, thump, like a heartbeat.\This is the light of life. response:	Uh, testing, testing.
context: Are you really into...\Look, look!\They're pretty, huh?\Did you squash it?\So ephemeral and weak. But it's shining with all its might.\Thump, thump, like a heartbeat.\This is the light of life.\Uh, testing, testing. response:	How was it? Your first competition in ages?
context: Look, look!\They're pretty, huh?\Did you squash it?\So ephemeral and weak. But it's shining with all its might.\Thump, thump, like a heartbeat.\This is the light of life.\Uh, testing, testing.\How was it? Your first competition in ages? response:	You know what, I felt it there.
context: They're pretty, huh?\Did you squash it?\So ephemeral and weak. But it's shining with all its might.\Thump, thump, like a heartbeat.\This is the light of life.\Uh, testing, testing.\How was it? Your first competition in ages?\You know what, I felt it there. response:	That everyone has something deep in their hearts.
context: Did you squash it?\So ephemeral and weak. But it's shining with all its might.\Thump, thump, like a heartbeat.\This is the light of life.\Uh, testing, testing.\How was it? Your first competition in ages?\You know what, I felt it there.\That everyone has something deep in their hearts. response:	For some it might be hostility.
context: So ephemeral and weak. But it's shining with all its might.\Thump, thump, like a heartbeat.\This is the light of life.\Uh, testing, testing.\How was it? Your first competition in ages?\You know what, I felt it there.\That everyone has something deep in their hearts.\For some it might be hostility. response:	Aspiration, hopes. The desire to show off.
context: Thump, thump, like a heartbeat.\This is the light of life.\Uh, testing, testing.\How was it? Your first competition in ages?\You know what, I felt it there.\That everyone has something deep in their hearts.\For some it might be hostility.\Aspiration, hopes. The desire to show off. response:	To think, Let it reach them.
context: This is the light of life.\Uh, testing, testing.\How was it? Your first competition in ages?\You know what, I felt it there.\That everyone has something deep in their hearts.\For some it might be hostility.\Aspiration, hopes. The desire to show off.\To think, Let it reach them. response:	Feelings for my mom.
context: Uh, testing, testing.\How was it? Your first competition in ages?\You know what, I felt it there.\That everyone has something deep in their hearts.\For some it might be hostility.\Aspiration, hopes. The desire to show off.\To think, Let it reach them.\Feelings for my mom. response:	We all had our personal emotions to lean on.
context: How was it? Your first competition in ages?\You know what, I felt it there.\That everyone has something deep in their hearts.\For some it might be hostility.\Aspiration, hopes. The desire to show off.\To think, Let it reach them.\Feelings for my mom.\We all had our personal emotions to lean on. response:	Maybe it's not possible for someone to get up on stage in an innocent state.
context: You know what, I felt it there.\That everyone has something deep in their hearts.\For some it might be hostility.\Aspiration, hopes. The desire to show off.\To think, Let it reach them.\Feelings for my mom.\We all had our personal emotions to lean on.\Maybe it's not possible for someone to get up on stage in an innocent state. response:	What about you?
context: That everyone has something deep in their hearts.\For some it might be hostility.\Aspiration, hopes. The desire to show off.\To think, Let it reach them.\Feelings for my mom.\We all had our personal emotions to lean on.\Maybe it's not possible for someone to get up on stage in an innocent state.\What about you? response:	What did you have in your heart?
context: For some it might be hostility.\Aspiration, hopes. The desire to show off.\To think, Let it reach them.\Feelings for my mom.\We all had our personal emotions to lean on.\Maybe it's not possible for someone to get up on stage in an innocent state.\What about you?\What did you have in your heart? response:	What did you lean on?
context: Aspiration, hopes. The desire to show off.\To think, Let it reach them.\Feelings for my mom.\We all had our personal emotions to lean on.\Maybe it's not possible for someone to get up on stage in an innocent state.\What about you?\What did you have in your heart?\What did you lean on? response:	I had you.
context: To think, Let it reach them.\Feelings for my mom.\We all had our personal emotions to lean on.\Maybe it's not possible for someone to get up on stage in an innocent state.\What about you?\What did you have in your heart?\What did you lean on?\I had you. response:	I'm... going on a journey.
context: Feelings for my mom.\We all had our personal emotions to lean on.\Maybe it's not possible for someone to get up on stage in an innocent state.\What about you?\What did you have in your heart?\What did you lean on?\I had you.\I'm... going on a journey. response:	The applause raining down.
context: We all had our personal emotions to lean on.\Maybe it's not possible for someone to get up on stage in an innocent state.\What about you?\What did you have in your heart?\What did you lean on?\I had you.\I'm... going on a journey.\The applause raining down. response:	Pursuing that moment when my music reached them.
context: Maybe it's not possible for someone to get up on stage in an innocent state.\What about you?\What did you have in your heart?\What did you lean on?\I had you.\I'm... going on a journey.\The applause raining down.\Pursuing that moment when my music reached them. response:	Pursuing that sight of her with her back to me.
context: What about you?\What did you have in your heart?\What did you lean on?\I had you.\I'm... going on a journey.\The applause raining down.\Pursuing that moment when my music reached them.\Pursuing that sight of her with her back to me. response:	Until one day, for sure,
context: What did you have in your heart?\What did you lean on?\I had you.\I'm... going on a journey.\The applause raining down.\Pursuing that moment when my music reached them.\Pursuing that sight of her with her back to me.\Until one day, for sure, response:	I've pulled even with her... until that day comes.
context: What did you lean on?\I had you.\I'm... going on a journey.\The applause raining down.\Pursuing that moment when my music reached them.\Pursuing that sight of her with her back to me.\Until one day, for sure,\I've pulled even with her... until that day comes. response:	Let's go home.
context: I had you.\I'm... going on a journey.\The applause raining down.\Pursuing that moment when my music reached them.\Pursuing that sight of her with her back to me.\Until one day, for sure,\I've pulled even with her... until that day comes.\Let's go home. response:	You know, Im not always going to be around to help you...
context: I'm... going on a journey.\The applause raining down.\Pursuing that moment when my music reached them.\Pursuing that sight of her with her back to me.\Until one day, for sure,\I've pulled even with her... until that day comes.\Let's go home.\You know, Im not always going to be around to help you... response:	Light of Life
context: The applause raining down.\Pursuing that moment when my music reached them.\Pursuing that sight of her with her back to me.\Until one day, for sure,\I've pulled even with her... until that day comes.\Let's go home.\You know, Im not always going to be around to help you...\Light of Life response:	Episode 12 Twinkle Little Star
context: Pursuing that moment when my music reached them.\Pursuing that sight of her with her back to me.\Until one day, for sure,\I've pulled even with her... until that day comes.\Let's go home.\You know, Im not always going to be around to help you...\Light of Life\Episode 12 Twinkle Little Star response:	Watch Again Next Week!
