context: Why do I feel this way? response:	It's the first time this has ever happened.
context: What? Me?\Yes, hurry!\Why does nothing go right?\I want to go back to middle school.\You okay?\Uh-huh, I-I'm okay.\Yeah, I was just moping by myself.\I'm no expert, response:	but I think people mope when their expectations are too high.
context: Yes, hurry!\Why does nothing go right?\I want to go back to middle school.\You okay?\Uh-huh, I-I'm okay.\Yeah, I was just moping by myself.\I'm no expert,\but I think people mope when their expectations are too high. response:	It's tiring when you always have to overachieve.
context: Why does nothing go right?\I want to go back to middle school.\You okay?\Uh-huh, I-I'm okay.\Yeah, I was just moping by myself.\I'm no expert,\but I think people mope when their expectations are too high.\It's tiring when you always have to overachieve. response:	Don't overdo it.
context: I want to go back to middle school.\You okay?\Uh-huh, I-I'm okay.\Yeah, I was just moping by myself.\I'm no expert,\but I think people mope when their expectations are too high.\It's tiring when you always have to overachieve.\Don't overdo it. response:	Just work on achieving what you can.
context: You okay?\Uh-huh, I-I'm okay.\Yeah, I was just moping by myself.\I'm no expert,\but I think people mope when their expectations are too high.\It's tiring when you always have to overachieve.\Don't overdo it.\Just work on achieving what you can. response:	Yeah?
context: Uh-huh, I-I'm okay.\Yeah, I was just moping by myself.\I'm no expert,\but I think people mope when their expectations are too high.\It's tiring when you always have to overachieve.\Don't overdo it.\Just work on achieving what you can.\Yeah? response:	Uh-huh.
context: Yeah, I was just moping by myself.\I'm no expert,\but I think people mope when their expectations are too high.\It's tiring when you always have to overachieve.\Don't overdo it.\Just work on achieving what you can.\Yeah?\Uh-huh. response:	Yuu-chan.
context: I'm no expert,\but I think people mope when their expectations are too high.\It's tiring when you always have to overachieve.\Don't overdo it.\Just work on achieving what you can.\Yeah?\Uh-huh.\Yuu-chan. response:	I think...
context: but I think people mope when their expectations are too high.\It's tiring when you always have to overachieve.\Don't overdo it.\Just work on achieving what you can.\Yeah?\Uh-huh.\Yuu-chan.\I think... response:	Shizuku,
context: It's tiring when you always have to overachieve.\Don't overdo it.\Just work on achieving what you can.\Yeah?\Uh-huh.\Yuu-chan.\I think...\Shizuku, response:	the somen's ready.
context: Don't overdo it.\Just work on achieving what you can.\Yeah?\Uh-huh.\Yuu-chan.\I think...\Shizuku,\the somen's ready. response:	Okay.
context: Just work on achieving what you can.\Yeah?\Uh-huh.\Yuu-chan.\I think...\Shizuku,\the somen's ready.\Okay. response:	They called me Dry Ice at school.
context: Yeah?\Uh-huh.\Yuu-chan.\I think...\Shizuku,\the somen's ready.\Okay.\They called me Dry Ice at school. response:	You're just like your mom.
context: Uh-huh.\Yuu-chan.\I think...\Shizuku,\the somen's ready.\Okay.\They called me Dry Ice at school.\You're just like your mom. response:	I'm done!
context: Yuu-chan.\I think...\Shizuku,\the somen's ready.\Okay.\They called me Dry Ice at school.\You're just like your mom.\I'm done! response:	Can we use this?
context: I think...\Shizuku,\the somen's ready.\Okay.\They called me Dry Ice at school.\You're just like your mom.\I'm done!\Can we use this? response:	Grandma had goldfish in hers.
context: Shizuku,\the somen's ready.\Okay.\They called me Dry Ice at school.\You're just like your mom.\I'm done!\Can we use this?\Grandma had goldfish in hers. response:	Do you like goldfish, Shizuku?
context: the somen's ready.\Okay.\They called me Dry Ice at school.\You're just like your mom.\I'm done!\Can we use this?\Grandma had goldfish in hers.\Do you like goldfish, Shizuku? response:	No, not really.
context: Okay.\They called me Dry Ice at school.\You're just like your mom.\I'm done!\Can we use this?\Grandma had goldfish in hers.\Do you like goldfish, Shizuku?\No, not really. response:	Yeah...
context: They called me Dry Ice at school.\You're just like your mom.\I'm done!\Can we use this?\Grandma had goldfish in hers.\Do you like goldfish, Shizuku?\No, not really.\Yeah... response:	When we go watch the fireworks with Mom next week,
context: You're just like your mom.\I'm done!\Can we use this?\Grandma had goldfish in hers.\Do you like goldfish, Shizuku?\No, not really.\Yeah...\When we go watch the fireworks with Mom next week, response:	we can buy goldfish.
context: I'm done!\Can we use this?\Grandma had goldfish in hers.\Do you like goldfish, Shizuku?\No, not really.\Yeah...\When we go watch the fireworks with Mom next week,\we can buy goldfish. response:	Multiplication
context: Can we use this?\Grandma had goldfish in hers.\Do you like goldfish, Shizuku?\No, not really.\Yeah...\When we go watch the fireworks with Mom next week,\we can buy goldfish.\Multiplication response:	How to Care for Goldfish
context: Grandma had goldfish in hers.\Do you like goldfish, Shizuku?\No, not really.\Yeah...\When we go watch the fireworks with Mom next week,\we can buy goldfish.\Multiplication\How to Care for Goldfish response:	Uh-huh.
context: Do you like goldfish, Shizuku?\No, not really.\Yeah...\When we go watch the fireworks with Mom next week,\we can buy goldfish.\Multiplication\How to Care for Goldfish\Uh-huh. response:	Uh-huh.
context: No, not really.\Yeah...\When we go watch the fireworks with Mom next week,\we can buy goldfish.\Multiplication\How to Care for Goldfish\Uh-huh.\Uh-huh. response:	Uh-huh, okay.
context: Yeah...\When we go watch the fireworks with Mom next week,\we can buy goldfish.\Multiplication\How to Care for Goldfish\Uh-huh.\Uh-huh.\Uh-huh, okay. response:	Good luck.
context: When we go watch the fireworks with Mom next week,\we can buy goldfish.\Multiplication\How to Care for Goldfish\Uh-huh.\Uh-huh.\Uh-huh, okay.\Good luck. response:	Mom's busy with work.
context: we can buy goldfish.\Multiplication\How to Care for Goldfish\Uh-huh.\Uh-huh.\Uh-huh, okay.\Good luck.\Mom's busy with work. response:	I see. That's too bad.
context: Multiplication\How to Care for Goldfish\Uh-huh.\Uh-huh.\Uh-huh, okay.\Good luck.\Mom's busy with work.\I see. That's too bad. response:	The fireworks started.
context: How to Care for Goldfish\Uh-huh.\Uh-huh.\Uh-huh, okay.\Good luck.\Mom's busy with work.\I see. That's too bad.\The fireworks started. response:	What do you want to do, Shizuku?
context: Uh-huh.\Uh-huh.\Uh-huh, okay.\Good luck.\Mom's busy with work.\I see. That's too bad.\The fireworks started.\What do you want to do, Shizuku? response:	You, Takaya, and I can still go.
context: Uh-huh.\Uh-huh, okay.\Good luck.\Mom's busy with work.\I see. That's too bad.\The fireworks started.\What do you want to do, Shizuku?\You, Takaya, and I can still go. response:	Takaya's asleep,
context: Uh-huh, okay.\Good luck.\Mom's busy with work.\I see. That's too bad.\The fireworks started.\What do you want to do, Shizuku?\You, Takaya, and I can still go.\Takaya's asleep, response:	and I have homework to do.
context: Good luck.\Mom's busy with work.\I see. That's too bad.\The fireworks started.\What do you want to do, Shizuku?\You, Takaya, and I can still go.\Takaya's asleep,\and I have homework to do. response:	You really like to study.
context: Mom's busy with work.\I see. That's too bad.\The fireworks started.\What do you want to do, Shizuku?\You, Takaya, and I can still go.\Takaya's asleep,\and I have homework to do.\You really like to study. response:	Studying was fun.
context: I see. That's too bad.\The fireworks started.\What do you want to do, Shizuku?\You, Takaya, and I can still go.\Takaya's asleep,\and I have homework to do.\You really like to study.\Studying was fun. response:	I enjoyed solving problems quickly,
context: The fireworks started.\What do you want to do, Shizuku?\You, Takaya, and I can still go.\Takaya's asleep,\and I have homework to do.\You really like to study.\Studying was fun.\I enjoyed solving problems quickly, response:	and I was always rewarded for the effort I put in.
context: What do you want to do, Shizuku?\You, Takaya, and I can still go.\Takaya's asleep,\and I have homework to do.\You really like to study.\Studying was fun.\I enjoyed solving problems quickly,\and I was always rewarded for the effort I put in. response:	Studying made me feel complete.
context: You, Takaya, and I can still go.\Takaya's asleep,\and I have homework to do.\You really like to study.\Studying was fun.\I enjoyed solving problems quickly,\and I was always rewarded for the effort I put in.\Studying made me feel complete. response:	Good morning, Haru.
context: Takaya's asleep,\and I have homework to do.\You really like to study.\Studying was fun.\I enjoyed solving problems quickly,\and I was always rewarded for the effort I put in.\Studying made me feel complete.\Good morning, Haru. response:	What?
context: and I have homework to do.\You really like to study.\Studying was fun.\I enjoyed solving problems quickly,\and I was always rewarded for the effort I put in.\Studying made me feel complete.\Good morning, Haru.\What? response:	Well, you're acting normal today.
context: You really like to study.\Studying was fun.\I enjoyed solving problems quickly,\and I was always rewarded for the effort I put in.\Studying made me feel complete.\Good morning, Haru.\What?\Well, you're acting normal today. response:	Oh, something was wrong with me before.
context: Studying was fun.\I enjoyed solving problems quickly,\and I was always rewarded for the effort I put in.\Studying made me feel complete.\Good morning, Haru.\What?\Well, you're acting normal today.\Oh, something was wrong with me before. response:	Sorry.
context: I enjoyed solving problems quickly,\and I was always rewarded for the effort I put in.\Studying made me feel complete.\Good morning, Haru.\What?\Well, you're acting normal today.\Oh, something was wrong with me before.\Sorry. response:	We're friends.
context: and I was always rewarded for the effort I put in.\Studying made me feel complete.\Good morning, Haru.\What?\Well, you're acting normal today.\Oh, something was wrong with me before.\Sorry.\We're friends. response:	Let's not ruin that.
context: Studying made me feel complete.\Good morning, Haru.\What?\Well, you're acting normal today.\Oh, something was wrong with me before.\Sorry.\We're friends.\Let's not ruin that. response:	I don't know why I let myself lose control.
context: Good morning, Haru.\What?\Well, you're acting normal today.\Oh, something was wrong with me before.\Sorry.\We're friends.\Let's not ruin that.\I don't know why I let myself lose control. response:	My mind should be on studying,
context: What?\Well, you're acting normal today.\Oh, something was wrong with me before.\Sorry.\We're friends.\Let's not ruin that.\I don't know why I let myself lose control.\My mind should be on studying, response:	and ensuring that my future is bright.
context: Well, you're acting normal today.\Oh, something was wrong with me before.\Sorry.\We're friends.\Let's not ruin that.\I don't know why I let myself lose control.\My mind should be on studying,\and ensuring that my future is bright. response:	H-Hey, Shizuku.
context: Oh, something was wrong with me before.\Sorry.\We're friends.\Let's not ruin that.\I don't know why I let myself lose control.\My mind should be on studying,\and ensuring that my future is bright.\H-Hey, Shizuku. response:	A-Are you okay?
context: Sorry.\We're friends.\Let's not ruin that.\I don't know why I let myself lose control.\My mind should be on studying,\and ensuring that my future is bright.\H-Hey, Shizuku.\A-Are you okay? response:	I don't need anything that would be
context: We're friends.\Let's not ruin that.\I don't know why I let myself lose control.\My mind should be on studying,\and ensuring that my future is bright.\H-Hey, Shizuku.\A-Are you okay?\I don't need anything that would be response:	a distraction.
context: Let's not ruin that.\I don't know why I let myself lose control.\My mind should be on studying,\and ensuring that my future is bright.\H-Hey, Shizuku.\A-Are you okay?\I don't need anything that would be\a distraction. response:	What do you mean?
context: I don't know why I let myself lose control.\My mind should be on studying,\and ensuring that my future is bright.\H-Hey, Shizuku.\A-Are you okay?\I don't need anything that would be\a distraction.\What do you mean? response:	What did you mean when you said you love Mizutani-san?
context: My mind should be on studying,\and ensuring that my future is bright.\H-Hey, Shizuku.\A-Are you okay?\I don't need anything that would be\a distraction.\What do you mean?\What did you mean when you said you love Mizutani-san? response:	Do you mean that in a romantic way?
context: and ensuring that my future is bright.\H-Hey, Shizuku.\A-Are you okay?\I don't need anything that would be\a distraction.\What do you mean?\What did you mean when you said you love Mizutani-san?\Do you mean that in a romantic way? response:	What's wrong, Haru?
context: H-Hey, Shizuku.\A-Are you okay?\I don't need anything that would be\a distraction.\What do you mean?\What did you mean when you said you love Mizutani-san?\Do you mean that in a romantic way?\What's wrong, Haru? response:	I'm guessing...
context: A-Are you okay?\I don't need anything that would be\a distraction.\What do you mean?\What did you mean when you said you love Mizutani-san?\Do you mean that in a romantic way?\What's wrong, Haru?\I'm guessing... response:	The pot is still empty.
context: I don't need anything that would be\a distraction.\What do you mean?\What did you mean when you said you love Mizutani-san?\Do you mean that in a romantic way?\What's wrong, Haru?\I'm guessing...\The pot is still empty. response:	In retrospect,
context: a distraction.\What do you mean?\What did you mean when you said you love Mizutani-san?\Do you mean that in a romantic way?\What's wrong, Haru?\I'm guessing...\The pot is still empty.\In retrospect, response:	I've been through a flurry of changes since meeting Haru.
context: What do you mean?\What did you mean when you said you love Mizutani-san?\Do you mean that in a romantic way?\What's wrong, Haru?\I'm guessing...\The pot is still empty.\In retrospect,\I've been through a flurry of changes since meeting Haru. response:	It's all been more than I could handle.
context: What did you mean when you said you love Mizutani-san?\Do you mean that in a romantic way?\What's wrong, Haru?\I'm guessing...\The pot is still empty.\In retrospect,\I've been through a flurry of changes since meeting Haru.\It's all been more than I could handle. response:	So I will jettison everything that distracts me.
context: Do you mean that in a romantic way?\What's wrong, Haru?\I'm guessing...\The pot is still empty.\In retrospect,\I've been through a flurry of changes since meeting Haru.\It's all been more than I could handle.\So I will jettison everything that distracts me. response:	Misawa Batting Center
context: What's wrong, Haru?\I'm guessing...\The pot is still empty.\In retrospect,\I've been through a flurry of changes since meeting Haru.\It's all been more than I could handle.\So I will jettison everything that distracts me.\Misawa Batting Center response:	A date?
context: I'm guessing...\The pot is still empty.\In retrospect,\I've been through a flurry of changes since meeting Haru.\It's all been more than I could handle.\So I will jettison everything that distracts me.\Misawa Batting Center\A date? response:	Oh, they didn't tell you?
context: The pot is still empty.\In retrospect,\I've been through a flurry of changes since meeting Haru.\It's all been more than I could handle.\So I will jettison everything that distracts me.\Misawa Batting Center\A date?\Oh, they didn't tell you? response:	He left this morning to go on a date with Shizuku-chan.
context: In retrospect,\I've been through a flurry of changes since meeting Haru.\It's all been more than I could handle.\So I will jettison everything that distracts me.\Misawa Batting Center\A date?\Oh, they didn't tell you?\He left this morning to go on a date with Shizuku-chan. response:	I had no idea.
context: I've been through a flurry of changes since meeting Haru.\It's all been more than I could handle.\So I will jettison everything that distracts me.\Misawa Batting Center\A date?\Oh, they didn't tell you?\He left this morning to go on a date with Shizuku-chan.\I had no idea. response:	When I called Mitty's home,
context: It's all been more than I could handle.\So I will jettison everything that distracts me.\Misawa Batting Center\A date?\Oh, they didn't tell you?\He left this morning to go on a date with Shizuku-chan.\I had no idea.\When I called Mitty's home, response:	I heard that she was studying with Haru-kun.
context: So I will jettison everything that distracts me.\Misawa Batting Center\A date?\Oh, they didn't tell you?\He left this morning to go on a date with Shizuku-chan.\I had no idea.\When I called Mitty's home,\I heard that she was studying with Haru-kun. response:	Oh, so they're on a date. I see how it is.
context: Misawa Batting Center\A date?\Oh, they didn't tell you?\He left this morning to go on a date with Shizuku-chan.\I had no idea.\When I called Mitty's home,\I heard that she was studying with Haru-kun.\Oh, so they're on a date. I see how it is. response:	I guess they're making progress.
context: A date?\Oh, they didn't tell you?\He left this morning to go on a date with Shizuku-chan.\I had no idea.\When I called Mitty's home,\I heard that she was studying with Haru-kun.\Oh, so they're on a date. I see how it is.\I guess they're making progress. response:	I was starting to wonder since they always act the same.
context: Oh, they didn't tell you?\He left this morning to go on a date with Shizuku-chan.\I had no idea.\When I called Mitty's home,\I heard that she was studying with Haru-kun.\Oh, so they're on a date. I see how it is.\I guess they're making progress.\I was starting to wonder since they always act the same. response:	Seriously, Haru should be ashamed.
context: He left this morning to go on a date with Shizuku-chan.\I had no idea.\When I called Mitty's home,\I heard that she was studying with Haru-kun.\Oh, so they're on a date. I see how it is.\I guess they're making progress.\I was starting to wonder since they always act the same.\Seriously, Haru should be ashamed. response:	Shizuku-chan's the one confessing her love and asking him out on dates.
context: I had no idea.\When I called Mitty's home,\I heard that she was studying with Haru-kun.\Oh, so they're on a date. I see how it is.\I guess they're making progress.\I was starting to wonder since they always act the same.\Seriously, Haru should be ashamed.\Shizuku-chan's the one confessing her love and asking him out on dates. response:	I should give him a whipping.
context: When I called Mitty's home,\I heard that she was studying with Haru-kun.\Oh, so they're on a date. I see how it is.\I guess they're making progress.\I was starting to wonder since they always act the same.\Seriously, Haru should be ashamed.\Shizuku-chan's the one confessing her love and asking him out on dates.\I should give him a whipping. response:	Shizuku-chan's more aggressive than you'd think.
context: I heard that she was studying with Haru-kun.\Oh, so they're on a date. I see how it is.\I guess they're making progress.\I was starting to wonder since they always act the same.\Seriously, Haru should be ashamed.\Shizuku-chan's the one confessing her love and asking him out on dates.\I should give him a whipping.\Shizuku-chan's more aggressive than you'd think. response:	She has weird taste, too.
context: Oh, so they're on a date. I see how it is.\I guess they're making progress.\I was starting to wonder since they always act the same.\Seriously, Haru should be ashamed.\Shizuku-chan's the one confessing her love and asking him out on dates.\I should give him a whipping.\Shizuku-chan's more aggressive than you'd think.\She has weird taste, too. response:	Maybe she wants to mother him?
context: I guess they're making progress.\I was starting to wonder since they always act the same.\Seriously, Haru should be ashamed.\Shizuku-chan's the one confessing her love and asking him out on dates.\I should give him a whipping.\Shizuku-chan's more aggressive than you'd think.\She has weird taste, too.\Maybe she wants to mother him? response:	That type might actually be...
context: I was starting to wonder since they always act the same.\Seriously, Haru should be ashamed.\Shizuku-chan's the one confessing her love and asking him out on dates.\I should give him a whipping.\Shizuku-chan's more aggressive than you'd think.\She has weird taste, too.\Maybe she wants to mother him?\That type might actually be... response:	Nah.
context: Seriously, Haru should be ashamed.\Shizuku-chan's the one confessing her love and asking him out on dates.\I should give him a whipping.\Shizuku-chan's more aggressive than you'd think.\She has weird taste, too.\Maybe she wants to mother him?\That type might actually be...\Nah. response:	Public Library
context: Shizuku-chan's the one confessing her love and asking him out on dates.\I should give him a whipping.\Shizuku-chan's more aggressive than you'd think.\She has weird taste, too.\Maybe she wants to mother him?\That type might actually be...\Nah.\Public Library response:	Hey, Shizuku!
context: I should give him a whipping.\Shizuku-chan's more aggressive than you'd think.\She has weird taste, too.\Maybe she wants to mother him?\That type might actually be...\Nah.\Public Library\Hey, Shizuku! response:	Do you know why we're here today?!
context: Shizuku-chan's more aggressive than you'd think.\She has weird taste, too.\Maybe she wants to mother him?\That type might actually be...\Nah.\Public Library\Hey, Shizuku!\Do you know why we're here today?! response:	To study for exams?
context: She has weird taste, too.\Maybe she wants to mother him?\That type might actually be...\Nah.\Public Library\Hey, Shizuku!\Do you know why we're here today?!\To study for exams? response:	I knew it.
context: Maybe she wants to mother him?\That type might actually be...\Nah.\Public Library\Hey, Shizuku!\Do you know why we're here today?!\To study for exams?\I knew it. response:	You've been studying by yourself all morning.
context: That type might actually be...\Nah.\Public Library\Hey, Shizuku!\Do you know why we're here today?!\To study for exams?\I knew it.\You've been studying by yourself all morning. response:	This is supposed to be a date!
context: Nah.\Public Library\Hey, Shizuku!\Do you know why we're here today?!\To study for exams?\I knew it.\You've been studying by yourself all morning.\This is supposed to be a date! response:	You told me to take you to the library!
context: Public Library\Hey, Shizuku!\Do you know why we're here today?!\To study for exams?\I knew it.\You've been studying by yourself all morning.\This is supposed to be a date!\You told me to take you to the library! response:	Oh.
context: Hey, Shizuku!\Do you know why we're here today?!\To study for exams?\I knew it.\You've been studying by yourself all morning.\This is supposed to be a date!\You told me to take you to the library!\Oh. response:	Sorry, I didn't realize.
context: Do you know why we're here today?!\To study for exams?\I knew it.\You've been studying by yourself all morning.\This is supposed to be a date!\You told me to take you to the library!\Oh.\Sorry, I didn't realize. response:	Really?
context: To study for exams?\I knew it.\You've been studying by yourself all morning.\This is supposed to be a date!\You told me to take you to the library!\Oh.\Sorry, I didn't realize.\Really? response:	Well, as long as you know now.
context: I knew it.\You've been studying by yourself all morning.\This is supposed to be a date!\You told me to take you to the library!\Oh.\Sorry, I didn't realize.\Really?\Well, as long as you know now. response:	What's wrong, Natsume-chan?
context: You've been studying by yourself all morning.\This is supposed to be a date!\You told me to take you to the library!\Oh.\Sorry, I didn't realize.\Really?\Well, as long as you know now.\What's wrong, Natsume-chan? response:	I had no idea...
context: This is supposed to be a date!\You told me to take you to the library!\Oh.\Sorry, I didn't realize.\Really?\Well, as long as you know now.\What's wrong, Natsume-chan?\I had no idea... response:	She didn't say a word
context: You told me to take you to the library!\Oh.\Sorry, I didn't realize.\Really?\Well, as long as you know now.\What's wrong, Natsume-chan?\I had no idea...\She didn't say a word response:	about her confession or this date...
context: Oh.\Sorry, I didn't realize.\Really?\Well, as long as you know now.\What's wrong, Natsume-chan?\I had no idea...\She didn't say a word\about her confession or this date... response:	Mitty never tells me anything.
context: Sorry, I didn't realize.\Really?\Well, as long as you know now.\What's wrong, Natsume-chan?\I had no idea...\She didn't say a word\about her confession or this date...\Mitty never tells me anything. response:	I have a feeling that Shizuku-chan
context: Really?\Well, as long as you know now.\What's wrong, Natsume-chan?\I had no idea...\She didn't say a word\about her confession or this date...\Mitty never tells me anything.\I have a feeling that Shizuku-chan response:	never considers asking other people for advice,
context: Well, as long as you know now.\What's wrong, Natsume-chan?\I had no idea...\She didn't say a word\about her confession or this date...\Mitty never tells me anything.\I have a feeling that Shizuku-chan\never considers asking other people for advice, response:	since she's never done it before.
context: What's wrong, Natsume-chan?\I had no idea...\She didn't say a word\about her confession or this date...\Mitty never tells me anything.\I have a feeling that Shizuku-chan\never considers asking other people for advice,\since she's never done it before. response:	It's not that she doesn't want to talk to you about it.
context: I had no idea...\She didn't say a word\about her confession or this date...\Mitty never tells me anything.\I have a feeling that Shizuku-chan\never considers asking other people for advice,\since she's never done it before.\It's not that she doesn't want to talk to you about it. response:	I'm sure she'll talk to you soon enough.
context: She didn't say a word\about her confession or this date...\Mitty never tells me anything.\I have a feeling that Shizuku-chan\never considers asking other people for advice,\since she's never done it before.\It's not that she doesn't want to talk to you about it.\I'm sure she'll talk to you soon enough. response:	Love requires more than one person.
context: about her confession or this date...\Mitty never tells me anything.\I have a feeling that Shizuku-chan\never considers asking other people for advice,\since she's never done it before.\It's not that she doesn't want to talk to you about it.\I'm sure she'll talk to you soon enough.\Love requires more than one person. response:	She'll realize that she can't do everything alone.
context: Mitty never tells me anything.\I have a feeling that Shizuku-chan\never considers asking other people for advice,\since she's never done it before.\It's not that she doesn't want to talk to you about it.\I'm sure she'll talk to you soon enough.\Love requires more than one person.\She'll realize that she can't do everything alone. response:	And you'll be there for her when that happens.
context: I have a feeling that Shizuku-chan\never considers asking other people for advice,\since she's never done it before.\It's not that she doesn't want to talk to you about it.\I'm sure she'll talk to you soon enough.\Love requires more than one person.\She'll realize that she can't do everything alone.\And you'll be there for her when that happens. response:	It should be sooner rather than later.
context: never considers asking other people for advice,\since she's never done it before.\It's not that she doesn't want to talk to you about it.\I'm sure she'll talk to you soon enough.\Love requires more than one person.\She'll realize that she can't do everything alone.\And you'll be there for her when that happens.\It should be sooner rather than later. response:	They're probably running into a few bumps.
context: since she's never done it before.\It's not that she doesn't want to talk to you about it.\I'm sure she'll talk to you soon enough.\Love requires more than one person.\She'll realize that she can't do everything alone.\And you'll be there for her when that happens.\It should be sooner rather than later.\They're probably running into a few bumps. response:	Really?
context: It's not that she doesn't want to talk to you about it.\I'm sure she'll talk to you soon enough.\Love requires more than one person.\She'll realize that she can't do everything alone.\And you'll be there for her when that happens.\It should be sooner rather than later.\They're probably running into a few bumps.\Really? response:	They look like they could hook up at any moment,
context: I'm sure she'll talk to you soon enough.\Love requires more than one person.\She'll realize that she can't do everything alone.\And you'll be there for her when that happens.\It should be sooner rather than later.\They're probably running into a few bumps.\Really?\They look like they could hook up at any moment, response:	considering how honest they both are.
context: Love requires more than one person.\She'll realize that she can't do everything alone.\And you'll be there for her when that happens.\It should be sooner rather than later.\They're probably running into a few bumps.\Really?\They look like they could hook up at any moment,\considering how honest they both are. response:	Honesty isn't necessarily a virtue.
context: She'll realize that she can't do everything alone.\And you'll be there for her when that happens.\It should be sooner rather than later.\They're probably running into a few bumps.\Really?\They look like they could hook up at any moment,\considering how honest they both are.\Honesty isn't necessarily a virtue. response:	Plus, Haru's a coward.
context: And you'll be there for her when that happens.\It should be sooner rather than later.\They're probably running into a few bumps.\Really?\They look like they could hook up at any moment,\considering how honest they both are.\Honesty isn't necessarily a virtue.\Plus, Haru's a coward. response:	He might run away when the time comes.
context: It should be sooner rather than later.\They're probably running into a few bumps.\Really?\They look like they could hook up at any moment,\considering how honest they both are.\Honesty isn't necessarily a virtue.\Plus, Haru's a coward.\He might run away when the time comes. response:	He's staring at me...
context: They're probably running into a few bumps.\Really?\They look like they could hook up at any moment,\considering how honest they both are.\Honesty isn't necessarily a virtue.\Plus, Haru's a coward.\He might run away when the time comes.\He's staring at me... response:	Stay calm.
context: Really?\They look like they could hook up at any moment,\considering how honest they both are.\Honesty isn't necessarily a virtue.\Plus, Haru's a coward.\He might run away when the time comes.\He's staring at me...\Stay calm. response:	Don't let him get to me.
context: They look like they could hook up at any moment,\considering how honest they both are.\Honesty isn't necessarily a virtue.\Plus, Haru's a coward.\He might run away when the time comes.\He's staring at me...\Stay calm.\Don't let him get to me. response:	I won't let him distract me now.
context: considering how honest they both are.\Honesty isn't necessarily a virtue.\Plus, Haru's a coward.\He might run away when the time comes.\He's staring at me...\Stay calm.\Don't let him get to me.\I won't let him distract me now. response:	Um, Haru...
context: Honesty isn't necessarily a virtue.\Plus, Haru's a coward.\He might run away when the time comes.\He's staring at me...\Stay calm.\Don't let him get to me.\I won't let him distract me now.\Um, Haru... response:	What is it?
context: Plus, Haru's a coward.\He might run away when the time comes.\He's staring at me...\Stay calm.\Don't let him get to me.\I won't let him distract me now.\Um, Haru...\What is it? response:	Nothing...
context: He might run away when the time comes.\He's staring at me...\Stay calm.\Don't let him get to me.\I won't let him distract me now.\Um, Haru...\What is it?\Nothing... response:	Are you in love with me?
context: He's staring at me...\Stay calm.\Don't let him get to me.\I won't let him distract me now.\Um, Haru...\What is it?\Nothing...\Are you in love with me? response:	I want to just blurt that out.
context: Stay calm.\Don't let him get to me.\I won't let him distract me now.\Um, Haru...\What is it?\Nothing...\Are you in love with me?\I want to just blurt that out. response:	Haru, I want to make something clear.
context: Don't let him get to me.\I won't let him distract me now.\Um, Haru...\What is it?\Nothing...\Are you in love with me?\I want to just blurt that out.\Haru, I want to make something clear. response:	I wasn't sure if I needed to tell you this,
context: I won't let him distract me now.\Um, Haru...\What is it?\Nothing...\Are you in love with me?\I want to just blurt that out.\Haru, I want to make something clear.\I wasn't sure if I needed to tell you this, response:	but I no longer feel attracted to you.
context: Um, Haru...\What is it?\Nothing...\Are you in love with me?\I want to just blurt that out.\Haru, I want to make something clear.\I wasn't sure if I needed to tell you this,\but I no longer feel attracted to you. response:	Huh?
context: What is it?\Nothing...\Are you in love with me?\I want to just blurt that out.\Haru, I want to make something clear.\I wasn't sure if I needed to tell you this,\but I no longer feel attracted to you.\Huh? response:	He needs to stop overreacting.
context: Nothing...\Are you in love with me?\I want to just blurt that out.\Haru, I want to make something clear.\I wasn't sure if I needed to tell you this,\but I no longer feel attracted to you.\Huh?\He needs to stop overreacting. response:	I realized that I wasn't able to control my emotions.
context: Are you in love with me?\I want to just blurt that out.\Haru, I want to make something clear.\I wasn't sure if I needed to tell you this,\but I no longer feel attracted to you.\Huh?\He needs to stop overreacting.\I realized that I wasn't able to control my emotions. response:	I can't let my grades suffer any more.
context: I want to just blurt that out.\Haru, I want to make something clear.\I wasn't sure if I needed to tell you this,\but I no longer feel attracted to you.\Huh?\He needs to stop overreacting.\I realized that I wasn't able to control my emotions.\I can't let my grades suffer any more. response:	I'm not like you.
context: Haru, I want to make something clear.\I wasn't sure if I needed to tell you this,\but I no longer feel attracted to you.\Huh?\He needs to stop overreacting.\I realized that I wasn't able to control my emotions.\I can't let my grades suffer any more.\I'm not like you. response:	I have to work through a problem
context: I wasn't sure if I needed to tell you this,\but I no longer feel attracted to you.\Huh?\He needs to stop overreacting.\I realized that I wasn't able to control my emotions.\I can't let my grades suffer any more.\I'm not like you.\I have to work through a problem response:	multiple times before I can solve it.
context: but I no longer feel attracted to you.\Huh?\He needs to stop overreacting.\I realized that I wasn't able to control my emotions.\I can't let my grades suffer any more.\I'm not like you.\I have to work through a problem\multiple times before I can solve it. response:	I think you mentioned that once.
context: Huh?\He needs to stop overreacting.\I realized that I wasn't able to control my emotions.\I can't let my grades suffer any more.\I'm not like you.\I have to work through a problem\multiple times before I can solve it.\I think you mentioned that once. response:	Can I ask you something?
context: He needs to stop overreacting.\I realized that I wasn't able to control my emotions.\I can't let my grades suffer any more.\I'm not like you.\I have to work through a problem\multiple times before I can solve it.\I think you mentioned that once.\Can I ask you something? response:	Am I a distraction now?
