context: Five, four... response:	Three, two...
context: All right, Dad. I got it.\Have you found the cipher?\We are currently searching for the body.\I've made arrangements at the morgue.\A scavenger, eh?\Can you trust him?\The man has debts to pay.\Those motivated by money are always the most predictable. response:	W-wait, please!
context: Have you found the cipher?\We are currently searching for the body.\I've made arrangements at the morgue.\A scavenger, eh?\Can you trust him?\The man has debts to pay.\Those motivated by money are always the most predictable.\W-wait, please! response:	I'll be getting the money soon, all of it!
context: We are currently searching for the body.\I've made arrangements at the morgue.\A scavenger, eh?\Can you trust him?\The man has debts to pay.\Those motivated by money are always the most predictable.\W-wait, please!\I'll be getting the money soon, all of it! response:	Then I swear I'll pay you back!
context: I've made arrangements at the morgue.\A scavenger, eh?\Can you trust him?\The man has debts to pay.\Those motivated by money are always the most predictable.\W-wait, please!\I'll be getting the money soon, all of it!\Then I swear I'll pay you back! response:	And you expect me to believe that?
context: A scavenger, eh?\Can you trust him?\The man has debts to pay.\Those motivated by money are always the most predictable.\W-wait, please!\I'll be getting the money soon, all of it!\Then I swear I'll pay you back!\And you expect me to believe that? response:	Oh, I know!
context: Can you trust him?\The man has debts to pay.\Those motivated by money are always the most predictable.\W-wait, please!\I'll be getting the money soon, all of it!\Then I swear I'll pay you back!\And you expect me to believe that?\Oh, I know! response:	If YOU can't pay, maybe we'll ask your daughter to get us the money.
context: The man has debts to pay.\Those motivated by money are always the most predictable.\W-wait, please!\I'll be getting the money soon, all of it!\Then I swear I'll pay you back!\And you expect me to believe that?\Oh, I know!\If YOU can't pay, maybe we'll ask your daughter to get us the money. response:	She really is quite a beauty.
context: Those motivated by money are always the most predictable.\W-wait, please!\I'll be getting the money soon, all of it!\Then I swear I'll pay you back!\And you expect me to believe that?\Oh, I know!\If YOU can't pay, maybe we'll ask your daughter to get us the money.\She really is quite a beauty. response:	Say the word, and I could consider your loan repaid.
context: W-wait, please!\I'll be getting the money soon, all of it!\Then I swear I'll pay you back!\And you expect me to believe that?\Oh, I know!\If YOU can't pay, maybe we'll ask your daughter to get us the money.\She really is quite a beauty.\Say the word, and I could consider your loan repaid. response:	That's...!
context: I'll be getting the money soon, all of it!\Then I swear I'll pay you back!\And you expect me to believe that?\Oh, I know!\If YOU can't pay, maybe we'll ask your daughter to get us the money.\She really is quite a beauty.\Say the word, and I could consider your loan repaid.\That's...! response:	What happened to your face?
context: Then I swear I'll pay you back!\And you expect me to believe that?\Oh, I know!\If YOU can't pay, maybe we'll ask your daughter to get us the money.\She really is quite a beauty.\Say the word, and I could consider your loan repaid.\That's...!\What happened to your face? response:	N-nothing. Get back to work!
context: And you expect me to believe that?\Oh, I know!\If YOU can't pay, maybe we'll ask your daughter to get us the money.\She really is quite a beauty.\Say the word, and I could consider your loan repaid.\That's...!\What happened to your face?\N-nothing. Get back to work! response:	I bet it was just another drunken brawl anyway!
context: Oh, I know!\If YOU can't pay, maybe we'll ask your daughter to get us the money.\She really is quite a beauty.\Say the word, and I could consider your loan repaid.\That's...!\What happened to your face?\N-nothing. Get back to work!\I bet it was just another drunken brawl anyway! response:	Miss Dorothy!
context: If YOU can't pay, maybe we'll ask your daughter to get us the money.\She really is quite a beauty.\Say the word, and I could consider your loan repaid.\That's...!\What happened to your face?\N-nothing. Get back to work!\I bet it was just another drunken brawl anyway!\Miss Dorothy! response:	So that's the cipher?
context: She really is quite a beauty.\Say the word, and I could consider your loan repaid.\That's...!\What happened to your face?\N-nothing. Get back to work!\I bet it was just another drunken brawl anyway!\Miss Dorothy!\So that's the cipher? response:	Yes. I'm going to copy it.
context: Say the word, and I could consider your loan repaid.\That's...!\What happened to your face?\N-nothing. Get back to work!\I bet it was just another drunken brawl anyway!\Miss Dorothy!\So that's the cipher?\Yes. I'm going to copy it. response:	We can't just take it with us?
context: That's...!\What happened to your face?\N-nothing. Get back to work!\I bet it was just another drunken brawl anyway!\Miss Dorothy!\So that's the cipher?\Yes. I'm going to copy it.\We can't just take it with us? response:	We don't want the Duke of Normandy to find out.
context: What happened to your face?\N-nothing. Get back to work!\I bet it was just another drunken brawl anyway!\Miss Dorothy!\So that's the cipher?\Yes. I'm going to copy it.\We can't just take it with us?\We don't want the Duke of Normandy to find out. response:	Besides...
context: N-nothing. Get back to work!\I bet it was just another drunken brawl anyway!\Miss Dorothy!\So that's the cipher?\Yes. I'm going to copy it.\We can't just take it with us?\We don't want the Duke of Normandy to find out.\Besides... response:	This will help my dad.
context: I bet it was just another drunken brawl anyway!\Miss Dorothy!\So that's the cipher?\Yes. I'm going to copy it.\We can't just take it with us?\We don't want the Duke of Normandy to find out.\Besides...\This will help my dad. response:	Never mind. Let's hurry.
context: Miss Dorothy!\So that's the cipher?\Yes. I'm going to copy it.\We can't just take it with us?\We don't want the Duke of Normandy to find out.\Besides...\This will help my dad.\Never mind. Let's hurry. response:	Right.
context: So that's the cipher?\Yes. I'm going to copy it.\We can't just take it with us?\We don't want the Duke of Normandy to find out.\Besides...\This will help my dad.\Never mind. Let's hurry.\Right. response:	Not him, either.
context: Yes. I'm going to copy it.\We can't just take it with us?\We don't want the Duke of Normandy to find out.\Besides...\This will help my dad.\Never mind. Let's hurry.\Right.\Not him, either. response:	Owww. Dammit.
context: We can't just take it with us?\We don't want the Duke of Normandy to find out.\Besides...\This will help my dad.\Never mind. Let's hurry.\Right.\Not him, either.\Owww. Dammit. response:	If I just had the money, I'd kiss this place goodbye.
context: We don't want the Duke of Normandy to find out.\Besides...\This will help my dad.\Never mind. Let's hurry.\Right.\Not him, either.\Owww. Dammit.\If I just had the money, I'd kiss this place goodbye. response:	Dad!
context: Besides...\This will help my dad.\Never mind. Let's hurry.\Right.\Not him, either.\Owww. Dammit.\If I just had the money, I'd kiss this place goodbye.\Dad! response:	What? What do you want?
context: This will help my dad.\Never mind. Let's hurry.\Right.\Not him, either.\Owww. Dammit.\If I just had the money, I'd kiss this place goodbye.\Dad!\What? What do you want? response:	I found it!
context: Never mind. Let's hurry.\Right.\Not him, either.\Owww. Dammit.\If I just had the money, I'd kiss this place goodbye.\Dad!\What? What do you want?\I found it! response:	Here.
context: Right.\Not him, either.\Owww. Dammit.\If I just had the money, I'd kiss this place goodbye.\Dad!\What? What do you want?\I found it!\Here. response:	You did it, Daisy!
context: Not him, either.\Owww. Dammit.\If I just had the money, I'd kiss this place goodbye.\Dad!\What? What do you want?\I found it!\Here.\You did it, Daisy! response:	That's my girl!
context: Owww. Dammit.\If I just had the money, I'd kiss this place goodbye.\Dad!\What? What do you want?\I found it!\Here.\You did it, Daisy!\That's my girl! response:	Ugh, don't get carried away.
context: If I just had the money, I'd kiss this place goodbye.\Dad!\What? What do you want?\I found it!\Here.\You did it, Daisy!\That's my girl!\Ugh, don't get carried away. response:	Get away from me, you reek of booze.
context: Dad!\What? What do you want?\I found it!\Here.\You did it, Daisy!\That's my girl!\Ugh, don't get carried away.\Get away from me, you reek of booze. response:	Don't say that!
context: What? What do you want?\I found it!\Here.\You did it, Daisy!\That's my girl!\Ugh, don't get carried away.\Get away from me, you reek of booze.\Don't say that! response:	You'll be drinking with me tonight! To celebrate!
context: I found it!\Here.\You did it, Daisy!\That's my girl!\Ugh, don't get carried away.\Get away from me, you reek of booze.\Don't say that!\You'll be drinking with me tonight! To celebrate! response:	Uh, wait!
context: Here.\You did it, Daisy!\That's my girl!\Ugh, don't get carried away.\Get away from me, you reek of booze.\Don't say that!\You'll be drinking with me tonight! To celebrate!\Uh, wait! response:	Dad!
context: You did it, Daisy!\That's my girl!\Ugh, don't get carried away.\Get away from me, you reek of booze.\Don't say that!\You'll be drinking with me tonight! To celebrate!\Uh, wait!\Dad! response:	Oh, pardon me.
context: That's my girl!\Ugh, don't get carried away.\Get away from me, you reek of booze.\Don't say that!\You'll be drinking with me tonight! To celebrate!\Uh, wait!\Dad!\Oh, pardon me. response:	Wait for me at the pub on Ghost Street!
context: Ugh, don't get carried away.\Get away from me, you reek of booze.\Don't say that!\You'll be drinking with me tonight! To celebrate!\Uh, wait!\Dad!\Oh, pardon me.\Wait for me at the pub on Ghost Street! response:	Bring your friend!
context: Get away from me, you reek of booze.\Don't say that!\You'll be drinking with me tonight! To celebrate!\Uh, wait!\Dad!\Oh, pardon me.\Wait for me at the pub on Ghost Street!\Bring your friend! response:	I'm kissing this rubbish life goodbye!
context: Don't say that!\You'll be drinking with me tonight! To celebrate!\Uh, wait!\Dad!\Oh, pardon me.\Wait for me at the pub on Ghost Street!\Bring your friend!\I'm kissing this rubbish life goodbye! response:	Money, money! I'm rich!
context: You'll be drinking with me tonight! To celebrate!\Uh, wait!\Dad!\Oh, pardon me.\Wait for me at the pub on Ghost Street!\Bring your friend!\I'm kissing this rubbish life goodbye!\Money, money! I'm rich! response:	I'm here, my lovely.
context: Uh, wait!\Dad!\Oh, pardon me.\Wait for me at the pub on Ghost Street!\Bring your friend!\I'm kissing this rubbish life goodbye!\Money, money! I'm rich!\I'm here, my lovely. response:	Do you have it?
context: Dad!\Oh, pardon me.\Wait for me at the pub on Ghost Street!\Bring your friend!\I'm kissing this rubbish life goodbye!\Money, money! I'm rich!\I'm here, my lovely.\Do you have it? response:	I wouldn't be here if I didn't.
context: Oh, pardon me.\Wait for me at the pub on Ghost Street!\Bring your friend!\I'm kissing this rubbish life goodbye!\Money, money! I'm rich!\I'm here, my lovely.\Do you have it?\I wouldn't be here if I didn't. response:	Let me make sure.
context: Wait for me at the pub on Ghost Street!\Bring your friend!\I'm kissing this rubbish life goodbye!\Money, money! I'm rich!\I'm here, my lovely.\Do you have it?\I wouldn't be here if I didn't.\Let me make sure. response:	Ah-ah-ah, terms first.
context: Bring your friend!\I'm kissing this rubbish life goodbye!\Money, money! I'm rich!\I'm here, my lovely.\Do you have it?\I wouldn't be here if I didn't.\Let me make sure.\Ah-ah-ah, terms first. response:	You need it, don't you?
context: I'm kissing this rubbish life goodbye!\Money, money! I'm rich!\I'm here, my lovely.\Do you have it?\I wouldn't be here if I didn't.\Let me make sure.\Ah-ah-ah, terms first.\You need it, don't you? response:	So let's see a little more money in return, eh?
context: Money, money! I'm rich!\I'm here, my lovely.\Do you have it?\I wouldn't be here if I didn't.\Let me make sure.\Ah-ah-ah, terms first.\You need it, don't you?\So let's see a little more money in return, eh? response:	The pub on Ghost Street?
context: I'm here, my lovely.\Do you have it?\I wouldn't be here if I didn't.\Let me make sure.\Ah-ah-ah, terms first.\You need it, don't you?\So let's see a little more money in return, eh?\The pub on Ghost Street? response:	Yeah. Dad told me to meet him there.
context: Do you have it?\I wouldn't be here if I didn't.\Let me make sure.\Ah-ah-ah, terms first.\You need it, don't you?\So let's see a little more money in return, eh?\The pub on Ghost Street?\Yeah. Dad told me to meet him there. response:	That's wonderful.
context: I wouldn't be here if I didn't.\Let me make sure.\Ah-ah-ah, terms first.\You need it, don't you?\So let's see a little more money in return, eh?\The pub on Ghost Street?\Yeah. Dad told me to meet him there.\That's wonderful. response:	You patched things up with your father.
context: Let me make sure.\Ah-ah-ah, terms first.\You need it, don't you?\So let's see a little more money in return, eh?\The pub on Ghost Street?\Yeah. Dad told me to meet him there.\That's wonderful.\You patched things up with your father. response:	Oh, I don't know about that.
context: Ah-ah-ah, terms first.\You need it, don't you?\So let's see a little more money in return, eh?\The pub on Ghost Street?\Yeah. Dad told me to meet him there.\That's wonderful.\You patched things up with your father.\Oh, I don't know about that. response:	What's this?
context: You need it, don't you?\So let's see a little more money in return, eh?\The pub on Ghost Street?\Yeah. Dad told me to meet him there.\That's wonderful.\You patched things up with your father.\Oh, I don't know about that.\What's this? response:	Goodness gracious, she came with a bonus!
context: So let's see a little more money in return, eh?\The pub on Ghost Street?\Yeah. Dad told me to meet him there.\That's wonderful.\You patched things up with your father.\Oh, I don't know about that.\What's this?\Goodness gracious, she came with a bonus! response:	I didn't think he'd give me TWO. What surprisingly good service.
context: The pub on Ghost Street?\Yeah. Dad told me to meet him there.\That's wonderful.\You patched things up with your father.\Oh, I don't know about that.\What's this?\Goodness gracious, she came with a bonus!\I didn't think he'd give me TWO. What surprisingly good service. response:	What are you talking about?
context: Yeah. Dad told me to meet him there.\That's wonderful.\You patched things up with your father.\Oh, I don't know about that.\What's this?\Goodness gracious, she came with a bonus!\I didn't think he'd give me TWO. What surprisingly good service.\What are you talking about? response:	Oh, no, didn't he tell you?
context: That's wonderful.\You patched things up with your father.\Oh, I don't know about that.\What's this?\Goodness gracious, she came with a bonus!\I didn't think he'd give me TWO. What surprisingly good service.\What are you talking about?\Oh, no, didn't he tell you? response:	Your father owes me a lot of money.
context: You patched things up with your father.\Oh, I don't know about that.\What's this?\Goodness gracious, she came with a bonus!\I didn't think he'd give me TWO. What surprisingly good service.\What are you talking about?\Oh, no, didn't he tell you?\Your father owes me a lot of money. response:	She's a nice bit of skirt, too.
context: Oh, I don't know about that.\What's this?\Goodness gracious, she came with a bonus!\I didn't think he'd give me TWO. What surprisingly good service.\What are you talking about?\Oh, no, didn't he tell you?\Your father owes me a lot of money.\She's a nice bit of skirt, too. response:	That'll cover interest and then some.
context: What's this?\Goodness gracious, she came with a bonus!\I didn't think he'd give me TWO. What surprisingly good service.\What are you talking about?\Oh, no, didn't he tell you?\Your father owes me a lot of money.\She's a nice bit of skirt, too.\That'll cover interest and then some. response:	I don't follow.
context: Goodness gracious, she came with a bonus!\I didn't think he'd give me TWO. What surprisingly good service.\What are you talking about?\Oh, no, didn't he tell you?\Your father owes me a lot of money.\She's a nice bit of skirt, too.\That'll cover interest and then some.\I don't follow. response:	It's only logical that the daughter would shoulder her father's debt, isn't it?
context: I didn't think he'd give me TWO. What surprisingly good service.\What are you talking about?\Oh, no, didn't he tell you?\Your father owes me a lot of money.\She's a nice bit of skirt, too.\That'll cover interest and then some.\I don't follow.\It's only logical that the daughter would shoulder her father's debt, isn't it? response:	Don't hate me. Hate the fact that you had that louse for a father.
context: What are you talking about?\Oh, no, didn't he tell you?\Your father owes me a lot of money.\She's a nice bit of skirt, too.\That'll cover interest and then some.\I don't follow.\It's only logical that the daughter would shoulder her father's debt, isn't it?\Don't hate me. Hate the fact that you had that louse for a father. response:	Wait for me at the pub on Ghost Street!
context: Oh, no, didn't he tell you?\Your father owes me a lot of money.\She's a nice bit of skirt, too.\That'll cover interest and then some.\I don't follow.\It's only logical that the daughter would shoulder her father's debt, isn't it?\Don't hate me. Hate the fact that you had that louse for a father.\Wait for me at the pub on Ghost Street! response:	I'm kissing this rubbish life goodbye!
context: Your father owes me a lot of money.\She's a nice bit of skirt, too.\That'll cover interest and then some.\I don't follow.\It's only logical that the daughter would shoulder her father's debt, isn't it?\Don't hate me. Hate the fact that you had that louse for a father.\Wait for me at the pub on Ghost Street!\I'm kissing this rubbish life goodbye! response:	Dad...
context: She's a nice bit of skirt, too.\That'll cover interest and then some.\I don't follow.\It's only logical that the daughter would shoulder her father's debt, isn't it?\Don't hate me. Hate the fact that you had that louse for a father.\Wait for me at the pub on Ghost Street!\I'm kissing this rubbish life goodbye!\Dad... response:	You just have to face facts.
context: That'll cover interest and then some.\I don't follow.\It's only logical that the daughter would shoulder her father's debt, isn't it?\Don't hate me. Hate the fact that you had that louse for a father.\Wait for me at the pub on Ghost Street!\I'm kissing this rubbish life goodbye!\Dad...\You just have to face facts. response:	And you, too, Little Lady.
context: I don't follow.\It's only logical that the daughter would shoulder her father's debt, isn't it?\Don't hate me. Hate the fact that you had that louse for a father.\Wait for me at the pub on Ghost Street!\I'm kissing this rubbish life goodbye!\Dad...\You just have to face facts.\And you, too, Little Lady. response:	Wench!
context: It's only logical that the daughter would shoulder her father's debt, isn't it?\Don't hate me. Hate the fact that you had that louse for a father.\Wait for me at the pub on Ghost Street!\I'm kissing this rubbish life goodbye!\Dad...\You just have to face facts.\And you, too, Little Lady.\Wench! response:	Hey, stop! What is wrong with you, woman?!
context: Don't hate me. Hate the fact that you had that louse for a father.\Wait for me at the pub on Ghost Street!\I'm kissing this rubbish life goodbye!\Dad...\You just have to face facts.\And you, too, Little Lady.\Wench!\Hey, stop! What is wrong with you, woman?! response:	Sorry, but I am beyond furious right now.
context: Wait for me at the pub on Ghost Street!\I'm kissing this rubbish life goodbye!\Dad...\You just have to face facts.\And you, too, Little Lady.\Wench!\Hey, stop! What is wrong with you, woman?!\Sorry, but I am beyond furious right now. response:	I can't hold myself back!
context: I'm kissing this rubbish life goodbye!\Dad...\You just have to face facts.\And you, too, Little Lady.\Wench!\Hey, stop! What is wrong with you, woman?!\Sorry, but I am beyond furious right now.\I can't hold myself back! response:	What are you doing?
context: Dad...\You just have to face facts.\And you, too, Little Lady.\Wench!\Hey, stop! What is wrong with you, woman?!\Sorry, but I am beyond furious right now.\I can't hold myself back!\What are you doing? response:	Get up and show her what for!
context: You just have to face facts.\And you, too, Little Lady.\Wench!\Hey, stop! What is wrong with you, woman?!\Sorry, but I am beyond furious right now.\I can't hold myself back!\What are you doing?\Get up and show her what for! response:	Beatrice!
context: And you, too, Little Lady.\Wench!\Hey, stop! What is wrong with you, woman?!\Sorry, but I am beyond furious right now.\I can't hold myself back!\What are you doing?\Get up and show her what for!\Beatrice! response:	G-got it!
context: Wench!\Hey, stop! What is wrong with you, woman?!\Sorry, but I am beyond furious right now.\I can't hold myself back!\What are you doing?\Get up and show her what for!\Beatrice!\G-got it! response:	Damn you!
context: Hey, stop! What is wrong with you, woman?!\Sorry, but I am beyond furious right now.\I can't hold myself back!\What are you doing?\Get up and show her what for!\Beatrice!\G-got it!\Damn you! response:	Why did I ever think SHE was a looker?
context: Sorry, but I am beyond furious right now.\I can't hold myself back!\What are you doing?\Get up and show her what for!\Beatrice!\G-got it!\Damn you!\Why did I ever think SHE was a looker? response:	You she-devil!
context: I can't hold myself back!\What are you doing?\Get up and show her what for!\Beatrice!\G-got it!\Damn you!\Why did I ever think SHE was a looker?\You she-devil! response:	Ow, that hurt!
context: What are you doing?\Get up and show her what for!\Beatrice!\G-got it!\Damn you!\Why did I ever think SHE was a looker?\You she-devil!\Ow, that hurt! response:	No, stop! Stop!
context: Get up and show her what for!\Beatrice!\G-got it!\Damn you!\Why did I ever think SHE was a looker?\You she-devil!\Ow, that hurt!\No, stop! Stop! response:	Y-you came here alone, so I assumed he'd given his seal of approval!
context: Beatrice!\G-got it!\Damn you!\Why did I ever think SHE was a looker?\You she-devil!\Ow, that hurt!\No, stop! Stop!\Y-you came here alone, so I assumed he'd given his seal of approval! response:	What do you mean?
context: G-got it!\Damn you!\Why did I ever think SHE was a looker?\You she-devil!\Ow, that hurt!\No, stop! Stop!\Y-you came here alone, so I assumed he'd given his seal of approval!\What do you mean? response:	I told him to give us his daughter to pay off his loan.
context: Damn you!\Why did I ever think SHE was a looker?\You she-devil!\Ow, that hurt!\No, stop! Stop!\Y-you came here alone, so I assumed he'd given his seal of approval!\What do you mean?\I told him to give us his daughter to pay off his loan. response:	And he...
context: Why did I ever think SHE was a looker?\You she-devil!\Ow, that hurt!\No, stop! Stop!\Y-you came here alone, so I assumed he'd given his seal of approval!\What do you mean?\I told him to give us his daughter to pay off his loan.\And he... response:	Soon! I'm getting a lot of money soon!
context: You she-devil!\Ow, that hurt!\No, stop! Stop!\Y-you came here alone, so I assumed he'd given his seal of approval!\What do you mean?\I told him to give us his daughter to pay off his loan.\And he...\Soon! I'm getting a lot of money soon! response:	Let go of me!
context: Ow, that hurt!\No, stop! Stop!\Y-you came here alone, so I assumed he'd given his seal of approval!\What do you mean?\I told him to give us his daughter to pay off his loan.\And he...\Soon! I'm getting a lot of money soon!\Let go of me! response:	I swear I'll pay you back!
context: No, stop! Stop!\Y-you came here alone, so I assumed he'd given his seal of approval!\What do you mean?\I told him to give us his daughter to pay off his loan.\And he...\Soon! I'm getting a lot of money soon!\Let go of me!\I swear I'll pay you back! response:	So please, not my daughter! Anything but that!
context: Y-you came here alone, so I assumed he'd given his seal of approval!\What do you mean?\I told him to give us his daughter to pay off his loan.\And he...\Soon! I'm getting a lot of money soon!\Let go of me!\I swear I'll pay you back!\So please, not my daughter! Anything but that! response:	We hit him, we kicked him, but that's all he would say! Like a broken record.
context: What do you mean?\I told him to give us his daughter to pay off his loan.\And he...\Soon! I'm getting a lot of money soon!\Let go of me!\I swear I'll pay you back!\So please, not my daughter! Anything but that!\We hit him, we kicked him, but that's all he would say! Like a broken record. response:	Dad...
context: I told him to give us his daughter to pay off his loan.\And he...\Soon! I'm getting a lot of money soon!\Let go of me!\I swear I'll pay you back!\So please, not my daughter! Anything but that!\We hit him, we kicked him, but that's all he would say! Like a broken record.\Dad... response:	Took quite a lot of work getting this.
context: And he...\Soon! I'm getting a lot of money soon!\Let go of me!\I swear I'll pay you back!\So please, not my daughter! Anything but that!\We hit him, we kicked him, but that's all he would say! Like a broken record.\Dad...\Took quite a lot of work getting this. response:	Searching corpses with my daughter, day in and day out.
context: Soon! I'm getting a lot of money soon!\Let go of me!\I swear I'll pay you back!\So please, not my daughter! Anything but that!\We hit him, we kicked him, but that's all he would say! Like a broken record.\Dad...\Took quite a lot of work getting this.\Searching corpses with my daughter, day in and day out. response:	Your daughter?
context: Let go of me!\I swear I'll pay you back!\So please, not my daughter! Anything but that!\We hit him, we kicked him, but that's all he would say! Like a broken record.\Dad...\Took quite a lot of work getting this.\Searching corpses with my daughter, day in and day out.\Your daughter? response:	That's right.
context: I swear I'll pay you back!\So please, not my daughter! Anything but that!\We hit him, we kicked him, but that's all he would say! Like a broken record.\Dad...\Took quite a lot of work getting this.\Searching corpses with my daughter, day in and day out.\Your daughter?\That's right. response:	That's why I want you to pay both of us.
context: So please, not my daughter! Anything but that!\We hit him, we kicked him, but that's all he would say! Like a broken record.\Dad...\Took quite a lot of work getting this.\Searching corpses with my daughter, day in and day out.\Your daughter?\That's right.\That's why I want you to pay both of us. response:	I wouldn't recommend getting too greedy.
context: We hit him, we kicked him, but that's all he would say! Like a broken record.\Dad...\Took quite a lot of work getting this.\Searching corpses with my daughter, day in and day out.\Your daughter?\That's right.\That's why I want you to pay both of us.\I wouldn't recommend getting too greedy. response:	She's a beautiful girl.
context: Dad...\Took quite a lot of work getting this.\Searching corpses with my daughter, day in and day out.\Your daughter?\That's right.\That's why I want you to pay both of us.\I wouldn't recommend getting too greedy.\She's a beautiful girl. response:	I'm gonna buy her some clothes,
context: Took quite a lot of work getting this.\Searching corpses with my daughter, day in and day out.\Your daughter?\That's right.\That's why I want you to pay both of us.\I wouldn't recommend getting too greedy.\She's a beautiful girl.\I'm gonna buy her some clothes, response:	and we'll walk around town together.
context: Searching corpses with my daughter, day in and day out.\Your daughter?\That's right.\That's why I want you to pay both of us.\I wouldn't recommend getting too greedy.\She's a beautiful girl.\I'm gonna buy her some clothes,\and we'll walk around town together. response:	I'll say, Look at that? Ain't she a beauty? to everyone we meet.
context: Your daughter?\That's right.\That's why I want you to pay both of us.\I wouldn't recommend getting too greedy.\She's a beautiful girl.\I'm gonna buy her some clothes,\and we'll walk around town together.\I'll say, Look at that? Ain't she a beauty? to everyone we meet. response:	Because it's a miracle.
context: That's right.\That's why I want you to pay both of us.\I wouldn't recommend getting too greedy.\She's a beautiful girl.\I'm gonna buy her some clothes,\and we'll walk around town together.\I'll say, Look at that? Ain't she a beauty? to everyone we meet.\Because it's a miracle. response:	I never thought I'd see her again, but there she was.
context: That's why I want you to pay both of us.\I wouldn't recommend getting too greedy.\She's a beautiful girl.\I'm gonna buy her some clothes,\and we'll walk around town together.\I'll say, Look at that? Ain't she a beauty? to everyone we meet.\Because it's a miracle.\I never thought I'd see her again, but there she was. response:	So we need some funds to start over.
context: I wouldn't recommend getting too greedy.\She's a beautiful girl.\I'm gonna buy her some clothes,\and we'll walk around town together.\I'll say, Look at that? Ain't she a beauty? to everyone we meet.\Because it's a miracle.\I never thought I'd see her again, but there she was.\So we need some funds to start over. response:	I'm gonna say goodbye to this rubbish life,
context: She's a beautiful girl.\I'm gonna buy her some clothes,\and we'll walk around town together.\I'll say, Look at that? Ain't she a beauty? to everyone we meet.\Because it's a miracle.\I never thought I'd see her again, but there she was.\So we need some funds to start over.\I'm gonna say goodbye to this rubbish life, response:	and turn over a new leaf!
context: I'm gonna buy her some clothes,\and we'll walk around town together.\I'll say, Look at that? Ain't she a beauty? to everyone we meet.\Because it's a miracle.\I never thought I'd see her again, but there she was.\So we need some funds to start over.\I'm gonna say goodbye to this rubbish life,\and turn over a new leaf! response:	Really.
context: and we'll walk around town together.\I'll say, Look at that? Ain't she a beauty? to everyone we meet.\Because it's a miracle.\I never thought I'd see her again, but there she was.\So we need some funds to start over.\I'm gonna say goodbye to this rubbish life,\and turn over a new leaf!\Really. response:	Then I'll help you.
context: I'll say, Look at that? Ain't she a beauty? to everyone we meet.\Because it's a miracle.\I never thought I'd see her again, but there she was.\So we need some funds to start over.\I'm gonna say goodbye to this rubbish life,\and turn over a new leaf!\Really.\Then I'll help you. response:	I'll put an end to this rubbish life of yours.
context: Because it's a miracle.\I never thought I'd see her again, but there she was.\So we need some funds to start over.\I'm gonna say goodbye to this rubbish life,\and turn over a new leaf!\Really.\Then I'll help you.\I'll put an end to this rubbish life of yours. response:	No, I...!
context: I never thought I'd see her again, but there she was.\So we need some funds to start over.\I'm gonna say goodbye to this rubbish life,\and turn over a new leaf!\Really.\Then I'll help you.\I'll put an end to this rubbish life of yours.\No, I...! response:	What a busy pub!
context: So we need some funds to start over.\I'm gonna say goodbye to this rubbish life,\and turn over a new leaf!\Really.\Then I'll help you.\I'll put an end to this rubbish life of yours.\No, I...!\What a busy pub! response:	There aren't any other good pubs in the area.
context: I'm gonna say goodbye to this rubbish life,\and turn over a new leaf!\Really.\Then I'll help you.\I'll put an end to this rubbish life of yours.\No, I...!\What a busy pub!\There aren't any other good pubs in the area. response:	And they serve a pretty decent stout, if nothing else.
context: and turn over a new leaf!\Really.\Then I'll help you.\I'll put an end to this rubbish life of yours.\No, I...!\What a busy pub!\There aren't any other good pubs in the area.\And they serve a pretty decent stout, if nothing else. response:	I'll excuse myself as soon as your father gets here.
context: Really.\Then I'll help you.\I'll put an end to this rubbish life of yours.\No, I...!\What a busy pub!\There aren't any other good pubs in the area.\And they serve a pretty decent stout, if nothing else.\I'll excuse myself as soon as your father gets here. response:	Assuming he ever does.
context: Then I'll help you.\I'll put an end to this rubbish life of yours.\No, I...!\What a busy pub!\There aren't any other good pubs in the area.\And they serve a pretty decent stout, if nothing else.\I'll excuse myself as soon as your father gets here.\Assuming he ever does. response:	He's not exactly the type to keep his promises.
context: I'll put an end to this rubbish life of yours.\No, I...!\What a busy pub!\There aren't any other good pubs in the area.\And they serve a pretty decent stout, if nothing else.\I'll excuse myself as soon as your father gets here.\Assuming he ever does.\He's not exactly the type to keep his promises. response:	But he really does care about you.
context: No, I...!\What a busy pub!\There aren't any other good pubs in the area.\And they serve a pretty decent stout, if nothing else.\I'll excuse myself as soon as your father gets here.\Assuming he ever does.\He's not exactly the type to keep his promises.\But he really does care about you. response:	Oh, stop it.
context: What a busy pub!\There aren't any other good pubs in the area.\And they serve a pretty decent stout, if nothing else.\I'll excuse myself as soon as your father gets here.\Assuming he ever does.\He's not exactly the type to keep his promises.\But he really does care about you.\Oh, stop it. response:	If he had been even a little more decent a human being, I wouldn't have run away.
context: There aren't any other good pubs in the area.\And they serve a pretty decent stout, if nothing else.\I'll excuse myself as soon as your father gets here.\Assuming he ever does.\He's not exactly the type to keep his promises.\But he really does care about you.\Oh, stop it.\If he had been even a little more decent a human being, I wouldn't have run away. response:	And you wouldn't have become a spy?
context: And they serve a pretty decent stout, if nothing else.\I'll excuse myself as soon as your father gets here.\Assuming he ever does.\He's not exactly the type to keep his promises.\But he really does care about you.\Oh, stop it.\If he had been even a little more decent a human being, I wouldn't have run away.\And you wouldn't have become a spy? response:	I might be hawking bread for a baker somewhere.
