context: It couldn't be... Is she Earthland's... response:	She's... Edolas's me?
context: This world is fascinating!\For example, the Exceed race is written about in here...\I'd like to know about that, too.\They seem like a race that is extremely feared, though...\I said I don't care.\What's this?\That's...!\An airship? response:	Hurry!
context: For example, the Exceed race is written about in here...\I'd like to know about that, too.\They seem like a race that is extremely feared, though...\I said I don't care.\What's this?\That's...!\An airship?\Hurry! response:	We're taking off!
context: I'd like to know about that, too.\They seem like a race that is extremely feared, though...\I said I don't care.\What's this?\That's...!\An airship?\Hurry!\We're taking off! response:	It's the Royal Army!
context: They seem like a race that is extremely feared, though...\I said I don't care.\What's this?\That's...!\An airship?\Hurry!\We're taking off!\It's the Royal Army! response:	Hide!
context: I said I don't care.\What's this?\That's...!\An airship?\Hurry!\We're taking off!\It's the Royal Army!\Hide! response:	They're finally going to extract the magic power
context: What's this?\That's...!\An airship?\Hurry!\We're taking off!\It's the Royal Army!\Hide!\They're finally going to extract the magic power response:	from that giant lacrima the day after tomorrow!
context: That's...!\An airship?\Hurry!\We're taking off!\It's the Royal Army!\Hide!\They're finally going to extract the magic power\from that giant lacrima the day after tomorrow! response:	And so that's why we've been put on guard duty.
context: An airship?\Hurry!\We're taking off!\It's the Royal Army!\Hide!\They're finally going to extract the magic power\from that giant lacrima the day after tomorrow!\And so that's why we've been put on guard duty. response:	You don't get on board, you'll miss the event of a lifetime!
context: Hurry!\We're taking off!\It's the Royal Army!\Hide!\They're finally going to extract the magic power\from that giant lacrima the day after tomorrow!\And so that's why we've been put on guard duty.\You don't get on board, you'll miss the event of a lifetime! response:	Giant lacrima, they say?
context: We're taking off!\It's the Royal Army!\Hide!\They're finally going to extract the magic power\from that giant lacrima the day after tomorrow!\And so that's why we've been put on guard duty.\You don't get on board, you'll miss the event of a lifetime!\Giant lacrima, they say? response:	That's everyone from Magnolia...
context: It's the Royal Army!\Hide!\They're finally going to extract the magic power\from that giant lacrima the day after tomorrow!\And so that's why we've been put on guard duty.\You don't get on board, you'll miss the event of a lifetime!\Giant lacrima, they say?\That's everyone from Magnolia... response:	They're extracting the magic power two days from now?
context: Hide!\They're finally going to extract the magic power\from that giant lacrima the day after tomorrow!\And so that's why we've been put on guard duty.\You don't get on board, you'll miss the event of a lifetime!\Giant lacrima, they say?\That's everyone from Magnolia...\They're extracting the magic power two days from now? response:	We won't make it in time if we walk!
context: They're finally going to extract the magic power\from that giant lacrima the day after tomorrow!\And so that's why we've been put on guard duty.\You don't get on board, you'll miss the event of a lifetime!\Giant lacrima, they say?\That's everyone from Magnolia...\They're extracting the magic power two days from now?\We won't make it in time if we walk! response:	If they start extracting the magic power, everyone will be gone for good.
context: from that giant lacrima the day after tomorrow!\And so that's why we've been put on guard duty.\You don't get on board, you'll miss the event of a lifetime!\Giant lacrima, they say?\That's everyone from Magnolia...\They're extracting the magic power two days from now?\We won't make it in time if we walk!\If they start extracting the magic power, everyone will be gone for good. response:	Can we steal that ship?
context: And so that's why we've been put on guard duty.\You don't get on board, you'll miss the event of a lifetime!\Giant lacrima, they say?\That's everyone from Magnolia...\They're extracting the magic power two days from now?\We won't make it in time if we walk!\If they start extracting the magic power, everyone will be gone for good.\Can we steal that ship? response:	Steal it?
context: You don't get on board, you'll miss the event of a lifetime!\Giant lacrima, they say?\That's everyone from Magnolia...\They're extracting the magic power two days from now?\We won't make it in time if we walk!\If they start extracting the magic power, everyone will be gone for good.\Can we steal that ship?\Steal it? response:	That airship?
context: Giant lacrima, they say?\That's everyone from Magnolia...\They're extracting the magic power two days from now?\We won't make it in time if we walk!\If they start extracting the magic power, everyone will be gone for good.\Can we steal that ship?\Steal it?\That airship? response:	Normally, that's not necessary, right?
context: That's everyone from Magnolia...\They're extracting the magic power two days from now?\We won't make it in time if we walk!\If they start extracting the magic power, everyone will be gone for good.\Can we steal that ship?\Steal it?\That airship?\Normally, that's not necessary, right? response:	Just sneaking on board should be fine!
context: They're extracting the magic power two days from now?\We won't make it in time if we walk!\If they start extracting the magic power, everyone will be gone for good.\Can we steal that ship?\Steal it?\That airship?\Normally, that's not necessary, right?\Just sneaking on board should be fine! response:	I hate hiding.
context: We won't make it in time if we walk!\If they start extracting the magic power, everyone will be gone for good.\Can we steal that ship?\Steal it?\That airship?\Normally, that's not necessary, right?\Just sneaking on board should be fine!\I hate hiding. response:	It's rare for you to suggest transportation, Natsu...
context: If they start extracting the magic power, everyone will be gone for good.\Can we steal that ship?\Steal it?\That airship?\Normally, that's not necessary, right?\Just sneaking on board should be fine!\I hate hiding.\It's rare for you to suggest transportation, Natsu... response:	As long as I have Wendy's Troia, riding stuff is...
context: Can we steal that ship?\Steal it?\That airship?\Normally, that's not necessary, right?\Just sneaking on board should be fine!\I hate hiding.\It's rare for you to suggest transportation, Natsu...\As long as I have Wendy's Troia, riding stuff is... response:	We can't use magic, remember?
context: Steal it?\That airship?\Normally, that's not necessary, right?\Just sneaking on board should be fine!\I hate hiding.\It's rare for you to suggest transportation, Natsu...\As long as I have Wendy's Troia, riding stuff is...\We can't use magic, remember? response:	I take that plan back.
context: That airship?\Normally, that's not necessary, right?\Just sneaking on board should be fine!\I hate hiding.\It's rare for you to suggest transportation, Natsu...\As long as I have Wendy's Troia, riding stuff is...\We can't use magic, remember?\I take that plan back. response:	Hey!
context: Normally, that's not necessary, right?\Just sneaking on board should be fine!\I hate hiding.\It's rare for you to suggest transportation, Natsu...\As long as I have Wendy's Troia, riding stuff is...\We can't use magic, remember?\I take that plan back.\Hey! response:	Well, I vote we do it!
context: Just sneaking on board should be fine!\I hate hiding.\It's rare for you to suggest transportation, Natsu...\As long as I have Wendy's Troia, riding stuff is...\We can't use magic, remember?\I take that plan back.\Hey!\Well, I vote we do it! response:	We won't make it otherwise, right?
context: I hate hiding.\It's rare for you to suggest transportation, Natsu...\As long as I have Wendy's Troia, riding stuff is...\We can't use magic, remember?\I take that plan back.\Hey!\Well, I vote we do it!\We won't make it otherwise, right? response:	But, how?
context: It's rare for you to suggest transportation, Natsu...\As long as I have Wendy's Troia, riding stuff is...\We can't use magic, remember?\I take that plan back.\Hey!\Well, I vote we do it!\We won't make it otherwise, right?\But, how? response:	With my magic!
context: As long as I have Wendy's Troia, riding stuff is...\We can't use magic, remember?\I take that plan back.\Hey!\Well, I vote we do it!\We won't make it otherwise, right?\But, how?\With my magic! response:	You remember, right? I'm the strongest right now!
context: We can't use magic, remember?\I take that plan back.\Hey!\Well, I vote we do it!\We won't make it otherwise, right?\But, how?\With my magic!\You remember, right? I'm the strongest right now! response:	I figured it out when fighting in Louen.
context: I take that plan back.\Hey!\Well, I vote we do it!\We won't make it otherwise, right?\But, how?\With my magic!\You remember, right? I'm the strongest right now!\I figured it out when fighting in Louen. response:	Basically, magic is more advanced on Earthland than it is here.
context: Hey!\Well, I vote we do it!\We won't make it otherwise, right?\But, how?\With my magic!\You remember, right? I'm the strongest right now!\I figured it out when fighting in Louen.\Basically, magic is more advanced on Earthland than it is here. response:	That's probably true, yeah.
context: Well, I vote we do it!\We won't make it otherwise, right?\But, how?\With my magic!\You remember, right? I'm the strongest right now!\I figured it out when fighting in Louen.\Basically, magic is more advanced on Earthland than it is here.\That's probably true, yeah. response:	Now, watch!
context: We won't make it otherwise, right?\But, how?\With my magic!\You remember, right? I'm the strongest right now!\I figured it out when fighting in Louen.\Basically, magic is more advanced on Earthland than it is here.\That's probably true, yeah.\Now, watch! response:	Gate of the Lion, I open thee!
context: But, how?\With my magic!\You remember, right? I'm the strongest right now!\I figured it out when fighting in Louen.\Basically, magic is more advanced on Earthland than it is here.\That's probably true, yeah.\Now, watch!\Gate of the Lion, I open thee! response:	Loke!
context: With my magic!\You remember, right? I'm the strongest right now!\I figured it out when fighting in Louen.\Basically, magic is more advanced on Earthland than it is here.\That's probably true, yeah.\Now, watch!\Gate of the Lion, I open thee!\Loke! response:	Huh?
context: You remember, right? I'm the strongest right now!\I figured it out when fighting in Louen.\Basically, magic is more advanced on Earthland than it is here.\That's probably true, yeah.\Now, watch!\Gate of the Lion, I open thee!\Loke!\Huh? response:	I apologize, Princess.
context: I figured it out when fighting in Louen.\Basically, magic is more advanced on Earthland than it is here.\That's probably true, yeah.\Now, watch!\Gate of the Lion, I open thee!\Loke!\Huh?\I apologize, Princess. response:	Virgo?
context: Basically, magic is more advanced on Earthland than it is here.\That's probably true, yeah.\Now, watch!\Gate of the Lion, I open thee!\Loke!\Huh?\I apologize, Princess.\Virgo? response:	Wait, what's going on?
context: That's probably true, yeah.\Now, watch!\Gate of the Lion, I open thee!\Loke!\Huh?\I apologize, Princess.\Virgo?\Wait, what's going on? response:	Brother is on a date, and cannot be summoned at the moment.
context: Now, watch!\Gate of the Lion, I open thee!\Loke!\Huh?\I apologize, Princess.\Virgo?\Wait, what's going on?\Brother is on a date, and cannot be summoned at the moment. response:	Brother?
context: Gate of the Lion, I open thee!\Loke!\Huh?\I apologize, Princess.\Virgo?\Wait, what's going on?\Brother is on a date, and cannot be summoned at the moment.\Brother? response:	Yes. Leo-sama requested I address him that way earlier.
context: Loke!\Huh?\I apologize, Princess.\Virgo?\Wait, what's going on?\Brother is on a date, and cannot be summoned at the moment.\Brother?\Yes. Leo-sama requested I address him that way earlier. response:	He's such an idiot!
context: Huh?\I apologize, Princess.\Virgo?\Wait, what's going on?\Brother is on a date, and cannot be summoned at the moment.\Brother?\Yes. Leo-sama requested I address him that way earlier.\He's such an idiot! response:	That's Lucy!
context: I apologize, Princess.\Virgo?\Wait, what's going on?\Brother is on a date, and cannot be summoned at the moment.\Brother?\Yes. Leo-sama requested I address him that way earlier.\He's such an idiot!\That's Lucy! response:	Capture her!
context: Virgo?\Wait, what's going on?\Brother is on a date, and cannot be summoned at the moment.\Brother?\Yes. Leo-sama requested I address him that way earlier.\He's such an idiot!\That's Lucy!\Capture her! response:	Crap! I figured that Loke would beat them all!
context: Wait, what's going on?\Brother is on a date, and cannot be summoned at the moment.\Brother?\Yes. Leo-sama requested I address him that way earlier.\He's such an idiot!\That's Lucy!\Capture her!\Crap! I figured that Loke would beat them all! response:	Princess... With your permission, if I use my full power...
context: Brother is on a date, and cannot be summoned at the moment.\Brother?\Yes. Leo-sama requested I address him that way earlier.\He's such an idiot!\That's Lucy!\Capture her!\Crap! I figured that Loke would beat them all!\Princess... With your permission, if I use my full power... response:	Go away!
context: Brother?\Yes. Leo-sama requested I address him that way earlier.\He's such an idiot!\That's Lucy!\Capture her!\Crap! I figured that Loke would beat them all!\Princess... With your permission, if I use my full power...\Go away! response:	Lucy, what if you bring out Aquarius?
context: Yes. Leo-sama requested I address him that way earlier.\He's such an idiot!\That's Lucy!\Capture her!\Crap! I figured that Loke would beat them all!\Princess... With your permission, if I use my full power...\Go away!\Lucy, what if you bring out Aquarius? response:	There's no water here!
context: He's such an idiot!\That's Lucy!\Capture her!\Crap! I figured that Loke would beat them all!\Princess... With your permission, if I use my full power...\Go away!\Lucy, what if you bring out Aquarius?\There's no water here! response:	Taurus?
context: That's Lucy!\Capture her!\Crap! I figured that Loke would beat them all!\Princess... With your permission, if I use my full power...\Go away!\Lucy, what if you bring out Aquarius?\There's no water here!\Taurus? response:	It's too late!
context: Capture her!\Crap! I figured that Loke would beat them all!\Princess... With your permission, if I use my full power...\Go away!\Lucy, what if you bring out Aquarius?\There's no water here!\Taurus?\It's too late! response:	What'll I do?!
context: Crap! I figured that Loke would beat them all!\Princess... With your permission, if I use my full power...\Go away!\Lucy, what if you bring out Aquarius?\There's no water here!\Taurus?\It's too late!\What'll I do?! response:	Guess we have no choice, but to play by their rules...
context: Princess... With your permission, if I use my full power...\Go away!\Lucy, what if you bring out Aquarius?\There's no water here!\Taurus?\It's too late!\What'll I do?!\Guess we have no choice, but to play by their rules... response:	I know how to use it now!
context: Go away!\Lucy, what if you bring out Aquarius?\There's no water here!\Taurus?\It's too late!\What'll I do?!\Guess we have no choice, but to play by their rules...\I know how to use it now! response:	The magic we bought in the black market!
context: Lucy, what if you bring out Aquarius?\There's no water here!\Taurus?\It's too late!\What'll I do?!\Guess we have no choice, but to play by their rules...\I know how to use it now!\The magic we bought in the black market! response:	Natsu and Wendy are completely useless!
context: There's no water here!\Taurus?\It's too late!\What'll I do?!\Guess we have no choice, but to play by their rules...\I know how to use it now!\The magic we bought in the black market!\Natsu and Wendy are completely useless! response:	Better than Lucy, though.
context: Taurus?\It's too late!\What'll I do?!\Guess we have no choice, but to play by their rules...\I know how to use it now!\The magic we bought in the black market!\Natsu and Wendy are completely useless!\Better than Lucy, though. response:	I'm sorry!
context: It's too late!\What'll I do?!\Guess we have no choice, but to play by their rules...\I know how to use it now!\The magic we bought in the black market!\Natsu and Wendy are completely useless!\Better than Lucy, though.\I'm sorry! response:	This is bad! The airship is leaving!
context: What'll I do?!\Guess we have no choice, but to play by their rules...\I know how to use it now!\The magic we bought in the black market!\Natsu and Wendy are completely useless!\Better than Lucy, though.\I'm sorry!\This is bad! The airship is leaving! response:	We'll never make it unless we get on board!
context: Guess we have no choice, but to play by their rules...\I know how to use it now!\The magic we bought in the black market!\Natsu and Wendy are completely useless!\Better than Lucy, though.\I'm sorry!\This is bad! The airship is leaving!\We'll never make it unless we get on board! response:	Damn it!
context: I know how to use it now!\The magic we bought in the black market!\Natsu and Wendy are completely useless!\Better than Lucy, though.\I'm sorry!\This is bad! The airship is leaving!\We'll never make it unless we get on board!\Damn it! response:	What?
context: The magic we bought in the black market!\Natsu and Wendy are completely useless!\Better than Lucy, though.\I'm sorry!\This is bad! The airship is leaving!\We'll never make it unless we get on board!\Damn it!\What? response:	A magic 4-wheeler?
context: Natsu and Wendy are completely useless!\Better than Lucy, though.\I'm sorry!\This is bad! The airship is leaving!\We'll never make it unless we get on board!\Damn it!\What?\A magic 4-wheeler? response:	That's Fairy Tail's mark!
context: Better than Lucy, though.\I'm sorry!\This is bad! The airship is leaving!\We'll never make it unless we get on board!\Damn it!\What?\A magic 4-wheeler?\That's Fairy Tail's mark! response:	I heard from Lucy. Get in.
context: I'm sorry!\This is bad! The airship is leaving!\We'll never make it unless we get on board!\Damn it!\What?\A magic 4-wheeler?\That's Fairy Tail's mark!\I heard from Lucy. Get in. response:	We're gonna fly. Don't fall out.
context: This is bad! The airship is leaving!\We'll never make it unless we get on board!\Damn it!\What?\A magic 4-wheeler?\That's Fairy Tail's mark!\I heard from Lucy. Get in.\We're gonna fly. Don't fall out. response:	Go Fire!
context: We'll never make it unless we get on board!\Damn it!\What?\A magic 4-wheeler?\That's Fairy Tail's mark!\I heard from Lucy. Get in.\We're gonna fly. Don't fall out.\Go Fire! response:	So in other words, you were sent here to this world by a certain Mystogan-san?
context: Damn it!\What?\A magic 4-wheeler?\That's Fairy Tail's mark!\I heard from Lucy. Get in.\We're gonna fly. Don't fall out.\Go Fire!\So in other words, you were sent here to this world by a certain Mystogan-san? response:	He gave me a brief explanation.
context: What?\A magic 4-wheeler?\That's Fairy Tail's mark!\I heard from Lucy. Get in.\We're gonna fly. Don't fall out.\Go Fire!\So in other words, you were sent here to this world by a certain Mystogan-san?\He gave me a brief explanation. response:	But I don't really understand things over here.
context: A magic 4-wheeler?\That's Fairy Tail's mark!\I heard from Lucy. Get in.\We're gonna fly. Don't fall out.\Go Fire!\So in other words, you were sent here to this world by a certain Mystogan-san?\He gave me a brief explanation.\But I don't really understand things over here. response:	This is a most interesting tale.
context: That's Fairy Tail's mark!\I heard from Lucy. Get in.\We're gonna fly. Don't fall out.\Go Fire!\So in other words, you were sent here to this world by a certain Mystogan-san?\He gave me a brief explanation.\But I don't really understand things over here.\This is a most interesting tale. response:	Tell me something, me who's from this world...
context: I heard from Lucy. Get in.\We're gonna fly. Don't fall out.\Go Fire!\So in other words, you were sent here to this world by a certain Mystogan-san?\He gave me a brief explanation.\But I don't really understand things over here.\This is a most interesting tale.\Tell me something, me who's from this world... response:	What is it, myself from that other world?
context: We're gonna fly. Don't fall out.\Go Fire!\So in other words, you were sent here to this world by a certain Mystogan-san?\He gave me a brief explanation.\But I don't really understand things over here.\This is a most interesting tale.\Tell me something, me who's from this world...\What is it, myself from that other world? response:	You're a freelance writer here in Edolas, right?
context: Go Fire!\So in other words, you were sent here to this world by a certain Mystogan-san?\He gave me a brief explanation.\But I don't really understand things over here.\This is a most interesting tale.\Tell me something, me who's from this world...\What is it, myself from that other world?\You're a freelance writer here in Edolas, right? response:	Yes. My job is to investigate thoroughly what happens in this world and to write about it.
context: So in other words, you were sent here to this world by a certain Mystogan-san?\He gave me a brief explanation.\But I don't really understand things over here.\This is a most interesting tale.\Tell me something, me who's from this world...\What is it, myself from that other world?\You're a freelance writer here in Edolas, right?\Yes. My job is to investigate thoroughly what happens in this world and to write about it. response:	You seem to have a lot of enemies out there.
context: He gave me a brief explanation.\But I don't really understand things over here.\This is a most interesting tale.\Tell me something, me who's from this world...\What is it, myself from that other world?\You're a freelance writer here in Edolas, right?\Yes. My job is to investigate thoroughly what happens in this world and to write about it.\You seem to have a lot of enemies out there. response:	I was attacked by some strange guys who mistook me for you.
context: But I don't really understand things over here.\This is a most interesting tale.\Tell me something, me who's from this world...\What is it, myself from that other world?\You're a freelance writer here in Edolas, right?\Yes. My job is to investigate thoroughly what happens in this world and to write about it.\You seem to have a lot of enemies out there.\I was attacked by some strange guys who mistook me for you. response:	I do very much apologize for causing you such trouble.
context: This is a most interesting tale.\Tell me something, me who's from this world...\What is it, myself from that other world?\You're a freelance writer here in Edolas, right?\Yes. My job is to investigate thoroughly what happens in this world and to write about it.\You seem to have a lot of enemies out there.\I was attacked by some strange guys who mistook me for you.\I do very much apologize for causing you such trouble. response:	There are indeed those who consider me quite the eyesore.
context: Tell me something, me who's from this world...\What is it, myself from that other world?\You're a freelance writer here in Edolas, right?\Yes. My job is to investigate thoroughly what happens in this world and to write about it.\You seem to have a lot of enemies out there.\I was attacked by some strange guys who mistook me for you.\I do very much apologize for causing you such trouble.\There are indeed those who consider me quite the eyesore. response:	Since I write about things which are not in the Kingdom or government's favor.
context: What is it, myself from that other world?\You're a freelance writer here in Edolas, right?\Yes. My job is to investigate thoroughly what happens in this world and to write about it.\You seem to have a lot of enemies out there.\I was attacked by some strange guys who mistook me for you.\I do very much apologize for causing you such trouble.\There are indeed those who consider me quite the eyesore.\Since I write about things which are not in the Kingdom or government's favor. response:	However, I do not write articles which are false.
context: You're a freelance writer here in Edolas, right?\Yes. My job is to investigate thoroughly what happens in this world and to write about it.\You seem to have a lot of enemies out there.\I was attacked by some strange guys who mistook me for you.\I do very much apologize for causing you such trouble.\There are indeed those who consider me quite the eyesore.\Since I write about things which are not in the Kingdom or government's favor.\However, I do not write articles which are false. response:	I heard that there was a lot different between this and my original world.
context: Yes. My job is to investigate thoroughly what happens in this world and to write about it.\You seem to have a lot of enemies out there.\I was attacked by some strange guys who mistook me for you.\I do very much apologize for causing you such trouble.\There are indeed those who consider me quite the eyesore.\Since I write about things which are not in the Kingdom or government's favor.\However, I do not write articles which are false.\I heard that there was a lot different between this and my original world. response:	But we're not that different after all, are we?
context: You seem to have a lot of enemies out there.\I was attacked by some strange guys who mistook me for you.\I do very much apologize for causing you such trouble.\There are indeed those who consider me quite the eyesore.\Since I write about things which are not in the Kingdom or government's favor.\However, I do not write articles which are false.\I heard that there was a lot different between this and my original world.\But we're not that different after all, are we? response:	You're polite and cultured, just like me!
context: I was attacked by some strange guys who mistook me for you.\I do very much apologize for causing you such trouble.\There are indeed those who consider me quite the eyesore.\Since I write about things which are not in the Kingdom or government's favor.\However, I do not write articles which are false.\I heard that there was a lot different between this and my original world.\But we're not that different after all, are we?\You're polite and cultured, just like me! response:	And I think your wild and cool charms are precisely like my own!
context: I do very much apologize for causing you such trouble.\There are indeed those who consider me quite the eyesore.\Since I write about things which are not in the Kingdom or government's favor.\However, I do not write articles which are false.\I heard that there was a lot different between this and my original world.\But we're not that different after all, are we?\You're polite and cultured, just like me!\And I think your wild and cool charms are precisely like my own! response:	You should know that I am very talented at singing and musical instruments.
context: There are indeed those who consider me quite the eyesore.\Since I write about things which are not in the Kingdom or government's favor.\However, I do not write articles which are false.\I heard that there was a lot different between this and my original world.\But we're not that different after all, are we?\You're polite and cultured, just like me!\And I think your wild and cool charms are precisely like my own!\You should know that I am very talented at singing and musical instruments. response:	Oh! That's another thing we have in common!
context: Since I write about things which are not in the Kingdom or government's favor.\However, I do not write articles which are false.\I heard that there was a lot different between this and my original world.\But we're not that different after all, are we?\You're polite and cultured, just like me!\And I think your wild and cool charms are precisely like my own!\You should know that I am very talented at singing and musical instruments.\Oh! That's another thing we have in common! response:	A number of my buddies should be coming through here.
context: However, I do not write articles which are false.\I heard that there was a lot different between this and my original world.\But we're not that different after all, are we?\You're polite and cultured, just like me!\And I think your wild and cool charms are precisely like my own!\You should know that I am very talented at singing and musical instruments.\Oh! That's another thing we have in common!\A number of my buddies should be coming through here. response:	I'm sure they'll cause a big commotion before long.
context: I heard that there was a lot different between this and my original world.\But we're not that different after all, are we?\You're polite and cultured, just like me!\And I think your wild and cool charms are precisely like my own!\You should know that I am very talented at singing and musical instruments.\Oh! That's another thing we have in common!\A number of my buddies should be coming through here.\I'm sure they'll cause a big commotion before long. response:	And then...
context: But we're not that different after all, are we?\You're polite and cultured, just like me!\And I think your wild and cool charms are precisely like my own!\You should know that I am very talented at singing and musical instruments.\Oh! That's another thing we have in common!\A number of my buddies should be coming through here.\I'm sure they'll cause a big commotion before long.\And then... response:	Sure. I'll let you know right away.
context: You're polite and cultured, just like me!\And I think your wild and cool charms are precisely like my own!\You should know that I am very talented at singing and musical instruments.\Oh! That's another thing we have in common!\A number of my buddies should be coming through here.\I'm sure they'll cause a big commotion before long.\And then...\Sure. I'll let you know right away. response:	My information network has its fingers even inside the Kingdom and the Exceed...
context: And I think your wild and cool charms are precisely like my own!\You should know that I am very talented at singing and musical instruments.\Oh! That's another thing we have in common!\A number of my buddies should be coming through here.\I'm sure they'll cause a big commotion before long.\And then...\Sure. I'll let you know right away.\My information network has its fingers even inside the Kingdom and the Exceed... response:	I'm counting on you. We'll make our move based on that.
context: You should know that I am very talented at singing and musical instruments.\Oh! That's another thing we have in common!\A number of my buddies should be coming through here.\I'm sure they'll cause a big commotion before long.\And then...\Sure. I'll let you know right away.\My information network has its fingers even inside the Kingdom and the Exceed...\I'm counting on you. We'll make our move based on that. response:	Be careful.
context: Oh! That's another thing we have in common!\A number of my buddies should be coming through here.\I'm sure they'll cause a big commotion before long.\And then...\Sure. I'll let you know right away.\My information network has its fingers even inside the Kingdom and the Exceed...\I'm counting on you. We'll make our move based on that.\Be careful. response:	Same to you.
context: A number of my buddies should be coming through here.\I'm sure they'll cause a big commotion before long.\And then...\Sure. I'll let you know right away.\My information network has its fingers even inside the Kingdom and the Exceed...\I'm counting on you. We'll make our move based on that.\Be careful.\Same to you. response:	Wow! We escaped just like that!
context: I'm sure they'll cause a big commotion before long.\And then...\Sure. I'll let you know right away.\My information network has its fingers even inside the Kingdom and the Exceed...\I'm counting on you. We'll make our move based on that.\Be careful.\Same to you.\Wow! We escaped just like that! response:	You saved us...
context: And then...\Sure. I'll let you know right away.\My information network has its fingers even inside the Kingdom and the Exceed...\I'm counting on you. We'll make our move based on that.\Be careful.\Same to you.\Wow! We escaped just like that!\You saved us... response:	Thank you very much!
context: Sure. I'll let you know right away.\My information network has its fingers even inside the Kingdom and the Exceed...\I'm counting on you. We'll make our move based on that.\Be careful.\Same to you.\Wow! We escaped just like that!\You saved us...\Thank you very much! response:	You're going to the Royal City, right?
context: My information network has its fingers even inside the Kingdom and the Exceed...\I'm counting on you. We'll make our move based on that.\Be careful.\Same to you.\Wow! We escaped just like that!\You saved us...\Thank you very much!\You're going to the Royal City, right? response:	This'll be faster than that beat-up airship.
context: I'm counting on you. We'll make our move based on that.\Be careful.\Same to you.\Wow! We escaped just like that!\You saved us...\Thank you very much!\You're going to the Royal City, right?\This'll be faster than that beat-up airship. response:	The fastest man in Fairy Tail...
context: Be careful.\Same to you.\Wow! We escaped just like that!\You saved us...\Thank you very much!\You're going to the Royal City, right?\This'll be faster than that beat-up airship.\The fastest man in Fairy Tail... response:	That's me, Fireball Natsu.
context: Same to you.\Wow! We escaped just like that!\You saved us...\Thank you very much!\You're going to the Royal City, right?\This'll be faster than that beat-up airship.\The fastest man in Fairy Tail...\That's me, Fireball Natsu. response:	Natsu?!
context: Wow! We escaped just like that!\You saved us...\Thank you very much!\You're going to the Royal City, right?\This'll be faster than that beat-up airship.\The fastest man in Fairy Tail...\That's me, Fireball Natsu.\Natsu?! response:	Natsu!
context: You saved us...\Thank you very much!\You're going to the Royal City, right?\This'll be faster than that beat-up airship.\The fastest man in Fairy Tail...\That's me, Fireball Natsu.\Natsu?!\Natsu! response:	This is... Edolas's Natsu?
context: Thank you very much!\You're going to the Royal City, right?\This'll be faster than that beat-up airship.\The fastest man in Fairy Tail...\That's me, Fireball Natsu.\Natsu?!\Natsu!\This is... Edolas's Natsu? response:	Just like Lucy said... The spittin' image.
context: You're going to the Royal City, right?\This'll be faster than that beat-up airship.\The fastest man in Fairy Tail...\That's me, Fireball Natsu.\Natsu?!\Natsu!\This is... Edolas's Natsu?\Just like Lucy said... The spittin' image. response:	And that's the other me?
context: This'll be faster than that beat-up airship.\The fastest man in Fairy Tail...\That's me, Fireball Natsu.\Natsu?!\Natsu!\This is... Edolas's Natsu?\Just like Lucy said... The spittin' image.\And that's the other me? response:	Lame...
context: The fastest man in Fairy Tail...\That's me, Fireball Natsu.\Natsu?!\Natsu!\This is... Edolas's Natsu?\Just like Lucy said... The spittin' image.\And that's the other me?\Lame... response:	Our Natsu can't handle transportation.
context: That's me, Fireball Natsu.\Natsu?!\Natsu!\This is... Edolas's Natsu?\Just like Lucy said... The spittin' image.\And that's the other me?\Lame...\Our Natsu can't handle transportation. response:	Is that really supposed to be me?
context: Natsu?!\Natsu!\This is... Edolas's Natsu?\Just like Lucy said... The spittin' image.\And that's the other me?\Lame...\Our Natsu can't handle transportation.\Is that really supposed to be me? response:	Just like my nickname, Fireball, I'm a wizard that specializes in deliveries.
context: Natsu!\This is... Edolas's Natsu?\Just like Lucy said... The spittin' image.\And that's the other me?\Lame...\Our Natsu can't handle transportation.\Is that really supposed to be me?\Just like my nickname, Fireball, I'm a wizard that specializes in deliveries. response:	This magic 4-wheeler doesn't have a SE plug!
context: This is... Edolas's Natsu?\Just like Lucy said... The spittin' image.\And that's the other me?\Lame...\Our Natsu can't handle transportation.\Is that really supposed to be me?\Just like my nickname, Fireball, I'm a wizard that specializes in deliveries.\This magic 4-wheeler doesn't have a SE plug! response:	SE plug?
context: Just like Lucy said... The spittin' image.\And that's the other me?\Lame...\Our Natsu can't handle transportation.\Is that really supposed to be me?\Just like my nickname, Fireball, I'm a wizard that specializes in deliveries.\This magic 4-wheeler doesn't have a SE plug!\SE plug? response:	Self Energy plug.
context: And that's the other me?\Lame...\Our Natsu can't handle transportation.\Is that really supposed to be me?\Just like my nickname, Fireball, I'm a wizard that specializes in deliveries.\This magic 4-wheeler doesn't have a SE plug!\SE plug?\Self Energy plug. response:	It's a device that converts the magic power of the driver into fuel.
context: Lame...\Our Natsu can't handle transportation.\Is that really supposed to be me?\Just like my nickname, Fireball, I'm a wizard that specializes in deliveries.\This magic 4-wheeler doesn't have a SE plug!\SE plug?\Self Energy plug.\It's a device that converts the magic power of the driver into fuel. response:	That's right... People don't have magic power themselves here,
context: Our Natsu can't handle transportation.\Is that really supposed to be me?\Just like my nickname, Fireball, I'm a wizard that specializes in deliveries.\This magic 4-wheeler doesn't have a SE plug!\SE plug?\Self Energy plug.\It's a device that converts the magic power of the driver into fuel.\That's right... People don't have magic power themselves here, response:	so there's no point having a SE plug.
