context: This is bad... this is definitely bad... response:	There aren't supposed to be any other Saiyans.
context: Even if I were careless enough to get too close to them,\l might be able to take Zarbon or Dodoria,\but there's still no way l can beat Freeza.\Judging by the transmissions I heard over the Scouter between Freeza and his men,\these Dragon Ball things don't work unless you have all seven of them together.\All right, I'll search out just one of them.\Once they have gathered the remaining six,\I'll look for an opening and take theirs from them. response:	lf things go right, and I get them all, l'll gain eternal life.
context: l might be able to take Zarbon or Dodoria,\but there's still no way l can beat Freeza.\Judging by the transmissions I heard over the Scouter between Freeza and his men,\these Dragon Ball things don't work unless you have all seven of them together.\All right, I'll search out just one of them.\Once they have gathered the remaining six,\I'll look for an opening and take theirs from them.\lf things go right, and I get them all, l'll gain eternal life. response:	Once I do, defeating Freeza will no longer be just a dream!
context: but there's still no way l can beat Freeza.\Judging by the transmissions I heard over the Scouter between Freeza and his men,\these Dragon Ball things don't work unless you have all seven of them together.\All right, I'll search out just one of them.\Once they have gathered the remaining six,\I'll look for an opening and take theirs from them.\lf things go right, and I get them all, l'll gain eternal life.\Once I do, defeating Freeza will no longer be just a dream! response:	There is a reading of around ten Namekians in that direction.
context: Judging by the transmissions I heard over the Scouter between Freeza and his men,\these Dragon Ball things don't work unless you have all seven of them together.\All right, I'll search out just one of them.\Once they have gathered the remaining six,\I'll look for an opening and take theirs from them.\lf things go right, and I get them all, l'll gain eternal life.\Once I do, defeating Freeza will no longer be just a dream!\There is a reading of around ten Namekians in that direction. response:	Very well.
context: these Dragon Ball things don't work unless you have all seven of them together.\All right, I'll search out just one of them.\Once they have gathered the remaining six,\I'll look for an opening and take theirs from them.\lf things go right, and I get them all, l'll gain eternal life.\Once I do, defeating Freeza will no longer be just a dream!\There is a reading of around ten Namekians in that direction.\Very well. response:	It would be nice if they had the fifth Dragon Ball.
context: All right, I'll search out just one of them.\Once they have gathered the remaining six,\I'll look for an opening and take theirs from them.\lf things go right, and I get them all, l'll gain eternal life.\Once I do, defeating Freeza will no longer be just a dream!\There is a reading of around ten Namekians in that direction.\Very well.\It would be nice if they had the fifth Dragon Ball. response:	Please make sure not to let your guard down.
context: Once they have gathered the remaining six,\I'll look for an opening and take theirs from them.\lf things go right, and I get them all, l'll gain eternal life.\Once I do, defeating Freeza will no longer be just a dream!\There is a reading of around ten Namekians in that direction.\Very well.\It would be nice if they had the fifth Dragon Ball.\Please make sure not to let your guard down. response:	It would seem there are some mysterious others out there, in addition to Vegeta.
context: I'll look for an opening and take theirs from them.\lf things go right, and I get them all, l'll gain eternal life.\Once I do, defeating Freeza will no longer be just a dream!\There is a reading of around ten Namekians in that direction.\Very well.\It would be nice if they had the fifth Dragon Ball.\Please make sure not to let your guard down.\It would seem there are some mysterious others out there, in addition to Vegeta. response:	Yes, sir.
context: lf things go right, and I get them all, l'll gain eternal life.\Once I do, defeating Freeza will no longer be just a dream!\There is a reading of around ten Namekians in that direction.\Very well.\It would be nice if they had the fifth Dragon Ball.\Please make sure not to let your guard down.\It would seem there are some mysterious others out there, in addition to Vegeta.\Yes, sir. response:	Now, let us be going.
context: Once I do, defeating Freeza will no longer be just a dream!\There is a reading of around ten Namekians in that direction.\Very well.\It would be nice if they had the fifth Dragon Ball.\Please make sure not to let your guard down.\It would seem there are some mysterious others out there, in addition to Vegeta.\Yes, sir.\Now, let us be going. response:	With him gone, l'll be number one.
context: There is a reading of around ten Namekians in that direction.\Very well.\It would be nice if they had the fifth Dragon Ball.\Please make sure not to let your guard down.\It would seem there are some mysterious others out there, in addition to Vegeta.\Yes, sir.\Now, let us be going.\With him gone, l'll be number one. response:	The whole universe will be ruled by Vegeta- sama the Saiyan!
context: Very well.\It would be nice if they had the fifth Dragon Ball.\Please make sure not to let your guard down.\It would seem there are some mysterious others out there, in addition to Vegeta.\Yes, sir.\Now, let us be going.\With him gone, l'll be number one.\The whole universe will be ruled by Vegeta- sama the Saiyan! response:	Bulma- san, we have to hurry a little bit more,
context: It would be nice if they had the fifth Dragon Ball.\Please make sure not to let your guard down.\It would seem there are some mysterious others out there, in addition to Vegeta.\Yes, sir.\Now, let us be going.\With him gone, l'll be number one.\The whole universe will be ruled by Vegeta- sama the Saiyan!\Bulma- san, we have to hurry a little bit more, response:	or they're going to find us out here!
context: Please make sure not to let your guard down.\It would seem there are some mysterious others out there, in addition to Vegeta.\Yes, sir.\Now, let us be going.\With him gone, l'll be number one.\The whole universe will be ruled by Vegeta- sama the Saiyan!\Bulma- san, we have to hurry a little bit more,\or they're going to find us out here! response:	You guys can fly, right? Take me with you, and fly.
context: It would seem there are some mysterious others out there, in addition to Vegeta.\Yes, sir.\Now, let us be going.\With him gone, l'll be number one.\The whole universe will be ruled by Vegeta- sama the Saiyan!\Bulma- san, we have to hurry a little bit more,\or they're going to find us out here!\You guys can fly, right? Take me with you, and fly. response:	I wish we could do that, but we're walking to mask our presence.
context: Yes, sir.\Now, let us be going.\With him gone, l'll be number one.\The whole universe will be ruled by Vegeta- sama the Saiyan!\Bulma- san, we have to hurry a little bit more,\or they're going to find us out here!\You guys can fly, right? Take me with you, and fly.\I wish we could do that, but we're walking to mask our presence. response:	Flying through the air requires a lot of Ki, and the enemy will know where we are.
context: Now, let us be going.\With him gone, l'll be number one.\The whole universe will be ruled by Vegeta- sama the Saiyan!\Bulma- san, we have to hurry a little bit more,\or they're going to find us out here!\You guys can fly, right? Take me with you, and fly.\I wish we could do that, but we're walking to mask our presence.\Flying through the air requires a lot of Ki, and the enemy will know where we are. response:	Bulma- san, there's a good place. It will be hard to find us in that hole.
context: With him gone, l'll be number one.\The whole universe will be ruled by Vegeta- sama the Saiyan!\Bulma- san, we have to hurry a little bit more,\or they're going to find us out here!\You guys can fly, right? Take me with you, and fly.\I wish we could do that, but we're walking to mask our presence.\Flying through the air requires a lot of Ki, and the enemy will know where we are.\Bulma- san, there's a good place. It will be hard to find us in that hole. response:	H- how long am I going to have to live in a place like that?
context: The whole universe will be ruled by Vegeta- sama the Saiyan!\Bulma- san, we have to hurry a little bit more,\or they're going to find us out here!\You guys can fly, right? Take me with you, and fly.\I wish we could do that, but we're walking to mask our presence.\Flying through the air requires a lot of Ki, and the enemy will know where we are.\Bulma- san, there's a good place. It will be hard to find us in that hole.\H- how long am I going to have to live in a place like that? response:	Kuririn- san...
context: Bulma- san, we have to hurry a little bit more,\or they're going to find us out here!\You guys can fly, right? Take me with you, and fly.\I wish we could do that, but we're walking to mask our presence.\Flying through the air requires a lot of Ki, and the enemy will know where we are.\Bulma- san, there's a good place. It will be hard to find us in that hole.\H- how long am I going to have to live in a place like that?\Kuririn- san... response:	Do you sense any Ki over there?
context: or they're going to find us out here!\You guys can fly, right? Take me with you, and fly.\I wish we could do that, but we're walking to mask our presence.\Flying through the air requires a lot of Ki, and the enemy will know where we are.\Bulma- san, there's a good place. It will be hard to find us in that hole.\H- how long am I going to have to live in a place like that?\Kuririn- san...\Do you sense any Ki over there? response:	You're right. It feels different from the Ki we felt earlier, huh?
context: You guys can fly, right? Take me with you, and fly.\I wish we could do that, but we're walking to mask our presence.\Flying through the air requires a lot of Ki, and the enemy will know where we are.\Bulma- san, there's a good place. It will be hard to find us in that hole.\H- how long am I going to have to live in a place like that?\Kuririn- san...\Do you sense any Ki over there?\You're right. It feels different from the Ki we felt earlier, huh? response:	It could be the Namekians this time.
context: I wish we could do that, but we're walking to mask our presence.\Flying through the air requires a lot of Ki, and the enemy will know where we are.\Bulma- san, there's a good place. It will be hard to find us in that hole.\H- how long am I going to have to live in a place like that?\Kuririn- san...\Do you sense any Ki over there?\You're right. It feels different from the Ki we felt earlier, huh?\It could be the Namekians this time. response:	Hide! There's another Ki coming this way from that direction!
context: Flying through the air requires a lot of Ki, and the enemy will know where we are.\Bulma- san, there's a good place. It will be hard to find us in that hole.\H- how long am I going to have to live in a place like that?\Kuririn- san...\Do you sense any Ki over there?\You're right. It feels different from the Ki we felt earlier, huh?\It could be the Namekians this time.\Hide! There's another Ki coming this way from that direction! response:	What is this Ki that is coming toward them at top speed? ls it Vegeta?
context: Bulma- san, there's a good place. It will be hard to find us in that hole.\H- how long am I going to have to live in a place like that?\Kuririn- san...\Do you sense any Ki over there?\You're right. It feels different from the Ki we felt earlier, huh?\It could be the Namekians this time.\Hide! There's another Ki coming this way from that direction!\What is this Ki that is coming toward them at top speed? ls it Vegeta? response:	Or is it Freeza and company?
