context: Poems by Wakayama Bokusui response:	Was that Nishizono-san?
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\But it's fine.\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\But it's fine.\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\But it's fine.\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: But it's fine.\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Poems by Wakayama Bokusui
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui response:	Nishizono-san...
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Nishizono-san... response:	I'm sure you've noticed, Naoe-san.
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Nishizono-san...\I'm sure you've noticed, Naoe-san. response:	These last few days, everyone has been forgetting about me.
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Nishizono-san...\I'm sure you've noticed, Naoe-san.\These last few days, everyone has been forgetting about me. response:	You must've felt that something might happen.
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Nishizono-san...\I'm sure you've noticed, Naoe-san.\These last few days, everyone has been forgetting about me.\You must've felt that something might happen. response:	What exactly is going to happen?
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Nishizono-san...\I'm sure you've noticed, Naoe-san.\These last few days, everyone has been forgetting about me.\You must've felt that something might happen.\What exactly is going to happen? response:	Here.
context: Poems by Wakayama Bokusui\Poems by Wakayama Bokusui\Nishizono-san...\I'm sure you've noticed, Naoe-san.\These last few days, everyone has been forgetting about me.\You must've felt that something might happen.\What exactly is going to happen?\Here. response:	Could you hold on to this for me?
context: Poems by Wakayama Bokusui\Nishizono-san...\I'm sure you've noticed, Naoe-san.\These last few days, everyone has been forgetting about me.\You must've felt that something might happen.\What exactly is going to happen?\Here.\Could you hold on to this for me? response:	But you said this book was you yourself.
context: Nishizono-san...\I'm sure you've noticed, Naoe-san.\These last few days, everyone has been forgetting about me.\You must've felt that something might happen.\What exactly is going to happen?\Here.\Could you hold on to this for me?\But you said this book was you yourself. response:	You'd give me something so valuable?
context: I'm sure you've noticed, Naoe-san.\These last few days, everyone has been forgetting about me.\You must've felt that something might happen.\What exactly is going to happen?\Here.\Could you hold on to this for me?\But you said this book was you yourself.\You'd give me something so valuable? response:	You can forget about me if you'd like.
context: These last few days, everyone has been forgetting about me.\You must've felt that something might happen.\What exactly is going to happen?\Here.\Could you hold on to this for me?\But you said this book was you yourself.\You'd give me something so valuable?\You can forget about me if you'd like. response:	But don't forget this poem.
context: You must've felt that something might happen.\What exactly is going to happen?\Here.\Could you hold on to this for me?\But you said this book was you yourself.\You'd give me something so valuable?\You can forget about me if you'd like.\But don't forget this poem. response:	That way, I might be able to believe there's a reason why someone as insignificant as me was born.
context: What exactly is going to happen?\Here.\Could you hold on to this for me?\But you said this book was you yourself.\You'd give me something so valuable?\You can forget about me if you'd like.\But don't forget this poem.\That way, I might be able to believe there's a reason why someone as insignificant as me was born. response:	Wait!
context: Here.\Could you hold on to this for me?\But you said this book was you yourself.\You'd give me something so valuable?\You can forget about me if you'd like.\But don't forget this poem.\That way, I might be able to believe there's a reason why someone as insignificant as me was born.\Wait! response:	Where are you going?
context: Could you hold on to this for me?\But you said this book was you yourself.\You'd give me something so valuable?\You can forget about me if you'd like.\But don't forget this poem.\That way, I might be able to believe there's a reason why someone as insignificant as me was born.\Wait!\Where are you going? response:	Are you going somewhere?
context: But you said this book was you yourself.\You'd give me something so valuable?\You can forget about me if you'd like.\But don't forget this poem.\That way, I might be able to believe there's a reason why someone as insignificant as me was born.\Wait!\Where are you going?\Are you going somewhere? response:	Somewhere far away?
context: You'd give me something so valuable?\You can forget about me if you'd like.\But don't forget this poem.\That way, I might be able to believe there's a reason why someone as insignificant as me was born.\Wait!\Where are you going?\Are you going somewhere?\Somewhere far away? response:	I'm going to where the end begins.
context: You can forget about me if you'd like.\But don't forget this poem.\That way, I might be able to believe there's a reason why someone as insignificant as me was born.\Wait!\Where are you going?\Are you going somewhere?\Somewhere far away?\I'm going to where the end begins. response:	Where the end begins?
context: But don't forget this poem.\That way, I might be able to believe there's a reason why someone as insignificant as me was born.\Wait!\Where are you going?\Are you going somewhere?\Somewhere far away?\I'm going to where the end begins.\Where the end begins? response:	If you wouldn't mind, could you accompany me there?
context: That way, I might be able to believe there's a reason why someone as insignificant as me was born.\Wait!\Where are you going?\Are you going somewhere?\Somewhere far away?\I'm going to where the end begins.\Where the end begins?\If you wouldn't mind, could you accompany me there? response:	Can you feel the sound of the waves making you calm and sleepy?
context: Wait!\Where are you going?\Are you going somewhere?\Somewhere far away?\I'm going to where the end begins.\Where the end begins?\If you wouldn't mind, could you accompany me there?\Can you feel the sound of the waves making you calm and sleepy? response:	Yeah.
context: Where are you going?\Are you going somewhere?\Somewhere far away?\I'm going to where the end begins.\Where the end begins?\If you wouldn't mind, could you accompany me there?\Can you feel the sound of the waves making you calm and sleepy?\Yeah. response:	It's like a lullaby.
context: Are you going somewhere?\Somewhere far away?\I'm going to where the end begins.\Where the end begins?\If you wouldn't mind, could you accompany me there?\Can you feel the sound of the waves making you calm and sleepy?\Yeah.\It's like a lullaby. response:	Is this where the end begins?
context: Somewhere far away?\I'm going to where the end begins.\Where the end begins?\If you wouldn't mind, could you accompany me there?\Can you feel the sound of the waves making you calm and sleepy?\Yeah.\It's like a lullaby.\Is this where the end begins? response:	Naoe-san.
context: I'm going to where the end begins.\Where the end begins?\If you wouldn't mind, could you accompany me there?\Can you feel the sound of the waves making you calm and sleepy?\Yeah.\It's like a lullaby.\Is this where the end begins?\Naoe-san. response:	I have a request.
context: Where the end begins?\If you wouldn't mind, could you accompany me there?\Can you feel the sound of the waves making you calm and sleepy?\Yeah.\It's like a lullaby.\Is this where the end begins?\Naoe-san.\I have a request. response:	Could you tell me about the Little Busters?
context: If you wouldn't mind, could you accompany me there?\Can you feel the sound of the waves making you calm and sleepy?\Yeah.\It's like a lullaby.\Is this where the end begins?\Naoe-san.\I have a request.\Could you tell me about the Little Busters? response:	Please.
context: Can you feel the sound of the waves making you calm and sleepy?\Yeah.\It's like a lullaby.\Is this where the end begins?\Naoe-san.\I have a request.\Could you tell me about the Little Busters?\Please. response:	Tell me about your childhood.
context: Yeah.\It's like a lullaby.\Is this where the end begins?\Naoe-san.\I have a request.\Could you tell me about the Little Busters?\Please.\Tell me about your childhood. response:	Where should I start?
context: It's like a lullaby.\Is this where the end begins?\Naoe-san.\I have a request.\Could you tell me about the Little Busters?\Please.\Tell me about your childhood.\Where should I start? response:	I was physically weak when I was a kid.
context: Is this where the end begins?\Naoe-san.\I have a request.\Could you tell me about the Little Busters?\Please.\Tell me about your childhood.\Where should I start?\I was physically weak when I was a kid. response:	I had narcolepsy, and there was also the shock of losing my parents.
context: Naoe-san.\I have a request.\Could you tell me about the Little Busters?\Please.\Tell me about your childhood.\Where should I start?\I was physically weak when I was a kid.\I had narcolepsy, and there was also the shock of losing my parents. response:	I was hospitalized too.
context: I have a request.\Could you tell me about the Little Busters?\Please.\Tell me about your childhood.\Where should I start?\I was physically weak when I was a kid.\I had narcolepsy, and there was also the shock of losing my parents.\I was hospitalized too. response:	But every time I felt down, they would all come to see me.
context: Could you tell me about the Little Busters?\Please.\Tell me about your childhood.\Where should I start?\I was physically weak when I was a kid.\I had narcolepsy, and there was also the shock of losing my parents.\I was hospitalized too.\But every time I felt down, they would all come to see me. response:	We were always together.
context: Please.\Tell me about your childhood.\Where should I start?\I was physically weak when I was a kid.\I had narcolepsy, and there was also the shock of losing my parents.\I was hospitalized too.\But every time I felt down, they would all come to see me.\We were always together. response:	We'd step on each other's shadows, kick stones,
context: Tell me about your childhood.\Where should I start?\I was physically weak when I was a kid.\I had narcolepsy, and there was also the shock of losing my parents.\I was hospitalized too.\But every time I felt down, they would all come to see me.\We were always together.\We'd step on each other's shadows, kick stones, response:	and look for four-leaf clovers.
context: Where should I start?\I was physically weak when I was a kid.\I had narcolepsy, and there was also the shock of losing my parents.\I was hospitalized too.\But every time I felt down, they would all come to see me.\We were always together.\We'd step on each other's shadows, kick stones,\and look for four-leaf clovers. response:	Masato, Kengo, Rin, and I could never find any.
context: I was physically weak when I was a kid.\I had narcolepsy, and there was also the shock of losing my parents.\I was hospitalized too.\But every time I felt down, they would all come to see me.\We were always together.\We'd step on each other's shadows, kick stones,\and look for four-leaf clovers.\Masato, Kengo, Rin, and I could never find any. response:	But...
context: I had narcolepsy, and there was also the shock of losing my parents.\I was hospitalized too.\But every time I felt down, they would all come to see me.\We were always together.\We'd step on each other's shadows, kick stones,\and look for four-leaf clovers.\Masato, Kengo, Rin, and I could never find any.\But... response:	We were always together.
context: I was hospitalized too.\But every time I felt down, they would all come to see me.\We were always together.\We'd step on each other's shadows, kick stones,\and look for four-leaf clovers.\Masato, Kengo, Rin, and I could never find any.\But...\We were always together. response:	It's the reason I can be who I am now.
context: But every time I felt down, they would all come to see me.\We were always together.\We'd step on each other's shadows, kick stones,\and look for four-leaf clovers.\Masato, Kengo, Rin, and I could never find any.\But...\We were always together.\It's the reason I can be who I am now. response:	Those must be very warm memories.
context: We were always together.\We'd step on each other's shadows, kick stones,\and look for four-leaf clovers.\Masato, Kengo, Rin, and I could never find any.\But...\We were always together.\It's the reason I can be who I am now.\Those must be very warm memories. response:	Yeah.
context: We'd step on each other's shadows, kick stones,\and look for four-leaf clovers.\Masato, Kengo, Rin, and I could never find any.\But...\We were always together.\It's the reason I can be who I am now.\Those must be very warm memories.\Yeah. response:	I planned on coming here sooner.
context: and look for four-leaf clovers.\Masato, Kengo, Rin, and I could never find any.\But...\We were always together.\It's the reason I can be who I am now.\Those must be very warm memories.\Yeah.\I planned on coming here sooner. response:	But you talked to me, and I met all the Little Busters.
context: Masato, Kengo, Rin, and I could never find any.\But...\We were always together.\It's the reason I can be who I am now.\Those must be very warm memories.\Yeah.\I planned on coming here sooner.\But you talked to me, and I met all the Little Busters. response:	You shook my resolve.
context: But...\We were always together.\It's the reason I can be who I am now.\Those must be very warm memories.\Yeah.\I planned on coming here sooner.\But you talked to me, and I met all the Little Busters.\You shook my resolve. response:	If only I could live my life with your circle of friends...
context: We were always together.\It's the reason I can be who I am now.\Those must be very warm memories.\Yeah.\I planned on coming here sooner.\But you talked to me, and I met all the Little Busters.\You shook my resolve.\If only I could live my life with your circle of friends... response:	Thoughts like that grew ever so slightly in my heart.
context: It's the reason I can be who I am now.\Those must be very warm memories.\Yeah.\I planned on coming here sooner.\But you talked to me, and I met all the Little Busters.\You shook my resolve.\If only I could live my life with your circle of friends...\Thoughts like that grew ever so slightly in my heart. response:	What's wrong with that?
context: Those must be very warm memories.\Yeah.\I planned on coming here sooner.\But you talked to me, and I met all the Little Busters.\You shook my resolve.\If only I could live my life with your circle of friends...\Thoughts like that grew ever so slightly in my heart.\What's wrong with that? response:	Nishizono-san, you can just
context: Yeah.\I planned on coming here sooner.\But you talked to me, and I met all the Little Busters.\You shook my resolve.\If only I could live my life with your circle of friends...\Thoughts like that grew ever so slightly in my heart.\What's wrong with that?\Nishizono-san, you can just response:	What's about to happen here cannot be changed.
context: I planned on coming here sooner.\But you talked to me, and I met all the Little Busters.\You shook my resolve.\If only I could live my life with your circle of friends...\Thoughts like that grew ever so slightly in my heart.\What's wrong with that?\Nishizono-san, you can just\What's about to happen here cannot be changed. response:	It's something I've wished for since long, long ago.
context: But you talked to me, and I met all the Little Busters.\You shook my resolve.\If only I could live my life with your circle of friends...\Thoughts like that grew ever so slightly in my heart.\What's wrong with that?\Nishizono-san, you can just\What's about to happen here cannot be changed.\It's something I've wished for since long, long ago. response:	Does not a white bird feel within her heart forlorn?
context: You shook my resolve.\If only I could live my life with your circle of friends...\Thoughts like that grew ever so slightly in my heart.\What's wrong with that?\Nishizono-san, you can just\What's about to happen here cannot be changed.\It's something I've wished for since long, long ago.\Does not a white bird feel within her heart forlorn? response:	The blue of the sky, the blue of the sea; neither stains her.
context: If only I could live my life with your circle of friends...\Thoughts like that grew ever so slightly in my heart.\What's wrong with that?\Nishizono-san, you can just\What's about to happen here cannot be changed.\It's something I've wished for since long, long ago.\Does not a white bird feel within her heart forlorn?\The blue of the sky, the blue of the sea; neither stains her. response:	I've wanted to become a white bird.
context: Thoughts like that grew ever so slightly in my heart.\What's wrong with that?\Nishizono-san, you can just\What's about to happen here cannot be changed.\It's something I've wished for since long, long ago.\Does not a white bird feel within her heart forlorn?\The blue of the sky, the blue of the sea; neither stains her.\I've wanted to become a white bird. response:	Like a white bird untainted with the blue of the sky or the sea,
context: What's wrong with that?\Nishizono-san, you can just\What's about to happen here cannot be changed.\It's something I've wished for since long, long ago.\Does not a white bird feel within her heart forlorn?\The blue of the sky, the blue of the sea; neither stains her.\I've wanted to become a white bird.\Like a white bird untainted with the blue of the sky or the sea, response:	alone, proud, beautiful, and connected to nobody else.
context: Nishizono-san, you can just\What's about to happen here cannot be changed.\It's something I've wished for since long, long ago.\Does not a white bird feel within her heart forlorn?\The blue of the sky, the blue of the sea; neither stains her.\I've wanted to become a white bird.\Like a white bird untainted with the blue of the sky or the sea,\alone, proud, beautiful, and connected to nobody else. response:	That's what I had thought.
context: What's about to happen here cannot be changed.\It's something I've wished for since long, long ago.\Does not a white bird feel within her heart forlorn?\The blue of the sky, the blue of the sea; neither stains her.\I've wanted to become a white bird.\Like a white bird untainted with the blue of the sky or the sea,\alone, proud, beautiful, and connected to nobody else.\That's what I had thought. response:	So we finally meet.
context: It's something I've wished for since long, long ago.\Does not a white bird feel within her heart forlorn?\The blue of the sky, the blue of the sea; neither stains her.\I've wanted to become a white bird.\Like a white bird untainted with the blue of the sky or the sea,\alone, proud, beautiful, and connected to nobody else.\That's what I had thought.\So we finally meet. response:	Nice to meet you.
context: Does not a white bird feel within her heart forlorn?\The blue of the sky, the blue of the sea; neither stains her.\I've wanted to become a white bird.\Like a white bird untainted with the blue of the sky or the sea,\alone, proud, beautiful, and connected to nobody else.\That's what I had thought.\So we finally meet.\Nice to meet you. response:	Actually...
context: The blue of the sky, the blue of the sea; neither stains her.\I've wanted to become a white bird.\Like a white bird untainted with the blue of the sky or the sea,\alone, proud, beautiful, and connected to nobody else.\That's what I had thought.\So we finally meet.\Nice to meet you.\Actually... response:	We've already met twice, right Riki-kun?
context: I've wanted to become a white bird.\Like a white bird untainted with the blue of the sky or the sea,\alone, proud, beautiful, and connected to nobody else.\That's what I had thought.\So we finally meet.\Nice to meet you.\Actually...\We've already met twice, right Riki-kun? response:	First in town, and then during the storm.
context: Like a white bird untainted with the blue of the sky or the sea,\alone, proud, beautiful, and connected to nobody else.\That's what I had thought.\So we finally meet.\Nice to meet you.\Actually...\We've already met twice, right Riki-kun?\First in town, and then during the storm. response:	Long time no see, Mio.
context: alone, proud, beautiful, and connected to nobody else.\That's what I had thought.\So we finally meet.\Nice to meet you.\Actually...\We've already met twice, right Riki-kun?\First in town, and then during the storm.\Long time no see, Mio. response:	How long has it been, Midori?
context: That's what I had thought.\So we finally meet.\Nice to meet you.\Actually...\We've already met twice, right Riki-kun?\First in town, and then during the storm.\Long time no see, Mio.\How long has it been, Midori? response:	Yeah, how long?
context: So we finally meet.\Nice to meet you.\Actually...\We've already met twice, right Riki-kun?\First in town, and then during the storm.\Long time no see, Mio.\How long has it been, Midori?\Yeah, how long? response:	I've forgotten too.
context: Nice to meet you.\Actually...\We've already met twice, right Riki-kun?\First in town, and then during the storm.\Long time no see, Mio.\How long has it been, Midori?\Yeah, how long?\I've forgotten too. response:	C'mon, let's go.
context: Actually...\We've already met twice, right Riki-kun?\First in town, and then during the storm.\Long time no see, Mio.\How long has it been, Midori?\Yeah, how long?\I've forgotten too.\C'mon, let's go. response:	Go where?!
context: We've already met twice, right Riki-kun?\First in town, and then during the storm.\Long time no see, Mio.\How long has it been, Midori?\Yeah, how long?\I've forgotten too.\C'mon, let's go.\Go where?! response:	Come on, Mio.
context: First in town, and then during the storm.\Long time no see, Mio.\How long has it been, Midori?\Yeah, how long?\I've forgotten too.\C'mon, let's go.\Go where?!\Come on, Mio. response:	Sorry, Midori.
context: Long time no see, Mio.\How long has it been, Midori?\Yeah, how long?\I've forgotten too.\C'mon, let's go.\Go where?!\Come on, Mio.\Sorry, Midori. response:	Let me stay here just a little longer.
context: How long has it been, Midori?\Yeah, how long?\I've forgotten too.\C'mon, let's go.\Go where?!\Come on, Mio.\Sorry, Midori.\Let me stay here just a little longer. response:	By the way, Mio.
context: Yeah, how long?\I've forgotten too.\C'mon, let's go.\Go where?!\Come on, Mio.\Sorry, Midori.\Let me stay here just a little longer.\By the way, Mio. response:	How long are you going to keep holding onto that parasol?
context: I've forgotten too.\C'mon, let's go.\Go where?!\Come on, Mio.\Sorry, Midori.\Let me stay here just a little longer.\By the way, Mio.\How long are you going to keep holding onto that parasol? response:	Are you that afraid of letting Riki-kun know?
context: C'mon, let's go.\Go where?!\Come on, Mio.\Sorry, Midori.\Let me stay here just a little longer.\By the way, Mio.\How long are you going to keep holding onto that parasol?\Are you that afraid of letting Riki-kun know? response:	It's no use, you know.
context: Go where?!\Come on, Mio.\Sorry, Midori.\Let me stay here just a little longer.\By the way, Mio.\How long are you going to keep holding onto that parasol?\Are you that afraid of letting Riki-kun know?\It's no use, you know. response:	No, stop
context: Come on, Mio.\Sorry, Midori.\Let me stay here just a little longer.\By the way, Mio.\How long are you going to keep holding onto that parasol?\Are you that afraid of letting Riki-kun know?\It's no use, you know.\No, stop response:	See?
