context: The High School National Ogura Hundred Poets Karuta Championship begins. response:	We'll win every match
context: since we have foreign high school students wearing hakama.\Hopefully, it'll be good publicity for the tournament.\Man, why is their first match against a Tokyo school?\Those guys are probably strong.\The hosts should have put more thought into the brackets.\I wanted to do a feature like, The blond samurai\forges ahead with karuta!\Finish them response:	It's really bugging me...
context: Hopefully, it'll be good publicity for the tournament.\Man, why is their first match against a Tokyo school?\Those guys are probably strong.\The hosts should have put more thought into the brackets.\I wanted to do a feature like, The blond samurai\forges ahead with karuta!\Finish them\It's really bugging me... response:	It's really bugging me that she's wearing her kimono backwards...
context: Man, why is their first match against a Tokyo school?\Those guys are probably strong.\The hosts should have put more thought into the brackets.\I wanted to do a feature like, The blond samurai\forges ahead with karuta!\Finish them\It's really bugging me...\It's really bugging me that she's wearing her kimono backwards... response:	His card placement
context: Those guys are probably strong.\The hosts should have put more thought into the brackets.\I wanted to do a feature like, The blond samurai\forges ahead with karuta!\Finish them\It's really bugging me...\It's really bugging me that she's wearing her kimono backwards...\His card placement response:	is exactly like what I used when I first started!
context: The hosts should have put more thought into the brackets.\I wanted to do a feature like, The blond samurai\forges ahead with karuta!\Finish them\It's really bugging me...\It's really bugging me that she's wearing her kimono backwards...\His card placement\is exactly like what I used when I first started! response:	The cards are lined up in alphabetical order by unique syllable!
context: I wanted to do a feature like, The blond samurai\forges ahead with karuta!\Finish them\It's really bugging me...\It's really bugging me that she's wearing her kimono backwards...\His card placement\is exactly like what I used when I first started!\The cards are lined up in alphabetical order by unique syllable! response:	My opponent's even better!
context: forges ahead with karuta!\Finish them\It's really bugging me...\It's really bugging me that she's wearing her kimono backwards...\His card placement\is exactly like what I used when I first started!\The cards are lined up in alphabetical order by unique syllable!\My opponent's even better! response:	They're lined up in alphabetical order by second verse!
context: Finish them\It's really bugging me...\It's really bugging me that she's wearing her kimono backwards...\His card placement\is exactly like what I used when I first started!\The cards are lined up in alphabetical order by unique syllable!\My opponent's even better!\They're lined up in alphabetical order by second verse! response:	It's so unusual, it's actually hard to memorize!
context: It's really bugging me...\It's really bugging me that she's wearing her kimono backwards...\His card placement\is exactly like what I used when I first started!\The cards are lined up in alphabetical order by unique syllable!\My opponent's even better!\They're lined up in alphabetical order by second verse!\It's so unusual, it's actually hard to memorize! response:	Time's up!
context: It's really bugging me that she's wearing her kimono backwards...\His card placement\is exactly like what I used when I first started!\The cards are lined up in alphabetical order by unique syllable!\My opponent's even better!\They're lined up in alphabetical order by second verse!\It's so unusual, it's actually hard to memorize!\Time's up! response:	Thank you for the game.
context: His card placement\is exactly like what I used when I first started!\The cards are lined up in alphabetical order by unique syllable!\My opponent's even better!\They're lined up in alphabetical order by second verse!\It's so unusual, it's actually hard to memorize!\Time's up!\Thank you for the game. response:	Thank you for the game.
context: is exactly like what I used when I first started!\The cards are lined up in alphabetical order by unique syllable!\My opponent's even better!\They're lined up in alphabetical order by second verse!\It's so unusual, it's actually hard to memorize!\Time's up!\Thank you for the game.\Thank you for the game. response:	Naniwa Bay, now the flower blooms, but for winter
context: The cards are lined up in alphabetical order by unique syllable!\My opponent's even better!\They're lined up in alphabetical order by second verse!\It's so unusual, it's actually hard to memorize!\Time's up!\Thank you for the game.\Thank you for the game.\Naniwa Bay, now the flower blooms, but for winter response:	Here comes spring, now the flower blooms
context: My opponent's even better!\They're lined up in alphabetical order by second verse!\It's so unusual, it's actually hard to memorize!\Time's up!\Thank you for the game.\Thank you for the game.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms response:	Here comes spring, now the flower blooms
context: They're lined up in alphabetical order by second verse!\It's so unusual, it's actually hard to memorize!\Time's up!\Thank you for the game.\Thank you for the game.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\Here comes spring, now the flower blooms response:	Like the sound...
context: It's so unusual, it's actually hard to memorize!\Time's up!\Thank you for the game.\Thank you for the game.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\Here comes spring, now the flower blooms\Like the sound... response:	Yes! I got it!
context: Time's up!\Thank you for the game.\Thank you for the game.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\Here comes spring, now the flower blooms\Like the sound...\Yes! I got it! response:	He's big... I-I'm scared...
context: Thank you for the game.\Thank you for the game.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\Here comes spring, now the flower blooms\Like the sound...\Yes! I got it!\He's big... I-I'm scared... response:	There weren't any black people in Hokkaido...
context: Thank you for the game.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\Here comes spring, now the flower blooms\Like the sound...\Yes! I got it!\He's big... I-I'm scared...\There weren't any black people in Hokkaido... response:	He's lying
context: Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\Here comes spring, now the flower blooms\Like the sound...\Yes! I got it!\He's big... I-I'm scared...\There weren't any black people in Hokkaido...\He's lying response:	I can't beat him...
context: Here comes spring, now the flower blooms\Here comes spring, now the flower blooms\Like the sound...\Yes! I got it!\He's big... I-I'm scared...\There weren't any black people in Hokkaido...\He's lying\I can't beat him... response:	Is he from Vietnam? Thailand? Laos?
context: Here comes spring, now the flower blooms\Like the sound...\Yes! I got it!\He's big... I-I'm scared...\There weren't any black people in Hokkaido...\He's lying\I can't beat him...\Is he from Vietnam? Thailand? Laos? response:	In any case,
context: Like the sound...\Yes! I got it!\He's big... I-I'm scared...\There weren't any black people in Hokkaido...\He's lying\I can't beat him...\Is he from Vietnam? Thailand? Laos?\In any case, response:	his card placement is very methodical.
context: Yes! I got it!\He's big... I-I'm scared...\There weren't any black people in Hokkaido...\He's lying\I can't beat him...\Is he from Vietnam? Thailand? Laos?\In any case,\his card placement is very methodical. response:	Hundred Poets Competitive Karuta
context: He's big... I-I'm scared...\There weren't any black people in Hokkaido...\He's lying\I can't beat him...\Is he from Vietnam? Thailand? Laos?\In any case,\his card placement is very methodical.\Hundred Poets Competitive Karuta response:	Guys, just do what we always do.
context: There weren't any black people in Hokkaido...\He's lying\I can't beat him...\Is he from Vietnam? Thailand? Laos?\In any case,\his card placement is very methodical.\Hundred Poets Competitive Karuta\Guys, just do what we always do. response:	They're just a bunch of karuta lovers.
context: He's lying\I can't beat him...\Is he from Vietnam? Thailand? Laos?\In any case,\his card placement is very methodical.\Hundred Poets Competitive Karuta\Guys, just do what we always do.\They're just a bunch of karuta lovers. response:	That's impossible!
context: I can't beat him...\Is he from Vietnam? Thailand? Laos?\In any case,\his card placement is very methodical.\Hundred Poets Competitive Karuta\Guys, just do what we always do.\They're just a bunch of karuta lovers.\That's impossible! response:	Karuta's difficult and complicated!
context: Is he from Vietnam? Thailand? Laos?\In any case,\his card placement is very methodical.\Hundred Poets Competitive Karuta\Guys, just do what we always do.\They're just a bunch of karuta lovers.\That's impossible!\Karuta's difficult and complicated! response:	How could foreigners ever love karuta?!
context: In any case,\his card placement is very methodical.\Hundred Poets Competitive Karuta\Guys, just do what we always do.\They're just a bunch of karuta lovers.\That's impossible!\Karuta's difficult and complicated!\How could foreigners ever love karuta?! response:	I mean, Japanese people don't like it, either...
context: his card placement is very methodical.\Hundred Poets Competitive Karuta\Guys, just do what we always do.\They're just a bunch of karuta lovers.\That's impossible!\Karuta's difficult and complicated!\How could foreigners ever love karuta?!\I mean, Japanese people don't like it, either... response:	We grew up in Japan
context: Hundred Poets Competitive Karuta\Guys, just do what we always do.\They're just a bunch of karuta lovers.\That's impossible!\Karuta's difficult and complicated!\How could foreigners ever love karuta?!\I mean, Japanese people don't like it, either...\We grew up in Japan response:	and fell in love with karuta.
context: Guys, just do what we always do.\They're just a bunch of karuta lovers.\That's impossible!\Karuta's difficult and complicated!\How could foreigners ever love karuta?!\I mean, Japanese people don't like it, either...\We grew up in Japan\and fell in love with karuta. response:	Fell in love...
context: They're just a bunch of karuta lovers.\That's impossible!\Karuta's difficult and complicated!\How could foreigners ever love karuta?!\I mean, Japanese people don't like it, either...\We grew up in Japan\and fell in love with karuta.\Fell in love... response:	the thistle and brush are blown by the autumn wind
context: That's impossible!\Karuta's difficult and complicated!\How could foreigners ever love karuta?!\I mean, Japanese people don't like it, either...\We grew up in Japan\and fell in love with karuta.\Fell in love...\the thistle and brush are blown by the autumn wind response:	Though I prayed...
context: Karuta's difficult and complicated!\How could foreigners ever love karuta?!\I mean, Japanese people don't like it, either...\We grew up in Japan\and fell in love with karuta.\Fell in love...\the thistle and brush are blown by the autumn wind\Though I prayed... response:	She's fast... Really fast.
context: How could foreigners ever love karuta?!\I mean, Japanese people don't like it, either...\We grew up in Japan\and fell in love with karuta.\Fell in love...\the thistle and brush are blown by the autumn wind\Though I prayed...\She's fast... Really fast. response:	So fast that it's scary...
context: I mean, Japanese people don't like it, either...\We grew up in Japan\and fell in love with karuta.\Fell in love...\the thistle and brush are blown by the autumn wind\Though I prayed...\She's fast... Really fast.\So fast that it's scary... response:	This is competitive karuta.
context: We grew up in Japan\and fell in love with karuta.\Fell in love...\the thistle and brush are blown by the autumn wind\Though I prayed...\She's fast... Really fast.\So fast that it's scary...\This is competitive karuta. response:	At first, I was willing to try anything.
context: and fell in love with karuta.\Fell in love...\the thistle and brush are blown by the autumn wind\Though I prayed...\She's fast... Really fast.\So fast that it's scary...\This is competitive karuta.\At first, I was willing to try anything. response:	Tea ceremony, Asian calligraphy, flower arrangement...
context: Fell in love...\the thistle and brush are blown by the autumn wind\Though I prayed...\She's fast... Really fast.\So fast that it's scary...\This is competitive karuta.\At first, I was willing to try anything.\Tea ceremony, Asian calligraphy, flower arrangement... response:	Since my physical appearance was that of a foreigner,
context: the thistle and brush are blown by the autumn wind\Though I prayed...\She's fast... Really fast.\So fast that it's scary...\This is competitive karuta.\At first, I was willing to try anything.\Tea ceremony, Asian calligraphy, flower arrangement...\Since my physical appearance was that of a foreigner, response:	I thought I might be able to make
context: Though I prayed...\She's fast... Really fast.\So fast that it's scary...\This is competitive karuta.\At first, I was willing to try anything.\Tea ceremony, Asian calligraphy, flower arrangement...\Since my physical appearance was that of a foreigner,\I thought I might be able to make response:	friends if I did something really Japanese.
context: She's fast... Really fast.\So fast that it's scary...\This is competitive karuta.\At first, I was willing to try anything.\Tea ceremony, Asian calligraphy, flower arrangement...\Since my physical appearance was that of a foreigner,\I thought I might be able to make\friends if I did something really Japanese. response:	I first encountered karuta in high school.
context: So fast that it's scary...\This is competitive karuta.\At first, I was willing to try anything.\Tea ceremony, Asian calligraphy, flower arrangement...\Since my physical appearance was that of a foreigner,\I thought I might be able to make\friends if I did something really Japanese.\I first encountered karuta in high school. response:	You memorize a hundred cards and try to take them from each other?
context: This is competitive karuta.\At first, I was willing to try anything.\Tea ceremony, Asian calligraphy, flower arrangement...\Since my physical appearance was that of a foreigner,\I thought I might be able to make\friends if I did something really Japanese.\I first encountered karuta in high school.\You memorize a hundred cards and try to take them from each other? response:	That sounds so intellectual! So fun!
context: At first, I was willing to try anything.\Tea ceremony, Asian calligraphy, flower arrangement...\Since my physical appearance was that of a foreigner,\I thought I might be able to make\friends if I did something really Japanese.\I first encountered karuta in high school.\You memorize a hundred cards and try to take them from each other?\That sounds so intellectual! So fun! response:	But as I became more engrossed in competitive karuta...
context: Tea ceremony, Asian calligraphy, flower arrangement...\Since my physical appearance was that of a foreigner,\I thought I might be able to make\friends if I did something really Japanese.\I first encountered karuta in high school.\You memorize a hundred cards and try to take them from each other?\That sounds so intellectual! So fun!\But as I became more engrossed in competitive karuta... response:	Eh, not interested.
context: Since my physical appearance was that of a foreigner,\I thought I might be able to make\friends if I did something really Japanese.\I first encountered karuta in high school.\You memorize a hundred cards and try to take them from each other?\That sounds so intellectual! So fun!\But as I became more engrossed in competitive karuta...\Eh, not interested. response:	No, thanks.
context: I thought I might be able to make\friends if I did something really Japanese.\I first encountered karuta in high school.\You memorize a hundred cards and try to take them from each other?\That sounds so intellectual! So fun!\But as I became more engrossed in competitive karuta...\Eh, not interested.\No, thanks. response:	He's just a foreigner.
context: friends if I did something really Japanese.\I first encountered karuta in high school.\You memorize a hundred cards and try to take them from each other?\That sounds so intellectual! So fun!\But as I became more engrossed in competitive karuta...\Eh, not interested.\No, thanks.\He's just a foreigner. response:	My Japanese friends grew distant.
context: I first encountered karuta in high school.\You memorize a hundred cards and try to take them from each other?\That sounds so intellectual! So fun!\But as I became more engrossed in competitive karuta...\Eh, not interested.\No, thanks.\He's just a foreigner.\My Japanese friends grew distant. response:	It's okay...
context: You memorize a hundred cards and try to take them from each other?\That sounds so intellectual! So fun!\But as I became more engrossed in competitive karuta...\Eh, not interested.\No, thanks.\He's just a foreigner.\My Japanese friends grew distant.\It's okay... response:	I know that everyone thinks we're strange,
context: That sounds so intellectual! So fun!\But as I became more engrossed in competitive karuta...\Eh, not interested.\No, thanks.\He's just a foreigner.\My Japanese friends grew distant.\It's okay...\I know that everyone thinks we're strange, response:	but it's okay!
context: But as I became more engrossed in competitive karuta...\Eh, not interested.\No, thanks.\He's just a foreigner.\My Japanese friends grew distant.\It's okay...\I know that everyone thinks we're strange,\but it's okay! response:	I never asked to be treated colder than the winds of Mount Hatsuse
context: Eh, not interested.\No, thanks.\He's just a foreigner.\My Japanese friends grew distant.\It's okay...\I know that everyone thinks we're strange,\but it's okay!\I never asked to be treated colder than the winds of Mount Hatsuse response:	Swift waters parted by the jagged rocks
context: No, thanks.\He's just a foreigner.\My Japanese friends grew distant.\It's okay...\I know that everyone thinks we're strange,\but it's okay!\I never asked to be treated colder than the winds of Mount Hatsuse\Swift waters parted by the jagged rocks response:	Yes! I got the card!
context: He's just a foreigner.\My Japanese friends grew distant.\It's okay...\I know that everyone thinks we're strange,\but it's okay!\I never asked to be treated colder than the winds of Mount Hatsuse\Swift waters parted by the jagged rocks\Yes! I got the card! response:	This is my favorite poem!
context: My Japanese friends grew distant.\It's okay...\I know that everyone thinks we're strange,\but it's okay!\I never asked to be treated colder than the winds of Mount Hatsuse\Swift waters parted by the jagged rocks\Yes! I got the card!\This is my favorite poem! response:	I'm also a fan of this poem.
context: It's okay...\I know that everyone thinks we're strange,\but it's okay!\I never asked to be treated colder than the winds of Mount Hatsuse\Swift waters parted by the jagged rocks\Yes! I got the card!\This is my favorite poem!\I'm also a fan of this poem. response:	No way!
context: I know that everyone thinks we're strange,\but it's okay!\I never asked to be treated colder than the winds of Mount Hatsuse\Swift waters parted by the jagged rocks\Yes! I got the card!\This is my favorite poem!\I'm also a fan of this poem.\No way! response:	I also like this one, this one, and this one!
context: but it's okay!\I never asked to be treated colder than the winds of Mount Hatsuse\Swift waters parted by the jagged rocks\Yes! I got the card!\This is my favorite poem!\I'm also a fan of this poem.\No way!\I also like this one, this one, and this one! response:	Feel love deepen, The storm will soon, The hazed field of ...
context: I never asked to be treated colder than the winds of Mount Hatsuse\Swift waters parted by the jagged rocks\Yes! I got the card!\This is my favorite poem!\I'm also a fan of this poem.\No way!\I also like this one, this one, and this one!\Feel love deepen, The storm will soon, The hazed field of ... response:	They're all love poems.
context: Swift waters parted by the jagged rocks\Yes! I got the card!\This is my favorite poem!\I'm also a fan of this poem.\No way!\I also like this one, this one, and this one!\Feel love deepen, The storm will soon, The hazed field of ...\They're all love poems. response:	You're not taking them from me!
context: Yes! I got the card!\This is my favorite poem!\I'm also a fan of this poem.\No way!\I also like this one, this one, and this one!\Feel love deepen, The storm will soon, The hazed field of ...\They're all love poems.\You're not taking them from me! response:	are joined at river's end
context: This is my favorite poem!\I'm also a fan of this poem.\No way!\I also like this one, this one, and this one!\Feel love deepen, The storm will soon, The hazed field of ...\They're all love poems.\You're not taking them from me!\are joined at river's end response:	My own sleeves are like...
context: I'm also a fan of this poem.\No way!\I also like this one, this one, and this one!\Feel love deepen, The storm will soon, The hazed field of ...\They're all love poems.\You're not taking them from me!\are joined at river's end\My own sleeves are like... response:	None are left...
context: No way!\I also like this one, this one, and this one!\Feel love deepen, The storm will soon, The hazed field of ...\They're all love poems.\You're not taking them from me!\are joined at river's end\My own sleeves are like...\None are left... response:	All alone, I step...
context: I also like this one, this one, and this one!\Feel love deepen, The storm will soon, The hazed field of ...\They're all love poems.\You're not taking them from me!\are joined at river's end\My own sleeves are like...\None are left...\All alone, I step... response:	He's got good sense.
context: Feel love deepen, The storm will soon, The hazed field of ...\They're all love poems.\You're not taking them from me!\are joined at river's end\My own sleeves are like...\None are left...\All alone, I step...\He's got good sense. response:	So there are people with good karuta sense who aren't Japanese.
context: They're all love poems.\You're not taking them from me!\are joined at river's end\My own sleeves are like...\None are left...\All alone, I step...\He's got good sense.\So there are people with good karuta sense who aren't Japanese. response:	But then there are cards where he doesn't move an inch.
context: You're not taking them from me!\are joined at river's end\My own sleeves are like...\None are left...\All alone, I step...\He's got good sense.\So there are people with good karuta sense who aren't Japanese.\But then there are cards where he doesn't move an inch. response:	He's a simple player who only takes the cards he recognizes.
context: are joined at river's end\My own sleeves are like...\None are left...\All alone, I step...\He's got good sense.\So there are people with good karuta sense who aren't Japanese.\But then there are cards where he doesn't move an inch.\He's a simple player who only takes the cards he recognizes. response:	His hearing is superb.
context: My own sleeves are like...\None are left...\All alone, I step...\He's got good sense.\So there are people with good karuta sense who aren't Japanese.\But then there are cards where he doesn't move an inch.\He's a simple player who only takes the cards he recognizes.\His hearing is superb. response:	If he learned more about how to send and place cards...
context: None are left...\All alone, I step...\He's got good sense.\So there are people with good karuta sense who aren't Japanese.\But then there are cards where he doesn't move an inch.\He's a simple player who only takes the cards he recognizes.\His hearing is superb.\If he learned more about how to send and place cards... response:	They're free.
context: All alone, I step...\He's got good sense.\So there are people with good karuta sense who aren't Japanese.\But then there are cards where he doesn't move an inch.\He's a simple player who only takes the cards he recognizes.\His hearing is superb.\If he learned more about how to send and place cards...\They're free. response:	They're showing us how our playing style is dictated by competitive karuta.
context: He's got good sense.\So there are people with good karuta sense who aren't Japanese.\But then there are cards where he doesn't move an inch.\He's a simple player who only takes the cards he recognizes.\His hearing is superb.\If he learned more about how to send and place cards...\They're free.\They're showing us how our playing style is dictated by competitive karuta. response:	They don't adhere to certain theories when placing cards.
context: So there are people with good karuta sense who aren't Japanese.\But then there are cards where he doesn't move an inch.\He's a simple player who only takes the cards he recognizes.\His hearing is superb.\If he learned more about how to send and place cards...\They're free.\They're showing us how our playing style is dictated by competitive karuta.\They don't adhere to certain theories when placing cards. response:	They pay extra attention to the poems they like.
context: But then there are cards where he doesn't move an inch.\He's a simple player who only takes the cards he recognizes.\His hearing is superb.\If he learned more about how to send and place cards...\They're free.\They're showing us how our playing style is dictated by competitive karuta.\They don't adhere to certain theories when placing cards.\They pay extra attention to the poems they like. response:	They use whatever form they want.
context: He's a simple player who only takes the cards he recognizes.\His hearing is superb.\If he learned more about how to send and place cards...\They're free.\They're showing us how our playing style is dictated by competitive karuta.\They don't adhere to certain theories when placing cards.\They pay extra attention to the poems they like.\They use whatever form they want. response:	They're all playing Hundred Poets in their own way.
context: His hearing is superb.\If he learned more about how to send and place cards...\They're free.\They're showing us how our playing style is dictated by competitive karuta.\They don't adhere to certain theories when placing cards.\They pay extra attention to the poems they like.\They use whatever form they want.\They're all playing Hundred Poets in their own way. response:	One card...
context: If he learned more about how to send and place cards...\They're free.\They're showing us how our playing style is dictated by competitive karuta.\They don't adhere to certain theories when placing cards.\They pay extra attention to the poems they like.\They use whatever form they want.\They're all playing Hundred Poets in their own way.\One card... response:	One card at a time, Mizusawa!
context: They're free.\They're showing us how our playing style is dictated by competitive karuta.\They don't adhere to certain theories when placing cards.\They pay extra attention to the poems they like.\They use whatever form they want.\They're all playing Hundred Poets in their own way.\One card...\One card at a time, Mizusawa! response:	Yeah!
context: They're showing us how our playing style is dictated by competitive karuta.\They don't adhere to certain theories when placing cards.\They pay extra attention to the poems they like.\They use whatever form they want.\They're all playing Hundred Poets in their own way.\One card...\One card at a time, Mizusawa!\Yeah! response:	Don't get too excited.
context: They don't adhere to certain theories when placing cards.\They pay extra attention to the poems they like.\They use whatever form they want.\They're all playing Hundred Poets in their own way.\One card...\One card at a time, Mizusawa!\Yeah!\Don't get too excited. response:	Let the Chiba kids have their glory.
context: They pay extra attention to the poems they like.\They use whatever form they want.\They're all playing Hundred Poets in their own way.\One card...\One card at a time, Mizusawa!\Yeah!\Don't get too excited.\Let the Chiba kids have their glory. response:	After many, many years...
context: They use whatever form they want.\They're all playing Hundred Poets in their own way.\One card...\One card at a time, Mizusawa!\Yeah!\Don't get too excited.\Let the Chiba kids have their glory.\After many, many years... response:	A house left to the weeds...
context: They're all playing Hundred Poets in their own way.\One card...\One card at a time, Mizusawa!\Yeah!\Don't get too excited.\Let the Chiba kids have their glory.\After many, many years...\A house left to the weeds... response:	Amazing...
context: One card...\One card at a time, Mizusawa!\Yeah!\Don't get too excited.\Let the Chiba kids have their glory.\After many, many years...\A house left to the weeds...\Amazing... response:	36!
context: One card at a time, Mizusawa!\Yeah!\Don't get too excited.\Let the Chiba kids have their glory.\After many, many years...\A house left to the weeds...\Amazing...\36! response:	One moment please!
context: Yeah!\Don't get too excited.\Let the Chiba kids have their glory.\After many, many years...\A house left to the weeds...\Amazing...\36!\One moment please! response:	This is beautiful...
context: Don't get too excited.\Let the Chiba kids have their glory.\After many, many years...\A house left to the weeds...\Amazing...\36!\One moment please!\This is beautiful... response:	17 is over here!
context: Let the Chiba kids have their glory.\After many, many years...\A house left to the weeds...\Amazing...\36!\One moment please!\This is beautiful...\17 is over here! response:	They're moving so fast,
context: After many, many years...\A house left to the weeds...\Amazing...\36!\One moment please!\This is beautiful...\17 is over here!\They're moving so fast, response:	yet they're moving in unison...
context: A house left to the weeds...\Amazing...\36!\One moment please!\This is beautiful...\17 is over here!\They're moving so fast,\yet they're moving in unison... response:	This is our love for karuta.
context: Amazing...\36!\One moment please!\This is beautiful...\17 is over here!\They're moving so fast,\yet they're moving in unison...\This is our love for karuta. response:	This is the product
context: 36!\One moment please!\This is beautiful...\17 is over here!\They're moving so fast,\yet they're moving in unison...\This is our love for karuta.\This is the product response:	of the hard work we put in
context: One moment please!\This is beautiful...\17 is over here!\They're moving so fast,\yet they're moving in unison...\This is our love for karuta.\This is the product\of the hard work we put in response:	every day!
context: This is beautiful...\17 is over here!\They're moving so fast,\yet they're moving in unison...\This is our love for karuta.\This is the product\of the hard work we put in\every day! response:	The best karuta is beautiful to watch.
context: 17 is over here!\They're moving so fast,\yet they're moving in unison...\This is our love for karuta.\This is the product\of the hard work we put in\every day!\The best karuta is beautiful to watch. response:	Unfortunately for the Chiba International School of Information Sciences,
context: They're moving so fast,\yet they're moving in unison...\This is our love for karuta.\This is the product\of the hard work we put in\every day!\The best karuta is beautiful to watch.\Unfortunately for the Chiba International School of Information Sciences, response:	this tournament ended with the first match...
context: yet they're moving in unison...\This is our love for karuta.\This is the product\of the hard work we put in\every day!\The best karuta is beautiful to watch.\Unfortunately for the Chiba International School of Information Sciences,\this tournament ended with the first match... response:	Any comments?
context: This is our love for karuta.\This is the product\of the hard work we put in\every day!\The best karuta is beautiful to watch.\Unfortunately for the Chiba International School of Information Sciences,\this tournament ended with the first match...\Any comments? response:	U-Uh, any comments?
context: This is the product\of the hard work we put in\every day!\The best karuta is beautiful to watch.\Unfortunately for the Chiba International School of Information Sciences,\this tournament ended with the first match...\Any comments?\U-Uh, any comments? response:	I suppose...
context: of the hard work we put in\every day!\The best karuta is beautiful to watch.\Unfortunately for the Chiba International School of Information Sciences,\this tournament ended with the first match...\Any comments?\U-Uh, any comments?\I suppose... response:	We were put in our place.
context: every day!\The best karuta is beautiful to watch.\Unfortunately for the Chiba International School of Information Sciences,\this tournament ended with the first match...\Any comments?\U-Uh, any comments?\I suppose...\We were put in our place. response:	Er, that's what you want to say?
context: The best karuta is beautiful to watch.\Unfortunately for the Chiba International School of Information Sciences,\this tournament ended with the first match...\Any comments?\U-Uh, any comments?\I suppose...\We were put in our place.\Er, that's what you want to say? response:	What are you doing?
context: Unfortunately for the Chiba International School of Information Sciences,\this tournament ended with the first match...\Any comments?\U-Uh, any comments?\I suppose...\We were put in our place.\Er, that's what you want to say?\What are you doing? response:	Wait, don't erase that!
context: this tournament ended with the first match...\Any comments?\U-Uh, any comments?\I suppose...\We were put in our place.\Er, that's what you want to say?\What are you doing?\Wait, don't erase that! response:	Sorry, we'll fix it once we're done!
context: Any comments?\U-Uh, any comments?\I suppose...\We were put in our place.\Er, that's what you want to say?\What are you doing?\Wait, don't erase that!\Sorry, we'll fix it once we're done! response:	Stop!
context: U-Uh, any comments?\I suppose...\We were put in our place.\Er, that's what you want to say?\What are you doing?\Wait, don't erase that!\Sorry, we'll fix it once we're done!\Stop! response:	Karuta is fun,
context: I suppose...\We were put in our place.\Er, that's what you want to say?\What are you doing?\Wait, don't erase that!\Sorry, we'll fix it once we're done!\Stop!\Karuta is fun, response:	but competitive karuta is amazing.
context: We were put in our place.\Er, that's what you want to say?\What are you doing?\Wait, don't erase that!\Sorry, we'll fix it once we're done!\Stop!\Karuta is fun,\but competitive karuta is amazing. response:	We were shown how a good team can play competitive karuta.
context: Er, that's what you want to say?\What are you doing?\Wait, don't erase that!\Sorry, we'll fix it once we're done!\Stop!\Karuta is fun,\but competitive karuta is amazing.\We were shown how a good team can play competitive karuta. response:	We'll do our best to promote karuta at our school, improve ourselves,
context: What are you doing?\Wait, don't erase that!\Sorry, we'll fix it once we're done!\Stop!\Karuta is fun,\but competitive karuta is amazing.\We were shown how a good team can play competitive karuta.\We'll do our best to promote karuta at our school, improve ourselves, response:	and return a better team next year.
context: Wait, don't erase that!\Sorry, we'll fix it once we're done!\Stop!\Karuta is fun,\but competitive karuta is amazing.\We were shown how a good team can play competitive karuta.\We'll do our best to promote karuta at our school, improve ourselves,\and return a better team next year. response:	Bye, Arata.
context: Sorry, we'll fix it once we're done!\Stop!\Karuta is fun,\but competitive karuta is amazing.\We were shown how a good team can play competitive karuta.\We'll do our best to promote karuta at our school, improve ourselves,\and return a better team next year.\Bye, Arata. response:	Let me know when you're done watching your friends play.
context: Stop!\Karuta is fun,\but competitive karuta is amazing.\We were shown how a good team can play competitive karuta.\We'll do our best to promote karuta at our school, improve ourselves,\and return a better team next year.\Bye, Arata.\Let me know when you're done watching your friends play. response:	Thanks, Uncle Motoki!
context: Karuta is fun,\but competitive karuta is amazing.\We were shown how a good team can play competitive karuta.\We'll do our best to promote karuta at our school, improve ourselves,\and return a better team next year.\Bye, Arata.\Let me know when you're done watching your friends play.\Thanks, Uncle Motoki! response:	I'm a little late.
context: but competitive karuta is amazing.\We were shown how a good team can play competitive karuta.\We'll do our best to promote karuta at our school, improve ourselves,\and return a better team next year.\Bye, Arata.\Let me know when you're done watching your friends play.\Thanks, Uncle Motoki!\I'm a little late. response:	Is their first match over?
context: We were shown how a good team can play competitive karuta.\We'll do our best to promote karuta at our school, improve ourselves,\and return a better team next year.\Bye, Arata.\Let me know when you're done watching your friends play.\Thanks, Uncle Motoki!\I'm a little late.\Is their first match over? response:	Are you going to come tomorrow, Arata?
context: We'll do our best to promote karuta at our school, improve ourselves,\and return a better team next year.\Bye, Arata.\Let me know when you're done watching your friends play.\Thanks, Uncle Motoki!\I'm a little late.\Is their first match over?\Are you going to come tomorrow, Arata? response:	What? Just the individual tournament in two days?!
context: and return a better team next year.\Bye, Arata.\Let me know when you're done watching your friends play.\Thanks, Uncle Motoki!\I'm a little late.\Is their first match over?\Are you going to come tomorrow, Arata?\What? Just the individual tournament in two days?! response:	I was lying.
context: Bye, Arata.\Let me know when you're done watching your friends play.\Thanks, Uncle Motoki!\I'm a little late.\Is their first match over?\Are you going to come tomorrow, Arata?\What? Just the individual tournament in two days?!\I was lying. response:	After I pay my respects, I'll go watch Chihaya and Taichi.
