context: Tatooin Station response:	In the days off we had after the sports festival,
context: Why not?!\You should be Explosion Boy!\Shut up, Weird Hair!\Okay, my turn...\Uravity\This is what I thought of: Uravity.\Sounds stylish!\Choosing hero names is going more smoothly than I thought it would! response:	All that's left is Bakugo, who needs to rethink his, and Iida.
context: You should be Explosion Boy!\Shut up, Weird Hair!\Okay, my turn...\Uravity\This is what I thought of: Uravity.\Sounds stylish!\Choosing hero names is going more smoothly than I thought it would!\All that's left is Bakugo, who needs to rethink his, and Iida. response:	And Midoriya, right?
context: Shut up, Weird Hair!\Okay, my turn...\Uravity\This is what I thought of: Uravity.\Sounds stylish!\Choosing hero names is going more smoothly than I thought it would!\All that's left is Bakugo, who needs to rethink his, and Iida.\And Midoriya, right? response:	Tenya.
context: Okay, my turn...\Uravity\This is what I thought of: Uravity.\Sounds stylish!\Choosing hero names is going more smoothly than I thought it would!\All that's left is Bakugo, who needs to rethink his, and Iida.\And Midoriya, right?\Tenya. response:	I wasn't sure if I wanted to say anything yesterday,
context: Uravity\This is what I thought of: Uravity.\Sounds stylish!\Choosing hero names is going more smoothly than I thought it would!\All that's left is Bakugo, who needs to rethink his, and Iida.\And Midoriya, right?\Tenya.\I wasn't sure if I wanted to say anything yesterday, response:	but actually, I don't have any feeling in my legs.
context: This is what I thought of: Uravity.\Sounds stylish!\Choosing hero names is going more smoothly than I thought it would!\All that's left is Bakugo, who needs to rethink his, and Iida.\And Midoriya, right?\Tenya.\I wasn't sure if I wanted to say anything yesterday,\but actually, I don't have any feeling in my legs. response:	What? No way...!
context: Sounds stylish!\Choosing hero names is going more smoothly than I thought it would!\All that's left is Bakugo, who needs to rethink his, and Iida.\And Midoriya, right?\Tenya.\I wasn't sure if I wanted to say anything yesterday,\but actually, I don't have any feeling in my legs.\What? No way...! response:	The hero, Ingenium, will probably end here.
context: Choosing hero names is going more smoothly than I thought it would!\All that's left is Bakugo, who needs to rethink his, and Iida.\And Midoriya, right?\Tenya.\I wasn't sure if I wanted to say anything yesterday,\but actually, I don't have any feeling in my legs.\What? No way...!\The hero, Ingenium, will probably end here. response:	No! You still have so many more people to lead!
context: All that's left is Bakugo, who needs to rethink his, and Iida.\And Midoriya, right?\Tenya.\I wasn't sure if I wanted to say anything yesterday,\but actually, I don't have any feeling in my legs.\What? No way...!\The hero, Ingenium, will probably end here.\No! You still have so many more people to lead! response:	I don't like this!
context: And Midoriya, right?\Tenya.\I wasn't sure if I wanted to say anything yesterday,\but actually, I don't have any feeling in my legs.\What? No way...!\The hero, Ingenium, will probably end here.\No! You still have so many more people to lead!\I don't like this! response:	I don't like this either...
context: Tenya.\I wasn't sure if I wanted to say anything yesterday,\but actually, I don't have any feeling in my legs.\What? No way...!\The hero, Ingenium, will probably end here.\No! You still have so many more people to lead!\I don't like this!\I don't like this either... response:	That's why...
context: I wasn't sure if I wanted to say anything yesterday,\but actually, I don't have any feeling in my legs.\What? No way...!\The hero, Ingenium, will probably end here.\No! You still have so many more people to lead!\I don't like this!\I don't like this either...\That's why... response:	If you're up for it...
context: but actually, I don't have any feeling in my legs.\What? No way...!\The hero, Ingenium, will probably end here.\No! You still have so many more people to lead!\I don't like this!\I don't like this either...\That's why...\If you're up for it... response:	Will you take this name for me?
context: What? No way...!\The hero, Ingenium, will probably end here.\No! You still have so many more people to lead!\I don't like this!\I don't like this either...\That's why...\If you're up for it...\Will you take this name for me? response:	Ing
context: The hero, Ingenium, will probably end here.\No! You still have so many more people to lead!\I don't like this!\I don't like this either...\That's why...\If you're up for it...\Will you take this name for me?\Ing response:	I am still...
context: No! You still have so many more people to lead!\I don't like this!\I don't like this either...\That's why...\If you're up for it...\Will you take this name for me?\Ing\I am still... response:	Tenya
context: I don't like this!\I don't like this either...\That's why...\If you're up for it...\Will you take this name for me?\Ing\I am still...\Tenya response:	You're using your first name, too?
context: I don't like this either...\That's why...\If you're up for it...\Will you take this name for me?\Ing\I am still...\Tenya\You're using your first name, too? response:	Midoriya, are you ready?
context: That's why...\If you're up for it...\Will you take this name for me?\Ing\I am still...\Tenya\You're using your first name, too?\Midoriya, are you ready? response:	Y-Yes!
context: If you're up for it...\Will you take this name for me?\Ing\I am still...\Tenya\You're using your first name, too?\Midoriya, are you ready?\Y-Yes! response:	It's gotta be... this.
context: Will you take this name for me?\Ing\I am still...\Tenya\You're using your first name, too?\Midoriya, are you ready?\Y-Yes!\It's gotta be... this. response:	Midoriya?
context: Ing\I am still...\Tenya\You're using your first name, too?\Midoriya, are you ready?\Y-Yes!\It's gotta be... this.\Midoriya? response:	Are you really okay with that?
context: I am still...\Tenya\You're using your first name, too?\Midoriya, are you ready?\Y-Yes!\It's gotta be... this.\Midoriya?\Are you really okay with that? response:	You might be called that forever, you know.
context: Tenya\You're using your first name, too?\Midoriya, are you ready?\Y-Yes!\It's gotta be... this.\Midoriya?\Are you really okay with that?\You might be called that forever, you know. response:	Yeah. I didn't like this name until now.
context: You're using your first name, too?\Midoriya, are you ready?\Y-Yes!\It's gotta be... this.\Midoriya?\Are you really okay with that?\You might be called that forever, you know.\Yeah. I didn't like this name until now. response:	But someone changed the meaning of it,
context: Midoriya, are you ready?\Y-Yes!\It's gotta be... this.\Midoriya?\Are you really okay with that?\You might be called that forever, you know.\Yeah. I didn't like this name until now.\But someone changed the meaning of it, response:	and that had a huge impact on me.
context: Y-Yes!\It's gotta be... this.\Midoriya?\Are you really okay with that?\You might be called that forever, you know.\Yeah. I didn't like this name until now.\But someone changed the meaning of it,\and that had a huge impact on me. response:	It made me really happy.
context: It's gotta be... this.\Midoriya?\Are you really okay with that?\You might be called that forever, you know.\Yeah. I didn't like this name until now.\But someone changed the meaning of it,\and that had a huge impact on me.\It made me really happy. response:	My Deku isn't always going to mean useless!
context: Midoriya?\Are you really okay with that?\You might be called that forever, you know.\Yeah. I didn't like this name until now.\But someone changed the meaning of it,\and that had a huge impact on me.\It made me really happy.\My Deku isn't always going to mean useless! response:	My Deku means You can do it!
context: Are you really okay with that?\You might be called that forever, you know.\Yeah. I didn't like this name until now.\But someone changed the meaning of it,\and that had a huge impact on me.\It made me really happy.\My Deku isn't always going to mean useless!\My Deku means You can do it! response:	This is my hero name!
context: You might be called that forever, you know.\Yeah. I didn't like this name until now.\But someone changed the meaning of it,\and that had a huge impact on me.\It made me really happy.\My Deku isn't always going to mean useless!\My Deku means You can do it!\This is my hero name! response:	Deku
context: Yeah. I didn't like this name until now.\But someone changed the meaning of it,\and that had a huge impact on me.\It made me really happy.\My Deku isn't always going to mean useless!\My Deku means You can do it!\This is my hero name!\Deku response:	Staff Room
context: But someone changed the meaning of it,\and that had a huge impact on me.\It made me really happy.\My Deku isn't always going to mean useless!\My Deku means You can do it!\This is my hero name!\Deku\Staff Room response:	Oh? Offers for the first years are still coming.
context: and that had a huge impact on me.\It made me really happy.\My Deku isn't always going to mean useless!\My Deku means You can do it!\This is my hero name!\Deku\Staff Room\Oh? Offers for the first years are still coming. response:	There's one more.
context: It made me really happy.\My Deku isn't always going to mean useless!\My Deku means You can do it!\This is my hero name!\Deku\Staff Room\Oh? Offers for the first years are still coming.\There's one more. response:	Who's it for?
context: My Deku isn't always going to mean useless!\My Deku means You can do it!\This is my hero name!\Deku\Staff Room\Oh? Offers for the first years are still coming.\There's one more.\Who's it for? response:	Midoriya.
context: My Deku means You can do it!\This is my hero name!\Deku\Staff Room\Oh? Offers for the first years are still coming.\There's one more.\Who's it for?\Midoriya. response:	Really? Who is it...?
context: This is my hero name!\Deku\Staff Room\Oh? Offers for the first years are still coming.\There's one more.\Who's it for?\Midoriya.\Really? Who is it...? response:	This person is...!
context: Deku\Staff Room\Oh? Offers for the first years are still coming.\There's one more.\Who's it for?\Midoriya.\Really? Who is it...?\This person is...! response:	Lord Explosion Murder!
context: Staff Room\Oh? Offers for the first years are still coming.\There's one more.\Who's it for?\Midoriya.\Really? Who is it...?\This person is...!\Lord Explosion Murder! response:	Lord Explosion Murder
context: Oh? Offers for the first years are still coming.\There's one more.\Who's it for?\Midoriya.\Really? Who is it...?\This person is...!\Lord Explosion Murder!\Lord Explosion Murder response:	No, that's still no good.
context: There's one more.\Who's it for?\Midoriya.\Really? Who is it...?\This person is...!\Lord Explosion Murder!\Lord Explosion Murder\No, that's still no good. response:	Now that everyone's decided on their hero names,
context: Who's it for?\Midoriya.\Really? Who is it...?\This person is...!\Lord Explosion Murder!\Lord Explosion Murder\No, that's still no good.\Now that everyone's decided on their hero names, response:	we'll go back to talking about the internships.
context: Midoriya.\Really? Who is it...?\This person is...!\Lord Explosion Murder!\Lord Explosion Murder\No, that's still no good.\Now that everyone's decided on their hero names,\we'll go back to talking about the internships. response:	They will last for a week.
context: Really? Who is it...?\This person is...!\Lord Explosion Murder!\Lord Explosion Murder\No, that's still no good.\Now that everyone's decided on their hero names,\we'll go back to talking about the internships.\They will last for a week. response:	As for where you'll have them,
context: This person is...!\Lord Explosion Murder!\Lord Explosion Murder\No, that's still no good.\Now that everyone's decided on their hero names,\we'll go back to talking about the internships.\They will last for a week.\As for where you'll have them, response:	those who had offers from pros will be given your own lists,
context: Lord Explosion Murder!\Lord Explosion Murder\No, that's still no good.\Now that everyone's decided on their hero names,\we'll go back to talking about the internships.\They will last for a week.\As for where you'll have them,\those who had offers from pros will be given your own lists, response:	so you can choose from those yourself.
context: Lord Explosion Murder\No, that's still no good.\Now that everyone's decided on their hero names,\we'll go back to talking about the internships.\They will last for a week.\As for where you'll have them,\those who had offers from pros will be given your own lists,\so you can choose from those yourself. response:	Those who didn't have offers will choose
context: No, that's still no good.\Now that everyone's decided on their hero names,\we'll go back to talking about the internships.\They will last for a week.\As for where you'll have them,\those who had offers from pros will be given your own lists,\so you can choose from those yourself.\Those who didn't have offers will choose response:	from among forty agencies around the country
context: Now that everyone's decided on their hero names,\we'll go back to talking about the internships.\They will last for a week.\As for where you'll have them,\those who had offers from pros will be given your own lists,\so you can choose from those yourself.\Those who didn't have offers will choose\from among forty agencies around the country response:	that will be accepting our interns.
context: we'll go back to talking about the internships.\They will last for a week.\As for where you'll have them,\those who had offers from pros will be given your own lists,\so you can choose from those yourself.\Those who didn't have offers will choose\from among forty agencies around the country\that will be accepting our interns. response:	They all work in different places and have different specialties.
context: They will last for a week.\As for where you'll have them,\those who had offers from pros will be given your own lists,\so you can choose from those yourself.\Those who didn't have offers will choose\from among forty agencies around the country\that will be accepting our interns.\They all work in different places and have different specialties. response:	For example, Thirteen would be focused on rescues from accidents and disasters
context: As for where you'll have them,\those who had offers from pros will be given your own lists,\so you can choose from those yourself.\Those who didn't have offers will choose\from among forty agencies around the country\that will be accepting our interns.\They all work in different places and have different specialties.\For example, Thirteen would be focused on rescues from accidents and disasters response:	more than fighting villains.
context: those who had offers from pros will be given your own lists,\so you can choose from those yourself.\Those who didn't have offers will choose\from among forty agencies around the country\that will be accepting our interns.\They all work in different places and have different specialties.\For example, Thirteen would be focused on rescues from accidents and disasters\more than fighting villains. response:	Think carefully before you choose.
context: so you can choose from those yourself.\Those who didn't have offers will choose\from among forty agencies around the country\that will be accepting our interns.\They all work in different places and have different specialties.\For example, Thirteen would be focused on rescues from accidents and disasters\more than fighting villains.\Think carefully before you choose. response:	Yes, sir!
context: Those who didn't have offers will choose\from among forty agencies around the country\that will be accepting our interns.\They all work in different places and have different specialties.\For example, Thirteen would be focused on rescues from accidents and disasters\more than fighting villains.\Think carefully before you choose.\Yes, sir! response:	I want to fight crime in urban areas!
context: from among forty agencies around the country\that will be accepting our interns.\They all work in different places and have different specialties.\For example, Thirteen would be focused on rescues from accidents and disasters\more than fighting villains.\Think carefully before you choose.\Yes, sir!\I want to fight crime in urban areas! response:	I hope I can intern at a place with floods.
context: that will be accepting our interns.\They all work in different places and have different specialties.\For example, Thirteen would be focused on rescues from accidents and disasters\more than fighting villains.\Think carefully before you choose.\Yes, sir!\I want to fight crime in urban areas!\I hope I can intern at a place with floods. response:	I wonder if there are any?
context: They all work in different places and have different specialties.\For example, Thirteen would be focused on rescues from accidents and disasters\more than fighting villains.\Think carefully before you choose.\Yes, sir!\I want to fight crime in urban areas!\I hope I can intern at a place with floods.\I wonder if there are any? response:	Turn in your choices before the weekend.
context: For example, Thirteen would be focused on rescues from accidents and disasters\more than fighting villains.\Think carefully before you choose.\Yes, sir!\I want to fight crime in urban areas!\I hope I can intern at a place with floods.\I wonder if there are any?\Turn in your choices before the weekend. response:	We've only got two days?!
context: more than fighting villains.\Think carefully before you choose.\Yes, sir!\I want to fight crime in urban areas!\I hope I can intern at a place with floods.\I wonder if there are any?\Turn in your choices before the weekend.\We've only got two days?! response:	Make your decision efficiently.
context: Think carefully before you choose.\Yes, sir!\I want to fight crime in urban areas!\I hope I can intern at a place with floods.\I wonder if there are any?\Turn in your choices before the weekend.\We've only got two days?!\Make your decision efficiently. response:	Dismissed.
context: Yes, sir!\I want to fight crime in urban areas!\I hope I can intern at a place with floods.\I wonder if there are any?\Turn in your choices before the weekend.\We've only got two days?!\Make your decision efficiently.\Dismissed. response:	Endeavor Hero Agency
context: I want to fight crime in urban areas!\I hope I can intern at a place with floods.\I wonder if there are any?\Turn in your choices before the weekend.\We've only got two days?!\Make your decision efficiently.\Dismissed.\Endeavor Hero Agency response:	Lunchtime
context: I hope I can intern at a place with floods.\I wonder if there are any?\Turn in your choices before the weekend.\We've only got two days?!\Make your decision efficiently.\Dismissed.\Endeavor Hero Agency\Lunchtime response:	Hey guys, have you decided what pro agency you're going to yet?
context: I wonder if there are any?\Turn in your choices before the weekend.\We've only got two days?!\Make your decision efficiently.\Dismissed.\Endeavor Hero Agency\Lunchtime\Hey guys, have you decided what pro agency you're going to yet? response:	I'm going to Mt. Lady!
context: Turn in your choices before the weekend.\We've only got two days?!\Make your decision efficiently.\Dismissed.\Endeavor Hero Agency\Lunchtime\Hey guys, have you decided what pro agency you're going to yet?\I'm going to Mt. Lady! response:	Mineta, you're thinking about something perverted, aren't you?
context: We've only got two days?!\Make your decision efficiently.\Dismissed.\Endeavor Hero Agency\Lunchtime\Hey guys, have you decided what pro agency you're going to yet?\I'm going to Mt. Lady!\Mineta, you're thinking about something perverted, aren't you? response:	Of course not!
context: Make your decision efficiently.\Dismissed.\Endeavor Hero Agency\Lunchtime\Hey guys, have you decided what pro agency you're going to yet?\I'm going to Mt. Lady!\Mineta, you're thinking about something perverted, aren't you?\Of course not! response:	Ashido, you made it pretty far in the tournament, too.
context: Dismissed.\Endeavor Hero Agency\Lunchtime\Hey guys, have you decided what pro agency you're going to yet?\I'm going to Mt. Lady!\Mineta, you're thinking about something perverted, aren't you?\Of course not!\Ashido, you made it pretty far in the tournament, too. response:	It's weird that you didn't get any offers.
context: Endeavor Hero Agency\Lunchtime\Hey guys, have you decided what pro agency you're going to yet?\I'm going to Mt. Lady!\Mineta, you're thinking about something perverted, aren't you?\Of course not!\Ashido, you made it pretty far in the tournament, too.\It's weird that you didn't get any offers. response:	You said it.
context: Lunchtime\Hey guys, have you decided what pro agency you're going to yet?\I'm going to Mt. Lady!\Mineta, you're thinking about something perverted, aren't you?\Of course not!\Ashido, you made it pretty far in the tournament, too.\It's weird that you didn't get any offers.\You said it. response:	Deku, have you decided already?
context: Hey guys, have you decided what pro agency you're going to yet?\I'm going to Mt. Lady!\Mineta, you're thinking about something perverted, aren't you?\Of course not!\Ashido, you made it pretty far in the tournament, too.\It's weird that you didn't get any offers.\You said it.\Deku, have you decided already? response:	There are only forty heroes who'll take us,
context: I'm going to Mt. Lady!\Mineta, you're thinking about something perverted, aren't you?\Of course not!\Ashido, you made it pretty far in the tournament, too.\It's weird that you didn't get any offers.\You said it.\Deku, have you decided already?\There are only forty heroes who'll take us, response:	mutter mutter mutter mutter mutter
context: Mineta, you're thinking about something perverted, aren't you?\Of course not!\Ashido, you made it pretty far in the tournament, too.\It's weird that you didn't get any offers.\You said it.\Deku, have you decided already?\There are only forty heroes who'll take us,\mutter mutter mutter mutter mutter response:	so after looking up their specialties and splitting them into groups...
context: Of course not!\Ashido, you made it pretty far in the tournament, too.\It's weird that you didn't get any offers.\You said it.\Deku, have you decided already?\There are only forty heroes who'll take us,\mutter mutter mutter mutter mutter\so after looking up their specialties and splitting them into groups... response:	It's practically an art!
context: Ashido, you made it pretty far in the tournament, too.\It's weird that you didn't get any offers.\You said it.\Deku, have you decided already?\There are only forty heroes who'll take us,\mutter mutter mutter mutter mutter\so after looking up their specialties and splitting them into groups...\It's practically an art! response:	Oh, sorry! I was lost in thought...
context: It's weird that you didn't get any offers.\You said it.\Deku, have you decided already?\There are only forty heroes who'll take us,\mutter mutter mutter mutter mutter\so after looking up their specialties and splitting them into groups...\It's practically an art!\Oh, sorry! I was lost in thought... response:	You're really thinking carefully about this, huh?
context: You said it.\Deku, have you decided already?\There are only forty heroes who'll take us,\mutter mutter mutter mutter mutter\so after looking up their specialties and splitting them into groups...\It's practically an art!\Oh, sorry! I was lost in thought...\You're really thinking carefully about this, huh? response:	Actually, I've already decided!
context: Deku, have you decided already?\There are only forty heroes who'll take us,\mutter mutter mutter mutter mutter\so after looking up their specialties and splitting them into groups...\It's practically an art!\Oh, sorry! I was lost in thought...\You're really thinking carefully about this, huh?\Actually, I've already decided! response:	Really?
context: There are only forty heroes who'll take us,\mutter mutter mutter mutter mutter\so after looking up their specialties and splitting them into groups...\It's practically an art!\Oh, sorry! I was lost in thought...\You're really thinking carefully about this, huh?\Actually, I've already decided!\Really? response:	Where?
context: mutter mutter mutter mutter mutter\so after looking up their specialties and splitting them into groups...\It's practically an art!\Oh, sorry! I was lost in thought...\You're really thinking carefully about this, huh?\Actually, I've already decided!\Really?\Where? response:	Battle Hero: Gunhead's agency.
context: so after looking up their specialties and splitting them into groups...\It's practically an art!\Oh, sorry! I was lost in thought...\You're really thinking carefully about this, huh?\Actually, I've already decided!\Really?\Where?\Battle Hero: Gunhead's agency. response:	Huh? Gunhead's a huge battle type!
context: It's practically an art!\Oh, sorry! I was lost in thought...\You're really thinking carefully about this, huh?\Actually, I've already decided!\Really?\Where?\Battle Hero: Gunhead's agency.\Huh? Gunhead's a huge battle type! response:	You're going there, Uraraka?
context: Oh, sorry! I was lost in thought...\You're really thinking carefully about this, huh?\Actually, I've already decided!\Really?\Where?\Battle Hero: Gunhead's agency.\Huh? Gunhead's a huge battle type!\You're going there, Uraraka? response:	Yup! I got an offer from them!
context: You're really thinking carefully about this, huh?\Actually, I've already decided!\Really?\Where?\Battle Hero: Gunhead's agency.\Huh? Gunhead's a huge battle type!\You're going there, Uraraka?\Yup! I got an offer from them! response:	Really? I totally thought you were trying to be a hero like Thirteen.
context: Actually, I've already decided!\Really?\Where?\Battle Hero: Gunhead's agency.\Huh? Gunhead's a huge battle type!\You're going there, Uraraka?\Yup! I got an offer from them!\Really? I totally thought you were trying to be a hero like Thirteen. response:	Ultimately, yes.
context: Really?\Where?\Battle Hero: Gunhead's agency.\Huh? Gunhead's a huge battle type!\You're going there, Uraraka?\Yup! I got an offer from them!\Really? I totally thought you were trying to be a hero like Thirteen.\Ultimately, yes. response:	But fighting Bakugo at the sports festival made me think-
context: Where?\Battle Hero: Gunhead's agency.\Huh? Gunhead's a huge battle type!\You're going there, Uraraka?\Yup! I got an offer from them!\Really? I totally thought you were trying to be a hero like Thirteen.\Ultimately, yes.\But fighting Bakugo at the sports festival made me think- response:	The stronger I get, the more possibilities I'll have!
context: Battle Hero: Gunhead's agency.\Huh? Gunhead's a huge battle type!\You're going there, Uraraka?\Yup! I got an offer from them!\Really? I totally thought you were trying to be a hero like Thirteen.\Ultimately, yes.\But fighting Bakugo at the sports festival made me think-\The stronger I get, the more possibilities I'll have! response:	If I only do what I want, I'll have a narrower perspective!
context: Huh? Gunhead's a huge battle type!\You're going there, Uraraka?\Yup! I got an offer from them!\Really? I totally thought you were trying to be a hero like Thirteen.\Ultimately, yes.\But fighting Bakugo at the sports festival made me think-\The stronger I get, the more possibilities I'll have!\If I only do what I want, I'll have a narrower perspective! response:	I see.
context: You're going there, Uraraka?\Yup! I got an offer from them!\Really? I totally thought you were trying to be a hero like Thirteen.\Ultimately, yes.\But fighting Bakugo at the sports festival made me think-\The stronger I get, the more possibilities I'll have!\If I only do what I want, I'll have a narrower perspective!\I see. response:	More importantly, this has been bothering me for a while, but...
context: Yup! I got an offer from them!\Really? I totally thought you were trying to be a hero like Thirteen.\Ultimately, yes.\But fighting Bakugo at the sports festival made me think-\The stronger I get, the more possibilities I'll have!\If I only do what I want, I'll have a narrower perspective!\I see.\More importantly, this has been bothering me for a while, but... response:	You're trembling, aren't you?
context: Really? I totally thought you were trying to be a hero like Thirteen.\Ultimately, yes.\But fighting Bakugo at the sports festival made me think-\The stronger I get, the more possibilities I'll have!\If I only do what I want, I'll have a narrower perspective!\I see.\More importantly, this has been bothering me for a while, but...\You're trembling, aren't you? response:	Oh, this?
context: Ultimately, yes.\But fighting Bakugo at the sports festival made me think-\The stronger I get, the more possibilities I'll have!\If I only do what I want, I'll have a narrower perspective!\I see.\More importantly, this has been bothering me for a while, but...\You're trembling, aren't you?\Oh, this? response:	It's the air chair exercise.
context: But fighting Bakugo at the sports festival made me think-\The stronger I get, the more possibilities I'll have!\If I only do what I want, I'll have a narrower perspective!\I see.\More importantly, this has been bothering me for a while, but...\You're trembling, aren't you?\Oh, this?\It's the air chair exercise. response:	Air chair?!
context: The stronger I get, the more possibilities I'll have!\If I only do what I want, I'll have a narrower perspective!\I see.\More importantly, this has been bothering me for a while, but...\You're trembling, aren't you?\Oh, this?\It's the air chair exercise.\Air chair?! response:	Don't tell me you do that all through class?
context: If I only do what I want, I'll have a narrower perspective!\I see.\More importantly, this has been bothering me for a while, but...\You're trembling, aren't you?\Oh, this?\It's the air chair exercise.\Air chair?!\Don't tell me you do that all through class? response:	There's no way!
context: I see.\More importantly, this has been bothering me for a while, but...\You're trembling, aren't you?\Oh, this?\It's the air chair exercise.\Air chair?!\Don't tell me you do that all through class?\There's no way! response:	That's such an old-fashioned exercise.
context: More importantly, this has been bothering me for a while, but...\You're trembling, aren't you?\Oh, this?\It's the air chair exercise.\Air chair?!\Don't tell me you do that all through class?\There's no way!\That's such an old-fashioned exercise. response:	What are you saying?
context: You're trembling, aren't you?\Oh, this?\It's the air chair exercise.\Air chair?!\Don't tell me you do that all through class?\There's no way!\That's such an old-fashioned exercise.\What are you saying? response:	The isometric muscle contraction of the air chair means
context: Oh, this?\It's the air chair exercise.\Air chair?!\Don't tell me you do that all through class?\There's no way!\That's such an old-fashioned exercise.\What are you saying?\The isometric muscle contraction of the air chair means response:	it's an easy way to train without moving!
context: It's the air chair exercise.\Air chair?!\Don't tell me you do that all through class?\There's no way!\That's such an old-fashioned exercise.\What are you saying?\The isometric muscle contraction of the air chair means\it's an easy way to train without moving! response:	Shut up...
context: Air chair?!\Don't tell me you do that all through class?\There's no way!\That's such an old-fashioned exercise.\What are you saying?\The isometric muscle contraction of the air chair means\it's an easy way to train without moving!\Shut up... response:	I can't stay the way I am.
context: Don't tell me you do that all through class?\There's no way!\That's such an old-fashioned exercise.\What are you saying?\The isometric muscle contraction of the air chair means\it's an easy way to train without moving!\Shut up...\I can't stay the way I am. response:	I need to be able to control my Quirk more.
context: There's no way!\That's such an old-fashioned exercise.\What are you saying?\The isometric muscle contraction of the air chair means\it's an easy way to train without moving!\Shut up...\I can't stay the way I am.\I need to be able to control my Quirk more. response:	He who follows two hares catches neither.
context: That's such an old-fashioned exercise.\What are you saying?\The isometric muscle contraction of the air chair means\it's an easy way to train without moving!\Shut up...\I can't stay the way I am.\I need to be able to control my Quirk more.\He who follows two hares catches neither. response:	Deku, let's go home together.
context: What are you saying?\The isometric muscle contraction of the air chair means\it's an easy way to train without moving!\Shut up...\I can't stay the way I am.\I need to be able to control my Quirk more.\He who follows two hares catches neither.\Deku, let's go home together. response:	Okay.
context: The isometric muscle contraction of the air chair means\it's an easy way to train without moving!\Shut up...\I can't stay the way I am.\I need to be able to control my Quirk more.\He who follows two hares catches neither.\Deku, let's go home together.\Okay. response:	Iida, you too-
context: it's an easy way to train without moving!\Shut up...\I can't stay the way I am.\I need to be able to control my Quirk more.\He who follows two hares catches neither.\Deku, let's go home together.\Okay.\Iida, you too- response:	Huh?
context: Shut up...\I can't stay the way I am.\I need to be able to control my Quirk more.\He who follows two hares catches neither.\Deku, let's go home together.\Okay.\Iida, you too-\Huh? response:	He probably decided on where he wants to do his internship
context: I can't stay the way I am.\I need to be able to control my Quirk more.\He who follows two hares catches neither.\Deku, let's go home together.\Okay.\Iida, you too-\Huh?\He probably decided on where he wants to do his internship response:	and went to turn it into the staff room.
context: I need to be able to control my Quirk more.\He who follows two hares catches neither.\Deku, let's go home together.\Okay.\Iida, you too-\Huh?\He probably decided on where he wants to do his internship\and went to turn it into the staff room. response:	I am here! In a bizarre position!
context: He who follows two hares catches neither.\Deku, let's go home together.\Okay.\Iida, you too-\Huh?\He probably decided on where he wants to do his internship\and went to turn it into the staff room.\I am here! In a bizarre position! response:	Wh-What's the matter?
context: Deku, let's go home together.\Okay.\Iida, you too-\Huh?\He probably decided on where he wants to do his internship\and went to turn it into the staff room.\I am here! In a bizarre position!\Wh-What's the matter? response:	Why are you in such a hurry?
context: Okay.\Iida, you too-\Huh?\He probably decided on where he wants to do his internship\and went to turn it into the staff room.\I am here! In a bizarre position!\Wh-What's the matter?\Why are you in such a hurry? response:	Come with me for a moment.
context: Iida, you too-\Huh?\He probably decided on where he wants to do his internship\and went to turn it into the staff room.\I am here! In a bizarre position!\Wh-What's the matter?\Why are you in such a hurry?\Come with me for a moment. response:	R-Right...
context: Huh?\He probably decided on where he wants to do his internship\and went to turn it into the staff room.\I am here! In a bizarre position!\Wh-What's the matter?\Why are you in such a hurry?\Come with me for a moment.\R-Right... response:	Getting straight to the point, you've got an offer from a hero!
context: He probably decided on where he wants to do his internship\and went to turn it into the staff room.\I am here! In a bizarre position!\Wh-What's the matter?\Why are you in such a hurry?\Come with me for a moment.\R-Right...\Getting straight to the point, you've got an offer from a hero! response:	Huh?
context: and went to turn it into the staff room.\I am here! In a bizarre position!\Wh-What's the matter?\Why are you in such a hurry?\Come with me for a moment.\R-Right...\Getting straight to the point, you've got an offer from a hero!\Huh? response:	What? Really?!
context: I am here! In a bizarre position!\Wh-What's the matter?\Why are you in such a hurry?\Come with me for a moment.\R-Right...\Getting straight to the point, you've got an offer from a hero!\Huh?\What? Really?! response:	Yes. The hero's name is Gran Torino.
context: Wh-What's the matter?\Why are you in such a hurry?\Come with me for a moment.\R-Right...\Getting straight to the point, you've got an offer from a hero!\Huh?\What? Really?!\Yes. The hero's name is Gran Torino. response:	He was a teacher at U.A. for only one year.
context: Why are you in such a hurry?\Come with me for a moment.\R-Right...\Getting straight to the point, you've got an offer from a hero!\Huh?\What? Really?!\Yes. The hero's name is Gran Torino.\He was a teacher at U.A. for only one year. response:	The man who was my homeroom teacher.
context: Come with me for a moment.\R-Right...\Getting straight to the point, you've got an offer from a hero!\Huh?\What? Really?!\Yes. The hero's name is Gran Torino.\He was a teacher at U.A. for only one year.\The man who was my homeroom teacher. response:	He knows about One For All, too.
context: R-Right...\Getting straight to the point, you've got an offer from a hero!\Huh?\What? Really?!\Yes. The hero's name is Gran Torino.\He was a teacher at U.A. for only one year.\The man who was my homeroom teacher.\He knows about One For All, too. response:	In fact, he probably asked for you because of that.
context: Getting straight to the point, you've got an offer from a hero!\Huh?\What? Really?!\Yes. The hero's name is Gran Torino.\He was a teacher at U.A. for only one year.\The man who was my homeroom teacher.\He knows about One For All, too.\In fact, he probably asked for you because of that. response:	Someone that amazing is...?!
