context: Forest Exhibition response:	29th Suimei High School Culture Festival
context: Nyapollon will use her finishing move.\You'll be the one who revs up the crowd, ponytail.\O-Okay. I'm kinda nervous.\What do you think, Kanda?\It feels like there's something missing...\Missing?\Yeah. Just having them shout the name...\of the attack feels like a waste of the system. response:	Then, what should we do?
context: You'll be the one who revs up the crowd, ponytail.\O-Okay. I'm kinda nervous.\What do you think, Kanda?\It feels like there's something missing...\Missing?\Yeah. Just having them shout the name...\of the attack feels like a waste of the system.\Then, what should we do? response:	We can manage to just barely change the program in time,
context: O-Okay. I'm kinda nervous.\What do you think, Kanda?\It feels like there's something missing...\Missing?\Yeah. Just having them shout the name...\of the attack feels like a waste of the system.\Then, what should we do?\We can manage to just barely change the program in time, response:	but we don't have time to order additional animation.
context: What do you think, Kanda?\It feels like there's something missing...\Missing?\Yeah. Just having them shout the name...\of the attack feels like a waste of the system.\Then, what should we do?\We can manage to just barely change the program in time,\but we don't have time to order additional animation. response:	What's your idea to use the system effectively?
context: It feels like there's something missing...\Missing?\Yeah. Just having them shout the name...\of the attack feels like a waste of the system.\Then, what should we do?\We can manage to just barely change the program in time,\but we don't have time to order additional animation.\What's your idea to use the system effectively? response:	What? No
context: Missing?\Yeah. Just having them shout the name...\of the attack feels like a waste of the system.\Then, what should we do?\We can manage to just barely change the program in time,\but we don't have time to order additional animation.\What's your idea to use the system effectively?\What? No response:	I didn't have an idea in mind.
context: Yeah. Just having them shout the name...\of the attack feels like a waste of the system.\Then, what should we do?\We can manage to just barely change the program in time,\but we don't have time to order additional animation.\What's your idea to use the system effectively?\What? No\I didn't have an idea in mind. response:	A director has to be prepared when he suggests a change.
context: of the attack feels like a waste of the system.\Then, what should we do?\We can manage to just barely change the program in time,\but we don't have time to order additional animation.\What's your idea to use the system effectively?\What? No\I didn't have an idea in mind.\A director has to be prepared when he suggests a change. response:	You're right. Sorry.
context: Then, what should we do?\We can manage to just barely change the program in time,\but we don't have time to order additional animation.\What's your idea to use the system effectively?\What? No\I didn't have an idea in mind.\A director has to be prepared when he suggests a change.\You're right. Sorry. response:	Why are you just standing there?
context: We can manage to just barely change the program in time,\but we don't have time to order additional animation.\What's your idea to use the system effectively?\What? No\I didn't have an idea in mind.\A director has to be prepared when he suggests a change.\You're right. Sorry.\Why are you just standing there? response:	A director who loses his way just before...
context: but we don't have time to order additional animation.\What's your idea to use the system effectively?\What? No\I didn't have an idea in mind.\A director has to be prepared when he suggests a change.\You're right. Sorry.\Why are you just standing there?\A director who loses his way just before... response:	the development deadline only creates confusion.
context: What's your idea to use the system effectively?\What? No\I didn't have an idea in mind.\A director has to be prepared when he suggests a change.\You're right. Sorry.\Why are you just standing there?\A director who loses his way just before...\the development deadline only creates confusion. response:	Hey, Akasaka-kun, you're going too far again...
context: What? No\I didn't have an idea in mind.\A director has to be prepared when he suggests a change.\You're right. Sorry.\Why are you just standing there?\A director who loses his way just before...\the development deadline only creates confusion.\Hey, Akasaka-kun, you're going too far again... response:	We're running out of time, but I guess there's no choice.
context: I didn't have an idea in mind.\A director has to be prepared when he suggests a change.\You're right. Sorry.\Why are you just standing there?\A director who loses his way just before...\the development deadline only creates confusion.\Hey, Akasaka-kun, you're going too far again...\We're running out of time, but I guess there's no choice. response:	You should really go think about your responsibilities.
context: A director has to be prepared when he suggests a change.\You're right. Sorry.\Why are you just standing there?\A director who loses his way just before...\the development deadline only creates confusion.\Hey, Akasaka-kun, you're going too far again...\We're running out of time, but I guess there's no choice.\You should really go think about your responsibilities. response:	Special Lecture by Graduate Fujisawa Kazuki For Anyone Aiming to Become a Creator Discussing the Future of Video Games
context: You're right. Sorry.\Why are you just standing there?\A director who loses his way just before...\the development deadline only creates confusion.\Hey, Akasaka-kun, you're going too far again...\We're running out of time, but I guess there's no choice.\You should really go think about your responsibilities.\Special Lecture by Graduate Fujisawa Kazuki For Anyone Aiming to Become a Creator Discussing the Future of Video Games response:	Fujisawa Kazuki.
context: Why are you just standing there?\A director who loses his way just before...\the development deadline only creates confusion.\Hey, Akasaka-kun, you're going too far again...\We're running out of time, but I guess there's no choice.\You should really go think about your responsibilities.\Special Lecture by Graduate Fujisawa Kazuki For Anyone Aiming to Become a Creator Discussing the Future of Video Games\Fujisawa Kazuki. response:	Special Lecturer: Graduate Fujisawa Kazuki
context: A director who loses his way just before...\the development deadline only creates confusion.\Hey, Akasaka-kun, you're going too far again...\We're running out of time, but I guess there's no choice.\You should really go think about your responsibilities.\Special Lecture by Graduate Fujisawa Kazuki For Anyone Aiming to Become a Creator Discussing the Future of Video Games\Fujisawa Kazuki.\Special Lecturer: Graduate Fujisawa Kazuki response:	People often ask me how to become a creator.
context: the development deadline only creates confusion.\Hey, Akasaka-kun, you're going too far again...\We're running out of time, but I guess there's no choice.\You should really go think about your responsibilities.\Special Lecture by Graduate Fujisawa Kazuki For Anyone Aiming to Become a Creator Discussing the Future of Video Games\Fujisawa Kazuki.\Special Lecturer: Graduate Fujisawa Kazuki\People often ask me how to become a creator. response:	But I believe the impulse or desire...
context: Hey, Akasaka-kun, you're going too far again...\We're running out of time, but I guess there's no choice.\You should really go think about your responsibilities.\Special Lecture by Graduate Fujisawa Kazuki For Anyone Aiming to Become a Creator Discussing the Future of Video Games\Fujisawa Kazuki.\Special Lecturer: Graduate Fujisawa Kazuki\People often ask me how to become a creator.\But I believe the impulse or desire... response:	to create something comes from within...
context: We're running out of time, but I guess there's no choice.\You should really go think about your responsibilities.\Special Lecture by Graduate Fujisawa Kazuki For Anyone Aiming to Become a Creator Discussing the Future of Video Games\Fujisawa Kazuki.\Special Lecturer: Graduate Fujisawa Kazuki\People often ask me how to become a creator.\But I believe the impulse or desire...\to create something comes from within... response:	and isn't something that can be taught.
context: You should really go think about your responsibilities.\Special Lecture by Graduate Fujisawa Kazuki For Anyone Aiming to Become a Creator Discussing the Future of Video Games\Fujisawa Kazuki.\Special Lecturer: Graduate Fujisawa Kazuki\People often ask me how to become a creator.\But I believe the impulse or desire...\to create something comes from within...\and isn't something that can be taught. response:	To create a product that appeals...
context: Special Lecture by Graduate Fujisawa Kazuki For Anyone Aiming to Become a Creator Discussing the Future of Video Games\Fujisawa Kazuki.\Special Lecturer: Graduate Fujisawa Kazuki\People often ask me how to become a creator.\But I believe the impulse or desire...\to create something comes from within...\and isn't something that can be taught.\To create a product that appeals... response:	to the emotions of more users,
context: Fujisawa Kazuki.\Special Lecturer: Graduate Fujisawa Kazuki\People often ask me how to become a creator.\But I believe the impulse or desire...\to create something comes from within...\and isn't something that can be taught.\To create a product that appeals...\to the emotions of more users, response:	you must first move yourself.
context: Special Lecturer: Graduate Fujisawa Kazuki\People often ask me how to become a creator.\But I believe the impulse or desire...\to create something comes from within...\and isn't something that can be taught.\To create a product that appeals...\to the emotions of more users,\you must first move yourself. response:	If you do not move your own heart,
context: People often ask me how to become a creator.\But I believe the impulse or desire...\to create something comes from within...\and isn't something that can be taught.\To create a product that appeals...\to the emotions of more users,\you must first move yourself.\If you do not move your own heart, response:	you cannot move the hearts of others.
context: But I believe the impulse or desire...\to create something comes from within...\and isn't something that can be taught.\To create a product that appeals...\to the emotions of more users,\you must first move yourself.\If you do not move your own heart,\you cannot move the hearts of others. response:	Creating a product that moves your heart...
context: to create something comes from within...\and isn't something that can be taught.\To create a product that appeals...\to the emotions of more users,\you must first move yourself.\If you do not move your own heart,\you cannot move the hearts of others.\Creating a product that moves your heart... response:	But...
context: and isn't something that can be taught.\To create a product that appeals...\to the emotions of more users,\you must first move yourself.\If you do not move your own heart,\you cannot move the hearts of others.\Creating a product that moves your heart...\But... response:	Nyapollon isn't what's in my heart right now.
context: To create a product that appeals...\to the emotions of more users,\you must first move yourself.\If you do not move your own heart,\you cannot move the hearts of others.\Creating a product that moves your heart...\But...\Nyapollon isn't what's in my heart right now. response:	I'm thinking about Shiina.
context: to the emotions of more users,\you must first move yourself.\If you do not move your own heart,\you cannot move the hearts of others.\Creating a product that moves your heart...\But...\Nyapollon isn't what's in my heart right now.\I'm thinking about Shiina. response:	Mashiro...
context: you must first move yourself.\If you do not move your own heart,\you cannot move the hearts of others.\Creating a product that moves your heart...\But...\Nyapollon isn't what's in my heart right now.\I'm thinking about Shiina.\Mashiro... response:	What?
context: If you do not move your own heart,\you cannot move the hearts of others.\Creating a product that moves your heart...\But...\Nyapollon isn't what's in my heart right now.\I'm thinking about Shiina.\Mashiro...\What? response:	What are you doing here?!
context: you cannot move the hearts of others.\Creating a product that moves your heart...\But...\Nyapollon isn't what's in my heart right now.\I'm thinking about Shiina.\Mashiro...\What?\What are you doing here?! response:	I came to pick you up.
context: Creating a product that moves your heart...\But...\Nyapollon isn't what's in my heart right now.\I'm thinking about Shiina.\Mashiro...\What?\What are you doing here?!\I came to pick you up. response:	Ryunosuke said you'd be here.
context: But...\Nyapollon isn't what's in my heart right now.\I'm thinking about Shiina.\Mashiro...\What?\What are you doing here?!\I came to pick you up.\Ryunosuke said you'd be here. response:	Oh...
context: Nyapollon isn't what's in my heart right now.\I'm thinking about Shiina.\Mashiro...\What?\What are you doing here?!\I came to pick you up.\Ryunosuke said you'd be here.\Oh... response:	Jin and Misaki are over there.
context: I'm thinking about Shiina.\Mashiro...\What?\What are you doing here?!\I came to pick you up.\Ryunosuke said you'd be here.\Oh...\Jin and Misaki are over there. response:	They're waiting for us?
context: Mashiro...\What?\What are you doing here?!\I came to pick you up.\Ryunosuke said you'd be here.\Oh...\Jin and Misaki are over there.\They're waiting for us? response:	They're having an intimate moment.
context: What?\What are you doing here?!\I came to pick you up.\Ryunosuke said you'd be here.\Oh...\Jin and Misaki are over there.\They're waiting for us?\They're having an intimate moment. response:	What?!
context: What are you doing here?!\I came to pick you up.\Ryunosuke said you'd be here.\Oh...\Jin and Misaki are over there.\They're waiting for us?\They're having an intimate moment.\What?! response:	Suimei High's culture festival is so lively.
context: I came to pick you up.\Ryunosuke said you'd be here.\Oh...\Jin and Misaki are over there.\They're waiting for us?\They're having an intimate moment.\What?!\Suimei High's culture festival is so lively. response:	Isn't it about time you told me why you came to see me?
context: Ryunosuke said you'd be here.\Oh...\Jin and Misaki are over there.\They're waiting for us?\They're having an intimate moment.\What?!\Suimei High's culture festival is so lively.\Isn't it about time you told me why you came to see me? response:	Do I have to answer that?
context: Oh...\Jin and Misaki are over there.\They're waiting for us?\They're having an intimate moment.\What?!\Suimei High's culture festival is so lively.\Isn't it about time you told me why you came to see me?\Do I have to answer that? response:	After all, you didn't answer me before.
context: Jin and Misaki are over there.\They're waiting for us?\They're having an intimate moment.\What?!\Suimei High's culture festival is so lively.\Isn't it about time you told me why you came to see me?\Do I have to answer that?\After all, you didn't answer me before. response:	I'm nothing more than a substitute for Misaki to you.
context: They're waiting for us?\They're having an intimate moment.\What?!\Suimei High's culture festival is so lively.\Isn't it about time you told me why you came to see me?\Do I have to answer that?\After all, you didn't answer me before.\I'm nothing more than a substitute for Misaki to you. response:	That's not
context: They're having an intimate moment.\What?!\Suimei High's culture festival is so lively.\Isn't it about time you told me why you came to see me?\Do I have to answer that?\After all, you didn't answer me before.\I'm nothing more than a substitute for Misaki to you.\That's not response:	You're afraid to hurt Misaki.
context: What?!\Suimei High's culture festival is so lively.\Isn't it about time you told me why you came to see me?\Do I have to answer that?\After all, you didn't answer me before.\I'm nothing more than a substitute for Misaki to you.\That's not\You're afraid to hurt Misaki. response:	You want to keep her by your side, pure and untouched, forever.
context: Suimei High's culture festival is so lively.\Isn't it about time you told me why you came to see me?\Do I have to answer that?\After all, you didn't answer me before.\I'm nothing more than a substitute for Misaki to you.\That's not\You're afraid to hurt Misaki.\You want to keep her by your side, pure and untouched, forever. response:	Isn't that why you're with me instead?
context: Isn't it about time you told me why you came to see me?\Do I have to answer that?\After all, you didn't answer me before.\I'm nothing more than a substitute for Misaki to you.\That's not\You're afraid to hurt Misaki.\You want to keep her by your side, pure and untouched, forever.\Isn't that why you're with me instead? response:	At least think up a cover story.
context: Do I have to answer that?\After all, you didn't answer me before.\I'm nothing more than a substitute for Misaki to you.\That's not\You're afraid to hurt Misaki.\You want to keep her by your side, pure and untouched, forever.\Isn't that why you're with me instead?\At least think up a cover story. response:	My feelings for you were genuine.
context: After all, you didn't answer me before.\I'm nothing more than a substitute for Misaki to you.\That's not\You're afraid to hurt Misaki.\You want to keep her by your side, pure and untouched, forever.\Isn't that why you're with me instead?\At least think up a cover story.\My feelings for you were genuine. response:	So were mine.
context: I'm nothing more than a substitute for Misaki to you.\That's not\You're afraid to hurt Misaki.\You want to keep her by your side, pure and untouched, forever.\Isn't that why you're with me instead?\At least think up a cover story.\My feelings for you were genuine.\So were mine. response:	Look who's talking.
context: That's not\You're afraid to hurt Misaki.\You want to keep her by your side, pure and untouched, forever.\Isn't that why you're with me instead?\At least think up a cover story.\My feelings for you were genuine.\So were mine.\Look who's talking. response:	Do you even know what intimate means?
context: You're afraid to hurt Misaki.\You want to keep her by your side, pure and untouched, forever.\Isn't that why you're with me instead?\At least think up a cover story.\My feelings for you were genuine.\So were mine.\Look who's talking.\Do you even know what intimate means? response:	Oh, there she is.
context: You want to keep her by your side, pure and untouched, forever.\Isn't that why you're with me instead?\At least think up a cover story.\My feelings for you were genuine.\So were mine.\Look who's talking.\Do you even know what intimate means?\Oh, there she is. response:	Misaki-senpai?
context: Isn't that why you're with me instead?\At least think up a cover story.\My feelings for you were genuine.\So were mine.\Look who's talking.\Do you even know what intimate means?\Oh, there she is.\Misaki-senpai? response:	What are you doing here? Jin-san...
context: At least think up a cover story.\My feelings for you were genuine.\So were mine.\Look who's talking.\Do you even know what intimate means?\Oh, there she is.\Misaki-senpai?\What are you doing here? Jin-san... response:	Misaki-senpai?!
context: My feelings for you were genuine.\So were mine.\Look who's talking.\Do you even know what intimate means?\Oh, there she is.\Misaki-senpai?\What are you doing here? Jin-san...\Misaki-senpai?! response:	Fuuka-chan...
context: So were mine.\Look who's talking.\Do you even know what intimate means?\Oh, there she is.\Misaki-senpai?\What are you doing here? Jin-san...\Misaki-senpai?!\Fuuka-chan... response:	Fuuka-chan?
context: Look who's talking.\Do you even know what intimate means?\Oh, there she is.\Misaki-senpai?\What are you doing here? Jin-san...\Misaki-senpai?!\Fuuka-chan...\Fuuka-chan? response:	She's my older sister and...
context: Do you even know what intimate means?\Oh, there she is.\Misaki-senpai?\What are you doing here? Jin-san...\Misaki-senpai?!\Fuuka-chan...\Fuuka-chan?\She's my older sister and... response:	Jin's ex-girlfriend.
context: Oh, there she is.\Misaki-senpai?\What are you doing here? Jin-san...\Misaki-senpai?!\Fuuka-chan...\Fuuka-chan?\She's my older sister and...\Jin's ex-girlfriend. response:	But maybe I'll believe you.
context: Misaki-senpai?\What are you doing here? Jin-san...\Misaki-senpai?!\Fuuka-chan...\Fuuka-chan?\She's my older sister and...\Jin's ex-girlfriend.\But maybe I'll believe you. response:	What?
context: What are you doing here? Jin-san...\Misaki-senpai?!\Fuuka-chan...\Fuuka-chan?\She's my older sister and...\Jin's ex-girlfriend.\But maybe I'll believe you.\What? response:	Why don't we give it another shot?
context: Misaki-senpai?!\Fuuka-chan...\Fuuka-chan?\She's my older sister and...\Jin's ex-girlfriend.\But maybe I'll believe you.\What?\Why don't we give it another shot? response:	We've both grown up a bit since then.
context: Fuuka-chan...\Fuuka-chan?\She's my older sister and...\Jin's ex-girlfriend.\But maybe I'll believe you.\What?\Why don't we give it another shot?\We've both grown up a bit since then. response:	I'm sorry.
context: Fuuka-chan?\She's my older sister and...\Jin's ex-girlfriend.\But maybe I'll believe you.\What?\Why don't we give it another shot?\We've both grown up a bit since then.\I'm sorry. response:	I have no intention of doing that.
context: She's my older sister and...\Jin's ex-girlfriend.\But maybe I'll believe you.\What?\Why don't we give it another shot?\We've both grown up a bit since then.\I'm sorry.\I have no intention of doing that. response:	What's wrong with you? I was joking!
context: Jin's ex-girlfriend.\But maybe I'll believe you.\What?\Why don't we give it another shot?\We've both grown up a bit since then.\I'm sorry.\I have no intention of doing that.\What's wrong with you? I was joking! response:	If you answer me so seriously, I'm the one who'll be embarrassed.
context: But maybe I'll believe you.\What?\Why don't we give it another shot?\We've both grown up a bit since then.\I'm sorry.\I have no intention of doing that.\What's wrong with you? I was joking!\If you answer me so seriously, I'm the one who'll be embarrassed. response:	Oh, yeah.
context: What?\Why don't we give it another shot?\We've both grown up a bit since then.\I'm sorry.\I have no intention of doing that.\What's wrong with you? I was joking!\If you answer me so seriously, I'm the one who'll be embarrassed.\Oh, yeah. response:	Your jokes were never funny.
context: Why don't we give it another shot?\We've both grown up a bit since then.\I'm sorry.\I have no intention of doing that.\What's wrong with you? I was joking!\If you answer me so seriously, I'm the one who'll be embarrassed.\Oh, yeah.\Your jokes were never funny. response:	I hear you're going to college in Osaka.
context: We've both grown up a bit since then.\I'm sorry.\I have no intention of doing that.\What's wrong with you? I was joking!\If you answer me so seriously, I'm the one who'll be embarrassed.\Oh, yeah.\Your jokes were never funny.\I hear you're going to college in Osaka. response:	Your mom told me.
context: I'm sorry.\I have no intention of doing that.\What's wrong with you? I was joking!\If you answer me so seriously, I'm the one who'll be embarrassed.\Oh, yeah.\Your jokes were never funny.\I hear you're going to college in Osaka.\Your mom told me. response:	Yeah, their literary department is more substantial than Suimei's.
context: I have no intention of doing that.\What's wrong with you? I was joking!\If you answer me so seriously, I'm the one who'll be embarrassed.\Oh, yeah.\Your jokes were never funny.\I hear you're going to college in Osaka.\Your mom told me.\Yeah, their literary department is more substantial than Suimei's. response:	Senpai, um...
context: What's wrong with you? I was joking!\If you answer me so seriously, I'm the one who'll be embarrassed.\Oh, yeah.\Your jokes were never funny.\I hear you're going to college in Osaka.\Your mom told me.\Yeah, their literary department is more substantial than Suimei's.\Senpai, um... response:	Senpai!
context: If you answer me so seriously, I'm the one who'll be embarrassed.\Oh, yeah.\Your jokes were never funny.\I hear you're going to college in Osaka.\Your mom told me.\Yeah, their literary department is more substantial than Suimei's.\Senpai, um...\Senpai! response:	Misaki-senpai!
context: Oh, yeah.\Your jokes were never funny.\I hear you're going to college in Osaka.\Your mom told me.\Yeah, their literary department is more substantial than Suimei's.\Senpai, um...\Senpai!\Misaki-senpai! response:	I'm sorry...
context: Your jokes were never funny.\I hear you're going to college in Osaka.\Your mom told me.\Yeah, their literary department is more substantial than Suimei's.\Senpai, um...\Senpai!\Misaki-senpai!\I'm sorry... response:	I knew, but I couldn't tell you...
context: I hear you're going to college in Osaka.\Your mom told me.\Yeah, their literary department is more substantial than Suimei's.\Senpai, um...\Senpai!\Misaki-senpai!\I'm sorry...\I knew, but I couldn't tell you... response:	Jin...
context: Your mom told me.\Yeah, their literary department is more substantial than Suimei's.\Senpai, um...\Senpai!\Misaki-senpai!\I'm sorry...\I knew, but I couldn't tell you...\Jin... response:	He said he didn't want to give Fuuka-chan another chance.
context: Yeah, their literary department is more substantial than Suimei's.\Senpai, um...\Senpai!\Misaki-senpai!\I'm sorry...\I knew, but I couldn't tell you...\Jin...\He said he didn't want to give Fuuka-chan another chance. response:	What?
context: Senpai, um...\Senpai!\Misaki-senpai!\I'm sorry...\I knew, but I couldn't tell you...\Jin...\He said he didn't want to give Fuuka-chan another chance.\What? response:	I always wondered...
context: Senpai!\Misaki-senpai!\I'm sorry...\I knew, but I couldn't tell you...\Jin...\He said he didn't want to give Fuuka-chan another chance.\What?\I always wondered... response:	I figured Jin just hadn't gotten over Fuuka-chan.
context: Misaki-senpai!\I'm sorry...\I knew, but I couldn't tell you...\Jin...\He said he didn't want to give Fuuka-chan another chance.\What?\I always wondered...\I figured Jin just hadn't gotten over Fuuka-chan. response:	But that means I have a chance, too, doesn't it?
context: I'm sorry...\I knew, but I couldn't tell you...\Jin...\He said he didn't want to give Fuuka-chan another chance.\What?\I always wondered...\I figured Jin just hadn't gotten over Fuuka-chan.\But that means I have a chance, too, doesn't it? response:	Yes.
context: I knew, but I couldn't tell you...\Jin...\He said he didn't want to give Fuuka-chan another chance.\What?\I always wondered...\I figured Jin just hadn't gotten over Fuuka-chan.\But that means I have a chance, too, doesn't it?\Yes. response:	All right!
context: Jin...\He said he didn't want to give Fuuka-chan another chance.\What?\I always wondered...\I figured Jin just hadn't gotten over Fuuka-chan.\But that means I have a chance, too, doesn't it?\Yes.\All right! response:	I feel motivated!
context: He said he didn't want to give Fuuka-chan another chance.\What?\I always wondered...\I figured Jin just hadn't gotten over Fuuka-chan.\But that means I have a chance, too, doesn't it?\Yes.\All right!\I feel motivated! response:	Huh?
context: What?\I always wondered...\I figured Jin just hadn't gotten over Fuuka-chan.\But that means I have a chance, too, doesn't it?\Yes.\All right!\I feel motivated!\Huh? response:	First, I'll make Nyapollon a success!
context: I always wondered...\I figured Jin just hadn't gotten over Fuuka-chan.\But that means I have a chance, too, doesn't it?\Yes.\All right!\I feel motivated!\Huh?\First, I'll make Nyapollon a success! response:	I'll make this Jin's favorite memory, and that goes for everyone else, too!
context: I figured Jin just hadn't gotten over Fuuka-chan.\But that means I have a chance, too, doesn't it?\Yes.\All right!\I feel motivated!\Huh?\First, I'll make Nyapollon a success!\I'll make this Jin's favorite memory, and that goes for everyone else, too! response:	M-Misaki-senpai?
context: But that means I have a chance, too, doesn't it?\Yes.\All right!\I feel motivated!\Huh?\First, I'll make Nyapollon a success!\I'll make this Jin's favorite memory, and that goes for everyone else, too!\M-Misaki-senpai? response:	Oh, by the way, kouhai-kun, what did you know?
context: Yes.\All right!\I feel motivated!\Huh?\First, I'll make Nyapollon a success!\I'll make this Jin's favorite memory, and that goes for everyone else, too!\M-Misaki-senpai?\Oh, by the way, kouhai-kun, what did you know? response:	Was it about Fuuka-chan?
context: All right!\I feel motivated!\Huh?\First, I'll make Nyapollon a success!\I'll make this Jin's favorite memory, and that goes for everyone else, too!\M-Misaki-senpai?\Oh, by the way, kouhai-kun, what did you know?\Was it about Fuuka-chan? response:	N-No! That Jin-san was going to college in Osaka...
context: I feel motivated!\Huh?\First, I'll make Nyapollon a success!\I'll make this Jin's favorite memory, and that goes for everyone else, too!\M-Misaki-senpai?\Oh, by the way, kouhai-kun, what did you know?\Was it about Fuuka-chan?\N-No! That Jin-san was going to college in Osaka... response:	Oh yeah, he did say something like that.
context: Huh?\First, I'll make Nyapollon a success!\I'll make this Jin's favorite memory, and that goes for everyone else, too!\M-Misaki-senpai?\Oh, by the way, kouhai-kun, what did you know?\Was it about Fuuka-chan?\N-No! That Jin-san was going to college in Osaka...\Oh yeah, he did say something like that. response:	That's your only reaction?
context: First, I'll make Nyapollon a success!\I'll make this Jin's favorite memory, and that goes for everyone else, too!\M-Misaki-senpai?\Oh, by the way, kouhai-kun, what did you know?\Was it about Fuuka-chan?\N-No! That Jin-san was going to college in Osaka...\Oh yeah, he did say something like that.\That's your only reaction? response:	You won't get to see him every day anymore.
context: I'll make this Jin's favorite memory, and that goes for everyone else, too!\M-Misaki-senpai?\Oh, by the way, kouhai-kun, what did you know?\Was it about Fuuka-chan?\N-No! That Jin-san was going to college in Osaka...\Oh yeah, he did say something like that.\That's your only reaction?\You won't get to see him every day anymore. response:	Don't you care?
context: M-Misaki-senpai?\Oh, by the way, kouhai-kun, what did you know?\Was it about Fuuka-chan?\N-No! That Jin-san was going to college in Osaka...\Oh yeah, he did say something like that.\That's your only reaction?\You won't get to see him every day anymore.\Don't you care? response:	Kouhai-kun, don't underestimate modern society!
context: Oh, by the way, kouhai-kun, what did you know?\Was it about Fuuka-chan?\N-No! That Jin-san was going to college in Osaka...\Oh yeah, he did say something like that.\That's your only reaction?\You won't get to see him every day anymore.\Don't you care?\Kouhai-kun, don't underestimate modern society! response:	Osaka's only two and a half hours away by bullet train.
context: Was it about Fuuka-chan?\N-No! That Jin-san was going to college in Osaka...\Oh yeah, he did say something like that.\That's your only reaction?\You won't get to see him every day anymore.\Don't you care?\Kouhai-kun, don't underestimate modern society!\Osaka's only two and a half hours away by bullet train. response:	It's even faster by plane.
context: N-No! That Jin-san was going to college in Osaka...\Oh yeah, he did say something like that.\That's your only reaction?\You won't get to see him every day anymore.\Don't you care?\Kouhai-kun, don't underestimate modern society!\Osaka's only two and a half hours away by bullet train.\It's even faster by plane. response:	Senpai, do you have any concept of time, space or money?
context: Oh yeah, he did say something like that.\That's your only reaction?\You won't get to see him every day anymore.\Don't you care?\Kouhai-kun, don't underestimate modern society!\Osaka's only two and a half hours away by bullet train.\It's even faster by plane.\Senpai, do you have any concept of time, space or money? response:	That doesn't matter, as long as you really want to see them!
context: That's your only reaction?\You won't get to see him every day anymore.\Don't you care?\Kouhai-kun, don't underestimate modern society!\Osaka's only two and a half hours away by bullet train.\It's even faster by plane.\Senpai, do you have any concept of time, space or money?\That doesn't matter, as long as you really want to see them! response:	It's all about that irrepressible impulse!
context: You won't get to see him every day anymore.\Don't you care?\Kouhai-kun, don't underestimate modern society!\Osaka's only two and a half hours away by bullet train.\It's even faster by plane.\Senpai, do you have any concept of time, space or money?\That doesn't matter, as long as you really want to see them!\It's all about that irrepressible impulse! response:	It's time to exceed our limits! Yahoo!
context: Don't you care?\Kouhai-kun, don't underestimate modern society!\Osaka's only two and a half hours away by bullet train.\It's even faster by plane.\Senpai, do you have any concept of time, space or money?\That doesn't matter, as long as you really want to see them!\It's all about that irrepressible impulse!\It's time to exceed our limits! Yahoo! response:	Is that what love is?
context: Kouhai-kun, don't underestimate modern society!\Osaka's only two and a half hours away by bullet train.\It's even faster by plane.\Senpai, do you have any concept of time, space or money?\That doesn't matter, as long as you really want to see them!\It's all about that irrepressible impulse!\It's time to exceed our limits! Yahoo!\Is that what love is? response:	Uh, yeah...
context: Osaka's only two and a half hours away by bullet train.\It's even faster by plane.\Senpai, do you have any concept of time, space or money?\That doesn't matter, as long as you really want to see them!\It's all about that irrepressible impulse!\It's time to exceed our limits! Yahoo!\Is that what love is?\Uh, yeah... response:	380 kilometers with one grain!
context: It's even faster by plane.\Senpai, do you have any concept of time, space or money?\That doesn't matter, as long as you really want to see them!\It's all about that irrepressible impulse!\It's time to exceed our limits! Yahoo!\Is that what love is?\Uh, yeah...\380 kilometers with one grain! response:	Probably...
context: Senpai, do you have any concept of time, space or money?\That doesn't matter, as long as you really want to see them!\It's all about that irrepressible impulse!\It's time to exceed our limits! Yahoo!\Is that what love is?\Uh, yeah...\380 kilometers with one grain!\Probably... response:	Nyapollon...
context: That doesn't matter, as long as you really want to see them!\It's all about that irrepressible impulse!\It's time to exceed our limits! Yahoo!\Is that what love is?\Uh, yeah...\380 kilometers with one grain!\Probably...\Nyapollon... response:	We have to make this...
context: It's all about that irrepressible impulse!\It's time to exceed our limits! Yahoo!\Is that what love is?\Uh, yeah...\380 kilometers with one grain!\Probably...\Nyapollon...\We have to make this... response:	memorable...
context: It's time to exceed our limits! Yahoo!\Is that what love is?\Uh, yeah...\380 kilometers with one grain!\Probably...\Nyapollon...\We have to make this...\memorable... response:	Mashiro...
context: Is that what love is?\Uh, yeah...\380 kilometers with one grain!\Probably...\Nyapollon...\We have to make this...\memorable...\Mashiro... response:	Nyapollon Prep Room
context: Uh, yeah...\380 kilometers with one grain!\Probably...\Nyapollon...\We have to make this...\memorable...\Mashiro...\Nyapollon Prep Room response:	Dragon, dragon!
context: 380 kilometers with one grain!\Probably...\Nyapollon...\We have to make this...\memorable...\Mashiro...\Nyapollon Prep Room\Dragon, dragon! response:	The timing for the switch over to this 3D part...
context: Probably...\Nyapollon...\We have to make this...\memorable...\Mashiro...\Nyapollon Prep Room\Dragon, dragon!\The timing for the switch over to this 3D part... response:	I know what you mean, so don't get so close.
context: Nyapollon...\We have to make this...\memorable...\Mashiro...\Nyapollon Prep Room\Dragon, dragon!\The timing for the switch over to this 3D part...\I know what you mean, so don't get so close. response:	Thanks.
