context: Saito, hurry up! response:	Come on!
context: You've got quite the power.\I guess that's why they want you.\Stop getting involved, you child of the elements.\I'll take over from here.\You can go now.\Are you sure?\Even if I leave now, you'll have to pay in full.\Your employer is telling you to go. response:	Well, then I leave it to you.
context: I guess that's why they want you.\Stop getting involved, you child of the elements.\I'll take over from here.\You can go now.\Are you sure?\Even if I leave now, you'll have to pay in full.\Your employer is telling you to go.\Well, then I leave it to you. response:	We might have become good friends
context: Stop getting involved, you child of the elements.\I'll take over from here.\You can go now.\Are you sure?\Even if I leave now, you'll have to pay in full.\Your employer is telling you to go.\Well, then I leave it to you.\We might have become good friends response:	had we met under different circumstances.
context: I'll take over from here.\You can go now.\Are you sure?\Even if I leave now, you'll have to pay in full.\Your employer is telling you to go.\Well, then I leave it to you.\We might have become good friends\had we met under different circumstances. response:	Goodbye.
context: You can go now.\Are you sure?\Even if I leave now, you'll have to pay in full.\Your employer is telling you to go.\Well, then I leave it to you.\We might have become good friends\had we met under different circumstances.\Goodbye. response:	Shall we go and pay a visit to our great master?
context: Are you sure?\Even if I leave now, you'll have to pay in full.\Your employer is telling you to go.\Well, then I leave it to you.\We might have become good friends\had we met under different circumstances.\Goodbye.\Shall we go and pay a visit to our great master? response:	Doudou?
context: Even if I leave now, you'll have to pay in full.\Your employer is telling you to go.\Well, then I leave it to you.\We might have become good friends\had we met under different circumstances.\Goodbye.\Shall we go and pay a visit to our great master?\Doudou? response:	Damn.
context: Your employer is telling you to go.\Well, then I leave it to you.\We might have become good friends\had we met under different circumstances.\Goodbye.\Shall we go and pay a visit to our great master?\Doudou?\Damn. response:	And it was just getting interesting...
context: Well, then I leave it to you.\We might have become good friends\had we met under different circumstances.\Goodbye.\Shall we go and pay a visit to our great master?\Doudou?\Damn.\And it was just getting interesting... response:	What did you guys do to Louise?!
context: We might have become good friends\had we met under different circumstances.\Goodbye.\Shall we go and pay a visit to our great master?\Doudou?\Damn.\And it was just getting interesting...\What did you guys do to Louise?! response:	Oh, that girl?
context: had we met under different circumstances.\Goodbye.\Shall we go and pay a visit to our great master?\Doudou?\Damn.\And it was just getting interesting...\What did you guys do to Louise?!\Oh, that girl? response:	She's really cute and nice and innocent...
context: Goodbye.\Shall we go and pay a visit to our great master?\Doudou?\Damn.\And it was just getting interesting...\What did you guys do to Louise?!\Oh, that girl?\She's really cute and nice and innocent... response:	If anything, I'd say she's a little too nice.
context: Shall we go and pay a visit to our great master?\Doudou?\Damn.\And it was just getting interesting...\What did you guys do to Louise?!\Oh, that girl?\She's really cute and nice and innocent...\If anything, I'd say she's a little too nice. response:	Where's Louise?!
context: Doudou?\Damn.\And it was just getting interesting...\What did you guys do to Louise?!\Oh, that girl?\She's really cute and nice and innocent...\If anything, I'd say she's a little too nice.\Where's Louise?! response:	A really scary lady took her away.
context: Damn.\And it was just getting interesting...\What did you guys do to Louise?!\Oh, that girl?\She's really cute and nice and innocent...\If anything, I'd say she's a little too nice.\Where's Louise?!\A really scary lady took her away. response:	They've probably left the city by now.
context: And it was just getting interesting...\What did you guys do to Louise?!\Oh, that girl?\She's really cute and nice and innocent...\If anything, I'd say she's a little too nice.\Where's Louise?!\A really scary lady took her away.\They've probably left the city by now. response:	Jeanette, stop talking so much!
context: What did you guys do to Louise?!\Oh, that girl?\She's really cute and nice and innocent...\If anything, I'd say she's a little too nice.\Where's Louise?!\A really scary lady took her away.\They've probably left the city by now.\Jeanette, stop talking so much! response:	Damian will blame me for it!
context: Oh, that girl?\She's really cute and nice and innocent...\If anything, I'd say she's a little too nice.\Where's Louise?!\A really scary lady took her away.\They've probably left the city by now.\Jeanette, stop talking so much!\Damian will blame me for it! response:	It's fine.
context: She's really cute and nice and innocent...\If anything, I'd say she's a little too nice.\Where's Louise?!\A really scary lady took her away.\They've probably left the city by now.\Jeanette, stop talking so much!\Damian will blame me for it!\It's fine. response:	Our work is finished.
context: If anything, I'd say she's a little too nice.\Where's Louise?!\A really scary lady took her away.\They've probably left the city by now.\Jeanette, stop talking so much!\Damian will blame me for it!\It's fine.\Our work is finished. response:	Louise!
context: Where's Louise?!\A really scary lady took her away.\They've probably left the city by now.\Jeanette, stop talking so much!\Damian will blame me for it!\It's fine.\Our work is finished.\Louise! response:	Damn it!
context: A really scary lady took her away.\They've probably left the city by now.\Jeanette, stop talking so much!\Damian will blame me for it!\It's fine.\Our work is finished.\Louise!\Damn it! response:	It's all my fault!
context: They've probably left the city by now.\Jeanette, stop talking so much!\Damian will blame me for it!\It's fine.\Our work is finished.\Louise!\Damn it!\It's all my fault! response:	All because I was so careless...
context: Jeanette, stop talking so much!\Damian will blame me for it!\It's fine.\Our work is finished.\Louise!\Damn it!\It's all my fault!\All because I was so careless... response:	Louise... Louise...
context: Damian will blame me for it!\It's fine.\Our work is finished.\Louise!\Damn it!\It's all my fault!\All because I was so careless...\Louise... Louise... response:	Louise!
context: It's fine.\Our work is finished.\Louise!\Damn it!\It's all my fault!\All because I was so careless...\Louise... Louise...\Louise! response:	I found this in an alley not far from the holy halls.
context: Our work is finished.\Louise!\Damn it!\It's all my fault!\All because I was so careless...\Louise... Louise...\Louise!\I found this in an alley not far from the holy halls. response:	I am certain it belongs to Miss Valliere.
context: Louise!\Damn it!\It's all my fault!\All because I was so careless...\Louise... Louise...\Louise!\I found this in an alley not far from the holy halls.\I am certain it belongs to Miss Valliere. response:	I see...
context: Damn it!\It's all my fault!\All because I was so careless...\Louise... Louise...\Louise!\I found this in an alley not far from the holy halls.\I am certain it belongs to Miss Valliere.\I see... response:	My deepest apologies.
context: It's all my fault!\All because I was so careless...\Louise... Louise...\Louise!\I found this in an alley not far from the holy halls.\I am certain it belongs to Miss Valliere.\I see...\My deepest apologies. response:	That such a vile act would occur in broad daylight...
context: All because I was so careless...\Louise... Louise...\Louise!\I found this in an alley not far from the holy halls.\I am certain it belongs to Miss Valliere.\I see...\My deepest apologies.\That such a vile act would occur in broad daylight... response:	And without using magic...
context: Louise... Louise...\Louise!\I found this in an alley not far from the holy halls.\I am certain it belongs to Miss Valliere.\I see...\My deepest apologies.\That such a vile act would occur in broad daylight...\And without using magic... response:	This is Gallia's work.
context: Louise!\I found this in an alley not far from the holy halls.\I am certain it belongs to Miss Valliere.\I see...\My deepest apologies.\That such a vile act would occur in broad daylight...\And without using magic...\This is Gallia's work. response:	Tabitha!
context: I found this in an alley not far from the holy halls.\I am certain it belongs to Miss Valliere.\I see...\My deepest apologies.\That such a vile act would occur in broad daylight...\And without using magic...\This is Gallia's work.\Tabitha! response:	I called her.
context: I am certain it belongs to Miss Valliere.\I see...\My deepest apologies.\That such a vile act would occur in broad daylight...\And without using magic...\This is Gallia's work.\Tabitha!\I called her. response:	She has a history with the Elemental Siblings.
context: I see...\My deepest apologies.\That such a vile act would occur in broad daylight...\And without using magic...\This is Gallia's work.\Tabitha!\I called her.\She has a history with the Elemental Siblings. response:	Please help us, Tabitha.
context: My deepest apologies.\That such a vile act would occur in broad daylight...\And without using magic...\This is Gallia's work.\Tabitha!\I called her.\She has a history with the Elemental Siblings.\Please help us, Tabitha. response:	They belong to the Knights of the
context: That such a vile act would occur in broad daylight...\And without using magic...\This is Gallia's work.\Tabitha!\I called her.\She has a history with the Elemental Siblings.\Please help us, Tabitha.\They belong to the Knights of the response:	North Parterre of Gallia, as I once did.
context: And without using magic...\This is Gallia's work.\Tabitha!\I called her.\She has a history with the Elemental Siblings.\Please help us, Tabitha.\They belong to the Knights of the\North Parterre of Gallia, as I once did. response:	I've heard that there is a special order
context: This is Gallia's work.\Tabitha!\I called her.\She has a history with the Elemental Siblings.\Please help us, Tabitha.\They belong to the Knights of the\North Parterre of Gallia, as I once did.\I've heard that there is a special order response:	of knights in Gallia just for dirty work.
context: Tabitha!\I called her.\She has a history with the Elemental Siblings.\Please help us, Tabitha.\They belong to the Knights of the\North Parterre of Gallia, as I once did.\I've heard that there is a special order\of knights in Gallia just for dirty work. response:	That means the true mastermind is...
context: I called her.\She has a history with the Elemental Siblings.\Please help us, Tabitha.\They belong to the Knights of the\North Parterre of Gallia, as I once did.\I've heard that there is a special order\of knights in Gallia just for dirty work.\That means the true mastermind is... response:	The king of Gallia, Joseph.
context: She has a history with the Elemental Siblings.\Please help us, Tabitha.\They belong to the Knights of the\North Parterre of Gallia, as I once did.\I've heard that there is a special order\of knights in Gallia just for dirty work.\That means the true mastermind is...\The king of Gallia, Joseph. response:	So Joseph has kidnapped Louise?!
context: Please help us, Tabitha.\They belong to the Knights of the\North Parterre of Gallia, as I once did.\I've heard that there is a special order\of knights in Gallia just for dirty work.\That means the true mastermind is...\The king of Gallia, Joseph.\So Joseph has kidnapped Louise?! response:	But if that is true...
context: They belong to the Knights of the\North Parterre of Gallia, as I once did.\I've heard that there is a special order\of knights in Gallia just for dirty work.\That means the true mastermind is...\The king of Gallia, Joseph.\So Joseph has kidnapped Louise?!\But if that is true... response:	Gallia's borders are very close to ours.
context: North Parterre of Gallia, as I once did.\I've heard that there is a special order\of knights in Gallia just for dirty work.\That means the true mastermind is...\The king of Gallia, Joseph.\So Joseph has kidnapped Louise?!\But if that is true...\Gallia's borders are very close to ours. response:	Louise might have crossed the border...
context: I've heard that there is a special order\of knights in Gallia just for dirty work.\That means the true mastermind is...\The king of Gallia, Joseph.\So Joseph has kidnapped Louise?!\But if that is true...\Gallia's borders are very close to ours.\Louise might have crossed the border... response:	My liege!
context: of knights in Gallia just for dirty work.\That means the true mastermind is...\The king of Gallia, Joseph.\So Joseph has kidnapped Louise?!\But if that is true...\Gallia's borders are very close to ours.\Louise might have crossed the border...\My liege! response:	I don't care if I have to enter Gallia, I'm going to rescue Louise!
context: That means the true mastermind is...\The king of Gallia, Joseph.\So Joseph has kidnapped Louise?!\But if that is true...\Gallia's borders are very close to ours.\Louise might have crossed the border...\My liege!\I don't care if I have to enter Gallia, I'm going to rescue Louise! response:	But you can't, Saito!
context: The king of Gallia, Joseph.\So Joseph has kidnapped Louise?!\But if that is true...\Gallia's borders are very close to ours.\Louise might have crossed the border...\My liege!\I don't care if I have to enter Gallia, I'm going to rescue Louise!\But you can't, Saito! response:	If you do, you'll also get...
context: So Joseph has kidnapped Louise?!\But if that is true...\Gallia's borders are very close to ours.\Louise might have crossed the border...\My liege!\I don't care if I have to enter Gallia, I'm going to rescue Louise!\But you can't, Saito!\If you do, you'll also get... response:	My deepest apologies for this disturbance,
context: But if that is true...\Gallia's borders are very close to ours.\Louise might have crossed the border...\My liege!\I don't care if I have to enter Gallia, I'm going to rescue Louise!\But you can't, Saito!\If you do, you'll also get...\My deepest apologies for this disturbance, response:	but there is something I must divulge to His Holiness at once!
context: Gallia's borders are very close to ours.\Louise might have crossed the border...\My liege!\I don't care if I have to enter Gallia, I'm going to rescue Louise!\But you can't, Saito!\If you do, you'll also get...\My deepest apologies for this disturbance,\but there is something I must divulge to His Holiness at once! response:	Come forward.
context: Louise might have crossed the border...\My liege!\I don't care if I have to enter Gallia, I'm going to rescue Louise!\But you can't, Saito!\If you do, you'll also get...\My deepest apologies for this disturbance,\but there is something I must divulge to His Holiness at once!\Come forward. response:	I think it would be best if everyone here hears this as well.
context: My liege!\I don't care if I have to enter Gallia, I'm going to rescue Louise!\But you can't, Saito!\If you do, you'll also get...\My deepest apologies for this disturbance,\but there is something I must divulge to His Holiness at once!\Come forward.\I think it would be best if everyone here hears this as well. response:	There has been a message sent by our troops patrolling the Gallian border.
context: I don't care if I have to enter Gallia, I'm going to rescue Louise!\But you can't, Saito!\If you do, you'll also get...\My deepest apologies for this disturbance,\but there is something I must divulge to His Holiness at once!\Come forward.\I think it would be best if everyone here hears this as well.\There has been a message sent by our troops patrolling the Gallian border. response:	The Gallian fleet is encroaching on our borders...
context: But you can't, Saito!\If you do, you'll also get...\My deepest apologies for this disturbance,\but there is something I must divulge to His Holiness at once!\Come forward.\I think it would be best if everyone here hears this as well.\There has been a message sent by our troops patrolling the Gallian border.\The Gallian fleet is encroaching on our borders... response:	What?
context: If you do, you'll also get...\My deepest apologies for this disturbance,\but there is something I must divulge to His Holiness at once!\Come forward.\I think it would be best if everyone here hears this as well.\There has been a message sent by our troops patrolling the Gallian border.\The Gallian fleet is encroaching on our borders...\What? response:	But Your Holiness... Then, that means...
context: My deepest apologies for this disturbance,\but there is something I must divulge to His Holiness at once!\Come forward.\I think it would be best if everyone here hears this as well.\There has been a message sent by our troops patrolling the Gallian border.\The Gallian fleet is encroaching on our borders...\What?\But Your Holiness... Then, that means... response:	It means they may invade our lands.
context: but there is something I must divulge to His Holiness at once!\Come forward.\I think it would be best if everyone here hears this as well.\There has been a message sent by our troops patrolling the Gallian border.\The Gallian fleet is encroaching on our borders...\What?\But Your Holiness... Then, that means...\It means they may invade our lands. response:	Is the young miss finally awake?
context: Come forward.\I think it would be best if everyone here hears this as well.\There has been a message sent by our troops patrolling the Gallian border.\The Gallian fleet is encroaching on our borders...\What?\But Your Holiness... Then, that means...\It means they may invade our lands.\Is the young miss finally awake? response:	Let me go!
context: I think it would be best if everyone here hears this as well.\There has been a message sent by our troops patrolling the Gallian border.\The Gallian fleet is encroaching on our borders...\What?\But Your Holiness... Then, that means...\It means they may invade our lands.\Is the young miss finally awake?\Let me go! response:	Come, come!
context: There has been a message sent by our troops patrolling the Gallian border.\The Gallian fleet is encroaching on our borders...\What?\But Your Holiness... Then, that means...\It means they may invade our lands.\Is the young miss finally awake?\Let me go!\Come, come! response:	Do you think I take orders from just anybody?
context: The Gallian fleet is encroaching on our borders...\What?\But Your Holiness... Then, that means...\It means they may invade our lands.\Is the young miss finally awake?\Let me go!\Come, come!\Do you think I take orders from just anybody? response:	What are you planning to do with me?
context: What?\But Your Holiness... Then, that means...\It means they may invade our lands.\Is the young miss finally awake?\Let me go!\Come, come!\Do you think I take orders from just anybody?\What are you planning to do with me? response:	If it's something horrible, I'll just bite my tongue off
context: But Your Holiness... Then, that means...\It means they may invade our lands.\Is the young miss finally awake?\Let me go!\Come, come!\Do you think I take orders from just anybody?\What are you planning to do with me?\If it's something horrible, I'll just bite my tongue off response:	and make myself bleed to death before you get me!
context: It means they may invade our lands.\Is the young miss finally awake?\Let me go!\Come, come!\Do you think I take orders from just anybody?\What are you planning to do with me?\If it's something horrible, I'll just bite my tongue off\and make myself bleed to death before you get me! response:	Calm yourself, young lady.
context: Is the young miss finally awake?\Let me go!\Come, come!\Do you think I take orders from just anybody?\What are you planning to do with me?\If it's something horrible, I'll just bite my tongue off\and make myself bleed to death before you get me!\Calm yourself, young lady. response:	You're...
context: Let me go!\Come, come!\Do you think I take orders from just anybody?\What are you planning to do with me?\If it's something horrible, I'll just bite my tongue off\and make myself bleed to death before you get me!\Calm yourself, young lady.\You're... response:	I am Joseph, the king of Gallia,
context: Come, come!\Do you think I take orders from just anybody?\What are you planning to do with me?\If it's something horrible, I'll just bite my tongue off\and make myself bleed to death before you get me!\Calm yourself, young lady.\You're...\I am Joseph, the king of Gallia, response:	but I know they call me The Incompetent King in public.
context: Do you think I take orders from just anybody?\What are you planning to do with me?\If it's something horrible, I'll just bite my tongue off\and make myself bleed to death before you get me!\Calm yourself, young lady.\You're...\I am Joseph, the king of Gallia,\but I know they call me The Incompetent King in public. response:	Don't worry.
context: What are you planning to do with me?\If it's something horrible, I'll just bite my tongue off\and make myself bleed to death before you get me!\Calm yourself, young lady.\You're...\I am Joseph, the king of Gallia,\but I know they call me The Incompetent King in public.\Don't worry. response:	I am not going to mistreat a school friend of my niece Charlotte.
context: If it's something horrible, I'll just bite my tongue off\and make myself bleed to death before you get me!\Calm yourself, young lady.\You're...\I am Joseph, the king of Gallia,\but I know they call me The Incompetent King in public.\Don't worry.\I am not going to mistreat a school friend of my niece Charlotte. response:	Like I can believe you after what you did to Tabitha!
context: and make myself bleed to death before you get me!\Calm yourself, young lady.\You're...\I am Joseph, the king of Gallia,\but I know they call me The Incompetent King in public.\Don't worry.\I am not going to mistreat a school friend of my niece Charlotte.\Like I can believe you after what you did to Tabitha! response:	Locking up a niece still reeks of something a human would do.
context: Calm yourself, young lady.\You're...\I am Joseph, the king of Gallia,\but I know they call me The Incompetent King in public.\Don't worry.\I am not going to mistreat a school friend of my niece Charlotte.\Like I can believe you after what you did to Tabitha!\Locking up a niece still reeks of something a human would do. response:	What I'm going to do next is something that only demons,
context: You're...\I am Joseph, the king of Gallia,\but I know they call me The Incompetent King in public.\Don't worry.\I am not going to mistreat a school friend of my niece Charlotte.\Like I can believe you after what you did to Tabitha!\Locking up a niece still reeks of something a human would do.\What I'm going to do next is something that only demons, response:	without a shred of humanity, would do.
context: I am Joseph, the king of Gallia,\but I know they call me The Incompetent King in public.\Don't worry.\I am not going to mistreat a school friend of my niece Charlotte.\Like I can believe you after what you did to Tabitha!\Locking up a niece still reeks of something a human would do.\What I'm going to do next is something that only demons,\without a shred of humanity, would do. response:	But to do that, you'll have to lend me your powers.
context: but I know they call me The Incompetent King in public.\Don't worry.\I am not going to mistreat a school friend of my niece Charlotte.\Like I can believe you after what you did to Tabitha!\Locking up a niece still reeks of something a human would do.\What I'm going to do next is something that only demons,\without a shred of humanity, would do.\But to do that, you'll have to lend me your powers. response:	Whether you wish to or not, you will witness it...
context: Don't worry.\I am not going to mistreat a school friend of my niece Charlotte.\Like I can believe you after what you did to Tabitha!\Locking up a niece still reeks of something a human would do.\What I'm going to do next is something that only demons,\without a shred of humanity, would do.\But to do that, you'll have to lend me your powers.\Whether you wish to or not, you will witness it... response:	The hell that will be born once the elven spells
context: I am not going to mistreat a school friend of my niece Charlotte.\Like I can believe you after what you did to Tabitha!\Locking up a niece still reeks of something a human would do.\What I'm going to do next is something that only demons,\without a shred of humanity, would do.\But to do that, you'll have to lend me your powers.\Whether you wish to or not, you will witness it...\The hell that will be born once the elven spells response:	and Void magic are combined.
context: Like I can believe you after what you did to Tabitha!\Locking up a niece still reeks of something a human would do.\What I'm going to do next is something that only demons,\without a shred of humanity, would do.\But to do that, you'll have to lend me your powers.\Whether you wish to or not, you will witness it...\The hell that will be born once the elven spells\and Void magic are combined. response:	Saito... Saito... Help!
context: Locking up a niece still reeks of something a human would do.\What I'm going to do next is something that only demons,\without a shred of humanity, would do.\But to do that, you'll have to lend me your powers.\Whether you wish to or not, you will witness it...\The hell that will be born once the elven spells\and Void magic are combined.\Saito... Saito... Help! response:	King Joseph of Gallia... What is he plotting?
context: What I'm going to do next is something that only demons,\without a shred of humanity, would do.\But to do that, you'll have to lend me your powers.\Whether you wish to or not, you will witness it...\The hell that will be born once the elven spells\and Void magic are combined.\Saito... Saito... Help!\King Joseph of Gallia... What is he plotting? response:	Oh, stop!
context: without a shred of humanity, would do.\But to do that, you'll have to lend me your powers.\Whether you wish to or not, you will witness it...\The hell that will be born once the elven spells\and Void magic are combined.\Saito... Saito... Help!\King Joseph of Gallia... What is he plotting?\Oh, stop! response:	Don't use my powers for something that horrid!
context: But to do that, you'll have to lend me your powers.\Whether you wish to or not, you will witness it...\The hell that will be born once the elven spells\and Void magic are combined.\Saito... Saito... Help!\King Joseph of Gallia... What is he plotting?\Oh, stop!\Don't use my powers for something that horrid! response:	Next episode: The Incompetent King Gone Mad.
context: Whether you wish to or not, you will witness it...\The hell that will be born once the elven spells\and Void magic are combined.\Saito... Saito... Help!\King Joseph of Gallia... What is he plotting?\Oh, stop!\Don't use my powers for something that horrid!\Next episode: The Incompetent King Gone Mad. response:	The Incompetent King Gone Mad
context: The hell that will be born once the elven spells\and Void magic are combined.\Saito... Saito... Help!\King Joseph of Gallia... What is he plotting?\Oh, stop!\Don't use my powers for something that horrid!\Next episode: The Incompetent King Gone Mad.\The Incompetent King Gone Mad response:	Please, Saito, come save me quickly.
