context: 2:00 Work response:	2:00 Work
context: a big white house with a spacious backyard on a small hill overlooking the sea!\And have a big dog and two children!\I want the first one to be a girl!\Thats so like you, its not even funny.\Do you know how much time you'd have to spend working if you want to buy a house through a part-time job?\Geez, stop going on about stupid things like that\and think of a better way to use your\My, Raku-sama... response:	I'm serious about what I said.
context: And have a big dog and two children!\I want the first one to be a girl!\Thats so like you, its not even funny.\Do you know how much time you'd have to spend working if you want to buy a house through a part-time job?\Geez, stop going on about stupid things like that\and think of a better way to use your\My, Raku-sama...\I'm serious about what I said. response:	Huh?
context: I want the first one to be a girl!\Thats so like you, its not even funny.\Do you know how much time you'd have to spend working if you want to buy a house through a part-time job?\Geez, stop going on about stupid things like that\and think of a better way to use your\My, Raku-sama...\I'm serious about what I said.\Huh? response:	Now then, you two have a nice night!
context: Thats so like you, its not even funny.\Do you know how much time you'd have to spend working if you want to buy a house through a part-time job?\Geez, stop going on about stupid things like that\and think of a better way to use your\My, Raku-sama...\I'm serious about what I said.\Huh?\Now then, you two have a nice night! response:	I can't help but admire her.
context: Do you know how much time you'd have to spend working if you want to buy a house through a part-time job?\Geez, stop going on about stupid things like that\and think of a better way to use your\My, Raku-sama...\I'm serious about what I said.\Huh?\Now then, you two have a nice night!\I can't help but admire her. response:	Yeah...
context: Geez, stop going on about stupid things like that\and think of a better way to use your\My, Raku-sama...\I'm serious about what I said.\Huh?\Now then, you two have a nice night!\I can't help but admire her.\Yeah... response:	Im home.
context: and think of a better way to use your\My, Raku-sama...\I'm serious about what I said.\Huh?\Now then, you two have a nice night!\I can't help but admire her.\Yeah...\Im home. response:	Today was quite tiresome as well.
context: My, Raku-sama...\I'm serious about what I said.\Huh?\Now then, you two have a nice night!\I can't help but admire her.\Yeah...\Im home.\Today was quite tiresome as well. response:	What about you, Ra-kun?
context: I'm serious about what I said.\Huh?\Now then, you two have a nice night!\I can't help but admire her.\Yeah...\Im home.\Today was quite tiresome as well.\What about you, Ra-kun? response:	What kind of house do you want to live in when you're older?
context: Huh?\Now then, you two have a nice night!\I can't help but admire her.\Yeah...\Im home.\Today was quite tiresome as well.\What about you, Ra-kun?\What kind of house do you want to live in when you're older? response:	Hm? A house?
context: Now then, you two have a nice night!\I can't help but admire her.\Yeah...\Im home.\Today was quite tiresome as well.\What about you, Ra-kun?\What kind of house do you want to live in when you're older?\Hm? A house? response:	Well, one where you can see the sea,
context: I can't help but admire her.\Yeah...\Im home.\Today was quite tiresome as well.\What about you, Ra-kun?\What kind of house do you want to live in when you're older?\Hm? A house?\Well, one where you can see the sea, response:	someplace high up.
context: Yeah...\Im home.\Today was quite tiresome as well.\What about you, Ra-kun?\What kind of house do you want to live in when you're older?\Hm? A house?\Well, one where you can see the sea,\someplace high up. response:	A big house too! With dogs and lots of other animals!
context: Im home.\Today was quite tiresome as well.\What about you, Ra-kun?\What kind of house do you want to live in when you're older?\Hm? A house?\Well, one where you can see the sea,\someplace high up.\A big house too! With dogs and lots of other animals! response:	And itll have wings and walk around!
context: Today was quite tiresome as well.\What about you, Ra-kun?\What kind of house do you want to live in when you're older?\Hm? A house?\Well, one where you can see the sea,\someplace high up.\A big house too! With dogs and lots of other animals!\And itll have wings and walk around! response:	New Year's Day.
context: What about you, Ra-kun?\What kind of house do you want to live in when you're older?\Hm? A house?\Well, one where you can see the sea,\someplace high up.\A big house too! With dogs and lots of other animals!\And itll have wings and walk around!\New Year's Day. response:	Chitoge said she'd be coming by to say hello,
context: What kind of house do you want to live in when you're older?\Hm? A house?\Well, one where you can see the sea,\someplace high up.\A big house too! With dogs and lots of other animals!\And itll have wings and walk around!\New Year's Day.\Chitoge said she'd be coming by to say hello, response:	so we figured we'd eat at my place.
context: Hm? A house?\Well, one where you can see the sea,\someplace high up.\A big house too! With dogs and lots of other animals!\And itll have wings and walk around!\New Year's Day.\Chitoge said she'd be coming by to say hello,\so we figured we'd eat at my place. response:	Young master!
context: Well, one where you can see the sea,\someplace high up.\A big house too! With dogs and lots of other animals!\And itll have wings and walk around!\New Year's Day.\Chitoge said she'd be coming by to say hello,\so we figured we'd eat at my place.\Young master! response:	You have a visitor!
context: someplace high up.\A big house too! With dogs and lots of other animals!\And itll have wings and walk around!\New Year's Day.\Chitoge said she'd be coming by to say hello,\so we figured we'd eat at my place.\Young master!\You have a visitor! response:	Good grief.
context: A big house too! With dogs and lots of other animals!\And itll have wings and walk around!\New Year's Day.\Chitoge said she'd be coming by to say hello,\so we figured we'd eat at my place.\Young master!\You have a visitor!\Good grief. response:	She really doesn't need to stop by just to say hello.
context: And itll have wings and walk around!\New Year's Day.\Chitoge said she'd be coming by to say hello,\so we figured we'd eat at my place.\Young master!\You have a visitor!\Good grief.\She really doesn't need to stop by just to say hello. response:	Morning, Chito
context: New Year's Day.\Chitoge said she'd be coming by to say hello,\so we figured we'd eat at my place.\Young master!\You have a visitor!\Good grief.\She really doesn't need to stop by just to say hello.\Morning, Chito response:	ge?!
context: Chitoge said she'd be coming by to say hello,\so we figured we'd eat at my place.\Young master!\You have a visitor!\Good grief.\She really doesn't need to stop by just to say hello.\Morning, Chito\ge?! response:	Happy New Year!
context: so we figured we'd eat at my place.\Young master!\You have a visitor!\Good grief.\She really doesn't need to stop by just to say hello.\Morning, Chito\ge?!\Happy New Year! response:	Happy New Year, Raku-sama!
context: Young master!\You have a visitor!\Good grief.\She really doesn't need to stop by just to say hello.\Morning, Chito\ge?!\Happy New Year!\Happy New Year, Raku-sama! response:	Hey, Raku!
context: You have a visitor!\Good grief.\She really doesn't need to stop by just to say hello.\Morning, Chito\ge?!\Happy New Year!\Happy New Year, Raku-sama!\Hey, Raku! response:	Happy New Year!
context: Good grief.\She really doesn't need to stop by just to say hello.\Morning, Chito\ge?!\Happy New Year!\Happy New Year, Raku-sama!\Hey, Raku!\Happy New Year! response:	Happy New Year, Ichijou-kun.
context: She really doesn't need to stop by just to say hello.\Morning, Chito\ge?!\Happy New Year!\Happy New Year, Raku-sama!\Hey, Raku!\Happy New Year!\Happy New Year, Ichijou-kun. response:	W-Why are you all here?
context: Morning, Chito\ge?!\Happy New Year!\Happy New Year, Raku-sama!\Hey, Raku!\Happy New Year!\Happy New Year, Ichijou-kun.\W-Why are you all here? response:	And you're all wearing kimonos!
context: ge?!\Happy New Year!\Happy New Year, Raku-sama!\Hey, Raku!\Happy New Year!\Happy New Year, Ichijou-kun.\W-Why are you all here?\And you're all wearing kimonos! response:	So? Did we surprise you?
context: Happy New Year!\Happy New Year, Raku-sama!\Hey, Raku!\Happy New Year!\Happy New Year, Ichijou-kun.\W-Why are you all here?\And you're all wearing kimonos!\So? Did we surprise you? response:	After talking with everyone, we figured we'd all just go together,
context: Happy New Year, Raku-sama!\Hey, Raku!\Happy New Year!\Happy New Year, Ichijou-kun.\W-Why are you all here?\And you're all wearing kimonos!\So? Did we surprise you?\After talking with everyone, we figured we'd all just go together, response:	and since we're all here, we thought we'd go to the first shrine visit of the year right after.
context: Hey, Raku!\Happy New Year!\Happy New Year, Ichijou-kun.\W-Why are you all here?\And you're all wearing kimonos!\So? Did we surprise you?\After talking with everyone, we figured we'd all just go together,\and since we're all here, we thought we'd go to the first shrine visit of the year right after. response:	Hold on, I'm not sure I have enough food for everyon
context: Happy New Year!\Happy New Year, Ichijou-kun.\W-Why are you all here?\And you're all wearing kimonos!\So? Did we surprise you?\After talking with everyone, we figured we'd all just go together,\and since we're all here, we thought we'd go to the first shrine visit of the year right after.\Hold on, I'm not sure I have enough food for everyon response:	Young master! Just heard from the miss. She said she made enough food for everyone!
context: Happy New Year, Ichijou-kun.\W-Why are you all here?\And you're all wearing kimonos!\So? Did we surprise you?\After talking with everyone, we figured we'd all just go together,\and since we're all here, we thought we'd go to the first shrine visit of the year right after.\Hold on, I'm not sure I have enough food for everyon\Young master! Just heard from the miss. She said she made enough food for everyone! response:	Hey, hey, hey. You're in on this too?
context: W-Why are you all here?\And you're all wearing kimonos!\So? Did we surprise you?\After talking with everyone, we figured we'd all just go together,\and since we're all here, we thought we'd go to the first shrine visit of the year right after.\Hold on, I'm not sure I have enough food for everyon\Young master! Just heard from the miss. She said she made enough food for everyone!\Hey, hey, hey. You're in on this too? response:	Coming in. Welp, that's that.
context: And you're all wearing kimonos!\So? Did we surprise you?\After talking with everyone, we figured we'd all just go together,\and since we're all here, we thought we'd go to the first shrine visit of the year right after.\Hold on, I'm not sure I have enough food for everyon\Young master! Just heard from the miss. She said she made enough food for everyone!\Hey, hey, hey. You're in on this too?\Coming in. Welp, that's that. response:	Hey, hey, hey!
context: So? Did we surprise you?\After talking with everyone, we figured we'd all just go together,\and since we're all here, we thought we'd go to the first shrine visit of the year right after.\Hold on, I'm not sure I have enough food for everyon\Young master! Just heard from the miss. She said she made enough food for everyone!\Hey, hey, hey. You're in on this too?\Coming in. Welp, that's that.\Hey, hey, hey! response:	I'm so jealous, Raku.
context: After talking with everyone, we figured we'd all just go together,\and since we're all here, we thought we'd go to the first shrine visit of the year right after.\Hold on, I'm not sure I have enough food for everyon\Young master! Just heard from the miss. She said she made enough food for everyone!\Hey, hey, hey. You're in on this too?\Coming in. Welp, that's that.\Hey, hey, hey!\I'm so jealous, Raku. response:	You get to have an armada of cute girls at your place for New Year's.
context: and since we're all here, we thought we'd go to the first shrine visit of the year right after.\Hold on, I'm not sure I have enough food for everyon\Young master! Just heard from the miss. She said she made enough food for everyone!\Hey, hey, hey. You're in on this too?\Coming in. Welp, that's that.\Hey, hey, hey!\I'm so jealous, Raku.\You get to have an armada of cute girls at your place for New Year's. response:	That sounds so nice.
context: Hold on, I'm not sure I have enough food for everyon\Young master! Just heard from the miss. She said she made enough food for everyone!\Hey, hey, hey. You're in on this too?\Coming in. Welp, that's that.\Hey, hey, hey!\I'm so jealous, Raku.\You get to have an armada of cute girls at your place for New Year's.\That sounds so nice. response:	I wasn't planning on everyone just showing up.
context: Young master! Just heard from the miss. She said she made enough food for everyone!\Hey, hey, hey. You're in on this too?\Coming in. Welp, that's that.\Hey, hey, hey!\I'm so jealous, Raku.\You get to have an armada of cute girls at your place for New Year's.\That sounds so nice.\I wasn't planning on everyone just showing up. response:	By the way, do you normally lounge around in clothes like that?
context: Hey, hey, hey. You're in on this too?\Coming in. Welp, that's that.\Hey, hey, hey!\I'm so jealous, Raku.\You get to have an armada of cute girls at your place for New Year's.\That sounds so nice.\I wasn't planning on everyone just showing up.\By the way, do you normally lounge around in clothes like that? response:	This place is so nice.
context: Coming in. Welp, that's that.\Hey, hey, hey!\I'm so jealous, Raku.\You get to have an armada of cute girls at your place for New Year's.\That sounds so nice.\I wasn't planning on everyone just showing up.\By the way, do you normally lounge around in clothes like that?\This place is so nice. response:	Whats with that notebook?
context: Hey, hey, hey!\I'm so jealous, Raku.\You get to have an armada of cute girls at your place for New Year's.\That sounds so nice.\I wasn't planning on everyone just showing up.\By the way, do you normally lounge around in clothes like that?\This place is so nice.\Whats with that notebook? response:	Does this look weird?
context: I'm so jealous, Raku.\You get to have an armada of cute girls at your place for New Year's.\That sounds so nice.\I wasn't planning on everyone just showing up.\By the way, do you normally lounge around in clothes like that?\This place is so nice.\Whats with that notebook?\Does this look weird? response:	Nope! Not at all!
context: You get to have an armada of cute girls at your place for New Year's.\That sounds so nice.\I wasn't planning on everyone just showing up.\By the way, do you normally lounge around in clothes like that?\This place is so nice.\Whats with that notebook?\Does this look weird?\Nope! Not at all! response:	Good.
context: That sounds so nice.\I wasn't planning on everyone just showing up.\By the way, do you normally lounge around in clothes like that?\This place is so nice.\Whats with that notebook?\Does this look weird?\Nope! Not at all!\Good. response:	Coming in!
context: I wasn't planning on everyone just showing up.\By the way, do you normally lounge around in clothes like that?\This place is so nice.\Whats with that notebook?\Does this look weird?\Nope! Not at all!\Good.\Coming in! response:	I'm in his room again!
context: By the way, do you normally lounge around in clothes like that?\This place is so nice.\Whats with that notebook?\Does this look weird?\Nope! Not at all!\Good.\Coming in!\I'm in his room again! response:	This food looks amazing!
context: This place is so nice.\Whats with that notebook?\Does this look weird?\Nope! Not at all!\Good.\Coming in!\I'm in his room again!\This food looks amazing! response:	Well yeah, it was so sudden that it took me by surprise, but Shuu's right.
context: Whats with that notebook?\Does this look weird?\Nope! Not at all!\Good.\Coming in!\I'm in his room again!\This food looks amazing!\Well yeah, it was so sudden that it took me by surprise, but Shuu's right. response:	It's really nice having all these girls at my place for New Year's.
context: Does this look weird?\Nope! Not at all!\Good.\Coming in!\I'm in his room again!\This food looks amazing!\Well yeah, it was so sudden that it took me by surprise, but Shuu's right.\It's really nice having all these girls at my place for New Year's. response:	Its like aroma therapy!
context: Nope! Not at all!\Good.\Coming in!\I'm in his room again!\This food looks amazing!\Well yeah, it was so sudden that it took me by surprise, but Shuu's right.\It's really nice having all these girls at my place for New Year's.\Its like aroma therapy! response:	Where should we sit?
context: Good.\Coming in!\I'm in his room again!\This food looks amazing!\Well yeah, it was so sudden that it took me by surprise, but Shuu's right.\It's really nice having all these girls at my place for New Year's.\Its like aroma therapy!\Where should we sit? response:	I'd guess wherever wed like?
context: Coming in!\I'm in his room again!\This food looks amazing!\Well yeah, it was so sudden that it took me by surprise, but Shuu's right.\It's really nice having all these girls at my place for New Year's.\Its like aroma therapy!\Where should we sit?\I'd guess wherever wed like? response:	Then, miss, you sit over here.
context: I'm in his room again!\This food looks amazing!\Well yeah, it was so sudden that it took me by surprise, but Shuu's right.\It's really nice having all these girls at my place for New Year's.\Its like aroma therapy!\Where should we sit?\I'd guess wherever wed like?\Then, miss, you sit over here. response:	Its like aroma therapy!
context: This food looks amazing!\Well yeah, it was so sudden that it took me by surprise, but Shuu's right.\It's really nice having all these girls at my place for New Year's.\Its like aroma therapy!\Where should we sit?\I'd guess wherever wed like?\Then, miss, you sit over here.\Its like aroma therapy! response:	Hey, darling,
context: Well yeah, it was so sudden that it took me by surprise, but Shuu's right.\It's really nice having all these girls at my place for New Year's.\Its like aroma therapy!\Where should we sit?\I'd guess wherever wed like?\Then, miss, you sit over here.\Its like aroma therapy!\Hey, darling, response:	got any sweets or the like?
context: It's really nice having all these girls at my place for New Year's.\Its like aroma therapy!\Where should we sit?\I'd guess wherever wed like?\Then, miss, you sit over here.\Its like aroma therapy!\Hey, darling,\got any sweets or the like? response:	Some kind of dessert...
context: Its like aroma therapy!\Where should we sit?\I'd guess wherever wed like?\Then, miss, you sit over here.\Its like aroma therapy!\Hey, darling,\got any sweets or the like?\Some kind of dessert... response:	Go get one.
context: Where should we sit?\I'd guess wherever wed like?\Then, miss, you sit over here.\Its like aroma therapy!\Hey, darling,\got any sweets or the like?\Some kind of dessert...\Go get one. response:	You really eat a lot.
context: I'd guess wherever wed like?\Then, miss, you sit over here.\Its like aroma therapy!\Hey, darling,\got any sweets or the like?\Some kind of dessert...\Go get one.\You really eat a lot. response:	Jeez.
context: Then, miss, you sit over here.\Its like aroma therapy!\Hey, darling,\got any sweets or the like?\Some kind of dessert...\Go get one.\You really eat a lot.\Jeez. response:	When are we going for the shrine visit?
context: Its like aroma therapy!\Hey, darling,\got any sweets or the like?\Some kind of dessert...\Go get one.\You really eat a lot.\Jeez.\When are we going for the shrine visit? response:	Let's just take our time.
context: Hey, darling,\got any sweets or the like?\Some kind of dessert...\Go get one.\You really eat a lot.\Jeez.\When are we going for the shrine visit?\Let's just take our time. response:	Did we even have anything sweet here?
context: got any sweets or the like?\Some kind of dessert...\Go get one.\You really eat a lot.\Jeez.\When are we going for the shrine visit?\Let's just take our time.\Did we even have anything sweet here? response:	She doesnt like Japanese sweets so...
context: Some kind of dessert...\Go get one.\You really eat a lot.\Jeez.\When are we going for the shrine visit?\Let's just take our time.\Did we even have anything sweet here?\She doesnt like Japanese sweets so... response:	Hm?
context: Go get one.\You really eat a lot.\Jeez.\When are we going for the shrine visit?\Let's just take our time.\Did we even have anything sweet here?\She doesnt like Japanese sweets so...\Hm? response:	Chocolate?
context: You really eat a lot.\Jeez.\When are we going for the shrine visit?\Let's just take our time.\Did we even have anything sweet here?\She doesnt like Japanese sweets so...\Hm?\Chocolate? response:	I guess this'll do.
context: Jeez.\When are we going for the shrine visit?\Let's just take our time.\Did we even have anything sweet here?\She doesnt like Japanese sweets so...\Hm?\Chocolate?\I guess this'll do. response:	I dont really know what this is, but it's good.
context: When are we going for the shrine visit?\Let's just take our time.\Did we even have anything sweet here?\She doesnt like Japanese sweets so...\Hm?\Chocolate?\I guess this'll do.\I dont really know what this is, but it's good. response:	Hey, honey, I found one.
context: Let's just take our time.\Did we even have anything sweet here?\She doesnt like Japanese sweets so...\Hm?\Chocolate?\I guess this'll do.\I dont really know what this is, but it's good.\Hey, honey, I found one. response:	Thanks!
context: Did we even have anything sweet here?\She doesnt like Japanese sweets so...\Hm?\Chocolate?\I guess this'll do.\I dont really know what this is, but it's good.\Hey, honey, I found one.\Thanks! response:	Guys, pass this around!
context: She doesnt like Japanese sweets so...\Hm?\Chocolate?\I guess this'll do.\I dont really know what this is, but it's good.\Hey, honey, I found one.\Thanks!\Guys, pass this around! response:	Hey! Lets play Karuta! Karuta...
context: Hm?\Chocolate?\I guess this'll do.\I dont really know what this is, but it's good.\Hey, honey, I found one.\Thanks!\Guys, pass this around!\Hey! Lets play Karuta! Karuta... response:	Jeez, everything's so peaceful.
context: Chocolate?\I guess this'll do.\I dont really know what this is, but it's good.\Hey, honey, I found one.\Thanks!\Guys, pass this around!\Hey! Lets play Karuta! Karuta...\Jeez, everything's so peaceful. response:	Huh? What was that sound just now?
context: I guess this'll do.\I dont really know what this is, but it's good.\Hey, honey, I found one.\Thanks!\Guys, pass this around!\Hey! Lets play Karuta! Karuta...\Jeez, everything's so peaceful.\Huh? What was that sound just now? response:	Huh? Honey, what's wrong? Weren't you going to play Karuta with everyone?
context: I dont really know what this is, but it's good.\Hey, honey, I found one.\Thanks!\Guys, pass this around!\Hey! Lets play Karuta! Karuta...\Jeez, everything's so peaceful.\Huh? What was that sound just now?\Huh? Honey, what's wrong? Weren't you going to play Karuta with everyone? response:	Hey, darling...
context: Hey, honey, I found one.\Thanks!\Guys, pass this around!\Hey! Lets play Karuta! Karuta...\Jeez, everything's so peaceful.\Huh? What was that sound just now?\Huh? Honey, what's wrong? Weren't you going to play Karuta with everyone?\Hey, darling... response:	Have you ever kissed a girl before?
context: Thanks!\Guys, pass this around!\Hey! Lets play Karuta! Karuta...\Jeez, everything's so peaceful.\Huh? What was that sound just now?\Huh? Honey, what's wrong? Weren't you going to play Karuta with everyone?\Hey, darling...\Have you ever kissed a girl before? response:	What?!
context: Guys, pass this around!\Hey! Lets play Karuta! Karuta...\Jeez, everything's so peaceful.\Huh? What was that sound just now?\Huh? Honey, what's wrong? Weren't you going to play Karuta with everyone?\Hey, darling...\Have you ever kissed a girl before?\What?! response:	What's with you all of the sudden?
context: Hey! Lets play Karuta! Karuta...\Jeez, everything's so peaceful.\Huh? What was that sound just now?\Huh? Honey, what's wrong? Weren't you going to play Karuta with everyone?\Hey, darling...\Have you ever kissed a girl before?\What?!\What's with you all of the sudden? response:	Well, I havent, but...
context: Jeez, everything's so peaceful.\Huh? What was that sound just now?\Huh? Honey, what's wrong? Weren't you going to play Karuta with everyone?\Hey, darling...\Have you ever kissed a girl before?\What?!\What's with you all of the sudden?\Well, I havent, but... response:	I already told you that before
context: Huh? What was that sound just now?\Huh? Honey, what's wrong? Weren't you going to play Karuta with everyone?\Hey, darling...\Have you ever kissed a girl before?\What?!\What's with you all of the sudden?\Well, I havent, but...\I already told you that before response:	Then,
context: Huh? Honey, what's wrong? Weren't you going to play Karuta with everyone?\Hey, darling...\Have you ever kissed a girl before?\What?!\What's with you all of the sudden?\Well, I havent, but...\I already told you that before\Then, response:	want to kiss me?
context: Hey, darling...\Have you ever kissed a girl before?\What?!\What's with you all of the sudden?\Well, I havent, but...\I already told you that before\Then,\want to kiss me? response:	What?!
context: Have you ever kissed a girl before?\What?!\What's with you all of the sudden?\Well, I havent, but...\I already told you that before\Then,\want to kiss me?\What?! response:	W-What's gotten into you?!
context: What?!\What's with you all of the sudden?\Well, I havent, but...\I already told you that before\Then,\want to kiss me?\What?!\W-What's gotten into you?! response:	Do you even know what you're saying?!
context: What's with you all of the sudden?\Well, I havent, but...\I already told you that before\Then,\want to kiss me?\What?!\W-What's gotten into you?!\Do you even know what you're saying?! response:	Hey, whats wrong?
context: Well, I havent, but...\I already told you that before\Then,\want to kiss me?\What?!\W-What's gotten into you?!\Do you even know what you're saying?!\Hey, whats wrong? response:	Your face is kind of red.
context: I already told you that before\Then,\want to kiss me?\What?!\W-What's gotten into you?!\Do you even know what you're saying?!\Hey, whats wrong?\Your face is kind of red. response:	Hm?
context: Then,\want to kiss me?\What?!\W-What's gotten into you?!\Do you even know what you're saying?!\Hey, whats wrong?\Your face is kind of red.\Hm? response:	It's the chocolate I brought up...
context: want to kiss me?\What?!\W-What's gotten into you?!\Do you even know what you're saying?!\Hey, whats wrong?\Your face is kind of red.\Hm?\It's the chocolate I brought up... response:	Whisky Bon Bon?
context: What?!\W-What's gotten into you?!\Do you even know what you're saying?!\Hey, whats wrong?\Your face is kind of red.\Hm?\It's the chocolate I brought up...\Whisky Bon Bon? response:	D-Dont tell me...
context: W-What's gotten into you?!\Do you even know what you're saying?!\Hey, whats wrong?\Your face is kind of red.\Hm?\It's the chocolate I brought up...\Whisky Bon Bon?\D-Dont tell me... response:	Youre drunk?!
context: Do you even know what you're saying?!\Hey, whats wrong?\Your face is kind of red.\Hm?\It's the chocolate I brought up...\Whisky Bon Bon?\D-Dont tell me...\Youre drunk?! response:	This is ridiculous.
context: Hey, whats wrong?\Your face is kind of red.\Hm?\It's the chocolate I brought up...\Whisky Bon Bon?\D-Dont tell me...\Youre drunk?!\This is ridiculous. response:	You're that old and you haven't even kissed a girl yet?
context: Your face is kind of red.\Hm?\It's the chocolate I brought up...\Whisky Bon Bon?\D-Dont tell me...\Youre drunk?!\This is ridiculous.\You're that old and you haven't even kissed a girl yet? response:	Thats so lame.
context: Hm?\It's the chocolate I brought up...\Whisky Bon Bon?\D-Dont tell me...\Youre drunk?!\This is ridiculous.\You're that old and you haven't even kissed a girl yet?\Thats so lame. response:	So like, I could kiss you, if you want.
context: It's the chocolate I brought up...\Whisky Bon Bon?\D-Dont tell me...\Youre drunk?!\This is ridiculous.\You're that old and you haven't even kissed a girl yet?\Thats so lame.\So like, I could kiss you, if you want. response:	Come on, let's kiss. Kiss me!
context: Whisky Bon Bon?\D-Dont tell me...\Youre drunk?!\This is ridiculous.\You're that old and you haven't even kissed a girl yet?\Thats so lame.\So like, I could kiss you, if you want.\Come on, let's kiss. Kiss me! response:	Ah! Calm down, Chitoge!
context: D-Dont tell me...\Youre drunk?!\This is ridiculous.\You're that old and you haven't even kissed a girl yet?\Thats so lame.\So like, I could kiss you, if you want.\Come on, let's kiss. Kiss me!\Ah! Calm down, Chitoge! response:	You wouldn't normally be asking that!
context: Youre drunk?!\This is ridiculous.\You're that old and you haven't even kissed a girl yet?\Thats so lame.\So like, I could kiss you, if you want.\Come on, let's kiss. Kiss me!\Ah! Calm down, Chitoge!\You wouldn't normally be asking that! response:	Come on, please?
context: This is ridiculous.\You're that old and you haven't even kissed a girl yet?\Thats so lame.\So like, I could kiss you, if you want.\Come on, let's kiss. Kiss me!\Ah! Calm down, Chitoge!\You wouldn't normally be asking that!\Come on, please? response:	I don't want a kiss from you!
context: You're that old and you haven't even kissed a girl yet?\Thats so lame.\So like, I could kiss you, if you want.\Come on, let's kiss. Kiss me!\Ah! Calm down, Chitoge!\You wouldn't normally be asking that!\Come on, please?\I don't want a kiss from you! response:	Come on...
context: Thats so lame.\So like, I could kiss you, if you want.\Come on, let's kiss. Kiss me!\Ah! Calm down, Chitoge!\You wouldn't normally be asking that!\Come on, please?\I don't want a kiss from you!\Come on... response:	Not happening!
context: So like, I could kiss you, if you want.\Come on, let's kiss. Kiss me!\Ah! Calm down, Chitoge!\You wouldn't normally be asking that!\Come on, please?\I don't want a kiss from you!\Come on...\Not happening! response:	I said no!
context: Come on, let's kiss. Kiss me!\Ah! Calm down, Chitoge!\You wouldn't normally be asking that!\Come on, please?\I don't want a kiss from you!\Come on...\Not happening!\I said no! response:	But you kissed Marika!
context: Ah! Calm down, Chitoge!\You wouldn't normally be asking that!\Come on, please?\I don't want a kiss from you!\Come on...\Not happening!\I said no!\But you kissed Marika! response:	Hey, Raku.
context: You wouldn't normally be asking that!\Come on, please?\I don't want a kiss from you!\Come on...\Not happening!\I said no!\But you kissed Marika!\Hey, Raku. response:	What've you been doing?
context: Come on, please?\I don't want a kiss from you!\Come on...\Not happening!\I said no!\But you kissed Marika!\Hey, Raku.\What've you been doing? response:	Shuu! Good timing!
context: I don't want a kiss from you!\Come on...\Not happening!\I said no!\But you kissed Marika!\Hey, Raku.\What've you been doing?\Shuu! Good timing! response:	Listen to me
context: Come on...\Not happening!\I said no!\But you kissed Marika!\Hey, Raku.\What've you been doing?\Shuu! Good timing!\Listen to me response:	What? Off Whisky Bon Bons?
context: Not happening!\I said no!\But you kissed Marika!\Hey, Raku.\What've you been doing?\Shuu! Good timing!\Listen to me\What? Off Whisky Bon Bons? response:	I had two or three myself.
context: I said no!\But you kissed Marika!\Hey, Raku.\What've you been doing?\Shuu! Good timing!\Listen to me\What? Off Whisky Bon Bons?\I had two or three myself. response:	I guess Kirisaki-san is, like, super bad with alcohol.
context: But you kissed Marika!\Hey, Raku.\What've you been doing?\Shuu! Good timing!\Listen to me\What? Off Whisky Bon Bons?\I had two or three myself.\I guess Kirisaki-san is, like, super bad with alcohol. response:	Hm, but...
context: Hey, Raku.\What've you been doing?\Shuu! Good timing!\Listen to me\What? Off Whisky Bon Bons?\I had two or three myself.\I guess Kirisaki-san is, like, super bad with alcohol.\Hm, but... response:	There's something about girls who can't handle alcohol.
context: What've you been doing?\Shuu! Good timing!\Listen to me\What? Off Whisky Bon Bons?\I had two or three myself.\I guess Kirisaki-san is, like, super bad with alcohol.\Hm, but...\There's something about girls who can't handle alcohol. response:	They're just so cute!
context: Shuu! Good timing!\Listen to me\What? Off Whisky Bon Bons?\I had two or three myself.\I guess Kirisaki-san is, like, super bad with alcohol.\Hm, but...\There's something about girls who can't handle alcohol.\They're just so cute! response:	What is he going on about at a time like this?
context: Listen to me\What? Off Whisky Bon Bons?\I had two or three myself.\I guess Kirisaki-san is, like, super bad with alcohol.\Hm, but...\There's something about girls who can't handle alcohol.\They're just so cute!\What is he going on about at a time like this? response:	What's wrong with you?!
context: What? Off Whisky Bon Bons?\I had two or three myself.\I guess Kirisaki-san is, like, super bad with alcohol.\Hm, but...\There's something about girls who can't handle alcohol.\They're just so cute!\What is he going on about at a time like this?\What's wrong with you?! response:	Shuu!
context: I had two or three myself.\I guess Kirisaki-san is, like, super bad with alcohol.\Hm, but...\There's something about girls who can't handle alcohol.\They're just so cute!\What is he going on about at a time like this?\What's wrong with you?!\Shuu! response:	Tachibana?
context: I guess Kirisaki-san is, like, super bad with alcohol.\Hm, but...\There's something about girls who can't handle alcohol.\They're just so cute!\What is he going on about at a time like this?\What's wrong with you?!\Shuu!\Tachibana? response:	Rakkuns here!
context: Hm, but...\There's something about girls who can't handle alcohol.\They're just so cute!\What is he going on about at a time like this?\What's wrong with you?!\Shuu!\Tachibana?\Rakkuns here! response:	Rakkun! Rakkun!
context: There's something about girls who can't handle alcohol.\They're just so cute!\What is he going on about at a time like this?\What's wrong with you?!\Shuu!\Tachibana?\Rakkuns here!\Rakkun! Rakkun! response:	Tachibana! Dont tell me you too...
context: They're just so cute!\What is he going on about at a time like this?\What's wrong with you?!\Shuu!\Tachibana?\Rakkuns here!\Rakkun! Rakkun!\Tachibana! Dont tell me you too... response:	Rakkun.
