context: I didn't have the energy to come up with excuses response:	like the bed was too small or that I forgot my wallet.
context: and am running to Takumi to have the baby.\Can someone so selfish be forgiven?\Well, Nobu may never forgive you.\Given the circumstances, it appears that he believes\you were dating them both at the same time.\No, I think she needs to resolve this misunderstanding.\But how? There's no proof.\I don't think he'll believe her explanations. response:	What I'm saying is, from Nobu's perspective,
context: Can someone so selfish be forgiven?\Well, Nobu may never forgive you.\Given the circumstances, it appears that he believes\you were dating them both at the same time.\No, I think she needs to resolve this misunderstanding.\But how? There's no proof.\I don't think he'll believe her explanations.\What I'm saying is, from Nobu's perspective, response:	he probably wanted her to explain things just to show that she cares.
context: Well, Nobu may never forgive you.\Given the circumstances, it appears that he believes\you were dating them both at the same time.\No, I think she needs to resolve this misunderstanding.\But how? There's no proof.\I don't think he'll believe her explanations.\What I'm saying is, from Nobu's perspective,\he probably wanted her to explain things just to show that she cares. response:	That could even light a flame to his fighting spirit,
context: Given the circumstances, it appears that he believes\you were dating them both at the same time.\No, I think she needs to resolve this misunderstanding.\But how? There's no proof.\I don't think he'll believe her explanations.\What I'm saying is, from Nobu's perspective,\he probably wanted her to explain things just to show that she cares.\That could even light a flame to his fighting spirit, response:	and he'll say, I'll take care of everything.
context: you were dating them both at the same time.\No, I think she needs to resolve this misunderstanding.\But how? There's no proof.\I don't think he'll believe her explanations.\What I'm saying is, from Nobu's perspective,\he probably wanted her to explain things just to show that she cares.\That could even light a flame to his fighting spirit,\and he'll say, I'll take care of everything. response:	For Nobu's sake, he may be better off not having such a flame lit.
context: No, I think she needs to resolve this misunderstanding.\But how? There's no proof.\I don't think he'll believe her explanations.\What I'm saying is, from Nobu's perspective,\he probably wanted her to explain things just to show that she cares.\That could even light a flame to his fighting spirit,\and he'll say, I'll take care of everything.\For Nobu's sake, he may be better off not having such a flame lit. response:	Because you can't raise a kid on love alone.
context: But how? There's no proof.\I don't think he'll believe her explanations.\What I'm saying is, from Nobu's perspective,\he probably wanted her to explain things just to show that she cares.\That could even light a flame to his fighting spirit,\and he'll say, I'll take care of everything.\For Nobu's sake, he may be better off not having such a flame lit.\Because you can't raise a kid on love alone. response:	He'd no longer be in a position to dream about his band succeeding.
context: I don't think he'll believe her explanations.\What I'm saying is, from Nobu's perspective,\he probably wanted her to explain things just to show that she cares.\That could even light a flame to his fighting spirit,\and he'll say, I'll take care of everything.\For Nobu's sake, he may be better off not having such a flame lit.\Because you can't raise a kid on love alone.\He'd no longer be in a position to dream about his band succeeding. response:	He might hafta give up his dream and take over his family inn.
context: What I'm saying is, from Nobu's perspective,\he probably wanted her to explain things just to show that she cares.\That could even light a flame to his fighting spirit,\and he'll say, I'll take care of everything.\For Nobu's sake, he may be better off not having such a flame lit.\Because you can't raise a kid on love alone.\He'd no longer be in a position to dream about his band succeeding.\He might hafta give up his dream and take over his family inn. response:	I'll do everything I can to make you happy.
context: he probably wanted her to explain things just to show that she cares.\That could even light a flame to his fighting spirit,\and he'll say, I'll take care of everything.\For Nobu's sake, he may be better off not having such a flame lit.\Because you can't raise a kid on love alone.\He'd no longer be in a position to dream about his band succeeding.\He might hafta give up his dream and take over his family inn.\I'll do everything I can to make you happy. response:	It's one thing if the child were his without a doubt.
context: That could even light a flame to his fighting spirit,\and he'll say, I'll take care of everything.\For Nobu's sake, he may be better off not having such a flame lit.\Because you can't raise a kid on love alone.\He'd no longer be in a position to dream about his band succeeding.\He might hafta give up his dream and take over his family inn.\I'll do everything I can to make you happy.\It's one thing if the child were his without a doubt. response:	He's only twenty, right?
context: and he'll say, I'll take care of everything.\For Nobu's sake, he may be better off not having such a flame lit.\Because you can't raise a kid on love alone.\He'd no longer be in a position to dream about his band succeeding.\He might hafta give up his dream and take over his family inn.\I'll do everything I can to make you happy.\It's one thing if the child were his without a doubt.\He's only twenty, right? response:	It would be too cruel to have his future decided in this way.
context: For Nobu's sake, he may be better off not having such a flame lit.\Because you can't raise a kid on love alone.\He'd no longer be in a position to dream about his band succeeding.\He might hafta give up his dream and take over his family inn.\I'll do everything I can to make you happy.\It's one thing if the child were his without a doubt.\He's only twenty, right?\It would be too cruel to have his future decided in this way. response:	And that's why you felt it's not right to rely on Nobu, right, Nana?
context: Because you can't raise a kid on love alone.\He'd no longer be in a position to dream about his band succeeding.\He might hafta give up his dream and take over his family inn.\I'll do everything I can to make you happy.\It's one thing if the child were his without a doubt.\He's only twenty, right?\It would be too cruel to have his future decided in this way.\And that's why you felt it's not right to rely on Nobu, right, Nana? response:	I guess it's not something you could say to him.
context: He'd no longer be in a position to dream about his band succeeding.\He might hafta give up his dream and take over his family inn.\I'll do everything I can to make you happy.\It's one thing if the child were his without a doubt.\He's only twenty, right?\It would be too cruel to have his future decided in this way.\And that's why you felt it's not right to rely on Nobu, right, Nana?\I guess it's not something you could say to him. response:	Nana, you really are seriously in love with Nobu.
context: He might hafta give up his dream and take over his family inn.\I'll do everything I can to make you happy.\It's one thing if the child were his without a doubt.\He's only twenty, right?\It would be too cruel to have his future decided in this way.\And that's why you felt it's not right to rely on Nobu, right, Nana?\I guess it's not something you could say to him.\Nana, you really are seriously in love with Nobu. response:	She's Nobu's girlfriend, but she's also a follower of BLAST.
context: I'll do everything I can to make you happy.\It's one thing if the child were his without a doubt.\He's only twenty, right?\It would be too cruel to have his future decided in this way.\And that's why you felt it's not right to rely on Nobu, right, Nana?\I guess it's not something you could say to him.\Nana, you really are seriously in love with Nobu.\She's Nobu's girlfriend, but she's also a follower of BLAST. response:	The success of the guru and her group is her dream as well.
context: It's one thing if the child were his without a doubt.\He's only twenty, right?\It would be too cruel to have his future decided in this way.\And that's why you felt it's not right to rely on Nobu, right, Nana?\I guess it's not something you could say to him.\Nana, you really are seriously in love with Nobu.\She's Nobu's girlfriend, but she's also a follower of BLAST.\The success of the guru and her group is her dream as well. response:	Life doesn't always go as planned, does it?
context: He's only twenty, right?\It would be too cruel to have his future decided in this way.\And that's why you felt it's not right to rely on Nobu, right, Nana?\I guess it's not something you could say to him.\Nana, you really are seriously in love with Nobu.\She's Nobu's girlfriend, but she's also a follower of BLAST.\The success of the guru and her group is her dream as well.\Life doesn't always go as planned, does it? response:	Maybe there really is a Demon Lord.
context: It would be too cruel to have his future decided in this way.\And that's why you felt it's not right to rely on Nobu, right, Nana?\I guess it's not something you could say to him.\Nana, you really are seriously in love with Nobu.\She's Nobu's girlfriend, but she's also a follower of BLAST.\The success of the guru and her group is her dream as well.\Life doesn't always go as planned, does it?\Maybe there really is a Demon Lord. response:	What are you saying?!
context: And that's why you felt it's not right to rely on Nobu, right, Nana?\I guess it's not something you could say to him.\Nana, you really are seriously in love with Nobu.\She's Nobu's girlfriend, but she's also a follower of BLAST.\The success of the guru and her group is her dream as well.\Life doesn't always go as planned, does it?\Maybe there really is a Demon Lord.\What are you saying?! response:	It's Nana's fault for not insisting on protection!
context: I guess it's not something you could say to him.\Nana, you really are seriously in love with Nobu.\She's Nobu's girlfriend, but she's also a follower of BLAST.\The success of the guru and her group is her dream as well.\Life doesn't always go as planned, does it?\Maybe there really is a Demon Lord.\What are you saying?!\It's Nana's fault for not insisting on protection! response:	And also for doing it with Nobu right after without any decent break in between!
context: Nana, you really are seriously in love with Nobu.\She's Nobu's girlfriend, but she's also a follower of BLAST.\The success of the guru and her group is her dream as well.\Life doesn't always go as planned, does it?\Maybe there really is a Demon Lord.\What are you saying?!\It's Nana's fault for not insisting on protection!\And also for doing it with Nobu right after without any decent break in between! response:	Your tendency to get carried away in your foolish actions
context: She's Nobu's girlfriend, but she's also a follower of BLAST.\The success of the guru and her group is her dream as well.\Life doesn't always go as planned, does it?\Maybe there really is a Demon Lord.\What are you saying?!\It's Nana's fault for not insisting on protection!\And also for doing it with Nobu right after without any decent break in between!\Your tendency to get carried away in your foolish actions response:	has finally caught up with you!
context: The success of the guru and her group is her dream as well.\Life doesn't always go as planned, does it?\Maybe there really is a Demon Lord.\What are you saying?!\It's Nana's fault for not insisting on protection!\And also for doing it with Nobu right after without any decent break in between!\Your tendency to get carried away in your foolish actions\has finally caught up with you! response:	Do you understand that?!
context: Life doesn't always go as planned, does it?\Maybe there really is a Demon Lord.\What are you saying?!\It's Nana's fault for not insisting on protection!\And also for doing it with Nobu right after without any decent break in between!\Your tendency to get carried away in your foolish actions\has finally caught up with you!\Do you understand that?! response:	This is not the time to be lecturing her.
context: Maybe there really is a Demon Lord.\What are you saying?!\It's Nana's fault for not insisting on protection!\And also for doing it with Nobu right after without any decent break in between!\Your tendency to get carried away in your foolish actions\has finally caught up with you!\Do you understand that?!\This is not the time to be lecturing her. response:	This is about the only time Nana will listen to me!
context: What are you saying?!\It's Nana's fault for not insisting on protection!\And also for doing it with Nobu right after without any decent break in between!\Your tendency to get carried away in your foolish actions\has finally caught up with you!\Do you understand that?!\This is not the time to be lecturing her.\This is about the only time Nana will listen to me! response:	DON'T SPOIL HER! This is about the only time Nana will listen to me!
context: It's Nana's fault for not insisting on protection!\And also for doing it with Nobu right after without any decent break in between!\Your tendency to get carried away in your foolish actions\has finally caught up with you!\Do you understand that?!\This is not the time to be lecturing her.\This is about the only time Nana will listen to me!\DON'T SPOIL HER! This is about the only time Nana will listen to me! response:	Do you really understand that you can't have a normal happy family
context: And also for doing it with Nobu right after without any decent break in between!\Your tendency to get carried away in your foolish actions\has finally caught up with you!\Do you understand that?!\This is not the time to be lecturing her.\This is about the only time Nana will listen to me!\DON'T SPOIL HER! This is about the only time Nana will listen to me!\Do you really understand that you can't have a normal happy family response:	with a guy who won't marry you?
context: Your tendency to get carried away in your foolish actions\has finally caught up with you!\Do you understand that?!\This is not the time to be lecturing her.\This is about the only time Nana will listen to me!\DON'T SPOIL HER! This is about the only time Nana will listen to me!\Do you really understand that you can't have a normal happy family\with a guy who won't marry you? response:	Uh-huh.
context: has finally caught up with you!\Do you understand that?!\This is not the time to be lecturing her.\This is about the only time Nana will listen to me!\DON'T SPOIL HER! This is about the only time Nana will listen to me!\Do you really understand that you can't have a normal happy family\with a guy who won't marry you?\Uh-huh. response:	Then you'd better be faithful to that man for the rest of your life.
context: Do you understand that?!\This is not the time to be lecturing her.\This is about the only time Nana will listen to me!\DON'T SPOIL HER! This is about the only time Nana will listen to me!\Do you really understand that you can't have a normal happy family\with a guy who won't marry you?\Uh-huh.\Then you'd better be faithful to that man for the rest of your life. response:	You are prepared to properly break up with Nobu and give him up, are you?
context: This is not the time to be lecturing her.\This is about the only time Nana will listen to me!\DON'T SPOIL HER! This is about the only time Nana will listen to me!\Do you really understand that you can't have a normal happy family\with a guy who won't marry you?\Uh-huh.\Then you'd better be faithful to that man for the rest of your life.\You are prepared to properly break up with Nobu and give him up, are you? response:	I want to hear your answer!
context: This is about the only time Nana will listen to me!\DON'T SPOIL HER! This is about the only time Nana will listen to me!\Do you really understand that you can't have a normal happy family\with a guy who won't marry you?\Uh-huh.\Then you'd better be faithful to that man for the rest of your life.\You are prepared to properly break up with Nobu and give him up, are you?\I want to hear your answer! response:	Yes!
context: DON'T SPOIL HER! This is about the only time Nana will listen to me!\Do you really understand that you can't have a normal happy family\with a guy who won't marry you?\Uh-huh.\Then you'd better be faithful to that man for the rest of your life.\You are prepared to properly break up with Nobu and give him up, are you?\I want to hear your answer!\Yes! response:	Even if the child is Nobu's,
context: Do you really understand that you can't have a normal happy family\with a guy who won't marry you?\Uh-huh.\Then you'd better be faithful to that man for the rest of your life.\You are prepared to properly break up with Nobu and give him up, are you?\I want to hear your answer!\Yes!\Even if the child is Nobu's, response:	you will have no problem raising the child as Takumi's, will you?
context: with a guy who won't marry you?\Uh-huh.\Then you'd better be faithful to that man for the rest of your life.\You are prepared to properly break up with Nobu and give him up, are you?\I want to hear your answer!\Yes!\Even if the child is Nobu's,\you will have no problem raising the child as Takumi's, will you? response:	Keep in mind that even if Takumi becomes the child's guardian,
context: Uh-huh.\Then you'd better be faithful to that man for the rest of your life.\You are prepared to properly break up with Nobu and give him up, are you?\I want to hear your answer!\Yes!\Even if the child is Nobu's,\you will have no problem raising the child as Takumi's, will you?\Keep in mind that even if Takumi becomes the child's guardian, response:	whether he'll love the child or not is a different issue.
context: Then you'd better be faithful to that man for the rest of your life.\You are prepared to properly break up with Nobu and give him up, are you?\I want to hear your answer!\Yes!\Even if the child is Nobu's,\you will have no problem raising the child as Takumi's, will you?\Keep in mind that even if Takumi becomes the child's guardian,\whether he'll love the child or not is a different issue. response:	Yes.
context: You are prepared to properly break up with Nobu and give him up, are you?\I want to hear your answer!\Yes!\Even if the child is Nobu's,\you will have no problem raising the child as Takumi's, will you?\Keep in mind that even if Takumi becomes the child's guardian,\whether he'll love the child or not is a different issue.\Yes. response:	Okay. If you wanna have it that bad,
context: I want to hear your answer!\Yes!\Even if the child is Nobu's,\you will have no problem raising the child as Takumi's, will you?\Keep in mind that even if Takumi becomes the child's guardian,\whether he'll love the child or not is a different issue.\Yes.\Okay. If you wanna have it that bad, response:	I won't stop you.
context: Yes!\Even if the child is Nobu's,\you will have no problem raising the child as Takumi's, will you?\Keep in mind that even if Takumi becomes the child's guardian,\whether he'll love the child or not is a different issue.\Yes.\Okay. If you wanna have it that bad,\I won't stop you. response:	As long as you never forget that determination you have.
context: Even if the child is Nobu's,\you will have no problem raising the child as Takumi's, will you?\Keep in mind that even if Takumi becomes the child's guardian,\whether he'll love the child or not is a different issue.\Yes.\Okay. If you wanna have it that bad,\I won't stop you.\As long as you never forget that determination you have. response:	Yes.
context: you will have no problem raising the child as Takumi's, will you?\Keep in mind that even if Takumi becomes the child's guardian,\whether he'll love the child or not is a different issue.\Yes.\Okay. If you wanna have it that bad,\I won't stop you.\As long as you never forget that determination you have.\Yes. response:	Now that you've made that commitment,
context: Keep in mind that even if Takumi becomes the child's guardian,\whether he'll love the child or not is a different issue.\Yes.\Okay. If you wanna have it that bad,\I won't stop you.\As long as you never forget that determination you have.\Yes.\Now that you've made that commitment, response:	I don't wanna ever see you crying over this.
context: whether he'll love the child or not is a different issue.\Yes.\Okay. If you wanna have it that bad,\I won't stop you.\As long as you never forget that determination you have.\Yes.\Now that you've made that commitment,\I don't wanna ever see you crying over this. response:	I pity a kid who has to put up with such a gloomy mother.
context: Yes.\Okay. If you wanna have it that bad,\I won't stop you.\As long as you never forget that determination you have.\Yes.\Now that you've made that commitment,\I don't wanna ever see you crying over this.\I pity a kid who has to put up with such a gloomy mother. response:	Try to be like your own mother.
context: Okay. If you wanna have it that bad,\I won't stop you.\As long as you never forget that determination you have.\Yes.\Now that you've made that commitment,\I don't wanna ever see you crying over this.\I pity a kid who has to put up with such a gloomy mother.\Try to be like your own mother. response:	Bye. I'm really grateful for everything, Jun-chan, Kyosuke.
context: I won't stop you.\As long as you never forget that determination you have.\Yes.\Now that you've made that commitment,\I don't wanna ever see you crying over this.\I pity a kid who has to put up with such a gloomy mother.\Try to be like your own mother.\Bye. I'm really grateful for everything, Jun-chan, Kyosuke. response:	I feel much better now that I had you hear what I had to say.
context: As long as you never forget that determination you have.\Yes.\Now that you've made that commitment,\I don't wanna ever see you crying over this.\I pity a kid who has to put up with such a gloomy mother.\Try to be like your own mother.\Bye. I'm really grateful for everything, Jun-chan, Kyosuke.\I feel much better now that I had you hear what I had to say. response:	I'll be in touch.
context: Yes.\Now that you've made that commitment,\I don't wanna ever see you crying over this.\I pity a kid who has to put up with such a gloomy mother.\Try to be like your own mother.\Bye. I'm really grateful for everything, Jun-chan, Kyosuke.\I feel much better now that I had you hear what I had to say.\I'll be in touch. response:	At the least, take good care of your body.
context: Now that you've made that commitment,\I don't wanna ever see you crying over this.\I pity a kid who has to put up with such a gloomy mother.\Try to be like your own mother.\Bye. I'm really grateful for everything, Jun-chan, Kyosuke.\I feel much better now that I had you hear what I had to say.\I'll be in touch.\At the least, take good care of your body. response:	Stay well.
context: I don't wanna ever see you crying over this.\I pity a kid who has to put up with such a gloomy mother.\Try to be like your own mother.\Bye. I'm really grateful for everything, Jun-chan, Kyosuke.\I feel much better now that I had you hear what I had to say.\I'll be in touch.\At the least, take good care of your body.\Stay well. response:	Mhm.
context: I pity a kid who has to put up with such a gloomy mother.\Try to be like your own mother.\Bye. I'm really grateful for everything, Jun-chan, Kyosuke.\I feel much better now that I had you hear what I had to say.\I'll be in touch.\At the least, take good care of your body.\Stay well.\Mhm. response:	I wonder if she really plans to have it.
context: Try to be like your own mother.\Bye. I'm really grateful for everything, Jun-chan, Kyosuke.\I feel much better now that I had you hear what I had to say.\I'll be in touch.\At the least, take good care of your body.\Stay well.\Mhm.\I wonder if she really plans to have it. response:	It not only affects the rest of Nana's life,
context: Bye. I'm really grateful for everything, Jun-chan, Kyosuke.\I feel much better now that I had you hear what I had to say.\I'll be in touch.\At the least, take good care of your body.\Stay well.\Mhm.\I wonder if she really plans to have it.\It not only affects the rest of Nana's life, response:	this is also about the life of a child.
context: I feel much better now that I had you hear what I had to say.\I'll be in touch.\At the least, take good care of your body.\Stay well.\Mhm.\I wonder if she really plans to have it.\It not only affects the rest of Nana's life,\this is also about the life of a child. response:	I'm so worried I'm getting a stomachache.
context: I'll be in touch.\At the least, take good care of your body.\Stay well.\Mhm.\I wonder if she really plans to have it.\It not only affects the rest of Nana's life,\this is also about the life of a child.\I'm so worried I'm getting a stomachache. response:	But Nana came to that decision herself,
context: At the least, take good care of your body.\Stay well.\Mhm.\I wonder if she really plans to have it.\It not only affects the rest of Nana's life,\this is also about the life of a child.\I'm so worried I'm getting a stomachache.\But Nana came to that decision herself, response:	so we really don't have the right to interfere with that decision.
context: Stay well.\Mhm.\I wonder if she really plans to have it.\It not only affects the rest of Nana's life,\this is also about the life of a child.\I'm so worried I'm getting a stomachache.\But Nana came to that decision herself,\so we really don't have the right to interfere with that decision. response:	The best we can do now is just to support her.
context: Mhm.\I wonder if she really plans to have it.\It not only affects the rest of Nana's life,\this is also about the life of a child.\I'm so worried I'm getting a stomachache.\But Nana came to that decision herself,\so we really don't have the right to interfere with that decision.\The best we can do now is just to support her. response:	I guess you're right.
context: I wonder if she really plans to have it.\It not only affects the rest of Nana's life,\this is also about the life of a child.\I'm so worried I'm getting a stomachache.\But Nana came to that decision herself,\so we really don't have the right to interfere with that decision.\The best we can do now is just to support her.\I guess you're right. response:	Nana's dream was to become a normal housewife.
context: It not only affects the rest of Nana's life,\this is also about the life of a child.\I'm so worried I'm getting a stomachache.\But Nana came to that decision herself,\so we really don't have the right to interfere with that decision.\The best we can do now is just to support her.\I guess you're right.\Nana's dream was to become a normal housewife. response:	If she had an abortion and things went well with Nobu,
context: this is also about the life of a child.\I'm so worried I'm getting a stomachache.\But Nana came to that decision herself,\so we really don't have the right to interfere with that decision.\The best we can do now is just to support her.\I guess you're right.\Nana's dream was to become a normal housewife.\If she had an abortion and things went well with Nobu, response:	her dream might have come true in the near future.
context: I'm so worried I'm getting a stomachache.\But Nana came to that decision herself,\so we really don't have the right to interfere with that decision.\The best we can do now is just to support her.\I guess you're right.\Nana's dream was to become a normal housewife.\If she had an abortion and things went well with Nobu,\her dream might have come true in the near future. response:	But she's sacrificing that to have this baby.
context: But Nana came to that decision herself,\so we really don't have the right to interfere with that decision.\The best we can do now is just to support her.\I guess you're right.\Nana's dream was to become a normal housewife.\If she had an abortion and things went well with Nobu,\her dream might have come true in the near future.\But she's sacrificing that to have this baby. response:	She must be really determined.
context: so we really don't have the right to interfere with that decision.\The best we can do now is just to support her.\I guess you're right.\Nana's dream was to become a normal housewife.\If she had an abortion and things went well with Nobu,\her dream might have come true in the near future.\But she's sacrificing that to have this baby.\She must be really determined. response:	But as her father, I would've loved to see Nana in a wedding dress.
context: The best we can do now is just to support her.\I guess you're right.\Nana's dream was to become a normal housewife.\If she had an abortion and things went well with Nobu,\her dream might have come true in the near future.\But she's sacrificing that to have this baby.\She must be really determined.\But as her father, I would've loved to see Nana in a wedding dress. response:	Father, you say?
context: I guess you're right.\Nana's dream was to become a normal housewife.\If she had an abortion and things went well with Nobu,\her dream might have come true in the near future.\But she's sacrificing that to have this baby.\She must be really determined.\But as her father, I would've loved to see Nana in a wedding dress.\Father, you say? response:	FATHER Father, you say?
context: Nana's dream was to become a normal housewife.\If she had an abortion and things went well with Nobu,\her dream might have come true in the near future.\But she's sacrificing that to have this baby.\She must be really determined.\But as her father, I would've loved to see Nana in a wedding dress.\Father, you say?\FATHER Father, you say? response:	Why won't Takumi take Nana as his wife?
context: If she had an abortion and things went well with Nobu,\her dream might have come true in the near future.\But she's sacrificing that to have this baby.\She must be really determined.\But as her father, I would've loved to see Nana in a wedding dress.\Father, you say?\FATHER Father, you say?\Why won't Takumi take Nana as his wife? response:	Probably because Nana's harder to take care of than the child.
context: her dream might have come true in the near future.\But she's sacrificing that to have this baby.\She must be really determined.\But as her father, I would've loved to see Nana in a wedding dress.\Father, you say?\FATHER Father, you say?\Why won't Takumi take Nana as his wife?\Probably because Nana's harder to take care of than the child. response:	I see.
context: But she's sacrificing that to have this baby.\She must be really determined.\But as her father, I would've loved to see Nana in a wedding dress.\Father, you say?\FATHER Father, you say?\Why won't Takumi take Nana as his wife?\Probably because Nana's harder to take care of than the child.\I see. response:	Huh? My keys...
context: She must be really determined.\But as her father, I would've loved to see Nana in a wedding dress.\Father, you say?\FATHER Father, you say?\Why won't Takumi take Nana as his wife?\Probably because Nana's harder to take care of than the child.\I see.\Huh? My keys... response:	Nana!
context: But as her father, I would've loved to see Nana in a wedding dress.\Father, you say?\FATHER Father, you say?\Why won't Takumi take Nana as his wife?\Probably because Nana's harder to take care of than the child.\I see.\Huh? My keys...\Nana! response:	Oops, I fell asleep.
context: Father, you say?\FATHER Father, you say?\Why won't Takumi take Nana as his wife?\Probably because Nana's harder to take care of than the child.\I see.\Huh? My keys...\Nana!\Oops, I fell asleep. response:	Where did you go leaving the door unlocked?
context: FATHER Father, you say?\Why won't Takumi take Nana as his wife?\Probably because Nana's harder to take care of than the child.\I see.\Huh? My keys...\Nana!\Oops, I fell asleep.\Where did you go leaving the door unlocked? response:	I was worried.
context: Why won't Takumi take Nana as his wife?\Probably because Nana's harder to take care of than the child.\I see.\Huh? My keys...\Nana!\Oops, I fell asleep.\Where did you go leaving the door unlocked?\I was worried. response:	Did you talk things over with Nobu?
context: Probably because Nana's harder to take care of than the child.\I see.\Huh? My keys...\Nana!\Oops, I fell asleep.\Where did you go leaving the door unlocked?\I was worried.\Did you talk things over with Nobu? response:	Ah, yes.
context: I see.\Huh? My keys...\Nana!\Oops, I fell asleep.\Where did you go leaving the door unlocked?\I was worried.\Did you talk things over with Nobu?\Ah, yes. response:	Sorry. I thought you had gone home.
context: Huh? My keys...\Nana!\Oops, I fell asleep.\Where did you go leaving the door unlocked?\I was worried.\Did you talk things over with Nobu?\Ah, yes.\Sorry. I thought you had gone home. response:	I went shopping. Want some grapefruit juice?
context: Nana!\Oops, I fell asleep.\Where did you go leaving the door unlocked?\I was worried.\Did you talk things over with Nobu?\Ah, yes.\Sorry. I thought you had gone home.\I went shopping. Want some grapefruit juice? response:	Damn! I should've put it in the fridge.
context: Oops, I fell asleep.\Where did you go leaving the door unlocked?\I was worried.\Did you talk things over with Nobu?\Ah, yes.\Sorry. I thought you had gone home.\I went shopping. Want some grapefruit juice?\Damn! I should've put it in the fridge. response:	Yasu, you mind if I have one?
context: Where did you go leaving the door unlocked?\I was worried.\Did you talk things over with Nobu?\Ah, yes.\Sorry. I thought you had gone home.\I went shopping. Want some grapefruit juice?\Damn! I should've put it in the fridge.\Yasu, you mind if I have one? response:	Go ahead.
context: I was worried.\Did you talk things over with Nobu?\Ah, yes.\Sorry. I thought you had gone home.\I went shopping. Want some grapefruit juice?\Damn! I should've put it in the fridge.\Yasu, you mind if I have one?\Go ahead. response:	Smoking's so tough to quit.
context: Did you talk things over with Nobu?\Ah, yes.\Sorry. I thought you had gone home.\I went shopping. Want some grapefruit juice?\Damn! I should've put it in the fridge.\Yasu, you mind if I have one?\Go ahead.\Smoking's so tough to quit. response:	It's unlike me to try and be stoic about it.
context: Ah, yes.\Sorry. I thought you had gone home.\I went shopping. Want some grapefruit juice?\Damn! I should've put it in the fridge.\Yasu, you mind if I have one?\Go ahead.\Smoking's so tough to quit.\It's unlike me to try and be stoic about it. response:	It's stressing me out in other areas.
context: Sorry. I thought you had gone home.\I went shopping. Want some grapefruit juice?\Damn! I should've put it in the fridge.\Yasu, you mind if I have one?\Go ahead.\Smoking's so tough to quit.\It's unlike me to try and be stoic about it.\It's stressing me out in other areas. response:	That's right. There's not much meaning for you to quit smoking,
context: I went shopping. Want some grapefruit juice?\Damn! I should've put it in the fridge.\Yasu, you mind if I have one?\Go ahead.\Smoking's so tough to quit.\It's unlike me to try and be stoic about it.\It's stressing me out in other areas.\That's right. There's not much meaning for you to quit smoking, response:	so don't force yourself.
context: Damn! I should've put it in the fridge.\Yasu, you mind if I have one?\Go ahead.\Smoking's so tough to quit.\It's unlike me to try and be stoic about it.\It's stressing me out in other areas.\That's right. There's not much meaning for you to quit smoking,\so don't force yourself. response:	Isn't it more proper for you to tell me to quit
context: Yasu, you mind if I have one?\Go ahead.\Smoking's so tough to quit.\It's unlike me to try and be stoic about it.\It's stressing me out in other areas.\That's right. There's not much meaning for you to quit smoking,\so don't force yourself.\Isn't it more proper for you to tell me to quit response:	because it's bad for my health?
context: Go ahead.\Smoking's so tough to quit.\It's unlike me to try and be stoic about it.\It's stressing me out in other areas.\That's right. There's not much meaning for you to quit smoking,\so don't force yourself.\Isn't it more proper for you to tell me to quit\because it's bad for my health? response:	I can't tell someone to do anything I can't do myself.
context: Smoking's so tough to quit.\It's unlike me to try and be stoic about it.\It's stressing me out in other areas.\That's right. There's not much meaning for you to quit smoking,\so don't force yourself.\Isn't it more proper for you to tell me to quit\because it's bad for my health?\I can't tell someone to do anything I can't do myself. response:	Does it taste good?
context: It's unlike me to try and be stoic about it.\It's stressing me out in other areas.\That's right. There's not much meaning for you to quit smoking,\so don't force yourself.\Isn't it more proper for you to tell me to quit\because it's bad for my health?\I can't tell someone to do anything I can't do myself.\Does it taste good? response:	It's terrible.
context: It's stressing me out in other areas.\That's right. There's not much meaning for you to quit smoking,\so don't force yourself.\Isn't it more proper for you to tell me to quit\because it's bad for my health?\I can't tell someone to do anything I can't do myself.\Does it taste good?\It's terrible. response:	I should be heading back. The first train will be running shortly.
context: That's right. There's not much meaning for you to quit smoking,\so don't force yourself.\Isn't it more proper for you to tell me to quit\because it's bad for my health?\I can't tell someone to do anything I can't do myself.\Does it taste good?\It's terrible.\I should be heading back. The first train will be running shortly. response:	Huh?
context: so don't force yourself.\Isn't it more proper for you to tell me to quit\because it's bad for my health?\I can't tell someone to do anything I can't do myself.\Does it taste good?\It's terrible.\I should be heading back. The first train will be running shortly.\Huh? response:	Sorry for intruding when Naoki was here.
context: Isn't it more proper for you to tell me to quit\because it's bad for my health?\I can't tell someone to do anything I can't do myself.\Does it taste good?\It's terrible.\I should be heading back. The first train will be running shortly.\Huh?\Sorry for intruding when Naoki was here. response:	Are you dating him?
context: because it's bad for my health?\I can't tell someone to do anything I can't do myself.\Does it taste good?\It's terrible.\I should be heading back. The first train will be running shortly.\Huh?\Sorry for intruding when Naoki was here.\Are you dating him? response:	No.
context: I can't tell someone to do anything I can't do myself.\Does it taste good?\It's terrible.\I should be heading back. The first train will be running shortly.\Huh?\Sorry for intruding when Naoki was here.\Are you dating him?\No. response:	Somehow I think he got the wrong idea,
context: Does it taste good?\It's terrible.\I should be heading back. The first train will be running shortly.\Huh?\Sorry for intruding when Naoki was here.\Are you dating him?\No.\Somehow I think he got the wrong idea, response:	but tell him I said hi.
context: It's terrible.\I should be heading back. The first train will be running shortly.\Huh?\Sorry for intruding when Naoki was here.\Are you dating him?\No.\Somehow I think he got the wrong idea,\but tell him I said hi. response:	Are you all right, Nana?
