context: Hm... response:	Deadly Queen... is what I've named it.
context: Yoshikage\Yoshikage Ki\Yoshikage Kira\Good morning. This is Morioh Radio,\brought to you again today by your neighbor, Kai Harada.\How is the beginning of the new week treating you so far?\Already, there are only three days left in June.\Now, let's eat. response:	And once it's July... That's right, it's vacation season.
context: Yoshikage Ki\Yoshikage Kira\Good morning. This is Morioh Radio,\brought to you again today by your neighbor, Kai Harada.\How is the beginning of the new week treating you so far?\Already, there are only three days left in June.\Now, let's eat.\And once it's July... That's right, it's vacation season. response:	Oh, yes.
context: Yoshikage Kira\Good morning. This is Morioh Radio,\brought to you again today by your neighbor, Kai Harada.\How is the beginning of the new week treating you so far?\Already, there are only three days left in June.\Now, let's eat.\And once it's July... That's right, it's vacation season.\Oh, yes. response:	I've got several errands to run today,
context: Good morning. This is Morioh Radio,\brought to you again today by your neighbor, Kai Harada.\How is the beginning of the new week treating you so far?\Already, there are only three days left in June.\Now, let's eat.\And once it's July... That's right, it's vacation season.\Oh, yes.\I've got several errands to run today, response:	What plans do you all have?
context: brought to you again today by your neighbor, Kai Harada.\How is the beginning of the new week treating you so far?\Already, there are only three days left in June.\Now, let's eat.\And once it's July... That's right, it's vacation season.\Oh, yes.\I've got several errands to run today,\What plans do you all have? response:	so I'd like you to stay home.
context: How is the beginning of the new week treating you so far?\Already, there are only three days left in June.\Now, let's eat.\And once it's July... That's right, it's vacation season.\Oh, yes.\I've got several errands to run today,\What plans do you all have?\so I'd like you to stay home. response:	I can't wait.
context: Already, there are only three days left in June.\Now, let's eat.\And once it's July... That's right, it's vacation season.\Oh, yes.\I've got several errands to run today,\What plans do you all have?\so I'd like you to stay home.\I can't wait. response:	And now, the perfect song for this sunny day
context: Now, let's eat.\And once it's July... That's right, it's vacation season.\Oh, yes.\I've got several errands to run today,\What plans do you all have?\so I'd like you to stay home.\I can't wait.\And now, the perfect song for this sunny day response:	Let's eat dinner together when I get back.
context: And once it's July... That's right, it's vacation season.\Oh, yes.\I've got several errands to run today,\What plans do you all have?\so I'd like you to stay home.\I can't wait.\And now, the perfect song for this sunny day\Let's eat dinner together when I get back. response:	in the middle of the rainy season. Here you go.
context: Oh, yes.\I've got several errands to run today,\What plans do you all have?\so I'd like you to stay home.\I can't wait.\And now, the perfect song for this sunny day\Let's eat dinner together when I get back.\in the middle of the rainy season. Here you go. response:	Thank goodness they still had the Parisian special.
context: I've got several errands to run today,\What plans do you all have?\so I'd like you to stay home.\I can't wait.\And now, the perfect song for this sunny day\Let's eat dinner together when I get back.\in the middle of the rainy season. Here you go.\Thank goodness they still had the Parisian special. response:	Talk about lucky!
context: What plans do you all have?\so I'd like you to stay home.\I can't wait.\And now, the perfect song for this sunny day\Let's eat dinner together when I get back.\in the middle of the rainy season. Here you go.\Thank goodness they still had the Parisian special.\Talk about lucky! response:	Let's hurry up and go to Yohee Lake.
context: so I'd like you to stay home.\I can't wait.\And now, the perfect song for this sunny day\Let's eat dinner together when I get back.\in the middle of the rainy season. Here you go.\Thank goodness they still had the Parisian special.\Talk about lucky!\Let's hurry up and go to Yohee Lake. response:	Wait, Asuka's not here yet.
context: I can't wait.\And now, the perfect song for this sunny day\Let's eat dinner together when I get back.\in the middle of the rainy season. Here you go.\Thank goodness they still had the Parisian special.\Talk about lucky!\Let's hurry up and go to Yohee Lake.\Wait, Asuka's not here yet. response:	What? What's taking her so long?
context: And now, the perfect song for this sunny day\Let's eat dinner together when I get back.\in the middle of the rainy season. Here you go.\Thank goodness they still had the Parisian special.\Talk about lucky!\Let's hurry up and go to Yohee Lake.\Wait, Asuka's not here yet.\What? What's taking her so long? response:	It's been four days since Shigechi's incident...
context: Let's eat dinner together when I get back.\in the middle of the rainy season. Here you go.\Thank goodness they still had the Parisian special.\Talk about lucky!\Let's hurry up and go to Yohee Lake.\Wait, Asuka's not here yet.\What? What's taking her so long?\It's been four days since Shigechi's incident... response:	Nothing has really happened since, but...
context: in the middle of the rainy season. Here you go.\Thank goodness they still had the Parisian special.\Talk about lucky!\Let's hurry up and go to Yohee Lake.\Wait, Asuka's not here yet.\What? What's taking her so long?\It's been four days since Shigechi's incident...\Nothing has really happened since, but... response:	There's no doubt that there's a killer somewhere in this town.
context: Thank goodness they still had the Parisian special.\Talk about lucky!\Let's hurry up and go to Yohee Lake.\Wait, Asuka's not here yet.\What? What's taking her so long?\It's been four days since Shigechi's incident...\Nothing has really happened since, but...\There's no doubt that there's a killer somewhere in this town. response:	Honestly, anyone can look suspicious,
context: Talk about lucky!\Let's hurry up and go to Yohee Lake.\Wait, Asuka's not here yet.\What? What's taking her so long?\It's been four days since Shigechi's incident...\Nothing has really happened since, but...\There's no doubt that there's a killer somewhere in this town.\Honestly, anyone can look suspicious, response:	yet anyone can also look completely innocent.
context: Let's hurry up and go to Yohee Lake.\Wait, Asuka's not here yet.\What? What's taking her so long?\It's been four days since Shigechi's incident...\Nothing has really happened since, but...\There's no doubt that there's a killer somewhere in this town.\Honestly, anyone can look suspicious,\yet anyone can also look completely innocent. response:	Ah... H-Hello, Jotaro.
context: Wait, Asuka's not here yet.\What? What's taking her so long?\It's been four days since Shigechi's incident...\Nothing has really happened since, but...\There's no doubt that there's a killer somewhere in this town.\Honestly, anyone can look suspicious,\yet anyone can also look completely innocent.\Ah... H-Hello, Jotaro. response:	Um, did you find anything out since last time?
context: What? What's taking her so long?\It's been four days since Shigechi's incident...\Nothing has really happened since, but...\There's no doubt that there's a killer somewhere in this town.\Honestly, anyone can look suspicious,\yet anyone can also look completely innocent.\Ah... H-Hello, Jotaro.\Um, did you find anything out since last time? response:	Like, about the murderer's button, or...
context: It's been four days since Shigechi's incident...\Nothing has really happened since, but...\There's no doubt that there's a killer somewhere in this town.\Honestly, anyone can look suspicious,\yet anyone can also look completely innocent.\Ah... H-Hello, Jotaro.\Um, did you find anything out since last time?\Like, about the murderer's button, or... response:	No, not really.
context: Nothing has really happened since, but...\There's no doubt that there's a killer somewhere in this town.\Honestly, anyone can look suspicious,\yet anyone can also look completely innocent.\Ah... H-Hello, Jotaro.\Um, did you find anything out since last time?\Like, about the murderer's button, or...\No, not really. response:	There's nothing yet.
context: There's no doubt that there's a killer somewhere in this town.\Honestly, anyone can look suspicious,\yet anyone can also look completely innocent.\Ah... H-Hello, Jotaro.\Um, did you find anything out since last time?\Like, about the murderer's button, or...\No, not really.\There's nothing yet. response:	I-I see...
context: Honestly, anyone can look suspicious,\yet anyone can also look completely innocent.\Ah... H-Hello, Jotaro.\Um, did you find anything out since last time?\Like, about the murderer's button, or...\No, not really.\There's nothing yet.\I-I see... response:	Um, where are you going?
context: yet anyone can also look completely innocent.\Ah... H-Hello, Jotaro.\Um, did you find anything out since last time?\Like, about the murderer's button, or...\No, not really.\There's nothing yet.\I-I see...\Um, where are you going? response:	Nowhere, really.
context: Ah... H-Hello, Jotaro.\Um, did you find anything out since last time?\Like, about the murderer's button, or...\No, not really.\There's nothing yet.\I-I see...\Um, where are you going?\Nowhere, really. response:	Just over there.
context: Um, did you find anything out since last time?\Like, about the murderer's button, or...\No, not really.\There's nothing yet.\I-I see...\Um, where are you going?\Nowhere, really.\Just over there. response:	Ah...
context: Like, about the murderer's button, or...\No, not really.\There's nothing yet.\I-I see...\Um, where are you going?\Nowhere, really.\Just over there.\Ah... response:	Oh, man... He doesn't really talk, so it's hard to have a conversation with him.
context: No, not really.\There's nothing yet.\I-I see...\Um, where are you going?\Nowhere, really.\Just over there.\Ah...\Oh, man... He doesn't really talk, so it's hard to have a conversation with him. response:	Rohan-sensei is scary because he's so overbearing, but Jotaro's silence is scary, too.
context: There's nothing yet.\I-I see...\Um, where are you going?\Nowhere, really.\Just over there.\Ah...\Oh, man... He doesn't really talk, so it's hard to have a conversation with him.\Rohan-sensei is scary because he's so overbearing, but Jotaro's silence is scary, too. response:	Isn't there something we can talk about? Um...
context: I-I see...\Um, where are you going?\Nowhere, really.\Just over there.\Ah...\Oh, man... He doesn't really talk, so it's hard to have a conversation with him.\Rohan-sensei is scary because he's so overbearing, but Jotaro's silence is scary, too.\Isn't there something we can talk about? Um... response:	That's a very lovely coat!
context: Um, where are you going?\Nowhere, really.\Just over there.\Ah...\Oh, man... He doesn't really talk, so it's hard to have a conversation with him.\Rohan-sensei is scary because he's so overbearing, but Jotaro's silence is scary, too.\Isn't there something we can talk about? Um...\That's a very lovely coat! response:	Centipede Shoes
context: Nowhere, really.\Just over there.\Ah...\Oh, man... He doesn't really talk, so it's hard to have a conversation with him.\Rohan-sensei is scary because he's so overbearing, but Jotaro's silence is scary, too.\Isn't there something we can talk about? Um...\That's a very lovely coat!\Centipede Shoes response:	This store appears to be a shoe store.
context: Just over there.\Ah...\Oh, man... He doesn't really talk, so it's hard to have a conversation with him.\Rohan-sensei is scary because he's so overbearing, but Jotaro's silence is scary, too.\Isn't there something we can talk about? Um...\That's a very lovely coat!\Centipede Shoes\This store appears to be a shoe store. response:	Huh? Oh! Yes, it's a shoe store.
context: Ah...\Oh, man... He doesn't really talk, so it's hard to have a conversation with him.\Rohan-sensei is scary because he's so overbearing, but Jotaro's silence is scary, too.\Isn't there something we can talk about? Um...\That's a very lovely coat!\Centipede Shoes\This store appears to be a shoe store.\Huh? Oh! Yes, it's a shoe store. response:	Is there something wrong?
context: Oh, man... He doesn't really talk, so it's hard to have a conversation with him.\Rohan-sensei is scary because he's so overbearing, but Jotaro's silence is scary, too.\Isn't there something we can talk about? Um...\That's a very lovely coat!\Centipede Shoes\This store appears to be a shoe store.\Huh? Oh! Yes, it's a shoe store.\Is there something wrong? response:	We also do simple tailoring
context: Rohan-sensei is scary because he's so overbearing, but Jotaro's silence is scary, too.\Isn't there something we can talk about? Um...\That's a very lovely coat!\Centipede Shoes\This store appears to be a shoe store.\Huh? Oh! Yes, it's a shoe store.\Is there something wrong?\We also do simple tailoring response:	It's a shoe store, but they also do things
context: Isn't there something we can talk about? Um...\That's a very lovely coat!\Centipede Shoes\This store appears to be a shoe store.\Huh? Oh! Yes, it's a shoe store.\Is there something wrong?\We also do simple tailoring\It's a shoe store, but they also do things response:	on the side, like fixing waist measurements on skirts and hemming pants.
context: That's a very lovely coat!\Centipede Shoes\This store appears to be a shoe store.\Huh? Oh! Yes, it's a shoe store.\Is there something wrong?\We also do simple tailoring\It's a shoe store, but they also do things\on the side, like fixing waist measurements on skirts and hemming pants. response:	There's also an electronics shop that sells flowers.
context: Centipede Shoes\This store appears to be a shoe store.\Huh? Oh! Yes, it's a shoe store.\Is there something wrong?\We also do simple tailoring\It's a shoe store, but they also do things\on the side, like fixing waist measurements on skirts and hemming pants.\There's also an electronics shop that sells flowers. response:	Is there something wrong?
context: This store appears to be a shoe store.\Huh? Oh! Yes, it's a shoe store.\Is there something wrong?\We also do simple tailoring\It's a shoe store, but they also do things\on the side, like fixing waist measurements on skirts and hemming pants.\There's also an electronics shop that sells flowers.\Is there something wrong? response:	I heard about all of the tailors around Morioh,
context: Huh? Oh! Yes, it's a shoe store.\Is there something wrong?\We also do simple tailoring\It's a shoe store, but they also do things\on the side, like fixing waist measurements on skirts and hemming pants.\There's also an electronics shop that sells flowers.\Is there something wrong?\I heard about all of the tailors around Morioh, response:	but I didn't think to ask about places like this.
context: Is there something wrong?\We also do simple tailoring\It's a shoe store, but they also do things\on the side, like fixing waist measurements on skirts and hemming pants.\There's also an electronics shop that sells flowers.\Is there something wrong?\I heard about all of the tailors around Morioh,\but I didn't think to ask about places like this. response:	Something wrong with this button?
context: We also do simple tailoring\It's a shoe store, but they also do things\on the side, like fixing waist measurements on skirts and hemming pants.\There's also an electronics shop that sells flowers.\Is there something wrong?\I heard about all of the tailors around Morioh,\but I didn't think to ask about places like this.\Something wrong with this button? response:	No, if you haven't seen it before, don't worry about it.
context: It's a shoe store, but they also do things\on the side, like fixing waist measurements on skirts and hemming pants.\There's also an electronics shop that sells flowers.\Is there something wrong?\I heard about all of the tailors around Morioh,\but I didn't think to ask about places like this.\Something wrong with this button?\No, if you haven't seen it before, don't worry about it. response:	I just couldn't remember what it was originally attached to.
context: on the side, like fixing waist measurements on skirts and hemming pants.\There's also an electronics shop that sells flowers.\Is there something wrong?\I heard about all of the tailors around Morioh,\but I didn't think to ask about places like this.\Something wrong with this button?\No, if you haven't seen it before, don't worry about it.\I just couldn't remember what it was originally attached to. response:	Little boy, would you like an animal cracker?
context: There's also an electronics shop that sells flowers.\Is there something wrong?\I heard about all of the tailors around Morioh,\but I didn't think to ask about places like this.\Something wrong with this button?\No, if you haven't seen it before, don't worry about it.\I just couldn't remember what it was originally attached to.\Little boy, would you like an animal cracker? response:	Animal Crackers
context: Is there something wrong?\I heard about all of the tailors around Morioh,\but I didn't think to ask about places like this.\Something wrong with this button?\No, if you haven't seen it before, don't worry about it.\I just couldn't remember what it was originally attached to.\Little boy, would you like an animal cracker?\Animal Crackers response:	I always eat the camel last, so you can have any of the others.
context: I heard about all of the tailors around Morioh,\but I didn't think to ask about places like this.\Something wrong with this button?\No, if you haven't seen it before, don't worry about it.\I just couldn't remember what it was originally attached to.\Little boy, would you like an animal cracker?\Animal Crackers\I always eat the camel last, so you can have any of the others. response:	No, thank you.
context: but I didn't think to ask about places like this.\Something wrong with this button?\No, if you haven't seen it before, don't worry about it.\I just couldn't remember what it was originally attached to.\Little boy, would you like an animal cracker?\Animal Crackers\I always eat the camel last, so you can have any of the others.\No, thank you. response:	Oh, okay.
context: Something wrong with this button?\No, if you haven't seen it before, don't worry about it.\I just couldn't remember what it was originally attached to.\Little boy, would you like an animal cracker?\Animal Crackers\I always eat the camel last, so you can have any of the others.\No, thank you.\Oh, okay. response:	But not only have I seen that button before,
context: No, if you haven't seen it before, don't worry about it.\I just couldn't remember what it was originally attached to.\Little boy, would you like an animal cracker?\Animal Crackers\I always eat the camel last, so you can have any of the others.\No, thank you.\Oh, okay.\But not only have I seen that button before, response:	but look, I just finished repairing the suit it came off of.
context: I just couldn't remember what it was originally attached to.\Little boy, would you like an animal cracker?\Animal Crackers\I always eat the camel last, so you can have any of the others.\No, thank you.\Oh, okay.\But not only have I seen that button before,\but look, I just finished repairing the suit it came off of. response:	A customer came in yesterday,
context: Little boy, would you like an animal cracker?\Animal Crackers\I always eat the camel last, so you can have any of the others.\No, thank you.\Oh, okay.\But not only have I seen that button before,\but look, I just finished repairing the suit it came off of.\A customer came in yesterday, response:	asking me to put on the exact same button.
context: Animal Crackers\I always eat the camel last, so you can have any of the others.\No, thank you.\Oh, okay.\But not only have I seen that button before,\but look, I just finished repairing the suit it came off of.\A customer came in yesterday,\asking me to put on the exact same button. response:	See? It's the exact same button.
context: I always eat the camel last, so you can have any of the others.\No, thank you.\Oh, okay.\But not only have I seen that button before,\but look, I just finished repairing the suit it came off of.\A customer came in yesterday,\asking me to put on the exact same button.\See? It's the exact same button. response:	Jotaro!
context: No, thank you.\Oh, okay.\But not only have I seen that button before,\but look, I just finished repairing the suit it came off of.\A customer came in yesterday,\asking me to put on the exact same button.\See? It's the exact same button.\Jotaro! response:	Good grief. We found it, Koichi.
context: Oh, okay.\But not only have I seen that button before,\but look, I just finished repairing the suit it came off of.\A customer came in yesterday,\asking me to put on the exact same button.\See? It's the exact same button.\Jotaro!\Good grief. We found it, Koichi. response:	Found it?
context: But not only have I seen that button before,\but look, I just finished repairing the suit it came off of.\A customer came in yesterday,\asking me to put on the exact same button.\See? It's the exact same button.\Jotaro!\Good grief. We found it, Koichi.\Found it? response:	Oh, n-nothing...
context: but look, I just finished repairing the suit it came off of.\A customer came in yesterday,\asking me to put on the exact same button.\See? It's the exact same button.\Jotaro!\Good grief. We found it, Koichi.\Found it?\Oh, n-nothing... response:	M-More importantly, what did the customer look like?
context: A customer came in yesterday,\asking me to put on the exact same button.\See? It's the exact same button.\Jotaro!\Good grief. We found it, Koichi.\Found it?\Oh, n-nothing...\M-More importantly, what did the customer look like? response:	Do you know his name?
context: asking me to put on the exact same button.\See? It's the exact same button.\Jotaro!\Good grief. We found it, Koichi.\Found it?\Oh, n-nothing...\M-More importantly, what did the customer look like?\Do you know his name? response:	His name?
context: See? It's the exact same button.\Jotaro!\Good grief. We found it, Koichi.\Found it?\Oh, n-nothing...\M-More importantly, what did the customer look like?\Do you know his name?\His name? response:	Well, of course I do. What do you take me for?
context: Jotaro!\Good grief. We found it, Koichi.\Found it?\Oh, n-nothing...\M-More importantly, what did the customer look like?\Do you know his name?\His name?\Well, of course I do. What do you take me for? response:	I remember all of my customers' names.
context: Good grief. We found it, Koichi.\Found it?\Oh, n-nothing...\M-More importantly, what did the customer look like?\Do you know his name?\His name?\Well, of course I do. What do you take me for?\I remember all of my customers' names. response:	That's how you're supposed to treat customers,
context: Found it?\Oh, n-nothing...\M-More importantly, what did the customer look like?\Do you know his name?\His name?\Well, of course I do. What do you take me for?\I remember all of my customers' names.\That's how you're supposed to treat customers, response:	even if you have hundreds or thousands!
context: Oh, n-nothing...\M-More importantly, what did the customer look like?\Do you know his name?\His name?\Well, of course I do. What do you take me for?\I remember all of my customers' names.\That's how you're supposed to treat customers,\even if you have hundreds or thousands! response:	Really?
context: M-More importantly, what did the customer look like?\Do you know his name?\His name?\Well, of course I do. What do you take me for?\I remember all of my customers' names.\That's how you're supposed to treat customers,\even if you have hundreds or thousands!\Really? response:	Yes! That's amazing! Could you tell us his name?
context: Do you know his name?\His name?\Well, of course I do. What do you take me for?\I remember all of my customers' names.\That's how you're supposed to treat customers,\even if you have hundreds or thousands!\Really?\Yes! That's amazing! Could you tell us his name? response:	Anyway, the jacket has an order tag on it.
context: His name?\Well, of course I do. What do you take me for?\I remember all of my customers' names.\That's how you're supposed to treat customers,\even if you have hundreds or thousands!\Really?\Yes! That's amazing! Could you tell us his name?\Anyway, the jacket has an order tag on it. response:	Of course I remember it... Even out of hundreds.
context: Well, of course I do. What do you take me for?\I remember all of my customers' names.\That's how you're supposed to treat customers,\even if you have hundreds or thousands!\Really?\Yes! That's amazing! Could you tell us his name?\Anyway, the jacket has an order tag on it.\Of course I remember it... Even out of hundreds. response:	But I figure it might be faster to look.
context: I remember all of my customers' names.\That's how you're supposed to treat customers,\even if you have hundreds or thousands!\Really?\Yes! That's amazing! Could you tell us his name?\Anyway, the jacket has an order tag on it.\Of course I remember it... Even out of hundreds.\But I figure it might be faster to look. response:	Let's see...
context: That's how you're supposed to treat customers,\even if you have hundreds or thousands!\Really?\Yes! That's amazing! Could you tell us his name?\Anyway, the jacket has an order tag on it.\Of course I remember it... Even out of hundreds.\But I figure it might be faster to look.\Let's see... response:	Kira
context: even if you have hundreds or thousands!\Really?\Yes! That's amazing! Could you tell us his name?\Anyway, the jacket has an order tag on it.\Of course I remember it... Even out of hundreds.\But I figure it might be faster to look.\Let's see...\Kira response:	The last name is... How do you read this?
context: Really?\Yes! That's amazing! Could you tell us his name?\Anyway, the jacket has an order tag on it.\Of course I remember it... Even out of hundreds.\But I figure it might be faster to look.\Let's see...\Kira\The last name is... How do you read this? response:	I think it's...
context: Yes! That's amazing! Could you tell us his name?\Anyway, the jacket has an order tag on it.\Of course I remember it... Even out of hundreds.\But I figure it might be faster to look.\Let's see...\Kira\The last name is... How do you read this?\I think it's... response:	Wh-What is it? M-May I see it?
context: Anyway, the jacket has an order tag on it.\Of course I remember it... Even out of hundreds.\But I figure it might be faster to look.\Let's see...\Kira\The last name is... How do you read this?\I think it's...\Wh-What is it? M-May I see it? response:	Um... Um...
context: Of course I remember it... Even out of hundreds.\But I figure it might be faster to look.\Let's see...\Kira\The last name is... How do you read this?\I think it's...\Wh-What is it? M-May I see it?\Um... Um... response:	Look over here.
context: But I figure it might be faster to look.\Let's see...\Kira\The last name is... How do you read this?\I think it's...\Wh-What is it? M-May I see it?\Um... Um...\Look over here. response:	Wh-What the?! My hand!
context: Let's see...\Kira\The last name is... How do you read this?\I think it's...\Wh-What is it? M-May I see it?\Um... Um...\Look over here.\Wh-What the?! My hand! response:	Look over here.
context: Kira\The last name is... How do you read this?\I think it's...\Wh-What is it? M-May I see it?\Um... Um...\Look over here.\Wh-What the?! My hand!\Look over here. response:	J-Jotaro! L-Look!
context: The last name is... How do you read this?\I think it's...\Wh-What is it? M-May I see it?\Um... Um...\Look over here.\Wh-What the?! My hand!\Look over here.\J-Jotaro! L-Look! response:	Watch out, Koichi! Don't go any closer!
context: I think it's...\Wh-What is it? M-May I see it?\Um... Um...\Look over here.\Wh-What the?! My hand!\Look over here.\J-Jotaro! L-Look!\Watch out, Koichi! Don't go any closer! response:	Hey, I told you to look over here.
context: Wh-What is it? M-May I see it?\Um... Um...\Look over here.\Wh-What the?! My hand!\Look over here.\J-Jotaro! L-Look!\Watch out, Koichi! Don't go any closer!\Hey, I told you to look over here. response:	Is that his Stand?!
context: Um... Um...\Look over here.\Wh-What the?! My hand!\Look over here.\J-Jotaro! L-Look!\Watch out, Koichi! Don't go any closer!\Hey, I told you to look over here.\Is that his Stand?! response:	J-Jotaro!
context: Look over here.\Wh-What the?! My hand!\Look over here.\J-Jotaro! L-Look!\Watch out, Koichi! Don't go any closer!\Hey, I told you to look over here.\Is that his Stand?!\J-Jotaro! response:	H-He's here! He's taking the jacket!
context: Wh-What the?! My hand!\Look over here.\J-Jotaro! L-Look!\Watch out, Koichi! Don't go any closer!\Hey, I told you to look over here.\Is that his Stand?!\J-Jotaro!\H-He's here! He's taking the jacket! response:	To think someone would actually investigate the button that fell off my jacket...
context: Look over here.\J-Jotaro! L-Look!\Watch out, Koichi! Don't go any closer!\Hey, I told you to look over here.\Is that his Stand?!\J-Jotaro!\H-He's here! He's taking the jacket!\To think someone would actually investigate the button that fell off my jacket... response:	Did they see my name?
context: J-Jotaro! L-Look!\Watch out, Koichi! Don't go any closer!\Hey, I told you to look over here.\Is that his Stand?!\J-Jotaro!\H-He's here! He's taking the jacket!\To think someone would actually investigate the button that fell off my jacket...\Did they see my name? response:	Why do things like this keep happening to me lately?
context: Watch out, Koichi! Don't go any closer!\Hey, I told you to look over here.\Is that his Stand?!\J-Jotaro!\H-He's here! He's taking the jacket!\To think someone would actually investigate the button that fell off my jacket...\Did they see my name?\Why do things like this keep happening to me lately? response:	Good grief.
context: Hey, I told you to look over here.\Is that his Stand?!\J-Jotaro!\H-He's here! He's taking the jacket!\To think someone would actually investigate the button that fell off my jacket...\Did they see my name?\Why do things like this keep happening to me lately?\Good grief. response:	Who would've thought he'd come to get his suit now?
context: Is that his Stand?!\J-Jotaro!\H-He's here! He's taking the jacket!\To think someone would actually investigate the button that fell off my jacket...\Did they see my name?\Why do things like this keep happening to me lately?\Good grief.\Who would've thought he'd come to get his suit now? response:	But I will make them disappear
context: J-Jotaro!\H-He's here! He's taking the jacket!\To think someone would actually investigate the button that fell off my jacket...\Did they see my name?\Why do things like this keep happening to me lately?\Good grief.\Who would've thought he'd come to get his suit now?\But I will make them disappear response:	with Deadly Queen's second bomb.
context: H-He's here! He's taking the jacket!\To think someone would actually investigate the button that fell off my jacket...\Did they see my name?\Why do things like this keep happening to me lately?\Good grief.\Who would've thought he'd come to get his suit now?\But I will make them disappear\with Deadly Queen's second bomb. response:	Just like that brat Shigechi...
context: To think someone would actually investigate the button that fell off my jacket...\Did they see my name?\Why do things like this keep happening to me lately?\Good grief.\Who would've thought he'd come to get his suit now?\But I will make them disappear\with Deadly Queen's second bomb.\Just like that brat Shigechi... response:	It's still moving!
context: Did they see my name?\Why do things like this keep happening to me lately?\Good grief.\Who would've thought he'd come to get his suit now?\But I will make them disappear\with Deadly Queen's second bomb.\Just like that brat Shigechi...\It's still moving! response:	The jacket is evidence!
context: Why do things like this keep happening to me lately?\Good grief.\Who would've thought he'd come to get his suit now?\But I will make them disappear\with Deadly Queen's second bomb.\Just like that brat Shigechi...\It's still moving!\The jacket is evidence! response:	Wait!
context: Good grief.\Who would've thought he'd come to get his suit now?\But I will make them disappear\with Deadly Queen's second bomb.\Just like that brat Shigechi...\It's still moving!\The jacket is evidence!\Wait! response:	Don't run after it without thinking.
context: Who would've thought he'd come to get his suit now?\But I will make them disappear\with Deadly Queen's second bomb.\Just like that brat Shigechi...\It's still moving!\The jacket is evidence!\Wait!\Don't run after it without thinking. response:	The way that jacket is being pulled is suspicious.
context: But I will make them disappear\with Deadly Queen's second bomb.\Just like that brat Shigechi...\It's still moving!\The jacket is evidence!\Wait!\Don't run after it without thinking.\The way that jacket is being pulled is suspicious. response:	Something about that Stand...
context: with Deadly Queen's second bomb.\Just like that brat Shigechi...\It's still moving!\The jacket is evidence!\Wait!\Don't run after it without thinking.\The way that jacket is being pulled is suspicious.\Something about that Stand... response:	is dangerous!
context: Just like that brat Shigechi...\It's still moving!\The jacket is evidence!\Wait!\Don't run after it without thinking.\The way that jacket is being pulled is suspicious.\Something about that Stand...\is dangerous! response:	Episode 23 Heart Attack, Part 1
context: It's still moving!\The jacket is evidence!\Wait!\Don't run after it without thinking.\The way that jacket is being pulled is suspicious.\Something about that Stand...\is dangerous!\Episode 23 Heart Attack, Part 1 response:	Episode 23 H eart A ttack, Part 1
