context: Want to commit double suicide with me? response:	Just kidding... I just thought I'd say it.
context: Four more days.\I'm looking forward to this.\Four more days. I only have four more days to make this piece my own.\We have high hopes for you!\She gets extra points for her looks, don't you think?\The magazine writer's coming just to see Nagi.\She'll own everyone else without even trying.\Lolicon bait! response:	Your parents must be so proud.
context: I'm looking forward to this.\Four more days. I only have four more days to make this piece my own.\We have high hopes for you!\She gets extra points for her looks, don't you think?\The magazine writer's coming just to see Nagi.\She'll own everyone else without even trying.\Lolicon bait!\Your parents must be so proud. response:	Good luck!
context: Four more days. I only have four more days to make this piece my own.\We have high hopes for you!\She gets extra points for her looks, don't you think?\The magazine writer's coming just to see Nagi.\She'll own everyone else without even trying.\Lolicon bait!\Your parents must be so proud.\Good luck! response:	She's nothing but a pretty face.
context: We have high hopes for you!\She gets extra points for her looks, don't you think?\The magazine writer's coming just to see Nagi.\She'll own everyone else without even trying.\Lolicon bait!\Your parents must be so proud.\Good luck!\She's nothing but a pretty face. response:	I've got to endure this suffering for another four days?
context: She gets extra points for her looks, don't you think?\The magazine writer's coming just to see Nagi.\She'll own everyone else without even trying.\Lolicon bait!\Your parents must be so proud.\Good luck!\She's nothing but a pretty face.\I've got to endure this suffering for another four days? response:	Hey! Nagi!
context: The magazine writer's coming just to see Nagi.\She'll own everyone else without even trying.\Lolicon bait!\Your parents must be so proud.\Good luck!\She's nothing but a pretty face.\I've got to endure this suffering for another four days?\Hey! Nagi! response:	Help me, Mom... My hearing...
context: She'll own everyone else without even trying.\Lolicon bait!\Your parents must be so proud.\Good luck!\She's nothing but a pretty face.\I've got to endure this suffering for another four days?\Hey! Nagi!\Help me, Mom... My hearing... response:	Once again, I'm a failure as an instructor. I'm about to let history repeat itself.
context: Lolicon bait!\Your parents must be so proud.\Good luck!\She's nothing but a pretty face.\I've got to endure this suffering for another four days?\Hey! Nagi!\Help me, Mom... My hearing...\Once again, I'm a failure as an instructor. I'm about to let history repeat itself. response:	Nagi...
context: Your parents must be so proud.\Good luck!\She's nothing but a pretty face.\I've got to endure this suffering for another four days?\Hey! Nagi!\Help me, Mom... My hearing...\Once again, I'm a failure as an instructor. I'm about to let history repeat itself.\Nagi... response:	I'm afraid. Even though it's just a school event...
context: Good luck!\She's nothing but a pretty face.\I've got to endure this suffering for another four days?\Hey! Nagi!\Help me, Mom... My hearing...\Once again, I'm a failure as an instructor. I'm about to let history repeat itself.\Nagi...\I'm afraid. Even though it's just a school event... response:	even though it's not an important competition.
context: She's nothing but a pretty face.\I've got to endure this suffering for another four days?\Hey! Nagi!\Help me, Mom... My hearing...\Once again, I'm a failure as an instructor. I'm about to let history repeat itself.\Nagi...\I'm afraid. Even though it's just a school event...\even though it's not an important competition. response:	We're all afraid. Even me, even Kousei...
context: I've got to endure this suffering for another four days?\Hey! Nagi!\Help me, Mom... My hearing...\Once again, I'm a failure as an instructor. I'm about to let history repeat itself.\Nagi...\I'm afraid. Even though it's just a school event...\even though it's not an important competition.\We're all afraid. Even me, even Kousei... response:	And I'm sure even Takeshi Aiza-kun...
context: Hey! Nagi!\Help me, Mom... My hearing...\Once again, I'm a failure as an instructor. I'm about to let history repeat itself.\Nagi...\I'm afraid. Even though it's just a school event...\even though it's not an important competition.\We're all afraid. Even me, even Kousei...\And I'm sure even Takeshi Aiza-kun... response:	Your whole life is condensed into a scant few minutes onstage.
context: Help me, Mom... My hearing...\Once again, I'm a failure as an instructor. I'm about to let history repeat itself.\Nagi...\I'm afraid. Even though it's just a school event...\even though it's not an important competition.\We're all afraid. Even me, even Kousei...\And I'm sure even Takeshi Aiza-kun...\Your whole life is condensed into a scant few minutes onstage. response:	Sure it's scary, and it makes no sense, either.
context: Once again, I'm a failure as an instructor. I'm about to let history repeat itself.\Nagi...\I'm afraid. Even though it's just a school event...\even though it's not an important competition.\We're all afraid. Even me, even Kousei...\And I'm sure even Takeshi Aiza-kun...\Your whole life is condensed into a scant few minutes onstage.\Sure it's scary, and it makes no sense, either. response:	Then why are you still a pianist, Seto-sensei?
context: Nagi...\I'm afraid. Even though it's just a school event...\even though it's not an important competition.\We're all afraid. Even me, even Kousei...\And I'm sure even Takeshi Aiza-kun...\Your whole life is condensed into a scant few minutes onstage.\Sure it's scary, and it makes no sense, either.\Then why are you still a pianist, Seto-sensei? response:	Once you get past that, there's a moment when the slate gets wiped clean.
context: I'm afraid. Even though it's just a school event...\even though it's not an important competition.\We're all afraid. Even me, even Kousei...\And I'm sure even Takeshi Aiza-kun...\Your whole life is condensed into a scant few minutes onstage.\Sure it's scary, and it makes no sense, either.\Then why are you still a pianist, Seto-sensei?\Once you get past that, there's a moment when the slate gets wiped clean. response:	All the months of agony, screaming, suffering, and struggling...
context: even though it's not an important competition.\We're all afraid. Even me, even Kousei...\And I'm sure even Takeshi Aiza-kun...\Your whole life is condensed into a scant few minutes onstage.\Sure it's scary, and it makes no sense, either.\Then why are you still a pianist, Seto-sensei?\Once you get past that, there's a moment when the slate gets wiped clean.\All the months of agony, screaming, suffering, and struggling... response:	There's a moment when you're rewarded for all that.
context: We're all afraid. Even me, even Kousei...\And I'm sure even Takeshi Aiza-kun...\Your whole life is condensed into a scant few minutes onstage.\Sure it's scary, and it makes no sense, either.\Then why are you still a pianist, Seto-sensei?\Once you get past that, there's a moment when the slate gets wiped clean.\All the months of agony, screaming, suffering, and struggling...\There's a moment when you're rewarded for all that. response:	When you've reached tons of people with those sounds,
context: And I'm sure even Takeshi Aiza-kun...\Your whole life is condensed into a scant few minutes onstage.\Sure it's scary, and it makes no sense, either.\Then why are you still a pianist, Seto-sensei?\Once you get past that, there's a moment when the slate gets wiped clean.\All the months of agony, screaming, suffering, and struggling...\There's a moment when you're rewarded for all that.\When you've reached tons of people with those sounds, response:	when your hearts come together... music just might transcend words.
context: Your whole life is condensed into a scant few minutes onstage.\Sure it's scary, and it makes no sense, either.\Then why are you still a pianist, Seto-sensei?\Once you get past that, there's a moment when the slate gets wiped clean.\All the months of agony, screaming, suffering, and struggling...\There's a moment when you're rewarded for all that.\When you've reached tons of people with those sounds,\when your hearts come together... music just might transcend words. response:	Maybe we're creatures who just can't help ourselves... possessed by that moment.
context: Sure it's scary, and it makes no sense, either.\Then why are you still a pianist, Seto-sensei?\Once you get past that, there's a moment when the slate gets wiped clean.\All the months of agony, screaming, suffering, and struggling...\There's a moment when you're rewarded for all that.\When you've reached tons of people with those sounds,\when your hearts come together... music just might transcend words.\Maybe we're creatures who just can't help ourselves... possessed by that moment. response:	It's a little like being in love.
context: Then why are you still a pianist, Seto-sensei?\Once you get past that, there's a moment when the slate gets wiped clean.\All the months of agony, screaming, suffering, and struggling...\There's a moment when you're rewarded for all that.\When you've reached tons of people with those sounds,\when your hearts come together... music just might transcend words.\Maybe we're creatures who just can't help ourselves... possessed by that moment.\It's a little like being in love. response:	We...
context: Once you get past that, there's a moment when the slate gets wiped clean.\All the months of agony, screaming, suffering, and struggling...\There's a moment when you're rewarded for all that.\When you've reached tons of people with those sounds,\when your hearts come together... music just might transcend words.\Maybe we're creatures who just can't help ourselves... possessed by that moment.\It's a little like being in love.\We... response:	Gotcha!
context: All the months of agony, screaming, suffering, and struggling...\There's a moment when you're rewarded for all that.\When you've reached tons of people with those sounds,\when your hearts come together... music just might transcend words.\Maybe we're creatures who just can't help ourselves... possessed by that moment.\It's a little like being in love.\We...\Gotcha! response:	Don't monopolize the bathroom!
context: There's a moment when you're rewarded for all that.\When you've reached tons of people with those sounds,\when your hearts come together... music just might transcend words.\Maybe we're creatures who just can't help ourselves... possessed by that moment.\It's a little like being in love.\We...\Gotcha!\Don't monopolize the bathroom! response:	I give up!
context: When you've reached tons of people with those sounds,\when your hearts come together... music just might transcend words.\Maybe we're creatures who just can't help ourselves... possessed by that moment.\It's a little like being in love.\We...\Gotcha!\Don't monopolize the bathroom!\I give up! response:	Koharu, at least take the left leg!
context: when your hearts come together... music just might transcend words.\Maybe we're creatures who just can't help ourselves... possessed by that moment.\It's a little like being in love.\We...\Gotcha!\Don't monopolize the bathroom!\I give up!\Koharu, at least take the left leg! response:	Your place is not here in the bathroom.
context: Maybe we're creatures who just can't help ourselves... possessed by that moment.\It's a little like being in love.\We...\Gotcha!\Don't monopolize the bathroom!\I give up!\Koharu, at least take the left leg!\Your place is not here in the bathroom. response:	You're afraid to go out onstage because you practiced so hard.
context: It's a little like being in love.\We...\Gotcha!\Don't monopolize the bathroom!\I give up!\Koharu, at least take the left leg!\Your place is not here in the bathroom.\You're afraid to go out onstage because you practiced so hard. response:	You gave your body and soul to the piano, and that's why you're afraid to expose them.
context: We...\Gotcha!\Don't monopolize the bathroom!\I give up!\Koharu, at least take the left leg!\Your place is not here in the bathroom.\You're afraid to go out onstage because you practiced so hard.\You gave your body and soul to the piano, and that's why you're afraid to expose them. response:	If anyone calls you a mentally unprepared coward, I'll kill them myself.
context: Gotcha!\Don't monopolize the bathroom!\I give up!\Koharu, at least take the left leg!\Your place is not here in the bathroom.\You're afraid to go out onstage because you practiced so hard.\You gave your body and soul to the piano, and that's why you're afraid to expose them.\If anyone calls you a mentally unprepared coward, I'll kill them myself. response:	Throw out that non-existent chest of yours. You're Kousei Arima's apprentice!
context: Don't monopolize the bathroom!\I give up!\Koharu, at least take the left leg!\Your place is not here in the bathroom.\You're afraid to go out onstage because you practiced so hard.\You gave your body and soul to the piano, and that's why you're afraid to expose them.\If anyone calls you a mentally unprepared coward, I'll kill them myself.\Throw out that non-existent chest of yours. You're Kousei Arima's apprentice! response:	No, I'm not! He's my enemy!
context: I give up!\Koharu, at least take the left leg!\Your place is not here in the bathroom.\You're afraid to go out onstage because you practiced so hard.\You gave your body and soul to the piano, and that's why you're afraid to expose them.\If anyone calls you a mentally unprepared coward, I'll kill them myself.\Throw out that non-existent chest of yours. You're Kousei Arima's apprentice!\No, I'm not! He's my enemy! response:	That's the spirit!
context: Koharu, at least take the left leg!\Your place is not here in the bathroom.\You're afraid to go out onstage because you practiced so hard.\You gave your body and soul to the piano, and that's why you're afraid to expose them.\If anyone calls you a mentally unprepared coward, I'll kill them myself.\Throw out that non-existent chest of yours. You're Kousei Arima's apprentice!\No, I'm not! He's my enemy!\That's the spirit! response:	Now let's settle this once and for all, onstage...
context: Your place is not here in the bathroom.\You're afraid to go out onstage because you practiced so hard.\You gave your body and soul to the piano, and that's why you're afraid to expose them.\If anyone calls you a mentally unprepared coward, I'll kill them myself.\Throw out that non-existent chest of yours. You're Kousei Arima's apprentice!\No, I'm not! He's my enemy!\That's the spirit!\Now let's settle this once and for all, onstage... response:	Watari?
context: You're afraid to go out onstage because you practiced so hard.\You gave your body and soul to the piano, and that's why you're afraid to expose them.\If anyone calls you a mentally unprepared coward, I'll kill them myself.\Throw out that non-existent chest of yours. You're Kousei Arima's apprentice!\No, I'm not! He's my enemy!\That's the spirit!\Now let's settle this once and for all, onstage...\Watari? response:	Huh?
context: You gave your body and soul to the piano, and that's why you're afraid to expose them.\If anyone calls you a mentally unprepared coward, I'll kill them myself.\Throw out that non-existent chest of yours. You're Kousei Arima's apprentice!\No, I'm not! He's my enemy!\That's the spirit!\Now let's settle this once and for all, onstage...\Watari?\Huh? response:	I want you to do something for me.
context: If anyone calls you a mentally unprepared coward, I'll kill them myself.\Throw out that non-existent chest of yours. You're Kousei Arima's apprentice!\No, I'm not! He's my enemy!\That's the spirit!\Now let's settle this once and for all, onstage...\Watari?\Huh?\I want you to do something for me. response:	Sure.
context: Throw out that non-existent chest of yours. You're Kousei Arima's apprentice!\No, I'm not! He's my enemy!\That's the spirit!\Now let's settle this once and for all, onstage...\Watari?\Huh?\I want you to do something for me.\Sure. response:	But I haven't told you anything yet.
context: No, I'm not! He's my enemy!\That's the spirit!\Now let's settle this once and for all, onstage...\Watari?\Huh?\I want you to do something for me.\Sure.\But I haven't told you anything yet. response:	If it's you who's asking,
context: That's the spirit!\Now let's settle this once and for all, onstage...\Watari?\Huh?\I want you to do something for me.\Sure.\But I haven't told you anything yet.\If it's you who's asking, response:	it's cool.
context: Now let's settle this once and for all, onstage...\Watari?\Huh?\I want you to do something for me.\Sure.\But I haven't told you anything yet.\If it's you who's asking,\it's cool. response:	Kurumi School Festival
context: Watari?\Huh?\I want you to do something for me.\Sure.\But I haven't told you anything yet.\If it's you who's asking,\it's cool.\Kurumi School Festival response:	Kuru School Festival
context: Huh?\I want you to do something for me.\Sure.\But I haven't told you anything yet.\If it's you who's asking,\it's cool.\Kurumi School Festival\Kuru School Festival response:	This is the scent of pure, musical maidens!
context: I want you to do something for me.\Sure.\But I haven't told you anything yet.\If it's you who's asking,\it's cool.\Kurumi School Festival\Kuru School Festival\This is the scent of pure, musical maidens! response:	The place is packed with cute girls! Woo hoo!
context: Sure.\But I haven't told you anything yet.\If it's you who's asking,\it's cool.\Kurumi School Festival\Kuru School Festival\This is the scent of pure, musical maidens!\The place is packed with cute girls! Woo hoo! response:	You're like a walking hard-on.
context: But I haven't told you anything yet.\If it's you who's asking,\it's cool.\Kurumi School Festival\Kuru School Festival\This is the scent of pure, musical maidens!\The place is packed with cute girls! Woo hoo!\You're like a walking hard-on. response:	Hey! This way, right?
context: If it's you who's asking,\it's cool.\Kurumi School Festival\Kuru School Festival\This is the scent of pure, musical maidens!\The place is packed with cute girls! Woo hoo!\You're like a walking hard-on.\Hey! This way, right? response:	Looks like it's already started.
context: it's cool.\Kurumi School Festival\Kuru School Festival\This is the scent of pure, musical maidens!\The place is packed with cute girls! Woo hoo!\You're like a walking hard-on.\Hey! This way, right?\Looks like it's already started. response:	Too bad they're plodding along like that when they've got those costumes on.
context: Kurumi School Festival\Kuru School Festival\This is the scent of pure, musical maidens!\The place is packed with cute girls! Woo hoo!\You're like a walking hard-on.\Hey! This way, right?\Looks like it's already started.\Too bad they're plodding along like that when they've got those costumes on. response:	That's what makes them cute.
context: Kuru School Festival\This is the scent of pure, musical maidens!\The place is packed with cute girls! Woo hoo!\You're like a walking hard-on.\Hey! This way, right?\Looks like it's already started.\Too bad they're plodding along like that when they've got those costumes on.\That's what makes them cute. response:	Nagi-chan will be up soon, right? How did that turn out?
context: This is the scent of pure, musical maidens!\The place is packed with cute girls! Woo hoo!\You're like a walking hard-on.\Hey! This way, right?\Looks like it's already started.\Too bad they're plodding along like that when they've got those costumes on.\That's what makes them cute.\Nagi-chan will be up soon, right? How did that turn out? response:	Who knows? She wouldn't even tell me a thing about it.
context: The place is packed with cute girls! Woo hoo!\You're like a walking hard-on.\Hey! This way, right?\Looks like it's already started.\Too bad they're plodding along like that when they've got those costumes on.\That's what makes them cute.\Nagi-chan will be up soon, right? How did that turn out?\Who knows? She wouldn't even tell me a thing about it. response:	Could it be that she's outgrown her big brother complex?
context: You're like a walking hard-on.\Hey! This way, right?\Looks like it's already started.\Too bad they're plodding along like that when they've got those costumes on.\That's what makes them cute.\Nagi-chan will be up soon, right? How did that turn out?\Who knows? She wouldn't even tell me a thing about it.\Could it be that she's outgrown her big brother complex? response:	Must be sad for you, Big Bro!
context: Hey! This way, right?\Looks like it's already started.\Too bad they're plodding along like that when they've got those costumes on.\That's what makes them cute.\Nagi-chan will be up soon, right? How did that turn out?\Who knows? She wouldn't even tell me a thing about it.\Could it be that she's outgrown her big brother complex?\Must be sad for you, Big Bro! response:	Nah, it's a relief.
context: Looks like it's already started.\Too bad they're plodding along like that when they've got those costumes on.\That's what makes them cute.\Nagi-chan will be up soon, right? How did that turn out?\Who knows? She wouldn't even tell me a thing about it.\Could it be that she's outgrown her big brother complex?\Must be sad for you, Big Bro!\Nah, it's a relief. response:	Good job, Komugi!
context: Too bad they're plodding along like that when they've got those costumes on.\That's what makes them cute.\Nagi-chan will be up soon, right? How did that turn out?\Who knows? She wouldn't even tell me a thing about it.\Could it be that she's outgrown her big brother complex?\Must be sad for you, Big Bro!\Nah, it's a relief.\Good job, Komugi! response:	I think I did a good job! Huh? Where's Nagi?
context: That's what makes them cute.\Nagi-chan will be up soon, right? How did that turn out?\Who knows? She wouldn't even tell me a thing about it.\Could it be that she's outgrown her big brother complex?\Must be sad for you, Big Bro!\Nah, it's a relief.\Good job, Komugi!\I think I did a good job! Huh? Where's Nagi? response:	Namahage?
context: Nagi-chan will be up soon, right? How did that turn out?\Who knows? She wouldn't even tell me a thing about it.\Could it be that she's outgrown her big brother complex?\Must be sad for you, Big Bro!\Nah, it's a relief.\Good job, Komugi!\I think I did a good job! Huh? Where's Nagi?\Namahage? response:	Bad kids will...
context: Who knows? She wouldn't even tell me a thing about it.\Could it be that she's outgrown her big brother complex?\Must be sad for you, Big Bro!\Nah, it's a relief.\Good job, Komugi!\I think I did a good job! Huh? Where's Nagi?\Namahage?\Bad kids will... response:	They're getting huge laughs?
context: Could it be that she's outgrown her big brother complex?\Must be sad for you, Big Bro!\Nah, it's a relief.\Good job, Komugi!\I think I did a good job! Huh? Where's Nagi?\Namahage?\Bad kids will...\They're getting huge laughs? response:	That's gonna make a serious act like ours stick out like a sore thumb!
context: Must be sad for you, Big Bro!\Nah, it's a relief.\Good job, Komugi!\I think I did a good job! Huh? Where's Nagi?\Namahage?\Bad kids will...\They're getting huge laughs?\That's gonna make a serious act like ours stick out like a sore thumb! response:	This school festival is a terrifying event!
context: Nah, it's a relief.\Good job, Komugi!\I think I did a good job! Huh? Where's Nagi?\Namahage?\Bad kids will...\They're getting huge laughs?\That's gonna make a serious act like ours stick out like a sore thumb!\This school festival is a terrifying event! response:	Are you okay?
context: Good job, Komugi!\I think I did a good job! Huh? Where's Nagi?\Namahage?\Bad kids will...\They're getting huge laughs?\That's gonna make a serious act like ours stick out like a sore thumb!\This school festival is a terrifying event!\Are you okay? response:	O-O-O-Of course I'm okay, why wouldn't I be?
context: I think I did a good job! Huh? Where's Nagi?\Namahage?\Bad kids will...\They're getting huge laughs?\That's gonna make a serious act like ours stick out like a sore thumb!\This school festival is a terrifying event!\Are you okay?\O-O-O-Of course I'm okay, why wouldn't I be? response:	You're quite calm yourself, Arima-sensei!
context: Namahage?\Bad kids will...\They're getting huge laughs?\That's gonna make a serious act like ours stick out like a sore thumb!\This school festival is a terrifying event!\Are you okay?\O-O-O-Of course I'm okay, why wouldn't I be?\You're quite calm yourself, Arima-sensei! response:	Lose your head more!
context: Bad kids will...\They're getting huge laughs?\That's gonna make a serious act like ours stick out like a sore thumb!\This school festival is a terrifying event!\Are you okay?\O-O-O-Of course I'm okay, why wouldn't I be?\You're quite calm yourself, Arima-sensei!\Lose your head more! response:	I'm so overwhelmed, I don't have time to be nervous, I guess...
context: They're getting huge laughs?\That's gonna make a serious act like ours stick out like a sore thumb!\This school festival is a terrifying event!\Are you okay?\O-O-O-Of course I'm okay, why wouldn't I be?\You're quite calm yourself, Arima-sensei!\Lose your head more!\I'm so overwhelmed, I don't have time to be nervous, I guess... response:	That's right. The first time I met you, your hand was trembling, too.
context: That's gonna make a serious act like ours stick out like a sore thumb!\This school festival is a terrifying event!\Are you okay?\O-O-O-Of course I'm okay, why wouldn't I be?\You're quite calm yourself, Arima-sensei!\Lose your head more!\I'm so overwhelmed, I don't have time to be nervous, I guess...\That's right. The first time I met you, your hand was trembling, too. response:	What do you think you're doing, you pervert? You sexual harasser!
context: This school festival is a terrifying event!\Are you okay?\O-O-O-Of course I'm okay, why wouldn't I be?\You're quite calm yourself, Arima-sensei!\Lose your head more!\I'm so overwhelmed, I don't have time to be nervous, I guess...\That's right. The first time I met you, your hand was trembling, too.\What do you think you're doing, you pervert? You sexual harasser! response:	If you squeeze my hand so hard, your fingers will lock up.
context: Are you okay?\O-O-O-Of course I'm okay, why wouldn't I be?\You're quite calm yourself, Arima-sensei!\Lose your head more!\I'm so overwhelmed, I don't have time to be nervous, I guess...\That's right. The first time I met you, your hand was trembling, too.\What do you think you're doing, you pervert? You sexual harasser!\If you squeeze my hand so hard, your fingers will lock up. response:	Now open up your hand... and relax...
context: O-O-O-Of course I'm okay, why wouldn't I be?\You're quite calm yourself, Arima-sensei!\Lose your head more!\I'm so overwhelmed, I don't have time to be nervous, I guess...\That's right. The first time I met you, your hand was trembling, too.\What do you think you're doing, you pervert? You sexual harasser!\If you squeeze my hand so hard, your fingers will lock up.\Now open up your hand... and relax... response:	We're all afraid. Even me, even Kousei...
context: You're quite calm yourself, Arima-sensei!\Lose your head more!\I'm so overwhelmed, I don't have time to be nervous, I guess...\That's right. The first time I met you, your hand was trembling, too.\What do you think you're doing, you pervert? You sexual harasser!\If you squeeze my hand so hard, your fingers will lock up.\Now open up your hand... and relax...\We're all afraid. Even me, even Kousei... response:	Were you driven into a corner, too?
context: Lose your head more!\I'm so overwhelmed, I don't have time to be nervous, I guess...\That's right. The first time I met you, your hand was trembling, too.\What do you think you're doing, you pervert? You sexual harasser!\If you squeeze my hand so hard, your fingers will lock up.\Now open up your hand... and relax...\We're all afraid. Even me, even Kousei...\Were you driven into a corner, too? response:	Are you afraid, too? The same way... I am?
context: I'm so overwhelmed, I don't have time to be nervous, I guess...\That's right. The first time I met you, your hand was trembling, too.\What do you think you're doing, you pervert? You sexual harasser!\If you squeeze my hand so hard, your fingers will lock up.\Now open up your hand... and relax...\We're all afraid. Even me, even Kousei...\Were you driven into a corner, too?\Are you afraid, too? The same way... I am? response:	A friend of mine told me once.
context: That's right. The first time I met you, your hand was trembling, too.\What do you think you're doing, you pervert? You sexual harasser!\If you squeeze my hand so hard, your fingers will lock up.\Now open up your hand... and relax...\We're all afraid. Even me, even Kousei...\Were you driven into a corner, too?\Are you afraid, too? The same way... I am?\A friend of mine told me once. response:	Just play with sincerity, give the performance of your life with everything you've got.
context: What do you think you're doing, you pervert? You sexual harasser!\If you squeeze my hand so hard, your fingers will lock up.\Now open up your hand... and relax...\We're all afraid. Even me, even Kousei...\Were you driven into a corner, too?\Are you afraid, too? The same way... I am?\A friend of mine told me once.\Just play with sincerity, give the performance of your life with everything you've got. response:	But... I've only lived for thirteen years.
context: If you squeeze my hand so hard, your fingers will lock up.\Now open up your hand... and relax...\We're all afraid. Even me, even Kousei...\Were you driven into a corner, too?\Are you afraid, too? The same way... I am?\A friend of mine told me once.\Just play with sincerity, give the performance of your life with everything you've got.\But... I've only lived for thirteen years. response:	Even if it's only been thirteen years... for you,
context: Now open up your hand... and relax...\We're all afraid. Even me, even Kousei...\Were you driven into a corner, too?\Are you afraid, too? The same way... I am?\A friend of mine told me once.\Just play with sincerity, give the performance of your life with everything you've got.\But... I've only lived for thirteen years.\Even if it's only been thirteen years... for you, response:	and for everyone who's watched you till now,
context: We're all afraid. Even me, even Kousei...\Were you driven into a corner, too?\Are you afraid, too? The same way... I am?\A friend of mine told me once.\Just play with sincerity, give the performance of your life with everything you've got.\But... I've only lived for thirteen years.\Even if it's only been thirteen years... for you,\and for everyone who's watched you till now, response:	it's thirteen years that can't be replaced.
context: Were you driven into a corner, too?\Are you afraid, too? The same way... I am?\A friend of mine told me once.\Just play with sincerity, give the performance of your life with everything you've got.\But... I've only lived for thirteen years.\Even if it's only been thirteen years... for you,\and for everyone who's watched you till now,\it's thirteen years that can't be replaced. response:	Let's believe in it, the time you've devoted to music.
context: Are you afraid, too? The same way... I am?\A friend of mine told me once.\Just play with sincerity, give the performance of your life with everything you've got.\But... I've only lived for thirteen years.\Even if it's only been thirteen years... for you,\and for everyone who's watched you till now,\it's thirteen years that can't be replaced.\Let's believe in it, the time you've devoted to music. response:	Performer No. 8,
context: A friend of mine told me once.\Just play with sincerity, give the performance of your life with everything you've got.\But... I've only lived for thirteen years.\Even if it's only been thirteen years... for you,\and for everyone who's watched you till now,\it's thirteen years that can't be replaced.\Let's believe in it, the time you've devoted to music.\Performer No. 8, response:	please take the stage.
context: Just play with sincerity, give the performance of your life with everything you've got.\But... I've only lived for thirteen years.\Even if it's only been thirteen years... for you,\and for everyone who's watched you till now,\it's thirteen years that can't be replaced.\Let's believe in it, the time you've devoted to music.\Performer No. 8,\please take the stage. response:	That's us...
context: But... I've only lived for thirteen years.\Even if it's only been thirteen years... for you,\and for everyone who's watched you till now,\it's thirteen years that can't be replaced.\Let's believe in it, the time you've devoted to music.\Performer No. 8,\please take the stage.\That's us... response:	All right, let's go!
context: Even if it's only been thirteen years... for you,\and for everyone who's watched you till now,\it's thirteen years that can't be replaced.\Let's believe in it, the time you've devoted to music.\Performer No. 8,\please take the stage.\That's us...\All right, let's go! response:	Right.
context: and for everyone who's watched you till now,\it's thirteen years that can't be replaced.\Let's believe in it, the time you've devoted to music.\Performer No. 8,\please take the stage.\That's us...\All right, let's go!\Right. response:	Twilight
context: it's thirteen years that can't be replaced.\Let's believe in it, the time you've devoted to music.\Performer No. 8,\please take the stage.\That's us...\All right, let's go!\Right.\Twilight response:	Episode 18
context: Let's believe in it, the time you've devoted to music.\Performer No. 8,\please take the stage.\That's us...\All right, let's go!\Right.\Twilight\Episode 18 response:	Watch Again Next Week!
