context: That will be 8500 yen for repairs. response:	Gotta get a part-time job.
context: Peasants can never win against nobles.\You'll be lucky if you get away with just minor wounds!\Hey, where is Vestori Square?\Oh, over there. That way.\Malicorne!\Thanks!\Wait!\Oh, this will be a sight! response:	Oh, geez!
context: You'll be lucky if you get away with just minor wounds!\Hey, where is Vestori Square?\Oh, over there. That way.\Malicorne!\Thanks!\Wait!\Oh, this will be a sight!\Oh, geez! response:	He's only a familiar, yet he's always going off on his own!
context: Hey, where is Vestori Square?\Oh, over there. That way.\Malicorne!\Thanks!\Wait!\Oh, this will be a sight!\Oh, geez!\He's only a familiar, yet he's always going off on his own! response:	No previous case exists of a peasant familiar.
context: Oh, over there. That way.\Malicorne!\Thanks!\Wait!\Oh, this will be a sight!\Oh, geez!\He's only a familiar, yet he's always going off on his own!\No previous case exists of a peasant familiar. response:	That is not the problem at hand.
context: Malicorne!\Thanks!\Wait!\Oh, this will be a sight!\Oh, geez!\He's only a familiar, yet he's always going off on his own!\No previous case exists of a peasant familiar.\That is not the problem at hand. response:	I didn't recognize the familiar's rune that appeared on him,
context: Thanks!\Wait!\Oh, this will be a sight!\Oh, geez!\He's only a familiar, yet he's always going off on his own!\No previous case exists of a peasant familiar.\That is not the problem at hand.\I didn't recognize the familiar's rune that appeared on him, response:	so I looked it up,
context: Wait!\Oh, this will be a sight!\Oh, geez!\He's only a familiar, yet he's always going off on his own!\No previous case exists of a peasant familiar.\That is not the problem at hand.\I didn't recognize the familiar's rune that appeared on him,\so I looked it up, response:	and it was strikingly similar to this.
context: Oh, this will be a sight!\Oh, geez!\He's only a familiar, yet he's always going off on his own!\No previous case exists of a peasant familiar.\That is not the problem at hand.\I didn't recognize the familiar's rune that appeared on him,\so I looked it up,\and it was strikingly similar to this. response:	Miss Longueville, I apologize, but...
context: Oh, geez!\He's only a familiar, yet he's always going off on his own!\No previous case exists of a peasant familiar.\That is not the problem at hand.\I didn't recognize the familiar's rune that appeared on him,\so I looked it up,\and it was strikingly similar to this.\Miss Longueville, I apologize, but... response:	Understood.
context: He's only a familiar, yet he's always going off on his own!\No previous case exists of a peasant familiar.\That is not the problem at hand.\I didn't recognize the familiar's rune that appeared on him,\so I looked it up,\and it was strikingly similar to this.\Miss Longueville, I apologize, but...\Understood. response:	He really amuses me.
context: No previous case exists of a peasant familiar.\That is not the problem at hand.\I didn't recognize the familiar's rune that appeared on him,\so I looked it up,\and it was strikingly similar to this.\Miss Longueville, I apologize, but...\Understood.\He really amuses me. response:	I praise you for actually showing up and not running off.
context: That is not the problem at hand.\I didn't recognize the familiar's rune that appeared on him,\so I looked it up,\and it was strikingly similar to this.\Miss Longueville, I apologize, but...\Understood.\He really amuses me.\I praise you for actually showing up and not running off. response:	Who would run away?
context: I didn't recognize the familiar's rune that appeared on him,\so I looked it up,\and it was strikingly similar to this.\Miss Longueville, I apologize, but...\Understood.\He really amuses me.\I praise you for actually showing up and not running off.\Who would run away? response:	Wait!
context: so I looked it up,\and it was strikingly similar to this.\Miss Longueville, I apologize, but...\Understood.\He really amuses me.\I praise you for actually showing up and not running off.\Who would run away?\Wait! response:	That's enough, Guiche! Duels are forbidden!
context: and it was strikingly similar to this.\Miss Longueville, I apologize, but...\Understood.\He really amuses me.\I praise you for actually showing up and not running off.\Who would run away?\Wait!\That's enough, Guiche! Duels are forbidden! response:	Only duels between two nobles are forbidden.
context: Miss Longueville, I apologize, but...\Understood.\He really amuses me.\I praise you for actually showing up and not running off.\Who would run away?\Wait!\That's enough, Guiche! Duels are forbidden!\Only duels between two nobles are forbidden. response:	He is a peasant. There are no problems.
context: Understood.\He really amuses me.\I praise you for actually showing up and not running off.\Who would run away?\Wait!\That's enough, Guiche! Duels are forbidden!\Only duels between two nobles are forbidden.\He is a peasant. There are no problems. response:	That's because nothing like this has ever happened...
context: He really amuses me.\I praise you for actually showing up and not running off.\Who would run away?\Wait!\That's enough, Guiche! Duels are forbidden!\Only duels between two nobles are forbidden.\He is a peasant. There are no problems.\That's because nothing like this has ever happened... response:	Louise, can it be that you are attracted to this peasant?
context: I praise you for actually showing up and not running off.\Who would run away?\Wait!\That's enough, Guiche! Duels are forbidden!\Only duels between two nobles are forbidden.\He is a peasant. There are no problems.\That's because nothing like this has ever happened...\Louise, can it be that you are attracted to this peasant? response:	Who is? Knock it off!
context: Who would run away?\Wait!\That's enough, Guiche! Duels are forbidden!\Only duels between two nobles are forbidden.\He is a peasant. There are no problems.\That's because nothing like this has ever happened...\Louise, can it be that you are attracted to this peasant?\Who is? Knock it off! response:	Nobody would just sit and watch
context: Wait!\That's enough, Guiche! Duels are forbidden!\Only duels between two nobles are forbidden.\He is a peasant. There are no problems.\That's because nothing like this has ever happened...\Louise, can it be that you are attracted to this peasant?\Who is? Knock it off!\Nobody would just sit and watch response:	as their familiar gets beaten to a tattered heap!
context: That's enough, Guiche! Duels are forbidden!\Only duels between two nobles are forbidden.\He is a peasant. There are no problems.\That's because nothing like this has ever happened...\Louise, can it be that you are attracted to this peasant?\Who is? Knock it off!\Nobody would just sit and watch\as their familiar gets beaten to a tattered heap! response:	A tattered heap...
context: Only duels between two nobles are forbidden.\He is a peasant. There are no problems.\That's because nothing like this has ever happened...\Louise, can it be that you are attracted to this peasant?\Who is? Knock it off!\Nobody would just sit and watch\as their familiar gets beaten to a tattered heap!\A tattered heap... response:	No matter what you say, the duel has already started!
context: He is a peasant. There are no problems.\That's because nothing like this has ever happened...\Louise, can it be that you are attracted to this peasant?\Who is? Knock it off!\Nobody would just sit and watch\as their familiar gets beaten to a tattered heap!\A tattered heap...\No matter what you say, the duel has already started! response:	I am named Guiche the Brass.
context: That's because nothing like this has ever happened...\Louise, can it be that you are attracted to this peasant?\Who is? Knock it off!\Nobody would just sit and watch\as their familiar gets beaten to a tattered heap!\A tattered heap...\No matter what you say, the duel has already started!\I am named Guiche the Brass. response:	Therefore, a brass golem, a Valkyrie, will be your opponent.
context: Louise, can it be that you are attracted to this peasant?\Who is? Knock it off!\Nobody would just sit and watch\as their familiar gets beaten to a tattered heap!\A tattered heap...\No matter what you say, the duel has already started!\I am named Guiche the Brass.\Therefore, a brass golem, a Valkyrie, will be your opponent. response:	That's playing dirty!
context: Who is? Knock it off!\Nobody would just sit and watch\as their familiar gets beaten to a tattered heap!\A tattered heap...\No matter what you say, the duel has already started!\I am named Guiche the Brass.\Therefore, a brass golem, a Valkyrie, will be your opponent.\That's playing dirty! response:	It's nothing but natural for a noble, a mage,
context: Nobody would just sit and watch\as their familiar gets beaten to a tattered heap!\A tattered heap...\No matter what you say, the duel has already started!\I am named Guiche the Brass.\Therefore, a brass golem, a Valkyrie, will be your opponent.\That's playing dirty!\It's nothing but natural for a noble, a mage, response:	to use magic to fight a duel, no?
context: as their familiar gets beaten to a tattered heap!\A tattered heap...\No matter what you say, the duel has already started!\I am named Guiche the Brass.\Therefore, a brass golem, a Valkyrie, will be your opponent.\That's playing dirty!\It's nothing but natural for a noble, a mage,\to use magic to fight a duel, no? response:	Do you get it now? Peasants can never win against mages.
context: A tattered heap...\No matter what you say, the duel has already started!\I am named Guiche the Brass.\Therefore, a brass golem, a Valkyrie, will be your opponent.\That's playing dirty!\It's nothing but natural for a noble, a mage,\to use magic to fight a duel, no?\Do you get it now? Peasants can never win against mages. response:	Out of the way!
context: No matter what you say, the duel has already started!\I am named Guiche the Brass.\Therefore, a brass golem, a Valkyrie, will be your opponent.\That's playing dirty!\It's nothing but natural for a noble, a mage,\to use magic to fight a duel, no?\Do you get it now? Peasants can never win against mages.\Out of the way! response:	Oh? Did I go too easy on you?
context: I am named Guiche the Brass.\Therefore, a brass golem, a Valkyrie, will be your opponent.\That's playing dirty!\It's nothing but natural for a noble, a mage,\to use magic to fight a duel, no?\Do you get it now? Peasants can never win against mages.\Out of the way!\Oh? Did I go too easy on you? response:	I was just caught off guard by the sudden attack.
context: Therefore, a brass golem, a Valkyrie, will be your opponent.\That's playing dirty!\It's nothing but natural for a noble, a mage,\to use magic to fight a duel, no?\Do you get it now? Peasants can never win against mages.\Out of the way!\Oh? Did I go too easy on you?\I was just caught off guard by the sudden attack. response:	Why are you getting up, you idiot?!
context: That's playing dirty!\It's nothing but natural for a noble, a mage,\to use magic to fight a duel, no?\Do you get it now? Peasants can never win against mages.\Out of the way!\Oh? Did I go too easy on you?\I was just caught off guard by the sudden attack.\Why are you getting up, you idiot?! response:	Because he irritates me.
context: It's nothing but natural for a noble, a mage,\to use magic to fight a duel, no?\Do you get it now? Peasants can never win against mages.\Out of the way!\Oh? Did I go too easy on you?\I was just caught off guard by the sudden attack.\Why are you getting up, you idiot?!\Because he irritates me. response:	Mages, nobles, whatever...
context: to use magic to fight a duel, no?\Do you get it now? Peasants can never win against mages.\Out of the way!\Oh? Did I go too easy on you?\I was just caught off guard by the sudden attack.\Why are you getting up, you idiot?!\Because he irritates me.\Mages, nobles, whatever... response:	It makes you all act needlessly snobbish.
context: Do you get it now? Peasants can never win against mages.\Out of the way!\Oh? Did I go too easy on you?\I was just caught off guard by the sudden attack.\Why are you getting up, you idiot?!\Because he irritates me.\Mages, nobles, whatever...\It makes you all act needlessly snobbish. response:	What nonsense are you talking?!
context: Out of the way!\Oh? Did I go too easy on you?\I was just caught off guard by the sudden attack.\Why are you getting up, you idiot?!\Because he irritates me.\Mages, nobles, whatever...\It makes you all act needlessly snobbish.\What nonsense are you talking?! response:	Well, I would feel bad about breaking something Louise owns,
context: Oh? Did I go too easy on you?\I was just caught off guard by the sudden attack.\Why are you getting up, you idiot?!\Because he irritates me.\Mages, nobles, whatever...\It makes you all act needlessly snobbish.\What nonsense are you talking?!\Well, I would feel bad about breaking something Louise owns, response:	so I'll forgive you if you apologize right here.
context: I was just caught off guard by the sudden attack.\Why are you getting up, you idiot?!\Because he irritates me.\Mages, nobles, whatever...\It makes you all act needlessly snobbish.\What nonsense are you talking?!\Well, I would feel bad about breaking something Louise owns,\so I'll forgive you if you apologize right here. response:	Fool! That didn't get me at all. Your doll is way too weak.
context: Why are you getting up, you idiot?!\Because he irritates me.\Mages, nobles, whatever...\It makes you all act needlessly snobbish.\What nonsense are you talking?!\Well, I would feel bad about breaking something Louise owns,\so I'll forgive you if you apologize right here.\Fool! That didn't get me at all. Your doll is way too weak. response:	Is that so?
context: Because he irritates me.\Mages, nobles, whatever...\It makes you all act needlessly snobbish.\What nonsense are you talking?!\Well, I would feel bad about breaking something Louise owns,\so I'll forgive you if you apologize right here.\Fool! That didn't get me at all. Your doll is way too weak.\Is that so? response:	This is a familiar's rune that exists only in legend.
context: Mages, nobles, whatever...\It makes you all act needlessly snobbish.\What nonsense are you talking?!\Well, I would feel bad about breaking something Louise owns,\so I'll forgive you if you apologize right here.\Fool! That didn't get me at all. Your doll is way too weak.\Is that so?\This is a familiar's rune that exists only in legend. response:	Furthermore, considering that he was summoned
context: It makes you all act needlessly snobbish.\What nonsense are you talking?!\Well, I would feel bad about breaking something Louise owns,\so I'll forgive you if you apologize right here.\Fool! That didn't get me at all. Your doll is way too weak.\Is that so?\This is a familiar's rune that exists only in legend.\Furthermore, considering that he was summoned response:	by that third girl of the Valliere family...
context: What nonsense are you talking?!\Well, I would feel bad about breaking something Louise owns,\so I'll forgive you if you apologize right here.\Fool! That didn't get me at all. Your doll is way too weak.\Is that so?\This is a familiar's rune that exists only in legend.\Furthermore, considering that he was summoned\by that third girl of the Valliere family... response:	This has something to do with one corner of the lost Pentagon.
context: Well, I would feel bad about breaking something Louise owns,\so I'll forgive you if you apologize right here.\Fool! That didn't get me at all. Your doll is way too weak.\Is that so?\This is a familiar's rune that exists only in legend.\Furthermore, considering that he was summoned\by that third girl of the Valliere family...\This has something to do with one corner of the lost Pentagon. response:	It can't be.
context: so I'll forgive you if you apologize right here.\Fool! That didn't get me at all. Your doll is way too weak.\Is that so?\This is a familiar's rune that exists only in legend.\Furthermore, considering that he was summoned\by that third girl of the Valliere family...\This has something to do with one corner of the lost Pentagon.\It can't be. response:	Whatever the truth behind this is,
context: Fool! That didn't get me at all. Your doll is way too weak.\Is that so?\This is a familiar's rune that exists only in legend.\Furthermore, considering that he was summoned\by that third girl of the Valliere family...\This has something to do with one corner of the lost Pentagon.\It can't be.\Whatever the truth behind this is, response:	you must not speak one word about this to anyone!
context: Is that so?\This is a familiar's rune that exists only in legend.\Furthermore, considering that he was summoned\by that third girl of the Valliere family...\This has something to do with one corner of the lost Pentagon.\It can't be.\Whatever the truth behind this is,\you must not speak one word about this to anyone! response:	I understand that.
context: This is a familiar's rune that exists only in legend.\Furthermore, considering that he was summoned\by that third girl of the Valliere family...\This has something to do with one corner of the lost Pentagon.\It can't be.\Whatever the truth behind this is,\you must not speak one word about this to anyone!\I understand that. response:	Why are you getting up?!
context: Furthermore, considering that he was summoned\by that third girl of the Valliere family...\This has something to do with one corner of the lost Pentagon.\It can't be.\Whatever the truth behind this is,\you must not speak one word about this to anyone!\I understand that.\Why are you getting up?! response:	Oh, he's still gonna get up?
context: by that third girl of the Valliere family...\This has something to do with one corner of the lost Pentagon.\It can't be.\Whatever the truth behind this is,\you must not speak one word about this to anyone!\I understand that.\Why are you getting up?!\Oh, he's still gonna get up? response:	I'm going home.
context: This has something to do with one corner of the lost Pentagon.\It can't be.\Whatever the truth behind this is,\you must not speak one word about this to anyone!\I understand that.\Why are you getting up?!\Oh, he's still gonna get up?\I'm going home. response:	But this is where it gets interesting.
context: It can't be.\Whatever the truth behind this is,\you must not speak one word about this to anyone!\I understand that.\Why are you getting up?!\Oh, he's still gonna get up?\I'm going home.\But this is where it gets interesting. response:	Please! Stop it already!
context: Whatever the truth behind this is,\you must not speak one word about this to anyone!\I understand that.\Why are you getting up?!\Oh, he's still gonna get up?\I'm going home.\But this is where it gets interesting.\Please! Stop it already! response:	Step aside, Louise.
context: you must not speak one word about this to anyone!\I understand that.\Why are you getting up?!\Oh, he's still gonna get up?\I'm going home.\But this is where it gets interesting.\Please! Stop it already!\Step aside, Louise. response:	That's enough. You did well.
context: I understand that.\Why are you getting up?!\Oh, he's still gonna get up?\I'm going home.\But this is where it gets interesting.\Please! Stop it already!\Step aside, Louise.\That's enough. You did well. response:	I've never seen a peasant like this before!
context: Why are you getting up?!\Oh, he's still gonna get up?\I'm going home.\But this is where it gets interesting.\Please! Stop it already!\Step aside, Louise.\That's enough. You did well.\I've never seen a peasant like this before! response:	It's all right. Get out of the way.
context: Oh, he's still gonna get up?\I'm going home.\But this is where it gets interesting.\Please! Stop it already!\Step aside, Louise.\That's enough. You did well.\I've never seen a peasant like this before!\It's all right. Get out of the way. response:	Of course it hurts!
context: I'm going home.\But this is where it gets interesting.\Please! Stop it already!\Step aside, Louise.\That's enough. You did well.\I've never seen a peasant like this before!\It's all right. Get out of the way.\Of course it hurts! response:	That's common sense! What are you thinking?!
context: But this is where it gets interesting.\Please! Stop it already!\Step aside, Louise.\That's enough. You did well.\I've never seen a peasant like this before!\It's all right. Get out of the way.\Of course it hurts!\That's common sense! What are you thinking?! response:	Are you crying?
context: Please! Stop it already!\Step aside, Louise.\That's enough. You did well.\I've never seen a peasant like this before!\It's all right. Get out of the way.\Of course it hurts!\That's common sense! What are you thinking?!\Are you crying? response:	There's no way I'd cry!
context: Step aside, Louise.\That's enough. You did well.\I've never seen a peasant like this before!\It's all right. Get out of the way.\Of course it hurts!\That's common sense! What are you thinking?!\Are you crying?\There's no way I'd cry! response:	That hurts!
context: That's enough. You did well.\I've never seen a peasant like this before!\It's all right. Get out of the way.\Of course it hurts!\That's common sense! What are you thinking?!\Are you crying?\There's no way I'd cry!\That hurts! response:	I'm telling you, that hurts!
context: I've never seen a peasant like this before!\It's all right. Get out of the way.\Of course it hurts!\That's common sense! What are you thinking?!\Are you crying?\There's no way I'd cry!\That hurts!\I'm telling you, that hurts! response:	You still want to go on?
context: It's all right. Get out of the way.\Of course it hurts!\That's common sense! What are you thinking?!\Are you crying?\There's no way I'd cry!\That hurts!\I'm telling you, that hurts!\You still want to go on? response:	If you have the will to go on, take up that sword!
context: Of course it hurts!\That's common sense! What are you thinking?!\Are you crying?\There's no way I'd cry!\That hurts!\I'm telling you, that hurts!\You still want to go on?\If you have the will to go on, take up that sword! response:	If you don't, then you can tell me that you're sorry.
context: That's common sense! What are you thinking?!\Are you crying?\There's no way I'd cry!\That hurts!\I'm telling you, that hurts!\You still want to go on?\If you have the will to go on, take up that sword!\If you don't, then you can tell me that you're sorry. response:	You've got to be kidding!
context: Are you crying?\There's no way I'd cry!\That hurts!\I'm telling you, that hurts!\You still want to go on?\If you have the will to go on, take up that sword!\If you don't, then you can tell me that you're sorry.\You've got to be kidding! response:	Who would?!
context: There's no way I'd cry!\That hurts!\I'm telling you, that hurts!\You still want to go on?\If you have the will to go on, take up that sword!\If you don't, then you can tell me that you're sorry.\You've got to be kidding!\Who would?! response:	No! You can't!
context: That hurts!\I'm telling you, that hurts!\You still want to go on?\If you have the will to go on, take up that sword!\If you don't, then you can tell me that you're sorry.\You've got to be kidding!\Who would?!\No! You can't! response:	If you pick it up, Guiche won't show you any mercy.
context: I'm telling you, that hurts!\You still want to go on?\If you have the will to go on, take up that sword!\If you don't, then you can tell me that you're sorry.\You've got to be kidding!\Who would?!\No! You can't!\If you pick it up, Guiche won't show you any mercy. response:	All right? This is an order from me, your master!
context: You still want to go on?\If you have the will to go on, take up that sword!\If you don't, then you can tell me that you're sorry.\You've got to be kidding!\Who would?!\No! You can't!\If you pick it up, Guiche won't show you any mercy.\All right? This is an order from me, your master! response:	I can't go back to the world where I came from,
context: If you have the will to go on, take up that sword!\If you don't, then you can tell me that you're sorry.\You've got to be kidding!\Who would?!\No! You can't!\If you pick it up, Guiche won't show you any mercy.\All right? This is an order from me, your master!\I can't go back to the world where I came from, response:	which means I have to live here, right?
context: If you don't, then you can tell me that you're sorry.\You've got to be kidding!\Who would?!\No! You can't!\If you pick it up, Guiche won't show you any mercy.\All right? This is an order from me, your master!\I can't go back to the world where I came from,\which means I have to live here, right? response:	So what?!
context: You've got to be kidding!\Who would?!\No! You can't!\If you pick it up, Guiche won't show you any mercy.\All right? This is an order from me, your master!\I can't go back to the world where I came from,\which means I have to live here, right?\So what?! response:	I don't mind if I sleep on the floor.
context: Who would?!\No! You can't!\If you pick it up, Guiche won't show you any mercy.\All right? This is an order from me, your master!\I can't go back to the world where I came from,\which means I have to live here, right?\So what?!\I don't mind if I sleep on the floor. response:	I don't care if my meals taste awful.
context: No! You can't!\If you pick it up, Guiche won't show you any mercy.\All right? This is an order from me, your master!\I can't go back to the world where I came from,\which means I have to live here, right?\So what?!\I don't mind if I sleep on the floor.\I don't care if my meals taste awful. response:	It can't be helped, so I'll keep going.
context: If you pick it up, Guiche won't show you any mercy.\All right? This is an order from me, your master!\I can't go back to the world where I came from,\which means I have to live here, right?\So what?!\I don't mind if I sleep on the floor.\I don't care if my meals taste awful.\It can't be helped, so I'll keep going. response:	But if I don't want to bow my head down to someone,
context: All right? This is an order from me, your master!\I can't go back to the world where I came from,\which means I have to live here, right?\So what?!\I don't mind if I sleep on the floor.\I don't care if my meals taste awful.\It can't be helped, so I'll keep going.\But if I don't want to bow my head down to someone, response:	I can't bow down to him!
context: I can't go back to the world where I came from,\which means I have to live here, right?\So what?!\I don't mind if I sleep on the floor.\I don't care if my meals taste awful.\It can't be helped, so I'll keep going.\But if I don't want to bow my head down to someone,\I can't bow down to him! response:	Idiot!
context: which means I have to live here, right?\So what?!\I don't mind if I sleep on the floor.\I don't care if my meals taste awful.\It can't be helped, so I'll keep going.\But if I don't want to bow my head down to someone,\I can't bow down to him!\Idiot! response:	The pain...
context: So what?!\I don't mind if I sleep on the floor.\I don't care if my meals taste awful.\It can't be helped, so I'll keep going.\But if I don't want to bow my head down to someone,\I can't bow down to him!\Idiot!\The pain... response:	What's going on?!
context: I don't mind if I sleep on the floor.\I don't care if my meals taste awful.\It can't be helped, so I'll keep going.\But if I don't want to bow my head down to someone,\I can't bow down to him!\Idiot!\The pain...\What's going on?! response:	I don't know.
context: I don't care if my meals taste awful.\It can't be helped, so I'll keep going.\But if I don't want to bow my head down to someone,\I can't bow down to him!\Idiot!\The pain...\What's going on?!\I don't know. response:	But I do know that I feel like I can keep fighting a little more.
context: It can't be helped, so I'll keep going.\But if I don't want to bow my head down to someone,\I can't bow down to him!\Idiot!\The pain...\What's going on?!\I don't know.\But I do know that I feel like I can keep fighting a little more. response:	I yield...
context: But if I don't want to bow my head down to someone,\I can't bow down to him!\Idiot!\The pain...\What's going on?!\I don't know.\But I do know that I feel like I can keep fighting a little more.\I yield... response:	To think that a noble would lose against a peasant...
context: I can't bow down to him!\Idiot!\The pain...\What's going on?!\I don't know.\But I do know that I feel like I can keep fighting a little more.\I yield...\To think that a noble would lose against a peasant... response:	What?
context: Idiot!\The pain...\What's going on?!\I don't know.\But I do know that I feel like I can keep fighting a little more.\I yield...\To think that a noble would lose against a peasant...\What? response:	Are you all right?
context: The pain...\What's going on?!\I don't know.\But I do know that I feel like I can keep fighting a little more.\I yield...\To think that a noble would lose against a peasant...\What?\Are you all right? response:	Yeah...
context: What's going on?!\I don't know.\But I do know that I feel like I can keep fighting a little more.\I yield...\To think that a noble would lose against a peasant...\What?\Are you all right?\Yeah... response:	This is nothing...
context: I don't know.\But I do know that I feel like I can keep fighting a little more.\I yield...\To think that a noble would lose against a peasant...\What?\Are you all right?\Yeah...\This is nothing... response:	Hold on!
context: But I do know that I feel like I can keep fighting a little more.\I yield...\To think that a noble would lose against a peasant...\What?\Are you all right?\Yeah...\This is nothing...\Hold on! response:	He's asleep...
context: I yield...\To think that a noble would lose against a peasant...\What?\Are you all right?\Yeah...\This is nothing...\Hold on!\He's asleep... response:	Hey, you're heavy!
context: To think that a noble would lose against a peasant...\What?\Are you all right?\Yeah...\This is nothing...\Hold on!\He's asleep...\Hey, you're heavy! response:	Come on, get off of me!
context: What?\Are you all right?\Yeah...\This is nothing...\Hold on!\He's asleep...\Hey, you're heavy!\Come on, get off of me! response:	Get off already!
context: Are you all right?\Yeah...\This is nothing...\Hold on!\He's asleep...\Hey, you're heavy!\Come on, get off of me!\Get off already! response:	Ouch...
context: Yeah...\This is nothing...\Hold on!\He's asleep...\Hey, you're heavy!\Come on, get off of me!\Get off already!\Ouch... response:	Have you awakened?
context: This is nothing...\Hold on!\He's asleep...\Hey, you're heavy!\Come on, get off of me!\Get off already!\Ouch...\Have you awakened? response:	Thank goodness.
context: Hold on!\He's asleep...\Hey, you're heavy!\Come on, get off of me!\Get off already!\Ouch...\Have you awakened?\Thank goodness. response:	You've been asleep for three days and three nights now.
context: He's asleep...\Hey, you're heavy!\Come on, get off of me!\Get off already!\Ouch...\Have you awakened?\Thank goodness.\You've been asleep for three days and three nights now. response:	Why are you here?
context: Hey, you're heavy!\Come on, get off of me!\Get off already!\Ouch...\Have you awakened?\Thank goodness.\You've been asleep for three days and three nights now.\Why are you here? response:	Miss Valliere instructed me to bring you a meal.
context: Come on, get off of me!\Get off already!\Ouch...\Have you awakened?\Thank goodness.\You've been asleep for three days and three nights now.\Why are you here?\Miss Valliere instructed me to bring you a meal. response:	She must be tired now.
context: Get off already!\Ouch...\Have you awakened?\Thank goodness.\You've been asleep for three days and three nights now.\Why are you here?\Miss Valliere instructed me to bring you a meal.\She must be tired now. response:	She's been watching over you all this time without sleep, Mr. Saito.
context: Ouch...\Have you awakened?\Thank goodness.\You've been asleep for three days and three nights now.\Why are you here?\Miss Valliere instructed me to bring you a meal.\She must be tired now.\She's been watching over you all this time without sleep, Mr. Saito. response:	Louise was?
context: Have you awakened?\Thank goodness.\You've been asleep for three days and three nights now.\Why are you here?\Miss Valliere instructed me to bring you a meal.\She must be tired now.\She's been watching over you all this time without sleep, Mr. Saito.\Louise was? response:	She's so cute when she's like this.
context: Thank goodness.\You've been asleep for three days and three nights now.\Why are you here?\Miss Valliere instructed me to bring you a meal.\She must be tired now.\She's been watching over you all this time without sleep, Mr. Saito.\Louise was?\She's so cute when she's like this. response:	What a waste.
context: You've been asleep for three days and three nights now.\Why are you here?\Miss Valliere instructed me to bring you a meal.\She must be tired now.\She's been watching over you all this time without sleep, Mr. Saito.\Louise was?\She's so cute when she's like this.\What a waste. response:	Yes?
context: Why are you here?\Miss Valliere instructed me to bring you a meal.\She must be tired now.\She's been watching over you all this time without sleep, Mr. Saito.\Louise was?\She's so cute when she's like this.\What a waste.\Yes? response:	Oh... Nothing.
context: Miss Valliere instructed me to bring you a meal.\She must be tired now.\She's been watching over you all this time without sleep, Mr. Saito.\Louise was?\She's so cute when she's like this.\What a waste.\Yes?\Oh... Nothing. response:	Nothing at all...
context: She must be tired now.\She's been watching over you all this time without sleep, Mr. Saito.\Louise was?\She's so cute when she's like this.\What a waste.\Yes?\Oh... Nothing.\Nothing at all... response:	As if I were under a real magic spell
context: She's been watching over you all this time without sleep, Mr. Saito.\Louise was?\She's so cute when she's like this.\What a waste.\Yes?\Oh... Nothing.\Nothing at all...\As if I were under a real magic spell response:	A bright smile is burnt onto my heart
context: Louise was?\She's so cute when she's like this.\What a waste.\Yes?\Oh... Nothing.\Nothing at all...\As if I were under a real magic spell\A bright smile is burnt onto my heart response:	But each time I see you, I give you a pointy, cold shoulder
context: She's so cute when she's like this.\What a waste.\Yes?\Oh... Nothing.\Nothing at all...\As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder response:	Why do I act mean towards the one that I think about the most?
context: What a waste.\Yes?\Oh... Nothing.\Nothing at all...\As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most? response:	My true feelings, the shards of loneliness
context: Yes?\Oh... Nothing.\Nothing at all...\As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness response:	In the deepest part of my heart, I'm calling for you
context: Oh... Nothing.\Nothing at all...\As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness\In the deepest part of my heart, I'm calling for you response:	For the day to start from zero
context: Nothing at all...\As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness\In the deepest part of my heart, I'm calling for you\For the day to start from zero response:	You stupid dog!
context: As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness\In the deepest part of my heart, I'm calling for you\For the day to start from zero\You stupid dog! response:	Why are you looking so damn spacey?!
context: A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness\In the deepest part of my heart, I'm calling for you\For the day to start from zero\You stupid dog!\Why are you looking so damn spacey?! response:	On top of that,
context: But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness\In the deepest part of my heart, I'm calling for you\For the day to start from zero\You stupid dog!\Why are you looking so damn spacey?!\On top of that, response:	you're staring at that horny nothing-but-boobs Kirche!
context: Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness\In the deepest part of my heart, I'm calling for you\For the day to start from zero\You stupid dog!\Why are you looking so damn spacey?!\On top of that,\you're staring at that horny nothing-but-boobs Kirche! response:	I'll never forgive you for this!
