context: You didn't think of that? response:	My spirit might not be able to hurt you, but this Double Crescent Halberd will!
context: Master, did you hear that bell chime?\It sounds so depressing and comes from Ruoshui River.\That is the Bell of East Emperor...\Master!\Could it be that Qing Cang is going to break free?\Master... you can't go!\- Send me there instead! - It's all over now.\Someone has offered his spirit to the Bell of East Emperor. response:	So what if the Bell of East Emperor is triggered?
context: It sounds so depressing and comes from Ruoshui River.\That is the Bell of East Emperor...\Master!\Could it be that Qing Cang is going to break free?\Master... you can't go!\- Send me there instead! - It's all over now.\Someone has offered his spirit to the Bell of East Emperor.\So what if the Bell of East Emperor is triggered? response:	So what if the deities of all realms are vanquished in flames?
context: That is the Bell of East Emperor...\Master!\Could it be that Qing Cang is going to break free?\Master... you can't go!\- Send me there instead! - It's all over now.\Someone has offered his spirit to the Bell of East Emperor.\So what if the Bell of East Emperor is triggered?\So what if the deities of all realms are vanquished in flames? response:	At least, we'd still be together.
context: Master!\Could it be that Qing Cang is going to break free?\Master... you can't go!\- Send me there instead! - It's all over now.\Someone has offered his spirit to the Bell of East Emperor.\So what if the Bell of East Emperor is triggered?\So what if the deities of all realms are vanquished in flames?\At least, we'd still be together. response:	How could you leave me?
context: Could it be that Qing Cang is going to break free?\Master... you can't go!\- Send me there instead! - It's all over now.\Someone has offered his spirit to the Bell of East Emperor.\So what if the Bell of East Emperor is triggered?\So what if the deities of all realms are vanquished in flames?\At least, we'd still be together.\How could you leave me? response:	Ye Hua...
context: Master... you can't go!\- Send me there instead! - It's all over now.\Someone has offered his spirit to the Bell of East Emperor.\So what if the Bell of East Emperor is triggered?\So what if the deities of all realms are vanquished in flames?\At least, we'd still be together.\How could you leave me?\Ye Hua... response:	How could you leave me all on my own?
context: - Send me there instead! - It's all over now.\Someone has offered his spirit to the Bell of East Emperor.\So what if the Bell of East Emperor is triggered?\So what if the deities of all realms are vanquished in flames?\At least, we'd still be together.\How could you leave me?\Ye Hua...\How could you leave me all on my own? response:	Qian Qian is very stubborn.
context: Someone has offered his spirit to the Bell of East Emperor.\So what if the Bell of East Emperor is triggered?\So what if the deities of all realms are vanquished in flames?\At least, we'd still be together.\How could you leave me?\Ye Hua...\How could you leave me all on my own?\Qian Qian is very stubborn. response:	If this goes on, she might die.
context: So what if the Bell of East Emperor is triggered?\So what if the deities of all realms are vanquished in flames?\At least, we'd still be together.\How could you leave me?\Ye Hua...\How could you leave me all on my own?\Qian Qian is very stubborn.\If this goes on, she might die. response:	What should we do?
context: So what if the deities of all realms are vanquished in flames?\At least, we'd still be together.\How could you leave me?\Ye Hua...\How could you leave me all on my own?\Qian Qian is very stubborn.\If this goes on, she might die.\What should we do? response:	I don't know.
context: At least, we'd still be together.\How could you leave me?\Ye Hua...\How could you leave me all on my own?\Qian Qian is very stubborn.\If this goes on, she might die.\What should we do?\I don't know. response:	First it was her mentor and now her future husband.
context: How could you leave me?\Ye Hua...\How could you leave me all on my own?\Qian Qian is very stubborn.\If this goes on, she might die.\What should we do?\I don't know.\First it was her mentor and now her future husband. response:	Qian Qian is destined to go through the loss of her loved ones.
context: Ye Hua...\How could you leave me all on my own?\Qian Qian is very stubborn.\If this goes on, she might die.\What should we do?\I don't know.\First it was her mentor and now her future husband.\Qian Qian is destined to go through the loss of her loved ones. response:	Exactly.
context: How could you leave me all on my own?\Qian Qian is very stubborn.\If this goes on, she might die.\What should we do?\I don't know.\First it was her mentor and now her future husband.\Qian Qian is destined to go through the loss of her loved ones.\Exactly. response:	She was going to marry Ye Hua.
context: Qian Qian is very stubborn.\If this goes on, she might die.\What should we do?\I don't know.\First it was her mentor and now her future husband.\Qian Qian is destined to go through the loss of her loved ones.\Exactly.\She was going to marry Ye Hua. response:	What should she do now?
context: If this goes on, she might die.\What should we do?\I don't know.\First it was her mentor and now her future husband.\Qian Qian is destined to go through the loss of her loved ones.\Exactly.\She was going to marry Ye Hua.\What should she do now? response:	High God.
context: What should we do?\I don't know.\First it was her mentor and now her future husband.\Qian Qian is destined to go through the loss of her loved ones.\Exactly.\She was going to marry Ye Hua.\What should she do now?\High God. response:	We're acting on the orders of Heavenly Lord
context: I don't know.\First it was her mentor and now her future husband.\Qian Qian is destined to go through the loss of her loved ones.\Exactly.\She was going to marry Ye Hua.\What should she do now?\High God.\We're acting on the orders of Heavenly Lord response:	to collect the Crown Prince's body.
context: First it was her mentor and now her future husband.\Qian Qian is destined to go through the loss of her loved ones.\Exactly.\She was going to marry Ye Hua.\What should she do now?\High God.\We're acting on the orders of Heavenly Lord\to collect the Crown Prince's body. response:	Please let me know what we should do.
context: Qian Qian is destined to go through the loss of her loved ones.\Exactly.\She was going to marry Ye Hua.\What should she do now?\High God.\We're acting on the orders of Heavenly Lord\to collect the Crown Prince's body.\Please let me know what we should do. response:	You should all head back.
context: Exactly.\She was going to marry Ye Hua.\What should she do now?\High God.\We're acting on the orders of Heavenly Lord\to collect the Crown Prince's body.\Please let me know what we should do.\You should all head back. response:	I think she will sit here holding on to your Crown Prince
context: She was going to marry Ye Hua.\What should she do now?\High God.\We're acting on the orders of Heavenly Lord\to collect the Crown Prince's body.\Please let me know what we should do.\You should all head back.\I think she will sit here holding on to your Crown Prince response:	for all eternity on Ruoshui Riverbank.
context: What should she do now?\High God.\We're acting on the orders of Heavenly Lord\to collect the Crown Prince's body.\Please let me know what we should do.\You should all head back.\I think she will sit here holding on to your Crown Prince\for all eternity on Ruoshui Riverbank. response:	Auntie...
context: High God.\We're acting on the orders of Heavenly Lord\to collect the Crown Prince's body.\Please let me know what we should do.\You should all head back.\I think she will sit here holding on to your Crown Prince\for all eternity on Ruoshui Riverbank.\Auntie... response:	Auntie, please don't be so hard on yourself?
context: We're acting on the orders of Heavenly Lord\to collect the Crown Prince's body.\Please let me know what we should do.\You should all head back.\I think she will sit here holding on to your Crown Prince\for all eternity on Ruoshui Riverbank.\Auntie...\Auntie, please don't be so hard on yourself? response:	The dead can't be revived, Auntie!
context: to collect the Crown Prince's body.\Please let me know what we should do.\You should all head back.\I think she will sit here holding on to your Crown Prince\for all eternity on Ruoshui Riverbank.\Auntie...\Auntie, please don't be so hard on yourself?\The dead can't be revived, Auntie! response:	You still have me and your brothers.
context: Please let me know what we should do.\You should all head back.\I think she will sit here holding on to your Crown Prince\for all eternity on Ruoshui Riverbank.\Auntie...\Auntie, please don't be so hard on yourself?\The dead can't be revived, Auntie!\You still have me and your brothers. response:	You still have the entire Qing Qiu, Auntie!
context: You should all head back.\I think she will sit here holding on to your Crown Prince\for all eternity on Ruoshui Riverbank.\Auntie...\Auntie, please don't be so hard on yourself?\The dead can't be revived, Auntie!\You still have me and your brothers.\You still have the entire Qing Qiu, Auntie! response:	Auntie!
context: I think she will sit here holding on to your Crown Prince\for all eternity on Ruoshui Riverbank.\Auntie...\Auntie, please don't be so hard on yourself?\The dead can't be revived, Auntie!\You still have me and your brothers.\You still have the entire Qing Qiu, Auntie!\Auntie! response:	Auntie, don't behave like this.
context: for all eternity on Ruoshui Riverbank.\Auntie...\Auntie, please don't be so hard on yourself?\The dead can't be revived, Auntie!\You still have me and your brothers.\You still have the entire Qing Qiu, Auntie!\Auntie!\Auntie, don't behave like this. response:	You're scaring me.
context: Auntie...\Auntie, please don't be so hard on yourself?\The dead can't be revived, Auntie!\You still have me and your brothers.\You still have the entire Qing Qiu, Auntie!\Auntie!\Auntie, don't behave like this.\You're scaring me. response:	Auntie!
context: Auntie, please don't be so hard on yourself?\The dead can't be revived, Auntie!\You still have me and your brothers.\You still have the entire Qing Qiu, Auntie!\Auntie!\Auntie, don't behave like this.\You're scaring me.\Auntie! response:	Auntie!
context: The dead can't be revived, Auntie!\You still have me and your brothers.\You still have the entire Qing Qiu, Auntie!\Auntie!\Auntie, don't behave like this.\You're scaring me.\Auntie!\Auntie! response:	How is she?
context: You still have me and your brothers.\You still have the entire Qing Qiu, Auntie!\Auntie!\Auntie, don't behave like this.\You're scaring me.\Auntie!\Auntie!\How is she? response:	Your disciple is too emotional.
context: You still have the entire Qing Qiu, Auntie!\Auntie!\Auntie, don't behave like this.\You're scaring me.\Auntie!\Auntie!\How is she?\Your disciple is too emotional. response:	She can't be consoled.
context: Auntie!\Auntie, don't behave like this.\You're scaring me.\Auntie!\Auntie!\How is she?\Your disciple is too emotional.\She can't be consoled. response:	Seventeenth.
context: Auntie, don't behave like this.\You're scaring me.\Auntie!\Auntie!\How is she?\Your disciple is too emotional.\She can't be consoled.\Seventeenth. response:	Master, you're here?
context: You're scaring me.\Auntie!\Auntie!\How is she?\Your disciple is too emotional.\She can't be consoled.\Seventeenth.\Master, you're here? response:	You must have a way to save Ye Hua, right?
context: Auntie!\Auntie!\How is she?\Your disciple is too emotional.\She can't be consoled.\Seventeenth.\Master, you're here?\You must have a way to save Ye Hua, right? response:	You overcame the trial of the Bell of East Emperor.
context: Auntie!\How is she?\Your disciple is too emotional.\She can't be consoled.\Seventeenth.\Master, you're here?\You must have a way to save Ye Hua, right?\You overcame the trial of the Bell of East Emperor. response:	You must be able to save him.
context: How is she?\Your disciple is too emotional.\She can't be consoled.\Seventeenth.\Master, you're here?\You must have a way to save Ye Hua, right?\You overcame the trial of the Bell of East Emperor.\You must be able to save him. response:	Seventeen...
context: Your disciple is too emotional.\She can't be consoled.\Seventeenth.\Master, you're here?\You must have a way to save Ye Hua, right?\You overcame the trial of the Bell of East Emperor.\You must be able to save him.\Seventeen... response:	Get Ye Hua a coffin so he can rest in peace.
context: She can't be consoled.\Seventeenth.\Master, you're here?\You must have a way to save Ye Hua, right?\You overcame the trial of the Bell of East Emperor.\You must be able to save him.\Seventeen...\Get Ye Hua a coffin so he can rest in peace. response:	Master, you can't make such a joke...
context: Seventeenth.\Master, you're here?\You must have a way to save Ye Hua, right?\You overcame the trial of the Bell of East Emperor.\You must be able to save him.\Seventeen...\Get Ye Hua a coffin so he can rest in peace.\Master, you can't make such a joke... response:	I can wait.
context: Master, you're here?\You must have a way to save Ye Hua, right?\You overcame the trial of the Bell of East Emperor.\You must be able to save him.\Seventeen...\Get Ye Hua a coffin so he can rest in peace.\Master, you can't make such a joke...\I can wait. response:	70,000 years or even hundreds of thousands of years. I can wait for him.
context: You must have a way to save Ye Hua, right?\You overcame the trial of the Bell of East Emperor.\You must be able to save him.\Seventeen...\Get Ye Hua a coffin so he can rest in peace.\Master, you can't make such a joke...\I can wait.\70,000 years or even hundreds of thousands of years. I can wait for him. response:	Master...
context: You overcame the trial of the Bell of East Emperor.\You must be able to save him.\Seventeen...\Get Ye Hua a coffin so he can rest in peace.\Master, you can't make such a joke...\I can wait.\70,000 years or even hundreds of thousands of years. I can wait for him.\Master... response:	He already breathed his last breath.
context: You must be able to save him.\Seventeen...\Get Ye Hua a coffin so he can rest in peace.\Master, you can't make such a joke...\I can wait.\70,000 years or even hundreds of thousands of years. I can wait for him.\Master...\He already breathed his last breath. response:	When you offered your spirit to seal the bell
context: Seventeen...\Get Ye Hua a coffin so he can rest in peace.\Master, you can't make such a joke...\I can wait.\70,000 years or even hundreds of thousands of years. I can wait for him.\Master...\He already breathed his last breath.\When you offered your spirit to seal the bell response:	they also said that you were vanquished.
context: Get Ye Hua a coffin so he can rest in peace.\Master, you can't make such a joke...\I can wait.\70,000 years or even hundreds of thousands of years. I can wait for him.\Master...\He already breathed his last breath.\When you offered your spirit to seal the bell\they also said that you were vanquished. response:	But I still managed to wait until you returned.
context: Master, you can't make such a joke...\I can wait.\70,000 years or even hundreds of thousands of years. I can wait for him.\Master...\He already breathed his last breath.\When you offered your spirit to seal the bell\they also said that you were vanquished.\But I still managed to wait until you returned. response:	Ye Hua will also return.
context: I can wait.\70,000 years or even hundreds of thousands of years. I can wait for him.\Master...\He already breathed his last breath.\When you offered your spirit to seal the bell\they also said that you were vanquished.\But I still managed to wait until you returned.\Ye Hua will also return. response:	He will surely return...
context: 70,000 years or even hundreds of thousands of years. I can wait for him.\Master...\He already breathed his last breath.\When you offered your spirit to seal the bell\they also said that you were vanquished.\But I still managed to wait until you returned.\Ye Hua will also return.\He will surely return... response:	Even if you are to wait for him...
context: Master...\He already breathed his last breath.\When you offered your spirit to seal the bell\they also said that you were vanquished.\But I still managed to wait until you returned.\Ye Hua will also return.\He will surely return...\Even if you are to wait for him... response:	You should let him rest comfortably.
context: He already breathed his last breath.\When you offered your spirit to seal the bell\they also said that you were vanquished.\But I still managed to wait until you returned.\Ye Hua will also return.\He will surely return...\Even if you are to wait for him...\You should let him rest comfortably. response:	You can't just keep sitting here.
context: When you offered your spirit to seal the bell\they also said that you were vanquished.\But I still managed to wait until you returned.\Ye Hua will also return.\He will surely return...\Even if you are to wait for him...\You should let him rest comfortably.\You can't just keep sitting here. response:	Master, you're right.
context: they also said that you were vanquished.\But I still managed to wait until you returned.\Ye Hua will also return.\He will surely return...\Even if you are to wait for him...\You should let him rest comfortably.\You can't just keep sitting here.\Master, you're right. response:	Earlier... I promised Ye Hua...
context: But I still managed to wait until you returned.\Ye Hua will also return.\He will surely return...\Even if you are to wait for him...\You should let him rest comfortably.\You can't just keep sitting here.\Master, you're right.\Earlier... I promised Ye Hua... response:	I'd take him back to Qing Qiu and lock him up in my Fox Den.
context: Ye Hua will also return.\He will surely return...\Even if you are to wait for him...\You should let him rest comfortably.\You can't just keep sitting here.\Master, you're right.\Earlier... I promised Ye Hua...\I'd take him back to Qing Qiu and lock him up in my Fox Den. response:	Then he could only look at me.
context: He will surely return...\Even if you are to wait for him...\You should let him rest comfortably.\You can't just keep sitting here.\Master, you're right.\Earlier... I promised Ye Hua...\I'd take him back to Qing Qiu and lock him up in my Fox Den.\Then he could only look at me. response:	I'll take him back to Qing Qiu now.
context: Even if you are to wait for him...\You should let him rest comfortably.\You can't just keep sitting here.\Master, you're right.\Earlier... I promised Ye Hua...\I'd take him back to Qing Qiu and lock him up in my Fox Den.\Then he could only look at me.\I'll take him back to Qing Qiu now. response:	Head back there first.
context: You should let him rest comfortably.\You can't just keep sitting here.\Master, you're right.\Earlier... I promised Ye Hua...\I'd take him back to Qing Qiu and lock him up in my Fox Den.\Then he could only look at me.\I'll take him back to Qing Qiu now.\Head back there first. response:	- What is going on? - Auntie!
context: You can't just keep sitting here.\Master, you're right.\Earlier... I promised Ye Hua...\I'd take him back to Qing Qiu and lock him up in my Fox Den.\Then he could only look at me.\I'll take him back to Qing Qiu now.\Head back there first.\- What is going on? - Auntie! response:	- What should we do now? - Exactly.
context: Master, you're right.\Earlier... I promised Ye Hua...\I'd take him back to Qing Qiu and lock him up in my Fox Den.\Then he could only look at me.\I'll take him back to Qing Qiu now.\Head back there first.\- What is going on? - Auntie!\- What should we do now? - Exactly. response:	This is...
context: Earlier... I promised Ye Hua...\I'd take him back to Qing Qiu and lock him up in my Fox Den.\Then he could only look at me.\I'll take him back to Qing Qiu now.\Head back there first.\- What is going on? - Auntie!\- What should we do now? - Exactly.\This is... response:	Lord Dong Hua...
context: I'd take him back to Qing Qiu and lock him up in my Fox Den.\Then he could only look at me.\I'll take him back to Qing Qiu now.\Head back there first.\- What is going on? - Auntie!\- What should we do now? - Exactly.\This is...\Lord Dong Hua... response:	Go on.
context: Then he could only look at me.\I'll take him back to Qing Qiu now.\Head back there first.\- What is going on? - Auntie!\- What should we do now? - Exactly.\This is...\Lord Dong Hua...\Go on. response:	- What now? - How should we report back?
context: I'll take him back to Qing Qiu now.\Head back there first.\- What is going on? - Auntie!\- What should we do now? - Exactly.\This is...\Lord Dong Hua...\Go on.\- What now? - How should we report back? response:	- How should we report back? - Exactly...
context: Head back there first.\- What is going on? - Auntie!\- What should we do now? - Exactly.\This is...\Lord Dong Hua...\Go on.\- What now? - How should we report back?\- How should we report back? - Exactly... response:	What should we do now?
context: - What is going on? - Auntie!\- What should we do now? - Exactly.\This is...\Lord Dong Hua...\Go on.\- What now? - How should we report back?\- How should we report back? - Exactly...\What should we do now? response:	What are we to do?
context: - What should we do now? - Exactly.\This is...\Lord Dong Hua...\Go on.\- What now? - How should we report back?\- How should we report back? - Exactly...\What should we do now?\What are we to do? response:	Honorable deities, this is the home to generations of Qing Qiu's rulers.
context: This is...\Lord Dong Hua...\Go on.\- What now? - How should we report back?\- How should we report back? - Exactly...\What should we do now?\What are we to do?\Honorable deities, this is the home to generations of Qing Qiu's rulers. response:	Auntie now rules one of Qing Qiu's Five Far Lands as the Queen.
context: Lord Dong Hua...\Go on.\- What now? - How should we report back?\- How should we report back? - Exactly...\What should we do now?\What are we to do?\Honorable deities, this is the home to generations of Qing Qiu's rulers.\Auntie now rules one of Qing Qiu's Five Far Lands as the Queen. response:	Although there aren't as many regulations in Qiu Qing as in the Celestial Palace
context: Go on.\- What now? - How should we report back?\- How should we report back? - Exactly...\What should we do now?\What are we to do?\Honorable deities, this is the home to generations of Qing Qiu's rulers.\Auntie now rules one of Qing Qiu's Five Far Lands as the Queen.\Although there aren't as many regulations in Qiu Qing as in the Celestial Palace response:	the Queen's home is still not to be entered freely.
context: - What now? - How should we report back?\- How should we report back? - Exactly...\What should we do now?\What are we to do?\Honorable deities, this is the home to generations of Qing Qiu's rulers.\Auntie now rules one of Qing Qiu's Five Far Lands as the Queen.\Although there aren't as many regulations in Qiu Qing as in the Celestial Palace\the Queen's home is still not to be entered freely. response:	This is...
context: - How should we report back? - Exactly...\What should we do now?\What are we to do?\Honorable deities, this is the home to generations of Qing Qiu's rulers.\Auntie now rules one of Qing Qiu's Five Far Lands as the Queen.\Although there aren't as many regulations in Qiu Qing as in the Celestial Palace\the Queen's home is still not to be entered freely.\This is... response:	What should we do?
context: What should we do now?\What are we to do?\Honorable deities, this is the home to generations of Qing Qiu's rulers.\Auntie now rules one of Qing Qiu's Five Far Lands as the Queen.\Although there aren't as many regulations in Qiu Qing as in the Celestial Palace\the Queen's home is still not to be entered freely.\This is...\What should we do? response:	What are we to do now?
context: What are we to do?\Honorable deities, this is the home to generations of Qing Qiu's rulers.\Auntie now rules one of Qing Qiu's Five Far Lands as the Queen.\Although there aren't as many regulations in Qiu Qing as in the Celestial Palace\the Queen's home is still not to be entered freely.\This is...\What should we do?\What are we to do now? response:	We do know that Auntie is the Queen of Qing Qiu
context: Honorable deities, this is the home to generations of Qing Qiu's rulers.\Auntie now rules one of Qing Qiu's Five Far Lands as the Queen.\Although there aren't as many regulations in Qiu Qing as in the Celestial Palace\the Queen's home is still not to be entered freely.\This is...\What should we do?\What are we to do now?\We do know that Auntie is the Queen of Qing Qiu response:	and that she is engaged to the Crown Prince.
context: Auntie now rules one of Qing Qiu's Five Far Lands as the Queen.\Although there aren't as many regulations in Qiu Qing as in the Celestial Palace\the Queen's home is still not to be entered freely.\This is...\What should we do?\What are we to do now?\We do know that Auntie is the Queen of Qing Qiu\and that she is engaged to the Crown Prince. response:	However...
context: Although there aren't as many regulations in Qiu Qing as in the Celestial Palace\the Queen's home is still not to be entered freely.\This is...\What should we do?\What are we to do now?\We do know that Auntie is the Queen of Qing Qiu\and that she is engaged to the Crown Prince.\However... response:	The Crown Prince isn't just any immortal.
context: the Queen's home is still not to be entered freely.\This is...\What should we do?\What are we to do now?\We do know that Auntie is the Queen of Qing Qiu\and that she is engaged to the Crown Prince.\However...\The Crown Prince isn't just any immortal. response:	He is also the apparent heir of the Nine Heavens!
context: This is...\What should we do?\What are we to do now?\We do know that Auntie is the Queen of Qing Qiu\and that she is engaged to the Crown Prince.\However...\The Crown Prince isn't just any immortal.\He is also the apparent heir of the Nine Heavens! response:	Now that the Heavenly Lord has sent us to bring him back, and yet Auntie...
context: What should we do?\What are we to do now?\We do know that Auntie is the Queen of Qing Qiu\and that she is engaged to the Crown Prince.\However...\The Crown Prince isn't just any immortal.\He is also the apparent heir of the Nine Heavens!\Now that the Heavenly Lord has sent us to bring him back, and yet Auntie... response:	Little Deity, this really puts us in a dilemma!
context: What are we to do now?\We do know that Auntie is the Queen of Qing Qiu\and that she is engaged to the Crown Prince.\However...\The Crown Prince isn't just any immortal.\He is also the apparent heir of the Nine Heavens!\Now that the Heavenly Lord has sent us to bring him back, and yet Auntie...\Little Deity, this really puts us in a dilemma! response:	- Exactly. - Exactly!
context: We do know that Auntie is the Queen of Qing Qiu\and that she is engaged to the Crown Prince.\However...\The Crown Prince isn't just any immortal.\He is also the apparent heir of the Nine Heavens!\Now that the Heavenly Lord has sent us to bring him back, and yet Auntie...\Little Deity, this really puts us in a dilemma!\- Exactly. - Exactly! response:	Please try to talk Auntie around and hand over His Highness's body to us.
context: and that she is engaged to the Crown Prince.\However...\The Crown Prince isn't just any immortal.\He is also the apparent heir of the Nine Heavens!\Now that the Heavenly Lord has sent us to bring him back, and yet Auntie...\Little Deity, this really puts us in a dilemma!\- Exactly. - Exactly!\Please try to talk Auntie around and hand over His Highness's body to us. response:	When Auntie went in, she already said that no one is to enter.
context: However...\The Crown Prince isn't just any immortal.\He is also the apparent heir of the Nine Heavens!\Now that the Heavenly Lord has sent us to bring him back, and yet Auntie...\Little Deity, this really puts us in a dilemma!\- Exactly. - Exactly!\Please try to talk Auntie around and hand over His Highness's body to us.\When Auntie went in, she already said that no one is to enter. response:	Please leave now.
context: The Crown Prince isn't just any immortal.\He is also the apparent heir of the Nine Heavens!\Now that the Heavenly Lord has sent us to bring him back, and yet Auntie...\Little Deity, this really puts us in a dilemma!\- Exactly. - Exactly!\Please try to talk Auntie around and hand over His Highness's body to us.\When Auntie went in, she already said that no one is to enter.\Please leave now. response:	This is...
context: He is also the apparent heir of the Nine Heavens!\Now that the Heavenly Lord has sent us to bring him back, and yet Auntie...\Little Deity, this really puts us in a dilemma!\- Exactly. - Exactly!\Please try to talk Auntie around and hand over His Highness's body to us.\When Auntie went in, she already said that no one is to enter.\Please leave now.\This is... response:	Indeed...
context: Now that the Heavenly Lord has sent us to bring him back, and yet Auntie...\Little Deity, this really puts us in a dilemma!\- Exactly. - Exactly!\Please try to talk Auntie around and hand over His Highness's body to us.\When Auntie went in, she already said that no one is to enter.\Please leave now.\This is...\Indeed... response:	We can't report back!
context: Little Deity, this really puts us in a dilemma!\- Exactly. - Exactly!\Please try to talk Auntie around and hand over His Highness's body to us.\When Auntie went in, she already said that no one is to enter.\Please leave now.\This is...\Indeed...\We can't report back! response:	It seems that Auntie wouldn't give His Highness to us.
context: - Exactly. - Exactly!\Please try to talk Auntie around and hand over His Highness's body to us.\When Auntie went in, she already said that no one is to enter.\Please leave now.\This is...\Indeed...\We can't report back!\It seems that Auntie wouldn't give His Highness to us. response:	It's already been ten days.
context: Please try to talk Auntie around and hand over His Highness's body to us.\When Auntie went in, she already said that no one is to enter.\Please leave now.\This is...\Indeed...\We can't report back!\It seems that Auntie wouldn't give His Highness to us.\It's already been ten days. response:	I think that we'd better report back to the Celestial Palace.
context: When Auntie went in, she already said that no one is to enter.\Please leave now.\This is...\Indeed...\We can't report back!\It seems that Auntie wouldn't give His Highness to us.\It's already been ten days.\I think that we'd better report back to the Celestial Palace. response:	This...
context: Please leave now.\This is...\Indeed...\We can't report back!\It seems that Auntie wouldn't give His Highness to us.\It's already been ten days.\I think that we'd better report back to the Celestial Palace.\This... response:	Auntie, A-Li is still in the Celestial Palace.
context: This is...\Indeed...\We can't report back!\It seems that Auntie wouldn't give His Highness to us.\It's already been ten days.\I think that we'd better report back to the Celestial Palace.\This...\Auntie, A-Li is still in the Celestial Palace. response:	Should we bring him back to Qing Qiu?
context: Indeed...\We can't report back!\It seems that Auntie wouldn't give His Highness to us.\It's already been ten days.\I think that we'd better report back to the Celestial Palace.\This...\Auntie, A-Li is still in the Celestial Palace.\Should we bring him back to Qing Qiu? response:	Do you not see that I'm looking after Ye Hua?
context: We can't report back!\It seems that Auntie wouldn't give His Highness to us.\It's already been ten days.\I think that we'd better report back to the Celestial Palace.\This...\Auntie, A-Li is still in the Celestial Palace.\Should we bring him back to Qing Qiu?\Do you not see that I'm looking after Ye Hua? response:	I don't know how to talk you out of this.
context: It seems that Auntie wouldn't give His Highness to us.\It's already been ten days.\I think that we'd better report back to the Celestial Palace.\This...\Auntie, A-Li is still in the Celestial Palace.\Should we bring him back to Qing Qiu?\Do you not see that I'm looking after Ye Hua?\I don't know how to talk you out of this. response:	High God.
context: It's already been ten days.\I think that we'd better report back to the Celestial Palace.\This...\Auntie, A-Li is still in the Celestial Palace.\Should we bring him back to Qing Qiu?\Do you not see that I'm looking after Ye Hua?\I don't know how to talk you out of this.\High God. response:	Auntie has been behaving like this all day and night.
context: I think that we'd better report back to the Celestial Palace.\This...\Auntie, A-Li is still in the Celestial Palace.\Should we bring him back to Qing Qiu?\Do you not see that I'm looking after Ye Hua?\I don't know how to talk you out of this.\High God.\Auntie has been behaving like this all day and night. response:	What if she wears herself out?
context: This...\Auntie, A-Li is still in the Celestial Palace.\Should we bring him back to Qing Qiu?\Do you not see that I'm looking after Ye Hua?\I don't know how to talk you out of this.\High God.\Auntie has been behaving like this all day and night.\What if she wears herself out? response:	I'll write you a prescription.
context: Auntie, A-Li is still in the Celestial Palace.\Should we bring him back to Qing Qiu?\Do you not see that I'm looking after Ye Hua?\I don't know how to talk you out of this.\High God.\Auntie has been behaving like this all day and night.\What if she wears herself out?\I'll write you a prescription. response:	Make the decoction and trick her into taking it
context: Should we bring him back to Qing Qiu?\Do you not see that I'm looking after Ye Hua?\I don't know how to talk you out of this.\High God.\Auntie has been behaving like this all day and night.\What if she wears herself out?\I'll write you a prescription.\Make the decoction and trick her into taking it response:	so that she could get some sleep first.
context: Do you not see that I'm looking after Ye Hua?\I don't know how to talk you out of this.\High God.\Auntie has been behaving like this all day and night.\What if she wears herself out?\I'll write you a prescription.\Make the decoction and trick her into taking it\so that she could get some sleep first. response:	I'll get it done right away.
context: I don't know how to talk you out of this.\High God.\Auntie has been behaving like this all day and night.\What if she wears herself out?\I'll write you a prescription.\Make the decoction and trick her into taking it\so that she could get some sleep first.\I'll get it done right away. response:	Su Jin.
context: High God.\Auntie has been behaving like this all day and night.\What if she wears herself out?\I'll write you a prescription.\Make the decoction and trick her into taking it\so that she could get some sleep first.\I'll get it done right away.\Su Jin. response:	As the guardian maid of the bell
context: Auntie has been behaving like this all day and night.\What if she wears herself out?\I'll write you a prescription.\Make the decoction and trick her into taking it\so that she could get some sleep first.\I'll get it done right away.\Su Jin.\As the guardian maid of the bell response:	you've failed in your duty to alert the Celestial Palace in time.
context: What if she wears herself out?\I'll write you a prescription.\Make the decoction and trick her into taking it\so that she could get some sleep first.\I'll get it done right away.\Su Jin.\As the guardian maid of the bell\you've failed in your duty to alert the Celestial Palace in time. response:	Ye Hua had no choice but to take on Qing Cang alone.
context: I'll write you a prescription.\Make the decoction and trick her into taking it\so that she could get some sleep first.\I'll get it done right away.\Su Jin.\As the guardian maid of the bell\you've failed in your duty to alert the Celestial Palace in time.\Ye Hua had no choice but to take on Qing Cang alone. response:	And he sacrificed his spirit to seal the Bell of East Emperor!
context: Make the decoction and trick her into taking it\so that she could get some sleep first.\I'll get it done right away.\Su Jin.\As the guardian maid of the bell\you've failed in your duty to alert the Celestial Palace in time.\Ye Hua had no choice but to take on Qing Cang alone.\And he sacrificed his spirit to seal the Bell of East Emperor! response:	Do you know what you have done?
context: so that she could get some sleep first.\I'll get it done right away.\Su Jin.\As the guardian maid of the bell\you've failed in your duty to alert the Celestial Palace in time.\Ye Hua had no choice but to take on Qing Cang alone.\And he sacrificed his spirit to seal the Bell of East Emperor!\Do you know what you have done? response:	I didn't want to cause them any trouble.
context: I'll get it done right away.\Su Jin.\As the guardian maid of the bell\you've failed in your duty to alert the Celestial Palace in time.\Ye Hua had no choice but to take on Qing Cang alone.\And he sacrificed his spirit to seal the Bell of East Emperor!\Do you know what you have done?\I didn't want to cause them any trouble. response:	My cultivation isn't of much use anyway.
