context: Beer! Get your beer! response:	Alright, it's that time of year!
context: but will members of the same guild be able to fight each other?\I don't think they'd have a problem with it...\But it's not really fair, is it?\For example, if one member from each team competes in an event,\it's like only Fairy Tail gets to fight as a pair, right?\You're saying that out of over 100 teams,\the two winning Fairy Tail teams have an advantage, yes?\That is an advantage to them-mabo. response:	Mabo?
context: I don't think they'd have a problem with it...\But it's not really fair, is it?\For example, if one member from each team competes in an event,\it's like only Fairy Tail gets to fight as a pair, right?\You're saying that out of over 100 teams,\the two winning Fairy Tail teams have an advantage, yes?\That is an advantage to them-mabo.\Mabo? response:	I see! That's how there were so many teams participating.
context: But it's not really fair, is it?\For example, if one member from each team competes in an event,\it's like only Fairy Tail gets to fight as a pair, right?\You're saying that out of over 100 teams,\the two winning Fairy Tail teams have an advantage, yes?\That is an advantage to them-mabo.\Mabo?\I see! That's how there were so many teams participating. response:	Gimme a break!
context: For example, if one member from each team competes in an event,\it's like only Fairy Tail gets to fight as a pair, right?\You're saying that out of over 100 teams,\the two winning Fairy Tail teams have an advantage, yes?\That is an advantage to them-mabo.\Mabo?\I see! That's how there were so many teams participating.\Gimme a break! response:	We may be in the same guild, but I go all out in a showdown an' show no mercy!
context: it's like only Fairy Tail gets to fight as a pair, right?\You're saying that out of over 100 teams,\the two winning Fairy Tail teams have an advantage, yes?\That is an advantage to them-mabo.\Mabo?\I see! That's how there were so many teams participating.\Gimme a break!\We may be in the same guild, but I go all out in a showdown an' show no mercy! response:	You guys are competing as another team, so you're the enemy!
context: You're saying that out of over 100 teams,\the two winning Fairy Tail teams have an advantage, yes?\That is an advantage to them-mabo.\Mabo?\I see! That's how there were so many teams participating.\Gimme a break!\We may be in the same guild, but I go all out in a showdown an' show no mercy!\You guys are competing as another team, so you're the enemy! response:	I ain't gonna lose against you bastards!
context: the two winning Fairy Tail teams have an advantage, yes?\That is an advantage to them-mabo.\Mabo?\I see! That's how there were so many teams participating.\Gimme a break!\We may be in the same guild, but I go all out in a showdown an' show no mercy!\You guys are competing as another team, so you're the enemy!\I ain't gonna lose against you bastards! response:	You took the words right out of my mouth...
context: That is an advantage to them-mabo.\Mabo?\I see! That's how there were so many teams participating.\Gimme a break!\We may be in the same guild, but I go all out in a showdown an' show no mercy!\You guys are competing as another team, so you're the enemy!\I ain't gonna lose against you bastards!\You took the words right out of my mouth... response:	Gajeel's gotten a lot stronger.
context: Mabo?\I see! That's how there were so many teams participating.\Gimme a break!\We may be in the same guild, but I go all out in a showdown an' show no mercy!\You guys are competing as another team, so you're the enemy!\I ain't gonna lose against you bastards!\You took the words right out of my mouth...\Gajeel's gotten a lot stronger. response:	Not strong enough to beat Natsu!
context: I see! That's how there were so many teams participating.\Gimme a break!\We may be in the same guild, but I go all out in a showdown an' show no mercy!\You guys are competing as another team, so you're the enemy!\I ain't gonna lose against you bastards!\You took the words right out of my mouth...\Gajeel's gotten a lot stronger.\Not strong enough to beat Natsu! response:	At any rate, B team looks totally tough!
context: Gimme a break!\We may be in the same guild, but I go all out in a showdown an' show no mercy!\You guys are competing as another team, so you're the enemy!\I ain't gonna lose against you bastards!\You took the words right out of my mouth...\Gajeel's gotten a lot stronger.\Not strong enough to beat Natsu!\At any rate, B team looks totally tough! response:	Let's all do our best, right, Elfman?
context: We may be in the same guild, but I go all out in a showdown an' show no mercy!\You guys are competing as another team, so you're the enemy!\I ain't gonna lose against you bastards!\You took the words right out of my mouth...\Gajeel's gotten a lot stronger.\Not strong enough to beat Natsu!\At any rate, B team looks totally tough!\Let's all do our best, right, Elfman? response:	Nee-chan...
context: You guys are competing as another team, so you're the enemy!\I ain't gonna lose against you bastards!\You took the words right out of my mouth...\Gajeel's gotten a lot stronger.\Not strong enough to beat Natsu!\At any rate, B team looks totally tough!\Let's all do our best, right, Elfman?\Nee-chan... response:	Jella... Mystogan... You...
context: I ain't gonna lose against you bastards!\You took the words right out of my mouth...\Gajeel's gotten a lot stronger.\Not strong enough to beat Natsu!\At any rate, B team looks totally tough!\Let's all do our best, right, Elfman?\Nee-chan...\Jella... Mystogan... You... response:	You've got a very understanding master.
context: You took the words right out of my mouth...\Gajeel's gotten a lot stronger.\Not strong enough to beat Natsu!\At any rate, B team looks totally tough!\Let's all do our best, right, Elfman?\Nee-chan...\Jella... Mystogan... You...\You've got a very understanding master. response:	When I explained the circumstances to him, he consented readily.
context: Gajeel's gotten a lot stronger.\Not strong enough to beat Natsu!\At any rate, B team looks totally tough!\Let's all do our best, right, Elfman?\Nee-chan...\Jella... Mystogan... You...\You've got a very understanding master.\When I explained the circumstances to him, he consented readily. response:	You said you wouldn't come near the venue.
context: Not strong enough to beat Natsu!\At any rate, B team looks totally tough!\Let's all do our best, right, Elfman?\Nee-chan...\Jella... Mystogan... You...\You've got a very understanding master.\When I explained the circumstances to him, he consented readily.\You said you wouldn't come near the venue. response:	At the time, I hadn't yet thought of this method.
context: At any rate, B team looks totally tough!\Let's all do our best, right, Elfman?\Nee-chan...\Jella... Mystogan... You...\You've got a very understanding master.\When I explained the circumstances to him, he consented readily.\You said you wouldn't come near the venue.\At the time, I hadn't yet thought of this method. response:	It's an infraction of the rules. You're not a member of our guild.
context: Let's all do our best, right, Elfman?\Nee-chan...\Jella... Mystogan... You...\You've got a very understanding master.\When I explained the circumstances to him, he consented readily.\You said you wouldn't come near the venue.\At the time, I hadn't yet thought of this method.\It's an infraction of the rules. You're not a member of our guild. response:	Though I've heard that Mystogan and I are the same person in a sense...
context: Nee-chan...\Jella... Mystogan... You...\You've got a very understanding master.\When I explained the circumstances to him, he consented readily.\You said you wouldn't come near the venue.\At the time, I hadn't yet thought of this method.\It's an infraction of the rules. You're not a member of our guild.\Though I've heard that Mystogan and I are the same person in a sense... response:	Oh, don't get so huffy about it.
context: Jella... Mystogan... You...\You've got a very understanding master.\When I explained the circumstances to him, he consented readily.\You said you wouldn't come near the venue.\At the time, I hadn't yet thought of this method.\It's an infraction of the rules. You're not a member of our guild.\Though I've heard that Mystogan and I are the same person in a sense...\Oh, don't get so huffy about it. response:	This is a festival, right, Mystogan?
context: You've got a very understanding master.\When I explained the circumstances to him, he consented readily.\You said you wouldn't come near the venue.\At the time, I hadn't yet thought of this method.\It's an infraction of the rules. You're not a member of our guild.\Though I've heard that Mystogan and I are the same person in a sense...\Oh, don't get so huffy about it.\This is a festival, right, Mystogan? response:	That's right, Erza.
context: When I explained the circumstances to him, he consented readily.\You said you wouldn't come near the venue.\At the time, I hadn't yet thought of this method.\It's an infraction of the rules. You're not a member of our guild.\Though I've heard that Mystogan and I are the same person in a sense...\Oh, don't get so huffy about it.\This is a festival, right, Mystogan?\That's right, Erza. response:	But one thing, Mystogan...
context: You said you wouldn't come near the venue.\At the time, I hadn't yet thought of this method.\It's an infraction of the rules. You're not a member of our guild.\Though I've heard that Mystogan and I are the same person in a sense...\Oh, don't get so huffy about it.\This is a festival, right, Mystogan?\That's right, Erza.\But one thing, Mystogan... response:	Mystogan is just a little more tight-lipped.
context: At the time, I hadn't yet thought of this method.\It's an infraction of the rules. You're not a member of our guild.\Though I've heard that Mystogan and I are the same person in a sense...\Oh, don't get so huffy about it.\This is a festival, right, Mystogan?\That's right, Erza.\But one thing, Mystogan...\Mystogan is just a little more tight-lipped. response:	Be careful.
context: It's an infraction of the rules. You're not a member of our guild.\Though I've heard that Mystogan and I are the same person in a sense...\Oh, don't get so huffy about it.\This is a festival, right, Mystogan?\That's right, Erza.\But one thing, Mystogan...\Mystogan is just a little more tight-lipped.\Be careful. response:	Understood.
context: Though I've heard that Mystogan and I are the same person in a sense...\Oh, don't get so huffy about it.\This is a festival, right, Mystogan?\That's right, Erza.\But one thing, Mystogan...\Mystogan is just a little more tight-lipped.\Be careful.\Understood. response:	That masked person isn't a member of the guild, is he?
context: Oh, don't get so huffy about it.\This is a festival, right, Mystogan?\That's right, Erza.\But one thing, Mystogan...\Mystogan is just a little more tight-lipped.\Be careful.\Understood.\That masked person isn't a member of the guild, is he? response:	I'm sorry! I'm sorry! I'm sorry!
context: This is a festival, right, Mystogan?\That's right, Erza.\But one thing, Mystogan...\Mystogan is just a little more tight-lipped.\Be careful.\Understood.\That masked person isn't a member of the guild, is he?\I'm sorry! I'm sorry! I'm sorry! response:	I told you not to do it.
context: That's right, Erza.\But one thing, Mystogan...\Mystogan is just a little more tight-lipped.\Be careful.\Understood.\That masked person isn't a member of the guild, is he?\I'm sorry! I'm sorry! I'm sorry!\I told you not to do it. response:	I tried to stop him.
context: But one thing, Mystogan...\Mystogan is just a little more tight-lipped.\Be careful.\Understood.\That masked person isn't a member of the guild, is he?\I'm sorry! I'm sorry! I'm sorry!\I told you not to do it.\I tried to stop him. response:	But he's not evil.
context: Mystogan is just a little more tight-lipped.\Be careful.\Understood.\That masked person isn't a member of the guild, is he?\I'm sorry! I'm sorry! I'm sorry!\I told you not to do it.\I tried to stop him.\But he's not evil. response:	Strangely enough, I sense that he has the same heart as those who bear the insignia of our guild.
context: Be careful.\Understood.\That masked person isn't a member of the guild, is he?\I'm sorry! I'm sorry! I'm sorry!\I told you not to do it.\I tried to stop him.\But he's not evil.\Strangely enough, I sense that he has the same heart as those who bear the insignia of our guild. response:	It's a long story, but in a sense, you could say he is a member of our guild.
context: Understood.\That masked person isn't a member of the guild, is he?\I'm sorry! I'm sorry! I'm sorry!\I told you not to do it.\I tried to stop him.\But he's not evil.\Strangely enough, I sense that he has the same heart as those who bear the insignia of our guild.\It's a long story, but in a sense, you could say he is a member of our guild. response:	I see. So that's this world's Jellal.
context: That masked person isn't a member of the guild, is he?\I'm sorry! I'm sorry! I'm sorry!\I told you not to do it.\I tried to stop him.\But he's not evil.\Strangely enough, I sense that he has the same heart as those who bear the insignia of our guild.\It's a long story, but in a sense, you could say he is a member of our guild.\I see. So that's this world's Jellal. response:	The prince...
context: I'm sorry! I'm sorry! I'm sorry!\I told you not to do it.\I tried to stop him.\But he's not evil.\Strangely enough, I sense that he has the same heart as those who bear the insignia of our guild.\It's a long story, but in a sense, you could say he is a member of our guild.\I see. So that's this world's Jellal.\The prince... response:	Is he strong?
context: I told you not to do it.\I tried to stop him.\But he's not evil.\Strangely enough, I sense that he has the same heart as those who bear the insignia of our guild.\It's a long story, but in a sense, you could say he is a member of our guild.\I see. So that's this world's Jellal.\The prince...\Is he strong? response:	Oh, sure. He was formerly counted as one of the 10 Great Wizard Saints.
context: I tried to stop him.\But he's not evil.\Strangely enough, I sense that he has the same heart as those who bear the insignia of our guild.\It's a long story, but in a sense, you could say he is a member of our guild.\I see. So that's this world's Jellal.\The prince...\Is he strong?\Oh, sure. He was formerly counted as one of the 10 Great Wizard Saints. response:	I approve.
context: But he's not evil.\Strangely enough, I sense that he has the same heart as those who bear the insignia of our guild.\It's a long story, but in a sense, you could say he is a member of our guild.\I see. So that's this world's Jellal.\The prince...\Is he strong?\Oh, sure. He was formerly counted as one of the 10 Great Wizard Saints.\I approve. response:	So that Fairy Tail wins!
context: Strangely enough, I sense that he has the same heart as those who bear the insignia of our guild.\It's a long story, but in a sense, you could say he is a member of our guild.\I see. So that's this world's Jellal.\The prince...\Is he strong?\Oh, sure. He was formerly counted as one of the 10 Great Wizard Saints.\I approve.\So that Fairy Tail wins! response:	That's the first master for you...
context: It's a long story, but in a sense, you could say he is a member of our guild.\I see. So that's this world's Jellal.\The prince...\Is he strong?\Oh, sure. He was formerly counted as one of the 10 Great Wizard Saints.\I approve.\So that Fairy Tail wins!\That's the first master for you... response:	Even if the logic is twisted, she doesn't care...
context: I see. So that's this world's Jellal.\The prince...\Is he strong?\Oh, sure. He was formerly counted as one of the 10 Great Wizard Saints.\I approve.\So that Fairy Tail wins!\That's the first master for you...\Even if the logic is twisted, she doesn't care... response:	That's our guild in a nutshell.
context: The prince...\Is he strong?\Oh, sure. He was formerly counted as one of the 10 Great Wizard Saints.\I approve.\So that Fairy Tail wins!\That's the first master for you...\Even if the logic is twisted, she doesn't care...\That's our guild in a nutshell. response:	So, have you noticed anything?
context: Is he strong?\Oh, sure. He was formerly counted as one of the 10 Great Wizard Saints.\I approve.\So that Fairy Tail wins!\That's the first master for you...\Even if the logic is twisted, she doesn't care...\That's our guild in a nutshell.\So, have you noticed anything? response:	Other than Raven Tail being suspicious, nothing especially.
context: Oh, sure. He was formerly counted as one of the 10 Great Wizard Saints.\I approve.\So that Fairy Tail wins!\That's the first master for you...\Even if the logic is twisted, she doesn't care...\That's our guild in a nutshell.\So, have you noticed anything?\Other than Raven Tail being suspicious, nothing especially. response:	That guild is making its debut here, right?
context: I approve.\So that Fairy Tail wins!\That's the first master for you...\Even if the logic is twisted, she doesn't care...\That's our guild in a nutshell.\So, have you noticed anything?\Other than Raven Tail being suspicious, nothing especially.\That guild is making its debut here, right? response:	They don't mesh with the magic power I sense every year.
context: So that Fairy Tail wins!\That's the first master for you...\Even if the logic is twisted, she doesn't care...\That's our guild in a nutshell.\So, have you noticed anything?\Other than Raven Tail being suspicious, nothing especially.\That guild is making its debut here, right?\They don't mesh with the magic power I sense every year. response:	How about you? Do you sense that magic power or whatever now?
context: That's the first master for you...\Even if the logic is twisted, she doesn't care...\That's our guild in a nutshell.\So, have you noticed anything?\Other than Raven Tail being suspicious, nothing especially.\That guild is making its debut here, right?\They don't mesh with the magic power I sense every year.\How about you? Do you sense that magic power or whatever now? response:	No. Not yet.
context: Even if the logic is twisted, she doesn't care...\That's our guild in a nutshell.\So, have you noticed anything?\Other than Raven Tail being suspicious, nothing especially.\That guild is making its debut here, right?\They don't mesh with the magic power I sense every year.\How about you? Do you sense that magic power or whatever now?\No. Not yet. response:	Gajeel-chan...
context: That's our guild in a nutshell.\So, have you noticed anything?\Other than Raven Tail being suspicious, nothing especially.\That guild is making its debut here, right?\They don't mesh with the magic power I sense every year.\How about you? Do you sense that magic power or whatever now?\No. Not yet.\Gajeel-chan... response:	Alright, we've just got one more team left to introduce!
context: So, have you noticed anything?\Other than Raven Tail being suspicious, nothing especially.\That guild is making its debut here, right?\They don't mesh with the magic power I sense every year.\How about you? Do you sense that magic power or whatever now?\No. Not yet.\Gajeel-chan...\Alright, we've just got one more team left to introduce! response:	That's right, you know who it is!
context: Other than Raven Tail being suspicious, nothing especially.\That guild is making its debut here, right?\They don't mesh with the magic power I sense every year.\How about you? Do you sense that magic power or whatever now?\No. Not yet.\Gajeel-chan...\Alright, we've just got one more team left to introduce!\That's right, you know who it is! response:	They're the strongest, invincible, indisputable champions!
context: That guild is making its debut here, right?\They don't mesh with the magic power I sense every year.\How about you? Do you sense that magic power or whatever now?\No. Not yet.\Gajeel-chan...\Alright, we've just got one more team left to introduce!\That's right, you know who it is!\They're the strongest, invincible, indisputable champions! response:	Sabertooth!
context: They don't mesh with the magic power I sense every year.\How about you? Do you sense that magic power or whatever now?\No. Not yet.\Gajeel-chan...\Alright, we've just got one more team left to introduce!\That's right, you know who it is!\They're the strongest, invincible, indisputable champions!\Sabertooth! response:	So here you are, huh?
context: How about you? Do you sense that magic power or whatever now?\No. Not yet.\Gajeel-chan...\Alright, we've just got one more team left to introduce!\That's right, you know who it is!\They're the strongest, invincible, indisputable champions!\Sabertooth!\So here you are, huh? response:	Let's have a good time, Natsu-san!
context: No. Not yet.\Gajeel-chan...\Alright, we've just got one more team left to introduce!\That's right, you know who it is!\They're the strongest, invincible, indisputable champions!\Sabertooth!\So here you are, huh?\Let's have a good time, Natsu-san! response:	Who the hell are you starin' at?!
context: Gajeel-chan...\Alright, we've just got one more team left to introduce!\That's right, you know who it is!\They're the strongest, invincible, indisputable champions!\Sabertooth!\So here you are, huh?\Let's have a good time, Natsu-san!\Who the hell are you starin' at?! response:	Gajeel...
context: Alright, we've just got one more team left to introduce!\That's right, you know who it is!\They're the strongest, invincible, indisputable champions!\Sabertooth!\So here you are, huh?\Let's have a good time, Natsu-san!\Who the hell are you starin' at?!\Gajeel... response:	So that's Fiore's strongest guild?
context: That's right, you know who it is!\They're the strongest, invincible, indisputable champions!\Sabertooth!\So here you are, huh?\Let's have a good time, Natsu-san!\Who the hell are you starin' at?!\Gajeel...\So that's Fiore's strongest guild? response:	Good luck, Sting-kun!
context: They're the strongest, invincible, indisputable champions!\Sabertooth!\So here you are, huh?\Let's have a good time, Natsu-san!\Who the hell are you starin' at?!\Gajeel...\So that's Fiore's strongest guild?\Good luck, Sting-kun! response:	Fro is cheering you on, too!
context: Sabertooth!\So here you are, huh?\Let's have a good time, Natsu-san!\Who the hell are you starin' at?!\Gajeel...\So that's Fiore's strongest guild?\Good luck, Sting-kun!\Fro is cheering you on, too! response:	Are those Exceeds in the stands?!
context: So here you are, huh?\Let's have a good time, Natsu-san!\Who the hell are you starin' at?!\Gajeel...\So that's Fiore's strongest guild?\Good luck, Sting-kun!\Fro is cheering you on, too!\Are those Exceeds in the stands?! response:	Don't you lose, Natsu!
context: Let's have a good time, Natsu-san!\Who the hell are you starin' at?!\Gajeel...\So that's Fiore's strongest guild?\Good luck, Sting-kun!\Fro is cheering you on, too!\Are those Exceeds in the stands?!\Don't you lose, Natsu! response:	Gajeel, do your best!
context: Who the hell are you starin' at?!\Gajeel...\So that's Fiore's strongest guild?\Good luck, Sting-kun!\Fro is cheering you on, too!\Are those Exceeds in the stands?!\Don't you lose, Natsu!\Gajeel, do your best! response:	And now, all of the teams are here,
context: Gajeel...\So that's Fiore's strongest guild?\Good luck, Sting-kun!\Fro is cheering you on, too!\Are those Exceeds in the stands?!\Don't you lose, Natsu!\Gajeel, do your best!\And now, all of the teams are here, response:	but what are your impressions, Yajima-san?
context: So that's Fiore's strongest guild?\Good luck, Sting-kun!\Fro is cheering you on, too!\Are those Exceeds in the stands?!\Don't you lose, Natsu!\Gajeel, do your best!\And now, all of the teams are here,\but what are your impressions, Yajima-san? response:	I envy their youth!
context: Good luck, Sting-kun!\Fro is cheering you on, too!\Are those Exceeds in the stands?!\Don't you lose, Natsu!\Gajeel, do your best!\And now, all of the teams are here,\but what are your impressions, Yajima-san?\I envy their youth! response:	That's not really what I meant...
context: Fro is cheering you on, too!\Are those Exceeds in the stands?!\Don't you lose, Natsu!\Gajeel, do your best!\And now, all of the teams are here,\but what are your impressions, Yajima-san?\I envy their youth!\That's not really what I meant... response:	Okay, everyone, you've waited long enough.
context: Are those Exceeds in the stands?!\Don't you lose, Natsu!\Gajeel, do your best!\And now, all of the teams are here,\but what are your impressions, Yajima-san?\I envy their youth!\That's not really what I meant...\Okay, everyone, you've waited long enough. response:	I'm going to announce the program of the Grand Magic Games!
context: Don't you lose, Natsu!\Gajeel, do your best!\And now, all of the teams are here,\but what are your impressions, Yajima-san?\I envy their youth!\That's not really what I meant...\Okay, everyone, you've waited long enough.\I'm going to announce the program of the Grand Magic Games! response:	So there's a competition and battle every day?
context: Gajeel, do your best!\And now, all of the teams are here,\but what are your impressions, Yajima-san?\I envy their youth!\That's not really what I meant...\Okay, everyone, you've waited long enough.\I'm going to announce the program of the Grand Magic Games!\So there's a competition and battle every day? response:	Battle, huh?
context: And now, all of the teams are here,\but what are your impressions, Yajima-san?\I envy their youth!\That's not really what I meant...\Okay, everyone, you've waited long enough.\I'm going to announce the program of the Grand Magic Games!\So there's a competition and battle every day?\Battle, huh? response:	Starting with the competition,
context: but what are your impressions, Yajima-san?\I envy their youth!\That's not really what I meant...\Okay, everyone, you've waited long enough.\I'm going to announce the program of the Grand Magic Games!\So there's a competition and battle every day?\Battle, huh?\Starting with the competition, response:	points have already been divided among the teams,
context: I envy their youth!\That's not really what I meant...\Okay, everyone, you've waited long enough.\I'm going to announce the program of the Grand Magic Games!\So there's a competition and battle every day?\Battle, huh?\Starting with the competition,\points have already been divided among the teams, response:	according to their ranking in the elimination round, from first to eighth.
context: That's not really what I meant...\Okay, everyone, you've waited long enough.\I'm going to announce the program of the Grand Magic Games!\So there's a competition and battle every day?\Battle, huh?\Starting with the competition,\points have already been divided among the teams,\according to their ranking in the elimination round, from first to eighth. response:	Now for the competition part, each team can select one of their members to take part.
context: Okay, everyone, you've waited long enough.\I'm going to announce the program of the Grand Magic Games!\So there's a competition and battle every day?\Battle, huh?\Starting with the competition,\points have already been divided among the teams,\according to their ranking in the elimination round, from first to eighth.\Now for the competition part, each team can select one of their members to take part. response:	And for the battle part,
context: I'm going to announce the program of the Grand Magic Games!\So there's a competition and battle every day?\Battle, huh?\Starting with the competition,\points have already been divided among the teams,\according to their ranking in the elimination round, from first to eighth.\Now for the competition part, each team can select one of their members to take part.\And for the battle part, response:	the results of fan votes will be taken into consideration
context: So there's a competition and battle every day?\Battle, huh?\Starting with the competition,\points have already been divided among the teams,\according to their ranking in the elimination round, from first to eighth.\Now for the competition part, each team can select one of their members to take part.\And for the battle part,\the results of fan votes will be taken into consideration response:	when the sponsors make the pairings.
context: Battle, huh?\Starting with the competition,\points have already been divided among the teams,\according to their ranking in the elimination round, from first to eighth.\Now for the competition part, each team can select one of their members to take part.\And for the battle part,\the results of fan votes will be taken into consideration\when the sponsors make the pairings. response:	What?!
context: Starting with the competition,\points have already been divided among the teams,\according to their ranking in the elimination round, from first to eighth.\Now for the competition part, each team can select one of their members to take part.\And for the battle part,\the results of fan votes will be taken into consideration\when the sponsors make the pairings.\What?! response:	They can decide on the match-ups however they want?!
context: points have already been divided among the teams,\according to their ranking in the elimination round, from first to eighth.\Now for the competition part, each team can select one of their members to take part.\And for the battle part,\the results of fan votes will be taken into consideration\when the sponsors make the pairings.\What?!\They can decide on the match-ups however they want?! response:	In other words...
context: according to their ranking in the elimination round, from first to eighth.\Now for the competition part, each team can select one of their members to take part.\And for the battle part,\the results of fan votes will be taken into consideration\when the sponsors make the pairings.\What?!\They can decide on the match-ups however they want?!\In other words... response:	then be forced into battle.
context: Now for the competition part, each team can select one of their members to take part.\And for the battle part,\the results of fan votes will be taken into consideration\when the sponsors make the pairings.\What?!\They can decide on the match-ups however they want?!\In other words...\then be forced into battle. response:	The rules for the battle part are simple.
context: And for the battle part,\the results of fan votes will be taken into consideration\when the sponsors make the pairings.\What?!\They can decide on the match-ups however they want?!\In other words...\then be forced into battle.\The rules for the battle part are simple. response:	As you can see, the teams face off against each other,
context: the results of fan votes will be taken into consideration\when the sponsors make the pairings.\What?!\They can decide on the match-ups however they want?!\In other words...\then be forced into battle.\The rules for the battle part are simple.\As you can see, the teams face off against each other, response:	with the winning team receiving ten points
context: when the sponsors make the pairings.\What?!\They can decide on the match-ups however they want?!\In other words...\then be forced into battle.\The rules for the battle part are simple.\As you can see, the teams face off against each other,\with the winning team receiving ten points response:	and the losing team getting zero points.
context: What?!\They can decide on the match-ups however they want?!\In other words...\then be forced into battle.\The rules for the battle part are simple.\As you can see, the teams face off against each other,\with the winning team receiving ten points\and the losing team getting zero points. response:	In the case of a tie, both teams will receive five points.
context: They can decide on the match-ups however they want?!\In other words...\then be forced into battle.\The rules for the battle part are simple.\As you can see, the teams face off against each other,\with the winning team receiving ten points\and the losing team getting zero points.\In the case of a tie, both teams will receive five points. response:	And now, the Grand Magic Games' opening game!
context: In other words...\then be forced into battle.\The rules for the battle part are simple.\As you can see, the teams face off against each other,\with the winning team receiving ten points\and the losing team getting zero points.\In the case of a tie, both teams will receive five points.\And now, the Grand Magic Games' opening game! response:	Let's begin Hidden!
context: then be forced into battle.\The rules for the battle part are simple.\As you can see, the teams face off against each other,\with the winning team receiving ten points\and the losing team getting zero points.\In the case of a tie, both teams will receive five points.\And now, the Grand Magic Games' opening game!\Let's begin Hidden! response:	Hidden...?
context: The rules for the battle part are simple.\As you can see, the teams face off against each other,\with the winning team receiving ten points\and the losing team getting zero points.\In the case of a tie, both teams will receive five points.\And now, the Grand Magic Games' opening game!\Let's begin Hidden!\Hidden...? response:	What kind of a game is that?!
context: As you can see, the teams face off against each other,\with the winning team receiving ten points\and the losing team getting zero points.\In the case of a tie, both teams will receive five points.\And now, the Grand Magic Games' opening game!\Let's begin Hidden!\Hidden...?\What kind of a game is that?! response:	One person from each team will compete.
context: with the winning team receiving ten points\and the losing team getting zero points.\In the case of a tie, both teams will receive five points.\And now, the Grand Magic Games' opening game!\Let's begin Hidden!\Hidden...?\What kind of a game is that?!\One person from each team will compete. response:	I'll explain the rules of the game after all of the players are on the field.
context: and the losing team getting zero points.\In the case of a tie, both teams will receive five points.\And now, the Grand Magic Games' opening game!\Let's begin Hidden!\Hidden...?\What kind of a game is that?!\One person from each team will compete.\I'll explain the rules of the game after all of the players are on the field. response:	Leave this one to me!
context: In the case of a tie, both teams will receive five points.\And now, the Grand Magic Games' opening game!\Let's begin Hidden!\Hidden...?\What kind of a game is that?!\One person from each team will compete.\I'll explain the rules of the game after all of the players are on the field.\Leave this one to me! response:	Never forget! Your soul is always...
context: And now, the Grand Magic Games' opening game!\Let's begin Hidden!\Hidden...?\What kind of a game is that?!\One person from each team will compete.\I'll explain the rules of the game after all of the players are on the field.\Leave this one to me!\Never forget! Your soul is always... response:	Wild Four!
context: Let's begin Hidden!\Hidden...?\What kind of a game is that?!\One person from each team will compete.\I'll explain the rules of the game after all of the players are on the field.\Leave this one to me!\Never forget! Your soul is always...\Wild Four! response:	The first person to step up is Quatro Cerberus's Yeager!
context: Hidden...?\What kind of a game is that?!\One person from each team will compete.\I'll explain the rules of the game after all of the players are on the field.\Leave this one to me!\Never forget! Your soul is always...\Wild Four!\The first person to step up is Quatro Cerberus's Yeager! response:	Let me check out the first one!
context: What kind of a game is that?!\One person from each team will compete.\I'll explain the rules of the game after all of the players are on the field.\Leave this one to me!\Never forget! Your soul is always...\Wild Four!\The first person to step up is Quatro Cerberus's Yeager!\Let me check out the first one! response:	You have permission.
context: One person from each team will compete.\I'll explain the rules of the game after all of the players are on the field.\Leave this one to me!\Never forget! Your soul is always...\Wild Four!\The first person to step up is Quatro Cerberus's Yeager!\Let me check out the first one!\You have permission. response:	From Mermaid Heel, Beth Vanderwood!
context: I'll explain the rules of the game after all of the players are on the field.\Leave this one to me!\Never forget! Your soul is always...\Wild Four!\The first person to step up is Quatro Cerberus's Yeager!\Let me check out the first one!\You have permission.\From Mermaid Heel, Beth Vanderwood! response:	Nalpudding, you go.
context: Leave this one to me!\Never forget! Your soul is always...\Wild Four!\The first person to step up is Quatro Cerberus's Yeager!\Let me check out the first one!\You have permission.\From Mermaid Heel, Beth Vanderwood!\Nalpudding, you go. response:	Sure thing.
context: Never forget! Your soul is always...\Wild Four!\The first person to step up is Quatro Cerberus's Yeager!\Let me check out the first one!\You have permission.\From Mermaid Heel, Beth Vanderwood!\Nalpudding, you go.\Sure thing. response:	From Raven Tail, Nalpudding!
context: Wild Four!\The first person to step up is Quatro Cerberus's Yeager!\Let me check out the first one!\You have permission.\From Mermaid Heel, Beth Vanderwood!\Nalpudding, you go.\Sure thing.\From Raven Tail, Nalpudding! response:	I'll do this one.
context: The first person to step up is Quatro Cerberus's Yeager!\Let me check out the first one!\You have permission.\From Mermaid Heel, Beth Vanderwood!\Nalpudding, you go.\Sure thing.\From Raven Tail, Nalpudding!\I'll do this one. response:	Eve-kun is our first person.
context: Let me check out the first one!\You have permission.\From Mermaid Heel, Beth Vanderwood!\Nalpudding, you go.\Sure thing.\From Raven Tail, Nalpudding!\I'll do this one.\Eve-kun is our first person. response:	Eve-kun is our first person!
context: You have permission.\From Mermaid Heel, Beth Vanderwood!\Nalpudding, you go.\Sure thing.\From Raven Tail, Nalpudding!\I'll do this one.\Eve-kun is our first person.\Eve-kun is our first person! response:	Eve has been called out! From Blue Pegasus, Eve Tilm!
context: From Mermaid Heel, Beth Vanderwood!\Nalpudding, you go.\Sure thing.\From Raven Tail, Nalpudding!\I'll do this one.\Eve-kun is our first person.\Eve-kun is our first person!\Eve has been called out! From Blue Pegasus, Eve Tilm! response:	I'll do it. The singing of the birds is pleasant today.
