context: PANTPANTPANT response:	ED
context: There is no reason why we can't make it!\You think so too, right?\Yes...\I'd like to think so.\I see.\There sure is a huge difference between your bugling and Rio's trumpeting.\I'm always thinking about it. What should I do to bugle like Rio does?\I think I'm practicing as hard as I possibly can. response:	I mean, look at my lips, they're all swollen.
context: You think so too, right?\Yes...\I'd like to think so.\I see.\There sure is a huge difference between your bugling and Rio's trumpeting.\I'm always thinking about it. What should I do to bugle like Rio does?\I think I'm practicing as hard as I possibly can.\I mean, look at my lips, they're all swollen. response:	But...
context: Yes...\I'd like to think so.\I see.\There sure is a huge difference between your bugling and Rio's trumpeting.\I'm always thinking about it. What should I do to bugle like Rio does?\I think I'm practicing as hard as I possibly can.\I mean, look at my lips, they're all swollen.\But... response:	No matter how much I try to play, the sound won't come out like Rio's.
context: I'd like to think so.\I see.\There sure is a huge difference between your bugling and Rio's trumpeting.\I'm always thinking about it. What should I do to bugle like Rio does?\I think I'm practicing as hard as I possibly can.\I mean, look at my lips, they're all swollen.\But...\No matter how much I try to play, the sound won't come out like Rio's. response:	Maybe I just don't have talent...
context: I see.\There sure is a huge difference between your bugling and Rio's trumpeting.\I'm always thinking about it. What should I do to bugle like Rio does?\I think I'm practicing as hard as I possibly can.\I mean, look at my lips, they're all swollen.\But...\No matter how much I try to play, the sound won't come out like Rio's.\Maybe I just don't have talent... response:	Young lady.
context: There sure is a huge difference between your bugling and Rio's trumpeting.\I'm always thinking about it. What should I do to bugle like Rio does?\I think I'm practicing as hard as I possibly can.\I mean, look at my lips, they're all swollen.\But...\No matter how much I try to play, the sound won't come out like Rio's.\Maybe I just don't have talent...\Young lady. response:	Yes!
context: I'm always thinking about it. What should I do to bugle like Rio does?\I think I'm practicing as hard as I possibly can.\I mean, look at my lips, they're all swollen.\But...\No matter how much I try to play, the sound won't come out like Rio's.\Maybe I just don't have talent...\Young lady.\Yes! response:	Talent is the worst excuse for those who give up.
context: I think I'm practicing as hard as I possibly can.\I mean, look at my lips, they're all swollen.\But...\No matter how much I try to play, the sound won't come out like Rio's.\Maybe I just don't have talent...\Young lady.\Yes!\Talent is the worst excuse for those who give up. response:	Hand that here.
context: I mean, look at my lips, they're all swollen.\But...\No matter how much I try to play, the sound won't come out like Rio's.\Maybe I just don't have talent...\Young lady.\Yes!\Talent is the worst excuse for those who give up.\Hand that here. response:	I don't know anything about trumpets.
context: But...\No matter how much I try to play, the sound won't come out like Rio's.\Maybe I just don't have talent...\Young lady.\Yes!\Talent is the worst excuse for those who give up.\Hand that here.\I don't know anything about trumpets. response:	But there's one mistake the young ones always make.
context: No matter how much I try to play, the sound won't come out like Rio's.\Maybe I just don't have talent...\Young lady.\Yes!\Talent is the worst excuse for those who give up.\Hand that here.\I don't know anything about trumpets.\But there's one mistake the young ones always make. response:	Young lady,
context: Maybe I just don't have talent...\Young lady.\Yes!\Talent is the worst excuse for those who give up.\Hand that here.\I don't know anything about trumpets.\But there's one mistake the young ones always make.\Young lady, response:	are you trying to force the sound out?
context: Young lady.\Yes!\Talent is the worst excuse for those who give up.\Hand that here.\I don't know anything about trumpets.\But there's one mistake the young ones always make.\Young lady,\are you trying to force the sound out? response:	I'm not trying to make it this shape.
context: Yes!\Talent is the worst excuse for those who give up.\Hand that here.\I don't know anything about trumpets.\But there's one mistake the young ones always make.\Young lady,\are you trying to force the sound out?\I'm not trying to make it this shape. response:	The glass...
context: Talent is the worst excuse for those who give up.\Hand that here.\I don't know anything about trumpets.\But there's one mistake the young ones always make.\Young lady,\are you trying to force the sound out?\I'm not trying to make it this shape.\The glass... response:	It wants to be like this.
context: Hand that here.\I don't know anything about trumpets.\But there's one mistake the young ones always make.\Young lady,\are you trying to force the sound out?\I'm not trying to make it this shape.\The glass...\It wants to be like this. response:	Thank you very much, Meister Carl!
context: I don't know anything about trumpets.\But there's one mistake the young ones always make.\Young lady,\are you trying to force the sound out?\I'm not trying to make it this shape.\The glass...\It wants to be like this.\Thank you very much, Meister Carl! response:	Let the sound echo the way it wants!
context: But there's one mistake the young ones always make.\Young lady,\are you trying to force the sound out?\I'm not trying to make it this shape.\The glass...\It wants to be like this.\Thank you very much, Meister Carl!\Let the sound echo the way it wants! response:	Morning.
context: Young lady,\are you trying to force the sound out?\I'm not trying to make it this shape.\The glass...\It wants to be like this.\Thank you very much, Meister Carl!\Let the sound echo the way it wants!\Morning. response:	Well.
context: are you trying to force the sound out?\I'm not trying to make it this shape.\The glass...\It wants to be like this.\Thank you very much, Meister Carl!\Let the sound echo the way it wants!\Morning.\Well. response:	Looks like the sun came out a bit earlier for her.
context: I'm not trying to make it this shape.\The glass...\It wants to be like this.\Thank you very much, Meister Carl!\Let the sound echo the way it wants!\Morning.\Well.\Looks like the sun came out a bit earlier for her. response:	That young lady's quite an artisan too!
context: The glass...\It wants to be like this.\Thank you very much, Meister Carl!\Let the sound echo the way it wants!\Morning.\Well.\Looks like the sun came out a bit earlier for her.\That young lady's quite an artisan too! response:	It's a good sound.
context: It wants to be like this.\Thank you very much, Meister Carl!\Let the sound echo the way it wants!\Morning.\Well.\Looks like the sun came out a bit earlier for her.\That young lady's quite an artisan too!\It's a good sound. response:	Sound?
context: Thank you very much, Meister Carl!\Let the sound echo the way it wants!\Morning.\Well.\Looks like the sun came out a bit earlier for her.\That young lady's quite an artisan too!\It's a good sound.\Sound? response:	The tone glass makes changes based on the type and amount of impurities infused into it.
context: Let the sound echo the way it wants!\Morning.\Well.\Looks like the sun came out a bit earlier for her.\That young lady's quite an artisan too!\It's a good sound.\Sound?\The tone glass makes changes based on the type and amount of impurities infused into it. response:	Our ears can't hear the difference,
context: Morning.\Well.\Looks like the sun came out a bit earlier for her.\That young lady's quite an artisan too!\It's a good sound.\Sound?\The tone glass makes changes based on the type and amount of impurities infused into it.\Our ears can't hear the difference, response:	but someone with perfect pitch should.
context: Well.\Looks like the sun came out a bit earlier for her.\That young lady's quite an artisan too!\It's a good sound.\Sound?\The tone glass makes changes based on the type and amount of impurities infused into it.\Our ears can't hear the difference,\but someone with perfect pitch should. response:	Kanata can test each of the samples you've made
context: Looks like the sun came out a bit earlier for her.\That young lady's quite an artisan too!\It's a good sound.\Sound?\The tone glass makes changes based on the type and amount of impurities infused into it.\Our ears can't hear the difference,\but someone with perfect pitch should.\Kanata can test each of the samples you've made response:	to find the one with the closest sound.
context: That young lady's quite an artisan too!\It's a good sound.\Sound?\The tone glass makes changes based on the type and amount of impurities infused into it.\Our ears can't hear the difference,\but someone with perfect pitch should.\Kanata can test each of the samples you've made\to find the one with the closest sound. response:	If she does, we might just...
context: It's a good sound.\Sound?\The tone glass makes changes based on the type and amount of impurities infused into it.\Our ears can't hear the difference,\but someone with perfect pitch should.\Kanata can test each of the samples you've made\to find the one with the closest sound.\If she does, we might just... response:	Now then,
context: Sound?\The tone glass makes changes based on the type and amount of impurities infused into it.\Our ears can't hear the difference,\but someone with perfect pitch should.\Kanata can test each of the samples you've made\to find the one with the closest sound.\If she does, we might just...\Now then, response:	listen to their voices,
context: The tone glass makes changes based on the type and amount of impurities infused into it.\Our ears can't hear the difference,\but someone with perfect pitch should.\Kanata can test each of the samples you've made\to find the one with the closest sound.\If she does, we might just...\Now then,\listen to their voices, response:	young lady!
context: Our ears can't hear the difference,\but someone with perfect pitch should.\Kanata can test each of the samples you've made\to find the one with the closest sound.\If she does, we might just...\Now then,\listen to their voices,\young lady! response:	Yes!
context: but someone with perfect pitch should.\Kanata can test each of the samples you've made\to find the one with the closest sound.\If she does, we might just...\Now then,\listen to their voices,\young lady!\Yes! response:	Noel has changed quite a bit since she came here.
context: Kanata can test each of the samples you've made\to find the one with the closest sound.\If she does, we might just...\Now then,\listen to their voices,\young lady!\Yes!\Noel has changed quite a bit since she came here. response:	You think?
context: to find the one with the closest sound.\If she does, we might just...\Now then,\listen to their voices,\young lady!\Yes!\Noel has changed quite a bit since she came here.\You think? response:	Yes!
context: If she does, we might just...\Now then,\listen to their voices,\young lady!\Yes!\Noel has changed quite a bit since she came here.\You think?\Yes! response:	You did it! You did it Noel!
context: Now then,\listen to their voices,\young lady!\Yes!\Noel has changed quite a bit since she came here.\You think?\Yes!\You did it! You did it Noel! response:	Thank you.
context: listen to their voices,\young lady!\Yes!\Noel has changed quite a bit since she came here.\You think?\Yes!\You did it! You did it Noel!\Thank you. response:	This is the first time I've seen Noel smile.
context: young lady!\Yes!\Noel has changed quite a bit since she came here.\You think?\Yes!\You did it! You did it Noel!\Thank you.\This is the first time I've seen Noel smile. response:	Love and friendship - put these feelings together
context: Yes!\Noel has changed quite a bit since she came here.\You think?\Yes!\You did it! You did it Noel!\Thank you.\This is the first time I've seen Noel smile.\Love and friendship - put these feelings together response:	And sing of how important they are
context: Noel has changed quite a bit since she came here.\You think?\Yes!\You did it! You did it Noel!\Thank you.\This is the first time I've seen Noel smile.\Love and friendship - put these feelings together\And sing of how important they are response:	I was so happy that I cried
context: You think?\Yes!\You did it! You did it Noel!\Thank you.\This is the first time I've seen Noel smile.\Love and friendship - put these feelings together\And sing of how important they are\I was so happy that I cried response:	It hurt so bad that I laughed
context: Yes!\You did it! You did it Noel!\Thank you.\This is the first time I've seen Noel smile.\Love and friendship - put these feelings together\And sing of how important they are\I was so happy that I cried\It hurt so bad that I laughed response:	But that all just goes to show that I'm alive
context: You did it! You did it Noel!\Thank you.\This is the first time I've seen Noel smile.\Love and friendship - put these feelings together\And sing of how important they are\I was so happy that I cried\It hurt so bad that I laughed\But that all just goes to show that I'm alive response:	Let's just take it easy
context: Thank you.\This is the first time I've seen Noel smile.\Love and friendship - put these feelings together\And sing of how important they are\I was so happy that I cried\It hurt so bad that I laughed\But that all just goes to show that I'm alive\Let's just take it easy response:	Everybody singing!
context: This is the first time I've seen Noel smile.\Love and friendship - put these feelings together\And sing of how important they are\I was so happy that I cried\It hurt so bad that I laughed\But that all just goes to show that I'm alive\Let's just take it easy\Everybody singing! response:	Can you tell me who you're asking to the dance?
context: Love and friendship - put these feelings together\And sing of how important they are\I was so happy that I cried\It hurt so bad that I laughed\But that all just goes to show that I'm alive\Let's just take it easy\Everybody singing!\Can you tell me who you're asking to the dance? response:	You're just my friend!
context: And sing of how important they are\I was so happy that I cried\It hurt so bad that I laughed\But that all just goes to show that I'm alive\Let's just take it easy\Everybody singing!\Can you tell me who you're asking to the dance?\You're just my friend! response:	Love and friendship - even though they might waver
context: I was so happy that I cried\It hurt so bad that I laughed\But that all just goes to show that I'm alive\Let's just take it easy\Everybody singing!\Can you tell me who you're asking to the dance?\You're just my friend!\Love and friendship - even though they might waver response:	I know, you know, we'll be happy
context: It hurt so bad that I laughed\But that all just goes to show that I'm alive\Let's just take it easy\Everybody singing!\Can you tell me who you're asking to the dance?\You're just my friend!\Love and friendship - even though they might waver\I know, you know, we'll be happy response:	I want us to echo on forever
context: But that all just goes to show that I'm alive\Let's just take it easy\Everybody singing!\Can you tell me who you're asking to the dance?\You're just my friend!\Love and friendship - even though they might waver\I know, you know, we'll be happy\I want us to echo on forever response:	Can you count my precious hours?
context: Let's just take it easy\Everybody singing!\Can you tell me who you're asking to the dance?\You're just my friend!\Love and friendship - even though they might waver\I know, you know, we'll be happy\I want us to echo on forever\Can you count my precious hours? response:	All the usual words can't even describe it.
context: Everybody singing!\Can you tell me who you're asking to the dance?\You're just my friend!\Love and friendship - even though they might waver\I know, you know, we'll be happy\I want us to echo on forever\Can you count my precious hours?\All the usual words can't even describe it. response:	Our harmony
context: Can you tell me who you're asking to the dance?\You're just my friend!\Love and friendship - even though they might waver\I know, you know, we'll be happy\I want us to echo on forever\Can you count my precious hours?\All the usual words can't even describe it.\Our harmony response:	Can you hear it? Our harmony
context: You're just my friend!\Love and friendship - even though they might waver\I know, you know, we'll be happy\I want us to echo on forever\Can you count my precious hours?\All the usual words can't even describe it.\Our harmony\Can you hear it? Our harmony response:	Next time: A Mountain Hike - The Ends of the Earth
