context: Shit! response:	You fought quite well, considering your wounds.
context: The Paralyzer isn't working!\He's on stimulants or something!\The target's Threat Judgement has been updated.\Enforcement mode is Lethal Eliminator.\Shit!\Well I'll be.\Th-This is...\An Oracle by the Sibyl System. response:	It says that Okura Nobuo is no longer someone who's needed in this world.
context: He's on stimulants or something!\The target's Threat Judgement has been updated.\Enforcement mode is Lethal Eliminator.\Shit!\Well I'll be.\Th-This is...\An Oracle by the Sibyl System.\It says that Okura Nobuo is no longer someone who's needed in this world. response:	Oh no... All this because he was detected by a street scanner?
context: The target's Threat Judgement has been updated.\Enforcement mode is Lethal Eliminator.\Shit!\Well I'll be.\Th-This is...\An Oracle by the Sibyl System.\It says that Okura Nobuo is no longer someone who's needed in this world.\Oh no... All this because he was detected by a street scanner? response:	He probably drove himself into a corner.
context: Enforcement mode is Lethal Eliminator.\Shit!\Well I'll be.\Th-This is...\An Oracle by the Sibyl System.\It says that Okura Nobuo is no longer someone who's needed in this world.\Oh no... All this because he was detected by a street scanner?\He probably drove himself into a corner. response:	Nothing, not even therapy, will work on him anymore.
context: Shit!\Well I'll be.\Th-This is...\An Oracle by the Sibyl System.\It says that Okura Nobuo is no longer someone who's needed in this world.\Oh no... All this because he was detected by a street scanner?\He probably drove himself into a corner.\Nothing, not even therapy, will work on him anymore. response:	The judgment on him is that there's no room for rehabilitation.
context: Well I'll be.\Th-This is...\An Oracle by the Sibyl System.\It says that Okura Nobuo is no longer someone who's needed in this world.\Oh no... All this because he was detected by a street scanner?\He probably drove himself into a corner.\Nothing, not even therapy, will work on him anymore.\The judgment on him is that there's no room for rehabilitation. response:	It's unfortunate that your first case had to be such an unpleasant one, young lady.
context: Th-This is...\An Oracle by the Sibyl System.\It says that Okura Nobuo is no longer someone who's needed in this world.\Oh no... All this because he was detected by a street scanner?\He probably drove himself into a corner.\Nothing, not even therapy, will work on him anymore.\The judgment on him is that there's no room for rehabilitation.\It's unfortunate that your first case had to be such an unpleasant one, young lady. response:	My Psycho-Pass has become so cloudy that it looks like mud.
context: An Oracle by the Sibyl System.\It says that Okura Nobuo is no longer someone who's needed in this world.\Oh no... All this because he was detected by a street scanner?\He probably drove himself into a corner.\Nothing, not even therapy, will work on him anymore.\The judgment on him is that there's no room for rehabilitation.\It's unfortunate that your first case had to be such an unpleasant one, young lady.\My Psycho-Pass has become so cloudy that it looks like mud. response:	What's more, your Psycho-Pass looks just like mine now.
context: It says that Okura Nobuo is no longer someone who's needed in this world.\Oh no... All this because he was detected by a street scanner?\He probably drove himself into a corner.\Nothing, not even therapy, will work on him anymore.\The judgment on him is that there's no room for rehabilitation.\It's unfortunate that your first case had to be such an unpleasant one, young lady.\My Psycho-Pass has become so cloudy that it looks like mud.\What's more, your Psycho-Pass looks just like mine now. response:	You and I are alike.
context: Oh no... All this because he was detected by a street scanner?\He probably drove himself into a corner.\Nothing, not even therapy, will work on him anymore.\The judgment on him is that there's no room for rehabilitation.\It's unfortunate that your first case had to be such an unpleasant one, young lady.\My Psycho-Pass has become so cloudy that it looks like mud.\What's more, your Psycho-Pass looks just like mine now.\You and I are alike. response:	If they catch you, it'll be all over for you too.
context: He probably drove himself into a corner.\Nothing, not even therapy, will work on him anymore.\The judgment on him is that there's no room for rehabilitation.\It's unfortunate that your first case had to be such an unpleasant one, young lady.\My Psycho-Pass has become so cloudy that it looks like mud.\What's more, your Psycho-Pass looks just like mine now.\You and I are alike.\If they catch you, it'll be all over for you too. response:	You'll be tortured by them as a latent criminal for the rest of your life.
context: Nothing, not even therapy, will work on him anymore.\The judgment on him is that there's no room for rehabilitation.\It's unfortunate that your first case had to be such an unpleasant one, young lady.\My Psycho-Pass has become so cloudy that it looks like mud.\What's more, your Psycho-Pass looks just like mine now.\You and I are alike.\If they catch you, it'll be all over for you too.\You'll be tortured by them as a latent criminal for the rest of your life. response:	We'd better resolve this quickly or it'll be all over for the hostage.
context: The judgment on him is that there's no room for rehabilitation.\It's unfortunate that your first case had to be such an unpleasant one, young lady.\My Psycho-Pass has become so cloudy that it looks like mud.\What's more, your Psycho-Pass looks just like mine now.\You and I are alike.\If they catch you, it'll be all over for you too.\You'll be tortured by them as a latent criminal for the rest of your life.\We'd better resolve this quickly or it'll be all over for the hostage. response:	It's a Psycho-Hazard, right?
context: It's unfortunate that your first case had to be such an unpleasant one, young lady.\My Psycho-Pass has become so cloudy that it looks like mud.\What's more, your Psycho-Pass looks just like mine now.\You and I are alike.\If they catch you, it'll be all over for you too.\You'll be tortured by them as a latent criminal for the rest of your life.\We'd better resolve this quickly or it'll be all over for the hostage.\It's a Psycho-Hazard, right? response:	Yeah. A Crime Coefficient can be contagious.
context: My Psycho-Pass has become so cloudy that it looks like mud.\What's more, your Psycho-Pass looks just like mine now.\You and I are alike.\If they catch you, it'll be all over for you too.\You'll be tortured by them as a latent criminal for the rest of your life.\We'd better resolve this quickly or it'll be all over for the hostage.\It's a Psycho-Hazard, right?\Yeah. A Crime Coefficient can be contagious. response:	Young people these days aren't good at dealing with stress,
context: What's more, your Psycho-Pass looks just like mine now.\You and I are alike.\If they catch you, it'll be all over for you too.\You'll be tortured by them as a latent criminal for the rest of your life.\We'd better resolve this quickly or it'll be all over for the hostage.\It's a Psycho-Hazard, right?\Yeah. A Crime Coefficient can be contagious.\Young people these days aren't good at dealing with stress, response:	so they're easily affected by violent urges and compulsions.
context: You and I are alike.\If they catch you, it'll be all over for you too.\You'll be tortured by them as a latent criminal for the rest of your life.\We'd better resolve this quickly or it'll be all over for the hostage.\It's a Psycho-Hazard, right?\Yeah. A Crime Coefficient can be contagious.\Young people these days aren't good at dealing with stress,\so they're easily affected by violent urges and compulsions. response:	I wrote a thesis on that topic.
context: If they catch you, it'll be all over for you too.\You'll be tortured by them as a latent criminal for the rest of your life.\We'd better resolve this quickly or it'll be all over for the hostage.\It's a Psycho-Hazard, right?\Yeah. A Crime Coefficient can be contagious.\Young people these days aren't good at dealing with stress,\so they're easily affected by violent urges and compulsions.\I wrote a thesis on that topic. response:	Let me tell you one thing, young lady. It could happen to any of us.
context: You'll be tortured by them as a latent criminal for the rest of your life.\We'd better resolve this quickly or it'll be all over for the hostage.\It's a Psycho-Hazard, right?\Yeah. A Crime Coefficient can be contagious.\Young people these days aren't good at dealing with stress,\so they're easily affected by violent urges and compulsions.\I wrote a thesis on that topic.\Let me tell you one thing, young lady. It could happen to any of us. response:	The reason we were made Enforcers in the first place is...
context: We'd better resolve this quickly or it'll be all over for the hostage.\It's a Psycho-Hazard, right?\Yeah. A Crime Coefficient can be contagious.\Young people these days aren't good at dealing with stress,\so they're easily affected by violent urges and compulsions.\I wrote a thesis on that topic.\Let me tell you one thing, young lady. It could happen to any of us.\The reason we were made Enforcers in the first place is... response:	Stop right there!
context: It's a Psycho-Hazard, right?\Yeah. A Crime Coefficient can be contagious.\Young people these days aren't good at dealing with stress,\so they're easily affected by violent urges and compulsions.\I wrote a thesis on that topic.\Let me tell you one thing, young lady. It could happen to any of us.\The reason we were made Enforcers in the first place is...\Stop right there! response:	Stay back!
context: Yeah. A Crime Coefficient can be contagious.\Young people these days aren't good at dealing with stress,\so they're easily affected by violent urges and compulsions.\I wrote a thesis on that topic.\Let me tell you one thing, young lady. It could happen to any of us.\The reason we were made Enforcers in the first place is...\Stop right there!\Stay back! response:	Drop your guns!
context: Young people these days aren't good at dealing with stress,\so they're easily affected by violent urges and compulsions.\I wrote a thesis on that topic.\Let me tell you one thing, young lady. It could happen to any of us.\The reason we were made Enforcers in the first place is...\Stop right there!\Stay back!\Drop your guns! response:	Step back!
context: so they're easily affected by violent urges and compulsions.\I wrote a thesis on that topic.\Let me tell you one thing, young lady. It could happen to any of us.\The reason we were made Enforcers in the first place is...\Stop right there!\Stay back!\Drop your guns!\Step back! response:	Die!
context: I wrote a thesis on that topic.\Let me tell you one thing, young lady. It could happen to any of us.\The reason we were made Enforcers in the first place is...\Stop right there!\Stay back!\Drop your guns!\Step back!\Die! response:	Wh-What the hell is this?!
context: Let me tell you one thing, young lady. It could happen to any of us.\The reason we were made Enforcers in the first place is...\Stop right there!\Stay back!\Drop your guns!\Step back!\Die!\Wh-What the hell is this?! response:	My deepest sympathies.
context: The reason we were made Enforcers in the first place is...\Stop right there!\Stay back!\Drop your guns!\Step back!\Die!\Wh-What the hell is this?!\My deepest sympathies. response:	This is Hound 3. Enforcement completed.
context: Stop right there!\Stay back!\Drop your guns!\Step back!\Die!\Wh-What the hell is this?!\My deepest sympathies.\This is Hound 3. Enforcement completed. response:	Using an old man and a newbie as a decoy, eh?
context: Stay back!\Drop your guns!\Step back!\Die!\Wh-What the hell is this?!\My deepest sympathies.\This is Hound 3. Enforcement completed.\Using an old man and a newbie as a decoy, eh? response:	You sure got cojones, don't you, Ko?
context: Drop your guns!\Step back!\Die!\Wh-What the hell is this?!\My deepest sympathies.\This is Hound 3. Enforcement completed.\Using an old man and a newbie as a decoy, eh?\You sure got cojones, don't you, Ko? response:	Just earning my paycheck, pops.
context: Step back!\Die!\Wh-What the hell is this?!\My deepest sympathies.\This is Hound 3. Enforcement completed.\Using an old man and a newbie as a decoy, eh?\You sure got cojones, don't you, Ko?\Just earning my paycheck, pops. response:	We're with the Public Safety Bureau.
context: Die!\Wh-What the hell is this?!\My deepest sympathies.\This is Hound 3. Enforcement completed.\Using an old man and a newbie as a decoy, eh?\You sure got cojones, don't you, Ko?\Just earning my paycheck, pops.\We're with the Public Safety Bureau. response:	You're safe now. Please rest at ease.
context: Wh-What the hell is this?!\My deepest sympathies.\This is Hound 3. Enforcement completed.\Using an old man and a newbie as a decoy, eh?\You sure got cojones, don't you, Ko?\Just earning my paycheck, pops.\We're with the Public Safety Bureau.\You're safe now. Please rest at ease. response:	Calm down!
context: My deepest sympathies.\This is Hound 3. Enforcement completed.\Using an old man and a newbie as a decoy, eh?\You sure got cojones, don't you, Ko?\Just earning my paycheck, pops.\We're with the Public Safety Bureau.\You're safe now. Please rest at ease.\Calm down! response:	We came to rescue you!
context: This is Hound 3. Enforcement completed.\Using an old man and a newbie as a decoy, eh?\You sure got cojones, don't you, Ko?\Just earning my paycheck, pops.\We're with the Public Safety Bureau.\You're safe now. Please rest at ease.\Calm down!\We came to rescue you! response:	No... No...
context: Using an old man and a newbie as a decoy, eh?\You sure got cojones, don't you, Ko?\Just earning my paycheck, pops.\We're with the Public Safety Bureau.\You're safe now. Please rest at ease.\Calm down!\We came to rescue you!\No... No... response:	Don't...
context: You sure got cojones, don't you, Ko?\Just earning my paycheck, pops.\We're with the Public Safety Bureau.\You're safe now. Please rest at ease.\Calm down!\We came to rescue you!\No... No...\Don't... response:	Please don't...
context: Just earning my paycheck, pops.\We're with the Public Safety Bureau.\You're safe now. Please rest at ease.\Calm down!\We came to rescue you!\No... No...\Don't...\Please don't... response:	Masaoka...
context: We're with the Public Safety Bureau.\You're safe now. Please rest at ease.\Calm down!\We came to rescue you!\No... No...\Don't...\Please don't...\Masaoka... response:	Young lady...
context: You're safe now. Please rest at ease.\Calm down!\We came to rescue you!\No... No...\Don't...\Please don't...\Masaoka...\Young lady... response:	check her with your gun.
context: Calm down!\We came to rescue you!\No... No...\Don't...\Please don't...\Masaoka...\Young lady...\check her with your gun. response:	Crime Coefficient is over by 160.
context: We came to rescue you!\No... No...\Don't...\Please don't...\Masaoka...\Young lady...\check her with your gun.\Crime Coefficient is over by 160. response:	She's a target for enforcement action.
context: No... No...\Don't...\Please don't...\Masaoka...\Young lady...\check her with your gun.\Crime Coefficient is over by 160.\She's a target for enforcement action. response:	Well, I guess we have no choice.
context: Don't...\Please don't...\Masaoka...\Young lady...\check her with your gun.\Crime Coefficient is over by 160.\She's a target for enforcement action.\Well, I guess we have no choice. response:	Stop it!
context: Please don't...\Masaoka...\Young lady...\check her with your gun.\Crime Coefficient is over by 160.\She's a target for enforcement action.\Well, I guess we have no choice.\Stop it! response:	No! Nooo!
context: Masaoka...\Young lady...\check her with your gun.\Crime Coefficient is over by 160.\She's a target for enforcement action.\Well, I guess we have no choice.\Stop it!\No! Nooo! response:	The hell's wrong with you?!
context: Young lady...\check her with your gun.\Crime Coefficient is over by 160.\She's a target for enforcement action.\Well, I guess we have no choice.\Stop it!\No! Nooo!\The hell's wrong with you?! response:	We should be protecting her!
context: check her with your gun.\Crime Coefficient is over by 160.\She's a target for enforcement action.\Well, I guess we have no choice.\Stop it!\No! Nooo!\The hell's wrong with you?!\We should be protecting her! response:	That's exactly why the Paralyzer exists!
context: Crime Coefficient is over by 160.\She's a target for enforcement action.\Well, I guess we have no choice.\Stop it!\No! Nooo!\The hell's wrong with you?!\We should be protecting her!\That's exactly why the Paralyzer exists! response:	We'll put her to sleep right away and take her into custody!
context: She's a target for enforcement action.\Well, I guess we have no choice.\Stop it!\No! Nooo!\The hell's wrong with you?!\We should be protecting her!\That's exactly why the Paralyzer exists!\We'll put her to sleep right away and take her into custody! response:	She's just confused!
context: Well, I guess we have no choice.\Stop it!\No! Nooo!\The hell's wrong with you?!\We should be protecting her!\That's exactly why the Paralyzer exists!\We'll put her to sleep right away and take her into custody!\She's just confused! response:	You don't have to use violence on her!
context: Stop it!\No! Nooo!\The hell's wrong with you?!\We should be protecting her!\That's exactly why the Paralyzer exists!\We'll put her to sleep right away and take her into custody!\She's just confused!\You don't have to use violence on her! response:	Listen. The Dominators are Sibyl's eyes.
context: No! Nooo!\The hell's wrong with you?!\We should be protecting her!\That's exactly why the Paralyzer exists!\We'll put her to sleep right away and take her into custody!\She's just confused!\You don't have to use violence on her!\Listen. The Dominators are Sibyl's eyes. response:	This town's system itself has decided that she's a threat!
context: The hell's wrong with you?!\We should be protecting her!\That's exactly why the Paralyzer exists!\We'll put her to sleep right away and take her into custody!\She's just confused!\You don't have to use violence on her!\Listen. The Dominators are Sibyl's eyes.\This town's system itself has decided that she's a threat! response:	Think about what that means!
context: We should be protecting her!\That's exactly why the Paralyzer exists!\We'll put her to sleep right away and take her into custody!\She's just confused!\You don't have to use violence on her!\Listen. The Dominators are Sibyl's eyes.\This town's system itself has decided that she's a threat!\Think about what that means! response:	So you'd shoot a victim who hasn't even committed a crime yet?!
context: That's exactly why the Paralyzer exists!\We'll put her to sleep right away and take her into custody!\She's just confused!\You don't have to use violence on her!\Listen. The Dominators are Sibyl's eyes.\This town's system itself has decided that she's a threat!\Think about what that means!\So you'd shoot a victim who hasn't even committed a crime yet?! response:	I can't accept that!
context: We'll put her to sleep right away and take her into custody!\She's just confused!\You don't have to use violence on her!\Listen. The Dominators are Sibyl's eyes.\This town's system itself has decided that she's a threat!\Think about what that means!\So you'd shoot a victim who hasn't even committed a crime yet?!\I can't accept that! response:	Stay away... Don't come any closer.
context: She's just confused!\You don't have to use violence on her!\Listen. The Dominators are Sibyl's eyes.\This town's system itself has decided that she's a threat!\Think about what that means!\So you'd shoot a victim who hasn't even committed a crime yet?!\I can't accept that!\Stay away... Don't come any closer. response:	Stop it already...
context: You don't have to use violence on her!\Listen. The Dominators are Sibyl's eyes.\This town's system itself has decided that she's a threat!\Think about what that means!\So you'd shoot a victim who hasn't even committed a crime yet?!\I can't accept that!\Stay away... Don't come any closer.\Stop it already... response:	I-I said stay away!
context: Listen. The Dominators are Sibyl's eyes.\This town's system itself has decided that she's a threat!\Think about what that means!\So you'd shoot a victim who hasn't even committed a crime yet?!\I can't accept that!\Stay away... Don't come any closer.\Stop it already...\I-I said stay away! response:	Kougami!
context: This town's system itself has decided that she's a threat!\Think about what that means!\So you'd shoot a victim who hasn't even committed a crime yet?!\I can't accept that!\Stay away... Don't come any closer.\Stop it already...\I-I said stay away!\Kougami! response:	Please don't.
context: Think about what that means!\So you'd shoot a victim who hasn't even committed a crime yet?!\I can't accept that!\Stay away... Don't come any closer.\Stop it already...\I-I said stay away!\Kougami!\Please don't. response:	Please!
context: So you'd shoot a victim who hasn't even committed a crime yet?!\I can't accept that!\Stay away... Don't come any closer.\Stop it already...\I-I said stay away!\Kougami!\Please don't.\Please! response:	She's the victim here!
context: I can't accept that!\Stay away... Don't come any closer.\Stop it already...\I-I said stay away!\Kougami!\Please don't.\Please!\She's the victim here! response:	Target's Threat Judgement has been updated.
context: Stay away... Don't come any closer.\Stop it already...\I-I said stay away!\Kougami!\Please don't.\Please!\She's the victim here!\Target's Threat Judgement has been updated. response:	Enforcement mode is Lethal Eliminator.
context: Stop it already...\I-I said stay away!\Kougami!\Please don't.\Please!\She's the victim here!\Target's Threat Judgement has been updated.\Enforcement mode is Lethal Eliminator. response:	Aim carefully and eliminate the target.
context: I-I said stay away!\Kougami!\Please don't.\Please!\She's the victim here!\Target's Threat Judgement has been updated.\Enforcement mode is Lethal Eliminator.\Aim carefully and eliminate the target. response:	No...
context: Kougami!\Please don't.\Please!\She's the victim here!\Target's Threat Judgement has been updated.\Enforcement mode is Lethal Eliminator.\Aim carefully and eliminate the target.\No... response:	Don't!
context: Please don't.\Please!\She's the victim here!\Target's Threat Judgement has been updated.\Enforcement mode is Lethal Eliminator.\Aim carefully and eliminate the target.\No...\Don't! response:	Please stop.
context: Please!\She's the victim here!\Target's Threat Judgement has been updated.\Enforcement mode is Lethal Eliminator.\Aim carefully and eliminate the target.\No...\Don't!\Please stop. response:	Throw that lighter away.
context: She's the victim here!\Target's Threat Judgement has been updated.\Enforcement mode is Lethal Eliminator.\Aim carefully and eliminate the target.\No...\Don't!\Please stop.\Throw that lighter away. response:	Or... this gun will kill you.
context: Target's Threat Judgement has been updated.\Enforcement mode is Lethal Eliminator.\Aim carefully and eliminate the target.\No...\Don't!\Please stop.\Throw that lighter away.\Or... this gun will kill you. response:	Please! I want to help you!
context: Enforcement mode is Lethal Eliminator.\Aim carefully and eliminate the target.\No...\Don't!\Please stop.\Throw that lighter away.\Or... this gun will kill you.\Please! I want to help you! response:	So throw that lighter away.
context: Aim carefully and eliminate the target.\No...\Don't!\Please stop.\Throw that lighter away.\Or... this gun will kill you.\Please! I want to help you!\So throw that lighter away. response:	Target's Threat Judgement has been updated.
context: No...\Don't!\Please stop.\Throw that lighter away.\Or... this gun will kill you.\Please! I want to help you!\So throw that lighter away.\Target's Threat Judgement has been updated. response:	Enforcement mode is Non-Lethal Paralyzer.
context: Don't!\Please stop.\Throw that lighter away.\Or... this gun will kill you.\Please! I want to help you!\So throw that lighter away.\Target's Threat Judgement has been updated.\Enforcement mode is Non-Lethal Paralyzer. response:	Aim calmly and bring the target under control.
context: Please stop.\Throw that lighter away.\Or... this gun will kill you.\Please! I want to help you!\So throw that lighter away.\Target's Threat Judgement has been updated.\Enforcement mode is Non-Lethal Paralyzer.\Aim calmly and bring the target under control. response:	Inspector Tsunemori.
context: Throw that lighter away.\Or... this gun will kill you.\Please! I want to help you!\So throw that lighter away.\Target's Threat Judgement has been updated.\Enforcement mode is Non-Lethal Paralyzer.\Aim calmly and bring the target under control.\Inspector Tsunemori. response:	I'll expect you to thoroughly explain your handling of this situation in your report.
context: Or... this gun will kill you.\Please! I want to help you!\So throw that lighter away.\Target's Threat Judgement has been updated.\Enforcement mode is Non-Lethal Paralyzer.\Aim calmly and bring the target under control.\Inspector Tsunemori.\I'll expect you to thoroughly explain your handling of this situation in your report. response:	This newbie we got sure is a piece of work.
context: Please! I want to help you!\So throw that lighter away.\Target's Threat Judgement has been updated.\Enforcement mode is Non-Lethal Paralyzer.\Aim calmly and bring the target under control.\Inspector Tsunemori.\I'll expect you to thoroughly explain your handling of this situation in your report.\This newbie we got sure is a piece of work. response:	This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.
context: So throw that lighter away.\Target's Threat Judgement has been updated.\Enforcement mode is Non-Lethal Paralyzer.\Aim calmly and bring the target under control.\Inspector Tsunemori.\I'll expect you to thoroughly explain your handling of this situation in your report.\This newbie we got sure is a piece of work.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass. response:	This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.
context: Target's Threat Judgement has been updated.\Enforcement mode is Non-Lethal Paralyzer.\Aim calmly and bring the target under control.\Inspector Tsunemori.\I'll expect you to thoroughly explain your handling of this situation in your report.\This newbie we got sure is a piece of work.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass. response:	This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental.
context: Enforcement mode is Non-Lethal Paralyzer.\Aim calmly and bring the target under control.\Inspector Tsunemori.\I'll expect you to thoroughly explain your handling of this situation in your report.\This newbie we got sure is a piece of work.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental. response:	This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental.
