context: Give alien weapons to Earth! response:	Give them to Earth!
context: In which case, we'd reach our target in 50 hours.\It will take 120 hours to reach maximum acceleration.\What's wrong?\Wow, that startled me!\Venturing uncharted space! This is every man's dream!\Question, Ma'am!\Couldn't we take the Godinion?\The Godinion is too large to handle accelerating response:	on that makeshift booster.
context: It will take 120 hours to reach maximum acceleration.\What's wrong?\Wow, that startled me!\Venturing uncharted space! This is every man's dream!\Question, Ma'am!\Couldn't we take the Godinion?\The Godinion is too large to handle accelerating\on that makeshift booster. response:	What if you forced it to?
context: What's wrong?\Wow, that startled me!\Venturing uncharted space! This is every man's dream!\Question, Ma'am!\Couldn't we take the Godinion?\The Godinion is too large to handle accelerating\on that makeshift booster.\What if you forced it to? response:	I'm confident it would get torn apart.
context: Wow, that startled me!\Venturing uncharted space! This is every man's dream!\Question, Ma'am!\Couldn't we take the Godinion?\The Godinion is too large to handle accelerating\on that makeshift booster.\What if you forced it to?\I'm confident it would get torn apart. response:	Then what about our units?
context: Venturing uncharted space! This is every man's dream!\Question, Ma'am!\Couldn't we take the Godinion?\The Godinion is too large to handle accelerating\on that makeshift booster.\What if you forced it to?\I'm confident it would get torn apart.\Then what about our units? response:	According to my calculations, the Rhinos should be fine.
context: Question, Ma'am!\Couldn't we take the Godinion?\The Godinion is too large to handle accelerating\on that makeshift booster.\What if you forced it to?\I'm confident it would get torn apart.\Then what about our units?\According to my calculations, the Rhinos should be fine. response:	According to your calculations...?
context: Couldn't we take the Godinion?\The Godinion is too large to handle accelerating\on that makeshift booster.\What if you forced it to?\I'm confident it would get torn apart.\Then what about our units?\According to my calculations, the Rhinos should be fine.\According to your calculations...? response:	Is there a possibility that the enemy will find us?
context: The Godinion is too large to handle accelerating\on that makeshift booster.\What if you forced it to?\I'm confident it would get torn apart.\Then what about our units?\According to my calculations, the Rhinos should be fine.\According to your calculations...?\Is there a possibility that the enemy will find us? response:	You'll be fine getting there.
context: on that makeshift booster.\What if you forced it to?\I'm confident it would get torn apart.\Then what about our units?\According to my calculations, the Rhinos should be fine.\According to your calculations...?\Is there a possibility that the enemy will find us?\You'll be fine getting there. response:	But when returning, you'll decelerate upon making
context: What if you forced it to?\I'm confident it would get torn apart.\Then what about our units?\According to my calculations, the Rhinos should be fine.\According to your calculations...?\Is there a possibility that the enemy will find us?\You'll be fine getting there.\But when returning, you'll decelerate upon making response:	a gravity turn at Jupiter.
context: I'm confident it would get torn apart.\Then what about our units?\According to my calculations, the Rhinos should be fine.\According to your calculations...?\Is there a possibility that the enemy will find us?\You'll be fine getting there.\But when returning, you'll decelerate upon making\a gravity turn at Jupiter. response:	There is a possibility that they could strike then.
context: Then what about our units?\According to my calculations, the Rhinos should be fine.\According to your calculations...?\Is there a possibility that the enemy will find us?\You'll be fine getting there.\But when returning, you'll decelerate upon making\a gravity turn at Jupiter.\There is a possibility that they could strike then. response:	That's right.
context: According to my calculations, the Rhinos should be fine.\According to your calculations...?\Is there a possibility that the enemy will find us?\You'll be fine getting there.\But when returning, you'll decelerate upon making\a gravity turn at Jupiter.\There is a possibility that they could strike then.\That's right. response:	Let me reiterate: This mission must be carried out in absolute secrecy.
context: According to your calculations...?\Is there a possibility that the enemy will find us?\You'll be fine getting there.\But when returning, you'll decelerate upon making\a gravity turn at Jupiter.\There is a possibility that they could strike then.\That's right.\Let me reiterate: This mission must be carried out in absolute secrecy. response:	Do not let the Wulgaru catch you searching for their gate.
context: Is there a possibility that the enemy will find us?\You'll be fine getting there.\But when returning, you'll decelerate upon making\a gravity turn at Jupiter.\There is a possibility that they could strike then.\That's right.\Let me reiterate: This mission must be carried out in absolute secrecy.\Do not let the Wulgaru catch you searching for their gate. response:	The future of Earth rests on this reconnaissance mission!
context: You'll be fine getting there.\But when returning, you'll decelerate upon making\a gravity turn at Jupiter.\There is a possibility that they could strike then.\That's right.\Let me reiterate: This mission must be carried out in absolute secrecy.\Do not let the Wulgaru catch you searching for their gate.\The future of Earth rests on this reconnaissance mission! response:	We're counting on you.
context: But when returning, you'll decelerate upon making\a gravity turn at Jupiter.\There is a possibility that they could strike then.\That's right.\Let me reiterate: This mission must be carried out in absolute secrecy.\Do not let the Wulgaru catch you searching for their gate.\The future of Earth rests on this reconnaissance mission!\We're counting on you. response:	Yes, sir!
context: a gravity turn at Jupiter.\There is a possibility that they could strike then.\That's right.\Let me reiterate: This mission must be carried out in absolute secrecy.\Do not let the Wulgaru catch you searching for their gate.\The future of Earth rests on this reconnaissance mission!\We're counting on you.\Yes, sir! response:	Commence Operation: Eagle Landed.
context: There is a possibility that they could strike then.\That's right.\Let me reiterate: This mission must be carried out in absolute secrecy.\Do not let the Wulgaru catch you searching for their gate.\The future of Earth rests on this reconnaissance mission!\We're counting on you.\Yes, sir!\Commence Operation: Eagle Landed. response:	Awesome! I've never seen a booster like that before.
context: That's right.\Let me reiterate: This mission must be carried out in absolute secrecy.\Do not let the Wulgaru catch you searching for their gate.\The future of Earth rests on this reconnaissance mission!\We're counting on you.\Yes, sir!\Commence Operation: Eagle Landed.\Awesome! I've never seen a booster like that before. response:	We're doing a test run for a new top-secret weapon.
context: Let me reiterate: This mission must be carried out in absolute secrecy.\Do not let the Wulgaru catch you searching for their gate.\The future of Earth rests on this reconnaissance mission!\We're counting on you.\Yes, sir!\Commence Operation: Eagle Landed.\Awesome! I've never seen a booster like that before.\We're doing a test run for a new top-secret weapon. response:	Whatcha think? Pretty cool, right?
context: Do not let the Wulgaru catch you searching for their gate.\The future of Earth rests on this reconnaissance mission!\We're counting on you.\Yes, sir!\Commence Operation: Eagle Landed.\Awesome! I've never seen a booster like that before.\We're doing a test run for a new top-secret weapon.\Whatcha think? Pretty cool, right? response:	It's incredible!
context: The future of Earth rests on this reconnaissance mission!\We're counting on you.\Yes, sir!\Commence Operation: Eagle Landed.\Awesome! I've never seen a booster like that before.\We're doing a test run for a new top-secret weapon.\Whatcha think? Pretty cool, right?\It's incredible! response:	Damn! I wish my unit wasn't all busted up.
context: We're counting on you.\Yes, sir!\Commence Operation: Eagle Landed.\Awesome! I've never seen a booster like that before.\We're doing a test run for a new top-secret weapon.\Whatcha think? Pretty cool, right?\It's incredible!\Damn! I wish my unit wasn't all busted up. response:	There is no need for you to help.
context: Yes, sir!\Commence Operation: Eagle Landed.\Awesome! I've never seen a booster like that before.\We're doing a test run for a new top-secret weapon.\Whatcha think? Pretty cool, right?\It's incredible!\Damn! I wish my unit wasn't all busted up.\There is no need for you to help. response:	We can handle this one ourselves!
context: Commence Operation: Eagle Landed.\Awesome! I've never seen a booster like that before.\We're doing a test run for a new top-secret weapon.\Whatcha think? Pretty cool, right?\It's incredible!\Damn! I wish my unit wasn't all busted up.\There is no need for you to help.\We can handle this one ourselves! response:	But-
context: Awesome! I've never seen a booster like that before.\We're doing a test run for a new top-secret weapon.\Whatcha think? Pretty cool, right?\It's incredible!\Damn! I wish my unit wasn't all busted up.\There is no need for you to help.\We can handle this one ourselves!\But- response:	Give us a chance to show off every now and then.
context: We're doing a test run for a new top-secret weapon.\Whatcha think? Pretty cool, right?\It's incredible!\Damn! I wish my unit wasn't all busted up.\There is no need for you to help.\We can handle this one ourselves!\But-\Give us a chance to show off every now and then. response:	Dude, I'll prove to ya that we're the real heroes around here.
context: Whatcha think? Pretty cool, right?\It's incredible!\Damn! I wish my unit wasn't all busted up.\There is no need for you to help.\We can handle this one ourselves!\But-\Give us a chance to show off every now and then.\Dude, I'll prove to ya that we're the real heroes around here. response:	No, I'm not handing over my role as the hero.
context: It's incredible!\Damn! I wish my unit wasn't all busted up.\There is no need for you to help.\We can handle this one ourselves!\But-\Give us a chance to show off every now and then.\Dude, I'll prove to ya that we're the real heroes around here.\No, I'm not handing over my role as the hero. response:	Then let's duke it out to see who the real hero is when I get back.
context: Damn! I wish my unit wasn't all busted up.\There is no need for you to help.\We can handle this one ourselves!\But-\Give us a chance to show off every now and then.\Dude, I'll prove to ya that we're the real heroes around here.\No, I'm not handing over my role as the hero.\Then let's duke it out to see who the real hero is when I get back. response:	I'm holding you to that.
context: There is no need for you to help.\We can handle this one ourselves!\But-\Give us a chance to show off every now and then.\Dude, I'll prove to ya that we're the real heroes around here.\No, I'm not handing over my role as the hero.\Then let's duke it out to see who the real hero is when I get back.\I'm holding you to that. response:	Have I ever broken a promise?
context: We can handle this one ourselves!\But-\Give us a chance to show off every now and then.\Dude, I'll prove to ya that we're the real heroes around here.\No, I'm not handing over my role as the hero.\Then let's duke it out to see who the real hero is when I get back.\I'm holding you to that.\Have I ever broken a promise? response:	You break them all of the time!
context: But-\Give us a chance to show off every now and then.\Dude, I'll prove to ya that we're the real heroes around here.\No, I'm not handing over my role as the hero.\Then let's duke it out to see who the real hero is when I get back.\I'm holding you to that.\Have I ever broken a promise?\You break them all of the time! response:	Yeah. It's far rarer for you to keep them.
context: Give us a chance to show off every now and then.\Dude, I'll prove to ya that we're the real heroes around here.\No, I'm not handing over my role as the hero.\Then let's duke it out to see who the real hero is when I get back.\I'm holding you to that.\Have I ever broken a promise?\You break them all of the time!\Yeah. It's far rarer for you to keep them. response:	Dudes, as my teammates, you oughta back me up!
context: Dude, I'll prove to ya that we're the real heroes around here.\No, I'm not handing over my role as the hero.\Then let's duke it out to see who the real hero is when I get back.\I'm holding you to that.\Have I ever broken a promise?\You break them all of the time!\Yeah. It's far rarer for you to keep them.\Dudes, as my teammates, you oughta back me up! response:	Tamaki!
context: No, I'm not handing over my role as the hero.\Then let's duke it out to see who the real hero is when I get back.\I'm holding you to that.\Have I ever broken a promise?\You break them all of the time!\Yeah. It's far rarer for you to keep them.\Dudes, as my teammates, you oughta back me up!\Tamaki! response:	I'd like to tell you something when I get back.
context: Then let's duke it out to see who the real hero is when I get back.\I'm holding you to that.\Have I ever broken a promise?\You break them all of the time!\Yeah. It's far rarer for you to keep them.\Dudes, as my teammates, you oughta back me up!\Tamaki!\I'd like to tell you something when I get back. response:	You would?
context: I'm holding you to that.\Have I ever broken a promise?\You break them all of the time!\Yeah. It's far rarer for you to keep them.\Dudes, as my teammates, you oughta back me up!\Tamaki!\I'd like to tell you something when I get back.\You would? response:	Want me to introduce you to Guiliano?
context: Have I ever broken a promise?\You break them all of the time!\Yeah. It's far rarer for you to keep them.\Dudes, as my teammates, you oughta back me up!\Tamaki!\I'd like to tell you something when I get back.\You would?\Want me to introduce you to Guiliano? response:	No, that's not it...
context: You break them all of the time!\Yeah. It's far rarer for you to keep them.\Dudes, as my teammates, you oughta back me up!\Tamaki!\I'd like to tell you something when I get back.\You would?\Want me to introduce you to Guiliano?\No, that's not it... response:	It's not? Then were you after Siegfried?
context: Yeah. It's far rarer for you to keep them.\Dudes, as my teammates, you oughta back me up!\Tamaki!\I'd like to tell you something when I get back.\You would?\Want me to introduce you to Guiliano?\No, that's not it...\It's not? Then were you after Siegfried? response:	You've got it wrong!
context: Dudes, as my teammates, you oughta back me up!\Tamaki!\I'd like to tell you something when I get back.\You would?\Want me to introduce you to Guiliano?\No, that's not it...\It's not? Then were you after Siegfried?\You've got it wrong! response:	Then was it Master Daneel all along?!
context: Tamaki!\I'd like to tell you something when I get back.\You would?\Want me to introduce you to Guiliano?\No, that's not it...\It's not? Then were you after Siegfried?\You've got it wrong!\Then was it Master Daneel all along?! response:	Whatever shall I do?
context: I'd like to tell you something when I get back.\You would?\Want me to introduce you to Guiliano?\No, that's not it...\It's not? Then were you after Siegfried?\You've got it wrong!\Then was it Master Daneel all along?!\Whatever shall I do? response:	You haven't eaten since before that last mission, have you?
context: You would?\Want me to introduce you to Guiliano?\No, that's not it...\It's not? Then were you after Siegfried?\You've got it wrong!\Then was it Master Daneel all along?!\Whatever shall I do?\You haven't eaten since before that last mission, have you? response:	I could bake you a cake.
context: Want me to introduce you to Guiliano?\No, that's not it...\It's not? Then were you after Siegfried?\You've got it wrong!\Then was it Master Daneel all along?!\Whatever shall I do?\You haven't eaten since before that last mission, have you?\I could bake you a cake. response:	Cut the guy some slack.
context: No, that's not it...\It's not? Then were you after Siegfried?\You've got it wrong!\Then was it Master Daneel all along?!\Whatever shall I do?\You haven't eaten since before that last mission, have you?\I could bake you a cake.\Cut the guy some slack. response:	What was that?
context: It's not? Then were you after Siegfried?\You've got it wrong!\Then was it Master Daneel all along?!\Whatever shall I do?\You haven't eaten since before that last mission, have you?\I could bake you a cake.\Cut the guy some slack.\What was that? response:	Everyone!
context: You've got it wrong!\Then was it Master Daneel all along?!\Whatever shall I do?\You haven't eaten since before that last mission, have you?\I could bake you a cake.\Cut the guy some slack.\What was that?\Everyone! response:	It's time for your checkups.
context: Then was it Master Daneel all along?!\Whatever shall I do?\You haven't eaten since before that last mission, have you?\I could bake you a cake.\Cut the guy some slack.\What was that?\Everyone!\It's time for your checkups. response:	Checkups?
context: Whatever shall I do?\You haven't eaten since before that last mission, have you?\I could bake you a cake.\Cut the guy some slack.\What was that?\Everyone!\It's time for your checkups.\Checkups? response:	Right. You just finished another big mission,
context: You haven't eaten since before that last mission, have you?\I could bake you a cake.\Cut the guy some slack.\What was that?\Everyone!\It's time for your checkups.\Checkups?\Right. You just finished another big mission, response:	so we're going to give you checkups.
context: I could bake you a cake.\Cut the guy some slack.\What was that?\Everyone!\It's time for your checkups.\Checkups?\Right. You just finished another big mission,\so we're going to give you checkups. response:	So? How'd it go, Patrick?
context: Cut the guy some slack.\What was that?\Everyone!\It's time for your checkups.\Checkups?\Right. You just finished another big mission,\so we're going to give you checkups.\So? How'd it go, Patrick? response:	How'd what go?
context: What was that?\Everyone!\It's time for your checkups.\Checkups?\Right. You just finished another big mission,\so we're going to give you checkups.\So? How'd it go, Patrick?\How'd what go? response:	Don't be so shy!
context: Everyone!\It's time for your checkups.\Checkups?\Right. You just finished another big mission,\so we're going to give you checkups.\So? How'd it go, Patrick?\How'd what go?\Don't be so shy! response:	Didn't you tell Tamaki how you feel before we left?
context: It's time for your checkups.\Checkups?\Right. You just finished another big mission,\so we're going to give you checkups.\So? How'd it go, Patrick?\How'd what go?\Don't be so shy!\Didn't you tell Tamaki how you feel before we left? response:	N-n-n-not yet!
context: Checkups?\Right. You just finished another big mission,\so we're going to give you checkups.\So? How'd it go, Patrick?\How'd what go?\Don't be so shy!\Didn't you tell Tamaki how you feel before we left?\N-n-n-not yet! response:	That's no fun.
context: Right. You just finished another big mission,\so we're going to give you checkups.\So? How'd it go, Patrick?\How'd what go?\Don't be so shy!\Didn't you tell Tamaki how you feel before we left?\N-n-n-not yet!\That's no fun. response:	But I just found out what Tamaki's favorite food is.
context: so we're going to give you checkups.\So? How'd it go, Patrick?\How'd what go?\Don't be so shy!\Didn't you tell Tamaki how you feel before we left?\N-n-n-not yet!\That's no fun.\But I just found out what Tamaki's favorite food is. response:	I'll win her over with that.
context: So? How'd it go, Patrick?\How'd what go?\Don't be so shy!\Didn't you tell Tamaki how you feel before we left?\N-n-n-not yet!\That's no fun.\But I just found out what Tamaki's favorite food is.\I'll win her over with that. response:	Oh, good thinking!
context: How'd what go?\Don't be so shy!\Didn't you tell Tamaki how you feel before we left?\N-n-n-not yet!\That's no fun.\But I just found out what Tamaki's favorite food is.\I'll win her over with that.\Oh, good thinking! response:	Are you seriously going to be okay?
context: Don't be so shy!\Didn't you tell Tamaki how you feel before we left?\N-n-n-not yet!\That's no fun.\But I just found out what Tamaki's favorite food is.\I'll win her over with that.\Oh, good thinking!\Are you seriously going to be okay? response:	I had some sent up all of the way from Earth.
context: Didn't you tell Tamaki how you feel before we left?\N-n-n-not yet!\That's no fun.\But I just found out what Tamaki's favorite food is.\I'll win her over with that.\Oh, good thinking!\Are you seriously going to be okay?\I had some sent up all of the way from Earth. response:	I'll give it to her when I get back.
context: N-n-n-not yet!\That's no fun.\But I just found out what Tamaki's favorite food is.\I'll win her over with that.\Oh, good thinking!\Are you seriously going to be okay?\I had some sent up all of the way from Earth.\I'll give it to her when I get back. response:	Best of luck to ya!
context: That's no fun.\But I just found out what Tamaki's favorite food is.\I'll win her over with that.\Oh, good thinking!\Are you seriously going to be okay?\I had some sent up all of the way from Earth.\I'll give it to her when I get back.\Best of luck to ya! response:	Thanks!
context: But I just found out what Tamaki's favorite food is.\I'll win her over with that.\Oh, good thinking!\Are you seriously going to be okay?\I had some sent up all of the way from Earth.\I'll give it to her when I get back.\Best of luck to ya!\Thanks! response:	Tamaki Irie, please accept this.
context: I'll win her over with that.\Oh, good thinking!\Are you seriously going to be okay?\I had some sent up all of the way from Earth.\I'll give it to her when I get back.\Best of luck to ya!\Thanks!\Tamaki Irie, please accept this. response:	Tamaki Irie, please accept this.
context: Oh, good thinking!\Are you seriously going to be okay?\I had some sent up all of the way from Earth.\I'll give it to her when I get back.\Best of luck to ya!\Thanks!\Tamaki Irie, please accept this.\Tamaki Irie, please accept this. response:	I gained more weight!
context: Are you seriously going to be okay?\I had some sent up all of the way from Earth.\I'll give it to her when I get back.\Best of luck to ya!\Thanks!\Tamaki Irie, please accept this.\Tamaki Irie, please accept this.\I gained more weight! response:	I knew it!
context: I had some sent up all of the way from Earth.\I'll give it to her when I get back.\Best of luck to ya!\Thanks!\Tamaki Irie, please accept this.\Tamaki Irie, please accept this.\I gained more weight!\I knew it! response:	They seem to be havin' fun over there...
context: I'll give it to her when I get back.\Best of luck to ya!\Thanks!\Tamaki Irie, please accept this.\Tamaki Irie, please accept this.\I gained more weight!\I knew it!\They seem to be havin' fun over there... response:	It's grimy over here.
context: Best of luck to ya!\Thanks!\Tamaki Irie, please accept this.\Tamaki Irie, please accept this.\I gained more weight!\I knew it!\They seem to be havin' fun over there...\It's grimy over here. response:	It's stuffy and crowded!
context: Thanks!\Tamaki Irie, please accept this.\Tamaki Irie, please accept this.\I gained more weight!\I knew it!\They seem to be havin' fun over there...\It's grimy over here.\It's stuffy and crowded! response:	Visual on Neptune.
context: Tamaki Irie, please accept this.\Tamaki Irie, please accept this.\I gained more weight!\I knew it!\They seem to be havin' fun over there...\It's grimy over here.\It's stuffy and crowded!\Visual on Neptune. response:	We've reached the final veering point.
context: Tamaki Irie, please accept this.\I gained more weight!\I knew it!\They seem to be havin' fun over there...\It's grimy over here.\It's stuffy and crowded!\Visual on Neptune.\We've reached the final veering point. response:	Wow! So that's Neptune!
context: I gained more weight!\I knew it!\They seem to be havin' fun over there...\It's grimy over here.\It's stuffy and crowded!\Visual on Neptune.\We've reached the final veering point.\Wow! So that's Neptune! response:	We're the first humans in history to make it this far.
context: I knew it!\They seem to be havin' fun over there...\It's grimy over here.\It's stuffy and crowded!\Visual on Neptune.\We've reached the final veering point.\Wow! So that's Neptune!\We're the first humans in history to make it this far. response:	I'm going to set our swing-by maneuver.
context: They seem to be havin' fun over there...\It's grimy over here.\It's stuffy and crowded!\Visual on Neptune.\We've reached the final veering point.\Wow! So that's Neptune!\We're the first humans in history to make it this far.\I'm going to set our swing-by maneuver. response:	I'm countin' on ya!
context: It's grimy over here.\It's stuffy and crowded!\Visual on Neptune.\We've reached the final veering point.\Wow! So that's Neptune!\We're the first humans in history to make it this far.\I'm going to set our swing-by maneuver.\I'm countin' on ya! response:	Which will it be: Heavy G and get there quick
context: It's stuffy and crowded!\Visual on Neptune.\We've reached the final veering point.\Wow! So that's Neptune!\We're the first humans in history to make it this far.\I'm going to set our swing-by maneuver.\I'm countin' on ya!\Which will it be: Heavy G and get there quick response:	or a slow and easy ride?
context: Visual on Neptune.\We've reached the final veering point.\Wow! So that's Neptune!\We're the first humans in history to make it this far.\I'm going to set our swing-by maneuver.\I'm countin' on ya!\Which will it be: Heavy G and get there quick\or a slow and easy ride? response:	I'd prefer the easy-
context: We've reached the final veering point.\Wow! So that's Neptune!\We're the first humans in history to make it this far.\I'm going to set our swing-by maneuver.\I'm countin' on ya!\Which will it be: Heavy G and get there quick\or a slow and easy ride?\I'd prefer the easy- response:	Obviously we're gonna take the quicker method!
context: Wow! So that's Neptune!\We're the first humans in history to make it this far.\I'm going to set our swing-by maneuver.\I'm countin' on ya!\Which will it be: Heavy G and get there quick\or a slow and easy ride?\I'd prefer the easy-\Obviously we're gonna take the quicker method! response:	Yeah, I figured as much.
context: We're the first humans in history to make it this far.\I'm going to set our swing-by maneuver.\I'm countin' on ya!\Which will it be: Heavy G and get there quick\or a slow and easy ride?\I'd prefer the easy-\Obviously we're gonna take the quicker method!\Yeah, I figured as much. response:	Man!
context: I'm going to set our swing-by maneuver.\I'm countin' on ya!\Which will it be: Heavy G and get there quick\or a slow and easy ride?\I'd prefer the easy-\Obviously we're gonna take the quicker method!\Yeah, I figured as much.\Man! response:	Great! Report in via our secure line.
context: I'm countin' on ya!\Which will it be: Heavy G and get there quick\or a slow and easy ride?\I'd prefer the easy-\Obviously we're gonna take the quicker method!\Yeah, I figured as much.\Man!\Great! Report in via our secure line. response:	Roger!
context: Which will it be: Heavy G and get there quick\or a slow and easy ride?\I'd prefer the easy-\Obviously we're gonna take the quicker method!\Yeah, I figured as much.\Man!\Great! Report in via our secure line.\Roger! response:	Static...?
context: or a slow and easy ride?\I'd prefer the easy-\Obviously we're gonna take the quicker method!\Yeah, I figured as much.\Man!\Great! Report in via our secure line.\Roger!\Static...? response:	What's wrong?
context: I'd prefer the easy-\Obviously we're gonna take the quicker method!\Yeah, I figured as much.\Man!\Great! Report in via our secure line.\Roger!\Static...?\What's wrong? response:	I can't get through.
context: Obviously we're gonna take the quicker method!\Yeah, I figured as much.\Man!\Great! Report in via our secure line.\Roger!\Static...?\What's wrong?\I can't get through. response:	Just a sec. I'll look into it.
context: Yeah, I figured as much.\Man!\Great! Report in via our secure line.\Roger!\Static...?\What's wrong?\I can't get through.\Just a sec. I'll look into it. response:	Problem found!
context: Man!\Great! Report in via our secure line.\Roger!\Static...?\What's wrong?\I can't get through.\Just a sec. I'll look into it.\Problem found! response:	A solar storm is emitting
context: Great! Report in via our secure line.\Roger!\Static...?\What's wrong?\I can't get through.\Just a sec. I'll look into it.\Problem found!\A solar storm is emitting response:	extremely strong electromagnetic interference.
context: Roger!\Static...?\What's wrong?\I can't get through.\Just a sec. I'll look into it.\Problem found!\A solar storm is emitting\extremely strong electromagnetic interference. response:	What range are we lookin' at?
context: Static...?\What's wrong?\I can't get through.\Just a sec. I'll look into it.\Problem found!\A solar storm is emitting\extremely strong electromagnetic interference.\What range are we lookin' at? response:	Everywhere between us... and Jupiter.
context: What's wrong?\I can't get through.\Just a sec. I'll look into it.\Problem found!\A solar storm is emitting\extremely strong electromagnetic interference.\What range are we lookin' at?\Everywhere between us... and Jupiter. response:	Well, jeez! It looks like we're stuck
context: I can't get through.\Just a sec. I'll look into it.\Problem found!\A solar storm is emitting\extremely strong electromagnetic interference.\What range are we lookin' at?\Everywhere between us... and Jupiter.\Well, jeez! It looks like we're stuck response:	goin' home so we can hand the info over!
context: Just a sec. I'll look into it.\Problem found!\A solar storm is emitting\extremely strong electromagnetic interference.\What range are we lookin' at?\Everywhere between us... and Jupiter.\Well, jeez! It looks like we're stuck\goin' home so we can hand the info over! response:	And here I thought this was an easy job
context: Problem found!\A solar storm is emitting\extremely strong electromagnetic interference.\What range are we lookin' at?\Everywhere between us... and Jupiter.\Well, jeez! It looks like we're stuck\goin' home so we can hand the info over!\And here I thought this was an easy job response:	where we just transmitted the data we found.
context: A solar storm is emitting\extremely strong electromagnetic interference.\What range are we lookin' at?\Everywhere between us... and Jupiter.\Well, jeez! It looks like we're stuck\goin' home so we can hand the info over!\And here I thought this was an easy job\where we just transmitted the data we found. response:	Well, there's no such thing as an easy job!
context: extremely strong electromagnetic interference.\What range are we lookin' at?\Everywhere between us... and Jupiter.\Well, jeez! It looks like we're stuck\goin' home so we can hand the info over!\And here I thought this was an easy job\where we just transmitted the data we found.\Well, there's no such thing as an easy job! response:	Changing course.
context: What range are we lookin' at?\Everywhere between us... and Jupiter.\Well, jeez! It looks like we're stuck\goin' home so we can hand the info over!\And here I thought this was an easy job\where we just transmitted the data we found.\Well, there's no such thing as an easy job!\Changing course. response:	Disconnecting from the sails in
context: Everywhere between us... and Jupiter.\Well, jeez! It looks like we're stuck\goin' home so we can hand the info over!\And here I thought this was an easy job\where we just transmitted the data we found.\Well, there's no such thing as an easy job!\Changing course.\Disconnecting from the sails in response:	Disconnect.
context: Well, jeez! It looks like we're stuck\goin' home so we can hand the info over!\And here I thought this was an easy job\where we just transmitted the data we found.\Well, there's no such thing as an easy job!\Changing course.\Disconnecting from the sails in\Disconnect. response:	We successfully disconnected.
context: goin' home so we can hand the info over!\And here I thought this was an easy job\where we just transmitted the data we found.\Well, there's no such thing as an easy job!\Changing course.\Disconnecting from the sails in\Disconnect.\We successfully disconnected. response:	Sweet! Ignite the booster!
context: And here I thought this was an easy job\where we just transmitted the data we found.\Well, there's no such thing as an easy job!\Changing course.\Disconnecting from the sails in\Disconnect.\We successfully disconnected.\Sweet! Ignite the booster! response:	Even with a G canceler, this is brutal!
context: where we just transmitted the data we found.\Well, there's no such thing as an easy job!\Changing course.\Disconnecting from the sails in\Disconnect.\We successfully disconnected.\Sweet! Ignite the booster!\Even with a G canceler, this is brutal! response:	They oughta pay us overtime for this!
context: Well, there's no such thing as an easy job!\Changing course.\Disconnecting from the sails in\Disconnect.\We successfully disconnected.\Sweet! Ignite the booster!\Even with a G canceler, this is brutal!\They oughta pay us overtime for this! response:	It would help cover all of my upcoming dates!
context: Changing course.\Disconnecting from the sails in\Disconnect.\We successfully disconnected.\Sweet! Ignite the booster!\Even with a G canceler, this is brutal!\They oughta pay us overtime for this!\It would help cover all of my upcoming dates! response:	Just how much are you gonna spend on her?
context: Disconnecting from the sails in\Disconnect.\We successfully disconnected.\Sweet! Ignite the booster!\Even with a G canceler, this is brutal!\They oughta pay us overtime for this!\It would help cover all of my upcoming dates!\Just how much are you gonna spend on her? response:	We're gonna zoom by!
context: Disconnect.\We successfully disconnected.\Sweet! Ignite the booster!\Even with a G canceler, this is brutal!\They oughta pay us overtime for this!\It would help cover all of my upcoming dates!\Just how much are you gonna spend on her?\We're gonna zoom by! response:	Set all of your sensors to auto. We can't miss the gate!
context: We successfully disconnected.\Sweet! Ignite the booster!\Even with a G canceler, this is brutal!\They oughta pay us overtime for this!\It would help cover all of my upcoming dates!\Just how much are you gonna spend on her?\We're gonna zoom by!\Set all of your sensors to auto. We can't miss the gate! response:	I see it!
context: Sweet! Ignite the booster!\Even with a G canceler, this is brutal!\They oughta pay us overtime for this!\It would help cover all of my upcoming dates!\Just how much are you gonna spend on her?\We're gonna zoom by!\Set all of your sensors to auto. We can't miss the gate!\I see it! response:	Another exam?
context: Even with a G canceler, this is brutal!\They oughta pay us overtime for this!\It would help cover all of my upcoming dates!\Just how much are you gonna spend on her?\We're gonna zoom by!\Set all of your sensors to auto. We can't miss the gate!\I see it!\Another exam? response:	Right. I'm concerned about some of the results that came up.
context: They oughta pay us overtime for this!\It would help cover all of my upcoming dates!\Just how much are you gonna spend on her?\We're gonna zoom by!\Set all of your sensors to auto. We can't miss the gate!\I see it!\Another exam?\Right. I'm concerned about some of the results that came up. response:	How is everyone else?
context: It would help cover all of my upcoming dates!\Just how much are you gonna spend on her?\We're gonna zoom by!\Set all of your sensors to auto. We can't miss the gate!\I see it!\Another exam?\Right. I'm concerned about some of the results that came up.\How is everyone else? response:	They will reach the rendezvous point in 10 hours.
context: Just how much are you gonna spend on her?\We're gonna zoom by!\Set all of your sensors to auto. We can't miss the gate!\I see it!\Another exam?\Right. I'm concerned about some of the results that came up.\How is everyone else?\They will reach the rendezvous point in 10 hours. response:	Due to a solar storm, we are unable to reach them.
context: We're gonna zoom by!\Set all of your sensors to auto. We can't miss the gate!\I see it!\Another exam?\Right. I'm concerned about some of the results that came up.\How is everyone else?\They will reach the rendezvous point in 10 hours.\Due to a solar storm, we are unable to reach them. response:	Can you find them via optical tracking?
