context: A whole colony of Demon Bats! response:	They're the Demon Bats!
context: Thank you.\You're the one who saved me, right?\You weakened the old bat's power.\Uh-uh. I didn't do that.\Someone's gentle arms embraced my mommy and me,\and protected us.\That was Tsukuyomaru. Your father's hands.\Yes. response:	Your father probably wished for your freedom, too.
context: You're the one who saved me, right?\You weakened the old bat's power.\Uh-uh. I didn't do that.\Someone's gentle arms embraced my mommy and me,\and protected us.\That was Tsukuyomaru. Your father's hands.\Yes.\Your father probably wished for your freedom, too. response:	Huh?
context: You weakened the old bat's power.\Uh-uh. I didn't do that.\Someone's gentle arms embraced my mommy and me,\and protected us.\That was Tsukuyomaru. Your father's hands.\Yes.\Your father probably wished for your freedom, too.\Huh? response:	Nothing.
context: Uh-uh. I didn't do that.\Someone's gentle arms embraced my mommy and me,\and protected us.\That was Tsukuyomaru. Your father's hands.\Yes.\Your father probably wished for your freedom, too.\Huh?\Nothing. response:	Heh! Hey, let's go!
context: Someone's gentle arms embraced my mommy and me,\and protected us.\That was Tsukuyomaru. Your father's hands.\Yes.\Your father probably wished for your freedom, too.\Huh?\Nothing.\Heh! Hey, let's go! response:	I'm hungry!
context: and protected us.\That was Tsukuyomaru. Your father's hands.\Yes.\Your father probably wished for your freedom, too.\Huh?\Nothing.\Heh! Hey, let's go!\I'm hungry! response:	Me, too!
context: That was Tsukuyomaru. Your father's hands.\Yes.\Your father probably wished for your freedom, too.\Huh?\Nothing.\Heh! Hey, let's go!\I'm hungry!\Me, too! response:	Shall we go?
context: Yes.\Your father probably wished for your freedom, too.\Huh?\Nothing.\Heh! Hey, let's go!\I'm hungry!\Me, too!\Shall we go? response:	Inuyasha also wanted to rescue Shiori.
context: Your father probably wished for your freedom, too.\Huh?\Nothing.\Heh! Hey, let's go!\I'm hungry!\Me, too!\Shall we go?\Inuyasha also wanted to rescue Shiori. response:	He probably forgot all about making Tetsusaiga stronger.
context: Huh?\Nothing.\Heh! Hey, let's go!\I'm hungry!\Me, too!\Shall we go?\Inuyasha also wanted to rescue Shiori.\He probably forgot all about making Tetsusaiga stronger. response:	That's why the spirit of Shiori's father lent Inuyasha a hand.
context: Nothing.\Heh! Hey, let's go!\I'm hungry!\Me, too!\Shall we go?\Inuyasha also wanted to rescue Shiori.\He probably forgot all about making Tetsusaiga stronger.\That's why the spirit of Shiori's father lent Inuyasha a hand. response:	What is Inuyasha thinking about?
context: Heh! Hey, let's go!\I'm hungry!\Me, too!\Shall we go?\Inuyasha also wanted to rescue Shiori.\He probably forgot all about making Tetsusaiga stronger.\That's why the spirit of Shiori's father lent Inuyasha a hand.\What is Inuyasha thinking about? response:	How unusual for Inuyasha to contemplate about something.
context: I'm hungry!\Me, too!\Shall we go?\Inuyasha also wanted to rescue Shiori.\He probably forgot all about making Tetsusaiga stronger.\That's why the spirit of Shiori's father lent Inuyasha a hand.\What is Inuyasha thinking about?\How unusual for Inuyasha to contemplate about something. response:	Hey!
context: Me, too!\Shall we go?\Inuyasha also wanted to rescue Shiori.\He probably forgot all about making Tetsusaiga stronger.\That's why the spirit of Shiori's father lent Inuyasha a hand.\What is Inuyasha thinking about?\How unusual for Inuyasha to contemplate about something.\Hey! response:	But those two will probably go through hard times still.
context: Shall we go?\Inuyasha also wanted to rescue Shiori.\He probably forgot all about making Tetsusaiga stronger.\That's why the spirit of Shiori's father lent Inuyasha a hand.\What is Inuyasha thinking about?\How unusual for Inuyasha to contemplate about something.\Hey!\But those two will probably go through hard times still. response:	Can't be a half-demon if you're afraid of hard times.
context: Inuyasha also wanted to rescue Shiori.\He probably forgot all about making Tetsusaiga stronger.\That's why the spirit of Shiori's father lent Inuyasha a hand.\What is Inuyasha thinking about?\How unusual for Inuyasha to contemplate about something.\Hey!\But those two will probably go through hard times still.\Can't be a half-demon if you're afraid of hard times. response:	Well, we do have a fine example right here among us.
context: He probably forgot all about making Tetsusaiga stronger.\That's why the spirit of Shiori's father lent Inuyasha a hand.\What is Inuyasha thinking about?\How unusual for Inuyasha to contemplate about something.\Hey!\But those two will probably go through hard times still.\Can't be a half-demon if you're afraid of hard times.\Well, we do have a fine example right here among us. response:	Hopefully, Shiori doesn't turn out as warped.
context: That's why the spirit of Shiori's father lent Inuyasha a hand.\What is Inuyasha thinking about?\How unusual for Inuyasha to contemplate about something.\Hey!\But those two will probably go through hard times still.\Can't be a half-demon if you're afraid of hard times.\Well, we do have a fine example right here among us.\Hopefully, Shiori doesn't turn out as warped. response:	You guys're!
context: What is Inuyasha thinking about?\How unusual for Inuyasha to contemplate about something.\Hey!\But those two will probably go through hard times still.\Can't be a half-demon if you're afraid of hard times.\Well, we do have a fine example right here among us.\Hopefully, Shiori doesn't turn out as warped.\You guys're! response:	Now that's more like the Inuyasha I know!
context: How unusual for Inuyasha to contemplate about something.\Hey!\But those two will probably go through hard times still.\Can't be a half-demon if you're afraid of hard times.\Well, we do have a fine example right here among us.\Hopefully, Shiori doesn't turn out as warped.\You guys're!\Now that's more like the Inuyasha I know! response:	Whaddya mean?!
context: Hey!\But those two will probably go through hard times still.\Can't be a half-demon if you're afraid of hard times.\Well, we do have a fine example right here among us.\Hopefully, Shiori doesn't turn out as warped.\You guys're!\Now that's more like the Inuyasha I know!\Whaddya mean?! response:	Inuyasha deep in thought just isn't Inuyasha!
context: But those two will probably go through hard times still.\Can't be a half-demon if you're afraid of hard times.\Well, we do have a fine example right here among us.\Hopefully, Shiori doesn't turn out as warped.\You guys're!\Now that's more like the Inuyasha I know!\Whaddya mean?!\Inuyasha deep in thought just isn't Inuyasha! response:	He's right. Don't do something you're not used to.
context: Can't be a half-demon if you're afraid of hard times.\Well, we do have a fine example right here among us.\Hopefully, Shiori doesn't turn out as warped.\You guys're!\Now that's more like the Inuyasha I know!\Whaddya mean?!\Inuyasha deep in thought just isn't Inuyasha!\He's right. Don't do something you're not used to. response:	What?!
context: Well, we do have a fine example right here among us.\Hopefully, Shiori doesn't turn out as warped.\You guys're!\Now that's more like the Inuyasha I know!\Whaddya mean?!\Inuyasha deep in thought just isn't Inuyasha!\He's right. Don't do something you're not used to.\What?! response:	I'll drop ya both!
context: Hopefully, Shiori doesn't turn out as warped.\You guys're!\Now that's more like the Inuyasha I know!\Whaddya mean?!\Inuyasha deep in thought just isn't Inuyasha!\He's right. Don't do something you're not used to.\What?!\I'll drop ya both! response:	What're you saying?!
context: You guys're!\Now that's more like the Inuyasha I know!\Whaddya mean?!\Inuyasha deep in thought just isn't Inuyasha!\He's right. Don't do something you're not used to.\What?!\I'll drop ya both!\What're you saying?! response:	We're just concerned about you!
context: Now that's more like the Inuyasha I know!\Whaddya mean?!\Inuyasha deep in thought just isn't Inuyasha!\He's right. Don't do something you're not used to.\What?!\I'll drop ya both!\What're you saying?!\We're just concerned about you! response:	Yes, we are, Inuyasha!
context: Whaddya mean?!\Inuyasha deep in thought just isn't Inuyasha!\He's right. Don't do something you're not used to.\What?!\I'll drop ya both!\What're you saying?!\We're just concerned about you!\Yes, we are, Inuyasha! response:	Don't take me for a fool!
context: Inuyasha deep in thought just isn't Inuyasha!\He's right. Don't do something you're not used to.\What?!\I'll drop ya both!\What're you saying?!\We're just concerned about you!\Yes, we are, Inuyasha!\Don't take me for a fool! response:	You're all going to fall!
context: He's right. Don't do something you're not used to.\What?!\I'll drop ya both!\What're you saying?!\We're just concerned about you!\Yes, we are, Inuyasha!\Don't take me for a fool!\You're all going to fall! response:	Inuyasha didn't say a word when he left Shiori.
context: What?!\I'll drop ya both!\What're you saying?!\We're just concerned about you!\Yes, we are, Inuyasha!\Don't take me for a fool!\You're all going to fall!\Inuyasha didn't say a word when he left Shiori. response:	Not even a Do your best or Hang in there.
context: I'll drop ya both!\What're you saying?!\We're just concerned about you!\Yes, we are, Inuyasha!\Don't take me for a fool!\You're all going to fall!\Inuyasha didn't say a word when he left Shiori.\Not even a Do your best or Hang in there. response:	Even though there were many things he could say.
context: What're you saying?!\We're just concerned about you!\Yes, we are, Inuyasha!\Don't take me for a fool!\You're all going to fall!\Inuyasha didn't say a word when he left Shiori.\Not even a Do your best or Hang in there.\Even though there were many things he could say. response:	Inuyasha chose silence to encourage her.
context: We're just concerned about you!\Yes, we are, Inuyasha!\Don't take me for a fool!\You're all going to fall!\Inuyasha didn't say a word when he left Shiori.\Not even a Do your best or Hang in there.\Even though there were many things he could say.\Inuyasha chose silence to encourage her. response:	I'm sure she got his meaning.
context: Yes, we are, Inuyasha!\Don't take me for a fool!\You're all going to fall!\Inuyasha didn't say a word when he left Shiori.\Not even a Do your best or Hang in there.\Even though there were many things he could say.\Inuyasha chose silence to encourage her.\I'm sure she got his meaning. response:	What's the matter, Kagome?
context: Don't take me for a fool!\You're all going to fall!\Inuyasha didn't say a word when he left Shiori.\Not even a Do your best or Hang in there.\Even though there were many things he could say.\Inuyasha chose silence to encourage her.\I'm sure she got his meaning.\What's the matter, Kagome? response:	Good boy!
context: You're all going to fall!\Inuyasha didn't say a word when he left Shiori.\Not even a Do your best or Hang in there.\Even though there were many things he could say.\Inuyasha chose silence to encourage her.\I'm sure she got his meaning.\What's the matter, Kagome?\Good boy! response:	Hey, don't treat me like a dog!
context: Inuyasha didn't say a word when he left Shiori.\Not even a Do your best or Hang in there.\Even though there were many things he could say.\Inuyasha chose silence to encourage her.\I'm sure she got his meaning.\What's the matter, Kagome?\Good boy!\Hey, don't treat me like a dog! response:	Good boy!
context: Not even a Do your best or Hang in there.\Even though there were many things he could say.\Inuyasha chose silence to encourage her.\I'm sure she got his meaning.\What's the matter, Kagome?\Good boy!\Hey, don't treat me like a dog!\Good boy! response:	Hey Shippo! You...
context: Even though there were many things he could say.\Inuyasha chose silence to encourage her.\I'm sure she got his meaning.\What's the matter, Kagome?\Good boy!\Hey, don't treat me like a dog!\Good boy!\Hey Shippo! You... response:	Enough, already.
context: Inuyasha chose silence to encourage her.\I'm sure she got his meaning.\What's the matter, Kagome?\Good boy!\Hey, don't treat me like a dog!\Good boy!\Hey Shippo! You...\Enough, already. response:	Cripes! I never should a come along!
context: I'm sure she got his meaning.\What's the matter, Kagome?\Good boy!\Hey, don't treat me like a dog!\Good boy!\Hey Shippo! You...\Enough, already.\Cripes! I never should a come along! response:	Demon-cat siblings, each named for one of the four seasons...
context: What's the matter, Kagome?\Good boy!\Hey, don't treat me like a dog!\Good boy!\Hey Shippo! You...\Enough, already.\Cripes! I never should a come along!\Demon-cat siblings, each named for one of the four seasons... response:	the Panther-Demon Tribe appears from the West.
context: Good boy!\Hey, don't treat me like a dog!\Good boy!\Hey Shippo! You...\Enough, already.\Cripes! I never should a come along!\Demon-cat siblings, each named for one of the four seasons...\the Panther-Demon Tribe appears from the West. response:	Their aim-Sacred Jewel shards and Inuyasha's life!
context: Hey, don't treat me like a dog!\Good boy!\Hey Shippo! You...\Enough, already.\Cripes! I never should a come along!\Demon-cat siblings, each named for one of the four seasons...\the Panther-Demon Tribe appears from the West.\Their aim-Sacred Jewel shards and Inuyasha's life! response:	Who cares about them!
context: Good boy!\Hey Shippo! You...\Enough, already.\Cripes! I never should a come along!\Demon-cat siblings, each named for one of the four seasons...\the Panther-Demon Tribe appears from the West.\Their aim-Sacred Jewel shards and Inuyasha's life!\Who cares about them! response:	It all started fifty years ago,
context: Hey Shippo! You...\Enough, already.\Cripes! I never should a come along!\Demon-cat siblings, each named for one of the four seasons...\the Panther-Demon Tribe appears from the West.\Their aim-Sacred Jewel shards and Inuyasha's life!\Who cares about them!\It all started fifty years ago, response:	when Lord Sesshomaru meddled in the great war.
context: Enough, already.\Cripes! I never should a come along!\Demon-cat siblings, each named for one of the four seasons...\the Panther-Demon Tribe appears from the West.\Their aim-Sacred Jewel shards and Inuyasha's life!\Who cares about them!\It all started fifty years ago,\when Lord Sesshomaru meddled in the great war. response:	Isn't that around the time Inuyasha was sealed to the tree?
context: Cripes! I never should a come along!\Demon-cat siblings, each named for one of the four seasons...\the Panther-Demon Tribe appears from the West.\Their aim-Sacred Jewel shards and Inuyasha's life!\Who cares about them!\It all started fifty years ago,\when Lord Sesshomaru meddled in the great war.\Isn't that around the time Inuyasha was sealed to the tree? response:	Next on Inuyasha: The Plot of the Panther Devas
context: Demon-cat siblings, each named for one of the four seasons...\the Panther-Demon Tribe appears from the West.\Their aim-Sacred Jewel shards and Inuyasha's life!\Who cares about them!\It all started fifty years ago,\when Lord Sesshomaru meddled in the great war.\Isn't that around the time Inuyasha was sealed to the tree?\Next on Inuyasha: The Plot of the Panther Devas response:	This is gonna be fun! I'll let'em have it!
