context: By joining our revolt, Princess, you will strengthen our solidarity. response:	There will be a victory prayer service today at the new Royal Cathedral.
context: Princess.\The promise you just made would mean renouncing your own position.\Do you really think you can change the country?\Yes.\And I will likely be its last queen.\I suspect my reign will end on the guillotine.\How could you...\Zelda! What are you...! response:	Don't listen to her lies.
context: The promise you just made would mean renouncing your own position.\Do you really think you can change the country?\Yes.\And I will likely be its last queen.\I suspect my reign will end on the guillotine.\How could you...\Zelda! What are you...!\Don't listen to her lies. response:	This revolution isn't just for you anymore.
context: Do you really think you can change the country?\Yes.\And I will likely be its last queen.\I suspect my reign will end on the guillotine.\How could you...\Zelda! What are you...!\Don't listen to her lies.\This revolution isn't just for you anymore. response:	When the Revolution tore my friend from me... I promised I would make her dream come true!
context: Yes.\And I will likely be its last queen.\I suspect my reign will end on the guillotine.\How could you...\Zelda! What are you...!\Don't listen to her lies.\This revolution isn't just for you anymore.\When the Revolution tore my friend from me... I promised I would make her dream come true! response:	I may be an imposter, but seeing this country for the past ten years, I realized.
context: And I will likely be its last queen.\I suspect my reign will end on the guillotine.\How could you...\Zelda! What are you...!\Don't listen to her lies.\This revolution isn't just for you anymore.\When the Revolution tore my friend from me... I promised I would make her dream come true!\I may be an imposter, but seeing this country for the past ten years, I realized. response:	It wasn't only us.
context: I suspect my reign will end on the guillotine.\How could you...\Zelda! What are you...!\Don't listen to her lies.\This revolution isn't just for you anymore.\When the Revolution tore my friend from me... I promised I would make her dream come true!\I may be an imposter, but seeing this country for the past ten years, I realized.\It wasn't only us. response:	So many people in this nation have been torn from each other by invisible walls.
context: How could you...\Zelda! What are you...!\Don't listen to her lies.\This revolution isn't just for you anymore.\When the Revolution tore my friend from me... I promised I would make her dream come true!\I may be an imposter, but seeing this country for the past ten years, I realized.\It wasn't only us.\So many people in this nation have been torn from each other by invisible walls. response:	When she said she wanted to get rid of the Wall, I didn't know what she meant.
context: Zelda! What are you...!\Don't listen to her lies.\This revolution isn't just for you anymore.\When the Revolution tore my friend from me... I promised I would make her dream come true!\I may be an imposter, but seeing this country for the past ten years, I realized.\It wasn't only us.\So many people in this nation have been torn from each other by invisible walls.\When she said she wanted to get rid of the Wall, I didn't know what she meant. response:	If it meant getting rid of all the pain and sadness, I sincerely wanted it to happen.
context: Don't listen to her lies.\This revolution isn't just for you anymore.\When the Revolution tore my friend from me... I promised I would make her dream come true!\I may be an imposter, but seeing this country for the past ten years, I realized.\It wasn't only us.\So many people in this nation have been torn from each other by invisible walls.\When she said she wanted to get rid of the Wall, I didn't know what she meant.\If it meant getting rid of all the pain and sadness, I sincerely wanted it to happen. response:	But I took away her chance!
context: This revolution isn't just for you anymore.\When the Revolution tore my friend from me... I promised I would make her dream come true!\I may be an imposter, but seeing this country for the past ten years, I realized.\It wasn't only us.\So many people in this nation have been torn from each other by invisible walls.\When she said she wanted to get rid of the Wall, I didn't know what she meant.\If it meant getting rid of all the pain and sadness, I sincerely wanted it to happen.\But I took away her chance! response:	So I swore I would change the country in her place!
context: When the Revolution tore my friend from me... I promised I would make her dream come true!\I may be an imposter, but seeing this country for the past ten years, I realized.\It wasn't only us.\So many people in this nation have been torn from each other by invisible walls.\When she said she wanted to get rid of the Wall, I didn't know what she meant.\If it meant getting rid of all the pain and sadness, I sincerely wanted it to happen.\But I took away her chance!\So I swore I would change the country in her place! response:	Princess.
context: I may be an imposter, but seeing this country for the past ten years, I realized.\It wasn't only us.\So many people in this nation have been torn from each other by invisible walls.\When she said she wanted to get rid of the Wall, I didn't know what she meant.\If it meant getting rid of all the pain and sadness, I sincerely wanted it to happen.\But I took away her chance!\So I swore I would change the country in her place!\Princess. response:	If you don't stop spouting that nonsense, I'll kill you right now.
context: It wasn't only us.\So many people in this nation have been torn from each other by invisible walls.\When she said she wanted to get rid of the Wall, I didn't know what she meant.\If it meant getting rid of all the pain and sadness, I sincerely wanted it to happen.\But I took away her chance!\So I swore I would change the country in her place!\Princess.\If you don't stop spouting that nonsense, I'll kill you right now. response:	You can't!
context: So many people in this nation have been torn from each other by invisible walls.\When she said she wanted to get rid of the Wall, I didn't know what she meant.\If it meant getting rid of all the pain and sadness, I sincerely wanted it to happen.\But I took away her chance!\So I swore I would change the country in her place!\Princess.\If you don't stop spouting that nonsense, I'll kill you right now.\You can't! response:	Our country needs her!
context: When she said she wanted to get rid of the Wall, I didn't know what she meant.\If it meant getting rid of all the pain and sadness, I sincerely wanted it to happen.\But I took away her chance!\So I swore I would change the country in her place!\Princess.\If you don't stop spouting that nonsense, I'll kill you right now.\You can't!\Our country needs her! response:	Please, Zelda. Give us a little time.
context: If it meant getting rid of all the pain and sadness, I sincerely wanted it to happen.\But I took away her chance!\So I swore I would change the country in her place!\Princess.\If you don't stop spouting that nonsense, I'll kill you right now.\You can't!\Our country needs her!\Please, Zelda. Give us a little time. response:	We can still try to figure out if this is really the best solution.
context: But I took away her chance!\So I swore I would change the country in her place!\Princess.\If you don't stop spouting that nonsense, I'll kill you right now.\You can't!\Our country needs her!\Please, Zelda. Give us a little time.\We can still try to figure out if this is really the best solution. response:	Can we, now?
context: So I swore I would change the country in her place!\Princess.\If you don't stop spouting that nonsense, I'll kill you right now.\You can't!\Our country needs her!\Please, Zelda. Give us a little time.\We can still try to figure out if this is really the best solution.\Can we, now? response:	He was weak.
context: Princess.\If you don't stop spouting that nonsense, I'll kill you right now.\You can't!\Our country needs her!\Please, Zelda. Give us a little time.\We can still try to figure out if this is really the best solution.\Can we, now?\He was weak. response:	You're a formidable woman.
context: If you don't stop spouting that nonsense, I'll kill you right now.\You can't!\Our country needs her!\Please, Zelda. Give us a little time.\We can still try to figure out if this is really the best solution.\Can we, now?\He was weak.\You're a formidable woman. response:	But I think you will serve me better dead.
context: You can't!\Our country needs her!\Please, Zelda. Give us a little time.\We can still try to figure out if this is really the best solution.\Can we, now?\He was weak.\You're a formidable woman.\But I think you will serve me better dead. response:	You're too much for me to handle.
context: Our country needs her!\Please, Zelda. Give us a little time.\We can still try to figure out if this is really the best solution.\Can we, now?\He was weak.\You're a formidable woman.\But I think you will serve me better dead.\You're too much for me to handle. response:	Princess?
context: Please, Zelda. Give us a little time.\We can still try to figure out if this is really the best solution.\Can we, now?\He was weak.\You're a formidable woman.\But I think you will serve me better dead.\You're too much for me to handle.\Princess? response:	Princess!
context: We can still try to figure out if this is really the best solution.\Can we, now?\He was weak.\You're a formidable woman.\But I think you will serve me better dead.\You're too much for me to handle.\Princess?\Princess! response:	Ange!
context: Can we, now?\He was weak.\You're a formidable woman.\But I think you will serve me better dead.\You're too much for me to handle.\Princess?\Princess!\Ange! response:	How is she?
context: He was weak.\You're a formidable woman.\But I think you will serve me better dead.\You're too much for me to handle.\Princess?\Princess!\Ange!\How is she? response:	She has lost much blood.
context: You're a formidable woman.\But I think you will serve me better dead.\You're too much for me to handle.\Princess?\Princess!\Ange!\How is she?\She has lost much blood. response:	We must tend to her quickly.
context: But I think you will serve me better dead.\You're too much for me to handle.\Princess?\Princess!\Ange!\How is she?\She has lost much blood.\We must tend to her quickly. response:	It's started.
context: You're too much for me to handle.\Princess?\Princess!\Ange!\How is she?\She has lost much blood.\We must tend to her quickly.\It's started. response:	What do we do?
context: Princess?\Princess!\Ange!\How is she?\She has lost much blood.\We must tend to her quickly.\It's started.\What do we do? response:	If we bust up the service, then their assassination plot will be ruined, too, right?
context: Princess!\Ange!\How is she?\She has lost much blood.\We must tend to her quickly.\It's started.\What do we do?\If we bust up the service, then their assassination plot will be ruined, too, right? response:	Huh? Wait a-
context: Ange!\How is she?\She has lost much blood.\We must tend to her quickly.\It's started.\What do we do?\If we bust up the service, then their assassination plot will be ruined, too, right?\Huh? Wait a- response:	Ange!
context: How is she?\She has lost much blood.\We must tend to her quickly.\It's started.\What do we do?\If we bust up the service, then their assassination plot will be ruined, too, right?\Huh? Wait a-\Ange! response:	I will handle things here! Go!
context: She has lost much blood.\We must tend to her quickly.\It's started.\What do we do?\If we bust up the service, then their assassination plot will be ruined, too, right?\Huh? Wait a-\Ange!\I will handle things here! Go! response:	I'm sorry, Chise!
context: We must tend to her quickly.\It's started.\What do we do?\If we bust up the service, then their assassination plot will be ruined, too, right?\Huh? Wait a-\Ange!\I will handle things here! Go!\I'm sorry, Chise! response:	Princess.
context: It's started.\What do we do?\If we bust up the service, then their assassination plot will be ruined, too, right?\Huh? Wait a-\Ange!\I will handle things here! Go!\I'm sorry, Chise!\Princess. response:	You... are our true Queen.
context: What do we do?\If we bust up the service, then their assassination plot will be ruined, too, right?\Huh? Wait a-\Ange!\I will handle things here! Go!\I'm sorry, Chise!\Princess.\You... are our true Queen. response:	So please... you mustn't die.
context: If we bust up the service, then their assassination plot will be ruined, too, right?\Huh? Wait a-\Ange!\I will handle things here! Go!\I'm sorry, Chise!\Princess.\You... are our true Queen.\So please... you mustn't die. response:	I won't.
context: Huh? Wait a-\Ange!\I will handle things here! Go!\I'm sorry, Chise!\Princess.\You... are our true Queen.\So please... you mustn't die.\I won't. response:	Let's go.
context: Ange!\I will handle things here! Go!\I'm sorry, Chise!\Princess.\You... are our true Queen.\So please... you mustn't die.\I won't.\Let's go. response:	Zelda!
context: I will handle things here! Go!\I'm sorry, Chise!\Princess.\You... are our true Queen.\So please... you mustn't die.\I won't.\Let's go.\Zelda! response:	What the-
context: I'm sorry, Chise!\Princess.\You... are our true Queen.\So please... you mustn't die.\I won't.\Let's go.\Zelda!\What the- response:	Is that a...?
context: Princess.\You... are our true Queen.\So please... you mustn't die.\I won't.\Let's go.\Zelda!\What the-\Is that a...? response:	I guess it's time to retreat.
context: You... are our true Queen.\So please... you mustn't die.\I won't.\Let's go.\Zelda!\What the-\Is that a...?\I guess it's time to retreat. response:	Wait!
context: So please... you mustn't die.\I won't.\Let's go.\Zelda!\What the-\Is that a...?\I guess it's time to retreat.\Wait! response:	Charlotte. You couldn't stay away, could you?
context: I won't.\Let's go.\Zelda!\What the-\Is that a...?\I guess it's time to retreat.\Wait!\Charlotte. You couldn't stay away, could you? response:	Princess!
context: Let's go.\Zelda!\What the-\Is that a...?\I guess it's time to retreat.\Wait!\Charlotte. You couldn't stay away, could you?\Princess! response:	I'm sorry!
context: Zelda!\What the-\Is that a...?\I guess it's time to retreat.\Wait!\Charlotte. You couldn't stay away, could you?\Princess!\I'm sorry! response:	I was so stupid!
context: What the-\Is that a...?\I guess it's time to retreat.\Wait!\Charlotte. You couldn't stay away, could you?\Princess!\I'm sorry!\I was so stupid! response:	It's my fault you...
context: Is that a...?\I guess it's time to retreat.\Wait!\Charlotte. You couldn't stay away, could you?\Princess!\I'm sorry!\I was so stupid!\It's my fault you... response:	Don't cry.
context: I guess it's time to retreat.\Wait!\Charlotte. You couldn't stay away, could you?\Princess!\I'm sorry!\I was so stupid!\It's my fault you...\Don't cry. response:	I'm the one who's sorry.
context: Wait!\Charlotte. You couldn't stay away, could you?\Princess!\I'm sorry!\I was so stupid!\It's my fault you...\Don't cry.\I'm the one who's sorry. response:	I lied to you.
context: Charlotte. You couldn't stay away, could you?\Princess!\I'm sorry!\I was so stupid!\It's my fault you...\Don't cry.\I'm the one who's sorry.\I lied to you. response:	I knew.
context: Princess!\I'm sorry!\I was so stupid!\It's my fault you...\Don't cry.\I'm the one who's sorry.\I lied to you.\I knew. response:	Dorothy told me...
context: I'm sorry!\I was so stupid!\It's my fault you...\Don't cry.\I'm the one who's sorry.\I lied to you.\I knew.\Dorothy told me... response:	I should have asked all of you for help from the beginning.
context: I was so stupid!\It's my fault you...\Don't cry.\I'm the one who's sorry.\I lied to you.\I knew.\Dorothy told me...\I should have asked all of you for help from the beginning. response:	She's right.
context: It's my fault you...\Don't cry.\I'm the one who's sorry.\I lied to you.\I knew.\Dorothy told me...\I should have asked all of you for help from the beginning.\She's right. response:	You're always running off into danger alone, never listening to anyone else.
context: Don't cry.\I'm the one who's sorry.\I lied to you.\I knew.\Dorothy told me...\I should have asked all of you for help from the beginning.\She's right.\You're always running off into danger alone, never listening to anyone else. response:	There's always been an invisible wall around your heart.
context: I'm the one who's sorry.\I lied to you.\I knew.\Dorothy told me...\I should have asked all of you for help from the beginning.\She's right.\You're always running off into danger alone, never listening to anyone else.\There's always been an invisible wall around your heart. response:	Princess!
context: I lied to you.\I knew.\Dorothy told me...\I should have asked all of you for help from the beginning.\She's right.\You're always running off into danger alone, never listening to anyone else.\There's always been an invisible wall around your heart.\Princess! response:	I promise you again.
context: I knew.\Dorothy told me...\I should have asked all of you for help from the beginning.\She's right.\You're always running off into danger alone, never listening to anyone else.\There's always been an invisible wall around your heart.\Princess!\I promise you again. response:	I'll break the wall around your heart, too.
context: Dorothy told me...\I should have asked all of you for help from the beginning.\She's right.\You're always running off into danger alone, never listening to anyone else.\There's always been an invisible wall around your heart.\Princess!\I promise you again.\I'll break the wall around your heart, too. response:	And I'll never leave your side until the day comes that you can smile for all of us.
context: I should have asked all of you for help from the beginning.\She's right.\You're always running off into danger alone, never listening to anyone else.\There's always been an invisible wall around your heart.\Princess!\I promise you again.\I'll break the wall around your heart, too.\And I'll never leave your side until the day comes that you can smile for all of us. response:	Yeah.
context: She's right.\You're always running off into danger alone, never listening to anyone else.\There's always been an invisible wall around your heart.\Princess!\I promise you again.\I'll break the wall around your heart, too.\And I'll never leave your side until the day comes that you can smile for all of us.\Yeah. response:	You let them escape?
context: You're always running off into danger alone, never listening to anyone else.\There's always been an invisible wall around your heart.\Princess!\I promise you again.\I'll break the wall around your heart, too.\And I'll never leave your side until the day comes that you can smile for all of us.\Yeah.\You let them escape? response:	Mistakes were made.
context: There's always been an invisible wall around your heart.\Princess!\I promise you again.\I'll break the wall around your heart, too.\And I'll never leave your side until the day comes that you can smile for all of us.\Yeah.\You let them escape?\Mistakes were made. response:	I am terribly sorry.
context: Princess!\I promise you again.\I'll break the wall around your heart, too.\And I'll never leave your side until the day comes that you can smile for all of us.\Yeah.\You let them escape?\Mistakes were made.\I am terribly sorry. response:	No matter.
context: I promise you again.\I'll break the wall around your heart, too.\And I'll never leave your side until the day comes that you can smile for all of us.\Yeah.\You let them escape?\Mistakes were made.\I am terribly sorry.\No matter. response:	Your efforts weren't entirely fruitless.
context: I'll break the wall around your heart, too.\And I'll never leave your side until the day comes that you can smile for all of us.\Yeah.\You let them escape?\Mistakes were made.\I am terribly sorry.\No matter.\Your efforts weren't entirely fruitless. response:	The idiots! What the hell were they doing?!
context: And I'll never leave your side until the day comes that you can smile for all of us.\Yeah.\You let them escape?\Mistakes were made.\I am terribly sorry.\No matter.\Your efforts weren't entirely fruitless.\The idiots! What the hell were they doing?! response:	They defied my orders!
context: Yeah.\You let them escape?\Mistakes were made.\I am terribly sorry.\No matter.\Your efforts weren't entirely fruitless.\The idiots! What the hell were they doing?!\They defied my orders! response:	Where did the Principal Team head off-
context: You let them escape?\Mistakes were made.\I am terribly sorry.\No matter.\Your efforts weren't entirely fruitless.\The idiots! What the hell were they doing?!\They defied my orders!\Where did the Principal Team head off- response:	Where is our Principal Team?
context: Mistakes were made.\I am terribly sorry.\No matter.\Your efforts weren't entirely fruitless.\The idiots! What the hell were they doing?!\They defied my orders!\Where did the Principal Team head off-\Where is our Principal Team? response:	They are currently recuperating.
context: I am terribly sorry.\No matter.\Your efforts weren't entirely fruitless.\The idiots! What the hell were they doing?!\They defied my orders!\Where did the Principal Team head off-\Where is our Principal Team?\They are currently recuperating. response:	Where?
context: No matter.\Your efforts weren't entirely fruitless.\The idiots! What the hell were they doing?!\They defied my orders!\Where did the Principal Team head off-\Where is our Principal Team?\They are currently recuperating.\Where? response:	Casablanca.
context: Your efforts weren't entirely fruitless.\The idiots! What the hell were they doing?!\They defied my orders!\Where did the Principal Team head off-\Where is our Principal Team?\They are currently recuperating.\Where?\Casablanca. response:	Contact them straightaway.
context: The idiots! What the hell were they doing?!\They defied my orders!\Where did the Principal Team head off-\Where is our Principal Team?\They are currently recuperating.\Where?\Casablanca.\Contact them straightaway. response:	A man with a white flower made advances at me.
context: They defied my orders!\Where did the Principal Team head off-\Where is our Principal Team?\They are currently recuperating.\Where?\Casablanca.\Contact them straightaway.\A man with a white flower made advances at me. response:	What?
context: Where did the Principal Team head off-\Where is our Principal Team?\They are currently recuperating.\Where?\Casablanca.\Contact them straightaway.\A man with a white flower made advances at me.\What? response:	R-really?
context: Where is our Principal Team?\They are currently recuperating.\Where?\Casablanca.\Contact them straightaway.\A man with a white flower made advances at me.\What?\R-really? response:	He gave me new orders.
context: They are currently recuperating.\Where?\Casablanca.\Contact them straightaway.\A man with a white flower made advances at me.\What?\R-really?\He gave me new orders. response:	General Al-Kadil is in hiding. We need to find out what he's up to.
context: Where?\Casablanca.\Contact them straightaway.\A man with a white flower made advances at me.\What?\R-really?\He gave me new orders.\General Al-Kadil is in hiding. We need to find out what he's up to. response:	Oh, is that all?
context: Casablanca.\Contact them straightaway.\A man with a white flower made advances at me.\What?\R-really?\He gave me new orders.\General Al-Kadil is in hiding. We need to find out what he's up to.\Oh, is that all? response:	Well, that's pretty much how our luck with men goes.
context: Contact them straightaway.\A man with a white flower made advances at me.\What?\R-really?\He gave me new orders.\General Al-Kadil is in hiding. We need to find out what he's up to.\Oh, is that all?\Well, that's pretty much how our luck with men goes. response:	I cannot imagine Ange in a romantic affair in any case.
context: A man with a white flower made advances at me.\What?\R-really?\He gave me new orders.\General Al-Kadil is in hiding. We need to find out what he's up to.\Oh, is that all?\Well, that's pretty much how our luck with men goes.\I cannot imagine Ange in a romantic affair in any case. response:	Watch your tongue. Believe it or not, I-
context: What?\R-really?\He gave me new orders.\General Al-Kadil is in hiding. We need to find out what he's up to.\Oh, is that all?\Well, that's pretty much how our luck with men goes.\I cannot imagine Ange in a romantic affair in any case.\Watch your tongue. Believe it or not, I- response:	I'm spotting movement.
context: R-really?\He gave me new orders.\General Al-Kadil is in hiding. We need to find out what he's up to.\Oh, is that all?\Well, that's pretty much how our luck with men goes.\I cannot imagine Ange in a romantic affair in any case.\Watch your tongue. Believe it or not, I-\I'm spotting movement. response:	Just one, eh?
context: He gave me new orders.\General Al-Kadil is in hiding. We need to find out what he's up to.\Oh, is that all?\Well, that's pretty much how our luck with men goes.\I cannot imagine Ange in a romantic affair in any case.\Watch your tongue. Believe it or not, I-\I'm spotting movement.\Just one, eh? response:	That woman appears to be in the military.
context: General Al-Kadil is in hiding. We need to find out what he's up to.\Oh, is that all?\Well, that's pretty much how our luck with men goes.\I cannot imagine Ange in a romantic affair in any case.\Watch your tongue. Believe it or not, I-\I'm spotting movement.\Just one, eh?\That woman appears to be in the military. response:	Alright, ladies. Just as we discussed.
context: Oh, is that all?\Well, that's pretty much how our luck with men goes.\I cannot imagine Ange in a romantic affair in any case.\Watch your tongue. Believe it or not, I-\I'm spotting movement.\Just one, eh?\That woman appears to be in the military.\Alright, ladies. Just as we discussed. response:	Right.
context: Well, that's pretty much how our luck with men goes.\I cannot imagine Ange in a romantic affair in any case.\Watch your tongue. Believe it or not, I-\I'm spotting movement.\Just one, eh?\That woman appears to be in the military.\Alright, ladies. Just as we discussed.\Right. response:	Well, that's the end of our holiday.
context: I cannot imagine Ange in a romantic affair in any case.\Watch your tongue. Believe it or not, I-\I'm spotting movement.\Just one, eh?\That woman appears to be in the military.\Alright, ladies. Just as we discussed.\Right.\Well, that's the end of our holiday. response:	No, we'll finish this up and get right back to it.
context: Watch your tongue. Believe it or not, I-\I'm spotting movement.\Just one, eh?\That woman appears to be in the military.\Alright, ladies. Just as we discussed.\Right.\Well, that's the end of our holiday.\No, we'll finish this up and get right back to it. response:	Then when you get back, we'll really let our hair down.
context: I'm spotting movement.\Just one, eh?\That woman appears to be in the military.\Alright, ladies. Just as we discussed.\Right.\Well, that's the end of our holiday.\No, we'll finish this up and get right back to it.\Then when you get back, we'll really let our hair down. response:	Like old times?
context: Just one, eh?\That woman appears to be in the military.\Alright, ladies. Just as we discussed.\Right.\Well, that's the end of our holiday.\No, we'll finish this up and get right back to it.\Then when you get back, we'll really let our hair down.\Like old times? response:	Just like old times.
context: That woman appears to be in the military.\Alright, ladies. Just as we discussed.\Right.\Well, that's the end of our holiday.\No, we'll finish this up and get right back to it.\Then when you get back, we'll really let our hair down.\Like old times?\Just like old times. response:	But this time, we'll have all our friends.
context: Alright, ladies. Just as we discussed.\Right.\Well, that's the end of our holiday.\No, we'll finish this up and get right back to it.\Then when you get back, we'll really let our hair down.\Like old times?\Just like old times.\But this time, we'll have all our friends. response:	I don't know...
