context: So this is the city of Tokyo... response:	What a beautiful place.
context: Hey! Kuu-chan, not there!\Honestly, you're so easily tempted by food.\Sorry... I smelled delicious taiyaki, so I couldn't help myself.\Don't blame me if you get lost.\You're like an older sister, Mayu-chan.\An older sister...\Taiyaki...\H-Honestly, Kuu-chan, you're hopeless without me. response:	W-Wait here, okay?
context: Honestly, you're so easily tempted by food.\Sorry... I smelled delicious taiyaki, so I couldn't help myself.\Don't blame me if you get lost.\You're like an older sister, Mayu-chan.\An older sister...\Taiyaki...\H-Honestly, Kuu-chan, you're hopeless without me.\W-Wait here, okay? response:	Your big sister will go buy taiyaki for you.
context: Sorry... I smelled delicious taiyaki, so I couldn't help myself.\Don't blame me if you get lost.\You're like an older sister, Mayu-chan.\An older sister...\Taiyaki...\H-Honestly, Kuu-chan, you're hopeless without me.\W-Wait here, okay?\Your big sister will go buy taiyaki for you. response:	Yay!
context: Don't blame me if you get lost.\You're like an older sister, Mayu-chan.\An older sister...\Taiyaki...\H-Honestly, Kuu-chan, you're hopeless without me.\W-Wait here, okay?\Your big sister will go buy taiyaki for you.\Yay! response:	When did she become our big sister?
context: You're like an older sister, Mayu-chan.\An older sister...\Taiyaki...\H-Honestly, Kuu-chan, you're hopeless without me.\W-Wait here, okay?\Your big sister will go buy taiyaki for you.\Yay!\When did she become our big sister? response:	Mister, I'd like three taiyaki, please.
context: An older sister...\Taiyaki...\H-Honestly, Kuu-chan, you're hopeless without me.\W-Wait here, okay?\Your big sister will go buy taiyaki for you.\Yay!\When did she become our big sister?\Mister, I'd like three taiyaki, please. response:	Sure thing.
context: Taiyaki...\H-Honestly, Kuu-chan, you're hopeless without me.\W-Wait here, okay?\Your big sister will go buy taiyaki for you.\Yay!\When did she become our big sister?\Mister, I'd like three taiyaki, please.\Sure thing. response:	And since you're such a cutie, I'll give you a discount.
context: H-Honestly, Kuu-chan, you're hopeless without me.\W-Wait here, okay?\Your big sister will go buy taiyaki for you.\Yay!\When did she become our big sister?\Mister, I'd like three taiyaki, please.\Sure thing.\And since you're such a cutie, I'll give you a discount. response:	Thank you!
context: W-Wait here, okay?\Your big sister will go buy taiyaki for you.\Yay!\When did she become our big sister?\Mister, I'd like three taiyaki, please.\Sure thing.\And since you're such a cutie, I'll give you a discount.\Thank you! response:	Here you go.
context: Your big sister will go buy taiyaki for you.\Yay!\When did she become our big sister?\Mister, I'd like three taiyaki, please.\Sure thing.\And since you're such a cutie, I'll give you a discount.\Thank you!\Here you go. response:	Taiyaki
context: Yay!\When did she become our big sister?\Mister, I'd like three taiyaki, please.\Sure thing.\And since you're such a cutie, I'll give you a discount.\Thank you!\Here you go.\Taiyaki response:	She's so cute...
context: When did she become our big sister?\Mister, I'd like three taiyaki, please.\Sure thing.\And since you're such a cutie, I'll give you a discount.\Thank you!\Here you go.\Taiyaki\She's so cute... response:	He gave me a discount!
context: Mister, I'd like three taiyaki, please.\Sure thing.\And since you're such a cutie, I'll give you a discount.\Thank you!\Here you go.\Taiyaki\She's so cute...\He gave me a discount! response:	She was our big sister a minute ago,
context: Sure thing.\And since you're such a cutie, I'll give you a discount.\Thank you!\Here you go.\Taiyaki\She's so cute...\He gave me a discount!\She was our big sister a minute ago, response:	and now she's an elementary schooler.
context: And since you're such a cutie, I'll give you a discount.\Thank you!\Here you go.\Taiyaki\She's so cute...\He gave me a discount!\She was our big sister a minute ago,\and now she's an elementary schooler. response:	So sweet!
context: Thank you!\Here you go.\Taiyaki\She's so cute...\He gave me a discount!\She was our big sister a minute ago,\and now she's an elementary schooler.\So sweet! response:	Yum!
context: Here you go.\Taiyaki\She's so cute...\He gave me a discount!\She was our big sister a minute ago,\and now she's an elementary schooler.\So sweet!\Yum! response:	It's crispy on the outside,
context: Taiyaki\She's so cute...\He gave me a discount!\She was our big sister a minute ago,\and now she's an elementary schooler.\So sweet!\Yum!\It's crispy on the outside, response:	with lots of soft red bean paste on the inside.
context: She's so cute...\He gave me a discount!\She was our big sister a minute ago,\and now she's an elementary schooler.\So sweet!\Yum!\It's crispy on the outside,\with lots of soft red bean paste on the inside. response:	Actually, I think this is the first time I've bought food and eaten it on the spot.
context: He gave me a discount!\She was our big sister a minute ago,\and now she's an elementary schooler.\So sweet!\Yum!\It's crispy on the outside,\with lots of soft red bean paste on the inside.\Actually, I think this is the first time I've bought food and eaten it on the spot. response:	Hina-chan, are you heading home?
context: She was our big sister a minute ago,\and now she's an elementary schooler.\So sweet!\Yum!\It's crispy on the outside,\with lots of soft red bean paste on the inside.\Actually, I think this is the first time I've bought food and eaten it on the spot.\Hina-chan, are you heading home? response:	Want some watermelon?
context: and now she's an elementary schooler.\So sweet!\Yum!\It's crispy on the outside,\with lots of soft red bean paste on the inside.\Actually, I think this is the first time I've bought food and eaten it on the spot.\Hina-chan, are you heading home?\Want some watermelon? response:	Hup... hup...
context: So sweet!\Yum!\It's crispy on the outside,\with lots of soft red bean paste on the inside.\Actually, I think this is the first time I've bought food and eaten it on the spot.\Hina-chan, are you heading home?\Want some watermelon?\Hup... hup... response:	Here's a fresh-picked tomato and cucumber.
context: Yum!\It's crispy on the outside,\with lots of soft red bean paste on the inside.\Actually, I think this is the first time I've bought food and eaten it on the spot.\Hina-chan, are you heading home?\Want some watermelon?\Hup... hup...\Here's a fresh-picked tomato and cucumber. response:	I'll throw in a daikon, too.
context: It's crispy on the outside,\with lots of soft red bean paste on the inside.\Actually, I think this is the first time I've bought food and eaten it on the spot.\Hina-chan, are you heading home?\Want some watermelon?\Hup... hup...\Here's a fresh-picked tomato and cucumber.\I'll throw in a daikon, too. response:	Um...
context: with lots of soft red bean paste on the inside.\Actually, I think this is the first time I've bought food and eaten it on the spot.\Hina-chan, are you heading home?\Want some watermelon?\Hup... hup...\Here's a fresh-picked tomato and cucumber.\I'll throw in a daikon, too.\Um... response:	I got most of my food for free...
context: Actually, I think this is the first time I've bought food and eaten it on the spot.\Hina-chan, are you heading home?\Want some watermelon?\Hup... hup...\Here's a fresh-picked tomato and cucumber.\I'll throw in a daikon, too.\Um...\I got most of my food for free... response:	Aren't these great?
context: Hina-chan, are you heading home?\Want some watermelon?\Hup... hup...\Here's a fresh-picked tomato and cucumber.\I'll throw in a daikon, too.\Um...\I got most of my food for free...\Aren't these great? response:	See? Here it is.
context: Want some watermelon?\Hup... hup...\Here's a fresh-picked tomato and cucumber.\I'll throw in a daikon, too.\Um...\I got most of my food for free...\Aren't these great?\See? Here it is. response:	It's so big!
context: Hup... hup...\Here's a fresh-picked tomato and cucumber.\I'll throw in a daikon, too.\Um...\I got most of my food for free...\Aren't these great?\See? Here it is.\It's so big! response:	And the cherry trees are in bloom
context: Here's a fresh-picked tomato and cucumber.\I'll throw in a daikon, too.\Um...\I got most of my food for free...\Aren't these great?\See? Here it is.\It's so big!\And the cherry trees are in bloom response:	U-Um...
context: I'll throw in a daikon, too.\Um...\I got most of my food for free...\Aren't these great?\See? Here it is.\It's so big!\And the cherry trees are in bloom\U-Um... response:	I met a kitty cat in town today It kept meowing and kept calling to me, so I followed it, and ended up at a gathering spot for kitties!
context: Um...\I got most of my food for free...\Aren't these great?\See? Here it is.\It's so big!\And the cherry trees are in bloom\U-Um...\I met a kitty cat in town today It kept meowing and kept calling to me, so I followed it, and ended up at a gathering spot for kitties! response:	There were a lot of cute kitties, and they all came up to me and were friendly. I was so happy.
context: I got most of my food for free...\Aren't these great?\See? Here it is.\It's so big!\And the cherry trees are in bloom\U-Um...\I met a kitty cat in town today It kept meowing and kept calling to me, so I followed it, and ended up at a gathering spot for kitties!\There were a lot of cute kitties, and they all came up to me and were friendly. I was so happy. response:	Hina-chan, have you calmed down?
context: Aren't these great?\See? Here it is.\It's so big!\And the cherry trees are in bloom\U-Um...\I met a kitty cat in town today It kept meowing and kept calling to me, so I followed it, and ended up at a gathering spot for kitties!\There were a lot of cute kitties, and they all came up to me and were friendly. I was so happy.\Hina-chan, have you calmed down? response:	Yeah. Sorry I worried you.
context: See? Here it is.\It's so big!\And the cherry trees are in bloom\U-Um...\I met a kitty cat in town today It kept meowing and kept calling to me, so I followed it, and ended up at a gathering spot for kitties!\There were a lot of cute kitties, and they all came up to me and were friendly. I was so happy.\Hina-chan, have you calmed down?\Yeah. Sorry I worried you. response:	Not many people come over this way, so you can relax.
context: It's so big!\And the cherry trees are in bloom\U-Um...\I met a kitty cat in town today It kept meowing and kept calling to me, so I followed it, and ended up at a gathering spot for kitties!\There were a lot of cute kitties, and they all came up to me and were friendly. I was so happy.\Hina-chan, have you calmed down?\Yeah. Sorry I worried you.\Not many people come over this way, so you can relax. response:	Too bad...
context: And the cherry trees are in bloom\U-Um...\I met a kitty cat in town today It kept meowing and kept calling to me, so I followed it, and ended up at a gathering spot for kitties!\There were a lot of cute kitties, and they all came up to me and were friendly. I was so happy.\Hina-chan, have you calmed down?\Yeah. Sorry I worried you.\Not many people come over this way, so you can relax.\Too bad... response:	The dumplings from the stand by the entrance were so good, too.
context: U-Um...\I met a kitty cat in town today It kept meowing and kept calling to me, so I followed it, and ended up at a gathering spot for kitties!\There were a lot of cute kitties, and they all came up to me and were friendly. I was so happy.\Hina-chan, have you calmed down?\Yeah. Sorry I worried you.\Not many people come over this way, so you can relax.\Too bad...\The dumplings from the stand by the entrance were so good, too. response:	Darn it, Kuu-chan! Get your mind off food already!
context: I met a kitty cat in town today It kept meowing and kept calling to me, so I followed it, and ended up at a gathering spot for kitties!\There were a lot of cute kitties, and they all came up to me and were friendly. I was so happy.\Hina-chan, have you calmed down?\Yeah. Sorry I worried you.\Not many people come over this way, so you can relax.\Too bad...\The dumplings from the stand by the entrance were so good, too.\Darn it, Kuu-chan! Get your mind off food already! response:	She can eat more?
context: There were a lot of cute kitties, and they all came up to me and were friendly. I was so happy.\Hina-chan, have you calmed down?\Yeah. Sorry I worried you.\Not many people come over this way, so you can relax.\Too bad...\The dumplings from the stand by the entrance were so good, too.\Darn it, Kuu-chan! Get your mind off food already!\She can eat more? response:	Can we go look at the ducks?
context: Hina-chan, have you calmed down?\Yeah. Sorry I worried you.\Not many people come over this way, so you can relax.\Too bad...\The dumplings from the stand by the entrance were so good, too.\Darn it, Kuu-chan! Get your mind off food already!\She can eat more?\Can we go look at the ducks? response:	Ducks?
context: Yeah. Sorry I worried you.\Not many people come over this way, so you can relax.\Too bad...\The dumplings from the stand by the entrance were so good, too.\Darn it, Kuu-chan! Get your mind off food already!\She can eat more?\Can we go look at the ducks?\Ducks? response:	It's true!
context: Not many people come over this way, so you can relax.\Too bad...\The dumplings from the stand by the entrance were so good, too.\Darn it, Kuu-chan! Get your mind off food already!\She can eat more?\Can we go look at the ducks?\Ducks?\It's true! response:	There are ducks in the pond!
context: Too bad...\The dumplings from the stand by the entrance were so good, too.\Darn it, Kuu-chan! Get your mind off food already!\She can eat more?\Can we go look at the ducks?\Ducks?\It's true!\There are ducks in the pond! response:	How cute!
context: The dumplings from the stand by the entrance were so good, too.\Darn it, Kuu-chan! Get your mind off food already!\She can eat more?\Can we go look at the ducks?\Ducks?\It's true!\There are ducks in the pond!\How cute! response:	Stare...
context: Darn it, Kuu-chan! Get your mind off food already!\She can eat more?\Can we go look at the ducks?\Ducks?\It's true!\There are ducks in the pond!\How cute!\Stare... response:	She couldn't be...
context: She can eat more?\Can we go look at the ducks?\Ducks?\It's true!\There are ducks in the pond!\How cute!\Stare...\She couldn't be... response:	I won't eat the duck.
context: Can we go look at the ducks?\Ducks?\It's true!\There are ducks in the pond!\How cute!\Stare...\She couldn't be...\I won't eat the duck. response:	U-Uh... Kuu-chan, do you like ducks?
context: Ducks?\It's true!\There are ducks in the pond!\How cute!\Stare...\She couldn't be...\I won't eat the duck.\U-Uh... Kuu-chan, do you like ducks? response:	Yeah! Especially the way they slide through the water...
context: It's true!\There are ducks in the pond!\How cute!\Stare...\She couldn't be...\I won't eat the duck.\U-Uh... Kuu-chan, do you like ducks?\Yeah! Especially the way they slide through the water... response:	It looks so cool, like a stealth fighter!
context: There are ducks in the pond!\How cute!\Stare...\She couldn't be...\I won't eat the duck.\U-Uh... Kuu-chan, do you like ducks?\Yeah! Especially the way they slide through the water...\It looks so cool, like a stealth fighter! response:	Uh... S-Ste...?
context: How cute!\Stare...\She couldn't be...\I won't eat the duck.\U-Uh... Kuu-chan, do you like ducks?\Yeah! Especially the way they slide through the water...\It looks so cool, like a stealth fighter!\Uh... S-Ste...? response:	What do you think? Isn't it a nice place?
context: Stare...\She couldn't be...\I won't eat the duck.\U-Uh... Kuu-chan, do you like ducks?\Yeah! Especially the way they slide through the water...\It looks so cool, like a stealth fighter!\Uh... S-Ste...?\What do you think? Isn't it a nice place? response:	All the greenery reminds me of the forests out in the country.
context: She couldn't be...\I won't eat the duck.\U-Uh... Kuu-chan, do you like ducks?\Yeah! Especially the way they slide through the water...\It looks so cool, like a stealth fighter!\Uh... S-Ste...?\What do you think? Isn't it a nice place?\All the greenery reminds me of the forests out in the country. response:	I was feeling a bit down,
context: I won't eat the duck.\U-Uh... Kuu-chan, do you like ducks?\Yeah! Especially the way they slide through the water...\It looks so cool, like a stealth fighter!\Uh... S-Ste...?\What do you think? Isn't it a nice place?\All the greenery reminds me of the forests out in the country.\I was feeling a bit down, response:	but I feel better now.
context: U-Uh... Kuu-chan, do you like ducks?\Yeah! Especially the way they slide through the water...\It looks so cool, like a stealth fighter!\Uh... S-Ste...?\What do you think? Isn't it a nice place?\All the greenery reminds me of the forests out in the country.\I was feeling a bit down,\but I feel better now. response:	That's great.
context: Yeah! Especially the way they slide through the water...\It looks so cool, like a stealth fighter!\Uh... S-Ste...?\What do you think? Isn't it a nice place?\All the greenery reminds me of the forests out in the country.\I was feeling a bit down,\but I feel better now.\That's great. response:	I guess you're not homesick anymore.
context: It looks so cool, like a stealth fighter!\Uh... S-Ste...?\What do you think? Isn't it a nice place?\All the greenery reminds me of the forests out in the country.\I was feeling a bit down,\but I feel better now.\That's great.\I guess you're not homesick anymore. response:	Homesick?
context: Uh... S-Ste...?\What do you think? Isn't it a nice place?\All the greenery reminds me of the forests out in the country.\I was feeling a bit down,\but I feel better now.\That's great.\I guess you're not homesick anymore.\Homesick? response:	Who did it?!
context: What do you think? Isn't it a nice place?\All the greenery reminds me of the forests out in the country.\I was feeling a bit down,\but I feel better now.\That's great.\I guess you're not homesick anymore.\Homesick?\Who did it?! response:	Who killed my friend with this blade?!
context: All the greenery reminds me of the forests out in the country.\I was feeling a bit down,\but I feel better now.\That's great.\I guess you're not homesick anymore.\Homesick?\Who did it?!\Who killed my friend with this blade?! response:	Identify yourself at once!
context: I was feeling a bit down,\but I feel better now.\That's great.\I guess you're not homesick anymore.\Homesick?\Who did it?!\Who killed my friend with this blade?!\Identify yourself at once! response:	Who are those people?
context: but I feel better now.\That's great.\I guess you're not homesick anymore.\Homesick?\Who did it?!\Who killed my friend with this blade?!\Identify yourself at once!\Who are those people? response:	There are lot of small theater troupes around here,
context: That's great.\I guess you're not homesick anymore.\Homesick?\Who did it?!\Who killed my friend with this blade?!\Identify yourself at once!\Who are those people?\There are lot of small theater troupes around here, response:	The killer couldn't have been someone here. Can't you see that?
context: I guess you're not homesick anymore.\Homesick?\Who did it?!\Who killed my friend with this blade?!\Identify yourself at once!\Who are those people?\There are lot of small theater troupes around here,\The killer couldn't have been someone here. Can't you see that? response:	so the aspiring actors and troupe members come here to practice often.
context: Homesick?\Who did it?!\Who killed my friend with this blade?!\Identify yourself at once!\Who are those people?\There are lot of small theater troupes around here,\The killer couldn't have been someone here. Can't you see that?\so the aspiring actors and troupe members come here to practice often. response:	You're wrong! The door to this place was closed the whole time!
context: Who did it?!\Who killed my friend with this blade?!\Identify yourself at once!\Who are those people?\There are lot of small theater troupes around here,\The killer couldn't have been someone here. Can't you see that?\so the aspiring actors and troupe members come here to practice often.\You're wrong! The door to this place was closed the whole time! response:	Wow...
context: Who killed my friend with this blade?!\Identify yourself at once!\Who are those people?\There are lot of small theater troupes around here,\The killer couldn't have been someone here. Can't you see that?\so the aspiring actors and troupe members come here to practice often.\You're wrong! The door to this place was closed the whole time!\Wow... response:	Aren't they cool?
context: Identify yourself at once!\Who are those people?\There are lot of small theater troupes around here,\The killer couldn't have been someone here. Can't you see that?\so the aspiring actors and troupe members come here to practice often.\You're wrong! The door to this place was closed the whole time!\Wow...\Aren't they cool? response:	And the windows lock from the outside.
context: Who are those people?\There are lot of small theater troupes around here,\The killer couldn't have been someone here. Can't you see that?\so the aspiring actors and troupe members come here to practice often.\You're wrong! The door to this place was closed the whole time!\Wow...\Aren't they cool?\And the windows lock from the outside. response:	They look like they're running straight toward their dream.
context: There are lot of small theater troupes around here,\The killer couldn't have been someone here. Can't you see that?\so the aspiring actors and troupe members come here to practice often.\You're wrong! The door to this place was closed the whole time!\Wow...\Aren't they cool?\And the windows lock from the outside.\They look like they're running straight toward their dream. response:	Nobody could've gotten in or out.
context: The killer couldn't have been someone here. Can't you see that?\so the aspiring actors and troupe members come here to practice often.\You're wrong! The door to this place was closed the whole time!\Wow...\Aren't they cool?\And the windows lock from the outside.\They look like they're running straight toward their dream.\Nobody could've gotten in or out. response:	I really do want to go into theater...
context: so the aspiring actors and troupe members come here to practice often.\You're wrong! The door to this place was closed the whole time!\Wow...\Aren't they cool?\And the windows lock from the outside.\They look like they're running straight toward their dream.\Nobody could've gotten in or out.\I really do want to go into theater... response:	Wait!
context: You're wrong! The door to this place was closed the whole time!\Wow...\Aren't they cool?\And the windows lock from the outside.\They look like they're running straight toward their dream.\Nobody could've gotten in or out.\I really do want to go into theater...\Wait! response:	That girl practicing over there is Aki-chan!
context: Wow...\Aren't they cool?\And the windows lock from the outside.\They look like they're running straight toward their dream.\Nobody could've gotten in or out.\I really do want to go into theater...\Wait!\That girl practicing over there is Aki-chan! response:	Hey!
context: Aren't they cool?\And the windows lock from the outside.\They look like they're running straight toward their dream.\Nobody could've gotten in or out.\I really do want to go into theater...\Wait!\That girl practicing over there is Aki-chan!\Hey! response:	I wondered why you weren't at home,
context: And the windows lock from the outside.\They look like they're running straight toward their dream.\Nobody could've gotten in or out.\I really do want to go into theater...\Wait!\That girl practicing over there is Aki-chan!\Hey!\I wondered why you weren't at home, response:	but I didn't expect to see you here!
context: They look like they're running straight toward their dream.\Nobody could've gotten in or out.\I really do want to go into theater...\Wait!\That girl practicing over there is Aki-chan!\Hey!\I wondered why you weren't at home,\but I didn't expect to see you here! response:	What were you doing?
context: Nobody could've gotten in or out.\I really do want to go into theater...\Wait!\That girl practicing over there is Aki-chan!\Hey!\I wondered why you weren't at home,\but I didn't expect to see you here!\What were you doing? response:	If you were going out, you should have said so.
context: I really do want to go into theater...\Wait!\That girl practicing over there is Aki-chan!\Hey!\I wondered why you weren't at home,\but I didn't expect to see you here!\What were you doing?\If you were going out, you should have said so. response:	Vocal practice.
context: Wait!\That girl practicing over there is Aki-chan!\Hey!\I wondered why you weren't at home,\but I didn't expect to see you here!\What were you doing?\If you were going out, you should have said so.\Vocal practice. response:	Hina-chan, this is a classmate of mine,
context: That girl practicing over there is Aki-chan!\Hey!\I wondered why you weren't at home,\but I didn't expect to see you here!\What were you doing?\If you were going out, you should have said so.\Vocal practice.\Hina-chan, this is a classmate of mine, response:	and the landlady of our building.
context: Hey!\I wondered why you weren't at home,\but I didn't expect to see you here!\What were you doing?\If you were going out, you should have said so.\Vocal practice.\Hina-chan, this is a classmate of mine,\and the landlady of our building. response:	Huh?
context: I wondered why you weren't at home,\but I didn't expect to see you here!\What were you doing?\If you were going out, you should have said so.\Vocal practice.\Hina-chan, this is a classmate of mine,\and the landlady of our building.\Huh? response:	Hello. Nice to meet you.
context: but I didn't expect to see you here!\What were you doing?\If you were going out, you should have said so.\Vocal practice.\Hina-chan, this is a classmate of mine,\and the landlady of our building.\Huh?\Hello. Nice to meet you. response:	I'm Chiaki, the landlady of Hitotose Manor.
context: What were you doing?\If you were going out, you should have said so.\Vocal practice.\Hina-chan, this is a classmate of mine,\and the landlady of our building.\Huh?\Hello. Nice to meet you.\I'm Chiaki, the landlady of Hitotose Manor. response:	She's tall and has a nice figure...
context: If you were going out, you should have said so.\Vocal practice.\Hina-chan, this is a classmate of mine,\and the landlady of our building.\Huh?\Hello. Nice to meet you.\I'm Chiaki, the landlady of Hitotose Manor.\She's tall and has a nice figure... response:	She's so beautiful.
context: Vocal practice.\Hina-chan, this is a classmate of mine,\and the landlady of our building.\Huh?\Hello. Nice to meet you.\I'm Chiaki, the landlady of Hitotose Manor.\She's tall and has a nice figure...\She's so beautiful. response:	N-Nice to meet you!
context: Hina-chan, this is a classmate of mine,\and the landlady of our building.\Huh?\Hello. Nice to meet you.\I'm Chiaki, the landlady of Hitotose Manor.\She's tall and has a nice figure...\She's so beautiful.\N-Nice to meet you! response:	I-I'll be in your care starting today.
context: and the landlady of our building.\Huh?\Hello. Nice to meet you.\I'm Chiaki, the landlady of Hitotose Manor.\She's tall and has a nice figure...\She's so beautiful.\N-Nice to meet you!\I-I'll be in your care starting today. response:	I-I'm Hinako.
context: Huh?\Hello. Nice to meet you.\I'm Chiaki, the landlady of Hitotose Manor.\She's tall and has a nice figure...\She's so beautiful.\N-Nice to meet you!\I-I'll be in your care starting today.\I-I'm Hinako. response:	Looks like an arranged marriage meeting.
context: Hello. Nice to meet you.\I'm Chiaki, the landlady of Hitotose Manor.\She's tall and has a nice figure...\She's so beautiful.\N-Nice to meet you!\I-I'll be in your care starting today.\I-I'm Hinako.\Looks like an arranged marriage meeting. response:	You know, Aki-chan used to be a child actress.
context: I'm Chiaki, the landlady of Hitotose Manor.\She's tall and has a nice figure...\She's so beautiful.\N-Nice to meet you!\I-I'll be in your care starting today.\I-I'm Hinako.\Looks like an arranged marriage meeting.\You know, Aki-chan used to be a child actress. response:	She still loves theater to this day.
context: She's tall and has a nice figure...\She's so beautiful.\N-Nice to meet you!\I-I'll be in your care starting today.\I-I'm Hinako.\Looks like an arranged marriage meeting.\You know, Aki-chan used to be a child actress.\She still loves theater to this day. response:	She used to be in the theater club at Fujimiya High School, too.
context: She's so beautiful.\N-Nice to meet you!\I-I'll be in your care starting today.\I-I'm Hinako.\Looks like an arranged marriage meeting.\You know, Aki-chan used to be a child actress.\She still loves theater to this day.\She used to be in the theater club at Fujimiya High School, too. response:	She's normally quiet,
context: N-Nice to meet you!\I-I'll be in your care starting today.\I-I'm Hinako.\Looks like an arranged marriage meeting.\You know, Aki-chan used to be a child actress.\She still loves theater to this day.\She used to be in the theater club at Fujimiya High School, too.\She's normally quiet, response:	but on the stage, she's a different person!
context: I-I'll be in your care starting today.\I-I'm Hinako.\Looks like an arranged marriage meeting.\You know, Aki-chan used to be a child actress.\She still loves theater to this day.\She used to be in the theater club at Fujimiya High School, too.\She's normally quiet,\but on the stage, she's a different person! response:	Her role as a former biker gang member
context: I-I'm Hinako.\Looks like an arranged marriage meeting.\You know, Aki-chan used to be a child actress.\She still loves theater to this day.\She used to be in the theater club at Fujimiya High School, too.\She's normally quiet,\but on the stage, she's a different person!\Her role as a former biker gang member response:	and young proprietress at a traditional inn who's now an idol singer
context: Looks like an arranged marriage meeting.\You know, Aki-chan used to be a child actress.\She still loves theater to this day.\She used to be in the theater club at Fujimiya High School, too.\She's normally quiet,\but on the stage, she's a different person!\Her role as a former biker gang member\and young proprietress at a traditional inn who's now an idol singer response:	was especially powerful.
context: You know, Aki-chan used to be a child actress.\She still loves theater to this day.\She used to be in the theater club at Fujimiya High School, too.\She's normally quiet,\but on the stage, she's a different person!\Her role as a former biker gang member\and young proprietress at a traditional inn who's now an idol singer\was especially powerful. response:	What kind of play was that?
context: She still loves theater to this day.\She used to be in the theater club at Fujimiya High School, too.\She's normally quiet,\but on the stage, she's a different person!\Her role as a former biker gang member\and young proprietress at a traditional inn who's now an idol singer\was especially powerful.\What kind of play was that? response:	I can't decide...
context: She used to be in the theater club at Fujimiya High School, too.\She's normally quiet,\but on the stage, she's a different person!\Her role as a former biker gang member\and young proprietress at a traditional inn who's now an idol singer\was especially powerful.\What kind of play was that?\I can't decide... response:	I-I...
context: She's normally quiet,\but on the stage, she's a different person!\Her role as a former biker gang member\and young proprietress at a traditional inn who's now an idol singer\was especially powerful.\What kind of play was that?\I can't decide...\I-I... response:	I entered Fujimiya High School because I wanted to be in its theater club.
context: but on the stage, she's a different person!\Her role as a former biker gang member\and young proprietress at a traditional inn who's now an idol singer\was especially powerful.\What kind of play was that?\I can't decide...\I-I...\I entered Fujimiya High School because I wanted to be in its theater club. response:	But when I heard the club was shut down, I was so shocked.
context: Her role as a former biker gang member\and young proprietress at a traditional inn who's now an idol singer\was especially powerful.\What kind of play was that?\I can't decide...\I-I...\I entered Fujimiya High School because I wanted to be in its theater club.\But when I heard the club was shut down, I was so shocked. response:	More accurately, it's on hiatus.
context: and young proprietress at a traditional inn who's now an idol singer\was especially powerful.\What kind of play was that?\I can't decide...\I-I...\I entered Fujimiya High School because I wanted to be in its theater club.\But when I heard the club was shut down, I was so shocked.\More accurately, it's on hiatus. response:	Hiatus?
context: was especially powerful.\What kind of play was that?\I can't decide...\I-I...\I entered Fujimiya High School because I wanted to be in its theater club.\But when I heard the club was shut down, I was so shocked.\More accurately, it's on hiatus.\Hiatus? response:	The club's advisor is on a theater trip.
context: What kind of play was that?\I can't decide...\I-I...\I entered Fujimiya High School because I wanted to be in its theater club.\But when I heard the club was shut down, I was so shocked.\More accurately, it's on hiatus.\Hiatus?\The club's advisor is on a theater trip. response:	It's on break in the meantime.
context: I can't decide...\I-I...\I entered Fujimiya High School because I wanted to be in its theater club.\But when I heard the club was shut down, I was so shocked.\More accurately, it's on hiatus.\Hiatus?\The club's advisor is on a theater trip.\It's on break in the meantime. response:	What?!
context: I-I...\I entered Fujimiya High School because I wanted to be in its theater club.\But when I heard the club was shut down, I was so shocked.\More accurately, it's on hiatus.\Hiatus?\The club's advisor is on a theater trip.\It's on break in the meantime.\What?! response:	It's on hiatus because of that?
context: I entered Fujimiya High School because I wanted to be in its theater club.\But when I heard the club was shut down, I was so shocked.\More accurately, it's on hiatus.\Hiatus?\The club's advisor is on a theater trip.\It's on break in the meantime.\What?!\It's on hiatus because of that? response:	What are the other members doing?
context: But when I heard the club was shut down, I was so shocked.\More accurately, it's on hiatus.\Hiatus?\The club's advisor is on a theater trip.\It's on break in the meantime.\What?!\It's on hiatus because of that?\What are the other members doing? response:	Just like me,
context: More accurately, it's on hiatus.\Hiatus?\The club's advisor is on a theater trip.\It's on break in the meantime.\What?!\It's on hiatus because of that?\What are the other members doing?\Just like me, response:	they're all doing the things they want to do.
context: Hiatus?\The club's advisor is on a theater trip.\It's on break in the meantime.\What?!\It's on hiatus because of that?\What are the other members doing?\Just like me,\they're all doing the things they want to do. response:	O-Oh, no...
context: The club's advisor is on a theater trip.\It's on break in the meantime.\What?!\It's on hiatus because of that?\What are the other members doing?\Just like me,\they're all doing the things they want to do.\O-Oh, no... response:	But if you want to perform theater that much,
context: It's on break in the meantime.\What?!\It's on hiatus because of that?\What are the other members doing?\Just like me,\they're all doing the things they want to do.\O-Oh, no...\But if you want to perform theater that much, response:	why don't you start a theater troupe?
context: What?!\It's on hiatus because of that?\What are the other members doing?\Just like me,\they're all doing the things they want to do.\O-Oh, no...\But if you want to perform theater that much,\why don't you start a theater troupe? response:	Huh?
context: It's on hiatus because of that?\What are the other members doing?\Just like me,\they're all doing the things they want to do.\O-Oh, no...\But if you want to perform theater that much,\why don't you start a theater troupe?\Huh? response:	Small theater troupes don't need many members.
context: What are the other members doing?\Just like me,\they're all doing the things they want to do.\O-Oh, no...\But if you want to perform theater that much,\why don't you start a theater troupe?\Huh?\Small theater troupes don't need many members. response:	So you'd be the leader, Hina-chan?
