context: They're going to choose the Moon Princess response:	by her looks, athletic ability and gracefulness?!
context: and restore peace to the world.\You're right. Oh, I just remembered something!\What's this all of a sudden?!\Rei, we can get right out of here if you use your Fire Soul!\You're right! Why didn't you notice that earlier?!\Usagi, you are such a slowpoke!\How about you, Rei?!\Okay, let's transform! Mars Power... response:	Miss Rei!
context: You're right. Oh, I just remembered something!\What's this all of a sudden?!\Rei, we can get right out of here if you use your Fire Soul!\You're right! Why didn't you notice that earlier?!\Usagi, you are such a slowpoke!\How about you, Rei?!\Okay, let's transform! Mars Power...\Miss Rei! response:	Thank goodness, you're safe!
context: What's this all of a sudden?!\Rei, we can get right out of here if you use your Fire Soul!\You're right! Why didn't you notice that earlier?!\Usagi, you are such a slowpoke!\How about you, Rei?!\Okay, let's transform! Mars Power...\Miss Rei!\Thank goodness, you're safe! response:	Yuichiro!
context: Rei, we can get right out of here if you use your Fire Soul!\You're right! Why didn't you notice that earlier?!\Usagi, you are such a slowpoke!\How about you, Rei?!\Okay, let's transform! Mars Power...\Miss Rei!\Thank goodness, you're safe!\Yuichiro! response:	This is a miracle born of love!
context: You're right! Why didn't you notice that earlier?!\Usagi, you are such a slowpoke!\How about you, Rei?!\Okay, let's transform! Mars Power...\Miss Rei!\Thank goodness, you're safe!\Yuichiro!\This is a miracle born of love! response:	Come on! The exit is this way! Let's hurry!
context: Usagi, you are such a slowpoke!\How about you, Rei?!\Okay, let's transform! Mars Power...\Miss Rei!\Thank goodness, you're safe!\Yuichiro!\This is a miracle born of love!\Come on! The exit is this way! Let's hurry! response:	Not so fast!
context: How about you, Rei?!\Okay, let's transform! Mars Power...\Miss Rei!\Thank goodness, you're safe!\Yuichiro!\This is a miracle born of love!\Come on! The exit is this way! Let's hurry!\Not so fast! response:	Who are...
context: Okay, let's transform! Mars Power...\Miss Rei!\Thank goodness, you're safe!\Yuichiro!\This is a miracle born of love!\Come on! The exit is this way! Let's hurry!\Not so fast!\Who are... response:	I am the monster, Blizzar.
context: Miss Rei!\Thank goodness, you're safe!\Yuichiro!\This is a miracle born of love!\Come on! The exit is this way! Let's hurry!\Not so fast!\Who are...\I am the monster, Blizzar. response:	I was sent to assassinate Sailor Moon.
context: Thank goodness, you're safe!\Yuichiro!\This is a miracle born of love!\Come on! The exit is this way! Let's hurry!\Not so fast!\Who are...\I am the monster, Blizzar.\I was sent to assassinate Sailor Moon. response:	I bet the minions of the Dark Kingdom...
context: Yuichiro!\This is a miracle born of love!\Come on! The exit is this way! Let's hurry!\Not so fast!\Who are...\I am the monster, Blizzar.\I was sent to assassinate Sailor Moon.\I bet the minions of the Dark Kingdom... response:	Prepare to die, Sailor Moon!
context: This is a miracle born of love!\Come on! The exit is this way! Let's hurry!\Not so fast!\Who are...\I am the monster, Blizzar.\I was sent to assassinate Sailor Moon.\I bet the minions of the Dark Kingdom...\Prepare to die, Sailor Moon! response:	What? Me?!
context: Come on! The exit is this way! Let's hurry!\Not so fast!\Who are...\I am the monster, Blizzar.\I was sent to assassinate Sailor Moon.\I bet the minions of the Dark Kingdom...\Prepare to die, Sailor Moon!\What? Me?! response:	Good looks, athletic ability and gracefulness.
context: Not so fast!\Who are...\I am the monster, Blizzar.\I was sent to assassinate Sailor Moon.\I bet the minions of the Dark Kingdom...\Prepare to die, Sailor Moon!\What? Me?!\Good looks, athletic ability and gracefulness. response:	You must be the princess of the moon!
context: Who are...\I am the monster, Blizzar.\I was sent to assassinate Sailor Moon.\I bet the minions of the Dark Kingdom...\Prepare to die, Sailor Moon!\What? Me?!\Good looks, athletic ability and gracefulness.\You must be the princess of the moon! response:	Oh, you think so, too?
context: I am the monster, Blizzar.\I was sent to assassinate Sailor Moon.\I bet the minions of the Dark Kingdom...\Prepare to die, Sailor Moon!\What? Me?!\Good looks, athletic ability and gracefulness.\You must be the princess of the moon!\Oh, you think so, too? response:	You are such an honest little monster.
context: I was sent to assassinate Sailor Moon.\I bet the minions of the Dark Kingdom...\Prepare to die, Sailor Moon!\What? Me?!\Good looks, athletic ability and gracefulness.\You must be the princess of the moon!\Oh, you think so, too?\You are such an honest little monster. response:	What?! Miss Rei, you're Sailor Moon?!
context: I bet the minions of the Dark Kingdom...\Prepare to die, Sailor Moon!\What? Me?!\Good looks, athletic ability and gracefulness.\You must be the princess of the moon!\Oh, you think so, too?\You are such an honest little monster.\What?! Miss Rei, you're Sailor Moon?! response:	You've got the wrong person!
context: Prepare to die, Sailor Moon!\What? Me?!\Good looks, athletic ability and gracefulness.\You must be the princess of the moon!\Oh, you think so, too?\You are such an honest little monster.\What?! Miss Rei, you're Sailor Moon?!\You've got the wrong person! response:	Shut up! My judgment is never wrong!
context: What? Me?!\Good looks, athletic ability and gracefulness.\You must be the princess of the moon!\Oh, you think so, too?\You are such an honest little monster.\What?! Miss Rei, you're Sailor Moon?!\You've got the wrong person!\Shut up! My judgment is never wrong! response:	Blizzar!
context: Good looks, athletic ability and gracefulness.\You must be the princess of the moon!\Oh, you think so, too?\You are such an honest little monster.\What?! Miss Rei, you're Sailor Moon?!\You've got the wrong person!\Shut up! My judgment is never wrong!\Blizzar! response:	I will protect Miss Rei!
context: You must be the princess of the moon!\Oh, you think so, too?\You are such an honest little monster.\What?! Miss Rei, you're Sailor Moon?!\You've got the wrong person!\Shut up! My judgment is never wrong!\Blizzar!\I will protect Miss Rei! response:	Yuichiro!
context: Oh, you think so, too?\You are such an honest little monster.\What?! Miss Rei, you're Sailor Moon?!\You've got the wrong person!\Shut up! My judgment is never wrong!\Blizzar!\I will protect Miss Rei!\Yuichiro! response:	Usagi, this is perfect! Let's transform!
context: You are such an honest little monster.\What?! Miss Rei, you're Sailor Moon?!\You've got the wrong person!\Shut up! My judgment is never wrong!\Blizzar!\I will protect Miss Rei!\Yuichiro!\Usagi, this is perfect! Let's transform! response:	Rei, you're colder than this snow.
context: What?! Miss Rei, you're Sailor Moon?!\You've got the wrong person!\Shut up! My judgment is never wrong!\Blizzar!\I will protect Miss Rei!\Yuichiro!\Usagi, this is perfect! Let's transform!\Rei, you're colder than this snow. response:	Hurry up!
context: You've got the wrong person!\Shut up! My judgment is never wrong!\Blizzar!\I will protect Miss Rei!\Yuichiro!\Usagi, this is perfect! Let's transform!\Rei, you're colder than this snow.\Hurry up! response:	Okay!
context: Shut up! My judgment is never wrong!\Blizzar!\I will protect Miss Rei!\Yuichiro!\Usagi, this is perfect! Let's transform!\Rei, you're colder than this snow.\Hurry up!\Okay! response:	Moon Prism Power Makeup!
context: Blizzar!\I will protect Miss Rei!\Yuichiro!\Usagi, this is perfect! Let's transform!\Rei, you're colder than this snow.\Hurry up!\Okay!\Moon Prism Power Makeup! response:	Mars Power Makeup!
context: I will protect Miss Rei!\Yuichiro!\Usagi, this is perfect! Let's transform!\Rei, you're colder than this snow.\Hurry up!\Okay!\Moon Prism Power Makeup!\Mars Power Makeup! response:	So, both of you were sailor warriors?
context: Yuichiro!\Usagi, this is perfect! Let's transform!\Rei, you're colder than this snow.\Hurry up!\Okay!\Moon Prism Power Makeup!\Mars Power Makeup!\So, both of you were sailor warriors? response:	I'll never forgive you for trapping us in this place!
context: Usagi, this is perfect! Let's transform!\Rei, you're colder than this snow.\Hurry up!\Okay!\Moon Prism Power Makeup!\Mars Power Makeup!\So, both of you were sailor warriors?\I'll never forgive you for trapping us in this place! response:	A girl's not supposed to let her hips get cold, you know?!
context: Rei, you're colder than this snow.\Hurry up!\Okay!\Moon Prism Power Makeup!\Mars Power Makeup!\So, both of you were sailor warriors?\I'll never forgive you for trapping us in this place!\A girl's not supposed to let her hips get cold, you know?! response:	How dare you freeze my Yuichiro?!
context: Hurry up!\Okay!\Moon Prism Power Makeup!\Mars Power Makeup!\So, both of you were sailor warriors?\I'll never forgive you for trapping us in this place!\A girl's not supposed to let her hips get cold, you know?!\How dare you freeze my Yuichiro?! response:	I hope you're prepared to pay for it!
context: Okay!\Moon Prism Power Makeup!\Mars Power Makeup!\So, both of you were sailor warriors?\I'll never forgive you for trapping us in this place!\A girl's not supposed to let her hips get cold, you know?!\How dare you freeze my Yuichiro?!\I hope you're prepared to pay for it! response:	In the name of the moon, I will punish you!
context: Moon Prism Power Makeup!\Mars Power Makeup!\So, both of you were sailor warriors?\I'll never forgive you for trapping us in this place!\A girl's not supposed to let her hips get cold, you know?!\How dare you freeze my Yuichiro?!\I hope you're prepared to pay for it!\In the name of the moon, I will punish you! response:	In the name of the Mars, I will chastise you!
context: Mars Power Makeup!\So, both of you were sailor warriors?\I'll never forgive you for trapping us in this place!\A girl's not supposed to let her hips get cold, you know?!\How dare you freeze my Yuichiro?!\I hope you're prepared to pay for it!\In the name of the moon, I will punish you!\In the name of the Mars, I will chastise you! response:	That's enough impertinent talk.
context: So, both of you were sailor warriors?\I'll never forgive you for trapping us in this place!\A girl's not supposed to let her hips get cold, you know?!\How dare you freeze my Yuichiro?!\I hope you're prepared to pay for it!\In the name of the moon, I will punish you!\In the name of the Mars, I will chastise you!\That's enough impertinent talk. response:	Bli!
context: I'll never forgive you for trapping us in this place!\A girl's not supposed to let her hips get cold, you know?!\How dare you freeze my Yuichiro?!\I hope you're prepared to pay for it!\In the name of the moon, I will punish you!\In the name of the Mars, I will chastise you!\That's enough impertinent talk.\Bli! response:	Fire
context: A girl's not supposed to let her hips get cold, you know?!\How dare you freeze my Yuichiro?!\I hope you're prepared to pay for it!\In the name of the moon, I will punish you!\In the name of the Mars, I will chastise you!\That's enough impertinent talk.\Bli!\Fire response:	Soul!
context: How dare you freeze my Yuichiro?!\I hope you're prepared to pay for it!\In the name of the moon, I will punish you!\In the name of the Mars, I will chastise you!\That's enough impertinent talk.\Bli!\Fire\Soul! response:	This is the end!
context: I hope you're prepared to pay for it!\In the name of the moon, I will punish you!\In the name of the Mars, I will chastise you!\That's enough impertinent talk.\Bli!\Fire\Soul!\This is the end! response:	Huh?
context: In the name of the moon, I will punish you!\In the name of the Mars, I will chastise you!\That's enough impertinent talk.\Bli!\Fire\Soul!\This is the end!\Huh? response:	Tuxedo Mask!
context: In the name of the Mars, I will chastise you!\That's enough impertinent talk.\Bli!\Fire\Soul!\This is the end!\Huh?\Tuxedo Mask! response:	Good evening, sailor warriors.
context: That's enough impertinent talk.\Bli!\Fire\Soul!\This is the end!\Huh?\Tuxedo Mask!\Good evening, sailor warriors. response:	Endymion?!
context: Bli!\Fire\Soul!\This is the end!\Huh?\Tuxedo Mask!\Good evening, sailor warriors.\Endymion?! response:	I will take care of them. Blizzar, back off!
context: Fire\Soul!\This is the end!\Huh?\Tuxedo Mask!\Good evening, sailor warriors.\Endymion?!\I will take care of them. Blizzar, back off! response:	Sailor Moon, en garde!
context: Soul!\This is the end!\Huh?\Tuxedo Mask!\Good evening, sailor warriors.\Endymion?!\I will take care of them. Blizzar, back off!\Sailor Moon, en garde! response:	I will not miss next time.
context: This is the end!\Huh?\Tuxedo Mask!\Good evening, sailor warriors.\Endymion?!\I will take care of them. Blizzar, back off!\Sailor Moon, en garde!\I will not miss next time. response:	What should we do?
context: Huh?\Tuxedo Mask!\Good evening, sailor warriors.\Endymion?!\I will take care of them. Blizzar, back off!\Sailor Moon, en garde!\I will not miss next time.\What should we do? response:	Tuxedo Mask, have you forgotten
context: Tuxedo Mask!\Good evening, sailor warriors.\Endymion?!\I will take care of them. Blizzar, back off!\Sailor Moon, en garde!\I will not miss next time.\What should we do?\Tuxedo Mask, have you forgotten response:	how you fought with us?!
context: Good evening, sailor warriors.\Endymion?!\I will take care of them. Blizzar, back off!\Sailor Moon, en garde!\I will not miss next time.\What should we do?\Tuxedo Mask, have you forgotten\how you fought with us?! response:	The person you loved most dearly,
context: Endymion?!\I will take care of them. Blizzar, back off!\Sailor Moon, en garde!\I will not miss next time.\What should we do?\Tuxedo Mask, have you forgotten\how you fought with us?!\The person you loved most dearly, response:	Sailor Moon, is right here!
context: I will take care of them. Blizzar, back off!\Sailor Moon, en garde!\I will not miss next time.\What should we do?\Tuxedo Mask, have you forgotten\how you fought with us?!\The person you loved most dearly,\Sailor Moon, is right here! response:	Sailor Mars...
context: Sailor Moon, en garde!\I will not miss next time.\What should we do?\Tuxedo Mask, have you forgotten\how you fought with us?!\The person you loved most dearly,\Sailor Moon, is right here!\Sailor Mars... response:	Please remember, Tuxedo Mask!
context: I will not miss next time.\What should we do?\Tuxedo Mask, have you forgotten\how you fought with us?!\The person you loved most dearly,\Sailor Moon, is right here!\Sailor Mars...\Please remember, Tuxedo Mask! response:	Endymion, what are you doing?!
context: What should we do?\Tuxedo Mask, have you forgotten\how you fought with us?!\The person you loved most dearly,\Sailor Moon, is right here!\Sailor Mars...\Please remember, Tuxedo Mask!\Endymion, what are you doing?! response:	Now, Sailor Moon!
context: Tuxedo Mask, have you forgotten\how you fought with us?!\The person you loved most dearly,\Sailor Moon, is right here!\Sailor Mars...\Please remember, Tuxedo Mask!\Endymion, what are you doing?!\Now, Sailor Moon! response:	Okay!
context: how you fought with us?!\The person you loved most dearly,\Sailor Moon, is right here!\Sailor Mars...\Please remember, Tuxedo Mask!\Endymion, what are you doing?!\Now, Sailor Moon!\Okay! response:	Moon Healing Escalation!
context: The person you loved most dearly,\Sailor Moon, is right here!\Sailor Mars...\Please remember, Tuxedo Mask!\Endymion, what are you doing?!\Now, Sailor Moon!\Okay!\Moon Healing Escalation! response:	Refresh!
context: Sailor Moon, is right here!\Sailor Mars...\Please remember, Tuxedo Mask!\Endymion, what are you doing?!\Now, Sailor Moon!\Okay!\Moon Healing Escalation!\Refresh! response:	Killing you guys right now
context: Sailor Mars...\Please remember, Tuxedo Mask!\Endymion, what are you doing?!\Now, Sailor Moon!\Okay!\Moon Healing Escalation!\Refresh!\Killing you guys right now response:	would give me nothing to brag about!
context: Please remember, Tuxedo Mask!\Endymion, what are you doing?!\Now, Sailor Moon!\Okay!\Moon Healing Escalation!\Refresh!\Killing you guys right now\would give me nothing to brag about! response:	Good-bye. We will meet again.
context: Endymion, what are you doing?!\Now, Sailor Moon!\Okay!\Moon Healing Escalation!\Refresh!\Killing you guys right now\would give me nothing to brag about!\Good-bye. We will meet again. response:	Tuxedo Mask, someday, please come back to me.
context: Now, Sailor Moon!\Okay!\Moon Healing Escalation!\Refresh!\Killing you guys right now\would give me nothing to brag about!\Good-bye. We will meet again.\Tuxedo Mask, someday, please come back to me. response:	But you know, Yuichiro is such a hopeless idiot.
context: Okay!\Moon Healing Escalation!\Refresh!\Killing you guys right now\would give me nothing to brag about!\Good-bye. We will meet again.\Tuxedo Mask, someday, please come back to me.\But you know, Yuichiro is such a hopeless idiot. response:	Idiot.
context: Moon Healing Escalation!\Refresh!\Killing you guys right now\would give me nothing to brag about!\Good-bye. We will meet again.\Tuxedo Mask, someday, please come back to me.\But you know, Yuichiro is such a hopeless idiot.\Idiot. response:	Oh? What am I doing here?
context: Refresh!\Killing you guys right now\would give me nothing to brag about!\Good-bye. We will meet again.\Tuxedo Mask, someday, please come back to me.\But you know, Yuichiro is such a hopeless idiot.\Idiot.\Oh? What am I doing here? response:	Oh, are you finally awake?
context: Killing you guys right now\would give me nothing to brag about!\Good-bye. We will meet again.\Tuxedo Mask, someday, please come back to me.\But you know, Yuichiro is such a hopeless idiot.\Idiot.\Oh? What am I doing here?\Oh, are you finally awake? response:	I'm so glad! You're safe!
context: would give me nothing to brag about!\Good-bye. We will meet again.\Tuxedo Mask, someday, please come back to me.\But you know, Yuichiro is such a hopeless idiot.\Idiot.\Oh? What am I doing here?\Oh, are you finally awake?\I'm so glad! You're safe! response:	Yes. Sailor warriors showed up and rescued us.
context: Good-bye. We will meet again.\Tuxedo Mask, someday, please come back to me.\But you know, Yuichiro is such a hopeless idiot.\Idiot.\Oh? What am I doing here?\Oh, are you finally awake?\I'm so glad! You're safe!\Yes. Sailor warriors showed up and rescued us. response:	I see. I'm sorry, I'm such a good-for-nothing.
context: Tuxedo Mask, someday, please come back to me.\But you know, Yuichiro is such a hopeless idiot.\Idiot.\Oh? What am I doing here?\Oh, are you finally awake?\I'm so glad! You're safe!\Yes. Sailor warriors showed up and rescued us.\I see. I'm sorry, I'm such a good-for-nothing. response:	That's not true! Yuichiro, you were really cool!
context: But you know, Yuichiro is such a hopeless idiot.\Idiot.\Oh? What am I doing here?\Oh, are you finally awake?\I'm so glad! You're safe!\Yes. Sailor warriors showed up and rescued us.\I see. I'm sorry, I'm such a good-for-nothing.\That's not true! Yuichiro, you were really cool! response:	What?
context: Idiot.\Oh? What am I doing here?\Oh, are you finally awake?\I'm so glad! You're safe!\Yes. Sailor warriors showed up and rescued us.\I see. I'm sorry, I'm such a good-for-nothing.\That's not true! Yuichiro, you were really cool!\What? response:	Right, Rei?
context: Oh? What am I doing here?\Oh, are you finally awake?\I'm so glad! You're safe!\Yes. Sailor warriors showed up and rescued us.\I see. I'm sorry, I'm such a good-for-nothing.\That's not true! Yuichiro, you were really cool!\What?\Right, Rei? response:	Well, kind of.
context: Oh, are you finally awake?\I'm so glad! You're safe!\Yes. Sailor warriors showed up and rescued us.\I see. I'm sorry, I'm such a good-for-nothing.\That's not true! Yuichiro, you were really cool!\What?\Right, Rei?\Well, kind of. response:	Oh, really?!
context: I'm so glad! You're safe!\Yes. Sailor warriors showed up and rescued us.\I see. I'm sorry, I'm such a good-for-nothing.\That's not true! Yuichiro, you were really cool!\What?\Right, Rei?\Well, kind of.\Oh, really?! response:	Man, you're making me blush!
context: Yes. Sailor warriors showed up and rescued us.\I see. I'm sorry, I'm such a good-for-nothing.\That's not true! Yuichiro, you were really cool!\What?\Right, Rei?\Well, kind of.\Oh, really?!\Man, you're making me blush! response:	Hey, what are you doing goofing off over here?!
context: I see. I'm sorry, I'm such a good-for-nothing.\That's not true! Yuichiro, you were really cool!\What?\Right, Rei?\Well, kind of.\Oh, really?!\Man, you're making me blush!\Hey, what are you doing goofing off over here?! response:	Honestly! Everyone was worried!
context: That's not true! Yuichiro, you were really cool!\What?\Right, Rei?\Well, kind of.\Oh, really?!\Man, you're making me blush!\Hey, what are you doing goofing off over here?!\Honestly! Everyone was worried! response:	But, I'm glad.
context: What?\Right, Rei?\Well, kind of.\Oh, really?!\Man, you're making me blush!\Hey, what are you doing goofing off over here?!\Honestly! Everyone was worried!\But, I'm glad. response:	After all, they say, A healthy horse is a good horse.
context: Right, Rei?\Well, kind of.\Oh, really?!\Man, you're making me blush!\Hey, what are you doing goofing off over here?!\Honestly! Everyone was worried!\But, I'm glad.\After all, they say, A healthy horse is a good horse. response:	I don't think that proverb is used in situations like this.
context: Well, kind of.\Oh, really?!\Man, you're making me blush!\Hey, what are you doing goofing off over here?!\Honestly! Everyone was worried!\But, I'm glad.\After all, they say, A healthy horse is a good horse.\I don't think that proverb is used in situations like this. response:	Usagi kept on making a mess of things,
context: Oh, really?!\Man, you're making me blush!\Hey, what are you doing goofing off over here?!\Honestly! Everyone was worried!\But, I'm glad.\After all, they say, A healthy horse is a good horse.\I don't think that proverb is used in situations like this.\Usagi kept on making a mess of things, response:	so I just had an awful time of it!
context: Man, you're making me blush!\Hey, what are you doing goofing off over here?!\Honestly! Everyone was worried!\But, I'm glad.\After all, they say, A healthy horse is a good horse.\I don't think that proverb is used in situations like this.\Usagi kept on making a mess of things,\so I just had an awful time of it! response:	What?! How could you say that?!
context: Hey, what are you doing goofing off over here?!\Honestly! Everyone was worried!\But, I'm glad.\After all, they say, A healthy horse is a good horse.\I don't think that proverb is used in situations like this.\Usagi kept on making a mess of things,\so I just had an awful time of it!\What?! How could you say that?! response:	We reaffirmed our friendship with each other, remember?!
context: Honestly! Everyone was worried!\But, I'm glad.\After all, they say, A healthy horse is a good horse.\I don't think that proverb is used in situations like this.\Usagi kept on making a mess of things,\so I just had an awful time of it!\What?! How could you say that?!\We reaffirmed our friendship with each other, remember?! response:	Friendship with you?! I'd scrunch it up and toss it away!
context: But, I'm glad.\After all, they say, A healthy horse is a good horse.\I don't think that proverb is used in situations like this.\Usagi kept on making a mess of things,\so I just had an awful time of it!\What?! How could you say that?!\We reaffirmed our friendship with each other, remember?!\Friendship with you?! I'd scrunch it up and toss it away! response:	Rei's being mean to me!
context: After all, they say, A healthy horse is a good horse.\I don't think that proverb is used in situations like this.\Usagi kept on making a mess of things,\so I just had an awful time of it!\What?! How could you say that?!\We reaffirmed our friendship with each other, remember?!\Friendship with you?! I'd scrunch it up and toss it away!\Rei's being mean to me! response:	Hiru ni wa hana no kaori
context: I don't think that proverb is used in situations like this.\Usagi kept on making a mess of things,\so I just had an awful time of it!\What?! How could you say that?!\We reaffirmed our friendship with each other, remember?!\Friendship with you?! I'd scrunch it up and toss it away!\Rei's being mean to me!\Hiru ni wa hana no kaori response:	Yoru ni wa hoshi no matataki
context: Usagi kept on making a mess of things,\so I just had an awful time of it!\What?! How could you say that?!\We reaffirmed our friendship with each other, remember?!\Friendship with you?! I'd scrunch it up and toss it away!\Rei's being mean to me!\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki response:	Soko wa daremo shiranai sekai nano
context: so I just had an awful time of it!\What?! How could you say that?!\We reaffirmed our friendship with each other, remember?!\Friendship with you?! I'd scrunch it up and toss it away!\Rei's being mean to me!\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano response:	Shiroi kutsu o narashite
context: What?! How could you say that?!\We reaffirmed our friendship with each other, remember?!\Friendship with you?! I'd scrunch it up and toss it away!\Rei's being mean to me!\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite response:	Shiroi tsuki no hashi watatte
context: We reaffirmed our friendship with each other, remember?!\Friendship with you?! I'd scrunch it up and toss it away!\Rei's being mean to me!\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte response:	Amai kisu no yume o miteru ohimesama ga sunde iru no
context: Friendship with you?! I'd scrunch it up and toss it away!\Rei's being mean to me!\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no response:	Inori o sasagete moon
context: Rei's being mean to me!\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon response:	Kitto shiawase ni shitekureru
context: Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon\Kitto shiawase ni shitekureru response:	Maware maware tsuki no merry-go-round
context: Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon\Kitto shiawase ni shitekureru\Maware maware tsuki no merry-go-round response:	Suzushige na glass no dress hirugaeshite
context: Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon\Kitto shiawase ni shitekureru\Maware maware tsuki no merry-go-round\Suzushige na glass no dress hirugaeshite response:	Itsudatte mimamotte iru wa
context: Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon\Kitto shiawase ni shitekureru\Maware maware tsuki no merry-go-round\Suzushige na glass no dress hirugaeshite\Itsudatte mimamotte iru wa response:	Moon moon princess
