context: Lady Marrine. response:	I've received word that Sayid, the King of Dartania, has died,
context: Enemy forces spotted!\Hey, they really came!\Lord Solon!\Earl of Regalia! So glad to see you safe!\Lord Solon...\- Get these two horses. - Yes, sir!\I appreciate this.\Well, as someone greatly indebted to Lord Villar, response:	I can't let him lose his younger brother in a place like this.
context: Hey, they really came!\Lord Solon!\Earl of Regalia! So glad to see you safe!\Lord Solon...\- Get these two horses. - Yes, sir!\I appreciate this.\Well, as someone greatly indebted to Lord Villar,\I can't let him lose his younger brother in a place like this. response:	Now, please escape!
context: Lord Solon!\Earl of Regalia! So glad to see you safe!\Lord Solon...\- Get these two horses. - Yes, sir!\I appreciate this.\Well, as someone greatly indebted to Lord Villar,\I can't let him lose his younger brother in a place like this.\Now, please escape! response:	The Earl of Regalia has fled.
context: Earl of Regalia! So glad to see you safe!\Lord Solon...\- Get these two horses. - Yes, sir!\I appreciate this.\Well, as someone greatly indebted to Lord Villar,\I can't let him lose his younger brother in a place like this.\Now, please escape!\The Earl of Regalia has fled. response:	We're currently fighting the Theater King of Kilhis, who's come to his aid.
context: Lord Solon...\- Get these two horses. - Yes, sir!\I appreciate this.\Well, as someone greatly indebted to Lord Villar,\I can't let him lose his younger brother in a place like this.\Now, please escape!\The Earl of Regalia has fled.\We're currently fighting the Theater King of Kilhis, who's come to his aid. response:	He's a formidable opponent.
context: - Get these two horses. - Yes, sir!\I appreciate this.\Well, as someone greatly indebted to Lord Villar,\I can't let him lose his younger brother in a place like this.\Now, please escape!\The Earl of Regalia has fled.\We're currently fighting the Theater King of Kilhis, who's come to his aid.\He's a formidable opponent. response:	We have no choice, then.
context: I appreciate this.\Well, as someone greatly indebted to Lord Villar,\I can't let him lose his younger brother in a place like this.\Now, please escape!\The Earl of Regalia has fled.\We're currently fighting the Theater King of Kilhis, who's come to his aid.\He's a formidable opponent.\We have no choice, then. response:	Cut off the Kilhis army's retreat. Defeat them no matter what it takes!
context: Well, as someone greatly indebted to Lord Villar,\I can't let him lose his younger brother in a place like this.\Now, please escape!\The Earl of Regalia has fled.\We're currently fighting the Theater King of Kilhis, who's come to his aid.\He's a formidable opponent.\We have no choice, then.\Cut off the Kilhis army's retreat. Defeat them no matter what it takes! response:	My name is Solon!
context: I can't let him lose his younger brother in a place like this.\Now, please escape!\The Earl of Regalia has fled.\We're currently fighting the Theater King of Kilhis, who's come to his aid.\He's a formidable opponent.\We have no choice, then.\Cut off the Kilhis army's retreat. Defeat them no matter what it takes!\My name is Solon! response:	Meeting the renowned Waldlind forces in battle brings me the sweetest joy!
context: Now, please escape!\The Earl of Regalia has fled.\We're currently fighting the Theater King of Kilhis, who's come to his aid.\He's a formidable opponent.\We have no choice, then.\Cut off the Kilhis army's retreat. Defeat them no matter what it takes!\My name is Solon!\Meeting the renowned Waldlind forces in battle brings me the sweetest joy! response:	I come to fight with good grace!
context: The Earl of Regalia has fled.\We're currently fighting the Theater King of Kilhis, who's come to his aid.\He's a formidable opponent.\We have no choice, then.\Cut off the Kilhis army's retreat. Defeat them no matter what it takes!\My name is Solon!\Meeting the renowned Waldlind forces in battle brings me the sweetest joy!\I come to fight with good grace! response:	Surround the Kilhis forces on both sides!
context: We're currently fighting the Theater King of Kilhis, who's come to his aid.\He's a formidable opponent.\We have no choice, then.\Cut off the Kilhis army's retreat. Defeat them no matter what it takes!\My name is Solon!\Meeting the renowned Waldlind forces in battle brings me the sweetest joy!\I come to fight with good grace!\Surround the Kilhis forces on both sides! response:	The Kilhis army is putting up fierce resistance, and the battle is deadlocked!
context: He's a formidable opponent.\We have no choice, then.\Cut off the Kilhis army's retreat. Defeat them no matter what it takes!\My name is Solon!\Meeting the renowned Waldlind forces in battle brings me the sweetest joy!\I come to fight with good grace!\Surround the Kilhis forces on both sides!\The Kilhis army is putting up fierce resistance, and the battle is deadlocked! response:	Send in reinforcements. Concentrate our forces!
context: We have no choice, then.\Cut off the Kilhis army's retreat. Defeat them no matter what it takes!\My name is Solon!\Meeting the renowned Waldlind forces in battle brings me the sweetest joy!\I come to fight with good grace!\Surround the Kilhis forces on both sides!\The Kilhis army is putting up fierce resistance, and the battle is deadlocked!\Send in reinforcements. Concentrate our forces! response:	So the famed knights-at-arms are joining the fray?
context: Cut off the Kilhis army's retreat. Defeat them no matter what it takes!\My name is Solon!\Meeting the renowned Waldlind forces in battle brings me the sweetest joy!\I come to fight with good grace!\Surround the Kilhis forces on both sides!\The Kilhis army is putting up fierce resistance, and the battle is deadlocked!\Send in reinforcements. Concentrate our forces!\So the famed knights-at-arms are joining the fray? response:	We're surrounded on all sides. There's no way to escape.
context: My name is Solon!\Meeting the renowned Waldlind forces in battle brings me the sweetest joy!\I come to fight with good grace!\Surround the Kilhis forces on both sides!\The Kilhis army is putting up fierce resistance, and the battle is deadlocked!\Send in reinforcements. Concentrate our forces!\So the famed knights-at-arms are joining the fray?\We're surrounded on all sides. There's no way to escape. response:	While I don't have the stamina to flee, I do have the stamina to fight!
context: Meeting the renowned Waldlind forces in battle brings me the sweetest joy!\I come to fight with good grace!\Surround the Kilhis forces on both sides!\The Kilhis army is putting up fierce resistance, and the battle is deadlocked!\Send in reinforcements. Concentrate our forces!\So the famed knights-at-arms are joining the fray?\We're surrounded on all sides. There's no way to escape.\While I don't have the stamina to flee, I do have the stamina to fight! response:	Everyone, huddle up!
context: I come to fight with good grace!\Surround the Kilhis forces on both sides!\The Kilhis army is putting up fierce resistance, and the battle is deadlocked!\Send in reinforcements. Concentrate our forces!\So the famed knights-at-arms are joining the fray?\We're surrounded on all sides. There's no way to escape.\While I don't have the stamina to flee, I do have the stamina to fight!\Everyone, huddle up! response:	Allow me to report.
context: Surround the Kilhis forces on both sides!\The Kilhis army is putting up fierce resistance, and the battle is deadlocked!\Send in reinforcements. Concentrate our forces!\So the famed knights-at-arms are joining the fray?\We're surrounded on all sides. There's no way to escape.\While I don't have the stamina to flee, I do have the stamina to fight!\Everyone, huddle up!\Allow me to report. response:	Regarding the battle against the Kilhis forces...
context: The Kilhis army is putting up fierce resistance, and the battle is deadlocked!\Send in reinforcements. Concentrate our forces!\So the famed knights-at-arms are joining the fray?\We're surrounded on all sides. There's no way to escape.\While I don't have the stamina to flee, I do have the stamina to fight!\Everyone, huddle up!\Allow me to report.\Regarding the battle against the Kilhis forces... response:	It was decided just a moment ago.
context: Send in reinforcements. Concentrate our forces!\So the famed knights-at-arms are joining the fray?\We're surrounded on all sides. There's no way to escape.\While I don't have the stamina to flee, I do have the stamina to fight!\Everyone, huddle up!\Allow me to report.\Regarding the battle against the Kilhis forces...\It was decided just a moment ago. response:	Although our forces suffered heavy casualties...
context: So the famed knights-at-arms are joining the fray?\We're surrounded on all sides. There's no way to escape.\While I don't have the stamina to flee, I do have the stamina to fight!\Everyone, huddle up!\Allow me to report.\Regarding the battle against the Kilhis forces...\It was decided just a moment ago.\Although our forces suffered heavy casualties... response:	Thanks to the efforts of the knights-at-arms, the Kilhis army has been wiped out.
context: We're surrounded on all sides. There's no way to escape.\While I don't have the stamina to flee, I do have the stamina to fight!\Everyone, huddle up!\Allow me to report.\Regarding the battle against the Kilhis forces...\It was decided just a moment ago.\Although our forces suffered heavy casualties...\Thanks to the efforts of the knights-at-arms, the Kilhis army has been wiped out. response:	You are true heroes...
context: While I don't have the stamina to flee, I do have the stamina to fight!\Everyone, huddle up!\Allow me to report.\Regarding the battle against the Kilhis forces...\It was decided just a moment ago.\Although our forces suffered heavy casualties...\Thanks to the efforts of the knights-at-arms, the Kilhis army has been wiped out.\You are true heroes... response:	Break from the constraints of this imperfect world...
context: Everyone, huddle up!\Allow me to report.\Regarding the battle against the Kilhis forces...\It was decided just a moment ago.\Although our forces suffered heavy casualties...\Thanks to the efforts of the knights-at-arms, the Kilhis army has been wiped out.\You are true heroes...\Break from the constraints of this imperfect world... response:	And let us journey to an ideal world together!
context: Allow me to report.\Regarding the battle against the Kilhis forces...\It was decided just a moment ago.\Although our forces suffered heavy casualties...\Thanks to the efforts of the knights-at-arms, the Kilhis army has been wiped out.\You are true heroes...\Break from the constraints of this imperfect world...\And let us journey to an ideal world together! response:	Word is that Solon, the King of Kilhis, has also been eliminated!
context: Regarding the battle against the Kilhis forces...\It was decided just a moment ago.\Although our forces suffered heavy casualties...\Thanks to the efforts of the knights-at-arms, the Kilhis army has been wiped out.\You are true heroes...\Break from the constraints of this imperfect world...\And let us journey to an ideal world together!\Word is that Solon, the King of Kilhis, has also been eliminated! response:	And now, my life... comes to a close...
context: It was decided just a moment ago.\Although our forces suffered heavy casualties...\Thanks to the efforts of the knights-at-arms, the Kilhis army has been wiped out.\You are true heroes...\Break from the constraints of this imperfect world...\And let us journey to an ideal world together!\Word is that Solon, the King of Kilhis, has also been eliminated!\And now, my life... comes to a close... response:	BLADE OF BETRAYAL
context: Although our forces suffered heavy casualties...\Thanks to the efforts of the knights-at-arms, the Kilhis army has been wiped out.\You are true heroes...\Break from the constraints of this imperfect world...\And let us journey to an ideal world together!\Word is that Solon, the King of Kilhis, has also been eliminated!\And now, my life... comes to a close...\BLADE OF BETRAYAL response:	Lord Solon is...
context: Thanks to the efforts of the knights-at-arms, the Kilhis army has been wiped out.\You are true heroes...\Break from the constraints of this imperfect world...\And let us journey to an ideal world together!\Word is that Solon, the King of Kilhis, has also been eliminated!\And now, my life... comes to a close...\BLADE OF BETRAYAL\Lord Solon is... response:	Lord Lassic has driven the Ozerl forces to surrender,
context: You are true heroes...\Break from the constraints of this imperfect world...\And let us journey to an ideal world together!\Word is that Solon, the King of Kilhis, has also been eliminated!\And now, my life... comes to a close...\BLADE OF BETRAYAL\Lord Solon is...\Lord Lassic has driven the Ozerl forces to surrender, response:	and Lord Theo has repulsed the Bultava army.
context: Break from the constraints of this imperfect world...\And let us journey to an ideal world together!\Word is that Solon, the King of Kilhis, has also been eliminated!\And now, my life... comes to a close...\BLADE OF BETRAYAL\Lord Solon is...\Lord Lassic has driven the Ozerl forces to surrender,\and Lord Theo has repulsed the Bultava army. response:	I expected no less of Lord Lassic, but Lord Theo continues to surprise.
context: And let us journey to an ideal world together!\Word is that Solon, the King of Kilhis, has also been eliminated!\And now, my life... comes to a close...\BLADE OF BETRAYAL\Lord Solon is...\Lord Lassic has driven the Ozerl forces to surrender,\and Lord Theo has repulsed the Bultava army.\I expected no less of Lord Lassic, but Lord Theo continues to surprise. response:	How on earth did he drive back Bultava with such a small force?
context: Word is that Solon, the King of Kilhis, has also been eliminated!\And now, my life... comes to a close...\BLADE OF BETRAYAL\Lord Solon is...\Lord Lassic has driven the Ozerl forces to surrender,\and Lord Theo has repulsed the Bultava army.\I expected no less of Lord Lassic, but Lord Theo continues to surprise.\How on earth did he drive back Bultava with such a small force? response:	What are your orders for them?
context: And now, my life... comes to a close...\BLADE OF BETRAYAL\Lord Solon is...\Lord Lassic has driven the Ozerl forces to surrender,\and Lord Theo has repulsed the Bultava army.\I expected no less of Lord Lassic, but Lord Theo continues to surprise.\How on earth did he drive back Bultava with such a small force?\What are your orders for them? response:	Well, then, let's have them invade their respective enemy territories.
context: BLADE OF BETRAYAL\Lord Solon is...\Lord Lassic has driven the Ozerl forces to surrender,\and Lord Theo has repulsed the Bultava army.\I expected no less of Lord Lassic, but Lord Theo continues to surprise.\How on earth did he drive back Bultava with such a small force?\What are your orders for them?\Well, then, let's have them invade their respective enemy territories. response:	Now that they've lost both Ozerl and Bultava as domains...
context: Lord Solon is...\Lord Lassic has driven the Ozerl forces to surrender,\and Lord Theo has repulsed the Bultava army.\I expected no less of Lord Lassic, but Lord Theo continues to surprise.\How on earth did he drive back Bultava with such a small force?\What are your orders for them?\Well, then, let's have them invade their respective enemy territories.\Now that they've lost both Ozerl and Bultava as domains... response:	Waldlind has no other choice but to attack Altirk.
context: Lord Lassic has driven the Ozerl forces to surrender,\and Lord Theo has repulsed the Bultava army.\I expected no less of Lord Lassic, but Lord Theo continues to surprise.\How on earth did he drive back Bultava with such a small force?\What are your orders for them?\Well, then, let's have them invade their respective enemy territories.\Now that they've lost both Ozerl and Bultava as domains...\Waldlind has no other choice but to attack Altirk. response:	Their assault is sure to be fierce.
context: and Lord Theo has repulsed the Bultava army.\I expected no less of Lord Lassic, but Lord Theo continues to surprise.\How on earth did he drive back Bultava with such a small force?\What are your orders for them?\Well, then, let's have them invade their respective enemy territories.\Now that they've lost both Ozerl and Bultava as domains...\Waldlind has no other choice but to attack Altirk.\Their assault is sure to be fierce. response:	Even if they should breach the castle gates, we have the sea on our side.
context: I expected no less of Lord Lassic, but Lord Theo continues to surprise.\How on earth did he drive back Bultava with such a small force?\What are your orders for them?\Well, then, let's have them invade their respective enemy territories.\Now that they've lost both Ozerl and Bultava as domains...\Waldlind has no other choice but to attack Altirk.\Their assault is sure to be fierce.\Even if they should breach the castle gates, we have the sea on our side. response:	Right now, we've got to ride out this crisis...
context: How on earth did he drive back Bultava with such a small force?\What are your orders for them?\Well, then, let's have them invade their respective enemy territories.\Now that they've lost both Ozerl and Bultava as domains...\Waldlind has no other choice but to attack Altirk.\Their assault is sure to be fierce.\Even if they should breach the castle gates, we have the sea on our side.\Right now, we've got to ride out this crisis... response:	EPISODE 11: THE FALL OF CASTLE UNICORN
