context: We made it back alive. response:	We made it back alive...
context: I heard a car was just going along when it suddenly flew to there.\Another explosion?\I'm not sure I'm up for this...\The driver died on impact. He hasn't been identified.\Why not?\Can't we identify people if their fingerprints or teeth are intact?\Yes.\If they were intact. response:	What?!
context: Another explosion?\I'm not sure I'm up for this...\The driver died on impact. He hasn't been identified.\Why not?\Can't we identify people if their fingerprints or teeth are intact?\Yes.\If they were intact.\What?! response:	Then...
context: I'm not sure I'm up for this...\The driver died on impact. He hasn't been identified.\Why not?\Can't we identify people if their fingerprints or teeth are intact?\Yes.\If they were intact.\What?!\Then... response:	It's all mush inside that car...
context: The driver died on impact. He hasn't been identified.\Why not?\Can't we identify people if their fingerprints or teeth are intact?\Yes.\If they were intact.\What?!\Then...\It's all mush inside that car... response:	All right,
context: Why not?\Can't we identify people if their fingerprints or teeth are intact?\Yes.\If they were intact.\What?!\Then...\It's all mush inside that car...\All right, response:	Rampo-san would be able to solve the case right away here,
context: Can't we identify people if their fingerprints or teeth are intact?\Yes.\If they were intact.\What?!\Then...\It's all mush inside that car...\All right,\Rampo-san would be able to solve the case right away here, response:	Yokohamabashi
context: Yes.\If they were intact.\What?!\Then...\It's all mush inside that car...\All right,\Rampo-san would be able to solve the case right away here,\Yokohamabashi response:	but our task right now is to gather information.
context: If they were intact.\What?!\Then...\It's all mush inside that car...\All right,\Rampo-san would be able to solve the case right away here,\Yokohamabashi\but our task right now is to gather information. response:	Oh, Ken-chan.
context: What?!\Then...\It's all mush inside that car...\All right,\Rampo-san would be able to solve the case right away here,\Yokohamabashi\but our task right now is to gather information.\Oh, Ken-chan. response:	Oh hello, Miss Maeda.
context: Then...\It's all mush inside that car...\All right,\Rampo-san would be able to solve the case right away here,\Yokohamabashi\but our task right now is to gather information.\Oh, Ken-chan.\Oh hello, Miss Maeda. response:	Thank you for the boar meat the other day.
context: It's all mush inside that car...\All right,\Rampo-san would be able to solve the case right away here,\Yokohamabashi\but our task right now is to gather information.\Oh, Ken-chan.\Oh hello, Miss Maeda.\Thank you for the boar meat the other day. response:	It was delicious.
context: All right,\Rampo-san would be able to solve the case right away here,\Yokohamabashi\but our task right now is to gather information.\Oh, Ken-chan.\Oh hello, Miss Maeda.\Thank you for the boar meat the other day.\It was delicious. response:	It was extra sent from my home.
context: Rampo-san would be able to solve the case right away here,\Yokohamabashi\but our task right now is to gather information.\Oh, Ken-chan.\Oh hello, Miss Maeda.\Thank you for the boar meat the other day.\It was delicious.\It was extra sent from my home. response:	It was nothing.
context: Yokohamabashi\but our task right now is to gather information.\Oh, Ken-chan.\Oh hello, Miss Maeda.\Thank you for the boar meat the other day.\It was delicious.\It was extra sent from my home.\It was nothing. response:	Miss?
context: but our task right now is to gather information.\Oh, Ken-chan.\Oh hello, Miss Maeda.\Thank you for the boar meat the other day.\It was delicious.\It was extra sent from my home.\It was nothing.\Miss? response:	She'd be one of the younger ladies at my village.
context: Oh, Ken-chan.\Oh hello, Miss Maeda.\Thank you for the boar meat the other day.\It was delicious.\It was extra sent from my home.\It was nothing.\Miss?\She'd be one of the younger ladies at my village. response:	Hey, boy.
context: Oh hello, Miss Maeda.\Thank you for the boar meat the other day.\It was delicious.\It was extra sent from my home.\It was nothing.\Miss?\She'd be one of the younger ladies at my village.\Hey, boy. response:	The vegetable garden I told you about,
context: Thank you for the boar meat the other day.\It was delicious.\It was extra sent from my home.\It was nothing.\Miss?\She'd be one of the younger ladies at my village.\Hey, boy.\The vegetable garden I told you about, response:	it doesn't drain very well.
context: It was delicious.\It was extra sent from my home.\It was nothing.\Miss?\She'd be one of the younger ladies at my village.\Hey, boy.\The vegetable garden I told you about,\it doesn't drain very well. response:	It must be the soil in the rows.
context: It was extra sent from my home.\It was nothing.\Miss?\She'd be one of the younger ladies at my village.\Hey, boy.\The vegetable garden I told you about,\it doesn't drain very well.\It must be the soil in the rows. response:	I'll come take a look tomorrow.
context: It was nothing.\Miss?\She'd be one of the younger ladies at my village.\Hey, boy.\The vegetable garden I told you about,\it doesn't drain very well.\It must be the soil in the rows.\I'll come take a look tomorrow. response:	Thanks.
context: Miss?\She'd be one of the younger ladies at my village.\Hey, boy.\The vegetable garden I told you about,\it doesn't drain very well.\It must be the soil in the rows.\I'll come take a look tomorrow.\Thanks. response:	You're really popular.
context: She'd be one of the younger ladies at my village.\Hey, boy.\The vegetable garden I told you about,\it doesn't drain very well.\It must be the soil in the rows.\I'll come take a look tomorrow.\Thanks.\You're really popular. response:	Hey, Ken-chan.
context: Hey, boy.\The vegetable garden I told you about,\it doesn't drain very well.\It must be the soil in the rows.\I'll come take a look tomorrow.\Thanks.\You're really popular.\Hey, Ken-chan. response:	You on a job?
context: The vegetable garden I told you about,\it doesn't drain very well.\It must be the soil in the rows.\I'll come take a look tomorrow.\Thanks.\You're really popular.\Hey, Ken-chan.\You on a job? response:	We're investigating the car explosion that happened on that street.
context: it doesn't drain very well.\It must be the soil in the rows.\I'll come take a look tomorrow.\Thanks.\You're really popular.\Hey, Ken-chan.\You on a job?\We're investigating the car explosion that happened on that street. response:	Do you know anything?
context: It must be the soil in the rows.\I'll come take a look tomorrow.\Thanks.\You're really popular.\Hey, Ken-chan.\You on a job?\We're investigating the car explosion that happened on that street.\Do you know anything? response:	Oh, that...
context: I'll come take a look tomorrow.\Thanks.\You're really popular.\Hey, Ken-chan.\You on a job?\We're investigating the car explosion that happened on that street.\Do you know anything?\Oh, that... response:	There are... rumors...
context: Thanks.\You're really popular.\Hey, Ken-chan.\You on a job?\We're investigating the car explosion that happened on that street.\Do you know anything?\Oh, that...\There are... rumors... response:	I'm not really supposed to talk about it,
context: You're really popular.\Hey, Ken-chan.\You on a job?\We're investigating the car explosion that happened on that street.\Do you know anything?\Oh, that...\There are... rumors...\I'm not really supposed to talk about it, response:	but the young'uns were saying that before it happened,
context: Hey, Ken-chan.\You on a job?\We're investigating the car explosion that happened on that street.\Do you know anything?\Oh, that...\There are... rumors...\I'm not really supposed to talk about it,\but the young'uns were saying that before it happened, response:	backstreet folks from the factory district bought a load of fertilizer.
context: You on a job?\We're investigating the car explosion that happened on that street.\Do you know anything?\Oh, that...\There are... rumors...\I'm not really supposed to talk about it,\but the young'uns were saying that before it happened,\backstreet folks from the factory district bought a load of fertilizer. response:	Fertilizer...
context: We're investigating the car explosion that happened on that street.\Do you know anything?\Oh, that...\There are... rumors...\I'm not really supposed to talk about it,\but the young'uns were saying that before it happened,\backstreet folks from the factory district bought a load of fertilizer.\Fertilizer... response:	I wonder if they realized the beauty of farming.
context: Do you know anything?\Oh, that...\There are... rumors...\I'm not really supposed to talk about it,\but the young'uns were saying that before it happened,\backstreet folks from the factory district bought a load of fertilizer.\Fertilizer...\I wonder if they realized the beauty of farming. response:	No, they were apparently talking about manufacturing something...
context: Oh, that...\There are... rumors...\I'm not really supposed to talk about it,\but the young'uns were saying that before it happened,\backstreet folks from the factory district bought a load of fertilizer.\Fertilizer...\I wonder if they realized the beauty of farming.\No, they were apparently talking about manufacturing something... response:	Then it was probably nitrogen fertilizer.
context: There are... rumors...\I'm not really supposed to talk about it,\but the young'uns were saying that before it happened,\backstreet folks from the factory district bought a load of fertilizer.\Fertilizer...\I wonder if they realized the beauty of farming.\No, they were apparently talking about manufacturing something...\Then it was probably nitrogen fertilizer. response:	Nitrogen fertilizer?
context: I'm not really supposed to talk about it,\but the young'uns were saying that before it happened,\backstreet folks from the factory district bought a load of fertilizer.\Fertilizer...\I wonder if they realized the beauty of farming.\No, they were apparently talking about manufacturing something...\Then it was probably nitrogen fertilizer.\Nitrogen fertilizer? response:	It's an ingredient for building bombs.
context: but the young'uns were saying that before it happened,\backstreet folks from the factory district bought a load of fertilizer.\Fertilizer...\I wonder if they realized the beauty of farming.\No, they were apparently talking about manufacturing something...\Then it was probably nitrogen fertilizer.\Nitrogen fertilizer?\It's an ingredient for building bombs. response:	What?!
context: backstreet folks from the factory district bought a load of fertilizer.\Fertilizer...\I wonder if they realized the beauty of farming.\No, they were apparently talking about manufacturing something...\Then it was probably nitrogen fertilizer.\Nitrogen fertilizer?\It's an ingredient for building bombs.\What?! response:	Thank you as always.
context: Fertilizer...\I wonder if they realized the beauty of farming.\No, they were apparently talking about manufacturing something...\Then it was probably nitrogen fertilizer.\Nitrogen fertilizer?\It's an ingredient for building bombs.\What?!\Thank you as always. response:	It was very helpful.
context: I wonder if they realized the beauty of farming.\No, they were apparently talking about manufacturing something...\Then it was probably nitrogen fertilizer.\Nitrogen fertilizer?\It's an ingredient for building bombs.\What?!\Thank you as always.\It was very helpful. response:	I'd do anything for you, Ken-chan.
context: No, they were apparently talking about manufacturing something...\Then it was probably nitrogen fertilizer.\Nitrogen fertilizer?\It's an ingredient for building bombs.\What?!\Thank you as always.\It was very helpful.\I'd do anything for you, Ken-chan. response:	We already have a lead...
context: Then it was probably nitrogen fertilizer.\Nitrogen fertilizer?\It's an ingredient for building bombs.\What?!\Thank you as always.\It was very helpful.\I'd do anything for you, Ken-chan.\We already have a lead... response:	Let's stay friendly.
context: Nitrogen fertilizer?\It's an ingredient for building bombs.\What?!\Thank you as always.\It was very helpful.\I'd do anything for you, Ken-chan.\We already have a lead...\Let's stay friendly. response:	Kenji-kun's amazing.
context: It's an ingredient for building bombs.\What?!\Thank you as always.\It was very helpful.\I'd do anything for you, Ken-chan.\We already have a lead...\Let's stay friendly.\Kenji-kun's amazing. response:	The same goes for me.
context: What?!\Thank you as always.\It was very helpful.\I'd do anything for you, Ken-chan.\We already have a lead...\Let's stay friendly.\Kenji-kun's amazing.\The same goes for me. response:	I'll be counting on you.
context: Thank you as always.\It was very helpful.\I'd do anything for you, Ken-chan.\We already have a lead...\Let's stay friendly.\Kenji-kun's amazing.\The same goes for me.\I'll be counting on you. response:	Speaking of the back streets of the factory district,
context: It was very helpful.\I'd do anything for you, Ken-chan.\We already have a lead...\Let's stay friendly.\Kenji-kun's amazing.\The same goes for me.\I'll be counting on you.\Speaking of the back streets of the factory district, response:	there's a meeting hall for the Gojo Youth Association there.
context: I'd do anything for you, Ken-chan.\We already have a lead...\Let's stay friendly.\Kenji-kun's amazing.\The same goes for me.\I'll be counting on you.\Speaking of the back streets of the factory district,\there's a meeting hall for the Gojo Youth Association there. response:	Youth Association?
context: We already have a lead...\Let's stay friendly.\Kenji-kun's amazing.\The same goes for me.\I'll be counting on you.\Speaking of the back streets of the factory district,\there's a meeting hall for the Gojo Youth Association there.\Youth Association? response:	Put in city terms... a gang?
context: Let's stay friendly.\Kenji-kun's amazing.\The same goes for me.\I'll be counting on you.\Speaking of the back streets of the factory district,\there's a meeting hall for the Gojo Youth Association there.\Youth Association?\Put in city terms... a gang? response:	I wonder if they're the ones who built the bomb.
context: Kenji-kun's amazing.\The same goes for me.\I'll be counting on you.\Speaking of the back streets of the factory district,\there's a meeting hall for the Gojo Youth Association there.\Youth Association?\Put in city terms... a gang?\I wonder if they're the ones who built the bomb. response:	Well, let's go ask them face to face.
context: The same goes for me.\I'll be counting on you.\Speaking of the back streets of the factory district,\there's a meeting hall for the Gojo Youth Association there.\Youth Association?\Put in city terms... a gang?\I wonder if they're the ones who built the bomb.\Well, let's go ask them face to face. response:	Wait a minute!
context: I'll be counting on you.\Speaking of the back streets of the factory district,\there's a meeting hall for the Gojo Youth Association there.\Youth Association?\Put in city terms... a gang?\I wonder if they're the ones who built the bomb.\Well, let's go ask them face to face.\Wait a minute! response:	Even if they were responsible,
context: Speaking of the back streets of the factory district,\there's a meeting hall for the Gojo Youth Association there.\Youth Association?\Put in city terms... a gang?\I wonder if they're the ones who built the bomb.\Well, let's go ask them face to face.\Wait a minute!\Even if they were responsible, response:	I doubt they'd admit to it.
context: there's a meeting hall for the Gojo Youth Association there.\Youth Association?\Put in city terms... a gang?\I wonder if they're the ones who built the bomb.\Well, let's go ask them face to face.\Wait a minute!\Even if they were responsible,\I doubt they'd admit to it. response:	Won't it be risky?
context: Youth Association?\Put in city terms... a gang?\I wonder if they're the ones who built the bomb.\Well, let's go ask them face to face.\Wait a minute!\Even if they were responsible,\I doubt they'd admit to it.\Won't it be risky? response:	If we are sincere in our inquiries, they'll respond.
context: Put in city terms... a gang?\I wonder if they're the ones who built the bomb.\Well, let's go ask them face to face.\Wait a minute!\Even if they were responsible,\I doubt they'd admit to it.\Won't it be risky?\If we are sincere in our inquiries, they'll respond. response:	It's how things are.
context: I wonder if they're the ones who built the bomb.\Well, let's go ask them face to face.\Wait a minute!\Even if they were responsible,\I doubt they'd admit to it.\Won't it be risky?\If we are sincere in our inquiries, they'll respond.\It's how things are. response:	I-It's how things are?
context: Well, let's go ask them face to face.\Wait a minute!\Even if they were responsible,\I doubt they'd admit to it.\Won't it be risky?\If we are sincere in our inquiries, they'll respond.\It's how things are.\I-It's how things are? response:	Is it?
context: Wait a minute!\Even if they were responsible,\I doubt they'd admit to it.\Won't it be risky?\If we are sincere in our inquiries, they'll respond.\It's how things are.\I-It's how things are?\Is it? response:	It's...
context: Even if they were responsible,\I doubt they'd admit to it.\Won't it be risky?\If we are sincere in our inquiries, they'll respond.\It's how things are.\I-It's how things are?\Is it?\It's... response:	I guess it is how things are!
context: I doubt they'd admit to it.\Won't it be risky?\If we are sincere in our inquiries, they'll respond.\It's how things are.\I-It's how things are?\Is it?\It's...\I guess it is how things are! response:	Hey, Tanizaki.
context: Won't it be risky?\If we are sincere in our inquiries, they'll respond.\It's how things are.\I-It's how things are?\Is it?\It's...\I guess it is how things are!\Hey, Tanizaki. response:	Nikonikodou Supermarket
context: If we are sincere in our inquiries, they'll respond.\It's how things are.\I-It's how things are?\Is it?\It's...\I guess it is how things are!\Hey, Tanizaki.\Nikonikodou Supermarket response:	Aren't you with Atsushi?
context: It's how things are.\I-It's how things are?\Is it?\It's...\I guess it is how things are!\Hey, Tanizaki.\Nikonikodou Supermarket\Aren't you with Atsushi? response:	Was Off Purchasing Eggs on a Limited-Time Only Sale
context: I-It's how things are?\Is it?\It's...\I guess it is how things are!\Hey, Tanizaki.\Nikonikodou Supermarket\Aren't you with Atsushi?\Was Off Purchasing Eggs on a Limited-Time Only Sale response:	Oh, Kenji-kun went with him.
context: Is it?\It's...\I guess it is how things are!\Hey, Tanizaki.\Nikonikodou Supermarket\Aren't you with Atsushi?\Was Off Purchasing Eggs on a Limited-Time Only Sale\Oh, Kenji-kun went with him. response:	What, with Kenji?!
context: It's...\I guess it is how things are!\Hey, Tanizaki.\Nikonikodou Supermarket\Aren't you with Atsushi?\Was Off Purchasing Eggs on a Limited-Time Only Sale\Oh, Kenji-kun went with him.\What, with Kenji?! response:	Yes, they went to the crime scene together.
context: I guess it is how things are!\Hey, Tanizaki.\Nikonikodou Supermarket\Aren't you with Atsushi?\Was Off Purchasing Eggs on a Limited-Time Only Sale\Oh, Kenji-kun went with him.\What, with Kenji?!\Yes, they went to the crime scene together. response:	Kenji-kun's very competent.
context: Hey, Tanizaki.\Nikonikodou Supermarket\Aren't you with Atsushi?\Was Off Purchasing Eggs on a Limited-Time Only Sale\Oh, Kenji-kun went with him.\What, with Kenji?!\Yes, they went to the crime scene together.\Kenji-kun's very competent. response:	He's solved many difficult cases,
context: Nikonikodou Supermarket\Aren't you with Atsushi?\Was Off Purchasing Eggs on a Limited-Time Only Sale\Oh, Kenji-kun went with him.\What, with Kenji?!\Yes, they went to the crime scene together.\Kenji-kun's very competent.\He's solved many difficult cases, response:	so I doubt there'll be problems
context: Aren't you with Atsushi?\Was Off Purchasing Eggs on a Limited-Time Only Sale\Oh, Kenji-kun went with him.\What, with Kenji?!\Yes, they went to the crime scene together.\Kenji-kun's very competent.\He's solved many difficult cases,\so I doubt there'll be problems response:	It's a huge problem!
context: Was Off Purchasing Eggs on a Limited-Time Only Sale\Oh, Kenji-kun went with him.\What, with Kenji?!\Yes, they went to the crime scene together.\Kenji-kun's very competent.\He's solved many difficult cases,\so I doubt there'll be problems\It's a huge problem! response:	Kenji's methods are too unique. He's not a good role model!
context: Oh, Kenji-kun went with him.\What, with Kenji?!\Yes, they went to the crime scene together.\Kenji-kun's very competent.\He's solved many difficult cases,\so I doubt there'll be problems\It's a huge problem!\Kenji's methods are too unique. He's not a good role model! response:	But given how simplistic and naIve Atsushi is,
context: What, with Kenji?!\Yes, they went to the crime scene together.\Kenji-kun's very competent.\He's solved many difficult cases,\so I doubt there'll be problems\It's a huge problem!\Kenji's methods are too unique. He's not a good role model!\But given how simplistic and naIve Atsushi is, response:	he may easily take Kenji's methods at face value
context: Yes, they went to the crime scene together.\Kenji-kun's very competent.\He's solved many difficult cases,\so I doubt there'll be problems\It's a huge problem!\Kenji's methods are too unique. He's not a good role model!\But given how simplistic and naIve Atsushi is,\he may easily take Kenji's methods at face value response:	and believe them to be the gold standard!
context: Kenji-kun's very competent.\He's solved many difficult cases,\so I doubt there'll be problems\It's a huge problem!\Kenji's methods are too unique. He's not a good role model!\But given how simplistic and naIve Atsushi is,\he may easily take Kenji's methods at face value\and believe them to be the gold standard! response:	Best and Worst Team
context: He's solved many difficult cases,\so I doubt there'll be problems\It's a huge problem!\Kenji's methods are too unique. He's not a good role model!\But given how simplistic and naIve Atsushi is,\he may easily take Kenji's methods at face value\and believe them to be the gold standard!\Best and Worst Team response:	This isn't good...
context: so I doubt there'll be problems\It's a huge problem!\Kenji's methods are too unique. He's not a good role model!\But given how simplistic and naIve Atsushi is,\he may easily take Kenji's methods at face value\and believe them to be the gold standard!\Best and Worst Team\This isn't good... response:	Huh?!
context: It's a huge problem!\Kenji's methods are too unique. He's not a good role model!\But given how simplistic and naIve Atsushi is,\he may easily take Kenji's methods at face value\and believe them to be the gold standard!\Best and Worst Team\This isn't good...\Huh?! response:	Did you all build the bomb that made the car go flying?
context: Kenji's methods are too unique. He's not a good role model!\But given how simplistic and naIve Atsushi is,\he may easily take Kenji's methods at face value\and believe them to be the gold standard!\Best and Worst Team\This isn't good...\Huh?!\Did you all build the bomb that made the car go flying? response:	You're funny!
context: But given how simplistic and naIve Atsushi is,\he may easily take Kenji's methods at face value\and believe them to be the gold standard!\Best and Worst Team\This isn't good...\Huh?!\Did you all build the bomb that made the car go flying?\You're funny! response:	You guys cops?
context: he may easily take Kenji's methods at face value\and believe them to be the gold standard!\Best and Worst Team\This isn't good...\Huh?!\Did you all build the bomb that made the car go flying?\You're funny!\You guys cops? response:	Not at all. We're with the Armed Detective Agency.
context: and believe them to be the gold standard!\Best and Worst Team\This isn't good...\Huh?!\Did you all build the bomb that made the car go flying?\You're funny!\You guys cops?\Not at all. We're with the Armed Detective Agency. response:	Oh, nice chain!
context: Best and Worst Team\This isn't good...\Huh?!\Did you all build the bomb that made the car go flying?\You're funny!\You guys cops?\Not at all. We're with the Armed Detective Agency.\Oh, nice chain! response:	You must be keeping one on you
context: This isn't good...\Huh?!\Did you all build the bomb that made the car go flying?\You're funny!\You guys cops?\Not at all. We're with the Armed Detective Agency.\Oh, nice chain!\You must be keeping one on you response:	to use when you need to haul cows.
context: Huh?!\Did you all build the bomb that made the car go flying?\You're funny!\You guys cops?\Not at all. We're with the Armed Detective Agency.\Oh, nice chain!\You must be keeping one on you\to use when you need to haul cows. response:	Don't touch me!
context: Did you all build the bomb that made the car go flying?\You're funny!\You guys cops?\Not at all. We're with the Armed Detective Agency.\Oh, nice chain!\You must be keeping one on you\to use when you need to haul cows.\Don't touch me! response:	What's your play?!
context: You're funny!\You guys cops?\Not at all. We're with the Armed Detective Agency.\Oh, nice chain!\You must be keeping one on you\to use when you need to haul cows.\Don't touch me!\What's your play?! response:	Oh, I just wanted you all to tell me
context: You guys cops?\Not at all. We're with the Armed Detective Agency.\Oh, nice chain!\You must be keeping one on you\to use when you need to haul cows.\Don't touch me!\What's your play?!\Oh, I just wanted you all to tell me response:	whether you're responsible for what happened.
context: Not at all. We're with the Armed Detective Agency.\Oh, nice chain!\You must be keeping one on you\to use when you need to haul cows.\Don't touch me!\What's your play?!\Oh, I just wanted you all to tell me\whether you're responsible for what happened. response:	Huh?
context: Oh, nice chain!\You must be keeping one on you\to use when you need to haul cows.\Don't touch me!\What's your play?!\Oh, I just wanted you all to tell me\whether you're responsible for what happened.\Huh? response:	Don't know anything about it.
context: You must be keeping one on you\to use when you need to haul cows.\Don't touch me!\What's your play?!\Oh, I just wanted you all to tell me\whether you're responsible for what happened.\Huh?\Don't know anything about it. response:	Right?
context: to use when you need to haul cows.\Don't touch me!\What's your play?!\Oh, I just wanted you all to tell me\whether you're responsible for what happened.\Huh?\Don't know anything about it.\Right? response:	I see!
context: Don't touch me!\What's your play?!\Oh, I just wanted you all to tell me\whether you're responsible for what happened.\Huh?\Don't know anything about it.\Right?\I see! response:	I'm sorry to have bothered you.
context: What's your play?!\Oh, I just wanted you all to tell me\whether you're responsible for what happened.\Huh?\Don't know anything about it.\Right?\I see!\I'm sorry to have bothered you. response:	Huh?!
context: Oh, I just wanted you all to tell me\whether you're responsible for what happened.\Huh?\Don't know anything about it.\Right?\I see!\I'm sorry to have bothered you.\Huh?! response:	Thank you for your help.
context: whether you're responsible for what happened.\Huh?\Don't know anything about it.\Right?\I see!\I'm sorry to have bothered you.\Huh?!\Thank you for your help. response:	What?
context: Huh?\Don't know anything about it.\Right?\I see!\I'm sorry to have bothered you.\Huh?!\Thank you for your help.\What? response:	H-Hey, Kenji-kun?
context: Don't know anything about it.\Right?\I see!\I'm sorry to have bothered you.\Huh?!\Thank you for your help.\What?\H-Hey, Kenji-kun? response:	They were lying, no matter how you try to look at it.
context: Right?\I see!\I'm sorry to have bothered you.\Huh?!\Thank you for your help.\What?\H-Hey, Kenji-kun?\They were lying, no matter how you try to look at it. response:	They're the ones responsible!
context: I see!\I'm sorry to have bothered you.\Huh?!\Thank you for your help.\What?\H-Hey, Kenji-kun?\They were lying, no matter how you try to look at it.\They're the ones responsible! response:	They might've used the bomb to kill someone in an opposing gang, or something.
context: I'm sorry to have bothered you.\Huh?!\Thank you for your help.\What?\H-Hey, Kenji-kun?\They were lying, no matter how you try to look at it.\They're the ones responsible!\They might've used the bomb to kill someone in an opposing gang, or something. response:	But they said they didn't know anything.
context: Huh?!\Thank you for your help.\What?\H-Hey, Kenji-kun?\They were lying, no matter how you try to look at it.\They're the ones responsible!\They might've used the bomb to kill someone in an opposing gang, or something.\But they said they didn't know anything. response:	Well, sure, but...
context: Thank you for your help.\What?\H-Hey, Kenji-kun?\They were lying, no matter how you try to look at it.\They're the ones responsible!\They might've used the bomb to kill someone in an opposing gang, or something.\But they said they didn't know anything.\Well, sure, but... response:	Be it with a cow or a person...
context: What?\H-Hey, Kenji-kun?\They were lying, no matter how you try to look at it.\They're the ones responsible!\They might've used the bomb to kill someone in an opposing gang, or something.\But they said they didn't know anything.\Well, sure, but...\Be it with a cow or a person... response:	Be it in a village or a city,
context: H-Hey, Kenji-kun?\They were lying, no matter how you try to look at it.\They're the ones responsible!\They might've used the bomb to kill someone in an opposing gang, or something.\But they said they didn't know anything.\Well, sure, but...\Be it with a cow or a person...\Be it in a village or a city, response:	if you are sincere, you can communicate with others.
context: They were lying, no matter how you try to look at it.\They're the ones responsible!\They might've used the bomb to kill someone in an opposing gang, or something.\But they said they didn't know anything.\Well, sure, but...\Be it with a cow or a person...\Be it in a village or a city,\if you are sincere, you can communicate with others. response:	I've never failed using this method.
context: They're the ones responsible!\They might've used the bomb to kill someone in an opposing gang, or something.\But they said they didn't know anything.\Well, sure, but...\Be it with a cow or a person...\Be it in a village or a city,\if you are sincere, you can communicate with others.\I've never failed using this method. response:	R-Really?
context: They might've used the bomb to kill someone in an opposing gang, or something.\But they said they didn't know anything.\Well, sure, but...\Be it with a cow or a person...\Be it in a village or a city,\if you are sincere, you can communicate with others.\I've never failed using this method.\R-Really? response:	Really.
context: But they said they didn't know anything.\Well, sure, but...\Be it with a cow or a person...\Be it in a village or a city,\if you are sincere, you can communicate with others.\I've never failed using this method.\R-Really?\Really. response:	I guess I can see that.
context: Well, sure, but...\Be it with a cow or a person...\Be it in a village or a city,\if you are sincere, you can communicate with others.\I've never failed using this method.\R-Really?\Really.\I guess I can see that. response:	Shall we get back for now?
context: Be it with a cow or a person...\Be it in a village or a city,\if you are sincere, you can communicate with others.\I've never failed using this method.\R-Really?\Really.\I guess I can see that.\Shall we get back for now? response:	Yeah.
context: Be it in a village or a city,\if you are sincere, you can communicate with others.\I've never failed using this method.\R-Really?\Really.\I guess I can see that.\Shall we get back for now?\Yeah. response:	Grrrowl
context: if you are sincere, you can communicate with others.\I've never failed using this method.\R-Really?\Really.\I guess I can see that.\Shall we get back for now?\Yeah.\Grrrowl response:	Let's go by a beef bowl place on our way back.
context: I've never failed using this method.\R-Really?\Really.\I guess I can see that.\Shall we get back for now?\Yeah.\Grrrowl\Let's go by a beef bowl place on our way back. response:	I'm starving.
context: R-Really?\Really.\I guess I can see that.\Shall we get back for now?\Yeah.\Grrrowl\Let's go by a beef bowl place on our way back.\I'm starving. response:	Kenji-kun, you can eat beef even though you keep cows?
context: Really.\I guess I can see that.\Shall we get back for now?\Yeah.\Grrrowl\Let's go by a beef bowl place on our way back.\I'm starving.\Kenji-kun, you can eat beef even though you keep cows? response:	I love cows!
context: I guess I can see that.\Shall we get back for now?\Yeah.\Grrrowl\Let's go by a beef bowl place on our way back.\I'm starving.\Kenji-kun, you can eat beef even though you keep cows?\I love cows! response:	I love having cows, communing with cows, and eating cows.
context: Shall we get back for now?\Yeah.\Grrrowl\Let's go by a beef bowl place on our way back.\I'm starving.\Kenji-kun, you can eat beef even though you keep cows?\I love cows!\I love having cows, communing with cows, and eating cows. response:	The bomb was used to kill an enemy gang member.
context: Yeah.\Grrrowl\Let's go by a beef bowl place on our way back.\I'm starving.\Kenji-kun, you can eat beef even though you keep cows?\I love cows!\I love having cows, communing with cows, and eating cows.\The bomb was used to kill an enemy gang member. response:	Who knew private investigators would sniff us out...
context: Grrrowl\Let's go by a beef bowl place on our way back.\I'm starving.\Kenji-kun, you can eat beef even though you keep cows?\I love cows!\I love having cows, communing with cows, and eating cows.\The bomb was used to kill an enemy gang member.\Who knew private investigators would sniff us out... response:	Since you left without really questioning us,
context: Let's go by a beef bowl place on our way back.\I'm starving.\Kenji-kun, you can eat beef even though you keep cows?\I love cows!\I love having cows, communing with cows, and eating cows.\The bomb was used to kill an enemy gang member.\Who knew private investigators would sniff us out...\Since you left without really questioning us, response:	does that mean you found conclusive proof?
context: I'm starving.\Kenji-kun, you can eat beef even though you keep cows?\I love cows!\I love having cows, communing with cows, and eating cows.\The bomb was used to kill an enemy gang member.\Who knew private investigators would sniff us out...\Since you left without really questioning us,\does that mean you found conclusive proof? response:	You're gonna tell the cops, aren't you?
context: Kenji-kun, you can eat beef even though you keep cows?\I love cows!\I love having cows, communing with cows, and eating cows.\The bomb was used to kill an enemy gang member.\Who knew private investigators would sniff us out...\Since you left without really questioning us,\does that mean you found conclusive proof?\You're gonna tell the cops, aren't you? response:	We won't let you.
context: I love cows!\I love having cows, communing with cows, and eating cows.\The bomb was used to kill an enemy gang member.\Who knew private investigators would sniff us out...\Since you left without really questioning us,\does that mean you found conclusive proof?\You're gonna tell the cops, aren't you?\We won't let you. response:	I see.
context: I love having cows, communing with cows, and eating cows.\The bomb was used to kill an enemy gang member.\Who knew private investigators would sniff us out...\Since you left without really questioning us,\does that mean you found conclusive proof?\You're gonna tell the cops, aren't you?\We won't let you.\I see. response:	I'm glad you went through the trouble to tell us the truth.
context: The bomb was used to kill an enemy gang member.\Who knew private investigators would sniff us out...\Since you left without really questioning us,\does that mean you found conclusive proof?\You're gonna tell the cops, aren't you?\We won't let you.\I see.\I'm glad you went through the trouble to tell us the truth. response:	Huh?
