context: Um... response:	Experiment Result: Human is dead,
context: You should be gratef\No change?!\Of course not.\You don't think something will happen when it spins, do you?\The answer lies in the components we find most natural.\Who would expect that hooking a cell phone to a microwave\would make a time machine\It's not a time machine! response:	That was some kind of mistake!
context: No change?!\Of course not.\You don't think something will happen when it spins, do you?\The answer lies in the components we find most natural.\Who would expect that hooking a cell phone to a microwave\would make a time machine\It's not a time machine!\That was some kind of mistake! response:	Time machines only exist in science fiction.
context: Of course not.\You don't think something will happen when it spins, do you?\The answer lies in the components we find most natural.\Who would expect that hooking a cell phone to a microwave\would make a time machine\It's not a time machine!\That was some kind of mistake!\Time machines only exist in science fiction. response:	I'll have no part of it.
context: You don't think something will happen when it spins, do you?\The answer lies in the components we find most natural.\Who would expect that hooking a cell phone to a microwave\would make a time machine\It's not a time machine!\That was some kind of mistake!\Time machines only exist in science fiction.\I'll have no part of it. response:	Why do you try so hard to deny what you saw?
context: The answer lies in the components we find most natural.\Who would expect that hooking a cell phone to a microwave\would make a time machine\It's not a time machine!\That was some kind of mistake!\Time machines only exist in science fiction.\I'll have no part of it.\Why do you try so hard to deny what you saw? response:	I'm not...
context: Who would expect that hooking a cell phone to a microwave\would make a time machine\It's not a time machine!\That was some kind of mistake!\Time machines only exist in science fiction.\I'll have no part of it.\Why do you try so hard to deny what you saw?\I'm not... response:	Could it be some kind of past trauma?
context: would make a time machine\It's not a time machine!\That was some kind of mistake!\Time machines only exist in science fiction.\I'll have no part of it.\Why do you try so hard to deny what you saw?\I'm not...\Could it be some kind of past trauma? response:	Yes, it happened when she was five.
context: It's not a time machine!\That was some kind of mistake!\Time machines only exist in science fiction.\I'll have no part of it.\Why do you try so hard to deny what you saw?\I'm not...\Could it be some kind of past trauma?\Yes, it happened when she was five. response:	Christina was struck by lightning, on the grassy plains of Arkansas...
context: That was some kind of mistake!\Time machines only exist in science fiction.\I'll have no part of it.\Why do you try so hard to deny what you saw?\I'm not...\Could it be some kind of past trauma?\Yes, it happened when she was five.\Christina was struck by lightning, on the grassy plains of Arkansas... response:	No, I wasn't.
context: Time machines only exist in science fiction.\I'll have no part of it.\Why do you try so hard to deny what you saw?\I'm not...\Could it be some kind of past trauma?\Yes, it happened when she was five.\Christina was struck by lightning, on the grassy plains of Arkansas...\No, I wasn't. response:	Then why?
context: I'll have no part of it.\Why do you try so hard to deny what you saw?\I'm not...\Could it be some kind of past trauma?\Yes, it happened when she was five.\Christina was struck by lightning, on the grassy plains of Arkansas...\No, I wasn't.\Then why? response:	I told you.
context: Why do you try so hard to deny what you saw?\I'm not...\Could it be some kind of past trauma?\Yes, it happened when she was five.\Christina was struck by lightning, on the grassy plains of Arkansas...\No, I wasn't.\Then why?\I told you. response:	It's theoretically impossible.
context: I'm not...\Could it be some kind of past trauma?\Yes, it happened when she was five.\Christina was struck by lightning, on the grassy plains of Arkansas...\No, I wasn't.\Then why?\I told you.\It's theoretically impossible. response:	Theories are nothing more than words.
context: Could it be some kind of past trauma?\Yes, it happened when she was five.\Christina was struck by lightning, on the grassy plains of Arkansas...\No, I wasn't.\Then why?\I told you.\It's theoretically impossible.\Theories are nothing more than words. response:	Accept what you've seen.
context: Yes, it happened when she was five.\Christina was struck by lightning, on the grassy plains of Arkansas...\No, I wasn't.\Then why?\I told you.\It's theoretically impossible.\Theories are nothing more than words.\Accept what you've seen. response:	I refuse.
context: Christina was struck by lightning, on the grassy plains of Arkansas...\No, I wasn't.\Then why?\I told you.\It's theoretically impossible.\Theories are nothing more than words.\Accept what you've seen.\I refuse. response:	Why are you being so stubborn?
context: No, I wasn't.\Then why?\I told you.\It's theoretically impossible.\Theories are nothing more than words.\Accept what you've seen.\I refuse.\Why are you being so stubborn? response:	I said I refuse!
context: Then why?\I told you.\It's theoretically impossible.\Theories are nothing more than words.\Accept what you've seen.\I refuse.\Why are you being so stubborn?\I said I refuse! response:	I don't want...
context: I told you.\It's theoretically impossible.\Theories are nothing more than words.\Accept what you've seen.\I refuse.\Why are you being so stubborn?\I said I refuse!\I don't want... response:	to make the same mistake as my father!
context: It's theoretically impossible.\Theories are nothing more than words.\Accept what you've seen.\I refuse.\Why are you being so stubborn?\I said I refuse!\I don't want...\to make the same mistake as my father! response:	I'm sorry.
context: Theories are nothing more than words.\Accept what you've seen.\I refuse.\Why are you being so stubborn?\I said I refuse!\I don't want...\to make the same mistake as my father!\I'm sorry. response:	I got emotional.
context: Accept what you've seen.\I refuse.\Why are you being so stubborn?\I said I refuse!\I don't want...\to make the same mistake as my father!\I'm sorry.\I got emotional. response:	Don't worry.
context: I refuse.\Why are you being so stubborn?\I said I refuse!\I don't want...\to make the same mistake as my father!\I'm sorry.\I got emotional.\Don't worry. response:	I deliberately provoked you to see what you would do
context: Why are you being so stubborn?\I said I refuse!\I don't want...\to make the same mistake as my father!\I'm sorry.\I got emotional.\Don't worry.\I deliberately provoked you to see what you would do response:	Anyway, the Phone Microwave isn't a time machine.
context: I said I refuse!\I don't want...\to make the same mistake as my father!\I'm sorry.\I got emotional.\Don't worry.\I deliberately provoked you to see what you would do\Anyway, the Phone Microwave isn't a time machine. response:	I understand.
context: I don't want...\to make the same mistake as my father!\I'm sorry.\I got emotional.\Don't worry.\I deliberately provoked you to see what you would do\Anyway, the Phone Microwave isn't a time machine.\I understand. response:	I'm sorry I forced you to join the lab.
context: to make the same mistake as my father!\I'm sorry.\I got emotional.\Don't worry.\I deliberately provoked you to see what you would do\Anyway, the Phone Microwave isn't a time machine.\I understand.\I'm sorry I forced you to join the lab. response:	You don't have to come anymore.
context: I'm sorry.\I got emotional.\Don't worry.\I deliberately provoked you to see what you would do\Anyway, the Phone Microwave isn't a time machine.\I understand.\I'm sorry I forced you to join the lab.\You don't have to come anymore. response:	But I'll tell you this...
context: I got emotional.\Don't worry.\I deliberately provoked you to see what you would do\Anyway, the Phone Microwave isn't a time machine.\I understand.\I'm sorry I forced you to join the lab.\You don't have to come anymore.\But I'll tell you this... response:	No one else will ever have the title of Lab Member 004.
context: Don't worry.\I deliberately provoked you to see what you would do\Anyway, the Phone Microwave isn't a time machine.\I understand.\I'm sorry I forced you to join the lab.\You don't have to come anymore.\But I'll tell you this...\No one else will ever have the title of Lab Member 004. response:	The number will be yours forever.
context: I deliberately provoked you to see what you would do\Anyway, the Phone Microwave isn't a time machine.\I understand.\I'm sorry I forced you to join the lab.\You don't have to come anymore.\But I'll tell you this...\No one else will ever have the title of Lab Member 004.\The number will be yours forever. response:	What do you think you're doing?!
context: Anyway, the Phone Microwave isn't a time machine.\I understand.\I'm sorry I forced you to join the lab.\You don't have to come anymore.\But I'll tell you this...\No one else will ever have the title of Lab Member 004.\The number will be yours forever.\What do you think you're doing?! response:	What are you doing?
context: I understand.\I'm sorry I forced you to join the lab.\You don't have to come anymore.\But I'll tell you this...\No one else will ever have the title of Lab Member 004.\The number will be yours forever.\What do you think you're doing?!\What are you doing? response:	That was a great parting speech!
context: I'm sorry I forced you to join the lab.\You don't have to come anymore.\But I'll tell you this...\No one else will ever have the title of Lab Member 004.\The number will be yours forever.\What do you think you're doing?!\What are you doing?\That was a great parting speech! response:	And that's what bugs me.
context: You don't have to come anymore.\But I'll tell you this...\No one else will ever have the title of Lab Member 004.\The number will be yours forever.\What do you think you're doing?!\What are you doing?\That was a great parting speech!\And that's what bugs me. response:	You still have your laundry, right?
context: But I'll tell you this...\No one else will ever have the title of Lab Member 004.\The number will be yours forever.\What do you think you're doing?!\What are you doing?\That was a great parting speech!\And that's what bugs me.\You still have your laundry, right? response:	I'll leave.
context: No one else will ever have the title of Lab Member 004.\The number will be yours forever.\What do you think you're doing?!\What are you doing?\That was a great parting speech!\And that's what bugs me.\You still have your laundry, right?\I'll leave. response:	Bye.
context: The number will be yours forever.\What do you think you're doing?!\What are you doing?\That was a great parting speech!\And that's what bugs me.\You still have your laundry, right?\I'll leave.\Bye. response:	What?
context: What do you think you're doing?!\What are you doing?\That was a great parting speech!\And that's what bugs me.\You still have your laundry, right?\I'll leave.\Bye.\What? response:	I'm getting you back.
context: What are you doing?\That was a great parting speech!\And that's what bugs me.\You still have your laundry, right?\I'll leave.\Bye.\What?\I'm getting you back. response:	You should reflect on your thoughtless action.
context: That was a great parting speech!\And that's what bugs me.\You still have your laundry, right?\I'll leave.\Bye.\What?\I'm getting you back.\You should reflect on your thoughtless action. response:	Right, right.
context: And that's what bugs me.\You still have your laundry, right?\I'll leave.\Bye.\What?\I'm getting you back.\You should reflect on your thoughtless action.\Right, right. response:	Bye.
context: You still have your laundry, right?\I'll leave.\Bye.\What?\I'm getting you back.\You should reflect on your thoughtless action.\Right, right.\Bye. response:	Wait.
context: I'll leave.\Bye.\What?\I'm getting you back.\You should reflect on your thoughtless action.\Right, right.\Bye.\Wait. response:	Don't grab me there!
context: Bye.\What?\I'm getting you back.\You should reflect on your thoughtless action.\Right, right.\Bye.\Wait.\Don't grab me there! response:	Do you know anything about the IBN 5100?
context: What?\I'm getting you back.\You should reflect on your thoughtless action.\Right, right.\Bye.\Wait.\Don't grab me there!\Do you know anything about the IBN 5100? response:	IBN?
context: I'm getting you back.\You should reflect on your thoughtless action.\Right, right.\Bye.\Wait.\Don't grab me there!\Do you know anything about the IBN 5100?\IBN? response:	It's an old PC.
context: You should reflect on your thoughtless action.\Right, right.\Bye.\Wait.\Don't grab me there!\Do you know anything about the IBN 5100?\IBN?\It's an old PC. response:	What are you going to use it for?
context: Right, right.\Bye.\Wait.\Don't grab me there!\Do you know anything about the IBN 5100?\IBN?\It's an old PC.\What are you going to use it for? response:	You want to know?
context: Bye.\Wait.\Don't grab me there!\Do you know anything about the IBN 5100?\IBN?\It's an old PC.\What are you going to use it for?\You want to know? response:	You do.
context: Wait.\Don't grab me there!\Do you know anything about the IBN 5100?\IBN?\It's an old PC.\What are you going to use it for?\You want to know?\You do. response:	Jeez...
context: Don't grab me there!\Do you know anything about the IBN 5100?\IBN?\It's an old PC.\What are you going to use it for?\You want to know?\You do.\Jeez... response:	Just a bit.
context: Do you know anything about the IBN 5100?\IBN?\It's an old PC.\What are you going to use it for?\You want to know?\You do.\Jeez...\Just a bit. response:	The IBN 5100 is connected to SERN's secrets.
context: IBN?\It's an old PC.\What are you going to use it for?\You want to know?\You do.\Jeez...\Just a bit.\The IBN 5100 is connected to SERN's secrets. response:	SERN is researching time travel,
context: It's an old PC.\What are you going to use it for?\You want to know?\You do.\Jeez...\Just a bit.\The IBN 5100 is connected to SERN's secrets.\SERN is researching time travel, response:	and to decode their secret program,
context: What are you going to use it for?\You want to know?\You do.\Jeez...\Just a bit.\The IBN 5100 is connected to SERN's secrets.\SERN is researching time travel,\and to decode their secret program, response:	we need the IBN 5100's special functionality.
context: You want to know?\You do.\Jeez...\Just a bit.\The IBN 5100 is connected to SERN's secrets.\SERN is researching time travel,\and to decode their secret program,\we need the IBN 5100's special functionality. response:	Well?
context: You do.\Jeez...\Just a bit.\The IBN 5100 is connected to SERN's secrets.\SERN is researching time travel,\and to decode their secret program,\we need the IBN 5100's special functionality.\Well? response:	Surprised?
context: Jeez...\Just a bit.\The IBN 5100 is connected to SERN's secrets.\SERN is researching time travel,\and to decode their secret program,\we need the IBN 5100's special functionality.\Well?\Surprised? response:	How stupid.
context: Just a bit.\The IBN 5100 is connected to SERN's secrets.\SERN is researching time travel,\and to decode their secret program,\we need the IBN 5100's special functionality.\Well?\Surprised?\How stupid. response:	I'm sorry I listened.
context: The IBN 5100 is connected to SERN's secrets.\SERN is researching time travel,\and to decode their secret program,\we need the IBN 5100's special functionality.\Well?\Surprised?\How stupid.\I'm sorry I listened. response:	You... You snorted!
context: SERN is researching time travel,\and to decode their secret program,\we need the IBN 5100's special functionality.\Well?\Surprised?\How stupid.\I'm sorry I listened.\You... You snorted! response:	Why, you...
context: and to decode their secret program,\we need the IBN 5100's special functionality.\Well?\Surprised?\How stupid.\I'm sorry I listened.\You... You snorted!\Why, you... response:	I'll show you, just you wait!
context: we need the IBN 5100's special functionality.\Well?\Surprised?\How stupid.\I'm sorry I listened.\You... You snorted!\Why, you...\I'll show you, just you wait! response:	So just you wait! Christina!
context: Well?\Surprised?\How stupid.\I'm sorry I listened.\You... You snorted!\Why, you...\I'll show you, just you wait!\So just you wait! Christina! response:	There's no -tina...
context: Surprised?\How stupid.\I'm sorry I listened.\You... You snorted!\Why, you...\I'll show you, just you wait!\So just you wait! Christina!\There's no -tina... response:	SERN is researching time travel.
context: How stupid.\I'm sorry I listened.\You... You snorted!\Why, you...\I'll show you, just you wait!\So just you wait! Christina!\There's no -tina...\SERN is researching time travel. response:	We need the IBN 5100's special functionality.
context: I'm sorry I listened.\You... You snorted!\Why, you...\I'll show you, just you wait!\So just you wait! Christina!\There's no -tina...\SERN is researching time travel.\We need the IBN 5100's special functionality. response:	Jeez... I told her because she said she wanted to know.
context: You... You snorted!\Why, you...\I'll show you, just you wait!\So just you wait! Christina!\There's no -tina...\SERN is researching time travel.\We need the IBN 5100's special functionality.\Jeez... I told her because she said she wanted to know. response:	A PC?
context: Why, you...\I'll show you, just you wait!\So just you wait! Christina!\There's no -tina...\SERN is researching time travel.\We need the IBN 5100's special functionality.\Jeez... I told her because she said she wanted to know.\A PC? response:	Yeah. An old PC...
context: I'll show you, just you wait!\So just you wait! Christina!\There's no -tina...\SERN is researching time travel.\We need the IBN 5100's special functionality.\Jeez... I told her because she said she wanted to know.\A PC?\Yeah. An old PC... response:	Like, it costs 5100 yen or something?
context: So just you wait! Christina!\There's no -tina...\SERN is researching time travel.\We need the IBN 5100's special functionality.\Jeez... I told her because she said she wanted to know.\A PC?\Yeah. An old PC...\Like, it costs 5100 yen or something? response:	5100... Maybe...
context: There's no -tina...\SERN is researching time travel.\We need the IBN 5100's special functionality.\Jeez... I told her because she said she wanted to know.\A PC?\Yeah. An old PC...\Like, it costs 5100 yen or something?\5100... Maybe... response:	Okarin!
context: SERN is researching time travel.\We need the IBN 5100's special functionality.\Jeez... I told her because she said she wanted to know.\A PC?\Yeah. An old PC...\Like, it costs 5100 yen or something?\5100... Maybe...\Okarin! response:	Hey, hey! Mayushii heard something amazing.
context: We need the IBN 5100's special functionality.\Jeez... I told her because she said she wanted to know.\A PC?\Yeah. An old PC...\Like, it costs 5100 yen or something?\5100... Maybe...\Okarin!\Hey, hey! Mayushii heard something amazing. response:	No Cell Phones
context: Jeez... I told her because she said she wanted to know.\A PC?\Yeah. An old PC...\Like, it costs 5100 yen or something?\5100... Maybe...\Okarin!\Hey, hey! Mayushii heard something amazing.\No Cell Phones response:	Placeholder
context: A PC?\Yeah. An old PC...\Like, it costs 5100 yen or something?\5100... Maybe...\Okarin!\Hey, hey! Mayushii heard something amazing.\No Cell Phones\Placeholder response:	No cell phones.
context: Yeah. An old PC...\Like, it costs 5100 yen or something?\5100... Maybe...\Okarin!\Hey, hey! Mayushii heard something amazing.\No Cell Phones\Placeholder\No cell phones. response:	No Cell Phones
context: Like, it costs 5100 yen or something?\5100... Maybe...\Okarin!\Hey, hey! Mayushii heard something amazing.\No Cell Phones\Placeholder\No cell phones.\No Cell Phones response:	Feyris-chan said she's seen the PC you're looking for.
context: 5100... Maybe...\Okarin!\Hey, hey! Mayushii heard something amazing.\No Cell Phones\Placeholder\No cell phones.\No Cell Phones\Feyris-chan said she's seen the PC you're looking for. response:	No Cell Phones
context: Okarin!\Hey, hey! Mayushii heard something amazing.\No Cell Phones\Placeholder\No cell phones.\No Cell Phones\Feyris-chan said she's seen the PC you're looking for.\No Cell Phones response:	No Cell Phones
context: Hey, hey! Mayushii heard something amazing.\No Cell Phones\Placeholder\No cell phones.\No Cell Phones\Feyris-chan said she's seen the PC you're looking for.\No Cell Phones\No Cell Phones response:	No Cell Phones
context: No Cell Phones\Placeholder\No cell phones.\No Cell Phones\Feyris-chan said she's seen the PC you're looking for.\No Cell Phones\No Cell Phones\No Cell Phones response:	No cell phones!
context: Placeholder\No cell phones.\No Cell Phones\Feyris-chan said she's seen the PC you're looking for.\No Cell Phones\No Cell Phones\No Cell Phones\No cell phones! response:	H-Hey!
context: No cell phones.\No Cell Phones\Feyris-chan said she's seen the PC you're looking for.\No Cell Phones\No Cell Phones\No Cell Phones\No cell phones!\H-Hey! response:	Jeez...
context: No Cell Phones\Feyris-chan said she's seen the PC you're looking for.\No Cell Phones\No Cell Phones\No Cell Phones\No cell phones!\H-Hey!\Jeez... response:	That's not enough!
context: Feyris-chan said she's seen the PC you're looking for.\No Cell Phones\No Cell Phones\No Cell Phones\No cell phones!\H-Hey!\Jeez...\That's not enough! response:	Feyris Nyan Nyan! Feyris Nyan Nyan!
context: No Cell Phones\No Cell Phones\No Cell Phones\No cell phones!\H-Hey!\Jeez...\That's not enough!\Feyris Nyan Nyan! Feyris Nyan Nyan! response:	Feyris Nyan Nyan! Feyris Nyan Nyan!
context: No Cell Phones\No Cell Phones\No cell phones!\H-Hey!\Jeez...\That's not enough!\Feyris Nyan Nyan! Feyris Nyan Nyan!\Feyris Nyan Nyan! Feyris Nyan Nyan! response:	Feyris Nyan Nyan!
context: No Cell Phones\No cell phones!\H-Hey!\Jeez...\That's not enough!\Feyris Nyan Nyan! Feyris Nyan Nyan!\Feyris Nyan Nyan! Feyris Nyan Nyan!\Feyris Nyan Nyan! response:	What is this?
context: No cell phones!\H-Hey!\Jeez...\That's not enough!\Feyris Nyan Nyan! Feyris Nyan Nyan!\Feyris Nyan Nyan! Feyris Nyan Nyan!\Feyris Nyan Nyan!\What is this? response:	Everyone!
context: H-Hey!\Jeez...\That's not enough!\Feyris Nyan Nyan! Feyris Nyan Nyan!\Feyris Nyan Nyan! Feyris Nyan Nyan!\Feyris Nyan Nyan!\What is this?\Everyone! response:	It's me, Feyris-nyan!
context: Jeez...\That's not enough!\Feyris Nyan Nyan! Feyris Nyan Nyan!\Feyris Nyan Nyan! Feyris Nyan Nyan!\Feyris Nyan Nyan!\What is this?\Everyone!\It's me, Feyris-nyan! response:	We're starting the Feyris Cup daytime group!
context: That's not enough!\Feyris Nyan Nyan! Feyris Nyan Nyan!\Feyris Nyan Nyan! Feyris Nyan Nyan!\Feyris Nyan Nyan!\What is this?\Everyone!\It's me, Feyris-nyan!\We're starting the Feyris Cup daytime group! response:	All of you, do your best to beat Feyris
context: Feyris Nyan Nyan! Feyris Nyan Nyan!\Feyris Nyan Nyan! Feyris Nyan Nyan!\Feyris Nyan Nyan!\What is this?\Everyone!\It's me, Feyris-nyan!\We're starting the Feyris Cup daytime group!\All of you, do your best to beat Feyris response:	and win a special Nyan Nyan Omelet Rice!
context: Feyris Nyan Nyan! Feyris Nyan Nyan!\Feyris Nyan Nyan!\What is this?\Everyone!\It's me, Feyris-nyan!\We're starting the Feyris Cup daytime group!\All of you, do your best to beat Feyris\and win a special Nyan Nyan Omelet Rice! response:	Feyris Nyan Nyan! Feyris Nyan Nyan!
context: Feyris Nyan Nyan!\What is this?\Everyone!\It's me, Feyris-nyan!\We're starting the Feyris Cup daytime group!\All of you, do your best to beat Feyris\and win a special Nyan Nyan Omelet Rice!\Feyris Nyan Nyan! Feyris Nyan Nyan! response:	What is this?
context: What is this?\Everyone!\It's me, Feyris-nyan!\We're starting the Feyris Cup daytime group!\All of you, do your best to beat Feyris\and win a special Nyan Nyan Omelet Rice!\Feyris Nyan Nyan! Feyris Nyan Nyan!\What is this? response:	Okarin!
context: Everyone!\It's me, Feyris-nyan!\We're starting the Feyris Cup daytime group!\All of you, do your best to beat Feyris\and win a special Nyan Nyan Omelet Rice!\Feyris Nyan Nyan! Feyris Nyan Nyan!\What is this?\Okarin! response:	Mayuri...
context: It's me, Feyris-nyan!\We're starting the Feyris Cup daytime group!\All of you, do your best to beat Feyris\and win a special Nyan Nyan Omelet Rice!\Feyris Nyan Nyan! Feyris Nyan Nyan!\What is this?\Okarin!\Mayuri... response:	What's going on here? Some kind of space-time distortion?
context: We're starting the Feyris Cup daytime group!\All of you, do your best to beat Feyris\and win a special Nyan Nyan Omelet Rice!\Feyris Nyan Nyan! Feyris Nyan Nyan!\What is this?\Okarin!\Mayuri...\What's going on here? Some kind of space-time distortion? response:	No, it's the Feyris Cup.
context: All of you, do your best to beat Feyris\and win a special Nyan Nyan Omelet Rice!\Feyris Nyan Nyan! Feyris Nyan Nyan!\What is this?\Okarin!\Mayuri...\What's going on here? Some kind of space-time distortion?\No, it's the Feyris Cup. response:	Feyris-chan is going to play Rai-Net Battler with everyone.
context: and win a special Nyan Nyan Omelet Rice!\Feyris Nyan Nyan! Feyris Nyan Nyan!\What is this?\Okarin!\Mayuri...\What's going on here? Some kind of space-time distortion?\No, it's the Feyris Cup.\Feyris-chan is going to play Rai-Net Battler with everyone. response:	Kyouma!
context: Feyris Nyan Nyan! Feyris Nyan Nyan!\What is this?\Okarin!\Mayuri...\What's going on here? Some kind of space-time distortion?\No, it's the Feyris Cup.\Feyris-chan is going to play Rai-Net Battler with everyone.\Kyouma! response:	You going to participate, too?
context: What is this?\Okarin!\Mayuri...\What's going on here? Some kind of space-time distortion?\No, it's the Feyris Cup.\Feyris-chan is going to play Rai-Net Battler with everyone.\Kyouma!\You going to participate, too? response:	Feyris can play up to ten at a time.
context: Okarin!\Mayuri...\What's going on here? Some kind of space-time distortion?\No, it's the Feyris Cup.\Feyris-chan is going to play Rai-Net Battler with everyone.\Kyouma!\You going to participate, too?\Feyris can play up to ten at a time. response:	So there's still...
context: Mayuri...\What's going on here? Some kind of space-time distortion?\No, it's the Feyris Cup.\Feyris-chan is going to play Rai-Net Battler with everyone.\Kyouma!\You going to participate, too?\Feyris can play up to ten at a time.\So there's still... response:	I refuse!
context: What's going on here? Some kind of space-time distortion?\No, it's the Feyris Cup.\Feyris-chan is going to play Rai-Net Battler with everyone.\Kyouma!\You going to participate, too?\Feyris can play up to ten at a time.\So there's still...\I refuse! response:	More importantly, the IBN 5100!
context: No, it's the Feyris Cup.\Feyris-chan is going to play Rai-Net Battler with everyone.\Kyouma!\You going to participate, too?\Feyris can play up to ten at a time.\So there's still...\I refuse!\More importantly, the IBN 5100! response:	Where is it?
context: Feyris-chan is going to play Rai-Net Battler with everyone.\Kyouma!\You going to participate, too?\Feyris can play up to ten at a time.\So there's still...\I refuse!\More importantly, the IBN 5100!\Where is it? response:	Well...
context: Kyouma!\You going to participate, too?\Feyris can play up to ten at a time.\So there's still...\I refuse!\More importantly, the IBN 5100!\Where is it?\Well... response:	I'll tell you if you play.
context: You going to participate, too?\Feyris can play up to ten at a time.\So there's still...\I refuse!\More importantly, the IBN 5100!\Where is it?\Well...\I'll tell you if you play. response:	Don't be stupid!
context: Feyris can play up to ten at a time.\So there's still...\I refuse!\More importantly, the IBN 5100!\Where is it?\Well...\I'll tell you if you play.\Don't be stupid! response:	The entire future of the planet's ruling structure depends on this!
context: So there's still...\I refuse!\More importantly, the IBN 5100!\Where is it?\Well...\I'll tell you if you play.\Don't be stupid!\The entire future of the planet's ruling structure depends on this! response:	Some stupid game
context: I refuse!\More importantly, the IBN 5100!\Where is it?\Well...\I'll tell you if you play.\Don't be stupid!\The entire future of the planet's ruling structure depends on this!\Some stupid game response:	If you won't play, then I'm sorry, but you'll have to leave.
context: More importantly, the IBN 5100!\Where is it?\Well...\I'll tell you if you play.\Don't be stupid!\The entire future of the planet's ruling structure depends on this!\Some stupid game\If you won't play, then I'm sorry, but you'll have to leave. response:	You're just a maid, and you're having your master leave?
context: Where is it?\Well...\I'll tell you if you play.\Don't be stupid!\The entire future of the planet's ruling structure depends on this!\Some stupid game\If you won't play, then I'm sorry, but you'll have to leave.\You're just a maid, and you're having your master leave? response:	The IBN 5100...
context: Well...\I'll tell you if you play.\Don't be stupid!\The entire future of the planet's ruling structure depends on this!\Some stupid game\If you won't play, then I'm sorry, but you'll have to leave.\You're just a maid, and you're having your master leave?\The IBN 5100... response:	I'm not listening!
context: I'll tell you if you play.\Don't be stupid!\The entire future of the planet's ruling structure depends on this!\Some stupid game\If you won't play, then I'm sorry, but you'll have to leave.\You're just a maid, and you're having your master leave?\The IBN 5100...\I'm not listening! response:	There's no time.
context: Don't be stupid!\The entire future of the planet's ruling structure depends on this!\Some stupid game\If you won't play, then I'm sorry, but you'll have to leave.\You're just a maid, and you're having your master leave?\The IBN 5100...\I'm not listening!\There's no time. response:	I'm sorry, but I'll have to go all out.
context: The entire future of the planet's ruling structure depends on this!\Some stupid game\If you won't play, then I'm sorry, but you'll have to leave.\You're just a maid, and you're having your master leave?\The IBN 5100...\I'm not listening!\There's no time.\I'm sorry, but I'll have to go all out. response:	You're really confident.
context: Some stupid game\If you won't play, then I'm sorry, but you'll have to leave.\You're just a maid, and you're having your master leave?\The IBN 5100...\I'm not listening!\There's no time.\I'm sorry, but I'll have to go all out.\You're really confident. response:	Okarin, can you win?
context: If you won't play, then I'm sorry, but you'll have to leave.\You're just a maid, and you're having your master leave?\The IBN 5100...\I'm not listening!\There's no time.\I'm sorry, but I'll have to go all out.\You're really confident.\Okarin, can you win? response:	Feyris-tan is one of the country's best players.
context: You're just a maid, and you're having your master leave?\The IBN 5100...\I'm not listening!\There's no time.\I'm sorry, but I'll have to go all out.\You're really confident.\Okarin, can you win?\Feyris-tan is one of the country's best players. response:	Can I win?
context: The IBN 5100...\I'm not listening!\There's no time.\I'm sorry, but I'll have to go all out.\You're really confident.\Okarin, can you win?\Feyris-tan is one of the country's best players.\Can I win? response:	You should be asking Feyris that.
context: I'm not listening!\There's no time.\I'm sorry, but I'll have to go all out.\You're really confident.\Okarin, can you win?\Feyris-tan is one of the country's best players.\Can I win?\You should be asking Feyris that. response:	I have a plan that's never failed.
context: There's no time.\I'm sorry, but I'll have to go all out.\You're really confident.\Okarin, can you win?\Feyris-tan is one of the country's best players.\Can I win?\You should be asking Feyris that.\I have a plan that's never failed. response:	A plan?
context: I'm sorry, but I'll have to go all out.\You're really confident.\Okarin, can you win?\Feyris-tan is one of the country's best players.\Can I win?\You should be asking Feyris that.\I have a plan that's never failed.\A plan? response:	G-B-A-C-K.
context: You're really confident.\Okarin, can you win?\Feyris-tan is one of the country's best players.\Can I win?\You should be asking Feyris that.\I have a plan that's never failed.\A plan?\G-B-A-C-K. response:	I call it G-Back!
context: Okarin, can you win?\Feyris-tan is one of the country's best players.\Can I win?\You should be asking Feyris that.\I have a plan that's never failed.\A plan?\G-B-A-C-K.\I call it G-Back! response:	That sounds pretty amazing!
context: Feyris-tan is one of the country's best players.\Can I win?\You should be asking Feyris that.\I have a plan that's never failed.\A plan?\G-B-A-C-K.\I call it G-Back!\That sounds pretty amazing! response:	This'll be fun.
context: Can I win?\You should be asking Feyris that.\I have a plan that's never failed.\A plan?\G-B-A-C-K.\I call it G-Back!\That sounds pretty amazing!\This'll be fun. response:	You say that now,
context: You should be asking Feyris that.\I have a plan that's never failed.\A plan?\G-B-A-C-K.\I call it G-Back!\That sounds pretty amazing!\This'll be fun.\You say that now, response:	but when this plan explodes, you may not survive.
context: I have a plan that's never failed.\A plan?\G-B-A-C-K.\I call it G-Back!\That sounds pretty amazing!\This'll be fun.\You say that now,\but when this plan explodes, you may not survive. response:	You're serious. Aren't you, Kyouma?
context: A plan?\G-B-A-C-K.\I call it G-Back!\That sounds pretty amazing!\This'll be fun.\You say that now,\but when this plan explodes, you may not survive.\You're serious. Aren't you, Kyouma? response:	If I participate, you tell me everything.
context: G-B-A-C-K.\I call it G-Back!\That sounds pretty amazing!\This'll be fun.\You say that now,\but when this plan explodes, you may not survive.\You're serious. Aren't you, Kyouma?\If I participate, you tell me everything. response:	Understood?
context: I call it G-Back!\That sounds pretty amazing!\This'll be fun.\You say that now,\but when this plan explodes, you may not survive.\You're serious. Aren't you, Kyouma?\If I participate, you tell me everything.\Understood? response:	The cat ears never lie.
