context: Japanese language: Zero. response:	Math: Zero.
context: I'll move to Sakura Hall and find out for myself...\if I have really got the wrong idea!\Listen, I've got one of Hashimoto Bakery's...\ultimate melon buns right here.\I'll give you this melon bun...\if you can promise me one thing.\I promise.\I haven't told you what the promise is yet! response:	Listen, Aoyama will be moving into Sakura Hall soon.
context: if I have really got the wrong idea!\Listen, I've got one of Hashimoto Bakery's...\ultimate melon buns right here.\I'll give you this melon bun...\if you can promise me one thing.\I promise.\I haven't told you what the promise is yet!\Listen, Aoyama will be moving into Sakura Hall soon. response:	In other words, she'll see how we act every day.
context: Listen, I've got one of Hashimoto Bakery's...\ultimate melon buns right here.\I'll give you this melon bun...\if you can promise me one thing.\I promise.\I haven't told you what the promise is yet!\Listen, Aoyama will be moving into Sakura Hall soon.\In other words, she'll see how we act every day. response:	I wake you up in the morning,
context: ultimate melon buns right here.\I'll give you this melon bun...\if you can promise me one thing.\I promise.\I haven't told you what the promise is yet!\Listen, Aoyama will be moving into Sakura Hall soon.\In other words, she'll see how we act every day.\I wake you up in the morning, response:	I put out your clothes for you,
context: I'll give you this melon bun...\if you can promise me one thing.\I promise.\I haven't told you what the promise is yet!\Listen, Aoyama will be moving into Sakura Hall soon.\In other words, she'll see how we act every day.\I wake you up in the morning,\I put out your clothes for you, response:	I do your laundry and feed you,
context: if you can promise me one thing.\I promise.\I haven't told you what the promise is yet!\Listen, Aoyama will be moving into Sakura Hall soon.\In other words, she'll see how we act every day.\I wake you up in the morning,\I put out your clothes for you,\I do your laundry and feed you, response:	and I even wash, fold,
context: I promise.\I haven't told you what the promise is yet!\Listen, Aoyama will be moving into Sakura Hall soon.\In other words, she'll see how we act every day.\I wake you up in the morning,\I put out your clothes for you,\I do your laundry and feed you,\and I even wash, fold, response:	and pick out your panties for you!
context: I haven't told you what the promise is yet!\Listen, Aoyama will be moving into Sakura Hall soon.\In other words, she'll see how we act every day.\I wake you up in the morning,\I put out your clothes for you,\I do your laundry and feed you,\and I even wash, fold,\and pick out your panties for you! response:	If she finds out about this,
context: Listen, Aoyama will be moving into Sakura Hall soon.\In other words, she'll see how we act every day.\I wake you up in the morning,\I put out your clothes for you,\I do your laundry and feed you,\and I even wash, fold,\and pick out your panties for you!\If she finds out about this, response:	who knows what that serious Aoyama will think...
context: In other words, she'll see how we act every day.\I wake you up in the morning,\I put out your clothes for you,\I do your laundry and feed you,\and I even wash, fold,\and pick out your panties for you!\If she finds out about this,\who knows what that serious Aoyama will think... response:	I want to eat the ultimate melon bun.
context: I wake you up in the morning,\I put out your clothes for you,\I do your laundry and feed you,\and I even wash, fold,\and pick out your panties for you!\If she finds out about this,\who knows what that serious Aoyama will think...\I want to eat the ultimate melon bun. response:	I bet that's all you're thinking about right now, but...
context: I put out your clothes for you,\I do your laundry and feed you,\and I even wash, fold,\and pick out your panties for you!\If she finds out about this,\who knows what that serious Aoyama will think...\I want to eat the ultimate melon bun.\I bet that's all you're thinking about right now, but... response:	Listen up!
context: I do your laundry and feed you,\and I even wash, fold,\and pick out your panties for you!\If she finds out about this,\who knows what that serious Aoyama will think...\I want to eat the ultimate melon bun.\I bet that's all you're thinking about right now, but...\Listen up! response:	At this rate, she'll be convinced that we're total perverts.
context: and I even wash, fold,\and pick out your panties for you!\If she finds out about this,\who knows what that serious Aoyama will think...\I want to eat the ultimate melon bun.\I bet that's all you're thinking about right now, but...\Listen up!\At this rate, she'll be convinced that we're total perverts. response:	That's why I want you to promise that...
context: and pick out your panties for you!\If she finds out about this,\who knows what that serious Aoyama will think...\I want to eat the ultimate melon bun.\I bet that's all you're thinking about right now, but...\Listen up!\At this rate, she'll be convinced that we're total perverts.\That's why I want you to promise that... response:	you'll take care of yourself from now on!
context: If she finds out about this,\who knows what that serious Aoyama will think...\I want to eat the ultimate melon bun.\I bet that's all you're thinking about right now, but...\Listen up!\At this rate, she'll be convinced that we're total perverts.\That's why I want you to promise that...\you'll take care of yourself from now on! response:	I will.
context: who knows what that serious Aoyama will think...\I want to eat the ultimate melon bun.\I bet that's all you're thinking about right now, but...\Listen up!\At this rate, she'll be convinced that we're total perverts.\That's why I want you to promise that...\you'll take care of yourself from now on!\I will. response:	You just want to eat the bun, don't you?!
context: I want to eat the ultimate melon bun.\I bet that's all you're thinking about right now, but...\Listen up!\At this rate, she'll be convinced that we're total perverts.\That's why I want you to promise that...\you'll take care of yourself from now on!\I will.\You just want to eat the bun, don't you?! response:	Why don't you just tell her you're dating?
context: I bet that's all you're thinking about right now, but...\Listen up!\At this rate, she'll be convinced that we're total perverts.\That's why I want you to promise that...\you'll take care of yourself from now on!\I will.\You just want to eat the bun, don't you?!\Why don't you just tell her you're dating? response:	What kind of warped logic is that?
context: Listen up!\At this rate, she'll be convinced that we're total perverts.\That's why I want you to promise that...\you'll take care of yourself from now on!\I will.\You just want to eat the bun, don't you?!\Why don't you just tell her you're dating?\What kind of warped logic is that? response:	If you're lovers, there's nothing strange about...
context: At this rate, she'll be convinced that we're total perverts.\That's why I want you to promise that...\you'll take care of yourself from now on!\I will.\You just want to eat the bun, don't you?!\Why don't you just tell her you're dating?\What kind of warped logic is that?\If you're lovers, there's nothing strange about... response:	you washing Mashiro-chan's underwear.
context: That's why I want you to promise that...\you'll take care of yourself from now on!\I will.\You just want to eat the bun, don't you?!\Why don't you just tell her you're dating?\What kind of warped logic is that?\If you're lovers, there's nothing strange about...\you washing Mashiro-chan's underwear. response:	Even Aoyama-san would accept that.
context: you'll take care of yourself from now on!\I will.\You just want to eat the bun, don't you?!\Why don't you just tell her you're dating?\What kind of warped logic is that?\If you're lovers, there's nothing strange about...\you washing Mashiro-chan's underwear.\Even Aoyama-san would accept that. response:	Brilliant idea, Jin-san. You're a genius
context: I will.\You just want to eat the bun, don't you?!\Why don't you just tell her you're dating?\What kind of warped logic is that?\If you're lovers, there's nothing strange about...\you washing Mashiro-chan's underwear.\Even Aoyama-san would accept that.\Brilliant idea, Jin-san. You're a genius response:	Out of the question!
context: You just want to eat the bun, don't you?!\Why don't you just tell her you're dating?\What kind of warped logic is that?\If you're lovers, there's nothing strange about...\you washing Mashiro-chan's underwear.\Even Aoyama-san would accept that.\Brilliant idea, Jin-san. You're a genius\Out of the question! response:	You don't usually go in for sarcasm.
context: Why don't you just tell her you're dating?\What kind of warped logic is that?\If you're lovers, there's nothing strange about...\you washing Mashiro-chan's underwear.\Even Aoyama-san would accept that.\Brilliant idea, Jin-san. You're a genius\Out of the question!\You don't usually go in for sarcasm. response:	I understand what you're trying to say.
context: What kind of warped logic is that?\If you're lovers, there's nothing strange about...\you washing Mashiro-chan's underwear.\Even Aoyama-san would accept that.\Brilliant idea, Jin-san. You're a genius\Out of the question!\You don't usually go in for sarcasm.\I understand what you're trying to say. response:	Really?
context: If you're lovers, there's nothing strange about...\you washing Mashiro-chan's underwear.\Even Aoyama-san would accept that.\Brilliant idea, Jin-san. You're a genius\Out of the question!\You don't usually go in for sarcasm.\I understand what you're trying to say.\Really? response:	Put simply...
context: you washing Mashiro-chan's underwear.\Even Aoyama-san would accept that.\Brilliant idea, Jin-san. You're a genius\Out of the question!\You don't usually go in for sarcasm.\I understand what you're trying to say.\Really?\Put simply... response:	Yeah.
context: Even Aoyama-san would accept that.\Brilliant idea, Jin-san. You're a genius\Out of the question!\You don't usually go in for sarcasm.\I understand what you're trying to say.\Really?\Put simply...\Yeah. response:	You don't have to make it sound so suggestive.
context: Brilliant idea, Jin-san. You're a genius\Out of the question!\You don't usually go in for sarcasm.\I understand what you're trying to say.\Really?\Put simply...\Yeah.\You don't have to make it sound so suggestive. response:	Yes!
context: Out of the question!\You don't usually go in for sarcasm.\I understand what you're trying to say.\Really?\Put simply...\Yeah.\You don't have to make it sound so suggestive.\Yes! response:	Like I said, just tell her you're dating!
context: You don't usually go in for sarcasm.\I understand what you're trying to say.\Really?\Put simply...\Yeah.\You don't have to make it sound so suggestive.\Yes!\Like I said, just tell her you're dating! response:	Annihilate her?
context: I understand what you're trying to say.\Really?\Put simply...\Yeah.\You don't have to make it sound so suggestive.\Yes!\Like I said, just tell her you're dating!\Annihilate her? response:	What are you, a warrior? A soldier?
context: Really?\Put simply...\Yeah.\You don't have to make it sound so suggestive.\Yes!\Like I said, just tell her you're dating!\Annihilate her?\What are you, a warrior? A soldier? response:	We'll call your idea Plan B, Jin-san.
context: Put simply...\Yeah.\You don't have to make it sound so suggestive.\Yes!\Like I said, just tell her you're dating!\Annihilate her?\What are you, a warrior? A soldier?\We'll call your idea Plan B, Jin-san. response:	We'll use my idea as Plan A.
context: Yeah.\You don't have to make it sound so suggestive.\Yes!\Like I said, just tell her you're dating!\Annihilate her?\What are you, a warrior? A soldier?\We'll call your idea Plan B, Jin-san.\We'll use my idea as Plan A. response:	Annihilating her will be Plan C.
context: You don't have to make it sound so suggestive.\Yes!\Like I said, just tell her you're dating!\Annihilate her?\What are you, a warrior? A soldier?\We'll call your idea Plan B, Jin-san.\We'll use my idea as Plan A.\Annihilating her will be Plan C. response:	Absolutely not!
context: Yes!\Like I said, just tell her you're dating!\Annihilate her?\What are you, a warrior? A soldier?\We'll call your idea Plan B, Jin-san.\We'll use my idea as Plan A.\Annihilating her will be Plan C.\Absolutely not! response:	Oh, my stomach!
context: Like I said, just tell her you're dating!\Annihilate her?\What are you, a warrior? A soldier?\We'll call your idea Plan B, Jin-san.\We'll use my idea as Plan A.\Annihilating her will be Plan C.\Absolutely not!\Oh, my stomach! response:	Rhinoceros Removals
context: Annihilate her?\What are you, a warrior? A soldier?\We'll call your idea Plan B, Jin-san.\We'll use my idea as Plan A.\Annihilating her will be Plan C.\Absolutely not!\Oh, my stomach!\Rhinoceros Removals response:	Aoyama
context: What are you, a warrior? A soldier?\We'll call your idea Plan B, Jin-san.\We'll use my idea as Plan A.\Annihilating her will be Plan C.\Absolutely not!\Oh, my stomach!\Rhinoceros Removals\Aoyama response:	Now I just have to unpack everything.
context: We'll call your idea Plan B, Jin-san.\We'll use my idea as Plan A.\Annihilating her will be Plan C.\Absolutely not!\Oh, my stomach!\Rhinoceros Removals\Aoyama\Now I just have to unpack everything. response:	Okay!
context: We'll use my idea as Plan A.\Annihilating her will be Plan C.\Absolutely not!\Oh, my stomach!\Rhinoceros Removals\Aoyama\Now I just have to unpack everything.\Okay! response:	Hikari.
context: Annihilating her will be Plan C.\Absolutely not!\Oh, my stomach!\Rhinoceros Removals\Aoyama\Now I just have to unpack everything.\Okay!\Hikari. response:	It's good to see you again.
context: Absolutely not!\Oh, my stomach!\Rhinoceros Removals\Aoyama\Now I just have to unpack everything.\Okay!\Hikari.\It's good to see you again. response:	How have you been?
context: Oh, my stomach!\Rhinoceros Removals\Aoyama\Now I just have to unpack everything.\Okay!\Hikari.\It's good to see you again.\How have you been? response:	It's so nice you all got to come back.
context: Rhinoceros Removals\Aoyama\Now I just have to unpack everything.\Okay!\Hikari.\It's good to see you again.\How have you been?\It's so nice you all got to come back. response:	Aoyama, what's wrong?!
context: Aoyama\Now I just have to unpack everything.\Okay!\Hikari.\It's good to see you again.\How have you been?\It's so nice you all got to come back.\Aoyama, what's wrong?! response:	Stop!
context: Now I just have to unpack everything.\Okay!\Hikari.\It's good to see you again.\How have you been?\It's so nice you all got to come back.\Aoyama, what's wrong?!\Stop! response:	Please stop! Kamiigusa-senpai, no!
context: Okay!\Hikari.\It's good to see you again.\How have you been?\It's so nice you all got to come back.\Aoyama, what's wrong?!\Stop!\Please stop! Kamiigusa-senpai, no! response:	I'm helping!
context: Hikari.\It's good to see you again.\How have you been?\It's so nice you all got to come back.\Aoyama, what's wrong?!\Stop!\Please stop! Kamiigusa-senpai, no!\I'm helping! response:	Are you trying to play hero?
context: It's good to see you again.\How have you been?\It's so nice you all got to come back.\Aoyama, what's wrong?!\Stop!\Please stop! Kamiigusa-senpai, no!\I'm helping!\Are you trying to play hero? response:	Kouhai-kun!
context: How have you been?\It's so nice you all got to come back.\Aoyama, what's wrong?!\Stop!\Please stop! Kamiigusa-senpai, no!\I'm helping!\Are you trying to play hero?\Kouhai-kun! response:	Nanamin wears things like this!
context: It's so nice you all got to come back.\Aoyama, what's wrong?!\Stop!\Please stop! Kamiigusa-senpai, no!\I'm helping!\Are you trying to play hero?\Kouhai-kun!\Nanamin wears things like this! response:	The more serious they seem,
context: Aoyama, what's wrong?!\Stop!\Please stop! Kamiigusa-senpai, no!\I'm helping!\Are you trying to play hero?\Kouhai-kun!\Nanamin wears things like this!\The more serious they seem, response:	the wilder they are in places we can't see.
context: Stop!\Please stop! Kamiigusa-senpai, no!\I'm helping!\Are you trying to play hero?\Kouhai-kun!\Nanamin wears things like this!\The more serious they seem,\the wilder they are in places we can't see. response:	My friend from back home gave them to me...
context: Please stop! Kamiigusa-senpai, no!\I'm helping!\Are you trying to play hero?\Kouhai-kun!\Nanamin wears things like this!\The more serious they seem,\the wilder they are in places we can't see.\My friend from back home gave them to me... response:	as a joke for my birthday!
context: I'm helping!\Are you trying to play hero?\Kouhai-kun!\Nanamin wears things like this!\The more serious they seem,\the wilder they are in places we can't see.\My friend from back home gave them to me...\as a joke for my birthday! response:	I've never worn them!
context: Are you trying to play hero?\Kouhai-kun!\Nanamin wears things like this!\The more serious they seem,\the wilder they are in places we can't see.\My friend from back home gave them to me...\as a joke for my birthday!\I've never worn them! response:	Hey, she even has one of these!
context: Kouhai-kun!\Nanamin wears things like this!\The more serious they seem,\the wilder they are in places we can't see.\My friend from back home gave them to me...\as a joke for my birthday!\I've never worn them!\Hey, she even has one of these! response:	My friend gave me that, too!
context: Nanamin wears things like this!\The more serious they seem,\the wilder they are in places we can't see.\My friend from back home gave them to me...\as a joke for my birthday!\I've never worn them!\Hey, she even has one of these!\My friend gave me that, too! response:	Your friend has good taste.
context: The more serious they seem,\the wilder they are in places we can't see.\My friend from back home gave them to me...\as a joke for my birthday!\I've never worn them!\Hey, she even has one of these!\My friend gave me that, too!\Your friend has good taste. response:	They're so easy to take off.
context: the wilder they are in places we can't see.\My friend from back home gave them to me...\as a joke for my birthday!\I've never worn them!\Hey, she even has one of these!\My friend gave me that, too!\Your friend has good taste.\They're so easy to take off. response:	This is cute!
context: My friend from back home gave them to me...\as a joke for my birthday!\I've never worn them!\Hey, she even has one of these!\My friend gave me that, too!\Your friend has good taste.\They're so easy to take off.\This is cute! response:	I want it!
context: as a joke for my birthday!\I've never worn them!\Hey, she even has one of these!\My friend gave me that, too!\Your friend has good taste.\They're so easy to take off.\This is cute!\I want it! response:	No!
context: I've never worn them!\Hey, she even has one of these!\My friend gave me that, too!\Your friend has good taste.\They're so easy to take off.\This is cute!\I want it!\No! response:	That's my best friend!
context: Hey, she even has one of these!\My friend gave me that, too!\Your friend has good taste.\They're so easy to take off.\This is cute!\I want it!\No!\That's my best friend! response:	Best friend?
context: My friend gave me that, too!\Your friend has good taste.\They're so easy to take off.\This is cute!\I want it!\No!\That's my best friend!\Best friend? response:	Sorata.
context: Your friend has good taste.\They're so easy to take off.\This is cute!\I want it!\No!\That's my best friend!\Best friend?\Sorata. response:	You did it again?
context: They're so easy to take off.\This is cute!\I want it!\No!\That's my best friend!\Best friend?\Sorata.\You did it again? response:	The tea spilled.
context: This is cute!\I want it!\No!\That's my best friend!\Best friend?\Sorata.\You did it again?\The tea spilled. response:	You mean you spilled it.
context: I want it!\No!\That's my best friend!\Best friend?\Sorata.\You did it again?\The tea spilled.\You mean you spilled it. response:	Kanda-kun! Mitaka-senpai! Close your eyes!
context: No!\That's my best friend!\Best friend?\Sorata.\You did it again?\The tea spilled.\You mean you spilled it.\Kanda-kun! Mitaka-senpai! Close your eyes! response:	What?
context: That's my best friend!\Best friend?\Sorata.\You did it again?\The tea spilled.\You mean you spilled it.\Kanda-kun! Mitaka-senpai! Close your eyes!\What? response:	Shiina-san, you need to get changed quickly!
context: Best friend?\Sorata.\You did it again?\The tea spilled.\You mean you spilled it.\Kanda-kun! Mitaka-senpai! Close your eyes!\What?\Shiina-san, you need to get changed quickly! response:	Aoyama, wait!
context: Sorata.\You did it again?\The tea spilled.\You mean you spilled it.\Kanda-kun! Mitaka-senpai! Close your eyes!\What?\Shiina-san, you need to get changed quickly!\Aoyama, wait! response:	Huh?
context: You did it again?\The tea spilled.\You mean you spilled it.\Kanda-kun! Mitaka-senpai! Close your eyes!\What?\Shiina-san, you need to get changed quickly!\Aoyama, wait!\Huh? response:	Th-This is your room?
context: The tea spilled.\You mean you spilled it.\Kanda-kun! Mitaka-senpai! Close your eyes!\What?\Shiina-san, you need to get changed quickly!\Aoyama, wait!\Huh?\Th-This is your room? response:	So, she's seen the truth already.
context: You mean you spilled it.\Kanda-kun! Mitaka-senpai! Close your eyes!\What?\Shiina-san, you need to get changed quickly!\Aoyama, wait!\Huh?\Th-This is your room?\So, she's seen the truth already. response:	I'm sure you don't realize it yet, but Shiina's from another world.
context: Kanda-kun! Mitaka-senpai! Close your eyes!\What?\Shiina-san, you need to get changed quickly!\Aoyama, wait!\Huh?\Th-This is your room?\So, she's seen the truth already.\I'm sure you don't realize it yet, but Shiina's from another world. response:	I figured she was unique, but I didn't think she was this odd.
context: What?\Shiina-san, you need to get changed quickly!\Aoyama, wait!\Huh?\Th-This is your room?\So, she's seen the truth already.\I'm sure you don't realize it yet, but Shiina's from another world.\I figured she was unique, but I didn't think she was this odd. response:	Truth is, she can't take care of herself.
context: Shiina-san, you need to get changed quickly!\Aoyama, wait!\Huh?\Th-This is your room?\So, she's seen the truth already.\I'm sure you don't realize it yet, but Shiina's from another world.\I figured she was unique, but I didn't think she was this odd.\Truth is, she can't take care of herself. response:	She's a master painter, though.
context: Aoyama, wait!\Huh?\Th-This is your room?\So, she's seen the truth already.\I'm sure you don't realize it yet, but Shiina's from another world.\I figured she was unique, but I didn't think she was this odd.\Truth is, she can't take care of herself.\She's a master painter, though. response:	She's even making her debut as a manga artist,
context: Huh?\Th-This is your room?\So, she's seen the truth already.\I'm sure you don't realize it yet, but Shiina's from another world.\I figured she was unique, but I didn't think she was this odd.\Truth is, she can't take care of herself.\She's a master painter, though.\She's even making her debut as a manga artist, response:	Kanda: Mashiro Duty
context: Th-This is your room?\So, she's seen the truth already.\I'm sure you don't realize it yet, but Shiina's from another world.\I figured she was unique, but I didn't think she was this odd.\Truth is, she can't take care of herself.\She's a master painter, though.\She's even making her debut as a manga artist,\Kanda: Mashiro Duty response:	but, well...
context: So, she's seen the truth already.\I'm sure you don't realize it yet, but Shiina's from another world.\I figured she was unique, but I didn't think she was this odd.\Truth is, she can't take care of herself.\She's a master painter, though.\She's even making her debut as a manga artist,\Kanda: Mashiro Duty\but, well... response:	This is what you were talking about.
context: I'm sure you don't realize it yet, but Shiina's from another world.\I figured she was unique, but I didn't think she was this odd.\Truth is, she can't take care of herself.\She's a master painter, though.\She's even making her debut as a manga artist,\Kanda: Mashiro Duty\but, well...\This is what you were talking about. response:	I understand.
context: I figured she was unique, but I didn't think she was this odd.\Truth is, she can't take care of herself.\She's a master painter, though.\She's even making her debut as a manga artist,\Kanda: Mashiro Duty\but, well...\This is what you were talking about.\I understand. response:	I knew you would
context: Truth is, she can't take care of herself.\She's a master painter, though.\She's even making her debut as a manga artist,\Kanda: Mashiro Duty\but, well...\This is what you were talking about.\I understand.\I knew you would response:	But I can't accept it.
context: She's a master painter, though.\She's even making her debut as a manga artist,\Kanda: Mashiro Duty\but, well...\This is what you were talking about.\I understand.\I knew you would\But I can't accept it. response:	I mean, who could?
context: She's even making her debut as a manga artist,\Kanda: Mashiro Duty\but, well...\This is what you were talking about.\I understand.\I knew you would\But I can't accept it.\I mean, who could? response:	No matter how unusual your upbringing,
context: Kanda: Mashiro Duty\but, well...\This is what you were talking about.\I understand.\I knew you would\But I can't accept it.\I mean, who could?\No matter how unusual your upbringing, response:	you should be able to take care of yourself!
context: but, well...\This is what you were talking about.\I understand.\I knew you would\But I can't accept it.\I mean, who could?\No matter how unusual your upbringing,\you should be able to take care of yourself! response:	I think there's a major problem...
context: This is what you were talking about.\I understand.\I knew you would\But I can't accept it.\I mean, who could?\No matter how unusual your upbringing,\you should be able to take care of yourself!\I think there's a major problem... response:	with letting a boy do all her laundry and cleaning!
context: I understand.\I knew you would\But I can't accept it.\I mean, who could?\No matter how unusual your upbringing,\you should be able to take care of yourself!\I think there's a major problem...\with letting a boy do all her laundry and cleaning! response:	But, the other females in Sakura Hall...
context: I knew you would\But I can't accept it.\I mean, who could?\No matter how unusual your upbringing,\you should be able to take care of yourself!\I think there's a major problem...\with letting a boy do all her laundry and cleaning!\But, the other females in Sakura Hall... response:	are a lazy teacher and an alien.
context: But I can't accept it.\I mean, who could?\No matter how unusual your upbringing,\you should be able to take care of yourself!\I think there's a major problem...\with letting a boy do all her laundry and cleaning!\But, the other females in Sakura Hall...\are a lazy teacher and an alien. response:	You're forgetting someone.
context: I mean, who could?\No matter how unusual your upbringing,\you should be able to take care of yourself!\I think there's a major problem...\with letting a boy do all her laundry and cleaning!\But, the other females in Sakura Hall...\are a lazy teacher and an alien.\You're forgetting someone. response:	Huh?
context: No matter how unusual your upbringing,\you should be able to take care of yourself!\I think there's a major problem...\with letting a boy do all her laundry and cleaning!\But, the other females in Sakura Hall...\are a lazy teacher and an alien.\You're forgetting someone.\Huh? response:	Starting today, I will be on Mashiro Duty!
context: you should be able to take care of yourself!\I think there's a major problem...\with letting a boy do all her laundry and cleaning!\But, the other females in Sakura Hall...\are a lazy teacher and an alien.\You're forgetting someone.\Huh?\Starting today, I will be on Mashiro Duty! response:	Sakura Hall Meeting Minutes The person on Mashiro Duty has changed. By majority vote, Aoyama Nanami takes over Kanda Sorata's duties. Is this good enough for the minutes? -Aoyama Nanami, Secretary
context: I think there's a major problem...\with letting a boy do all her laundry and cleaning!\But, the other females in Sakura Hall...\are a lazy teacher and an alien.\You're forgetting someone.\Huh?\Starting today, I will be on Mashiro Duty!\Sakura Hall Meeting Minutes The person on Mashiro Duty has changed. By majority vote, Aoyama Nanami takes over Kanda Sorata's duties. Is this good enough for the minutes? -Aoyama Nanami, Secretary response:	You can do it, Nanamin!
context: with letting a boy do all her laundry and cleaning!\But, the other females in Sakura Hall...\are a lazy teacher and an alien.\You're forgetting someone.\Huh?\Starting today, I will be on Mashiro Duty!\Sakura Hall Meeting Minutes The person on Mashiro Duty has changed. By majority vote, Aoyama Nanami takes over Kanda Sorata's duties. Is this good enough for the minutes? -Aoyama Nanami, Secretary\You can do it, Nanamin! response:	I'll be cheering you on!
context: But, the other females in Sakura Hall...\are a lazy teacher and an alien.\You're forgetting someone.\Huh?\Starting today, I will be on Mashiro Duty!\Sakura Hall Meeting Minutes The person on Mashiro Duty has changed. By majority vote, Aoyama Nanami takes over Kanda Sorata's duties. Is this good enough for the minutes? -Aoyama Nanami, Secretary\You can do it, Nanamin!\I'll be cheering you on! response:	Aoyama: Mashiro Duty
context: are a lazy teacher and an alien.\You're forgetting someone.\Huh?\Starting today, I will be on Mashiro Duty!\Sakura Hall Meeting Minutes The person on Mashiro Duty has changed. By majority vote, Aoyama Nanami takes over Kanda Sorata's duties. Is this good enough for the minutes? -Aoyama Nanami, Secretary\You can do it, Nanamin!\I'll be cheering you on!\Aoyama: Mashiro Duty response:	Not like that!
context: You're forgetting someone.\Huh?\Starting today, I will be on Mashiro Duty!\Sakura Hall Meeting Minutes The person on Mashiro Duty has changed. By majority vote, Aoyama Nanami takes over Kanda Sorata's duties. Is this good enough for the minutes? -Aoyama Nanami, Secretary\You can do it, Nanamin!\I'll be cheering you on!\Aoyama: Mashiro Duty\Not like that! response:	That's too much!
context: Huh?\Starting today, I will be on Mashiro Duty!\Sakura Hall Meeting Minutes The person on Mashiro Duty has changed. By majority vote, Aoyama Nanami takes over Kanda Sorata's duties. Is this good enough for the minutes? -Aoyama Nanami, Secretary\You can do it, Nanamin!\I'll be cheering you on!\Aoyama: Mashiro Duty\Not like that!\That's too much! response:	You're putting in too much!
context: Starting today, I will be on Mashiro Duty!\Sakura Hall Meeting Minutes The person on Mashiro Duty has changed. By majority vote, Aoyama Nanami takes over Kanda Sorata's duties. Is this good enough for the minutes? -Aoyama Nanami, Secretary\You can do it, Nanamin!\I'll be cheering you on!\Aoyama: Mashiro Duty\Not like that!\That's too much!\You're putting in too much! response:	This is hard.
context: Sakura Hall Meeting Minutes The person on Mashiro Duty has changed. By majority vote, Aoyama Nanami takes over Kanda Sorata's duties. Is this good enough for the minutes? -Aoyama Nanami, Secretary\You can do it, Nanamin!\I'll be cheering you on!\Aoyama: Mashiro Duty\Not like that!\That's too much!\You're putting in too much!\This is hard. response:	You can use a computer just fine.
context: You can do it, Nanamin!\I'll be cheering you on!\Aoyama: Mashiro Duty\Not like that!\That's too much!\You're putting in too much!\This is hard.\You can use a computer just fine. response:	Because that's necessary to draw manga.
context: I'll be cheering you on!\Aoyama: Mashiro Duty\Not like that!\That's too much!\You're putting in too much!\This is hard.\You can use a computer just fine.\Because that's necessary to draw manga. response:	Laundry is necessary, too!
context: Aoyama: Mashiro Duty\Not like that!\That's too much!\You're putting in too much!\This is hard.\You can use a computer just fine.\Because that's necessary to draw manga.\Laundry is necessary, too! response:	Sorata.
context: Not like that!\That's too much!\You're putting in too much!\This is hard.\You can use a computer just fine.\Because that's necessary to draw manga.\Laundry is necessary, too!\Sorata. response:	You can't do this.
context: That's too much!\You're putting in too much!\This is hard.\You can use a computer just fine.\Because that's necessary to draw manga.\Laundry is necessary, too!\Sorata.\You can't do this. response:	You're working multiple jobs,
context: You're putting in too much!\This is hard.\You can use a computer just fine.\Because that's necessary to draw manga.\Laundry is necessary, too!\Sorata.\You can't do this.\You're working multiple jobs, response:	and you're attending a training school.
context: This is hard.\You can use a computer just fine.\Because that's necessary to draw manga.\Laundry is necessary, too!\Sorata.\You can't do this.\You're working multiple jobs,\and you're attending a training school. response:	You can't add Mashiro Duty to that...
context: You can use a computer just fine.\Because that's necessary to draw manga.\Laundry is necessary, too!\Sorata.\You can't do this.\You're working multiple jobs,\and you're attending a training school.\You can't add Mashiro Duty to that... response:	I'm fine. I've got it all worked out.
context: Because that's necessary to draw manga.\Laundry is necessary, too!\Sorata.\You can't do this.\You're working multiple jobs,\and you're attending a training school.\You can't add Mashiro Duty to that...\I'm fine. I've got it all worked out. response:	As long as I explain it to her, I'm sure even Shiina-san can
context: Laundry is necessary, too!\Sorata.\You can't do this.\You're working multiple jobs,\and you're attending a training school.\You can't add Mashiro Duty to that...\I'm fine. I've got it all worked out.\As long as I explain it to her, I'm sure even Shiina-san can response:	What?
context: Sorata.\You can't do this.\You're working multiple jobs,\and you're attending a training school.\You can't add Mashiro Duty to that...\I'm fine. I've got it all worked out.\As long as I explain it to her, I'm sure even Shiina-san can\What? response:	You can't just push random buttons!
context: You can't do this.\You're working multiple jobs,\and you're attending a training school.\You can't add Mashiro Duty to that...\I'm fine. I've got it all worked out.\As long as I explain it to her, I'm sure even Shiina-san can\What?\You can't just push random buttons! response:	W-Wait!
context: You're working multiple jobs,\and you're attending a training school.\You can't add Mashiro Duty to that...\I'm fine. I've got it all worked out.\As long as I explain it to her, I'm sure even Shiina-san can\What?\You can't just push random buttons!\W-Wait! response:	If you turn on a faucet, you have to turn it off.
context: and you're attending a training school.\You can't add Mashiro Duty to that...\I'm fine. I've got it all worked out.\As long as I explain it to her, I'm sure even Shiina-san can\What?\You can't just push random buttons!\W-Wait!\If you turn on a faucet, you have to turn it off. response:	Nanami, you're going to catch a cold.
context: You can't add Mashiro Duty to that...\I'm fine. I've got it all worked out.\As long as I explain it to her, I'm sure even Shiina-san can\What?\You can't just push random buttons!\W-Wait!\If you turn on a faucet, you have to turn it off.\Nanami, you're going to catch a cold. response:	You're walking the same path I did.
