context: Ah, yes, that way, please. response:	Be careful.
context: Go on and talk to them.\Incredible, Isaac! Go on and talk to them.\Incredible, Isaac!\Incredible, Isaac! It will be fun, won't it?\Incredible, Isaac!\Incredible, Isaac! B-But... I'm scared!\B-But... I'm scared!\They could be movie stars. response:	It would be kind of cool if you got chummy with them, wouldn't it?
context: Incredible, Isaac! Go on and talk to them.\Incredible, Isaac!\Incredible, Isaac! It will be fun, won't it?\Incredible, Isaac!\Incredible, Isaac! B-But... I'm scared!\B-But... I'm scared!\They could be movie stars.\It would be kind of cool if you got chummy with them, wouldn't it? response:	You think so?
context: Incredible, Isaac!\Incredible, Isaac! It will be fun, won't it?\Incredible, Isaac!\Incredible, Isaac! B-But... I'm scared!\B-But... I'm scared!\They could be movie stars.\It would be kind of cool if you got chummy with them, wouldn't it?\You think so? response:	I sure do.
context: Incredible, Isaac! It will be fun, won't it?\Incredible, Isaac!\Incredible, Isaac! B-But... I'm scared!\B-But... I'm scared!\They could be movie stars.\It would be kind of cool if you got chummy with them, wouldn't it?\You think so?\I sure do. response:	U-Um...
context: Incredible, Isaac!\Incredible, Isaac! B-But... I'm scared!\B-But... I'm scared!\They could be movie stars.\It would be kind of cool if you got chummy with them, wouldn't it?\You think so?\I sure do.\U-Um... response:	Stop teasing Jacuzzi so much, would you?
context: Incredible, Isaac! B-But... I'm scared!\B-But... I'm scared!\They could be movie stars.\It would be kind of cool if you got chummy with them, wouldn't it?\You think so?\I sure do.\U-Um...\Stop teasing Jacuzzi so much, would you? response:	That's not what I'm doing, Youn- san. I just...
context: B-But... I'm scared!\They could be movie stars.\It would be kind of cool if you got chummy with them, wouldn't it?\You think so?\I sure do.\U-Um...\Stop teasing Jacuzzi so much, would you?\That's not what I'm doing, Youn- san. I just... response:	I have to say, buddy,
context: They could be movie stars.\It would be kind of cool if you got chummy with them, wouldn't it?\You think so?\I sure do.\U-Um...\Stop teasing Jacuzzi so much, would you?\That's not what I'm doing, Youn- san. I just...\I have to say, buddy, response:	that looks really cool!
context: It would be kind of cool if you got chummy with them, wouldn't it?\You think so?\I sure do.\U-Um...\Stop teasing Jacuzzi so much, would you?\That's not what I'm doing, Youn- san. I just...\I have to say, buddy,\that looks really cool! response:	I've never seen anyone with a tattoo right on their face!
context: You think so?\I sure do.\U-Um...\Stop teasing Jacuzzi so much, would you?\That's not what I'm doing, Youn- san. I just...\I have to say, buddy,\that looks really cool!\I've never seen anyone with a tattoo right on their face! response:	It's like culture shock, huh?
context: I sure do.\U-Um...\Stop teasing Jacuzzi so much, would you?\That's not what I'm doing, Youn- san. I just...\I have to say, buddy,\that looks really cool!\I've never seen anyone with a tattoo right on their face!\It's like culture shock, huh? response:	By any chance, are you a movie star?
context: U-Um...\Stop teasing Jacuzzi so much, would you?\That's not what I'm doing, Youn- san. I just...\I have to say, buddy,\that looks really cool!\I've never seen anyone with a tattoo right on their face!\It's like culture shock, huh?\By any chance, are you a movie star? response:	Huh?! Incredible!
context: Stop teasing Jacuzzi so much, would you?\That's not what I'm doing, Youn- san. I just...\I have to say, buddy,\that looks really cool!\I've never seen anyone with a tattoo right on their face!\It's like culture shock, huh?\By any chance, are you a movie star?\Huh?! Incredible! response:	N-No, I-I'm not a movie star, I make... and sell... liquor...
context: That's not what I'm doing, Youn- san. I just...\I have to say, buddy,\that looks really cool!\I've never seen anyone with a tattoo right on their face!\It's like culture shock, huh?\By any chance, are you a movie star?\Huh?! Incredible!\N-No, I-I'm not a movie star, I make... and sell... liquor... response:	And? And?
context: I have to say, buddy,\that looks really cool!\I've never seen anyone with a tattoo right on their face!\It's like culture shock, huh?\By any chance, are you a movie star?\Huh?! Incredible!\N-No, I-I'm not a movie star, I make... and sell... liquor...\And? And? response:	No... that's not true...
context: that looks really cool!\I've never seen anyone with a tattoo right on their face!\It's like culture shock, huh?\By any chance, are you a movie star?\Huh?! Incredible!\N-No, I-I'm not a movie star, I make... and sell... liquor...\And? And?\No... that's not true... response:	I'm just a delinquent, or whatever you'd call it.
context: I've never seen anyone with a tattoo right on their face!\It's like culture shock, huh?\By any chance, are you a movie star?\Huh?! Incredible!\N-No, I-I'm not a movie star, I make... and sell... liquor...\And? And?\No... that's not true...\I'm just a delinquent, or whatever you'd call it. response:	And? And?
context: It's like culture shock, huh?\By any chance, are you a movie star?\Huh?! Incredible!\N-No, I-I'm not a movie star, I make... and sell... liquor...\And? And?\No... that's not true...\I'm just a delinquent, or whatever you'd call it.\And? And? response:	A-Anyhow, I'm just a normal person...
context: By any chance, are you a movie star?\Huh?! Incredible!\N-No, I-I'm not a movie star, I make... and sell... liquor...\And? And?\No... that's not true...\I'm just a delinquent, or whatever you'd call it.\And? And?\A-Anyhow, I'm just a normal person... response:	I'm sorry. I'm sorry.
context: Huh?! Incredible!\N-No, I-I'm not a movie star, I make... and sell... liquor...\And? And?\No... that's not true...\I'm just a delinquent, or whatever you'd call it.\And? And?\A-Anyhow, I'm just a normal person...\I'm sorry. I'm sorry. response:	I'm not sure why, but he's suddenly apologizing to us.
context: N-No, I-I'm not a movie star, I make... and sell... liquor...\And? And?\No... that's not true...\I'm just a delinquent, or whatever you'd call it.\And? And?\A-Anyhow, I'm just a normal person...\I'm sorry. I'm sorry.\I'm not sure why, but he's suddenly apologizing to us. response:	What do we do, Miria?
context: And? And?\No... that's not true...\I'm just a delinquent, or whatever you'd call it.\And? And?\A-Anyhow, I'm just a normal person...\I'm sorry. I'm sorry.\I'm not sure why, but he's suddenly apologizing to us.\What do we do, Miria? response:	From a win-or-lose standpoint, we've won, huh?
context: No... that's not true...\I'm just a delinquent, or whatever you'd call it.\And? And?\A-Anyhow, I'm just a normal person...\I'm sorry. I'm sorry.\I'm not sure why, but he's suddenly apologizing to us.\What do we do, Miria?\From a win-or-lose standpoint, we've won, huh? response:	Oh, we've won, have we, Miria?
context: I'm just a delinquent, or whatever you'd call it.\And? And?\A-Anyhow, I'm just a normal person...\I'm sorry. I'm sorry.\I'm not sure why, but he's suddenly apologizing to us.\What do we do, Miria?\From a win-or-lose standpoint, we've won, huh?\Oh, we've won, have we, Miria? response:	It was a good match!
context: And? And?\A-Anyhow, I'm just a normal person...\I'm sorry. I'm sorry.\I'm not sure why, but he's suddenly apologizing to us.\What do we do, Miria?\From a win-or-lose standpoint, we've won, huh?\Oh, we've won, have we, Miria?\It was a good match! response:	Buddy, wipe those tears away, and come sit over here!
context: A-Anyhow, I'm just a normal person...\I'm sorry. I'm sorry.\I'm not sure why, but he's suddenly apologizing to us.\What do we do, Miria?\From a win-or-lose standpoint, we've won, huh?\Oh, we've won, have we, Miria?\It was a good match!\Buddy, wipe those tears away, and come sit over here! response:	Come on, have some Chinese cooking with us!
context: I'm sorry. I'm sorry.\I'm not sure why, but he's suddenly apologizing to us.\What do we do, Miria?\From a win-or-lose standpoint, we've won, huh?\Oh, we've won, have we, Miria?\It was a good match!\Buddy, wipe those tears away, and come sit over here!\Come on, have some Chinese cooking with us! response:	It's all-you-can-eat!
context: I'm not sure why, but he's suddenly apologizing to us.\What do we do, Miria?\From a win-or-lose standpoint, we've won, huh?\Oh, we've won, have we, Miria?\It was a good match!\Buddy, wipe those tears away, and come sit over here!\Come on, have some Chinese cooking with us!\It's all-you-can-eat! response:	O-Okay...
context: What do we do, Miria?\From a win-or-lose standpoint, we've won, huh?\Oh, we've won, have we, Miria?\It was a good match!\Buddy, wipe those tears away, and come sit over here!\Come on, have some Chinese cooking with us!\It's all-you-can-eat!\O-Okay... response:	No, it isn't.
context: From a win-or-lose standpoint, we've won, huh?\Oh, we've won, have we, Miria?\It was a good match!\Buddy, wipe those tears away, and come sit over here!\Come on, have some Chinese cooking with us!\It's all-you-can-eat!\O-Okay...\No, it isn't. response:	Cows are herbivores, right?
context: Oh, we've won, have we, Miria?\It was a good match!\Buddy, wipe those tears away, and come sit over here!\Come on, have some Chinese cooking with us!\It's all-you-can-eat!\O-Okay...\No, it isn't.\Cows are herbivores, right? response:	Mm-hmm!
context: It was a good match!\Buddy, wipe those tears away, and come sit over here!\Come on, have some Chinese cooking with us!\It's all-you-can-eat!\O-Okay...\No, it isn't.\Cows are herbivores, right?\Mm-hmm! response:	Which means that when you eat beef,
context: Buddy, wipe those tears away, and come sit over here!\Come on, have some Chinese cooking with us!\It's all-you-can-eat!\O-Okay...\No, it isn't.\Cows are herbivores, right?\Mm-hmm!\Which means that when you eat beef, response:	it also means that you're eating meat and grass together!
context: Come on, have some Chinese cooking with us!\It's all-you-can-eat!\O-Okay...\No, it isn't.\Cows are herbivores, right?\Mm-hmm!\Which means that when you eat beef,\it also means that you're eating meat and grass together! response:	You're so smart, Isaac!
context: It's all-you-can-eat!\O-Okay...\No, it isn't.\Cows are herbivores, right?\Mm-hmm!\Which means that when you eat beef,\it also means that you're eating meat and grass together!\You're so smart, Isaac! response:	Aren't I?
context: O-Okay...\No, it isn't.\Cows are herbivores, right?\Mm-hmm!\Which means that when you eat beef,\it also means that you're eating meat and grass together!\You're so smart, Isaac!\Aren't I? response:	If you eat something that's been eaten, it means that you eat that, too!
context: No, it isn't.\Cows are herbivores, right?\Mm-hmm!\Which means that when you eat beef,\it also means that you're eating meat and grass together!\You're so smart, Isaac!\Aren't I?\If you eat something that's been eaten, it means that you eat that, too! response:	And it's not just food, either!
context: Cows are herbivores, right?\Mm-hmm!\Which means that when you eat beef,\it also means that you're eating meat and grass together!\You're so smart, Isaac!\Aren't I?\If you eat something that's been eaten, it means that you eat that, too!\And it's not just food, either! response:	If you pick up something that something else is carrying...
context: Mm-hmm!\Which means that when you eat beef,\it also means that you're eating meat and grass together!\You're so smart, Isaac!\Aren't I?\If you eat something that's been eaten, it means that you eat that, too!\And it's not just food, either!\If you pick up something that something else is carrying... response:	If a person is carrying a bag full of money,
context: Which means that when you eat beef,\it also means that you're eating meat and grass together!\You're so smart, Isaac!\Aren't I?\If you eat something that's been eaten, it means that you eat that, too!\And it's not just food, either!\If you pick up something that something else is carrying...\If a person is carrying a bag full of money, response:	then they're carrying both the money and the bag!
context: it also means that you're eating meat and grass together!\You're so smart, Isaac!\Aren't I?\If you eat something that's been eaten, it means that you eat that, too!\And it's not just food, either!\If you pick up something that something else is carrying...\If a person is carrying a bag full of money,\then they're carrying both the money and the bag! response:	Yay! They're rich!
context: You're so smart, Isaac!\Aren't I?\If you eat something that's been eaten, it means that you eat that, too!\And it's not just food, either!\If you pick up something that something else is carrying...\If a person is carrying a bag full of money,\then they're carrying both the money and the bag!\Yay! They're rich! response:	They have an expression for this over in the Orient.
context: Aren't I?\If you eat something that's been eaten, it means that you eat that, too!\And it's not just food, either!\If you pick up something that something else is carrying...\If a person is carrying a bag full of money,\then they're carrying both the money and the bag!\Yay! They're rich!\They have an expression for this over in the Orient. response:	And then I went... um...
context: If you eat something that's been eaten, it means that you eat that, too!\And it's not just food, either!\If you pick up something that something else is carrying...\If a person is carrying a bag full of money,\then they're carrying both the money and the bag!\Yay! They're rich!\They have an expression for this over in the Orient.\And then I went... um... response:	Yeah, that's it!
context: And it's not just food, either!\If you pick up something that something else is carrying...\If a person is carrying a bag full of money,\then they're carrying both the money and the bag!\Yay! They're rich!\They have an expression for this over in the Orient.\And then I went... um...\Yeah, that's it! response:	Oh, is that right? That's funny.
context: If you pick up something that something else is carrying...\If a person is carrying a bag full of money,\then they're carrying both the money and the bag!\Yay! They're rich!\They have an expression for this over in the Orient.\And then I went... um...\Yeah, that's it!\Oh, is that right? That's funny. response:	Oh, is that right? That's funny. I haven't seen Jacuzzi have this much fun in a long time.
context: If a person is carrying a bag full of money,\then they're carrying both the money and the bag!\Yay! They're rich!\They have an expression for this over in the Orient.\And then I went... um...\Yeah, that's it!\Oh, is that right? That's funny.\Oh, is that right? That's funny. I haven't seen Jacuzzi have this much fun in a long time. response:	I haven't seen Jacuzzi have this much fun in a long time.
context: then they're carrying both the money and the bag!\Yay! They're rich!\They have an expression for this over in the Orient.\And then I went... um...\Yeah, that's it!\Oh, is that right? That's funny.\Oh, is that right? That's funny. I haven't seen Jacuzzi have this much fun in a long time.\I haven't seen Jacuzzi have this much fun in a long time. response:	It is funny, huh? I haven't seen Jacuzzi have this much fun in a long time.
context: Yay! They're rich!\They have an expression for this over in the Orient.\And then I went... um...\Yeah, that's it!\Oh, is that right? That's funny.\Oh, is that right? That's funny. I haven't seen Jacuzzi have this much fun in a long time.\I haven't seen Jacuzzi have this much fun in a long time.\It is funny, huh? I haven't seen Jacuzzi have this much fun in a long time. response:	Jacuzzi?
context: They have an expression for this over in the Orient.\And then I went... um...\Yeah, that's it!\Oh, is that right? That's funny.\Oh, is that right? That's funny. I haven't seen Jacuzzi have this much fun in a long time.\I haven't seen Jacuzzi have this much fun in a long time.\It is funny, huh? I haven't seen Jacuzzi have this much fun in a long time.\Jacuzzi? response:	I'm sorry!
context: And then I went... um...\Yeah, that's it!\Oh, is that right? That's funny.\Oh, is that right? That's funny. I haven't seen Jacuzzi have this much fun in a long time.\I haven't seen Jacuzzi have this much fun in a long time.\It is funny, huh? I haven't seen Jacuzzi have this much fun in a long time.\Jacuzzi?\I'm sorry! response:	Um, are you all right?
context: Yeah, that's it!\Oh, is that right? That's funny.\Oh, is that right? That's funny. I haven't seen Jacuzzi have this much fun in a long time.\I haven't seen Jacuzzi have this much fun in a long time.\It is funny, huh? I haven't seen Jacuzzi have this much fun in a long time.\Jacuzzi?\I'm sorry!\Um, are you all right? response:	Yeah, I'm perfectly fine.
context: Oh, is that right? That's funny.\Oh, is that right? That's funny. I haven't seen Jacuzzi have this much fun in a long time.\I haven't seen Jacuzzi have this much fun in a long time.\It is funny, huh? I haven't seen Jacuzzi have this much fun in a long time.\Jacuzzi?\I'm sorry!\Um, are you all right?\Yeah, I'm perfectly fine. response:	Mary!
context: Oh, is that right? That's funny. I haven't seen Jacuzzi have this much fun in a long time.\I haven't seen Jacuzzi have this much fun in a long time.\It is funny, huh? I haven't seen Jacuzzi have this much fun in a long time.\Jacuzzi?\I'm sorry!\Um, are you all right?\Yeah, I'm perfectly fine.\Mary! response:	I'm terribly sorry my daughter disturbed you.
context: I haven't seen Jacuzzi have this much fun in a long time.\It is funny, huh? I haven't seen Jacuzzi have this much fun in a long time.\Jacuzzi?\I'm sorry!\Um, are you all right?\Yeah, I'm perfectly fine.\Mary!\I'm terribly sorry my daughter disturbed you. response:	Oh, no, I should be apologizing to you.
context: It is funny, huh? I haven't seen Jacuzzi have this much fun in a long time.\Jacuzzi?\I'm sorry!\Um, are you all right?\Yeah, I'm perfectly fine.\Mary!\I'm terribly sorry my daughter disturbed you.\Oh, no, I should be apologizing to you. response:	What for?
context: Jacuzzi?\I'm sorry!\Um, are you all right?\Yeah, I'm perfectly fine.\Mary!\I'm terribly sorry my daughter disturbed you.\Oh, no, I should be apologizing to you.\What for? response:	Are you taking a family trip?
context: I'm sorry!\Um, are you all right?\Yeah, I'm perfectly fine.\Mary!\I'm terribly sorry my daughter disturbed you.\Oh, no, I should be apologizing to you.\What for?\Are you taking a family trip? response:	Yes. My daughter and I are going to see my husband.
context: Um, are you all right?\Yeah, I'm perfectly fine.\Mary!\I'm terribly sorry my daughter disturbed you.\Oh, no, I should be apologizing to you.\What for?\Are you taking a family trip?\Yes. My daughter and I are going to see my husband. response:	I'm Natalie Beriam. My daughter's name is Mary.
context: Yeah, I'm perfectly fine.\Mary!\I'm terribly sorry my daughter disturbed you.\Oh, no, I should be apologizing to you.\What for?\Are you taking a family trip?\Yes. My daughter and I are going to see my husband.\I'm Natalie Beriam. My daughter's name is Mary. response:	J-Jacuzzi Splot. T-This is Nice-
context: Mary!\I'm terribly sorry my daughter disturbed you.\Oh, no, I should be apologizing to you.\What for?\Are you taking a family trip?\Yes. My daughter and I are going to see my husband.\I'm Natalie Beriam. My daughter's name is Mary.\J-Jacuzzi Splot. T-This is Nice- response:	Isaac and Miria!
context: I'm terribly sorry my daughter disturbed you.\Oh, no, I should be apologizing to you.\What for?\Are you taking a family trip?\Yes. My daughter and I are going to see my husband.\I'm Natalie Beriam. My daughter's name is Mary.\J-Jacuzzi Splot. T-This is Nice-\Isaac and Miria! response:	Good evening!
context: Oh, no, I should be apologizing to you.\What for?\Are you taking a family trip?\Yes. My daughter and I are going to see my husband.\I'm Natalie Beriam. My daughter's name is Mary.\J-Jacuzzi Splot. T-This is Nice-\Isaac and Miria!\Good evening! response:	G-Good evening.
context: What for?\Are you taking a family trip?\Yes. My daughter and I are going to see my husband.\I'm Natalie Beriam. My daughter's name is Mary.\J-Jacuzzi Splot. T-This is Nice-\Isaac and Miria!\Good evening!\G-Good evening. response:	I'm... Czeslaw Meyer.
context: Are you taking a family trip?\Yes. My daughter and I are going to see my husband.\I'm Natalie Beriam. My daughter's name is Mary.\J-Jacuzzi Splot. T-This is Nice-\Isaac and Miria!\Good evening!\G-Good evening.\I'm... Czeslaw Meyer. response:	I'm on my way to see my family in New York.
context: Yes. My daughter and I are going to see my husband.\I'm Natalie Beriam. My daughter's name is Mary.\J-Jacuzzi Splot. T-This is Nice-\Isaac and Miria!\Good evening!\G-Good evening.\I'm... Czeslaw Meyer.\I'm on my way to see my family in New York. response:	You're so cute! Just like Jacuzzi was, way back!
context: I'm Natalie Beriam. My daughter's name is Mary.\J-Jacuzzi Splot. T-This is Nice-\Isaac and Miria!\Good evening!\G-Good evening.\I'm... Czeslaw Meyer.\I'm on my way to see my family in New York.\You're so cute! Just like Jacuzzi was, way back! response:	I really am sorry.
context: J-Jacuzzi Splot. T-This is Nice-\Isaac and Miria!\Good evening!\G-Good evening.\I'm... Czeslaw Meyer.\I'm on my way to see my family in New York.\You're so cute! Just like Jacuzzi was, way back!\I really am sorry. response:	Oh, it's all right. It's not like you did anything wrong.
context: Isaac and Miria!\Good evening!\G-Good evening.\I'm... Czeslaw Meyer.\I'm on my way to see my family in New York.\You're so cute! Just like Jacuzzi was, way back!\I really am sorry.\Oh, it's all right. It's not like you did anything wrong. response:	Yeah, yeah! You did do something wrong, and now...
context: Good evening!\G-Good evening.\I'm... Czeslaw Meyer.\I'm on my way to see my family in New York.\You're so cute! Just like Jacuzzi was, way back!\I really am sorry.\Oh, it's all right. It's not like you did anything wrong.\Yeah, yeah! You did do something wrong, and now... response:	You're gonna get eaten by the Rail Tracer!
context: G-Good evening.\I'm... Czeslaw Meyer.\I'm on my way to see my family in New York.\You're so cute! Just like Jacuzzi was, way back!\I really am sorry.\Oh, it's all right. It's not like you did anything wrong.\Yeah, yeah! You did do something wrong, and now...\You're gonna get eaten by the Rail Tracer! response:	M-Me?
context: I'm... Czeslaw Meyer.\I'm on my way to see my family in New York.\You're so cute! Just like Jacuzzi was, way back!\I really am sorry.\Oh, it's all right. It's not like you did anything wrong.\Yeah, yeah! You did do something wrong, and now...\You're gonna get eaten by the Rail Tracer!\M-Me? response:	That's right! Gobbled right up!
context: I'm on my way to see my family in New York.\You're so cute! Just like Jacuzzi was, way back!\I really am sorry.\Oh, it's all right. It's not like you did anything wrong.\Yeah, yeah! You did do something wrong, and now...\You're gonna get eaten by the Rail Tracer!\M-Me?\That's right! Gobbled right up! response:	W-What's the Rail Tracer?
context: You're so cute! Just like Jacuzzi was, way back!\I really am sorry.\Oh, it's all right. It's not like you did anything wrong.\Yeah, yeah! You did do something wrong, and now...\You're gonna get eaten by the Rail Tracer!\M-Me?\That's right! Gobbled right up!\W-What's the Rail Tracer? response:	Oh, Jacuzzi, you don't know?
context: I really am sorry.\Oh, it's all right. It's not like you did anything wrong.\Yeah, yeah! You did do something wrong, and now...\You're gonna get eaten by the Rail Tracer!\M-Me?\That's right! Gobbled right up!\W-What's the Rail Tracer?\Oh, Jacuzzi, you don't know? response:	The Rail Tracer is...
context: Oh, it's all right. It's not like you did anything wrong.\Yeah, yeah! You did do something wrong, and now...\You're gonna get eaten by the Rail Tracer!\M-Me?\That's right! Gobbled right up!\W-What's the Rail Tracer?\Oh, Jacuzzi, you don't know?\The Rail Tracer is... response:	It is cloaked in the darkness of night, and little by little,
context: Yeah, yeah! You did do something wrong, and now...\You're gonna get eaten by the Rail Tracer!\M-Me?\That's right! Gobbled right up!\W-What's the Rail Tracer?\Oh, Jacuzzi, you don't know?\The Rail Tracer is...\It is cloaked in the darkness of night, and little by little, response:	it draws closer to the train.
context: You're gonna get eaten by the Rail Tracer!\M-Me?\That's right! Gobbled right up!\W-What's the Rail Tracer?\Oh, Jacuzzi, you don't know?\The Rail Tracer is...\It is cloaked in the darkness of night, and little by little,\it draws closer to the train. response:	And it can change its shape into many things.
context: M-Me?\That's right! Gobbled right up!\W-What's the Rail Tracer?\Oh, Jacuzzi, you don't know?\The Rail Tracer is...\It is cloaked in the darkness of night, and little by little,\it draws closer to the train.\And it can change its shape into many things. response:	What happens when it catches up?
context: That's right! Gobbled right up!\W-What's the Rail Tracer?\Oh, Jacuzzi, you don't know?\The Rail Tracer is...\It is cloaked in the darkness of night, and little by little,\it draws closer to the train.\And it can change its shape into many things.\What happens when it catches up? response:	The people, you see... they all disappear...
context: W-What's the Rail Tracer?\Oh, Jacuzzi, you don't know?\The Rail Tracer is...\It is cloaked in the darkness of night, and little by little,\it draws closer to the train.\And it can change its shape into many things.\What happens when it catches up?\The people, you see... they all disappear... response:	Starting with the rear of the train,
context: Oh, Jacuzzi, you don't know?\The Rail Tracer is...\It is cloaked in the darkness of night, and little by little,\it draws closer to the train.\And it can change its shape into many things.\What happens when it catches up?\The people, you see... they all disappear...\Starting with the rear of the train, response:	gradually, one at a time...
context: The Rail Tracer is...\It is cloaked in the darkness of night, and little by little,\it draws closer to the train.\And it can change its shape into many things.\What happens when it catches up?\The people, you see... they all disappear...\Starting with the rear of the train,\gradually, one at a time... response:	Until finally, everyone is gone...
context: It is cloaked in the darkness of night, and little by little,\it draws closer to the train.\And it can change its shape into many things.\What happens when it catches up?\The people, you see... they all disappear...\Starting with the rear of the train,\gradually, one at a time...\Until finally, everyone is gone... response:	And the very existence of that train just vanishes...
context: it draws closer to the train.\And it can change its shape into many things.\What happens when it catches up?\The people, you see... they all disappear...\Starting with the rear of the train,\gradually, one at a time...\Until finally, everyone is gone...\And the very existence of that train just vanishes... response:	Ha, that's ridiculous.
context: And it can change its shape into many things.\What happens when it catches up?\The people, you see... they all disappear...\Starting with the rear of the train,\gradually, one at a time...\Until finally, everyone is gone...\And the very existence of that train just vanishes...\Ha, that's ridiculous. response:	But what's even more frightening...
context: What happens when it catches up?\The people, you see... they all disappear...\Starting with the rear of the train,\gradually, one at a time...\Until finally, everyone is gone...\And the very existence of that train just vanishes...\Ha, that's ridiculous.\But what's even more frightening... response:	More frightening...
context: The people, you see... they all disappear...\Starting with the rear of the train,\gradually, one at a time...\Until finally, everyone is gone...\And the very existence of that train just vanishes...\Ha, that's ridiculous.\But what's even more frightening...\More frightening... response:	When you tell this story on a train,
context: Starting with the rear of the train,\gradually, one at a time...\Until finally, everyone is gone...\And the very existence of that train just vanishes...\Ha, that's ridiculous.\But what's even more frightening...\More frightening...\When you tell this story on a train, response:	it comes to that train, too.
context: gradually, one at a time...\Until finally, everyone is gone...\And the very existence of that train just vanishes...\Ha, that's ridiculous.\But what's even more frightening...\More frightening...\When you tell this story on a train,\it comes to that train, too. response:	The Rail Tracer!!
context: Until finally, everyone is gone...\And the very existence of that train just vanishes...\Ha, that's ridiculous.\But what's even more frightening...\More frightening...\When you tell this story on a train,\it comes to that train, too.\The Rail Tracer!! response:	T-This is terrible! We're gonna get wiped out!
context: And the very existence of that train just vanishes...\Ha, that's ridiculous.\But what's even more frightening...\More frightening...\When you tell this story on a train,\it comes to that train, too.\The Rail Tracer!!\T-This is terrible! We're gonna get wiped out! response:	Take it easy, Jacuzzi.
context: Ha, that's ridiculous.\But what's even more frightening...\More frightening...\When you tell this story on a train,\it comes to that train, too.\The Rail Tracer!!\T-This is terrible! We're gonna get wiped out!\Take it easy, Jacuzzi. response:	There is one way to keep the Rail Tracer from coming here.
context: But what's even more frightening...\More frightening...\When you tell this story on a train,\it comes to that train, too.\The Rail Tracer!!\T-This is terrible! We're gonna get wiped out!\Take it easy, Jacuzzi.\There is one way to keep the Rail Tracer from coming here. response:	Only one?
context: More frightening...\When you tell this story on a train,\it comes to that train, too.\The Rail Tracer!!\T-This is terrible! We're gonna get wiped out!\Take it easy, Jacuzzi.\There is one way to keep the Rail Tracer from coming here.\Only one? response:	Yes. And that is...
context: When you tell this story on a train,\it comes to that train, too.\The Rail Tracer!!\T-This is terrible! We're gonna get wiped out!\Take it easy, Jacuzzi.\There is one way to keep the Rail Tracer from coming here.\Only one?\Yes. And that is... response:	Oh, just a minute. It's time.
context: it comes to that train, too.\The Rail Tracer!!\T-This is terrible! We're gonna get wiped out!\Take it easy, Jacuzzi.\There is one way to keep the Rail Tracer from coming here.\Only one?\Yes. And that is...\Oh, just a minute. It's time. response:	It's time.
context: The Rail Tracer!!\T-This is terrible! We're gonna get wiped out!\Take it easy, Jacuzzi.\There is one way to keep the Rail Tracer from coming here.\Only one?\Yes. And that is...\Oh, just a minute. It's time.\It's time. response:	Split up into teams of three, as planned, and get to work.
context: T-This is terrible! We're gonna get wiped out!\Take it easy, Jacuzzi.\There is one way to keep the Rail Tracer from coming here.\Only one?\Yes. And that is...\Oh, just a minute. It's time.\It's time.\Split up into teams of three, as planned, and get to work. response:	So, um, in order to be spared, you see...
context: Take it easy, Jacuzzi.\There is one way to keep the Rail Tracer from coming here.\Only one?\Yes. And that is...\Oh, just a minute. It's time.\It's time.\Split up into teams of three, as planned, and get to work.\So, um, in order to be spared, you see... response:	I know of a similar sort of story.
context: There is one way to keep the Rail Tracer from coming here.\Only one?\Yes. And that is...\Oh, just a minute. It's time.\It's time.\Split up into teams of three, as planned, and get to work.\So, um, in order to be spared, you see...\I know of a similar sort of story. response:	And you want to swap ways to be saved, right?
context: Only one?\Yes. And that is...\Oh, just a minute. It's time.\It's time.\Split up into teams of three, as planned, and get to work.\So, um, in order to be spared, you see...\I know of a similar sort of story.\And you want to swap ways to be saved, right? response:	Oh, it's a simple story.
context: Yes. And that is...\Oh, just a minute. It's time.\It's time.\Split up into teams of three, as planned, and get to work.\So, um, in order to be spared, you see...\I know of a similar sort of story.\And you want to swap ways to be saved, right?\Oh, it's a simple story. response:	A story about the ghosts they call Lemures.
context: Oh, just a minute. It's time.\It's time.\Split up into teams of three, as planned, and get to work.\So, um, in order to be spared, you see...\I know of a similar sort of story.\And you want to swap ways to be saved, right?\Oh, it's a simple story.\A story about the ghosts they call Lemures. response:	We no longer have any blood relatives.
context: It's time.\Split up into teams of three, as planned, and get to work.\So, um, in order to be spared, you see...\I know of a similar sort of story.\And you want to swap ways to be saved, right?\Oh, it's a simple story.\A story about the ghosts they call Lemures.\We no longer have any blood relatives. response:	All we have is our allegiance to Master Huey Laforet.
context: Split up into teams of three, as planned, and get to work.\So, um, in order to be spared, you see...\I know of a similar sort of story.\And you want to swap ways to be saved, right?\Oh, it's a simple story.\A story about the ghosts they call Lemures.\We no longer have any blood relatives.\All we have is our allegiance to Master Huey Laforet. response:	Our earnest wish is to transcend both life and death,
context: So, um, in order to be spared, you see...\I know of a similar sort of story.\And you want to swap ways to be saved, right?\Oh, it's a simple story.\A story about the ghosts they call Lemures.\We no longer have any blood relatives.\All we have is our allegiance to Master Huey Laforet.\Our earnest wish is to transcend both life and death, response:	and ultimately become one with Huey, who has obtained eternal life!
context: I know of a similar sort of story.\And you want to swap ways to be saved, right?\Oh, it's a simple story.\A story about the ghosts they call Lemures.\We no longer have any blood relatives.\All we have is our allegiance to Master Huey Laforet.\Our earnest wish is to transcend both life and death,\and ultimately become one with Huey, who has obtained eternal life! response:	We are the Lemures.
