context: Ryu! response:	So much force!
context: What's he thinking?\A fast attack's only effective if they can't see it coming,\but he just revealed the plan to them.\How can shrimpy take them on now? There's no way.\That's true.\We'll block him for sure.\You might be right, if he has to confront them head-on.\Right? We'd better, after that speech. response:	Damn you, Kageyama, what was that for?
context: A fast attack's only effective if they can't see it coming,\but he just revealed the plan to them.\How can shrimpy take them on now? There's no way.\That's true.\We'll block him for sure.\You might be right, if he has to confront them head-on.\Right? We'd better, after that speech.\Damn you, Kageyama, what was that for? response:	What's the point of telling them our next move?
context: but he just revealed the plan to them.\How can shrimpy take them on now? There's no way.\That's true.\We'll block him for sure.\You might be right, if he has to confront them head-on.\Right? We'd better, after that speech.\Damn you, Kageyama, what was that for?\What's the point of telling them our next move? response:	There's no way I can break through all these tall blockers.
context: How can shrimpy take them on now? There's no way.\That's true.\We'll block him for sure.\You might be right, if he has to confront them head-on.\Right? We'd better, after that speech.\Damn you, Kageyama, what was that for?\What's the point of telling them our next move?\There's no way I can break through all these tall blockers. response:	Right now...
context: That's true.\We'll block him for sure.\You might be right, if he has to confront them head-on.\Right? We'd better, after that speech.\Damn you, Kageyama, what was that for?\What's the point of telling them our next move?\There's no way I can break through all these tall blockers.\Right now... response:	You can jump well, and you're fast, but you're lousy overall.
context: We'll block him for sure.\You might be right, if he has to confront them head-on.\Right? We'd better, after that speech.\Damn you, Kageyama, what was that for?\What's the point of telling them our next move?\There's no way I can break through all these tall blockers.\Right now...\You can jump well, and you're fast, but you're lousy overall. response:	You'll never be an ace, the pillar of the team.
context: You might be right, if he has to confront them head-on.\Right? We'd better, after that speech.\Damn you, Kageyama, what was that for?\What's the point of telling them our next move?\There's no way I can break through all these tall blockers.\Right now...\You can jump well, and you're fast, but you're lousy overall.\You'll never be an ace, the pillar of the team. response:	Hey.
context: Right? We'd better, after that speech.\Damn you, Kageyama, what was that for?\What's the point of telling them our next move?\There's no way I can break through all these tall blockers.\Right now...\You can jump well, and you're fast, but you're lousy overall.\You'll never be an ace, the pillar of the team.\Hey. response:	That's going a little...
context: Damn you, Kageyama, what was that for?\What's the point of telling them our next move?\There's no way I can break through all these tall blockers.\Right now...\You can jump well, and you're fast, but you're lousy overall.\You'll never be an ace, the pillar of the team.\Hey.\That's going a little... response:	But!
context: What's the point of telling them our next move?\There's no way I can break through all these tall blockers.\Right now...\You can jump well, and you're fast, but you're lousy overall.\You'll never be an ace, the pillar of the team.\Hey.\That's going a little...\But! response:	As long as I'm here, you're invincible.
context: There's no way I can break through all these tall blockers.\Right now...\You can jump well, and you're fast, but you're lousy overall.\You'll never be an ace, the pillar of the team.\Hey.\That's going a little...\But!\As long as I'm here, you're invincible. response:	Huh?
context: Right now...\You can jump well, and you're fast, but you're lousy overall.\You'll never be an ace, the pillar of the team.\Hey.\That's going a little...\But!\As long as I'm here, you're invincible.\Huh? response:	Azumane-san's spike has awesome power. He can slam past three blockers.
context: You can jump well, and you're fast, but you're lousy overall.\You'll never be an ace, the pillar of the team.\Hey.\That's going a little...\But!\As long as I'm here, you're invincible.\Huh?\Azumane-san's spike has awesome power. He can slam past three blockers. response:	Well, not every time...
context: You'll never be an ace, the pillar of the team.\Hey.\That's going a little...\But!\As long as I'm here, you're invincible.\Huh?\Azumane-san's spike has awesome power. He can slam past three blockers.\Well, not every time... response:	Don't get so rattled!
context: Hey.\That's going a little...\But!\As long as I'm here, you're invincible.\Huh?\Azumane-san's spike has awesome power. He can slam past three blockers.\Well, not every time...\Don't get so rattled! response:	So how about you, then?
context: That's going a little...\But!\As long as I'm here, you're invincible.\Huh?\Azumane-san's spike has awesome power. He can slam past three blockers.\Well, not every time...\Don't get so rattled!\So how about you, then? response:	Whenever I toss to you,
context: But!\As long as I'm here, you're invincible.\Huh?\Azumane-san's spike has awesome power. He can slam past three blockers.\Well, not every time...\Don't get so rattled!\So how about you, then?\Whenever I toss to you, response:	do you ever get blocked?
context: As long as I'm here, you're invincible.\Huh?\Azumane-san's spike has awesome power. He can slam past three blockers.\Well, not every time...\Don't get so rattled!\So how about you, then?\Whenever I toss to you,\do you ever get blocked? response:	Nice serve.
context: Huh?\Azumane-san's spike has awesome power. He can slam past three blockers.\Well, not every time...\Don't get so rattled!\So how about you, then?\Whenever I toss to you,\do you ever get blocked?\Nice serve. response:	All right.
context: Azumane-san's spike has awesome power. He can slam past three blockers.\Well, not every time...\Don't get so rattled!\So how about you, then?\Whenever I toss to you,\do you ever get blocked?\Nice serve.\All right. response:	Nice receive.
context: Well, not every time...\Don't get so rattled!\So how about you, then?\Whenever I toss to you,\do you ever get blocked?\Nice serve.\All right.\Nice receive. response:	The blockers are huge...
context: Don't get so rattled!\So how about you, then?\Whenever I toss to you,\do you ever get blocked?\Nice serve.\All right.\Nice receive.\The blockers are huge... response:	Dodge them!
context: So how about you, then?\Whenever I toss to you,\do you ever get blocked?\Nice serve.\All right.\Nice receive.\The blockers are huge...\Dodge them! response:	What else can you do, airhead?
context: Whenever I toss to you,\do you ever get blocked?\Nice serve.\All right.\Nice receive.\The blockers are huge...\Dodge them!\What else can you do, airhead? response:	If I can't break past them...
context: do you ever get blocked?\Nice serve.\All right.\Nice receive.\The blockers are huge...\Dodge them!\What else can you do, airhead?\If I can't break past them... response:	then dodge!
context: Nice serve.\All right.\Nice receive.\The blockers are huge...\Dodge them!\What else can you do, airhead?\If I can't break past them...\then dodge! response:	I don't want to be blocked.
context: All right.\Nice receive.\The blockers are huge...\Dodge them!\What else can you do, airhead?\If I can't break past them...\then dodge!\I don't want to be blocked. response:	I don't want to be stopped.
context: Nice receive.\The blockers are huge...\Dodge them!\What else can you do, airhead?\If I can't break past them...\then dodge!\I don't want to be blocked.\I don't want to be stopped. response:	If there are blockers in front of me, there's no way I can win.
context: The blockers are huge...\Dodge them!\What else can you do, airhead?\If I can't break past them...\then dodge!\I don't want to be blocked.\I don't want to be stopped.\If there are blockers in front of me, there's no way I can win. response:	I don't have fighting power like the ace.
context: Dodge them!\What else can you do, airhead?\If I can't break past them...\then dodge!\I don't want to be blocked.\I don't want to be stopped.\If there are blockers in front of me, there's no way I can win.\I don't have fighting power like the ace. response:	But...
context: What else can you do, airhead?\If I can't break past them...\then dodge!\I don't want to be blocked.\I don't want to be stopped.\If there are blockers in front of me, there's no way I can win.\I don't have fighting power like the ace.\But... response:	As long as I'm here,
context: If I can't break past them...\then dodge!\I don't want to be blocked.\I don't want to be stopped.\If there are blockers in front of me, there's no way I can win.\I don't have fighting power like the ace.\But...\As long as I'm here, response:	you're invincible.
context: then dodge!\I don't want to be blocked.\I don't want to be stopped.\If there are blockers in front of me, there's no way I can win.\I don't have fighting power like the ace.\But...\As long as I'm here,\you're invincible. response:	You're no ace.
context: I don't want to be blocked.\I don't want to be stopped.\If there are blockers in front of me, there's no way I can win.\I don't have fighting power like the ace.\But...\As long as I'm here,\you're invincible.\You're no ace. response:	But with your speed and spring,
context: I don't want to be stopped.\If there are blockers in front of me, there's no way I can win.\I don't have fighting power like the ace.\But...\As long as I'm here,\you're invincible.\You're no ace.\But with your speed and spring, response:	and with my toss, you can face any blocker.
context: If there are blockers in front of me, there's no way I can win.\I don't have fighting power like the ace.\But...\As long as I'm here,\you're invincible.\You're no ace.\But with your speed and spring,\and with my toss, you can face any blocker. response:	The point scored by the ace's slam...
context: I don't have fighting power like the ace.\But...\As long as I'm here,\you're invincible.\You're no ace.\But with your speed and spring,\and with my toss, you can face any blocker.\The point scored by the ace's slam... response:	and the point you scored by dodging...
context: But...\As long as I'm here,\you're invincible.\You're no ace.\But with your speed and spring,\and with my toss, you can face any blocker.\The point scored by the ace's slam...\and the point you scored by dodging... response:	are just one point scored.
context: As long as I'm here,\you're invincible.\You're no ace.\But with your speed and spring,\and with my toss, you can face any blocker.\The point scored by the ace's slam...\and the point you scored by dodging...\are just one point scored. response:	So you don't wear a crown with ace written on it.
context: you're invincible.\You're no ace.\But with your speed and spring,\and with my toss, you can face any blocker.\The point scored by the ace's slam...\and the point you scored by dodging...\are just one point scored.\So you don't wear a crown with ace written on it. response:	All you have to do is score lots of points.
context: You're no ace.\But with your speed and spring,\and with my toss, you can face any blocker.\The point scored by the ace's slam...\and the point you scored by dodging...\are just one point scored.\So you don't wear a crown with ace written on it.\All you have to do is score lots of points. response:	That's why our opponents will mark you.
context: But with your speed and spring,\and with my toss, you can face any blocker.\The point scored by the ace's slam...\and the point you scored by dodging...\are just one point scored.\So you don't wear a crown with ace written on it.\All you have to do is score lots of points.\That's why our opponents will mark you. response:	Plus, by acting as a decoy, you'll free up other spikers.
context: and with my toss, you can face any blocker.\The point scored by the ace's slam...\and the point you scored by dodging...\are just one point scored.\So you don't wear a crown with ace written on it.\All you have to do is score lots of points.\That's why our opponents will mark you.\Plus, by acting as a decoy, you'll free up other spikers. response:	Including the ace.
context: The point scored by the ace's slam...\and the point you scored by dodging...\are just one point scored.\So you don't wear a crown with ace written on it.\All you have to do is score lots of points.\That's why our opponents will mark you.\Plus, by acting as a decoy, you'll free up other spikers.\Including the ace. response:	Right?
context: and the point you scored by dodging...\are just one point scored.\So you don't wear a crown with ace written on it.\All you have to do is score lots of points.\That's why our opponents will mark you.\Plus, by acting as a decoy, you'll free up other spikers.\Including the ace.\Right? response:	Huh? Yeah.
context: are just one point scored.\So you don't wear a crown with ace written on it.\All you have to do is score lots of points.\That's why our opponents will mark you.\Plus, by acting as a decoy, you'll free up other spikers.\Including the ace.\Right?\Huh? Yeah. response:	Yeah, that's right.
context: So you don't wear a crown with ace written on it.\All you have to do is score lots of points.\That's why our opponents will mark you.\Plus, by acting as a decoy, you'll free up other spikers.\Including the ace.\Right?\Huh? Yeah.\Yeah, that's right. response:	You being a decoy makes a huge difference to our success rate.
context: All you have to do is score lots of points.\That's why our opponents will mark you.\Plus, by acting as a decoy, you'll free up other spikers.\Including the ace.\Right?\Huh? Yeah.\Yeah, that's right.\You being a decoy makes a huge difference to our success rate. response:	Do you still think your position is uncool?
context: That's why our opponents will mark you.\Plus, by acting as a decoy, you'll free up other spikers.\Including the ace.\Right?\Huh? Yeah.\Yeah, that's right.\You being a decoy makes a huge difference to our success rate.\Do you still think your position is uncool? response:	I don't.
context: Plus, by acting as a decoy, you'll free up other spikers.\Including the ace.\Right?\Huh? Yeah.\Yeah, that's right.\You being a decoy makes a huge difference to our success rate.\Do you still think your position is uncool?\I don't. response:	Huh?
context: Including the ace.\Right?\Huh? Yeah.\Yeah, that's right.\You being a decoy makes a huge difference to our success rate.\Do you still think your position is uncool?\I don't.\Huh? response:	I don't.
context: Right?\Huh? Yeah.\Yeah, that's right.\You being a decoy makes a huge difference to our success rate.\Do you still think your position is uncool?\I don't.\Huh?\I don't. response:	Good.
context: Huh? Yeah.\Yeah, that's right.\You being a decoy makes a huge difference to our success rate.\Do you still think your position is uncool?\I don't.\Huh?\I don't.\Good. response:	That last slam was amazing.
context: Yeah, that's right.\You being a decoy makes a huge difference to our success rate.\Do you still think your position is uncool?\I don't.\Huh?\I don't.\Good.\That last slam was amazing. response:	I apologize for interrupting practice.
context: You being a decoy makes a huge difference to our success rate.\Do you still think your position is uncool?\I don't.\Huh?\I don't.\Good.\That last slam was amazing.\I apologize for interrupting practice. response:	I apologize.
context: Do you still think your position is uncool?\I don't.\Huh?\I don't.\Good.\That last slam was amazing.\I apologize for interrupting practice.\I apologize. response:	We'll continue the match.
context: I don't.\Huh?\I don't.\Good.\That last slam was amazing.\I apologize for interrupting practice.\I apologize.\We'll continue the match. response:	Thank you very much.
context: Huh?\I don't.\Good.\That last slam was amazing.\I apologize for interrupting practice.\I apologize.\We'll continue the match.\Thank you very much. response:	All right, let's catch up!
context: I don't.\Good.\That last slam was amazing.\I apologize for interrupting practice.\I apologize.\We'll continue the match.\Thank you very much.\All right, let's catch up! response:	Yeah.
context: Good.\That last slam was amazing.\I apologize for interrupting practice.\I apologize.\We'll continue the match.\Thank you very much.\All right, let's catch up!\Yeah. response:	Sensei.
context: That last slam was amazing.\I apologize for interrupting practice.\I apologize.\We'll continue the match.\Thank you very much.\All right, let's catch up!\Yeah.\Sensei. response:	The last one was successful, but don't repeat the same movement.
context: I apologize for interrupting practice.\I apologize.\We'll continue the match.\Thank you very much.\All right, let's catch up!\Yeah.\Sensei.\The last one was successful, but don't repeat the same movement. response:	Those two...
context: I apologize.\We'll continue the match.\Thank you very much.\All right, let's catch up!\Yeah.\Sensei.\The last one was successful, but don't repeat the same movement.\Those two... response:	You mean Hinata-kun and Kageyama-kun?
context: We'll continue the match.\Thank you very much.\All right, let's catch up!\Yeah.\Sensei.\The last one was successful, but don't repeat the same movement.\Those two...\You mean Hinata-kun and Kageyama-kun? response:	Are they from the same junior high?
context: Thank you very much.\All right, let's catch up!\Yeah.\Sensei.\The last one was successful, but don't repeat the same movement.\Those two...\You mean Hinata-kun and Kageyama-kun?\Are they from the same junior high? response:	Or are they childhood friends from elementary school?
context: All right, let's catch up!\Yeah.\Sensei.\The last one was successful, but don't repeat the same movement.\Those two...\You mean Hinata-kun and Kageyama-kun?\Are they from the same junior high?\Or are they childhood friends from elementary school? response:	Oh, no. They just got acquainted recently.
context: Yeah.\Sensei.\The last one was successful, but don't repeat the same movement.\Those two...\You mean Hinata-kun and Kageyama-kun?\Are they from the same junior high?\Or are they childhood friends from elementary school?\Oh, no. They just got acquainted recently. response:	They didn't get along at first. I heard they were a handful.
context: Sensei.\The last one was successful, but don't repeat the same movement.\Those two...\You mean Hinata-kun and Kageyama-kun?\Are they from the same junior high?\Or are they childhood friends from elementary school?\Oh, no. They just got acquainted recently.\They didn't get along at first. I heard they were a handful. response:	Ukai-kun?
context: The last one was successful, but don't repeat the same movement.\Those two...\You mean Hinata-kun and Kageyama-kun?\Are they from the same junior high?\Or are they childhood friends from elementary school?\Oh, no. They just got acquainted recently.\They didn't get along at first. I heard they were a handful.\Ukai-kun? response:	How cruel.
context: Those two...\You mean Hinata-kun and Kageyama-kun?\Are they from the same junior high?\Or are they childhood friends from elementary school?\Oh, no. They just got acquainted recently.\They didn't get along at first. I heard they were a handful.\Ukai-kun?\How cruel. response:	All right.
context: You mean Hinata-kun and Kageyama-kun?\Are they from the same junior high?\Or are they childhood friends from elementary school?\Oh, no. They just got acquainted recently.\They didn't get along at first. I heard they were a handful.\Ukai-kun?\How cruel.\All right. response:	Neighborhood Assoc. Karasuno
context: Are they from the same junior high?\Or are they childhood friends from elementary school?\Oh, no. They just got acquainted recently.\They didn't get along at first. I heard they were a handful.\Ukai-kun?\How cruel.\All right.\Neighborhood Assoc. Karasuno response:	These high schoolers are pretty good.
context: Or are they childhood friends from elementary school?\Oh, no. They just got acquainted recently.\They didn't get along at first. I heard they were a handful.\Ukai-kun?\How cruel.\All right.\Neighborhood Assoc. Karasuno\These high schoolers are pretty good. response:	They make us old guys play for real.
context: Oh, no. They just got acquainted recently.\They didn't get along at first. I heard they were a handful.\Ukai-kun?\How cruel.\All right.\Neighborhood Assoc. Karasuno\These high schoolers are pretty good.\They make us old guys play for real. response:	Jump floater?
context: They didn't get along at first. I heard they were a handful.\Ukai-kun?\How cruel.\All right.\Neighborhood Assoc. Karasuno\These high schoolers are pretty good.\They make us old guys play for real.\Jump floater? response:	Hinata.
context: Ukai-kun?\How cruel.\All right.\Neighborhood Assoc. Karasuno\These high schoolers are pretty good.\They make us old guys play for real.\Jump floater?\Hinata. response:	Got it.
context: How cruel.\All right.\Neighborhood Assoc. Karasuno\These high schoolers are pretty good.\They make us old guys play for real.\Jump floater?\Hinata.\Got it. response:	All right.
context: All right.\Neighborhood Assoc. Karasuno\These high schoolers are pretty good.\They make us old guys play for real.\Jump floater?\Hinata.\Got it.\All right. response:	Take that.
context: Neighborhood Assoc. Karasuno\These high schoolers are pretty good.\They make us old guys play for real.\Jump floater?\Hinata.\Got it.\All right.\Take that. response:	How immature.
context: These high schoolers are pretty good.\They make us old guys play for real.\Jump floater?\Hinata.\Got it.\All right.\Take that.\How immature. response:	What was that?
context: They make us old guys play for real.\Jump floater?\Hinata.\Got it.\All right.\Take that.\How immature.\What was that? response:	That didn't look like a particularly forceful serve.
context: Jump floater?\Hinata.\Got it.\All right.\Take that.\How immature.\What was that?\That didn't look like a particularly forceful serve. response:	It's a jump floater serve.
context: Hinata.\Got it.\All right.\Take that.\How immature.\What was that?\That didn't look like a particularly forceful serve.\It's a jump floater serve. response:	By hitting the ball so it doesn't spin, it wobbles in its path.
context: Got it.\All right.\Take that.\How immature.\What was that?\That didn't look like a particularly forceful serve.\It's a jump floater serve.\By hitting the ball so it doesn't spin, it wobbles in its path. response:	It'll suddenly turn, or drop.
context: All right.\Take that.\How immature.\What was that?\That didn't look like a particularly forceful serve.\It's a jump floater serve.\By hitting the ball so it doesn't spin, it wobbles in its path.\It'll suddenly turn, or drop. response:	It's like a secret weapon. That's awesome.
context: Take that.\How immature.\What was that?\That didn't look like a particularly forceful serve.\It's a jump floater serve.\By hitting the ball so it doesn't spin, it wobbles in its path.\It'll suddenly turn, or drop.\It's like a secret weapon. That's awesome. response:	Yamaguchi, the score.
context: How immature.\What was that?\That didn't look like a particularly forceful serve.\It's a jump floater serve.\By hitting the ball so it doesn't spin, it wobbles in its path.\It'll suddenly turn, or drop.\It's like a secret weapon. That's awesome.\Yamaguchi, the score. response:	Oh, s-sorry.
context: What was that?\That didn't look like a particularly forceful serve.\It's a jump floater serve.\By hitting the ball so it doesn't spin, it wobbles in its path.\It'll suddenly turn, or drop.\It's like a secret weapon. That's awesome.\Yamaguchi, the score.\Oh, s-sorry. response:	One more!
context: That didn't look like a particularly forceful serve.\It's a jump floater serve.\By hitting the ball so it doesn't spin, it wobbles in its path.\It'll suddenly turn, or drop.\It's like a secret weapon. That's awesome.\Yamaguchi, the score.\Oh, s-sorry.\One more! response:	Neighborhood Assoc. Karasuno
context: It's a jump floater serve.\By hitting the ball so it doesn't spin, it wobbles in its path.\It'll suddenly turn, or drop.\It's like a secret weapon. That's awesome.\Yamaguchi, the score.\Oh, s-sorry.\One more!\Neighborhood Assoc. Karasuno response:	All right.
context: By hitting the ball so it doesn't spin, it wobbles in its path.\It'll suddenly turn, or drop.\It's like a secret weapon. That's awesome.\Yamaguchi, the score.\Oh, s-sorry.\One more!\Neighborhood Assoc. Karasuno\All right. response:	That's four points in a row.
context: It'll suddenly turn, or drop.\It's like a secret weapon. That's awesome.\Yamaguchi, the score.\Oh, s-sorry.\One more!\Neighborhood Assoc. Karasuno\All right.\That's four points in a row. response:	The first-year duo's attack is amazing, but receiving is a problem.
context: It's like a secret weapon. That's awesome.\Yamaguchi, the score.\Oh, s-sorry.\One more!\Neighborhood Assoc. Karasuno\All right.\That's four points in a row.\The first-year duo's attack is amazing, but receiving is a problem. response:	Especially the first and second-years.
context: Yamaguchi, the score.\Oh, s-sorry.\One more!\Neighborhood Assoc. Karasuno\All right.\That's four points in a row.\The first-year duo's attack is amazing, but receiving is a problem.\Especially the first and second-years. response:	This is mine, in one shot.
context: Oh, s-sorry.\One more!\Neighborhood Assoc. Karasuno\All right.\That's four points in a row.\The first-year duo's attack is amazing, but receiving is a problem.\Especially the first and second-years.\This is mine, in one shot. response:	Nice receive.
context: One more!\Neighborhood Assoc. Karasuno\All right.\That's four points in a row.\The first-year duo's attack is amazing, but receiving is a problem.\Especially the first and second-years.\This is mine, in one shot.\Nice receive. response:	You won't get away with it this time, shrimp.
context: Neighborhood Assoc. Karasuno\All right.\That's four points in a row.\The first-year duo's attack is amazing, but receiving is a problem.\Especially the first and second-years.\This is mine, in one shot.\Nice receive.\You won't get away with it this time, shrimp. response:	We got it!
context: All right.\That's four points in a row.\The first-year duo's attack is amazing, but receiving is a problem.\Especially the first and second-years.\This is mine, in one shot.\Nice receive.\You won't get away with it this time, shrimp.\We got it! response:	Crap.
context: That's four points in a row.\The first-year duo's attack is amazing, but receiving is a problem.\Especially the first and second-years.\This is mine, in one shot.\Nice receive.\You won't get away with it this time, shrimp.\We got it!\Crap. response:	Long time no see.
context: The first-year duo's attack is amazing, but receiving is a problem.\Especially the first and second-years.\This is mine, in one shot.\Nice receive.\You won't get away with it this time, shrimp.\We got it!\Crap.\Long time no see. response:	Nice, Nishinoya.
context: Especially the first and second-years.\This is mine, in one shot.\Nice receive.\You won't get away with it this time, shrimp.\We got it!\Crap.\Long time no see.\Nice, Nishinoya. response:	Suga.
context: This is mine, in one shot.\Nice receive.\You won't get away with it this time, shrimp.\We got it!\Crap.\Long time no see.\Nice, Nishinoya.\Suga. response:	Asahi.
context: Nice receive.\You won't get away with it this time, shrimp.\We got it!\Crap.\Long time no see.\Nice, Nishinoya.\Suga.\Asahi. response:	Neighborhood Assoc. Karasuno
context: You won't get away with it this time, shrimp.\We got it!\Crap.\Long time no see.\Nice, Nishinoya.\Suga.\Asahi.\Neighborhood Assoc. Karasuno response:	Damn. Sorry, Hinata. I was totally free, too.
context: We got it!\Crap.\Long time no see.\Nice, Nishinoya.\Suga.\Asahi.\Neighborhood Assoc. Karasuno\Damn. Sorry, Hinata. I was totally free, too. response:	Oh, no...
context: Crap.\Long time no see.\Nice, Nishinoya.\Suga.\Asahi.\Neighborhood Assoc. Karasuno\Damn. Sorry, Hinata. I was totally free, too.\Oh, no... response:	But that was awesome.
context: Long time no see.\Nice, Nishinoya.\Suga.\Asahi.\Neighborhood Assoc. Karasuno\Damn. Sorry, Hinata. I was totally free, too.\Oh, no...\But that was awesome. response:	You splendidly led all of us. You kind of make me jealous.
context: Nice, Nishinoya.\Suga.\Asahi.\Neighborhood Assoc. Karasuno\Damn. Sorry, Hinata. I was totally free, too.\Oh, no...\But that was awesome.\You splendidly led all of us. You kind of make me jealous. response:	I'm counting on you.
context: Suga.\Asahi.\Neighborhood Assoc. Karasuno\Damn. Sorry, Hinata. I was totally free, too.\Oh, no...\But that was awesome.\You splendidly led all of us. You kind of make me jealous.\I'm counting on you. response:	Y-Yeah.
context: Asahi.\Neighborhood Assoc. Karasuno\Damn. Sorry, Hinata. I was totally free, too.\Oh, no...\But that was awesome.\You splendidly led all of us. You kind of make me jealous.\I'm counting on you.\Y-Yeah. response:	Well, if nothing else, we sure got to relive our youth.
context: Neighborhood Assoc. Karasuno\Damn. Sorry, Hinata. I was totally free, too.\Oh, no...\But that was awesome.\You splendidly led all of us. You kind of make me jealous.\I'm counting on you.\Y-Yeah.\Well, if nothing else, we sure got to relive our youth. response:	Call the toss, ace! That kind of stuff.
context: Damn. Sorry, Hinata. I was totally free, too.\Oh, no...\But that was awesome.\You splendidly led all of us. You kind of make me jealous.\I'm counting on you.\Y-Yeah.\Well, if nothing else, we sure got to relive our youth.\Call the toss, ace! That kind of stuff. response:	Youth is great, isn't it?
context: Oh, no...\But that was awesome.\You splendidly led all of us. You kind of make me jealous.\I'm counting on you.\Y-Yeah.\Well, if nothing else, we sure got to relive our youth.\Call the toss, ace! That kind of stuff.\Youth is great, isn't it? response:	As long as I'm here, you're invincible! I wish I could say that.
context: But that was awesome.\You splendidly led all of us. You kind of make me jealous.\I'm counting on you.\Y-Yeah.\Well, if nothing else, we sure got to relive our youth.\Call the toss, ace! That kind of stuff.\Youth is great, isn't it?\As long as I'm here, you're invincible! I wish I could say that. response:	High schoolers are awesome!
context: You splendidly led all of us. You kind of make me jealous.\I'm counting on you.\Y-Yeah.\Well, if nothing else, we sure got to relive our youth.\Call the toss, ace! That kind of stuff.\Youth is great, isn't it?\As long as I'm here, you're invincible! I wish I could say that.\High schoolers are awesome! response:	You guys make us old folk feel left behind.
context: I'm counting on you.\Y-Yeah.\Well, if nothing else, we sure got to relive our youth.\Call the toss, ace! That kind of stuff.\Youth is great, isn't it?\As long as I'm here, you're invincible! I wish I could say that.\High schoolers are awesome!\You guys make us old folk feel left behind. response:	S-Sorry.
context: Y-Yeah.\Well, if nothing else, we sure got to relive our youth.\Call the toss, ace! That kind of stuff.\Youth is great, isn't it?\As long as I'm here, you're invincible! I wish I could say that.\High schoolers are awesome!\You guys make us old folk feel left behind.\S-Sorry. response:	guys have a long way to go, but when you pull it together,
context: Well, if nothing else, we sure got to relive our youth.\Call the toss, ace! That kind of stuff.\Youth is great, isn't it?\As long as I'm here, you're invincible! I wish I could say that.\High schoolers are awesome!\You guys make us old folk feel left behind.\S-Sorry.\guys have a long way to go, but when you pull it together, response:	you'll probably go far.
context: Call the toss, ace! That kind of stuff.\Youth is great, isn't it?\As long as I'm here, you're invincible! I wish I could say that.\High schoolers are awesome!\You guys make us old folk feel left behind.\S-Sorry.\guys have a long way to go, but when you pull it together,\you'll probably go far. response:	Thank you very much.
context: Youth is great, isn't it?\As long as I'm here, you're invincible! I wish I could say that.\High schoolers are awesome!\You guys make us old folk feel left behind.\S-Sorry.\guys have a long way to go, but when you pull it together,\you'll probably go far.\Thank you very much. response:	Thank you!
context: As long as I'm here, you're invincible! I wish I could say that.\High schoolers are awesome!\You guys make us old folk feel left behind.\S-Sorry.\guys have a long way to go, but when you pull it together,\you'll probably go far.\Thank you very much.\Thank you! response:	Anyway...
context: High schoolers are awesome!\You guys make us old folk feel left behind.\S-Sorry.\guys have a long way to go, but when you pull it together,\you'll probably go far.\Thank you very much.\Thank you!\Anyway... response:	Receiving. We're nothing if we can't receive.
context: You guys make us old folk feel left behind.\S-Sorry.\guys have a long way to go, but when you pull it together,\you'll probably go far.\Thank you very much.\Thank you!\Anyway...\Receiving. We're nothing if we can't receive. response:	Starting tomorrow, you've got rigorous training ahead.
context: S-Sorry.\guys have a long way to go, but when you pull it together,\you'll probably go far.\Thank you very much.\Thank you!\Anyway...\Receiving. We're nothing if we can't receive.\Starting tomorrow, you've got rigorous training ahead. response:	Yeah.
context: guys have a long way to go, but when you pull it together,\you'll probably go far.\Thank you very much.\Thank you!\Anyway...\Receiving. We're nothing if we can't receive.\Starting tomorrow, you've got rigorous training ahead.\Yeah. response:	Thanks.
context: you'll probably go far.\Thank you very much.\Thank you!\Anyway...\Receiving. We're nothing if we can't receive.\Starting tomorrow, you've got rigorous training ahead.\Yeah.\Thanks. response:	Thanks.
context: Thank you very much.\Thank you!\Anyway...\Receiving. We're nothing if we can't receive.\Starting tomorrow, you've got rigorous training ahead.\Yeah.\Thanks.\Thanks. response:	And don't forget to stretch.
context: Thank you!\Anyway...\Receiving. We're nothing if we can't receive.\Starting tomorrow, you've got rigorous training ahead.\Yeah.\Thanks.\Thanks.\And don't forget to stretch. response:	Stretches!
context: Anyway...\Receiving. We're nothing if we can't receive.\Starting tomorrow, you've got rigorous training ahead.\Yeah.\Thanks.\Thanks.\And don't forget to stretch.\Stretches! response:	Yeah.
context: Receiving. We're nothing if we can't receive.\Starting tomorrow, you've got rigorous training ahead.\Yeah.\Thanks.\Thanks.\And don't forget to stretch.\Stretches!\Yeah. response:	Take your time.
context: Starting tomorrow, you've got rigorous training ahead.\Yeah.\Thanks.\Thanks.\And don't forget to stretch.\Stretches!\Yeah.\Take your time. response:	Was the receiving that bad?
context: Yeah.\Thanks.\Thanks.\And don't forget to stretch.\Stretches!\Yeah.\Take your time.\Was the receiving that bad? response:	So bad you're sighing?
context: Thanks.\Thanks.\And don't forget to stretch.\Stretches!\Yeah.\Take your time.\Was the receiving that bad?\So bad you're sighing? response:	No, I'll come back to that later.
context: Thanks.\And don't forget to stretch.\Stretches!\Yeah.\Take your time.\Was the receiving that bad?\So bad you're sighing?\No, I'll come back to that later. response:	Back in the day when I'd wait to be picked as player, I didn't even realize
context: And don't forget to stretch.\Stretches!\Yeah.\Take your time.\Was the receiving that bad?\So bad you're sighing?\No, I'll come back to that later.\Back in the day when I'd wait to be picked as player, I didn't even realize response:	that it isn't easy being the picker.
context: Stretches!\Yeah.\Take your time.\Was the receiving that bad?\So bad you're sighing?\No, I'll come back to that later.\Back in the day when I'd wait to be picked as player, I didn't even realize\that it isn't easy being the picker. response:	Equipment Room
