context: Higashinohashi High School response:	Well then, any suggestions for the cultural festival next month?
context: I-I see! You're right!\Hey!\Let's get going.\Sure.\I guess I should probably change first.\No! Stay as you are! Let's go with you as Shion!\The Usual\You two, advertise the cafe for us! response:	Here, take these.
context: Hey!\Let's get going.\Sure.\I guess I should probably change first.\No! Stay as you are! Let's go with you as Shion!\The Usual\You two, advertise the cafe for us!\Here, take these. response:	Huh?
context: Let's get going.\Sure.\I guess I should probably change first.\No! Stay as you are! Let's go with you as Shion!\The Usual\You two, advertise the cafe for us!\Here, take these.\Huh? response:	2-A Cosplay Cafe Open for Business
context: Sure.\I guess I should probably change first.\No! Stay as you are! Let's go with you as Shion!\The Usual\You two, advertise the cafe for us!\Here, take these.\Huh?\2-A Cosplay Cafe Open for Business response:	Can I take a pic?!
context: I guess I should probably change first.\No! Stay as you are! Let's go with you as Shion!\The Usual\You two, advertise the cafe for us!\Here, take these.\Huh?\2-A Cosplay Cafe Open for Business\Can I take a pic?! response:	Me, too!
context: No! Stay as you are! Let's go with you as Shion!\The Usual\You two, advertise the cafe for us!\Here, take these.\Huh?\2-A Cosplay Cafe Open for Business\Can I take a pic?!\Me, too! response:	Give me a flyer, Maid-san!
context: The Usual\You two, advertise the cafe for us!\Here, take these.\Huh?\2-A Cosplay Cafe Open for Business\Can I take a pic?!\Me, too!\Give me a flyer, Maid-san! response:	They're nowhere close to being alone together.
context: You two, advertise the cafe for us!\Here, take these.\Huh?\2-A Cosplay Cafe Open for Business\Can I take a pic?!\Me, too!\Give me a flyer, Maid-san!\They're nowhere close to being alone together. response:	I guess that's a relief.
context: Here, take these.\Huh?\2-A Cosplay Cafe Open for Business\Can I take a pic?!\Me, too!\Give me a flyer, Maid-san!\They're nowhere close to being alone together.\I guess that's a relief. response:	Damn, our time's gonna end before we know it.
context: Huh?\2-A Cosplay Cafe Open for Business\Can I take a pic?!\Me, too!\Give me a flyer, Maid-san!\They're nowhere close to being alone together.\I guess that's a relief.\Damn, our time's gonna end before we know it. response:	PC Club's Special Event Purikura Corner
context: 2-A Cosplay Cafe Open for Business\Can I take a pic?!\Me, too!\Give me a flyer, Maid-san!\They're nowhere close to being alone together.\I guess that's a relief.\Damn, our time's gonna end before we know it.\PC Club's Special Event Purikura Corner response:	Serinuma, this way!
context: Can I take a pic?!\Me, too!\Give me a flyer, Maid-san!\They're nowhere close to being alone together.\I guess that's a relief.\Damn, our time's gonna end before we know it.\PC Club's Special Event Purikura Corner\Serinuma, this way! response:	Okay, here you are!
context: Me, too!\Give me a flyer, Maid-san!\They're nowhere close to being alone together.\I guess that's a relief.\Damn, our time's gonna end before we know it.\PC Club's Special Event Purikura Corner\Serinuma, this way!\Okay, here you are! response:	Thanks.
context: Give me a flyer, Maid-san!\They're nowhere close to being alone together.\I guess that's a relief.\Damn, our time's gonna end before we know it.\PC Club's Special Event Purikura Corner\Serinuma, this way!\Okay, here you are!\Thanks. response:	Kae's Wish
context: They're nowhere close to being alone together.\I guess that's a relief.\Damn, our time's gonna end before we know it.\PC Club's Special Event Purikura Corner\Serinuma, this way!\Okay, here you are!\Thanks.\Kae's Wish response:	Amazing!
context: I guess that's a relief.\Damn, our time's gonna end before we know it.\PC Club's Special Event Purikura Corner\Serinuma, this way!\Okay, here you are!\Thanks.\Kae's Wish\Amazing! response:	Amazing?
context: Damn, our time's gonna end before we know it.\PC Club's Special Event Purikura Corner\Serinuma, this way!\Okay, here you are!\Thanks.\Kae's Wish\Amazing!\Amazing? response:	Yeah. To think I'd get to have a picture with Shion...
context: PC Club's Special Event Purikura Corner\Serinuma, this way!\Okay, here you are!\Thanks.\Kae's Wish\Amazing!\Amazing?\Yeah. To think I'd get to have a picture with Shion... response:	I'm so happy.
context: Serinuma, this way!\Okay, here you are!\Thanks.\Kae's Wish\Amazing!\Amazing?\Yeah. To think I'd get to have a picture with Shion...\I'm so happy. response:	That right? That's good.
context: Okay, here you are!\Thanks.\Kae's Wish\Amazing!\Amazing?\Yeah. To think I'd get to have a picture with Shion...\I'm so happy.\That right? That's good. response:	But, you know...
context: Thanks.\Kae's Wish\Amazing!\Amazing?\Yeah. To think I'd get to have a picture with Shion...\I'm so happy.\That right? That's good.\But, you know... response:	I'm a real, live man. Don't forget that.
context: Kae's Wish\Amazing!\Amazing?\Yeah. To think I'd get to have a picture with Shion...\I'm so happy.\That right? That's good.\But, you know...\I'm a real, live man. Don't forget that. response:	Um...
context: Amazing!\Amazing?\Yeah. To think I'd get to have a picture with Shion...\I'm so happy.\That right? That's good.\But, you know...\I'm a real, live man. Don't forget that.\Um... response:	Sorry, it's time.
context: Amazing?\Yeah. To think I'd get to have a picture with Shion...\I'm so happy.\That right? That's good.\But, you know...\I'm a real, live man. Don't forget that.\Um...\Sorry, it's time. response:	Get a clue, Senpai!
context: Yeah. To think I'd get to have a picture with Shion...\I'm so happy.\That right? That's good.\But, you know...\I'm a real, live man. Don't forget that.\Um...\Sorry, it's time.\Get a clue, Senpai! response:	But your time's up, and we promised.
context: I'm so happy.\That right? That's good.\But, you know...\I'm a real, live man. Don't forget that.\Um...\Sorry, it's time.\Get a clue, Senpai!\But your time's up, and we promised. response:	You could give me just a little
context: That right? That's good.\But, you know...\I'm a real, live man. Don't forget that.\Um...\Sorry, it's time.\Get a clue, Senpai!\But your time's up, and we promised.\You could give me just a little response:	Go on, Mutsumi-senpai!
context: But, you know...\I'm a real, live man. Don't forget that.\Um...\Sorry, it's time.\Get a clue, Senpai!\But your time's up, and we promised.\You could give me just a little\Go on, Mutsumi-senpai! response:	Let go of me, you bastard!
context: I'm a real, live man. Don't forget that.\Um...\Sorry, it's time.\Get a clue, Senpai!\But your time's up, and we promised.\You could give me just a little\Go on, Mutsumi-senpai!\Let go of me, you bastard! response:	Best in the world? Yakisoba
context: Um...\Sorry, it's time.\Get a clue, Senpai!\But your time's up, and we promised.\You could give me just a little\Go on, Mutsumi-senpai!\Let go of me, you bastard!\Best in the world? Yakisoba response:	Yummy Takoyaki
context: Sorry, it's time.\Get a clue, Senpai!\But your time's up, and we promised.\You could give me just a little\Go on, Mutsumi-senpai!\Let go of me, you bastard!\Best in the world? Yakisoba\Yummy Takoyaki response:	That got me flustered.
context: Get a clue, Senpai!\But your time's up, and we promised.\You could give me just a little\Go on, Mutsumi-senpai!\Let go of me, you bastard!\Best in the world? Yakisoba\Yummy Takoyaki\That got me flustered. response:	My face is still hot.
context: But your time's up, and we promised.\You could give me just a little\Go on, Mutsumi-senpai!\Let go of me, you bastard!\Best in the world? Yakisoba\Yummy Takoyaki\That got me flustered.\My face is still hot. response:	Serinuma-san? What's the matter?
context: You could give me just a little\Go on, Mutsumi-senpai!\Let go of me, you bastard!\Best in the world? Yakisoba\Yummy Takoyaki\That got me flustered.\My face is still hot.\Serinuma-san? What's the matter? response:	Are you feeling unwell?
context: Go on, Mutsumi-senpai!\Let go of me, you bastard!\Best in the world? Yakisoba\Yummy Takoyaki\That got me flustered.\My face is still hot.\Serinuma-san? What's the matter?\Are you feeling unwell? response:	Not at all! I'm all right.
context: Let go of me, you bastard!\Best in the world? Yakisoba\Yummy Takoyaki\That got me flustered.\My face is still hot.\Serinuma-san? What's the matter?\Are you feeling unwell?\Not at all! I'm all right. response:	Really? Are you up to eating yakisoba?
context: Best in the world? Yakisoba\Yummy Takoyaki\That got me flustered.\My face is still hot.\Serinuma-san? What's the matter?\Are you feeling unwell?\Not at all! I'm all right.\Really? Are you up to eating yakisoba? response:	Of course! Thank you.
context: Yummy Takoyaki\That got me flustered.\My face is still hot.\Serinuma-san? What's the matter?\Are you feeling unwell?\Not at all! I'm all right.\Really? Are you up to eating yakisoba?\Of course! Thank you. response:	That's a relief.
context: That got me flustered.\My face is still hot.\Serinuma-san? What's the matter?\Are you feeling unwell?\Not at all! I'm all right.\Really? Are you up to eating yakisoba?\Of course! Thank you.\That's a relief. response:	Delicious!
context: My face is still hot.\Serinuma-san? What's the matter?\Are you feeling unwell?\Not at all! I'm all right.\Really? Are you up to eating yakisoba?\Of course! Thank you.\That's a relief.\Delicious! response:	Mutsumi-senpai really is comforting.
context: Serinuma-san? What's the matter?\Are you feeling unwell?\Not at all! I'm all right.\Really? Are you up to eating yakisoba?\Of course! Thank you.\That's a relief.\Delicious!\Mutsumi-senpai really is comforting. response:	The takoyaki is good, too.
context: Are you feeling unwell?\Not at all! I'm all right.\Really? Are you up to eating yakisoba?\Of course! Thank you.\That's a relief.\Delicious!\Mutsumi-senpai really is comforting.\The takoyaki is good, too. response:	Want to try?
context: Not at all! I'm all right.\Really? Are you up to eating yakisoba?\Of course! Thank you.\That's a relief.\Delicious!\Mutsumi-senpai really is comforting.\The takoyaki is good, too.\Want to try? response:	Sure!
context: Really? Are you up to eating yakisoba?\Of course! Thank you.\That's a relief.\Delicious!\Mutsumi-senpai really is comforting.\The takoyaki is good, too.\Want to try?\Sure! response:	Okay. Wait a second.
context: Of course! Thank you.\That's a relief.\Delicious!\Mutsumi-senpai really is comforting.\The takoyaki is good, too.\Want to try?\Sure!\Okay. Wait a second. response:	Here.
context: That's a relief.\Delicious!\Mutsumi-senpai really is comforting.\The takoyaki is good, too.\Want to try?\Sure!\Okay. Wait a second.\Here. response:	Huh?
context: Delicious!\Mutsumi-senpai really is comforting.\The takoyaki is good, too.\Want to try?\Sure!\Okay. Wait a second.\Here.\Huh? response:	H-Haven't we got the maid-master roles mixed up?
context: Mutsumi-senpai really is comforting.\The takoyaki is good, too.\Want to try?\Sure!\Okay. Wait a second.\Here.\Huh?\H-Haven't we got the maid-master roles mixed up? response:	And wait, these are Mutsumi-senpai's chopsticks!
context: The takoyaki is good, too.\Want to try?\Sure!\Okay. Wait a second.\Here.\Huh?\H-Haven't we got the maid-master roles mixed up?\And wait, these are Mutsumi-senpai's chopsticks! response:	Taste good?
context: Want to try?\Sure!\Okay. Wait a second.\Here.\Huh?\H-Haven't we got the maid-master roles mixed up?\And wait, these are Mutsumi-senpai's chopsticks!\Taste good? response:	Time's up.
context: Sure!\Okay. Wait a second.\Here.\Huh?\H-Haven't we got the maid-master roles mixed up?\And wait, these are Mutsumi-senpai's chopsticks!\Taste good?\Time's up. response:	If you'll excuse me.
context: Okay. Wait a second.\Here.\Huh?\H-Haven't we got the maid-master roles mixed up?\And wait, these are Mutsumi-senpai's chopsticks!\Taste good?\Time's up.\If you'll excuse me. response:	Igarashi-kun...
context: Here.\Huh?\H-Haven't we got the maid-master roles mixed up?\And wait, these are Mutsumi-senpai's chopsticks!\Taste good?\Time's up.\If you'll excuse me.\Igarashi-kun... response:	You're pretty smooth, aren't you?
context: Huh?\H-Haven't we got the maid-master roles mixed up?\And wait, these are Mutsumi-senpai's chopsticks!\Taste good?\Time's up.\If you'll excuse me.\Igarashi-kun...\You're pretty smooth, aren't you? response:	Huh?
context: H-Haven't we got the maid-master roles mixed up?\And wait, these are Mutsumi-senpai's chopsticks!\Taste good?\Time's up.\If you'll excuse me.\Igarashi-kun...\You're pretty smooth, aren't you?\Huh? response:	Class 1-D's theatrical program will begin shortly.
context: And wait, these are Mutsumi-senpai's chopsticks!\Taste good?\Time's up.\If you'll excuse me.\Igarashi-kun...\You're pretty smooth, aren't you?\Huh?\Class 1-D's theatrical program will begin shortly. response:	Wh-What a trap that was...
context: Taste good?\Time's up.\If you'll excuse me.\Igarashi-kun...\You're pretty smooth, aren't you?\Huh?\Class 1-D's theatrical program will begin shortly.\Wh-What a trap that was... response:	I ran because we were short on time. Sorry. Are you tired?
context: Time's up.\If you'll excuse me.\Igarashi-kun...\You're pretty smooth, aren't you?\Huh?\Class 1-D's theatrical program will begin shortly.\Wh-What a trap that was...\I ran because we were short on time. Sorry. Are you tired? response:	Huh? Oh, no. Rather, I'm grateful to you.
context: If you'll excuse me.\Igarashi-kun...\You're pretty smooth, aren't you?\Huh?\Class 1-D's theatrical program will begin shortly.\Wh-What a trap that was...\I ran because we were short on time. Sorry. Are you tired?\Huh? Oh, no. Rather, I'm grateful to you. response:	I'm glad you're here to watch Shinomiya-kun's play with me.
context: Igarashi-kun...\You're pretty smooth, aren't you?\Huh?\Class 1-D's theatrical program will begin shortly.\Wh-What a trap that was...\I ran because we were short on time. Sorry. Are you tired?\Huh? Oh, no. Rather, I'm grateful to you.\I'm glad you're here to watch Shinomiya-kun's play with me. response:	My name's Snow White.
context: You're pretty smooth, aren't you?\Huh?\Class 1-D's theatrical program will begin shortly.\Wh-What a trap that was...\I ran because we were short on time. Sorry. Are you tired?\Huh? Oh, no. Rather, I'm grateful to you.\I'm glad you're here to watch Shinomiya-kun's play with me.\My name's Snow White. response:	I came here today to pick flowers.
context: Huh?\Class 1-D's theatrical program will begin shortly.\Wh-What a trap that was...\I ran because we were short on time. Sorry. Are you tired?\Huh? Oh, no. Rather, I'm grateful to you.\I'm glad you're here to watch Shinomiya-kun's play with me.\My name's Snow White.\I came here today to pick flowers. response:	Wow! He's so cute!
context: Class 1-D's theatrical program will begin shortly.\Wh-What a trap that was...\I ran because we were short on time. Sorry. Are you tired?\Huh? Oh, no. Rather, I'm grateful to you.\I'm glad you're here to watch Shinomiya-kun's play with me.\My name's Snow White.\I came here today to pick flowers.\Wow! He's so cute! response:	What a beautiful flower.
context: Wh-What a trap that was...\I ran because we were short on time. Sorry. Are you tired?\Huh? Oh, no. Rather, I'm grateful to you.\I'm glad you're here to watch Shinomiya-kun's play with me.\My name's Snow White.\I came here today to pick flowers.\Wow! He's so cute!\What a beautiful flower. response:	There are more here!
context: I ran because we were short on time. Sorry. Are you tired?\Huh? Oh, no. Rather, I'm grateful to you.\I'm glad you're here to watch Shinomiya-kun's play with me.\My name's Snow White.\I came here today to pick flowers.\Wow! He's so cute!\What a beautiful flower.\There are more here! response:	And over here.
context: Huh? Oh, no. Rather, I'm grateful to you.\I'm glad you're here to watch Shinomiya-kun's play with me.\My name's Snow White.\I came here today to pick flowers.\Wow! He's so cute!\What a beautiful flower.\There are more here!\And over here. response:	Don't like it?
context: I'm glad you're here to watch Shinomiya-kun's play with me.\My name's Snow White.\I came here today to pick flowers.\Wow! He's so cute!\What a beautiful flower.\There are more here!\And over here.\Don't like it? response:	N-No, that's not quite it...
context: My name's Snow White.\I came here today to pick flowers.\Wow! He's so cute!\What a beautiful flower.\There are more here!\And over here.\Don't like it?\N-No, that's not quite it... response:	Great.
context: I came here today to pick flowers.\Wow! He's so cute!\What a beautiful flower.\There are more here!\And over here.\Don't like it?\N-No, that's not quite it...\Great. response:	That concludes Class 1-D's theatrical program.
context: Wow! He's so cute!\What a beautiful flower.\There are more here!\And over here.\Don't like it?\N-No, that's not quite it...\Great.\That concludes Class 1-D's theatrical program. response:	Pretty fun, wasn't it?
context: What a beautiful flower.\There are more here!\And over here.\Don't like it?\N-No, that's not quite it...\Great.\That concludes Class 1-D's theatrical program.\Pretty fun, wasn't it? response:	Huh? Uh, yeah.
context: There are more here!\And over here.\Don't like it?\N-No, that's not quite it...\Great.\That concludes Class 1-D's theatrical program.\Pretty fun, wasn't it?\Huh? Uh, yeah. response:	Memory
context: And over here.\Don't like it?\N-No, that's not quite it...\Great.\That concludes Class 1-D's theatrical program.\Pretty fun, wasn't it?\Huh? Uh, yeah.\Memory response:	Ka
context: Don't like it?\N-No, that's not quite it...\Great.\That concludes Class 1-D's theatrical program.\Pretty fun, wasn't it?\Huh? Uh, yeah.\Memory\Ka response:	M-My memory is totally blacked out.
context: N-No, that's not quite it...\Great.\That concludes Class 1-D's theatrical program.\Pretty fun, wasn't it?\Huh? Uh, yeah.\Memory\Ka\M-My memory is totally blacked out. response:	Senpai! Sorry to keep you waiting.
context: Great.\That concludes Class 1-D's theatrical program.\Pretty fun, wasn't it?\Huh? Uh, yeah.\Memory\Ka\M-My memory is totally blacked out.\Senpai! Sorry to keep you waiting. response:	Hey. Your play was good.
context: That concludes Class 1-D's theatrical program.\Pretty fun, wasn't it?\Huh? Uh, yeah.\Memory\Ka\M-My memory is totally blacked out.\Senpai! Sorry to keep you waiting.\Hey. Your play was good. response:	Th-Thanks.
context: Pretty fun, wasn't it?\Huh? Uh, yeah.\Memory\Ka\M-My memory is totally blacked out.\Senpai! Sorry to keep you waiting.\Hey. Your play was good.\Th-Thanks. response:	See ya, Serinuma-san.
context: Huh? Uh, yeah.\Memory\Ka\M-My memory is totally blacked out.\Senpai! Sorry to keep you waiting.\Hey. Your play was good.\Th-Thanks.\See ya, Serinuma-san. response:	Uh, yeah. Later.
context: Memory\Ka\M-My memory is totally blacked out.\Senpai! Sorry to keep you waiting.\Hey. Your play was good.\Th-Thanks.\See ya, Serinuma-san.\Uh, yeah. Later. response:	Haunted House
context: Ka\M-My memory is totally blacked out.\Senpai! Sorry to keep you waiting.\Hey. Your play was good.\Th-Thanks.\See ya, Serinuma-san.\Uh, yeah. Later.\Haunted House response:	To another world
context: M-My memory is totally blacked out.\Senpai! Sorry to keep you waiting.\Hey. Your play was good.\Th-Thanks.\See ya, Serinuma-san.\Uh, yeah. Later.\Haunted House\To another world response:	The girls in my class said this was pretty scary.
context: Senpai! Sorry to keep you waiting.\Hey. Your play was good.\Th-Thanks.\See ya, Serinuma-san.\Uh, yeah. Later.\Haunted House\To another world\The girls in my class said this was pretty scary. response:	Really?
context: Hey. Your play was good.\Th-Thanks.\See ya, Serinuma-san.\Uh, yeah. Later.\Haunted House\To another world\The girls in my class said this was pretty scary.\Really? response:	I've got to show her my manly side.
context: Th-Thanks.\See ya, Serinuma-san.\Uh, yeah. Later.\Haunted House\To another world\The girls in my class said this was pretty scary.\Really?\I've got to show her my manly side. response:	A haunted house? I get it.
context: See ya, Serinuma-san.\Uh, yeah. Later.\Haunted House\To another world\The girls in my class said this was pretty scary.\Really?\I've got to show her my manly side.\A haunted house? I get it. response:	You really didn't pull anything funny during the play?
context: Uh, yeah. Later.\Haunted House\To another world\The girls in my class said this was pretty scary.\Really?\I've got to show her my manly side.\A haunted house? I get it.\You really didn't pull anything funny during the play? response:	Who knows?
context: Haunted House\To another world\The girls in my class said this was pretty scary.\Really?\I've got to show her my manly side.\A haunted house? I get it.\You really didn't pull anything funny during the play?\Who knows? response:	You did! You totally did!
context: To another world\The girls in my class said this was pretty scary.\Really?\I've got to show her my manly side.\A haunted house? I get it.\You really didn't pull anything funny during the play?\Who knows?\You did! You totally did! response:	I never should have left you two alone in the dark like that!
context: The girls in my class said this was pretty scary.\Really?\I've got to show her my manly side.\A haunted house? I get it.\You really didn't pull anything funny during the play?\Who knows?\You did! You totally did!\I never should have left you two alone in the dark like that! response:	Yeah? Then what about Shinomiya-kun?
context: Really?\I've got to show her my manly side.\A haunted house? I get it.\You really didn't pull anything funny during the play?\Who knows?\You did! You totally did!\I never should have left you two alone in the dark like that!\Yeah? Then what about Shinomiya-kun? response:	That's true. It's dark in there.
context: I've got to show her my manly side.\A haunted house? I get it.\You really didn't pull anything funny during the play?\Who knows?\You did! You totally did!\I never should have left you two alone in the dark like that!\Yeah? Then what about Shinomiya-kun?\That's true. It's dark in there. response:	He's fine.
context: A haunted house? I get it.\You really didn't pull anything funny during the play?\Who knows?\You did! You totally did!\I never should have left you two alone in the dark like that!\Yeah? Then what about Shinomiya-kun?\That's true. It's dark in there.\He's fine. response:	He's not the sort to pull something.
context: You really didn't pull anything funny during the play?\Who knows?\You did! You totally did!\I never should have left you two alone in the dark like that!\Yeah? Then what about Shinomiya-kun?\That's true. It's dark in there.\He's fine.\He's not the sort to pull something. response:	A-Are you okay?
context: Who knows?\You did! You totally did!\I never should have left you two alone in the dark like that!\Yeah? Then what about Shinomiya-kun?\That's true. It's dark in there.\He's fine.\He's not the sort to pull something.\A-Are you okay? response:	P-Perfectly fine.
context: You did! You totally did!\I never should have left you two alone in the dark like that!\Yeah? Then what about Shinomiya-kun?\That's true. It's dark in there.\He's fine.\He's not the sort to pull something.\A-Are you okay?\P-Perfectly fine. response:	Maybe he's no good with spooky things.
context: I never should have left you two alone in the dark like that!\Yeah? Then what about Shinomiya-kun?\That's true. It's dark in there.\He's fine.\He's not the sort to pull something.\A-Are you okay?\P-Perfectly fine.\Maybe he's no good with spooky things. response:	How cute.
context: Yeah? Then what about Shinomiya-kun?\That's true. It's dark in there.\He's fine.\He's not the sort to pull something.\A-Are you okay?\P-Perfectly fine.\Maybe he's no good with spooky things.\How cute. response:	Look. The exit's close by. Let's go.
context: That's true. It's dark in there.\He's fine.\He's not the sort to pull something.\A-Are you okay?\P-Perfectly fine.\Maybe he's no good with spooky things.\How cute.\Look. The exit's close by. Let's go. response:	She doesn't even see you as a man.
context: He's fine.\He's not the sort to pull something.\A-Are you okay?\P-Perfectly fine.\Maybe he's no good with spooky things.\How cute.\Look. The exit's close by. Let's go.\She doesn't even see you as a man. response:	Please, don't treat me like a child.
context: He's not the sort to pull something.\A-Are you okay?\P-Perfectly fine.\Maybe he's no good with spooky things.\How cute.\Look. The exit's close by. Let's go.\She doesn't even see you as a man.\Please, don't treat me like a child. response:	I'm a man, you know.
context: A-Are you okay?\P-Perfectly fine.\Maybe he's no good with spooky things.\How cute.\Look. The exit's close by. Let's go.\She doesn't even see you as a man.\Please, don't treat me like a child.\I'm a man, you know. response:	Sh-Shinomiya-kun?
context: P-Perfectly fine.\Maybe he's no good with spooky things.\How cute.\Look. The exit's close by. Let's go.\She doesn't even see you as a man.\Please, don't treat me like a child.\I'm a man, you know.\Sh-Shinomiya-kun? response:	Wait! That's dangerous!
context: Maybe he's no good with spooky things.\How cute.\Look. The exit's close by. Let's go.\She doesn't even see you as a man.\Please, don't treat me like a child.\I'm a man, you know.\Sh-Shinomiya-kun?\Wait! That's dangerous! response:	Ouch!
context: How cute.\Look. The exit's close by. Let's go.\She doesn't even see you as a man.\Please, don't treat me like a child.\I'm a man, you know.\Sh-Shinomiya-kun?\Wait! That's dangerous!\Ouch! response:	Wh-What was that?
context: Look. The exit's close by. Let's go.\She doesn't even see you as a man.\Please, don't treat me like a child.\I'm a man, you know.\Sh-Shinomiya-kun?\Wait! That's dangerous!\Ouch!\Wh-What was that? response:	That was no joke!
context: She doesn't even see you as a man.\Please, don't treat me like a child.\I'm a man, you know.\Sh-Shinomiya-kun?\Wait! That's dangerous!\Ouch!\Wh-What was that?\That was no joke! response:	Was it really that scary?
context: Please, don't treat me like a child.\I'm a man, you know.\Sh-Shinomiya-kun?\Wait! That's dangerous!\Ouch!\Wh-What was that?\That was no joke!\Was it really that scary? response:	H-Hey! What happened?
context: I'm a man, you know.\Sh-Shinomiya-kun?\Wait! That's dangerous!\Ouch!\Wh-What was that?\That was no joke!\Was it really that scary?\H-Hey! What happened? response:	It was an accident. An accident.
context: Sh-Shinomiya-kun?\Wait! That's dangerous!\Ouch!\Wh-What was that?\That was no joke!\Was it really that scary?\H-Hey! What happened?\It was an accident. An accident. response:	Nanashima and the others should be coming back soon.
context: Wait! That's dangerous!\Ouch!\Wh-What was that?\That was no joke!\Was it really that scary?\H-Hey! What happened?\It was an accident. An accident.\Nanashima and the others should be coming back soon. response:	Yeah, it's about time.
context: Ouch!\Wh-What was that?\That was no joke!\Was it really that scary?\H-Hey! What happened?\It was an accident. An accident.\Nanashima and the others should be coming back soon.\Yeah, it's about time. response:	I wonder if things went well with Kae-chan.
context: Wh-What was that?\That was no joke!\Was it really that scary?\H-Hey! What happened?\It was an accident. An accident.\Nanashima and the others should be coming back soon.\Yeah, it's about time.\I wonder if things went well with Kae-chan. response:	A-chan!
context: That was no joke!\Was it really that scary?\H-Hey! What happened?\It was an accident. An accident.\Nanashima and the others should be coming back soon.\Yeah, it's about time.\I wonder if things went well with Kae-chan.\A-chan! response:	I can't anymore.
context: Was it really that scary?\H-Hey! What happened?\It was an accident. An accident.\Nanashima and the others should be coming back soon.\Yeah, it's about time.\I wonder if things went well with Kae-chan.\A-chan!\I can't anymore. response:	Impossible! Impossible! Impossible!
context: H-Hey! What happened?\It was an accident. An accident.\Nanashima and the others should be coming back soon.\Yeah, it's about time.\I wonder if things went well with Kae-chan.\A-chan!\I can't anymore.\Impossible! Impossible! Impossible! response:	Impossible Impossible Impossible Impossible
context: It was an accident. An accident.\Nanashima and the others should be coming back soon.\Yeah, it's about time.\I wonder if things went well with Kae-chan.\A-chan!\I can't anymore.\Impossible! Impossible! Impossible!\Impossible Impossible Impossible Impossible response:	Impossible!
context: Nanashima and the others should be coming back soon.\Yeah, it's about time.\I wonder if things went well with Kae-chan.\A-chan!\I can't anymore.\Impossible! Impossible! Impossible!\Impossible Impossible Impossible Impossible\Impossible! response:	Jojo?!
context: Yeah, it's about time.\I wonder if things went well with Kae-chan.\A-chan!\I can't anymore.\Impossible! Impossible! Impossible!\Impossible Impossible Impossible Impossible\Impossible!\Jojo?! response:	Awesome! It's like an otome game! Too good!
context: I wonder if things went well with Kae-chan.\A-chan!\I can't anymore.\Impossible! Impossible! Impossible!\Impossible Impossible Impossible Impossible\Impossible!\Jojo?!\Awesome! It's like an otome game! Too good! response:	Meanie! You're laughing too much, A-chan!
context: A-chan!\I can't anymore.\Impossible! Impossible! Impossible!\Impossible Impossible Impossible Impossible\Impossible!\Jojo?!\Awesome! It's like an otome game! Too good!\Meanie! You're laughing too much, A-chan! response:	Sorry.
context: I can't anymore.\Impossible! Impossible! Impossible!\Impossible Impossible Impossible Impossible\Impossible!\Jojo?!\Awesome! It's like an otome game! Too good!\Meanie! You're laughing too much, A-chan!\Sorry. response:	I was a fool to think I could take it easy.
context: Impossible! Impossible! Impossible!\Impossible Impossible Impossible Impossible\Impossible!\Jojo?!\Awesome! It's like an otome game! Too good!\Meanie! You're laughing too much, A-chan!\Sorry.\I was a fool to think I could take it easy. response:	It wasn't easy at all! There wasn't anything usual about it!
context: Impossible Impossible Impossible Impossible\Impossible!\Jojo?!\Awesome! It's like an otome game! Too good!\Meanie! You're laughing too much, A-chan!\Sorry.\I was a fool to think I could take it easy.\It wasn't easy at all! There wasn't anything usual about it! response:	It was way too much for me to handle!
context: Impossible!\Jojo?!\Awesome! It's like an otome game! Too good!\Meanie! You're laughing too much, A-chan!\Sorry.\I was a fool to think I could take it easy.\It wasn't easy at all! There wasn't anything usual about it!\It was way too much for me to handle! response:	Too much?
context: Jojo?!\Awesome! It's like an otome game! Too good!\Meanie! You're laughing too much, A-chan!\Sorry.\I was a fool to think I could take it easy.\It wasn't easy at all! There wasn't anything usual about it!\It was way too much for me to handle!\Too much? response:	Well, you know!
context: Awesome! It's like an otome game! Too good!\Meanie! You're laughing too much, A-chan!\Sorry.\I was a fool to think I could take it easy.\It wasn't easy at all! There wasn't anything usual about it!\It was way too much for me to handle!\Too much?\Well, you know! response:	This is the best place for me! Right here!
context: Meanie! You're laughing too much, A-chan!\Sorry.\I was a fool to think I could take it easy.\It wasn't easy at all! There wasn't anything usual about it!\It was way too much for me to handle!\Too much?\Well, you know!\This is the best place for me! Right here! response:	And yet, here I am, thrust into the center of some otome game-like story!
context: Sorry.\I was a fool to think I could take it easy.\It wasn't easy at all! There wasn't anything usual about it!\It was way too much for me to handle!\Too much?\Well, you know!\This is the best place for me! Right here!\And yet, here I am, thrust into the center of some otome game-like story! response:	It's impossible for me!
context: I was a fool to think I could take it easy.\It wasn't easy at all! There wasn't anything usual about it!\It was way too much for me to handle!\Too much?\Well, you know!\This is the best place for me! Right here!\And yet, here I am, thrust into the center of some otome game-like story!\It's impossible for me! response:	Calm down, Kae-chan.
context: It wasn't easy at all! There wasn't anything usual about it!\It was way too much for me to handle!\Too much?\Well, you know!\This is the best place for me! Right here!\And yet, here I am, thrust into the center of some otome game-like story!\It's impossible for me!\Calm down, Kae-chan. response:	It was so much fun working with everyone to prepare for the festival.
