context: It's no good if yer always lookin' up. response:	Wait patiently...
context: Do yer thing.\Write on it, real flashy!\Yer outta luck, gettin' caught up with my dad.\After I told him'bout you,\he exclaimed, I'll have him write my boat's name!\He's your dad?\I give up on everything.\I can't wait... response:	He looks like he'd never forgive any failure.
context: Write on it, real flashy!\Yer outta luck, gettin' caught up with my dad.\After I told him'bout you,\he exclaimed, I'll have him write my boat's name!\He's your dad?\I give up on everything.\I can't wait...\He looks like he'd never forgive any failure. response:	Dad is mighty scary when he's mad.
context: Yer outta luck, gettin' caught up with my dad.\After I told him'bout you,\he exclaimed, I'll have him write my boat's name!\He's your dad?\I give up on everything.\I can't wait...\He looks like he'd never forgive any failure.\Dad is mighty scary when he's mad. response:	Will the boat's name be Miwa-maru, as the custom goes?
context: After I told him'bout you,\he exclaimed, I'll have him write my boat's name!\He's your dad?\I give up on everything.\I can't wait...\He looks like he'd never forgive any failure.\Dad is mighty scary when he's mad.\Will the boat's name be Miwa-maru, as the custom goes? response:	Dad's a liquor seller. He just bought the boat for fun.
context: he exclaimed, I'll have him write my boat's name!\He's your dad?\I give up on everything.\I can't wait...\He looks like he'd never forgive any failure.\Dad is mighty scary when he's mad.\Will the boat's name be Miwa-maru, as the custom goes?\Dad's a liquor seller. He just bought the boat for fun. response:	I ain't gonna give it my name.
context: He's your dad?\I give up on everything.\I can't wait...\He looks like he'd never forgive any failure.\Dad is mighty scary when he's mad.\Will the boat's name be Miwa-maru, as the custom goes?\Dad's a liquor seller. He just bought the boat for fun.\I ain't gonna give it my name. response:	Small Craft Registration Form
context: I give up on everything.\I can't wait...\He looks like he'd never forgive any failure.\Dad is mighty scary when he's mad.\Will the boat's name be Miwa-maru, as the custom goes?\Dad's a liquor seller. He just bought the boat for fun.\I ain't gonna give it my name.\Small Craft Registration Form response:	Boat Name: Yuigadokuson-Maru (I Alone Am Holy)
context: I can't wait...\He looks like he'd never forgive any failure.\Dad is mighty scary when he's mad.\Will the boat's name be Miwa-maru, as the custom goes?\Dad's a liquor seller. He just bought the boat for fun.\I ain't gonna give it my name.\Small Craft Registration Form\Boat Name: Yuigadokuson-Maru (I Alone Am Holy) response:	Owner: Yamamura Iwao
context: He looks like he'd never forgive any failure.\Dad is mighty scary when he's mad.\Will the boat's name be Miwa-maru, as the custom goes?\Dad's a liquor seller. He just bought the boat for fun.\I ain't gonna give it my name.\Small Craft Registration Form\Boat Name: Yuigadokuson-Maru (I Alone Am Holy)\Owner: Yamamura Iwao response:	Very unique taste...
context: Dad is mighty scary when he's mad.\Will the boat's name be Miwa-maru, as the custom goes?\Dad's a liquor seller. He just bought the boat for fun.\I ain't gonna give it my name.\Small Craft Registration Form\Boat Name: Yuigadokuson-Maru (I Alone Am Holy)\Owner: Yamamura Iwao\Very unique taste... response:	I'm so glad Mom picked my name.
context: Will the boat's name be Miwa-maru, as the custom goes?\Dad's a liquor seller. He just bought the boat for fun.\I ain't gonna give it my name.\Small Craft Registration Form\Boat Name: Yuigadokuson-Maru (I Alone Am Holy)\Owner: Yamamura Iwao\Very unique taste...\I'm so glad Mom picked my name. response:	What's Yuigadokuson mean?
context: Dad's a liquor seller. He just bought the boat for fun.\I ain't gonna give it my name.\Small Craft Registration Form\Boat Name: Yuigadokuson-Maru (I Alone Am Holy)\Owner: Yamamura Iwao\Very unique taste...\I'm so glad Mom picked my name.\What's Yuigadokuson mean? response:	It means that I'm God, of course!
context: I ain't gonna give it my name.\Small Craft Registration Form\Boat Name: Yuigadokuson-Maru (I Alone Am Holy)\Owner: Yamamura Iwao\Very unique taste...\I'm so glad Mom picked my name.\What's Yuigadokuson mean?\It means that I'm God, of course! response:	I'm so embarrassed...
context: Small Craft Registration Form\Boat Name: Yuigadokuson-Maru (I Alone Am Holy)\Owner: Yamamura Iwao\Very unique taste...\I'm so glad Mom picked my name.\What's Yuigadokuson mean?\It means that I'm God, of course!\I'm so embarrassed... response:	They're definitely related...
context: Boat Name: Yuigadokuson-Maru (I Alone Am Holy)\Owner: Yamamura Iwao\Very unique taste...\I'm so glad Mom picked my name.\What's Yuigadokuson mean?\It means that I'm God, of course!\I'm so embarrassed...\They're definitely related... response:	Five kanji characters...
context: Owner: Yamamura Iwao\Very unique taste...\I'm so glad Mom picked my name.\What's Yuigadokuson mean?\It means that I'm God, of course!\I'm so embarrassed...\They're definitely related...\Five kanji characters... response:	That's a lot.
context: Very unique taste...\I'm so glad Mom picked my name.\What's Yuigadokuson mean?\It means that I'm God, of course!\I'm so embarrassed...\They're definitely related...\Five kanji characters...\That's a lot. response:	And with the curves of the hull, it'll be hard to keep them balanced.
context: I'm so glad Mom picked my name.\What's Yuigadokuson mean?\It means that I'm God, of course!\I'm so embarrassed...\They're definitely related...\Five kanji characters...\That's a lot.\And with the curves of the hull, it'll be hard to keep them balanced. response:	These aren't my usual tools, either.
context: What's Yuigadokuson mean?\It means that I'm God, of course!\I'm so embarrassed...\They're definitely related...\Five kanji characters...\That's a lot.\And with the curves of the hull, it'll be hard to keep them balanced.\These aren't my usual tools, either. response:	Even discounting the pressure he's putting on me,
context: It means that I'm God, of course!\I'm so embarrassed...\They're definitely related...\Five kanji characters...\That's a lot.\And with the curves of the hull, it'll be hard to keep them balanced.\These aren't my usual tools, either.\Even discounting the pressure he's putting on me, response:	I definitely can't afford to mess this up!
context: I'm so embarrassed...\They're definitely related...\Five kanji characters...\That's a lot.\And with the curves of the hull, it'll be hard to keep them balanced.\These aren't my usual tools, either.\Even discounting the pressure he's putting on me,\I definitely can't afford to mess this up! response:	It's paint!
context: They're definitely related...\Five kanji characters...\That's a lot.\And with the curves of the hull, it'll be hard to keep them balanced.\These aren't my usual tools, either.\Even discounting the pressure he's putting on me,\I definitely can't afford to mess this up!\It's paint! response:	Ta-da!
context: Five kanji characters...\That's a lot.\And with the curves of the hull, it'll be hard to keep them balanced.\These aren't my usual tools, either.\Even discounting the pressure he's putting on me,\I definitely can't afford to mess this up!\It's paint!\Ta-da! response:	Bam!
context: That's a lot.\And with the curves of the hull, it'll be hard to keep them balanced.\These aren't my usual tools, either.\Even discounting the pressure he's putting on me,\I definitely can't afford to mess this up!\It's paint!\Ta-da!\Bam! response:	The paint's gonna melt yer hands.
context: And with the curves of the hull, it'll be hard to keep them balanced.\These aren't my usual tools, either.\Even discounting the pressure he's putting on me,\I definitely can't afford to mess this up!\It's paint!\Ta-da!\Bam!\The paint's gonna melt yer hands. response:	Wash it off!
context: These aren't my usual tools, either.\Even discounting the pressure he's putting on me,\I definitely can't afford to mess this up!\It's paint!\Ta-da!\Bam!\The paint's gonna melt yer hands.\Wash it off! response:	I need to make a draft,
context: Even discounting the pressure he's putting on me,\I definitely can't afford to mess this up!\It's paint!\Ta-da!\Bam!\The paint's gonna melt yer hands.\Wash it off!\I need to make a draft, response:	so I'll go write it at home and come back.
context: I definitely can't afford to mess this up!\It's paint!\Ta-da!\Bam!\The paint's gonna melt yer hands.\Wash it off!\I need to make a draft,\so I'll go write it at home and come back. response:	Wha?!
context: It's paint!\Ta-da!\Bam!\The paint's gonna melt yer hands.\Wash it off!\I need to make a draft,\so I'll go write it at home and come back.\Wha?! response:	Yuigadokuson-Maru
context: Ta-da!\Bam!\The paint's gonna melt yer hands.\Wash it off!\I need to make a draft,\so I'll go write it at home and come back.\Wha?!\Yuigadokuson-Maru response:	First, I'll cut out the letters that I wrote,
context: Bam!\The paint's gonna melt yer hands.\Wash it off!\I need to make a draft,\so I'll go write it at home and come back.\Wha?!\Yuigadokuson-Maru\First, I'll cut out the letters that I wrote, response:	then I'll paint over the stencil...
context: The paint's gonna melt yer hands.\Wash it off!\I need to make a draft,\so I'll go write it at home and come back.\Wha?!\Yuigadokuson-Maru\First, I'll cut out the letters that I wrote,\then I'll paint over the stencil... response:	Now hold on, Sensei!
context: Wash it off!\I need to make a draft,\so I'll go write it at home and come back.\Wha?!\Yuigadokuson-Maru\First, I'll cut out the letters that I wrote,\then I'll paint over the stencil...\Now hold on, Sensei! response:	That's like all those other cookie-cutter boats!
context: I need to make a draft,\so I'll go write it at home and come back.\Wha?!\Yuigadokuson-Maru\First, I'll cut out the letters that I wrote,\then I'll paint over the stencil...\Now hold on, Sensei!\That's like all those other cookie-cutter boats! response:	I want my boat to be one-of-a-kind!
context: so I'll go write it at home and come back.\Wha?!\Yuigadokuson-Maru\First, I'll cut out the letters that I wrote,\then I'll paint over the stencil...\Now hold on, Sensei!\That's like all those other cookie-cutter boats!\I want my boat to be one-of-a-kind! response:	Sure, but these aren't my usual writing tools,
context: Wha?!\Yuigadokuson-Maru\First, I'll cut out the letters that I wrote,\then I'll paint over the stencil...\Now hold on, Sensei!\That's like all those other cookie-cutter boats!\I want my boat to be one-of-a-kind!\Sure, but these aren't my usual writing tools, response:	and it's on something other than paper.
context: Yuigadokuson-Maru\First, I'll cut out the letters that I wrote,\then I'll paint over the stencil...\Now hold on, Sensei!\That's like all those other cookie-cutter boats!\I want my boat to be one-of-a-kind!\Sure, but these aren't my usual writing tools,\and it's on something other than paper. response:	If you want it done right, you should ask a specialist...
context: First, I'll cut out the letters that I wrote,\then I'll paint over the stencil...\Now hold on, Sensei!\That's like all those other cookie-cutter boats!\I want my boat to be one-of-a-kind!\Sure, but these aren't my usual writing tools,\and it's on something other than paper.\If you want it done right, you should ask a specialist... response:	What, yer tellin' me to head out t'sea in some ugly mass-produced boat?!
context: then I'll paint over the stencil...\Now hold on, Sensei!\That's like all those other cookie-cutter boats!\I want my boat to be one-of-a-kind!\Sure, but these aren't my usual writing tools,\and it's on something other than paper.\If you want it done right, you should ask a specialist...\What, yer tellin' me to head out t'sea in some ugly mass-produced boat?! response:	No, I'm not!
context: Now hold on, Sensei!\That's like all those other cookie-cutter boats!\I want my boat to be one-of-a-kind!\Sure, but these aren't my usual writing tools,\and it's on something other than paper.\If you want it done right, you should ask a specialist...\What, yer tellin' me to head out t'sea in some ugly mass-produced boat?!\No, I'm not! response:	But if I mess up, it'll be ugly anyway.
context: That's like all those other cookie-cutter boats!\I want my boat to be one-of-a-kind!\Sure, but these aren't my usual writing tools,\and it's on something other than paper.\If you want it done right, you should ask a specialist...\What, yer tellin' me to head out t'sea in some ugly mass-produced boat?!\No, I'm not!\But if I mess up, it'll be ugly anyway. response:	So, yer gonna mess up, Sensei?
context: I want my boat to be one-of-a-kind!\Sure, but these aren't my usual writing tools,\and it's on something other than paper.\If you want it done right, you should ask a specialist...\What, yer tellin' me to head out t'sea in some ugly mass-produced boat?!\No, I'm not!\But if I mess up, it'll be ugly anyway.\So, yer gonna mess up, Sensei? response:	No, I won't!
context: Sure, but these aren't my usual writing tools,\and it's on something other than paper.\If you want it done right, you should ask a specialist...\What, yer tellin' me to head out t'sea in some ugly mass-produced boat?!\No, I'm not!\But if I mess up, it'll be ugly anyway.\So, yer gonna mess up, Sensei?\No, I won't! response:	But I can't rule anything out...
context: and it's on something other than paper.\If you want it done right, you should ask a specialist...\What, yer tellin' me to head out t'sea in some ugly mass-produced boat?!\No, I'm not!\But if I mess up, it'll be ugly anyway.\So, yer gonna mess up, Sensei?\No, I won't!\But I can't rule anything out... response:	Ain't nothin' to worry'bout.
context: If you want it done right, you should ask a specialist...\What, yer tellin' me to head out t'sea in some ugly mass-produced boat?!\No, I'm not!\But if I mess up, it'll be ugly anyway.\So, yer gonna mess up, Sensei?\No, I won't!\But I can't rule anything out...\Ain't nothin' to worry'bout. response:	Now, get writin'!
context: What, yer tellin' me to head out t'sea in some ugly mass-produced boat?!\No, I'm not!\But if I mess up, it'll be ugly anyway.\So, yer gonna mess up, Sensei?\No, I won't!\But I can't rule anything out...\Ain't nothin' to worry'bout.\Now, get writin'! response:	But I told you...
context: No, I'm not!\But if I mess up, it'll be ugly anyway.\So, yer gonna mess up, Sensei?\No, I won't!\But I can't rule anything out...\Ain't nothin' to worry'bout.\Now, get writin'!\But I told you... response:	Can a pro really be turnin' down work?
context: But if I mess up, it'll be ugly anyway.\So, yer gonna mess up, Sensei?\No, I won't!\But I can't rule anything out...\Ain't nothin' to worry'bout.\Now, get writin'!\But I told you...\Can a pro really be turnin' down work? response:	I'll decide what's ugly!
context: So, yer gonna mess up, Sensei?\No, I won't!\But I can't rule anything out...\Ain't nothin' to worry'bout.\Now, get writin'!\But I told you...\Can a pro really be turnin' down work?\I'll decide what's ugly! response:	If I wanted to sail this out with print-out writin' on it,
context: No, I won't!\But I can't rule anything out...\Ain't nothin' to worry'bout.\Now, get writin'!\But I told you...\Can a pro really be turnin' down work?\I'll decide what's ugly!\If I wanted to sail this out with print-out writin' on it, response:	I'd have Naru do the job!
context: But I can't rule anything out...\Ain't nothin' to worry'bout.\Now, get writin'!\But I told you...\Can a pro really be turnin' down work?\I'll decide what's ugly!\If I wanted to sail this out with print-out writin' on it,\I'd have Naru do the job! response:	Now that's
context: Ain't nothin' to worry'bout.\Now, get writin'!\But I told you...\Can a pro really be turnin' down work?\I'll decide what's ugly!\If I wanted to sail this out with print-out writin' on it,\I'd have Naru do the job!\Now that's response:	Okay, that's enough!
context: Now, get writin'!\But I told you...\Can a pro really be turnin' down work?\I'll decide what's ugly!\If I wanted to sail this out with print-out writin' on it,\I'd have Naru do the job!\Now that's\Okay, that's enough! response:	I've... sailed in to the rescue! Get it?
context: But I told you...\Can a pro really be turnin' down work?\I'll decide what's ugly!\If I wanted to sail this out with print-out writin' on it,\I'd have Naru do the job!\Now that's\Okay, that's enough!\I've... sailed in to the rescue! Get it? response:	Dad, it's time for yer liquor deliveries.
context: Can a pro really be turnin' down work?\I'll decide what's ugly!\If I wanted to sail this out with print-out writin' on it,\I'd have Naru do the job!\Now that's\Okay, that's enough!\I've... sailed in to the rescue! Get it?\Dad, it's time for yer liquor deliveries. response:	Sensei, just whip somethin' up!
context: I'll decide what's ugly!\If I wanted to sail this out with print-out writin' on it,\I'd have Naru do the job!\Now that's\Okay, that's enough!\I've... sailed in to the rescue! Get it?\Dad, it's time for yer liquor deliveries.\Sensei, just whip somethin' up! response:	What're you sayin'?!
context: If I wanted to sail this out with print-out writin' on it,\I'd have Naru do the job!\Now that's\Okay, that's enough!\I've... sailed in to the rescue! Get it?\Dad, it's time for yer liquor deliveries.\Sensei, just whip somethin' up!\What're you sayin'?! response:	Whip something up?!
context: I'd have Naru do the job!\Now that's\Okay, that's enough!\I've... sailed in to the rescue! Get it?\Dad, it's time for yer liquor deliveries.\Sensei, just whip somethin' up!\What're you sayin'?!\Whip something up?! response:	What d'you mean, whip something up?!
context: Now that's\Okay, that's enough!\I've... sailed in to the rescue! Get it?\Dad, it's time for yer liquor deliveries.\Sensei, just whip somethin' up!\What're you sayin'?!\Whip something up?!\What d'you mean, whip something up?! response:	Like you always do!
context: Okay, that's enough!\I've... sailed in to the rescue! Get it?\Dad, it's time for yer liquor deliveries.\Sensei, just whip somethin' up!\What're you sayin'?!\Whip something up?!\What d'you mean, whip something up?!\Like you always do! response:	C'mon! A liquor seller's gotta sell liquor!
context: I've... sailed in to the rescue! Get it?\Dad, it's time for yer liquor deliveries.\Sensei, just whip somethin' up!\What're you sayin'?!\Whip something up?!\What d'you mean, whip something up?!\Like you always do!\C'mon! A liquor seller's gotta sell liquor! response:	What do you mean, like I always do?!
context: Dad, it's time for yer liquor deliveries.\Sensei, just whip somethin' up!\What're you sayin'?!\Whip something up?!\What d'you mean, whip something up?!\Like you always do!\C'mon! A liquor seller's gotta sell liquor!\What do you mean, like I always do?! response:	That damn gangster dad's got me cornered!
context: Sensei, just whip somethin' up!\What're you sayin'?!\Whip something up?!\What d'you mean, whip something up?!\Like you always do!\C'mon! A liquor seller's gotta sell liquor!\What do you mean, like I always do?!\That damn gangster dad's got me cornered! response:	Still, I'm not one to back away from anything after being talked to like that!
context: What're you sayin'?!\Whip something up?!\What d'you mean, whip something up?!\Like you always do!\C'mon! A liquor seller's gotta sell liquor!\What do you mean, like I always do?!\That damn gangster dad's got me cornered!\Still, I'm not one to back away from anything after being talked to like that! response:	I'll have him thanking me in tears!
context: Whip something up?!\What d'you mean, whip something up?!\Like you always do!\C'mon! A liquor seller's gotta sell liquor!\What do you mean, like I always do?!\That damn gangster dad's got me cornered!\Still, I'm not one to back away from anything after being talked to like that!\I'll have him thanking me in tears! response:	That said, I really need to get used to this kind of brush.
context: What d'you mean, whip something up?!\Like you always do!\C'mon! A liquor seller's gotta sell liquor!\What do you mean, like I always do?!\That damn gangster dad's got me cornered!\Still, I'm not one to back away from anything after being talked to like that!\I'll have him thanking me in tears!\That said, I really need to get used to this kind of brush. response:	Sensei!
context: Like you always do!\C'mon! A liquor seller's gotta sell liquor!\What do you mean, like I always do?!\That damn gangster dad's got me cornered!\Still, I'm not one to back away from anything after being talked to like that!\I'll have him thanking me in tears!\That said, I really need to get used to this kind of brush.\Sensei! response:	The paint won't come off!
context: C'mon! A liquor seller's gotta sell liquor!\What do you mean, like I always do?!\That damn gangster dad's got me cornered!\Still, I'm not one to back away from anything after being talked to like that!\I'll have him thanking me in tears!\That said, I really need to get used to this kind of brush.\Sensei!\The paint won't come off! response:	Our hands'll melt!
context: What do you mean, like I always do?!\That damn gangster dad's got me cornered!\Still, I'm not one to back away from anything after being talked to like that!\I'll have him thanking me in tears!\That said, I really need to get used to this kind of brush.\Sensei!\The paint won't come off!\Our hands'll melt! response:	Nah.
context: That damn gangster dad's got me cornered!\Still, I'm not one to back away from anything after being talked to like that!\I'll have him thanking me in tears!\That said, I really need to get used to this kind of brush.\Sensei!\The paint won't come off!\Our hands'll melt!\Nah. response:	Relax, it won't melt your hands.
context: Still, I'm not one to back away from anything after being talked to like that!\I'll have him thanking me in tears!\That said, I really need to get used to this kind of brush.\Sensei!\The paint won't come off!\Our hands'll melt!\Nah.\Relax, it won't melt your hands. response:	More importantly, is there anything I can use for test writing?
context: I'll have him thanking me in tears!\That said, I really need to get used to this kind of brush.\Sensei!\The paint won't come off!\Our hands'll melt!\Nah.\Relax, it won't melt your hands.\More importantly, is there anything I can use for test writing? response:	Sensei!
context: That said, I really need to get used to this kind of brush.\Sensei!\The paint won't come off!\Our hands'll melt!\Nah.\Relax, it won't melt your hands.\More importantly, is there anything I can use for test writing?\Sensei! response:	There's lots of boards up here!
context: Sensei!\The paint won't come off!\Our hands'll melt!\Nah.\Relax, it won't melt your hands.\More importantly, is there anything I can use for test writing?\Sensei!\There's lots of boards up here! response:	This is more than enough for test writing.
context: The paint won't come off!\Our hands'll melt!\Nah.\Relax, it won't melt your hands.\More importantly, is there anything I can use for test writing?\Sensei!\There's lots of boards up here!\This is more than enough for test writing. response:	Thanks a lot.
context: Our hands'll melt!\Nah.\Relax, it won't melt your hands.\More importantly, is there anything I can use for test writing?\Sensei!\There's lots of boards up here!\This is more than enough for test writing.\Thanks a lot. response:	Uh...
context: Nah.\Relax, it won't melt your hands.\More importantly, is there anything I can use for test writing?\Sensei!\There's lots of boards up here!\This is more than enough for test writing.\Thanks a lot.\Uh... response:	Yay!
context: Relax, it won't melt your hands.\More importantly, is there anything I can use for test writing?\Sensei!\There's lots of boards up here!\This is more than enough for test writing.\Thanks a lot.\Uh...\Yay! response:	What were their names, again?
context: More importantly, is there anything I can use for test writing?\Sensei!\There's lots of boards up here!\This is more than enough for test writing.\Thanks a lot.\Uh...\Yay!\What were their names, again? response:	It's easier than I expected.
context: Sensei!\There's lots of boards up here!\This is more than enough for test writing.\Thanks a lot.\Uh...\Yay!\What were their names, again?\It's easier than I expected. response:	I wanna write, too!
context: There's lots of boards up here!\This is more than enough for test writing.\Thanks a lot.\Uh...\Yay!\What were their names, again?\It's easier than I expected.\I wanna write, too! response:	This is work.
context: This is more than enough for test writing.\Thanks a lot.\Uh...\Yay!\What were their names, again?\It's easier than I expected.\I wanna write, too!\This is work. response:	Wait up!
context: Thanks a lot.\Uh...\Yay!\What were their names, again?\It's easier than I expected.\I wanna write, too!\This is work.\Wait up! response:	Jacker Cyclone!
context: Uh...\Yay!\What were their names, again?\It's easier than I expected.\I wanna write, too!\This is work.\Wait up!\Jacker Cyclone! response:	I'm mostly used to this brush now.
context: Yay!\What were their names, again?\It's easier than I expected.\I wanna write, too!\This is work.\Wait up!\Jacker Cyclone!\I'm mostly used to this brush now. response:	Summer Belly-Band Undersea Franken
context: What were their names, again?\It's easier than I expected.\I wanna write, too!\This is work.\Wait up!\Jacker Cyclone!\I'm mostly used to this brush now.\Summer Belly-Band Undersea Franken response:	My inner voice is really revealing itself, though...
context: It's easier than I expected.\I wanna write, too!\This is work.\Wait up!\Jacker Cyclone!\I'm mostly used to this brush now.\Summer Belly-Band Undersea Franken\My inner voice is really revealing itself, though... response:	Gangster Dad Demon
context: I wanna write, too!\This is work.\Wait up!\Jacker Cyclone!\I'm mostly used to this brush now.\Summer Belly-Band Undersea Franken\My inner voice is really revealing itself, though...\Gangster Dad Demon response:	Somehow, I have a feeling I can write decent calligraphy.
context: This is work.\Wait up!\Jacker Cyclone!\I'm mostly used to this brush now.\Summer Belly-Band Undersea Franken\My inner voice is really revealing itself, though...\Gangster Dad Demon\Somehow, I have a feeling I can write decent calligraphy. response:	Yuigadokuson-Maru (ha!) Gangster
context: Wait up!\Jacker Cyclone!\I'm mostly used to this brush now.\Summer Belly-Band Undersea Franken\My inner voice is really revealing itself, though...\Gangster Dad Demon\Somehow, I have a feeling I can write decent calligraphy.\Yuigadokuson-Maru (ha!) Gangster response:	Demon Geezer Phantom Gangster
context: Jacker Cyclone!\I'm mostly used to this brush now.\Summer Belly-Band Undersea Franken\My inner voice is really revealing itself, though...\Gangster Dad Demon\Somehow, I have a feeling I can write decent calligraphy.\Yuigadokuson-Maru (ha!) Gangster\Demon Geezer Phantom Gangster response:	Here I go!
context: I'm mostly used to this brush now.\Summer Belly-Band Undersea Franken\My inner voice is really revealing itself, though...\Gangster Dad Demon\Somehow, I have a feeling I can write decent calligraphy.\Yuigadokuson-Maru (ha!) Gangster\Demon Geezer Phantom Gangster\Here I go! response:	Huh? Wait, I forgot to consider the curvature of the hull!
context: Summer Belly-Band Undersea Franken\My inner voice is really revealing itself, though...\Gangster Dad Demon\Somehow, I have a feeling I can write decent calligraphy.\Yuigadokuson-Maru (ha!) Gangster\Demon Geezer Phantom Gangster\Here I go!\Huh? Wait, I forgot to consider the curvature of the hull! response:	Crap! At this rate...
context: My inner voice is really revealing itself, though...\Gangster Dad Demon\Somehow, I have a feeling I can write decent calligraphy.\Yuigadokuson-Maru (ha!) Gangster\Demon Geezer Phantom Gangster\Here I go!\Huh? Wait, I forgot to consider the curvature of the hull!\Crap! At this rate... response:	I'll mess up!
context: Gangster Dad Demon\Somehow, I have a feeling I can write decent calligraphy.\Yuigadokuson-Maru (ha!) Gangster\Demon Geezer Phantom Gangster\Here I go!\Huh? Wait, I forgot to consider the curvature of the hull!\Crap! At this rate...\I'll mess up! response:	That was close!
context: Somehow, I have a feeling I can write decent calligraphy.\Yuigadokuson-Maru (ha!) Gangster\Demon Geezer Phantom Gangster\Here I go!\Huh? Wait, I forgot to consider the curvature of the hull!\Crap! At this rate...\I'll mess up!\That was close! response:	But now my neck hurts!
context: Yuigadokuson-Maru (ha!) Gangster\Demon Geezer Phantom Gangster\Here I go!\Huh? Wait, I forgot to consider the curvature of the hull!\Crap! At this rate...\I'll mess up!\That was close!\But now my neck hurts! response:	I'm glad, but my neck hurts!
context: Demon Geezer Phantom Gangster\Here I go!\Huh? Wait, I forgot to consider the curvature of the hull!\Crap! At this rate...\I'll mess up!\That was close!\But now my neck hurts!\I'm glad, but my neck hurts! response:	I forgot to examine the hull!
context: Here I go!\Huh? Wait, I forgot to consider the curvature of the hull!\Crap! At this rate...\I'll mess up!\That was close!\But now my neck hurts!\I'm glad, but my neck hurts!\I forgot to examine the hull! response:	I nearly messed up, damn it!
context: Huh? Wait, I forgot to consider the curvature of the hull!\Crap! At this rate...\I'll mess up!\That was close!\But now my neck hurts!\I'm glad, but my neck hurts!\I forgot to examine the hull!\I nearly messed up, damn it! response:	All right, this area looks good...
context: Crap! At this rate...\I'll mess up!\That was close!\But now my neck hurts!\I'm glad, but my neck hurts!\I forgot to examine the hull!\I nearly messed up, damn it!\All right, this area looks good... response:	Don't push it!
context: I'll mess up!\That was close!\But now my neck hurts!\I'm glad, but my neck hurts!\I forgot to examine the hull!\I nearly messed up, damn it!\All right, this area looks good...\Don't push it! response:	We ain't doin' nothin'.
context: That was close!\But now my neck hurts!\I'm glad, but my neck hurts!\I forgot to examine the hull!\I nearly messed up, damn it!\All right, this area looks good...\Don't push it!\We ain't doin' nothin'. response:	Damn it, why?!
context: But now my neck hurts!\I'm glad, but my neck hurts!\I forgot to examine the hull!\I nearly messed up, damn it!\All right, this area looks good...\Don't push it!\We ain't doin' nothin'.\Damn it, why?! response:	I did all that test writing!
context: I'm glad, but my neck hurts!\I forgot to examine the hull!\I nearly messed up, damn it!\All right, this area looks good...\Don't push it!\We ain't doin' nothin'.\Damn it, why?!\I did all that test writing! response:	Faced with this pure white boat, I'm too scared to move the brush.
context: I forgot to examine the hull!\I nearly messed up, damn it!\All right, this area looks good...\Don't push it!\We ain't doin' nothin'.\Damn it, why?!\I did all that test writing!\Faced with this pure white boat, I'm too scared to move the brush. response:	Won't I mess it up?
context: I nearly messed up, damn it!\All right, this area looks good...\Don't push it!\We ain't doin' nothin'.\Damn it, why?!\I did all that test writing!\Faced with this pure white boat, I'm too scared to move the brush.\Won't I mess it up? response:	Oh, man... oh, man...
context: All right, this area looks good...\Don't push it!\We ain't doin' nothin'.\Damn it, why?!\I did all that test writing!\Faced with this pure white boat, I'm too scared to move the brush.\Won't I mess it up?\Oh, man... oh, man... response:	You okay, Sensei?
context: Don't push it!\We ain't doin' nothin'.\Damn it, why?!\I did all that test writing!\Faced with this pure white boat, I'm too scared to move the brush.\Won't I mess it up?\Oh, man... oh, man...\You okay, Sensei? response:	Ya better hurry before Miwa-nee gets back!
context: We ain't doin' nothin'.\Damn it, why?!\I did all that test writing!\Faced with this pure white boat, I'm too scared to move the brush.\Won't I mess it up?\Oh, man... oh, man...\You okay, Sensei?\Ya better hurry before Miwa-nee gets back! response:	Shut up!
context: Damn it, why?!\I did all that test writing!\Faced with this pure white boat, I'm too scared to move the brush.\Won't I mess it up?\Oh, man... oh, man...\You okay, Sensei?\Ya better hurry before Miwa-nee gets back!\Shut up! response:	You're distracting me! Go away!
context: I did all that test writing!\Faced with this pure white boat, I'm too scared to move the brush.\Won't I mess it up?\Oh, man... oh, man...\You okay, Sensei?\Ya better hurry before Miwa-nee gets back!\Shut up!\You're distracting me! Go away! response:	I hate this!
context: Faced with this pure white boat, I'm too scared to move the brush.\Won't I mess it up?\Oh, man... oh, man...\You okay, Sensei?\Ya better hurry before Miwa-nee gets back!\Shut up!\You're distracting me! Go away!\I hate this! response:	I'm scared... I'm scared... I'm scared...
context: Won't I mess it up?\Oh, man... oh, man...\You okay, Sensei?\Ya better hurry before Miwa-nee gets back!\Shut up!\You're distracting me! Go away!\I hate this!\I'm scared... I'm scared... I'm scared... response:	He said he hates it.
context: Oh, man... oh, man...\You okay, Sensei?\Ya better hurry before Miwa-nee gets back!\Shut up!\You're distracting me! Go away!\I hate this!\I'm scared... I'm scared... I'm scared...\He said he hates it. response:	Yeah.
context: You okay, Sensei?\Ya better hurry before Miwa-nee gets back!\Shut up!\You're distracting me! Go away!\I hate this!\I'm scared... I'm scared... I'm scared...\He said he hates it.\Yeah. response:	Calm down, calm down!
context: Ya better hurry before Miwa-nee gets back!\Shut up!\You're distracting me! Go away!\I hate this!\I'm scared... I'm scared... I'm scared...\He said he hates it.\Yeah.\Calm down, calm down! response:	I've been under pressure before.
context: Shut up!\You're distracting me! Go away!\I hate this!\I'm scared... I'm scared... I'm scared...\He said he hates it.\Yeah.\Calm down, calm down!\I've been under pressure before. response:	It took a while before I could write something good,
