context: In a pig's ass! response:	I was wrong about you, traitor!
context: I'm seeing you in a new light.\Actually, huh? I'm always nice!\Ow! Y-Yes, of course, of course!\B-But I really am surprised. I never thought you would join the band...\Yeah. I was gonna refuse at first.\But I changed my mind after Matsuoka told me\he wanted to become a star so he could support his parents and brothers.\I know how it feels to desperately wanna be useful to your family. response:	U-Um... Kawabuchi-kun, would you consider staying with the band?
context: Actually, huh? I'm always nice!\Ow! Y-Yes, of course, of course!\B-But I really am surprised. I never thought you would join the band...\Yeah. I was gonna refuse at first.\But I changed my mind after Matsuoka told me\he wanted to become a star so he could support his parents and brothers.\I know how it feels to desperately wanna be useful to your family.\U-Um... Kawabuchi-kun, would you consider staying with the band? response:	Nah. This was a one-shot deal for me.
context: Ow! Y-Yes, of course, of course!\B-But I really am surprised. I never thought you would join the band...\Yeah. I was gonna refuse at first.\But I changed my mind after Matsuoka told me\he wanted to become a star so he could support his parents and brothers.\I know how it feels to desperately wanna be useful to your family.\U-Um... Kawabuchi-kun, would you consider staying with the band?\Nah. This was a one-shot deal for me. response:	Jazz is more up my alley.
context: B-But I really am surprised. I never thought you would join the band...\Yeah. I was gonna refuse at first.\But I changed my mind after Matsuoka told me\he wanted to become a star so he could support his parents and brothers.\I know how it feels to desperately wanna be useful to your family.\U-Um... Kawabuchi-kun, would you consider staying with the band?\Nah. This was a one-shot deal for me.\Jazz is more up my alley. response:	Besides... I'm keeping my important partner waiting.
context: Yeah. I was gonna refuse at first.\But I changed my mind after Matsuoka told me\he wanted to become a star so he could support his parents and brothers.\I know how it feels to desperately wanna be useful to your family.\U-Um... Kawabuchi-kun, would you consider staying with the band?\Nah. This was a one-shot deal for me.\Jazz is more up my alley.\Besides... I'm keeping my important partner waiting. response:	They can't fix it, huh?
context: But I changed my mind after Matsuoka told me\he wanted to become a star so he could support his parents and brothers.\I know how it feels to desperately wanna be useful to your family.\U-Um... Kawabuchi-kun, would you consider staying with the band?\Nah. This was a one-shot deal for me.\Jazz is more up my alley.\Besides... I'm keeping my important partner waiting.\They can't fix it, huh? response:	Guess I'll go...
context: he wanted to become a star so he could support his parents and brothers.\I know how it feels to desperately wanna be useful to your family.\U-Um... Kawabuchi-kun, would you consider staying with the band?\Nah. This was a one-shot deal for me.\Jazz is more up my alley.\Besides... I'm keeping my important partner waiting.\They can't fix it, huh?\Guess I'll go... response:	No, don't leave!
context: I know how it feels to desperately wanna be useful to your family.\U-Um... Kawabuchi-kun, would you consider staying with the band?\Nah. This was a one-shot deal for me.\Jazz is more up my alley.\Besides... I'm keeping my important partner waiting.\They can't fix it, huh?\Guess I'll go...\No, don't leave! response:	Wait! Wait!
context: U-Um... Kawabuchi-kun, would you consider staying with the band?\Nah. This was a one-shot deal for me.\Jazz is more up my alley.\Besides... I'm keeping my important partner waiting.\They can't fix it, huh?\Guess I'll go...\No, don't leave!\Wait! Wait! response:	Please!
context: Nah. This was a one-shot deal for me.\Jazz is more up my alley.\Besides... I'm keeping my important partner waiting.\They can't fix it, huh?\Guess I'll go...\No, don't leave!\Wait! Wait!\Please! response:	Don't panic. I'll keep them occupied for a little while.
context: Jazz is more up my alley.\Besides... I'm keeping my important partner waiting.\They can't fix it, huh?\Guess I'll go...\No, don't leave!\Wait! Wait!\Please!\Don't panic. I'll keep them occupied for a little while. response:	You be ready to go on as soon as the problem's fixed.
context: Besides... I'm keeping my important partner waiting.\They can't fix it, huh?\Guess I'll go...\No, don't leave!\Wait! Wait!\Please!\Don't panic. I'll keep them occupied for a little while.\You be ready to go on as soon as the problem's fixed. response:	What's he doing all of a sudden?
context: They can't fix it, huh?\Guess I'll go...\No, don't leave!\Wait! Wait!\Please!\Don't panic. I'll keep them occupied for a little while.\You be ready to go on as soon as the problem's fixed.\What's he doing all of a sudden? response:	He's wearing an armband, so he must be on the committee...
context: Guess I'll go...\No, don't leave!\Wait! Wait!\Please!\Don't panic. I'll keep them occupied for a little while.\You be ready to go on as soon as the problem's fixed.\What's he doing all of a sudden?\He's wearing an armband, so he must be on the committee... response:	This song...
context: No, don't leave!\Wait! Wait!\Please!\Don't panic. I'll keep them occupied for a little while.\You be ready to go on as soon as the problem's fixed.\What's he doing all of a sudden?\He's wearing an armband, so he must be on the committee...\This song... response:	Can we get it all back?
context: Wait! Wait!\Please!\Don't panic. I'll keep them occupied for a little while.\You be ready to go on as soon as the problem's fixed.\What's he doing all of a sudden?\He's wearing an armband, so he must be on the committee...\This song...\Can we get it all back? response:	Hey, what's goin' on?!
context: Please!\Don't panic. I'll keep them occupied for a little while.\You be ready to go on as soon as the problem's fixed.\What's he doing all of a sudden?\He's wearing an armband, so he must be on the committee...\This song...\Can we get it all back?\Hey, what's goin' on?! response:	Kawabuchi-kun...
context: Don't panic. I'll keep them occupied for a little while.\You be ready to go on as soon as the problem's fixed.\What's he doing all of a sudden?\He's wearing an armband, so he must be on the committee...\This song...\Can we get it all back?\Hey, what's goin' on?!\Kawabuchi-kun... response:	But... it sounds totally different than it did then...
context: You be ready to go on as soon as the problem's fixed.\What's he doing all of a sudden?\He's wearing an armband, so he must be on the committee...\This song...\Can we get it all back?\Hey, what's goin' on?!\Kawabuchi-kun...\But... it sounds totally different than it did then... response:	It's like two princes arguing good-naturedly as they come back home...
context: What's he doing all of a sudden?\He's wearing an armband, so he must be on the committee...\This song...\Can we get it all back?\Hey, what's goin' on?!\Kawabuchi-kun...\But... it sounds totally different than it did then...\It's like two princes arguing good-naturedly as they come back home... response:	Richie!
context: He's wearing an armband, so he must be on the committee...\This song...\Can we get it all back?\Hey, what's goin' on?!\Kawabuchi-kun...\But... it sounds totally different than it did then...\It's like two princes arguing good-naturedly as they come back home...\Richie! response:	What the heck?!
context: This song...\Can we get it all back?\Hey, what's goin' on?!\Kawabuchi-kun...\But... it sounds totally different than it did then...\It's like two princes arguing good-naturedly as they come back home...\Richie!\What the heck?! response:	They're running away?!
context: Can we get it all back?\Hey, what's goin' on?!\Kawabuchi-kun...\But... it sounds totally different than it did then...\It's like two princes arguing good-naturedly as they come back home...\Richie!\What the heck?!\They're running away?! response:	Cool...
context: Hey, what's goin' on?!\Kawabuchi-kun...\But... it sounds totally different than it did then...\It's like two princes arguing good-naturedly as they come back home...\Richie!\What the heck?!\They're running away?!\Cool... response:	My body feels light...
context: Kawabuchi-kun...\But... it sounds totally different than it did then...\It's like two princes arguing good-naturedly as they come back home...\Richie!\What the heck?!\They're running away?!\Cool...\My body feels light... response:	It's as if I've been born again...
context: But... it sounds totally different than it did then...\It's like two princes arguing good-naturedly as they come back home...\Richie!\What the heck?!\They're running away?!\Cool...\My body feels light...\It's as if I've been born again... response:	I feel... like I've got wings on my feet...
context: It's like two princes arguing good-naturedly as they come back home...\Richie!\What the heck?!\They're running away?!\Cool...\My body feels light...\It's as if I've been born again...\I feel... like I've got wings on my feet... response:	I waited for you on that slope
context: Richie!\What the heck?!\They're running away?!\Cool...\My body feels light...\It's as if I've been born again...\I feel... like I've got wings on my feet...\I waited for you on that slope response:	For our after school promise
context: What the heck?!\They're running away?!\Cool...\My body feels light...\It's as if I've been born again...\I feel... like I've got wings on my feet...\I waited for you on that slope\For our after school promise response:	There was a'goodbye' blurred far away
context: They're running away?!\Cool...\My body feels light...\It's as if I've been born again...\I feel... like I've got wings on my feet...\I waited for you on that slope\For our after school promise\There was a'goodbye' blurred far away response:	I was so weak, so awkward, and so fragile back then
context: Cool...\My body feels light...\It's as if I've been born again...\I feel... like I've got wings on my feet...\I waited for you on that slope\For our after school promise\There was a'goodbye' blurred far away\I was so weak, so awkward, and so fragile back then response:	But you gave me a small pair of wings
context: My body feels light...\It's as if I've been born again...\I feel... like I've got wings on my feet...\I waited for you on that slope\For our after school promise\There was a'goodbye' blurred far away\I was so weak, so awkward, and so fragile back then\But you gave me a small pair of wings response:	In the twilight hour of the sky,
context: It's as if I've been born again...\I feel... like I've got wings on my feet...\I waited for you on that slope\For our after school promise\There was a'goodbye' blurred far away\I was so weak, so awkward, and so fragile back then\But you gave me a small pair of wings\In the twilight hour of the sky, response:	I'm searching for a gleam of light
context: I feel... like I've got wings on my feet...\I waited for you on that slope\For our after school promise\There was a'goodbye' blurred far away\I was so weak, so awkward, and so fragile back then\But you gave me a small pair of wings\In the twilight hour of the sky,\I'm searching for a gleam of light response:	If only I could have said that I love you
context: I waited for you on that slope\For our after school promise\There was a'goodbye' blurred far away\I was so weak, so awkward, and so fragile back then\But you gave me a small pair of wings\In the twilight hour of the sky,\I'm searching for a gleam of light\If only I could have said that I love you response:	The note that I wrote in the corner of my textbook
context: For our after school promise\There was a'goodbye' blurred far away\I was so weak, so awkward, and so fragile back then\But you gave me a small pair of wings\In the twilight hour of the sky,\I'm searching for a gleam of light\If only I could have said that I love you\The note that I wrote in the corner of my textbook response:	has never been delivered to this day
