context: TSUMUGU KINAGASE response:	What do you want?
context: In the early dawn...\W-What the hell?\Presenting the three masters of the Honnouji Rakugo Club!\RAKUGO CLUB THREE MASTERS\100 Poems By 100 Poets Club! The Horde of 100!\100 POEMS BY 100 POETS CLUB! HORDE OF 100\Gardening!\GARDENING CLUB BACKYARD GENERAL MANAGER SQUINT-EYED KUSATAO UWABAMI response:	Gardening Club Backyard General Manager, Squint-eyed Kusatao Uwabami!
context: W-What the hell?\Presenting the three masters of the Honnouji Rakugo Club!\RAKUGO CLUB THREE MASTERS\100 Poems By 100 Poets Club! The Horde of 100!\100 POEMS BY 100 POETS CLUB! HORDE OF 100\Gardening!\GARDENING CLUB BACKYARD GENERAL MANAGER SQUINT-EYED KUSATAO UWABAMI\Gardening Club Backyard General Manager, Squint-eyed Kusatao Uwabami! response:	Now we're going to have our revenge for what you did on the terrace.
context: Presenting the three masters of the Honnouji Rakugo Club!\RAKUGO CLUB THREE MASTERS\100 Poems By 100 Poets Club! The Horde of 100!\100 POEMS BY 100 POETS CLUB! HORDE OF 100\Gardening!\GARDENING CLUB BACKYARD GENERAL MANAGER SQUINT-EYED KUSATAO UWABAMI\Gardening Club Backyard General Manager, Squint-eyed Kusatao Uwabami!\Now we're going to have our revenge for what you did on the terrace. response:	Considering how determined you were,
context: RAKUGO CLUB THREE MASTERS\100 Poems By 100 Poets Club! The Horde of 100!\100 POEMS BY 100 POETS CLUB! HORDE OF 100\Gardening!\GARDENING CLUB BACKYARD GENERAL MANAGER SQUINT-EYED KUSATAO UWABAMI\Gardening Club Backyard General Manager, Squint-eyed Kusatao Uwabami!\Now we're going to have our revenge for what you did on the terrace.\Considering how determined you were, response:	are you satisfied with sending small-fry clubs after them?
context: 100 Poems By 100 Poets Club! The Horde of 100!\100 POEMS BY 100 POETS CLUB! HORDE OF 100\Gardening!\GARDENING CLUB BACKYARD GENERAL MANAGER SQUINT-EYED KUSATAO UWABAMI\Gardening Club Backyard General Manager, Squint-eyed Kusatao Uwabami!\Now we're going to have our revenge for what you did on the terrace.\Considering how determined you were,\are you satisfied with sending small-fry clubs after them? response:	It would be boring to simply beat her outright, wouldn't it?
context: 100 POEMS BY 100 POETS CLUB! HORDE OF 100\Gardening!\GARDENING CLUB BACKYARD GENERAL MANAGER SQUINT-EYED KUSATAO UWABAMI\Gardening Club Backyard General Manager, Squint-eyed Kusatao Uwabami!\Now we're going to have our revenge for what you did on the terrace.\Considering how determined you were,\are you satisfied with sending small-fry clubs after them?\It would be boring to simply beat her outright, wouldn't it? response:	Wouldn't you do the same if you were me?
context: Gardening!\GARDENING CLUB BACKYARD GENERAL MANAGER SQUINT-EYED KUSATAO UWABAMI\Gardening Club Backyard General Manager, Squint-eyed Kusatao Uwabami!\Now we're going to have our revenge for what you did on the terrace.\Considering how determined you were,\are you satisfied with sending small-fry clubs after them?\It would be boring to simply beat her outright, wouldn't it?\Wouldn't you do the same if you were me? response:	This is an opportunity to watch a pro at work.
context: GARDENING CLUB BACKYARD GENERAL MANAGER SQUINT-EYED KUSATAO UWABAMI\Gardening Club Backyard General Manager, Squint-eyed Kusatao Uwabami!\Now we're going to have our revenge for what you did on the terrace.\Considering how determined you were,\are you satisfied with sending small-fry clubs after them?\It would be boring to simply beat her outright, wouldn't it?\Wouldn't you do the same if you were me?\This is an opportunity to watch a pro at work. response:	Isn't this a perfect lesson to train for the genuine
context: Gardening Club Backyard General Manager, Squint-eyed Kusatao Uwabami!\Now we're going to have our revenge for what you did on the terrace.\Considering how determined you were,\are you satisfied with sending small-fry clubs after them?\It would be boring to simply beat her outright, wouldn't it?\Wouldn't you do the same if you were me?\This is an opportunity to watch a pro at work.\Isn't this a perfect lesson to train for the genuine response:	battle that Lady Satsuki has in the works?
context: Now we're going to have our revenge for what you did on the terrace.\Considering how determined you were,\are you satisfied with sending small-fry clubs after them?\It would be boring to simply beat her outright, wouldn't it?\Wouldn't you do the same if you were me?\This is an opportunity to watch a pro at work.\Isn't this a perfect lesson to train for the genuine\battle that Lady Satsuki has in the works? response:	I see you've thought this through, huh?
context: Considering how determined you were,\are you satisfied with sending small-fry clubs after them?\It would be boring to simply beat her outright, wouldn't it?\Wouldn't you do the same if you were me?\This is an opportunity to watch a pro at work.\Isn't this a perfect lesson to train for the genuine\battle that Lady Satsuki has in the works?\I see you've thought this through, huh? response:	I've been with Lady Satsuki the longest.
context: are you satisfied with sending small-fry clubs after them?\It would be boring to simply beat her outright, wouldn't it?\Wouldn't you do the same if you were me?\This is an opportunity to watch a pro at work.\Isn't this a perfect lesson to train for the genuine\battle that Lady Satsuki has in the works?\I see you've thought this through, huh?\I've been with Lady Satsuki the longest. response:	I know exactly how she thinks.
context: It would be boring to simply beat her outright, wouldn't it?\Wouldn't you do the same if you were me?\This is an opportunity to watch a pro at work.\Isn't this a perfect lesson to train for the genuine\battle that Lady Satsuki has in the works?\I see you've thought this through, huh?\I've been with Lady Satsuki the longest.\I know exactly how she thinks. response:	Maybe you should be gathering data instead of evaluating me, Four Eyes.
context: Wouldn't you do the same if you were me?\This is an opportunity to watch a pro at work.\Isn't this a perfect lesson to train for the genuine\battle that Lady Satsuki has in the works?\I see you've thought this through, huh?\I've been with Lady Satsuki the longest.\I know exactly how she thinks.\Maybe you should be gathering data instead of evaluating me, Four Eyes. response:	Where'd you go, Pervert Club?
context: This is an opportunity to watch a pro at work.\Isn't this a perfect lesson to train for the genuine\battle that Lady Satsuki has in the works?\I see you've thought this through, huh?\I've been with Lady Satsuki the longest.\I know exactly how she thinks.\Maybe you should be gathering data instead of evaluating me, Four Eyes.\Where'd you go, Pervert Club? response:	Ow!
context: Isn't this a perfect lesson to train for the genuine\battle that Lady Satsuki has in the works?\I see you've thought this through, huh?\I've been with Lady Satsuki the longest.\I know exactly how she thinks.\Maybe you should be gathering data instead of evaluating me, Four Eyes.\Where'd you go, Pervert Club?\Ow! response:	When did he have time to set up a trap like that?
context: battle that Lady Satsuki has in the works?\I see you've thought this through, huh?\I've been with Lady Satsuki the longest.\I know exactly how she thinks.\Maybe you should be gathering data instead of evaluating me, Four Eyes.\Where'd you go, Pervert Club?\Ow!\When did he have time to set up a trap like that? response:	Ryuko.
context: I see you've thought this through, huh?\I've been with Lady Satsuki the longest.\I know exactly how she thinks.\Maybe you should be gathering data instead of evaluating me, Four Eyes.\Where'd you go, Pervert Club?\Ow!\When did he have time to set up a trap like that?\Ryuko. response:	Quit bugging me! What now, another lecture?
context: I've been with Lady Satsuki the longest.\I know exactly how she thinks.\Maybe you should be gathering data instead of evaluating me, Four Eyes.\Where'd you go, Pervert Club?\Ow!\When did he have time to set up a trap like that?\Ryuko.\Quit bugging me! What now, another lecture? response:	I'm sorry, Ryuko, but I'm at my limit.
context: I know exactly how she thinks.\Maybe you should be gathering data instead of evaluating me, Four Eyes.\Where'd you go, Pervert Club?\Ow!\When did he have time to set up a trap like that?\Ryuko.\Quit bugging me! What now, another lecture?\I'm sorry, Ryuko, but I'm at my limit. response:	Senketsu!
context: Maybe you should be gathering data instead of evaluating me, Four Eyes.\Where'd you go, Pervert Club?\Ow!\When did he have time to set up a trap like that?\Ryuko.\Quit bugging me! What now, another lecture?\I'm sorry, Ryuko, but I'm at my limit.\Senketsu! response:	So, the jamming rounds have finally taken effect.
context: Where'd you go, Pervert Club?\Ow!\When did he have time to set up a trap like that?\Ryuko.\Quit bugging me! What now, another lecture?\I'm sorry, Ryuko, but I'm at my limit.\Senketsu!\So, the jamming rounds have finally taken effect. response:	I can't believe how many rounds it took. That's a Kamui for you.
context: Ow!\When did he have time to set up a trap like that?\Ryuko.\Quit bugging me! What now, another lecture?\I'm sorry, Ryuko, but I'm at my limit.\Senketsu!\So, the jamming rounds have finally taken effect.\I can't believe how many rounds it took. That's a Kamui for you. response:	Bastard!
context: When did he have time to set up a trap like that?\Ryuko.\Quit bugging me! What now, another lecture?\I'm sorry, Ryuko, but I'm at my limit.\Senketsu!\So, the jamming rounds have finally taken effect.\I can't believe how many rounds it took. That's a Kamui for you.\Bastard! response:	Now, take off your clothes!
context: Ryuko.\Quit bugging me! What now, another lecture?\I'm sorry, Ryuko, but I'm at my limit.\Senketsu!\So, the jamming rounds have finally taken effect.\I can't believe how many rounds it took. That's a Kamui for you.\Bastard!\Now, take off your clothes! response:	I sealed the power of your Kamui. You have no hope of winning.
context: Quit bugging me! What now, another lecture?\I'm sorry, Ryuko, but I'm at my limit.\Senketsu!\So, the jamming rounds have finally taken effect.\I can't believe how many rounds it took. That's a Kamui for you.\Bastard!\Now, take off your clothes!\I sealed the power of your Kamui. You have no hope of winning. response:	You think I'm gonna do what some pervert tells me?
context: I'm sorry, Ryuko, but I'm at my limit.\Senketsu!\So, the jamming rounds have finally taken effect.\I can't believe how many rounds it took. That's a Kamui for you.\Bastard!\Now, take off your clothes!\I sealed the power of your Kamui. You have no hope of winning.\You think I'm gonna do what some pervert tells me? response:	Let me tell you two useful pieces of information.
context: Senketsu!\So, the jamming rounds have finally taken effect.\I can't believe how many rounds it took. That's a Kamui for you.\Bastard!\Now, take off your clothes!\I sealed the power of your Kamui. You have no hope of winning.\You think I'm gonna do what some pervert tells me?\Let me tell you two useful pieces of information. response:	One: There was once a woman.
context: So, the jamming rounds have finally taken effect.\I can't believe how many rounds it took. That's a Kamui for you.\Bastard!\Now, take off your clothes!\I sealed the power of your Kamui. You have no hope of winning.\You think I'm gonna do what some pervert tells me?\Let me tell you two useful pieces of information.\One: There was once a woman. response:	She believed that people and clothes were not enemies.
context: I can't believe how many rounds it took. That's a Kamui for you.\Bastard!\Now, take off your clothes!\I sealed the power of your Kamui. You have no hope of winning.\You think I'm gonna do what some pervert tells me?\Let me tell you two useful pieces of information.\One: There was once a woman.\She believed that people and clothes were not enemies. response:	She was a fool.
context: Bastard!\Now, take off your clothes!\I sealed the power of your Kamui. You have no hope of winning.\You think I'm gonna do what some pervert tells me?\Let me tell you two useful pieces of information.\One: There was once a woman.\She believed that people and clothes were not enemies.\She was a fool. response:	And because of her foolishness,
context: Now, take off your clothes!\I sealed the power of your Kamui. You have no hope of winning.\You think I'm gonna do what some pervert tells me?\Let me tell you two useful pieces of information.\One: There was once a woman.\She believed that people and clothes were not enemies.\She was a fool.\And because of her foolishness, response:	she was betrayed by clothing.
context: I sealed the power of your Kamui. You have no hope of winning.\You think I'm gonna do what some pervert tells me?\Let me tell you two useful pieces of information.\One: There was once a woman.\She believed that people and clothes were not enemies.\She was a fool.\And because of her foolishness,\she was betrayed by clothing. response:	The path you are heading down ends in the same place as hers.
context: You think I'm gonna do what some pervert tells me?\Let me tell you two useful pieces of information.\One: There was once a woman.\She believed that people and clothes were not enemies.\She was a fool.\And because of her foolishness,\she was betrayed by clothing.\The path you are heading down ends in the same place as hers. response:	I don't have any damn idea what you're talking about.
context: Let me tell you two useful pieces of information.\One: There was once a woman.\She believed that people and clothes were not enemies.\She was a fool.\And because of her foolishness,\she was betrayed by clothing.\The path you are heading down ends in the same place as hers.\I don't have any damn idea what you're talking about. response:	I suppose not.
context: One: There was once a woman.\She believed that people and clothes were not enemies.\She was a fool.\And because of her foolishness,\she was betrayed by clothing.\The path you are heading down ends in the same place as hers.\I don't have any damn idea what you're talking about.\I suppose not. response:	Ryuko... Escape without me!
context: She believed that people and clothes were not enemies.\She was a fool.\And because of her foolishness,\she was betrayed by clothing.\The path you are heading down ends in the same place as hers.\I don't have any damn idea what you're talking about.\I suppose not.\Ryuko... Escape without me! response:	Sen
context: She was a fool.\And because of her foolishness,\she was betrayed by clothing.\The path you are heading down ends in the same place as hers.\I don't have any damn idea what you're talking about.\I suppose not.\Ryuko... Escape without me!\Sen response:	Do you understand now?
context: And because of her foolishness,\she was betrayed by clothing.\The path you are heading down ends in the same place as hers.\I don't have any damn idea what you're talking about.\I suppose not.\Ryuko... Escape without me!\Sen\Do you understand now? response:	This thing just tried to escape by itself.
context: she was betrayed by clothing.\The path you are heading down ends in the same place as hers.\I don't have any damn idea what you're talking about.\I suppose not.\Ryuko... Escape without me!\Sen\Do you understand now?\This thing just tried to escape by itself. response:	You're wrong.
context: The path you are heading down ends in the same place as hers.\I don't have any damn idea what you're talking about.\I suppose not.\Ryuko... Escape without me!\Sen\Do you understand now?\This thing just tried to escape by itself.\You're wrong. response:	It knew that you were of no more use, so it
context: I don't have any damn idea what you're talking about.\I suppose not.\Ryuko... Escape without me!\Sen\Do you understand now?\This thing just tried to escape by itself.\You're wrong.\It knew that you were of no more use, so it response:	Senketsu was trying...
context: I suppose not.\Ryuko... Escape without me!\Sen\Do you understand now?\This thing just tried to escape by itself.\You're wrong.\It knew that you were of no more use, so it\Senketsu was trying... response:	Life Fibers...
context: Ryuko... Escape without me!\Sen\Do you understand now?\This thing just tried to escape by itself.\You're wrong.\It knew that you were of no more use, so it\Senketsu was trying...\Life Fibers... response:	This uniform is the only clothing Ryuko has.
context: Sen\Do you understand now?\This thing just tried to escape by itself.\You're wrong.\It knew that you were of no more use, so it\Senketsu was trying...\Life Fibers...\This uniform is the only clothing Ryuko has. response:	And look at what you've done to it.
context: Do you understand now?\This thing just tried to escape by itself.\You're wrong.\It knew that you were of no more use, so it\Senketsu was trying...\Life Fibers...\This uniform is the only clothing Ryuko has.\And look at what you've done to it. response:	Don't you have any idea how people who
context: This thing just tried to escape by itself.\You're wrong.\It knew that you were of no more use, so it\Senketsu was trying...\Life Fibers...\This uniform is the only clothing Ryuko has.\And look at what you've done to it.\Don't you have any idea how people who response:	only own one set of clothes feel?!
context: You're wrong.\It knew that you were of no more use, so it\Senketsu was trying...\Life Fibers...\This uniform is the only clothing Ryuko has.\And look at what you've done to it.\Don't you have any idea how people who\only own one set of clothes feel?! response:	Who is this?
context: It knew that you were of no more use, so it\Senketsu was trying...\Life Fibers...\This uniform is the only clothing Ryuko has.\And look at what you've done to it.\Don't you have any idea how people who\only own one set of clothes feel?!\Who is this? response:	Ryuko loves this uniform more than anything!
context: Senketsu was trying...\Life Fibers...\This uniform is the only clothing Ryuko has.\And look at what you've done to it.\Don't you have any idea how people who\only own one set of clothes feel?!\Who is this?\Ryuko loves this uniform more than anything! response:	She's always whispering to it.
context: Life Fibers...\This uniform is the only clothing Ryuko has.\And look at what you've done to it.\Don't you have any idea how people who\only own one set of clothes feel?!\Who is this?\Ryuko loves this uniform more than anything!\She's always whispering to it. response:	Pretty creepy, huh?
context: This uniform is the only clothing Ryuko has.\And look at what you've done to it.\Don't you have any idea how people who\only own one set of clothes feel?!\Who is this?\Ryuko loves this uniform more than anything!\She's always whispering to it.\Pretty creepy, huh? response:	My whole family is creeped out by it!
context: And look at what you've done to it.\Don't you have any idea how people who\only own one set of clothes feel?!\Who is this?\Ryuko loves this uniform more than anything!\She's always whispering to it.\Pretty creepy, huh?\My whole family is creeped out by it! response:	But that's what people who only own one set of clothes are like!
context: Don't you have any idea how people who\only own one set of clothes feel?!\Who is this?\Ryuko loves this uniform more than anything!\She's always whispering to it.\Pretty creepy, huh?\My whole family is creeped out by it!\But that's what people who only own one set of clothes are like! response:	Taking the clothes off the back of someone
context: only own one set of clothes feel?!\Who is this?\Ryuko loves this uniform more than anything!\She's always whispering to it.\Pretty creepy, huh?\My whole family is creeped out by it!\But that's what people who only own one set of clothes are like!\Taking the clothes off the back of someone response:	like that is the same as taking away a friend!
context: Who is this?\Ryuko loves this uniform more than anything!\She's always whispering to it.\Pretty creepy, huh?\My whole family is creeped out by it!\But that's what people who only own one set of clothes are like!\Taking the clothes off the back of someone\like that is the same as taking away a friend! response:	Tha's right! This uniform is Ryuko's friend!
context: Ryuko loves this uniform more than anything!\She's always whispering to it.\Pretty creepy, huh?\My whole family is creeped out by it!\But that's what people who only own one set of clothes are like!\Taking the clothes off the back of someone\like that is the same as taking away a friend!\Tha's right! This uniform is Ryuko's friend! response:	People and clothing can't communicate.
context: She's always whispering to it.\Pretty creepy, huh?\My whole family is creeped out by it!\But that's what people who only own one set of clothes are like!\Taking the clothes off the back of someone\like that is the same as taking away a friend!\Tha's right! This uniform is Ryuko's friend!\People and clothing can't communicate. response:	It's impossible for them to become friends.
context: Pretty creepy, huh?\My whole family is creeped out by it!\But that's what people who only own one set of clothes are like!\Taking the clothes off the back of someone\like that is the same as taking away a friend!\Tha's right! This uniform is Ryuko's friend!\People and clothing can't communicate.\It's impossible for them to become friends. response:	They can so!
context: My whole family is creeped out by it!\But that's what people who only own one set of clothes are like!\Taking the clothes off the back of someone\like that is the same as taking away a friend!\Tha's right! This uniform is Ryuko's friend!\People and clothing can't communicate.\It's impossible for them to become friends.\They can so! response:	Up until now, the only friends I had were in my head.
context: But that's what people who only own one set of clothes are like!\Taking the clothes off the back of someone\like that is the same as taking away a friend!\Tha's right! This uniform is Ryuko's friend!\People and clothing can't communicate.\It's impossible for them to become friends.\They can so!\Up until now, the only friends I had were in my head. response:	But then I met Ryuko and I made a real one!
context: Taking the clothes off the back of someone\like that is the same as taking away a friend!\Tha's right! This uniform is Ryuko's friend!\People and clothing can't communicate.\It's impossible for them to become friends.\They can so!\Up until now, the only friends I had were in my head.\But then I met Ryuko and I made a real one! response:	A girl like that could totally make friends with clothing!
context: like that is the same as taking away a friend!\Tha's right! This uniform is Ryuko's friend!\People and clothing can't communicate.\It's impossible for them to become friends.\They can so!\Up until now, the only friends I had were in my head.\But then I met Ryuko and I made a real one!\A girl like that could totally make friends with clothing! response:	More to the point, she already has!
context: Tha's right! This uniform is Ryuko's friend!\People and clothing can't communicate.\It's impossible for them to become friends.\They can so!\Up until now, the only friends I had were in my head.\But then I met Ryuko and I made a real one!\A girl like that could totally make friends with clothing!\More to the point, she already has! response:	Shame on you!
context: People and clothing can't communicate.\It's impossible for them to become friends.\They can so!\Up until now, the only friends I had were in my head.\But then I met Ryuko and I made a real one!\A girl like that could totally make friends with clothing!\More to the point, she already has!\Shame on you! response:	You have to take better care of your friend!
context: It's impossible for them to become friends.\They can so!\Up until now, the only friends I had were in my head.\But then I met Ryuko and I made a real one!\A girl like that could totally make friends with clothing!\More to the point, she already has!\Shame on you!\You have to take better care of your friend! response:	Thank you, Mako...
context: They can so!\Up until now, the only friends I had were in my head.\But then I met Ryuko and I made a real one!\A girl like that could totally make friends with clothing!\More to the point, she already has!\Shame on you!\You have to take better care of your friend!\Thank you, Mako... response:	Anyway, I'm cleaning the girls' bathroom as punishment for sleeping in class!
context: Up until now, the only friends I had were in my head.\But then I met Ryuko and I made a real one!\A girl like that could totally make friends with clothing!\More to the point, she already has!\Shame on you!\You have to take better care of your friend!\Thank you, Mako...\Anyway, I'm cleaning the girls' bathroom as punishment for sleeping in class! response:	Buh-bye!
context: But then I met Ryuko and I made a real one!\A girl like that could totally make friends with clothing!\More to the point, she already has!\Shame on you!\You have to take better care of your friend!\Thank you, Mako...\Anyway, I'm cleaning the girls' bathroom as punishment for sleeping in class!\Buh-bye! response:	Where were we before we were interrupted?
context: A girl like that could totally make friends with clothing!\More to the point, she already has!\Shame on you!\You have to take better care of your friend!\Thank you, Mako...\Anyway, I'm cleaning the girls' bathroom as punishment for sleeping in class!\Buh-bye!\Where were we before we were interrupted? response:	Now, then. Let go of it.
context: More to the point, she already has!\Shame on you!\You have to take better care of your friend!\Thank you, Mako...\Anyway, I'm cleaning the girls' bathroom as punishment for sleeping in class!\Buh-bye!\Where were we before we were interrupted?\Now, then. Let go of it. response:	You'll have to pry him out of my cold, dead hands!
context: Shame on you!\You have to take better care of your friend!\Thank you, Mako...\Anyway, I'm cleaning the girls' bathroom as punishment for sleeping in class!\Buh-bye!\Where were we before we were interrupted?\Now, then. Let go of it.\You'll have to pry him out of my cold, dead hands! response:	You want to go through all that suffering again?
context: You have to take better care of your friend!\Thank you, Mako...\Anyway, I'm cleaning the girls' bathroom as punishment for sleeping in class!\Buh-bye!\Where were we before we were interrupted?\Now, then. Let go of it.\You'll have to pry him out of my cold, dead hands!\You want to go through all that suffering again? response:	Don't you dare lay a finger on Ryuko.
context: Thank you, Mako...\Anyway, I'm cleaning the girls' bathroom as punishment for sleeping in class!\Buh-bye!\Where were we before we were interrupted?\Now, then. Let go of it.\You'll have to pry him out of my cold, dead hands!\You want to go through all that suffering again?\Don't you dare lay a finger on Ryuko. response:	Do, and I'll make you pay.
context: Anyway, I'm cleaning the girls' bathroom as punishment for sleeping in class!\Buh-bye!\Where were we before we were interrupted?\Now, then. Let go of it.\You'll have to pry him out of my cold, dead hands!\You want to go through all that suffering again?\Don't you dare lay a finger on Ryuko.\Do, and I'll make you pay. response:	Did it... talk just now? The uniform talked?
context: Buh-bye!\Where were we before we were interrupted?\Now, then. Let go of it.\You'll have to pry him out of my cold, dead hands!\You want to go through all that suffering again?\Don't you dare lay a finger on Ryuko.\Do, and I'll make you pay.\Did it... talk just now? The uniform talked? response:	These two... care for each other?
context: Where were we before we were interrupted?\Now, then. Let go of it.\You'll have to pry him out of my cold, dead hands!\You want to go through all that suffering again?\Don't you dare lay a finger on Ryuko.\Do, and I'll make you pay.\Did it... talk just now? The uniform talked?\These two... care for each other? response:	Your battle against the Kamui was magnificent.
context: Now, then. Let go of it.\You'll have to pry him out of my cold, dead hands!\You want to go through all that suffering again?\Don't you dare lay a finger on Ryuko.\Do, and I'll make you pay.\Did it... talk just now? The uniform talked?\These two... care for each other?\Your battle against the Kamui was magnificent. response:	However, I've grown bored with the melody you play.
context: You'll have to pry him out of my cold, dead hands!\You want to go through all that suffering again?\Don't you dare lay a finger on Ryuko.\Do, and I'll make you pay.\Did it... talk just now? The uniform talked?\These two... care for each other?\Your battle against the Kamui was magnificent.\However, I've grown bored with the melody you play. response:	Hand over the girl.
context: You want to go through all that suffering again?\Don't you dare lay a finger on Ryuko.\Do, and I'll make you pay.\Did it... talk just now? The uniform talked?\These two... care for each other?\Your battle against the Kamui was magnificent.\However, I've grown bored with the melody you play.\Hand over the girl. response:	Hand over the Kamui to the likes of you?
context: Don't you dare lay a finger on Ryuko.\Do, and I'll make you pay.\Did it... talk just now? The uniform talked?\These two... care for each other?\Your battle against the Kamui was magnificent.\However, I've grown bored with the melody you play.\Hand over the girl.\Hand over the Kamui to the likes of you? response:	Turn yourself in, too.
context: Do, and I'll make you pay.\Did it... talk just now? The uniform talked?\These two... care for each other?\Your battle against the Kamui was magnificent.\However, I've grown bored with the melody you play.\Hand over the girl.\Hand over the Kamui to the likes of you?\Turn yourself in, too. response:	One: You people will never catch me.
context: Did it... talk just now? The uniform talked?\These two... care for each other?\Your battle against the Kamui was magnificent.\However, I've grown bored with the melody you play.\Hand over the girl.\Hand over the Kamui to the likes of you?\Turn yourself in, too.\One: You people will never catch me. response:	Two: I'll never hand over these two, either!
context: These two... care for each other?\Your battle against the Kamui was magnificent.\However, I've grown bored with the melody you play.\Hand over the girl.\Hand over the Kamui to the likes of you?\Turn yourself in, too.\One: You people will never catch me.\Two: I'll never hand over these two, either! response:	I won't let you escape!
context: Your battle against the Kamui was magnificent.\However, I've grown bored with the melody you play.\Hand over the girl.\Hand over the Kamui to the likes of you?\Turn yourself in, too.\One: You people will never catch me.\Two: I'll never hand over these two, either!\I won't let you escape! response:	After all that, you let him get away?
context: However, I've grown bored with the melody you play.\Hand over the girl.\Hand over the Kamui to the likes of you?\Turn yourself in, too.\One: You people will never catch me.\Two: I'll never hand over these two, either!\I won't let you escape!\After all that, you let him get away? response:	Inumuta. Status of the Anti-Uniform Guerilla's combat data?
context: Hand over the girl.\Hand over the Kamui to the likes of you?\Turn yourself in, too.\One: You people will never catch me.\Two: I'll never hand over these two, either!\I won't let you escape!\After all that, you let him get away?\Inumuta. Status of the Anti-Uniform Guerilla's combat data? response:	Analysis is complete. I was able to deduce a pattern.
context: Hand over the Kamui to the likes of you?\Turn yourself in, too.\One: You people will never catch me.\Two: I'll never hand over these two, either!\I won't let you escape!\After all that, you let him get away?\Inumuta. Status of the Anti-Uniform Guerilla's combat data?\Analysis is complete. I was able to deduce a pattern. response:	Very well.
context: Turn yourself in, too.\One: You people will never catch me.\Two: I'll never hand over these two, either!\I won't let you escape!\After all that, you let him get away?\Inumuta. Status of the Anti-Uniform Guerilla's combat data?\Analysis is complete. I was able to deduce a pattern.\Very well. response:	I'm glad that Jakuzure understood what my true intent was.
context: One: You people will never catch me.\Two: I'll never hand over these two, either!\I won't let you escape!\After all that, you let him get away?\Inumuta. Status of the Anti-Uniform Guerilla's combat data?\Analysis is complete. I was able to deduce a pattern.\Very well.\I'm glad that Jakuzure understood what my true intent was. response:	Thank her for her trouble.
context: Two: I'll never hand over these two, either!\I won't let you escape!\After all that, you let him get away?\Inumuta. Status of the Anti-Uniform Guerilla's combat data?\Analysis is complete. I was able to deduce a pattern.\Very well.\I'm glad that Jakuzure understood what my true intent was.\Thank her for her trouble. response:	Senketsu!
context: I won't let you escape!\After all that, you let him get away?\Inumuta. Status of the Anti-Uniform Guerilla's combat data?\Analysis is complete. I was able to deduce a pattern.\Very well.\I'm glad that Jakuzure understood what my true intent was.\Thank her for her trouble.\Senketsu! response:	I'm here.
context: After all that, you let him get away?\Inumuta. Status of the Anti-Uniform Guerilla's combat data?\Analysis is complete. I was able to deduce a pattern.\Very well.\I'm glad that Jakuzure understood what my true intent was.\Thank her for her trouble.\Senketsu!\I'm here. response:	What a relief...
context: Inumuta. Status of the Anti-Uniform Guerilla's combat data?\Analysis is complete. I was able to deduce a pattern.\Very well.\I'm glad that Jakuzure understood what my true intent was.\Thank her for her trouble.\Senketsu!\I'm here.\What a relief... response:	We'll have to thank that man, I suppose.
context: Analysis is complete. I was able to deduce a pattern.\Very well.\I'm glad that Jakuzure understood what my true intent was.\Thank her for her trouble.\Senketsu!\I'm here.\What a relief...\We'll have to thank that man, I suppose. response:	Damn it, I lost! It was a complete rout
context: Very well.\I'm glad that Jakuzure understood what my true intent was.\Thank her for her trouble.\Senketsu!\I'm here.\What a relief...\We'll have to thank that man, I suppose.\Damn it, I lost! It was a complete rout response:	Ow...
context: I'm glad that Jakuzure understood what my true intent was.\Thank her for her trouble.\Senketsu!\I'm here.\What a relief...\We'll have to thank that man, I suppose.\Damn it, I lost! It was a complete rout\Ow... response:	We're both in tatters. Don't push yourself.
context: Thank her for her trouble.\Senketsu!\I'm here.\What a relief...\We'll have to thank that man, I suppose.\Damn it, I lost! It was a complete rout\Ow...\We're both in tatters. Don't push yourself. response:	Senketsu.
context: Senketsu!\I'm here.\What a relief...\We'll have to thank that man, I suppose.\Damn it, I lost! It was a complete rout\Ow...\We're both in tatters. Don't push yourself.\Senketsu. response:	You and I need to become even stronger.
context: I'm here.\What a relief...\We'll have to thank that man, I suppose.\Damn it, I lost! It was a complete rout\Ow...\We're both in tatters. Don't push yourself.\Senketsu.\You and I need to become even stronger. response:	No, we CAN become even stronger. If we're together.
context: What a relief...\We'll have to thank that man, I suppose.\Damn it, I lost! It was a complete rout\Ow...\We're both in tatters. Don't push yourself.\Senketsu.\You and I need to become even stronger.\No, we CAN become even stronger. If we're together. response:	Yes. After all, I'm your precious only set.
context: We'll have to thank that man, I suppose.\Damn it, I lost! It was a complete rout\Ow...\We're both in tatters. Don't push yourself.\Senketsu.\You and I need to become even stronger.\No, we CAN become even stronger. If we're together.\Yes. After all, I'm your precious only set. response:	No, that's not what you are.
context: Damn it, I lost! It was a complete rout\Ow...\We're both in tatters. Don't push yourself.\Senketsu.\You and I need to become even stronger.\No, we CAN become even stronger. If we're together.\Yes. After all, I'm your precious only set.\No, that's not what you are. response:	You're my friend.
context: Ow...\We're both in tatters. Don't push yourself.\Senketsu.\You and I need to become even stronger.\No, we CAN become even stronger. If we're together.\Yes. After all, I'm your precious only set.\No, that's not what you are.\You're my friend. response:	I am.
