context: Five minutes to curtain! response:	What should I name the way I'm feeling right now?
context: Whoa! It appears that Big Bro has a hardcore little sister complex!\What's the matter? You're totally helpless, aren't you?\Shut up! This isn't fair!\You're the only one who's armed!\It's over. Prepare yourself, Romeo.\I'm not gonna just lay down and die, damn you!\You're pathetic, dirt bag!\Falls response:	Falls
context: What's the matter? You're totally helpless, aren't you?\Shut up! This isn't fair!\You're the only one who's armed!\It's over. Prepare yourself, Romeo.\I'm not gonna just lay down and die, damn you!\You're pathetic, dirt bag!\Falls\Falls response:	Falls
context: Shut up! This isn't fair!\You're the only one who's armed!\It's over. Prepare yourself, Romeo.\I'm not gonna just lay down and die, damn you!\You're pathetic, dirt bag!\Falls\Falls\Falls response:	Falls
context: You're the only one who's armed!\It's over. Prepare yourself, Romeo.\I'm not gonna just lay down and die, damn you!\You're pathetic, dirt bag!\Falls\Falls\Falls\Falls response:	Falls
context: It's over. Prepare yourself, Romeo.\I'm not gonna just lay down and die, damn you!\You're pathetic, dirt bag!\Falls\Falls\Falls\Falls\Falls response:	Falls
context: I'm not gonna just lay down and die, damn you!\You're pathetic, dirt bag!\Falls\Falls\Falls\Falls\Falls\Falls response:	Falls
context: You're pathetic, dirt bag!\Falls\Falls\Falls\Falls\Falls\Falls\Falls response:	Falls
context: Falls\Falls\Falls\Falls\Falls\Falls\Falls\Falls response:	Falls
context: Falls\Falls\Falls\Falls\Falls\Falls\Falls\Falls response:	Falls
context: Falls\Falls\Falls\Falls\Falls\Falls\Falls\Falls response:	Falls
context: Falls\Falls\Falls\Falls\Falls\Falls\Falls\Falls response:	Falls
context: Falls\Falls\Falls\Falls\Falls\Falls\Falls\Falls response:	Falls
context: Falls\Falls\Falls\Falls\Falls\Falls\Falls\Falls response:	Falls
context: Falls\Falls\Falls\Falls\Falls\Falls\Falls\Falls response:	Falls
context: Falls\Falls\Falls\Falls\Falls\Falls\Falls\Falls response:	Falls
context: Falls\Falls\Falls\Falls\Falls\Falls\Falls\Falls response:	Falls
context: Falls\Falls\Falls\Falls\Falls\Falls\Falls\Falls response:	Falls
context: Falls\Falls\Falls\Falls\Falls\Falls\Falls\Falls response:	Falls
context: Falls\Falls\Falls\Falls\Falls\Falls\Falls\Falls response:	Falls
context: Falls\Falls\Falls\Falls\Falls\Falls\Falls\Falls response:	Falls
context: Falls\Falls\Falls\Falls\Falls\Falls\Falls\Falls response:	Falls
context: Falls\Falls\Falls\Falls\Falls\Falls\Falls\Falls response:	Falls
context: Falls\Falls\Falls\Falls\Falls\Falls\Falls\Falls response:	Falls
context: Falls\Falls\Falls\Falls\Falls\Falls\Falls\Falls response:	DANGER
context: Falls\Falls\Falls\Falls\Falls\Falls\Falls\DANGER response:	DANGER
context: Falls\Falls\Falls\Falls\Falls\Falls\DANGER\DANGER response:	Whoaaa!
context: Falls\Falls\Falls\Falls\Falls\DANGER\DANGER\Whoaaa! response:	Thanks to their furious battle, the castle walls have collapsed!
context: Falls\Falls\Falls\Falls\DANGER\DANGER\Whoaaa!\Thanks to their furious battle, the castle walls have collapsed! response:	Who would have thought?
context: Falls\Falls\Falls\DANGER\DANGER\Whoaaa!\Thanks to their furious battle, the castle walls have collapsed!\Who would have thought? response:	They're both buried under the rubble!
context: Falls\Falls\DANGER\DANGER\Whoaaa!\Thanks to their furious battle, the castle walls have collapsed!\Who would have thought?\They're both buried under the rubble! response:	Are they safe or not?
context: Falls\DANGER\DANGER\Whoaaa!\Thanks to their furious battle, the castle walls have collapsed!\Who would have thought?\They're both buried under the rubble!\Are they safe or not? response:	Romeo!
context: DANGER\DANGER\Whoaaa!\Thanks to their furious battle, the castle walls have collapsed!\Who would have thought?\They're both buried under the rubble!\Are they safe or not?\Romeo! response:	Aha! There's Romeo!
context: DANGER\Whoaaa!\Thanks to their furious battle, the castle walls have collapsed!\Who would have thought?\They're both buried under the rubble!\Are they safe or not?\Romeo!\Aha! There's Romeo! response:	Romeo is on his feet!
context: Whoaaa!\Thanks to their furious battle, the castle walls have collapsed!\Who would have thought?\They're both buried under the rubble!\Are they safe or not?\Romeo!\Aha! There's Romeo!\Romeo is on his feet! response:	The winner of this duel is Romeo!
context: Thanks to their furious battle, the castle walls have collapsed!\Who would have thought?\They're both buried under the rubble!\Are they safe or not?\Romeo!\Aha! There's Romeo!\Romeo is on his feet!\The winner of this duel is Romeo! response:	I'm coming for you... Juliet.
context: Who would have thought?\They're both buried under the rubble!\Are they safe or not?\Romeo!\Aha! There's Romeo!\Romeo is on his feet!\The winner of this duel is Romeo!\I'm coming for you... Juliet. response:	Seriously, he's such an idiot.
context: They're both buried under the rubble!\Are they safe or not?\Romeo!\Aha! There's Romeo!\Romeo is on his feet!\The winner of this duel is Romeo!\I'm coming for you... Juliet.\Seriously, he's such an idiot. response:	Look at him! He's all beat up.
context: Are they safe or not?\Romeo!\Aha! There's Romeo!\Romeo is on his feet!\The winner of this duel is Romeo!\I'm coming for you... Juliet.\Seriously, he's such an idiot.\Look at him! He's all beat up. response:	Always, always such a huge...
context: Romeo!\Aha! There's Romeo!\Romeo is on his feet!\The winner of this duel is Romeo!\I'm coming for you... Juliet.\Seriously, he's such an idiot.\Look at him! He's all beat up.\Always, always such a huge... response:	No, no, I'm the idiot.
context: Aha! There's Romeo!\Romeo is on his feet!\The winner of this duel is Romeo!\I'm coming for you... Juliet.\Seriously, he's such an idiot.\Look at him! He's all beat up.\Always, always such a huge...\No, no, I'm the idiot. response:	All this time, I've just been too afraid to admit it.
context: Romeo is on his feet!\The winner of this duel is Romeo!\I'm coming for you... Juliet.\Seriously, he's such an idiot.\Look at him! He's all beat up.\Always, always such a huge...\No, no, I'm the idiot.\All this time, I've just been too afraid to admit it. response:	But...
context: The winner of this duel is Romeo!\I'm coming for you... Juliet.\Seriously, he's such an idiot.\Look at him! He's all beat up.\Always, always such a huge...\No, no, I'm the idiot.\All this time, I've just been too afraid to admit it.\But... response:	It's about time that I did.
context: I'm coming for you... Juliet.\Seriously, he's such an idiot.\Look at him! He's all beat up.\Always, always such a huge...\No, no, I'm the idiot.\All this time, I've just been too afraid to admit it.\But...\It's about time that I did. response:	O Romeo, wherefore art thou Romeo?
context: Seriously, he's such an idiot.\Look at him! He's all beat up.\Always, always such a huge...\No, no, I'm the idiot.\All this time, I've just been too afraid to admit it.\But...\It's about time that I did.\O Romeo, wherefore art thou Romeo? response:	If only you weren't Romeo, the son of the Montagues,
context: Look at him! He's all beat up.\Always, always such a huge...\No, no, I'm the idiot.\All this time, I've just been too afraid to admit it.\But...\It's about time that I did.\O Romeo, wherefore art thou Romeo?\If only you weren't Romeo, the son of the Montagues, response:	nothing and nobody would get in the way of our love.
context: Always, always such a huge...\No, no, I'm the idiot.\All this time, I've just been too afraid to admit it.\But...\It's about time that I did.\O Romeo, wherefore art thou Romeo?\If only you weren't Romeo, the son of the Montagues,\nothing and nobody would get in the way of our love. response:	Romeo, doff thy name, and for that name which is no part of thee, take all myself.
context: No, no, I'm the idiot.\All this time, I've just been too afraid to admit it.\But...\It's about time that I did.\O Romeo, wherefore art thou Romeo?\If only you weren't Romeo, the son of the Montagues,\nothing and nobody would get in the way of our love.\Romeo, doff thy name, and for that name which is no part of thee, take all myself. response:	I take thee at thy word.
context: All this time, I've just been too afraid to admit it.\But...\It's about time that I did.\O Romeo, wherefore art thou Romeo?\If only you weren't Romeo, the son of the Montagues,\nothing and nobody would get in the way of our love.\Romeo, doff thy name, and for that name which is no part of thee, take all myself.\I take thee at thy word. response:	Call me but love, and I'll be new baptized.
context: But...\It's about time that I did.\O Romeo, wherefore art thou Romeo?\If only you weren't Romeo, the son of the Montagues,\nothing and nobody would get in the way of our love.\Romeo, doff thy name, and for that name which is no part of thee, take all myself.\I take thee at thy word.\Call me but love, and I'll be new baptized. response:	Henceforth I never will be Romeo.
context: It's about time that I did.\O Romeo, wherefore art thou Romeo?\If only you weren't Romeo, the son of the Montagues,\nothing and nobody would get in the way of our love.\Romeo, doff thy name, and for that name which is no part of thee, take all myself.\I take thee at thy word.\Call me but love, and I'll be new baptized.\Henceforth I never will be Romeo. response:	My beloved Juliet...
context: O Romeo, wherefore art thou Romeo?\If only you weren't Romeo, the son of the Montagues,\nothing and nobody would get in the way of our love.\Romeo, doff thy name, and for that name which is no part of thee, take all myself.\I take thee at thy word.\Call me but love, and I'll be new baptized.\Henceforth I never will be Romeo.\My beloved Juliet... response:	Yes.
context: If only you weren't Romeo, the son of the Montagues,\nothing and nobody would get in the way of our love.\Romeo, doff thy name, and for that name which is no part of thee, take all myself.\I take thee at thy word.\Call me but love, and I'll be new baptized.\Henceforth I never will be Romeo.\My beloved Juliet...\Yes. response:	I love you, too, Romeo-sama.
context: nothing and nobody would get in the way of our love.\Romeo, doff thy name, and for that name which is no part of thee, take all myself.\I take thee at thy word.\Call me but love, and I'll be new baptized.\Henceforth I never will be Romeo.\My beloved Juliet...\Yes.\I love you, too, Romeo-sama. response:	That's right.
context: Romeo, doff thy name, and for that name which is no part of thee, take all myself.\I take thee at thy word.\Call me but love, and I'll be new baptized.\Henceforth I never will be Romeo.\My beloved Juliet...\Yes.\I love you, too, Romeo-sama.\That's right. response:	The fact that I'm in love with him.
context: I take thee at thy word.\Call me but love, and I'll be new baptized.\Henceforth I never will be Romeo.\My beloved Juliet...\Yes.\I love you, too, Romeo-sama.\That's right.\The fact that I'm in love with him. response:	Good job.
context: Call me but love, and I'll be new baptized.\Henceforth I never will be Romeo.\My beloved Juliet...\Yes.\I love you, too, Romeo-sama.\That's right.\The fact that I'm in love with him.\Good job. response:	There you go again with your cliches!
context: Henceforth I never will be Romeo.\My beloved Juliet...\Yes.\I love you, too, Romeo-sama.\That's right.\The fact that I'm in love with him.\Good job.\There you go again with your cliches! response:	I wanted to try it, just once.
context: My beloved Juliet...\Yes.\I love you, too, Romeo-sama.\That's right.\The fact that I'm in love with him.\Good job.\There you go again with your cliches!\I wanted to try it, just once. response:	It's like pretending to be one of those girly girls.
context: Yes.\I love you, too, Romeo-sama.\That's right.\The fact that I'm in love with him.\Good job.\There you go again with your cliches!\I wanted to try it, just once.\It's like pretending to be one of those girly girls. response:	Making it obvious doesn't score extra points.
context: I love you, too, Romeo-sama.\That's right.\The fact that I'm in love with him.\Good job.\There you go again with your cliches!\I wanted to try it, just once.\It's like pretending to be one of those girly girls.\Making it obvious doesn't score extra points. response:	We made it work... somehow. Right?
context: That's right.\The fact that I'm in love with him.\Good job.\There you go again with your cliches!\I wanted to try it, just once.\It's like pretending to be one of those girly girls.\Making it obvious doesn't score extra points.\We made it work... somehow. Right? response:	Didn't you see the audience's reaction?
context: The fact that I'm in love with him.\Good job.\There you go again with your cliches!\I wanted to try it, just once.\It's like pretending to be one of those girly girls.\Making it obvious doesn't score extra points.\We made it work... somehow. Right?\Didn't you see the audience's reaction? response:	I gotta give you props for pulling off something like that without even rehearsing.
context: Good job.\There you go again with your cliches!\I wanted to try it, just once.\It's like pretending to be one of those girly girls.\Making it obvious doesn't score extra points.\We made it work... somehow. Right?\Didn't you see the audience's reaction?\I gotta give you props for pulling off something like that without even rehearsing. response:	You even had most of your lines down.
context: There you go again with your cliches!\I wanted to try it, just once.\It's like pretending to be one of those girly girls.\Making it obvious doesn't score extra points.\We made it work... somehow. Right?\Didn't you see the audience's reaction?\I gotta give you props for pulling off something like that without even rehearsing.\You even had most of your lines down. response:	Man... If you only knew how hard I had it learning my own.
context: I wanted to try it, just once.\It's like pretending to be one of those girly girls.\Making it obvious doesn't score extra points.\We made it work... somehow. Right?\Didn't you see the audience's reaction?\I gotta give you props for pulling off something like that without even rehearsing.\You even had most of your lines down.\Man... If you only knew how hard I had it learning my own. response:	I like it! Shower me with more compliments!
context: It's like pretending to be one of those girly girls.\Making it obvious doesn't score extra points.\We made it work... somehow. Right?\Didn't you see the audience's reaction?\I gotta give you props for pulling off something like that without even rehearsing.\You even had most of your lines down.\Man... If you only knew how hard I had it learning my own.\I like it! Shower me with more compliments! response:	Sure, sure! Awesome, totally awesome!
context: Making it obvious doesn't score extra points.\We made it work... somehow. Right?\Didn't you see the audience's reaction?\I gotta give you props for pulling off something like that without even rehearsing.\You even had most of your lines down.\Man... If you only knew how hard I had it learning my own.\I like it! Shower me with more compliments!\Sure, sure! Awesome, totally awesome! response:	It's kind of similar, don't you think?
context: We made it work... somehow. Right?\Didn't you see the audience's reaction?\I gotta give you props for pulling off something like that without even rehearsing.\You even had most of your lines down.\Man... If you only knew how hard I had it learning my own.\I like it! Shower me with more compliments!\Sure, sure! Awesome, totally awesome!\It's kind of similar, don't you think? response:	The play... and our own story.
context: Didn't you see the audience's reaction?\I gotta give you props for pulling off something like that without even rehearsing.\You even had most of your lines down.\Man... If you only knew how hard I had it learning my own.\I like it! Shower me with more compliments!\Sure, sure! Awesome, totally awesome!\It's kind of similar, don't you think?\The play... and our own story. response:	Our families feuding with each other...
context: I gotta give you props for pulling off something like that without even rehearsing.\You even had most of your lines down.\Man... If you only knew how hard I had it learning my own.\I like it! Shower me with more compliments!\Sure, sure! Awesome, totally awesome!\It's kind of similar, don't you think?\The play... and our own story.\Our families feuding with each other... response:	And the two respective heirs...
context: You even had most of your lines down.\Man... If you only knew how hard I had it learning my own.\I like it! Shower me with more compliments!\Sure, sure! Awesome, totally awesome!\It's kind of similar, don't you think?\The play... and our own story.\Our families feuding with each other...\And the two respective heirs... response:	Being in love...
context: Man... If you only knew how hard I had it learning my own.\I like it! Shower me with more compliments!\Sure, sure! Awesome, totally awesome!\It's kind of similar, don't you think?\The play... and our own story.\Our families feuding with each other...\And the two respective heirs...\Being in love... response:	Well, the biggest difference is that we're not really in love.
context: I like it! Shower me with more compliments!\Sure, sure! Awesome, totally awesome!\It's kind of similar, don't you think?\The play... and our own story.\Our families feuding with each other...\And the two respective heirs...\Being in love...\Well, the biggest difference is that we're not really in love. response:	If that part's not the same, then they're totally different stories.
context: Sure, sure! Awesome, totally awesome!\It's kind of similar, don't you think?\The play... and our own story.\Our families feuding with each other...\And the two respective heirs...\Being in love...\Well, the biggest difference is that we're not really in love.\If that part's not the same, then they're totally different stories. response:	True, you're right about that.
context: It's kind of similar, don't you think?\The play... and our own story.\Our families feuding with each other...\And the two respective heirs...\Being in love...\Well, the biggest difference is that we're not really in love.\If that part's not the same, then they're totally different stories.\True, you're right about that. response:	Sorry...
context: The play... and our own story.\Our families feuding with each other...\And the two respective heirs...\Being in love...\Well, the biggest difference is that we're not really in love.\If that part's not the same, then they're totally different stories.\True, you're right about that.\Sorry... response:	for how I've been lately.
context: Our families feuding with each other...\And the two respective heirs...\Being in love...\Well, the biggest difference is that we're not really in love.\If that part's not the same, then they're totally different stories.\True, you're right about that.\Sorry...\for how I've been lately. response:	For going crazy on you.
context: And the two respective heirs...\Being in love...\Well, the biggest difference is that we're not really in love.\If that part's not the same, then they're totally different stories.\True, you're right about that.\Sorry...\for how I've been lately.\For going crazy on you. response:	Sorry...
context: Being in love...\Well, the biggest difference is that we're not really in love.\If that part's not the same, then they're totally different stories.\True, you're right about that.\Sorry...\for how I've been lately.\For going crazy on you.\Sorry... response:	for my nasty attitude and all.
context: Well, the biggest difference is that we're not really in love.\If that part's not the same, then they're totally different stories.\True, you're right about that.\Sorry...\for how I've been lately.\For going crazy on you.\Sorry...\for my nasty attitude and all. response:	Sorry...
context: If that part's not the same, then they're totally different stories.\True, you're right about that.\Sorry...\for how I've been lately.\For going crazy on you.\Sorry...\for my nasty attitude and all.\Sorry... response:	for saying mean things,
context: True, you're right about that.\Sorry...\for how I've been lately.\For going crazy on you.\Sorry...\for my nasty attitude and all.\Sorry...\for saying mean things, response:	and slapping you across the face.
context: Sorry...\for how I've been lately.\For going crazy on you.\Sorry...\for my nasty attitude and all.\Sorry...\for saying mean things,\and slapping you across the face. response:	I'm sorry.
context: for how I've been lately.\For going crazy on you.\Sorry...\for my nasty attitude and all.\Sorry...\for saying mean things,\and slapping you across the face.\I'm sorry. response:	I'll go back to normal now.
context: For going crazy on you.\Sorry...\for my nasty attitude and all.\Sorry...\for saying mean things,\and slapping you across the face.\I'm sorry.\I'll go back to normal now. response:	Back to the way I was before...
context: Sorry...\for my nasty attitude and all.\Sorry...\for saying mean things,\and slapping you across the face.\I'm sorry.\I'll go back to normal now.\Back to the way I was before... response:	I'll go back to being my usual self,
context: for my nasty attitude and all.\Sorry...\for saying mean things,\and slapping you across the face.\I'm sorry.\I'll go back to normal now.\Back to the way I was before...\I'll go back to being my usual self, response:	like before.
context: Sorry...\for saying mean things,\and slapping you across the face.\I'm sorry.\I'll go back to normal now.\Back to the way I was before...\I'll go back to being my usual self,\like before. response:	When we were polar opposites in every way,
context: for saying mean things,\and slapping you across the face.\I'm sorry.\I'll go back to normal now.\Back to the way I was before...\I'll go back to being my usual self,\like before.\When we were polar opposites in every way, response:	the fake couple that hated each other.
context: and slapping you across the face.\I'm sorry.\I'll go back to normal now.\Back to the way I was before...\I'll go back to being my usual self,\like before.\When we were polar opposites in every way,\the fake couple that hated each other. response:	I'll go back to being that person.
context: I'm sorry.\I'll go back to normal now.\Back to the way I was before...\I'll go back to being my usual self,\like before.\When we were polar opposites in every way,\the fake couple that hated each other.\I'll go back to being that person. response:	So please... um...
context: I'll go back to normal now.\Back to the way I was before...\I'll go back to being my usual self,\like before.\When we were polar opposites in every way,\the fake couple that hated each other.\I'll go back to being that person.\So please... um... response:	Will you forgive me?
context: Back to the way I was before...\I'll go back to being my usual self,\like before.\When we were polar opposites in every way,\the fake couple that hated each other.\I'll go back to being that person.\So please... um...\Will you forgive me? response:	I don't see a problem with it.
context: I'll go back to being my usual self,\like before.\When we were polar opposites in every way,\the fake couple that hated each other.\I'll go back to being that person.\So please... um...\Will you forgive me?\I don't see a problem with it. response:	If we're a fake couple that hates each other, then it's only natural that we'd fight.
context: like before.\When we were polar opposites in every way,\the fake couple that hated each other.\I'll go back to being that person.\So please... um...\Will you forgive me?\I don't see a problem with it.\If we're a fake couple that hates each other, then it's only natural that we'd fight. response:	But you just told me that you didn't hate me by a long shot.
context: When we were polar opposites in every way,\the fake couple that hated each other.\I'll go back to being that person.\So please... um...\Will you forgive me?\I don't see a problem with it.\If we're a fake couple that hates each other, then it's only natural that we'd fight.\But you just told me that you didn't hate me by a long shot. response:	No, listen!
context: the fake couple that hated each other.\I'll go back to being that person.\So please... um...\Will you forgive me?\I don't see a problem with it.\If we're a fake couple that hates each other, then it's only natural that we'd fight.\But you just told me that you didn't hate me by a long shot.\No, listen! response:	You're the one who just brought up hating each other.
context: I'll go back to being that person.\So please... um...\Will you forgive me?\I don't see a problem with it.\If we're a fake couple that hates each other, then it's only natural that we'd fight.\But you just told me that you didn't hate me by a long shot.\No, listen!\You're the one who just brought up hating each other. response:	Then, were you lying to me?
context: So please... um...\Will you forgive me?\I don't see a problem with it.\If we're a fake couple that hates each other, then it's only natural that we'd fight.\But you just told me that you didn't hate me by a long shot.\No, listen!\You're the one who just brought up hating each other.\Then, were you lying to me? response:	No, no! What are you talking about?
context: Will you forgive me?\I don't see a problem with it.\If we're a fake couple that hates each other, then it's only natural that we'd fight.\But you just told me that you didn't hate me by a long shot.\No, listen!\You're the one who just brought up hating each other.\Then, were you lying to me?\No, no! What are you talking about? response:	Listen, do you want me to hate you or not? Which is it?
context: I don't see a problem with it.\If we're a fake couple that hates each other, then it's only natural that we'd fight.\But you just told me that you didn't hate me by a long shot.\No, listen!\You're the one who just brought up hating each other.\Then, were you lying to me?\No, no! What are you talking about?\Listen, do you want me to hate you or not? Which is it? response:	Jeez...
context: If we're a fake couple that hates each other, then it's only natural that we'd fight.\But you just told me that you didn't hate me by a long shot.\No, listen!\You're the one who just brought up hating each other.\Then, were you lying to me?\No, no! What are you talking about?\Listen, do you want me to hate you or not? Which is it?\Jeez... response:	What about you, then?
context: But you just told me that you didn't hate me by a long shot.\No, listen!\You're the one who just brought up hating each other.\Then, were you lying to me?\No, no! What are you talking about?\Listen, do you want me to hate you or not? Which is it?\Jeez...\What about you, then? response:	Don't you hate me?
context: No, listen!\You're the one who just brought up hating each other.\Then, were you lying to me?\No, no! What are you talking about?\Listen, do you want me to hate you or not? Which is it?\Jeez...\What about you, then?\Don't you hate me? response:	Me? Well, I...
context: You're the one who just brought up hating each other.\Then, were you lying to me?\No, no! What are you talking about?\Listen, do you want me to hate you or not? Which is it?\Jeez...\What about you, then?\Don't you hate me?\Me? Well, I... response:	absolutely abhor you.
context: Then, were you lying to me?\No, no! What are you talking about?\Listen, do you want me to hate you or not? Which is it?\Jeez...\What about you, then?\Don't you hate me?\Me? Well, I...\absolutely abhor you. response:	Listen, there's still time,
context: No, no! What are you talking about?\Listen, do you want me to hate you or not? Which is it?\Jeez...\What about you, then?\Don't you hate me?\Me? Well, I...\absolutely abhor you.\Listen, there's still time, response:	and I haven't seen much of the Culture Festival yet.
context: Listen, do you want me to hate you or not? Which is it?\Jeez...\What about you, then?\Don't you hate me?\Me? Well, I...\absolutely abhor you.\Listen, there's still time,\and I haven't seen much of the Culture Festival yet. response:	If you're gonna twist my arm, then I'll keep you company.
context: Jeez...\What about you, then?\Don't you hate me?\Me? Well, I...\absolutely abhor you.\Listen, there's still time,\and I haven't seen much of the Culture Festival yet.\If you're gonna twist my arm, then I'll keep you company. response:	What's it gonna be?
context: What about you, then?\Don't you hate me?\Me? Well, I...\absolutely abhor you.\Listen, there's still time,\and I haven't seen much of the Culture Festival yet.\If you're gonna twist my arm, then I'll keep you company.\What's it gonna be? response:	Jeez! Guess I have no choice.
context: Don't you hate me?\Me? Well, I...\absolutely abhor you.\Listen, there's still time,\and I haven't seen much of the Culture Festival yet.\If you're gonna twist my arm, then I'll keep you company.\What's it gonna be?\Jeez! Guess I have no choice. response:	Where the hell did that smile come from?
context: Me? Well, I...\absolutely abhor you.\Listen, there's still time,\and I haven't seen much of the Culture Festival yet.\If you're gonna twist my arm, then I'll keep you company.\What's it gonna be?\Jeez! Guess I have no choice.\Where the hell did that smile come from? response:	Seriously...
context: absolutely abhor you.\Listen, there's still time,\and I haven't seen much of the Culture Festival yet.\If you're gonna twist my arm, then I'll keep you company.\What's it gonna be?\Jeez! Guess I have no choice.\Where the hell did that smile come from?\Seriously... response:	She's so cheerful now, you can't tell she was sulking before the play.
context: Listen, there's still time,\and I haven't seen much of the Culture Festival yet.\If you're gonna twist my arm, then I'll keep you company.\What's it gonna be?\Jeez! Guess I have no choice.\Where the hell did that smile come from?\Seriously...\She's so cheerful now, you can't tell she was sulking before the play. response:	Hey, look! It's Romeo and Juliet!
context: and I haven't seen much of the Culture Festival yet.\If you're gonna twist my arm, then I'll keep you company.\What's it gonna be?\Jeez! Guess I have no choice.\Where the hell did that smile come from?\Seriously...\She's so cheerful now, you can't tell she was sulking before the play.\Hey, look! It's Romeo and Juliet! response:	You're right!
context: If you're gonna twist my arm, then I'll keep you company.\What's it gonna be?\Jeez! Guess I have no choice.\Where the hell did that smile come from?\Seriously...\She's so cheerful now, you can't tell she was sulking before the play.\Hey, look! It's Romeo and Juliet!\You're right! response:	We saw the play!
context: What's it gonna be?\Jeez! Guess I have no choice.\Where the hell did that smile come from?\Seriously...\She's so cheerful now, you can't tell she was sulking before the play.\Hey, look! It's Romeo and Juliet!\You're right!\We saw the play! response:	It was fantastic!
context: Jeez! Guess I have no choice.\Where the hell did that smile come from?\Seriously...\She's so cheerful now, you can't tell she was sulking before the play.\Hey, look! It's Romeo and Juliet!\You're right!\We saw the play!\It was fantastic! response:	Good job!
context: Where the hell did that smile come from?\Seriously...\She's so cheerful now, you can't tell she was sulking before the play.\Hey, look! It's Romeo and Juliet!\You're right!\We saw the play!\It was fantastic!\Good job! response:	Why did she do a total 180 on her attitude?
context: Seriously...\She's so cheerful now, you can't tell she was sulking before the play.\Hey, look! It's Romeo and Juliet!\You're right!\We saw the play!\It was fantastic!\Good job!\Why did she do a total 180 on her attitude? response:	I don't hate you, not by a long shot.
context: She's so cheerful now, you can't tell she was sulking before the play.\Hey, look! It's Romeo and Juliet!\You're right!\We saw the play!\It was fantastic!\Good job!\Why did she do a total 180 on her attitude?\I don't hate you, not by a long shot. response:	Does this mean she's been so pissed at me all this time because she thought I hated her?
context: Hey, look! It's Romeo and Juliet!\You're right!\We saw the play!\It was fantastic!\Good job!\Why did she do a total 180 on her attitude?\I don't hate you, not by a long shot.\Does this mean she's been so pissed at me all this time because she thought I hated her? response:	But that would mean...
context: You're right!\We saw the play!\It was fantastic!\Good job!\Why did she do a total 180 on her attitude?\I don't hate you, not by a long shot.\Does this mean she's been so pissed at me all this time because she thought I hated her?\But that would mean... response:	All right, everybody!
context: We saw the play!\It was fantastic!\Good job!\Why did she do a total 180 on her attitude?\I don't hate you, not by a long shot.\Does this mean she's been so pissed at me all this time because she thought I hated her?\But that would mean...\All right, everybody! response:	Cheers!
context: It was fantastic!\Good job!\Why did she do a total 180 on her attitude?\I don't hate you, not by a long shot.\Does this mean she's been so pissed at me all this time because she thought I hated her?\But that would mean...\All right, everybody!\Cheers! response:	Man, that was a roaring success!
context: Good job!\Why did she do a total 180 on her attitude?\I don't hate you, not by a long shot.\Does this mean she's been so pissed at me all this time because she thought I hated her?\But that would mean...\All right, everybody!\Cheers!\Man, that was a roaring success! response:	I heard that everyone was raving about our class!
context: Why did she do a total 180 on her attitude?\I don't hate you, not by a long shot.\Does this mean she's been so pissed at me all this time because she thought I hated her?\But that would mean...\All right, everybody!\Cheers!\Man, that was a roaring success!\I heard that everyone was raving about our class! response:	Pass the juice around to everybody!
context: I don't hate you, not by a long shot.\Does this mean she's been so pissed at me all this time because she thought I hated her?\But that would mean...\All right, everybody!\Cheers!\Man, that was a roaring success!\I heard that everyone was raving about our class!\Pass the juice around to everybody! response:	We've got lots of snacks, too!
context: Does this mean she's been so pissed at me all this time because she thought I hated her?\But that would mean...\All right, everybody!\Cheers!\Man, that was a roaring success!\I heard that everyone was raving about our class!\Pass the juice around to everybody!\We've got lots of snacks, too! response:	Hey! There's our leading lady, Kirisaki-san!
context: But that would mean...\All right, everybody!\Cheers!\Man, that was a roaring success!\I heard that everyone was raving about our class!\Pass the juice around to everybody!\We've got lots of snacks, too!\Hey! There's our leading lady, Kirisaki-san! response:	Good job!
context: All right, everybody!\Cheers!\Man, that was a roaring success!\I heard that everyone was raving about our class!\Pass the juice around to everybody!\We've got lots of snacks, too!\Hey! There's our leading lady, Kirisaki-san!\Good job! response:	You did that pretty much on the fly, didn't you?
context: Cheers!\Man, that was a roaring success!\I heard that everyone was raving about our class!\Pass the juice around to everybody!\We've got lots of snacks, too!\Hey! There's our leading lady, Kirisaki-san!\Good job!\You did that pretty much on the fly, didn't you? response:	How did you learn your lines?
context: Man, that was a roaring success!\I heard that everyone was raving about our class!\Pass the juice around to everybody!\We've got lots of snacks, too!\Hey! There's our leading lady, Kirisaki-san!\Good job!\You did that pretty much on the fly, didn't you?\How did you learn your lines? response:	I have to say, I was even a little moved!
context: I heard that everyone was raving about our class!\Pass the juice around to everybody!\We've got lots of snacks, too!\Hey! There's our leading lady, Kirisaki-san!\Good job!\You did that pretty much on the fly, didn't you?\How did you learn your lines?\I have to say, I was even a little moved! response:	Well, for a moment there I wasn't sure how it was gonna end up,
context: Pass the juice around to everybody!\We've got lots of snacks, too!\Hey! There's our leading lady, Kirisaki-san!\Good job!\You did that pretty much on the fly, didn't you?\How did you learn your lines?\I have to say, I was even a little moved!\Well, for a moment there I wasn't sure how it was gonna end up, response:	Thanks!
context: We've got lots of snacks, too!\Hey! There's our leading lady, Kirisaki-san!\Good job!\You did that pretty much on the fly, didn't you?\How did you learn your lines?\I have to say, I was even a little moved!\Well, for a moment there I wasn't sure how it was gonna end up,\Thanks! response:	but we gotta hand it to our famous couple!
