context: Virus symptoms response:	begin
context: Excellent!\Eyes of God?\That's right.\The inescapable eyes that integrate surveillance images from all over the city.\I used that power to find this place while you were distracted by your base.\He agreed to help us on the condition that we'd take back\the Guild's hidden assets, which you've swiped.\I have no interest in money once it's escaped me, response:	but my pride wouldn't allow me to leave it in the hands of rats.
context: Eyes of God?\That's right.\The inescapable eyes that integrate surveillance images from all over the city.\I used that power to find this place while you were distracted by your base.\He agreed to help us on the condition that we'd take back\the Guild's hidden assets, which you've swiped.\I have no interest in money once it's escaped me,\but my pride wouldn't allow me to leave it in the hands of rats. response:	We'll take it from here.
context: That's right.\The inescapable eyes that integrate surveillance images from all over the city.\I used that power to find this place while you were distracted by your base.\He agreed to help us on the condition that we'd take back\the Guild's hidden assets, which you've swiped.\I have no interest in money once it's escaped me,\but my pride wouldn't allow me to leave it in the hands of rats.\We'll take it from here. response:	Is that all right, Dazai-kun?
context: The inescapable eyes that integrate surveillance images from all over the city.\I used that power to find this place while you were distracted by your base.\He agreed to help us on the condition that we'd take back\the Guild's hidden assets, which you've swiped.\I have no interest in money once it's escaped me,\but my pride wouldn't allow me to leave it in the hands of rats.\We'll take it from here.\Is that all right, Dazai-kun? response:	Sure.
context: I used that power to find this place while you were distracted by your base.\He agreed to help us on the condition that we'd take back\the Guild's hidden assets, which you've swiped.\I have no interest in money once it's escaped me,\but my pride wouldn't allow me to leave it in the hands of rats.\We'll take it from here.\Is that all right, Dazai-kun?\Sure. response:	That's why I called you here.
context: He agreed to help us on the condition that we'd take back\the Guild's hidden assets, which you've swiped.\I have no interest in money once it's escaped me,\but my pride wouldn't allow me to leave it in the hands of rats.\We'll take it from here.\Is that all right, Dazai-kun?\Sure.\That's why I called you here. response:	Put your hands where we can see them.
context: the Guild's hidden assets, which you've swiped.\I have no interest in money once it's escaped me,\but my pride wouldn't allow me to leave it in the hands of rats.\We'll take it from here.\Is that all right, Dazai-kun?\Sure.\That's why I called you here.\Put your hands where we can see them. response:	Wait, don't touch him!
context: I have no interest in money once it's escaped me,\but my pride wouldn't allow me to leave it in the hands of rats.\We'll take it from here.\Is that all right, Dazai-kun?\Sure.\That's why I called you here.\Put your hands where we can see them.\Wait, don't touch him! response:	He's dead.
context: but my pride wouldn't allow me to leave it in the hands of rats.\We'll take it from here.\Is that all right, Dazai-kun?\Sure.\That's why I called you here.\Put your hands where we can see them.\Wait, don't touch him!\He's dead. response:	Try anything funny, and we'll shoot you on the spot.
context: We'll take it from here.\Is that all right, Dazai-kun?\Sure.\That's why I called you here.\Put your hands where we can see them.\Wait, don't touch him!\He's dead.\Try anything funny, and we'll shoot you on the spot. response:	Sure.
context: Is that all right, Dazai-kun?\Sure.\That's why I called you here.\Put your hands where we can see them.\Wait, don't touch him!\He's dead.\Try anything funny, and we'll shoot you on the spot.\Sure. response:	Let's go.
context: Sure.\That's why I called you here.\Put your hands where we can see them.\Wait, don't touch him!\He's dead.\Try anything funny, and we'll shoot you on the spot.\Sure.\Let's go. response:	Detective...
context: That's why I called you here.\Put your hands where we can see them.\Wait, don't touch him!\He's dead.\Try anything funny, and we'll shoot you on the spot.\Sure.\Let's go.\Detective... response:	Do you know what his ability is?
context: Put your hands where we can see them.\Wait, don't touch him!\He's dead.\Try anything funny, and we'll shoot you on the spot.\Sure.\Let's go.\Detective...\Do you know what his ability is? response:	No, I don't.
context: Wait, don't touch him!\He's dead.\Try anything funny, and we'll shoot you on the spot.\Sure.\Let's go.\Detective...\Do you know what his ability is?\No, I don't. response:	This is bad.
context: He's dead.\Try anything funny, and we'll shoot you on the spot.\Sure.\Let's go.\Detective...\Do you know what his ability is?\No, I don't.\This is bad. response:	Yes, it is.
context: Try anything funny, and we'll shoot you on the spot.\Sure.\Let's go.\Detective...\Do you know what his ability is?\No, I don't.\This is bad.\Yes, it is. response:	It's bad?
context: Sure.\Let's go.\Detective...\Do you know what his ability is?\No, I don't.\This is bad.\Yes, it is.\It's bad? response:	We straight-up disobeyed the president's orders not to fight against the Port Mafia.
context: Let's go.\Detective...\Do you know what his ability is?\No, I don't.\This is bad.\Yes, it is.\It's bad?\We straight-up disobeyed the president's orders not to fight against the Port Mafia. response:	We could be axed.
context: Detective...\Do you know what his ability is?\No, I don't.\This is bad.\Yes, it is.\It's bad?\We straight-up disobeyed the president's orders not to fight against the Port Mafia.\We could be axed. response:	We could?
context: Do you know what his ability is?\No, I don't.\This is bad.\Yes, it is.\It's bad?\We straight-up disobeyed the president's orders not to fight against the Port Mafia.\We could be axed.\We could? response:	I've never been axed before.
context: No, I don't.\This is bad.\Yes, it is.\It's bad?\We straight-up disobeyed the president's orders not to fight against the Port Mafia.\We could be axed.\We could?\I've never been axed before. response:	Y-Yeah...
context: This is bad.\Yes, it is.\It's bad?\We straight-up disobeyed the president's orders not to fight against the Port Mafia.\We could be axed.\We could?\I've never been axed before.\Y-Yeah... response:	Do you know what axed means?
context: Yes, it is.\It's bad?\We straight-up disobeyed the president's orders not to fight against the Port Mafia.\We could be axed.\We could?\I've never been axed before.\Y-Yeah...\Do you know what axed means? response:	I do.
context: It's bad?\We straight-up disobeyed the president's orders not to fight against the Port Mafia.\We could be axed.\We could?\I've never been axed before.\Y-Yeah...\Do you know what axed means?\I do. response:	Several people have been axed at my previous job.
context: We straight-up disobeyed the president's orders not to fight against the Port Mafia.\We could be axed.\We could?\I've never been axed before.\Y-Yeah...\Do you know what axed means?\I do.\Several people have been axed at my previous job. response:	Cleaning up after them was such a pain.
context: We could be axed.\We could?\I've never been axed before.\Y-Yeah...\Do you know what axed means?\I do.\Several people have been axed at my previous job.\Cleaning up after them was such a pain. response:	Forget it.
context: We could?\I've never been axed before.\Y-Yeah...\Do you know what axed means?\I do.\Several people have been axed at my previous job.\Cleaning up after them was such a pain.\Forget it. response:	This kid doesn't know what the word means, either.
context: I've never been axed before.\Y-Yeah...\Do you know what axed means?\I do.\Several people have been axed at my previous job.\Cleaning up after them was such a pain.\Forget it.\This kid doesn't know what the word means, either. response:	Look at all these snacks.
context: Y-Yeah...\Do you know what axed means?\I do.\Several people have been axed at my previous job.\Cleaning up after them was such a pain.\Forget it.\This kid doesn't know what the word means, either.\Look at all these snacks. response:	Ranpo-san.
context: Do you know what axed means?\I do.\Several people have been axed at my previous job.\Cleaning up after them was such a pain.\Forget it.\This kid doesn't know what the word means, either.\Look at all these snacks.\Ranpo-san. response:	You made it out of the mystery novel.
context: I do.\Several people have been axed at my previous job.\Cleaning up after them was such a pain.\Forget it.\This kid doesn't know what the word means, either.\Look at all these snacks.\Ranpo-san.\You made it out of the mystery novel. response:	Of course.
context: Several people have been axed at my previous job.\Cleaning up after them was such a pain.\Forget it.\This kid doesn't know what the word means, either.\Look at all these snacks.\Ranpo-san.\You made it out of the mystery novel.\Of course. response:	I identified all 500 criminals.
context: Cleaning up after them was such a pain.\Forget it.\This kid doesn't know what the word means, either.\Look at all these snacks.\Ranpo-san.\You made it out of the mystery novel.\Of course.\I identified all 500 criminals. response:	Fancy-hat boy is still inside.
context: Forget it.\This kid doesn't know what the word means, either.\Look at all these snacks.\Ranpo-san.\You made it out of the mystery novel.\Of course.\I identified all 500 criminals.\Fancy-hat boy is still inside. response:	He gave up on the mystery novel and just started beating everyone up.
context: This kid doesn't know what the word means, either.\Look at all these snacks.\Ranpo-san.\You made it out of the mystery novel.\Of course.\I identified all 500 criminals.\Fancy-hat boy is still inside.\He gave up on the mystery novel and just started beating everyone up. response:	It's the president.
context: Look at all these snacks.\Ranpo-san.\You made it out of the mystery novel.\Of course.\I identified all 500 criminals.\Fancy-hat boy is still inside.\He gave up on the mystery novel and just started beating everyone up.\It's the president. response:	We'll accept any punishment in the fullest.
context: Ranpo-san.\You made it out of the mystery novel.\Of course.\I identified all 500 criminals.\Fancy-hat boy is still inside.\He gave up on the mystery novel and just started beating everyone up.\It's the president.\We'll accept any punishment in the fullest. response:	We'll determine your punishment later.
context: You made it out of the mystery novel.\Of course.\I identified all 500 criminals.\Fancy-hat boy is still inside.\He gave up on the mystery novel and just started beating everyone up.\It's the president.\We'll accept any punishment in the fullest.\We'll determine your punishment later. response:	But I'm deeply grateful for your work on this matter.
context: Of course.\I identified all 500 criminals.\Fancy-hat boy is still inside.\He gave up on the mystery novel and just started beating everyone up.\It's the president.\We'll accept any punishment in the fullest.\We'll determine your punishment later.\But I'm deeply grateful for your work on this matter. response:	Well done, everyone.
context: I identified all 500 criminals.\Fancy-hat boy is still inside.\He gave up on the mystery novel and just started beating everyone up.\It's the president.\We'll accept any punishment in the fullest.\We'll determine your punishment later.\But I'm deeply grateful for your work on this matter.\Well done, everyone. response:	This is such a nice venue.
context: Fancy-hat boy is still inside.\He gave up on the mystery novel and just started beating everyone up.\It's the president.\We'll accept any punishment in the fullest.\We'll determine your punishment later.\But I'm deeply grateful for your work on this matter.\Well done, everyone.\This is such a nice venue. response:	Yeah.
context: He gave up on the mystery novel and just started beating everyone up.\It's the president.\We'll accept any punishment in the fullest.\We'll determine your punishment later.\But I'm deeply grateful for your work on this matter.\Well done, everyone.\This is such a nice venue.\Yeah. response:	It's a beautiful ship.
context: It's the president.\We'll accept any punishment in the fullest.\We'll determine your punishment later.\But I'm deeply grateful for your work on this matter.\Well done, everyone.\This is such a nice venue.\Yeah.\It's a beautiful ship. response:	Atsushi-kun.
context: We'll accept any punishment in the fullest.\We'll determine your punishment later.\But I'm deeply grateful for your work on this matter.\Well done, everyone.\This is such a nice venue.\Yeah.\It's a beautiful ship.\Atsushi-kun. response:	Yes?
context: We'll determine your punishment later.\But I'm deeply grateful for your work on this matter.\Well done, everyone.\This is such a nice venue.\Yeah.\It's a beautiful ship.\Atsushi-kun.\Yes? response:	How was it working alongside Akutagawa-kun?
context: But I'm deeply grateful for your work on this matter.\Well done, everyone.\This is such a nice venue.\Yeah.\It's a beautiful ship.\Atsushi-kun.\Yes?\How was it working alongside Akutagawa-kun? response:	Awful.
context: Well done, everyone.\This is such a nice venue.\Yeah.\It's a beautiful ship.\Atsushi-kun.\Yes?\How was it working alongside Akutagawa-kun?\Awful. response:	I never want to partner with him again.
context: This is such a nice venue.\Yeah.\It's a beautiful ship.\Atsushi-kun.\Yes?\How was it working alongside Akutagawa-kun?\Awful.\I never want to partner with him again. response:	Why not?
context: Yeah.\It's a beautiful ship.\Atsushi-kun.\Yes?\How was it working alongside Akutagawa-kun?\Awful.\I never want to partner with him again.\Why not? response:	We're just fundamentally incompatible.
context: It's a beautiful ship.\Atsushi-kun.\Yes?\How was it working alongside Akutagawa-kun?\Awful.\I never want to partner with him again.\Why not?\We're just fundamentally incompatible. response:	He's short-sighted and...
context: Atsushi-kun.\Yes?\How was it working alongside Akutagawa-kun?\Awful.\I never want to partner with him again.\Why not?\We're just fundamentally incompatible.\He's short-sighted and... response:	In six months, I kill you.
context: Yes?\How was it working alongside Akutagawa-kun?\Awful.\I never want to partner with him again.\Why not?\We're just fundamentally incompatible.\He's short-sighted and...\In six months, I kill you. response:	Be well-prepared.
context: How was it working alongside Akutagawa-kun?\Awful.\I never want to partner with him again.\Why not?\We're just fundamentally incompatible.\He's short-sighted and...\In six months, I kill you.\Be well-prepared. response:	When we first fought on the ship,
context: Awful.\I never want to partner with him again.\Why not?\We're just fundamentally incompatible.\He's short-sighted and...\In six months, I kill you.\Be well-prepared.\When we first fought on the ship, response:	I utterly despised you for how well-off you are.
context: I never want to partner with him again.\Why not?\We're just fundamentally incompatible.\He's short-sighted and...\In six months, I kill you.\Be well-prepared.\When we first fought on the ship,\I utterly despised you for how well-off you are. response:	But that's somewhat different now.
context: Why not?\We're just fundamentally incompatible.\He's short-sighted and...\In six months, I kill you.\Be well-prepared.\When we first fought on the ship,\I utterly despised you for how well-off you are.\But that's somewhat different now. response:	Until I defeat you, I can't move on.
context: We're just fundamentally incompatible.\He's short-sighted and...\In six months, I kill you.\Be well-prepared.\When we first fought on the ship,\I utterly despised you for how well-off you are.\But that's somewhat different now.\Until I defeat you, I can't move on. response:	Thus, I will kill you.
context: He's short-sighted and...\In six months, I kill you.\Be well-prepared.\When we first fought on the ship,\I utterly despised you for how well-off you are.\But that's somewhat different now.\Until I defeat you, I can't move on.\Thus, I will kill you. response:	And what did you tell him?
context: In six months, I kill you.\Be well-prepared.\When we first fought on the ship,\I utterly despised you for how well-off you are.\But that's somewhat different now.\Until I defeat you, I can't move on.\Thus, I will kill you.\And what did you tell him? response:	I'm sure you can guess.
context: Be well-prepared.\When we first fought on the ship,\I utterly despised you for how well-off you are.\But that's somewhat different now.\Until I defeat you, I can't move on.\Thus, I will kill you.\And what did you tell him?\I'm sure you can guess. response:	Sure, I have a vague idea.
context: When we first fought on the ship,\I utterly despised you for how well-off you are.\But that's somewhat different now.\Until I defeat you, I can't move on.\Thus, I will kill you.\And what did you tell him?\I'm sure you can guess.\Sure, I have a vague idea. response:	All right.
context: I utterly despised you for how well-off you are.\But that's somewhat different now.\Until I defeat you, I can't move on.\Thus, I will kill you.\And what did you tell him?\I'm sure you can guess.\Sure, I have a vague idea.\All right. response:	But on one condition.
context: But that's somewhat different now.\Until I defeat you, I can't move on.\Thus, I will kill you.\And what did you tell him?\I'm sure you can guess.\Sure, I have a vague idea.\All right.\But on one condition. response:	Don't kill anyone for the next six months.
context: Until I defeat you, I can't move on.\Thus, I will kill you.\And what did you tell him?\I'm sure you can guess.\Sure, I have a vague idea.\All right.\But on one condition.\Don't kill anyone for the next six months. response:	what it takes to win Dazai-san's approval,
context: Thus, I will kill you.\And what did you tell him?\I'm sure you can guess.\Sure, I have a vague idea.\All right.\But on one condition.\Don't kill anyone for the next six months.\what it takes to win Dazai-san's approval, response:	and the fact that weakness and strength aren't what they seem,
context: And what did you tell him?\I'm sure you can guess.\Sure, I have a vague idea.\All right.\But on one condition.\Don't kill anyone for the next six months.\what it takes to win Dazai-san's approval,\and the fact that weakness and strength aren't what they seem, response:	and that you're really ahead of me already.
context: I'm sure you can guess.\Sure, I have a vague idea.\All right.\But on one condition.\Don't kill anyone for the next six months.\what it takes to win Dazai-san's approval,\and the fact that weakness and strength aren't what they seem,\and that you're really ahead of me already. response:	Very well.
context: Sure, I have a vague idea.\All right.\But on one condition.\Don't kill anyone for the next six months.\what it takes to win Dazai-san's approval,\and the fact that weakness and strength aren't what they seem,\and that you're really ahead of me already.\Very well. response:	I'll get stronger.
context: All right.\But on one condition.\Don't kill anyone for the next six months.\what it takes to win Dazai-san's approval,\and the fact that weakness and strength aren't what they seem,\and that you're really ahead of me already.\Very well.\I'll get stronger. response:	I'll ask Kunikida-san to teach me to fight,
context: But on one condition.\Don't kill anyone for the next six months.\what it takes to win Dazai-san's approval,\and the fact that weakness and strength aren't what they seem,\and that you're really ahead of me already.\Very well.\I'll get stronger.\I'll ask Kunikida-san to teach me to fight, response:	and I'll train myself to control my ability better,
context: Don't kill anyone for the next six months.\what it takes to win Dazai-san's approval,\and the fact that weakness and strength aren't what they seem,\and that you're really ahead of me already.\Very well.\I'll get stronger.\I'll ask Kunikida-san to teach me to fight,\and I'll train myself to control my ability better, response:	so I can brush off Akutagawa's strength six months from now.
context: what it takes to win Dazai-san's approval,\and the fact that weakness and strength aren't what they seem,\and that you're really ahead of me already.\Very well.\I'll get stronger.\I'll ask Kunikida-san to teach me to fight,\and I'll train myself to control my ability better,\so I can brush off Akutagawa's strength six months from now. response:	That way,
context: and the fact that weakness and strength aren't what they seem,\and that you're really ahead of me already.\Very well.\I'll get stronger.\I'll ask Kunikida-san to teach me to fight,\and I'll train myself to control my ability better,\so I can brush off Akutagawa's strength six months from now.\That way, response:	I can be freed from the shackles of that man.
context: and that you're really ahead of me already.\Very well.\I'll get stronger.\I'll ask Kunikida-san to teach me to fight,\and I'll train myself to control my ability better,\so I can brush off Akutagawa's strength six months from now.\That way,\I can be freed from the shackles of that man. response:	I figured that's what you'd say.
context: Very well.\I'll get stronger.\I'll ask Kunikida-san to teach me to fight,\and I'll train myself to control my ability better,\so I can brush off Akutagawa's strength six months from now.\That way,\I can be freed from the shackles of that man.\I figured that's what you'd say. response:	A mafia member who doesn't kill, huh?
context: I'll get stronger.\I'll ask Kunikida-san to teach me to fight,\and I'll train myself to control my ability better,\so I can brush off Akutagawa's strength six months from now.\That way,\I can be freed from the shackles of that man.\I figured that's what you'd say.\A mafia member who doesn't kill, huh? response:	You and Akutagawa-kun are both fighters.
context: I'll ask Kunikida-san to teach me to fight,\and I'll train myself to control my ability better,\so I can brush off Akutagawa's strength six months from now.\That way,\I can be freed from the shackles of that man.\I figured that's what you'd say.\A mafia member who doesn't kill, huh?\You and Akutagawa-kun are both fighters. response:	Just like us.
context: and I'll train myself to control my ability better,\so I can brush off Akutagawa's strength six months from now.\That way,\I can be freed from the shackles of that man.\I figured that's what you'd say.\A mafia member who doesn't kill, huh?\You and Akutagawa-kun are both fighters.\Just like us. response:	Atsushi-kun.
context: so I can brush off Akutagawa's strength six months from now.\That way,\I can be freed from the shackles of that man.\I figured that's what you'd say.\A mafia member who doesn't kill, huh?\You and Akutagawa-kun are both fighters.\Just like us.\Atsushi-kun. response:	What are we toasting to?
context: That way,\I can be freed from the shackles of that man.\I figured that's what you'd say.\A mafia member who doesn't kill, huh?\You and Akutagawa-kun are both fighters.\Just like us.\Atsushi-kun.\What are we toasting to? response:	To the stray dogs.
context: I can be freed from the shackles of that man.\I figured that's what you'd say.\A mafia member who doesn't kill, huh?\You and Akutagawa-kun are both fighters.\Just like us.\Atsushi-kun.\What are we toasting to?\To the stray dogs. response:	To the stray dogs.
