context: Grade 1, Class 3 Nana Komatsu response:	Grade 1, Class 3 Nana Komatsu I am straying from the subject, but please bear with me.
context: I tried to stop him, but...\Is that so.\Is that so?!\I'll be going now.\We'll be practicing at the usual studio tonight.\Can you make it too, Hachi?\Mhm. I have no plans this evening.\Then come! response:	From tonight, Yasu will be playing the drums,
context: Is that so.\Is that so?!\I'll be going now.\We'll be practicing at the usual studio tonight.\Can you make it too, Hachi?\Mhm. I have no plans this evening.\Then come!\From tonight, Yasu will be playing the drums, response:	so it's gonna be far better than anything you've heard so far.
context: Is that so?!\I'll be going now.\We'll be practicing at the usual studio tonight.\Can you make it too, Hachi?\Mhm. I have no plans this evening.\Then come!\From tonight, Yasu will be playing the drums,\so it's gonna be far better than anything you've heard so far. response:	Sure!
context: I'll be going now.\We'll be practicing at the usual studio tonight.\Can you make it too, Hachi?\Mhm. I have no plans this evening.\Then come!\From tonight, Yasu will be playing the drums,\so it's gonna be far better than anything you've heard so far.\Sure! response:	That Nana. She really is in a good mood.
context: We'll be practicing at the usual studio tonight.\Can you make it too, Hachi?\Mhm. I have no plans this evening.\Then come!\From tonight, Yasu will be playing the drums,\so it's gonna be far better than anything you've heard so far.\Sure!\That Nana. She really is in a good mood. response:	Her good mood is rubbing off on me, it's making me excited.
context: Can you make it too, Hachi?\Mhm. I have no plans this evening.\Then come!\From tonight, Yasu will be playing the drums,\so it's gonna be far better than anything you've heard so far.\Sure!\That Nana. She really is in a good mood.\Her good mood is rubbing off on me, it's making me excited. response:	But yeah.
context: Mhm. I have no plans this evening.\Then come!\From tonight, Yasu will be playing the drums,\so it's gonna be far better than anything you've heard so far.\Sure!\That Nana. She really is in a good mood.\Her good mood is rubbing off on me, it's making me excited.\But yeah. response:	They now have all the band members they need.
context: Then come!\From tonight, Yasu will be playing the drums,\so it's gonna be far better than anything you've heard so far.\Sure!\That Nana. She really is in a good mood.\Her good mood is rubbing off on me, it's making me excited.\But yeah.\They now have all the band members they need. response:	All they have to do now is head towards their dreams full force.
context: From tonight, Yasu will be playing the drums,\so it's gonna be far better than anything you've heard so far.\Sure!\That Nana. She really is in a good mood.\Her good mood is rubbing off on me, it's making me excited.\But yeah.\They now have all the band members they need.\All they have to do now is head towards their dreams full force. response:	All right! I'll do my best, too!
context: so it's gonna be far better than anything you've heard so far.\Sure!\That Nana. She really is in a good mood.\Her good mood is rubbing off on me, it's making me excited.\But yeah.\They now have all the band members they need.\All they have to do now is head towards their dreams full force.\All right! I'll do my best, too! response:	Shoji!
context: Sure!\That Nana. She really is in a good mood.\Her good mood is rubbing off on me, it's making me excited.\But yeah.\They now have all the band members they need.\All they have to do now is head towards their dreams full force.\All right! I'll do my best, too!\Shoji! response:	Hey, Junko! Long time no see.
context: That Nana. She really is in a good mood.\Her good mood is rubbing off on me, it's making me excited.\But yeah.\They now have all the band members they need.\All they have to do now is head towards their dreams full force.\All right! I'll do my best, too!\Shoji!\Hey, Junko! Long time no see. response:	Well, yeah. It's the first time I've run into you on campus.
context: Her good mood is rubbing off on me, it's making me excited.\But yeah.\They now have all the band members they need.\All they have to do now is head towards their dreams full force.\All right! I'll do my best, too!\Shoji!\Hey, Junko! Long time no see.\Well, yeah. It's the first time I've run into you on campus. response:	Are you coming to school like you should?
context: But yeah.\They now have all the band members they need.\All they have to do now is head towards their dreams full force.\All right! I'll do my best, too!\Shoji!\Hey, Junko! Long time no see.\Well, yeah. It's the first time I've run into you on campus.\Are you coming to school like you should? response:	That's not nice. I am seriously attending classes.
context: They now have all the band members they need.\All they have to do now is head towards their dreams full force.\All right! I'll do my best, too!\Shoji!\Hey, Junko! Long time no see.\Well, yeah. It's the first time I've run into you on campus.\Are you coming to school like you should?\That's not nice. I am seriously attending classes. response:	Shoji. I'll go on ahead. Should I cover for you?
context: All they have to do now is head towards their dreams full force.\All right! I'll do my best, too!\Shoji!\Hey, Junko! Long time no see.\Well, yeah. It's the first time I've run into you on campus.\Are you coming to school like you should?\That's not nice. I am seriously attending classes.\Shoji. I'll go on ahead. Should I cover for you? response:	Ah, sure. Well... no.
context: All right! I'll do my best, too!\Shoji!\Hey, Junko! Long time no see.\Well, yeah. It's the first time I've run into you on campus.\Are you coming to school like you should?\That's not nice. I am seriously attending classes.\Shoji. I'll go on ahead. Should I cover for you?\Ah, sure. Well... no. response:	Which is it?! Make up your mind, will ya?!
context: Shoji!\Hey, Junko! Long time no see.\Well, yeah. It's the first time I've run into you on campus.\Are you coming to school like you should?\That's not nice. I am seriously attending classes.\Shoji. I'll go on ahead. Should I cover for you?\Ah, sure. Well... no.\Which is it?! Make up your mind, will ya?! response:	Use your wise judgment!
context: Hey, Junko! Long time no see.\Well, yeah. It's the first time I've run into you on campus.\Are you coming to school like you should?\That's not nice. I am seriously attending classes.\Shoji. I'll go on ahead. Should I cover for you?\Ah, sure. Well... no.\Which is it?! Make up your mind, will ya?!\Use your wise judgment! response:	All right.
context: Well, yeah. It's the first time I've run into you on campus.\Are you coming to school like you should?\That's not nice. I am seriously attending classes.\Shoji. I'll go on ahead. Should I cover for you?\Ah, sure. Well... no.\Which is it?! Make up your mind, will ya?!\Use your wise judgment!\All right. response:	So is that the rumored Sachiko?
context: Are you coming to school like you should?\That's not nice. I am seriously attending classes.\Shoji. I'll go on ahead. Should I cover for you?\Ah, sure. Well... no.\Which is it?! Make up your mind, will ya?!\Use your wise judgment!\All right.\So is that the rumored Sachiko? response:	No! Ah, what's this about a rumor?!
context: That's not nice. I am seriously attending classes.\Shoji. I'll go on ahead. Should I cover for you?\Ah, sure. Well... no.\Which is it?! Make up your mind, will ya?!\Use your wise judgment!\All right.\So is that the rumored Sachiko?\No! Ah, what's this about a rumor?! response:	What the hell?! No! Ah, what's this about a rumor?!
context: Shoji. I'll go on ahead. Should I cover for you?\Ah, sure. Well... no.\Which is it?! Make up your mind, will ya?!\Use your wise judgment!\All right.\So is that the rumored Sachiko?\No! Ah, what's this about a rumor?!\What the hell?! No! Ah, what's this about a rumor?! response:	No! Ah, what's this about a rumor?!
context: Ah, sure. Well... no.\Which is it?! Make up your mind, will ya?!\Use your wise judgment!\All right.\So is that the rumored Sachiko?\No! Ah, what's this about a rumor?!\What the hell?! No! Ah, what's this about a rumor?!\No! Ah, what's this about a rumor?! response:	Wow. You're totally freaking out.
context: Which is it?! Make up your mind, will ya?!\Use your wise judgment!\All right.\So is that the rumored Sachiko?\No! Ah, what's this about a rumor?!\What the hell?! No! Ah, what's this about a rumor?!\No! Ah, what's this about a rumor?!\Wow. You're totally freaking out. response:	That makes you all the more suspicious.
context: Use your wise judgment!\All right.\So is that the rumored Sachiko?\No! Ah, what's this about a rumor?!\What the hell?! No! Ah, what's this about a rumor?!\No! Ah, what's this about a rumor?!\Wow. You're totally freaking out.\That makes you all the more suspicious. response:	Give me a break!
context: All right.\So is that the rumored Sachiko?\No! Ah, what's this about a rumor?!\What the hell?! No! Ah, what's this about a rumor?!\No! Ah, what's this about a rumor?!\Wow. You're totally freaking out.\That makes you all the more suspicious.\Give me a break! response:	That Kyosuke. Telling Junko, of all people...
context: So is that the rumored Sachiko?\No! Ah, what's this about a rumor?!\What the hell?! No! Ah, what's this about a rumor?!\No! Ah, what's this about a rumor?!\Wow. You're totally freaking out.\That makes you all the more suspicious.\Give me a break!\That Kyosuke. Telling Junko, of all people... response:	Let that guy speaking in a Kansai dialect cover for you in class.
context: No! Ah, what's this about a rumor?!\What the hell?! No! Ah, what's this about a rumor?!\No! Ah, what's this about a rumor?!\Wow. You're totally freaking out.\That makes you all the more suspicious.\Give me a break!\That Kyosuke. Telling Junko, of all people...\Let that guy speaking in a Kansai dialect cover for you in class. response:	In the meantime, you will give me details.
context: What the hell?! No! Ah, what's this about a rumor?!\No! Ah, what's this about a rumor?!\Wow. You're totally freaking out.\That makes you all the more suspicious.\Give me a break!\That Kyosuke. Telling Junko, of all people...\Let that guy speaking in a Kansai dialect cover for you in class.\In the meantime, you will give me details. response:	Matsuda.
context: No! Ah, what's this about a rumor?!\Wow. You're totally freaking out.\That makes you all the more suspicious.\Give me a break!\That Kyosuke. Telling Junko, of all people...\Let that guy speaking in a Kansai dialect cover for you in class.\In the meantime, you will give me details.\Matsuda. response:	Have you seen Shoji today? Is he not here?
context: Wow. You're totally freaking out.\That makes you all the more suspicious.\Give me a break!\That Kyosuke. Telling Junko, of all people...\Let that guy speaking in a Kansai dialect cover for you in class.\In the meantime, you will give me details.\Matsuda.\Have you seen Shoji today? Is he not here? response:	No. We were together until a moment ago.
context: That makes you all the more suspicious.\Give me a break!\That Kyosuke. Telling Junko, of all people...\Let that guy speaking in a Kansai dialect cover for you in class.\In the meantime, you will give me details.\Matsuda.\Have you seen Shoji today? Is he not here?\No. We were together until a moment ago. response:	But we bumped into a girl he knew.
context: Give me a break!\That Kyosuke. Telling Junko, of all people...\Let that guy speaking in a Kansai dialect cover for you in class.\In the meantime, you will give me details.\Matsuda.\Have you seen Shoji today? Is he not here?\No. We were together until a moment ago.\But we bumped into a girl he knew. response:	They wanted to talk, so I left.
context: That Kyosuke. Telling Junko, of all people...\Let that guy speaking in a Kansai dialect cover for you in class.\In the meantime, you will give me details.\Matsuda.\Have you seen Shoji today? Is he not here?\No. We were together until a moment ago.\But we bumped into a girl he knew.\They wanted to talk, so I left. response:	Oh?
context: Let that guy speaking in a Kansai dialect cover for you in class.\In the meantime, you will give me details.\Matsuda.\Have you seen Shoji today? Is he not here?\No. We were together until a moment ago.\But we bumped into a girl he knew.\They wanted to talk, so I left.\Oh? response:	It's not like that. I doubt that was his girlfriend.
context: In the meantime, you will give me details.\Matsuda.\Have you seen Shoji today? Is he not here?\No. We were together until a moment ago.\But we bumped into a girl he knew.\They wanted to talk, so I left.\Oh?\It's not like that. I doubt that was his girlfriend. response:	Don't worry.
context: Matsuda.\Have you seen Shoji today? Is he not here?\No. We were together until a moment ago.\But we bumped into a girl he knew.\They wanted to talk, so I left.\Oh?\It's not like that. I doubt that was his girlfriend.\Don't worry. response:	Matsuda. I don't have special feelings for Shoji.
context: Have you seen Shoji today? Is he not here?\No. We were together until a moment ago.\But we bumped into a girl he knew.\They wanted to talk, so I left.\Oh?\It's not like that. I doubt that was his girlfriend.\Don't worry.\Matsuda. I don't have special feelings for Shoji. response:	We're just good friends.
context: No. We were together until a moment ago.\But we bumped into a girl he knew.\They wanted to talk, so I left.\Oh?\It's not like that. I doubt that was his girlfriend.\Don't worry.\Matsuda. I don't have special feelings for Shoji.\We're just good friends. response:	What are you saying? It's more than obvious.
context: But we bumped into a girl he knew.\They wanted to talk, so I left.\Oh?\It's not like that. I doubt that was his girlfriend.\Don't worry.\Matsuda. I don't have special feelings for Shoji.\We're just good friends.\What are you saying? It's more than obvious. response:	You know, at first I thought you two were dating.
context: They wanted to talk, so I left.\Oh?\It's not like that. I doubt that was his girlfriend.\Don't worry.\Matsuda. I don't have special feelings for Shoji.\We're just good friends.\What are you saying? It's more than obvious.\You know, at first I thought you two were dating. response:	I was really surprised when I heard that Shoji has another girlfriend.
context: Oh?\It's not like that. I doubt that was his girlfriend.\Don't worry.\Matsuda. I don't have special feelings for Shoji.\We're just good friends.\What are you saying? It's more than obvious.\You know, at first I thought you two were dating.\I was really surprised when I heard that Shoji has another girlfriend. response:	I didn't know either until recently.
context: It's not like that. I doubt that was his girlfriend.\Don't worry.\Matsuda. I don't have special feelings for Shoji.\We're just good friends.\What are you saying? It's more than obvious.\You know, at first I thought you two were dating.\I was really surprised when I heard that Shoji has another girlfriend.\I didn't know either until recently. response:	To be honest I was a bit surprised.
context: Don't worry.\Matsuda. I don't have special feelings for Shoji.\We're just good friends.\What are you saying? It's more than obvious.\You know, at first I thought you two were dating.\I was really surprised when I heard that Shoji has another girlfriend.\I didn't know either until recently.\To be honest I was a bit surprised. response:	What do you mean?! Was he hiding it?!
context: Matsuda. I don't have special feelings for Shoji.\We're just good friends.\What are you saying? It's more than obvious.\You know, at first I thought you two were dating.\I was really surprised when I heard that Shoji has another girlfriend.\I didn't know either until recently.\To be honest I was a bit surprised.\What do you mean?! Was he hiding it?! response:	He's the worst!
context: We're just good friends.\What are you saying? It's more than obvious.\You know, at first I thought you two were dating.\I was really surprised when I heard that Shoji has another girlfriend.\I didn't know either until recently.\To be honest I was a bit surprised.\What do you mean?! Was he hiding it?!\He's the worst! response:	That's not it!
context: What are you saying? It's more than obvious.\You know, at first I thought you two were dating.\I was really surprised when I heard that Shoji has another girlfriend.\I didn't know either until recently.\To be honest I was a bit surprised.\What do you mean?! Was he hiding it?!\He's the worst!\That's not it! response:	I assumed on my own that he didn't have one!
context: You know, at first I thought you two were dating.\I was really surprised when I heard that Shoji has another girlfriend.\I didn't know either until recently.\To be honest I was a bit surprised.\What do you mean?! Was he hiding it?!\He's the worst!\That's not it!\I assumed on my own that he didn't have one! response:	Don't cover for him. You're so sweet.
context: I was really surprised when I heard that Shoji has another girlfriend.\I didn't know either until recently.\To be honest I was a bit surprised.\What do you mean?! Was he hiding it?!\He's the worst!\That's not it!\I assumed on my own that he didn't have one!\Don't cover for him. You're so sweet. response:	Come on, have a seat, Sachiko.
context: I didn't know either until recently.\To be honest I was a bit surprised.\What do you mean?! Was he hiding it?!\He's the worst!\That's not it!\I assumed on my own that he didn't have one!\Don't cover for him. You're so sweet.\Come on, have a seat, Sachiko. response:	Forget about Shoji and go out with me.
context: To be honest I was a bit surprised.\What do you mean?! Was he hiding it?!\He's the worst!\That's not it!\I assumed on my own that he didn't have one!\Don't cover for him. You're so sweet.\Come on, have a seat, Sachiko.\Forget about Shoji and go out with me. response:	Sorry, but I'm not attending this class.
context: What do you mean?! Was he hiding it?!\He's the worst!\That's not it!\I assumed on my own that he didn't have one!\Don't cover for him. You're so sweet.\Come on, have a seat, Sachiko.\Forget about Shoji and go out with me.\Sorry, but I'm not attending this class. response:	Besides, you have a girlfriend back home, don't you, Matsuda?
context: He's the worst!\That's not it!\I assumed on my own that he didn't have one!\Don't cover for him. You're so sweet.\Come on, have a seat, Sachiko.\Forget about Shoji and go out with me.\Sorry, but I'm not attending this class.\Besides, you have a girlfriend back home, don't you, Matsuda? response:	Shoji told me.
context: That's not it!\I assumed on my own that he didn't have one!\Don't cover for him. You're so sweet.\Come on, have a seat, Sachiko.\Forget about Shoji and go out with me.\Sorry, but I'm not attending this class.\Besides, you have a girlfriend back home, don't you, Matsuda?\Shoji told me. response:	That guy. Going around disclosing other people's secrets and not his.
context: I assumed on my own that he didn't have one!\Don't cover for him. You're so sweet.\Come on, have a seat, Sachiko.\Forget about Shoji and go out with me.\Sorry, but I'm not attending this class.\Besides, you have a girlfriend back home, don't you, Matsuda?\Shoji told me.\That guy. Going around disclosing other people's secrets and not his. response:	I'll get you for this, Shoji.
context: Don't cover for him. You're so sweet.\Come on, have a seat, Sachiko.\Forget about Shoji and go out with me.\Sorry, but I'm not attending this class.\Besides, you have a girlfriend back home, don't you, Matsuda?\Shoji told me.\That guy. Going around disclosing other people's secrets and not his.\I'll get you for this, Shoji. response:	You really are the worst!
context: Come on, have a seat, Sachiko.\Forget about Shoji and go out with me.\Sorry, but I'm not attending this class.\Besides, you have a girlfriend back home, don't you, Matsuda?\Shoji told me.\That guy. Going around disclosing other people's secrets and not his.\I'll get you for this, Shoji.\You really are the worst! response:	I have totally lost respect for you!
context: Forget about Shoji and go out with me.\Sorry, but I'm not attending this class.\Besides, you have a girlfriend back home, don't you, Matsuda?\Shoji told me.\That guy. Going around disclosing other people's secrets and not his.\I'll get you for this, Shoji.\You really are the worst!\I have totally lost respect for you! response:	I just didn't get a chance to talk about it.
context: Sorry, but I'm not attending this class.\Besides, you have a girlfriend back home, don't you, Matsuda?\Shoji told me.\That guy. Going around disclosing other people's secrets and not his.\I'll get you for this, Shoji.\You really are the worst!\I have totally lost respect for you!\I just didn't get a chance to talk about it. response:	I wasn't necessarily hiding it.
context: Besides, you have a girlfriend back home, don't you, Matsuda?\Shoji told me.\That guy. Going around disclosing other people's secrets and not his.\I'll get you for this, Shoji.\You really are the worst!\I have totally lost respect for you!\I just didn't get a chance to talk about it.\I wasn't necessarily hiding it. response:	Don't make excuses!
context: Shoji told me.\That guy. Going around disclosing other people's secrets and not his.\I'll get you for this, Shoji.\You really are the worst!\I have totally lost respect for you!\I just didn't get a chance to talk about it.\I wasn't necessarily hiding it.\Don't make excuses! response:	You were planning on two-timing them, weren't you?
context: That guy. Going around disclosing other people's secrets and not his.\I'll get you for this, Shoji.\You really are the worst!\I have totally lost respect for you!\I just didn't get a chance to talk about it.\I wasn't necessarily hiding it.\Don't make excuses!\You were planning on two-timing them, weren't you? response:	Junko! Do you think I'm capable of doing something like that?!
context: I'll get you for this, Shoji.\You really are the worst!\I have totally lost respect for you!\I just didn't get a chance to talk about it.\I wasn't necessarily hiding it.\Don't make excuses!\You were planning on two-timing them, weren't you?\Junko! Do you think I'm capable of doing something like that?! response:	Of course not!
context: You really are the worst!\I have totally lost respect for you!\I just didn't get a chance to talk about it.\I wasn't necessarily hiding it.\Don't make excuses!\You were planning on two-timing them, weren't you?\Junko! Do you think I'm capable of doing something like that?!\Of course not! response:	Yet you got greedy and ended up breaking somebody's heart.
context: I have totally lost respect for you!\I just didn't get a chance to talk about it.\I wasn't necessarily hiding it.\Don't make excuses!\You were planning on two-timing them, weren't you?\Junko! Do you think I'm capable of doing something like that?!\Of course not!\Yet you got greedy and ended up breaking somebody's heart. response:	You think she's hurt.
context: I just didn't get a chance to talk about it.\I wasn't necessarily hiding it.\Don't make excuses!\You were planning on two-timing them, weren't you?\Junko! Do you think I'm capable of doing something like that?!\Of course not!\Yet you got greedy and ended up breaking somebody's heart.\You think she's hurt. response:	Of course she's hurt! Sachiko's in love with you, right?
context: I wasn't necessarily hiding it.\Don't make excuses!\You were planning on two-timing them, weren't you?\Junko! Do you think I'm capable of doing something like that?!\Of course not!\Yet you got greedy and ended up breaking somebody's heart.\You think she's hurt.\Of course she's hurt! Sachiko's in love with you, right? response:	But maybe I'm just hoping that she is.
context: Don't make excuses!\You were planning on two-timing them, weren't you?\Junko! Do you think I'm capable of doing something like that?!\Of course not!\Yet you got greedy and ended up breaking somebody's heart.\You think she's hurt.\Of course she's hurt! Sachiko's in love with you, right?\But maybe I'm just hoping that she is. response:	She hasn't actually told me that she likes me.
context: You were planning on two-timing them, weren't you?\Junko! Do you think I'm capable of doing something like that?!\Of course not!\Yet you got greedy and ended up breaking somebody's heart.\You think she's hurt.\Of course she's hurt! Sachiko's in love with you, right?\But maybe I'm just hoping that she is.\She hasn't actually told me that she likes me. response:	And nothing has changed since.
context: Junko! Do you think I'm capable of doing something like that?!\Of course not!\Yet you got greedy and ended up breaking somebody's heart.\You think she's hurt.\Of course she's hurt! Sachiko's in love with you, right?\But maybe I'm just hoping that she is.\She hasn't actually told me that she likes me.\And nothing has changed since. response:	We still continue seeing each other as no more than friends.
context: Of course not!\Yet you got greedy and ended up breaking somebody's heart.\You think she's hurt.\Of course she's hurt! Sachiko's in love with you, right?\But maybe I'm just hoping that she is.\She hasn't actually told me that she likes me.\And nothing has changed since.\We still continue seeing each other as no more than friends. response:	Your intellectual level has remained the same since junior high.
context: Yet you got greedy and ended up breaking somebody's heart.\You think she's hurt.\Of course she's hurt! Sachiko's in love with you, right?\But maybe I'm just hoping that she is.\She hasn't actually told me that she likes me.\And nothing has changed since.\We still continue seeing each other as no more than friends.\Your intellectual level has remained the same since junior high. response:	This is nonsense!
context: You think she's hurt.\Of course she's hurt! Sachiko's in love with you, right?\But maybe I'm just hoping that she is.\She hasn't actually told me that she likes me.\And nothing has changed since.\We still continue seeing each other as no more than friends.\Your intellectual level has remained the same since junior high.\This is nonsense! response:	Junko!
context: Of course she's hurt! Sachiko's in love with you, right?\But maybe I'm just hoping that she is.\She hasn't actually told me that she likes me.\And nothing has changed since.\We still continue seeing each other as no more than friends.\Your intellectual level has remained the same since junior high.\This is nonsense!\Junko! response:	Don't talk to me like that!
context: But maybe I'm just hoping that she is.\She hasn't actually told me that she likes me.\And nothing has changed since.\We still continue seeing each other as no more than friends.\Your intellectual level has remained the same since junior high.\This is nonsense!\Junko!\Don't talk to me like that! response:	What should I do to make things right?!
context: She hasn't actually told me that she likes me.\And nothing has changed since.\We still continue seeing each other as no more than friends.\Your intellectual level has remained the same since junior high.\This is nonsense!\Junko!\Don't talk to me like that!\What should I do to make things right?! response:	You hafta put an end to this.
context: And nothing has changed since.\We still continue seeing each other as no more than friends.\Your intellectual level has remained the same since junior high.\This is nonsense!\Junko!\Don't talk to me like that!\What should I do to make things right?!\You hafta put an end to this. response:	If you keep spending time with her,
context: We still continue seeing each other as no more than friends.\Your intellectual level has remained the same since junior high.\This is nonsense!\Junko!\Don't talk to me like that!\What should I do to make things right?!\You hafta put an end to this.\If you keep spending time with her, response:	you'll continue hurting her until it becomes unbearable.
context: Your intellectual level has remained the same since junior high.\This is nonsense!\Junko!\Don't talk to me like that!\What should I do to make things right?!\You hafta put an end to this.\If you keep spending time with her,\you'll continue hurting her until it becomes unbearable. response:	But we attend the same classes and we work at the same workplace.
context: This is nonsense!\Junko!\Don't talk to me like that!\What should I do to make things right?!\You hafta put an end to this.\If you keep spending time with her,\you'll continue hurting her until it becomes unbearable.\But we attend the same classes and we work at the same workplace. response:	Actually, before you concern yourself with Sachiko,
context: Junko!\Don't talk to me like that!\What should I do to make things right?!\You hafta put an end to this.\If you keep spending time with her,\you'll continue hurting her until it becomes unbearable.\But we attend the same classes and we work at the same workplace.\Actually, before you concern yourself with Sachiko, response:	shouldn't you be thinking about Nana instead?
context: Don't talk to me like that!\What should I do to make things right?!\You hafta put an end to this.\If you keep spending time with her,\you'll continue hurting her until it becomes unbearable.\But we attend the same classes and we work at the same workplace.\Actually, before you concern yourself with Sachiko,\shouldn't you be thinking about Nana instead? response:	Huh?
context: What should I do to make things right?!\You hafta put an end to this.\If you keep spending time with her,\you'll continue hurting her until it becomes unbearable.\But we attend the same classes and we work at the same workplace.\Actually, before you concern yourself with Sachiko,\shouldn't you be thinking about Nana instead?\Huh? response:	So Sachiko's more important to you than Nana.
context: You hafta put an end to this.\If you keep spending time with her,\you'll continue hurting her until it becomes unbearable.\But we attend the same classes and we work at the same workplace.\Actually, before you concern yourself with Sachiko,\shouldn't you be thinking about Nana instead?\Huh?\So Sachiko's more important to you than Nana. response:	That's not true!
context: If you keep spending time with her,\you'll continue hurting her until it becomes unbearable.\But we attend the same classes and we work at the same workplace.\Actually, before you concern yourself with Sachiko,\shouldn't you be thinking about Nana instead?\Huh?\So Sachiko's more important to you than Nana.\That's not true! response:	I haven't done anything that needs explaining to Nana.
context: you'll continue hurting her until it becomes unbearable.\But we attend the same classes and we work at the same workplace.\Actually, before you concern yourself with Sachiko,\shouldn't you be thinking about Nana instead?\Huh?\So Sachiko's more important to you than Nana.\That's not true!\I haven't done anything that needs explaining to Nana. response:	But Nana seems to suspect you and Sachiko.
context: But we attend the same classes and we work at the same workplace.\Actually, before you concern yourself with Sachiko,\shouldn't you be thinking about Nana instead?\Huh?\So Sachiko's more important to you than Nana.\That's not true!\I haven't done anything that needs explaining to Nana.\But Nana seems to suspect you and Sachiko. response:	Huh?!
context: Actually, before you concern yourself with Sachiko,\shouldn't you be thinking about Nana instead?\Huh?\So Sachiko's more important to you than Nana.\That's not true!\I haven't done anything that needs explaining to Nana.\But Nana seems to suspect you and Sachiko.\Huh?! response:	I heard her mumbling about Sachiko.
context: shouldn't you be thinking about Nana instead?\Huh?\So Sachiko's more important to you than Nana.\That's not true!\I haven't done anything that needs explaining to Nana.\But Nana seems to suspect you and Sachiko.\Huh?!\I heard her mumbling about Sachiko. response:	She said something about her working for her Demon Lord or something.
context: Huh?\So Sachiko's more important to you than Nana.\That's not true!\I haven't done anything that needs explaining to Nana.\But Nana seems to suspect you and Sachiko.\Huh?!\I heard her mumbling about Sachiko.\She said something about her working for her Demon Lord or something. response:	Oh. You've got it wrong. That's the virtual Sachiko.
context: So Sachiko's more important to you than Nana.\That's not true!\I haven't done anything that needs explaining to Nana.\But Nana seems to suspect you and Sachiko.\Huh?!\I heard her mumbling about Sachiko.\She said something about her working for her Demon Lord or something.\Oh. You've got it wrong. That's the virtual Sachiko. response:	Huh? What do you mean, virtual Sachiko?
context: That's not true!\I haven't done anything that needs explaining to Nana.\But Nana seems to suspect you and Sachiko.\Huh?!\I heard her mumbling about Sachiko.\She said something about her working for her Demon Lord or something.\Oh. You've got it wrong. That's the virtual Sachiko.\Huh? What do you mean, virtual Sachiko? response:	I have no idea. In fact, I'd like to know.
context: I haven't done anything that needs explaining to Nana.\But Nana seems to suspect you and Sachiko.\Huh?!\I heard her mumbling about Sachiko.\She said something about her working for her Demon Lord or something.\Oh. You've got it wrong. That's the virtual Sachiko.\Huh? What do you mean, virtual Sachiko?\I have no idea. In fact, I'd like to know. response:	You know, Shoji.
context: But Nana seems to suspect you and Sachiko.\Huh?!\I heard her mumbling about Sachiko.\She said something about her working for her Demon Lord or something.\Oh. You've got it wrong. That's the virtual Sachiko.\Huh? What do you mean, virtual Sachiko?\I have no idea. In fact, I'd like to know.\You know, Shoji. response:	I can perfectly understand that you're exhausted being with Nana,
context: Huh?!\I heard her mumbling about Sachiko.\She said something about her working for her Demon Lord or something.\Oh. You've got it wrong. That's the virtual Sachiko.\Huh? What do you mean, virtual Sachiko?\I have no idea. In fact, I'd like to know.\You know, Shoji.\I can perfectly understand that you're exhausted being with Nana, response:	and you look for comfort through Sachiko.
context: I heard her mumbling about Sachiko.\She said something about her working for her Demon Lord or something.\Oh. You've got it wrong. That's the virtual Sachiko.\Huh? What do you mean, virtual Sachiko?\I have no idea. In fact, I'd like to know.\You know, Shoji.\I can perfectly understand that you're exhausted being with Nana,\and you look for comfort through Sachiko. response:	Comfort?!
context: She said something about her working for her Demon Lord or something.\Oh. You've got it wrong. That's the virtual Sachiko.\Huh? What do you mean, virtual Sachiko?\I have no idea. In fact, I'd like to know.\You know, Shoji.\I can perfectly understand that you're exhausted being with Nana,\and you look for comfort through Sachiko.\Comfort?! response:	That's it, Junko. That's exactly it.
context: Oh. You've got it wrong. That's the virtual Sachiko.\Huh? What do you mean, virtual Sachiko?\I have no idea. In fact, I'd like to know.\You know, Shoji.\I can perfectly understand that you're exhausted being with Nana,\and you look for comfort through Sachiko.\Comfort?!\That's it, Junko. That's exactly it. response:	I feel comfort whenever I'm with Sachiko.
context: Huh? What do you mean, virtual Sachiko?\I have no idea. In fact, I'd like to know.\You know, Shoji.\I can perfectly understand that you're exhausted being with Nana,\and you look for comfort through Sachiko.\Comfort?!\That's it, Junko. That's exactly it.\I feel comfort whenever I'm with Sachiko. response:	But you knew that Nana's an exhausting woman in that way,
context: I have no idea. In fact, I'd like to know.\You know, Shoji.\I can perfectly understand that you're exhausted being with Nana,\and you look for comfort through Sachiko.\Comfort?!\That's it, Junko. That's exactly it.\I feel comfort whenever I'm with Sachiko.\But you knew that Nana's an exhausting woman in that way, response:	and still you went after her.
context: You know, Shoji.\I can perfectly understand that you're exhausted being with Nana,\and you look for comfort through Sachiko.\Comfort?!\That's it, Junko. That's exactly it.\I feel comfort whenever I'm with Sachiko.\But you knew that Nana's an exhausting woman in that way,\and still you went after her. response:	So don't run away now. Stick with her diligently!
context: I can perfectly understand that you're exhausted being with Nana,\and you look for comfort through Sachiko.\Comfort?!\That's it, Junko. That's exactly it.\I feel comfort whenever I'm with Sachiko.\But you knew that Nana's an exhausting woman in that way,\and still you went after her.\So don't run away now. Stick with her diligently! response:	Of course, that's what I intend to do!
context: and you look for comfort through Sachiko.\Comfort?!\That's it, Junko. That's exactly it.\I feel comfort whenever I'm with Sachiko.\But you knew that Nana's an exhausting woman in that way,\and still you went after her.\So don't run away now. Stick with her diligently!\Of course, that's what I intend to do! response:	I'm committed in this relationship enough to make Nana my wife.
