context: Bathroom... response:	Whoa.
context: Are you all right with that, Miss Kobayashi?\They're all creatures that haven't learned anything since they evolved from apes.\That goes for me, too, you know.\Well, anyway, I usually wouldn't mind if I weren't hung over.\Besides, it's only natural to cause some bother\to others when people go about their lives.\Especially so if they're neighbors.\Jeez, you're too kindhearted. response:	Besides,
context: They're all creatures that haven't learned anything since they evolved from apes.\That goes for me, too, you know.\Well, anyway, I usually wouldn't mind if I weren't hung over.\Besides, it's only natural to cause some bother\to others when people go about their lives.\Especially so if they're neighbors.\Jeez, you're too kindhearted.\Besides, response:	I wouldn't like it if it were too quiet either.
context: That goes for me, too, you know.\Well, anyway, I usually wouldn't mind if I weren't hung over.\Besides, it's only natural to cause some bother\to others when people go about their lives.\Especially so if they're neighbors.\Jeez, you're too kindhearted.\Besides,\I wouldn't like it if it were too quiet either. response:	I'm going to rest a bit.
context: Well, anyway, I usually wouldn't mind if I weren't hung over.\Besides, it's only natural to cause some bother\to others when people go about their lives.\Especially so if they're neighbors.\Jeez, you're too kindhearted.\Besides,\I wouldn't like it if it were too quiet either.\I'm going to rest a bit. response:	Okay.
context: Besides, it's only natural to cause some bother\to others when people go about their lives.\Especially so if they're neighbors.\Jeez, you're too kindhearted.\Besides,\I wouldn't like it if it were too quiet either.\I'm going to rest a bit.\Okay. response:	Am I loud?
context: to others when people go about their lives.\Especially so if they're neighbors.\Jeez, you're too kindhearted.\Besides,\I wouldn't like it if it were too quiet either.\I'm going to rest a bit.\Okay.\Am I loud? response:	There are times when I think so.
context: Especially so if they're neighbors.\Jeez, you're too kindhearted.\Besides,\I wouldn't like it if it were too quiet either.\I'm going to rest a bit.\Okay.\Am I loud?\There are times when I think so. response:	Does it bother you?
context: Jeez, you're too kindhearted.\Besides,\I wouldn't like it if it were too quiet either.\I'm going to rest a bit.\Okay.\Am I loud?\There are times when I think so.\Does it bother you? response:	It's difficult to give a precise answer to that question.
context: Besides,\I wouldn't like it if it were too quiet either.\I'm going to rest a bit.\Okay.\Am I loud?\There are times when I think so.\Does it bother you?\It's difficult to give a precise answer to that question. response:	But...
context: I wouldn't like it if it were too quiet either.\I'm going to rest a bit.\Okay.\Am I loud?\There are times when I think so.\Does it bother you?\It's difficult to give a precise answer to that question.\But... response:	I think a life like this is acceptable, too.
context: I'm going to rest a bit.\Okay.\Am I loud?\There are times when I think so.\Does it bother you?\It's difficult to give a precise answer to that question.\But...\I think a life like this is acceptable, too. response:	I'm sleeping now.
context: Okay.\Am I loud?\There are times when I think so.\Does it bother you?\It's difficult to give a precise answer to that question.\But...\I think a life like this is acceptable, too.\I'm sleeping now. response:	Okay. Then I will, too.
context: Am I loud?\There are times when I think so.\Does it bother you?\It's difficult to give a precise answer to that question.\But...\I think a life like this is acceptable, too.\I'm sleeping now.\Okay. Then I will, too. response:	You're too loud!
context: There are times when I think so.\Does it bother you?\It's difficult to give a precise answer to that question.\But...\I think a life like this is acceptable, too.\I'm sleeping now.\Okay. Then I will, too.\You're too loud! response:	Everyone, thank you for your hard work. Soon the cherry blossoms will be upon us again this year. So with regards to that, we'd like to follow up on last year and host a flower viewing party for company staff. Please organize a list of those who wish to attend within each team and deliver it to General Manager Furukawa. Please try to attend if possible. The time and location are in the attached file. That is all, thank you. General Manager Furukawa
context: Does it bother you?\It's difficult to give a precise answer to that question.\But...\I think a life like this is acceptable, too.\I'm sleeping now.\Okay. Then I will, too.\You're too loud!\Everyone, thank you for your hard work. Soon the cherry blossoms will be upon us again this year. So with regards to that, we'd like to follow up on last year and host a flower viewing party for company staff. Please organize a list of those who wish to attend within each team and deliver it to General Manager Furukawa. Please try to attend if possible. The time and location are in the attached file. That is all, thank you. General Manager Furukawa response:	What should I do about this?
context: It's difficult to give a precise answer to that question.\But...\I think a life like this is acceptable, too.\I'm sleeping now.\Okay. Then I will, too.\You're too loud!\Everyone, thank you for your hard work. Soon the cherry blossoms will be upon us again this year. So with regards to that, we'd like to follow up on last year and host a flower viewing party for company staff. Please organize a list of those who wish to attend within each team and deliver it to General Manager Furukawa. Please try to attend if possible. The time and location are in the attached file. That is all, thank you. General Manager Furukawa\What should I do about this? response:	I don't like the consideration that has to be shown when rank's dropped,
context: But...\I think a life like this is acceptable, too.\I'm sleeping now.\Okay. Then I will, too.\You're too loud!\Everyone, thank you for your hard work. Soon the cherry blossoms will be upon us again this year. So with regards to that, we'd like to follow up on last year and host a flower viewing party for company staff. Please organize a list of those who wish to attend within each team and deliver it to General Manager Furukawa. Please try to attend if possible. The time and location are in the attached file. That is all, thank you. General Manager Furukawa\What should I do about this?\I don't like the consideration that has to be shown when rank's dropped, response:	and not being able to order certain liquor.
context: I think a life like this is acceptable, too.\I'm sleeping now.\Okay. Then I will, too.\You're too loud!\Everyone, thank you for your hard work. Soon the cherry blossoms will be upon us again this year. So with regards to that, we'd like to follow up on last year and host a flower viewing party for company staff. Please organize a list of those who wish to attend within each team and deliver it to General Manager Furukawa. Please try to attend if possible. The time and location are in the attached file. That is all, thank you. General Manager Furukawa\What should I do about this?\I don't like the consideration that has to be shown when rank's dropped,\and not being able to order certain liquor. response:	Straight to the point, huh?
context: I'm sleeping now.\Okay. Then I will, too.\You're too loud!\Everyone, thank you for your hard work. Soon the cherry blossoms will be upon us again this year. So with regards to that, we'd like to follow up on last year and host a flower viewing party for company staff. Please organize a list of those who wish to attend within each team and deliver it to General Manager Furukawa. Please try to attend if possible. The time and location are in the attached file. That is all, thank you. General Manager Furukawa\What should I do about this?\I don't like the consideration that has to be shown when rank's dropped,\and not being able to order certain liquor.\Straight to the point, huh? response:	Well, then why not create an excuse to refuse?
context: Okay. Then I will, too.\You're too loud!\Everyone, thank you for your hard work. Soon the cherry blossoms will be upon us again this year. So with regards to that, we'd like to follow up on last year and host a flower viewing party for company staff. Please organize a list of those who wish to attend within each team and deliver it to General Manager Furukawa. Please try to attend if possible. The time and location are in the attached file. That is all, thank you. General Manager Furukawa\What should I do about this?\I don't like the consideration that has to be shown when rank's dropped,\and not being able to order certain liquor.\Straight to the point, huh?\Well, then why not create an excuse to refuse? response:	An excuse?
context: You're too loud!\Everyone, thank you for your hard work. Soon the cherry blossoms will be upon us again this year. So with regards to that, we'd like to follow up on last year and host a flower viewing party for company staff. Please organize a list of those who wish to attend within each team and deliver it to General Manager Furukawa. Please try to attend if possible. The time and location are in the attached file. That is all, thank you. General Manager Furukawa\What should I do about this?\I don't like the consideration that has to be shown when rank's dropped,\and not being able to order certain liquor.\Straight to the point, huh?\Well, then why not create an excuse to refuse?\An excuse? response:	A party?
context: Everyone, thank you for your hard work. Soon the cherry blossoms will be upon us again this year. So with regards to that, we'd like to follow up on last year and host a flower viewing party for company staff. Please organize a list of those who wish to attend within each team and deliver it to General Manager Furukawa. Please try to attend if possible. The time and location are in the attached file. That is all, thank you. General Manager Furukawa\What should I do about this?\I don't like the consideration that has to be shown when rank's dropped,\and not being able to order certain liquor.\Straight to the point, huh?\Well, then why not create an excuse to refuse?\An excuse?\A party? response:	Yeah. I was talking to Takiya-kun about gathering here at this apartment
context: What should I do about this?\I don't like the consideration that has to be shown when rank's dropped,\and not being able to order certain liquor.\Straight to the point, huh?\Well, then why not create an excuse to refuse?\An excuse?\A party?\Yeah. I was talking to Takiya-kun about gathering here at this apartment response:	as an excuse to turn down my company's flower viewing.
context: I don't like the consideration that has to be shown when rank's dropped,\and not being able to order certain liquor.\Straight to the point, huh?\Well, then why not create an excuse to refuse?\An excuse?\A party?\Yeah. I was talking to Takiya-kun about gathering here at this apartment\as an excuse to turn down my company's flower viewing. response:	Huh? You're inviting him here?
context: and not being able to order certain liquor.\Straight to the point, huh?\Well, then why not create an excuse to refuse?\An excuse?\A party?\Yeah. I was talking to Takiya-kun about gathering here at this apartment\as an excuse to turn down my company's flower viewing.\Huh? You're inviting him here? response:	Come on, don't make that face now. He's a nice guy.
context: Straight to the point, huh?\Well, then why not create an excuse to refuse?\An excuse?\A party?\Yeah. I was talking to Takiya-kun about gathering here at this apartment\as an excuse to turn down my company's flower viewing.\Huh? You're inviting him here?\Come on, don't make that face now. He's a nice guy. response:	Hmm, all right. I'll put up with that then.
context: Well, then why not create an excuse to refuse?\An excuse?\A party?\Yeah. I was talking to Takiya-kun about gathering here at this apartment\as an excuse to turn down my company's flower viewing.\Huh? You're inviting him here?\Come on, don't make that face now. He's a nice guy.\Hmm, all right. I'll put up with that then. response:	Put up with it?
context: An excuse?\A party?\Yeah. I was talking to Takiya-kun about gathering here at this apartment\as an excuse to turn down my company's flower viewing.\Huh? You're inviting him here?\Come on, don't make that face now. He's a nice guy.\Hmm, all right. I'll put up with that then.\Put up with it? response:	In return, can I call some of my friends, too?
context: A party?\Yeah. I was talking to Takiya-kun about gathering here at this apartment\as an excuse to turn down my company's flower viewing.\Huh? You're inviting him here?\Come on, don't make that face now. He's a nice guy.\Hmm, all right. I'll put up with that then.\Put up with it?\In return, can I call some of my friends, too? response:	Friends? Like from the shopping district?
context: Yeah. I was talking to Takiya-kun about gathering here at this apartment\as an excuse to turn down my company's flower viewing.\Huh? You're inviting him here?\Come on, don't make that face now. He's a nice guy.\Hmm, all right. I'll put up with that then.\Put up with it?\In return, can I call some of my friends, too?\Friends? Like from the shopping district? response:	No, dragons.
context: as an excuse to turn down my company's flower viewing.\Huh? You're inviting him here?\Come on, don't make that face now. He's a nice guy.\Hmm, all right. I'll put up with that then.\Put up with it?\In return, can I call some of my friends, too?\Friends? Like from the shopping district?\No, dragons. response:	Huh?
context: Huh? You're inviting him here?\Come on, don't make that face now. He's a nice guy.\Hmm, all right. I'll put up with that then.\Put up with it?\In return, can I call some of my friends, too?\Friends? Like from the shopping district?\No, dragons.\Huh? response:	Don't worry.
context: Come on, don't make that face now. He's a nice guy.\Hmm, all right. I'll put up with that then.\Put up with it?\In return, can I call some of my friends, too?\Friends? Like from the shopping district?\No, dragons.\Huh?\Don't worry. response:	They're all well-behaved dragons.
context: Hmm, all right. I'll put up with that then.\Put up with it?\In return, can I call some of my friends, too?\Friends? Like from the shopping district?\No, dragons.\Huh?\Don't worry.\They're all well-behaved dragons. response:	Hmm, I'm only worried.
context: Put up with it?\In return, can I call some of my friends, too?\Friends? Like from the shopping district?\No, dragons.\Huh?\Don't worry.\They're all well-behaved dragons.\Hmm, I'm only worried. response:	I'm home.
context: In return, can I call some of my friends, too?\Friends? Like from the shopping district?\No, dragons.\Huh?\Don't worry.\They're all well-behaved dragons.\Hmm, I'm only worried.\I'm home. response:	Pardon me.
context: Friends? Like from the shopping district?\No, dragons.\Huh?\Don't worry.\They're all well-behaved dragons.\Hmm, I'm only worried.\I'm home.\Pardon me. response:	You must be Kanna-chan. Good evening.
context: No, dragons.\Huh?\Don't worry.\They're all well-behaved dragons.\Hmm, I'm only worried.\I'm home.\Pardon me.\You must be Kanna-chan. Good evening. response:	Good evening.
context: Huh?\Don't worry.\They're all well-behaved dragons.\Hmm, I'm only worried.\I'm home.\Pardon me.\You must be Kanna-chan. Good evening.\Good evening. response:	Nice goth-loli.
context: Don't worry.\They're all well-behaved dragons.\Hmm, I'm only worried.\I'm home.\Pardon me.\You must be Kanna-chan. Good evening.\Good evening.\Nice goth-loli. response:	Where are your friends?
context: They're all well-behaved dragons.\Hmm, I'm only worried.\I'm home.\Pardon me.\You must be Kanna-chan. Good evening.\Good evening.\Nice goth-loli.\Where are your friends? response:	They should be here soon.
context: Hmm, I'm only worried.\I'm home.\Pardon me.\You must be Kanna-chan. Good evening.\Good evening.\Nice goth-loli.\Where are your friends?\They should be here soon. response:	Yes?
context: I'm home.\Pardon me.\You must be Kanna-chan. Good evening.\Good evening.\Nice goth-loli.\Where are your friends?\They should be here soon.\Yes? response:	Please wait one moment.
context: Pardon me.\You must be Kanna-chan. Good evening.\Good evening.\Nice goth-loli.\Where are your friends?\They should be here soon.\Yes?\Please wait one moment. response:	Mr. Fafnir, please arrange yourself like in the picture I sent over!
context: You must be Kanna-chan. Good evening.\Good evening.\Nice goth-loli.\Where are your friends?\They should be here soon.\Yes?\Please wait one moment.\Mr. Fafnir, please arrange yourself like in the picture I sent over! response:	Good grief.
context: Good evening.\Nice goth-loli.\Where are your friends?\They should be here soon.\Yes?\Please wait one moment.\Mr. Fafnir, please arrange yourself like in the picture I sent over!\Good grief. response:	This world is full of trouble.
context: Nice goth-loli.\Where are your friends?\They should be here soon.\Yes?\Please wait one moment.\Mr. Fafnir, please arrange yourself like in the picture I sent over!\Good grief.\This world is full of trouble. response:	Fafnir
context: Where are your friends?\They should be here soon.\Yes?\Please wait one moment.\Mr. Fafnir, please arrange yourself like in the picture I sent over!\Good grief.\This world is full of trouble.\Fafnir response:	Makes me want to end it.
context: They should be here soon.\Yes?\Please wait one moment.\Mr. Fafnir, please arrange yourself like in the picture I sent over!\Good grief.\This world is full of trouble.\Fafnir\Makes me want to end it. response:	Hostility
context: Yes?\Please wait one moment.\Mr. Fafnir, please arrange yourself like in the picture I sent over!\Good grief.\This world is full of trouble.\Fafnir\Makes me want to end it.\Hostility response:	Miss Kobayashi, this is Mr. Fafnir.
context: Please wait one moment.\Mr. Fafnir, please arrange yourself like in the picture I sent over!\Good grief.\This world is full of trouble.\Fafnir\Makes me want to end it.\Hostility\Miss Kobayashi, this is Mr. Fafnir. response:	Hello.
context: Mr. Fafnir, please arrange yourself like in the picture I sent over!\Good grief.\This world is full of trouble.\Fafnir\Makes me want to end it.\Hostility\Miss Kobayashi, this is Mr. Fafnir.\Hello. response:	Nice to meet you.
context: Good grief.\This world is full of trouble.\Fafnir\Makes me want to end it.\Hostility\Miss Kobayashi, this is Mr. Fafnir.\Hello.\Nice to meet you. response:	It's a pleasure to meet you. It's an honor to make your acquaintance. I'm honored. Your friend has been very kind to me.
context: This world is full of trouble.\Fafnir\Makes me want to end it.\Hostility\Miss Kobayashi, this is Mr. Fafnir.\Hello.\Nice to meet you.\It's a pleasure to meet you. It's an honor to make your acquaintance. I'm honored. Your friend has been very kind to me. response:	I'm Kobayashi from Jigokumeguri System Engineering.
context: Fafnir\Makes me want to end it.\Hostility\Miss Kobayashi, this is Mr. Fafnir.\Hello.\Nice to meet you.\It's a pleasure to meet you. It's an honor to make your acquaintance. I'm honored. Your friend has been very kind to me.\I'm Kobayashi from Jigokumeguri System Engineering. response:	That's a polite social greeting.
context: Makes me want to end it.\Hostility\Miss Kobayashi, this is Mr. Fafnir.\Hello.\Nice to meet you.\It's a pleasure to meet you. It's an honor to make your acquaintance. I'm honored. Your friend has been very kind to me.\I'm Kobayashi from Jigokumeguri System Engineering.\That's a polite social greeting. response:	Polite social greeting?
context: Hostility\Miss Kobayashi, this is Mr. Fafnir.\Hello.\Nice to meet you.\It's a pleasure to meet you. It's an honor to make your acquaintance. I'm honored. Your friend has been very kind to me.\I'm Kobayashi from Jigokumeguri System Engineering.\That's a polite social greeting.\Polite social greeting? response:	I've been living with Tohru-san.
context: Miss Kobayashi, this is Mr. Fafnir.\Hello.\Nice to meet you.\It's a pleasure to meet you. It's an honor to make your acquaintance. I'm honored. Your friend has been very kind to me.\I'm Kobayashi from Jigokumeguri System Engineering.\That's a polite social greeting.\Polite social greeting?\I've been living with Tohru-san. response:	A magic set of words that allows even shy people to greet others.
context: Hello.\Nice to meet you.\It's a pleasure to meet you. It's an honor to make your acquaintance. I'm honored. Your friend has been very kind to me.\I'm Kobayashi from Jigokumeguri System Engineering.\That's a polite social greeting.\Polite social greeting?\I've been living with Tohru-san.\A magic set of words that allows even shy people to greet others. response:	I hope we can get along well in the future.
context: Nice to meet you.\It's a pleasure to meet you. It's an honor to make your acquaintance. I'm honored. Your friend has been very kind to me.\I'm Kobayashi from Jigokumeguri System Engineering.\That's a polite social greeting.\Polite social greeting?\I've been living with Tohru-san.\A magic set of words that allows even shy people to greet others.\I hope we can get along well in the future. response:	Tohru!
context: It's a pleasure to meet you. It's an honor to make your acquaintance. I'm honored. Your friend has been very kind to me.\I'm Kobayashi from Jigokumeguri System Engineering.\That's a polite social greeting.\Polite social greeting?\I've been living with Tohru-san.\A magic set of words that allows even shy people to greet others.\I hope we can get along well in the future.\Tohru! response:	I got a really hostile feeling from him just now!
context: I'm Kobayashi from Jigokumeguri System Engineering.\That's a polite social greeting.\Polite social greeting?\I've been living with Tohru-san.\A magic set of words that allows even shy people to greet others.\I hope we can get along well in the future.\Tohru!\I got a really hostile feeling from him just now! response:	Well, he may have a slight dislike for humans.
context: That's a polite social greeting.\Polite social greeting?\I've been living with Tohru-san.\A magic set of words that allows even shy people to greet others.\I hope we can get along well in the future.\Tohru!\I got a really hostile feeling from him just now!\Well, he may have a slight dislike for humans. response:	He's a cursed dragon who's been guarding his treasure in a cave since ancient times.
context: Polite social greeting?\I've been living with Tohru-san.\A magic set of words that allows even shy people to greet others.\I hope we can get along well in the future.\Tohru!\I got a really hostile feeling from him just now!\Well, he may have a slight dislike for humans.\He's a cursed dragon who's been guarding his treasure in a cave since ancient times. response:	He's a shut-in?!
context: I've been living with Tohru-san.\A magic set of words that allows even shy people to greet others.\I hope we can get along well in the future.\Tohru!\I got a really hostile feeling from him just now!\Well, he may have a slight dislike for humans.\He's a cursed dragon who's been guarding his treasure in a cave since ancient times.\He's a shut-in?! response:	You invited more?
context: A magic set of words that allows even shy people to greet others.\I hope we can get along well in the future.\Tohru!\I got a really hostile feeling from him just now!\Well, he may have a slight dislike for humans.\He's a cursed dragon who's been guarding his treasure in a cave since ancient times.\He's a shut-in?!\You invited more? response:	This is the last.
context: I hope we can get along well in the future.\Tohru!\I got a really hostile feeling from him just now!\Well, he may have a slight dislike for humans.\He's a cursed dragon who's been guarding his treasure in a cave since ancient times.\He's a shut-in?!\You invited more?\This is the last. response:	Unacceptable
context: Tohru!\I got a really hostile feeling from him just now!\Well, he may have a slight dislike for humans.\He's a cursed dragon who's been guarding his treasure in a cave since ancient times.\He's a shut-in?!\You invited more?\This is the last.\Unacceptable response:	Oh, Tohru!
context: I got a really hostile feeling from him just now!\Well, he may have a slight dislike for humans.\He's a cursed dragon who's been guarding his treasure in a cave since ancient times.\He's a shut-in?!\You invited more?\This is the last.\Unacceptable\Oh, Tohru! response:	Hello, it's been a long time.
context: Well, he may have a slight dislike for humans.\He's a cursed dragon who's been guarding his treasure in a cave since ancient times.\He's a shut-in?!\You invited more?\This is the last.\Unacceptable\Oh, Tohru!\Hello, it's been a long time. response:	Miss Kobayashi, this is Miss Quetzalcoatl.
context: He's a cursed dragon who's been guarding his treasure in a cave since ancient times.\He's a shut-in?!\You invited more?\This is the last.\Unacceptable\Oh, Tohru!\Hello, it's been a long time.\Miss Kobayashi, this is Miss Quetzalcoatl. response:	Quetzalcoatl
context: He's a shut-in?!\You invited more?\This is the last.\Unacceptable\Oh, Tohru!\Hello, it's been a long time.\Miss Kobayashi, this is Miss Quetzalcoatl.\Quetzalcoatl response:	Nice to meet you. Lucoa is fine.
context: You invited more?\This is the last.\Unacceptable\Oh, Tohru!\Hello, it's been a long time.\Miss Kobayashi, this is Miss Quetzalcoatl.\Quetzalcoatl\Nice to meet you. Lucoa is fine. response:	Why are all dragons so huge?
context: This is the last.\Unacceptable\Oh, Tohru!\Hello, it's been a long time.\Miss Kobayashi, this is Miss Quetzalcoatl.\Quetzalcoatl\Nice to meet you. Lucoa is fine.\Why are all dragons so huge? response:	Huh?
context: Unacceptable\Oh, Tohru!\Hello, it's been a long time.\Miss Kobayashi, this is Miss Quetzalcoatl.\Quetzalcoatl\Nice to meet you. Lucoa is fine.\Why are all dragons so huge?\Huh? response:	Never mind.
context: Oh, Tohru!\Hello, it's been a long time.\Miss Kobayashi, this is Miss Quetzalcoatl.\Quetzalcoatl\Nice to meet you. Lucoa is fine.\Why are all dragons so huge?\Huh?\Never mind. response:	Nice to meet you. I'm Kobayashi.
context: Hello, it's been a long time.\Miss Kobayashi, this is Miss Quetzalcoatl.\Quetzalcoatl\Nice to meet you. Lucoa is fine.\Why are all dragons so huge?\Huh?\Never mind.\Nice to meet you. I'm Kobayashi. response:	Something wrong?
context: Miss Kobayashi, this is Miss Quetzalcoatl.\Quetzalcoatl\Nice to meet you. Lucoa is fine.\Why are all dragons so huge?\Huh?\Never mind.\Nice to meet you. I'm Kobayashi.\Something wrong? response:	Um, did you walk here in that outfit?
context: Quetzalcoatl\Nice to meet you. Lucoa is fine.\Why are all dragons so huge?\Huh?\Never mind.\Nice to meet you. I'm Kobayashi.\Something wrong?\Um, did you walk here in that outfit? response:	I did.
context: Nice to meet you. Lucoa is fine.\Why are all dragons so huge?\Huh?\Never mind.\Nice to meet you. I'm Kobayashi.\Something wrong?\Um, did you walk here in that outfit?\I did. response:	Your outfit is kind of slutty, though.
context: Why are all dragons so huge?\Huh?\Never mind.\Nice to meet you. I'm Kobayashi.\Something wrong?\Um, did you walk here in that outfit?\I did.\Your outfit is kind of slutty, though. response:	Wha?!
context: Huh?\Never mind.\Nice to meet you. I'm Kobayashi.\Something wrong?\Um, did you walk here in that outfit?\I did.\Your outfit is kind of slutty, though.\Wha?! response:	Care to try?
context: Never mind.\Nice to meet you. I'm Kobayashi.\Something wrong?\Um, did you walk here in that outfit?\I did.\Your outfit is kind of slutty, though.\Wha?!\Care to try? response:	Once you cut into them, back away.
context: Nice to meet you. I'm Kobayashi.\Something wrong?\Um, did you walk here in that outfit?\I did.\Your outfit is kind of slutty, though.\Wha?!\Care to try?\Once you cut into them, back away. response:	Yeah, like that.
context: Something wrong?\Um, did you walk here in that outfit?\I did.\Your outfit is kind of slutty, though.\Wha?!\Care to try?\Once you cut into them, back away.\Yeah, like that. response:	Oh, you can't run in while he's doing that move.
context: Um, did you walk here in that outfit?\I did.\Your outfit is kind of slutty, though.\Wha?!\Care to try?\Once you cut into them, back away.\Yeah, like that.\Oh, you can't run in while he's doing that move. response:	Try again.
context: I did.\Your outfit is kind of slutty, though.\Wha?!\Care to try?\Once you cut into them, back away.\Yeah, like that.\Oh, you can't run in while he's doing that move.\Try again. response:	Uh-huh.
context: Your outfit is kind of slutty, though.\Wha?!\Care to try?\Once you cut into them, back away.\Yeah, like that.\Oh, you can't run in while he's doing that move.\Try again.\Uh-huh. response:	Good job defeating him.
context: Wha?!\Care to try?\Once you cut into them, back away.\Yeah, like that.\Oh, you can't run in while he's doing that move.\Try again.\Uh-huh.\Good job defeating him. response:	Now, ignore that treasure chest...
context: Care to try?\Once you cut into them, back away.\Yeah, like that.\Oh, you can't run in while he's doing that move.\Try again.\Uh-huh.\Good job defeating him.\Now, ignore that treasure chest... response:	That was a mimic.
context: Once you cut into them, back away.\Yeah, like that.\Oh, you can't run in while he's doing that move.\Try again.\Uh-huh.\Good job defeating him.\Now, ignore that treasure chest...\That was a mimic. response:	Ah, you died.
context: Yeah, like that.\Oh, you can't run in while he's doing that move.\Try again.\Uh-huh.\Good job defeating him.\Now, ignore that treasure chest...\That was a mimic.\Ah, you died. response:	He's hooked.
context: Oh, you can't run in while he's doing that move.\Try again.\Uh-huh.\Good job defeating him.\Now, ignore that treasure chest...\That was a mimic.\Ah, you died.\He's hooked. response:	Tohru hardly ever used to smile.
context: Try again.\Uh-huh.\Good job defeating him.\Now, ignore that treasure chest...\That was a mimic.\Ah, you died.\He's hooked.\Tohru hardly ever used to smile. response:	Must be thanks to you.
context: Uh-huh.\Good job defeating him.\Now, ignore that treasure chest...\That was a mimic.\Ah, you died.\He's hooked.\Tohru hardly ever used to smile.\Must be thanks to you. response:	I'm just a normal human being.
context: Good job defeating him.\Now, ignore that treasure chest...\That was a mimic.\Ah, you died.\He's hooked.\Tohru hardly ever used to smile.\Must be thanks to you.\I'm just a normal human being. response:	That girl's never had anything normal before.
context: Now, ignore that treasure chest...\That was a mimic.\Ah, you died.\He's hooked.\Tohru hardly ever used to smile.\Must be thanks to you.\I'm just a normal human being.\That girl's never had anything normal before. response:	Not just her, but her friends as well.
context: That was a mimic.\Ah, you died.\He's hooked.\Tohru hardly ever used to smile.\Must be thanks to you.\I'm just a normal human being.\That girl's never had anything normal before.\Not just her, but her friends as well. response:	Lucoa-san,
context: Ah, you died.\He's hooked.\Tohru hardly ever used to smile.\Must be thanks to you.\I'm just a normal human being.\That girl's never had anything normal before.\Not just her, but her friends as well.\Lucoa-san, response:	I'm grateful to Tohru, too.
context: He's hooked.\Tohru hardly ever used to smile.\Must be thanks to you.\I'm just a normal human being.\That girl's never had anything normal before.\Not just her, but her friends as well.\Lucoa-san,\I'm grateful to Tohru, too. response:	I didn't use to smile much myself either.
context: Tohru hardly ever used to smile.\Must be thanks to you.\I'm just a normal human being.\That girl's never had anything normal before.\Not just her, but her friends as well.\Lucoa-san,\I'm grateful to Tohru, too.\I didn't use to smile much myself either. response:	Though I'll never say it to her.
context: Must be thanks to you.\I'm just a normal human being.\That girl's never had anything normal before.\Not just her, but her friends as well.\Lucoa-san,\I'm grateful to Tohru, too.\I didn't use to smile much myself either.\Though I'll never say it to her. response:	Food's ready!
context: I'm just a normal human being.\That girl's never had anything normal before.\Not just her, but her friends as well.\Lucoa-san,\I'm grateful to Tohru, too.\I didn't use to smile much myself either.\Though I'll never say it to her.\Food's ready! response:	Yes.
context: That girl's never had anything normal before.\Not just her, but her friends as well.\Lucoa-san,\I'm grateful to Tohru, too.\I didn't use to smile much myself either.\Though I'll never say it to her.\Food's ready!\Yes. response:	Well, let's eat then.
context: Not just her, but her friends as well.\Lucoa-san,\I'm grateful to Tohru, too.\I didn't use to smile much myself either.\Though I'll never say it to her.\Food's ready!\Yes.\Well, let's eat then. response:	Can you drink?
context: Lucoa-san,\I'm grateful to Tohru, too.\I didn't use to smile much myself either.\Though I'll never say it to her.\Food's ready!\Yes.\Well, let's eat then.\Can you drink? response:	Drink?
context: I'm grateful to Tohru, too.\I didn't use to smile much myself either.\Though I'll never say it to her.\Food's ready!\Yes.\Well, let's eat then.\Can you drink?\Drink? response:	I can, but at least let me check it for curses first.
context: I didn't use to smile much myself either.\Though I'll never say it to her.\Food's ready!\Yes.\Well, let's eat then.\Can you drink?\Drink?\I can, but at least let me check it for curses first. response:	Curses?
context: Though I'll never say it to her.\Food's ready!\Yes.\Well, let's eat then.\Can you drink?\Drink?\I can, but at least let me check it for curses first.\Curses? response:	Long ago Ms. Lucoa was driven out of her seat as a goddess thanks to liquor.
context: Food's ready!\Yes.\Well, let's eat then.\Can you drink?\Drink?\I can, but at least let me check it for curses first.\Curses?\Long ago Ms. Lucoa was driven out of her seat as a goddess thanks to liquor. response:	She was forced to drink liquor her comrade had cursed,
context: Yes.\Well, let's eat then.\Can you drink?\Drink?\I can, but at least let me check it for curses first.\Curses?\Long ago Ms. Lucoa was driven out of her seat as a goddess thanks to liquor.\She was forced to drink liquor her comrade had cursed, response:	and in her drunken stupor she went to her little sister and
context: Well, let's eat then.\Can you drink?\Drink?\I can, but at least let me check it for curses first.\Curses?\Long ago Ms. Lucoa was driven out of her seat as a goddess thanks to liquor.\She was forced to drink liquor her comrade had cursed,\and in her drunken stupor she went to her little sister and response:	Don't say it!
context: Can you drink?\Drink?\I can, but at least let me check it for curses first.\Curses?\Long ago Ms. Lucoa was driven out of her seat as a goddess thanks to liquor.\She was forced to drink liquor her comrade had cursed,\and in her drunken stupor she went to her little sister and\Don't say it! response:	Dragons don't have very good pasts, do they?
context: Drink?\I can, but at least let me check it for curses first.\Curses?\Long ago Ms. Lucoa was driven out of her seat as a goddess thanks to liquor.\She was forced to drink liquor her comrade had cursed,\and in her drunken stupor she went to her little sister and\Don't say it!\Dragons don't have very good pasts, do they? response:	Like I said!
context: I can, but at least let me check it for curses first.\Curses?\Long ago Ms. Lucoa was driven out of her seat as a goddess thanks to liquor.\She was forced to drink liquor her comrade had cursed,\and in her drunken stupor she went to her little sister and\Don't say it!\Dragons don't have very good pasts, do they?\Like I said! response:	When it comes to butlers, I fancy middle-aged ones!
