context: Gomen ne sunao ja nakute yume no naka nara ieru response:	Shikou kairo wa short sunzen ima sugu aitai yo
context: What is this?!\This is so sad!\It's so high!\I should have come here with everybody!\You look good out there!\Who's there?!\Tuxedo Mask!\If you interfere with me, you will end up like her! response:	It looks fun. Why don't you try it?
context: This is so sad!\It's so high!\I should have come here with everybody!\You look good out there!\Who's there?!\Tuxedo Mask!\If you interfere with me, you will end up like her!\It looks fun. Why don't you try it? response:	You fool. Then you can find out for yourself if it's really fun!
context: It's so high!\I should have come here with everybody!\You look good out there!\Who's there?!\Tuxedo Mask!\If you interfere with me, you will end up like her!\It looks fun. Why don't you try it?\You fool. Then you can find out for yourself if it's really fun! response:	You're so cool, Tuxedo Mask!
context: I should have come here with everybody!\You look good out there!\Who's there?!\Tuxedo Mask!\If you interfere with me, you will end up like her!\It looks fun. Why don't you try it?\You fool. Then you can find out for yourself if it's really fun!\You're so cool, Tuxedo Mask! response:	He did it! Oh?
context: You look good out there!\Who's there?!\Tuxedo Mask!\If you interfere with me, you will end up like her!\It looks fun. Why don't you try it?\You fool. Then you can find out for yourself if it's really fun!\You're so cool, Tuxedo Mask!\He did it! Oh? response:	Thank you so much!
context: Who's there?!\Tuxedo Mask!\If you interfere with me, you will end up like her!\It looks fun. Why don't you try it?\You fool. Then you can find out for yourself if it's really fun!\You're so cool, Tuxedo Mask!\He did it! Oh?\Thank you so much! response:	Don't let your guard down!
context: Tuxedo Mask!\If you interfere with me, you will end up like her!\It looks fun. Why don't you try it?\You fool. Then you can find out for yourself if it's really fun!\You're so cool, Tuxedo Mask!\He did it! Oh?\Thank you so much!\Don't let your guard down! response:	Okay! Don't let your guard down!
context: If you interfere with me, you will end up like her!\It looks fun. Why don't you try it?\You fool. Then you can find out for yourself if it's really fun!\You're so cool, Tuxedo Mask!\He did it! Oh?\Thank you so much!\Don't let your guard down!\Okay! Don't let your guard down! response:	Okay!
context: It looks fun. Why don't you try it?\You fool. Then you can find out for yourself if it's really fun!\You're so cool, Tuxedo Mask!\He did it! Oh?\Thank you so much!\Don't let your guard down!\Okay! Don't let your guard down!\Okay! response:	Why you...
context: You fool. Then you can find out for yourself if it's really fun!\You're so cool, Tuxedo Mask!\He did it! Oh?\Thank you so much!\Don't let your guard down!\Okay! Don't let your guard down!\Okay!\Why you... response:	Watch out!
context: You're so cool, Tuxedo Mask!\He did it! Oh?\Thank you so much!\Don't let your guard down!\Okay! Don't let your guard down!\Okay!\Why you...\Watch out! response:	Yes! Watch out!
context: He did it! Oh?\Thank you so much!\Don't let your guard down!\Okay! Don't let your guard down!\Okay!\Why you...\Watch out!\Yes! Watch out! response:	Yes!
context: Thank you so much!\Don't let your guard down!\Okay! Don't let your guard down!\Okay!\Why you...\Watch out!\Yes! Watch out!\Yes! response:	I never thought I'd get to fight with Tuxedo Mask.
context: Don't let your guard down!\Okay! Don't let your guard down!\Okay!\Why you...\Watch out!\Yes! Watch out!\Yes!\I never thought I'd get to fight with Tuxedo Mask. response:	I'm so happy!
context: Okay! Don't let your guard down!\Okay!\Why you...\Watch out!\Yes! Watch out!\Yes!\I never thought I'd get to fight with Tuxedo Mask.\I'm so happy! response:	Take this!
context: Okay!\Why you...\Watch out!\Yes! Watch out!\Yes!\I never thought I'd get to fight with Tuxedo Mask.\I'm so happy!\Take this! response:	There! There! There! There!
context: Why you...\Watch out!\Yes! Watch out!\Yes!\I never thought I'd get to fight with Tuxedo Mask.\I'm so happy!\Take this!\There! There! There! There! response:	And this and this and this!
context: Watch out!\Yes! Watch out!\Yes!\I never thought I'd get to fight with Tuxedo Mask.\I'm so happy!\Take this!\There! There! There! There!\And this and this and this! response:	What is this?! Hey, stop it! And this and this and this!
context: Yes! Watch out!\Yes!\I never thought I'd get to fight with Tuxedo Mask.\I'm so happy!\Take this!\There! There! There! There!\And this and this and this!\What is this?! Hey, stop it! And this and this and this! response:	What are you going to do if it hits me?! And this and this and this!
context: Yes!\I never thought I'd get to fight with Tuxedo Mask.\I'm so happy!\Take this!\There! There! There! There!\And this and this and this!\What is this?! Hey, stop it! And this and this and this!\What are you going to do if it hits me?! And this and this and this! response:	What are you going to do if it hits me?!
context: I never thought I'd get to fight with Tuxedo Mask.\I'm so happy!\Take this!\There! There! There! There!\And this and this and this!\What is this?! Hey, stop it! And this and this and this!\What are you going to do if it hits me?! And this and this and this!\What are you going to do if it hits me?! response:	We'll finish her now!
context: I'm so happy!\Take this!\There! There! There! There!\And this and this and this!\What is this?! Hey, stop it! And this and this and this!\What are you going to do if it hits me?! And this and this and this!\What are you going to do if it hits me?!\We'll finish her now! response:	Okay. We'll finish her now!
context: Take this!\There! There! There! There!\And this and this and this!\What is this?! Hey, stop it! And this and this and this!\What are you going to do if it hits me?! And this and this and this!\What are you going to do if it hits me?!\We'll finish her now!\Okay. We'll finish her now! response:	Okay.
context: There! There! There! There!\And this and this and this!\What is this?! Hey, stop it! And this and this and this!\What are you going to do if it hits me?! And this and this and this!\What are you going to do if it hits me?!\We'll finish her now!\Okay. We'll finish her now!\Okay. response:	Die!
context: And this and this and this!\What is this?! Hey, stop it! And this and this and this!\What are you going to do if it hits me?! And this and this and this!\What are you going to do if it hits me?!\We'll finish her now!\Okay. We'll finish her now!\Okay.\Die! response:	Now!
context: What is this?! Hey, stop it! And this and this and this!\What are you going to do if it hits me?! And this and this and this!\What are you going to do if it hits me?!\We'll finish her now!\Okay. We'll finish her now!\Okay.\Die!\Now! response:	Sailor Moon!
context: What are you going to do if it hits me?! And this and this and this!\What are you going to do if it hits me?!\We'll finish her now!\Okay. We'll finish her now!\Okay.\Die!\Now!\Sailor Moon! response:	Yes! Sailor Moon!
context: What are you going to do if it hits me?!\We'll finish her now!\Okay. We'll finish her now!\Okay.\Die!\Now!\Sailor Moon!\Yes! Sailor Moon! response:	Yes!
context: We'll finish her now!\Okay. We'll finish her now!\Okay.\Die!\Now!\Sailor Moon!\Yes! Sailor Moon!\Yes! response:	Tuxedo Mask, are you all right?!
context: Okay. We'll finish her now!\Okay.\Die!\Now!\Sailor Moon!\Yes! Sailor Moon!\Yes!\Tuxedo Mask, are you all right?! response:	Do not worry about me! Use your tiara, quickly!
context: Okay.\Die!\Now!\Sailor Moon!\Yes! Sailor Moon!\Yes!\Tuxedo Mask, are you all right?!\Do not worry about me! Use your tiara, quickly! response:	Got it!
context: Die!\Now!\Sailor Moon!\Yes! Sailor Moon!\Yes!\Tuxedo Mask, are you all right?!\Do not worry about me! Use your tiara, quickly!\Got it! response:	Moon Tiara Action!
context: Now!\Sailor Moon!\Yes! Sailor Moon!\Yes!\Tuxedo Mask, are you all right?!\Do not worry about me! Use your tiara, quickly!\Got it!\Moon Tiara Action! response:	Sailor Moon!
context: Sailor Moon!\Yes! Sailor Moon!\Yes!\Tuxedo Mask, are you all right?!\Do not worry about me! Use your tiara, quickly!\Got it!\Moon Tiara Action!\Sailor Moon! response:	Not too bad! Sailor Moon!
context: Yes! Sailor Moon!\Yes!\Tuxedo Mask, are you all right?!\Do not worry about me! Use your tiara, quickly!\Got it!\Moon Tiara Action!\Sailor Moon!\Not too bad! Sailor Moon! response:	Not too bad!
context: Yes!\Tuxedo Mask, are you all right?!\Do not worry about me! Use your tiara, quickly!\Got it!\Moon Tiara Action!\Sailor Moon!\Not too bad! Sailor Moon!\Not too bad! response:	I guess it means she's growing up a little.
context: Tuxedo Mask, are you all right?!\Do not worry about me! Use your tiara, quickly!\Got it!\Moon Tiara Action!\Sailor Moon!\Not too bad! Sailor Moon!\Not too bad!\I guess it means she's growing up a little. response:	Oh, he's not there!
context: Do not worry about me! Use your tiara, quickly!\Got it!\Moon Tiara Action!\Sailor Moon!\Not too bad! Sailor Moon!\Not too bad!\I guess it means she's growing up a little.\Oh, he's not there! response:	I wonder if Tuxedo Mask is all right?
context: Got it!\Moon Tiara Action!\Sailor Moon!\Not too bad! Sailor Moon!\Not too bad!\I guess it means she's growing up a little.\Oh, he's not there!\I wonder if Tuxedo Mask is all right? response:	Juban Municipal Junior High School
context: Moon Tiara Action!\Sailor Moon!\Not too bad! Sailor Moon!\Not too bad!\I guess it means she's growing up a little.\Oh, he's not there!\I wonder if Tuxedo Mask is all right?\Juban Municipal Junior High School response:	Rui said she doesn't remember anything she did.
context: Sailor Moon!\Not too bad! Sailor Moon!\Not too bad!\I guess it means she's growing up a little.\Oh, he's not there!\I wonder if Tuxedo Mask is all right?\Juban Municipal Junior High School\Rui said she doesn't remember anything she did. response:	Well, at least she's doing fine now, so it's good, right?
context: Not too bad! Sailor Moon!\Not too bad!\I guess it means she's growing up a little.\Oh, he's not there!\I wonder if Tuxedo Mask is all right?\Juban Municipal Junior High School\Rui said she doesn't remember anything she did.\Well, at least she's doing fine now, so it's good, right? response:	Yeah, that's true.
context: Not too bad!\I guess it means she's growing up a little.\Oh, he's not there!\I wonder if Tuxedo Mask is all right?\Juban Municipal Junior High School\Rui said she doesn't remember anything she did.\Well, at least she's doing fine now, so it's good, right?\Yeah, that's true. response:	Naru, do you want to play a little?
context: I guess it means she's growing up a little.\Oh, he's not there!\I wonder if Tuxedo Mask is all right?\Juban Municipal Junior High School\Rui said she doesn't remember anything she did.\Well, at least she's doing fine now, so it's good, right?\Yeah, that's true.\Naru, do you want to play a little? response:	Sure, I guess if it's just a little.
context: Oh, he's not there!\I wonder if Tuxedo Mask is all right?\Juban Municipal Junior High School\Rui said she doesn't remember anything she did.\Well, at least she's doing fine now, so it's good, right?\Yeah, that's true.\Naru, do you want to play a little?\Sure, I guess if it's just a little. response:	Go easy on me, okay?
context: I wonder if Tuxedo Mask is all right?\Juban Municipal Junior High School\Rui said she doesn't remember anything she did.\Well, at least she's doing fine now, so it's good, right?\Yeah, that's true.\Naru, do you want to play a little?\Sure, I guess if it's just a little.\Go easy on me, okay? response:	Oh, I can't do that!
context: Juban Municipal Junior High School\Rui said she doesn't remember anything she did.\Well, at least she's doing fine now, so it's good, right?\Yeah, that's true.\Naru, do you want to play a little?\Sure, I guess if it's just a little.\Go easy on me, okay?\Oh, I can't do that! response:	Naru, you can serve first!
context: Rui said she doesn't remember anything she did.\Well, at least she's doing fine now, so it's good, right?\Yeah, that's true.\Naru, do you want to play a little?\Sure, I guess if it's just a little.\Go easy on me, okay?\Oh, I can't do that!\Naru, you can serve first! response:	Okay, then I'll give you my lethal magic serve!
context: Well, at least she's doing fine now, so it's good, right?\Yeah, that's true.\Naru, do you want to play a little?\Sure, I guess if it's just a little.\Go easy on me, okay?\Oh, I can't do that!\Naru, you can serve first!\Okay, then I'll give you my lethal magic serve! response:	I'll bet it'd be fun to play tennis with Tuxedo Mask.
context: Yeah, that's true.\Naru, do you want to play a little?\Sure, I guess if it's just a little.\Go easy on me, okay?\Oh, I can't do that!\Naru, you can serve first!\Okay, then I'll give you my lethal magic serve!\I'll bet it'd be fun to play tennis with Tuxedo Mask. response:	Sorry, Usagi!
context: Naru, do you want to play a little?\Sure, I guess if it's just a little.\Go easy on me, okay?\Oh, I can't do that!\Naru, you can serve first!\Okay, then I'll give you my lethal magic serve!\I'll bet it'd be fun to play tennis with Tuxedo Mask.\Sorry, Usagi! response:	Usagi, please wake up!
context: Sure, I guess if it's just a little.\Go easy on me, okay?\Oh, I can't do that!\Naru, you can serve first!\Okay, then I'll give you my lethal magic serve!\I'll bet it'd be fun to play tennis with Tuxedo Mask.\Sorry, Usagi!\Usagi, please wake up! response:	Yume no naka futari de ita yo ne
context: Go easy on me, okay?\Oh, I can't do that!\Naru, you can serve first!\Okay, then I'll give you my lethal magic serve!\I'll bet it'd be fun to play tennis with Tuxedo Mask.\Sorry, Usagi!\Usagi, please wake up!\Yume no naka futari de ita yo ne response:	Hoshi tachi ni mamorarete
context: Oh, I can't do that!\Naru, you can serve first!\Okay, then I'll give you my lethal magic serve!\I'll bet it'd be fun to play tennis with Tuxedo Mask.\Sorry, Usagi!\Usagi, please wake up!\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete response:	Tomodachi no toki ni wa ki ni sezu
context: Naru, you can serve first!\Okay, then I'll give you my lethal magic serve!\I'll bet it'd be fun to play tennis with Tuxedo Mask.\Sorry, Usagi!\Usagi, please wake up!\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu response:	Nanigenaku hanashite ita kedo
context: Okay, then I'll give you my lethal magic serve!\I'll bet it'd be fun to play tennis with Tuxedo Mask.\Sorry, Usagi!\Usagi, please wake up!\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo response:	Anata dake ki ni naru shunkan ga atta no
context: I'll bet it'd be fun to play tennis with Tuxedo Mask.\Sorry, Usagi!\Usagi, please wake up!\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo\Anata dake ki ni naru shunkan ga atta no response:	Motto kirei ni ima sugu naritai
context: Sorry, Usagi!\Usagi, please wake up!\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo\Anata dake ki ni naru shunkan ga atta no\Motto kirei ni ima sugu naritai response:	Koi suru to nanika ga kawaru ne
context: Usagi, please wake up!\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo\Anata dake ki ni naru shunkan ga atta no\Motto kirei ni ima sugu naritai\Koi suru to nanika ga kawaru ne response:	Me o tojite tashikamete
context: Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo\Anata dake ki ni naru shunkan ga atta no\Motto kirei ni ima sugu naritai\Koi suru to nanika ga kawaru ne\Me o tojite tashikamete response:	Dakishimeta tokimeki sono mama kono omoi tsutaetai
