context: Graduation... response:	Gradually, everyone changes...
context: The setting sun and the rippling waves Vesperrugo, fluas en ondetoj\Seem like a song of pure happiness Gi estas kiel la kanto, bela kanto de felico\The birds are like messengers, delivering kindness Cu vi rimark is birdojn, portanta afableco\They fly beyond the sea, placing love on the winds Super la maro flugas, ili flugas kun amo\In the twilight sky, which makes my heart tremble, Oranga cielo emocias mian spiriton\Lies a star of hope that will shine forevermore Stelo de I'espero, stelo lumis eterne\Shine forevermore Lumis eterne\Ma'am, even though I was never good at it, as a child, I loved to sing. response:	Your words brought back the feelings I had back then.
context: Seem like a song of pure happiness Gi estas kiel la kanto, bela kanto de felico\The birds are like messengers, delivering kindness Cu vi rimark is birdojn, portanta afableco\They fly beyond the sea, placing love on the winds Super la maro flugas, ili flugas kun amo\In the twilight sky, which makes my heart tremble, Oranga cielo emocias mian spiriton\Lies a star of hope that will shine forevermore Stelo de I'espero, stelo lumis eterne\Shine forevermore Lumis eterne\Ma'am, even though I was never good at it, as a child, I loved to sing.\Your words brought back the feelings I had back then. response:	Thank you very much!
context: The birds are like messengers, delivering kindness Cu vi rimark is birdojn, portanta afableco\They fly beyond the sea, placing love on the winds Super la maro flugas, ili flugas kun amo\In the twilight sky, which makes my heart tremble, Oranga cielo emocias mian spiriton\Lies a star of hope that will shine forevermore Stelo de I'espero, stelo lumis eterne\Shine forevermore Lumis eterne\Ma'am, even though I was never good at it, as a child, I loved to sing.\Your words brought back the feelings I had back then.\Thank you very much! response:	The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami
context: They fly beyond the sea, placing love on the winds Super la maro flugas, ili flugas kun amo\In the twilight sky, which makes my heart tremble, Oranga cielo emocias mian spiriton\Lies a star of hope that will shine forevermore Stelo de I'espero, stelo lumis eterne\Shine forevermore Lumis eterne\Ma'am, even though I was never good at it, as a child, I loved to sing.\Your words brought back the feelings I had back then.\Thank you very much!\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami response:	The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami The company has been anxiously awaiting your graduation from middle school.
context: In the twilight sky, which makes my heart tremble, Oranga cielo emocias mian spiriton\Lies a star of hope that will shine forevermore Stelo de I'espero, stelo lumis eterne\Shine forevermore Lumis eterne\Ma'am, even though I was never good at it, as a child, I loved to sing.\Your words brought back the feelings I had back then.\Thank you very much!\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami The company has been anxiously awaiting your graduation from middle school. response:	The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami
context: Lies a star of hope that will shine forevermore Stelo de I'espero, stelo lumis eterne\Shine forevermore Lumis eterne\Ma'am, even though I was never good at it, as a child, I loved to sing.\Your words brought back the feelings I had back then.\Thank you very much!\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami The company has been anxiously awaiting your graduation from middle school.\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami response:	The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami Your sculling skills are perfect.
context: Shine forevermore Lumis eterne\Ma'am, even though I was never good at it, as a child, I loved to sing.\Your words brought back the feelings I had back then.\Thank you very much!\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami The company has been anxiously awaiting your graduation from middle school.\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami Your sculling skills are perfect. response:	The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami
context: Ma'am, even though I was never good at it, as a child, I loved to sing.\Your words brought back the feelings I had back then.\Thank you very much!\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami The company has been anxiously awaiting your graduation from middle school.\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami Your sculling skills are perfect.\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami response:	The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami Our concerns about your tour guide skills, customer service and canzone...
context: Your words brought back the feelings I had back then.\Thank you very much!\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami The company has been anxiously awaiting your graduation from middle school.\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami Your sculling skills are perfect.\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami Our concerns about your tour guide skills, customer service and canzone... response:	Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you Our concerns about your tour guide skills, customer service and canzone...
context: Thank you very much!\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami The company has been anxiously awaiting your graduation from middle school.\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami Your sculling skills are perfect.\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami Our concerns about your tour guide skills, customer service and canzone...\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you Our concerns about your tour guide skills, customer service and canzone... response:	Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you...were completely dispelled, as you have proven your progress brilliantly in today's exam.
context: The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami The company has been anxiously awaiting your graduation from middle school.\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami Your sculling skills are perfect.\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami Our concerns about your tour guide skills, customer service and canzone...\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you Our concerns about your tour guide skills, customer service and canzone...\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you...were completely dispelled, as you have proven your progress brilliantly in today's exam. response:	Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you
context: The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami The company has been anxiously awaiting your graduation from middle school.\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami Your sculling skills are perfect.\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami Our concerns about your tour guide skills, customer service and canzone...\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you Our concerns about your tour guide skills, customer service and canzone...\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you...were completely dispelled, as you have proven your progress brilliantly in today's exam.\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you response:	Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you Athena, does this mean...
context: The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami Your sculling skills are perfect.\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami Our concerns about your tour guide skills, customer service and canzone...\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you Our concerns about your tour guide skills, customer service and canzone...\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you...were completely dispelled, as you have proven your progress brilliantly in today's exam.\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you Athena, does this mean... response:	Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you
context: The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami Your sculling skills are perfect.\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami Our concerns about your tour guide skills, customer service and canzone...\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you Our concerns about your tour guide skills, customer service and canzone...\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you...were completely dispelled, as you have proven your progress brilliantly in today's exam.\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you Athena, does this mean...\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you response:	The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai You have exceptional talent, so you'll surely lead the next generation of the Undine industry.
context: The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami\The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami Our concerns about your tour guide skills, customer service and canzone...\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you Our concerns about your tour guide skills, customer service and canzone...\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you...were completely dispelled, as you have proven your progress brilliantly in today's exam.\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you Athena, does this mean...\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you\The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai You have exceptional talent, so you'll surely lead the next generation of the Undine industry. response:	The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai The Gondola Association, in recognition of your extraordinary talent, and with great hope...
context: The setting sun and the rippling waves Yuuhi ga shizumi nagareru saza nami Our concerns about your tour guide skills, customer service and canzone...\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you Our concerns about your tour guide skills, customer service and canzone...\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you...were completely dispelled, as you have proven your progress brilliantly in today's exam.\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you Athena, does this mean...\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you\The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai You have exceptional talent, so you'll surely lead the next generation of the Undine industry.\The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai The Gondola Association, in recognition of your extraordinary talent, and with great hope... response:	The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai...has made an unprecedented decision.
context: Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you Our concerns about your tour guide skills, customer service and canzone...\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you...were completely dispelled, as you have proven your progress brilliantly in today's exam.\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you Athena, does this mean...\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you\The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai You have exceptional talent, so you'll surely lead the next generation of the Undine industry.\The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai The Gondola Association, in recognition of your extraordinary talent, and with great hope...\The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai...has made an unprecedented decision. response:	The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai
context: Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you...were completely dispelled, as you have proven your progress brilliantly in today's exam.\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you Athena, does this mean...\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you\The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai You have exceptional talent, so you'll surely lead the next generation of the Undine industry.\The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai The Gondola Association, in recognition of your extraordinary talent, and with great hope...\The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai...has made an unprecedented decision.\The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai response:	They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose
context: Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you Athena, does this mean...\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you\The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai You have exceptional talent, so you'll surely lead the next generation of the Undine industry.\The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai The Gondola Association, in recognition of your extraordinary talent, and with great hope...\The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai...has made an unprecedented decision.\The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose response:	They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose Congratulations, Alice.
context: Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you Athena, does this mean...\Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you\The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai You have exceptional talent, so you'll surely lead the next generation of the Undine industry.\The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai The Gondola Association, in recognition of your extraordinary talent, and with great hope...\The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai...has made an unprecedented decision.\The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose Congratulations, Alice. response:	They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose
context: Seem like a song of pure happiness Sore wa marude muku na shiawase no uta no you\The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai You have exceptional talent, so you'll surely lead the next generation of the Undine industry.\The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai The Gondola Association, in recognition of your extraordinary talent, and with great hope...\The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai...has made an unprecedented decision.\The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose Congratulations, Alice.\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose response:	They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose Or should I say...
context: The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai You have exceptional talent, so you'll surely lead the next generation of the Undine industry.\The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai The Gondola Association, in recognition of your extraordinary talent, and with great hope...\The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai...has made an unprecedented decision.\The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose Congratulations, Alice.\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose Or should I say... response:	They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose...Orange Princess.
context: The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai The Gondola Association, in recognition of your extraordinary talent, and with great hope...\The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai...has made an unprecedented decision.\The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose Congratulations, Alice.\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose Or should I say...\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose...Orange Princess. response:	They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose
context: The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai...has made an unprecedented decision.\The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose Congratulations, Alice.\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose Or should I say...\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose...Orange Princess.\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose response:	They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose From this day forth, you are a Prima Undine!
context: The birds are like messengers, delivering kindness Tori-tachi wa yasashisa o hakobu tsukai\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose Congratulations, Alice.\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose Or should I say...\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose...Orange Princess.\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose From this day forth, you are a Prima Undine! response:	From this day forth, you are a Prima Undine!
context: They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose Congratulations, Alice.\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose Or should I say...\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose...Orange Princess.\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose From this day forth, you are a Prima Undine!\From this day forth, you are a Prima Undine! response:	Orange... Princess...
context: They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose Congratulations, Alice.\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose Or should I say...\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose...Orange Princess.\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose From this day forth, you are a Prima Undine!\From this day forth, you are a Prima Undine!\Orange... Princess... response:	In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni Orange... Princess...
context: They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose Or should I say...\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose...Orange Princess.\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose From this day forth, you are a Prima Undine!\From this day forth, you are a Prima Undine!\Orange... Princess...\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni Orange... Princess... response:	In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni
context: They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose Or should I say...\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose...Orange Princess.\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose From this day forth, you are a Prima Undine!\From this day forth, you are a Prima Undine!\Orange... Princess...\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni Orange... Princess...\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni response:	In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni Is that...
context: They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose...Orange Princess.\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose From this day forth, you are a Prima Undine!\From this day forth, you are a Prima Undine!\Orange... Princess...\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni Orange... Princess...\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni Is that... response:	In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni An alias?
context: They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose\They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose From this day forth, you are a Prima Undine!\From this day forth, you are a Prima Undine!\Orange... Princess...\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni Orange... Princess...\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni Is that...\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni An alias? response:	In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni
context: They fly beyond the sea, placing love on the winds Umi o koe tobu yo ai o kaze ni nose From this day forth, you are a Prima Undine!\From this day forth, you are a Prima Undine!\Orange... Princess...\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni Orange... Princess...\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni Is that...\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni An alias?\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni response:	In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni Ehh?! Ehh?!
context: From this day forth, you are a Prima Undine!\Orange... Princess...\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni Orange... Princess...\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni Is that...\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni An alias?\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni Ehh?! Ehh?! response:	In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni
context: Orange... Princess...\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni Orange... Princess...\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni Is that...\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni An alias?\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni Ehh?! Ehh?!\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni response:	Lies a star of hope that will shine forevermore Towa ni kagayaku kibou no hoshi yo
context: In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni Orange... Princess...\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni Is that...\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni An alias?\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni Ehh?! Ehh?!\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni\Lies a star of hope that will shine forevermore Towa ni kagayaku kibou no hoshi yo response:	Lies a star of hope that will shine forevermore Towa ni kagayaku kibou no hoshi yo Athena...
context: In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni Is that...\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni An alias?\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni Ehh?! Ehh?!\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni\Lies a star of hope that will shine forevermore Towa ni kagayaku kibou no hoshi yo\Lies a star of hope that will shine forevermore Towa ni kagayaku kibou no hoshi yo Athena... response:	Lies a star of hope that will shine forevermore Towa ni kagayaku kibou no hoshi yo
context: In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni Is that...\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni An alias?\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni Ehh?! Ehh?!\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni\Lies a star of hope that will shine forevermore Towa ni kagayaku kibou no hoshi yo\Lies a star of hope that will shine forevermore Towa ni kagayaku kibou no hoshi yo Athena...\Lies a star of hope that will shine forevermore Towa ni kagayaku kibou no hoshi yo response:	Lies a star of hope that will shine forevermore Towa ni kagayaku kibou no hoshi yo Athena...
context: In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni An alias?\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni Ehh?! Ehh?!\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni\Lies a star of hope that will shine forevermore Towa ni kagayaku kibou no hoshi yo\Lies a star of hope that will shine forevermore Towa ni kagayaku kibou no hoshi yo Athena...\Lies a star of hope that will shine forevermore Towa ni kagayaku kibou no hoshi yo\Lies a star of hope that will shine forevermore Towa ni kagayaku kibou no hoshi yo Athena... response:	Lies a star of hope that will shine forevermore Towa ni kagayaku kibou no hoshi yo
context: In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni Ehh?! Ehh?!\In the twilight sky, which makes my heart tremble, Kokoro furueru tasogare no sora ni\Lies a star of hope that will shine forevermore Towa ni kagayaku kibou no hoshi yo\Lies a star of hope that will shine forevermore Towa ni kagayaku kibou no hoshi yo Athena...\Lies a star of hope that will shine forevermore Towa ni kagayaku kibou no hoshi yo\Lies a star of hope that will shine forevermore Towa ni kagayaku kibou no hoshi yo Athena...\Lies a star of hope that will shine forevermore Towa ni kagayaku kibou no hoshi yo response:	Lies a star of hope that will shine forevermore Towa ni kagayaku kibou no hoshi yo Alice.
