context: That damn Sanada Yukimura dared to embarrass me! response:	I didn't expect my plan to backfire.
context: Vero...nica? Panther?\Which?\Miss!\Are you drinking?\Kakei-san.\A ninja never gets drunk.\Of course not.\I've built up a tolerance against alcohol and poison. response:	But, Kakei-san, what are you doing on this boat?
context: Which?\Miss!\Are you drinking?\Kakei-san.\A ninja never gets drunk.\Of course not.\I've built up a tolerance against alcohol and poison.\But, Kakei-san, what are you doing on this boat? response:	You never came back to Ueda.
context: Miss!\Are you drinking?\Kakei-san.\A ninja never gets drunk.\Of course not.\I've built up a tolerance against alcohol and poison.\But, Kakei-san, what are you doing on this boat?\You never came back to Ueda. response:	Don't tell me you've decided to become a pirate.
context: Are you drinking?\Kakei-san.\A ninja never gets drunk.\Of course not.\I've built up a tolerance against alcohol and poison.\But, Kakei-san, what are you doing on this boat?\You never came back to Ueda.\Don't tell me you've decided to become a pirate. response:	Do not be foolish.
context: Kakei-san.\A ninja never gets drunk.\Of course not.\I've built up a tolerance against alcohol and poison.\But, Kakei-san, what are you doing on this boat?\You never came back to Ueda.\Don't tell me you've decided to become a pirate.\Do not be foolish. response:	I traveled the country broadening my knowledge...
context: A ninja never gets drunk.\Of course not.\I've built up a tolerance against alcohol and poison.\But, Kakei-san, what are you doing on this boat?\You never came back to Ueda.\Don't tell me you've decided to become a pirate.\Do not be foolish.\I traveled the country broadening my knowledge... response:	I heard a pirate named Nezu had some imported guns,
context: Of course not.\I've built up a tolerance against alcohol and poison.\But, Kakei-san, what are you doing on this boat?\You never came back to Ueda.\Don't tell me you've decided to become a pirate.\Do not be foolish.\I traveled the country broadening my knowledge...\I heard a pirate named Nezu had some imported guns, response:	so I found my way onto his ship.
context: I've built up a tolerance against alcohol and poison.\But, Kakei-san, what are you doing on this boat?\You never came back to Ueda.\Don't tell me you've decided to become a pirate.\Do not be foolish.\I traveled the country broadening my knowledge...\I heard a pirate named Nezu had some imported guns,\so I found my way onto his ship. response:	But, of course, he was not eager to part with his guns.
context: But, Kakei-san, what are you doing on this boat?\You never came back to Ueda.\Don't tell me you've decided to become a pirate.\Do not be foolish.\I traveled the country broadening my knowledge...\I heard a pirate named Nezu had some imported guns,\so I found my way onto his ship.\But, of course, he was not eager to part with his guns. response:	And then?
context: You never came back to Ueda.\Don't tell me you've decided to become a pirate.\Do not be foolish.\I traveled the country broadening my knowledge...\I heard a pirate named Nezu had some imported guns,\so I found my way onto his ship.\But, of course, he was not eager to part with his guns.\And then? response:	He challenged me to drink as well.
context: Don't tell me you've decided to become a pirate.\Do not be foolish.\I traveled the country broadening my knowledge...\I heard a pirate named Nezu had some imported guns,\so I found my way onto his ship.\But, of course, he was not eager to part with his guns.\And then?\He challenged me to drink as well. response:	After the second barrel, he called me his brother.
context: Do not be foolish.\I traveled the country broadening my knowledge...\I heard a pirate named Nezu had some imported guns,\so I found my way onto his ship.\But, of course, he was not eager to part with his guns.\And then?\He challenged me to drink as well.\After the second barrel, he called me his brother. response:	I don't believe this guy.
context: I traveled the country broadening my knowledge...\I heard a pirate named Nezu had some imported guns,\so I found my way onto his ship.\But, of course, he was not eager to part with his guns.\And then?\He challenged me to drink as well.\After the second barrel, he called me his brother.\I don't believe this guy. response:	He happily gave me a gun, though not for free, of course.
context: I heard a pirate named Nezu had some imported guns,\so I found my way onto his ship.\But, of course, he was not eager to part with his guns.\And then?\He challenged me to drink as well.\After the second barrel, he called me his brother.\I don't believe this guy.\He happily gave me a gun, though not for free, of course. response:	I've been working off my debt ever since.
context: so I found my way onto his ship.\But, of course, he was not eager to part with his guns.\And then?\He challenged me to drink as well.\After the second barrel, he called me his brother.\I don't believe this guy.\He happily gave me a gun, though not for free, of course.\I've been working off my debt ever since. response:	And he's as rigid as always.
context: But, of course, he was not eager to part with his guns.\And then?\He challenged me to drink as well.\After the second barrel, he called me his brother.\I don't believe this guy.\He happily gave me a gun, though not for free, of course.\I've been working off my debt ever since.\And he's as rigid as always. response:	Well, you saved us because you happened to be on this boat.
context: And then?\He challenged me to drink as well.\After the second barrel, he called me his brother.\I don't believe this guy.\He happily gave me a gun, though not for free, of course.\I've been working off my debt ever since.\And he's as rigid as always.\Well, you saved us because you happened to be on this boat. response:	Why were all those men chasing you, anyway?
context: He challenged me to drink as well.\After the second barrel, he called me his brother.\I don't believe this guy.\He happily gave me a gun, though not for free, of course.\I've been working off my debt ever since.\And he's as rigid as always.\Well, you saved us because you happened to be on this boat.\Why were all those men chasing you, anyway? response:	You'll have to ask Yukimura for the details.
context: After the second barrel, he called me his brother.\I don't believe this guy.\He happily gave me a gun, though not for free, of course.\I've been working off my debt ever since.\And he's as rigid as always.\Well, you saved us because you happened to be on this boat.\Why were all those men chasing you, anyway?\You'll have to ask Yukimura for the details. response:	There's a limit to how much I can do to protect him.
context: I don't believe this guy.\He happily gave me a gun, though not for free, of course.\I've been working off my debt ever since.\And he's as rigid as always.\Well, you saved us because you happened to be on this boat.\Why were all those men chasing you, anyway?\You'll have to ask Yukimura for the details.\There's a limit to how much I can do to protect him. response:	He even egged them on.
context: He happily gave me a gun, though not for free, of course.\I've been working off my debt ever since.\And he's as rigid as always.\Well, you saved us because you happened to be on this boat.\Why were all those men chasing you, anyway?\You'll have to ask Yukimura for the details.\There's a limit to how much I can do to protect him.\He even egged them on. response:	I can't believe the guy.
context: I've been working off my debt ever since.\And he's as rigid as always.\Well, you saved us because you happened to be on this boat.\Why were all those men chasing you, anyway?\You'll have to ask Yukimura for the details.\There's a limit to how much I can do to protect him.\He even egged them on.\I can't believe the guy. response:	You've grown softer.
context: And he's as rigid as always.\Well, you saved us because you happened to be on this boat.\Why were all those men chasing you, anyway?\You'll have to ask Yukimura for the details.\There's a limit to how much I can do to protect him.\He even egged them on.\I can't believe the guy.\You've grown softer. response:	What're you guys talking about?
context: Well, you saved us because you happened to be on this boat.\Why were all those men chasing you, anyway?\You'll have to ask Yukimura for the details.\There's a limit to how much I can do to protect him.\He even egged them on.\I can't believe the guy.\You've grown softer.\What're you guys talking about? response:	Saizo, what are you talking about? Let me in, Saizo.
context: Why were all those men chasing you, anyway?\You'll have to ask Yukimura for the details.\There's a limit to how much I can do to protect him.\He even egged them on.\I can't believe the guy.\You've grown softer.\What're you guys talking about?\Saizo, what are you talking about? Let me in, Saizo. response:	You're annoying.
context: You'll have to ask Yukimura for the details.\There's a limit to how much I can do to protect him.\He even egged them on.\I can't believe the guy.\You've grown softer.\What're you guys talking about?\Saizo, what are you talking about? Let me in, Saizo.\You're annoying. response:	You are acting like a woman, Kamanosuke.
context: There's a limit to how much I can do to protect him.\He even egged them on.\I can't believe the guy.\You've grown softer.\What're you guys talking about?\Saizo, what are you talking about? Let me in, Saizo.\You're annoying.\You are acting like a woman, Kamanosuke. response:	What?
context: He even egged them on.\I can't believe the guy.\You've grown softer.\What're you guys talking about?\Saizo, what are you talking about? Let me in, Saizo.\You're annoying.\You are acting like a woman, Kamanosuke.\What? response:	Who do you guys think you are, treating me like a woman?
context: I can't believe the guy.\You've grown softer.\What're you guys talking about?\Saizo, what are you talking about? Let me in, Saizo.\You're annoying.\You are acting like a woman, Kamanosuke.\What?\Who do you guys think you are, treating me like a woman? response:	You are quite the aggressive drunk.
context: You've grown softer.\What're you guys talking about?\Saizo, what are you talking about? Let me in, Saizo.\You're annoying.\You are acting like a woman, Kamanosuke.\What?\Who do you guys think you are, treating me like a woman?\You are quite the aggressive drunk. response:	I'm a man!
context: What're you guys talking about?\Saizo, what are you talking about? Let me in, Saizo.\You're annoying.\You are acting like a woman, Kamanosuke.\What?\Who do you guys think you are, treating me like a woman?\You are quite the aggressive drunk.\I'm a man! response:	Is there something on my face?
context: Saizo, what are you talking about? Let me in, Saizo.\You're annoying.\You are acting like a woman, Kamanosuke.\What?\Who do you guys think you are, treating me like a woman?\You are quite the aggressive drunk.\I'm a man!\Is there something on my face? response:	No. Are you really the lord of Ueda?
context: You're annoying.\You are acting like a woman, Kamanosuke.\What?\Who do you guys think you are, treating me like a woman?\You are quite the aggressive drunk.\I'm a man!\Is there something on my face?\No. Are you really the lord of Ueda? response:	You look like a common playboy and his friends to me.
context: You are acting like a woman, Kamanosuke.\What?\Who do you guys think you are, treating me like a woman?\You are quite the aggressive drunk.\I'm a man!\Is there something on my face?\No. Are you really the lord of Ueda?\You look like a common playboy and his friends to me. response:	Don't I?
context: What?\Who do you guys think you are, treating me like a woman?\You are quite the aggressive drunk.\I'm a man!\Is there something on my face?\No. Are you really the lord of Ueda?\You look like a common playboy and his friends to me.\Don't I? response:	You're not even mad.
context: Who do you guys think you are, treating me like a woman?\You are quite the aggressive drunk.\I'm a man!\Is there something on my face?\No. Are you really the lord of Ueda?\You look like a common playboy and his friends to me.\Don't I?\You're not even mad. response:	You definitely don't seem like someone important.
context: You are quite the aggressive drunk.\I'm a man!\Is there something on my face?\No. Are you really the lord of Ueda?\You look like a common playboy and his friends to me.\Don't I?\You're not even mad.\You definitely don't seem like someone important. response:	Thank you.
context: I'm a man!\Is there something on my face?\No. Are you really the lord of Ueda?\You look like a common playboy and his friends to me.\Don't I?\You're not even mad.\You definitely don't seem like someone important.\Thank you. response:	What were you thinking then?
context: Is there something on my face?\No. Are you really the lord of Ueda?\You look like a common playboy and his friends to me.\Don't I?\You're not even mad.\You definitely don't seem like someone important.\Thank you.\What were you thinking then? response:	Surrounded by all those men without any escape,
context: No. Are you really the lord of Ueda?\You look like a common playboy and his friends to me.\Don't I?\You're not even mad.\You definitely don't seem like someone important.\Thank you.\What were you thinking then?\Surrounded by all those men without any escape, response:	your only destinations were Hell or Heaven.
context: You look like a common playboy and his friends to me.\Don't I?\You're not even mad.\You definitely don't seem like someone important.\Thank you.\What were you thinking then?\Surrounded by all those men without any escape,\your only destinations were Hell or Heaven. response:	Who knows what I would have done?
context: Don't I?\You're not even mad.\You definitely don't seem like someone important.\Thank you.\What were you thinking then?\Surrounded by all those men without any escape,\your only destinations were Hell or Heaven.\Who knows what I would have done? response:	I don't believe it.
context: You're not even mad.\You definitely don't seem like someone important.\Thank you.\What were you thinking then?\Surrounded by all those men without any escape,\your only destinations were Hell or Heaven.\Who knows what I would have done?\I don't believe it. response:	You can't tell me you weren't thinking anything.
context: You definitely don't seem like someone important.\Thank you.\What were you thinking then?\Surrounded by all those men without any escape,\your only destinations were Hell or Heaven.\Who knows what I would have done?\I don't believe it.\You can't tell me you weren't thinking anything. response:	I had my warriors, so I knew it would work out.
context: Thank you.\What were you thinking then?\Surrounded by all those men without any escape,\your only destinations were Hell or Heaven.\Who knows what I would have done?\I don't believe it.\You can't tell me you weren't thinking anything.\I had my warriors, so I knew it would work out. response:	Warriors?
context: What were you thinking then?\Surrounded by all those men without any escape,\your only destinations were Hell or Heaven.\Who knows what I would have done?\I don't believe it.\You can't tell me you weren't thinking anything.\I had my warriors, so I knew it would work out.\Warriors? response:	Or else I expected to meet someone new.
context: Surrounded by all those men without any escape,\your only destinations were Hell or Heaven.\Who knows what I would have done?\I don't believe it.\You can't tell me you weren't thinking anything.\I had my warriors, so I knew it would work out.\Warriors?\Or else I expected to meet someone new. response:	Are you a genius or a moron?
context: your only destinations were Hell or Heaven.\Who knows what I would have done?\I don't believe it.\You can't tell me you weren't thinking anything.\I had my warriors, so I knew it would work out.\Warriors?\Or else I expected to meet someone new.\Are you a genius or a moron? response:	Who are you to ask such a question?
context: Who knows what I would have done?\I don't believe it.\You can't tell me you weren't thinking anything.\I had my warriors, so I knew it would work out.\Warriors?\Or else I expected to meet someone new.\Are you a genius or a moron?\Who are you to ask such a question? response:	You're just a pirate.
context: I don't believe it.\You can't tell me you weren't thinking anything.\I had my warriors, so I knew it would work out.\Warriors?\Or else I expected to meet someone new.\Are you a genius or a moron?\Who are you to ask such a question?\You're just a pirate. response:	Because I'm free.
context: You can't tell me you weren't thinking anything.\I had my warriors, so I knew it would work out.\Warriors?\Or else I expected to meet someone new.\Are you a genius or a moron?\Who are you to ask such a question?\You're just a pirate.\Because I'm free. response:	You're always bound to someone by invisible lines on land.
context: I had my warriors, so I knew it would work out.\Warriors?\Or else I expected to meet someone new.\Are you a genius or a moron?\Who are you to ask such a question?\You're just a pirate.\Because I'm free.\You're always bound to someone by invisible lines on land. response:	As long as you're there, you belong to someone.
context: Warriors?\Or else I expected to meet someone new.\Are you a genius or a moron?\Who are you to ask such a question?\You're just a pirate.\Because I'm free.\You're always bound to someone by invisible lines on land.\As long as you're there, you belong to someone. response:	I don't belong to anyone.
context: Or else I expected to meet someone new.\Are you a genius or a moron?\Who are you to ask such a question?\You're just a pirate.\Because I'm free.\You're always bound to someone by invisible lines on land.\As long as you're there, you belong to someone.\I don't belong to anyone. response:	I'm my own man.
context: Are you a genius or a moron?\Who are you to ask such a question?\You're just a pirate.\Because I'm free.\You're always bound to someone by invisible lines on land.\As long as you're there, you belong to someone.\I don't belong to anyone.\I'm my own man. response:	On the wide open seas and under the endless sky, I'm free.
context: Who are you to ask such a question?\You're just a pirate.\Because I'm free.\You're always bound to someone by invisible lines on land.\As long as you're there, you belong to someone.\I don't belong to anyone.\I'm my own man.\On the wide open seas and under the endless sky, I'm free. response:	I don't have to do crap like pay taxes or fight anyone's wars out here.
context: You're just a pirate.\Because I'm free.\You're always bound to someone by invisible lines on land.\As long as you're there, you belong to someone.\I don't belong to anyone.\I'm my own man.\On the wide open seas and under the endless sky, I'm free.\I don't have to do crap like pay taxes or fight anyone's wars out here. response:	The pirate's life is best for drinking and having fun.
context: Because I'm free.\You're always bound to someone by invisible lines on land.\As long as you're there, you belong to someone.\I don't belong to anyone.\I'm my own man.\On the wide open seas and under the endless sky, I'm free.\I don't have to do crap like pay taxes or fight anyone's wars out here.\The pirate's life is best for drinking and having fun. response:	You don't like being tied down?
context: You're always bound to someone by invisible lines on land.\As long as you're there, you belong to someone.\I don't belong to anyone.\I'm my own man.\On the wide open seas and under the endless sky, I'm free.\I don't have to do crap like pay taxes or fight anyone's wars out here.\The pirate's life is best for drinking and having fun.\You don't like being tied down? response:	Yeah, I'll pass.
context: As long as you're there, you belong to someone.\I don't belong to anyone.\I'm my own man.\On the wide open seas and under the endless sky, I'm free.\I don't have to do crap like pay taxes or fight anyone's wars out here.\The pirate's life is best for drinking and having fun.\You don't like being tied down?\Yeah, I'll pass. response:	Those who are bound are bound wherever they go,
context: I don't belong to anyone.\I'm my own man.\On the wide open seas and under the endless sky, I'm free.\I don't have to do crap like pay taxes or fight anyone's wars out here.\The pirate's life is best for drinking and having fun.\You don't like being tied down?\Yeah, I'll pass.\Those who are bound are bound wherever they go, response:	and those who are free are always free.
context: I'm my own man.\On the wide open seas and under the endless sky, I'm free.\I don't have to do crap like pay taxes or fight anyone's wars out here.\The pirate's life is best for drinking and having fun.\You don't like being tied down?\Yeah, I'll pass.\Those who are bound are bound wherever they go,\and those who are free are always free. response:	Huh?
context: On the wide open seas and under the endless sky, I'm free.\I don't have to do crap like pay taxes or fight anyone's wars out here.\The pirate's life is best for drinking and having fun.\You don't like being tied down?\Yeah, I'll pass.\Those who are bound are bound wherever they go,\and those who are free are always free.\Huh? response:	Whoever you serve and wherever you live,
context: I don't have to do crap like pay taxes or fight anyone's wars out here.\The pirate's life is best for drinking and having fun.\You don't like being tied down?\Yeah, I'll pass.\Those who are bound are bound wherever they go,\and those who are free are always free.\Huh?\Whoever you serve and wherever you live, response:	if they are your own choices, you are free.
context: The pirate's life is best for drinking and having fun.\You don't like being tied down?\Yeah, I'll pass.\Those who are bound are bound wherever they go,\and those who are free are always free.\Huh?\Whoever you serve and wherever you live,\if they are your own choices, you are free. response:	Your heart can never be bound.
context: You don't like being tied down?\Yeah, I'll pass.\Those who are bound are bound wherever they go,\and those who are free are always free.\Huh?\Whoever you serve and wherever you live,\if they are your own choices, you are free.\Your heart can never be bound. response:	What would a lord with servants know?
context: Yeah, I'll pass.\Those who are bound are bound wherever they go,\and those who are free are always free.\Huh?\Whoever you serve and wherever you live,\if they are your own choices, you are free.\Your heart can never be bound.\What would a lord with servants know? response:	That's not very nice.
context: Those who are bound are bound wherever they go,\and those who are free are always free.\Huh?\Whoever you serve and wherever you live,\if they are your own choices, you are free.\Your heart can never be bound.\What would a lord with servants know?\That's not very nice. response:	You pay them, don't you?
context: and those who are free are always free.\Huh?\Whoever you serve and wherever you live,\if they are your own choices, you are free.\Your heart can never be bound.\What would a lord with servants know?\That's not very nice.\You pay them, don't you? response:	Unfortunately, I don't have much money.
context: Huh?\Whoever you serve and wherever you live,\if they are your own choices, you are free.\Your heart can never be bound.\What would a lord with servants know?\That's not very nice.\You pay them, don't you?\Unfortunately, I don't have much money. response:	I've got hardly any land either. However...
context: Whoever you serve and wherever you live,\if they are your own choices, you are free.\Your heart can never be bound.\What would a lord with servants know?\That's not very nice.\You pay them, don't you?\Unfortunately, I don't have much money.\I've got hardly any land either. However... response:	They are all here because they choose to be.
context: if they are your own choices, you are free.\Your heart can never be bound.\What would a lord with servants know?\That's not very nice.\You pay them, don't you?\Unfortunately, I don't have much money.\I've got hardly any land either. However...\They are all here because they choose to be. response:	You're terrible.
context: Your heart can never be bound.\What would a lord with servants know?\That's not very nice.\You pay them, don't you?\Unfortunately, I don't have much money.\I've got hardly any land either. However...\They are all here because they choose to be.\You're terrible. response:	Saizo?
context: What would a lord with servants know?\That's not very nice.\You pay them, don't you?\Unfortunately, I don't have much money.\I've got hardly any land either. However...\They are all here because they choose to be.\You're terrible.\Saizo? response:	I think I've been looking for a place like this.
context: That's not very nice.\You pay them, don't you?\Unfortunately, I don't have much money.\I've got hardly any land either. However...\They are all here because they choose to be.\You're terrible.\Saizo?\I think I've been looking for a place like this. response:	Captain!
context: You pay them, don't you?\Unfortunately, I don't have much money.\I've got hardly any land either. However...\They are all here because they choose to be.\You're terrible.\Saizo?\I think I've been looking for a place like this.\Captain! response:	Yeah! See you guys later!
context: Unfortunately, I don't have much money.\I've got hardly any land either. However...\They are all here because they choose to be.\You're terrible.\Saizo?\I think I've been looking for a place like this.\Captain!\Yeah! See you guys later! response:	Is the pirate coming with us to Ueda?
context: I've got hardly any land either. However...\They are all here because they choose to be.\You're terrible.\Saizo?\I think I've been looking for a place like this.\Captain!\Yeah! See you guys later!\Is the pirate coming with us to Ueda? response:	Seems like it.
context: They are all here because they choose to be.\You're terrible.\Saizo?\I think I've been looking for a place like this.\Captain!\Yeah! See you guys later!\Is the pirate coming with us to Ueda?\Seems like it. response:	What?
context: You're terrible.\Saizo?\I think I've been looking for a place like this.\Captain!\Yeah! See you guys later!\Is the pirate coming with us to Ueda?\Seems like it.\What? response:	When did you trick him, old man?
context: Saizo?\I think I've been looking for a place like this.\Captain!\Yeah! See you guys later!\Is the pirate coming with us to Ueda?\Seems like it.\What?\When did you trick him, old man? response:	We're gathering more and more people.
context: I think I've been looking for a place like this.\Captain!\Yeah! See you guys later!\Is the pirate coming with us to Ueda?\Seems like it.\What?\When did you trick him, old man?\We're gathering more and more people. response:	It's strange.
context: Captain!\Yeah! See you guys later!\Is the pirate coming with us to Ueda?\Seems like it.\What?\When did you trick him, old man?\We're gathering more and more people.\It's strange. response:	The bond between men is an interesting thing.
context: Yeah! See you guys later!\Is the pirate coming with us to Ueda?\Seems like it.\What?\When did you trick him, old man?\We're gathering more and more people.\It's strange.\The bond between men is an interesting thing. response:	Yeah.
context: Is the pirate coming with us to Ueda?\Seems like it.\What?\When did you trick him, old man?\We're gathering more and more people.\It's strange.\The bond between men is an interesting thing.\Yeah. response:	First I met Saizo, and then everyone else in Ueda.
context: Seems like it.\What?\When did you trick him, old man?\We're gathering more and more people.\It's strange.\The bond between men is an interesting thing.\Yeah.\First I met Saizo, and then everyone else in Ueda. response:	Kamanosuke, Onii-chan, Benchan, the pirate. All together, there's...
context: What?\When did you trick him, old man?\We're gathering more and more people.\It's strange.\The bond between men is an interesting thing.\Yeah.\First I met Saizo, and then everyone else in Ueda.\Kamanosuke, Onii-chan, Benchan, the pirate. All together, there's... response:	Ten of you.
context: When did you trick him, old man?\We're gathering more and more people.\It's strange.\The bond between men is an interesting thing.\Yeah.\First I met Saizo, and then everyone else in Ueda.\Kamanosuke, Onii-chan, Benchan, the pirate. All together, there's...\Ten of you. response:	Let's go back to Ueda.
context: We're gathering more and more people.\It's strange.\The bond between men is an interesting thing.\Yeah.\First I met Saizo, and then everyone else in Ueda.\Kamanosuke, Onii-chan, Benchan, the pirate. All together, there's...\Ten of you.\Let's go back to Ueda. response:	Okay!
context: It's strange.\The bond between men is an interesting thing.\Yeah.\First I met Saizo, and then everyone else in Ueda.\Kamanosuke, Onii-chan, Benchan, the pirate. All together, there's...\Ten of you.\Let's go back to Ueda.\Okay! response:	Tell me that busty blonde's gonna be there this time.
context: The bond between men is an interesting thing.\Yeah.\First I met Saizo, and then everyone else in Ueda.\Kamanosuke, Onii-chan, Benchan, the pirate. All together, there's...\Ten of you.\Let's go back to Ueda.\Okay!\Tell me that busty blonde's gonna be there this time. response:	You can count on it.
context: Yeah.\First I met Saizo, and then everyone else in Ueda.\Kamanosuke, Onii-chan, Benchan, the pirate. All together, there's...\Ten of you.\Let's go back to Ueda.\Okay!\Tell me that busty blonde's gonna be there this time.\You can count on it. response:	You're a strange one, aren't you?
context: First I met Saizo, and then everyone else in Ueda.\Kamanosuke, Onii-chan, Benchan, the pirate. All together, there's...\Ten of you.\Let's go back to Ueda.\Okay!\Tell me that busty blonde's gonna be there this time.\You can count on it.\You're a strange one, aren't you? response:	Why are you going all the way to Ueda?
context: Kamanosuke, Onii-chan, Benchan, the pirate. All together, there's...\Ten of you.\Let's go back to Ueda.\Okay!\Tell me that busty blonde's gonna be there this time.\You can count on it.\You're a strange one, aren't you?\Why are you going all the way to Ueda? response:	If I don't get to see the girl Juzo was talking about,
context: Ten of you.\Let's go back to Ueda.\Okay!\Tell me that busty blonde's gonna be there this time.\You can count on it.\You're a strange one, aren't you?\Why are you going all the way to Ueda?\If I don't get to see the girl Juzo was talking about, response:	this'll all have been a waste.
context: Let's go back to Ueda.\Okay!\Tell me that busty blonde's gonna be there this time.\You can count on it.\You're a strange one, aren't you?\Why are you going all the way to Ueda?\If I don't get to see the girl Juzo was talking about,\this'll all have been a waste. response:	The busty blonde really does exist, right?
context: Okay!\Tell me that busty blonde's gonna be there this time.\You can count on it.\You're a strange one, aren't you?\Why are you going all the way to Ueda?\If I don't get to see the girl Juzo was talking about,\this'll all have been a waste.\The busty blonde really does exist, right? response:	You mean Ana? Yeah, she exists.
context: Tell me that busty blonde's gonna be there this time.\You can count on it.\You're a strange one, aren't you?\Why are you going all the way to Ueda?\If I don't get to see the girl Juzo was talking about,\this'll all have been a waste.\The busty blonde really does exist, right?\You mean Ana? Yeah, she exists. response:	Did Kakei-san really call her a busty blonde?
context: You can count on it.\You're a strange one, aren't you?\Why are you going all the way to Ueda?\If I don't get to see the girl Juzo was talking about,\this'll all have been a waste.\The busty blonde really does exist, right?\You mean Ana? Yeah, she exists.\Did Kakei-san really call her a busty blonde? response:	Yeah...
context: You're a strange one, aren't you?\Why are you going all the way to Ueda?\If I don't get to see the girl Juzo was talking about,\this'll all have been a waste.\The busty blonde really does exist, right?\You mean Ana? Yeah, she exists.\Did Kakei-san really call her a busty blonde?\Yeah... response:	Saizo, Yukimura-sama's calling you!
context: Why are you going all the way to Ueda?\If I don't get to see the girl Juzo was talking about,\this'll all have been a waste.\The busty blonde really does exist, right?\You mean Ana? Yeah, she exists.\Did Kakei-san really call her a busty blonde?\Yeah...\Saizo, Yukimura-sama's calling you! response:	Kakei-san, you may be serious, but that doesn't mean you're blind.
context: If I don't get to see the girl Juzo was talking about,\this'll all have been a waste.\The busty blonde really does exist, right?\You mean Ana? Yeah, she exists.\Did Kakei-san really call her a busty blonde?\Yeah...\Saizo, Yukimura-sama's calling you!\Kakei-san, you may be serious, but that doesn't mean you're blind. response:	The next episode of Brave 10 is The True Face of Ice.
context: this'll all have been a waste.\The busty blonde really does exist, right?\You mean Ana? Yeah, she exists.\Did Kakei-san really call her a busty blonde?\Yeah...\Saizo, Yukimura-sama's calling you!\Kakei-san, you may be serious, but that doesn't mean you're blind.\The next episode of Brave 10 is The True Face of Ice. response:	The True Face of Ice
context: The busty blonde really does exist, right?\You mean Ana? Yeah, she exists.\Did Kakei-san really call her a busty blonde?\Yeah...\Saizo, Yukimura-sama's calling you!\Kakei-san, you may be serious, but that doesn't mean you're blind.\The next episode of Brave 10 is The True Face of Ice.\The True Face of Ice response:	Bring it on!
