context: Interviews with Monster Girls response:	Takahashi Tetsuo Wants to Protect
context: Hee hee hee!\Ha ha ha. Seriously, what?\C-Can I have one, too?\Huh?\Sure.\Thank you.\No problem.\Good for you, Macchi! response:	Yep.
context: Ha ha ha. Seriously, what?\C-Can I have one, too?\Huh?\Sure.\Thank you.\No problem.\Good for you, Macchi!\Yep. response:	Takahashi-sensei...
context: C-Can I have one, too?\Huh?\Sure.\Thank you.\No problem.\Good for you, Macchi!\Yep.\Takahashi-sensei... response:	I'll take one, too
context: Huh?\Sure.\Thank you.\No problem.\Good for you, Macchi!\Yep.\Takahashi-sensei...\I'll take one, too response:	No, that's a bad idea...
context: Sure.\Thank you.\No problem.\Good for you, Macchi!\Yep.\Takahashi-sensei...\I'll take one, too\No, that's a bad idea... response:	You're right.
context: Thank you.\No problem.\Good for you, Macchi!\Yep.\Takahashi-sensei...\I'll take one, too\No, that's a bad idea...\You're right. response:	Uh...
context: No problem.\Good for you, Macchi!\Yep.\Takahashi-sensei...\I'll take one, too\No, that's a bad idea...\You're right.\Uh... response:	How about it, Kusakabe? If you'd like one, too...
context: Good for you, Macchi!\Yep.\Takahashi-sensei...\I'll take one, too\No, that's a bad idea...\You're right.\Uh...\How about it, Kusakabe? If you'd like one, too... response:	While we're at it.
context: Yep.\Takahashi-sensei...\I'll take one, too\No, that's a bad idea...\You're right.\Uh...\How about it, Kusakabe? If you'd like one, too...\While we're at it. response:	Huh?
context: Takahashi-sensei...\I'll take one, too\No, that's a bad idea...\You're right.\Uh...\How about it, Kusakabe? If you'd like one, too...\While we're at it.\Huh? response:	While you're at it?!
context: I'll take one, too\No, that's a bad idea...\You're right.\Uh...\How about it, Kusakabe? If you'd like one, too...\While we're at it.\Huh?\While you're at it?! response:	Kusakabe...
context: No, that's a bad idea...\You're right.\Uh...\How about it, Kusakabe? If you'd like one, too...\While we're at it.\Huh?\While you're at it?!\Kusakabe... response:	I won't force you to talk about what's troubling you.
context: You're right.\Uh...\How about it, Kusakabe? If you'd like one, too...\While we're at it.\Huh?\While you're at it?!\Kusakabe...\I won't force you to talk about what's troubling you. response:	Like I said before,
context: Uh...\How about it, Kusakabe? If you'd like one, too...\While we're at it.\Huh?\While you're at it?!\Kusakabe...\I won't force you to talk about what's troubling you.\Like I said before, response:	I believe it's fate that you're in an environment
context: How about it, Kusakabe? If you'd like one, too...\While we're at it.\Huh?\While you're at it?!\Kusakabe...\I won't force you to talk about what's troubling you.\Like I said before,\I believe it's fate that you're in an environment response:	where you're surrounded by other demis.
context: While we're at it.\Huh?\While you're at it?!\Kusakabe...\I won't force you to talk about what's troubling you.\Like I said before,\I believe it's fate that you're in an environment\where you're surrounded by other demis. response:	So... I can't say it well, but I'm sure it'll get better.
context: Huh?\While you're at it?!\Kusakabe...\I won't force you to talk about what's troubling you.\Like I said before,\I believe it's fate that you're in an environment\where you're surrounded by other demis.\So... I can't say it well, but I'm sure it'll get better. response:	You will have fun.
context: While you're at it?!\Kusakabe...\I won't force you to talk about what's troubling you.\Like I said before,\I believe it's fate that you're in an environment\where you're surrounded by other demis.\So... I can't say it well, but I'm sure it'll get better.\You will have fun. response:	So don't worry.
context: Kusakabe...\I won't force you to talk about what's troubling you.\Like I said before,\I believe it's fate that you're in an environment\where you're surrounded by other demis.\So... I can't say it well, but I'm sure it'll get better.\You will have fun.\So don't worry. response:	Okay?
context: I won't force you to talk about what's troubling you.\Like I said before,\I believe it's fate that you're in an environment\where you're surrounded by other demis.\So... I can't say it well, but I'm sure it'll get better.\You will have fun.\So don't worry.\Okay? response:	Yes.
context: Like I said before,\I believe it's fate that you're in an environment\where you're surrounded by other demis.\So... I can't say it well, but I'm sure it'll get better.\You will have fun.\So don't worry.\Okay?\Yes. response:	Sensei, Sensei!
context: I believe it's fate that you're in an environment\where you're surrounded by other demis.\So... I can't say it well, but I'm sure it'll get better.\You will have fun.\So don't worry.\Okay?\Yes.\Sensei, Sensei! response:	Give her a hug, too!
context: where you're surrounded by other demis.\So... I can't say it well, but I'm sure it'll get better.\You will have fun.\So don't worry.\Okay?\Yes.\Sensei, Sensei!\Give her a hug, too! response:	Her? But that's Machi.
context: So... I can't say it well, but I'm sure it'll get better.\You will have fun.\So don't worry.\Okay?\Yes.\Sensei, Sensei!\Give her a hug, too!\Her? But that's Machi. response:	Just while you're at it!
context: You will have fun.\So don't worry.\Okay?\Yes.\Sensei, Sensei!\Give her a hug, too!\Her? But that's Machi.\Just while you're at it! response:	Sheesh... Is that all right, Machi?
context: So don't worry.\Okay?\Yes.\Sensei, Sensei!\Give her a hug, too!\Her? But that's Machi.\Just while you're at it!\Sheesh... Is that all right, Machi? response:	Uh, sure.
context: Okay?\Yes.\Sensei, Sensei!\Give her a hug, too!\Her? But that's Machi.\Just while you're at it!\Sheesh... Is that all right, Machi?\Uh, sure. response:	All right, then...
context: Yes.\Sensei, Sensei!\Give her a hug, too!\Her? But that's Machi.\Just while you're at it!\Sheesh... Is that all right, Machi?\Uh, sure.\All right, then... response:	Well, that'll be all for today.
context: Sensei, Sensei!\Give her a hug, too!\Her? But that's Machi.\Just while you're at it!\Sheesh... Is that all right, Machi?\Uh, sure.\All right, then...\Well, that'll be all for today. response:	Takahashi-sensei, what was that weird scream?!
context: Give her a hug, too!\Her? But that's Machi.\Just while you're at it!\Sheesh... Is that all right, Machi?\Uh, sure.\All right, then...\Well, that'll be all for today.\Takahashi-sensei, what was that weird scream?! response:	What happened?
context: Her? But that's Machi.\Just while you're at it!\Sheesh... Is that all right, Machi?\Uh, sure.\All right, then...\Well, that'll be all for today.\Takahashi-sensei, what was that weird scream?!\What happened? response:	Sensei, wait! I have a question!
context: Just while you're at it!\Sheesh... Is that all right, Machi?\Uh, sure.\All right, then...\Well, that'll be all for today.\Takahashi-sensei, what was that weird scream?!\What happened?\Sensei, wait! I have a question! response:	I want to know what that reaction meant!
context: Sheesh... Is that all right, Machi?\Uh, sure.\All right, then...\Well, that'll be all for today.\Takahashi-sensei, what was that weird scream?!\What happened?\Sensei, wait! I have a question!\I want to know what that reaction meant! response:	He called all the demis together for a meeting?
context: Uh, sure.\All right, then...\Well, that'll be all for today.\Takahashi-sensei, what was that weird scream?!\What happened?\Sensei, wait! I have a question!\I want to know what that reaction meant!\He called all the demis together for a meeting? response:	Yeah, Takahashi-sensei had them meet in the AV room after classes.
context: All right, then...\Well, that'll be all for today.\Takahashi-sensei, what was that weird scream?!\What happened?\Sensei, wait! I have a question!\I want to know what that reaction meant!\He called all the demis together for a meeting?\Yeah, Takahashi-sensei had them meet in the AV room after classes. response:	Takahashi-sensei did?
context: Well, that'll be all for today.\Takahashi-sensei, what was that weird scream?!\What happened?\Sensei, wait! I have a question!\I want to know what that reaction meant!\He called all the demis together for a meeting?\Yeah, Takahashi-sensei had them meet in the AV room after classes.\Takahashi-sensei did? response:	Hikari-chan said it was a lot of fun.
context: Takahashi-sensei, what was that weird scream?!\What happened?\Sensei, wait! I have a question!\I want to know what that reaction meant!\He called all the demis together for a meeting?\Yeah, Takahashi-sensei had them meet in the AV room after classes.\Takahashi-sensei did?\Hikari-chan said it was a lot of fun. response:	He seems pretty spacey, but he's actually very caring.
context: What happened?\Sensei, wait! I have a question!\I want to know what that reaction meant!\He called all the demis together for a meeting?\Yeah, Takahashi-sensei had them meet in the AV room after classes.\Takahashi-sensei did?\Hikari-chan said it was a lot of fun.\He seems pretty spacey, but he's actually very caring. response:	Hmm...
context: Sensei, wait! I have a question!\I want to know what that reaction meant!\He called all the demis together for a meeting?\Yeah, Takahashi-sensei had them meet in the AV room after classes.\Takahashi-sensei did?\Hikari-chan said it was a lot of fun.\He seems pretty spacey, but he's actually very caring.\Hmm... response:	What?
context: I want to know what that reaction meant!\He called all the demis together for a meeting?\Yeah, Takahashi-sensei had them meet in the AV room after classes.\Takahashi-sensei did?\Hikari-chan said it was a lot of fun.\He seems pretty spacey, but he's actually very caring.\Hmm...\What? response:	Oh, nothing.
context: He called all the demis together for a meeting?\Yeah, Takahashi-sensei had them meet in the AV room after classes.\Takahashi-sensei did?\Hikari-chan said it was a lot of fun.\He seems pretty spacey, but he's actually very caring.\Hmm...\What?\Oh, nothing. response:	To tell the truth, I still don't trust Takahashi-sensei!
context: Yeah, Takahashi-sensei had them meet in the AV room after classes.\Takahashi-sensei did?\Hikari-chan said it was a lot of fun.\He seems pretty spacey, but he's actually very caring.\Hmm...\What?\Oh, nothing.\To tell the truth, I still don't trust Takahashi-sensei! response:	I got careless since it was just her body, and I hugged too hard.
context: Takahashi-sensei did?\Hikari-chan said it was a lot of fun.\He seems pretty spacey, but he's actually very caring.\Hmm...\What?\Oh, nothing.\To tell the truth, I still don't trust Takahashi-sensei!\I got careless since it was just her body, and I hugged too hard. response:	I wonder if Machi noticed.
context: Hikari-chan said it was a lot of fun.\He seems pretty spacey, but he's actually very caring.\Hmm...\What?\Oh, nothing.\To tell the truth, I still don't trust Takahashi-sensei!\I got careless since it was just her body, and I hugged too hard.\I wonder if Machi noticed. response:	Yeah, of course she did...
context: He seems pretty spacey, but he's actually very caring.\Hmm...\What?\Oh, nothing.\To tell the truth, I still don't trust Takahashi-sensei!\I got careless since it was just her body, and I hugged too hard.\I wonder if Machi noticed.\Yeah, of course she did... response:	Hey.
context: Hmm...\What?\Oh, nothing.\To tell the truth, I still don't trust Takahashi-sensei!\I got careless since it was just her body, and I hugged too hard.\I wonder if Machi noticed.\Yeah, of course she did...\Hey. response:	Hello.
context: What?\Oh, nothing.\To tell the truth, I still don't trust Takahashi-sensei!\I got careless since it was just her body, and I hugged too hard.\I wonder if Machi noticed.\Yeah, of course she did...\Hey.\Hello. response:	I didn't know teachers were allowed to leave so early.
context: Oh, nothing.\To tell the truth, I still don't trust Takahashi-sensei!\I got careless since it was just her body, and I hugged too hard.\I wonder if Machi noticed.\Yeah, of course she did...\Hey.\Hello.\I didn't know teachers were allowed to leave so early. response:	Oh, yeah...
context: To tell the truth, I still don't trust Takahashi-sensei!\I got careless since it was just her body, and I hugged too hard.\I wonder if Machi noticed.\Yeah, of course she did...\Hey.\Hello.\I didn't know teachers were allowed to leave so early.\Oh, yeah... response:	And I see you stayed pretty late, Himari-chan.
context: I got careless since it was just her body, and I hugged too hard.\I wonder if Machi noticed.\Yeah, of course she did...\Hey.\Hello.\I didn't know teachers were allowed to leave so early.\Oh, yeah...\And I see you stayed pretty late, Himari-chan. response:	I did. I like the library.
context: I wonder if Machi noticed.\Yeah, of course she did...\Hey.\Hello.\I didn't know teachers were allowed to leave so early.\Oh, yeah...\And I see you stayed pretty late, Himari-chan.\I did. I like the library. response:	Come to think of it, I hear you did amazingly well on the last exams.
context: Yeah, of course she did...\Hey.\Hello.\I didn't know teachers were allowed to leave so early.\Oh, yeah...\And I see you stayed pretty late, Himari-chan.\I did. I like the library.\Come to think of it, I hear you did amazingly well on the last exams. response:	Th-Thank you.
context: Hey.\Hello.\I didn't know teachers were allowed to leave so early.\Oh, yeah...\And I see you stayed pretty late, Himari-chan.\I did. I like the library.\Come to think of it, I hear you did amazingly well on the last exams.\Th-Thank you. response:	You always study in the library?
context: Hello.\I didn't know teachers were allowed to leave so early.\Oh, yeah...\And I see you stayed pretty late, Himari-chan.\I did. I like the library.\Come to think of it, I hear you did amazingly well on the last exams.\Th-Thank you.\You always study in the library? response:	Y-Yes, and I read books to refresh myself.
context: I didn't know teachers were allowed to leave so early.\Oh, yeah...\And I see you stayed pretty late, Himari-chan.\I did. I like the library.\Come to think of it, I hear you did amazingly well on the last exams.\Th-Thank you.\You always study in the library?\Y-Yes, and I read books to refresh myself. response:	I see.
context: Oh, yeah...\And I see you stayed pretty late, Himari-chan.\I did. I like the library.\Come to think of it, I hear you did amazingly well on the last exams.\Th-Thank you.\You always study in the library?\Y-Yes, and I read books to refresh myself.\I see. response:	You're nothing like Hikari, huh?
context: And I see you stayed pretty late, Himari-chan.\I did. I like the library.\Come to think of it, I hear you did amazingly well on the last exams.\Th-Thank you.\You always study in the library?\Y-Yes, and I read books to refresh myself.\I see.\You're nothing like Hikari, huh? response:	That was suspicious.
context: I did. I like the library.\Come to think of it, I hear you did amazingly well on the last exams.\Th-Thank you.\You always study in the library?\Y-Yes, and I read books to refresh myself.\I see.\You're nothing like Hikari, huh?\That was suspicious. response:	He's always nice to Onee-chan, but...
context: Come to think of it, I hear you did amazingly well on the last exams.\Th-Thank you.\You always study in the library?\Y-Yes, and I read books to refresh myself.\I see.\You're nothing like Hikari, huh?\That was suspicious.\He's always nice to Onee-chan, but... response:	What's wrong?
context: Th-Thank you.\You always study in the library?\Y-Yes, and I read books to refresh myself.\I see.\You're nothing like Hikari, huh?\That was suspicious.\He's always nice to Onee-chan, but...\What's wrong? response:	N-Nothing...
context: You always study in the library?\Y-Yes, and I read books to refresh myself.\I see.\You're nothing like Hikari, huh?\That was suspicious.\He's always nice to Onee-chan, but...\What's wrong?\N-Nothing... response:	Just worried that my sister's been bothering you.
context: Y-Yes, and I read books to refresh myself.\I see.\You're nothing like Hikari, huh?\That was suspicious.\He's always nice to Onee-chan, but...\What's wrong?\N-Nothing...\Just worried that my sister's been bothering you. response:	I've been letting her cool off in the biology prep room.
context: I see.\You're nothing like Hikari, huh?\That was suspicious.\He's always nice to Onee-chan, but...\What's wrong?\N-Nothing...\Just worried that my sister's been bothering you.\I've been letting her cool off in the biology prep room. response:	Is that right?
context: You're nothing like Hikari, huh?\That was suspicious.\He's always nice to Onee-chan, but...\What's wrong?\N-Nothing...\Just worried that my sister's been bothering you.\I've been letting her cool off in the biology prep room.\Is that right? response:	Or are you actually looking at her as an experimental sample?
context: That was suspicious.\He's always nice to Onee-chan, but...\What's wrong?\N-Nothing...\Just worried that my sister's been bothering you.\I've been letting her cool off in the biology prep room.\Is that right?\Or are you actually looking at her as an experimental sample? response:	Oh, the experiment.
context: He's always nice to Onee-chan, but...\What's wrong?\N-Nothing...\Just worried that my sister's been bothering you.\I've been letting her cool off in the biology prep room.\Is that right?\Or are you actually looking at her as an experimental sample?\Oh, the experiment. response:	I forgot to prepare one for tomorrow's class.
context: What's wrong?\N-Nothing...\Just worried that my sister's been bothering you.\I've been letting her cool off in the biology prep room.\Is that right?\Or are you actually looking at her as an experimental sample?\Oh, the experiment.\I forgot to prepare one for tomorrow's class. response:	I hope I'll have enough materials for everyone.
context: N-Nothing...\Just worried that my sister's been bothering you.\I've been letting her cool off in the biology prep room.\Is that right?\Or are you actually looking at her as an experimental sample?\Oh, the experiment.\I forgot to prepare one for tomorrow's class.\I hope I'll have enough materials for everyone. response:	Well, I can do it tomorrow.
context: Just worried that my sister's been bothering you.\I've been letting her cool off in the biology prep room.\Is that right?\Or are you actually looking at her as an experimental sample?\Oh, the experiment.\I forgot to prepare one for tomorrow's class.\I hope I'll have enough materials for everyone.\Well, I can do it tomorrow. response:	I'm overthinking this...
context: I've been letting her cool off in the biology prep room.\Is that right?\Or are you actually looking at her as an experimental sample?\Oh, the experiment.\I forgot to prepare one for tomorrow's class.\I hope I'll have enough materials for everyone.\Well, I can do it tomorrow.\I'm overthinking this... response:	Even if he does love demis,
context: Is that right?\Or are you actually looking at her as an experimental sample?\Oh, the experiment.\I forgot to prepare one for tomorrow's class.\I hope I'll have enough materials for everyone.\Well, I can do it tomorrow.\I'm overthinking this...\Even if he does love demis, response:	there's no way he thinks about the nature of vampires around the clock.
context: Or are you actually looking at her as an experimental sample?\Oh, the experiment.\I forgot to prepare one for tomorrow's class.\I hope I'll have enough materials for everyone.\Well, I can do it tomorrow.\I'm overthinking this...\Even if he does love demis,\there's no way he thinks about the nature of vampires around the clock. response:	Oh, right!
context: Oh, the experiment.\I forgot to prepare one for tomorrow's class.\I hope I'll have enough materials for everyone.\Well, I can do it tomorrow.\I'm overthinking this...\Even if he does love demis,\there's no way he thinks about the nature of vampires around the clock.\Oh, right! response:	I wanted to ask you something about the nature of vampires.
context: I forgot to prepare one for tomorrow's class.\I hope I'll have enough materials for everyone.\Well, I can do it tomorrow.\I'm overthinking this...\Even if he does love demis,\there's no way he thinks about the nature of vampires around the clock.\Oh, right!\I wanted to ask you something about the nature of vampires. response:	He actually does!
context: I hope I'll have enough materials for everyone.\Well, I can do it tomorrow.\I'm overthinking this...\Even if he does love demis,\there's no way he thinks about the nature of vampires around the clock.\Oh, right!\I wanted to ask you something about the nature of vampires.\He actually does! response:	Wh-What would that be?
context: Well, I can do it tomorrow.\I'm overthinking this...\Even if he does love demis,\there's no way he thinks about the nature of vampires around the clock.\Oh, right!\I wanted to ask you something about the nature of vampires.\He actually does!\Wh-What would that be? response:	Hikari seems to have no problem chowing down on garlic,
context: I'm overthinking this...\Even if he does love demis,\there's no way he thinks about the nature of vampires around the clock.\Oh, right!\I wanted to ask you something about the nature of vampires.\He actually does!\Wh-What would that be?\Hikari seems to have no problem chowing down on garlic, response:	but the stories you hear posit that vampires hate garlic.
context: Even if he does love demis,\there's no way he thinks about the nature of vampires around the clock.\Oh, right!\I wanted to ask you something about the nature of vampires.\He actually does!\Wh-What would that be?\Hikari seems to have no problem chowing down on garlic,\but the stories you hear posit that vampires hate garlic. response:	I was thinking about whether it was all fake.
context: there's no way he thinks about the nature of vampires around the clock.\Oh, right!\I wanted to ask you something about the nature of vampires.\He actually does!\Wh-What would that be?\Hikari seems to have no problem chowing down on garlic,\but the stories you hear posit that vampires hate garlic.\I was thinking about whether it was all fake. response:	R-Right...
context: Oh, right!\I wanted to ask you something about the nature of vampires.\He actually does!\Wh-What would that be?\Hikari seems to have no problem chowing down on garlic,\but the stories you hear posit that vampires hate garlic.\I was thinking about whether it was all fake.\R-Right... response:	They say vampires attack humans at night, under cover of darkness.
context: I wanted to ask you something about the nature of vampires.\He actually does!\Wh-What would that be?\Hikari seems to have no problem chowing down on garlic,\but the stories you hear posit that vampires hate garlic.\I was thinking about whether it was all fake.\R-Right...\They say vampires attack humans at night, under cover of darkness. response:	Why do you think that is?
context: He actually does!\Wh-What would that be?\Hikari seems to have no problem chowing down on garlic,\but the stories you hear posit that vampires hate garlic.\I was thinking about whether it was all fake.\R-Right...\They say vampires attack humans at night, under cover of darkness.\Why do you think that is? response:	Uh, isn't it because they hate sunlight?
context: Wh-What would that be?\Hikari seems to have no problem chowing down on garlic,\but the stories you hear posit that vampires hate garlic.\I was thinking about whether it was all fake.\R-Right...\They say vampires attack humans at night, under cover of darkness.\Why do you think that is?\Uh, isn't it because they hate sunlight? response:	I don't think that makes them scary enough for people to carry crosses.
context: Hikari seems to have no problem chowing down on garlic,\but the stories you hear posit that vampires hate garlic.\I was thinking about whether it was all fake.\R-Right...\They say vampires attack humans at night, under cover of darkness.\Why do you think that is?\Uh, isn't it because they hate sunlight?\I don't think that makes them scary enough for people to carry crosses. response:	Some texts say that vampires have very keen senses.
context: but the stories you hear posit that vampires hate garlic.\I was thinking about whether it was all fake.\R-Right...\They say vampires attack humans at night, under cover of darkness.\Why do you think that is?\Uh, isn't it because they hate sunlight?\I don't think that makes them scary enough for people to carry crosses.\Some texts say that vampires have very keen senses. response:	I think that's the reason.
context: I was thinking about whether it was all fake.\R-Right...\They say vampires attack humans at night, under cover of darkness.\Why do you think that is?\Uh, isn't it because they hate sunlight?\I don't think that makes them scary enough for people to carry crosses.\Some texts say that vampires have very keen senses.\I think that's the reason. response:	Sharp vision, even at night, hearing that can detect humans,
context: R-Right...\They say vampires attack humans at night, under cover of darkness.\Why do you think that is?\Uh, isn't it because they hate sunlight?\I don't think that makes them scary enough for people to carry crosses.\Some texts say that vampires have very keen senses.\I think that's the reason.\Sharp vision, even at night, hearing that can detect humans, response:	a sharp sense of smell to pick up the scent of blood.
context: They say vampires attack humans at night, under cover of darkness.\Why do you think that is?\Uh, isn't it because they hate sunlight?\I don't think that makes them scary enough for people to carry crosses.\Some texts say that vampires have very keen senses.\I think that's the reason.\Sharp vision, even at night, hearing that can detect humans,\a sharp sense of smell to pick up the scent of blood. response:	That's more than enough for an advantage over humans in the dark.
context: Why do you think that is?\Uh, isn't it because they hate sunlight?\I don't think that makes them scary enough for people to carry crosses.\Some texts say that vampires have very keen senses.\I think that's the reason.\Sharp vision, even at night, hearing that can detect humans,\a sharp sense of smell to pick up the scent of blood.\That's more than enough for an advantage over humans in the dark. response:	What does the sharpness of their senses have to do with garlic?
context: Uh, isn't it because they hate sunlight?\I don't think that makes them scary enough for people to carry crosses.\Some texts say that vampires have very keen senses.\I think that's the reason.\Sharp vision, even at night, hearing that can detect humans,\a sharp sense of smell to pick up the scent of blood.\That's more than enough for an advantage over humans in the dark.\What does the sharpness of their senses have to do with garlic? response:	Oh, the key point is their sense of smell.
context: I don't think that makes them scary enough for people to carry crosses.\Some texts say that vampires have very keen senses.\I think that's the reason.\Sharp vision, even at night, hearing that can detect humans,\a sharp sense of smell to pick up the scent of blood.\That's more than enough for an advantage over humans in the dark.\What does the sharpness of their senses have to do with garlic?\Oh, the key point is their sense of smell. response:	Since their noses are so sensitive, they hate strong-smelling foods.
context: Some texts say that vampires have very keen senses.\I think that's the reason.\Sharp vision, even at night, hearing that can detect humans,\a sharp sense of smell to pick up the scent of blood.\That's more than enough for an advantage over humans in the dark.\What does the sharpness of their senses have to do with garlic?\Oh, the key point is their sense of smell.\Since their noses are so sensitive, they hate strong-smelling foods. response:	I think that's why vampires in legends hate garlic.
context: I think that's the reason.\Sharp vision, even at night, hearing that can detect humans,\a sharp sense of smell to pick up the scent of blood.\That's more than enough for an advantage over humans in the dark.\What does the sharpness of their senses have to do with garlic?\Oh, the key point is their sense of smell.\Since their noses are so sensitive, they hate strong-smelling foods.\I think that's why vampires in legends hate garlic. response:	I've been thinking about those things, but what's the real story?
context: Sharp vision, even at night, hearing that can detect humans,\a sharp sense of smell to pick up the scent of blood.\That's more than enough for an advantage over humans in the dark.\What does the sharpness of their senses have to do with garlic?\Oh, the key point is their sense of smell.\Since their noses are so sensitive, they hate strong-smelling foods.\I think that's why vampires in legends hate garlic.\I've been thinking about those things, but what's the real story? response:	Does Hikari have sharp senses?
context: a sharp sense of smell to pick up the scent of blood.\That's more than enough for an advantage over humans in the dark.\What does the sharpness of their senses have to do with garlic?\Oh, the key point is their sense of smell.\Since their noses are so sensitive, they hate strong-smelling foods.\I think that's why vampires in legends hate garlic.\I've been thinking about those things, but what's the real story?\Does Hikari have sharp senses? response:	I think that's an accurate perception.
context: That's more than enough for an advantage over humans in the dark.\What does the sharpness of their senses have to do with garlic?\Oh, the key point is their sense of smell.\Since their noses are so sensitive, they hate strong-smelling foods.\I think that's why vampires in legends hate garlic.\I've been thinking about those things, but what's the real story?\Does Hikari have sharp senses?\I think that's an accurate perception. response:	My sister's senses are incredible.
context: What does the sharpness of their senses have to do with garlic?\Oh, the key point is their sense of smell.\Since their noses are so sensitive, they hate strong-smelling foods.\I think that's why vampires in legends hate garlic.\I've been thinking about those things, but what's the real story?\Does Hikari have sharp senses?\I think that's an accurate perception.\My sister's senses are incredible. response:	Oh! All right!
context: Oh, the key point is their sense of smell.\Since their noses are so sensitive, they hate strong-smelling foods.\I think that's why vampires in legends hate garlic.\I've been thinking about those things, but what's the real story?\Does Hikari have sharp senses?\I think that's an accurate perception.\My sister's senses are incredible.\Oh! All right! response:	Then, how can she eat so much garlic?
context: Since their noses are so sensitive, they hate strong-smelling foods.\I think that's why vampires in legends hate garlic.\I've been thinking about those things, but what's the real story?\Does Hikari have sharp senses?\I think that's an accurate perception.\My sister's senses are incredible.\Oh! All right!\Then, how can she eat so much garlic? response:	That's because...
context: I think that's why vampires in legends hate garlic.\I've been thinking about those things, but what's the real story?\Does Hikari have sharp senses?\I think that's an accurate perception.\My sister's senses are incredible.\Oh! All right!\Then, how can she eat so much garlic?\That's because... response:	She just isn't picky enough about her food.
context: I've been thinking about those things, but what's the real story?\Does Hikari have sharp senses?\I think that's an accurate perception.\My sister's senses are incredible.\Oh! All right!\Then, how can she eat so much garlic?\That's because...\She just isn't picky enough about her food. response:	I got concerned and asked her if she was forcing herself to eat it.
context: Does Hikari have sharp senses?\I think that's an accurate perception.\My sister's senses are incredible.\Oh! All right!\Then, how can she eat so much garlic?\That's because...\She just isn't picky enough about her food.\I got concerned and asked her if she was forcing herself to eat it. response:	And she said...
context: I think that's an accurate perception.\My sister's senses are incredible.\Oh! All right!\Then, how can she eat so much garlic?\That's because...\She just isn't picky enough about her food.\I got concerned and asked her if she was forcing herself to eat it.\And she said... response:	It's fine, it's fine!
context: My sister's senses are incredible.\Oh! All right!\Then, how can she eat so much garlic?\That's because...\She just isn't picky enough about her food.\I got concerned and asked her if she was forcing herself to eat it.\And she said...\It's fine, it's fine! response:	I love foods that smell really strong!
context: Oh! All right!\Then, how can she eat so much garlic?\That's because...\She just isn't picky enough about her food.\I got concerned and asked her if she was forcing herself to eat it.\And she said...\It's fine, it's fine!\I love foods that smell really strong! response:	I wouldn't want her to say that in public.
context: Then, how can she eat so much garlic?\That's because...\She just isn't picky enough about her food.\I got concerned and asked her if she was forcing herself to eat it.\And she said...\It's fine, it's fine!\I love foods that smell really strong!\I wouldn't want her to say that in public. response:	You can say that again...
context: That's because...\She just isn't picky enough about her food.\I got concerned and asked her if she was forcing herself to eat it.\And she said...\It's fine, it's fine!\I love foods that smell really strong!\I wouldn't want her to say that in public.\You can say that again... response:	Lots of people who talk to me about my sister say
context: She just isn't picky enough about her food.\I got concerned and asked her if she was forcing herself to eat it.\And she said...\It's fine, it's fine!\I love foods that smell really strong!\I wouldn't want her to say that in public.\You can say that again...\Lots of people who talk to me about my sister say response:	she doesn't seem like a vampire,
context: I got concerned and asked her if she was forcing herself to eat it.\And she said...\It's fine, it's fine!\I love foods that smell really strong!\I wouldn't want her to say that in public.\You can say that again...\Lots of people who talk to me about my sister say\she doesn't seem like a vampire, response:	that she's just like a normal high school girl.
context: And she said...\It's fine, it's fine!\I love foods that smell really strong!\I wouldn't want her to say that in public.\You can say that again...\Lots of people who talk to me about my sister say\she doesn't seem like a vampire,\that she's just like a normal high school girl. response:	You seem very interested in demis' natures,
context: It's fine, it's fine!\I love foods that smell really strong!\I wouldn't want her to say that in public.\You can say that again...\Lots of people who talk to me about my sister say\she doesn't seem like a vampire,\that she's just like a normal high school girl.\You seem very interested in demis' natures, response:	so what do you think of that?
context: I love foods that smell really strong!\I wouldn't want her to say that in public.\You can say that again...\Lots of people who talk to me about my sister say\she doesn't seem like a vampire,\that she's just like a normal high school girl.\You seem very interested in demis' natures,\so what do you think of that? response:	Do you think my sister doesn't seem like a vampire?!
context: I wouldn't want her to say that in public.\You can say that again...\Lots of people who talk to me about my sister say\she doesn't seem like a vampire,\that she's just like a normal high school girl.\You seem very interested in demis' natures,\so what do you think of that?\Do you think my sister doesn't seem like a vampire?! response:	Are you not that interested in her human side?
context: You can say that again...\Lots of people who talk to me about my sister say\she doesn't seem like a vampire,\that she's just like a normal high school girl.\You seem very interested in demis' natures,\so what do you think of that?\Do you think my sister doesn't seem like a vampire?!\Are you not that interested in her human side? response:	Okay, I'll give you a straight answer.
context: Lots of people who talk to me about my sister say\she doesn't seem like a vampire,\that she's just like a normal high school girl.\You seem very interested in demis' natures,\so what do you think of that?\Do you think my sister doesn't seem like a vampire?!\Are you not that interested in her human side?\Okay, I'll give you a straight answer. response:	It's true that she doesn't behave the way I'd expect a vampire to.
context: she doesn't seem like a vampire,\that she's just like a normal high school girl.\You seem very interested in demis' natures,\so what do you think of that?\Do you think my sister doesn't seem like a vampire?!\Are you not that interested in her human side?\Okay, I'll give you a straight answer.\It's true that she doesn't behave the way I'd expect a vampire to. response:	But if you asked whether that makes her unlike a vampire,
