context: Once upon a time, there was a man who died. response:	All the stories the man spun came true,
context: This is a Drosselmeyer family tree I drew after doing my own research.\Look. Drosselmeyer is here. And you are here.\I believe I'm probably connected this way from this branch, but I don't have all the evidence yet.\But the one who helped my father when he was lost as a boy is this person written here, I know that much.\I have Drosselmeyer's blood...\Does that mean those books missing their endings are things Drosselmeyer wrote?\The fact that I saw one of those endings is...\Fakir hasn't come back from Autor's house since then. response:	I'm... I'm just waiting.
context: Look. Drosselmeyer is here. And you are here.\I believe I'm probably connected this way from this branch, but I don't have all the evidence yet.\But the one who helped my father when he was lost as a boy is this person written here, I know that much.\I have Drosselmeyer's blood...\Does that mean those books missing their endings are things Drosselmeyer wrote?\The fact that I saw one of those endings is...\Fakir hasn't come back from Autor's house since then.\I'm... I'm just waiting. response:	Everybody, pay attention!
context: I believe I'm probably connected this way from this branch, but I don't have all the evidence yet.\But the one who helped my father when he was lost as a boy is this person written here, I know that much.\I have Drosselmeyer's blood...\Does that mean those books missing their endings are things Drosselmeyer wrote?\The fact that I saw one of those endings is...\Fakir hasn't come back from Autor's house since then.\I'm... I'm just waiting.\Everybody, pay attention! response:	Today, I am having Rue-san and Mytho-san show you a demonstrational performance by a well-coordinated pair.
context: But the one who helped my father when he was lost as a boy is this person written here, I know that much.\I have Drosselmeyer's blood...\Does that mean those books missing their endings are things Drosselmeyer wrote?\The fact that I saw one of those endings is...\Fakir hasn't come back from Autor's house since then.\I'm... I'm just waiting.\Everybody, pay attention!\Today, I am having Rue-san and Mytho-san show you a demonstrational performance by a well-coordinated pair. response:	What?
context: I have Drosselmeyer's blood...\Does that mean those books missing their endings are things Drosselmeyer wrote?\The fact that I saw one of those endings is...\Fakir hasn't come back from Autor's house since then.\I'm... I'm just waiting.\Everybody, pay attention!\Today, I am having Rue-san and Mytho-san show you a demonstrational performance by a well-coordinated pair.\What? response:	All of you watch Rue-san's pointe closely.
context: Does that mean those books missing their endings are things Drosselmeyer wrote?\The fact that I saw one of those endings is...\Fakir hasn't come back from Autor's house since then.\I'm... I'm just waiting.\Everybody, pay attention!\Today, I am having Rue-san and Mytho-san show you a demonstrational performance by a well-coordinated pair.\What?\All of you watch Rue-san's pointe closely. response:	I'm just watching again.
context: The fact that I saw one of those endings is...\Fakir hasn't come back from Autor's house since then.\I'm... I'm just waiting.\Everybody, pay attention!\Today, I am having Rue-san and Mytho-san show you a demonstrational performance by a well-coordinated pair.\What?\All of you watch Rue-san's pointe closely.\I'm just watching again. response:	Rue-chan...
context: Fakir hasn't come back from Autor's house since then.\I'm... I'm just waiting.\Everybody, pay attention!\Today, I am having Rue-san and Mytho-san show you a demonstrational performance by a well-coordinated pair.\What?\All of you watch Rue-san's pointe closely.\I'm just watching again.\Rue-chan... response:	That hurts.
context: I'm... I'm just waiting.\Everybody, pay attention!\Today, I am having Rue-san and Mytho-san show you a demonstrational performance by a well-coordinated pair.\What?\All of you watch Rue-san's pointe closely.\I'm just watching again.\Rue-chan...\That hurts. response:	Rue-san!
context: Everybody, pay attention!\Today, I am having Rue-san and Mytho-san show you a demonstrational performance by a well-coordinated pair.\What?\All of you watch Rue-san's pointe closely.\I'm just watching again.\Rue-chan...\That hurts.\Rue-san! response:	You hesitated to take my hand! Can you really say you love me?!
context: Today, I am having Rue-san and Mytho-san show you a demonstrational performance by a well-coordinated pair.\What?\All of you watch Rue-san's pointe closely.\I'm just watching again.\Rue-chan...\That hurts.\Rue-san!\You hesitated to take my hand! Can you really say you love me?! response:	No way...
context: What?\All of you watch Rue-san's pointe closely.\I'm just watching again.\Rue-chan...\That hurts.\Rue-san!\You hesitated to take my hand! Can you really say you love me?!\No way... response:	The collapse of a relationship?
context: All of you watch Rue-san's pointe closely.\I'm just watching again.\Rue-chan...\That hurts.\Rue-san!\You hesitated to take my hand! Can you really say you love me?!\No way...\The collapse of a relationship? response:	Rue-chan!
context: I'm just watching again.\Rue-chan...\That hurts.\Rue-san!\You hesitated to take my hand! Can you really say you love me?!\No way...\The collapse of a relationship?\Rue-chan! response:	Rue-san!
context: Rue-chan...\That hurts.\Rue-san!\You hesitated to take my hand! Can you really say you love me?!\No way...\The collapse of a relationship?\Rue-chan!\Rue-san! response:	Mytho-san, what is the matter? Are you two not getting mar...
context: That hurts.\Rue-san!\You hesitated to take my hand! Can you really say you love me?!\No way...\The collapse of a relationship?\Rue-chan!\Rue-san!\Mytho-san, what is the matter? Are you two not getting mar... response:	What was that about?
context: Rue-san!\You hesitated to take my hand! Can you really say you love me?!\No way...\The collapse of a relationship?\Rue-chan!\Rue-san!\Mytho-san, what is the matter? Are you two not getting mar...\What was that about? response:	I feel kind of sorry for her...
context: You hesitated to take my hand! Can you really say you love me?!\No way...\The collapse of a relationship?\Rue-chan!\Rue-san!\Mytho-san, what is the matter? Are you two not getting mar...\What was that about?\I feel kind of sorry for her... response:	It looks like it was too soon for Mytho-san to get married after all.
context: No way...\The collapse of a relationship?\Rue-chan!\Rue-san!\Mytho-san, what is the matter? Are you two not getting mar...\What was that about?\I feel kind of sorry for her...\It looks like it was too soon for Mytho-san to get married after all. response:	The day may come when special marriage training is necessary.
context: The collapse of a relationship?\Rue-chan!\Rue-san!\Mytho-san, what is the matter? Are you two not getting mar...\What was that about?\I feel kind of sorry for her...\It looks like it was too soon for Mytho-san to get married after all.\The day may come when special marriage training is necessary. response:	Mytho was always kind to Rue-chan, but...
context: Rue-chan!\Rue-san!\Mytho-san, what is the matter? Are you two not getting mar...\What was that about?\I feel kind of sorry for her...\It looks like it was too soon for Mytho-san to get married after all.\The day may come when special marriage training is necessary.\Mytho was always kind to Rue-chan, but... response:	He's changing more and more!
context: Rue-san!\Mytho-san, what is the matter? Are you two not getting mar...\What was that about?\I feel kind of sorry for her...\It looks like it was too soon for Mytho-san to get married after all.\The day may come when special marriage training is necessary.\Mytho was always kind to Rue-chan, but...\He's changing more and more! response:	Fakir! Fakir!
context: Mytho-san, what is the matter? Are you two not getting mar...\What was that about?\I feel kind of sorry for her...\It looks like it was too soon for Mytho-san to get married after all.\The day may come when special marriage training is necessary.\Mytho was always kind to Rue-chan, but...\He's changing more and more!\Fakir! Fakir! response:	Be quiet.
context: What was that about?\I feel kind of sorry for her...\It looks like it was too soon for Mytho-san to get married after all.\The day may come when special marriage training is necessary.\Mytho was always kind to Rue-chan, but...\He's changing more and more!\Fakir! Fakir!\Be quiet. response:	Excuse me, is Fakir...
context: I feel kind of sorry for her...\It looks like it was too soon for Mytho-san to get married after all.\The day may come when special marriage training is necessary.\Mytho was always kind to Rue-chan, but...\He's changing more and more!\Fakir! Fakir!\Be quiet.\Excuse me, is Fakir... response:	Fakir?
context: It looks like it was too soon for Mytho-san to get married after all.\The day may come when special marriage training is necessary.\Mytho was always kind to Rue-chan, but...\He's changing more and more!\Fakir! Fakir!\Be quiet.\Excuse me, is Fakir...\Fakir? response:	Fakir!
context: The day may come when special marriage training is necessary.\Mytho was always kind to Rue-chan, but...\He's changing more and more!\Fakir! Fakir!\Be quiet.\Excuse me, is Fakir...\Fakir?\Fakir! response:	Hang on, Fakir!
context: Mytho was always kind to Rue-chan, but...\He's changing more and more!\Fakir! Fakir!\Be quiet.\Excuse me, is Fakir...\Fakir?\Fakir!\Hang on, Fakir! response:	What did you do to Fakir?!
context: He's changing more and more!\Fakir! Fakir!\Be quiet.\Excuse me, is Fakir...\Fakir?\Fakir!\Hang on, Fakir!\What did you do to Fakir?! response:	Nothing.
context: Fakir! Fakir!\Be quiet.\Excuse me, is Fakir...\Fakir?\Fakir!\Hang on, Fakir!\What did you do to Fakir?!\Nothing. response:	Liar!
context: Be quiet.\Excuse me, is Fakir...\Fakir?\Fakir!\Hang on, Fakir!\What did you do to Fakir?!\Nothing.\Liar! response:	It's true.
context: Excuse me, is Fakir...\Fakir?\Fakir!\Hang on, Fakir!\What did you do to Fakir?!\Nothing.\Liar!\It's true. response:	He's just been standing there for three days without eating or sleeping or anything else. That's all.
context: Fakir?\Fakir!\Hang on, Fakir!\What did you do to Fakir?!\Nothing.\Liar!\It's true.\He's just been standing there for three days without eating or sleeping or anything else. That's all. response:	Why make him do a thing like that?!
context: Fakir!\Hang on, Fakir!\What did you do to Fakir?!\Nothing.\Liar!\It's true.\He's just been standing there for three days without eating or sleeping or anything else. That's all.\Why make him do a thing like that?! response:	He can hone his mind this way.
context: Hang on, Fakir!\What did you do to Fakir?!\Nothing.\Liar!\It's true.\He's just been standing there for three days without eating or sleeping or anything else. That's all.\Why make him do a thing like that?!\He can hone his mind this way. response:	If he's going to whine over something so small, to put it bluntly, he's got no prospects.
context: What did you do to Fakir?!\Nothing.\Liar!\It's true.\He's just been standing there for three days without eating or sleeping or anything else. That's all.\Why make him do a thing like that?!\He can hone his mind this way.\If he's going to whine over something so small, to put it bluntly, he's got no prospects. response:	That's not a nice way to talk!
context: Nothing.\Liar!\It's true.\He's just been standing there for three days without eating or sleeping or anything else. That's all.\Why make him do a thing like that?!\He can hone his mind this way.\If he's going to whine over something so small, to put it bluntly, he's got no prospects.\That's not a nice way to talk! response:	I'm fine.
context: Liar!\It's true.\He's just been standing there for three days without eating or sleeping or anything else. That's all.\Why make him do a thing like that?!\He can hone his mind this way.\If he's going to whine over something so small, to put it bluntly, he's got no prospects.\That's not a nice way to talk!\I'm fine. response:	Fakir...
context: It's true.\He's just been standing there for three days without eating or sleeping or anything else. That's all.\Why make him do a thing like that?!\He can hone his mind this way.\If he's going to whine over something so small, to put it bluntly, he's got no prospects.\That's not a nice way to talk!\I'm fine.\Fakir... response:	Then hurry up and stand! Tonight, we'll test your aptitude.
context: He's just been standing there for three days without eating or sleeping or anything else. That's all.\Why make him do a thing like that?!\He can hone his mind this way.\If he's going to whine over something so small, to put it bluntly, he's got no prospects.\That's not a nice way to talk!\I'm fine.\Fakir...\Then hurry up and stand! Tonight, we'll test your aptitude. response:	Keep going until then.
context: Why make him do a thing like that?!\He can hone his mind this way.\If he's going to whine over something so small, to put it bluntly, he's got no prospects.\That's not a nice way to talk!\I'm fine.\Fakir...\Then hurry up and stand! Tonight, we'll test your aptitude.\Keep going until then. response:	A very long time ago,
context: He can hone his mind this way.\If he's going to whine over something so small, to put it bluntly, he's got no prospects.\That's not a nice way to talk!\I'm fine.\Fakir...\Then hurry up and stand! Tonight, we'll test your aptitude.\Keep going until then.\A very long time ago, response:	the tale-spinners were said to have used an oak tree to test their power
context: If he's going to whine over something so small, to put it bluntly, he's got no prospects.\That's not a nice way to talk!\I'm fine.\Fakir...\Then hurry up and stand! Tonight, we'll test your aptitude.\Keep going until then.\A very long time ago,\the tale-spinners were said to have used an oak tree to test their power response:	and that oak tree is here in Gold Crown Town.
context: That's not a nice way to talk!\I'm fine.\Fakir...\Then hurry up and stand! Tonight, we'll test your aptitude.\Keep going until then.\A very long time ago,\the tale-spinners were said to have used an oak tree to test their power\and that oak tree is here in Gold Crown Town. response:	If you touch that oak when the bell has just finished tolling midnight,
context: I'm fine.\Fakir...\Then hurry up and stand! Tonight, we'll test your aptitude.\Keep going until then.\A very long time ago,\the tale-spinners were said to have used an oak tree to test their power\and that oak tree is here in Gold Crown Town.\If you touch that oak when the bell has just finished tolling midnight, response:	you should be able to hear its voice if you have the power.
context: Fakir...\Then hurry up and stand! Tonight, we'll test your aptitude.\Keep going until then.\A very long time ago,\the tale-spinners were said to have used an oak tree to test their power\and that oak tree is here in Gold Crown Town.\If you touch that oak when the bell has just finished tolling midnight,\you should be able to hear its voice if you have the power. response:	That's the proof of your power.
context: Then hurry up and stand! Tonight, we'll test your aptitude.\Keep going until then.\A very long time ago,\the tale-spinners were said to have used an oak tree to test their power\and that oak tree is here in Gold Crown Town.\If you touch that oak when the bell has just finished tolling midnight,\you should be able to hear its voice if you have the power.\That's the proof of your power. response:	Incidentally, I clearly heard the tree make a sound like a faint sigh.
context: Keep going until then.\A very long time ago,\the tale-spinners were said to have used an oak tree to test their power\and that oak tree is here in Gold Crown Town.\If you touch that oak when the bell has just finished tolling midnight,\you should be able to hear its voice if you have the power.\That's the proof of your power.\Incidentally, I clearly heard the tree make a sound like a faint sigh. response:	Although someone who didn't have the power would probably just think it was the wind.
context: A very long time ago,\the tale-spinners were said to have used an oak tree to test their power\and that oak tree is here in Gold Crown Town.\If you touch that oak when the bell has just finished tolling midnight,\you should be able to hear its voice if you have the power.\That's the proof of your power.\Incidentally, I clearly heard the tree make a sound like a faint sigh.\Although someone who didn't have the power would probably just think it was the wind. response:	But where is the oak tree?
context: the tale-spinners were said to have used an oak tree to test their power\and that oak tree is here in Gold Crown Town.\If you touch that oak when the bell has just finished tolling midnight,\you should be able to hear its voice if you have the power.\That's the proof of your power.\Incidentally, I clearly heard the tree make a sound like a faint sigh.\Although someone who didn't have the power would probably just think it was the wind.\But where is the oak tree? response:	That's right, the oak tree was felled long ago.
context: and that oak tree is here in Gold Crown Town.\If you touch that oak when the bell has just finished tolling midnight,\you should be able to hear its voice if you have the power.\That's the proof of your power.\Incidentally, I clearly heard the tree make a sound like a faint sigh.\Although someone who didn't have the power would probably just think it was the wind.\But where is the oak tree?\That's right, the oak tree was felled long ago. response:	Its roots alone are sleeping beneath this museum.
context: If you touch that oak when the bell has just finished tolling midnight,\you should be able to hear its voice if you have the power.\That's the proof of your power.\Incidentally, I clearly heard the tree make a sound like a faint sigh.\Although someone who didn't have the power would probably just think it was the wind.\But where is the oak tree?\That's right, the oak tree was felled long ago.\Its roots alone are sleeping beneath this museum. response:	And one of the stones strewn here is the sole entrance through which the oak tree can be contacted.
context: you should be able to hear its voice if you have the power.\That's the proof of your power.\Incidentally, I clearly heard the tree make a sound like a faint sigh.\Although someone who didn't have the power would probably just think it was the wind.\But where is the oak tree?\That's right, the oak tree was felled long ago.\Its roots alone are sleeping beneath this museum.\And one of the stones strewn here is the sole entrance through which the oak tree can be contacted. response:	Although even I had some trouble finding out which stone it was.
context: That's the proof of your power.\Incidentally, I clearly heard the tree make a sound like a faint sigh.\Although someone who didn't have the power would probably just think it was the wind.\But where is the oak tree?\That's right, the oak tree was felled long ago.\Its roots alone are sleeping beneath this museum.\And one of the stones strewn here is the sole entrance through which the oak tree can be contacted.\Although even I had some trouble finding out which stone it was. response:	I'll tell you as a special...
context: Incidentally, I clearly heard the tree make a sound like a faint sigh.\Although someone who didn't have the power would probably just think it was the wind.\But where is the oak tree?\That's right, the oak tree was felled long ago.\Its roots alone are sleeping beneath this museum.\And one of the stones strewn here is the sole entrance through which the oak tree can be contacted.\Although even I had some trouble finding out which stone it was.\I'll tell you as a special... response:	I'm impressed you figured it out.
context: Although someone who didn't have the power would probably just think it was the wind.\But where is the oak tree?\That's right, the oak tree was felled long ago.\Its roots alone are sleeping beneath this museum.\And one of the stones strewn here is the sole entrance through which the oak tree can be contacted.\Although even I had some trouble finding out which stone it was.\I'll tell you as a special...\I'm impressed you figured it out. response:	Just what you'd expect from a direct descendent; I guess I'll give you that.
context: But where is the oak tree?\That's right, the oak tree was felled long ago.\Its roots alone are sleeping beneath this museum.\And one of the stones strewn here is the sole entrance through which the oak tree can be contacted.\Although even I had some trouble finding out which stone it was.\I'll tell you as a special...\I'm impressed you figured it out.\Just what you'd expect from a direct descendent; I guess I'll give you that. response:	What?
context: That's right, the oak tree was felled long ago.\Its roots alone are sleeping beneath this museum.\And one of the stones strewn here is the sole entrance through which the oak tree can be contacted.\Although even I had some trouble finding out which stone it was.\I'll tell you as a special...\I'm impressed you figured it out.\Just what you'd expect from a direct descendent; I guess I'll give you that.\What? response:	That's the sole position from which you can hear the oak tree.
context: Its roots alone are sleeping beneath this museum.\And one of the stones strewn here is the sole entrance through which the oak tree can be contacted.\Although even I had some trouble finding out which stone it was.\I'll tell you as a special...\I'm impressed you figured it out.\Just what you'd expect from a direct descendent; I guess I'll give you that.\What?\That's the sole position from which you can hear the oak tree. response:	But be prepared. There are also many who have messed up the contact, gotten sucked in by the tree, and lost their lives.
context: And one of the stones strewn here is the sole entrance through which the oak tree can be contacted.\Although even I had some trouble finding out which stone it was.\I'll tell you as a special...\I'm impressed you figured it out.\Just what you'd expect from a direct descendent; I guess I'll give you that.\What?\That's the sole position from which you can hear the oak tree.\But be prepared. There are also many who have messed up the contact, gotten sucked in by the tree, and lost their lives. response:	No way!
context: Although even I had some trouble finding out which stone it was.\I'll tell you as a special...\I'm impressed you figured it out.\Just what you'd expect from a direct descendent; I guess I'll give you that.\What?\That's the sole position from which you can hear the oak tree.\But be prepared. There are also many who have messed up the contact, gotten sucked in by the tree, and lost their lives.\No way! response:	Fakir, maybe you shouldn't after all...
context: I'll tell you as a special...\I'm impressed you figured it out.\Just what you'd expect from a direct descendent; I guess I'll give you that.\What?\That's the sole position from which you can hear the oak tree.\But be prepared. There are also many who have messed up the contact, gotten sucked in by the tree, and lost their lives.\No way!\Fakir, maybe you shouldn't after all... response:	Didn't you tell me to hurry up and write?
context: I'm impressed you figured it out.\Just what you'd expect from a direct descendent; I guess I'll give you that.\What?\That's the sole position from which you can hear the oak tree.\But be prepared. There are also many who have messed up the contact, gotten sucked in by the tree, and lost their lives.\No way!\Fakir, maybe you shouldn't after all...\Didn't you tell me to hurry up and write? response:	I'm sorry! I mean, I didn't think it was such a major thing!
context: Just what you'd expect from a direct descendent; I guess I'll give you that.\What?\That's the sole position from which you can hear the oak tree.\But be prepared. There are also many who have messed up the contact, gotten sucked in by the tree, and lost their lives.\No way!\Fakir, maybe you shouldn't after all...\Didn't you tell me to hurry up and write?\I'm sorry! I mean, I didn't think it was such a major thing! response:	I thought it was just writing!
context: What?\That's the sole position from which you can hear the oak tree.\But be prepared. There are also many who have messed up the contact, gotten sucked in by the tree, and lost their lives.\No way!\Fakir, maybe you shouldn't after all...\Didn't you tell me to hurry up and write?\I'm sorry! I mean, I didn't think it was such a major thing!\I thought it was just writing! response:	So... So...
context: That's the sole position from which you can hear the oak tree.\But be prepared. There are also many who have messed up the contact, gotten sucked in by the tree, and lost their lives.\No way!\Fakir, maybe you shouldn't after all...\Didn't you tell me to hurry up and write?\I'm sorry! I mean, I didn't think it was such a major thing!\I thought it was just writing!\So... So... response:	It's midnight.
context: But be prepared. There are also many who have messed up the contact, gotten sucked in by the tree, and lost their lives.\No way!\Fakir, maybe you shouldn't after all...\Didn't you tell me to hurry up and write?\I'm sorry! I mean, I didn't think it was such a major thing!\I thought it was just writing!\So... So...\It's midnight. response:	Fakir!
context: No way!\Fakir, maybe you shouldn't after all...\Didn't you tell me to hurry up and write?\I'm sorry! I mean, I didn't think it was such a major thing!\I thought it was just writing!\So... So...\It's midnight.\Fakir! response:	Don't get in the way!
context: Fakir, maybe you shouldn't after all...\Didn't you tell me to hurry up and write?\I'm sorry! I mean, I didn't think it was such a major thing!\I thought it was just writing!\So... So...\It's midnight.\Fakir!\Don't get in the way! response:	Fakir, stop!
context: Didn't you tell me to hurry up and write?\I'm sorry! I mean, I didn't think it was such a major thing!\I thought it was just writing!\So... So...\It's midnight.\Fakir!\Don't get in the way!\Fakir, stop! response:	It looks like it was no good after all.
context: I'm sorry! I mean, I didn't think it was such a major thing!\I thought it was just writing!\So... So...\It's midnight.\Fakir!\Don't get in the way!\Fakir, stop!\It looks like it was no good after all. response:	Hey.
context: I thought it was just writing!\So... So...\It's midnight.\Fakir!\Don't get in the way!\Fakir, stop!\It looks like it was no good after all.\Hey. response:	Hey! You should just give up already and...
context: So... So...\It's midnight.\Fakir!\Don't get in the way!\Fakir, stop!\It looks like it was no good after all.\Hey.\Hey! You should just give up already and... response:	Fakir!
context: It's midnight.\Fakir!\Don't get in the way!\Fakir, stop!\It looks like it was no good after all.\Hey.\Hey! You should just give up already and...\Fakir! response:	Fakir?
context: Fakir!\Don't get in the way!\Fakir, stop!\It looks like it was no good after all.\Hey.\Hey! You should just give up already and...\Fakir!\Fakir? response:	Fakir!
context: Don't get in the way!\Fakir, stop!\It looks like it was no good after all.\Hey.\Hey! You should just give up already and...\Fakir!\Fakir?\Fakir! response:	What you can see cannot be seen. What you can hear makes no sound.
context: Fakir, stop!\It looks like it was no good after all.\Hey.\Hey! You should just give up already and...\Fakir!\Fakir?\Fakir!\What you can see cannot be seen. What you can hear makes no sound. response:	See what cannot be seen. Hear what cannot be heard.
context: It looks like it was no good after all.\Hey.\Hey! You should just give up already and...\Fakir!\Fakir?\Fakir!\What you can see cannot be seen. What you can hear makes no sound.\See what cannot be seen. Hear what cannot be heard. response:	Who are you?
context: Hey.\Hey! You should just give up already and...\Fakir!\Fakir?\Fakir!\What you can see cannot be seen. What you can hear makes no sound.\See what cannot be seen. Hear what cannot be heard.\Who are you? response:	Submerge yourself in the bog of truth that lies far, far away.
context: Hey! You should just give up already and...\Fakir!\Fakir?\Fakir!\What you can see cannot be seen. What you can hear makes no sound.\See what cannot be seen. Hear what cannot be heard.\Who are you?\Submerge yourself in the bog of truth that lies far, far away. response:	Fakir?
context: Fakir!\Fakir?\Fakir!\What you can see cannot be seen. What you can hear makes no sound.\See what cannot be seen. Hear what cannot be heard.\Who are you?\Submerge yourself in the bog of truth that lies far, far away.\Fakir? response:	Fakir!
context: Fakir?\Fakir!\What you can see cannot be seen. What you can hear makes no sound.\See what cannot be seen. Hear what cannot be heard.\Who are you?\Submerge yourself in the bog of truth that lies far, far away.\Fakir?\Fakir! response:	This sound... A clock?
context: Fakir!\What you can see cannot be seen. What you can hear makes no sound.\See what cannot be seen. Hear what cannot be heard.\Who are you?\Submerge yourself in the bog of truth that lies far, far away.\Fakir?\Fakir!\This sound... A clock? response:	No... This is...
context: What you can see cannot be seen. What you can hear makes no sound.\See what cannot be seen. Hear what cannot be heard.\Who are you?\Submerge yourself in the bog of truth that lies far, far away.\Fakir?\Fakir!\This sound... A clock?\No... This is... response:	A heartbeat.
context: See what cannot be seen. Hear what cannot be heard.\Who are you?\Submerge yourself in the bog of truth that lies far, far away.\Fakir?\Fakir!\This sound... A clock?\No... This is...\A heartbeat. response:	Fakir, please wake up.
context: Who are you?\Submerge yourself in the bog of truth that lies far, far away.\Fakir?\Fakir!\This sound... A clock?\No... This is...\A heartbeat.\Fakir, please wake up. response:	Don't let the oak tree hold you captive.
context: Submerge yourself in the bog of truth that lies far, far away.\Fakir?\Fakir!\This sound... A clock?\No... This is...\A heartbeat.\Fakir, please wake up.\Don't let the oak tree hold you captive. response:	Everything is one. One is everything.
context: Fakir?\Fakir!\This sound... A clock?\No... This is...\A heartbeat.\Fakir, please wake up.\Don't let the oak tree hold you captive.\Everything is one. One is everything. response:	All stories will be spun into one...
context: Fakir!\This sound... A clock?\No... This is...\A heartbeat.\Fakir, please wake up.\Don't let the oak tree hold you captive.\Everything is one. One is everything.\All stories will be spun into one... response:	The beginning will end and the ending will begin.
context: This sound... A clock?\No... This is...\A heartbeat.\Fakir, please wake up.\Don't let the oak tree hold you captive.\Everything is one. One is everything.\All stories will be spun into one...\The beginning will end and the ending will begin. response:	Fakir, answer me.
context: No... This is...\A heartbeat.\Fakir, please wake up.\Don't let the oak tree hold you captive.\Everything is one. One is everything.\All stories will be spun into one...\The beginning will end and the ending will begin.\Fakir, answer me. response:	Fakir...
context: A heartbeat.\Fakir, please wake up.\Don't let the oak tree hold you captive.\Everything is one. One is everything.\All stories will be spun into one...\The beginning will end and the ending will begin.\Fakir, answer me.\Fakir... response:	Come back.
context: Fakir, please wake up.\Don't let the oak tree hold you captive.\Everything is one. One is everything.\All stories will be spun into one...\The beginning will end and the ending will begin.\Fakir, answer me.\Fakir...\Come back. response:	The start is a happy accident. The end, the fate for which it's meant.
context: Don't let the oak tree hold you captive.\Everything is one. One is everything.\All stories will be spun into one...\The beginning will end and the ending will begin.\Fakir, answer me.\Fakir...\Come back.\The start is a happy accident. The end, the fate for which it's meant. response:	Existence is false. Truth is nothingness.
context: Everything is one. One is everything.\All stories will be spun into one...\The beginning will end and the ending will begin.\Fakir, answer me.\Fakir...\Come back.\The start is a happy accident. The end, the fate for which it's meant.\Existence is false. Truth is nothingness. response:	Yes, you're right. I'll go back to nothingness.
context: All stories will be spun into one...\The beginning will end and the ending will begin.\Fakir, answer me.\Fakir...\Come back.\The start is a happy accident. The end, the fate for which it's meant.\Existence is false. Truth is nothingness.\Yes, you're right. I'll go back to nothingness. response:	And become one with everything else.
context: The beginning will end and the ending will begin.\Fakir, answer me.\Fakir...\Come back.\The start is a happy accident. The end, the fate for which it's meant.\Existence is false. Truth is nothingness.\Yes, you're right. I'll go back to nothingness.\And become one with everything else. response:	I'll watch over everyone like this, and go towards the eternal ending...
context: Fakir, answer me.\Fakir...\Come back.\The start is a happy accident. The end, the fate for which it's meant.\Existence is false. Truth is nothingness.\Yes, you're right. I'll go back to nothingness.\And become one with everything else.\I'll watch over everyone like this, and go towards the eternal ending... response:	To those who accept everything, happiness.
context: Fakir...\Come back.\The start is a happy accident. The end, the fate for which it's meant.\Existence is false. Truth is nothingness.\Yes, you're right. I'll go back to nothingness.\And become one with everything else.\I'll watch over everyone like this, and go towards the eternal ending...\To those who accept everything, happiness. response:	To those who resist everything, glory.
context: Come back.\The start is a happy accident. The end, the fate for which it's meant.\Existence is false. Truth is nothingness.\Yes, you're right. I'll go back to nothingness.\And become one with everything else.\I'll watch over everyone like this, and go towards the eternal ending...\To those who accept everything, happiness.\To those who resist everything, glory. response:	Fakir!
context: The start is a happy accident. The end, the fate for which it's meant.\Existence is false. Truth is nothingness.\Yes, you're right. I'll go back to nothingness.\And become one with everything else.\I'll watch over everyone like this, and go towards the eternal ending...\To those who accept everything, happiness.\To those who resist everything, glory.\Fakir! response:	To those who accept everything, happiness.
context: Existence is false. Truth is nothingness.\Yes, you're right. I'll go back to nothingness.\And become one with everything else.\I'll watch over everyone like this, and go towards the eternal ending...\To those who accept everything, happiness.\To those who resist everything, glory.\Fakir!\To those who accept everything, happiness. response:	Fakir! Fakir!
context: Yes, you're right. I'll go back to nothingness.\And become one with everything else.\I'll watch over everyone like this, and go towards the eternal ending...\To those who accept everything, happiness.\To those who resist everything, glory.\Fakir!\To those who accept everything, happiness.\Fakir! Fakir! response:	Fakir, answer me. Let me hear your voice!
context: And become one with everything else.\I'll watch over everyone like this, and go towards the eternal ending...\To those who accept everything, happiness.\To those who resist everything, glory.\Fakir!\To those who accept everything, happiness.\Fakir! Fakir!\Fakir, answer me. Let me hear your voice! response:	To those who resist everything, glory.
context: I'll watch over everyone like this, and go towards the eternal ending...\To those who accept everything, happiness.\To those who resist everything, glory.\Fakir!\To those who accept everything, happiness.\Fakir! Fakir!\Fakir, answer me. Let me hear your voice!\To those who resist everything, glory. response:	Ahiru...
context: To those who accept everything, happiness.\To those who resist everything, glory.\Fakir!\To those who accept everything, happiness.\Fakir! Fakir!\Fakir, answer me. Let me hear your voice!\To those who resist everything, glory.\Ahiru... response:	Please, Fakir...
context: To those who resist everything, glory.\Fakir!\To those who accept everything, happiness.\Fakir! Fakir!\Fakir, answer me. Let me hear your voice!\To those who resist everything, glory.\Ahiru...\Please, Fakir... response:	Fakir!
context: Fakir!\To those who accept everything, happiness.\Fakir! Fakir!\Fakir, answer me. Let me hear your voice!\To those who resist everything, glory.\Ahiru...\Please, Fakir...\Fakir! response:	He was chosen...
context: To those who accept everything, happiness.\Fakir! Fakir!\Fakir, answer me. Let me hear your voice!\To those who resist everything, glory.\Ahiru...\Please, Fakir...\Fakir!\He was chosen... response:	I'm sorry, Fakir. I couldn't do anything. Not a thing...
context: Fakir! Fakir!\Fakir, answer me. Let me hear your voice!\To those who resist everything, glory.\Ahiru...\Please, Fakir...\Fakir!\He was chosen...\I'm sorry, Fakir. I couldn't do anything. Not a thing... response:	I heard a voice.
context: Fakir, answer me. Let me hear your voice!\To those who resist everything, glory.\Ahiru...\Please, Fakir...\Fakir!\He was chosen...\I'm sorry, Fakir. I couldn't do anything. Not a thing...\I heard a voice. response:	Your voice.
