context: Mid-terms response:	Ranking Announcement
context: Studying all night... you're pushing yourself too hard.\If it takes too great a toll on you...\Don't worry.\It's nothing I can't handle.\It happened during that Culture Festival as well.\You've been pushing yourself too hard lately.\You don't have to tell me. I know that myself.\Rather than as your bodyguard, response:	I am by your side to watch over you.
context: If it takes too great a toll on you...\Don't worry.\It's nothing I can't handle.\It happened during that Culture Festival as well.\You've been pushing yourself too hard lately.\You don't have to tell me. I know that myself.\Rather than as your bodyguard,\I am by your side to watch over you. response:	Please don't forget that.
context: Don't worry.\It's nothing I can't handle.\It happened during that Culture Festival as well.\You've been pushing yourself too hard lately.\You don't have to tell me. I know that myself.\Rather than as your bodyguard,\I am by your side to watch over you.\Please don't forget that. response:	You don't have to tell me.
context: It's nothing I can't handle.\It happened during that Culture Festival as well.\You've been pushing yourself too hard lately.\You don't have to tell me. I know that myself.\Rather than as your bodyguard,\I am by your side to watch over you.\Please don't forget that.\You don't have to tell me. response:	I know that already.
context: It happened during that Culture Festival as well.\You've been pushing yourself too hard lately.\You don't have to tell me. I know that myself.\Rather than as your bodyguard,\I am by your side to watch over you.\Please don't forget that.\You don't have to tell me.\I know that already. response:	Master Raku
context: You've been pushing yourself too hard lately.\You don't have to tell me. I know that myself.\Rather than as your bodyguard,\I am by your side to watch over you.\Please don't forget that.\You don't have to tell me.\I know that already.\Master Raku response:	So you want me to take care of him?
context: You don't have to tell me. I know that myself.\Rather than as your bodyguard,\I am by your side to watch over you.\Please don't forget that.\You don't have to tell me.\I know that already.\Master Raku\So you want me to take care of him? response:	Yes. So sorry to trouble you.
context: Rather than as your bodyguard,\I am by your side to watch over you.\Please don't forget that.\You don't have to tell me.\I know that already.\Master Raku\So you want me to take care of him?\Yes. So sorry to trouble you. response:	I'll be away on a trip with my father for just one day.
context: I am by your side to watch over you.\Please don't forget that.\You don't have to tell me.\I know that already.\Master Raku\So you want me to take care of him?\Yes. So sorry to trouble you.\I'll be away on a trip with my father for just one day. response:	Okay. No problem!
context: Please don't forget that.\You don't have to tell me.\I know that already.\Master Raku\So you want me to take care of him?\Yes. So sorry to trouble you.\I'll be away on a trip with my father for just one day.\Okay. No problem! response:	I like taking care of animals anyway.
context: You don't have to tell me.\I know that already.\Master Raku\So you want me to take care of him?\Yes. So sorry to trouble you.\I'll be away on a trip with my father for just one day.\Okay. No problem!\I like taking care of animals anyway. response:	You can count on me!
context: I know that already.\Master Raku\So you want me to take care of him?\Yes. So sorry to trouble you.\I'll be away on a trip with my father for just one day.\Okay. No problem!\I like taking care of animals anyway.\You can count on me! response:	Thank you so much!
context: Master Raku\So you want me to take care of him?\Yes. So sorry to trouble you.\I'll be away on a trip with my father for just one day.\Okay. No problem!\I like taking care of animals anyway.\You can count on me!\Thank you so much! response:	I'll have to thank you in some way, sometime.
context: So you want me to take care of him?\Yes. So sorry to trouble you.\I'll be away on a trip with my father for just one day.\Okay. No problem!\I like taking care of animals anyway.\You can count on me!\Thank you so much!\I'll have to thank you in some way, sometime. response:	Hey, does this little guy talk or something?
context: Yes. So sorry to trouble you.\I'll be away on a trip with my father for just one day.\Okay. No problem!\I like taking care of animals anyway.\You can count on me!\Thank you so much!\I'll have to thank you in some way, sometime.\Hey, does this little guy talk or something? response:	Oh, yes! He's very smart, you know.
context: I'll be away on a trip with my father for just one day.\Okay. No problem!\I like taking care of animals anyway.\You can count on me!\Thank you so much!\I'll have to thank you in some way, sometime.\Hey, does this little guy talk or something?\Oh, yes! He's very smart, you know. response:	Riiight?
context: Okay. No problem!\I like taking care of animals anyway.\You can count on me!\Thank you so much!\I'll have to thank you in some way, sometime.\Hey, does this little guy talk or something?\Oh, yes! He's very smart, you know.\Riiight? response:	Riiight!
context: I like taking care of animals anyway.\You can count on me!\Thank you so much!\I'll have to thank you in some way, sometime.\Hey, does this little guy talk or something?\Oh, yes! He's very smart, you know.\Riiight?\Riiight! response:	Whoa, that's awesome!
context: You can count on me!\Thank you so much!\I'll have to thank you in some way, sometime.\Hey, does this little guy talk or something?\Oh, yes! He's very smart, you know.\Riiight?\Riiight!\Whoa, that's awesome! response:	To Master Raku A love note
context: Thank you so much!\I'll have to thank you in some way, sometime.\Hey, does this little guy talk or something?\Oh, yes! He's very smart, you know.\Riiight?\Riiight!\Whoa, that's awesome!\To Master Raku A love note response:	I've summarized how to take care of him,
context: I'll have to thank you in some way, sometime.\Hey, does this little guy talk or something?\Oh, yes! He's very smart, you know.\Riiight?\Riiight!\Whoa, that's awesome!\To Master Raku A love note\I've summarized how to take care of him, response:	and what to watch out for in this note.
context: Hey, does this little guy talk or something?\Oh, yes! He's very smart, you know.\Riiight?\Riiight!\Whoa, that's awesome!\To Master Raku A love note\I've summarized how to take care of him,\and what to watch out for in this note. response:	I'm really counting on you!
context: Oh, yes! He's very smart, you know.\Riiight?\Riiight!\Whoa, that's awesome!\To Master Raku A love note\I've summarized how to take care of him,\and what to watch out for in this note.\I'm really counting on you! response:	Gotcha.
context: Riiight?\Riiight!\Whoa, that's awesome!\To Master Raku A love note\I've summarized how to take care of him,\and what to watch out for in this note.\I'm really counting on you!\Gotcha. response:	So what's his name?
context: Riiight!\Whoa, that's awesome!\To Master Raku A love note\I've summarized how to take care of him,\and what to watch out for in this note.\I'm really counting on you!\Gotcha.\So what's his name? response:	Right...
context: Whoa, that's awesome!\To Master Raku A love note\I've summarized how to take care of him,\and what to watch out for in this note.\I'm really counting on you!\Gotcha.\So what's his name?\Right... response:	It's Master Raku!
context: To Master Raku A love note\I've summarized how to take care of him,\and what to watch out for in this note.\I'm really counting on you!\Gotcha.\So what's his name?\Right...\It's Master Raku! response:	Um...
context: I've summarized how to take care of him,\and what to watch out for in this note.\I'm really counting on you!\Gotcha.\So what's his name?\Right...\It's Master Raku!\Um... response:	What's his name?
context: and what to watch out for in this note.\I'm really counting on you!\Gotcha.\So what's his name?\Right...\It's Master Raku!\Um...\What's his name? response:	It's Master Raku!
context: I'm really counting on you!\Gotcha.\So what's his name?\Right...\It's Master Raku!\Um...\What's his name?\It's Master Raku! response:	Master Raku?
context: Gotcha.\So what's his name?\Right...\It's Master Raku!\Um...\What's his name?\It's Master Raku!\Master Raku? response:	Why would she pick out a name like that, of all things?
context: So what's his name?\Right...\It's Master Raku!\Um...\What's his name?\It's Master Raku!\Master Raku?\Why would she pick out a name like that, of all things? response:	I don't know if she's needling me or if she's serious.
context: Right...\It's Master Raku!\Um...\What's his name?\It's Master Raku!\Master Raku?\Why would she pick out a name like that, of all things?\I don't know if she's needling me or if she's serious. response:	Hey, Master Raku?
context: It's Master Raku!\Um...\What's his name?\It's Master Raku!\Master Raku?\Why would she pick out a name like that, of all things?\I don't know if she's needling me or if she's serious.\Hey, Master Raku? response:	Master Raku?
context: Um...\What's his name?\It's Master Raku!\Master Raku?\Why would she pick out a name like that, of all things?\I don't know if she's needling me or if she's serious.\Hey, Master Raku?\Master Raku? response:	Crap, you look like a dimwit!
context: What's his name?\It's Master Raku!\Master Raku?\Why would she pick out a name like that, of all things?\I don't know if she's needling me or if she's serious.\Hey, Master Raku?\Master Raku?\Crap, you look like a dimwit! response:	Somehow, this is depressing.
context: It's Master Raku!\Master Raku?\Why would she pick out a name like that, of all things?\I don't know if she's needling me or if she's serious.\Hey, Master Raku?\Master Raku?\Crap, you look like a dimwit!\Somehow, this is depressing. response:	Come to think of it, we don't have parrots at school
context: Master Raku?\Why would she pick out a name like that, of all things?\I don't know if she's needling me or if she's serious.\Hey, Master Raku?\Master Raku?\Crap, you look like a dimwit!\Somehow, this is depressing.\Come to think of it, we don't have parrots at school response:	so this'll be my first time looking after one.
context: Why would she pick out a name like that, of all things?\I don't know if she's needling me or if she's serious.\Hey, Master Raku?\Master Raku?\Crap, you look like a dimwit!\Somehow, this is depressing.\Come to think of it, we don't have parrots at school\so this'll be my first time looking after one. response:	Since you're a parrot, I'd love to see you talk.
context: I don't know if she's needling me or if she's serious.\Hey, Master Raku?\Master Raku?\Crap, you look like a dimwit!\Somehow, this is depressing.\Come to think of it, we don't have parrots at school\so this'll be my first time looking after one.\Since you're a parrot, I'd love to see you talk. response:	Are you about to say something?
context: Hey, Master Raku?\Master Raku?\Crap, you look like a dimwit!\Somehow, this is depressing.\Come to think of it, we don't have parrots at school\so this'll be my first time looking after one.\Since you're a parrot, I'd love to see you talk.\Are you about to say something? response:	Oh, Master Raku!
context: Master Raku?\Crap, you look like a dimwit!\Somehow, this is depressing.\Come to think of it, we don't have parrots at school\so this'll be my first time looking after one.\Since you're a parrot, I'd love to see you talk.\Are you about to say something?\Oh, Master Raku! response:	That's your biggest flaw!
context: Crap, you look like a dimwit!\Somehow, this is depressing.\Come to think of it, we don't have parrots at school\so this'll be my first time looking after one.\Since you're a parrot, I'd love to see you talk.\Are you about to say something?\Oh, Master Raku!\That's your biggest flaw! response:	Really, Master Raku!
context: Somehow, this is depressing.\Come to think of it, we don't have parrots at school\so this'll be my first time looking after one.\Since you're a parrot, I'd love to see you talk.\Are you about to say something?\Oh, Master Raku!\That's your biggest flaw!\Really, Master Raku! response:	So... bold... of... you!
context: Come to think of it, we don't have parrots at school\so this'll be my first time looking after one.\Since you're a parrot, I'd love to see you talk.\Are you about to say something?\Oh, Master Raku!\That's your biggest flaw!\Really, Master Raku!\So... bold... of... you! response:	What does she think she's doing?!
context: so this'll be my first time looking after one.\Since you're a parrot, I'd love to see you talk.\Are you about to say something?\Oh, Master Raku!\That's your biggest flaw!\Really, Master Raku!\So... bold... of... you!\What does she think she's doing?! response:	Master Raku, you pervert!
context: Since you're a parrot, I'd love to see you talk.\Are you about to say something?\Oh, Master Raku!\That's your biggest flaw!\Really, Master Raku!\So... bold... of... you!\What does she think she's doing?!\Master Raku, you pervert! response:	Heh, heh, Marika...
context: Are you about to say something?\Oh, Master Raku!\That's your biggest flaw!\Really, Master Raku!\So... bold... of... you!\What does she think she's doing?!\Master Raku, you pervert!\Heh, heh, Marika... response:	Does it feel good there?
context: Oh, Master Raku!\That's your biggest flaw!\Really, Master Raku!\So... bold... of... you!\What does she think she's doing?!\Master Raku, you pervert!\Heh, heh, Marika...\Does it feel good there? response:	Is that my line?!
context: That's your biggest flaw!\Really, Master Raku!\So... bold... of... you!\What does she think she's doing?!\Master Raku, you pervert!\Heh, heh, Marika...\Does it feel good there?\Is that my line?! response:	Seriously, what the hell does she think she's doing?! That idiot!
context: Really, Master Raku!\So... bold... of... you!\What does she think she's doing?!\Master Raku, you pervert!\Heh, heh, Marika...\Does it feel good there?\Is that my line?!\Seriously, what the hell does she think she's doing?! That idiot! response:	It's almost time to feed you.
context: So... bold... of... you!\What does she think she's doing?!\Master Raku, you pervert!\Heh, heh, Marika...\Does it feel good there?\Is that my line?!\Seriously, what the hell does she think she's doing?! That idiot!\It's almost time to feed you. response:	There you go!
context: What does she think she's doing?!\Master Raku, you pervert!\Heh, heh, Marika...\Does it feel good there?\Is that my line?!\Seriously, what the hell does she think she's doing?! That idiot!\It's almost time to feed you.\There you go! response:	It's your favorite food!
context: Master Raku, you pervert!\Heh, heh, Marika...\Does it feel good there?\Is that my line?!\Seriously, what the hell does she think she's doing?! That idiot!\It's almost time to feed you.\There you go!\It's your favorite food! response:	Huh? Why isn't he eating?
context: Heh, heh, Marika...\Does it feel good there?\Is that my line?!\Seriously, what the hell does she think she's doing?! That idiot!\It's almost time to feed you.\There you go!\It's your favorite food!\Huh? Why isn't he eating? response:	You're hungry, aren't you?
context: Does it feel good there?\Is that my line?!\Seriously, what the hell does she think she's doing?! That idiot!\It's almost time to feed you.\There you go!\It's your favorite food!\Huh? Why isn't he eating?\You're hungry, aren't you? response:	That's weird.
context: Is that my line?!\Seriously, what the hell does she think she's doing?! That idiot!\It's almost time to feed you.\There you go!\It's your favorite food!\Huh? Why isn't he eating?\You're hungry, aren't you?\That's weird. response:	Uh, the note says...
context: Seriously, what the hell does she think she's doing?! That idiot!\It's almost time to feed you.\There you go!\It's your favorite food!\Huh? Why isn't he eating?\You're hungry, aren't you?\That's weird.\Uh, the note says... response:	How to Feed Master Raku.
context: It's almost time to feed you.\There you go!\It's your favorite food!\Huh? Why isn't he eating?\You're hungry, aren't you?\That's weird.\Uh, the note says...\How to Feed Master Raku. response:	Master Raku absolutely will not eat unless you say,
context: There you go!\It's your favorite food!\Huh? Why isn't he eating?\You're hungry, aren't you?\That's weird.\Uh, the note says...\How to Feed Master Raku.\Master Raku absolutely will not eat unless you say, response:	'Here, Master Raku... ahhh!' with all your sincerity.
context: It's your favorite food!\Huh? Why isn't he eating?\You're hungry, aren't you?\That's weird.\Uh, the note says...\How to Feed Master Raku.\Master Raku absolutely will not eat unless you say,\'Here, Master Raku... ahhh!' with all your sincerity. response:	That girl... what kind of training is that?!
context: Huh? Why isn't he eating?\You're hungry, aren't you?\That's weird.\Uh, the note says...\How to Feed Master Raku.\Master Raku absolutely will not eat unless you say,\'Here, Master Raku... ahhh!' with all your sincerity.\That girl... what kind of training is that?! response:	Here, Master Raku...
context: You're hungry, aren't you?\That's weird.\Uh, the note says...\How to Feed Master Raku.\Master Raku absolutely will not eat unless you say,\'Here, Master Raku... ahhh!' with all your sincerity.\That girl... what kind of training is that?!\Here, Master Raku... response:	Ahhh!
context: That's weird.\Uh, the note says...\How to Feed Master Raku.\Master Raku absolutely will not eat unless you say,\'Here, Master Raku... ahhh!' with all your sincerity.\That girl... what kind of training is that?!\Here, Master Raku...\Ahhh! response:	How did I ever end up like this?
context: Uh, the note says...\How to Feed Master Raku.\Master Raku absolutely will not eat unless you say,\'Here, Master Raku... ahhh!' with all your sincerity.\That girl... what kind of training is that?!\Here, Master Raku...\Ahhh!\How did I ever end up like this? response:	Oh, man...
context: How to Feed Master Raku.\Master Raku absolutely will not eat unless you say,\'Here, Master Raku... ahhh!' with all your sincerity.\That girl... what kind of training is that?!\Here, Master Raku...\Ahhh!\How did I ever end up like this?\Oh, man... response:	But hey, never mind the content...
context: Master Raku absolutely will not eat unless you say,\'Here, Master Raku... ahhh!' with all your sincerity.\That girl... what kind of training is that?!\Here, Master Raku...\Ahhh!\How did I ever end up like this?\Oh, man...\But hey, never mind the content... response:	this little guy can speak pretty fluently.
context: 'Here, Master Raku... ahhh!' with all your sincerity.\That girl... what kind of training is that?!\Here, Master Raku...\Ahhh!\How did I ever end up like this?\Oh, man...\But hey, never mind the content...\this little guy can speak pretty fluently. response:	Wonder if he'll learn to say what I teach him?
context: That girl... what kind of training is that?!\Here, Master Raku...\Ahhh!\How did I ever end up like this?\Oh, man...\But hey, never mind the content...\this little guy can speak pretty fluently.\Wonder if he'll learn to say what I teach him? response:	Master Raku, you're so cool!
context: Here, Master Raku...\Ahhh!\How did I ever end up like this?\Oh, man...\But hey, never mind the content...\this little guy can speak pretty fluently.\Wonder if he'll learn to say what I teach him?\Master Raku, you're so cool! response:	Master Raku, you're so cool!
context: Ahhh!\How did I ever end up like this?\Oh, man...\But hey, never mind the content...\this little guy can speak pretty fluently.\Wonder if he'll learn to say what I teach him?\Master Raku, you're so cool!\Master Raku, you're so cool! response:	Well, that goes without saying!
context: How did I ever end up like this?\Oh, man...\But hey, never mind the content...\this little guy can speak pretty fluently.\Wonder if he'll learn to say what I teach him?\Master Raku, you're so cool!\Master Raku, you're so cool!\Well, that goes without saying! response:	You really are amazing, huh?
context: Oh, man...\But hey, never mind the content...\this little guy can speak pretty fluently.\Wonder if he'll learn to say what I teach him?\Master Raku, you're so cool!\Master Raku, you're so cool!\Well, that goes without saying!\You really are amazing, huh? response:	Wait, did you get what I just said?
context: But hey, never mind the content...\this little guy can speak pretty fluently.\Wonder if he'll learn to say what I teach him?\Master Raku, you're so cool!\Master Raku, you're so cool!\Well, that goes without saying!\You really are amazing, huh?\Wait, did you get what I just said? response:	Your memorization skills are unbelievable!
context: this little guy can speak pretty fluently.\Wonder if he'll learn to say what I teach him?\Master Raku, you're so cool!\Master Raku, you're so cool!\Well, that goes without saying!\You really are amazing, huh?\Wait, did you get what I just said?\Your memorization skills are unbelievable! response:	That was practically a conversation!
context: Wonder if he'll learn to say what I teach him?\Master Raku, you're so cool!\Master Raku, you're so cool!\Well, that goes without saying!\You really are amazing, huh?\Wait, did you get what I just said?\Your memorization skills are unbelievable!\That was practically a conversation! response:	Okay, I'm gonna make you learn no matter what!
context: Master Raku, you're so cool!\Master Raku, you're so cool!\Well, that goes without saying!\You really are amazing, huh?\Wait, did you get what I just said?\Your memorization skills are unbelievable!\That was practically a conversation!\Okay, I'm gonna make you learn no matter what! response:	Hey, Master Raku,
context: Master Raku, you're so cool!\Well, that goes without saying!\You really are amazing, huh?\Wait, did you get what I just said?\Your memorization skills are unbelievable!\That was practically a conversation!\Okay, I'm gonna make you learn no matter what!\Hey, Master Raku, response:	try saying How much wood would a woodchuck chuck, if a woodchuck could chuck wood?
context: Well, that goes without saying!\You really are amazing, huh?\Wait, did you get what I just said?\Your memorization skills are unbelievable!\That was practically a conversation!\Okay, I'm gonna make you learn no matter what!\Hey, Master Raku,\try saying How much wood would a woodchuck chuck, if a woodchuck could chuck wood? response:	I'm talking to you, Master Raku!
context: You really are amazing, huh?\Wait, did you get what I just said?\Your memorization skills are unbelievable!\That was practically a conversation!\Okay, I'm gonna make you learn no matter what!\Hey, Master Raku,\try saying How much wood would a woodchuck chuck, if a woodchuck could chuck wood?\I'm talking to you, Master Raku! response:	Hey! Master Raku!
context: Wait, did you get what I just said?\Your memorization skills are unbelievable!\That was practically a conversation!\Okay, I'm gonna make you learn no matter what!\Hey, Master Raku,\try saying How much wood would a woodchuck chuck, if a woodchuck could chuck wood?\I'm talking to you, Master Raku!\Hey! Master Raku! response:	Young Master... what's up with that, I wonder?
context: Your memorization skills are unbelievable!\That was practically a conversation!\Okay, I'm gonna make you learn no matter what!\Hey, Master Raku,\try saying How much wood would a woodchuck chuck, if a woodchuck could chuck wood?\I'm talking to you, Master Raku!\Hey! Master Raku!\Young Master... what's up with that, I wonder? response:	How much wood would a woodchuck chuck, if a woodchuck could chuck wood?
context: That was practically a conversation!\Okay, I'm gonna make you learn no matter what!\Hey, Master Raku,\try saying How much wood would a woodchuck chuck, if a woodchuck could chuck wood?\I'm talking to you, Master Raku!\Hey! Master Raku!\Young Master... what's up with that, I wonder?\How much wood would a woodchuck chuck, if a woodchuck could chuck wood? response:	Naming his pet after himself, even sticking on a Master.
context: Okay, I'm gonna make you learn no matter what!\Hey, Master Raku,\try saying How much wood would a woodchuck chuck, if a woodchuck could chuck wood?\I'm talking to you, Master Raku!\Hey! Master Raku!\Young Master... what's up with that, I wonder?\How much wood would a woodchuck chuck, if a woodchuck could chuck wood?\Naming his pet after himself, even sticking on a Master. response:	Well, I'm sure Young Master has his reasons.
context: Hey, Master Raku,\try saying How much wood would a woodchuck chuck, if a woodchuck could chuck wood?\I'm talking to you, Master Raku!\Hey! Master Raku!\Young Master... what's up with that, I wonder?\How much wood would a woodchuck chuck, if a woodchuck could chuck wood?\Naming his pet after himself, even sticking on a Master.\Well, I'm sure Young Master has his reasons. response:	Hey, Master Raku!
context: try saying How much wood would a woodchuck chuck, if a woodchuck could chuck wood?\I'm talking to you, Master Raku!\Hey! Master Raku!\Young Master... what's up with that, I wonder?\How much wood would a woodchuck chuck, if a woodchuck could chuck wood?\Naming his pet after himself, even sticking on a Master.\Well, I'm sure Young Master has his reasons.\Hey, Master Raku! response:	What a bust.
context: I'm talking to you, Master Raku!\Hey! Master Raku!\Young Master... what's up with that, I wonder?\How much wood would a woodchuck chuck, if a woodchuck could chuck wood?\Naming his pet after himself, even sticking on a Master.\Well, I'm sure Young Master has his reasons.\Hey, Master Raku!\What a bust. response:	I got so caught up in teaching him phrases.
context: Hey! Master Raku!\Young Master... what's up with that, I wonder?\How much wood would a woodchuck chuck, if a woodchuck could chuck wood?\Naming his pet after himself, even sticking on a Master.\Well, I'm sure Young Master has his reasons.\Hey, Master Raku!\What a bust.\I got so caught up in teaching him phrases. response:	And he never did learn to say any of them.
context: Young Master... what's up with that, I wonder?\How much wood would a woodchuck chuck, if a woodchuck could chuck wood?\Naming his pet after himself, even sticking on a Master.\Well, I'm sure Young Master has his reasons.\Hey, Master Raku!\What a bust.\I got so caught up in teaching him phrases.\And he never did learn to say any of them. response:	Huh? Master Raku? Where'd you go?
context: How much wood would a woodchuck chuck, if a woodchuck could chuck wood?\Naming his pet after himself, even sticking on a Master.\Well, I'm sure Young Master has his reasons.\Hey, Master Raku!\What a bust.\I got so caught up in teaching him phrases.\And he never did learn to say any of them.\Huh? Master Raku? Where'd you go? response:	Oh, crap, I did it!
context: Naming his pet after himself, even sticking on a Master.\Well, I'm sure Young Master has his reasons.\Hey, Master Raku!\What a bust.\I got so caught up in teaching him phrases.\And he never did learn to say any of them.\Huh? Master Raku? Where'd you go?\Oh, crap, I did it! response:	A pet that I was entrusted with!
context: Well, I'm sure Young Master has his reasons.\Hey, Master Raku!\What a bust.\I got so caught up in teaching him phrases.\And he never did learn to say any of them.\Huh? Master Raku? Where'd you go?\Oh, crap, I did it!\A pet that I was entrusted with! response:	I don't believe myself!
context: Hey, Master Raku!\What a bust.\I got so caught up in teaching him phrases.\And he never did learn to say any of them.\Huh? Master Raku? Where'd you go?\Oh, crap, I did it!\A pet that I was entrusted with!\I don't believe myself! response:	Hey! Where are you? Ma
context: What a bust.\I got so caught up in teaching him phrases.\And he never did learn to say any of them.\Huh? Master Raku? Where'd you go?\Oh, crap, I did it!\A pet that I was entrusted with!\I don't believe myself!\Hey! Where are you? Ma response:	Master Raku!
context: I got so caught up in teaching him phrases.\And he never did learn to say any of them.\Huh? Master Raku? Where'd you go?\Oh, crap, I did it!\A pet that I was entrusted with!\I don't believe myself!\Hey! Where are you? Ma\Master Raku! response:	Where are you?!
context: And he never did learn to say any of them.\Huh? Master Raku? Where'd you go?\Oh, crap, I did it!\A pet that I was entrusted with!\I don't believe myself!\Hey! Where are you? Ma\Master Raku!\Where are you?! response:	Master Raku!
context: Huh? Master Raku? Where'd you go?\Oh, crap, I did it!\A pet that I was entrusted with!\I don't believe myself!\Hey! Where are you? Ma\Master Raku!\Where are you?!\Master Raku! response:	Idiot!
context: Oh, crap, I did it!\A pet that I was entrusted with!\I don't believe myself!\Hey! Where are you? Ma\Master Raku!\Where are you?!\Master Raku!\Idiot! response:	There you are! Thank goodness you didn't get too far!
context: A pet that I was entrusted with!\I don't believe myself!\Hey! Where are you? Ma\Master Raku!\Where are you?!\Master Raku!\Idiot!\There you are! Thank goodness you didn't get too far! response:	Oh... oh!
context: I don't believe myself!\Hey! Where are you? Ma\Master Raku!\Where are you?!\Master Raku!\Idiot!\There you are! Thank goodness you didn't get too far!\Oh... oh! response:	You mustn't, Master Raku! You mustn't touch me there!
context: Hey! Where are you? Ma\Master Raku!\Where are you?!\Master Raku!\Idiot!\There you are! Thank goodness you didn't get too far!\Oh... oh!\You mustn't, Master Raku! You mustn't touch me there! response:	Oh, what's the problem, Marika? Your body doesn't seem to be resisting me.
context: Master Raku!\Where are you?!\Master Raku!\Idiot!\There you are! Thank goodness you didn't get too far!\Oh... oh!\You mustn't, Master Raku! You mustn't touch me there!\Oh, what's the problem, Marika? Your body doesn't seem to be resisting me. response:	Master Raku, you're so mean!
context: Where are you?!\Master Raku!\Idiot!\There you are! Thank goodness you didn't get too far!\Oh... oh!\You mustn't, Master Raku! You mustn't touch me there!\Oh, what's the problem, Marika? Your body doesn't seem to be resisting me.\Master Raku, you're so mean! response:	Oh, crap... I've got to do something about this right away!
context: Master Raku!\Idiot!\There you are! Thank goodness you didn't get too far!\Oh... oh!\You mustn't, Master Raku! You mustn't touch me there!\Oh, what's the problem, Marika? Your body doesn't seem to be resisting me.\Master Raku, you're so mean!\Oh, crap... I've got to do something about this right away! response:	It's not even a matter of Tachibana never forgiving me...
context: Idiot!\There you are! Thank goodness you didn't get too far!\Oh... oh!\You mustn't, Master Raku! You mustn't touch me there!\Oh, what's the problem, Marika? Your body doesn't seem to be resisting me.\Master Raku, you're so mean!\Oh, crap... I've got to do something about this right away!\It's not even a matter of Tachibana never forgiving me... response:	My reputation around the neighborhood will be in shreds!
context: There you are! Thank goodness you didn't get too far!\Oh... oh!\You mustn't, Master Raku! You mustn't touch me there!\Oh, what's the problem, Marika? Your body doesn't seem to be resisting me.\Master Raku, you're so mean!\Oh, crap... I've got to do something about this right away!\It's not even a matter of Tachibana never forgiving me...\My reputation around the neighborhood will be in shreds! response:	Hey, hold up, Master Raku!
context: Oh... oh!\You mustn't, Master Raku! You mustn't touch me there!\Oh, what's the problem, Marika? Your body doesn't seem to be resisting me.\Master Raku, you're so mean!\Oh, crap... I've got to do something about this right away!\It's not even a matter of Tachibana never forgiving me...\My reputation around the neighborhood will be in shreds!\Hey, hold up, Master Raku! response:	Come back here right now!
context: You mustn't, Master Raku! You mustn't touch me there!\Oh, what's the problem, Marika? Your body doesn't seem to be resisting me.\Master Raku, you're so mean!\Oh, crap... I've got to do something about this right away!\It's not even a matter of Tachibana never forgiving me...\My reputation around the neighborhood will be in shreds!\Hey, hold up, Master Raku!\Come back here right now! response:	Young Master...
context: Oh, what's the problem, Marika? Your body doesn't seem to be resisting me.\Master Raku, you're so mean!\Oh, crap... I've got to do something about this right away!\It's not even a matter of Tachibana never forgiving me...\My reputation around the neighborhood will be in shreds!\Hey, hold up, Master Raku!\Come back here right now!\Young Master... response:	You know you can always come to us with any problem.
context: Master Raku, you're so mean!\Oh, crap... I've got to do something about this right away!\It's not even a matter of Tachibana never forgiving me...\My reputation around the neighborhood will be in shreds!\Hey, hold up, Master Raku!\Come back here right now!\Young Master...\You know you can always come to us with any problem. response:	This is so sad...
context: Oh, crap... I've got to do something about this right away!\It's not even a matter of Tachibana never forgiving me...\My reputation around the neighborhood will be in shreds!\Hey, hold up, Master Raku!\Come back here right now!\Young Master...\You know you can always come to us with any problem.\This is so sad... response:	Let's leave him be.
context: It's not even a matter of Tachibana never forgiving me...\My reputation around the neighborhood will be in shreds!\Hey, hold up, Master Raku!\Come back here right now!\Young Master...\You know you can always come to us with any problem.\This is so sad...\Let's leave him be. response:	Young Master's in the throes of adolescence!
context: My reputation around the neighborhood will be in shreds!\Hey, hold up, Master Raku!\Come back here right now!\Young Master...\You know you can always come to us with any problem.\This is so sad...\Let's leave him be.\Young Master's in the throes of adolescence! response:	Dammit!
context: Hey, hold up, Master Raku!\Come back here right now!\Young Master...\You know you can always come to us with any problem.\This is so sad...\Let's leave him be.\Young Master's in the throes of adolescence!\Dammit! response:	He's heading downtown! This is not good!
context: Come back here right now!\Young Master...\You know you can always come to us with any problem.\This is so sad...\Let's leave him be.\Young Master's in the throes of adolescence!\Dammit!\He's heading downtown! This is not good! response:	Whoa! What the...? You scared me.
context: Young Master...\You know you can always come to us with any problem.\This is so sad...\Let's leave him be.\Young Master's in the throes of adolescence!\Dammit!\He's heading downtown! This is not good!\Whoa! What the...? You scared me. response:	What is this?
context: You know you can always come to us with any problem.\This is so sad...\Let's leave him be.\Young Master's in the throes of adolescence!\Dammit!\He's heading downtown! This is not good!\Whoa! What the...? You scared me.\What is this? response:	Did it escape from somewhere?
context: This is so sad...\Let's leave him be.\Young Master's in the throes of adolescence!\Dammit!\He's heading downtown! This is not good!\Whoa! What the...? You scared me.\What is this?\Did it escape from somewhere? response:	But really, your face pisses me off for some reason, you know?
context: Let's leave him be.\Young Master's in the throes of adolescence!\Dammit!\He's heading downtown! This is not good!\Whoa! What the...? You scared me.\What is this?\Did it escape from somewhere?\But really, your face pisses me off for some reason, you know? response:	You kind of remind of that moron...
context: Young Master's in the throes of adolescence!\Dammit!\He's heading downtown! This is not good!\Whoa! What the...? You scared me.\What is this?\Did it escape from somewhere?\But really, your face pisses me off for some reason, you know?\You kind of remind of that moron... response:	Oh, oh... Master Raku!
