context: Ashirogi Muto response:	Ashirogi Muto
context: It's here!\Yes?!\Is this Takagi-kun?\How'd it go?\The editor-in-chief made an unprecedented special decision.\Special decision?\In issue 25, TEN will run as a one-shot.\And in issue 26 Future Watch will run as a one-shot. response:	You'll run in two issues back to back.
context: Yes?!\Is this Takagi-kun?\How'd it go?\The editor-in-chief made an unprecedented special decision.\Special decision?\In issue 25, TEN will run as a one-shot.\And in issue 26 Future Watch will run as a one-shot.\You'll run in two issues back to back. response:	So they want us to test both as one-shots?
context: Is this Takagi-kun?\How'd it go?\The editor-in-chief made an unprecedented special decision.\Special decision?\In issue 25, TEN will run as a one-shot.\And in issue 26 Future Watch will run as a one-shot.\You'll run in two issues back to back.\So they want us to test both as one-shots? response:	Yes.
context: How'd it go?\The editor-in-chief made an unprecedented special decision.\Special decision?\In issue 25, TEN will run as a one-shot.\And in issue 26 Future Watch will run as a one-shot.\You'll run in two issues back to back.\So they want us to test both as one-shots?\Yes. response:	You weren't serialized, but the fact they're taking these kind of unique measures
context: The editor-in-chief made an unprecedented special decision.\Special decision?\In issue 25, TEN will run as a one-shot.\And in issue 26 Future Watch will run as a one-shot.\You'll run in two issues back to back.\So they want us to test both as one-shots?\Yes.\You weren't serialized, but the fact they're taking these kind of unique measures response:	means the editor-in-chief has expectations of you.
context: Special decision?\In issue 25, TEN will run as a one-shot.\And in issue 26 Future Watch will run as a one-shot.\You'll run in two issues back to back.\So they want us to test both as one-shots?\Yes.\You weren't serialized, but the fact they're taking these kind of unique measures\means the editor-in-chief has expectations of you. response:	Of course, if we get a certain level of results;
context: In issue 25, TEN will run as a one-shot.\And in issue 26 Future Watch will run as a one-shot.\You'll run in two issues back to back.\So they want us to test both as one-shots?\Yes.\You weren't serialized, but the fact they're taking these kind of unique measures\means the editor-in-chief has expectations of you.\Of course, if we get a certain level of results; response:	if the questionnaires are good, we'll do another round of serialization names.
context: And in issue 26 Future Watch will run as a one-shot.\You'll run in two issues back to back.\So they want us to test both as one-shots?\Yes.\You weren't serialized, but the fact they're taking these kind of unique measures\means the editor-in-chief has expectations of you.\Of course, if we get a certain level of results;\if the questionnaires are good, we'll do another round of serialization names. response:	In other words, the readers will decide whether Ashirogi Muto will do a gag or a serious manga.
context: You'll run in two issues back to back.\So they want us to test both as one-shots?\Yes.\You weren't serialized, but the fact they're taking these kind of unique measures\means the editor-in-chief has expectations of you.\Of course, if we get a certain level of results;\if the questionnaires are good, we'll do another round of serialization names.\In other words, the readers will decide whether Ashirogi Muto will do a gag or a serious manga. response:	We did it. Back to back one-shots.
context: So they want us to test both as one-shots?\Yes.\You weren't serialized, but the fact they're taking these kind of unique measures\means the editor-in-chief has expectations of you.\Of course, if we get a certain level of results;\if the questionnaires are good, we'll do another round of serialization names.\In other words, the readers will decide whether Ashirogi Muto will do a gag or a serious manga.\We did it. Back to back one-shots. response:	I'm sure the readers will want Ashirogi Muto to do a serious manga over a gag one.
context: Yes.\You weren't serialized, but the fact they're taking these kind of unique measures\means the editor-in-chief has expectations of you.\Of course, if we get a certain level of results;\if the questionnaires are good, we'll do another round of serialization names.\In other words, the readers will decide whether Ashirogi Muto will do a gag or a serious manga.\We did it. Back to back one-shots.\I'm sure the readers will want Ashirogi Muto to do a serious manga over a gag one. response:	Then it'll prove who's right, us or Miura-san.
context: You weren't serialized, but the fact they're taking these kind of unique measures\means the editor-in-chief has expectations of you.\Of course, if we get a certain level of results;\if the questionnaires are good, we'll do another round of serialization names.\In other words, the readers will decide whether Ashirogi Muto will do a gag or a serious manga.\We did it. Back to back one-shots.\I'm sure the readers will want Ashirogi Muto to do a serious manga over a gag one.\Then it'll prove who's right, us or Miura-san. response:	Even so, I'm surprised even the editorial department judged TEN to be a maybe-yes.
context: means the editor-in-chief has expectations of you.\Of course, if we get a certain level of results;\if the questionnaires are good, we'll do another round of serialization names.\In other words, the readers will decide whether Ashirogi Muto will do a gag or a serious manga.\We did it. Back to back one-shots.\I'm sure the readers will want Ashirogi Muto to do a serious manga over a gag one.\Then it'll prove who's right, us or Miura-san.\Even so, I'm surprised even the editorial department judged TEN to be a maybe-yes. response:	Do you think I have a good sense for gags?
context: Of course, if we get a certain level of results;\if the questionnaires are good, we'll do another round of serialization names.\In other words, the readers will decide whether Ashirogi Muto will do a gag or a serious manga.\We did it. Back to back one-shots.\I'm sure the readers will want Ashirogi Muto to do a serious manga over a gag one.\Then it'll prove who's right, us or Miura-san.\Even so, I'm surprised even the editorial department judged TEN to be a maybe-yes.\Do you think I have a good sense for gags? response:	I got the impression the gags in TEN were forced and had an old man flavor to them.
context: if the questionnaires are good, we'll do another round of serialization names.\In other words, the readers will decide whether Ashirogi Muto will do a gag or a serious manga.\We did it. Back to back one-shots.\I'm sure the readers will want Ashirogi Muto to do a serious manga over a gag one.\Then it'll prove who's right, us or Miura-san.\Even so, I'm surprised even the editorial department judged TEN to be a maybe-yes.\Do you think I have a good sense for gags?\I got the impression the gags in TEN were forced and had an old man flavor to them. response:	Yeah, you're right. From what I've seen, it's best to go with more sensory and surreal humor.
context: In other words, the readers will decide whether Ashirogi Muto will do a gag or a serious manga.\We did it. Back to back one-shots.\I'm sure the readers will want Ashirogi Muto to do a serious manga over a gag one.\Then it'll prove who's right, us or Miura-san.\Even so, I'm surprised even the editorial department judged TEN to be a maybe-yes.\Do you think I have a good sense for gags?\I got the impression the gags in TEN were forced and had an old man flavor to them.\Yeah, you're right. From what I've seen, it's best to go with more sensory and surreal humor. response:	Your old style is too cliche.
context: We did it. Back to back one-shots.\I'm sure the readers will want Ashirogi Muto to do a serious manga over a gag one.\Then it'll prove who's right, us or Miura-san.\Even so, I'm surprised even the editorial department judged TEN to be a maybe-yes.\Do you think I have a good sense for gags?\I got the impression the gags in TEN were forced and had an old man flavor to them.\Yeah, you're right. From what I've seen, it's best to go with more sensory and surreal humor.\Your old style is too cliche. response:	Do my gags really have such a stink of oldness to them?
context: I'm sure the readers will want Ashirogi Muto to do a serious manga over a gag one.\Then it'll prove who's right, us or Miura-san.\Even so, I'm surprised even the editorial department judged TEN to be a maybe-yes.\Do you think I have a good sense for gags?\I got the impression the gags in TEN were forced and had an old man flavor to them.\Yeah, you're right. From what I've seen, it's best to go with more sensory and surreal humor.\Your old style is too cliche.\Do my gags really have such a stink of oldness to them? response:	I'm not saying they're not funny. They're just a little too old-man-ish.
context: Then it'll prove who's right, us or Miura-san.\Even so, I'm surprised even the editorial department judged TEN to be a maybe-yes.\Do you think I have a good sense for gags?\I got the impression the gags in TEN were forced and had an old man flavor to them.\Yeah, you're right. From what I've seen, it's best to go with more sensory and surreal humor.\Your old style is too cliche.\Do my gags really have such a stink of oldness to them?\I'm not saying they're not funny. They're just a little too old-man-ish. response:	But it's not exactly habitual...
context: Even so, I'm surprised even the editorial department judged TEN to be a maybe-yes.\Do you think I have a good sense for gags?\I got the impression the gags in TEN were forced and had an old man flavor to them.\Yeah, you're right. From what I've seen, it's best to go with more sensory and surreal humor.\Your old style is too cliche.\Do my gags really have such a stink of oldness to them?\I'm not saying they're not funny. They're just a little too old-man-ish.\But it's not exactly habitual... response:	It's Takahama-san.
context: Do you think I have a good sense for gags?\I got the impression the gags in TEN were forced and had an old man flavor to them.\Yeah, you're right. From what I've seen, it's best to go with more sensory and surreal humor.\Your old style is too cliche.\Do my gags really have such a stink of oldness to them?\I'm not saying they're not funny. They're just a little too old-man-ish.\But it's not exactly habitual...\It's Takahama-san. response:	Hello?
context: I got the impression the gags in TEN were forced and had an old man flavor to them.\Yeah, you're right. From what I've seen, it's best to go with more sensory and surreal humor.\Your old style is too cliche.\Do my gags really have such a stink of oldness to them?\I'm not saying they're not funny. They're just a little too old-man-ish.\But it's not exactly habitual...\It's Takahama-san.\Hello? response:	Mashiro-san, they just decided I'll be serialized!
context: Yeah, you're right. From what I've seen, it's best to go with more sensory and surreal humor.\Your old style is too cliche.\Do my gags really have such a stink of oldness to them?\I'm not saying they're not funny. They're just a little too old-man-ish.\But it's not exactly habitual...\It's Takahama-san.\Hello?\Mashiro-san, they just decided I'll be serialized! response:	Congratulations!
context: Your old style is too cliche.\Do my gags really have such a stink of oldness to them?\I'm not saying they're not funny. They're just a little too old-man-ish.\But it's not exactly habitual...\It's Takahama-san.\Hello?\Mashiro-san, they just decided I'll be serialized!\Congratulations! response:	Serialization?
context: Do my gags really have such a stink of oldness to them?\I'm not saying they're not funny. They're just a little too old-man-ish.\But it's not exactly habitual...\It's Takahama-san.\Hello?\Mashiro-san, they just decided I'll be serialized!\Congratulations!\Serialization? response:	Let me say congrats, too.
context: I'm not saying they're not funny. They're just a little too old-man-ish.\But it's not exactly habitual...\It's Takahama-san.\Hello?\Mashiro-san, they just decided I'll be serialized!\Congratulations!\Serialization?\Let me say congrats, too. response:	It's Takagi, congratulations.
context: But it's not exactly habitual...\It's Takahama-san.\Hello?\Mashiro-san, they just decided I'll be serialized!\Congratulations!\Serialization?\Let me say congrats, too.\It's Takagi, congratulations. response:	Thank you very much.
context: It's Takahama-san.\Hello?\Mashiro-san, they just decided I'll be serialized!\Congratulations!\Serialization?\Let me say congrats, too.\It's Takagi, congratulations.\Thank you very much. response:	I think it's thanks to you guys, Takagi-san.
context: Hello?\Mashiro-san, they just decided I'll be serialized!\Congratulations!\Serialization?\Let me say congrats, too.\It's Takagi, congratulations.\Thank you very much.\I think it's thanks to you guys, Takagi-san. response:	Takahama-san is having a meeting right away, today.
context: Mashiro-san, they just decided I'll be serialized!\Congratulations!\Serialization?\Let me say congrats, too.\It's Takagi, congratulations.\Thank you very much.\I think it's thanks to you guys, Takagi-san.\Takahama-san is having a meeting right away, today. response:	We have ours the day after tomorrow.
context: Congratulations!\Serialization?\Let me say congrats, too.\It's Takagi, congratulations.\Thank you very much.\I think it's thanks to you guys, Takagi-san.\Takahama-san is having a meeting right away, today.\We have ours the day after tomorrow. response:	Makes sense.
context: Serialization?\Let me say congrats, too.\It's Takagi, congratulations.\Thank you very much.\I think it's thanks to you guys, Takagi-san.\Takahama-san is having a meeting right away, today.\We have ours the day after tomorrow.\Makes sense. response:	Obviously the serialized one would take priority.
context: Let me say congrats, too.\It's Takagi, congratulations.\Thank you very much.\I think it's thanks to you guys, Takagi-san.\Takahama-san is having a meeting right away, today.\We have ours the day after tomorrow.\Makes sense.\Obviously the serialized one would take priority. response:	We've really been overtaken by Takahama-san.
context: It's Takagi, congratulations.\Thank you very much.\I think it's thanks to you guys, Takagi-san.\Takahama-san is having a meeting right away, today.\We have ours the day after tomorrow.\Makes sense.\Obviously the serialized one would take priority.\We've really been overtaken by Takahama-san. response:	Sorry for taking so long.
context: Thank you very much.\I think it's thanks to you guys, Takagi-san.\Takahama-san is having a meeting right away, today.\We have ours the day after tomorrow.\Makes sense.\Obviously the serialized one would take priority.\We've really been overtaken by Takahama-san.\Sorry for taking so long. response:	Things suddenly got really busy.
context: I think it's thanks to you guys, Takagi-san.\Takahama-san is having a meeting right away, today.\We have ours the day after tomorrow.\Makes sense.\Obviously the serialized one would take priority.\We've really been overtaken by Takahama-san.\Sorry for taking so long.\Things suddenly got really busy. response:	No, thanks for all you're doing.
context: Takahama-san is having a meeting right away, today.\We have ours the day after tomorrow.\Makes sense.\Obviously the serialized one would take priority.\We've really been overtaken by Takahama-san.\Sorry for taking so long.\Things suddenly got really busy.\No, thanks for all you're doing. response:	I know we're rushing into things, but here are the results from the serialization meeting...
context: We have ours the day after tomorrow.\Makes sense.\Obviously the serialized one would take priority.\We've really been overtaken by Takahama-san.\Sorry for taking so long.\Things suddenly got really busy.\No, thanks for all you're doing.\I know we're rushing into things, but here are the results from the serialization meeting... response:	Starting is Business Boy Kenichi from issue 25,
context: Makes sense.\Obviously the serialized one would take priority.\We've really been overtaken by Takahama-san.\Sorry for taking so long.\Things suddenly got really busy.\No, thanks for all you're doing.\I know we're rushing into things, but here are the results from the serialization meeting...\Starting is Business Boy Kenichi from issue 25, response:	Space Yellow Gate from issue 26,
context: Obviously the serialized one would take priority.\We've really been overtaken by Takahama-san.\Sorry for taking so long.\Things suddenly got really busy.\No, thanks for all you're doing.\I know we're rushing into things, but here are the results from the serialization meeting...\Starting is Business Boy Kenichi from issue 25,\Space Yellow Gate from issue 26, response:	and ending are Kaitou Cheater and Kuroobi Nine!!.
context: We've really been overtaken by Takahama-san.\Sorry for taking so long.\Things suddenly got really busy.\No, thanks for all you're doing.\I know we're rushing into things, but here are the results from the serialization meeting...\Starting is Business Boy Kenichi from issue 25,\Space Yellow Gate from issue 26,\and ending are Kaitou Cheater and Kuroobi Nine!!. response:	So Cheater ended after all, huh?
context: Sorry for taking so long.\Things suddenly got really busy.\No, thanks for all you're doing.\I know we're rushing into things, but here are the results from the serialization meeting...\Starting is Business Boy Kenichi from issue 25,\Space Yellow Gate from issue 26,\and ending are Kaitou Cheater and Kuroobi Nine!!.\So Cheater ended after all, huh? response:	Also, the opinions for TEN were generally high assessments, but...
context: Things suddenly got really busy.\No, thanks for all you're doing.\I know we're rushing into things, but here are the results from the serialization meeting...\Starting is Business Boy Kenichi from issue 25,\Space Yellow Gate from issue 26,\and ending are Kaitou Cheater and Kuroobi Nine!!.\So Cheater ended after all, huh?\Also, the opinions for TEN were generally high assessments, but... response:	they said it wouldn't hurt to have a longer break since TRAP ended.
context: No, thanks for all you're doing.\I know we're rushing into things, but here are the results from the serialization meeting...\Starting is Business Boy Kenichi from issue 25,\Space Yellow Gate from issue 26,\and ending are Kaitou Cheater and Kuroobi Nine!!.\So Cheater ended after all, huh?\Also, the opinions for TEN were generally high assessments, but...\they said it wouldn't hurt to have a longer break since TRAP ended. response:	So we're making it a one-shot.
context: I know we're rushing into things, but here are the results from the serialization meeting...\Starting is Business Boy Kenichi from issue 25,\Space Yellow Gate from issue 26,\and ending are Kaitou Cheater and Kuroobi Nine!!.\So Cheater ended after all, huh?\Also, the opinions for TEN were generally high assessments, but...\they said it wouldn't hurt to have a longer break since TRAP ended.\So we're making it a one-shot. response:	Is that all?
context: Starting is Business Boy Kenichi from issue 25,\Space Yellow Gate from issue 26,\and ending are Kaitou Cheater and Kuroobi Nine!!.\So Cheater ended after all, huh?\Also, the opinions for TEN were generally high assessments, but...\they said it wouldn't hurt to have a longer break since TRAP ended.\So we're making it a one-shot.\Is that all? response:	For the most part.
context: Space Yellow Gate from issue 26,\and ending are Kaitou Cheater and Kuroobi Nine!!.\So Cheater ended after all, huh?\Also, the opinions for TEN were generally high assessments, but...\they said it wouldn't hurt to have a longer break since TRAP ended.\So we're making it a one-shot.\Is that all?\For the most part. response:	What about Future Watch in the Monthly Award?
context: and ending are Kaitou Cheater and Kuroobi Nine!!.\So Cheater ended after all, huh?\Also, the opinions for TEN were generally high assessments, but...\they said it wouldn't hurt to have a longer break since TRAP ended.\So we're making it a one-shot.\Is that all?\For the most part.\What about Future Watch in the Monthly Award? response:	Ah, right...
context: So Cheater ended after all, huh?\Also, the opinions for TEN were generally high assessments, but...\they said it wouldn't hurt to have a longer break since TRAP ended.\So we're making it a one-shot.\Is that all?\For the most part.\What about Future Watch in the Monthly Award?\Ah, right... response:	All the judges evaluated Future Watch to be the best work in the Monthly Award.
context: Also, the opinions for TEN were generally high assessments, but...\they said it wouldn't hurt to have a longer break since TRAP ended.\So we're making it a one-shot.\Is that all?\For the most part.\What about Future Watch in the Monthly Award?\Ah, right...\All the judges evaluated Future Watch to be the best work in the Monthly Award. response:	Both the story and the artwork got a 5 out of 5.
context: they said it wouldn't hurt to have a longer break since TRAP ended.\So we're making it a one-shot.\Is that all?\For the most part.\What about Future Watch in the Monthly Award?\Ah, right...\All the judges evaluated Future Watch to be the best work in the Monthly Award.\Both the story and the artwork got a 5 out of 5. response:	Only the characters got a 3.
context: So we're making it a one-shot.\Is that all?\For the most part.\What about Future Watch in the Monthly Award?\Ah, right...\All the judges evaluated Future Watch to be the best work in the Monthly Award.\Both the story and the artwork got a 5 out of 5.\Only the characters got a 3. response:	Man, the characters!
context: Is that all?\For the most part.\What about Future Watch in the Monthly Award?\Ah, right...\All the judges evaluated Future Watch to be the best work in the Monthly Award.\Both the story and the artwork got a 5 out of 5.\Only the characters got a 3.\Man, the characters! response:	However, if you consider that this evaluation is comparing you pros to newcomers,
context: For the most part.\What about Future Watch in the Monthly Award?\Ah, right...\All the judges evaluated Future Watch to be the best work in the Monthly Award.\Both the story and the artwork got a 5 out of 5.\Only the characters got a 3.\Man, the characters!\However, if you consider that this evaluation is comparing you pros to newcomers, response:	it's the expected result.
context: What about Future Watch in the Monthly Award?\Ah, right...\All the judges evaluated Future Watch to be the best work in the Monthly Award.\Both the story and the artwork got a 5 out of 5.\Only the characters got a 3.\Man, the characters!\However, if you consider that this evaluation is comparing you pros to newcomers,\it's the expected result. response:	Yes.
context: Ah, right...\All the judges evaluated Future Watch to be the best work in the Monthly Award.\Both the story and the artwork got a 5 out of 5.\Only the characters got a 3.\Man, the characters!\However, if you consider that this evaluation is comparing you pros to newcomers,\it's the expected result.\Yes. response:	Well, I've said this much, so I guess I'll explain everything.
context: All the judges evaluated Future Watch to be the best work in the Monthly Award.\Both the story and the artwork got a 5 out of 5.\Only the characters got a 3.\Man, the characters!\However, if you consider that this evaluation is comparing you pros to newcomers,\it's the expected result.\Yes.\Well, I've said this much, so I guess I'll explain everything. response:	I've heard there were some who thought it might be fine to just serialize TEN,
context: Both the story and the artwork got a 5 out of 5.\Only the characters got a 3.\Man, the characters!\However, if you consider that this evaluation is comparing you pros to newcomers,\it's the expected result.\Yes.\Well, I've said this much, so I guess I'll explain everything.\I've heard there were some who thought it might be fine to just serialize TEN, response:	but some thought going with Future Watch might be better.
context: Only the characters got a 3.\Man, the characters!\However, if you consider that this evaluation is comparing you pros to newcomers,\it's the expected result.\Yes.\Well, I've said this much, so I guess I'll explain everything.\I've heard there were some who thought it might be fine to just serialize TEN,\but some thought going with Future Watch might be better. response:	So the editor-in-chief decided to do both as one-shots.
context: Man, the characters!\However, if you consider that this evaluation is comparing you pros to newcomers,\it's the expected result.\Yes.\Well, I've said this much, so I guess I'll explain everything.\I've heard there were some who thought it might be fine to just serialize TEN,\but some thought going with Future Watch might be better.\So the editor-in-chief decided to do both as one-shots. response:	You must be glad.
context: However, if you consider that this evaluation is comparing you pros to newcomers,\it's the expected result.\Yes.\Well, I've said this much, so I guess I'll explain everything.\I've heard there were some who thought it might be fine to just serialize TEN,\but some thought going with Future Watch might be better.\So the editor-in-chief decided to do both as one-shots.\You must be glad. response:	It's the best possible result.
context: it's the expected result.\Yes.\Well, I've said this much, so I guess I'll explain everything.\I've heard there were some who thought it might be fine to just serialize TEN,\but some thought going with Future Watch might be better.\So the editor-in-chief decided to do both as one-shots.\You must be glad.\It's the best possible result. response:	S-Sorry.
context: Yes.\Well, I've said this much, so I guess I'll explain everything.\I've heard there were some who thought it might be fine to just serialize TEN,\but some thought going with Future Watch might be better.\So the editor-in-chief decided to do both as one-shots.\You must be glad.\It's the best possible result.\S-Sorry. response:	What're you apologizing for?
context: Well, I've said this much, so I guess I'll explain everything.\I've heard there were some who thought it might be fine to just serialize TEN,\but some thought going with Future Watch might be better.\So the editor-in-chief decided to do both as one-shots.\You must be glad.\It's the best possible result.\S-Sorry.\What're you apologizing for? response:	It's good to aim to have a better work, so it has more support from readers and gets serialized.
context: I've heard there were some who thought it might be fine to just serialize TEN,\but some thought going with Future Watch might be better.\So the editor-in-chief decided to do both as one-shots.\You must be glad.\It's the best possible result.\S-Sorry.\What're you apologizing for?\It's good to aim to have a better work, so it has more support from readers and gets serialized. response:	I heard that everyone was impressed by your motivation and effort.
context: but some thought going with Future Watch might be better.\So the editor-in-chief decided to do both as one-shots.\You must be glad.\It's the best possible result.\S-Sorry.\What're you apologizing for?\It's good to aim to have a better work, so it has more support from readers and gets serialized.\I heard that everyone was impressed by your motivation and effort. response:	Thank you very much.
context: So the editor-in-chief decided to do both as one-shots.\You must be glad.\It's the best possible result.\S-Sorry.\What're you apologizing for?\It's good to aim to have a better work, so it has more support from readers and gets serialized.\I heard that everyone was impressed by your motivation and effort.\Thank you very much. response:	If the two one-shots get good results,
context: You must be glad.\It's the best possible result.\S-Sorry.\What're you apologizing for?\It's good to aim to have a better work, so it has more support from readers and gets serialized.\I heard that everyone was impressed by your motivation and effort.\Thank you very much.\If the two one-shots get good results, response:	it'll be okay to go for serialization, right?
context: It's the best possible result.\S-Sorry.\What're you apologizing for?\It's good to aim to have a better work, so it has more support from readers and gets serialized.\I heard that everyone was impressed by your motivation and effort.\Thank you very much.\If the two one-shots get good results,\it'll be okay to go for serialization, right? response:	Should be. If they get the results, that is.
context: S-Sorry.\What're you apologizing for?\It's good to aim to have a better work, so it has more support from readers and gets serialized.\I heard that everyone was impressed by your motivation and effort.\Thank you very much.\If the two one-shots get good results,\it'll be okay to go for serialization, right?\Should be. If they get the results, that is. response:	About what rank do you think?
context: What're you apologizing for?\It's good to aim to have a better work, so it has more support from readers and gets serialized.\I heard that everyone was impressed by your motivation and effort.\Thank you very much.\If the two one-shots get good results,\it'll be okay to go for serialization, right?\Should be. If they get the results, that is.\About what rank do you think? response:	There's no set number, but probably...
context: It's good to aim to have a better work, so it has more support from readers and gets serialized.\I heard that everyone was impressed by your motivation and effort.\Thank you very much.\If the two one-shots get good results,\it'll be okay to go for serialization, right?\Should be. If they get the results, that is.\About what rank do you think?\There's no set number, but probably... response:	We want to get in the single-digits.
context: I heard that everyone was impressed by your motivation and effort.\Thank you very much.\If the two one-shots get good results,\it'll be okay to go for serialization, right?\Should be. If they get the results, that is.\About what rank do you think?\There's no set number, but probably...\We want to get in the single-digits. response:	In terms of votes, 150. If we get 150 votes, we'll stay out of the double digits.
context: Thank you very much.\If the two one-shots get good results,\it'll be okay to go for serialization, right?\Should be. If they get the results, that is.\About what rank do you think?\There's no set number, but probably...\We want to get in the single-digits.\In terms of votes, 150. If we get 150 votes, we'll stay out of the double digits. response:	But the editorial department has high hopes for you two.
context: If the two one-shots get good results,\it'll be okay to go for serialization, right?\Should be. If they get the results, that is.\About what rank do you think?\There's no set number, but probably...\We want to get in the single-digits.\In terms of votes, 150. If we get 150 votes, we'll stay out of the double digits.\But the editorial department has high hopes for you two. response:	So then... 5th!
context: it'll be okay to go for serialization, right?\Should be. If they get the results, that is.\About what rank do you think?\There's no set number, but probably...\We want to get in the single-digits.\In terms of votes, 150. If we get 150 votes, we'll stay out of the double digits.\But the editorial department has high hopes for you two.\So then... 5th! response:	We want to get 5th.
context: Should be. If they get the results, that is.\About what rank do you think?\There's no set number, but probably...\We want to get in the single-digits.\In terms of votes, 150. If we get 150 votes, we'll stay out of the double digits.\But the editorial department has high hopes for you two.\So then... 5th!\We want to get 5th. response:	5th...
context: About what rank do you think?\There's no set number, but probably...\We want to get in the single-digits.\In terms of votes, 150. If we get 150 votes, we'll stay out of the double digits.\But the editorial department has high hopes for you two.\So then... 5th!\We want to get 5th.\5th... response:	Huh... Hold on a second.
context: There's no set number, but probably...\We want to get in the single-digits.\In terms of votes, 150. If we get 150 votes, we'll stay out of the double digits.\But the editorial department has high hopes for you two.\So then... 5th!\We want to get 5th.\5th...\Huh... Hold on a second. response:	Aren't the two issues the new series are starting in...
context: We want to get in the single-digits.\In terms of votes, 150. If we get 150 votes, we'll stay out of the double digits.\But the editorial department has high hopes for you two.\So then... 5th!\We want to get 5th.\5th...\Huh... Hold on a second.\Aren't the two issues the new series are starting in... response:	The same as TEN in issue 25, Business Boy Kenichi,
context: In terms of votes, 150. If we get 150 votes, we'll stay out of the double digits.\But the editorial department has high hopes for you two.\So then... 5th!\We want to get 5th.\5th...\Huh... Hold on a second.\Aren't the two issues the new series are starting in...\The same as TEN in issue 25, Business Boy Kenichi, response:	and the same one as Future Watch in issue 26, Space Yellow Gate?
context: But the editorial department has high hopes for you two.\So then... 5th!\We want to get 5th.\5th...\Huh... Hold on a second.\Aren't the two issues the new series are starting in...\The same as TEN in issue 25, Business Boy Kenichi,\and the same one as Future Watch in issue 26, Space Yellow Gate? response:	Exactly. This is very unusual.
context: So then... 5th!\We want to get 5th.\5th...\Huh... Hold on a second.\Aren't the two issues the new series are starting in...\The same as TEN in issue 25, Business Boy Kenichi,\and the same one as Future Watch in issue 26, Space Yellow Gate?\Exactly. This is very unusual. response:	With one-shots running in the same issues as new series,
context: We want to get 5th.\5th...\Huh... Hold on a second.\Aren't the two issues the new series are starting in...\The same as TEN in issue 25, Business Boy Kenichi,\and the same one as Future Watch in issue 26, Space Yellow Gate?\Exactly. This is very unusual.\With one-shots running in the same issues as new series, response:	most of the votes are likely to flow toward the new series.
context: 5th...\Huh... Hold on a second.\Aren't the two issues the new series are starting in...\The same as TEN in issue 25, Business Boy Kenichi,\and the same one as Future Watch in issue 26, Space Yellow Gate?\Exactly. This is very unusual.\With one-shots running in the same issues as new series,\most of the votes are likely to flow toward the new series. response:	it'll be extremely easy for the votes to flow toward the new series.
context: Huh... Hold on a second.\Aren't the two issues the new series are starting in...\The same as TEN in issue 25, Business Boy Kenichi,\and the same one as Future Watch in issue 26, Space Yellow Gate?\Exactly. This is very unusual.\With one-shots running in the same issues as new series,\most of the votes are likely to flow toward the new series.\it'll be extremely easy for the votes to flow toward the new series. response:	it'll be extremely easy for the votes to flow toward the new series.
context: Aren't the two issues the new series are starting in...\The same as TEN in issue 25, Business Boy Kenichi,\and the same one as Future Watch in issue 26, Space Yellow Gate?\Exactly. This is very unusual.\With one-shots running in the same issues as new series,\most of the votes are likely to flow toward the new series.\it'll be extremely easy for the votes to flow toward the new series.\it'll be extremely easy for the votes to flow toward the new series. response:	it'll be extremely easy for the votes to flow toward the new series.
context: The same as TEN in issue 25, Business Boy Kenichi,\and the same one as Future Watch in issue 26, Space Yellow Gate?\Exactly. This is very unusual.\With one-shots running in the same issues as new series,\most of the votes are likely to flow toward the new series.\it'll be extremely easy for the votes to flow toward the new series.\it'll be extremely easy for the votes to flow toward the new series.\it'll be extremely easy for the votes to flow toward the new series. response:	There isn't a case like this too often, is there?
context: and the same one as Future Watch in issue 26, Space Yellow Gate?\Exactly. This is very unusual.\With one-shots running in the same issues as new series,\most of the votes are likely to flow toward the new series.\it'll be extremely easy for the votes to flow toward the new series.\it'll be extremely easy for the votes to flow toward the new series.\it'll be extremely easy for the votes to flow toward the new series.\There isn't a case like this too often, is there? response:	The editorial department wants to see how they'd fare against new series.
context: Exactly. This is very unusual.\With one-shots running in the same issues as new series,\most of the votes are likely to flow toward the new series.\it'll be extremely easy for the votes to flow toward the new series.\it'll be extremely easy for the votes to flow toward the new series.\it'll be extremely easy for the votes to flow toward the new series.\There isn't a case like this too often, is there?\The editorial department wants to see how they'd fare against new series. response:	We'll make our goal to be getting higher than the new series!
context: With one-shots running in the same issues as new series,\most of the votes are likely to flow toward the new series.\it'll be extremely easy for the votes to flow toward the new series.\it'll be extremely easy for the votes to flow toward the new series.\it'll be extremely easy for the votes to flow toward the new series.\There isn't a case like this too often, is there?\The editorial department wants to see how they'd fare against new series.\We'll make our goal to be getting higher than the new series! response:	Understood.
context: most of the votes are likely to flow toward the new series.\it'll be extremely easy for the votes to flow toward the new series.\it'll be extremely easy for the votes to flow toward the new series.\it'll be extremely easy for the votes to flow toward the new series.\There isn't a case like this too often, is there?\The editorial department wants to see how they'd fare against new series.\We'll make our goal to be getting higher than the new series!\Understood. response:	Okay. Then let's start the meeting for how to alter TEN into a one-shot form!
context: it'll be extremely easy for the votes to flow toward the new series.\it'll be extremely easy for the votes to flow toward the new series.\it'll be extremely easy for the votes to flow toward the new series.\There isn't a case like this too often, is there?\The editorial department wants to see how they'd fare against new series.\We'll make our goal to be getting higher than the new series!\Understood.\Okay. Then let's start the meeting for how to alter TEN into a one-shot form! response:	We'll condense chapter 1 into 45 pages.
