context: Mitaka Jin response:	Letter of Exam Success
context: Is there anyone cuter than her?\What?\I said I've got something I have to do today.\You're no fun.\Next time, then. Promise?\She's kinda sexy, isn't she?\Her personality's beyond belief, though.\I wonder if she'd let me response:	What do you think you're doing?
context: What?\I said I've got something I have to do today.\You're no fun.\Next time, then. Promise?\She's kinda sexy, isn't she?\Her personality's beyond belief, though.\I wonder if she'd let me\What do you think you're doing? response:	Don't mess with me!
context: I said I've got something I have to do today.\You're no fun.\Next time, then. Promise?\She's kinda sexy, isn't she?\Her personality's beyond belief, though.\I wonder if she'd let me\What do you think you're doing?\Don't mess with me! response:	Yay! All done!
context: You're no fun.\Next time, then. Promise?\She's kinda sexy, isn't she?\Her personality's beyond belief, though.\I wonder if she'd let me\What do you think you're doing?\Don't mess with me!\Yay! All done! response:	Impressive.
context: Next time, then. Promise?\She's kinda sexy, isn't she?\Her personality's beyond belief, though.\I wonder if she'd let me\What do you think you're doing?\Don't mess with me!\Yay! All done!\Impressive. response:	Kamiigusa again? There's nothing we can do about her.
context: She's kinda sexy, isn't she?\Her personality's beyond belief, though.\I wonder if she'd let me\What do you think you're doing?\Don't mess with me!\Yay! All done!\Impressive.\Kamiigusa again? There's nothing we can do about her. response:	You have your work cut out with that one.
context: Her personality's beyond belief, though.\I wonder if she'd let me\What do you think you're doing?\Don't mess with me!\Yay! All done!\Impressive.\Kamiigusa again? There's nothing we can do about her.\You have your work cut out with that one. response:	Ow.
context: I wonder if she'd let me\What do you think you're doing?\Don't mess with me!\Yay! All done!\Impressive.\Kamiigusa again? There's nothing we can do about her.\You have your work cut out with that one.\Ow. response:	What am I doing?
context: What do you think you're doing?\Don't mess with me!\Yay! All done!\Impressive.\Kamiigusa again? There's nothing we can do about her.\You have your work cut out with that one.\Ow.\What am I doing? response:	Did you get in a fight again?
context: Don't mess with me!\Yay! All done!\Impressive.\Kamiigusa again? There's nothing we can do about her.\You have your work cut out with that one.\Ow.\What am I doing?\Did you get in a fight again? response:	How many times is this now?
context: Yay! All done!\Impressive.\Kamiigusa again? There's nothing we can do about her.\You have your work cut out with that one.\Ow.\What am I doing?\Did you get in a fight again?\How many times is this now? response:	Ow!
context: Impressive.\Kamiigusa again? There's nothing we can do about her.\You have your work cut out with that one.\Ow.\What am I doing?\Did you get in a fight again?\How many times is this now?\Ow! response:	What are you doing, Fuuka?
context: Kamiigusa again? There's nothing we can do about her.\You have your work cut out with that one.\Ow.\What am I doing?\Did you get in a fight again?\How many times is this now?\Ow!\What are you doing, Fuuka? response:	Your heart's pounding.
context: You have your work cut out with that one.\Ow.\What am I doing?\Did you get in a fight again?\How many times is this now?\Ow!\What are you doing, Fuuka?\Your heart's pounding. response:	So is yours.
context: Ow.\What am I doing?\Did you get in a fight again?\How many times is this now?\Ow!\What are you doing, Fuuka?\Your heart's pounding.\So is yours. response:	I can't watch this anymore.
context: What am I doing?\Did you get in a fight again?\How many times is this now?\Ow!\What are you doing, Fuuka?\Your heart's pounding.\So is yours.\I can't watch this anymore. response:	Watch what?
context: Did you get in a fight again?\How many times is this now?\Ow!\What are you doing, Fuuka?\Your heart's pounding.\So is yours.\I can't watch this anymore.\Watch what? response:	I can't watch Misaki hurt you anymore.
context: How many times is this now?\Ow!\What are you doing, Fuuka?\Your heart's pounding.\So is yours.\I can't watch this anymore.\Watch what?\I can't watch Misaki hurt you anymore. response:	I'm not...
context: Ow!\What are you doing, Fuuka?\Your heart's pounding.\So is yours.\I can't watch this anymore.\Watch what?\I can't watch Misaki hurt you anymore.\I'm not... response:	Your heart just leaped, didn't it?
context: What are you doing, Fuuka?\Your heart's pounding.\So is yours.\I can't watch this anymore.\Watch what?\I can't watch Misaki hurt you anymore.\I'm not...\Your heart just leaped, didn't it? response:	I won't hurt you.
context: Your heart's pounding.\So is yours.\I can't watch this anymore.\Watch what?\I can't watch Misaki hurt you anymore.\I'm not...\Your heart just leaped, didn't it?\I won't hurt you. response:	Maybe I wouldn't have been running in circles if I'd noticed sooner.
context: So is yours.\I can't watch this anymore.\Watch what?\I can't watch Misaki hurt you anymore.\I'm not...\Your heart just leaped, didn't it?\I won't hurt you.\Maybe I wouldn't have been running in circles if I'd noticed sooner. response:	See you tomorrow.
context: I can't watch this anymore.\Watch what?\I can't watch Misaki hurt you anymore.\I'm not...\Your heart just leaped, didn't it?\I won't hurt you.\Maybe I wouldn't have been running in circles if I'd noticed sooner.\See you tomorrow. response:	Time for dinner.
context: Watch what?\I can't watch Misaki hurt you anymore.\I'm not...\Your heart just leaped, didn't it?\I won't hurt you.\Maybe I wouldn't have been running in circles if I'd noticed sooner.\See you tomorrow.\Time for dinner. response:	Misaki, we made your favorite! Crab!
context: I can't watch Misaki hurt you anymore.\I'm not...\Your heart just leaped, didn't it?\I won't hurt you.\Maybe I wouldn't have been running in circles if I'd noticed sooner.\See you tomorrow.\Time for dinner.\Misaki, we made your favorite! Crab! response:	Come and get it.
context: I'm not...\Your heart just leaped, didn't it?\I won't hurt you.\Maybe I wouldn't have been running in circles if I'd noticed sooner.\See you tomorrow.\Time for dinner.\Misaki, we made your favorite! Crab!\Come and get it. response:	Your parents are calling you.
context: Your heart just leaped, didn't it?\I won't hurt you.\Maybe I wouldn't have been running in circles if I'd noticed sooner.\See you tomorrow.\Time for dinner.\Misaki, we made your favorite! Crab!\Come and get it.\Your parents are calling you. response:	Yeah.
context: I won't hurt you.\Maybe I wouldn't have been running in circles if I'd noticed sooner.\See you tomorrow.\Time for dinner.\Misaki, we made your favorite! Crab!\Come and get it.\Your parents are calling you.\Yeah. response:	Let's eat.
context: Maybe I wouldn't have been running in circles if I'd noticed sooner.\See you tomorrow.\Time for dinner.\Misaki, we made your favorite! Crab!\Come and get it.\Your parents are calling you.\Yeah.\Let's eat. response:	Misaki won't show.
context: See you tomorrow.\Time for dinner.\Misaki, we made your favorite! Crab!\Come and get it.\Your parents are calling you.\Yeah.\Let's eat.\Misaki won't show. response:	She's been avoiding me lately.
context: Time for dinner.\Misaki, we made your favorite! Crab!\Come and get it.\Your parents are calling you.\Yeah.\Let's eat.\Misaki won't show.\She's been avoiding me lately. response:	Huh? Avoiding... What?!
context: Misaki, we made your favorite! Crab!\Come and get it.\Your parents are calling you.\Yeah.\Let's eat.\Misaki won't show.\She's been avoiding me lately.\Huh? Avoiding... What?! response:	But Misaki-senpai's feeling better now...
context: Come and get it.\Your parents are calling you.\Yeah.\Let's eat.\Misaki won't show.\She's been avoiding me lately.\Huh? Avoiding... What?!\But Misaki-senpai's feeling better now... response:	Why?
context: Your parents are calling you.\Yeah.\Let's eat.\Misaki won't show.\She's been avoiding me lately.\Huh? Avoiding... What?!\But Misaki-senpai's feeling better now...\Why? response:	She won't answer her phone and she doesn't answer my texts.
context: Yeah.\Let's eat.\Misaki won't show.\She's been avoiding me lately.\Huh? Avoiding... What?!\But Misaki-senpai's feeling better now...\Why?\She won't answer her phone and she doesn't answer my texts. response:	Misaki won't show.
context: Let's eat.\Misaki won't show.\She's been avoiding me lately.\Huh? Avoiding... What?!\But Misaki-senpai's feeling better now...\Why?\She won't answer her phone and she doesn't answer my texts.\Misaki won't show. response:	I'm too afraid to go see Jin.
context: Misaki won't show.\She's been avoiding me lately.\Huh? Avoiding... What?!\But Misaki-senpai's feeling better now...\Why?\She won't answer her phone and she doesn't answer my texts.\Misaki won't show.\I'm too afraid to go see Jin. response:	I feel like I'd say something mean if I did.
context: She's been avoiding me lately.\Huh? Avoiding... What?!\But Misaki-senpai's feeling better now...\Why?\She won't answer her phone and she doesn't answer my texts.\Misaki won't show.\I'm too afraid to go see Jin.\I feel like I'd say something mean if I did. response:	What?
context: Huh? Avoiding... What?!\But Misaki-senpai's feeling better now...\Why?\She won't answer her phone and she doesn't answer my texts.\Misaki won't show.\I'm too afraid to go see Jin.\I feel like I'd say something mean if I did.\What? response:	I thought I might be able to see him after I finished this scene,
context: But Misaki-senpai's feeling better now...\Why?\She won't answer her phone and she doesn't answer my texts.\Misaki won't show.\I'm too afraid to go see Jin.\I feel like I'd say something mean if I did.\What?\I thought I might be able to see him after I finished this scene, response:	but I just can't finish it.
context: Why?\She won't answer her phone and she doesn't answer my texts.\Misaki won't show.\I'm too afraid to go see Jin.\I feel like I'd say something mean if I did.\What?\I thought I might be able to see him after I finished this scene,\but I just can't finish it. response:	I don't want to finish it!
context: She won't answer her phone and she doesn't answer my texts.\Misaki won't show.\I'm too afraid to go see Jin.\I feel like I'd say something mean if I did.\What?\I thought I might be able to see him after I finished this scene,\but I just can't finish it.\I don't want to finish it! response:	Senpai...
context: Misaki won't show.\I'm too afraid to go see Jin.\I feel like I'd say something mean if I did.\What?\I thought I might be able to see him after I finished this scene,\but I just can't finish it.\I don't want to finish it!\Senpai... response:	Misaki will still come.
context: I'm too afraid to go see Jin.\I feel like I'd say something mean if I did.\What?\I thought I might be able to see him after I finished this scene,\but I just can't finish it.\I don't want to finish it!\Senpai...\Misaki will still come. response:	Nanami will bring her.
context: I feel like I'd say something mean if I did.\What?\I thought I might be able to see him after I finished this scene,\but I just can't finish it.\I don't want to finish it!\Senpai...\Misaki will still come.\Nanami will bring her. response:	I'm really glad I came to Suimei High.
context: What?\I thought I might be able to see him after I finished this scene,\but I just can't finish it.\I don't want to finish it!\Senpai...\Misaki will still come.\Nanami will bring her.\I'm really glad I came to Suimei High. response:	Do you want this?
context: I thought I might be able to see him after I finished this scene,\but I just can't finish it.\I don't want to finish it!\Senpai...\Misaki will still come.\Nanami will bring her.\I'm really glad I came to Suimei High.\Do you want this? response:	Thanks!
context: but I just can't finish it.\I don't want to finish it!\Senpai...\Misaki will still come.\Nanami will bring her.\I'm really glad I came to Suimei High.\Do you want this?\Thanks! response:	There you are, Kamiigusa.
context: I don't want to finish it!\Senpai...\Misaki will still come.\Nanami will bring her.\I'm really glad I came to Suimei High.\Do you want this?\Thanks!\There you are, Kamiigusa. response:	Sensei.
context: Senpai...\Misaki will still come.\Nanami will bring her.\I'm really glad I came to Suimei High.\Do you want this?\Thanks!\There you are, Kamiigusa.\Sensei. response:	Oopsy-daisy.
context: Misaki will still come.\Nanami will bring her.\I'm really glad I came to Suimei High.\Do you want this?\Thanks!\There you are, Kamiigusa.\Sensei.\Oopsy-daisy. response:	Did you come to deliver your last words, Master?
context: Nanami will bring her.\I'm really glad I came to Suimei High.\Do you want this?\Thanks!\There you are, Kamiigusa.\Sensei.\Oopsy-daisy.\Did you come to deliver your last words, Master? response:	I'm not dying yet.
context: I'm really glad I came to Suimei High.\Do you want this?\Thanks!\There you are, Kamiigusa.\Sensei.\Oopsy-daisy.\Did you come to deliver your last words, Master?\I'm not dying yet. response:	You're going soft, Master.
context: Do you want this?\Thanks!\There you are, Kamiigusa.\Sensei.\Oopsy-daisy.\Did you come to deliver your last words, Master?\I'm not dying yet.\You're going soft, Master. response:	What's that?
context: Thanks!\There you are, Kamiigusa.\Sensei.\Oopsy-daisy.\Did you come to deliver your last words, Master?\I'm not dying yet.\You're going soft, Master.\What's that? response:	Suimei University of the Arts High School?
context: There you are, Kamiigusa.\Sensei.\Oopsy-daisy.\Did you come to deliver your last words, Master?\I'm not dying yet.\You're going soft, Master.\What's that?\Suimei University of the Arts High School? response:	There are no aliens like you in this tiny town.
context: Sensei.\Oopsy-daisy.\Did you come to deliver your last words, Master?\I'm not dying yet.\You're going soft, Master.\What's that?\Suimei University of the Arts High School?\There are no aliens like you in this tiny town. response:	But if you go to that school, you might find others like you...
context: Oopsy-daisy.\Did you come to deliver your last words, Master?\I'm not dying yet.\You're going soft, Master.\What's that?\Suimei University of the Arts High School?\There are no aliens like you in this tiny town.\But if you go to that school, you might find others like you... response:	who have found their way onto this planet.
context: Did you come to deliver your last words, Master?\I'm not dying yet.\You're going soft, Master.\What's that?\Suimei University of the Arts High School?\There are no aliens like you in this tiny town.\But if you go to that school, you might find others like you...\who have found their way onto this planet. response:	Why don't you try applying here?
context: I'm not dying yet.\You're going soft, Master.\What's that?\Suimei University of the Arts High School?\There are no aliens like you in this tiny town.\But if you go to that school, you might find others like you...\who have found their way onto this planet.\Why don't you try applying here? response:	Like me...
context: You're going soft, Master.\What's that?\Suimei University of the Arts High School?\There are no aliens like you in this tiny town.\But if you go to that school, you might find others like you...\who have found their way onto this planet.\Why don't you try applying here?\Like me... response:	That's when I realized Misaki knew she was alone.
context: What's that?\Suimei University of the Arts High School?\There are no aliens like you in this tiny town.\But if you go to that school, you might find others like you...\who have found their way onto this planet.\Why don't you try applying here?\Like me...\That's when I realized Misaki knew she was alone. response:	Why did you apply to Suimei High?
context: Suimei University of the Arts High School?\There are no aliens like you in this tiny town.\But if you go to that school, you might find others like you...\who have found their way onto this planet.\Why don't you try applying here?\Like me...\That's when I realized Misaki knew she was alone.\Why did you apply to Suimei High? response:	I'm thinking of applying to Suimei, too.
context: There are no aliens like you in this tiny town.\But if you go to that school, you might find others like you...\who have found their way onto this planet.\Why don't you try applying here?\Like me...\That's when I realized Misaki knew she was alone.\Why did you apply to Suimei High?\I'm thinking of applying to Suimei, too. response:	That's not funny.
context: But if you go to that school, you might find others like you...\who have found their way onto this planet.\Why don't you try applying here?\Like me...\That's when I realized Misaki knew she was alone.\Why did you apply to Suimei High?\I'm thinking of applying to Suimei, too.\That's not funny. response:	Leaving home and living in a dorm sounds like fun, doesn't it?
context: who have found their way onto this planet.\Why don't you try applying here?\Like me...\That's when I realized Misaki knew she was alone.\Why did you apply to Suimei High?\I'm thinking of applying to Suimei, too.\That's not funny.\Leaving home and living in a dorm sounds like fun, doesn't it? response:	I'm kind of interested in attending an art school, too.
context: Why don't you try applying here?\Like me...\That's when I realized Misaki knew she was alone.\Why did you apply to Suimei High?\I'm thinking of applying to Suimei, too.\That's not funny.\Leaving home and living in a dorm sounds like fun, doesn't it?\I'm kind of interested in attending an art school, too. response:	So you do prefer Misaki.
context: Like me...\That's when I realized Misaki knew she was alone.\Why did you apply to Suimei High?\I'm thinking of applying to Suimei, too.\That's not funny.\Leaving home and living in a dorm sounds like fun, doesn't it?\I'm kind of interested in attending an art school, too.\So you do prefer Misaki. response:	You're always so worried about Misaki.
context: That's when I realized Misaki knew she was alone.\Why did you apply to Suimei High?\I'm thinking of applying to Suimei, too.\That's not funny.\Leaving home and living in a dorm sounds like fun, doesn't it?\I'm kind of interested in attending an art school, too.\So you do prefer Misaki.\You're always so worried about Misaki. response:	Misaki's the only one you see.
context: Why did you apply to Suimei High?\I'm thinking of applying to Suimei, too.\That's not funny.\Leaving home and living in a dorm sounds like fun, doesn't it?\I'm kind of interested in attending an art school, too.\So you do prefer Misaki.\You're always so worried about Misaki.\Misaki's the only one you see. response:	I thought you'd at least look at me.
context: I'm thinking of applying to Suimei, too.\That's not funny.\Leaving home and living in a dorm sounds like fun, doesn't it?\I'm kind of interested in attending an art school, too.\So you do prefer Misaki.\You're always so worried about Misaki.\Misaki's the only one you see.\I thought you'd at least look at me. response:	I'm nothing more than a Misaki substitute to you.
context: That's not funny.\Leaving home and living in a dorm sounds like fun, doesn't it?\I'm kind of interested in attending an art school, too.\So you do prefer Misaki.\You're always so worried about Misaki.\Misaki's the only one you see.\I thought you'd at least look at me.\I'm nothing more than a Misaki substitute to you. response:	That's not
context: Leaving home and living in a dorm sounds like fun, doesn't it?\I'm kind of interested in attending an art school, too.\So you do prefer Misaki.\You're always so worried about Misaki.\Misaki's the only one you see.\I thought you'd at least look at me.\I'm nothing more than a Misaki substitute to you.\That's not response:	You're afraid you'll hurt Misaki.
context: I'm kind of interested in attending an art school, too.\So you do prefer Misaki.\You're always so worried about Misaki.\Misaki's the only one you see.\I thought you'd at least look at me.\I'm nothing more than a Misaki substitute to you.\That's not\You're afraid you'll hurt Misaki. response:	You want to keep her pure and untouched by your side forever.
context: So you do prefer Misaki.\You're always so worried about Misaki.\Misaki's the only one you see.\I thought you'd at least look at me.\I'm nothing more than a Misaki substitute to you.\That's not\You're afraid you'll hurt Misaki.\You want to keep her pure and untouched by your side forever. response:	Isn't that why you're with me instead?
context: You're always so worried about Misaki.\Misaki's the only one you see.\I thought you'd at least look at me.\I'm nothing more than a Misaki substitute to you.\That's not\You're afraid you'll hurt Misaki.\You want to keep her pure and untouched by your side forever.\Isn't that why you're with me instead? response:	At least make an excuse.
context: Misaki's the only one you see.\I thought you'd at least look at me.\I'm nothing more than a Misaki substitute to you.\That's not\You're afraid you'll hurt Misaki.\You want to keep her pure and untouched by your side forever.\Isn't that why you're with me instead?\At least make an excuse. response:	I probably just couldn't ignore Misaki.
context: I thought you'd at least look at me.\I'm nothing more than a Misaki substitute to you.\That's not\You're afraid you'll hurt Misaki.\You want to keep her pure and untouched by your side forever.\Isn't that why you're with me instead?\At least make an excuse.\I probably just couldn't ignore Misaki. response:	Oh, that's it! I'm out of patience!
context: I'm nothing more than a Misaki substitute to you.\That's not\You're afraid you'll hurt Misaki.\You want to keep her pure and untouched by your side forever.\Isn't that why you're with me instead?\At least make an excuse.\I probably just couldn't ignore Misaki.\Oh, that's it! I'm out of patience! response:	Nanamin?
context: That's not\You're afraid you'll hurt Misaki.\You want to keep her pure and untouched by your side forever.\Isn't that why you're with me instead?\At least make an excuse.\I probably just couldn't ignore Misaki.\Oh, that's it! I'm out of patience!\Nanamin? response:	Mitaka-senpai's going far away this time!
context: You're afraid you'll hurt Misaki.\You want to keep her pure and untouched by your side forever.\Isn't that why you're with me instead?\At least make an excuse.\I probably just couldn't ignore Misaki.\Oh, that's it! I'm out of patience!\Nanamin?\Mitaka-senpai's going far away this time! response:	Is that okay with you?
context: You want to keep her pure and untouched by your side forever.\Isn't that why you're with me instead?\At least make an excuse.\I probably just couldn't ignore Misaki.\Oh, that's it! I'm out of patience!\Nanamin?\Mitaka-senpai's going far away this time!\Is that okay with you? response:	Leap into space!
context: Isn't that why you're with me instead?\At least make an excuse.\I probably just couldn't ignore Misaki.\Oh, that's it! I'm out of patience!\Nanamin?\Mitaka-senpai's going far away this time!\Is that okay with you?\Leap into space! response:	Hey, Nanamin!
context: At least make an excuse.\I probably just couldn't ignore Misaki.\Oh, that's it! I'm out of patience!\Nanamin?\Mitaka-senpai's going far away this time!\Is that okay with you?\Leap into space!\Hey, Nanamin! response:	Under Construction
context: I probably just couldn't ignore Misaki.\Oh, that's it! I'm out of patience!\Nanamin?\Mitaka-senpai's going far away this time!\Is that okay with you?\Leap into space!\Hey, Nanamin!\Under Construction response:	I'm really glad I came to Suimei High.
context: Oh, that's it! I'm out of patience!\Nanamin?\Mitaka-senpai's going far away this time!\Is that okay with you?\Leap into space!\Hey, Nanamin!\Under Construction\I'm really glad I came to Suimei High. response:	I'm glad I met you guys.
context: Nanamin?\Mitaka-senpai's going far away this time!\Is that okay with you?\Leap into space!\Hey, Nanamin!\Under Construction\I'm really glad I came to Suimei High.\I'm glad I met you guys. response:	Knowing Misaki has people around her who will get angry for her sake...
context: Mitaka-senpai's going far away this time!\Is that okay with you?\Leap into space!\Hey, Nanamin!\Under Construction\I'm really glad I came to Suimei High.\I'm glad I met you guys.\Knowing Misaki has people around her who will get angry for her sake... response:	makes me extremely happy.
context: Is that okay with you?\Leap into space!\Hey, Nanamin!\Under Construction\I'm really glad I came to Suimei High.\I'm glad I met you guys.\Knowing Misaki has people around her who will get angry for her sake...\makes me extremely happy. response:	Jin-san.
context: Leap into space!\Hey, Nanamin!\Under Construction\I'm really glad I came to Suimei High.\I'm glad I met you guys.\Knowing Misaki has people around her who will get angry for her sake...\makes me extremely happy.\Jin-san. response:	She's definitely not going to show now.
context: Hey, Nanamin!\Under Construction\I'm really glad I came to Suimei High.\I'm glad I met you guys.\Knowing Misaki has people around her who will get angry for her sake...\makes me extremely happy.\Jin-san.\She's definitely not going to show now. response:	Thanks for waiting, Senpai.
context: Under Construction\I'm really glad I came to Suimei High.\I'm glad I met you guys.\Knowing Misaki has people around her who will get angry for her sake...\makes me extremely happy.\Jin-san.\She's definitely not going to show now.\Thanks for waiting, Senpai. response:	Aoyama!
context: I'm really glad I came to Suimei High.\I'm glad I met you guys.\Knowing Misaki has people around her who will get angry for her sake...\makes me extremely happy.\Jin-san.\She's definitely not going to show now.\Thanks for waiting, Senpai.\Aoyama! response:	What?
context: I'm glad I met you guys.\Knowing Misaki has people around her who will get angry for her sake...\makes me extremely happy.\Jin-san.\She's definitely not going to show now.\Thanks for waiting, Senpai.\Aoyama!\What? response:	Hey!
context: Knowing Misaki has people around her who will get angry for her sake...\makes me extremely happy.\Jin-san.\She's definitely not going to show now.\Thanks for waiting, Senpai.\Aoyama!\What?\Hey! response:	We heard there was a fight...
context: makes me extremely happy.\Jin-san.\She's definitely not going to show now.\Thanks for waiting, Senpai.\Aoyama!\What?\Hey!\We heard there was a fight... response:	What are you doing on a test announcement day?
context: Jin-san.\She's definitely not going to show now.\Thanks for waiting, Senpai.\Aoyama!\What?\Hey!\We heard there was a fight...\What are you doing on a test announcement day? response:	There's an explanation for all of this!
context: She's definitely not going to show now.\Thanks for waiting, Senpai.\Aoyama!\What?\Hey!\We heard there was a fight...\What are you doing on a test announcement day?\There's an explanation for all of this! response:	I don't care!
context: Thanks for waiting, Senpai.\Aoyama!\What?\Hey!\We heard there was a fight...\What are you doing on a test announcement day?\There's an explanation for all of this!\I don't care! response:	I'm sure you don't!
context: Aoyama!\What?\Hey!\We heard there was a fight...\What are you doing on a test announcement day?\There's an explanation for all of this!\I don't care!\I'm sure you don't! response:	Open this door, Kanda!
context: What?\Hey!\We heard there was a fight...\What are you doing on a test announcement day?\There's an explanation for all of this!\I don't care!\I'm sure you don't!\Open this door, Kanda! response:	Jin-san!
context: Hey!\We heard there was a fight...\What are you doing on a test announcement day?\There's an explanation for all of this!\I don't care!\I'm sure you don't!\Open this door, Kanda!\Jin-san! response:	Please wait!
context: We heard there was a fight...\What are you doing on a test announcement day?\There's an explanation for all of this!\I don't care!\I'm sure you don't!\Open this door, Kanda!\Jin-san!\Please wait! response:	I'm telling you to open this door!
context: What are you doing on a test announcement day?\There's an explanation for all of this!\I don't care!\I'm sure you don't!\Open this door, Kanda!\Jin-san!\Please wait!\I'm telling you to open this door! response:	Shiina, help us!
context: There's an explanation for all of this!\I don't care!\I'm sure you don't!\Open this door, Kanda!\Jin-san!\Please wait!\I'm telling you to open this door!\Shiina, help us! response:	Okay.
context: I don't care!\I'm sure you don't!\Open this door, Kanda!\Jin-san!\Please wait!\I'm telling you to open this door!\Shiina, help us!\Okay. response:	Run, then!
context: I'm sure you don't!\Open this door, Kanda!\Jin-san!\Please wait!\I'm telling you to open this door!\Shiina, help us!\Okay.\Run, then! response:	Are you pushing me? Tickling me? Massaging me?!
context: Open this door, Kanda!\Jin-san!\Please wait!\I'm telling you to open this door!\Shiina, help us!\Okay.\Run, then!\Are you pushing me? Tickling me? Massaging me?! response:	Which is it?
context: Jin-san!\Please wait!\I'm telling you to open this door!\Shiina, help us!\Okay.\Run, then!\Are you pushing me? Tickling me? Massaging me?!\Which is it? response:	Which do you want?
context: Please wait!\I'm telling you to open this door!\Shiina, help us!\Okay.\Run, then!\Are you pushing me? Tickling me? Massaging me?!\Which is it?\Which do you want? response:	Push!
context: I'm telling you to open this door!\Shiina, help us!\Okay.\Run, then!\Are you pushing me? Tickling me? Massaging me?!\Which is it?\Which do you want?\Push! response:	Kamiigusa-senpai!
context: Shiina, help us!\Okay.\Run, then!\Are you pushing me? Tickling me? Massaging me?!\Which is it?\Which do you want?\Push!\Kamiigusa-senpai! response:	Harder!
context: Okay.\Run, then!\Are you pushing me? Tickling me? Massaging me?!\Which is it?\Which do you want?\Push!\Kamiigusa-senpai!\Harder! response:	What a bunch of meddling underclassmen.
context: Run, then!\Are you pushing me? Tickling me? Massaging me?!\Which is it?\Which do you want?\Push!\Kamiigusa-senpai!\Harder!\What a bunch of meddling underclassmen. response:	Well, I guess it's not so bad once in a while.
context: Are you pushing me? Tickling me? Massaging me?!\Which is it?\Which do you want?\Push!\Kamiigusa-senpai!\Harder!\What a bunch of meddling underclassmen.\Well, I guess it's not so bad once in a while. response:	Misaki.
context: Which is it?\Which do you want?\Push!\Kamiigusa-senpai!\Harder!\What a bunch of meddling underclassmen.\Well, I guess it's not so bad once in a while.\Misaki. response:	Jin.
context: Which do you want?\Push!\Kamiigusa-senpai!\Harder!\What a bunch of meddling underclassmen.\Well, I guess it's not so bad once in a while.\Misaki.\Jin. response:	I passed. I'm going to Osaka in April.
context: Push!\Kamiigusa-senpai!\Harder!\What a bunch of meddling underclassmen.\Well, I guess it's not so bad once in a while.\Misaki.\Jin.\I passed. I'm going to Osaka in April. response:	Congratulations.
context: Kamiigusa-senpai!\Harder!\What a bunch of meddling underclassmen.\Well, I guess it's not so bad once in a while.\Misaki.\Jin.\I passed. I'm going to Osaka in April.\Congratulations. response:	So, Misaki, don't worry about me.
context: Harder!\What a bunch of meddling underclassmen.\Well, I guess it's not so bad once in a while.\Misaki.\Jin.\I passed. I'm going to Osaka in April.\Congratulations.\So, Misaki, don't worry about me. response:	Do what you really want to do.
context: What a bunch of meddling underclassmen.\Well, I guess it's not so bad once in a while.\Misaki.\Jin.\I passed. I'm going to Osaka in April.\Congratulations.\So, Misaki, don't worry about me.\Do what you really want to do. response:	You must have realized it when we all worked on Nyapollon.
context: Well, I guess it's not so bad once in a while.\Misaki.\Jin.\I passed. I'm going to Osaka in April.\Congratulations.\So, Misaki, don't worry about me.\Do what you really want to do.\You must have realized it when we all worked on Nyapollon. response:	You had fun, didn't you?
context: Misaki.\Jin.\I passed. I'm going to Osaka in April.\Congratulations.\So, Misaki, don't worry about me.\Do what you really want to do.\You must have realized it when we all worked on Nyapollon.\You had fun, didn't you? response:	Yeah. Mashiron's work was amazing, and every day was exciting.
context: Jin.\I passed. I'm going to Osaka in April.\Congratulations.\So, Misaki, don't worry about me.\Do what you really want to do.\You must have realized it when we all worked on Nyapollon.\You had fun, didn't you?\Yeah. Mashiron's work was amazing, and every day was exciting. response:	The Dragon did everything I asked him to do, too.
context: I passed. I'm going to Osaka in April.\Congratulations.\So, Misaki, don't worry about me.\Do what you really want to do.\You must have realized it when we all worked on Nyapollon.\You had fun, didn't you?\Yeah. Mashiron's work was amazing, and every day was exciting.\The Dragon did everything I asked him to do, too. response:	I had so much fun.
context: Congratulations.\So, Misaki, don't worry about me.\Do what you really want to do.\You must have realized it when we all worked on Nyapollon.\You had fun, didn't you?\Yeah. Mashiron's work was amazing, and every day was exciting.\The Dragon did everything I asked him to do, too.\I had so much fun. response:	Then, you know my scripts aren't good enough.
context: So, Misaki, don't worry about me.\Do what you really want to do.\You must have realized it when we all worked on Nyapollon.\You had fun, didn't you?\Yeah. Mashiron's work was amazing, and every day was exciting.\The Dragon did everything I asked him to do, too.\I had so much fun.\Then, you know my scripts aren't good enough. response:	At least you're honest.
context: Do what you really want to do.\You must have realized it when we all worked on Nyapollon.\You had fun, didn't you?\Yeah. Mashiron's work was amazing, and every day was exciting.\The Dragon did everything I asked him to do, too.\I had so much fun.\Then, you know my scripts aren't good enough.\At least you're honest. response:	I'm sorry. Your scripts aren't good enough.
context: You must have realized it when we all worked on Nyapollon.\You had fun, didn't you?\Yeah. Mashiron's work was amazing, and every day was exciting.\The Dragon did everything I asked him to do, too.\I had so much fun.\Then, you know my scripts aren't good enough.\At least you're honest.\I'm sorry. Your scripts aren't good enough. response:	They don't excite me.
context: You had fun, didn't you?\Yeah. Mashiron's work was amazing, and every day was exciting.\The Dragon did everything I asked him to do, too.\I had so much fun.\Then, you know my scripts aren't good enough.\At least you're honest.\I'm sorry. Your scripts aren't good enough.\They don't excite me. response:	You were disappointed every time I finished one.
