context: Master Hiten is very handsome... response:	but Master Manten is so dashing, too!
context: No! You stupid fool!\Who told you to let go of the sheathe?!\This way's better!\Did you feel that, you imbecile?!\He slugged the guy?!\Simple, but amazing!\Leave it to Master Inuyasha!\Now it's a duel of physical strength! response:	Give'im the one-two punch!
context: Who told you to let go of the sheathe?!\This way's better!\Did you feel that, you imbecile?!\He slugged the guy?!\Simple, but amazing!\Leave it to Master Inuyasha!\Now it's a duel of physical strength!\Give'im the one-two punch! response:	Weren't you just calling him a fool?
context: This way's better!\Did you feel that, you imbecile?!\He slugged the guy?!\Simple, but amazing!\Leave it to Master Inuyasha!\Now it's a duel of physical strength!\Give'im the one-two punch!\Weren't you just calling him a fool? response:	It's the first time someone's hit me in the face!
context: Did you feel that, you imbecile?!\He slugged the guy?!\Simple, but amazing!\Leave it to Master Inuyasha!\Now it's a duel of physical strength!\Give'im the one-two punch!\Weren't you just calling him a fool?\It's the first time someone's hit me in the face! response:	- He's about to explode! - He's in such a passion!
context: He slugged the guy?!\Simple, but amazing!\Leave it to Master Inuyasha!\Now it's a duel of physical strength!\Give'im the one-two punch!\Weren't you just calling him a fool?\It's the first time someone's hit me in the face!\- He's about to explode! - He's in such a passion! response:	This is the end, you!
context: Simple, but amazing!\Leave it to Master Inuyasha!\Now it's a duel of physical strength!\Give'im the one-two punch!\Weren't you just calling him a fool?\It's the first time someone's hit me in the face!\- He's about to explode! - He's in such a passion!\This is the end, you! response:	The sheathe has a crack!
context: Leave it to Master Inuyasha!\Now it's a duel of physical strength!\Give'im the one-two punch!\Weren't you just calling him a fool?\It's the first time someone's hit me in the face!\- He's about to explode! - He's in such a passion!\This is the end, you!\The sheathe has a crack! response:	Just because this half-demon caused so much trouble!
context: Now it's a duel of physical strength!\Give'im the one-two punch!\Weren't you just calling him a fool?\It's the first time someone's hit me in the face!\- He's about to explode! - He's in such a passion!\This is the end, you!\The sheathe has a crack!\Just because this half-demon caused so much trouble! response:	No! If the sheathe breaks in half...
context: Give'im the one-two punch!\Weren't you just calling him a fool?\It's the first time someone's hit me in the face!\- He's about to explode! - He's in such a passion!\This is the end, you!\The sheathe has a crack!\Just because this half-demon caused so much trouble!\No! If the sheathe breaks in half... response:	even the powerful Master Inuyasha...
context: Weren't you just calling him a fool?\It's the first time someone's hit me in the face!\- He's about to explode! - He's in such a passion!\This is the end, you!\The sheathe has a crack!\Just because this half-demon caused so much trouble!\No! If the sheathe breaks in half...\even the powerful Master Inuyasha... response:	Will lose?!
context: It's the first time someone's hit me in the face!\- He's about to explode! - He's in such a passion!\This is the end, you!\The sheathe has a crack!\Just because this half-demon caused so much trouble!\No! If the sheathe breaks in half...\even the powerful Master Inuyasha...\Will lose?! response:	I must get Tetsusaiga to Inuyasha!
context: - He's about to explode! - He's in such a passion!\This is the end, you!\The sheathe has a crack!\Just because this half-demon caused so much trouble!\No! If the sheathe breaks in half...\even the powerful Master Inuyasha...\Will lose?!\I must get Tetsusaiga to Inuyasha! response:	All right! I'll go!
context: This is the end, you!\The sheathe has a crack!\Just because this half-demon caused so much trouble!\No! If the sheathe breaks in half...\even the powerful Master Inuyasha...\Will lose?!\I must get Tetsusaiga to Inuyasha!\All right! I'll go! response:	Shippo, don't move! It's too dangerous!
context: The sheathe has a crack!\Just because this half-demon caused so much trouble!\No! If the sheathe breaks in half...\even the powerful Master Inuyasha...\Will lose?!\I must get Tetsusaiga to Inuyasha!\All right! I'll go!\Shippo, don't move! It's too dangerous! response:	Wait, Shippo!
context: Just because this half-demon caused so much trouble!\No! If the sheathe breaks in half...\even the powerful Master Inuyasha...\Will lose?!\I must get Tetsusaiga to Inuyasha!\All right! I'll go!\Shippo, don't move! It's too dangerous!\Wait, Shippo! response:	Dang it... He can use Manten's power as well...!
context: No! If the sheathe breaks in half...\even the powerful Master Inuyasha...\Will lose?!\I must get Tetsusaiga to Inuyasha!\All right! I'll go!\Shippo, don't move! It's too dangerous!\Wait, Shippo!\Dang it... He can use Manten's power as well...! response:	Watch out! Run!
context: even the powerful Master Inuyasha...\Will lose?!\I must get Tetsusaiga to Inuyasha!\All right! I'll go!\Shippo, don't move! It's too dangerous!\Wait, Shippo!\Dang it... He can use Manten's power as well...!\Watch out! Run! response:	Kagome!
context: Will lose?!\I must get Tetsusaiga to Inuyasha!\All right! I'll go!\Shippo, don't move! It's too dangerous!\Wait, Shippo!\Dang it... He can use Manten's power as well...!\Watch out! Run!\Kagome! response:	Serves you right!
context: I must get Tetsusaiga to Inuyasha!\All right! I'll go!\Shippo, don't move! It's too dangerous!\Wait, Shippo!\Dang it... He can use Manten's power as well...!\Watch out! Run!\Kagome!\Serves you right! response:	Kagome!!
context: All right! I'll go!\Shippo, don't move! It's too dangerous!\Wait, Shippo!\Dang it... He can use Manten's power as well...!\Watch out! Run!\Kagome!\Serves you right!\Kagome!! response:	Looks like they're dead, both the kid and the woman.
context: Shippo, don't move! It's too dangerous!\Wait, Shippo!\Dang it... He can use Manten's power as well...!\Watch out! Run!\Kagome!\Serves you right!\Kagome!!\Looks like they're dead, both the kid and the woman. response:	Why you!
context: Wait, Shippo!\Dang it... He can use Manten's power as well...!\Watch out! Run!\Kagome!\Serves you right!\Kagome!!\Looks like they're dead, both the kid and the woman.\Why you! response:	Unforgivable!
context: Dang it... He can use Manten's power as well...!\Watch out! Run!\Kagome!\Serves you right!\Kagome!!\Looks like they're dead, both the kid and the woman.\Why you!\Unforgivable! response:	Why you!
context: Watch out! Run!\Kagome!\Serves you right!\Kagome!!\Looks like they're dead, both the kid and the woman.\Why you!\Unforgivable!\Why you! response:	You're just a half-demon!
context: Kagome!\Serves you right!\Kagome!!\Looks like they're dead, both the kid and the woman.\Why you!\Unforgivable!\Why you!\You're just a half-demon! response:	Yet he's fighting like a real demon!
context: Serves you right!\Kagome!!\Looks like they're dead, both the kid and the woman.\Why you!\Unforgivable!\Why you!\You're just a half-demon!\Yet he's fighting like a real demon! response:	I refuse to die until I kill you!
context: Kagome!!\Looks like they're dead, both the kid and the woman.\Why you!\Unforgivable!\Why you!\You're just a half-demon!\Yet he's fighting like a real demon!\I refuse to die until I kill you! response:	Has the blood gone to your head since...
context: Looks like they're dead, both the kid and the woman.\Why you!\Unforgivable!\Why you!\You're just a half-demon!\Yet he's fighting like a real demon!\I refuse to die until I kill you!\Has the blood gone to your head since... response:	the woman has been killed?
context: Why you!\Unforgivable!\Why you!\You're just a half-demon!\Yet he's fighting like a real demon!\I refuse to die until I kill you!\Has the blood gone to your head since...\the woman has been killed? response:	Stop acting so stupid over some silly woman!
context: Unforgivable!\Why you!\You're just a half-demon!\Yet he's fighting like a real demon!\I refuse to die until I kill you!\Has the blood gone to your head since...\the woman has been killed?\Stop acting so stupid over some silly woman! response:	I'll teach you the pain and sorrow...
context: Why you!\You're just a half-demon!\Yet he's fighting like a real demon!\I refuse to die until I kill you!\Has the blood gone to your head since...\the woman has been killed?\Stop acting so stupid over some silly woman!\I'll teach you the pain and sorrow... response:	of one who has lost his only dear, little brother!
context: You're just a half-demon!\Yet he's fighting like a real demon!\I refuse to die until I kill you!\Has the blood gone to your head since...\the woman has been killed?\Stop acting so stupid over some silly woman!\I'll teach you the pain and sorrow...\of one who has lost his only dear, little brother! response:	It's going to break!
context: Yet he's fighting like a real demon!\I refuse to die until I kill you!\Has the blood gone to your head since...\the woman has been killed?\Stop acting so stupid over some silly woman!\I'll teach you the pain and sorrow...\of one who has lost his only dear, little brother!\It's going to break! response:	I've won!
context: I refuse to die until I kill you!\Has the blood gone to your head since...\the woman has been killed?\Stop acting so stupid over some silly woman!\I'll teach you the pain and sorrow...\of one who has lost his only dear, little brother!\It's going to break!\I've won! response:	Tetsusaiga!
context: Has the blood gone to your head since...\the woman has been killed?\Stop acting so stupid over some silly woman!\I'll teach you the pain and sorrow...\of one who has lost his only dear, little brother!\It's going to break!\I've won!\Tetsusaiga! response:	The sheathe has summoned the sword!
context: the woman has been killed?\Stop acting so stupid over some silly woman!\I'll teach you the pain and sorrow...\of one who has lost his only dear, little brother!\It's going to break!\I've won!\Tetsusaiga!\The sheathe has summoned the sword! response:	Tetsusaiga!
context: Stop acting so stupid over some silly woman!\I'll teach you the pain and sorrow...\of one who has lost his only dear, little brother!\It's going to break!\I've won!\Tetsusaiga!\The sheathe has summoned the sword!\Tetsusaiga! response:	I've lost...!
context: I'll teach you the pain and sorrow...\of one who has lost his only dear, little brother!\It's going to break!\I've won!\Tetsusaiga!\The sheathe has summoned the sword!\Tetsusaiga!\I've lost...! response:	To a half-demon... Lost...
context: of one who has lost his only dear, little brother!\It's going to break!\I've won!\Tetsusaiga!\The sheathe has summoned the sword!\Tetsusaiga!\I've lost...!\To a half-demon... Lost... response:	Master Inuyasha...
context: It's going to break!\I've won!\Tetsusaiga!\The sheathe has summoned the sword!\Tetsusaiga!\I've lost...!\To a half-demon... Lost...\Master Inuyasha... response:	The Sacred Jewel fragments.
context: I've won!\Tetsusaiga!\The sheathe has summoned the sword!\Tetsusaiga!\I've lost...!\To a half-demon... Lost...\Master Inuyasha...\The Sacred Jewel fragments. response:	Damn...
context: Tetsusaiga!\The sheathe has summoned the sword!\Tetsusaiga!\I've lost...!\To a half-demon... Lost...\Master Inuyasha...\The Sacred Jewel fragments.\Damn... response:	If only I had defeated Hiten earlier...
context: The sheathe has summoned the sword!\Tetsusaiga!\I've lost...!\To a half-demon... Lost...\Master Inuyasha...\The Sacred Jewel fragments.\Damn...\If only I had defeated Hiten earlier... response:	Inuyasha...
context: Tetsusaiga!\I've lost...!\To a half-demon... Lost...\Master Inuyasha...\The Sacred Jewel fragments.\Damn...\If only I had defeated Hiten earlier...\Inuyasha... response:	Kagome...
context: I've lost...!\To a half-demon... Lost...\Master Inuyasha...\The Sacred Jewel fragments.\Damn...\If only I had defeated Hiten earlier...\Inuyasha...\Kagome... response:	Inuyasha... Thanks for everything.
context: To a half-demon... Lost...\Master Inuyasha...\The Sacred Jewel fragments.\Damn...\If only I had defeated Hiten earlier...\Inuyasha...\Kagome...\Inuyasha... Thanks for everything. response:	I'm happy that my father's murder has been avenged.
context: Master Inuyasha...\The Sacred Jewel fragments.\Damn...\If only I had defeated Hiten earlier...\Inuyasha...\Kagome...\Inuyasha... Thanks for everything.\I'm happy that my father's murder has been avenged. response:	Ohh... Those are the souls of Kagome and Shippo.
context: The Sacred Jewel fragments.\Damn...\If only I had defeated Hiten earlier...\Inuyasha...\Kagome...\Inuyasha... Thanks for everything.\I'm happy that my father's murder has been avenged.\Ohh... Those are the souls of Kagome and Shippo. response:	They've come to bid a final farewell.
context: Damn...\If only I had defeated Hiten earlier...\Inuyasha...\Kagome...\Inuyasha... Thanks for everything.\I'm happy that my father's murder has been avenged.\Ohh... Those are the souls of Kagome and Shippo.\They've come to bid a final farewell. response:	What?!
context: If only I had defeated Hiten earlier...\Inuyasha...\Kagome...\Inuyasha... Thanks for everything.\I'm happy that my father's murder has been avenged.\Ohh... Those are the souls of Kagome and Shippo.\They've come to bid a final farewell.\What?! response:	Wait!
context: Inuyasha...\Kagome...\Inuyasha... Thanks for everything.\I'm happy that my father's murder has been avenged.\Ohh... Those are the souls of Kagome and Shippo.\They've come to bid a final farewell.\What?!\Wait! response:	Don't go!
context: Kagome...\Inuyasha... Thanks for everything.\I'm happy that my father's murder has been avenged.\Ohh... Those are the souls of Kagome and Shippo.\They've come to bid a final farewell.\What?!\Wait!\Don't go! response:	Kagome!
context: Inuyasha... Thanks for everything.\I'm happy that my father's murder has been avenged.\Ohh... Those are the souls of Kagome and Shippo.\They've come to bid a final farewell.\What?!\Wait!\Don't go!\Kagome! response:	Huh?!
context: I'm happy that my father's murder has been avenged.\Ohh... Those are the souls of Kagome and Shippo.\They've come to bid a final farewell.\What?!\Wait!\Don't go!\Kagome!\Huh?! response:	Yes?
context: Ohh... Those are the souls of Kagome and Shippo.\They've come to bid a final farewell.\What?!\Wait!\Don't go!\Kagome!\Huh?!\Yes? response:	Huh?!
context: They've come to bid a final farewell.\What?!\Wait!\Don't go!\Kagome!\Huh?!\Yes?\Huh?! response:	You're alive?
context: What?!\Wait!\Don't go!\Kagome!\Huh?!\Yes?\Huh?!\You're alive? response:	Go where?
context: Wait!\Don't go!\Kagome!\Huh?!\Yes?\Huh?!\You're alive?\Go where? response:	Father... He protected us with fox fire.
context: Don't go!\Kagome!\Huh?!\Yes?\Huh?!\You're alive?\Go where?\Father... He protected us with fox fire. response:	Hmm... From what I saw...
context: Kagome!\Huh?!\Yes?\Huh?!\You're alive?\Go where?\Father... He protected us with fox fire.\Hmm... From what I saw... response:	that was undoubtedly fox fire that shot out from the fur.
context: Huh?!\Yes?\Huh?!\You're alive?\Go where?\Father... He protected us with fox fire.\Hmm... From what I saw...\that was undoubtedly fox fire that shot out from the fur. response:	They weren't the souls?
context: Yes?\Huh?!\You're alive?\Go where?\Father... He protected us with fox fire.\Hmm... From what I saw...\that was undoubtedly fox fire that shot out from the fur.\They weren't the souls? response:	Well, err... That was that and...
context: Huh?!\You're alive?\Go where?\Father... He protected us with fox fire.\Hmm... From what I saw...\that was undoubtedly fox fire that shot out from the fur.\They weren't the souls?\Well, err... That was that and... response:	Umm...
context: You're alive?\Go where?\Father... He protected us with fox fire.\Hmm... From what I saw...\that was undoubtedly fox fire that shot out from the fur.\They weren't the souls?\Well, err... That was that and...\Umm... response:	Besides, why'd you get so sappy on me?!
context: Go where?\Father... He protected us with fox fire.\Hmm... From what I saw...\that was undoubtedly fox fire that shot out from the fur.\They weren't the souls?\Well, err... That was that and...\Umm...\Besides, why'd you get so sappy on me?! response:	If you're gonna die, die!
context: Father... He protected us with fox fire.\Hmm... From what I saw...\that was undoubtedly fox fire that shot out from the fur.\They weren't the souls?\Well, err... That was that and...\Umm...\Besides, why'd you get so sappy on me?!\If you're gonna die, die! response:	If you're not, don't die! Just be clear!
context: Hmm... From what I saw...\that was undoubtedly fox fire that shot out from the fur.\They weren't the souls?\Well, err... That was that and...\Umm...\Besides, why'd you get so sappy on me?!\If you're gonna die, die!\If you're not, don't die! Just be clear! response:	Inuyasha... What's the matter?
context: that was undoubtedly fox fire that shot out from the fur.\They weren't the souls?\Well, err... That was that and...\Umm...\Besides, why'd you get so sappy on me?!\If you're gonna die, die!\If you're not, don't die! Just be clear!\Inuyasha... What's the matter? response:	Why're you so angry?
context: They weren't the souls?\Well, err... That was that and...\Umm...\Besides, why'd you get so sappy on me?!\If you're gonna die, die!\If you're not, don't die! Just be clear!\Inuyasha... What's the matter?\Why're you so angry? response:	He's embarrassed that he misunderstood something...
context: Well, err... That was that and...\Umm...\Besides, why'd you get so sappy on me?!\If you're gonna die, die!\If you're not, don't die! Just be clear!\Inuyasha... What's the matter?\Why're you so angry?\He's embarrassed that he misunderstood something... response:	in the heat of passion.
context: Umm...\Besides, why'd you get so sappy on me?!\If you're gonna die, die!\If you're not, don't die! Just be clear!\Inuyasha... What's the matter?\Why're you so angry?\He's embarrassed that he misunderstood something...\in the heat of passion. response:	Master Inuyasha is still very naive.
context: Besides, why'd you get so sappy on me?!\If you're gonna die, die!\If you're not, don't die! Just be clear!\Inuyasha... What's the matter?\Why're you so angry?\He's embarrassed that he misunderstood something...\in the heat of passion.\Master Inuyasha is still very naive. response:	Oww...
context: If you're gonna die, die!\If you're not, don't die! Just be clear!\Inuyasha... What's the matter?\Why're you so angry?\He's embarrassed that he misunderstood something...\in the heat of passion.\Master Inuyasha is still very naive.\Oww... response:	Shippo, why don't you go home already?!
context: If you're not, don't die! Just be clear!\Inuyasha... What's the matter?\Why're you so angry?\He's embarrassed that he misunderstood something...\in the heat of passion.\Master Inuyasha is still very naive.\Oww...\Shippo, why don't you go home already?! response:	What?! Why can't I stay with you?!
context: Inuyasha... What's the matter?\Why're you so angry?\He's embarrassed that he misunderstood something...\in the heat of passion.\Master Inuyasha is still very naive.\Oww...\Shippo, why don't you go home already?!\What?! Why can't I stay with you?! response:	Let him stay, Inuyasha.
context: Why're you so angry?\He's embarrassed that he misunderstood something...\in the heat of passion.\Master Inuyasha is still very naive.\Oww...\Shippo, why don't you go home already?!\What?! Why can't I stay with you?!\Let him stay, Inuyasha. response:	Shippo is all alone.
context: He's embarrassed that he misunderstood something...\in the heat of passion.\Master Inuyasha is still very naive.\Oww...\Shippo, why don't you go home already?!\What?! Why can't I stay with you?!\Let him stay, Inuyasha.\Shippo is all alone. response:	Yes, yes! I'm actually a very cute kid.
context: in the heat of passion.\Master Inuyasha is still very naive.\Oww...\Shippo, why don't you go home already?!\What?! Why can't I stay with you?!\Let him stay, Inuyasha.\Shippo is all alone.\Yes, yes! I'm actually a very cute kid. response:	Shippo, when're you going home?!
context: Master Inuyasha is still very naive.\Oww...\Shippo, why don't you go home already?!\What?! Why can't I stay with you?!\Let him stay, Inuyasha.\Shippo is all alone.\Yes, yes! I'm actually a very cute kid.\Shippo, when're you going home?! response:	Kagome, he's being mean!
context: Oww...\Shippo, why don't you go home already?!\What?! Why can't I stay with you?!\Let him stay, Inuyasha.\Shippo is all alone.\Yes, yes! I'm actually a very cute kid.\Shippo, when're you going home?!\Kagome, he's being mean! response:	- Inuyasha, be nice! - Ha!
context: Shippo, why don't you go home already?!\What?! Why can't I stay with you?!\Let him stay, Inuyasha.\Shippo is all alone.\Yes, yes! I'm actually a very cute kid.\Shippo, when're you going home?!\Kagome, he's being mean!\- Inuyasha, be nice! - Ha! response:	Sit!
context: What?! Why can't I stay with you?!\Let him stay, Inuyasha.\Shippo is all alone.\Yes, yes! I'm actually a very cute kid.\Shippo, when're you going home?!\Kagome, he's being mean!\- Inuyasha, be nice! - Ha!\Sit! response:	Still so young!
context: Let him stay, Inuyasha.\Shippo is all alone.\Yes, yes! I'm actually a very cute kid.\Shippo, when're you going home?!\Kagome, he's being mean!\- Inuyasha, be nice! - Ha!\Sit!\Still so young! response:	Higurashi Shrine where I live is very, very old.
context: Shippo is all alone.\Yes, yes! I'm actually a very cute kid.\Shippo, when're you going home?!\Kagome, he's being mean!\- Inuyasha, be nice! - Ha!\Sit!\Still so young!\Higurashi Shrine where I live is very, very old. response:	I never took Grandpa's omens and exorcisms seriously.
context: Yes, yes! I'm actually a very cute kid.\Shippo, when're you going home?!\Kagome, he's being mean!\- Inuyasha, be nice! - Ha!\Sit!\Still so young!\Higurashi Shrine where I live is very, very old.\I never took Grandpa's omens and exorcisms seriously. response:	But the old hidden well...
context: Shippo, when're you going home?!\Kagome, he's being mean!\- Inuyasha, be nice! - Ha!\Sit!\Still so young!\Higurashi Shrine where I live is very, very old.\I never took Grandpa's omens and exorcisms seriously.\But the old hidden well... response:	rumored to lead to another dimension to the Feudal States Era...
context: Kagome, he's being mean!\- Inuyasha, be nice! - Ha!\Sit!\Still so young!\Higurashi Shrine where I live is very, very old.\I never took Grandpa's omens and exorcisms seriously.\But the old hidden well...\rumored to lead to another dimension to the Feudal States Era... response:	is full of old stickers and charms to ward off the spirits.
context: - Inuyasha, be nice! - Ha!\Sit!\Still so young!\Higurashi Shrine where I live is very, very old.\I never took Grandpa's omens and exorcisms seriously.\But the old hidden well...\rumored to lead to another dimension to the Feudal States Era...\is full of old stickers and charms to ward off the spirits. response:	But an old Noh mask that had been locked up in the storeroom...
context: Sit!\Still so young!\Higurashi Shrine where I live is very, very old.\I never took Grandpa's omens and exorcisms seriously.\But the old hidden well...\rumored to lead to another dimension to the Feudal States Era...\is full of old stickers and charms to ward off the spirits.\But an old Noh mask that had been locked up in the storeroom... response:	burns through the charms and comes after us!
context: Still so young!\Higurashi Shrine where I live is very, very old.\I never took Grandpa's omens and exorcisms seriously.\But the old hidden well...\rumored to lead to another dimension to the Feudal States Era...\is full of old stickers and charms to ward off the spirits.\But an old Noh mask that had been locked up in the storeroom...\burns through the charms and comes after us! response:	Next on Inuyasha: Terror of the Ancient Noh Mask
context: Higurashi Shrine where I live is very, very old.\I never took Grandpa's omens and exorcisms seriously.\But the old hidden well...\rumored to lead to another dimension to the Feudal States Era...\is full of old stickers and charms to ward off the spirits.\But an old Noh mask that had been locked up in the storeroom...\burns through the charms and comes after us!\Next on Inuyasha: Terror of the Ancient Noh Mask response:	Don't miss it!
