context: I have a condition. response:	Tell me all about Nana-san.
context: Take a good look in the mirror.\Look, your dad's right there!\You look just like him when he was ten.\You're the splitting image of him.\So cheerful, a prankster, smart and handsome...\Year after year, it's shocking how much you're becoming like him.\Apparently, he and I are like two peas in a pod.\She always said that. response:	Like two peas in a pod?
context: Look, your dad's right there!\You look just like him when he was ten.\You're the splitting image of him.\So cheerful, a prankster, smart and handsome...\Year after year, it's shocking how much you're becoming like him.\Apparently, he and I are like two peas in a pod.\She always said that.\Like two peas in a pod? response:	I wanna see! I would've loved to have seen that.
context: You look just like him when he was ten.\You're the splitting image of him.\So cheerful, a prankster, smart and handsome...\Year after year, it's shocking how much you're becoming like him.\Apparently, he and I are like two peas in a pod.\She always said that.\Like two peas in a pod?\I wanna see! I would've loved to have seen that. response:	Because your face will look like your dad's when you grow up, right?
context: You're the splitting image of him.\So cheerful, a prankster, smart and handsome...\Year after year, it's shocking how much you're becoming like him.\Apparently, he and I are like two peas in a pod.\She always said that.\Like two peas in a pod?\I wanna see! I would've loved to have seen that.\Because your face will look like your dad's when you grow up, right? response:	I did see him.
context: So cheerful, a prankster, smart and handsome...\Year after year, it's shocking how much you're becoming like him.\Apparently, he and I are like two peas in a pod.\She always said that.\Like two peas in a pod?\I wanna see! I would've loved to have seen that.\Because your face will look like your dad's when you grow up, right?\I did see him. response:	Really? Was there a picture? How'd he look?
context: Year after year, it's shocking how much you're becoming like him.\Apparently, he and I are like two peas in a pod.\She always said that.\Like two peas in a pod?\I wanna see! I would've loved to have seen that.\Because your face will look like your dad's when you grow up, right?\I did see him.\Really? Was there a picture? How'd he look? response:	I couldn't really tell.
context: Apparently, he and I are like two peas in a pod.\She always said that.\Like two peas in a pod?\I wanna see! I would've loved to have seen that.\Because your face will look like your dad's when you grow up, right?\I did see him.\Really? Was there a picture? How'd he look?\I couldn't really tell. response:	Go fetch!
context: She always said that.\Like two peas in a pod?\I wanna see! I would've loved to have seen that.\Because your face will look like your dad's when you grow up, right?\I did see him.\Really? Was there a picture? How'd he look?\I couldn't really tell.\Go fetch! response:	Ah, thanks.
context: Like two peas in a pod?\I wanna see! I would've loved to have seen that.\Because your face will look like your dad's when you grow up, right?\I did see him.\Really? Was there a picture? How'd he look?\I couldn't really tell.\Go fetch!\Ah, thanks. response:	You brought it back to me. Good dog.
context: I wanna see! I would've loved to have seen that.\Because your face will look like your dad's when you grow up, right?\I did see him.\Really? Was there a picture? How'd he look?\I couldn't really tell.\Go fetch!\Ah, thanks.\You brought it back to me. Good dog. response:	Ah... her collar has her name and Yano's telephone number on it.
context: Because your face will look like your dad's when you grow up, right?\I did see him.\Really? Was there a picture? How'd he look?\I couldn't really tell.\Go fetch!\Ah, thanks.\You brought it back to me. Good dog.\Ah... her collar has her name and Yano's telephone number on it. response:	How cute!
context: I did see him.\Really? Was there a picture? How'd he look?\I couldn't really tell.\Go fetch!\Ah, thanks.\You brought it back to me. Good dog.\Ah... her collar has her name and Yano's telephone number on it.\How cute! response:	Lalami
context: Really? Was there a picture? How'd he look?\I couldn't really tell.\Go fetch!\Ah, thanks.\You brought it back to me. Good dog.\Ah... her collar has her name and Yano's telephone number on it.\How cute!\Lalami response:	Lala... mi?
context: I couldn't really tell.\Go fetch!\Ah, thanks.\You brought it back to me. Good dog.\Ah... her collar has her name and Yano's telephone number on it.\How cute!\Lalami\Lala... mi? response:	My chest hurts...
context: Go fetch!\Ah, thanks.\You brought it back to me. Good dog.\Ah... her collar has her name and Yano's telephone number on it.\How cute!\Lalami\Lala... mi?\My chest hurts... response:	I'm going home.
context: Ah, thanks.\You brought it back to me. Good dog.\Ah... her collar has her name and Yano's telephone number on it.\How cute!\Lalami\Lala... mi?\My chest hurts...\I'm going home. response:	There's not much more we can do today anyway.
context: You brought it back to me. Good dog.\Ah... her collar has her name and Yano's telephone number on it.\How cute!\Lalami\Lala... mi?\My chest hurts...\I'm going home.\There's not much more we can do today anyway. response:	Let me walk you to the bus stop.
context: Ah... her collar has her name and Yano's telephone number on it.\How cute!\Lalami\Lala... mi?\My chest hurts...\I'm going home.\There's not much more we can do today anyway.\Let me walk you to the bus stop. response:	If he says any more... I feel like I'll give in...
context: How cute!\Lalami\Lala... mi?\My chest hurts...\I'm going home.\There's not much more we can do today anyway.\Let me walk you to the bus stop.\If he says any more... I feel like I'll give in... response:	What is it?
context: Lalami\Lala... mi?\My chest hurts...\I'm going home.\There's not much more we can do today anyway.\Let me walk you to the bus stop.\If he says any more... I feel like I'll give in...\What is it? response:	Can't we... hold hands?
context: Lala... mi?\My chest hurts...\I'm going home.\There's not much more we can do today anyway.\Let me walk you to the bus stop.\If he says any more... I feel like I'll give in...\What is it?\Can't we... hold hands? response:	Obviously we can't.
context: My chest hurts...\I'm going home.\There's not much more we can do today anyway.\Let me walk you to the bus stop.\If he says any more... I feel like I'll give in...\What is it?\Can't we... hold hands?\Obviously we can't. response:	I guess that means... we can't kiss, either?
context: I'm going home.\There's not much more we can do today anyway.\Let me walk you to the bus stop.\If he says any more... I feel like I'll give in...\What is it?\Can't we... hold hands?\Obviously we can't.\I guess that means... we can't kiss, either? response:	Obviously.
context: There's not much more we can do today anyway.\Let me walk you to the bus stop.\If he says any more... I feel like I'll give in...\What is it?\Can't we... hold hands?\Obviously we can't.\I guess that means... we can't kiss, either?\Obviously. response:	Bus
context: Let me walk you to the bus stop.\If he says any more... I feel like I'll give in...\What is it?\Can't we... hold hands?\Obviously we can't.\I guess that means... we can't kiss, either?\Obviously.\Bus response:	Then...
context: If he says any more... I feel like I'll give in...\What is it?\Can't we... hold hands?\Obviously we can't.\I guess that means... we can't kiss, either?\Obviously.\Bus\Then... response:	A goodbye handshake.
context: What is it?\Can't we... hold hands?\Obviously we can't.\I guess that means... we can't kiss, either?\Obviously.\Bus\Then...\A goodbye handshake. response:	I'm probably... being a terrible tease to Yano.
context: Can't we... hold hands?\Obviously we can't.\I guess that means... we can't kiss, either?\Obviously.\Bus\Then...\A goodbye handshake.\I'm probably... being a terrible tease to Yano. response:	Dodging his actions and being mean... as if I were taunting him with a bait.
context: Obviously we can't.\I guess that means... we can't kiss, either?\Obviously.\Bus\Then...\A goodbye handshake.\I'm probably... being a terrible tease to Yano.\Dodging his actions and being mean... as if I were taunting him with a bait. response:	I don't have enough strength to believe in him.
context: I guess that means... we can't kiss, either?\Obviously.\Bus\Then...\A goodbye handshake.\I'm probably... being a terrible tease to Yano.\Dodging his actions and being mean... as if I were taunting him with a bait.\I don't have enough strength to believe in him. response:	Thank you... for today.
context: Obviously.\Bus\Then...\A goodbye handshake.\I'm probably... being a terrible tease to Yano.\Dodging his actions and being mean... as if I were taunting him with a bait.\I don't have enough strength to believe in him.\Thank you... for today. response:	Everyone's words keep coming and going...
context: Bus\Then...\A goodbye handshake.\I'm probably... being a terrible tease to Yano.\Dodging his actions and being mean... as if I were taunting him with a bait.\I don't have enough strength to believe in him.\Thank you... for today.\Everyone's words keep coming and going... response:	I do know my own feelings...
context: Then...\A goodbye handshake.\I'm probably... being a terrible tease to Yano.\Dodging his actions and being mean... as if I were taunting him with a bait.\I don't have enough strength to believe in him.\Thank you... for today.\Everyone's words keep coming and going...\I do know my own feelings... response:	But belief in him... needs the strength of my will to support it.
context: A goodbye handshake.\I'm probably... being a terrible tease to Yano.\Dodging his actions and being mean... as if I were taunting him with a bait.\I don't have enough strength to believe in him.\Thank you... for today.\Everyone's words keep coming and going...\I do know my own feelings...\But belief in him... needs the strength of my will to support it. response:	Yano... I'm...
context: I'm probably... being a terrible tease to Yano.\Dodging his actions and being mean... as if I were taunting him with a bait.\I don't have enough strength to believe in him.\Thank you... for today.\Everyone's words keep coming and going...\I do know my own feelings...\But belief in him... needs the strength of my will to support it.\Yano... I'm... response:	Ah, Motoharu, your timing's great.
context: Dodging his actions and being mean... as if I were taunting him with a bait.\I don't have enough strength to believe in him.\Thank you... for today.\Everyone's words keep coming and going...\I do know my own feelings...\But belief in him... needs the strength of my will to support it.\Yano... I'm...\Ah, Motoharu, your timing's great. response:	Could you carry that flowerpot over here for me?
context: I don't have enough strength to believe in him.\Thank you... for today.\Everyone's words keep coming and going...\I do know my own feelings...\But belief in him... needs the strength of my will to support it.\Yano... I'm...\Ah, Motoharu, your timing's great.\Could you carry that flowerpot over here for me? response:	Which one?
context: Thank you... for today.\Everyone's words keep coming and going...\I do know my own feelings...\But belief in him... needs the strength of my will to support it.\Yano... I'm...\Ah, Motoharu, your timing's great.\Could you carry that flowerpot over here for me?\Which one? response:	That one. The Felicite Parmentier.
context: Everyone's words keep coming and going...\I do know my own feelings...\But belief in him... needs the strength of my will to support it.\Yano... I'm...\Ah, Motoharu, your timing's great.\Could you carry that flowerpot over here for me?\Which one?\That one. The Felicite Parmentier. response:	Fe... Feli?
context: I do know my own feelings...\But belief in him... needs the strength of my will to support it.\Yano... I'm...\Ah, Motoharu, your timing's great.\Could you carry that flowerpot over here for me?\Which one?\That one. The Felicite Parmentier.\Fe... Feli? response:	The one that had white flowers over the summer.
context: But belief in him... needs the strength of my will to support it.\Yano... I'm...\Ah, Motoharu, your timing's great.\Could you carry that flowerpot over here for me?\Which one?\That one. The Felicite Parmentier.\Fe... Feli?\The one that had white flowers over the summer. response:	All right...
context: Yano... I'm...\Ah, Motoharu, your timing's great.\Could you carry that flowerpot over here for me?\Which one?\That one. The Felicite Parmentier.\Fe... Feli?\The one that had white flowers over the summer.\All right... response:	Heavy!
context: Ah, Motoharu, your timing's great.\Could you carry that flowerpot over here for me?\Which one?\That one. The Felicite Parmentier.\Fe... Feli?\The one that had white flowers over the summer.\All right...\Heavy! response:	W-Where do you want it?
context: Could you carry that flowerpot over here for me?\Which one?\That one. The Felicite Parmentier.\Fe... Feli?\The one that had white flowers over the summer.\All right...\Heavy!\W-Where do you want it? response:	Next to the Constance Spry.
context: Which one?\That one. The Felicite Parmentier.\Fe... Feli?\The one that had white flowers over the summer.\All right...\Heavy!\W-Where do you want it?\Next to the Constance Spry. response:	C-Con?
context: That one. The Felicite Parmentier.\Fe... Feli?\The one that had white flowers over the summer.\All right...\Heavy!\W-Where do you want it?\Next to the Constance Spry.\C-Con? response:	The roses over there.
context: Fe... Feli?\The one that had white flowers over the summer.\All right...\Heavy!\W-Where do you want it?\Next to the Constance Spry.\C-Con?\The roses over there. response:	When did you make this arch?
context: The one that had white flowers over the summer.\All right...\Heavy!\W-Where do you want it?\Next to the Constance Spry.\C-Con?\The roses over there.\When did you make this arch? response:	Doesn't it look nice?
context: All right...\Heavy!\W-Where do you want it?\Next to the Constance Spry.\C-Con?\The roses over there.\When did you make this arch?\Doesn't it look nice? response:	Come spring, it'll be covered in pink flowers.
context: Heavy!\W-Where do you want it?\Next to the Constance Spry.\C-Con?\The roses over there.\When did you make this arch?\Doesn't it look nice?\Come spring, it'll be covered in pink flowers. response:	Isn't it dreamy?
context: W-Where do you want it?\Next to the Constance Spry.\C-Con?\The roses over there.\When did you make this arch?\Doesn't it look nice?\Come spring, it'll be covered in pink flowers.\Isn't it dreamy? response:	M-Makes you almost impatient for it to come, huh?
context: Next to the Constance Spry.\C-Con?\The roses over there.\When did you make this arch?\Doesn't it look nice?\Come spring, it'll be covered in pink flowers.\Isn't it dreamy?\M-Makes you almost impatient for it to come, huh? response:	Looks like you're having a hard time talking with me again, like long ago.
context: C-Con?\The roses over there.\When did you make this arch?\Doesn't it look nice?\Come spring, it'll be covered in pink flowers.\Isn't it dreamy?\M-Makes you almost impatient for it to come, huh?\Looks like you're having a hard time talking with me again, like long ago. response:	During elementary school...
context: The roses over there.\When did you make this arch?\Doesn't it look nice?\Come spring, it'll be covered in pink flowers.\Isn't it dreamy?\M-Makes you almost impatient for it to come, huh?\Looks like you're having a hard time talking with me again, like long ago.\During elementary school... response:	It's my fault, isn't it?
context: When did you make this arch?\Doesn't it look nice?\Come spring, it'll be covered in pink flowers.\Isn't it dreamy?\M-Makes you almost impatient for it to come, huh?\Looks like you're having a hard time talking with me again, like long ago.\During elementary school...\It's my fault, isn't it? response:	Not really... it's just that I've become an adult.
context: Doesn't it look nice?\Come spring, it'll be covered in pink flowers.\Isn't it dreamy?\M-Makes you almost impatient for it to come, huh?\Looks like you're having a hard time talking with me again, like long ago.\During elementary school...\It's my fault, isn't it?\Not really... it's just that I've become an adult. response:	My dad's a swimmer, and he got first place all the time in high school competitions!
context: Come spring, it'll be covered in pink flowers.\Isn't it dreamy?\M-Makes you almost impatient for it to come, huh?\Looks like you're having a hard time talking with me again, like long ago.\During elementary school...\It's my fault, isn't it?\Not really... it's just that I've become an adult.\My dad's a swimmer, and he got first place all the time in high school competitions! response:	That's why I'm gonna be a swimmer, just like him!
context: Isn't it dreamy?\M-Makes you almost impatient for it to come, huh?\Looks like you're having a hard time talking with me again, like long ago.\During elementary school...\It's my fault, isn't it?\Not really... it's just that I've become an adult.\My dad's a swimmer, and he got first place all the time in high school competitions!\That's why I'm gonna be a swimmer, just like him! response:	Buy you're his bastard.
context: M-Makes you almost impatient for it to come, huh?\Looks like you're having a hard time talking with me again, like long ago.\During elementary school...\It's my fault, isn't it?\Not really... it's just that I've become an adult.\My dad's a swimmer, and he got first place all the time in high school competitions!\That's why I'm gonna be a swimmer, just like him!\Buy you're his bastard. response:	What's a bastard?
context: Looks like you're having a hard time talking with me again, like long ago.\During elementary school...\It's my fault, isn't it?\Not really... it's just that I've become an adult.\My dad's a swimmer, and he got first place all the time in high school competitions!\That's why I'm gonna be a swimmer, just like him!\Buy you're his bastard.\What's a bastard? response:	Is it a kind of sausage?
context: During elementary school...\It's my fault, isn't it?\Not really... it's just that I've become an adult.\My dad's a swimmer, and he got first place all the time in high school competitions!\That's why I'm gonna be a swimmer, just like him!\Buy you're his bastard.\What's a bastard?\Is it a kind of sausage? response:	Sensei! Yano-kun's fighting again!
context: It's my fault, isn't it?\Not really... it's just that I've become an adult.\My dad's a swimmer, and he got first place all the time in high school competitions!\That's why I'm gonna be a swimmer, just like him!\Buy you're his bastard.\What's a bastard?\Is it a kind of sausage?\Sensei! Yano-kun's fighting again! response:	All right! How was that?
context: Not really... it's just that I've become an adult.\My dad's a swimmer, and he got first place all the time in high school competitions!\That's why I'm gonna be a swimmer, just like him!\Buy you're his bastard.\What's a bastard?\Is it a kind of sausage?\Sensei! Yano-kun's fighting again!\All right! How was that? response:	We can't seem to get the time down...
context: My dad's a swimmer, and he got first place all the time in high school competitions!\That's why I'm gonna be a swimmer, just like him!\Buy you're his bastard.\What's a bastard?\Is it a kind of sausage?\Sensei! Yano-kun's fighting again!\All right! How was that?\We can't seem to get the time down... response:	Sign: Swimming Preliminary Matches
context: That's why I'm gonna be a swimmer, just like him!\Buy you're his bastard.\What's a bastard?\Is it a kind of sausage?\Sensei! Yano-kun's fighting again!\All right! How was that?\We can't seem to get the time down...\Sign: Swimming Preliminary Matches response:	Hey... why do you always stare into the mirror before a match?
context: Buy you're his bastard.\What's a bastard?\Is it a kind of sausage?\Sensei! Yano-kun's fighting again!\All right! How was that?\We can't seem to get the time down...\Sign: Swimming Preliminary Matches\Hey... why do you always stare into the mirror before a match? response:	Is it some kind of superstition or something?
context: What's a bastard?\Is it a kind of sausage?\Sensei! Yano-kun's fighting again!\All right! How was that?\We can't seem to get the time down...\Sign: Swimming Preliminary Matches\Hey... why do you always stare into the mirror before a match?\Is it some kind of superstition or something? response:	It helps me concentrate.
context: Is it a kind of sausage?\Sensei! Yano-kun's fighting again!\All right! How was that?\We can't seem to get the time down...\Sign: Swimming Preliminary Matches\Hey... why do you always stare into the mirror before a match?\Is it some kind of superstition or something?\It helps me concentrate. response:	Don't be so sad. You gave it all you had.
context: Sensei! Yano-kun's fighting again!\All right! How was that?\We can't seem to get the time down...\Sign: Swimming Preliminary Matches\Hey... why do you always stare into the mirror before a match?\Is it some kind of superstition or something?\It helps me concentrate.\Don't be so sad. You gave it all you had. response:	You did great.
context: All right! How was that?\We can't seem to get the time down...\Sign: Swimming Preliminary Matches\Hey... why do you always stare into the mirror before a match?\Is it some kind of superstition or something?\It helps me concentrate.\Don't be so sad. You gave it all you had.\You did great. response:	I couldn't get first place...
context: We can't seem to get the time down...\Sign: Swimming Preliminary Matches\Hey... why do you always stare into the mirror before a match?\Is it some kind of superstition or something?\It helps me concentrate.\Don't be so sad. You gave it all you had.\You did great.\I couldn't get first place... response:	But you got second place. That's great.
context: Sign: Swimming Preliminary Matches\Hey... why do you always stare into the mirror before a match?\Is it some kind of superstition or something?\It helps me concentrate.\Don't be so sad. You gave it all you had.\You did great.\I couldn't get first place...\But you got second place. That's great. response:	Aren't you disappointed in me?
context: Hey... why do you always stare into the mirror before a match?\Is it some kind of superstition or something?\It helps me concentrate.\Don't be so sad. You gave it all you had.\You did great.\I couldn't get first place...\But you got second place. That's great.\Aren't you disappointed in me? response:	Of course not!
context: Is it some kind of superstition or something?\It helps me concentrate.\Don't be so sad. You gave it all you had.\You did great.\I couldn't get first place...\But you got second place. That's great.\Aren't you disappointed in me?\Of course not! response:	You're my son, so I'm proud of you.
context: It helps me concentrate.\Don't be so sad. You gave it all you had.\You did great.\I couldn't get first place...\But you got second place. That's great.\Aren't you disappointed in me?\Of course not!\You're my son, so I'm proud of you. response:	Motoharu. Let's go to the hospital.
context: Don't be so sad. You gave it all you had.\You did great.\I couldn't get first place...\But you got second place. That's great.\Aren't you disappointed in me?\Of course not!\You're my son, so I'm proud of you.\Motoharu. Let's go to the hospital. response:	Hurry and get ready.
context: You did great.\I couldn't get first place...\But you got second place. That's great.\Aren't you disappointed in me?\Of course not!\You're my son, so I'm proud of you.\Motoharu. Let's go to the hospital.\Hurry and get ready. response:	Go home, you guys!
context: I couldn't get first place...\But you got second place. That's great.\Aren't you disappointed in me?\Of course not!\You're my son, so I'm proud of you.\Motoharu. Let's go to the hospital.\Hurry and get ready.\Go home, you guys! response:	What? Did something happen?
context: But you got second place. That's great.\Aren't you disappointed in me?\Of course not!\You're my son, so I'm proud of you.\Motoharu. Let's go to the hospital.\Hurry and get ready.\Go home, you guys!\What? Did something happen? response:	Um... we're probably gonna see someone, like last time.
context: Aren't you disappointed in me?\Of course not!\You're my son, so I'm proud of you.\Motoharu. Let's go to the hospital.\Hurry and get ready.\Go home, you guys!\What? Did something happen?\Um... we're probably gonna see someone, like last time. response:	The husband of one of Mom's best friends.
context: Of course not!\You're my son, so I'm proud of you.\Motoharu. Let's go to the hospital.\Hurry and get ready.\Go home, you guys!\What? Did something happen?\Um... we're probably gonna see someone, like last time.\The husband of one of Mom's best friends. response:	Take a good look at him.
context: You're my son, so I'm proud of you.\Motoharu. Let's go to the hospital.\Hurry and get ready.\Go home, you guys!\What? Did something happen?\Um... we're probably gonna see someone, like last time.\The husband of one of Mom's best friends.\Take a good look at him. response:	He looks like a skeleton... it makes me sick...
context: Motoharu. Let's go to the hospital.\Hurry and get ready.\Go home, you guys!\What? Did something happen?\Um... we're probably gonna see someone, like last time.\The husband of one of Mom's best friends.\Take a good look at him.\He looks like a skeleton... it makes me sick... response:	Please just look at him today.
context: Hurry and get ready.\Go home, you guys!\What? Did something happen?\Um... we're probably gonna see someone, like last time.\The husband of one of Mom's best friends.\Take a good look at him.\He looks like a skeleton... it makes me sick...\Please just look at him today. response:	Since... he's your father.
context: Go home, you guys!\What? Did something happen?\Um... we're probably gonna see someone, like last time.\The husband of one of Mom's best friends.\Take a good look at him.\He looks like a skeleton... it makes me sick...\Please just look at him today.\Since... he's your father. response:	Isn't he the husband of one of your friends...?
context: What? Did something happen?\Um... we're probably gonna see someone, like last time.\The husband of one of Mom's best friends.\Take a good look at him.\He looks like a skeleton... it makes me sick...\Please just look at him today.\Since... he's your father.\Isn't he the husband of one of your friends...? response:	Then... am I Mrs. Michiko's son...?
context: Um... we're probably gonna see someone, like last time.\The husband of one of Mom's best friends.\Take a good look at him.\He looks like a skeleton... it makes me sick...\Please just look at him today.\Since... he's your father.\Isn't he the husband of one of your friends...?\Then... am I Mrs. Michiko's son...? response:	You're my son.
context: The husband of one of Mom's best friends.\Take a good look at him.\He looks like a skeleton... it makes me sick...\Please just look at him today.\Since... he's your father.\Isn't he the husband of one of your friends...?\Then... am I Mrs. Michiko's son...?\You're my son. response:	Motoharu...
context: Take a good look at him.\He looks like a skeleton... it makes me sick...\Please just look at him today.\Since... he's your father.\Isn't he the husband of one of your friends...?\Then... am I Mrs. Michiko's son...?\You're my son.\Motoharu... response:	I found someone I want to marry...
context: He looks like a skeleton... it makes me sick...\Please just look at him today.\Since... he's your father.\Isn't he the husband of one of your friends...?\Then... am I Mrs. Michiko's son...?\You're my son.\Motoharu...\I found someone I want to marry... response:	And you really need a father figure at your age, don't you?
context: Please just look at him today.\Since... he's your father.\Isn't he the husband of one of your friends...?\Then... am I Mrs. Michiko's son...?\You're my son.\Motoharu...\I found someone I want to marry...\And you really need a father figure at your age, don't you? response:	Why...
context: Since... he's your father.\Isn't he the husband of one of your friends...?\Then... am I Mrs. Michiko's son...?\You're my son.\Motoharu...\I found someone I want to marry...\And you really need a father figure at your age, don't you?\Why... response:	Even if I want them to be there, they always leave me...
context: Isn't he the husband of one of your friends...?\Then... am I Mrs. Michiko's son...?\You're my son.\Motoharu...\I found someone I want to marry...\And you really need a father figure at your age, don't you?\Why...\Even if I want them to be there, they always leave me... response:	Old Messages
context: Then... am I Mrs. Michiko's son...?\You're my son.\Motoharu...\I found someone I want to marry...\And you really need a father figure at your age, don't you?\Why...\Even if I want them to be there, they always leave me...\Old Messages response:	Options
context: You're my son.\Motoharu...\I found someone I want to marry...\And you really need a father figure at your age, don't you?\Why...\Even if I want them to be there, they always leave me...\Old Messages\Options response:	Sub-Menu
context: Motoharu...\I found someone I want to marry...\And you really need a father figure at your age, don't you?\Why...\Even if I want them to be there, they always leave me...\Old Messages\Options\Sub-Menu response:	Takahashi, next time I'll properly talk about Nana-san, So, please meet with me again.
context: I found someone I want to marry...\And you really need a father figure at your age, don't you?\Why...\Even if I want them to be there, they always leave me...\Old Messages\Options\Sub-Menu\Takahashi, next time I'll properly talk about Nana-san, So, please meet with me again. response:	And even if I don't want that... it keeps happening anyway.
context: And you really need a father figure at your age, don't you?\Why...\Even if I want them to be there, they always leave me...\Old Messages\Options\Sub-Menu\Takahashi, next time I'll properly talk about Nana-san, So, please meet with me again.\And even if I don't want that... it keeps happening anyway. response:	My hopes are never fulfilled...
context: Why...\Even if I want them to be there, they always leave me...\Old Messages\Options\Sub-Menu\Takahashi, next time I'll properly talk about Nana-san, So, please meet with me again.\And even if I don't want that... it keeps happening anyway.\My hopes are never fulfilled... response:	And my good luck never lasts for very long...
context: Even if I want them to be there, they always leave me...\Old Messages\Options\Sub-Menu\Takahashi, next time I'll properly talk about Nana-san, So, please meet with me again.\And even if I don't want that... it keeps happening anyway.\My hopes are never fulfilled...\And my good luck never lasts for very long... response:	My life never goes the way I want it to.
context: Old Messages\Options\Sub-Menu\Takahashi, next time I'll properly talk about Nana-san, So, please meet with me again.\And even if I don't want that... it keeps happening anyway.\My hopes are never fulfilled...\And my good luck never lasts for very long...\My life never goes the way I want it to. response:	Even so...
context: Options\Sub-Menu\Takahashi, next time I'll properly talk about Nana-san, So, please meet with me again.\And even if I don't want that... it keeps happening anyway.\My hopes are never fulfilled...\And my good luck never lasts for very long...\My life never goes the way I want it to.\Even so... response:	Nanami
context: Sub-Menu\Takahashi, next time I'll properly talk about Nana-san, So, please meet with me again.\And even if I don't want that... it keeps happening anyway.\My hopes are never fulfilled...\And my good luck never lasts for very long...\My life never goes the way I want it to.\Even so...\Nanami response:	Okay. -Nanami
context: Takahashi, next time I'll properly talk about Nana-san, So, please meet with me again.\And even if I don't want that... it keeps happening anyway.\My hopes are never fulfilled...\And my good luck never lasts for very long...\My life never goes the way I want it to.\Even so...\Nanami\Okay. -Nanami response:	Believing that, I continue to live on...
context: And even if I don't want that... it keeps happening anyway.\My hopes are never fulfilled...\And my good luck never lasts for very long...\My life never goes the way I want it to.\Even so...\Nanami\Okay. -Nanami\Believing that, I continue to live on... response:	I continue to live...
context: My hopes are never fulfilled...\And my good luck never lasts for very long...\My life never goes the way I want it to.\Even so...\Nanami\Okay. -Nanami\Believing that, I continue to live on...\I continue to live... response:	Ima kimi ga iikaketa kotoba ga
context: And my good luck never lasts for very long...\My life never goes the way I want it to.\Even so...\Nanami\Okay. -Nanami\Believing that, I continue to live on...\I continue to live...\Ima kimi ga iikaketa kotoba ga response:	Yubisaki ni sotto oritekita
context: My life never goes the way I want it to.\Even so...\Nanami\Okay. -Nanami\Believing that, I continue to live on...\I continue to live...\Ima kimi ga iikaketa kotoba ga\Yubisaki ni sotto oritekita response:	Nanimo iwanakute ii yo
context: Even so...\Nanami\Okay. -Nanami\Believing that, I continue to live on...\I continue to live...\Ima kimi ga iikaketa kotoba ga\Yubisaki ni sotto oritekita\Nanimo iwanakute ii yo response:	Tsumaida yubi wo gyutto atatamete
context: Nanami\Okay. -Nanami\Believing that, I continue to live on...\I continue to live...\Ima kimi ga iikaketa kotoba ga\Yubisaki ni sotto oritekita\Nanimo iwanakute ii yo\Tsumaida yubi wo gyutto atatamete response:	Kotoba wa kotoba dakara kokoro hanbun mo tsutaenai kara
context: Okay. -Nanami\Believing that, I continue to live on...\I continue to live...\Ima kimi ga iikaketa kotoba ga\Yubisaki ni sotto oritekita\Nanimo iwanakute ii yo\Tsumaida yubi wo gyutto atatamete\Kotoba wa kotoba dakara kokoro hanbun mo tsutaenai kara response:	Setsunakute modokashikute yuuyake futari wo tsutsundeiru
context: Believing that, I continue to live on...\I continue to live...\Ima kimi ga iikaketa kotoba ga\Yubisaki ni sotto oritekita\Nanimo iwanakute ii yo\Tsumaida yubi wo gyutto atatamete\Kotoba wa kotoba dakara kokoro hanbun mo tsutaenai kara\Setsunakute modokashikute yuuyake futari wo tsutsundeiru response:	Komiageru mune no omoi kokoro ga itai yo
context: I continue to live...\Ima kimi ga iikaketa kotoba ga\Yubisaki ni sotto oritekita\Nanimo iwanakute ii yo\Tsumaida yubi wo gyutto atatamete\Kotoba wa kotoba dakara kokoro hanbun mo tsutaenai kara\Setsunakute modokashikute yuuyake futari wo tsutsundeiru\Komiageru mune no omoi kokoro ga itai yo response:	Moshi kimi ga tabibito ni nattara
context: Ima kimi ga iikaketa kotoba ga\Yubisaki ni sotto oritekita\Nanimo iwanakute ii yo\Tsumaida yubi wo gyutto atatamete\Kotoba wa kotoba dakara kokoro hanbun mo tsutaenai kara\Setsunakute modokashikute yuuyake futari wo tsutsundeiru\Komiageru mune no omoi kokoro ga itai yo\Moshi kimi ga tabibito ni nattara response:	Kore gurai kimi wo matteru darou
context: Yubisaki ni sotto oritekita\Nanimo iwanakute ii yo\Tsumaida yubi wo gyutto atatamete\Kotoba wa kotoba dakara kokoro hanbun mo tsutaenai kara\Setsunakute modokashikute yuuyake futari wo tsutsundeiru\Komiageru mune no omoi kokoro ga itai yo\Moshi kimi ga tabibito ni nattara\Kore gurai kimi wo matteru darou response:	Kisetsu wa kawaru sono tabi ni
context: Nanimo iwanakute ii yo\Tsumaida yubi wo gyutto atatamete\Kotoba wa kotoba dakara kokoro hanbun mo tsutaenai kara\Setsunakute modokashikute yuuyake futari wo tsutsundeiru\Komiageru mune no omoi kokoro ga itai yo\Moshi kimi ga tabibito ni nattara\Kore gurai kimi wo matteru darou\Kisetsu wa kawaru sono tabi ni response:	Kioku ga usuragu koto ga attemo
context: Tsumaida yubi wo gyutto atatamete\Kotoba wa kotoba dakara kokoro hanbun mo tsutaenai kara\Setsunakute modokashikute yuuyake futari wo tsutsundeiru\Komiageru mune no omoi kokoro ga itai yo\Moshi kimi ga tabibito ni nattara\Kore gurai kimi wo matteru darou\Kisetsu wa kawaru sono tabi ni\Kioku ga usuragu koto ga attemo response:	dareka wo konna fuu ni kokoro ippai de aisenai kara
