context: Here we come! response:	It's the start of Inuyasha!
context: I'm scared.\Pa... Ma... Brother... They all died.\I don't want anyone else to die...\I don't want to see anyone die!\MasterJaken... Please don't die.\Don't anyone die... anymore!\Lord Sesshomaru!\The poison is spreading... response:	Ahh... the sun is setting.
context: Pa... Ma... Brother... They all died.\I don't want anyone else to die...\I don't want to see anyone die!\MasterJaken... Please don't die.\Don't anyone die... anymore!\Lord Sesshomaru!\The poison is spreading...\Ahh... the sun is setting. response:	Rin didn't make it, after all.
context: I don't want anyone else to die...\I don't want to see anyone die!\MasterJaken... Please don't die.\Don't anyone die... anymore!\Lord Sesshomaru!\The poison is spreading...\Ahh... the sun is setting.\Rin didn't make it, after all. response:	Ohh... my vision is blurring...
context: I don't want to see anyone die!\MasterJaken... Please don't die.\Don't anyone die... anymore!\Lord Sesshomaru!\The poison is spreading...\Ahh... the sun is setting.\Rin didn't make it, after all.\Ohh... my vision is blurring... response:	Huh? An illusion?
context: MasterJaken... Please don't die.\Don't anyone die... anymore!\Lord Sesshomaru!\The poison is spreading...\Ahh... the sun is setting.\Rin didn't make it, after all.\Ohh... my vision is blurring...\Huh? An illusion? response:	Huh?
context: Don't anyone die... anymore!\Lord Sesshomaru!\The poison is spreading...\Ahh... the sun is setting.\Rin didn't make it, after all.\Ohh... my vision is blurring...\Huh? An illusion?\Huh? response:	L-Lord Sesshomaru!
context: Lord Sesshomaru!\The poison is spreading...\Ahh... the sun is setting.\Rin didn't make it, after all.\Ohh... my vision is blurring...\Huh? An illusion?\Huh?\L-Lord Sesshomaru! response:	Lord Sesshomaru!
context: The poison is spreading...\Ahh... the sun is setting.\Rin didn't make it, after all.\Ohh... my vision is blurring...\Huh? An illusion?\Huh?\L-Lord Sesshomaru!\Lord Sesshomaru! response:	MasterJaken, don't die.
context: Ahh... the sun is setting.\Rin didn't make it, after all.\Ohh... my vision is blurring...\Huh? An illusion?\Huh?\L-Lord Sesshomaru!\Lord Sesshomaru!\MasterJaken, don't die. response:	Huh? Alittle girl came by?
context: Rin didn't make it, after all.\Ohh... my vision is blurring...\Huh? An illusion?\Huh?\L-Lord Sesshomaru!\Lord Sesshomaru!\MasterJaken, don't die.\Huh? Alittle girl came by? response:	Yeah. I'm worried if she was able to get the sennensou berries.
context: Ohh... my vision is blurring...\Huh? An illusion?\Huh?\L-Lord Sesshomaru!\Lord Sesshomaru!\MasterJaken, don't die.\Huh? Alittle girl came by?\Yeah. I'm worried if she was able to get the sennensou berries. response:	I think she did okay.
context: Huh? An illusion?\Huh?\L-Lord Sesshomaru!\Lord Sesshomaru!\MasterJaken, don't die.\Huh? Alittle girl came by?\Yeah. I'm worried if she was able to get the sennensou berries.\I think she did okay. response:	She was just like you, Kagome.
context: Huh?\L-Lord Sesshomaru!\Lord Sesshomaru!\MasterJaken, don't die.\Huh? Alittle girl came by?\Yeah. I'm worried if she was able to get the sennensou berries.\I think she did okay.\She was just like you, Kagome. response:	Kagome?
context: L-Lord Sesshomaru!\Lord Sesshomaru!\MasterJaken, don't die.\Huh? Alittle girl came by?\Yeah. I'm worried if she was able to get the sennensou berries.\I think she did okay.\She was just like you, Kagome.\Kagome? response:	Yeah... she's probably much strongerthan me.
context: Lord Sesshomaru!\MasterJaken, don't die.\Huh? Alittle girl came by?\Yeah. I'm worried if she was able to get the sennensou berries.\I think she did okay.\She was just like you, Kagome.\Kagome?\Yeah... she's probably much strongerthan me. response:	Like Kagome, she warmed your heart...
context: MasterJaken, don't die.\Huh? Alittle girl came by?\Yeah. I'm worried if she was able to get the sennensou berries.\I think she did okay.\She was just like you, Kagome.\Kagome?\Yeah... she's probably much strongerthan me.\Like Kagome, she warmed your heart... response:	Just like the sun.
context: Huh? Alittle girl came by?\Yeah. I'm worried if she was able to get the sennensou berries.\I think she did okay.\She was just like you, Kagome.\Kagome?\Yeah... she's probably much strongerthan me.\Like Kagome, she warmed your heart...\Just like the sun. response:	She must have a big, kind heart.
context: Yeah. I'm worried if she was able to get the sennensou berries.\I think she did okay.\She was just like you, Kagome.\Kagome?\Yeah... she's probably much strongerthan me.\Like Kagome, she warmed your heart...\Just like the sun.\She must have a big, kind heart. response:	Jinenji... please!
context: I think she did okay.\She was just like you, Kagome.\Kagome?\Yeah... she's probably much strongerthan me.\Like Kagome, she warmed your heart...\Just like the sun.\She must have a big, kind heart.\Jinenji... please! response:	Hey, Jinenji...
context: She was just like you, Kagome.\Kagome?\Yeah... she's probably much strongerthan me.\Like Kagome, she warmed your heart...\Just like the sun.\She must have a big, kind heart.\Jinenji... please!\Hey, Jinenji... response:	I think you misunderstand, so lemme tell you...
context: Kagome?\Yeah... she's probably much strongerthan me.\Like Kagome, she warmed your heart...\Just like the sun.\She must have a big, kind heart.\Jinenji... please!\Hey, Jinenji...\I think you misunderstand, so lemme tell you... response:	Kagome's heart is pretty small.
context: Yeah... she's probably much strongerthan me.\Like Kagome, she warmed your heart...\Just like the sun.\She must have a big, kind heart.\Jinenji... please!\Hey, Jinenji...\I think you misunderstand, so lemme tell you...\Kagome's heart is pretty small. response:	Inuyasha...
context: Like Kagome, she warmed your heart...\Just like the sun.\She must have a big, kind heart.\Jinenji... please!\Hey, Jinenji...\I think you misunderstand, so lemme tell you...\Kagome's heart is pretty small.\Inuyasha... response:	Sit!
context: Just like the sun.\She must have a big, kind heart.\Jinenji... please!\Hey, Jinenji...\I think you misunderstand, so lemme tell you...\Kagome's heart is pretty small.\Inuyasha...\Sit! response:	What'd I tell ya, Jinenji!
context: She must have a big, kind heart.\Jinenji... please!\Hey, Jinenji...\I think you misunderstand, so lemme tell you...\Kagome's heart is pretty small.\Inuyasha...\Sit!\What'd I tell ya, Jinenji! response:	See how small herheart is?
context: Jinenji... please!\Hey, Jinenji...\I think you misunderstand, so lemme tell you...\Kagome's heart is pretty small.\Inuyasha...\Sit!\What'd I tell ya, Jinenji!\See how small herheart is? response:	Sit! Sit! Sit! Sit! Sit! Sit! Sit!
context: Hey, Jinenji...\I think you misunderstand, so lemme tell you...\Kagome's heart is pretty small.\Inuyasha...\Sit!\What'd I tell ya, Jinenji!\See how small herheart is?\Sit! Sit! Sit! Sit! Sit! Sit! Sit! response:	He's so stupid.
context: I think you misunderstand, so lemme tell you...\Kagome's heart is pretty small.\Inuyasha...\Sit!\What'd I tell ya, Jinenji!\See how small herheart is?\Sit! Sit! Sit! Sit! Sit! Sit! Sit!\He's so stupid. response:	I'll say.
context: Kagome's heart is pretty small.\Inuyasha...\Sit!\What'd I tell ya, Jinenji!\See how small herheart is?\Sit! Sit! Sit! Sit! Sit! Sit! Sit!\He's so stupid.\I'll say. response:	Second that.
context: Inuyasha...\Sit!\What'd I tell ya, Jinenji!\See how small herheart is?\Sit! Sit! Sit! Sit! Sit! Sit! Sit!\He's so stupid.\I'll say.\Second that. response:	Oh, you're awake!
context: Sit!\What'd I tell ya, Jinenji!\See how small herheart is?\Sit! Sit! Sit! Sit! Sit! Sit! Sit!\He's so stupid.\I'll say.\Second that.\Oh, you're awake! response:	Huh? Master Jaken? You're cured?
context: What'd I tell ya, Jinenji!\See how small herheart is?\Sit! Sit! Sit! Sit! Sit! Sit! Sit!\He's so stupid.\I'll say.\Second that.\Oh, you're awake!\Huh? Master Jaken? You're cured? response:	Or did I... die again?
context: See how small herheart is?\Sit! Sit! Sit! Sit! Sit! Sit! Sit!\He's so stupid.\I'll say.\Second that.\Oh, you're awake!\Huh? Master Jaken? You're cured?\Or did I... die again? response:	Silly fool! Lord Sesshomaru brought you here.
context: Sit! Sit! Sit! Sit! Sit! Sit! Sit!\He's so stupid.\I'll say.\Second that.\Oh, you're awake!\Huh? Master Jaken? You're cured?\Or did I... die again?\Silly fool! Lord Sesshomaru brought you here. response:	Lord Sesshomaru?
context: He's so stupid.\I'll say.\Second that.\Oh, you're awake!\Huh? Master Jaken? You're cured?\Or did I... die again?\Silly fool! Lord Sesshomaru brought you here.\Lord Sesshomaru? response:	Yes, Rin!
context: I'll say.\Second that.\Oh, you're awake!\Huh? Master Jaken? You're cured?\Or did I... die again?\Silly fool! Lord Sesshomaru brought you here.\Lord Sesshomaru?\Yes, Rin! response:	Stop giving him so much trouble!
context: Second that.\Oh, you're awake!\Huh? Master Jaken? You're cured?\Or did I... die again?\Silly fool! Lord Sesshomaru brought you here.\Lord Sesshomaru?\Yes, Rin!\Stop giving him so much trouble! response:	Uh-huh... I'm sorry.
context: Oh, you're awake!\Huh? Master Jaken? You're cured?\Or did I... die again?\Silly fool! Lord Sesshomaru brought you here.\Lord Sesshomaru?\Yes, Rin!\Stop giving him so much trouble!\Uh-huh... I'm sorry. response:	Ohhh... But MasterJaken, I'm so glad foryou!
context: Huh? Master Jaken? You're cured?\Or did I... die again?\Silly fool! Lord Sesshomaru brought you here.\Lord Sesshomaru?\Yes, Rin!\Stop giving him so much trouble!\Uh-huh... I'm sorry.\Ohhh... But MasterJaken, I'm so glad foryou! response:	Ohh... stop, Rin! Get away!
context: Or did I... die again?\Silly fool! Lord Sesshomaru brought you here.\Lord Sesshomaru?\Yes, Rin!\Stop giving him so much trouble!\Uh-huh... I'm sorry.\Ohhh... But MasterJaken, I'm so glad foryou!\Ohh... stop, Rin! Get away! response:	I won't!
context: Silly fool! Lord Sesshomaru brought you here.\Lord Sesshomaru?\Yes, Rin!\Stop giving him so much trouble!\Uh-huh... I'm sorry.\Ohhh... But MasterJaken, I'm so glad foryou!\Ohh... stop, Rin! Get away!\I won't! response:	In the direction of the ox-tiger...
context: Lord Sesshomaru?\Yes, Rin!\Stop giving him so much trouble!\Uh-huh... I'm sorry.\Ohhh... But MasterJaken, I'm so glad foryou!\Ohh... stop, Rin! Get away!\I won't!\In the direction of the ox-tiger... response:	Lord Sesshomaru!
context: Yes, Rin!\Stop giving him so much trouble!\Uh-huh... I'm sorry.\Ohhh... But MasterJaken, I'm so glad foryou!\Ohh... stop, Rin! Get away!\I won't!\In the direction of the ox-tiger...\Lord Sesshomaru! response:	Lord Sesshomaru.
context: Stop giving him so much trouble!\Uh-huh... I'm sorry.\Ohhh... But MasterJaken, I'm so glad foryou!\Ohh... stop, Rin! Get away!\I won't!\In the direction of the ox-tiger...\Lord Sesshomaru!\Lord Sesshomaru. response:	We're going.
context: Uh-huh... I'm sorry.\Ohhh... But MasterJaken, I'm so glad foryou!\Ohh... stop, Rin! Get away!\I won't!\In the direction of the ox-tiger...\Lord Sesshomaru!\Lord Sesshomaru.\We're going. response:	Lord Sesshomaru...
context: Ohhh... But MasterJaken, I'm so glad foryou!\Ohh... stop, Rin! Get away!\I won't!\In the direction of the ox-tiger...\Lord Sesshomaru!\Lord Sesshomaru.\We're going.\Lord Sesshomaru... response:	We're all together again.
context: Ohh... stop, Rin! Get away!\I won't!\In the direction of the ox-tiger...\Lord Sesshomaru!\Lord Sesshomaru.\We're going.\Lord Sesshomaru...\We're all together again. response:	What'll I do, Kagome? Kirara is gone!
context: I won't!\In the direction of the ox-tiger...\Lord Sesshomaru!\Lord Sesshomaru.\We're going.\Lord Sesshomaru...\We're all together again.\What'll I do, Kagome? Kirara is gone! response:	Maybe she went for a walk?
context: In the direction of the ox-tiger...\Lord Sesshomaru!\Lord Sesshomaru.\We're going.\Lord Sesshomaru...\We're all together again.\What'll I do, Kagome? Kirara is gone!\Maybe she went for a walk? response:	Kirara seemed fine.
context: Lord Sesshomaru!\Lord Sesshomaru.\We're going.\Lord Sesshomaru...\We're all together again.\What'll I do, Kagome? Kirara is gone!\Maybe she went for a walk?\Kirara seemed fine. response:	But this is the first time...
context: Lord Sesshomaru.\We're going.\Lord Sesshomaru...\We're all together again.\What'll I do, Kagome? Kirara is gone!\Maybe she went for a walk?\Kirara seemed fine.\But this is the first time... response:	Maybe there's a reason why she can't return.
context: We're going.\Lord Sesshomaru...\We're all together again.\What'll I do, Kagome? Kirara is gone!\Maybe she went for a walk?\Kirara seemed fine.\But this is the first time...\Maybe there's a reason why she can't return. response:	I'm getting so worried the more I think about it!
context: Lord Sesshomaru...\We're all together again.\What'll I do, Kagome? Kirara is gone!\Maybe she went for a walk?\Kirara seemed fine.\But this is the first time...\Maybe there's a reason why she can't return.\I'm getting so worried the more I think about it! response:	Could she have run away because of that?
context: We're all together again.\What'll I do, Kagome? Kirara is gone!\Maybe she went for a walk?\Kirara seemed fine.\But this is the first time...\Maybe there's a reason why she can't return.\I'm getting so worried the more I think about it!\Could she have run away because of that? response:	Next on Inuyasha: Kirara Come Home!
context: What'll I do, Kagome? Kirara is gone!\Maybe she went for a walk?\Kirara seemed fine.\But this is the first time...\Maybe there's a reason why she can't return.\I'm getting so worried the more I think about it!\Could she have run away because of that?\Next on Inuyasha: Kirara Come Home! response:	Kirara, don't leave like this!
