context: 24 Hours with Asamori-san Today's release! response:	I'll buy you!
context: It's really juicy'n warm!\Normies?!\Burn'em all! No, cook'em! Cook all the normies alive!\Yay! Cook up that meat!\Atomu, eat, eat! Okay?\Meat!\Man, I ate a lot!\I don't want to see meat for a while. response:	Me too.
context: Normies?!\Burn'em all! No, cook'em! Cook all the normies alive!\Yay! Cook up that meat!\Atomu, eat, eat! Okay?\Meat!\Man, I ate a lot!\I don't want to see meat for a while.\Me too. response:	I ate so much meat, there's no way they can call a vegetarian beta, yeah?
context: Burn'em all! No, cook'em! Cook all the normies alive!\Yay! Cook up that meat!\Atomu, eat, eat! Okay?\Meat!\Man, I ate a lot!\I don't want to see meat for a while.\Me too.\I ate so much meat, there's no way they can call a vegetarian beta, yeah? response:	Kuroda-san? What's wrong?
context: Yay! Cook up that meat!\Atomu, eat, eat! Okay?\Meat!\Man, I ate a lot!\I don't want to see meat for a while.\Me too.\I ate so much meat, there's no way they can call a vegetarian beta, yeah?\Kuroda-san? What's wrong? response:	No, it's nothing.
context: Atomu, eat, eat! Okay?\Meat!\Man, I ate a lot!\I don't want to see meat for a while.\Me too.\I ate so much meat, there's no way they can call a vegetarian beta, yeah?\Kuroda-san? What's wrong?\No, it's nothing. response:	This ice cream is great!
context: Meat!\Man, I ate a lot!\I don't want to see meat for a while.\Me too.\I ate so much meat, there's no way they can call a vegetarian beta, yeah?\Kuroda-san? What's wrong?\No, it's nothing.\This ice cream is great! response:	I want some, too.
context: Man, I ate a lot!\I don't want to see meat for a while.\Me too.\I ate so much meat, there's no way they can call a vegetarian beta, yeah?\Kuroda-san? What's wrong?\No, it's nothing.\This ice cream is great!\I want some, too. response:	Me too.
context: I don't want to see meat for a while.\Me too.\I ate so much meat, there's no way they can call a vegetarian beta, yeah?\Kuroda-san? What's wrong?\No, it's nothing.\This ice cream is great!\I want some, too.\Me too. response:	Thanks!
context: Me too.\I ate so much meat, there's no way they can call a vegetarian beta, yeah?\Kuroda-san? What's wrong?\No, it's nothing.\This ice cream is great!\I want some, too.\Me too.\Thanks! response:	Kuroda-san, want some?
context: I ate so much meat, there's no way they can call a vegetarian beta, yeah?\Kuroda-san? What's wrong?\No, it's nothing.\This ice cream is great!\I want some, too.\Me too.\Thanks!\Kuroda-san, want some? response:	I'm alright.
context: Kuroda-san? What's wrong?\No, it's nothing.\This ice cream is great!\I want some, too.\Me too.\Thanks!\Kuroda-san, want some?\I'm alright. response:	Then I'll take it!
context: No, it's nothing.\This ice cream is great!\I want some, too.\Me too.\Thanks!\Kuroda-san, want some?\I'm alright.\Then I'll take it! response:	I'm dual-wielding!
context: This ice cream is great!\I want some, too.\Me too.\Thanks!\Kuroda-san, want some?\I'm alright.\Then I'll take it!\I'm dual-wielding! response:	The life of luxury.
context: I want some, too.\Me too.\Thanks!\Kuroda-san, want some?\I'm alright.\Then I'll take it!\I'm dual-wielding!\The life of luxury. response:	I'm surprised you're not cold.
context: Me too.\Thanks!\Kuroda-san, want some?\I'm alright.\Then I'll take it!\I'm dual-wielding!\The life of luxury.\I'm surprised you're not cold. response:	You don't get it.
context: Thanks!\Kuroda-san, want some?\I'm alright.\Then I'll take it!\I'm dual-wielding!\The life of luxury.\I'm surprised you're not cold.\You don't get it. response:	It's'cause it's daring!
context: Kuroda-san, want some?\I'm alright.\Then I'll take it!\I'm dual-wielding!\The life of luxury.\I'm surprised you're not cold.\You don't get it.\It's'cause it's daring! response:	I'm still surprised we actually won.
context: I'm alright.\Then I'll take it!\I'm dual-wielding!\The life of luxury.\I'm surprised you're not cold.\You don't get it.\It's'cause it's daring!\I'm still surprised we actually won. response:	You didn't think we'd win?
context: Then I'll take it!\I'm dual-wielding!\The life of luxury.\I'm surprised you're not cold.\You don't get it.\It's'cause it's daring!\I'm still surprised we actually won.\You didn't think we'd win? response:	No, it's not that.
context: I'm dual-wielding!\The life of luxury.\I'm surprised you're not cold.\You don't get it.\It's'cause it's daring!\I'm still surprised we actually won.\You didn't think we'd win?\No, it's not that. response:	Perhaps it was more dangerous for us in the long run than just on the day of release.
context: The life of luxury.\I'm surprised you're not cold.\You don't get it.\It's'cause it's daring!\I'm still surprised we actually won.\You didn't think we'd win?\No, it's not that.\Perhaps it was more dangerous for us in the long run than just on the day of release. response:	Asamori-san was written in an easygoing, everyday setting, so people are quick to pick it up.
context: I'm surprised you're not cold.\You don't get it.\It's'cause it's daring!\I'm still surprised we actually won.\You didn't think we'd win?\No, it's not that.\Perhaps it was more dangerous for us in the long run than just on the day of release.\Asamori-san was written in an easygoing, everyday setting, so people are quick to pick it up. response:	On the other hand, Taiga is a game with a lot of depth,
context: You don't get it.\It's'cause it's daring!\I'm still surprised we actually won.\You didn't think we'd win?\No, it's not that.\Perhaps it was more dangerous for us in the long run than just on the day of release.\Asamori-san was written in an easygoing, everyday setting, so people are quick to pick it up.\On the other hand, Taiga is a game with a lot of depth, response:	so it will continue to sell hundreds of units every month.
context: It's'cause it's daring!\I'm still surprised we actually won.\You didn't think we'd win?\No, it's not that.\Perhaps it was more dangerous for us in the long run than just on the day of release.\Asamori-san was written in an easygoing, everyday setting, so people are quick to pick it up.\On the other hand, Taiga is a game with a lot of depth,\so it will continue to sell hundreds of units every month. response:	Wow.
context: I'm still surprised we actually won.\You didn't think we'd win?\No, it's not that.\Perhaps it was more dangerous for us in the long run than just on the day of release.\Asamori-san was written in an easygoing, everyday setting, so people are quick to pick it up.\On the other hand, Taiga is a game with a lot of depth,\so it will continue to sell hundreds of units every month.\Wow. response:	There may not be many people talking about Asamori-san a year from now.
context: You didn't think we'd win?\No, it's not that.\Perhaps it was more dangerous for us in the long run than just on the day of release.\Asamori-san was written in an easygoing, everyday setting, so people are quick to pick it up.\On the other hand, Taiga is a game with a lot of depth,\so it will continue to sell hundreds of units every month.\Wow.\There may not be many people talking about Asamori-san a year from now. response:	But Taiga might end up being a work that people are talking about many years down the line.
context: No, it's not that.\Perhaps it was more dangerous for us in the long run than just on the day of release.\Asamori-san was written in an easygoing, everyday setting, so people are quick to pick it up.\On the other hand, Taiga is a game with a lot of depth,\so it will continue to sell hundreds of units every month.\Wow.\There may not be many people talking about Asamori-san a year from now.\But Taiga might end up being a work that people are talking about many years down the line. response:	I've gotta work harder, then.
context: Perhaps it was more dangerous for us in the long run than just on the day of release.\Asamori-san was written in an easygoing, everyday setting, so people are quick to pick it up.\On the other hand, Taiga is a game with a lot of depth,\so it will continue to sell hundreds of units every month.\Wow.\There may not be many people talking about Asamori-san a year from now.\But Taiga might end up being a work that people are talking about many years down the line.\I've gotta work harder, then. response:	This is just the beginning for us!
context: Asamori-san was written in an easygoing, everyday setting, so people are quick to pick it up.\On the other hand, Taiga is a game with a lot of depth,\so it will continue to sell hundreds of units every month.\Wow.\There may not be many people talking about Asamori-san a year from now.\But Taiga might end up being a work that people are talking about many years down the line.\I've gotta work harder, then.\This is just the beginning for us! response:	Actually, there was something I wanted to ask you all.
context: On the other hand, Taiga is a game with a lot of depth,\so it will continue to sell hundreds of units every month.\Wow.\There may not be many people talking about Asamori-san a year from now.\But Taiga might end up being a work that people are talking about many years down the line.\I've gotta work harder, then.\This is just the beginning for us!\Actually, there was something I wanted to ask you all. response:	I was thinking of dissolving Rokuhara.
context: so it will continue to sell hundreds of units every month.\Wow.\There may not be many people talking about Asamori-san a year from now.\But Taiga might end up being a work that people are talking about many years down the line.\I've gotta work harder, then.\This is just the beginning for us!\Actually, there was something I wanted to ask you all.\I was thinking of dissolving Rokuhara. response:	What?
context: Wow.\There may not be many people talking about Asamori-san a year from now.\But Taiga might end up being a work that people are talking about many years down the line.\I've gotta work harder, then.\This is just the beginning for us!\Actually, there was something I wanted to ask you all.\I was thinking of dissolving Rokuhara.\What? response:	Dissolving?
context: There may not be many people talking about Asamori-san a year from now.\But Taiga might end up being a work that people are talking about many years down the line.\I've gotta work harder, then.\This is just the beginning for us!\Actually, there was something I wanted to ask you all.\I was thinking of dissolving Rokuhara.\What?\Dissolving? response:	Why? What happened to making two games?
context: But Taiga might end up being a work that people are talking about many years down the line.\I've gotta work harder, then.\This is just the beginning for us!\Actually, there was something I wanted to ask you all.\I was thinking of dissolving Rokuhara.\What?\Dissolving?\Why? What happened to making two games? response:	That's right! You said we would!
context: I've gotta work harder, then.\This is just the beginning for us!\Actually, there was something I wanted to ask you all.\I was thinking of dissolving Rokuhara.\What?\Dissolving?\Why? What happened to making two games?\That's right! You said we would! response:	It was really fun.
context: This is just the beginning for us!\Actually, there was something I wanted to ask you all.\I was thinking of dissolving Rokuhara.\What?\Dissolving?\Why? What happened to making two games?\That's right! You said we would!\It was really fun. response:	I didn't know that working together with people and making something could be so fun.
context: Actually, there was something I wanted to ask you all.\I was thinking of dissolving Rokuhara.\What?\Dissolving?\Why? What happened to making two games?\That's right! You said we would!\It was really fun.\I didn't know that working together with people and making something could be so fun. response:	No, I should have known.
context: I was thinking of dissolving Rokuhara.\What?\Dissolving?\Why? What happened to making two games?\That's right! You said we would!\It was really fun.\I didn't know that working together with people and making something could be so fun.\No, I should have known. response:	But it was so much more fun than I'd thought.
context: What?\Dissolving?\Why? What happened to making two games?\That's right! You said we would!\It was really fun.\I didn't know that working together with people and making something could be so fun.\No, I should have known.\But it was so much more fun than I'd thought. response:	That's why...
context: Dissolving?\Why? What happened to making two games?\That's right! You said we would!\It was really fun.\I didn't know that working together with people and making something could be so fun.\No, I should have known.\But it was so much more fun than I'd thought.\That's why... response:	That's why I want to put an end to everything the past me has done.
context: Why? What happened to making two games?\That's right! You said we would!\It was really fun.\I didn't know that working together with people and making something could be so fun.\No, I should have known.\But it was so much more fun than I'd thought.\That's why...\That's why I want to put an end to everything the past me has done. response:	And I want to start over again.
context: That's right! You said we would!\It was really fun.\I didn't know that working together with people and making something could be so fun.\No, I should have known.\But it was so much more fun than I'd thought.\That's why...\That's why I want to put an end to everything the past me has done.\And I want to start over again. response:	I want to make a game from square one.
context: It was really fun.\I didn't know that working together with people and making something could be so fun.\No, I should have known.\But it was so much more fun than I'd thought.\That's why...\That's why I want to put an end to everything the past me has done.\And I want to start over again.\I want to make a game from square one. response:	Why don't we make a game purely for ourselves this time?
context: I didn't know that working together with people and making something could be so fun.\No, I should have known.\But it was so much more fun than I'd thought.\That's why...\That's why I want to put an end to everything the past me has done.\And I want to start over again.\I want to make a game from square one.\Why don't we make a game purely for ourselves this time? response:	Purely for ourselves?
context: No, I should have known.\But it was so much more fun than I'd thought.\That's why...\That's why I want to put an end to everything the past me has done.\And I want to start over again.\I want to make a game from square one.\Why don't we make a game purely for ourselves this time?\Purely for ourselves? response:	It means exactly what it sounds like.
context: But it was so much more fun than I'd thought.\That's why...\That's why I want to put an end to everything the past me has done.\And I want to start over again.\I want to make a game from square one.\Why don't we make a game purely for ourselves this time?\Purely for ourselves?\It means exactly what it sounds like. response:	Instead of worrying about what will and won't sell,
context: That's why...\That's why I want to put an end to everything the past me has done.\And I want to start over again.\I want to make a game from square one.\Why don't we make a game purely for ourselves this time?\Purely for ourselves?\It means exactly what it sounds like.\Instead of worrying about what will and won't sell, response:	let's make something we really want to make and enjoy making it.
context: That's why I want to put an end to everything the past me has done.\And I want to start over again.\I want to make a game from square one.\Why don't we make a game purely for ourselves this time?\Purely for ourselves?\It means exactly what it sounds like.\Instead of worrying about what will and won't sell,\let's make something we really want to make and enjoy making it. response:	It can be about anything.
context: And I want to start over again.\I want to make a game from square one.\Why don't we make a game purely for ourselves this time?\Purely for ourselves?\It means exactly what it sounds like.\Instead of worrying about what will and won't sell,\let's make something we really want to make and enjoy making it.\It can be about anything. response:	Everyone puts in their input and decides on a project.
context: I want to make a game from square one.\Why don't we make a game purely for ourselves this time?\Purely for ourselves?\It means exactly what it sounds like.\Instead of worrying about what will and won't sell,\let's make something we really want to make and enjoy making it.\It can be about anything.\Everyone puts in their input and decides on a project. response:	The deadline will be flexible, and we can really think the quality through.
context: Why don't we make a game purely for ourselves this time?\Purely for ourselves?\It means exactly what it sounds like.\Instead of worrying about what will and won't sell,\let's make something we really want to make and enjoy making it.\It can be about anything.\Everyone puts in their input and decides on a project.\The deadline will be flexible, and we can really think the quality through. response:	And of course, this time I'll make sure you're properly compensated.
context: Purely for ourselves?\It means exactly what it sounds like.\Instead of worrying about what will and won't sell,\let's make something we really want to make and enjoy making it.\It can be about anything.\Everyone puts in their input and decides on a project.\The deadline will be flexible, and we can really think the quality through.\And of course, this time I'll make sure you're properly compensated. response:	How about it?
context: It means exactly what it sounds like.\Instead of worrying about what will and won't sell,\let's make something we really want to make and enjoy making it.\It can be about anything.\Everyone puts in their input and decides on a project.\The deadline will be flexible, and we can really think the quality through.\And of course, this time I'll make sure you're properly compensated.\How about it? response:	Would you like to make a game with me once more?
context: Instead of worrying about what will and won't sell,\let's make something we really want to make and enjoy making it.\It can be about anything.\Everyone puts in their input and decides on a project.\The deadline will be flexible, and we can really think the quality through.\And of course, this time I'll make sure you're properly compensated.\How about it?\Would you like to make a game with me once more? response:	No.
context: let's make something we really want to make and enjoy making it.\It can be about anything.\Everyone puts in their input and decides on a project.\The deadline will be flexible, and we can really think the quality through.\And of course, this time I'll make sure you're properly compensated.\How about it?\Would you like to make a game with me once more?\No. response:	I don't want to do it like that.
context: It can be about anything.\Everyone puts in their input and decides on a project.\The deadline will be flexible, and we can really think the quality through.\And of course, this time I'll make sure you're properly compensated.\How about it?\Would you like to make a game with me once more?\No.\I don't want to do it like that. response:	Hojo-kun.
context: Everyone puts in their input and decides on a project.\The deadline will be flexible, and we can really think the quality through.\And of course, this time I'll make sure you're properly compensated.\How about it?\Would you like to make a game with me once more?\No.\I don't want to do it like that.\Hojo-kun. response:	I can't make a game with you in such a lukewarm manner.
context: The deadline will be flexible, and we can really think the quality through.\And of course, this time I'll make sure you're properly compensated.\How about it?\Would you like to make a game with me once more?\No.\I don't want to do it like that.\Hojo-kun.\I can't make a game with you in such a lukewarm manner. response:	Huh?
context: And of course, this time I'll make sure you're properly compensated.\How about it?\Would you like to make a game with me once more?\No.\I don't want to do it like that.\Hojo-kun.\I can't make a game with you in such a lukewarm manner.\Huh? response:	Huh? I feel the same way.
context: How about it?\Would you like to make a game with me once more?\No.\I don't want to do it like that.\Hojo-kun.\I can't make a game with you in such a lukewarm manner.\Huh?\Huh? I feel the same way. response:	I feel the same way.
context: Would you like to make a game with me once more?\No.\I don't want to do it like that.\Hojo-kun.\I can't make a game with you in such a lukewarm manner.\Huh?\Huh? I feel the same way.\I feel the same way. response:	I don't get why we have to pretend to be friends.
context: No.\I don't want to do it like that.\Hojo-kun.\I can't make a game with you in such a lukewarm manner.\Huh?\Huh? I feel the same way.\I feel the same way.\I don't get why we have to pretend to be friends. response:	Me too!
context: I don't want to do it like that.\Hojo-kun.\I can't make a game with you in such a lukewarm manner.\Huh?\Huh? I feel the same way.\I feel the same way.\I don't get why we have to pretend to be friends.\Me too! response:	Now that I've debuted, my second work is pretty important!
context: Hojo-kun.\I can't make a game with you in such a lukewarm manner.\Huh?\Huh? I feel the same way.\I feel the same way.\I don't get why we have to pretend to be friends.\Me too!\Now that I've debuted, my second work is pretty important! response:	I like having fun, but I dunno if I can handle no schedule.
context: I can't make a game with you in such a lukewarm manner.\Huh?\Huh? I feel the same way.\I feel the same way.\I don't get why we have to pretend to be friends.\Me too!\Now that I've debuted, my second work is pretty important!\I like having fun, but I dunno if I can handle no schedule. response:	I thought professionals did their best within their time limit?
context: Huh?\Huh? I feel the same way.\I feel the same way.\I don't get why we have to pretend to be friends.\Me too!\Now that I've debuted, my second work is pretty important!\I like having fun, but I dunno if I can handle no schedule.\I thought professionals did their best within their time limit? response:	But is that what you all want?
context: Huh? I feel the same way.\I feel the same way.\I don't get why we have to pretend to be friends.\Me too!\Now that I've debuted, my second work is pretty important!\I like having fun, but I dunno if I can handle no schedule.\I thought professionals did their best within their time limit?\But is that what you all want? response:	This world is a wasteland, isn't it?!
context: I feel the same way.\I don't get why we have to pretend to be friends.\Me too!\Now that I've debuted, my second work is pretty important!\I like having fun, but I dunno if I can handle no schedule.\I thought professionals did their best within their time limit?\But is that what you all want?\This world is a wasteland, isn't it?! response:	That's why you can't survive just doing what you want.
context: I don't get why we have to pretend to be friends.\Me too!\Now that I've debuted, my second work is pretty important!\I like having fun, but I dunno if I can handle no schedule.\I thought professionals did their best within their time limit?\But is that what you all want?\This world is a wasteland, isn't it?!\That's why you can't survive just doing what you want. response:	Only the ones with passion burning in their hearts can grasp their dreams in this cruel wasteland!
context: Me too!\Now that I've debuted, my second work is pretty important!\I like having fun, but I dunno if I can handle no schedule.\I thought professionals did their best within their time limit?\But is that what you all want?\This world is a wasteland, isn't it?!\That's why you can't survive just doing what you want.\Only the ones with passion burning in their hearts can grasp their dreams in this cruel wasteland! response:	Didn't you teach me that, Kuroda-san?
context: Now that I've debuted, my second work is pretty important!\I like having fun, but I dunno if I can handle no schedule.\I thought professionals did their best within their time limit?\But is that what you all want?\This world is a wasteland, isn't it?!\That's why you can't survive just doing what you want.\Only the ones with passion burning in their hearts can grasp their dreams in this cruel wasteland!\Didn't you teach me that, Kuroda-san? response:	Yes. That's correct.
context: I like having fun, but I dunno if I can handle no schedule.\I thought professionals did their best within their time limit?\But is that what you all want?\This world is a wasteland, isn't it?!\That's why you can't survive just doing what you want.\Only the ones with passion burning in their hearts can grasp their dreams in this cruel wasteland!\Didn't you teach me that, Kuroda-san?\Yes. That's correct. response:	Let's win.
context: I thought professionals did their best within their time limit?\But is that what you all want?\This world is a wasteland, isn't it?!\That's why you can't survive just doing what you want.\Only the ones with passion burning in their hearts can grasp their dreams in this cruel wasteland!\Didn't you teach me that, Kuroda-san?\Yes. That's correct.\Let's win. response:	We'll definitely win next time, too!
context: But is that what you all want?\This world is a wasteland, isn't it?!\That's why you can't survive just doing what you want.\Only the ones with passion burning in their hearts can grasp their dreams in this cruel wasteland!\Didn't you teach me that, Kuroda-san?\Yes. That's correct.\Let's win.\We'll definitely win next time, too! response:	Definitely?!
context: This world is a wasteland, isn't it?!\That's why you can't survive just doing what you want.\Only the ones with passion burning in their hearts can grasp their dreams in this cruel wasteland!\Didn't you teach me that, Kuroda-san?\Yes. That's correct.\Let's win.\We'll definitely win next time, too!\Definitely?! response:	Of course!
context: That's why you can't survive just doing what you want.\Only the ones with passion burning in their hearts can grasp their dreams in this cruel wasteland!\Didn't you teach me that, Kuroda-san?\Yes. That's correct.\Let's win.\We'll definitely win next time, too!\Definitely?!\Of course! response:	I'll work hard!
context: Only the ones with passion burning in their hearts can grasp their dreams in this cruel wasteland!\Didn't you teach me that, Kuroda-san?\Yes. That's correct.\Let's win.\We'll definitely win next time, too!\Definitely?!\Of course!\I'll work hard! response:	Hells yeah!
context: Didn't you teach me that, Kuroda-san?\Yes. That's correct.\Let's win.\We'll definitely win next time, too!\Definitely?!\Of course!\I'll work hard!\Hells yeah! response:	Thank you.
context: Yes. That's correct.\Let's win.\We'll definitely win next time, too!\Definitely?!\Of course!\I'll work hard!\Hells yeah!\Thank you. response:	Let's all work hard together.
context: Let's win.\We'll definitely win next time, too!\Definitely?!\Of course!\I'll work hard!\Hells yeah!\Thank you.\Let's all work hard together. response:	Okay! So let's do a BL game th-
context: We'll definitely win next time, too!\Definitely?!\Of course!\I'll work hard!\Hells yeah!\Thank you.\Let's all work hard together.\Okay! So let's do a BL game th- response:	No!
context: Definitely?!\Of course!\I'll work hard!\Hells yeah!\Thank you.\Let's all work hard together.\Okay! So let's do a BL game th-\No! response:	What? Why? You meanie.
context: Of course!\I'll work hard!\Hells yeah!\Thank you.\Let's all work hard together.\Okay! So let's do a BL game th-\No!\What? Why? You meanie. response:	Mitsuteru-san Calling
context: I'll work hard!\Hells yeah!\Thank you.\Let's all work hard together.\Okay! So let's do a BL game th-\No!\What? Why? You meanie.\Mitsuteru-san Calling response:	Hello?
context: Hells yeah!\Thank you.\Let's all work hard together.\Okay! So let's do a BL game th-\No!\What? Why? You meanie.\Mitsuteru-san Calling\Hello? response:	Buntarou, did you hear the numbers?
context: Thank you.\Let's all work hard together.\Okay! So let's do a BL game th-\No!\What? Why? You meanie.\Mitsuteru-san Calling\Hello?\Buntarou, did you hear the numbers? response:	Yes. We won, I heard.
context: Let's all work hard together.\Okay! So let's do a BL game th-\No!\What? Why? You meanie.\Mitsuteru-san Calling\Hello?\Buntarou, did you hear the numbers?\Yes. We won, I heard. response:	About that.
context: Okay! So let's do a BL game th-\No!\What? Why? You meanie.\Mitsuteru-san Calling\Hello?\Buntarou, did you hear the numbers?\Yes. We won, I heard.\About that. response:	Taiko-san's already started complaining about it.
context: No!\What? Why? You meanie.\Mitsuteru-san Calling\Hello?\Buntarou, did you hear the numbers?\Yes. We won, I heard.\About that.\Taiko-san's already started complaining about it. response:	Are you freakin' kidding me?!
context: What? Why? You meanie.\Mitsuteru-san Calling\Hello?\Buntarou, did you hear the numbers?\Yes. We won, I heard.\About that.\Taiko-san's already started complaining about it.\Are you freakin' kidding me?! response:	Why me?!
context: Mitsuteru-san Calling\Hello?\Buntarou, did you hear the numbers?\Yes. We won, I heard.\About that.\Taiko-san's already started complaining about it.\Are you freakin' kidding me?!\Why me?! response:	She's making a big fuss about having to bow down to high schoolers.
context: Hello?\Buntarou, did you hear the numbers?\Yes. We won, I heard.\About that.\Taiko-san's already started complaining about it.\Are you freakin' kidding me?!\Why me?!\She's making a big fuss about having to bow down to high schoolers. response:	Do you think it'd be alright if I was the only one who-
context: Buntarou, did you hear the numbers?\Yes. We won, I heard.\About that.\Taiko-san's already started complaining about it.\Are you freakin' kidding me?!\Why me?!\She's making a big fuss about having to bow down to high schoolers.\Do you think it'd be alright if I was the only one who- response:	No. I'm really looking forward to Taiko-san bowing down to us.
context: Yes. We won, I heard.\About that.\Taiko-san's already started complaining about it.\Are you freakin' kidding me?!\Why me?!\She's making a big fuss about having to bow down to high schoolers.\Do you think it'd be alright if I was the only one who-\No. I'm really looking forward to Taiko-san bowing down to us. response:	You're more of a sadist than I thought.
context: About that.\Taiko-san's already started complaining about it.\Are you freakin' kidding me?!\Why me?!\She's making a big fuss about having to bow down to high schoolers.\Do you think it'd be alright if I was the only one who-\No. I'm really looking forward to Taiko-san bowing down to us.\You're more of a sadist than I thought. response:	Please. I'm begging you!
context: Taiko-san's already started complaining about it.\Are you freakin' kidding me?!\Why me?!\She's making a big fuss about having to bow down to high schoolers.\Do you think it'd be alright if I was the only one who-\No. I'm really looking forward to Taiko-san bowing down to us.\You're more of a sadist than I thought.\Please. I'm begging you! response:	Hmmm... huh?
context: Are you freakin' kidding me?!\Why me?!\She's making a big fuss about having to bow down to high schoolers.\Do you think it'd be alright if I was the only one who-\No. I'm really looking forward to Taiko-san bowing down to us.\You're more of a sadist than I thought.\Please. I'm begging you!\Hmmm... huh? response:	Hello, this is Kuroda.
context: Why me?!\She's making a big fuss about having to bow down to high schoolers.\Do you think it'd be alright if I was the only one who-\No. I'm really looking forward to Taiko-san bowing down to us.\You're more of a sadist than I thought.\Please. I'm begging you!\Hmmm... huh?\Hello, this is Kuroda. response:	About picking someone to join them.
context: She's making a big fuss about having to bow down to high schoolers.\Do you think it'd be alright if I was the only one who-\No. I'm really looking forward to Taiko-san bowing down to us.\You're more of a sadist than I thought.\Please. I'm begging you!\Hmmm... huh?\Hello, this is Kuroda.\About picking someone to join them. response:	How about you never ask that of us again?
context: Do you think it'd be alright if I was the only one who-\No. I'm really looking forward to Taiko-san bowing down to us.\You're more of a sadist than I thought.\Please. I'm begging you!\Hmmm... huh?\Hello, this is Kuroda.\About picking someone to join them.\How about you never ask that of us again? response:	Right. Then you owe us one.
context: No. I'm really looking forward to Taiko-san bowing down to us.\You're more of a sadist than I thought.\Please. I'm begging you!\Hmmm... huh?\Hello, this is Kuroda.\About picking someone to join them.\How about you never ask that of us again?\Right. Then you owe us one. response:	Making people owe you is the best feeling ever.
context: You're more of a sadist than I thought.\Please. I'm begging you!\Hmmm... huh?\Hello, this is Kuroda.\About picking someone to join them.\How about you never ask that of us again?\Right. Then you owe us one.\Making people owe you is the best feeling ever. response:	Um, well, that's what my boss says, so I guess that settles it.
context: Please. I'm begging you!\Hmmm... huh?\Hello, this is Kuroda.\About picking someone to join them.\How about you never ask that of us again?\Right. Then you owe us one.\Making people owe you is the best feeling ever.\Um, well, that's what my boss says, so I guess that settles it. response:	Alright.
context: Hmmm... huh?\Hello, this is Kuroda.\About picking someone to join them.\How about you never ask that of us again?\Right. Then you owe us one.\Making people owe you is the best feeling ever.\Um, well, that's what my boss says, so I guess that settles it.\Alright. response:	But all things aside, if you look at the script itself, I win, right?
context: Hello, this is Kuroda.\About picking someone to join them.\How about you never ask that of us again?\Right. Then you owe us one.\Making people owe you is the best feeling ever.\Um, well, that's what my boss says, so I guess that settles it.\Alright.\But all things aside, if you look at the script itself, I win, right? response:	We won by units!
context: About picking someone to join them.\How about you never ask that of us again?\Right. Then you owe us one.\Making people owe you is the best feeling ever.\Um, well, that's what my boss says, so I guess that settles it.\Alright.\But all things aside, if you look at the script itself, I win, right?\We won by units! response:	I read a bunch of reviews, and mine had much higher ratings!
context: How about you never ask that of us again?\Right. Then you owe us one.\Making people owe you is the best feeling ever.\Um, well, that's what my boss says, so I guess that settles it.\Alright.\But all things aside, if you look at the script itself, I win, right?\We won by units!\I read a bunch of reviews, and mine had much higher ratings! response:	We still won our competition!
context: Right. Then you owe us one.\Making people owe you is the best feeling ever.\Um, well, that's what my boss says, so I guess that settles it.\Alright.\But all things aside, if you look at the script itself, I win, right?\We won by units!\I read a bunch of reviews, and mine had much higher ratings!\We still won our competition! response:	But I won the game, yeah?
context: Making people owe you is the best feeling ever.\Um, well, that's what my boss says, so I guess that settles it.\Alright.\But all things aside, if you look at the script itself, I win, right?\We won by units!\I read a bunch of reviews, and mine had much higher ratings!\We still won our competition!\But I won the game, yeah? response:	I have no idea what you're talking about, Ohgi-san!
context: Um, well, that's what my boss says, so I guess that settles it.\Alright.\But all things aside, if you look at the script itself, I win, right?\We won by units!\I read a bunch of reviews, and mine had much higher ratings!\We still won our competition!\But I won the game, yeah?\I have no idea what you're talking about, Ohgi-san! response:	No, I'm the one who doesn't understand you!
context: Alright.\But all things aside, if you look at the script itself, I win, right?\We won by units!\I read a bunch of reviews, and mine had much higher ratings!\We still won our competition!\But I won the game, yeah?\I have no idea what you're talking about, Ohgi-san!\No, I'm the one who doesn't understand you! response:	But there was a ridiculous ending to our battle. No, I'm the one who doesn't understand you!
context: But all things aside, if you look at the script itself, I win, right?\We won by units!\I read a bunch of reviews, and mine had much higher ratings!\We still won our competition!\But I won the game, yeah?\I have no idea what you're talking about, Ohgi-san!\No, I'm the one who doesn't understand you!\But there was a ridiculous ending to our battle. No, I'm the one who doesn't understand you! response:	But there was a ridiculous ending to our battle. No, no, no...
context: We won by units!\I read a bunch of reviews, and mine had much higher ratings!\We still won our competition!\But I won the game, yeah?\I have no idea what you're talking about, Ohgi-san!\No, I'm the one who doesn't understand you!\But there was a ridiculous ending to our battle. No, I'm the one who doesn't understand you!\But there was a ridiculous ending to our battle. No, no, no... response:	But there was a ridiculous ending to our battle.
context: I read a bunch of reviews, and mine had much higher ratings!\We still won our competition!\But I won the game, yeah?\I have no idea what you're talking about, Ohgi-san!\No, I'm the one who doesn't understand you!\But there was a ridiculous ending to our battle. No, I'm the one who doesn't understand you!\But there was a ridiculous ending to our battle. No, no, no...\But there was a ridiculous ending to our battle. response:	PC game sales rankings
context: We still won our competition!\But I won the game, yeah?\I have no idea what you're talking about, Ohgi-san!\No, I'm the one who doesn't understand you!\But there was a ridiculous ending to our battle. No, I'm the one who doesn't understand you!\But there was a ridiculous ending to our battle. No, no, no...\But there was a ridiculous ending to our battle.\PC game sales rankings response:	A few days later, I checked the sales rankings on a big online store.
