context: -TS- response:	-OP-
context: Come on, and they call that a teacher?\I thought the True Cross Academy would be a sacred place of studying for determined people!\The students are no better either!\What? You're starting to get on my nerves!\What do you know about my determination?\It's clear from how you act in class!\Here we go again...\He got in the Academy with special permission from the Principal. response:	He's got circumstances.
context: I thought the True Cross Academy would be a sacred place of studying for determined people!\The students are no better either!\What? You're starting to get on my nerves!\What do you know about my determination?\It's clear from how you act in class!\Here we go again...\He got in the Academy with special permission from the Principal.\He's got circumstances. response:	I bet he's just some spoiled brat who paid his way in...
context: The students are no better either!\What? You're starting to get on my nerves!\What do you know about my determination?\It's clear from how you act in class!\Here we go again...\He got in the Academy with special permission from the Principal.\He's got circumstances.\I bet he's just some spoiled brat who paid his way in... response:	Bon, be more mature!
context: What? You're starting to get on my nerves!\What do you know about my determination?\It's clear from how you act in class!\Here we go again...\He got in the Academy with special permission from the Principal.\He's got circumstances.\I bet he's just some spoiled brat who paid his way in...\Bon, be more mature! response:	Stop, please!
context: What do you know about my determination?\It's clear from how you act in class!\Here we go again...\He got in the Academy with special permission from the Principal.\He's got circumstances.\I bet he's just some spoiled brat who paid his way in...\Bon, be more mature!\Stop, please! response:	Stop your nagging! Shut up!
context: It's clear from how you act in class!\Here we go again...\He got in the Academy with special permission from the Principal.\He's got circumstances.\I bet he's just some spoiled brat who paid his way in...\Bon, be more mature!\Stop, please!\Stop your nagging! Shut up! response:	Since you claim to have the determination, prove it!
context: Here we go again...\He got in the Academy with special permission from the Principal.\He's got circumstances.\I bet he's just some spoiled brat who paid his way in...\Bon, be more mature!\Stop, please!\Stop your nagging! Shut up!\Since you claim to have the determination, prove it! response:	Prove it? How?
context: He got in the Academy with special permission from the Principal.\He's got circumstances.\I bet he's just some spoiled brat who paid his way in...\Bon, be more mature!\Stop, please!\Stop your nagging! Shut up!\Since you claim to have the determination, prove it!\Prove it? How? response:	That.
context: He's got circumstances.\I bet he's just some spoiled brat who paid his way in...\Bon, be more mature!\Stop, please!\Stop your nagging! Shut up!\Since you claim to have the determination, prove it!\Prove it? How?\That. response:	If you can go down there and touch the demon without it attacking you, you win.
context: I bet he's just some spoiled brat who paid his way in...\Bon, be more mature!\Stop, please!\Stop your nagging! Shut up!\Since you claim to have the determination, prove it!\Prove it? How?\That.\If you can go down there and touch the demon without it attacking you, you win. response:	Huh?
context: Bon, be more mature!\Stop, please!\Stop your nagging! Shut up!\Since you claim to have the determination, prove it!\Prove it? How?\That.\If you can go down there and touch the demon without it attacking you, you win.\Huh? response:	The Leapers look their opponents in the eye and read their minds.
context: Stop, please!\Stop your nagging! Shut up!\Since you claim to have the determination, prove it!\Prove it? How?\That.\If you can go down there and touch the demon without it attacking you, you win.\Huh?\The Leapers look their opponents in the eye and read their minds. response:	Fear, anger, grief, suspicion...
context: Stop your nagging! Shut up!\Since you claim to have the determination, prove it!\Prove it? How?\That.\If you can go down there and touch the demon without it attacking you, you win.\Huh?\The Leapers look their opponents in the eye and read their minds.\Fear, anger, grief, suspicion... response:	Point is, if you waver while you look it in the eye,
context: Since you claim to have the determination, prove it!\Prove it? How?\That.\If you can go down there and touch the demon without it attacking you, you win.\Huh?\The Leapers look their opponents in the eye and read their minds.\Fear, anger, grief, suspicion...\Point is, if you waver while you look it in the eye, response:	it'll be your last mistake.
context: Prove it? How?\That.\If you can go down there and touch the demon without it attacking you, you win.\Huh?\The Leapers look their opponents in the eye and read their minds.\Fear, anger, grief, suspicion...\Point is, if you waver while you look it in the eye,\it'll be your last mistake. response:	If you aim to become a real Exorcist,
context: That.\If you can go down there and touch the demon without it attacking you, you win.\Huh?\The Leapers look their opponents in the eye and read their minds.\Fear, anger, grief, suspicion...\Point is, if you waver while you look it in the eye,\it'll be your last mistake.\If you aim to become a real Exorcist, response:	dealing with such a small fry should be no trouble.
context: If you can go down there and touch the demon without it attacking you, you win.\Huh?\The Leapers look their opponents in the eye and read their minds.\Fear, anger, grief, suspicion...\Point is, if you waver while you look it in the eye,\it'll be your last mistake.\If you aim to become a real Exorcist,\dealing with such a small fry should be no trouble. response:	If you can get back without getting hurt, I'll acknowledge your determination.
context: Huh?\The Leapers look their opponents in the eye and read their minds.\Fear, anger, grief, suspicion...\Point is, if you waver while you look it in the eye,\it'll be your last mistake.\If you aim to become a real Exorcist,\dealing with such a small fry should be no trouble.\If you can get back without getting hurt, I'll acknowledge your determination. response:	Hey, Bon...
context: The Leapers look their opponents in the eye and read their minds.\Fear, anger, grief, suspicion...\Point is, if you waver while you look it in the eye,\it'll be your last mistake.\If you aim to become a real Exorcist,\dealing with such a small fry should be no trouble.\If you can get back without getting hurt, I'll acknowledge your determination.\Hey, Bon... response:	Of course I'll do it, too. And win!
context: Fear, anger, grief, suspicion...\Point is, if you waver while you look it in the eye,\it'll be your last mistake.\If you aim to become a real Exorcist,\dealing with such a small fry should be no trouble.\If you can get back without getting hurt, I'll acknowledge your determination.\Hey, Bon...\Of course I'll do it, too. And win! response:	So? Are you in?
context: Point is, if you waver while you look it in the eye,\it'll be your last mistake.\If you aim to become a real Exorcist,\dealing with such a small fry should be no trouble.\If you can get back without getting hurt, I'll acknowledge your determination.\Hey, Bon...\Of course I'll do it, too. And win!\So? Are you in? response:	Interesting! Okay, I'm in!
context: it'll be your last mistake.\If you aim to become a real Exorcist,\dealing with such a small fry should be no trouble.\If you can get back without getting hurt, I'll acknowledge your determination.\Hey, Bon...\Of course I'll do it, too. And win!\So? Are you in?\Interesting! Okay, I'm in! response:	Is what you thought I'd say, you blockhead?
context: If you aim to become a real Exorcist,\dealing with such a small fry should be no trouble.\If you can get back without getting hurt, I'll acknowledge your determination.\Hey, Bon...\Of course I'll do it, too. And win!\So? Are you in?\Interesting! Okay, I'm in!\Is what you thought I'd say, you blockhead? response:	I'm not doing it.
context: dealing with such a small fry should be no trouble.\If you can get back without getting hurt, I'll acknowledge your determination.\Hey, Bon...\Of course I'll do it, too. And win!\So? Are you in?\Interesting! Okay, I'm in!\Is what you thought I'd say, you blockhead?\I'm not doing it. response:	What if you make a mistake and die?
context: If you can get back without getting hurt, I'll acknowledge your determination.\Hey, Bon...\Of course I'll do it, too. And win!\So? Are you in?\Interesting! Okay, I'm in!\Is what you thought I'd say, you blockhead?\I'm not doing it.\What if you make a mistake and die? response:	Even if something happens, I can't draw my sword in front of people...
context: Hey, Bon...\Of course I'll do it, too. And win!\So? Are you in?\Interesting! Okay, I'm in!\Is what you thought I'd say, you blockhead?\I'm not doing it.\What if you make a mistake and die?\Even if something happens, I can't draw my sword in front of people... response:	And I have my goal just like you.
context: Of course I'll do it, too. And win!\So? Are you in?\Interesting! Okay, I'm in!\Is what you thought I'd say, you blockhead?\I'm not doing it.\What if you make a mistake and die?\Even if something happens, I can't draw my sword in front of people...\And I have my goal just like you. response:	I can't risk my life with something stupid like this.
context: So? Are you in?\Interesting! Okay, I'm in!\Is what you thought I'd say, you blockhead?\I'm not doing it.\What if you make a mistake and die?\Even if something happens, I can't draw my sword in front of people...\And I have my goal just like you.\I can't risk my life with something stupid like this. response:	Did you tell him?
context: Interesting! Okay, I'm in!\Is what you thought I'd say, you blockhead?\I'm not doing it.\What if you make a mistake and die?\Even if something happens, I can't draw my sword in front of people...\And I have my goal just like you.\I can't risk my life with something stupid like this.\Did you tell him? response:	No...
context: Is what you thought I'd say, you blockhead?\I'm not doing it.\What if you make a mistake and die?\Even if something happens, I can't draw my sword in front of people...\And I have my goal just like you.\I can't risk my life with something stupid like this.\Did you tell him?\No... response:	A goal my ass! You're just scared!
context: I'm not doing it.\What if you make a mistake and die?\Even if something happens, I can't draw my sword in front of people...\And I have my goal just like you.\I can't risk my life with something stupid like this.\Did you tell him?\No...\A goal my ass! You're just scared! response:	Say whatever you want.
context: What if you make a mistake and die?\Even if something happens, I can't draw my sword in front of people...\And I have my goal just like you.\I can't risk my life with something stupid like this.\Did you tell him?\No...\A goal my ass! You're just scared!\Say whatever you want. response:	Damn, they're all looking down on me!
context: Even if something happens, I can't draw my sword in front of people...\And I have my goal just like you.\I can't risk my life with something stupid like this.\Did you tell him?\No...\A goal my ass! You're just scared!\Say whatever you want.\Damn, they're all looking down on me! response:	All of them!
context: And I have my goal just like you.\I can't risk my life with something stupid like this.\Did you tell him?\No...\A goal my ass! You're just scared!\Say whatever you want.\Damn, they're all looking down on me!\All of them! response:	It's the kid from the Cursed Temple!
context: I can't risk my life with something stupid like this.\Did you tell him?\No...\A goal my ass! You're just scared!\Say whatever you want.\Damn, they're all looking down on me!\All of them!\It's the kid from the Cursed Temple! response:	You'll get cursed if you go close to him...
context: Did you tell him?\No...\A goal my ass! You're just scared!\Say whatever you want.\Damn, they're all looking down on me!\All of them!\It's the kid from the Cursed Temple!\You'll get cursed if you go close to him... response:	Sorry, but would you be so kind as to leave?
context: No...\A goal my ass! You're just scared!\Say whatever you want.\Damn, they're all looking down on me!\All of them!\It's the kid from the Cursed Temple!\You'll get cursed if you go close to him...\Sorry, but would you be so kind as to leave? response:	I see. Of course. Excuse me.
context: A goal my ass! You're just scared!\Say whatever you want.\Damn, they're all looking down on me!\All of them!\It's the kid from the Cursed Temple!\You'll get cursed if you go close to him...\Sorry, but would you be so kind as to leave?\I see. Of course. Excuse me. response:	Dad!
context: Say whatever you want.\Damn, they're all looking down on me!\All of them!\It's the kid from the Cursed Temple!\You'll get cursed if you go close to him...\Sorry, but would you be so kind as to leave?\I see. Of course. Excuse me.\Dad! response:	Who was it?
context: Damn, they're all looking down on me!\All of them!\It's the kid from the Cursed Temple!\You'll get cursed if you go close to him...\Sorry, but would you be so kind as to leave?\I see. Of course. Excuse me.\Dad!\Who was it? response:	The priest from the Cursed Temple.
context: All of them!\It's the kid from the Cursed Temple!\You'll get cursed if you go close to him...\Sorry, but would you be so kind as to leave?\I see. Of course. Excuse me.\Dad!\Who was it?\The priest from the Cursed Temple. response:	He came for donations.
context: It's the kid from the Cursed Temple!\You'll get cursed if you go close to him...\Sorry, but would you be so kind as to leave?\I see. Of course. Excuse me.\Dad!\Who was it?\The priest from the Cursed Temple.\He came for donations. response:	Damn, scary...
context: You'll get cursed if you go close to him...\Sorry, but would you be so kind as to leave?\I see. Of course. Excuse me.\Dad!\Who was it?\The priest from the Cursed Temple.\He came for donations.\Damn, scary... response:	That temple should just collapse.
context: Sorry, but would you be so kind as to leave?\I see. Of course. Excuse me.\Dad!\Who was it?\The priest from the Cursed Temple.\He came for donations.\Damn, scary...\That temple should just collapse. response:	They say mean things, don't they.
context: I see. Of course. Excuse me.\Dad!\Who was it?\The priest from the Cursed Temple.\He came for donations.\Damn, scary...\That temple should just collapse.\They say mean things, don't they. response:	Why? Why is he smiling?
context: Dad!\Who was it?\The priest from the Cursed Temple.\He came for donations.\Damn, scary...\That temple should just collapse.\They say mean things, don't they.\Why? Why is he smiling? response:	Ryuji, you don't have to worry about the temple. Just live the way you want to.
context: Who was it?\The priest from the Cursed Temple.\He came for donations.\Damn, scary...\That temple should just collapse.\They say mean things, don't they.\Why? Why is he smiling?\Ryuji, you don't have to worry about the temple. Just live the way you want to. response:	Why have they all turned their backs on us?
context: The priest from the Cursed Temple.\He came for donations.\Damn, scary...\That temple should just collapse.\They say mean things, don't they.\Why? Why is he smiling?\Ryuji, you don't have to worry about the temple. Just live the way you want to.\Why have they all turned their backs on us? response:	It's Satan's fault that our temple is ruined!
context: He came for donations.\Damn, scary...\That temple should just collapse.\They say mean things, don't they.\Why? Why is he smiling?\Ryuji, you don't have to worry about the temple. Just live the way you want to.\Why have they all turned their backs on us?\It's Satan's fault that our temple is ruined! response:	I hate it!
context: Damn, scary...\That temple should just collapse.\They say mean things, don't they.\Why? Why is he smiling?\Ryuji, you don't have to worry about the temple. Just live the way you want to.\Why have they all turned their backs on us?\It's Satan's fault that our temple is ruined!\I hate it! response:	Ryuji?
context: That temple should just collapse.\They say mean things, don't they.\Why? Why is he smiling?\Ryuji, you don't have to worry about the temple. Just live the way you want to.\Why have they all turned their backs on us?\It's Satan's fault that our temple is ruined!\I hate it!\Ryuji? response:	I'll study hard to become an Exorcist and defeat Satan!
context: They say mean things, don't they.\Why? Why is he smiling?\Ryuji, you don't have to worry about the temple. Just live the way you want to.\Why have they all turned their backs on us?\It's Satan's fault that our temple is ruined!\I hate it!\Ryuji?\I'll study hard to become an Exorcist and defeat Satan! response:	Then I'll rebuild the temple!
context: Why? Why is he smiling?\Ryuji, you don't have to worry about the temple. Just live the way you want to.\Why have they all turned their backs on us?\It's Satan's fault that our temple is ruined!\I hate it!\Ryuji?\I'll study hard to become an Exorcist and defeat Satan!\Then I'll rebuild the temple! response:	Defeat Satan? That was funny.
context: Ryuji, you don't have to worry about the temple. Just live the way you want to.\Why have they all turned their backs on us?\It's Satan's fault that our temple is ruined!\I hate it!\Ryuji?\I'll study hard to become an Exorcist and defeat Satan!\Then I'll rebuild the temple!\Defeat Satan? That was funny. response:	I'm serious! I really am!
context: Why have they all turned their backs on us?\It's Satan's fault that our temple is ruined!\I hate it!\Ryuji?\I'll study hard to become an Exorcist and defeat Satan!\Then I'll rebuild the temple!\Defeat Satan? That was funny.\I'm serious! I really am! response:	Every single one of them...
context: It's Satan's fault that our temple is ruined!\I hate it!\Ryuji?\I'll study hard to become an Exorcist and defeat Satan!\Then I'll rebuild the temple!\Defeat Satan? That was funny.\I'm serious! I really am!\Every single one of them... response:	Why don't you fight?
context: I hate it!\Ryuji?\I'll study hard to become an Exorcist and defeat Satan!\Then I'll rebuild the temple!\Defeat Satan? That was funny.\I'm serious! I really am!\Every single one of them...\Why don't you fight? response:	Doesn't it bother you?
context: Ryuji?\I'll study hard to become an Exorcist and defeat Satan!\Then I'll rebuild the temple!\Defeat Satan? That was funny.\I'm serious! I really am!\Every single one of them...\Why don't you fight?\Doesn't it bother you? response:	I'll do it! You just stand there and watch!
context: I'll study hard to become an Exorcist and defeat Satan!\Then I'll rebuild the temple!\Defeat Satan? That was funny.\I'm serious! I really am!\Every single one of them...\Why don't you fight?\Doesn't it bother you?\I'll do it! You just stand there and watch! response:	Stop!
context: Then I'll rebuild the temple!\Defeat Satan? That was funny.\I'm serious! I really am!\Every single one of them...\Why don't you fight?\Doesn't it bother you?\I'll do it! You just stand there and watch!\Stop! response:	Bon!
context: Defeat Satan? That was funny.\I'm serious! I really am!\Every single one of them...\Why don't you fight?\Doesn't it bother you?\I'll do it! You just stand there and watch!\Stop!\Bon! response:	Wha - Is he serious?
context: I'm serious! I really am!\Every single one of them...\Why don't you fight?\Doesn't it bother you?\I'll do it! You just stand there and watch!\Stop!\Bon!\Wha - Is he serious? response:	He'll turn back anyway.
context: Every single one of them...\Why don't you fight?\Doesn't it bother you?\I'll do it! You just stand there and watch!\Stop!\Bon!\Wha - Is he serious?\He'll turn back anyway. response:	So stupid.
context: Why don't you fight?\Doesn't it bother you?\I'll do it! You just stand there and watch!\Stop!\Bon!\Wha - Is he serious?\He'll turn back anyway.\So stupid. response:	I'm not spineless like you!
context: Doesn't it bother you?\I'll do it! You just stand there and watch!\Stop!\Bon!\Wha - Is he serious?\He'll turn back anyway.\So stupid.\I'm not spineless like you! response:	I'll become a real Exorcist
context: I'll do it! You just stand there and watch!\Stop!\Bon!\Wha - Is he serious?\He'll turn back anyway.\So stupid.\I'm not spineless like you!\I'll become a real Exorcist response:	and defeat Satan!
context: Stop!\Bon!\Wha - Is he serious?\He'll turn back anyway.\So stupid.\I'm not spineless like you!\I'll become a real Exorcist\and defeat Satan! response:	Defeat Satan? What are you saying? You're not a kid anymore.
context: Bon!\Wha - Is he serious?\He'll turn back anyway.\So stupid.\I'm not spineless like you!\I'll become a real Exorcist\and defeat Satan!\Defeat Satan? What are you saying? You're not a kid anymore. response:	Don't laugh at my goal!
context: Wha - Is he serious?\He'll turn back anyway.\So stupid.\I'm not spineless like you!\I'll become a real Exorcist\and defeat Satan!\Defeat Satan? What are you saying? You're not a kid anymore.\Don't laugh at my goal! response:	Damn!
context: He'll turn back anyway.\So stupid.\I'm not spineless like you!\I'll become a real Exorcist\and defeat Satan!\Defeat Satan? What are you saying? You're not a kid anymore.\Don't laugh at my goal!\Damn! response:	Bon!
context: So stupid.\I'm not spineless like you!\I'll become a real Exorcist\and defeat Satan!\Defeat Satan? What are you saying? You're not a kid anymore.\Don't laugh at my goal!\Damn!\Bon! response:	Hey!
context: I'm not spineless like you!\I'll become a real Exorcist\and defeat Satan!\Defeat Satan? What are you saying? You're not a kid anymore.\Don't laugh at my goal!\Damn!\Bon!\Hey! response:	Let go!
context: I'll become a real Exorcist\and defeat Satan!\Defeat Satan? What are you saying? You're not a kid anymore.\Don't laugh at my goal!\Damn!\Bon!\Hey!\Let go! response:	I said, let go!
context: and defeat Satan!\Defeat Satan? What are you saying? You're not a kid anymore.\Don't laugh at my goal!\Damn!\Bon!\Hey!\Let go!\I said, let go! response:	What are you doing? Are you that stupid?
context: Defeat Satan? What are you saying? You're not a kid anymore.\Don't laugh at my goal!\Damn!\Bon!\Hey!\Let go!\I said, let go!\What are you doing? Are you that stupid? response:	Are you listening? The one who'll defeat Satan is me!
context: Don't laugh at my goal!\Damn!\Bon!\Hey!\Let go!\I said, let go!\What are you doing? Are you that stupid?\Are you listening? The one who'll defeat Satan is me! response:	You get lost!
context: Damn!\Bon!\Hey!\Let go!\I said, let go!\What are you doing? Are you that stupid?\Are you listening? The one who'll defeat Satan is me!\You get lost! response:	Huh? What's with him?
context: Bon!\Hey!\Let go!\I said, let go!\What are you doing? Are you that stupid?\Are you listening? The one who'll defeat Satan is me!\You get lost!\Huh? What's with him? response:	You're the stupid here!
context: Hey!\Let go!\I said, let go!\What are you doing? Are you that stupid?\Are you listening? The one who'll defeat Satan is me!\You get lost!\Huh? What's with him?\You're the stupid here! response:	Who cares about dying?!
context: Let go!\I said, let go!\What are you doing? Are you that stupid?\Are you listening? The one who'll defeat Satan is me!\You get lost!\Huh? What's with him?\You're the stupid here!\Who cares about dying?! response:	And how dare you steal my goal like that?
context: I said, let go!\What are you doing? Are you that stupid?\Are you listening? The one who'll defeat Satan is me!\You get lost!\Huh? What's with him?\You're the stupid here!\Who cares about dying?!\And how dare you steal my goal like that? response:	I didn't steal it! It's original!
context: What are you doing? Are you that stupid?\Are you listening? The one who'll defeat Satan is me!\You get lost!\Huh? What's with him?\You're the stupid here!\Who cares about dying?!\And how dare you steal my goal like that?\I didn't steal it! It's original! response:	Original my ass! I decided to do it first! Get lost!
context: Are you listening? The one who'll defeat Satan is me!\You get lost!\Huh? What's with him?\You're the stupid here!\Who cares about dying?!\And how dare you steal my goal like that?\I didn't steal it! It's original!\Original my ass! I decided to do it first! Get lost! response:	When did you decide?
context: You get lost!\Huh? What's with him?\You're the stupid here!\Who cares about dying?!\And how dare you steal my goal like that?\I didn't steal it! It's original!\Original my ass! I decided to do it first! Get lost!\When did you decide? response:	What year, what month, what day, what hour, what minute, what second? How many times did the Earth turn then?
context: Huh? What's with him?\You're the stupid here!\Who cares about dying?!\And how dare you steal my goal like that?\I didn't steal it! It's original!\Original my ass! I decided to do it first! Get lost!\When did you decide?\What year, what month, what day, what hour, what minute, what second? How many times did the Earth turn then? response:	Are you a kid?!
context: You're the stupid here!\Who cares about dying?!\And how dare you steal my goal like that?\I didn't steal it! It's original!\Original my ass! I decided to do it first! Get lost!\When did you decide?\What year, what month, what day, what hour, what minute, what second? How many times did the Earth turn then?\Are you a kid?! response:	Look who's talking!
context: Who cares about dying?!\And how dare you steal my goal like that?\I didn't steal it! It's original!\Original my ass! I decided to do it first! Get lost!\When did you decide?\What year, what month, what day, what hour, what minute, what second? How many times did the Earth turn then?\Are you a kid?!\Look who's talking! response:	Yes, it settled down. All students are safe.
context: And how dare you steal my goal like that?\I didn't steal it! It's original!\Original my ass! I decided to do it first! Get lost!\When did you decide?\What year, what month, what day, what hour, what minute, what second? How many times did the Earth turn then?\Are you a kid?!\Look who's talking!\Yes, it settled down. All students are safe. response:	He didn't draw the Kurikara.
context: I didn't steal it! It's original!\Original my ass! I decided to do it first! Get lost!\When did you decide?\What year, what month, what day, what hour, what minute, what second? How many times did the Earth turn then?\Are you a kid?!\Look who's talking!\Yes, it settled down. All students are safe.\He didn't draw the Kurikara. response:	Well then.
context: Original my ass! I decided to do it first! Get lost!\When did you decide?\What year, what month, what day, what hour, what minute, what second? How many times did the Earth turn then?\Are you a kid?!\Look who's talking!\Yes, it settled down. All students are safe.\He didn't draw the Kurikara.\Well then. response:	Satan's power might be much less in your control than you think, Sir Mephisto Pheles.
context: When did you decide?\What year, what month, what day, what hour, what minute, what second? How many times did the Earth turn then?\Are you a kid?!\Look who's talking!\Yes, it settled down. All students are safe.\He didn't draw the Kurikara.\Well then.\Satan's power might be much less in your control than you think, Sir Mephisto Pheles. response:	Sorry I'm late.
context: What year, what month, what day, what hour, what minute, what second? How many times did the Earth turn then?\Are you a kid?!\Look who's talking!\Yes, it settled down. All students are safe.\He didn't draw the Kurikara.\Well then.\Satan's power might be much less in your control than you think, Sir Mephisto Pheles.\Sorry I'm late. response:	Long time no see, Earth King Amaimon.
context: Are you a kid?!\Look who's talking!\Yes, it settled down. All students are safe.\He didn't draw the Kurikara.\Well then.\Satan's power might be much less in your control than you think, Sir Mephisto Pheles.\Sorry I'm late.\Long time no see, Earth King Amaimon. response:	It's been a while, Brother.
context: Look who's talking!\Yes, it settled down. All students are safe.\He didn't draw the Kurikara.\Well then.\Satan's power might be much less in your control than you think, Sir Mephisto Pheles.\Sorry I'm late.\Long time no see, Earth King Amaimon.\It's been a while, Brother. response:	How is Gehenna?
context: Yes, it settled down. All students are safe.\He didn't draw the Kurikara.\Well then.\Satan's power might be much less in your control than you think, Sir Mephisto Pheles.\Sorry I'm late.\Long time no see, Earth King Amaimon.\It's been a while, Brother.\How is Gehenna? response:	Everyone's absolutely livid.
context: He didn't draw the Kurikara.\Well then.\Satan's power might be much less in your control than you think, Sir Mephisto Pheles.\Sorry I'm late.\Long time no see, Earth King Amaimon.\It's been a while, Brother.\How is Gehenna?\Everyone's absolutely livid. response:	If we didn't get the news of Satan's offspring being in Assiah...
context: Well then.\Satan's power might be much less in your control than you think, Sir Mephisto Pheles.\Sorry I'm late.\Long time no see, Earth King Amaimon.\It's been a while, Brother.\How is Gehenna?\Everyone's absolutely livid.\If we didn't get the news of Satan's offspring being in Assiah... response:	I see...
context: Satan's power might be much less in your control than you think, Sir Mephisto Pheles.\Sorry I'm late.\Long time no see, Earth King Amaimon.\It's been a while, Brother.\How is Gehenna?\Everyone's absolutely livid.\If we didn't get the news of Satan's offspring being in Assiah...\I see... response:	Then tell our siblings who are going mad with envy
context: Sorry I'm late.\Long time no see, Earth King Amaimon.\It's been a while, Brother.\How is Gehenna?\Everyone's absolutely livid.\If we didn't get the news of Satan's offspring being in Assiah...\I see...\Then tell our siblings who are going mad with envy response:	that our youngest brother is being raised under my wing.
context: Long time no see, Earth King Amaimon.\It's been a while, Brother.\How is Gehenna?\Everyone's absolutely livid.\If we didn't get the news of Satan's offspring being in Assiah...\I see...\Then tell our siblings who are going mad with envy\that our youngest brother is being raised under my wing. response:	Everything's going well.
context: It's been a while, Brother.\How is Gehenna?\Everyone's absolutely livid.\If we didn't get the news of Satan's offspring being in Assiah...\I see...\Then tell our siblings who are going mad with envy\that our youngest brother is being raised under my wing.\Everything's going well. response:	Understood.
context: How is Gehenna?\Everyone's absolutely livid.\If we didn't get the news of Satan's offspring being in Assiah...\I see...\Then tell our siblings who are going mad with envy\that our youngest brother is being raised under my wing.\Everything's going well.\Understood. response:	What is it? Do you have something else to say?
context: Everyone's absolutely livid.\If we didn't get the news of Satan's offspring being in Assiah...\I see...\Then tell our siblings who are going mad with envy\that our youngest brother is being raised under my wing.\Everything's going well.\Understood.\What is it? Do you have something else to say? response:	No, I was just wondering when you'll return to Gehenna.
context: If we didn't get the news of Satan's offspring being in Assiah...\I see...\Then tell our siblings who are going mad with envy\that our youngest brother is being raised under my wing.\Everything's going well.\Understood.\What is it? Do you have something else to say?\No, I was just wondering when you'll return to Gehenna. response:	Go, don't make our impatient siblings wait.
context: I see...\Then tell our siblings who are going mad with envy\that our youngest brother is being raised under my wing.\Everything's going well.\Understood.\What is it? Do you have something else to say?\No, I was just wondering when you'll return to Gehenna.\Go, don't make our impatient siblings wait. response:	Yes.
context: Then tell our siblings who are going mad with envy\that our youngest brother is being raised under my wing.\Everything's going well.\Understood.\What is it? Do you have something else to say?\No, I was just wondering when you'll return to Gehenna.\Go, don't make our impatient siblings wait.\Yes. response:	I don't plan to return...
context: that our youngest brother is being raised under my wing.\Everything's going well.\Understood.\What is it? Do you have something else to say?\No, I was just wondering when you'll return to Gehenna.\Go, don't make our impatient siblings wait.\Yes.\I don't plan to return... response:	For a hell-raiser like me
context: Everything's going well.\Understood.\What is it? Do you have something else to say?\No, I was just wondering when you'll return to Gehenna.\Go, don't make our impatient siblings wait.\Yes.\I don't plan to return...\For a hell-raiser like me response:	there's no better playground than this.
context: Understood.\What is it? Do you have something else to say?\No, I was just wondering when you'll return to Gehenna.\Go, don't make our impatient siblings wait.\Yes.\I don't plan to return...\For a hell-raiser like me\there's no better playground than this. response:	The fun and games start here.
context: What is it? Do you have something else to say?\No, I was just wondering when you'll return to Gehenna.\Go, don't make our impatient siblings wait.\Yes.\I don't plan to return...\For a hell-raiser like me\there's no better playground than this.\The fun and games start here. response:	What's wrong, Rin?
context: No, I was just wondering when you'll return to Gehenna.\Go, don't make our impatient siblings wait.\Yes.\I don't plan to return...\For a hell-raiser like me\there's no better playground than this.\The fun and games start here.\What's wrong, Rin? response:	I'm studying.
context: Go, don't make our impatient siblings wait.\Yes.\I don't plan to return...\For a hell-raiser like me\there's no better playground than this.\The fun and games start here.\What's wrong, Rin?\I'm studying. response:	Is this a sign?
context: Yes.\I don't plan to return...\For a hell-raiser like me\there's no better playground than this.\The fun and games start here.\What's wrong, Rin?\I'm studying.\Is this a sign? response:	Is it a problem, four-eyes?
context: I don't plan to return...\For a hell-raiser like me\there's no better playground than this.\The fun and games start here.\What's wrong, Rin?\I'm studying.\Is this a sign?\Is it a problem, four-eyes? response:	My hair's in the way...
context: For a hell-raiser like me\there's no better playground than this.\The fun and games start here.\What's wrong, Rin?\I'm studying.\Is this a sign?\Is it a problem, four-eyes?\My hair's in the way... response:	What? Did you come to make fun of me, too?
context: there's no better playground than this.\The fun and games start here.\What's wrong, Rin?\I'm studying.\Is this a sign?\Is it a problem, four-eyes?\My hair's in the way...\What? Did you come to make fun of me, too? response:	I forgot to say yesterday...
context: The fun and games start here.\What's wrong, Rin?\I'm studying.\Is this a sign?\Is it a problem, four-eyes?\My hair's in the way...\What? Did you come to make fun of me, too?\I forgot to say yesterday... response:	Thanks.
context: What's wrong, Rin?\I'm studying.\Is this a sign?\Is it a problem, four-eyes?\My hair's in the way...\What? Did you come to make fun of me, too?\I forgot to say yesterday...\Thanks. response:	Huh?
context: I'm studying.\Is this a sign?\Is it a problem, four-eyes?\My hair's in the way...\What? Did you come to make fun of me, too?\I forgot to say yesterday...\Thanks.\Huh? response:	I use this to hold up my hair when I'm studying late.
context: Is this a sign?\Is it a problem, four-eyes?\My hair's in the way...\What? Did you come to make fun of me, too?\I forgot to say yesterday...\Thanks.\Huh?\I use this to hold up my hair when I'm studying late. response:	I'll lend it to you.
context: Is it a problem, four-eyes?\My hair's in the way...\What? Did you come to make fun of me, too?\I forgot to say yesterday...\Thanks.\Huh?\I use this to hold up my hair when I'm studying late.\I'll lend it to you. response:	This is creepy! Is this a sign?
context: My hair's in the way...\What? Did you come to make fun of me, too?\I forgot to say yesterday...\Thanks.\Huh?\I use this to hold up my hair when I'm studying late.\I'll lend it to you.\This is creepy! Is this a sign? response:	Huh?! You stupid monkey! I'm being sincere here!
