context: Yoake-kun. response:	Got a sec?
context: They look half-dead.\Like they're desperately hanging on to a thread that might snap at any second.\It feels like I'm looking at myself from a year ago.\So it's an honor to meet you!\You're practically our hero!\Giving that president a piece of your mind and walking out?\That's awesome.\Nah... response:	I was just a dumb kid.
context: Like they're desperately hanging on to a thread that might snap at any second.\It feels like I'm looking at myself from a year ago.\So it's an honor to meet you!\You're practically our hero!\Giving that president a piece of your mind and walking out?\That's awesome.\Nah...\I was just a dumb kid. response:	No patience, ruled by emotion.
context: It feels like I'm looking at myself from a year ago.\So it's an honor to meet you!\You're practically our hero!\Giving that president a piece of your mind and walking out?\That's awesome.\Nah...\I was just a dumb kid.\No patience, ruled by emotion. response:	No.
context: So it's an honor to meet you!\You're practically our hero!\Giving that president a piece of your mind and walking out?\That's awesome.\Nah...\I was just a dumb kid.\No patience, ruled by emotion.\No. response:	We don't have the courage to take action.
context: You're practically our hero!\Giving that president a piece of your mind and walking out?\That's awesome.\Nah...\I was just a dumb kid.\No patience, ruled by emotion.\No.\We don't have the courage to take action. response:	Not everyone can do what you did.
context: Giving that president a piece of your mind and walking out?\That's awesome.\Nah...\I was just a dumb kid.\No patience, ruled by emotion.\No.\We don't have the courage to take action.\Not everyone can do what you did. response:	You have no idea what a help it's been to know
context: That's awesome.\Nah...\I was just a dumb kid.\No patience, ruled by emotion.\No.\We don't have the courage to take action.\Not everyone can do what you did.\You have no idea what a help it's been to know response:	we weren't the only ones who thought our company was messed-up.
context: Nah...\I was just a dumb kid.\No patience, ruled by emotion.\No.\We don't have the courage to take action.\Not everyone can do what you did.\You have no idea what a help it's been to know\we weren't the only ones who thought our company was messed-up. response:	We really admire you.
context: I was just a dumb kid.\No patience, ruled by emotion.\No.\We don't have the courage to take action.\Not everyone can do what you did.\You have no idea what a help it's been to know\we weren't the only ones who thought our company was messed-up.\We really admire you. response:	And Saiki-senpai.
context: No patience, ruled by emotion.\No.\We don't have the courage to take action.\Not everyone can do what you did.\You have no idea what a help it's been to know\we weren't the only ones who thought our company was messed-up.\We really admire you.\And Saiki-senpai. response:	I never thought my rebellion would have such an effect.
context: No.\We don't have the courage to take action.\Not everyone can do what you did.\You have no idea what a help it's been to know\we weren't the only ones who thought our company was messed-up.\We really admire you.\And Saiki-senpai.\I never thought my rebellion would have such an effect. response:	Kaizaki-senpai,
context: We don't have the courage to take action.\Not everyone can do what you did.\You have no idea what a help it's been to know\we weren't the only ones who thought our company was messed-up.\We really admire you.\And Saiki-senpai.\I never thought my rebellion would have such an effect.\Kaizaki-senpai, response:	has it been hard?
context: Not everyone can do what you did.\You have no idea what a help it's been to know\we weren't the only ones who thought our company was messed-up.\We really admire you.\And Saiki-senpai.\I never thought my rebellion would have such an effect.\Kaizaki-senpai,\has it been hard? response:	After leaving?
context: You have no idea what a help it's been to know\we weren't the only ones who thought our company was messed-up.\We really admire you.\And Saiki-senpai.\I never thought my rebellion would have such an effect.\Kaizaki-senpai,\has it been hard?\After leaving? response:	What are you doing now?
context: we weren't the only ones who thought our company was messed-up.\We really admire you.\And Saiki-senpai.\I never thought my rebellion would have such an effect.\Kaizaki-senpai,\has it been hard?\After leaving?\What are you doing now? response:	Sorry. Just... it would help to know.
context: We really admire you.\And Saiki-senpai.\I never thought my rebellion would have such an effect.\Kaizaki-senpai,\has it been hard?\After leaving?\What are you doing now?\Sorry. Just... it would help to know. response:	After I quit, I couldn't do anything for a while.
context: And Saiki-senpai.\I never thought my rebellion would have such an effect.\Kaizaki-senpai,\has it been hard?\After leaving?\What are you doing now?\Sorry. Just... it would help to know.\After I quit, I couldn't do anything for a while. response:	But you have to work to live.
context: I never thought my rebellion would have such an effect.\Kaizaki-senpai,\has it been hard?\After leaving?\What are you doing now?\Sorry. Just... it would help to know.\After I quit, I couldn't do anything for a while.\But you have to work to live. response:	I started looking for another job.
context: Kaizaki-senpai,\has it been hard?\After leaving?\What are you doing now?\Sorry. Just... it would help to know.\After I quit, I couldn't do anything for a while.\But you have to work to live.\I started looking for another job. response:	The day of my first interview,
context: has it been hard?\After leaving?\What are you doing now?\Sorry. Just... it would help to know.\After I quit, I couldn't do anything for a while.\But you have to work to live.\I started looking for another job.\The day of my first interview, response:	I realized I couldn't wear a necktie anymore.
context: After leaving?\What are you doing now?\Sorry. Just... it would help to know.\After I quit, I couldn't do anything for a while.\But you have to work to live.\I started looking for another job.\The day of my first interview,\I realized I couldn't wear a necktie anymore. response:	When they asked me why I quit after three months,
context: What are you doing now?\Sorry. Just... it would help to know.\After I quit, I couldn't do anything for a while.\But you have to work to live.\I started looking for another job.\The day of my first interview,\I realized I couldn't wear a necktie anymore.\When they asked me why I quit after three months, response:	I couldn't find the words to explain myself.
context: Sorry. Just... it would help to know.\After I quit, I couldn't do anything for a while.\But you have to work to live.\I started looking for another job.\The day of my first interview,\I realized I couldn't wear a necktie anymore.\When they asked me why I quit after three months,\I couldn't find the words to explain myself. response:	In time, I regained my ability to get through interviews,
context: After I quit, I couldn't do anything for a while.\But you have to work to live.\I started looking for another job.\The day of my first interview,\I realized I couldn't wear a necktie anymore.\When they asked me why I quit after three months,\I couldn't find the words to explain myself.\In time, I regained my ability to get through interviews, response:	but I never did get hired.
context: But you have to work to live.\I started looking for another job.\The day of my first interview,\I realized I couldn't wear a necktie anymore.\When they asked me why I quit after three months,\I couldn't find the words to explain myself.\In time, I regained my ability to get through interviews,\but I never did get hired. response:	Then I got sick and tired of it all, gave up,
context: I started looking for another job.\The day of my first interview,\I realized I couldn't wear a necktie anymore.\When they asked me why I quit after three months,\I couldn't find the words to explain myself.\In time, I regained my ability to get through interviews,\but I never did get hired.\Then I got sick and tired of it all, gave up, response:	and got a job at a convenience store.
context: The day of my first interview,\I realized I couldn't wear a necktie anymore.\When they asked me why I quit after three months,\I couldn't find the words to explain myself.\In time, I regained my ability to get through interviews,\but I never did get hired.\Then I got sick and tired of it all, gave up,\and got a job at a convenience store. response:	You still work there?
context: I realized I couldn't wear a necktie anymore.\When they asked me why I quit after three months,\I couldn't find the words to explain myself.\In time, I regained my ability to get through interviews,\but I never did get hired.\Then I got sick and tired of it all, gave up,\and got a job at a convenience store.\You still work there? response:	Uh... no.
context: When they asked me why I quit after three months,\I couldn't find the words to explain myself.\In time, I regained my ability to get through interviews,\but I never did get hired.\Then I got sick and tired of it all, gave up,\and got a job at a convenience store.\You still work there?\Uh... no. response:	Now, I'm...
context: I couldn't find the words to explain myself.\In time, I regained my ability to get through interviews,\but I never did get hired.\Then I got sick and tired of it all, gave up,\and got a job at a convenience store.\You still work there?\Uh... no.\Now, I'm... response:	Keep it together, Kaizaki-kun.
context: In time, I regained my ability to get through interviews,\but I never did get hired.\Then I got sick and tired of it all, gave up,\and got a job at a convenience store.\You still work there?\Uh... no.\Now, I'm...\Keep it together, Kaizaki-kun. response:	Uh, yeah.
context: but I never did get hired.\Then I got sick and tired of it all, gave up,\and got a job at a convenience store.\You still work there?\Uh... no.\Now, I'm...\Keep it together, Kaizaki-kun.\Uh, yeah. response:	I'm still doing part-time work.
context: Then I got sick and tired of it all, gave up,\and got a job at a convenience store.\You still work there?\Uh... no.\Now, I'm...\Keep it together, Kaizaki-kun.\Uh, yeah.\I'm still doing part-time work. response:	It's kinda hard to face my friends with real jobs.
context: and got a job at a convenience store.\You still work there?\Uh... no.\Now, I'm...\Keep it together, Kaizaki-kun.\Uh, yeah.\I'm still doing part-time work.\It's kinda hard to face my friends with real jobs. response:	Sorry, but that's reality.
context: You still work there?\Uh... no.\Now, I'm...\Keep it together, Kaizaki-kun.\Uh, yeah.\I'm still doing part-time work.\It's kinda hard to face my friends with real jobs.\Sorry, but that's reality. response:	Oh, don't be.
context: Uh... no.\Now, I'm...\Keep it together, Kaizaki-kun.\Uh, yeah.\I'm still doing part-time work.\It's kinda hard to face my friends with real jobs.\Sorry, but that's reality.\Oh, don't be. response:	But...
context: Now, I'm...\Keep it together, Kaizaki-kun.\Uh, yeah.\I'm still doing part-time work.\It's kinda hard to face my friends with real jobs.\Sorry, but that's reality.\Oh, don't be.\But... response:	Even so,
context: Keep it together, Kaizaki-kun.\Uh, yeah.\I'm still doing part-time work.\It's kinda hard to face my friends with real jobs.\Sorry, but that's reality.\Oh, don't be.\But...\Even so, response:	I'm not selfless enough to give my one and only life to that shitty company!
context: Uh, yeah.\I'm still doing part-time work.\It's kinda hard to face my friends with real jobs.\Sorry, but that's reality.\Oh, don't be.\But...\Even so,\I'm not selfless enough to give my one and only life to that shitty company! response:	Hindsight is 20/20 and all that,
context: I'm still doing part-time work.\It's kinda hard to face my friends with real jobs.\Sorry, but that's reality.\Oh, don't be.\But...\Even so,\I'm not selfless enough to give my one and only life to that shitty company!\Hindsight is 20/20 and all that, response:	but there are people I've met because I quit.
context: It's kinda hard to face my friends with real jobs.\Sorry, but that's reality.\Oh, don't be.\But...\Even so,\I'm not selfless enough to give my one and only life to that shitty company!\Hindsight is 20/20 and all that,\but there are people I've met because I quit. response:	I'm in a world I would never have experienced if I'd stayed.
context: Sorry, but that's reality.\Oh, don't be.\But...\Even so,\I'm not selfless enough to give my one and only life to that shitty company!\Hindsight is 20/20 and all that,\but there are people I've met because I quit.\I'm in a world I would never have experienced if I'd stayed. response:	Now...
context: Oh, don't be.\But...\Even so,\I'm not selfless enough to give my one and only life to that shitty company!\Hindsight is 20/20 and all that,\but there are people I've met because I quit.\I'm in a world I would never have experienced if I'd stayed.\Now... response:	I'm glad I quit.
context: But...\Even so,\I'm not selfless enough to give my one and only life to that shitty company!\Hindsight is 20/20 and all that,\but there are people I've met because I quit.\I'm in a world I would never have experienced if I'd stayed.\Now...\I'm glad I quit. response:	Aren't you glad?
context: Even so,\I'm not selfless enough to give my one and only life to that shitty company!\Hindsight is 20/20 and all that,\but there are people I've met because I quit.\I'm in a world I would never have experienced if I'd stayed.\Now...\I'm glad I quit.\Aren't you glad? response:	Your existence gives strength to the people who came after you.
context: I'm not selfless enough to give my one and only life to that shitty company!\Hindsight is 20/20 and all that,\but there are people I've met because I quit.\I'm in a world I would never have experienced if I'd stayed.\Now...\I'm glad I quit.\Aren't you glad?\Your existence gives strength to the people who came after you. response:	Yoake-san.
context: Hindsight is 20/20 and all that,\but there are people I've met because I quit.\I'm in a world I would never have experienced if I'd stayed.\Now...\I'm glad I quit.\Aren't you glad?\Your existence gives strength to the people who came after you.\Yoake-san. response:	You knew, didn't you?
context: but there are people I've met because I quit.\I'm in a world I would never have experienced if I'd stayed.\Now...\I'm glad I quit.\Aren't you glad?\Your existence gives strength to the people who came after you.\Yoake-san.\You knew, didn't you? response:	What?
context: I'm in a world I would never have experienced if I'd stayed.\Now...\I'm glad I quit.\Aren't you glad?\Your existence gives strength to the people who came after you.\Yoake-san.\You knew, didn't you?\What? response:	That the new hires saw me in that light.
context: Now...\I'm glad I quit.\Aren't you glad?\Your existence gives strength to the people who came after you.\Yoake-san.\You knew, didn't you?\What?\That the new hires saw me in that light. response:	You arranged things so we'd bump into each other there.
context: I'm glad I quit.\Aren't you glad?\Your existence gives strength to the people who came after you.\Yoake-san.\You knew, didn't you?\What?\That the new hires saw me in that light.\You arranged things so we'd bump into each other there. response:	Aw, no way!
context: Aren't you glad?\Your existence gives strength to the people who came after you.\Yoake-san.\You knew, didn't you?\What?\That the new hires saw me in that light.\You arranged things so we'd bump into each other there.\Aw, no way! response:	That was pure coincidence.
context: Your existence gives strength to the people who came after you.\Yoake-san.\You knew, didn't you?\What?\That the new hires saw me in that light.\You arranged things so we'd bump into each other there.\Aw, no way!\That was pure coincidence. response:	But why'd you lie and say you were still doing part-time work?
context: Yoake-san.\You knew, didn't you?\What?\That the new hires saw me in that light.\You arranged things so we'd bump into each other there.\Aw, no way!\That was pure coincidence.\But why'd you lie and say you were still doing part-time work? response:	You have a real job!
context: You knew, didn't you?\What?\That the new hires saw me in that light.\You arranged things so we'd bump into each other there.\Aw, no way!\That was pure coincidence.\But why'd you lie and say you were still doing part-time work?\You have a real job! response:	I do?
context: What?\That the new hires saw me in that light.\You arranged things so we'd bump into each other there.\Aw, no way!\That was pure coincidence.\But why'd you lie and say you were still doing part-time work?\You have a real job!\I do? response:	You're a test subject, and you're getting paid enough to make ends meet.
context: That the new hires saw me in that light.\You arranged things so we'd bump into each other there.\Aw, no way!\That was pure coincidence.\But why'd you lie and say you were still doing part-time work?\You have a real job!\I do?\You're a test subject, and you're getting paid enough to make ends meet. response:	I'd call that a job.
context: You arranged things so we'd bump into each other there.\Aw, no way!\That was pure coincidence.\But why'd you lie and say you were still doing part-time work?\You have a real job!\I do?\You're a test subject, and you're getting paid enough to make ends meet.\I'd call that a job. response:	Sure, but it's not a job I found myself.
context: Aw, no way!\That was pure coincidence.\But why'd you lie and say you were still doing part-time work?\You have a real job!\I do?\You're a test subject, and you're getting paid enough to make ends meet.\I'd call that a job.\Sure, but it's not a job I found myself. response:	I really did struggle after I quit.
context: That was pure coincidence.\But why'd you lie and say you were still doing part-time work?\You have a real job!\I do?\You're a test subject, and you're getting paid enough to make ends meet.\I'd call that a job.\Sure, but it's not a job I found myself.\I really did struggle after I quit. response:	And I wound up here because I didn't find work.
context: But why'd you lie and say you were still doing part-time work?\You have a real job!\I do?\You're a test subject, and you're getting paid enough to make ends meet.\I'd call that a job.\Sure, but it's not a job I found myself.\I really did struggle after I quit.\And I wound up here because I didn't find work. response:	It'd be irresponsible to tell them I'd found a real job again.
context: You have a real job!\I do?\You're a test subject, and you're getting paid enough to make ends meet.\I'd call that a job.\Sure, but it's not a job I found myself.\I really did struggle after I quit.\And I wound up here because I didn't find work.\It'd be irresponsible to tell them I'd found a real job again. response:	You'll pretend you have work in front of your friends
context: I do?\You're a test subject, and you're getting paid enough to make ends meet.\I'd call that a job.\Sure, but it's not a job I found myself.\I really did struggle after I quit.\And I wound up here because I didn't find work.\It'd be irresponsible to tell them I'd found a real job again.\You'll pretend you have work in front of your friends response:	but tell your juniors the truth?
context: You're a test subject, and you're getting paid enough to make ends meet.\I'd call that a job.\Sure, but it's not a job I found myself.\I really did struggle after I quit.\And I wound up here because I didn't find work.\It'd be irresponsible to tell them I'd found a real job again.\You'll pretend you have work in front of your friends\but tell your juniors the truth? response:	No wonder you're a hero to them.
context: I'd call that a job.\Sure, but it's not a job I found myself.\I really did struggle after I quit.\And I wound up here because I didn't find work.\It'd be irresponsible to tell them I'd found a real job again.\You'll pretend you have work in front of your friends\but tell your juniors the truth?\No wonder you're a hero to them. response:	Don't mess with me. I'll get mad.
context: Sure, but it's not a job I found myself.\I really did struggle after I quit.\And I wound up here because I didn't find work.\It'd be irresponsible to tell them I'd found a real job again.\You'll pretend you have work in front of your friends\but tell your juniors the truth?\No wonder you're a hero to them.\Don't mess with me. I'll get mad. response:	Huh? But I mean it!
context: I really did struggle after I quit.\And I wound up here because I didn't find work.\It'd be irresponsible to tell them I'd found a real job again.\You'll pretend you have work in front of your friends\but tell your juniors the truth?\No wonder you're a hero to them.\Don't mess with me. I'll get mad.\Huh? But I mean it! response:	Yeah, right.
context: And I wound up here because I didn't find work.\It'd be irresponsible to tell them I'd found a real job again.\You'll pretend you have work in front of your friends\but tell your juniors the truth?\No wonder you're a hero to them.\Don't mess with me. I'll get mad.\Huh? But I mean it!\Yeah, right. response:	Sorry, Onoya.
context: It'd be irresponsible to tell them I'd found a real job again.\You'll pretend you have work in front of your friends\but tell your juniors the truth?\No wonder you're a hero to them.\Don't mess with me. I'll get mad.\Huh? But I mean it!\Yeah, right.\Sorry, Onoya. response:	I do have a favor to ask.
context: You'll pretend you have work in front of your friends\but tell your juniors the truth?\No wonder you're a hero to them.\Don't mess with me. I'll get mad.\Huh? But I mean it!\Yeah, right.\Sorry, Onoya.\I do have a favor to ask. response:	I'll be with Kaizaki-san the whole day,
context: but tell your juniors the truth?\No wonder you're a hero to them.\Don't mess with me. I'll get mad.\Huh? But I mean it!\Yeah, right.\Sorry, Onoya.\I do have a favor to ask.\I'll be with Kaizaki-san the whole day, response:	so keep me updated on what these two are up to.
context: No wonder you're a hero to them.\Don't mess with me. I'll get mad.\Huh? But I mean it!\Yeah, right.\Sorry, Onoya.\I do have a favor to ask.\I'll be with Kaizaki-san the whole day,\so keep me updated on what these two are up to. response:	New hires this year at Kaizaki-san's old company.
context: Don't mess with me. I'll get mad.\Huh? But I mean it!\Yeah, right.\Sorry, Onoya.\I do have a favor to ask.\I'll be with Kaizaki-san the whole day,\so keep me updated on what these two are up to.\New hires this year at Kaizaki-san's old company. response:	They've visited Saiki-san's grave several times before.
context: Huh? But I mean it!\Yeah, right.\Sorry, Onoya.\I do have a favor to ask.\I'll be with Kaizaki-san the whole day,\so keep me updated on what these two are up to.\New hires this year at Kaizaki-san's old company.\They've visited Saiki-san's grave several times before. response:	I thought they might go on the anniversary of her death, too.
context: Yeah, right.\Sorry, Onoya.\I do have a favor to ask.\I'll be with Kaizaki-san the whole day,\so keep me updated on what these two are up to.\New hires this year at Kaizaki-san's old company.\They've visited Saiki-san's grave several times before.\I thought they might go on the anniversary of her death, too. response:	If he learns that what he did gives hope to those that came after him,
context: Sorry, Onoya.\I do have a favor to ask.\I'll be with Kaizaki-san the whole day,\so keep me updated on what these two are up to.\New hires this year at Kaizaki-san's old company.\They've visited Saiki-san's grave several times before.\I thought they might go on the anniversary of her death, too.\If he learns that what he did gives hope to those that came after him, response:	it might help him start looking forward.
context: I do have a favor to ask.\I'll be with Kaizaki-san the whole day,\so keep me updated on what these two are up to.\New hires this year at Kaizaki-san's old company.\They've visited Saiki-san's grave several times before.\I thought they might go on the anniversary of her death, too.\If he learns that what he did gives hope to those that came after him,\it might help him start looking forward. response:	Wow...
context: I'll be with Kaizaki-san the whole day,\so keep me updated on what these two are up to.\New hires this year at Kaizaki-san's old company.\They've visited Saiki-san's grave several times before.\I thought they might go on the anniversary of her death, too.\If he learns that what he did gives hope to those that came after him,\it might help him start looking forward.\Wow... response:	You dug that deep for Kaizaki-san?
context: so keep me updated on what these two are up to.\New hires this year at Kaizaki-san's old company.\They've visited Saiki-san's grave several times before.\I thought they might go on the anniversary of her death, too.\If he learns that what he did gives hope to those that came after him,\it might help him start looking forward.\Wow...\You dug that deep for Kaizaki-san? response:	That's what the Support Division's supposed to do.
context: New hires this year at Kaizaki-san's old company.\They've visited Saiki-san's grave several times before.\I thought they might go on the anniversary of her death, too.\If he learns that what he did gives hope to those that came after him,\it might help him start looking forward.\Wow...\You dug that deep for Kaizaki-san?\That's what the Support Division's supposed to do. response:	But won't they say you're getting too involved again?
context: They've visited Saiki-san's grave several times before.\I thought they might go on the anniversary of her death, too.\If he learns that what he did gives hope to those that came after him,\it might help him start looking forward.\Wow...\You dug that deep for Kaizaki-san?\That's what the Support Division's supposed to do.\But won't they say you're getting too involved again? response:	I'm just bringing them together.
context: I thought they might go on the anniversary of her death, too.\If he learns that what he did gives hope to those that came after him,\it might help him start looking forward.\Wow...\You dug that deep for Kaizaki-san?\That's what the Support Division's supposed to do.\But won't they say you're getting too involved again?\I'm just bringing them together. response:	The rest is up to Kaizaki-san.
context: If he learns that what he did gives hope to those that came after him,\it might help him start looking forward.\Wow...\You dug that deep for Kaizaki-san?\That's what the Support Division's supposed to do.\But won't they say you're getting too involved again?\I'm just bringing them together.\The rest is up to Kaizaki-san. response:	How'd Kaizaki-san do?
context: it might help him start looking forward.\Wow...\You dug that deep for Kaizaki-san?\That's what the Support Division's supposed to do.\But won't they say you're getting too involved again?\I'm just bringing them together.\The rest is up to Kaizaki-san.\How'd Kaizaki-san do? response:	I saw him talking to the new hires
context: Wow...\You dug that deep for Kaizaki-san?\That's what the Support Division's supposed to do.\But won't they say you're getting too involved again?\I'm just bringing them together.\The rest is up to Kaizaki-san.\How'd Kaizaki-san do?\I saw him talking to the new hires response:	but couldn't hear what they said.
context: You dug that deep for Kaizaki-san?\That's what the Support Division's supposed to do.\But won't they say you're getting too involved again?\I'm just bringing them together.\The rest is up to Kaizaki-san.\How'd Kaizaki-san do?\I saw him talking to the new hires\but couldn't hear what they said. response:	What were they talking about?
context: That's what the Support Division's supposed to do.\But won't they say you're getting too involved again?\I'm just bringing them together.\The rest is up to Kaizaki-san.\How'd Kaizaki-san do?\I saw him talking to the new hires\but couldn't hear what they said.\What were they talking about? response:	Tell me, Senpai! I can't stop thinking about it!
context: But won't they say you're getting too involved again?\I'm just bringing them together.\The rest is up to Kaizaki-san.\How'd Kaizaki-san do?\I saw him talking to the new hires\but couldn't hear what they said.\What were they talking about?\Tell me, Senpai! I can't stop thinking about it! response:	Sorry, sorry.
context: I'm just bringing them together.\The rest is up to Kaizaki-san.\How'd Kaizaki-san do?\I saw him talking to the new hires\but couldn't hear what they said.\What were they talking about?\Tell me, Senpai! I can't stop thinking about it!\Sorry, sorry. response:	Yeah, I think he's feeling better. Thanks.
context: The rest is up to Kaizaki-san.\How'd Kaizaki-san do?\I saw him talking to the new hires\but couldn't hear what they said.\What were they talking about?\Tell me, Senpai! I can't stop thinking about it!\Sorry, sorry.\Yeah, I think he's feeling better. Thanks. response:	Thanks.
context: How'd Kaizaki-san do?\I saw him talking to the new hires\but couldn't hear what they said.\What were they talking about?\Tell me, Senpai! I can't stop thinking about it!\Sorry, sorry.\Yeah, I think he's feeling better. Thanks.\Thanks. response:	Thanks.
context: I saw him talking to the new hires\but couldn't hear what they said.\What were they talking about?\Tell me, Senpai! I can't stop thinking about it!\Sorry, sorry.\Yeah, I think he's feeling better. Thanks.\Thanks.\Thanks. response:	I'm glad I talked to them.
context: but couldn't hear what they said.\What were they talking about?\Tell me, Senpai! I can't stop thinking about it!\Sorry, sorry.\Yeah, I think he's feeling better. Thanks.\Thanks.\Thanks.\I'm glad I talked to them. response:	Knowing that my voice and Senpai's reached someone
context: What were they talking about?\Tell me, Senpai! I can't stop thinking about it!\Sorry, sorry.\Yeah, I think he's feeling better. Thanks.\Thanks.\Thanks.\I'm glad I talked to them.\Knowing that my voice and Senpai's reached someone response:	doesn't erase the guilt I feel for not saving her,
context: Tell me, Senpai! I can't stop thinking about it!\Sorry, sorry.\Yeah, I think he's feeling better. Thanks.\Thanks.\Thanks.\I'm glad I talked to them.\Knowing that my voice and Senpai's reached someone\doesn't erase the guilt I feel for not saving her, response:	but it helps.
context: Sorry, sorry.\Yeah, I think he's feeling better. Thanks.\Thanks.\Thanks.\I'm glad I talked to them.\Knowing that my voice and Senpai's reached someone\doesn't erase the guilt I feel for not saving her,\but it helps. response:	Whenever I went there, I'd always end up regretting everything.
context: Yeah, I think he's feeling better. Thanks.\Thanks.\Thanks.\I'm glad I talked to them.\Knowing that my voice and Senpai's reached someone\doesn't erase the guilt I feel for not saving her,\but it helps.\Whenever I went there, I'd always end up regretting everything. response:	And I'm sure she was watching with a face that screamed, Get a hold of yourself!
context: Thanks.\Thanks.\I'm glad I talked to them.\Knowing that my voice and Senpai's reached someone\doesn't erase the guilt I feel for not saving her,\but it helps.\Whenever I went there, I'd always end up regretting everything.\And I'm sure she was watching with a face that screamed, Get a hold of yourself! response:	I could finally tell her I was glad I'd quit.
context: Thanks.\I'm glad I talked to them.\Knowing that my voice and Senpai's reached someone\doesn't erase the guilt I feel for not saving her,\but it helps.\Whenever I went there, I'd always end up regretting everything.\And I'm sure she was watching with a face that screamed, Get a hold of yourself!\I could finally tell her I was glad I'd quit. response:	If not for ReLIFE...
context: I'm glad I talked to them.\Knowing that my voice and Senpai's reached someone\doesn't erase the guilt I feel for not saving her,\but it helps.\Whenever I went there, I'd always end up regretting everything.\And I'm sure she was watching with a face that screamed, Get a hold of yourself!\I could finally tell her I was glad I'd quit.\If not for ReLIFE... response:	If I'd been alone, I couldn't have said that.
context: Knowing that my voice and Senpai's reached someone\doesn't erase the guilt I feel for not saving her,\but it helps.\Whenever I went there, I'd always end up regretting everything.\And I'm sure she was watching with a face that screamed, Get a hold of yourself!\I could finally tell her I was glad I'd quit.\If not for ReLIFE...\If I'd been alone, I couldn't have said that. response:	All I did was stand there and watch.
context: doesn't erase the guilt I feel for not saving her,\but it helps.\Whenever I went there, I'd always end up regretting everything.\And I'm sure she was watching with a face that screamed, Get a hold of yourself!\I could finally tell her I was glad I'd quit.\If not for ReLIFE...\If I'd been alone, I couldn't have said that.\All I did was stand there and watch. response:	Shut up!
context: but it helps.\Whenever I went there, I'd always end up regretting everything.\And I'm sure she was watching with a face that screamed, Get a hold of yourself!\I could finally tell her I was glad I'd quit.\If not for ReLIFE...\If I'd been alone, I couldn't have said that.\All I did was stand there and watch.\Shut up! response:	I should say the same.
context: Whenever I went there, I'd always end up regretting everything.\And I'm sure she was watching with a face that screamed, Get a hold of yourself!\I could finally tell her I was glad I'd quit.\If not for ReLIFE...\If I'd been alone, I couldn't have said that.\All I did was stand there and watch.\Shut up!\I should say the same. response:	Thank you.
context: And I'm sure she was watching with a face that screamed, Get a hold of yourself!\I could finally tell her I was glad I'd quit.\If not for ReLIFE...\If I'd been alone, I couldn't have said that.\All I did was stand there and watch.\Shut up!\I should say the same.\Thank you. response:	Why? Creepy.
context: I could finally tell her I was glad I'd quit.\If not for ReLIFE...\If I'd been alone, I couldn't have said that.\All I did was stand there and watch.\Shut up!\I should say the same.\Thank you.\Why? Creepy. response:	God, you're obnoxious.
context: If not for ReLIFE...\If I'd been alone, I couldn't have said that.\All I did was stand there and watch.\Shut up!\I should say the same.\Thank you.\Why? Creepy.\God, you're obnoxious. response:	NEXT EPISODE
context: If I'd been alone, I couldn't have said that.\All I did was stand there and watch.\Shut up!\I should say the same.\Thank you.\Why? Creepy.\God, you're obnoxious.\NEXT EPISODE response:	You're still taking make-ups, Arata?
context: All I did was stand there and watch.\Shut up!\I should say the same.\Thank you.\Why? Creepy.\God, you're obnoxious.\NEXT EPISODE\You're still taking make-ups, Arata? response:	Shut up. Leave me be.
context: Shut up!\I should say the same.\Thank you.\Why? Creepy.\God, you're obnoxious.\NEXT EPISODE\You're still taking make-ups, Arata?\Shut up. Leave me be. response:	As you wish.
context: I should say the same.\Thank you.\Why? Creepy.\God, you're obnoxious.\NEXT EPISODE\You're still taking make-ups, Arata?\Shut up. Leave me be.\As you wish. response:	I didn't mean that! Help me, Oga-sama!
context: Thank you.\Why? Creepy.\God, you're obnoxious.\NEXT EPISODE\You're still taking make-ups, Arata?\Shut up. Leave me be.\As you wish.\I didn't mean that! Help me, Oga-sama! response:	Kazu-kun! Showga!
context: Why? Creepy.\God, you're obnoxious.\NEXT EPISODE\You're still taking make-ups, Arata?\Shut up. Leave me be.\As you wish.\I didn't mean that! Help me, Oga-sama!\Kazu-kun! Showga! response:	Summer break's almost here wait, what's with that nickname?!
context: God, you're obnoxious.\NEXT EPISODE\You're still taking make-ups, Arata?\Shut up. Leave me be.\As you wish.\I didn't mean that! Help me, Oga-sama!\Kazu-kun! Showga!\Summer break's almost here wait, what's with that nickname?! response:	Double Panic
context: NEXT EPISODE\You're still taking make-ups, Arata?\Shut up. Leave me be.\As you wish.\I didn't mean that! Help me, Oga-sama!\Kazu-kun! Showga!\Summer break's almost here wait, what's with that nickname?!\Double Panic response:	Oh, yeah, summer vacation!
