context: Tsuritama Episode 4 response:	Since Grandma went to the hospital,
context: Go back to space, or wherever.\Yuki.\In other words, this bridge between\the island and the mainland is the connection...\Keito, what should I do?\Well, it is your fault you broke your promise.\Yes, it was bad. Yuki got really mad.\But I'm sure he's worried about you now. response:	Worried?
context: Yuki.\In other words, this bridge between\the island and the mainland is the connection...\Keito, what should I do?\Well, it is your fault you broke your promise.\Yes, it was bad. Yuki got really mad.\But I'm sure he's worried about you now.\Worried? response:	He's thinking about you.
context: In other words, this bridge between\the island and the mainland is the connection...\Keito, what should I do?\Well, it is your fault you broke your promise.\Yes, it was bad. Yuki got really mad.\But I'm sure he's worried about you now.\Worried?\He's thinking about you. response:	He wants to see and talk with you.
context: the island and the mainland is the connection...\Keito, what should I do?\Well, it is your fault you broke your promise.\Yes, it was bad. Yuki got really mad.\But I'm sure he's worried about you now.\Worried?\He's thinking about you.\He wants to see and talk with you. response:	But Yuki told me not to follow him.
context: Keito, what should I do?\Well, it is your fault you broke your promise.\Yes, it was bad. Yuki got really mad.\But I'm sure he's worried about you now.\Worried?\He's thinking about you.\He wants to see and talk with you.\But Yuki told me not to follow him. response:	He got mad when I said sorry.
context: Well, it is your fault you broke your promise.\Yes, it was bad. Yuki got really mad.\But I'm sure he's worried about you now.\Worried?\He's thinking about you.\He wants to see and talk with you.\But Yuki told me not to follow him.\He got mad when I said sorry. response:	Sorry isn't just a word, Haru.
context: Yes, it was bad. Yuki got really mad.\But I'm sure he's worried about you now.\Worried?\He's thinking about you.\He wants to see and talk with you.\But Yuki told me not to follow him.\He got mad when I said sorry.\Sorry isn't just a word, Haru. response:	Huh? But sorry is a word.
context: But I'm sure he's worried about you now.\Worried?\He's thinking about you.\He wants to see and talk with you.\But Yuki told me not to follow him.\He got mad when I said sorry.\Sorry isn't just a word, Haru.\Huh? But sorry is a word. response:	Sometimes, it's not enough.
context: Worried?\He's thinking about you.\He wants to see and talk with you.\But Yuki told me not to follow him.\He got mad when I said sorry.\Sorry isn't just a word, Haru.\Huh? But sorry is a word.\Sometimes, it's not enough. response:	I don't understand. I'm an alien.
context: He's thinking about you.\He wants to see and talk with you.\But Yuki told me not to follow him.\He got mad when I said sorry.\Sorry isn't just a word, Haru.\Huh? But sorry is a word.\Sometimes, it's not enough.\I don't understand. I'm an alien. response:	What would you do if Haru disappeared?
context: He wants to see and talk with you.\But Yuki told me not to follow him.\He got mad when I said sorry.\Sorry isn't just a word, Haru.\Huh? But sorry is a word.\Sometimes, it's not enough.\I don't understand. I'm an alien.\What would you do if Haru disappeared? response:	I'm fine without him.
context: But Yuki told me not to follow him.\He got mad when I said sorry.\Sorry isn't just a word, Haru.\Huh? But sorry is a word.\Sometimes, it's not enough.\I don't understand. I'm an alien.\What would you do if Haru disappeared?\I'm fine without him. response:	Don't you want to go fishing?
context: He got mad when I said sorry.\Sorry isn't just a word, Haru.\Huh? But sorry is a word.\Sometimes, it's not enough.\I don't understand. I'm an alien.\What would you do if Haru disappeared?\I'm fine without him.\Don't you want to go fishing? response:	It sure is quiet without him.
context: Sorry isn't just a word, Haru.\Huh? But sorry is a word.\Sometimes, it's not enough.\I don't understand. I'm an alien.\What would you do if Haru disappeared?\I'm fine without him.\Don't you want to go fishing?\It sure is quiet without him. response:	It's easier without that selfish guy.
context: Huh? But sorry is a word.\Sometimes, it's not enough.\I don't understand. I'm an alien.\What would you do if Haru disappeared?\I'm fine without him.\Don't you want to go fishing?\It sure is quiet without him.\It's easier without that selfish guy. response:	You've started saying those kinds of things.
context: Sometimes, it's not enough.\I don't understand. I'm an alien.\What would you do if Haru disappeared?\I'm fine without him.\Don't you want to go fishing?\It sure is quiet without him.\It's easier without that selfish guy.\You've started saying those kinds of things. response:	When I met you,
context: I don't understand. I'm an alien.\What would you do if Haru disappeared?\I'm fine without him.\Don't you want to go fishing?\It sure is quiet without him.\It's easier without that selfish guy.\You've started saying those kinds of things.\When I met you, response:	I could never tell what you were thinking.
context: What would you do if Haru disappeared?\I'm fine without him.\Don't you want to go fishing?\It sure is quiet without him.\It's easier without that selfish guy.\You've started saying those kinds of things.\When I met you,\I could never tell what you were thinking. response:	You've changed.
context: I'm fine without him.\Don't you want to go fishing?\It sure is quiet without him.\It's easier without that selfish guy.\You've started saying those kinds of things.\When I met you,\I could never tell what you were thinking.\You've changed. response:	Maybe.
context: Don't you want to go fishing?\It sure is quiet without him.\It's easier without that selfish guy.\You've started saying those kinds of things.\When I met you,\I could never tell what you were thinking.\You've changed.\Maybe. response:	It could be thanks to Haru.
context: It sure is quiet without him.\It's easier without that selfish guy.\You've started saying those kinds of things.\When I met you,\I could never tell what you were thinking.\You've changed.\Maybe.\It could be thanks to Haru. response:	Why do you say that?
context: It's easier without that selfish guy.\You've started saying those kinds of things.\When I met you,\I could never tell what you were thinking.\You've changed.\Maybe.\It could be thanks to Haru.\Why do you say that? response:	He can be real intrusive, but you can't help but laugh, you know?
context: You've started saying those kinds of things.\When I met you,\I could never tell what you were thinking.\You've changed.\Maybe.\It could be thanks to Haru.\Why do you say that?\He can be real intrusive, but you can't help but laugh, you know? response:	I don't care. I just want to catch something.
context: When I met you,\I could never tell what you were thinking.\You've changed.\Maybe.\It could be thanks to Haru.\Why do you say that?\He can be real intrusive, but you can't help but laugh, you know?\I don't care. I just want to catch something. response:	Do you remember what I taught you?
context: I could never tell what you were thinking.\You've changed.\Maybe.\It could be thanks to Haru.\Why do you say that?\He can be real intrusive, but you can't help but laugh, you know?\I don't care. I just want to catch something.\Do you remember what I taught you? response:	Imagination.
context: You've changed.\Maybe.\It could be thanks to Haru.\Why do you say that?\He can be real intrusive, but you can't help but laugh, you know?\I don't care. I just want to catch something.\Do you remember what I taught you?\Imagination. response:	Feel it.
context: Maybe.\It could be thanks to Haru.\Why do you say that?\He can be real intrusive, but you can't help but laugh, you know?\I don't care. I just want to catch something.\Do you remember what I taught you?\Imagination.\Feel it. response:	Focus.
context: It could be thanks to Haru.\Why do you say that?\He can be real intrusive, but you can't help but laugh, you know?\I don't care. I just want to catch something.\Do you remember what I taught you?\Imagination.\Feel it.\Focus. response:	I got one.
context: Why do you say that?\He can be real intrusive, but you can't help but laugh, you know?\I don't care. I just want to catch something.\Do you remember what I taught you?\Imagination.\Feel it.\Focus.\I got one. response:	I told you not to panic! Lift your rod!
context: He can be real intrusive, but you can't help but laugh, you know?\I don't care. I just want to catch something.\Do you remember what I taught you?\Imagination.\Feel it.\Focus.\I got one.\I told you not to panic! Lift your rod! response:	It's huge!
context: I don't care. I just want to catch something.\Do you remember what I taught you?\Imagination.\Feel it.\Focus.\I got one.\I told you not to panic! Lift your rod!\It's huge! response:	Wait for him to stop.
context: Do you remember what I taught you?\Imagination.\Feel it.\Focus.\I got one.\I told you not to panic! Lift your rod!\It's huge!\Wait for him to stop. response:	Imagination, focus,
context: Imagination.\Feel it.\Focus.\I got one.\I told you not to panic! Lift your rod!\It's huge!\Wait for him to stop.\Imagination, focus, response:	patience.
context: Feel it.\Focus.\I got one.\I told you not to panic! Lift your rod!\It's huge!\Wait for him to stop.\Imagination, focus,\patience. response:	Don't rush. Hold the line.
context: Focus.\I got one.\I told you not to panic! Lift your rod!\It's huge!\Wait for him to stop.\Imagination, focus,\patience.\Don't rush. Hold the line. response:	People and fish have the same determined attitude.
context: I got one.\I told you not to panic! Lift your rod!\It's huge!\Wait for him to stop.\Imagination, focus,\patience.\Don't rush. Hold the line.\People and fish have the same determined attitude. response:	Now!
context: I told you not to panic! Lift your rod!\It's huge!\Wait for him to stop.\Imagination, focus,\patience.\Don't rush. Hold the line.\People and fish have the same determined attitude.\Now! response:	Good. Reel him in.
context: It's huge!\Wait for him to stop.\Imagination, focus,\patience.\Don't rush. Hold the line.\People and fish have the same determined attitude.\Now!\Good. Reel him in. response:	That's your fish.
context: Wait for him to stop.\Imagination, focus,\patience.\Don't rush. Hold the line.\People and fish have the same determined attitude.\Now!\Good. Reel him in.\That's your fish. response:	It's okay.
context: Imagination, focus,\patience.\Don't rush. Hold the line.\People and fish have the same determined attitude.\Now!\Good. Reel him in.\That's your fish.\It's okay. response:	I won't let him go.
context: patience.\Don't rush. Hold the line.\People and fish have the same determined attitude.\Now!\Good. Reel him in.\That's your fish.\It's okay.\I won't let him go. response:	I won't let him go this time.
context: Don't rush. Hold the line.\People and fish have the same determined attitude.\Now!\Good. Reel him in.\That's your fish.\It's okay.\I won't let him go.\I won't let him go this time. response:	All right!
context: People and fish have the same determined attitude.\Now!\Good. Reel him in.\That's your fish.\It's okay.\I won't let him go.\I won't let him go this time.\All right! response:	I caught one.
context: Now!\Good. Reel him in.\That's your fish.\It's okay.\I won't let him go.\I won't let him go this time.\All right!\I caught one. response:	Good, good.
context: Good. Reel him in.\That's your fish.\It's okay.\I won't let him go.\I won't let him go this time.\All right!\I caught one.\Good, good. response:	Look, he's pretty big.
context: That's your fish.\It's okay.\I won't let him go.\I won't let him go this time.\All right!\I caught one.\Good, good.\Look, he's pretty big. response:	A picture.
context: It's okay.\I won't let him go.\I won't let him go this time.\All right!\I caught one.\Good, good.\Look, he's pretty big.\A picture. response:	Huh?
context: I won't let him go.\I won't let him go this time.\All right!\I caught one.\Good, good.\Look, he's pretty big.\A picture.\Huh? response:	Natsuki, take one. I need to show Haru.
context: I won't let him go this time.\All right!\I caught one.\Good, good.\Look, he's pretty big.\A picture.\Huh?\Natsuki, take one. I need to show Haru. response:	Haru!
context: All right!\I caught one.\Good, good.\Look, he's pretty big.\A picture.\Huh?\Natsuki, take one. I need to show Haru.\Haru! response:	I did it! I caught a sea bass!
context: I caught one.\Good, good.\Look, he's pretty big.\A picture.\Huh?\Natsuki, take one. I need to show Haru.\Haru!\I did it! I caught a sea bass! response:	Haru?
context: Good, good.\Look, he's pretty big.\A picture.\Huh?\Natsuki, take one. I need to show Haru.\Haru!\I did it! I caught a sea bass!\Haru? response:	Why isn't he here for this?
context: Look, he's pretty big.\A picture.\Huh?\Natsuki, take one. I need to show Haru.\Haru!\I did it! I caught a sea bass!\Haru?\Why isn't he here for this? response:	Do whatever you want, then.
context: A picture.\Huh?\Natsuki, take one. I need to show Haru.\Haru!\I did it! I caught a sea bass!\Haru?\Why isn't he here for this?\Do whatever you want, then. response:	Haru!
context: Huh?\Natsuki, take one. I need to show Haru.\Haru!\I did it! I caught a sea bass!\Haru?\Why isn't he here for this?\Do whatever you want, then.\Haru! response:	Haru!
context: Natsuki, take one. I need to show Haru.\Haru!\I did it! I caught a sea bass!\Haru?\Why isn't he here for this?\Do whatever you want, then.\Haru!\Haru! response:	Haru, did you really go back into space?
context: Haru!\I did it! I caught a sea bass!\Haru?\Why isn't he here for this?\Do whatever you want, then.\Haru!\Haru!\Haru, did you really go back into space? response:	I give up.
context: I did it! I caught a sea bass!\Haru?\Why isn't he here for this?\Do whatever you want, then.\Haru!\Haru!\Haru, did you really go back into space?\I give up. response:	Haru?
context: Haru?\Why isn't he here for this?\Do whatever you want, then.\Haru!\Haru!\Haru, did you really go back into space?\I give up.\Haru? response:	Haru...
context: Why isn't he here for this?\Do whatever you want, then.\Haru!\Haru!\Haru, did you really go back into space?\I give up.\Haru?\Haru... response:	Haru!
context: Do whatever you want, then.\Haru!\Haru!\Haru, did you really go back into space?\I give up.\Haru?\Haru...\Haru! response:	Huh? Yuki?
context: Haru!\Haru!\Haru, did you really go back into space?\I give up.\Haru?\Haru...\Haru!\Huh? Yuki? response:	What are you doing?
context: Haru!\Haru, did you really go back into space?\I give up.\Haru?\Haru...\Haru!\Huh? Yuki?\What are you doing? response:	I got a little dry.
context: Haru, did you really go back into space?\I give up.\Haru?\Haru...\Haru!\Huh? Yuki?\What are you doing?\I got a little dry. response:	A little? What are you thinking?
context: I give up.\Haru?\Haru...\Haru!\Huh? Yuki?\What are you doing?\I got a little dry.\A little? What are you thinking? response:	Yuki, did you come because you were worried about me?
context: Haru?\Haru...\Haru!\Huh? Yuki?\What are you doing?\I got a little dry.\A little? What are you thinking?\Yuki, did you come because you were worried about me? response:	Of course I did!
context: Haru...\Haru!\Huh? Yuki?\What are you doing?\I got a little dry.\A little? What are you thinking?\Yuki, did you come because you were worried about me?\Of course I did! response:	I can't swim!
context: Haru!\Huh? Yuki?\What are you doing?\I got a little dry.\A little? What are you thinking?\Yuki, did you come because you were worried about me?\Of course I did!\I can't swim! response:	Were you thinking about me?
context: Huh? Yuki?\What are you doing?\I got a little dry.\A little? What are you thinking?\Yuki, did you come because you were worried about me?\Of course I did!\I can't swim!\Were you thinking about me? response:	Did you want to talk to me?
context: What are you doing?\I got a little dry.\A little? What are you thinking?\Yuki, did you come because you were worried about me?\Of course I did!\I can't swim!\Were you thinking about me?\Did you want to talk to me? response:	You idiot, this isn't the time for that!
context: I got a little dry.\A little? What are you thinking?\Yuki, did you come because you were worried about me?\Of course I did!\I can't swim!\Were you thinking about me?\Did you want to talk to me?\You idiot, this isn't the time for that! response:	I'm going to drown! Help me!
context: A little? What are you thinking?\Yuki, did you come because you were worried about me?\Of course I did!\I can't swim!\Were you thinking about me?\Did you want to talk to me?\You idiot, this isn't the time for that!\I'm going to drown! Help me! response:	Yuki, are you still mad?
context: Yuki, did you come because you were worried about me?\Of course I did!\I can't swim!\Were you thinking about me?\Did you want to talk to me?\You idiot, this isn't the time for that!\I'm going to drown! Help me!\Yuki, are you still mad? response:	Of course I am.
context: Of course I did!\I can't swim!\Were you thinking about me?\Did you want to talk to me?\You idiot, this isn't the time for that!\I'm going to drown! Help me!\Yuki, are you still mad?\Of course I am. response:	You always do whatever you want.
context: I can't swim!\Were you thinking about me?\Did you want to talk to me?\You idiot, this isn't the time for that!\I'm going to drown! Help me!\Yuki, are you still mad?\Of course I am.\You always do whatever you want. response:	But I won't say I'm sorry any more.
context: Were you thinking about me?\Did you want to talk to me?\You idiot, this isn't the time for that!\I'm going to drown! Help me!\Yuki, are you still mad?\Of course I am.\You always do whatever you want.\But I won't say I'm sorry any more. response:	What? You're not sorry?
context: Did you want to talk to me?\You idiot, this isn't the time for that!\I'm going to drown! Help me!\Yuki, are you still mad?\Of course I am.\You always do whatever you want.\But I won't say I'm sorry any more.\What? You're not sorry? response:	No, that's not it.
context: You idiot, this isn't the time for that!\I'm going to drown! Help me!\Yuki, are you still mad?\Of course I am.\You always do whatever you want.\But I won't say I'm sorry any more.\What? You're not sorry?\No, that's not it. response:	What are you doing?
context: I'm going to drown! Help me!\Yuki, are you still mad?\Of course I am.\You always do whatever you want.\But I won't say I'm sorry any more.\What? You're not sorry?\No, that's not it.\What are you doing? response:	If I get rid of this, you won't get mad any more.
context: Yuki, are you still mad?\Of course I am.\You always do whatever you want.\But I won't say I'm sorry any more.\What? You're not sorry?\No, that's not it.\What are you doing?\If I get rid of this, you won't get mad any more. response:	It's fine. I get it.
context: Of course I am.\You always do whatever you want.\But I won't say I'm sorry any more.\What? You're not sorry?\No, that's not it.\What are you doing?\If I get rid of this, you won't get mad any more.\It's fine. I get it. response:	You really are hopeless.
context: You always do whatever you want.\But I won't say I'm sorry any more.\What? You're not sorry?\No, that's not it.\What are you doing?\If I get rid of this, you won't get mad any more.\It's fine. I get it.\You really are hopeless. response:	There.
context: But I won't say I'm sorry any more.\What? You're not sorry?\No, that's not it.\What are you doing?\If I get rid of this, you won't get mad any more.\It's fine. I get it.\You really are hopeless.\There. response:	I'm sorry, too.
context: What? You're not sorry?\No, that's not it.\What are you doing?\If I get rid of this, you won't get mad any more.\It's fine. I get it.\You really are hopeless.\There.\I'm sorry, too. response:	Why are you apologizing?
context: No, that's not it.\What are you doing?\If I get rid of this, you won't get mad any more.\It's fine. I get it.\You really are hopeless.\There.\I'm sorry, too.\Why are you apologizing? response:	Because I'm always getting mad at you.
context: What are you doing?\If I get rid of this, you won't get mad any more.\It's fine. I get it.\You really are hopeless.\There.\I'm sorry, too.\Why are you apologizing?\Because I'm always getting mad at you. response:	You're an alien.
context: If I get rid of this, you won't get mad any more.\It's fine. I get it.\You really are hopeless.\There.\I'm sorry, too.\Why are you apologizing?\Because I'm always getting mad at you.\You're an alien. response:	It's not your fault you don't understand.
context: It's fine. I get it.\You really are hopeless.\There.\I'm sorry, too.\Why are you apologizing?\Because I'm always getting mad at you.\You're an alien.\It's not your fault you don't understand. response:	But I want to understand.
context: You really are hopeless.\There.\I'm sorry, too.\Why are you apologizing?\Because I'm always getting mad at you.\You're an alien.\It's not your fault you don't understand.\But I want to understand. response:	If I did, we wouldn't fight any more.
context: There.\I'm sorry, too.\Why are you apologizing?\Because I'm always getting mad at you.\You're an alien.\It's not your fault you don't understand.\But I want to understand.\If I did, we wouldn't fight any more. response:	You're right.
context: I'm sorry, too.\Why are you apologizing?\Because I'm always getting mad at you.\You're an alien.\It's not your fault you don't understand.\But I want to understand.\If I did, we wouldn't fight any more.\You're right. response:	Oh, right! I caught one!
context: Why are you apologizing?\Because I'm always getting mad at you.\You're an alien.\It's not your fault you don't understand.\But I want to understand.\If I did, we wouldn't fight any more.\You're right.\Oh, right! I caught one! response:	A huge sea bass!
context: Because I'm always getting mad at you.\You're an alien.\It's not your fault you don't understand.\But I want to understand.\If I did, we wouldn't fight any more.\You're right.\Oh, right! I caught one!\A huge sea bass! response:	Crap.
context: You're an alien.\It's not your fault you don't understand.\But I want to understand.\If I did, we wouldn't fight any more.\You're right.\Oh, right! I caught one!\A huge sea bass!\Crap. response:	Look.
context: It's not your fault you don't understand.\But I want to understand.\If I did, we wouldn't fight any more.\You're right.\Oh, right! I caught one!\A huge sea bass!\Crap.\Look. response:	Yuki, you shouldn't lie.
context: But I want to understand.\If I did, we wouldn't fight any more.\You're right.\Oh, right! I caught one!\A huge sea bass!\Crap.\Look.\Yuki, you shouldn't lie. response:	I'm not lying! I really did catch one!
context: If I did, we wouldn't fight any more.\You're right.\Oh, right! I caught one!\A huge sea bass!\Crap.\Look.\Yuki, you shouldn't lie.\I'm not lying! I really did catch one! response:	Yuki, you're lying.
context: You're right.\Oh, right! I caught one!\A huge sea bass!\Crap.\Look.\Yuki, you shouldn't lie.\I'm not lying! I really did catch one!\Yuki, you're lying. response:	I'm not lying!
context: Oh, right! I caught one!\A huge sea bass!\Crap.\Look.\Yuki, you shouldn't lie.\I'm not lying! I really did catch one!\Yuki, you're lying.\I'm not lying! response:	Tapioca, you don't think
context: A huge sea bass!\Crap.\Look.\Yuki, you shouldn't lie.\I'm not lying! I really did catch one!\Yuki, you're lying.\I'm not lying!\Tapioca, you don't think response:	he came to make friends, do you?
context: Crap.\Look.\Yuki, you shouldn't lie.\I'm not lying! I really did catch one!\Yuki, you're lying.\I'm not lying!\Tapioca, you don't think\he came to make friends, do you? response:	Don't get ahead of yourself, alien.
context: Look.\Yuki, you shouldn't lie.\I'm not lying! I really did catch one!\Yuki, you're lying.\I'm not lying!\Tapioca, you don't think\he came to make friends, do you?\Don't get ahead of yourself, alien. response:	I caught a cold that day.
context: Yuki, you shouldn't lie.\I'm not lying! I really did catch one!\Yuki, you're lying.\I'm not lying!\Tapioca, you don't think\he came to make friends, do you?\Don't get ahead of yourself, alien.\I caught a cold that day. response:	Haru stayed by my side the whole time...
context: I'm not lying! I really did catch one!\Yuki, you're lying.\I'm not lying!\Tapioca, you don't think\he came to make friends, do you?\Don't get ahead of yourself, alien.\I caught a cold that day.\Haru stayed by my side the whole time... response:	His presence should've bothered me more than anyone else's.
context: Yuki, you're lying.\I'm not lying!\Tapioca, you don't think\he came to make friends, do you?\Don't get ahead of yourself, alien.\I caught a cold that day.\Haru stayed by my side the whole time...\His presence should've bothered me more than anyone else's. response:	Continued in 5
