context: I, Asseylum Vers Allusia, response:	will take Count Slaine Saazbaum Troyard as my husband,
context: Who spoke of such accusations?\I merely... But you\Hold your tongue. How could you let yourself be misled by such unfounded rumors?\You heard Princess Asseylum's proclamation, I take it?\No one can stop Count Troyard's rise.\Not when he holds all the cards, even Aldnoah activation privileges.\As they say, Do not try to fight an Olympian sandstorm.\If you wish to make a comeback, I suggest you choose wisely. response:	Count Barouhcruz pledges his full and unconditional cooperation.
context: I merely... But you\Hold your tongue. How could you let yourself be misled by such unfounded rumors?\You heard Princess Asseylum's proclamation, I take it?\No one can stop Count Troyard's rise.\Not when he holds all the cards, even Aldnoah activation privileges.\As they say, Do not try to fight an Olympian sandstorm.\If you wish to make a comeback, I suggest you choose wisely.\Count Barouhcruz pledges his full and unconditional cooperation. response:	Counts Sebring and Raffia have have yet to make their allegiances clear,
context: Hold your tongue. How could you let yourself be misled by such unfounded rumors?\You heard Princess Asseylum's proclamation, I take it?\No one can stop Count Troyard's rise.\Not when he holds all the cards, even Aldnoah activation privileges.\As they say, Do not try to fight an Olympian sandstorm.\If you wish to make a comeback, I suggest you choose wisely.\Count Barouhcruz pledges his full and unconditional cooperation.\Counts Sebring and Raffia have have yet to make their allegiances clear, response:	but they appear to be amenable to acknowledging the new kingdom.
context: You heard Princess Asseylum's proclamation, I take it?\No one can stop Count Troyard's rise.\Not when he holds all the cards, even Aldnoah activation privileges.\As they say, Do not try to fight an Olympian sandstorm.\If you wish to make a comeback, I suggest you choose wisely.\Count Barouhcruz pledges his full and unconditional cooperation.\Counts Sebring and Raffia have have yet to make their allegiances clear,\but they appear to be amenable to acknowledging the new kingdom. response:	Morale is also on the increase within the base.
context: No one can stop Count Troyard's rise.\Not when he holds all the cards, even Aldnoah activation privileges.\As they say, Do not try to fight an Olympian sandstorm.\If you wish to make a comeback, I suggest you choose wisely.\Count Barouhcruz pledges his full and unconditional cooperation.\Counts Sebring and Raffia have have yet to make their allegiances clear,\but they appear to be amenable to acknowledging the new kingdom.\Morale is also on the increase within the base. response:	We have almost finished compiling
context: Not when he holds all the cards, even Aldnoah activation privileges.\As they say, Do not try to fight an Olympian sandstorm.\If you wish to make a comeback, I suggest you choose wisely.\Count Barouhcruz pledges his full and unconditional cooperation.\Counts Sebring and Raffia have have yet to make their allegiances clear,\but they appear to be amenable to acknowledging the new kingdom.\Morale is also on the increase within the base.\We have almost finished compiling response:	the list of knights who seem likely to oppose you.
context: As they say, Do not try to fight an Olympian sandstorm.\If you wish to make a comeback, I suggest you choose wisely.\Count Barouhcruz pledges his full and unconditional cooperation.\Counts Sebring and Raffia have have yet to make their allegiances clear,\but they appear to be amenable to acknowledging the new kingdom.\Morale is also on the increase within the base.\We have almost finished compiling\the list of knights who seem likely to oppose you. response:	We are ready to take the necessary steps by force at any time.
context: If you wish to make a comeback, I suggest you choose wisely.\Count Barouhcruz pledges his full and unconditional cooperation.\Counts Sebring and Raffia have have yet to make their allegiances clear,\but they appear to be amenable to acknowledging the new kingdom.\Morale is also on the increase within the base.\We have almost finished compiling\the list of knights who seem likely to oppose you.\We are ready to take the necessary steps by force at any time. response:	Milord Slaine?
context: Count Barouhcruz pledges his full and unconditional cooperation.\Counts Sebring and Raffia have have yet to make their allegiances clear,\but they appear to be amenable to acknowledging the new kingdom.\Morale is also on the increase within the base.\We have almost finished compiling\the list of knights who seem likely to oppose you.\We are ready to take the necessary steps by force at any time.\Milord Slaine? response:	Is something the matter?
context: Counts Sebring and Raffia have have yet to make their allegiances clear,\but they appear to be amenable to acknowledging the new kingdom.\Morale is also on the increase within the base.\We have almost finished compiling\the list of knights who seem likely to oppose you.\We are ready to take the necessary steps by force at any time.\Milord Slaine?\Is something the matter? response:	Begging your pardon, Milord, but is it about Princess Asseylum's recovery?
context: but they appear to be amenable to acknowledging the new kingdom.\Morale is also on the increase within the base.\We have almost finished compiling\the list of knights who seem likely to oppose you.\We are ready to take the necessary steps by force at any time.\Milord Slaine?\Is something the matter?\Begging your pardon, Milord, but is it about Princess Asseylum's recovery? response:	You want me to give her time off? Eddelrittuo?
context: Morale is also on the increase within the base.\We have almost finished compiling\the list of knights who seem likely to oppose you.\We are ready to take the necessary steps by force at any time.\Milord Slaine?\Is something the matter?\Begging your pardon, Milord, but is it about Princess Asseylum's recovery?\You want me to give her time off? Eddelrittuo? response:	Yes. If only a little while.
context: We have almost finished compiling\the list of knights who seem likely to oppose you.\We are ready to take the necessary steps by force at any time.\Milord Slaine?\Is something the matter?\Begging your pardon, Milord, but is it about Princess Asseylum's recovery?\You want me to give her time off? Eddelrittuo?\Yes. If only a little while. response:	Princess Asseylum's sudden turn came as quite a shock to her.
context: the list of knights who seem likely to oppose you.\We are ready to take the necessary steps by force at any time.\Milord Slaine?\Is something the matter?\Begging your pardon, Milord, but is it about Princess Asseylum's recovery?\You want me to give her time off? Eddelrittuo?\Yes. If only a little while.\Princess Asseylum's sudden turn came as quite a shock to her. response:	Yes, I shouldn't wonder. And how are you taking it, Slaine? I've been worried.
context: We are ready to take the necessary steps by force at any time.\Milord Slaine?\Is something the matter?\Begging your pardon, Milord, but is it about Princess Asseylum's recovery?\You want me to give her time off? Eddelrittuo?\Yes. If only a little while.\Princess Asseylum's sudden turn came as quite a shock to her.\Yes, I shouldn't wonder. And how are you taking it, Slaine? I've been worried. response:	Thank you for your concern.
context: Milord Slaine?\Is something the matter?\Begging your pardon, Milord, but is it about Princess Asseylum's recovery?\You want me to give her time off? Eddelrittuo?\Yes. If only a little while.\Princess Asseylum's sudden turn came as quite a shock to her.\Yes, I shouldn't wonder. And how are you taking it, Slaine? I've been worried.\Thank you for your concern. response:	You are the only person that I can count on now.
context: Is something the matter?\Begging your pardon, Milord, but is it about Princess Asseylum's recovery?\You want me to give her time off? Eddelrittuo?\Yes. If only a little while.\Princess Asseylum's sudden turn came as quite a shock to her.\Yes, I shouldn't wonder. And how are you taking it, Slaine? I've been worried.\Thank you for your concern.\You are the only person that I can count on now. response:	I will make Vers mine.
context: Begging your pardon, Milord, but is it about Princess Asseylum's recovery?\You want me to give her time off? Eddelrittuo?\Yes. If only a little while.\Princess Asseylum's sudden turn came as quite a shock to her.\Yes, I shouldn't wonder. And how are you taking it, Slaine? I've been worried.\Thank you for your concern.\You are the only person that I can count on now.\I will make Vers mine. response:	For Her Highness.
context: You want me to give her time off? Eddelrittuo?\Yes. If only a little while.\Princess Asseylum's sudden turn came as quite a shock to her.\Yes, I shouldn't wonder. And how are you taking it, Slaine? I've been worried.\Thank you for your concern.\You are the only person that I can count on now.\I will make Vers mine.\For Her Highness. response:	Dales Platoon and Orlov Platoon currently marching towards enemy Landing Castle.
context: Yes. If only a little while.\Princess Asseylum's sudden turn came as quite a shock to her.\Yes, I shouldn't wonder. And how are you taking it, Slaine? I've been worried.\Thank you for your concern.\You are the only person that I can count on now.\I will make Vers mine.\For Her Highness.\Dales Platoon and Orlov Platoon currently marching towards enemy Landing Castle. response:	Clydesdale and Mustang commando platoons, be on alert for enemy Kataphrakts,
context: Princess Asseylum's sudden turn came as quite a shock to her.\Yes, I shouldn't wonder. And how are you taking it, Slaine? I've been worried.\Thank you for your concern.\You are the only person that I can count on now.\I will make Vers mine.\For Her Highness.\Dales Platoon and Orlov Platoon currently marching towards enemy Landing Castle.\Clydesdale and Mustang commando platoons, be on alert for enemy Kataphrakts, response:	and once one's spotted, go on the offensive immediately and destroy it.
context: Yes, I shouldn't wonder. And how are you taking it, Slaine? I've been worried.\Thank you for your concern.\You are the only person that I can count on now.\I will make Vers mine.\For Her Highness.\Dales Platoon and Orlov Platoon currently marching towards enemy Landing Castle.\Clydesdale and Mustang commando platoons, be on alert for enemy Kataphrakts,\and once one's spotted, go on the offensive immediately and destroy it. response:	They're lovely.
context: Thank you for your concern.\You are the only person that I can count on now.\I will make Vers mine.\For Her Highness.\Dales Platoon and Orlov Platoon currently marching towards enemy Landing Castle.\Clydesdale and Mustang commando platoons, be on alert for enemy Kataphrakts,\and once one's spotted, go on the offensive immediately and destroy it.\They're lovely. response:	Yes, Lord Slaine had this garden made for you, Milady.
context: You are the only person that I can count on now.\I will make Vers mine.\For Her Highness.\Dales Platoon and Orlov Platoon currently marching towards enemy Landing Castle.\Clydesdale and Mustang commando platoons, be on alert for enemy Kataphrakts,\and once one's spotted, go on the offensive immediately and destroy it.\They're lovely.\Yes, Lord Slaine had this garden made for you, Milady. response:	Oh, he did?
context: I will make Vers mine.\For Her Highness.\Dales Platoon and Orlov Platoon currently marching towards enemy Landing Castle.\Clydesdale and Mustang commando platoons, be on alert for enemy Kataphrakts,\and once one's spotted, go on the offensive immediately and destroy it.\They're lovely.\Yes, Lord Slaine had this garden made for you, Milady.\Oh, he did? response:	It looks just like Earth.
context: For Her Highness.\Dales Platoon and Orlov Platoon currently marching towards enemy Landing Castle.\Clydesdale and Mustang commando platoons, be on alert for enemy Kataphrakts,\and once one's spotted, go on the offensive immediately and destroy it.\They're lovely.\Yes, Lord Slaine had this garden made for you, Milady.\Oh, he did?\It looks just like Earth. response:	It does. Are your memories of Earth returning?
context: Dales Platoon and Orlov Platoon currently marching towards enemy Landing Castle.\Clydesdale and Mustang commando platoons, be on alert for enemy Kataphrakts,\and once one's spotted, go on the offensive immediately and destroy it.\They're lovely.\Yes, Lord Slaine had this garden made for you, Milady.\Oh, he did?\It looks just like Earth.\It does. Are your memories of Earth returning? response:	Birds...
context: Clydesdale and Mustang commando platoons, be on alert for enemy Kataphrakts,\and once one's spotted, go on the offensive immediately and destroy it.\They're lovely.\Yes, Lord Slaine had this garden made for you, Milady.\Oh, he did?\It looks just like Earth.\It does. Are your memories of Earth returning?\Birds... response:	I was watching birds... with that boy.
context: and once one's spotted, go on the offensive immediately and destroy it.\They're lovely.\Yes, Lord Slaine had this garden made for you, Milady.\Oh, he did?\It looks just like Earth.\It does. Are your memories of Earth returning?\Birds...\I was watching birds... with that boy. response:	Inaho Kaizuka, Milady?
context: They're lovely.\Yes, Lord Slaine had this garden made for you, Milady.\Oh, he did?\It looks just like Earth.\It does. Are your memories of Earth returning?\Birds...\I was watching birds... with that boy.\Inaho Kaizuka, Milady? response:	Kaizuka...?
context: Yes, Lord Slaine had this garden made for you, Milady.\Oh, he did?\It looks just like Earth.\It does. Are your memories of Earth returning?\Birds...\I was watching birds... with that boy.\Inaho Kaizuka, Milady?\Kaizuka...? response:	Is something the matter?
context: Oh, he did?\It looks just like Earth.\It does. Are your memories of Earth returning?\Birds...\I was watching birds... with that boy.\Inaho Kaizuka, Milady?\Kaizuka...?\Is something the matter? response:	Er, no... Look, aren't those flowers lovely, too?
context: It looks just like Earth.\It does. Are your memories of Earth returning?\Birds...\I was watching birds... with that boy.\Inaho Kaizuka, Milady?\Kaizuka...?\Is something the matter?\Er, no... Look, aren't those flowers lovely, too? response:	This is Dales Platoon.
context: It does. Are your memories of Earth returning?\Birds...\I was watching birds... with that boy.\Inaho Kaizuka, Milady?\Kaizuka...?\Is something the matter?\Er, no... Look, aren't those flowers lovely, too?\This is Dales Platoon. response:	Currently closing on enemy Landing Castle with Orlov Platoon.
context: Birds...\I was watching birds... with that boy.\Inaho Kaizuka, Milady?\Kaizuka...?\Is something the matter?\Er, no... Look, aren't those flowers lovely, too?\This is Dales Platoon.\Currently closing on enemy Landing Castle with Orlov Platoon. response:	Clydesdale Platoon?
context: I was watching birds... with that boy.\Inaho Kaizuka, Milady?\Kaizuka...?\Is something the matter?\Er, no... Look, aren't those flowers lovely, too?\This is Dales Platoon.\Currently closing on enemy Landing Castle with Orlov Platoon.\Clydesdale Platoon? response:	The arrowheads are equipped with a powerful explosive charge! Be careful!
context: Inaho Kaizuka, Milady?\Kaizuka...?\Is something the matter?\Er, no... Look, aren't those flowers lovely, too?\This is Dales Platoon.\Currently closing on enemy Landing Castle with Orlov Platoon.\Clydesdale Platoon?\The arrowheads are equipped with a powerful explosive charge! Be careful! response:	Bastard!
context: Kaizuka...?\Is something the matter?\Er, no... Look, aren't those flowers lovely, too?\This is Dales Platoon.\Currently closing on enemy Landing Castle with Orlov Platoon.\Clydesdale Platoon?\The arrowheads are equipped with a powerful explosive charge! Be careful!\Bastard! response:	Don't waste your ammunition! The enemy is cloaked and fast!
context: Is something the matter?\Er, no... Look, aren't those flowers lovely, too?\This is Dales Platoon.\Currently closing on enemy Landing Castle with Orlov Platoon.\Clydesdale Platoon?\The arrowheads are equipped with a powerful explosive charge! Be careful!\Bastard!\Don't waste your ammunition! The enemy is cloaked and fast! response:	The bow seems to be its weapon, which is probably to...
context: Er, no... Look, aren't those flowers lovely, too?\This is Dales Platoon.\Currently closing on enemy Landing Castle with Orlov Platoon.\Clydesdale Platoon?\The arrowheads are equipped with a powerful explosive charge! Be careful!\Bastard!\Don't waste your ammunition! The enemy is cloaked and fast!\The bow seems to be its weapon, which is probably to... response:	Right, muzzle flashes would make it easy to pinpoint its location.
context: This is Dales Platoon.\Currently closing on enemy Landing Castle with Orlov Platoon.\Clydesdale Platoon?\The arrowheads are equipped with a powerful explosive charge! Be careful!\Bastard!\Don't waste your ammunition! The enemy is cloaked and fast!\The bow seems to be its weapon, which is probably to...\Right, muzzle flashes would make it easy to pinpoint its location. response:	This must be to avoid that.
context: Currently closing on enemy Landing Castle with Orlov Platoon.\Clydesdale Platoon?\The arrowheads are equipped with a powerful explosive charge! Be careful!\Bastard!\Don't waste your ammunition! The enemy is cloaked and fast!\The bow seems to be its weapon, which is probably to...\Right, muzzle flashes would make it easy to pinpoint its location.\This must be to avoid that. response:	Optical camouflage? They have cloaking technology?
context: Clydesdale Platoon?\The arrowheads are equipped with a powerful explosive charge! Be careful!\Bastard!\Don't waste your ammunition! The enemy is cloaked and fast!\The bow seems to be its weapon, which is probably to...\Right, muzzle flashes would make it easy to pinpoint its location.\This must be to avoid that.\Optical camouflage? They have cloaking technology? response:	The device's based on that, but...
context: The arrowheads are equipped with a powerful explosive charge! Be careful!\Bastard!\Don't waste your ammunition! The enemy is cloaked and fast!\The bow seems to be its weapon, which is probably to...\Right, muzzle flashes would make it easy to pinpoint its location.\This must be to avoid that.\Optical camouflage? They have cloaking technology?\The device's based on that, but... response:	It's more ingenious than just that.
context: Bastard!\Don't waste your ammunition! The enemy is cloaked and fast!\The bow seems to be its weapon, which is probably to...\Right, muzzle flashes would make it easy to pinpoint its location.\This must be to avoid that.\Optical camouflage? They have cloaking technology?\The device's based on that, but...\It's more ingenious than just that. response:	There's nothing on my thermograph, and it's not casting a shadow. But...
context: Don't waste your ammunition! The enemy is cloaked and fast!\The bow seems to be its weapon, which is probably to...\Right, muzzle flashes would make it easy to pinpoint its location.\This must be to avoid that.\Optical camouflage? They have cloaking technology?\The device's based on that, but...\It's more ingenious than just that.\There's nothing on my thermograph, and it's not casting a shadow. But... response:	It's definitely out there.
context: The bow seems to be its weapon, which is probably to...\Right, muzzle flashes would make it easy to pinpoint its location.\This must be to avoid that.\Optical camouflage? They have cloaking technology?\The device's based on that, but...\It's more ingenious than just that.\There's nothing on my thermograph, and it's not casting a shadow. But...\It's definitely out there. response:	Yeah.
context: Right, muzzle flashes would make it easy to pinpoint its location.\This must be to avoid that.\Optical camouflage? They have cloaking technology?\The device's based on that, but...\It's more ingenious than just that.\There's nothing on my thermograph, and it's not casting a shadow. But...\It's definitely out there.\Yeah. response:	You are giving this to me, Milord?
context: This must be to avoid that.\Optical camouflage? They have cloaking technology?\The device's based on that, but...\It's more ingenious than just that.\There's nothing on my thermograph, and it's not casting a shadow. But...\It's definitely out there.\Yeah.\You are giving this to me, Milord? response:	Customize it however you like. I've already discussed the matters
context: Optical camouflage? They have cloaking technology?\The device's based on that, but...\It's more ingenious than just that.\There's nothing on my thermograph, and it's not casting a shadow. But...\It's definitely out there.\Yeah.\You are giving this to me, Milord?\Customize it however you like. I've already discussed the matters response:	of your peerage title and activation factor with Princess Lemrina.
context: The device's based on that, but...\It's more ingenious than just that.\There's nothing on my thermograph, and it's not casting a shadow. But...\It's definitely out there.\Yeah.\You are giving this to me, Milord?\Customize it however you like. I've already discussed the matters\of your peerage title and activation factor with Princess Lemrina. response:	Milord Slaine...
context: It's more ingenious than just that.\There's nothing on my thermograph, and it's not casting a shadow. But...\It's definitely out there.\Yeah.\You are giving this to me, Milord?\Customize it however you like. I've already discussed the matters\of your peerage title and activation factor with Princess Lemrina.\Milord Slaine... response:	The arrow has been loosed. There is no turning back now.
context: There's nothing on my thermograph, and it's not casting a shadow. But...\It's definitely out there.\Yeah.\You are giving this to me, Milord?\Customize it however you like. I've already discussed the matters\of your peerage title and activation factor with Princess Lemrina.\Milord Slaine...\The arrow has been loosed. There is no turning back now. response:	Yes, Milord!
context: It's definitely out there.\Yeah.\You are giving this to me, Milord?\Customize it however you like. I've already discussed the matters\of your peerage title and activation factor with Princess Lemrina.\Milord Slaine...\The arrow has been loosed. There is no turning back now.\Yes, Milord! response:	Inform Count Sebring, Count Raffia, and Count Orga
context: Yeah.\You are giving this to me, Milord?\Customize it however you like. I've already discussed the matters\of your peerage title and activation factor with Princess Lemrina.\Milord Slaine...\The arrow has been loosed. There is no turning back now.\Yes, Milord!\Inform Count Sebring, Count Raffia, and Count Orga response:	that they are to prove their fealty to me.
context: You are giving this to me, Milord?\Customize it however you like. I've already discussed the matters\of your peerage title and activation factor with Princess Lemrina.\Milord Slaine...\The arrow has been loosed. There is no turning back now.\Yes, Milord!\Inform Count Sebring, Count Raffia, and Count Orga\that they are to prove their fealty to me. response:	Smoke grenades, loading complete.
context: Customize it however you like. I've already discussed the matters\of your peerage title and activation factor with Princess Lemrina.\Milord Slaine...\The arrow has been loosed. There is no turning back now.\Yes, Milord!\Inform Count Sebring, Count Raffia, and Count Orga\that they are to prove their fealty to me.\Smoke grenades, loading complete. response:	Ready here, too.
context: of your peerage title and activation factor with Princess Lemrina.\Milord Slaine...\The arrow has been loosed. There is no turning back now.\Yes, Milord!\Inform Count Sebring, Count Raffia, and Count Orga\that they are to prove their fealty to me.\Smoke grenades, loading complete.\Ready here, too. response:	Fire!
context: Milord Slaine...\The arrow has been loosed. There is no turning back now.\Yes, Milord!\Inform Count Sebring, Count Raffia, and Count Orga\that they are to prove their fealty to me.\Smoke grenades, loading complete.\Ready here, too.\Fire! response:	He's right. It's definitely out there. And if it is...
context: The arrow has been loosed. There is no turning back now.\Yes, Milord!\Inform Count Sebring, Count Raffia, and Count Orga\that they are to prove their fealty to me.\Smoke grenades, loading complete.\Ready here, too.\Fire!\He's right. It's definitely out there. And if it is... response:	Target located.
context: Yes, Milord!\Inform Count Sebring, Count Raffia, and Count Orga\that they are to prove their fealty to me.\Smoke grenades, loading complete.\Ready here, too.\Fire!\He's right. It's definitely out there. And if it is...\Target located. response:	Right! Open fire!
context: Inform Count Sebring, Count Raffia, and Count Orga\that they are to prove their fealty to me.\Smoke grenades, loading complete.\Ready here, too.\Fire!\He's right. It's definitely out there. And if it is...\Target located.\Right! Open fire! response:	Lieutenant!
context: that they are to prove their fealty to me.\Smoke grenades, loading complete.\Ready here, too.\Fire!\He's right. It's definitely out there. And if it is...\Target located.\Right! Open fire!\Lieutenant! response:	What is it?
context: Smoke grenades, loading complete.\Ready here, too.\Fire!\He's right. It's definitely out there. And if it is...\Target located.\Right! Open fire!\Lieutenant!\What is it? response:	At our 3 o'clock! New enemy!
context: Ready here, too.\Fire!\He's right. It's definitely out there. And if it is...\Target located.\Right! Open fire!\Lieutenant!\What is it?\At our 3 o'clock! New enemy! response:	New enemy closing in from dead ahead!
context: Fire!\He's right. It's definitely out there. And if it is...\Target located.\Right! Open fire!\Lieutenant!\What is it?\At our 3 o'clock! New enemy!\New enemy closing in from dead ahead! response:	They're attacking as a team?
context: He's right. It's definitely out there. And if it is...\Target located.\Right! Open fire!\Lieutenant!\What is it?\At our 3 o'clock! New enemy!\New enemy closing in from dead ahead!\They're attacking as a team? response:	From overhead, too! Incoming!
context: Target located.\Right! Open fire!\Lieutenant!\What is it?\At our 3 o'clock! New enemy!\New enemy closing in from dead ahead!\They're attacking as a team?\From overhead, too! Incoming! response:	A Landing Castle...
context: Right! Open fire!\Lieutenant!\What is it?\At our 3 o'clock! New enemy!\New enemy closing in from dead ahead!\They're attacking as a team?\From overhead, too! Incoming!\A Landing Castle... response:	All units, brace for impact!
context: Lieutenant!\What is it?\At our 3 o'clock! New enemy!\New enemy closing in from dead ahead!\They're attacking as a team?\From overhead, too! Incoming!\A Landing Castle...\All units, brace for impact! response:	Multiple Landing Castles...
context: What is it?\At our 3 o'clock! New enemy!\New enemy closing in from dead ahead!\They're attacking as a team?\From overhead, too! Incoming!\A Landing Castle...\All units, brace for impact!\Multiple Landing Castles... response:	Multiple Kataphrakts...
context: At our 3 o'clock! New enemy!\New enemy closing in from dead ahead!\They're attacking as a team?\From overhead, too! Incoming!\A Landing Castle...\All units, brace for impact!\Multiple Landing Castles...\Multiple Kataphrakts... response:	Simultaneously!
context: New enemy closing in from dead ahead!\They're attacking as a team?\From overhead, too! Incoming!\A Landing Castle...\All units, brace for impact!\Multiple Landing Castles...\Multiple Kataphrakts...\Simultaneously! response:	He's making his move!
context: They're attacking as a team?\From overhead, too! Incoming!\A Landing Castle...\All units, brace for impact!\Multiple Landing Castles...\Multiple Kataphrakts...\Simultaneously!\He's making his move! response:	It's him!
context: From overhead, too! Incoming!\A Landing Castle...\All units, brace for impact!\Multiple Landing Castles...\Multiple Kataphrakts...\Simultaneously!\He's making his move!\It's him! response:	That's right. It's too late for doubts now.
context: A Landing Castle...\All units, brace for impact!\Multiple Landing Castles...\Multiple Kataphrakts...\Simultaneously!\He's making his move!\It's him!\That's right. It's too late for doubts now. response:	There is no returning from this place I have come to.
context: All units, brace for impact!\Multiple Landing Castles...\Multiple Kataphrakts...\Simultaneously!\He's making his move!\It's him!\That's right. It's too late for doubts now.\There is no returning from this place I have come to. response:	Flaw in Paradise
