context: August response:	I dunno about tomorrow.
context: Are you okay?\You really do seem to be in over your head this time...\When you put it into words like that, my hand stops working, so cut it out!\Go ahead.\I'll finish it, for sure.\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling response:	But I can see it sparkling so bright
context: You really do seem to be in over your head this time...\When you put it into words like that, my hand stops working, so cut it out!\Go ahead.\I'll finish it, for sure.\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright response:	With the sun shining down its warmth
context: When you put it into words like that, my hand stops working, so cut it out!\Go ahead.\I'll finish it, for sure.\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth response:	And you here by my side...
context: Go ahead.\I'll finish it, for sure.\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side... response:	I'm already high, high, high
context: I'll finish it, for sure.\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high response:	I feel like dashing out
context: A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out response:	Sing, la, la, la
context: Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la response:	My voice out to forever
context: It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever response:	I'm already high, high, high
context: But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high response:	Ride the dancing wind
context: With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind response:	Sing, la, la, la
context: And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la response:	My voice springs up
context: I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up response:	Daikichi, the festival stalls are gonna close!
context: I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up\Daikichi, the festival stalls are gonna close! response:	No, they won't!
context: Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up\Daikichi, the festival stalls are gonna close!\No, they won't! response:	It sounds like Grandpa.
context: My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up\Daikichi, the festival stalls are gonna close!\No, they won't!\It sounds like Grandpa. response:	Kouki-kun is here!
context: I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up\Daikichi, the festival stalls are gonna close!\No, they won't!\It sounds like Grandpa.\Kouki-kun is here! response:	What's wrong?
context: Ride the dancing wind\Sing, la, la, la\My voice springs up\Daikichi, the festival stalls are gonna close!\No, they won't!\It sounds like Grandpa.\Kouki-kun is here!\What's wrong? response:	We're supposed to meet up at the shrine, remember?
context: Sing, la, la, la\My voice springs up\Daikichi, the festival stalls are gonna close!\No, they won't!\It sounds like Grandpa.\Kouki-kun is here!\What's wrong?\We're supposed to meet up at the shrine, remember? response:	Mom is taking too long!
context: My voice springs up\Daikichi, the festival stalls are gonna close!\No, they won't!\It sounds like Grandpa.\Kouki-kun is here!\What's wrong?\We're supposed to meet up at the shrine, remember?\Mom is taking too long! response:	You're not wearing a yukata?
context: Daikichi, the festival stalls are gonna close!\No, they won't!\It sounds like Grandpa.\Kouki-kun is here!\What's wrong?\We're supposed to meet up at the shrine, remember?\Mom is taking too long!\You're not wearing a yukata? response:	I can't jump with that!
context: No, they won't!\It sounds like Grandpa.\Kouki-kun is here!\What's wrong?\We're supposed to meet up at the shrine, remember?\Mom is taking too long!\You're not wearing a yukata?\I can't jump with that! response:	Was that awesome or what?
context: It sounds like Grandpa.\Kouki-kun is here!\What's wrong?\We're supposed to meet up at the shrine, remember?\Mom is taking too long!\You're not wearing a yukata?\I can't jump with that!\Was that awesome or what? response:	Where's your mom?
context: Kouki-kun is here!\What's wrong?\We're supposed to meet up at the shrine, remember?\Mom is taking too long!\You're not wearing a yukata?\I can't jump with that!\Was that awesome or what?\Where's your mom? response:	She said she'll leave after her yukata is on, so we should meet at the shrine.
context: What's wrong?\We're supposed to meet up at the shrine, remember?\Mom is taking too long!\You're not wearing a yukata?\I can't jump with that!\Was that awesome or what?\Where's your mom?\She said she'll leave after her yukata is on, so we should meet at the shrine. response:	Let's go!
context: We're supposed to meet up at the shrine, remember?\Mom is taking too long!\You're not wearing a yukata?\I can't jump with that!\Was that awesome or what?\Where's your mom?\She said she'll leave after her yukata is on, so we should meet at the shrine.\Let's go! response:	Before the festival stalls close!
context: Mom is taking too long!\You're not wearing a yukata?\I can't jump with that!\Was that awesome or what?\Where's your mom?\She said she'll leave after her yukata is on, so we should meet at the shrine.\Let's go!\Before the festival stalls close! response:	Daikichi, watch out for cars!
context: You're not wearing a yukata?\I can't jump with that!\Was that awesome or what?\Where's your mom?\She said she'll leave after her yukata is on, so we should meet at the shrine.\Let's go!\Before the festival stalls close!\Daikichi, watch out for cars! response:	I know!
context: I can't jump with that!\Was that awesome or what?\Where's your mom?\She said she'll leave after her yukata is on, so we should meet at the shrine.\Let's go!\Before the festival stalls close!\Daikichi, watch out for cars!\I know! response:	Wait! It's hard to run in geta!
context: Was that awesome or what?\Where's your mom?\She said she'll leave after her yukata is on, so we should meet at the shrine.\Let's go!\Before the festival stalls close!\Daikichi, watch out for cars!\I know!\Wait! It's hard to run in geta! response:	I'll carry you!
context: Where's your mom?\She said she'll leave after her yukata is on, so we should meet at the shrine.\Let's go!\Before the festival stalls close!\Daikichi, watch out for cars!\I know!\Wait! It's hard to run in geta!\I'll carry you! response:	Forget it!
context: She said she'll leave after her yukata is on, so we should meet at the shrine.\Let's go!\Before the festival stalls close!\Daikichi, watch out for cars!\I know!\Wait! It's hard to run in geta!\I'll carry you!\Forget it! response:	You can carry me!
context: Let's go!\Before the festival stalls close!\Daikichi, watch out for cars!\I know!\Wait! It's hard to run in geta!\I'll carry you!\Forget it!\You can carry me! response:	Forget it!
