context: Not done yet? response:	Just a little more. Wait just a bit longer.
context: Damn it\It was just a sneeze\This means you can't recite a spell\Isn't there some way?\I'll do it alone\Wait, Yuuki-kun!\The guard will be coming soon\If we get caught too response:	what will we do about Silent?
context: It was just a sneeze\This means you can't recite a spell\Isn't there some way?\I'll do it alone\Wait, Yuuki-kun!\The guard will be coming soon\If we get caught too\what will we do about Silent? response:	Who is there?
context: This means you can't recite a spell\Isn't there some way?\I'll do it alone\Wait, Yuuki-kun!\The guard will be coming soon\If we get caught too\what will we do about Silent?\Who is there? response:	Don't run! Wait right there!
context: Isn't there some way?\I'll do it alone\Wait, Yuuki-kun!\The guard will be coming soon\If we get caught too\what will we do about Silent?\Who is there?\Don't run! Wait right there! response:	He was caught
context: I'll do it alone\Wait, Yuuki-kun!\The guard will be coming soon\If we get caught too\what will we do about Silent?\Who is there?\Don't run! Wait right there!\He was caught response:	Here is bad too
context: Wait, Yuuki-kun!\The guard will be coming soon\If we get caught too\what will we do about Silent?\Who is there?\Don't run! Wait right there!\He was caught\Here is bad too response:	Let's hide
context: The guard will be coming soon\If we get caught too\what will we do about Silent?\Who is there?\Don't run! Wait right there!\He was caught\Here is bad too\Let's hide response:	We have to help him
context: If we get caught too\what will we do about Silent?\Who is there?\Don't run! Wait right there!\He was caught\Here is bad too\Let's hide\We have to help him response:	You're the one from earlier today
context: what will we do about Silent?\Who is there?\Don't run! Wait right there!\He was caught\Here is bad too\Let's hide\We have to help him\You're the one from earlier today response:	Let go! Let go!
context: Who is there?\Don't run! Wait right there!\He was caught\Here is bad too\Let's hide\We have to help him\You're the one from earlier today\Let go! Let go! response:	What should we do?
context: Don't run! Wait right there!\He was caught\Here is bad too\Let's hide\We have to help him\You're the one from earlier today\Let go! Let go!\What should we do? response:	Oh yeah!
context: He was caught\Here is bad too\Let's hide\We have to help him\You're the one from earlier today\Let go! Let go!\What should we do?\Oh yeah! response:	Shadow,
context: Here is bad too\Let's hide\We have to help him\You're the one from earlier today\Let go! Let go!\What should we do?\Oh yeah!\Shadow, response:	project me through the glass
context: Let's hide\We have to help him\You're the one from earlier today\Let go! Let go!\What should we do?\Oh yeah!\Shadow,\project me through the glass response:	Shadow!
context: We have to help him\You're the one from earlier today\Let go! Let go!\What should we do?\Oh yeah!\Shadow,\project me through the glass\Shadow! response:	It's a ghost, let go of me!
context: You're the one from earlier today\Let go! Let go!\What should we do?\Oh yeah!\Shadow,\project me through the glass\Shadow!\It's a ghost, let go of me! response:	Calm down
context: Let go! Let go!\What should we do?\Oh yeah!\Shadow,\project me through the glass\Shadow!\It's a ghost, let go of me!\Calm down response:	Here goes.
context: What should we do?\Oh yeah!\Shadow,\project me through the glass\Shadow!\It's a ghost, let go of me!\Calm down\Here goes. response:	Hey, wait!
context: Oh yeah!\Shadow,\project me through the glass\Shadow!\It's a ghost, let go of me!\Calm down\Here goes.\Hey, wait! response:	I did it!
context: Shadow,\project me through the glass\Shadow!\It's a ghost, let go of me!\Calm down\Here goes.\Hey, wait!\I did it! response:	Just what I would expect
context: project me through the glass\Shadow!\It's a ghost, let go of me!\Calm down\Here goes.\Hey, wait!\I did it!\Just what I would expect response:	That just leaves
context: Shadow!\It's a ghost, let go of me!\Calm down\Here goes.\Hey, wait!\I did it!\Just what I would expect\That just leaves response:	Return to your rightful form
context: It's a ghost, let go of me!\Calm down\Here goes.\Hey, wait!\I did it!\Just what I would expect\That just leaves\Return to your rightful form response:	Here
context: Calm down\Here goes.\Hey, wait!\I did it!\Just what I would expect\That just leaves\Return to your rightful form\Here response:	Ah,
context: Here goes.\Hey, wait!\I did it!\Just what I would expect\That just leaves\Return to your rightful form\Here\Ah, response:	Thank you
context: Hey, wait!\I did it!\Just what I would expect\That just leaves\Return to your rightful form\Here\Ah,\Thank you response:	Return to your rightful form
context: I did it!\Just what I would expect\That just leaves\Return to your rightful form\Here\Ah,\Thank you\Return to your rightful form response:	Clow Card!
context: Just what I would expect\That just leaves\Return to your rightful form\Here\Ah,\Thank you\Return to your rightful form\Clow Card! response:	That was a big success
context: That just leaves\Return to your rightful form\Here\Ah,\Thank you\Return to your rightful form\Clow Card!\That was a big success response:	Where are they hiding?
context: Return to your rightful form\Here\Ah,\Thank you\Return to your rightful form\Clow Card!\That was a big success\Where are they hiding? response:	Yeah
context: Here\Ah,\Thank you\Return to your rightful form\Clow Card!\That was a big success\Where are they hiding?\Yeah response:	Geeze
context: Ah,\Thank you\Return to your rightful form\Clow Card!\That was a big success\Where are they hiding?\Yeah\Geeze response:	It's terrible! The picture was changed!
context: Thank you\Return to your rightful form\Clow Card!\That was a big success\Where are they hiding?\Yeah\Geeze\It's terrible! The picture was changed! response:	It was no good after all. The guard saw me
context: Return to your rightful form\Clow Card!\That was a big success\Where are they hiding?\Yeah\Geeze\It's terrible! The picture was changed!\It was no good after all. The guard saw me response:	That's not true, look
context: Clow Card!\That was a big success\Where are they hiding?\Yeah\Geeze\It's terrible! The picture was changed!\It was no good after all. The guard saw me\That's not true, look response:	It's back to normal, papa
context: That was a big success\Where are they hiding?\Yeah\Geeze\It's terrible! The picture was changed!\It was no good after all. The guard saw me\That's not true, look\It's back to normal, papa response:	So you're a girl
context: Where are they hiding?\Yeah\Geeze\It's terrible! The picture was changed!\It was no good after all. The guard saw me\That's not true, look\It's back to normal, papa\So you're a girl response:	I'm sorry!
context: Yeah\Geeze\It's terrible! The picture was changed!\It was no good after all. The guard saw me\That's not true, look\It's back to normal, papa\So you're a girl\I'm sorry! response:	I call you Yuuki-kun.
context: Geeze\It's terrible! The picture was changed!\It was no good after all. The guard saw me\That's not true, look\It's back to normal, papa\So you're a girl\I'm sorry!\I call you Yuuki-kun. response:	No, I'm sorry too
context: It's terrible! The picture was changed!\It was no good after all. The guard saw me\That's not true, look\It's back to normal, papa\So you're a girl\I'm sorry!\I call you Yuuki-kun.\No, I'm sorry too response:	The long hair is very cute
context: It was no good after all. The guard saw me\That's not true, look\It's back to normal, papa\So you're a girl\I'm sorry!\I call you Yuuki-kun.\No, I'm sorry too\The long hair is very cute response:	Yeah
context: That's not true, look\It's back to normal, papa\So you're a girl\I'm sorry!\I call you Yuuki-kun.\No, I'm sorry too\The long hair is very cute\Yeah response:	Take care!
context: It's back to normal, papa\So you're a girl\I'm sorry!\I call you Yuuki-kun.\No, I'm sorry too\The long hair is very cute\Yeah\Take care! response:	Take care!
context: So you're a girl\I'm sorry!\I call you Yuuki-kun.\No, I'm sorry too\The long hair is very cute\Yeah\Take care!\Take care! response:	Thank you, both of you
context: I'm sorry!\I call you Yuuki-kun.\No, I'm sorry too\The long hair is very cute\Yeah\Take care!\Take care!\Thank you, both of you response:	Thank you a lot!
context: I call you Yuuki-kun.\No, I'm sorry too\The long hair is very cute\Yeah\Take care!\Take care!\Thank you, both of you\Thank you a lot! response:	Bye bye!
context: No, I'm sorry too\The long hair is very cute\Yeah\Take care!\Take care!\Thank you, both of you\Thank you a lot!\Bye bye! response:	She was trying her best for her father
context: The long hair is very cute\Yeah\Take care!\Take care!\Thank you, both of you\Thank you a lot!\Bye bye!\She was trying her best for her father response:	Yuuki-kun, I mean Yuuki-chan
context: Yeah\Take care!\Take care!\Thank you, both of you\Thank you a lot!\Bye bye!\She was trying her best for her father\Yuuki-kun, I mean Yuuki-chan response:	The heart of a child thinking of the parent
context: Take care!\Take care!\Thank you, both of you\Thank you a lot!\Bye bye!\She was trying her best for her father\Yuuki-kun, I mean Yuuki-chan\The heart of a child thinking of the parent response:	Pretty good story isn't it?
context: Take care!\Thank you, both of you\Thank you a lot!\Bye bye!\She was trying her best for her father\Yuuki-kun, I mean Yuuki-chan\The heart of a child thinking of the parent\Pretty good story isn't it? response:	Kero-chan,
context: Thank you, both of you\Thank you a lot!\Bye bye!\She was trying her best for her father\Yuuki-kun, I mean Yuuki-chan\The heart of a child thinking of the parent\Pretty good story isn't it?\Kero-chan, response:	that's pretty cool
context: Thank you a lot!\Bye bye!\She was trying her best for her father\Yuuki-kun, I mean Yuuki-chan\The heart of a child thinking of the parent\Pretty good story isn't it?\Kero-chan,\that's pretty cool response:	The mission is complete and our plan is over
context: Bye bye!\She was trying her best for her father\Yuuki-kun, I mean Yuuki-chan\The heart of a child thinking of the parent\Pretty good story isn't it?\Kero-chan,\that's pretty cool\The mission is complete and our plan is over response:	By the way, that was a pretty good way to think of using Shadow
context: She was trying her best for her father\Yuuki-kun, I mean Yuuki-chan\The heart of a child thinking of the parent\Pretty good story isn't it?\Kero-chan,\that's pretty cool\The mission is complete and our plan is over\By the way, that was a pretty good way to think of using Shadow response:	I remembered your shadow
context: Yuuki-kun, I mean Yuuki-chan\The heart of a child thinking of the parent\Pretty good story isn't it?\Kero-chan,\that's pretty cool\The mission is complete and our plan is over\By the way, that was a pretty good way to think of using Shadow\I remembered your shadow response:	So it was all because of me
context: The heart of a child thinking of the parent\Pretty good story isn't it?\Kero-chan,\that's pretty cool\The mission is complete and our plan is over\By the way, that was a pretty good way to think of using Shadow\I remembered your shadow\So it was all because of me response:	It's the aura of a Clow Card
