context: Hope you understand, Miroku! We can't take her. response:	Yes.
context: Is what I'd like to say. But I guess not this time.\Naraku has collected nearly all of the Sacred Jewel fragments.\No, no! We can't be so weak!\It's all in how you see things.\We fought a Naraku who has amassed such power...\yet survived!\That's something to be happy about!\Right, Kirara? response:	Well, Kagome? How is Inuyasha?
context: Naraku has collected nearly all of the Sacred Jewel fragments.\No, no! We can't be so weak!\It's all in how you see things.\We fought a Naraku who has amassed such power...\yet survived!\That's something to be happy about!\Right, Kirara?\Well, Kagome? How is Inuyasha? response:	The herbs are taking effect. His fever is down and he's sleeping.
context: No, no! We can't be so weak!\It's all in how you see things.\We fought a Naraku who has amassed such power...\yet survived!\That's something to be happy about!\Right, Kirara?\Well, Kagome? How is Inuyasha?\The herbs are taking effect. His fever is down and he's sleeping. response:	I'm going to gather more herbs.
context: It's all in how you see things.\We fought a Naraku who has amassed such power...\yet survived!\That's something to be happy about!\Right, Kirara?\Well, Kagome? How is Inuyasha?\The herbs are taking effect. His fever is down and he's sleeping.\I'm going to gather more herbs. response:	All right, Kirara and I can do that.
context: We fought a Naraku who has amassed such power...\yet survived!\That's something to be happy about!\Right, Kirara?\Well, Kagome? How is Inuyasha?\The herbs are taking effect. His fever is down and he's sleeping.\I'm going to gather more herbs.\All right, Kirara and I can do that. response:	'Cuz we're the healthiest ones around right now.
context: yet survived!\That's something to be happy about!\Right, Kirara?\Well, Kagome? How is Inuyasha?\The herbs are taking effect. His fever is down and he's sleeping.\I'm going to gather more herbs.\All right, Kirara and I can do that.\'Cuz we're the healthiest ones around right now. response:	Thank you, Shippo, Kirara.
context: That's something to be happy about!\Right, Kirara?\Well, Kagome? How is Inuyasha?\The herbs are taking effect. His fever is down and he's sleeping.\I'm going to gather more herbs.\All right, Kirara and I can do that.\'Cuz we're the healthiest ones around right now.\Thank you, Shippo, Kirara. response:	Kikyo handed Naraku the Sacred Jewel fragment.
context: Right, Kirara?\Well, Kagome? How is Inuyasha?\The herbs are taking effect. His fever is down and he's sleeping.\I'm going to gather more herbs.\All right, Kirara and I can do that.\'Cuz we're the healthiest ones around right now.\Thank you, Shippo, Kirara.\Kikyo handed Naraku the Sacred Jewel fragment. response:	Kikyo who had died once.
context: Well, Kagome? How is Inuyasha?\The herbs are taking effect. His fever is down and he's sleeping.\I'm going to gather more herbs.\All right, Kirara and I can do that.\'Cuz we're the healthiest ones around right now.\Thank you, Shippo, Kirara.\Kikyo handed Naraku the Sacred Jewel fragment.\Kikyo who had died once. response:	Kikyo who arose again with a body made of clay.
context: The herbs are taking effect. His fever is down and he's sleeping.\I'm going to gather more herbs.\All right, Kirara and I can do that.\'Cuz we're the healthiest ones around right now.\Thank you, Shippo, Kirara.\Kikyo handed Naraku the Sacred Jewel fragment.\Kikyo who had died once.\Kikyo who arose again with a body made of clay. response:	Kikyo who hates me.
context: I'm going to gather more herbs.\All right, Kirara and I can do that.\'Cuz we're the healthiest ones around right now.\Thank you, Shippo, Kirara.\Kikyo handed Naraku the Sacred Jewel fragment.\Kikyo who had died once.\Kikyo who arose again with a body made of clay.\Kikyo who hates me. response:	Kikyo who tried to kill Kagome.
context: All right, Kirara and I can do that.\'Cuz we're the healthiest ones around right now.\Thank you, Shippo, Kirara.\Kikyo handed Naraku the Sacred Jewel fragment.\Kikyo who had died once.\Kikyo who arose again with a body made of clay.\Kikyo who hates me.\Kikyo who tried to kill Kagome. response:	Where are you, my Kikyo?
context: 'Cuz we're the healthiest ones around right now.\Thank you, Shippo, Kirara.\Kikyo handed Naraku the Sacred Jewel fragment.\Kikyo who had died once.\Kikyo who arose again with a body made of clay.\Kikyo who hates me.\Kikyo who tried to kill Kagome.\Where are you, my Kikyo? response:	Kikyo had given Naraku the Sacred Jewel fragment...
context: Thank you, Shippo, Kirara.\Kikyo handed Naraku the Sacred Jewel fragment.\Kikyo who had died once.\Kikyo who arose again with a body made of clay.\Kikyo who hates me.\Kikyo who tried to kill Kagome.\Where are you, my Kikyo?\Kikyo had given Naraku the Sacred Jewel fragment... response:	she stole from me.
context: Kikyo handed Naraku the Sacred Jewel fragment.\Kikyo who had died once.\Kikyo who arose again with a body made of clay.\Kikyo who hates me.\Kikyo who tried to kill Kagome.\Where are you, my Kikyo?\Kikyo had given Naraku the Sacred Jewel fragment...\she stole from me. response:	Naraku's power increases steadily...
context: Kikyo who had died once.\Kikyo who arose again with a body made of clay.\Kikyo who hates me.\Kikyo who tried to kill Kagome.\Where are you, my Kikyo?\Kikyo had given Naraku the Sacred Jewel fragment...\she stole from me.\Naraku's power increases steadily... response:	and he sends offshoots of himself after Inuyasha.
context: Kikyo who arose again with a body made of clay.\Kikyo who hates me.\Kikyo who tried to kill Kagome.\Where are you, my Kikyo?\Kikyo had given Naraku the Sacred Jewel fragment...\she stole from me.\Naraku's power increases steadily...\and he sends offshoots of himself after Inuyasha. response:	The mind-reading demon, Goshinki, sinks his fangs into Tetsusaiga!
context: Kikyo who hates me.\Kikyo who tried to kill Kagome.\Where are you, my Kikyo?\Kikyo had given Naraku the Sacred Jewel fragment...\she stole from me.\Naraku's power increases steadily...\and he sends offshoots of himself after Inuyasha.\The mind-reading demon, Goshinki, sinks his fangs into Tetsusaiga! response:	No! Inuyasha will lose!
context: Kikyo who tried to kill Kagome.\Where are you, my Kikyo?\Kikyo had given Naraku the Sacred Jewel fragment...\she stole from me.\Naraku's power increases steadily...\and he sends offshoots of himself after Inuyasha.\The mind-reading demon, Goshinki, sinks his fangs into Tetsusaiga!\No! Inuyasha will lose! response:	Just then, an evil aura envelopes Inuyasha!
context: Where are you, my Kikyo?\Kikyo had given Naraku the Sacred Jewel fragment...\she stole from me.\Naraku's power increases steadily...\and he sends offshoots of himself after Inuyasha.\The mind-reading demon, Goshinki, sinks his fangs into Tetsusaiga!\No! Inuyasha will lose!\Just then, an evil aura envelopes Inuyasha! response:	Inuyasha, what's wrong with you?!
context: Kikyo had given Naraku the Sacred Jewel fragment...\she stole from me.\Naraku's power increases steadily...\and he sends offshoots of himself after Inuyasha.\The mind-reading demon, Goshinki, sinks his fangs into Tetsusaiga!\No! Inuyasha will lose!\Just then, an evil aura envelopes Inuyasha!\Inuyasha, what's wrong with you?! response:	Next on Inuyasha: Tetsusaiga Breaks!
context: she stole from me.\Naraku's power increases steadily...\and he sends offshoots of himself after Inuyasha.\The mind-reading demon, Goshinki, sinks his fangs into Tetsusaiga!\No! Inuyasha will lose!\Just then, an evil aura envelopes Inuyasha!\Inuyasha, what's wrong with you?!\Next on Inuyasha: Tetsusaiga Breaks! response:	Don't miss it!
