context: eyecatch response:	H!
context: Hey, Nano.\Nano!\Just go!\Did you possibly...\It's okay, only a little.\Anyway, just hurry up and go to the washroom.\I'll sleep.\Just go! response:	Sakamoto was being careful not to speak too loudly.
context: Nano!\Just go!\Did you possibly...\It's okay, only a little.\Anyway, just hurry up and go to the washroom.\I'll sleep.\Just go!\Sakamoto was being careful not to speak too loudly. response:	Geez.
context: Just go!\Did you possibly...\It's okay, only a little.\Anyway, just hurry up and go to the washroom.\I'll sleep.\Just go!\Sakamoto was being careful not to speak too loudly.\Geez. response:	It can't be helped.
context: Did you possibly...\It's okay, only a little.\Anyway, just hurry up and go to the washroom.\I'll sleep.\Just go!\Sakamoto was being careful not to speak too loudly.\Geez.\It can't be helped. response:	This is why I hate kids.
context: It's okay, only a little.\Anyway, just hurry up and go to the washroom.\I'll sleep.\Just go!\Sakamoto was being careful not to speak too loudly.\Geez.\It can't be helped.\This is why I hate kids. response:	I guess she can't go to the bathroom alone this late at night when a storm like this is raging...
context: Anyway, just hurry up and go to the washroom.\I'll sleep.\Just go!\Sakamoto was being careful not to speak too loudly.\Geez.\It can't be helped.\This is why I hate kids.\I guess she can't go to the bathroom alone this late at night when a storm like this is raging... response:	For now,
context: I'll sleep.\Just go!\Sakamoto was being careful not to speak too loudly.\Geez.\It can't be helped.\This is why I hate kids.\I guess she can't go to the bathroom alone this late at night when a storm like this is raging...\For now, response:	I'll go with her and make her feel grateful to me again.
context: Just go!\Sakamoto was being careful not to speak too loudly.\Geez.\It can't be helped.\This is why I hate kids.\I guess she can't go to the bathroom alone this late at night when a storm like this is raging...\For now,\I'll go with her and make her feel grateful to me again. response:	Hey, kid.
context: Sakamoto was being careful not to speak too loudly.\Geez.\It can't be helped.\This is why I hate kids.\I guess she can't go to the bathroom alone this late at night when a storm like this is raging...\For now,\I'll go with her and make her feel grateful to me again.\Hey, kid. response:	It can't be helped, so I'll go with you.
context: Geez.\It can't be helped.\This is why I hate kids.\I guess she can't go to the bathroom alone this late at night when a storm like this is raging...\For now,\I'll go with her and make her feel grateful to me again.\Hey, kid.\It can't be helped, so I'll go with you. response:	Sakamoto is small and looks weak, so it's fine.
context: It can't be helped.\This is why I hate kids.\I guess she can't go to the bathroom alone this late at night when a storm like this is raging...\For now,\I'll go with her and make her feel grateful to me again.\Hey, kid.\It can't be helped, so I'll go with you.\Sakamoto is small and looks weak, so it's fine. response:	Don't you think she wants to go to school?
context: This is why I hate kids.\I guess she can't go to the bathroom alone this late at night when a storm like this is raging...\For now,\I'll go with her and make her feel grateful to me again.\Hey, kid.\It can't be helped, so I'll go with you.\Sakamoto is small and looks weak, so it's fine.\Don't you think she wants to go to school? response:	Oh, Professor, you came over here?
context: I guess she can't go to the bathroom alone this late at night when a storm like this is raging...\For now,\I'll go with her and make her feel grateful to me again.\Hey, kid.\It can't be helped, so I'll go with you.\Sakamoto is small and looks weak, so it's fine.\Don't you think she wants to go to school?\Oh, Professor, you came over here? response:	Nano, come go pee with me.
context: For now,\I'll go with her and make her feel grateful to me again.\Hey, kid.\It can't be helped, so I'll go with you.\Sakamoto is small and looks weak, so it's fine.\Don't you think she wants to go to school?\Oh, Professor, you came over here?\Nano, come go pee with me. response:	Well, I don't really need to, but...
context: I'll go with her and make her feel grateful to me again.\Hey, kid.\It can't be helped, so I'll go with you.\Sakamoto is small and looks weak, so it's fine.\Don't you think she wants to go to school?\Oh, Professor, you came over here?\Nano, come go pee with me.\Well, I don't really need to, but... response:	I'm just a tiny bit scared, so come with me.
context: Hey, kid.\It can't be helped, so I'll go with you.\Sakamoto is small and looks weak, so it's fine.\Don't you think she wants to go to school?\Oh, Professor, you came over here?\Nano, come go pee with me.\Well, I don't really need to, but...\I'm just a tiny bit scared, so come with me. response:	Ah.
context: It can't be helped, so I'll go with you.\Sakamoto is small and looks weak, so it's fine.\Don't you think she wants to go to school?\Oh, Professor, you came over here?\Nano, come go pee with me.\Well, I don't really need to, but...\I'm just a tiny bit scared, so come with me.\Ah. response:	You should have just woken me up.
context: Sakamoto is small and looks weak, so it's fine.\Don't you think she wants to go to school?\Oh, Professor, you came over here?\Nano, come go pee with me.\Well, I don't really need to, but...\I'm just a tiny bit scared, so come with me.\Ah.\You should have just woken me up. response:	I tried to, a lot!
context: Don't you think she wants to go to school?\Oh, Professor, you came over here?\Nano, come go pee with me.\Well, I don't really need to, but...\I'm just a tiny bit scared, so come with me.\Ah.\You should have just woken me up.\I tried to, a lot! response:	It's making a lot of noise.
context: Oh, Professor, you came over here?\Nano, come go pee with me.\Well, I don't really need to, but...\I'm just a tiny bit scared, so come with me.\Ah.\You should have just woken me up.\I tried to, a lot!\It's making a lot of noise. response:	Maybe someone's here.
context: Nano, come go pee with me.\Well, I don't really need to, but...\I'm just a tiny bit scared, so come with me.\Ah.\You should have just woken me up.\I tried to, a lot!\It's making a lot of noise.\Maybe someone's here. response:	It's probably the chimney banging around.
context: Well, I don't really need to, but...\I'm just a tiny bit scared, so come with me.\Ah.\You should have just woken me up.\I tried to, a lot!\It's making a lot of noise.\Maybe someone's here.\It's probably the chimney banging around. response:	But it's raining really hard.
context: I'm just a tiny bit scared, so come with me.\Ah.\You should have just woken me up.\I tried to, a lot!\It's making a lot of noise.\Maybe someone's here.\It's probably the chimney banging around.\But it's raining really hard. response:	Nano, what's wrong?
context: Ah.\You should have just woken me up.\I tried to, a lot!\It's making a lot of noise.\Maybe someone's here.\It's probably the chimney banging around.\But it's raining really hard.\Nano, what's wrong? response:	Ah!
context: You should have just woken me up.\I tried to, a lot!\It's making a lot of noise.\Maybe someone's here.\It's probably the chimney banging around.\But it's raining really hard.\Nano, what's wrong?\Ah! response:	Hey, Nano?
context: I tried to, a lot!\It's making a lot of noise.\Maybe someone's here.\It's probably the chimney banging around.\But it's raining really hard.\Nano, what's wrong?\Ah!\Hey, Nano? response:	Professor, Professor...
context: It's making a lot of noise.\Maybe someone's here.\It's probably the chimney banging around.\But it's raining really hard.\Nano, what's wrong?\Ah!\Hey, Nano?\Professor, Professor... response:	It's the thunder...
context: Maybe someone's here.\It's probably the chimney banging around.\But it's raining really hard.\Nano, what's wrong?\Ah!\Hey, Nano?\Professor, Professor...\It's the thunder... response:	It's all right. The professor is here.
context: It's probably the chimney banging around.\But it's raining really hard.\Nano, what's wrong?\Ah!\Hey, Nano?\Professor, Professor...\It's the thunder...\It's all right. The professor is here. response:	Let's just get this over with and go back to our futons.
context: But it's raining really hard.\Nano, what's wrong?\Ah!\Hey, Nano?\Professor, Professor...\It's the thunder...\It's all right. The professor is here.\Let's just get this over with and go back to our futons. response:	It might be scary alone, but I think it's okay if we're together.
context: Nano, what's wrong?\Ah!\Hey, Nano?\Professor, Professor...\It's the thunder...\It's all right. The professor is here.\Let's just get this over with and go back to our futons.\It might be scary alone, but I think it's okay if we're together. response:	I guess that's true.
context: Ah!\Hey, Nano?\Professor, Professor...\It's the thunder...\It's all right. The professor is here.\Let's just get this over with and go back to our futons.\It might be scary alone, but I think it's okay if we're together.\I guess that's true. response:	Nano, do you want to go to school?
context: Hey, Nano?\Professor, Professor...\It's the thunder...\It's all right. The professor is here.\Let's just get this over with and go back to our futons.\It might be scary alone, but I think it's okay if we're together.\I guess that's true.\Nano, do you want to go to school? response:	Eh?
context: Professor, Professor...\It's the thunder...\It's all right. The professor is here.\Let's just get this over with and go back to our futons.\It might be scary alone, but I think it's okay if we're together.\I guess that's true.\Nano, do you want to go to school?\Eh? response:	No, I'll stay at home forever.
context: It's the thunder...\It's all right. The professor is here.\Let's just get this over with and go back to our futons.\It might be scary alone, but I think it's okay if we're together.\I guess that's true.\Nano, do you want to go to school?\Eh?\No, I'll stay at home forever. response:	But Sakamoto said that Nano wants to go to school!
context: It's all right. The professor is here.\Let's just get this over with and go back to our futons.\It might be scary alone, but I think it's okay if we're together.\I guess that's true.\Nano, do you want to go to school?\Eh?\No, I'll stay at home forever.\But Sakamoto said that Nano wants to go to school! response:	I guess that's true.
context: Let's just get this over with and go back to our futons.\It might be scary alone, but I think it's okay if we're together.\I guess that's true.\Nano, do you want to go to school?\Eh?\No, I'll stay at home forever.\But Sakamoto said that Nano wants to go to school!\I guess that's true. response:	Things you think are cool!
context: It might be scary alone, but I think it's okay if we're together.\I guess that's true.\Nano, do you want to go to school?\Eh?\No, I'll stay at home forever.\But Sakamoto said that Nano wants to go to school!\I guess that's true.\Things you think are cool! response:	Eighty points!
context: I guess that's true.\Nano, do you want to go to school?\Eh?\No, I'll stay at home forever.\But Sakamoto said that Nano wants to go to school!\I guess that's true.\Things you think are cool!\Eighty points! response:	Annoying.
context: Nano, do you want to go to school?\Eh?\No, I'll stay at home forever.\But Sakamoto said that Nano wants to go to school!\I guess that's true.\Things you think are cool!\Eighty points!\Annoying. response:	A month goes by so quickly, yet Sundays always seem so far away.
context: Eh?\No, I'll stay at home forever.\But Sakamoto said that Nano wants to go to school!\I guess that's true.\Things you think are cool!\Eighty points!\Annoying.\A month goes by so quickly, yet Sundays always seem so far away. response:	Next stop is the eightieth one.
context: No, I'll stay at home forever.\But Sakamoto said that Nano wants to go to school!\I guess that's true.\Things you think are cool!\Eighty points!\Annoying.\A month goes by so quickly, yet Sundays always seem so far away.\Next stop is the eightieth one. response:	Eightieth stop.
context: But Sakamoto said that Nano wants to go to school!\I guess that's true.\Things you think are cool!\Eighty points!\Annoying.\A month goes by so quickly, yet Sundays always seem so far away.\Next stop is the eightieth one.\Eightieth stop. response:	The exit is to the right.
context: I guess that's true.\Things you think are cool!\Eighty points!\Annoying.\A month goes by so quickly, yet Sundays always seem so far away.\Next stop is the eightieth one.\Eightieth stop.\The exit is to the right. response:	Annoying.
context: Things you think are cool!\Eighty points!\Annoying.\A month goes by so quickly, yet Sundays always seem so far away.\Next stop is the eightieth one.\Eightieth stop.\The exit is to the right.\Annoying. response:	I'll sing you a song about 80s, since it's 80 points.
context: Eighty points!\Annoying.\A month goes by so quickly, yet Sundays always seem so far away.\Next stop is the eightieth one.\Eightieth stop.\The exit is to the right.\Annoying.\I'll sing you a song about 80s, since it's 80 points. response:	Annoying.
context: Annoying.\A month goes by so quickly, yet Sundays always seem so far away.\Next stop is the eightieth one.\Eightieth stop.\The exit is to the right.\Annoying.\I'll sing you a song about 80s, since it's 80 points.\Annoying. response:	Eighty points, hooray!
context: A month goes by so quickly, yet Sundays always seem so far away.\Next stop is the eightieth one.\Eightieth stop.\The exit is to the right.\Annoying.\I'll sing you a song about 80s, since it's 80 points.\Annoying.\Eighty points, hooray! response:	Eighty points, hooray!
context: Next stop is the eightieth one.\Eightieth stop.\The exit is to the right.\Annoying.\I'll sing you a song about 80s, since it's 80 points.\Annoying.\Eighty points, hooray!\Eighty points, hooray! response:	Eighty points, hooray!
context: Eightieth stop.\The exit is to the right.\Annoying.\I'll sing you a song about 80s, since it's 80 points.\Annoying.\Eighty points, hooray!\Eighty points, hooray!\Eighty points, hooray! response:	Eighty points, hoo -
context: The exit is to the right.\Annoying.\I'll sing you a song about 80s, since it's 80 points.\Annoying.\Eighty points, hooray!\Eighty points, hooray!\Eighty points, hooray!\Eighty points, hoo - response:	Fall in to Eden!
context: Annoying.\I'll sing you a song about 80s, since it's 80 points.\Annoying.\Eighty points, hooray!\Eighty points, hooray!\Eighty points, hooray!\Eighty points, hoo -\Fall in to Eden! response:	All right. Listen up!
context: I'll sing you a song about 80s, since it's 80 points.\Annoying.\Eighty points, hooray!\Eighty points, hooray!\Eighty points, hooray!\Eighty points, hoo -\Fall in to Eden!\All right. Listen up! response:	I'll announce the average score for this test.
context: Annoying.\Eighty points, hooray!\Eighty points, hooray!\Eighty points, hooray!\Eighty points, hoo -\Fall in to Eden!\All right. Listen up!\I'll announce the average score for this test. response:	The average was ninety-two points.
context: Eighty points, hooray!\Eighty points, hooray!\Eighty points, hooray!\Eighty points, hoo -\Fall in to Eden!\All right. Listen up!\I'll announce the average score for this test.\The average was ninety-two points. response:	Yukko.
context: Eighty points, hooray!\Eighty points, hooray!\Eighty points, hoo -\Fall in to Eden!\All right. Listen up!\I'll announce the average score for this test.\The average was ninety-two points.\Yukko. response:	Stop!
context: Eighty points, hooray!\Eighty points, hoo -\Fall in to Eden!\All right. Listen up!\I'll announce the average score for this test.\The average was ninety-two points.\Yukko.\Stop! response:	Just stop already.
context: Eighty points, hoo -\Fall in to Eden!\All right. Listen up!\I'll announce the average score for this test.\The average was ninety-two points.\Yukko.\Stop!\Just stop already. response:	Hey, kid. What the heck are you doing so suddenly?!
context: Fall in to Eden!\All right. Listen up!\I'll announce the average score for this test.\The average was ninety-two points.\Yukko.\Stop!\Just stop already.\Hey, kid. What the heck are you doing so suddenly?! response:	What are you doing?
context: All right. Listen up!\I'll announce the average score for this test.\The average was ninety-two points.\Yukko.\Stop!\Just stop already.\Hey, kid. What the heck are you doing so suddenly?!\What are you doing? response:	Stop playing around and help me fold up the laundry.
context: I'll announce the average score for this test.\The average was ninety-two points.\Yukko.\Stop!\Just stop already.\Hey, kid. What the heck are you doing so suddenly?!\What are you doing?\Stop playing around and help me fold up the laundry. response:	You can go to school starting tomorrow.
context: The average was ninety-two points.\Yukko.\Stop!\Just stop already.\Hey, kid. What the heck are you doing so suddenly?!\What are you doing?\Stop playing around and help me fold up the laundry.\You can go to school starting tomorrow. response:	Eh?
context: Yukko.\Stop!\Just stop already.\Hey, kid. What the heck are you doing so suddenly?!\What are you doing?\Stop playing around and help me fold up the laundry.\You can go to school starting tomorrow.\Eh? response:	Are you serious?
context: Stop!\Just stop already.\Hey, kid. What the heck are you doing so suddenly?!\What are you doing?\Stop playing around and help me fold up the laundry.\You can go to school starting tomorrow.\Eh?\Are you serious? response:	Yes.
context: Just stop already.\Hey, kid. What the heck are you doing so suddenly?!\What are you doing?\Stop playing around and help me fold up the laundry.\You can go to school starting tomorrow.\Eh?\Are you serious?\Yes. response:	What's with this, all of a sudden?
context: Hey, kid. What the heck are you doing so suddenly?!\What are you doing?\Stop playing around and help me fold up the laundry.\You can go to school starting tomorrow.\Eh?\Are you serious?\Yes.\What's with this, all of a sudden? response:	It's the Professor's wise decision.
context: What are you doing?\Stop playing around and help me fold up the laundry.\You can go to school starting tomorrow.\Eh?\Are you serious?\Yes.\What's with this, all of a sudden?\It's the Professor's wise decision. response:	Yay!
context: Stop playing around and help me fold up the laundry.\You can go to school starting tomorrow.\Eh?\Are you serious?\Yes.\What's with this, all of a sudden?\It's the Professor's wise decision.\Yay! response:	Now I can eat lots of snacks in the afternoon and not get in trouble.
context: You can go to school starting tomorrow.\Eh?\Are you serious?\Yes.\What's with this, all of a sudden?\It's the Professor's wise decision.\Yay!\Now I can eat lots of snacks in the afternoon and not get in trouble. response:	But Professor, I won't be able to wear a backpack like this.
context: Eh?\Are you serious?\Yes.\What's with this, all of a sudden?\It's the Professor's wise decision.\Yay!\Now I can eat lots of snacks in the afternoon and not get in trouble.\But Professor, I won't be able to wear a backpack like this. response:	TL note: In Japan, backpacks are only worn by elementary school students.
context: Are you serious?\Yes.\What's with this, all of a sudden?\It's the Professor's wise decision.\Yay!\Now I can eat lots of snacks in the afternoon and not get in trouble.\But Professor, I won't be able to wear a backpack like this.\TL note: In Japan, backpacks are only worn by elementary school students. response:	You're going to high school.
context: Yes.\What's with this, all of a sudden?\It's the Professor's wise decision.\Yay!\Now I can eat lots of snacks in the afternoon and not get in trouble.\But Professor, I won't be able to wear a backpack like this.\TL note: In Japan, backpacks are only worn by elementary school students.\You're going to high school. response:	But Professor, you'll have to take off this key, or else -
context: What's with this, all of a sudden?\It's the Professor's wise decision.\Yay!\Now I can eat lots of snacks in the afternoon and not get in trouble.\But Professor, I won't be able to wear a backpack like this.\TL note: In Japan, backpacks are only worn by elementary school students.\You're going to high school.\But Professor, you'll have to take off this key, or else - response:	It's Nano's school uniform.
context: It's the Professor's wise decision.\Yay!\Now I can eat lots of snacks in the afternoon and not get in trouble.\But Professor, I won't be able to wear a backpack like this.\TL note: In Japan, backpacks are only worn by elementary school students.\You're going to high school.\But Professor, you'll have to take off this key, or else -\It's Nano's school uniform. response:	I love you so much, Professor!
context: Yay!\Now I can eat lots of snacks in the afternoon and not get in trouble.\But Professor, I won't be able to wear a backpack like this.\TL note: In Japan, backpacks are only worn by elementary school students.\You're going to high school.\But Professor, you'll have to take off this key, or else -\It's Nano's school uniform.\I love you so much, Professor! response:	Nano! Nano! Nano! Nano! Nano! Nano!
context: Now I can eat lots of snacks in the afternoon and not get in trouble.\But Professor, I won't be able to wear a backpack like this.\TL note: In Japan, backpacks are only worn by elementary school students.\You're going to high school.\But Professor, you'll have to take off this key, or else -\It's Nano's school uniform.\I love you so much, Professor!\Nano! Nano! Nano! Nano! Nano! Nano! response:	Professor! Professor! Professor! Professor! Professor! Professor!
context: But Professor, I won't be able to wear a backpack like this.\TL note: In Japan, backpacks are only worn by elementary school students.\You're going to high school.\But Professor, you'll have to take off this key, or else -\It's Nano's school uniform.\I love you so much, Professor!\Nano! Nano! Nano! Nano! Nano! Nano!\Professor! Professor! Professor! Professor! Professor! Professor! response:	Nano! Nano! Nano! Nano! Nano! Nano!
context: TL note: In Japan, backpacks are only worn by elementary school students.\You're going to high school.\But Professor, you'll have to take off this key, or else -\It's Nano's school uniform.\I love you so much, Professor!\Nano! Nano! Nano! Nano! Nano! Nano!\Professor! Professor! Professor! Professor! Professor! Professor!\Nano! Nano! Nano! Nano! Nano! Nano! response:	Professor! Professor! Professor! Professor! Professor! Professor!
context: You're going to high school.\But Professor, you'll have to take off this key, or else -\It's Nano's school uniform.\I love you so much, Professor!\Nano! Nano! Nano! Nano! Nano! Nano!\Professor! Professor! Professor! Professor! Professor! Professor!\Nano! Nano! Nano! Nano! Nano! Nano!\Professor! Professor! Professor! Professor! Professor! Professor! response:	Nano! Nano! Nano! Nano! Nano! Nano!
context: But Professor, you'll have to take off this key, or else -\It's Nano's school uniform.\I love you so much, Professor!\Nano! Nano! Nano! Nano! Nano! Nano!\Professor! Professor! Professor! Professor! Professor! Professor!\Nano! Nano! Nano! Nano! Nano! Nano!\Professor! Professor! Professor! Professor! Professor! Professor!\Nano! Nano! Nano! Nano! Nano! Nano! response:	Professor! Professor! Professor! Professor! Professor! Professor!
context: It's Nano's school uniform.\I love you so much, Professor!\Nano! Nano! Nano! Nano! Nano! Nano!\Professor! Professor! Professor! Professor! Professor! Professor!\Nano! Nano! Nano! Nano! Nano! Nano!\Professor! Professor! Professor! Professor! Professor! Professor!\Nano! Nano! Nano! Nano! Nano! Nano!\Professor! Professor! Professor! Professor! Professor! Professor! response:	Nano! Nano! Nano...
context: I love you so much, Professor!\Nano! Nano! Nano! Nano! Nano! Nano!\Professor! Professor! Professor! Professor! Professor! Professor!\Nano! Nano! Nano! Nano! Nano! Nano!\Professor! Professor! Professor! Professor! Professor! Professor!\Nano! Nano! Nano! Nano! Nano! Nano!\Professor! Professor! Professor! Professor! Professor! Professor!\Nano! Nano! Nano... response:	Professor! Professor! Professor...
context: Nano! Nano! Nano! Nano! Nano! Nano!\Professor! Professor! Professor! Professor! Professor! Professor!\Nano! Nano! Nano! Nano! Nano! Nano!\Professor! Professor! Professor! Professor! Professor! Professor!\Nano! Nano! Nano! Nano! Nano! Nano!\Professor! Professor! Professor! Professor! Professor! Professor!\Nano! Nano! Nano...\Professor! Professor! Professor... response:	I'm the flags of the world.
context: Professor! Professor! Professor! Professor! Professor! Professor!\Nano! Nano! Nano! Nano! Nano! Nano!\Professor! Professor! Professor! Professor! Professor! Professor!\Nano! Nano! Nano! Nano! Nano! Nano!\Professor! Professor! Professor! Professor! Professor! Professor!\Nano! Nano! Nano...\Professor! Professor! Professor...\I'm the flags of the world. response:	You often hear it pronounced both bankokki and bankokuki in Japanese,
context: Nano! Nano! Nano! Nano! Nano! Nano!\Professor! Professor! Professor! Professor! Professor! Professor!\Nano! Nano! Nano! Nano! Nano! Nano!\Professor! Professor! Professor! Professor! Professor! Professor!\Nano! Nano! Nano...\Professor! Professor! Professor...\I'm the flags of the world.\You often hear it pronounced both bankokki and bankokuki in Japanese, response:	but both are correct.
context: Professor! Professor! Professor! Professor! Professor! Professor!\Nano! Nano! Nano! Nano! Nano! Nano!\Professor! Professor! Professor! Professor! Professor! Professor!\Nano! Nano! Nano...\Professor! Professor! Professor...\I'm the flags of the world.\You often hear it pronounced both bankokki and bankokuki in Japanese,\but both are correct. response:	Don't sweat the small stuff!
context: Nano! Nano! Nano! Nano! Nano! Nano!\Professor! Professor! Professor! Professor! Professor! Professor!\Nano! Nano! Nano...\Professor! Professor! Professor...\I'm the flags of the world.\You often hear it pronounced both bankokki and bankokuki in Japanese,\but both are correct.\Don't sweat the small stuff! response:	Those were father's last words.
context: Professor! Professor! Professor! Professor! Professor! Professor!\Nano! Nano! Nano...\Professor! Professor! Professor...\I'm the flags of the world.\You often hear it pronounced both bankokki and bankokuki in Japanese,\but both are correct.\Don't sweat the small stuff!\Those were father's last words. response:	Next time on Nichijou: Episode 14.
context: Nano! Nano! Nano...\Professor! Professor! Professor...\I'm the flags of the world.\You often hear it pronounced both bankokki and bankokuki in Japanese,\but both are correct.\Don't sweat the small stuff!\Those were father's last words.\Next time on Nichijou: Episode 14. response:	Look forward to it!
