context: But listen to me. response:	Ever since you left Grand Ziming Palace
context: For her, I wither away willingly.\How is it melancholic? It's clearly sappy.\I have to go to my lesson. Don't get in my way.\All right, I'll take it. Can you go now?\A-Yin, I'll see you again in the next life.\He's going to commit suicide?\Li Jing!\Li Jing! Li Jing! response:	Using that artifact will only hurt his body.
context: How is it melancholic? It's clearly sappy.\I have to go to my lesson. Don't get in my way.\All right, I'll take it. Can you go now?\A-Yin, I'll see you again in the next life.\He's going to commit suicide?\Li Jing!\Li Jing! Li Jing!\Using that artifact will only hurt his body. response:	Why don't you try stimulating his heart?
context: I have to go to my lesson. Don't get in my way.\All right, I'll take it. Can you go now?\A-Yin, I'll see you again in the next life.\He's going to commit suicide?\Li Jing!\Li Jing! Li Jing!\Using that artifact will only hurt his body.\Why don't you try stimulating his heart? response:	Perhaps he'll wake up then.
context: All right, I'll take it. Can you go now?\A-Yin, I'll see you again in the next life.\He's going to commit suicide?\Li Jing!\Li Jing! Li Jing!\Using that artifact will only hurt his body.\Why don't you try stimulating his heart?\Perhaps he'll wake up then. response:	Li Jing, if you wake up, I'll give you my promise.
context: A-Yin, I'll see you again in the next life.\He's going to commit suicide?\Li Jing!\Li Jing! Li Jing!\Using that artifact will only hurt his body.\Why don't you try stimulating his heart?\Perhaps he'll wake up then.\Li Jing, if you wake up, I'll give you my promise. response:	Once you promise me, you can't go back on your word.
context: He's going to commit suicide?\Li Jing!\Li Jing! Li Jing!\Using that artifact will only hurt his body.\Why don't you try stimulating his heart?\Perhaps he'll wake up then.\Li Jing, if you wake up, I'll give you my promise.\Once you promise me, you can't go back on your word. response:	Liar!
context: Li Jing!\Li Jing! Li Jing!\Using that artifact will only hurt his body.\Why don't you try stimulating his heart?\Perhaps he'll wake up then.\Li Jing, if you wake up, I'll give you my promise.\Once you promise me, you can't go back on your word.\Liar! response:	What if I go back on my word?
context: Li Jing! Li Jing!\Using that artifact will only hurt his body.\Why don't you try stimulating his heart?\Perhaps he'll wake up then.\Li Jing, if you wake up, I'll give you my promise.\Once you promise me, you can't go back on your word.\Liar!\What if I go back on my word? response:	Then I'll really go and die.
context: Using that artifact will only hurt his body.\Why don't you try stimulating his heart?\Perhaps he'll wake up then.\Li Jing, if you wake up, I'll give you my promise.\Once you promise me, you can't go back on your word.\Liar!\What if I go back on my word?\Then I'll really go and die. response:	Go ahead then. I'm leaving.
context: Why don't you try stimulating his heart?\Perhaps he'll wake up then.\Li Jing, if you wake up, I'll give you my promise.\Once you promise me, you can't go back on your word.\Liar!\What if I go back on my word?\Then I'll really go and die.\Go ahead then. I'm leaving. response:	A-Yin.
context: Perhaps he'll wake up then.\Li Jing, if you wake up, I'll give you my promise.\Once you promise me, you can't go back on your word.\Liar!\What if I go back on my word?\Then I'll really go and die.\Go ahead then. I'm leaving.\A-Yin. response:	I've been at Kunlun Mountain for half a month now.
context: Li Jing, if you wake up, I'll give you my promise.\Once you promise me, you can't go back on your word.\Liar!\What if I go back on my word?\Then I'll really go and die.\Go ahead then. I'm leaving.\A-Yin.\I've been at Kunlun Mountain for half a month now. response:	I've only seen you once.
context: Once you promise me, you can't go back on your word.\Liar!\What if I go back on my word?\Then I'll really go and die.\Go ahead then. I'm leaving.\A-Yin.\I've been at Kunlun Mountain for half a month now.\I've only seen you once. response:	It hurts my heart to think of it.
context: Liar!\What if I go back on my word?\Then I'll really go and die.\Go ahead then. I'm leaving.\A-Yin.\I've been at Kunlun Mountain for half a month now.\I've only seen you once.\It hurts my heart to think of it. response:	Stop it.
context: What if I go back on my word?\Then I'll really go and die.\Go ahead then. I'm leaving.\A-Yin.\I've been at Kunlun Mountain for half a month now.\I've only seen you once.\It hurts my heart to think of it.\Stop it. response:	Putting aside you and I
context: Then I'll really go and die.\Go ahead then. I'm leaving.\A-Yin.\I've been at Kunlun Mountain for half a month now.\I've only seen you once.\It hurts my heart to think of it.\Stop it.\Putting aside you and I response:	what do you plan on doing with the wives in your harem?
context: Go ahead then. I'm leaving.\A-Yin.\I've been at Kunlun Mountain for half a month now.\I've only seen you once.\It hurts my heart to think of it.\Stop it.\Putting aside you and I\what do you plan on doing with the wives in your harem? response:	They'll be immediately disbanded.
context: A-Yin.\I've been at Kunlun Mountain for half a month now.\I've only seen you once.\It hurts my heart to think of it.\Stop it.\Putting aside you and I\what do you plan on doing with the wives in your harem?\They'll be immediately disbanded. response:	Really?
context: I've been at Kunlun Mountain for half a month now.\I've only seen you once.\It hurts my heart to think of it.\Stop it.\Putting aside you and I\what do you plan on doing with the wives in your harem?\They'll be immediately disbanded.\Really? response:	In this lifetime, I, Li Jing, will only be with A-Yin.
context: I've only seen you once.\It hurts my heart to think of it.\Stop it.\Putting aside you and I\what do you plan on doing with the wives in your harem?\They'll be immediately disbanded.\Really?\In this lifetime, I, Li Jing, will only be with A-Yin. response:	If I break this oath
context: It hurts my heart to think of it.\Stop it.\Putting aside you and I\what do you plan on doing with the wives in your harem?\They'll be immediately disbanded.\Really?\In this lifetime, I, Li Jing, will only be with A-Yin.\If I break this oath response:	I shall have no posterity, and live a life of loneliness.
context: Stop it.\Putting aside you and I\what do you plan on doing with the wives in your harem?\They'll be immediately disbanded.\Really?\In this lifetime, I, Li Jing, will only be with A-Yin.\If I break this oath\I shall have no posterity, and live a life of loneliness. response:	Don't say that kind of thing. Sit down.
context: Putting aside you and I\what do you plan on doing with the wives in your harem?\They'll be immediately disbanded.\Really?\In this lifetime, I, Li Jing, will only be with A-Yin.\If I break this oath\I shall have no posterity, and live a life of loneliness.\Don't say that kind of thing. Sit down. response:	A-Yin...
context: what do you plan on doing with the wives in your harem?\They'll be immediately disbanded.\Really?\In this lifetime, I, Li Jing, will only be with A-Yin.\If I break this oath\I shall have no posterity, and live a life of loneliness.\Don't say that kind of thing. Sit down.\A-Yin... response:	Can you give me a massage? It hurts.
context: They'll be immediately disbanded.\Really?\In this lifetime, I, Li Jing, will only be with A-Yin.\If I break this oath\I shall have no posterity, and live a life of loneliness.\Don't say that kind of thing. Sit down.\A-Yin...\Can you give me a massage? It hurts. response:	Your fiery qilin never spoke before.
context: Really?\In this lifetime, I, Li Jing, will only be with A-Yin.\If I break this oath\I shall have no posterity, and live a life of loneliness.\Don't say that kind of thing. Sit down.\A-Yin...\Can you give me a massage? It hurts.\Your fiery qilin never spoke before. response:	How come he suddenly spoke today?
context: In this lifetime, I, Li Jing, will only be with A-Yin.\If I break this oath\I shall have no posterity, and live a life of loneliness.\Don't say that kind of thing. Sit down.\A-Yin...\Can you give me a massage? It hurts.\Your fiery qilin never spoke before.\How come he suddenly spoke today? response:	He talked too much in his early years
context: If I break this oath\I shall have no posterity, and live a life of loneliness.\Don't say that kind of thing. Sit down.\A-Yin...\Can you give me a massage? It hurts.\Your fiery qilin never spoke before.\How come he suddenly spoke today?\He talked too much in his early years response:	so I told him to stop talking and be a mute.
context: I shall have no posterity, and live a life of loneliness.\Don't say that kind of thing. Sit down.\A-Yin...\Can you give me a massage? It hurts.\Your fiery qilin never spoke before.\How come he suddenly spoke today?\He talked too much in his early years\so I told him to stop talking and be a mute. response:	I see he knows you very well.
context: Don't say that kind of thing. Sit down.\A-Yin...\Can you give me a massage? It hurts.\Your fiery qilin never spoke before.\How come he suddenly spoke today?\He talked too much in his early years\so I told him to stop talking and be a mute.\I see he knows you very well. response:	He must have won the hearts of many women for you.
context: A-Yin...\Can you give me a massage? It hurts.\Your fiery qilin never spoke before.\How come he suddenly spoke today?\He talked too much in his early years\so I told him to stop talking and be a mute.\I see he knows you very well.\He must have won the hearts of many women for you. response:	My bones... my bones...
context: Can you give me a massage? It hurts.\Your fiery qilin never spoke before.\How come he suddenly spoke today?\He talked too much in his early years\so I told him to stop talking and be a mute.\I see he knows you very well.\He must have won the hearts of many women for you.\My bones... my bones... response:	Don't move.
context: Your fiery qilin never spoke before.\How come he suddenly spoke today?\He talked too much in his early years\so I told him to stop talking and be a mute.\I see he knows you very well.\He must have won the hearts of many women for you.\My bones... my bones...\Don't move. response:	Do not move.
context: How come he suddenly spoke today?\He talked too much in his early years\so I told him to stop talking and be a mute.\I see he knows you very well.\He must have won the hearts of many women for you.\My bones... my bones...\Don't move.\Do not move. response:	Why are you staring at me like that?
context: He talked too much in his early years\so I told him to stop talking and be a mute.\I see he knows you very well.\He must have won the hearts of many women for you.\My bones... my bones...\Don't move.\Do not move.\Why are you staring at me like that? response:	I really want to be with you.
context: so I told him to stop talking and be a mute.\I see he knows you very well.\He must have won the hearts of many women for you.\My bones... my bones...\Don't move.\Do not move.\Why are you staring at me like that?\I really want to be with you. response:	What goes on in your mind all day?
context: I see he knows you very well.\He must have won the hearts of many women for you.\My bones... my bones...\Don't move.\Do not move.\Why are you staring at me like that?\I really want to be with you.\What goes on in your mind all day? response:	You're avoiding me again.
context: He must have won the hearts of many women for you.\My bones... my bones...\Don't move.\Do not move.\Why are you staring at me like that?\I really want to be with you.\What goes on in your mind all day?\You're avoiding me again. response:	I'm not talking anymore.
context: My bones... my bones...\Don't move.\Do not move.\Why are you staring at me like that?\I really want to be with you.\What goes on in your mind all day?\You're avoiding me again.\I'm not talking anymore. response:	I am a disciple of Kunlun Mountain.
context: Don't move.\Do not move.\Why are you staring at me like that?\I really want to be with you.\What goes on in your mind all day?\You're avoiding me again.\I'm not talking anymore.\I am a disciple of Kunlun Mountain. response:	How can I stand your constant sappiness?
context: Do not move.\Why are you staring at me like that?\I really want to be with you.\What goes on in your mind all day?\You're avoiding me again.\I'm not talking anymore.\I am a disciple of Kunlun Mountain.\How can I stand your constant sappiness? response:	- But- - I can't talk any longer. I'm going now.
context: Why are you staring at me like that?\I really want to be with you.\What goes on in your mind all day?\You're avoiding me again.\I'm not talking anymore.\I am a disciple of Kunlun Mountain.\How can I stand your constant sappiness?\- But- - I can't talk any longer. I'm going now. response:	You can stay here.
context: I really want to be with you.\What goes on in your mind all day?\You're avoiding me again.\I'm not talking anymore.\I am a disciple of Kunlun Mountain.\How can I stand your constant sappiness?\- But- - I can't talk any longer. I'm going now.\You can stay here. response:	Don't let my fellow disciples see you.
context: What goes on in your mind all day?\You're avoiding me again.\I'm not talking anymore.\I am a disciple of Kunlun Mountain.\How can I stand your constant sappiness?\- But- - I can't talk any longer. I'm going now.\You can stay here.\Don't let my fellow disciples see you. response:	Cloud leaping isn't allowed on Kunlun Mountain.
context: You're avoiding me again.\I'm not talking anymore.\I am a disciple of Kunlun Mountain.\How can I stand your constant sappiness?\- But- - I can't talk any longer. I'm going now.\You can stay here.\Don't let my fellow disciples see you.\Cloud leaping isn't allowed on Kunlun Mountain. response:	Don't come again.
context: I'm not talking anymore.\I am a disciple of Kunlun Mountain.\How can I stand your constant sappiness?\- But- - I can't talk any longer. I'm going now.\You can stay here.\Don't let my fellow disciples see you.\Cloud leaping isn't allowed on Kunlun Mountain.\Don't come again. response:	About Master's Bell of the East Emperor...
context: I am a disciple of Kunlun Mountain.\How can I stand your constant sappiness?\- But- - I can't talk any longer. I'm going now.\You can stay here.\Don't let my fellow disciples see you.\Cloud leaping isn't allowed on Kunlun Mountain.\Don't come again.\About Master's Bell of the East Emperor... response:	They all speak of it without going into detail.
context: How can I stand your constant sappiness?\- But- - I can't talk any longer. I'm going now.\You can stay here.\Don't let my fellow disciples see you.\Cloud leaping isn't allowed on Kunlun Mountain.\Don't come again.\About Master's Bell of the East Emperor...\They all speak of it without going into detail. response:	Forget it. I'll wait for Master to come out of seclusion.
context: - But- - I can't talk any longer. I'm going now.\You can stay here.\Don't let my fellow disciples see you.\Cloud leaping isn't allowed on Kunlun Mountain.\Don't come again.\About Master's Bell of the East Emperor...\They all speak of it without going into detail.\Forget it. I'll wait for Master to come out of seclusion. response:	A-Yin, you've been disappearing right after morning lessons lately.
context: You can stay here.\Don't let my fellow disciples see you.\Cloud leaping isn't allowed on Kunlun Mountain.\Don't come again.\About Master's Bell of the East Emperor...\They all speak of it without going into detail.\Forget it. I'll wait for Master to come out of seclusion.\A-Yin, you've been disappearing right after morning lessons lately. response:	I can never find you.
context: Don't let my fellow disciples see you.\Cloud leaping isn't allowed on Kunlun Mountain.\Don't come again.\About Master's Bell of the East Emperor...\They all speak of it without going into detail.\Forget it. I'll wait for Master to come out of seclusion.\A-Yin, you've been disappearing right after morning lessons lately.\I can never find you. response:	Have you found someplace fun to pass the time?
context: Cloud leaping isn't allowed on Kunlun Mountain.\Don't come again.\About Master's Bell of the East Emperor...\They all speak of it without going into detail.\Forget it. I'll wait for Master to come out of seclusion.\A-Yin, you've been disappearing right after morning lessons lately.\I can never find you.\Have you found someplace fun to pass the time? response:	There's no such thing.
context: Don't come again.\About Master's Bell of the East Emperor...\They all speak of it without going into detail.\Forget it. I'll wait for Master to come out of seclusion.\A-Yin, you've been disappearing right after morning lessons lately.\I can never find you.\Have you found someplace fun to pass the time?\There's no such thing. response:	I have just been going to feed the red-crowned cranes with Senior.
context: About Master's Bell of the East Emperor...\They all speak of it without going into detail.\Forget it. I'll wait for Master to come out of seclusion.\A-Yin, you've been disappearing right after morning lessons lately.\I can never find you.\Have you found someplace fun to pass the time?\There's no such thing.\I have just been going to feed the red-crowned cranes with Senior. response:	I know you are starting to avoid me, just like Senior.
context: They all speak of it without going into detail.\Forget it. I'll wait for Master to come out of seclusion.\A-Yin, you've been disappearing right after morning lessons lately.\I can never find you.\Have you found someplace fun to pass the time?\There's no such thing.\I have just been going to feed the red-crowned cranes with Senior.\I know you are starting to avoid me, just like Senior. response:	I don't have that intention.
context: Forget it. I'll wait for Master to come out of seclusion.\A-Yin, you've been disappearing right after morning lessons lately.\I can never find you.\Have you found someplace fun to pass the time?\There's no such thing.\I have just been going to feed the red-crowned cranes with Senior.\I know you are starting to avoid me, just like Senior.\I don't have that intention. response:	If not, then why are you lying to me?
context: A-Yin, you've been disappearing right after morning lessons lately.\I can never find you.\Have you found someplace fun to pass the time?\There's no such thing.\I have just been going to feed the red-crowned cranes with Senior.\I know you are starting to avoid me, just like Senior.\I don't have that intention.\If not, then why are you lying to me? response:	The cranes have always been taken care of by Sixteenth Disciple.
context: I can never find you.\Have you found someplace fun to pass the time?\There's no such thing.\I have just been going to feed the red-crowned cranes with Senior.\I know you are starting to avoid me, just like Senior.\I don't have that intention.\If not, then why are you lying to me?\The cranes have always been taken care of by Sixteenth Disciple. response:	He said you were bullied by the cranes and you are most afraid of them.
context: Have you found someplace fun to pass the time?\There's no such thing.\I have just been going to feed the red-crowned cranes with Senior.\I know you are starting to avoid me, just like Senior.\I don't have that intention.\If not, then why are you lying to me?\The cranes have always been taken care of by Sixteenth Disciple.\He said you were bullied by the cranes and you are most afraid of them. response:	Why would you go to feed them?
context: There's no such thing.\I have just been going to feed the red-crowned cranes with Senior.\I know you are starting to avoid me, just like Senior.\I don't have that intention.\If not, then why are you lying to me?\The cranes have always been taken care of by Sixteenth Disciple.\He said you were bullied by the cranes and you are most afraid of them.\Why would you go to feed them? response:	Forget it. I don't want to hear it.
context: I have just been going to feed the red-crowned cranes with Senior.\I know you are starting to avoid me, just like Senior.\I don't have that intention.\If not, then why are you lying to me?\The cranes have always been taken care of by Sixteenth Disciple.\He said you were bullied by the cranes and you are most afraid of them.\Why would you go to feed them?\Forget it. I don't want to hear it. response:	All right.
context: I know you are starting to avoid me, just like Senior.\I don't have that intention.\If not, then why are you lying to me?\The cranes have always been taken care of by Sixteenth Disciple.\He said you were bullied by the cranes and you are most afraid of them.\Why would you go to feed them?\Forget it. I don't want to hear it.\All right. response:	I went to see a friend.
context: I don't have that intention.\If not, then why are you lying to me?\The cranes have always been taken care of by Sixteenth Disciple.\He said you were bullied by the cranes and you are most afraid of them.\Why would you go to feed them?\Forget it. I don't want to hear it.\All right.\I went to see a friend. response:	Friend?
context: If not, then why are you lying to me?\The cranes have always been taken care of by Sixteenth Disciple.\He said you were bullied by the cranes and you are most afraid of them.\Why would you go to feed them?\Forget it. I don't want to hear it.\All right.\I went to see a friend.\Friend? response:	Is it the one who sent the love poem?
context: The cranes have always been taken care of by Sixteenth Disciple.\He said you were bullied by the cranes and you are most afraid of them.\Why would you go to feed them?\Forget it. I don't want to hear it.\All right.\I went to see a friend.\Friend?\Is it the one who sent the love poem? response:	That wasn't a love poem. It wasn't.
context: He said you were bullied by the cranes and you are most afraid of them.\Why would you go to feed them?\Forget it. I don't want to hear it.\All right.\I went to see a friend.\Friend?\Is it the one who sent the love poem?\That wasn't a love poem. It wasn't. response:	Then can you take me with you?
context: Why would you go to feed them?\Forget it. I don't want to hear it.\All right.\I went to see a friend.\Friend?\Is it the one who sent the love poem?\That wasn't a love poem. It wasn't.\Then can you take me with you? response:	Take you?
context: Forget it. I don't want to hear it.\All right.\I went to see a friend.\Friend?\Is it the one who sent the love poem?\That wasn't a love poem. It wasn't.\Then can you take me with you?\Take you? response:	Your friend is also my friend. Of course I want to meet him.
context: All right.\I went to see a friend.\Friend?\Is it the one who sent the love poem?\That wasn't a love poem. It wasn't.\Then can you take me with you?\Take you?\Your friend is also my friend. Of course I want to meet him. response:	His identity is a bit unusual.
context: I went to see a friend.\Friend?\Is it the one who sent the love poem?\That wasn't a love poem. It wasn't.\Then can you take me with you?\Take you?\Your friend is also my friend. Of course I want to meet him.\His identity is a bit unusual. response:	I know you don't trust me, and mind my lowly status
context: Friend?\Is it the one who sent the love poem?\That wasn't a love poem. It wasn't.\Then can you take me with you?\Take you?\Your friend is also my friend. Of course I want to meet him.\His identity is a bit unusual.\I know you don't trust me, and mind my lowly status response:	and are afraid I'll be an embarrassment to you.
context: Is it the one who sent the love poem?\That wasn't a love poem. It wasn't.\Then can you take me with you?\Take you?\Your friend is also my friend. Of course I want to meet him.\His identity is a bit unusual.\I know you don't trust me, and mind my lowly status\and are afraid I'll be an embarrassment to you. response:	All right, don't say anymore. Come with me.
context: That wasn't a love poem. It wasn't.\Then can you take me with you?\Take you?\Your friend is also my friend. Of course I want to meet him.\His identity is a bit unusual.\I know you don't trust me, and mind my lowly status\and are afraid I'll be an embarrassment to you.\All right, don't say anymore. Come with me. response:	A-Yin, look. This is a bamboo flute I made for you.
context: Then can you take me with you?\Take you?\Your friend is also my friend. Of course I want to meet him.\His identity is a bit unusual.\I know you don't trust me, and mind my lowly status\and are afraid I'll be an embarrassment to you.\All right, don't say anymore. Come with me.\A-Yin, look. This is a bamboo flute I made for you. response:	You spend all day making these knickknacks to please me.
context: Take you?\Your friend is also my friend. Of course I want to meet him.\His identity is a bit unusual.\I know you don't trust me, and mind my lowly status\and are afraid I'll be an embarrassment to you.\All right, don't say anymore. Come with me.\A-Yin, look. This is a bamboo flute I made for you.\You spend all day making these knickknacks to please me. response:	You made those tiny animals before.
context: Your friend is also my friend. Of course I want to meet him.\His identity is a bit unusual.\I know you don't trust me, and mind my lowly status\and are afraid I'll be an embarrassment to you.\All right, don't say anymore. Come with me.\A-Yin, look. This is a bamboo flute I made for you.\You spend all day making these knickknacks to please me.\You made those tiny animals before. response:	Thank you.
context: His identity is a bit unusual.\I know you don't trust me, and mind my lowly status\and are afraid I'll be an embarrassment to you.\All right, don't say anymore. Come with me.\A-Yin, look. This is a bamboo flute I made for you.\You spend all day making these knickknacks to please me.\You made those tiny animals before.\Thank you. response:	Oh, right. My relation with her is a bit complicated.
context: I know you don't trust me, and mind my lowly status\and are afraid I'll be an embarrassment to you.\All right, don't say anymore. Come with me.\A-Yin, look. This is a bamboo flute I made for you.\You spend all day making these knickknacks to please me.\You made those tiny animals before.\Thank you.\Oh, right. My relation with her is a bit complicated. response:	You can say she is a distant cousin.
context: and are afraid I'll be an embarrassment to you.\All right, don't say anymore. Come with me.\A-Yin, look. This is a bamboo flute I made for you.\You spend all day making these knickknacks to please me.\You made those tiny animals before.\Thank you.\Oh, right. My relation with her is a bit complicated.\You can say she is a distant cousin. response:	She is of the Fox Clan. Her name is Xuan Nu.
context: All right, don't say anymore. Come with me.\A-Yin, look. This is a bamboo flute I made for you.\You spend all day making these knickknacks to please me.\You made those tiny animals before.\Thank you.\Oh, right. My relation with her is a bit complicated.\You can say she is a distant cousin.\She is of the Fox Clan. Her name is Xuan Nu. response:	This is Li Jing, second prince of the Ghost Realm.
context: A-Yin, look. This is a bamboo flute I made for you.\You spend all day making these knickknacks to please me.\You made those tiny animals before.\Thank you.\Oh, right. My relation with her is a bit complicated.\You can say she is a distant cousin.\She is of the Fox Clan. Her name is Xuan Nu.\This is Li Jing, second prince of the Ghost Realm. response:	Where did this little Si Yin come from?
context: You spend all day making these knickknacks to please me.\You made those tiny animals before.\Thank you.\Oh, right. My relation with her is a bit complicated.\You can say she is a distant cousin.\She is of the Fox Clan. Her name is Xuan Nu.\This is Li Jing, second prince of the Ghost Realm.\Where did this little Si Yin come from? response:	How can I compare to Si Yin?
context: You made those tiny animals before.\Thank you.\Oh, right. My relation with her is a bit complicated.\You can say she is a distant cousin.\She is of the Fox Clan. Her name is Xuan Nu.\This is Li Jing, second prince of the Ghost Realm.\Where did this little Si Yin come from?\How can I compare to Si Yin? response:	But you are just so similar to Si Yin.
context: Thank you.\Oh, right. My relation with her is a bit complicated.\You can say she is a distant cousin.\She is of the Fox Clan. Her name is Xuan Nu.\This is Li Jing, second prince of the Ghost Realm.\Where did this little Si Yin come from?\How can I compare to Si Yin?\But you are just so similar to Si Yin. response:	When you don't have the free time
context: Oh, right. My relation with her is a bit complicated.\You can say she is a distant cousin.\She is of the Fox Clan. Her name is Xuan Nu.\This is Li Jing, second prince of the Ghost Realm.\Where did this little Si Yin come from?\How can I compare to Si Yin?\But you are just so similar to Si Yin.\When you don't have the free time response:	you can have her come down here so I won't be bored.
context: You can say she is a distant cousin.\She is of the Fox Clan. Her name is Xuan Nu.\This is Li Jing, second prince of the Ghost Realm.\Where did this little Si Yin come from?\How can I compare to Si Yin?\But you are just so similar to Si Yin.\When you don't have the free time\you can have her come down here so I won't be bored. response:	All right, then.
context: She is of the Fox Clan. Her name is Xuan Nu.\This is Li Jing, second prince of the Ghost Realm.\Where did this little Si Yin come from?\How can I compare to Si Yin?\But you are just so similar to Si Yin.\When you don't have the free time\you can have her come down here so I won't be bored.\All right, then. response:	Any company you can get will do. You're just afraid of being bored.
context: This is Li Jing, second prince of the Ghost Realm.\Where did this little Si Yin come from?\How can I compare to Si Yin?\But you are just so similar to Si Yin.\When you don't have the free time\you can have her come down here so I won't be bored.\All right, then.\Any company you can get will do. You're just afraid of being bored. response:	Of course not.
context: Where did this little Si Yin come from?\How can I compare to Si Yin?\But you are just so similar to Si Yin.\When you don't have the free time\you can have her come down here so I won't be bored.\All right, then.\Any company you can get will do. You're just afraid of being bored.\Of course not. response:	Do you have free time the next few days?
context: How can I compare to Si Yin?\But you are just so similar to Si Yin.\When you don't have the free time\you can have her come down here so I won't be bored.\All right, then.\Any company you can get will do. You're just afraid of being bored.\Of course not.\Do you have free time the next few days? response:	No, I just wanted to tell you
context: But you are just so similar to Si Yin.\When you don't have the free time\you can have her come down here so I won't be bored.\All right, then.\Any company you can get will do. You're just afraid of being bored.\Of course not.\Do you have free time the next few days?\No, I just wanted to tell you response:	Master will be coming out of seclusion soon
context: When you don't have the free time\you can have her come down here so I won't be bored.\All right, then.\Any company you can get will do. You're just afraid of being bored.\Of course not.\Do you have free time the next few days?\No, I just wanted to tell you\Master will be coming out of seclusion soon response:	so it may not be easy for me to come down to visit you.
context: you can have her come down here so I won't be bored.\All right, then.\Any company you can get will do. You're just afraid of being bored.\Of course not.\Do you have free time the next few days?\No, I just wanted to tell you\Master will be coming out of seclusion soon\so it may not be easy for me to come down to visit you. response:	You'll have to return to Grand Ziming Palace to pass the time.
context: All right, then.\Any company you can get will do. You're just afraid of being bored.\Of course not.\Do you have free time the next few days?\No, I just wanted to tell you\Master will be coming out of seclusion soon\so it may not be easy for me to come down to visit you.\You'll have to return to Grand Ziming Palace to pass the time. response:	I'm absolutely not going back.
context: Any company you can get will do. You're just afraid of being bored.\Of course not.\Do you have free time the next few days?\No, I just wanted to tell you\Master will be coming out of seclusion soon\so it may not be easy for me to come down to visit you.\You'll have to return to Grand Ziming Palace to pass the time.\I'm absolutely not going back. response:	The women of the palace have been sent away already.
context: Of course not.\Do you have free time the next few days?\No, I just wanted to tell you\Master will be coming out of seclusion soon\so it may not be easy for me to come down to visit you.\You'll have to return to Grand Ziming Palace to pass the time.\I'm absolutely not going back.\The women of the palace have been sent away already. response:	From now on
context: Do you have free time the next few days?\No, I just wanted to tell you\Master will be coming out of seclusion soon\so it may not be easy for me to come down to visit you.\You'll have to return to Grand Ziming Palace to pass the time.\I'm absolutely not going back.\The women of the palace have been sent away already.\From now on response:	I'll be at Kunlun Mountain to be near you.
context: No, I just wanted to tell you\Master will be coming out of seclusion soon\so it may not be easy for me to come down to visit you.\You'll have to return to Grand Ziming Palace to pass the time.\I'm absolutely not going back.\The women of the palace have been sent away already.\From now on\I'll be at Kunlun Mountain to be near you. response:	You should take this back.
context: Master will be coming out of seclusion soon\so it may not be easy for me to come down to visit you.\You'll have to return to Grand Ziming Palace to pass the time.\I'm absolutely not going back.\The women of the palace have been sent away already.\From now on\I'll be at Kunlun Mountain to be near you.\You should take this back. response:	My room has too many new trinkets. Senior is starting to be suspicious.
context: so it may not be easy for me to come down to visit you.\You'll have to return to Grand Ziming Palace to pass the time.\I'm absolutely not going back.\The women of the palace have been sent away already.\From now on\I'll be at Kunlun Mountain to be near you.\You should take this back.\My room has too many new trinkets. Senior is starting to be suspicious. response:	All right.
context: You'll have to return to Grand Ziming Palace to pass the time.\I'm absolutely not going back.\The women of the palace have been sent away already.\From now on\I'll be at Kunlun Mountain to be near you.\You should take this back.\My room has too many new trinkets. Senior is starting to be suspicious.\All right. response:	Do you know?
context: I'm absolutely not going back.\The women of the palace have been sent away already.\From now on\I'll be at Kunlun Mountain to be near you.\You should take this back.\My room has too many new trinkets. Senior is starting to be suspicious.\All right.\Do you know? response:	Master had endured a heavenly trial for me
context: The women of the palace have been sent away already.\From now on\I'll be at Kunlun Mountain to be near you.\You should take this back.\My room has too many new trinkets. Senior is starting to be suspicious.\All right.\Do you know?\Master had endured a heavenly trial for me response:	and suffered severe injuries.
context: From now on\I'll be at Kunlun Mountain to be near you.\You should take this back.\My room has too many new trinkets. Senior is starting to be suspicious.\All right.\Do you know?\Master had endured a heavenly trial for me\and suffered severe injuries. response:	I'm very worried about him.
context: I'll be at Kunlun Mountain to be near you.\You should take this back.\My room has too many new trinkets. Senior is starting to be suspicious.\All right.\Do you know?\Master had endured a heavenly trial for me\and suffered severe injuries.\I'm very worried about him. response:	A-Yin.
context: You should take this back.\My room has too many new trinkets. Senior is starting to be suspicious.\All right.\Do you know?\Master had endured a heavenly trial for me\and suffered severe injuries.\I'm very worried about him.\A-Yin. response:	When you are with me
context: My room has too many new trinkets. Senior is starting to be suspicious.\All right.\Do you know?\Master had endured a heavenly trial for me\and suffered severe injuries.\I'm very worried about him.\A-Yin.\When you are with me response:	why are nine out of ten sentences about Mo Yuan?
context: All right.\Do you know?\Master had endured a heavenly trial for me\and suffered severe injuries.\I'm very worried about him.\A-Yin.\When you are with me\why are nine out of ten sentences about Mo Yuan? response:	Are they? I just have a good relationship with my master.
context: Do you know?\Master had endured a heavenly trial for me\and suffered severe injuries.\I'm very worried about him.\A-Yin.\When you are with me\why are nine out of ten sentences about Mo Yuan?\Are they? I just have a good relationship with my master. response:	- Isn't it normal? - A-Yin.
context: Master had endured a heavenly trial for me\and suffered severe injuries.\I'm very worried about him.\A-Yin.\When you are with me\why are nine out of ten sentences about Mo Yuan?\Are they? I just have a good relationship with my master.\- Isn't it normal? - A-Yin. response:	You finally came to visit me. Yet, you brought someone along.
