context: Santa Claus is my Sweetheart response:	Weird.
context: Wait, we've already seen her panties...what should we bet?\And that's the same thing YOU always say.\I know, show me your boo-\No point in demanding something that doesn't exist.\That is correct.\All right, 500 yen.\How inane.\What're we using for a bowling ball? response:	This!
context: And that's the same thing YOU always say.\I know, show me your boo-\No point in demanding something that doesn't exist.\That is correct.\All right, 500 yen.\How inane.\What're we using for a bowling ball?\This! response:	Ka-pow!
context: I know, show me your boo-\No point in demanding something that doesn't exist.\That is correct.\All right, 500 yen.\How inane.\What're we using for a bowling ball?\This!\Ka-pow! response:	Holy crap!
context: No point in demanding something that doesn't exist.\That is correct.\All right, 500 yen.\How inane.\What're we using for a bowling ball?\This!\Ka-pow!\Holy crap! response:	Futaba you moron, you left two!
context: That is correct.\All right, 500 yen.\How inane.\What're we using for a bowling ball?\This!\Ka-pow!\Holy crap!\Futaba you moron, you left two! response:	This is nuts.
context: All right, 500 yen.\How inane.\What're we using for a bowling ball?\This!\Ka-pow!\Holy crap!\Futaba you moron, you left two!\This is nuts. response:	Whee!
context: How inane.\What're we using for a bowling ball?\This!\Ka-pow!\Holy crap!\Futaba you moron, you left two!\This is nuts.\Whee! response:	Twirly twirly!
context: What're we using for a bowling ball?\This!\Ka-pow!\Holy crap!\Futaba you moron, you left two!\This is nuts.\Whee!\Twirly twirly! response:	Four and a half spins, nice.
context: This!\Ka-pow!\Holy crap!\Futaba you moron, you left two!\This is nuts.\Whee!\Twirly twirly!\Four and a half spins, nice. response:	Your turn.
context: Ka-pow!\Holy crap!\Futaba you moron, you left two!\This is nuts.\Whee!\Twirly twirly!\Four and a half spins, nice.\Your turn. response:	After you.
context: Holy crap!\Futaba you moron, you left two!\This is nuts.\Whee!\Twirly twirly!\Four and a half spins, nice.\Your turn.\After you. response:	M-Me?!
context: Futaba you moron, you left two!\This is nuts.\Whee!\Twirly twirly!\Four and a half spins, nice.\Your turn.\After you.\M-Me?! response:	Come on Shin-chan, kick me! Come on come on!
context: This is nuts.\Whee!\Twirly twirly!\Four and a half spins, nice.\Your turn.\After you.\M-Me?!\Come on Shin-chan, kick me! Come on come on! response:	Go!
context: Whee!\Twirly twirly!\Four and a half spins, nice.\Your turn.\After you.\M-Me?!\Come on Shin-chan, kick me! Come on come on!\Go! response:	Sorry...
context: Twirly twirly!\Four and a half spins, nice.\Your turn.\After you.\M-Me?!\Come on Shin-chan, kick me! Come on come on!\Go!\Sorry... response:	That sucked!
context: Four and a half spins, nice.\Your turn.\After you.\M-Me?!\Come on Shin-chan, kick me! Come on come on!\Go!\Sorry...\That sucked! response:	I can't! I actually have a conscience!
context: Your turn.\After you.\M-Me?!\Come on Shin-chan, kick me! Come on come on!\Go!\Sorry...\That sucked!\I can't! I actually have a conscience! response:	How could you possibly feel any sympathy for FUTABA?
context: After you.\M-Me?!\Come on Shin-chan, kick me! Come on come on!\Go!\Sorry...\That sucked!\I can't! I actually have a conscience!\How could you possibly feel any sympathy for FUTABA? response:	You little...
context: M-Me?!\Come on Shin-chan, kick me! Come on come on!\Go!\Sorry...\That sucked!\I can't! I actually have a conscience!\How could you possibly feel any sympathy for FUTABA?\You little... response:	That didn't count!
context: Come on Shin-chan, kick me! Come on come on!\Go!\Sorry...\That sucked!\I can't! I actually have a conscience!\How could you possibly feel any sympathy for FUTABA?\You little...\That didn't count! response:	Boot her good, Satou!
context: Go!\Sorry...\That sucked!\I can't! I actually have a conscience!\How could you possibly feel any sympathy for FUTABA?\You little...\That didn't count!\Boot her good, Satou! response:	Forget it, I'm not calling her Mitsuba-sama for the rest of my life!
context: Sorry...\That sucked!\I can't! I actually have a conscience!\How could you possibly feel any sympathy for FUTABA?\You little...\That didn't count!\Boot her good, Satou!\Forget it, I'm not calling her Mitsuba-sama for the rest of my life! response:	Shin-chan!
context: That sucked!\I can't! I actually have a conscience!\How could you possibly feel any sympathy for FUTABA?\You little...\That didn't count!\Boot her good, Satou!\Forget it, I'm not calling her Mitsuba-sama for the rest of my life!\Shin-chan! response:	I'll be fine, kick me as hard as you can!
context: I can't! I actually have a conscience!\How could you possibly feel any sympathy for FUTABA?\You little...\That didn't count!\Boot her good, Satou!\Forget it, I'm not calling her Mitsuba-sama for the rest of my life!\Shin-chan!\I'll be fine, kick me as hard as you can! response:	Go! Get her, Satou!
context: How could you possibly feel any sympathy for FUTABA?\You little...\That didn't count!\Boot her good, Satou!\Forget it, I'm not calling her Mitsuba-sama for the rest of my life!\Shin-chan!\I'll be fine, kick me as hard as you can!\Go! Get her, Satou! response:	Kick me, come on!
context: You little...\That didn't count!\Boot her good, Satou!\Forget it, I'm not calling her Mitsuba-sama for the rest of my life!\Shin-chan!\I'll be fine, kick me as hard as you can!\Go! Get her, Satou!\Kick me, come on! response:	Whatsamatter, can't do it?
context: That didn't count!\Boot her good, Satou!\Forget it, I'm not calling her Mitsuba-sama for the rest of my life!\Shin-chan!\I'll be fine, kick me as hard as you can!\Go! Get her, Satou!\Kick me, come on!\Whatsamatter, can't do it? response:	What's wrong with you, Satou?!
context: Boot her good, Satou!\Forget it, I'm not calling her Mitsuba-sama for the rest of my life!\Shin-chan!\I'll be fine, kick me as hard as you can!\Go! Get her, Satou!\Kick me, come on!\Whatsamatter, can't do it?\What's wrong with you, Satou?! response:	Kick me, kick me hard Shin-chan!
context: Forget it, I'm not calling her Mitsuba-sama for the rest of my life!\Shin-chan!\I'll be fine, kick me as hard as you can!\Go! Get her, Satou!\Kick me, come on!\Whatsamatter, can't do it?\What's wrong with you, Satou?!\Kick me, kick me hard Shin-chan! response:	Of course, you're the panty-pervert Satou, you won't touch a REAL girl!
context: Shin-chan!\I'll be fine, kick me as hard as you can!\Go! Get her, Satou!\Kick me, come on!\Whatsamatter, can't do it?\What's wrong with you, Satou?!\Kick me, kick me hard Shin-chan!\Of course, you're the panty-pervert Satou, you won't touch a REAL girl! response:	Damn it!
context: I'll be fine, kick me as hard as you can!\Go! Get her, Satou!\Kick me, come on!\Whatsamatter, can't do it?\What's wrong with you, Satou?!\Kick me, kick me hard Shin-chan!\Of course, you're the panty-pervert Satou, you won't touch a REAL girl!\Damn it! response:	You know Satou's Kamo Elementary's ace striker, right?
context: Go! Get her, Satou!\Kick me, come on!\Whatsamatter, can't do it?\What's wrong with you, Satou?!\Kick me, kick me hard Shin-chan!\Of course, you're the panty-pervert Satou, you won't touch a REAL girl!\Damn it!\You know Satou's Kamo Elementary's ace striker, right? response:	Uh oh, I forgot to reset the pins!
context: Kick me, come on!\Whatsamatter, can't do it?\What's wrong with you, Satou?!\Kick me, kick me hard Shin-chan!\Of course, you're the panty-pervert Satou, you won't touch a REAL girl!\Damn it!\You know Satou's Kamo Elementary's ace striker, right?\Uh oh, I forgot to reset the pins! response:	Wh...Wheee!
context: Whatsamatter, can't do it?\What's wrong with you, Satou?!\Kick me, kick me hard Shin-chan!\Of course, you're the panty-pervert Satou, you won't touch a REAL girl!\Damn it!\You know Satou's Kamo Elementary's ace striker, right?\Uh oh, I forgot to reset the pins!\Wh...Wheee! response:	F-Futaba!
context: What's wrong with you, Satou?!\Kick me, kick me hard Shin-chan!\Of course, you're the panty-pervert Satou, you won't touch a REAL girl!\Damn it!\You know Satou's Kamo Elementary's ace striker, right?\Uh oh, I forgot to reset the pins!\Wh...Wheee!\F-Futaba! response:	Why did you have to be an ace striker! You idiot! You murderer!
context: Kick me, kick me hard Shin-chan!\Of course, you're the panty-pervert Satou, you won't touch a REAL girl!\Damn it!\You know Satou's Kamo Elementary's ace striker, right?\Uh oh, I forgot to reset the pins!\Wh...Wheee!\F-Futaba!\Why did you have to be an ace striker! You idiot! You murderer! response:	What'd you say?!
context: Of course, you're the panty-pervert Satou, you won't touch a REAL girl!\Damn it!\You know Satou's Kamo Elementary's ace striker, right?\Uh oh, I forgot to reset the pins!\Wh...Wheee!\F-Futaba!\Why did you have to be an ace striker! You idiot! You murderer!\What'd you say?! response:	Wheee, this is great!
context: Damn it!\You know Satou's Kamo Elementary's ace striker, right?\Uh oh, I forgot to reset the pins!\Wh...Wheee!\F-Futaba!\Why did you have to be an ace striker! You idiot! You murderer!\What'd you say?!\Wheee, this is great! response:	She's alive.
context: You know Satou's Kamo Elementary's ace striker, right?\Uh oh, I forgot to reset the pins!\Wh...Wheee!\F-Futaba!\Why did you have to be an ace striker! You idiot! You murderer!\What'd you say?!\Wheee, this is great!\She's alive. response:	The Next Day
context: Uh oh, I forgot to reset the pins!\Wh...Wheee!\F-Futaba!\Why did you have to be an ace striker! You idiot! You murderer!\What'd you say?!\Wheee, this is great!\She's alive.\The Next Day response:	Shin-chan, you gotta nail me in the butt again sometime!
context: Wh...Wheee!\F-Futaba!\Why did you have to be an ace striker! You idiot! You murderer!\What'd you say?!\Wheee, this is great!\She's alive.\The Next Day\Shin-chan, you gotta nail me in the butt again sometime! response:	It felt great!
context: F-Futaba!\Why did you have to be an ace striker! You idiot! You murderer!\What'd you say?!\Wheee, this is great!\She's alive.\The Next Day\Shin-chan, you gotta nail me in the butt again sometime!\It felt great! response:	I-
context: Why did you have to be an ace striker! You idiot! You murderer!\What'd you say?!\Wheee, this is great!\She's alive.\The Next Day\Shin-chan, you gotta nail me in the butt again sometime!\It felt great!\I- response:	I think I'm sick...
context: What'd you say?!\Wheee, this is great!\She's alive.\The Next Day\Shin-chan, you gotta nail me in the butt again sometime!\It felt great!\I-\I think I'm sick... response:	Oh no, Micchan!
context: Wheee, this is great!\She's alive.\The Next Day\Shin-chan, you gotta nail me in the butt again sometime!\It felt great!\I-\I think I'm sick...\Oh no, Micchan! response:	Quick, take your panties off!
context: She's alive.\The Next Day\Shin-chan, you gotta nail me in the butt again sometime!\It felt great!\I-\I think I'm sick...\Oh no, Micchan!\Quick, take your panties off! response:	Wh-Why? What're you holding?!
context: The Next Day\Shin-chan, you gotta nail me in the butt again sometime!\It felt great!\I-\I think I'm sick...\Oh no, Micchan!\Quick, take your panties off!\Wh-Why? What're you holding?! response:	Episode 10 We're gonna be ***
context: Shin-chan, you gotta nail me in the butt again sometime!\It felt great!\I-\I think I'm sick...\Oh no, Micchan!\Quick, take your panties off!\Wh-Why? What're you holding?!\Episode 10 We're gonna be *** response:	Just stay still...
context: It felt great!\I-\I think I'm sick...\Oh no, Micchan!\Quick, take your panties off!\Wh-Why? What're you holding?!\Episode 10 We're gonna be ***\Just stay still... response:	N-N-Nooo!
